GEN.1.1	En el comienzo de todo, Dios creó
RUT.4.5	—Ten en cuenta que si compras el terreno de Noemí, quedas también obligado a casarte con Rut, la viuda moabita, para que la propiedad siga a nombre del difunto.
RUT.4.6	Al oír esto, el pariente contestó:
RUT.4.6	—En ese caso no puedo hacer la compra, porque podría perjudicar mi herencia. Pero si tú quieres comprar, hazlo; yo te cedo mis derechos de compra.
RUT.4.7	En aquellos tiempos había en Israel una costumbre: cuando uno cedía a otro
RUT.4.8	el pariente de Booz se quitó la sandalia, se la dio a Booz y le dijo:
RUT.4.8	—Compra tú.
RUT.4.9	Entonces Booz dijo a los ancianos y a los allí presentes:
RUT.4.9	—Todos ustedes son hoy testigos de que le compro a Noemí las propiedades de Elimélec, Quilión y Mahlón. 
RUT.4.10	También son testigos de que tomo por esposa a Rut, la viuda moabita, para que la propiedad se mantenga a nombre de Mahlón, su difunto esposo. Así no se borrará el nombre de Mahlón de entre los suyos, ni será olvidado en este pueblo.
RUT.4.11	Los ancianos y todos los presentes contestaron:
RUT.4.11	—Sí, lo somos. ¡El Señor haga que la mujer que va a entrar en tu casa sea como Raquel y Lía, de quienes descendemos todos los israelitas!
RUT.4.12	Que el Señor te dé muchos hijos de esta mujer. Que tengas una familia numerosa, como la tuvo Fares, el hijo de Tamar y Judá.
RUT.4.13	Así fue como Booz se casó con Rut. Y se unió a ella, y el Señor permitió que quedara embarazada y que tuviera un hijo.
RUT.4.14	Entonces las mujeres decían a Noemí:
RUT.4.14	—¡Alabado sea el Señor, que te ha dado hoy un nieto para que cuide de ti! ¡Ojalá tu nieto sea famoso en Israel! 
RUT.4.15	Él te dará ánimos y te sostendrá en tu vejez, porque es el hijo de tu nuera, la que tanto te quiere y que vale para ti más que siete hijos.
RUT.4.16	Noemí tomó al niño en su regazo
RUT.4.17	Al verlo, las vecinas decían:
RUT.4.17	—¡Le ha nacido un hijo a Noemí!
RUT.4.17	Y le pusieron por nombre Obed.
RUT.4.18	Estos fueron los descendientes de Fares: Fares fue el padre de Hesrón, 
RUT.4.19	Hesrón fue el padre de Ram, Ram fue el padre de Aminadab, 
RUT.4.20	Aminadab fue el padre de Nahasón, Nahasón fue el padre de Salmón, 
RUT.4.21	Salmón fue el padre de Booz, Booz fue el padre de Obed, 
RUT.4.22	Obed fue el padre de Jesé, y Jesé fue el padre de David.
1SA.1.1	En un lugar de los montes de Efraín, llamado Ramá,
1SA.1.2	Elcaná tenía dos esposas.
1SA.1.3	Todos los años salía Elcaná de su pueblo para rendir culto y ofrecer sacrificios en Siló
1SA.1.4	Cuando Elcaná ofrecía el sacrificio, daba su ración correspondiente a Peniná y a todos los hijos e hijas de ella, 
1SA.1.5	pero a Ana le daba una ración especial,
1SA.1.6	Por esto Peniná, que era su rival, la molestaba y se burlaba de ella, humillándola porque el Señor la había hecho estéril.
1SA.1.7	Cada año, cuando iban al templo del Señor, Peniná la molestaba de este modo; por eso Ana lloraba y no comía. 
1SA.1.8	Entonces le decía Elcaná, su marido: «Ana, ¿por qué lloras? ¿Por qué estás triste y no comes? ¿Acaso no soy para ti mejor que diez hijos?»
1SA.1.9	En cierta ocasión, estando en Siló, Ana se levantó después de la comida.
1SA.1.10	Y Ana, llorando y con el alma llena de amargura, se puso a orar al Señor 
1SA.1.11	y le hizo esta promesa: «Señor todopoderoso: Si te dignas contemplar la aflicción de esta sierva tuya, y te acuerdas de mí y me concedes un hijo, yo lo dedicaré toda su vida a tu servicio, y en señal de esa dedicación no se le cortará el pelo.»
1SA.1.12	Como Ana estuvo orando largo rato ante el Señor, Elí se fijó en su boca; 
1SA.1.13	pero ella oraba mentalmente. No se escuchaba su voz; solo se movían sus labios. Elí creyó entonces que estaba borracha, 
1SA.1.14	y le dijo:
1SA.1.14	—¿Hasta cuándo vas a estar borracha? ¡Deja ya el vino!
1SA.1.15	—No es eso, señor —contestó Ana—. No es que haya bebido vino ni ninguna bebida fuerte, sino que me siento angustiada y estoy desahogando mi pena delante del Señor. 
1SA.1.16	No piense usted que soy una mala mujer, sino que he estado orando todo este tiempo porque estoy preocupada y afligida.
1SA.1.17	—Vete en paz —le contestó Elí—, y que el Dios de Israel te conceda lo que le has pedido.
1SA.1.18	—Muchísimas gracias —contestó ella.
1SA.1.18	Luego Ana regresó por donde había venido, y fue a comer, y nunca más volvió a estar triste. 
1SA.1.19	A la mañana siguiente madrugaron y, después de adorar al Señor, regresaron a su casa en Ramá. Después Elcaná se unió con su esposa Ana, y el Señor tuvo presente la petición que ella le había hecho. 
1SA.1.20	Así Ana quedó embarazada, y cuando se cumplió el tiempo dio a luz un hijo
1SA.1.21	Luego fue Elcaná con toda su familia a Siló, para cumplir su promesa y ofrecer el sacrificio anual; 
1SA.1.22	pero Ana no fue, porque le dijo a su marido:
1SA.1.22	—No iré hasta que destete al niño. Entonces lo llevaré para dedicárselo al Señor y que se quede allá para siempre.
1SA.1.23	Elcaná, su marido, le respondió:
1SA.1.23	—Haz lo que mejor te parezca. Quédate hasta que lo hayas destetado. Y que el Señor cumpla su promesa.
1SA.1.23	Así ella se quedó y crió a su hijo hasta que lo destetó. 
1SA.1.24	Y cuando le quitó el pecho, y siendo todavía él un niño pequeño, lo llevó consigo al templo del Señor en Siló. También llevó tres becerros,
1SA.1.25	Entonces sacrificaron un becerro
1SA.1.26	Y Ana le dijo:
1SA.1.26	—Perdone usted, señor, pero tan cierto como que usted vive
1SA.1.27	Le pedí al Señor que me diera este hijo, y él me lo concedió. 
1SA.1.28	Yo, por mi parte, lo he dedicado al Señor, y mientras viva estará dedicado a él.
1SA.1.28	Entonces Elí se inclinó hasta tocar el suelo con la frente, delante del Señor.
1SA.2.1	Y Ana oró de esta manera:
1SA.2.1	«Señor, yo me alegro en ti de corazón
1SA.2.1	porque tú me das nuevas fuerzas.
1SA.2.1	Puedo hablar contra mis enemigos
1SA.2.1	porque tú me has ayudado.
1SA.2.1	¡Estoy alegre!
1SA.2.2	¡Nadie es santo como tú, Señor!
1SA.2.2	¡Nadie protege como tú, Dios nuestro!
1SA.2.2	¡Nadie hay fuera de ti!
1SA.2.3	Que nadie hable con orgullo,
1SA.2.3	que nadie se jacte demasiado,
1SA.2.3	porque el Señor es el Dios que todo lo sabe,
1SA.2.3	y él pesa y juzga lo que hace el hombre.
1SA.2.4	Él destruye los arcos de los poderosos,
1SA.2.4	y reviste de poder a los débiles;
1SA.2.5	los que antes tenían de sobra,
1SA.2.5	ahora se alquilan por un pedazo de pan;
1SA.2.5	pero los que tenían hambre,
1SA.2.5	ahora ya no la tienen.
1SA.2.5	La mujer que no podía tener hijos,
1SA.2.5	ha dado a luz siete veces;
1SA.2.5	pero la que tenía muchos hijos,
1SA.2.5	ahora está completamente marchita.
1SA.2.6	El Señor quita la vida y la da;
1SA.2.6	nos hace bajar al sepulcro
1SA.2.6	y de él nos hace subir.
1SA.2.7	El Señor nos hace pobres o ricos;
1SA.2.7	nos hace caer y nos levanta.
1SA.2.8	Dios levanta del suelo al pobre
1SA.2.8	y saca del basurero al mendigo,
1SA.2.8	para sentarlo entre grandes hombres
1SA.2.8	y hacerle ocupar un lugar de honor;
1SA.2.8	porque el Señor es el dueño
1SA.2.8	de las bases de la tierra,
1SA.2.8	y sobre ellas colocó el mundo.
1SA.2.9	Él cuida los pasos de sus fieles,
1SA.2.9	pero los malvados mueren en la oscuridad,
1SA.2.9	porque nadie triunfa por la fuerza.
1SA.2.10	El Señor hará pedazos a sus enemigos,
1SA.2.10	y desde el cielo enviará truenos contra ellos.
1SA.2.10	El Señor juzgará al mundo entero;
1SA.2.10	dará poder al rey que ha escogido
1SA.2.10	y hará crecer su poder.»
1SA.2.11	Luego regresó Elcaná a su casa, en Ramá, pero el niño se quedó sirviendo al Señor bajo las órdenes del sacerdote Elí.
1SA.2.12	Los hijos de Elí eran unos malvados, y no les importaba el Señor 
1SA.2.13	ni los deberes de los sacerdotes para con el pueblo; pues cuando alguien ofrecía un sacrificio, llegaba un criado del sacerdote con un tenedor en la mano y, mientras la carne estaba cociéndose, 
1SA.2.14	metía el tenedor en el perol, en la olla, en el caldero o en la cazuela, y todo lo que sacaba con el tenedor era para el sacerdote.
1SA.2.15	Además, antes de que quemaran la grasa en el altar, llegaba el criado del sacerdote y decía al que iba a ofrecer el sacrificio: «Dame carne para asársela al sacerdote; porque no te va a aceptar la carne ya cocida, sino cruda.» 
1SA.2.16	Y si la persona le respondía que primero tenían que quemar la grasa, y que luego él podría tomar lo que quisiera, el criado contestaba: «¡No, me la tienes que dar ahora! De lo contrario, te la quitaré a la fuerza.» 
1SA.2.17	Así pues, el pecado que estos jóvenes cometían ante el Señor era gravísimo, porque trataban con desprecio las ofrendas que pertenecían al Señor.
1SA.2.18	Mientras tanto, el joven Samuel, vestido con un efod de lino,
1SA.2.19	Y cada año, cuando su madre iba al templo con su marido para ofrecer el sacrificio anual, le llevaba una capa pequeña que le había hecho. 
1SA.2.20	Entonces Elí bendecía a Elcaná y a su esposa, diciendo: «Que el Señor te recompense dándote
1SA.2.21	y el Señor bendecía a Ana, la cual quedaba embarazada. De esa manera, Ana dio a luz tres hijos y dos hijas, y el niño Samuel seguía creciendo ante el Señor.
1SA.2.22	En cuanto a Elí, era ya muy viejo, pero estaba enterado de todo lo que sus hijos les hacían a los israelitas, y que hasta se acostaban con las mujeres que estaban de servicio a la entrada de la tienda del encuentro con Dios.
1SA.2.23	Por tanto les dijo: «Todo el mundo me habla de las malas acciones de ustedes. ¿Por qué se portan así? 
1SA.2.24	No, hijos míos, no es nada bueno lo que sé que el pueblo del Señor anda contando acerca de ustedes. 
1SA.2.25	Si una persona comete una falta contra otra, el Señor puede intervenir en su favor; pero si una persona ofende al Señor, ¿quién la defenderá?» Pero ellos no hicieron caso de lo que su padre les dijo, porque el Señor había decidido quitarles la vida.
1SA.2.26	Mientras tanto, el joven Samuel seguía creciendo, y su conducta agradaba tanto al Señor como a los hombres.
1SA.2.27	Por ese tiempo llegó un profeta
1SA.2.28	Y de entre todas las tribus de Israel los escogí para que fueran mis sacerdotes, para que ofrecieran holocaustos sobre mi altar, y quemaran incienso, y llevaran el efod en mi presencia.
1SA.2.29	¿Por qué, pues, han despreciado los sacrificios y ofrendas que yo he ordenado realizar? ¿Por qué das más preferencia a tus hijos que a mí, engordándolos con lo mejor de todas las ofrendas de Israel, mi pueblo?” 
1SA.2.30	Por lo tanto, el Señor, el Dios de Israel, que había dicho que tú y tu familia le servirían siempre, ahora declara: “Jamás permitiré tal cosa, sino que honraré a los que me honren, y los que me desprecien serán puestos en ridículo. Yo, el Señor, lo afirmo. 
1SA.2.31	Ya se acerca el momento en que voy a destruir tu poder y el de tus antepasados, y ninguno de tu familia llegará a viejo. 
1SA.2.32	Contemplarás con angustia y envidia
1SA.2.33	Pero dejaré a alguno de tus parientes
1SA.2.34	Te servirá de muestra lo que ocurrirá a tus dos hijos, Hofní y Finees: los dos morirán el mismo día. 
1SA.2.35	Luego pondré un sacerdote
1SA.2.36	Entonces, todo el que haya quedado vivo en tu familia vendrá a inclinarse ante él a cambio de una moneda de plata o un trozo de pan, rogándole que le dé algún trabajo entre los sacerdotes para poder ganarse el alimento.”»
1SA.3.1	El joven Samuel seguía sirviendo al Señor bajo las órdenes de Elí. En aquella época era muy raro que el Señor comunicara a alguien un mensaje; no era frecuente que alguien tuviera una visión.
1SA.3.2	Pero un día Elí, que había comenzado a quedarse ciego y no podía ver bien, estaba durmiendo en su habitación. 
1SA.3.3	Samuel estaba acostado en el templo del Señor, donde se encontraba el arca de Dios.
1SA.3.4	Entonces el Señor lo llamó:
1SA.3.4	—¡Samuel!
1SA.3.4	—¡Aquí estoy! —contestó él.
1SA.3.5	Luego corrió adonde estaba Elí, y le dijo:
1SA.3.5	—Aquí me tiene usted; ¿para qué me quería?
1SA.3.5	—Yo no te he llamado —contestó Elí—. Vuelve a acostarte.
1SA.3.5	Entonces Samuel fue y se acostó. 
1SA.3.6	Pero el Señor llamó otra vez:
1SA.3.6	—¡Samuel!
1SA.3.6	Y Samuel se levantó y fue junto a Elí, diciendo:
1SA.3.6	—Aquí me tiene usted; ¿para qué me quería?
1SA.3.6	—Yo no te he llamado, hijo mío —respondió Elí—. Vuelve a acostarte.
1SA.3.7	Samuel no conocía al Señor todavía,
1SA.3.8	Pero por tercera vez llamó el Señor a Samuel, y este se levantó y fue a decirle a Elí:
1SA.3.8	—Aquí me tiene usted; ¿para qué me quería?
1SA.3.8	Elí, comprendiendo entonces que era el Señor quien llamaba al joven, 
1SA.3.9	dijo a este:
1SA.3.9	—Ve a acostarte; y si el Señor te llama, respóndele: “Habla, que tu siervo escucha.”
1SA.3.9	Entonces Samuel se fue y se acostó en su sitio. 
1SA.3.10	Después llegó el Señor, se detuvo y lo llamó igual que antes:
1SA.3.10	—¡Samuel! ¡Samuel!
1SA.3.10	—Habla, que tu siervo escucha —contestó Samuel.
1SA.3.11	Y el Señor le dijo:
1SA.3.11	—Voy a hacer algo en Israel que hasta los oídos le dolerán a todo el que lo oiga. 
1SA.3.12	Ese día, sin falta, cumpliré a Elí todo lo que le he dicho respecto a su familia. 
1SA.3.13	Le he anunciado
1SA.3.14	Por tanto, he jurado contra la familia de Elí que su maldad no se borrará jamás, ni con sacrificios ni con ofrendas.
1SA.3.15	Después de esto, Samuel se acostó hasta la mañana siguiente, y entonces abrió las puertas del templo del Señor. Samuel tenía miedo de contarle a Elí la visión que había tenido, 
1SA.3.16	pero Elí lo llamó y le dijo:
1SA.3.16	—¡Samuel, hijo mío!
1SA.3.16	—Aquí estoy —respondió él.
1SA.3.17	Y Elí le preguntó:
1SA.3.17	—¿Qué es lo que te ha dicho el Señor? Te ruego que no me ocultes nada. ¡Que Dios te castigue duramente
1SA.3.18	Samuel le declaró todo el asunto, sin ocultarle nada, y Elí exclamó:
1SA.3.18	—¡Él es el Señor! ¡Hágase lo que a él le parezca mejor!
1SA.3.19	Samuel creció, y el Señor lo ayudó y no dejó de cumplir ninguna de sus promesas. 
1SA.3.20	Y todo Israel, desde Dan hasta Beerseba,
1SA.3.21	Y el Señor volvió a revelarse en Siló,
1SA.4.1	después Samuel se lo comunicaba a todo Israel.
1SA.4.1	Por aquel entonces se juntaron los filisteos para luchar contra Israel,
1SA.4.2	desplegándose para atacar a los israelitas, y al entablarse la lucha, los filisteos vencieron a los israelitas y mataron a cuatro mil de sus hombres en el campo de batalla. 
1SA.4.3	Cuando el ejército israelita volvió al campamento, los ancianos de Israel
1SA.4.4	Por consiguiente, los israelitas enviaron un destacamento a Siló, y trajeron de allá el arca de la alianza del Señor todopoderoso, que tiene su trono sobre los querubines.
1SA.4.5	Y ocurrió que al llegar al campamento el arca de la alianza del Señor, los israelitas gritaron con tanta alegría
