GEN.1.1	En 
DEU.33.3	Aun amó los pueblos, 
DEU.33.4	Ley nos mandó Moyſen 
DEU.33.5	Y 
DEU.33.6	Biua Ruben, y no muera: y ſean ſus varones en numero. 
DEU.33.7	Y 
DEU.33.8	Y à Leui dixo, Tu 
DEU.33.9	El que dixo à ſu padre y à ſu madre, Nunca los vide: ni conoció a ſus hermanos, ni conocio à ſus hijos: por loqual
DEU.33.10	E
DEU.33.11	Bendize ô Iehoua 
DEU.33.12	Y à Ben-iamin dixo, El amado de Iehoua habitará cõsiado cerca 
DEU.33.13	Y à Ioseph dixo, Bendita 
DEU.33.14	Y por los regalos de los frutos del Sol, y por los regalos de las influencias de las Lunas. 
DEU.33.15	Y por la cumbre de los montes antiguos: y por los regalos de los collados eternos. 
DEU.33.16	Y por los regalos de la tierra y 
DEU.33.17	El es hermoso como el primogenito de ſu buey: y ſus cuernos, cuernos de vnicornio, con ellos acorneara los pueblos à vna, los fines de la tierra: y estos 
DEU.33.18	Y à Zabulon dixo, Alegrate Zabulon quando ſalieres: y 
DEU.33.19	Al monte llamarán pueblos, alli sacrificarán sacrificios de iusticia: por loqual chuparan la abundancia de las mares, y los theſoros escondidos del arena. 
DEU.33.20	Y à Gad dixo, Bendito el que hizo ensanchar à Gad: como leon habitará, y arrebatará braço y mollera. 
DEU.33.21	El vido parasi 
DEU.33.22	Y à Dan dixo, Dan, cachorro de leon: saltará desde Basan. 
DEU.33.23	Y à Nephthali dixo, Nephthali harto 
DEU.33.24	Y à Aser dixo, Bendito 
DEU.33.25	Hierro y metal 
DEU.33.26	No 
DEU.33.27	La habitacion de Dios 
DEU.33.28	Y Iſrael, la fuente de Iacob,
DEU.33.29	Bien auenturado tu Iſrael. Quien como tu, pueblo saluo por Iehoua, escudo de tu socorro, y cuchillo de tu excellencia? Y tus enemigos serán humillados, y tu hollarás ſobre ſus alturas.
DEU.34.1	Y Subió Moyſen de los campos de Moab àl monte de Nebo à la cumbre de Phasga, que 
DEU.34.2	Y à todo Nephthali, y la tierra de Ephraim y de Manaſſe, y toda la tierra de Iudahasta la mar postrera. 
DEU.34.3	Y el Mediodia, y la Campaña, la vega de Iericho ciudad de las palmas, haſta Segor. 
DEU.34.4	Y dixole Iehoua, Esta 
DEU.34.5	Y murió alli Moyſen sieruo de Iehoua, en la tierra de Moab conforme àl dicho de Iehoua. 
DEU.34.6	Y 
DEU.34.7	Y era Moyſen de edad de ciẽto y veynte años quando murió: ſus ojos nunca ſe escurecieron,
DEU.34.8	Y lloraron los hijos de Iſrael à Moyſen en los campos de Moab treynta dias: y cũplierõse los dias del lloro del luto de Moyſen. 
DEU.34.9	Y Iosue hijo de Nun 
DEU.34.10	Y nunca mas ſe leuantó propheta en Iſrael como Moyſen, aquien aya conocido Iehoua cara à cara, 
DEU.34.11	En todas las ſeñales y los milagros que lo embió Iehoua à hazer en tierra de Egypto à Pharaon, y à todos ſus sieruos, y à toda ſu tierra, 
DEU.34.12	Y en toda la mano fuerte, y en todo el espanto grande, que hizo Moyſen à ojos de todo Iſrael.
DEU.34.12	FIN DEL DEVTERONOMIO.
JOS.1.1	Y Acontecio que depues de la muerte de Moyſen Sieruo de Iehoua, Iehoua habló à Iosue hijo de Nun, criado de Moyſen, diziendo: 
JOS.1.2	Mi sieruo Moyſen es muerto: leuantate pues aora, y paſſa eſte Iordã tu, y todo eſte Pueblo, à la tierra que yo les doy, à los hijos de Iſrael. 
JOS.1.3	Y
JOS.1.4	Desde el desierto, y eſte Libano haſta el gran rio de Euphrates, toda la tierra de los Hetheos haſta la gran mar del poniente del Sol, ſerá vuestro termino. 
JOS.1.5	Nadie 
JOS.1.6	Essuerçate 
JOS.1.7	Solamente te esfuerces, y seas muy valiente, paraque guardes y hagas conforme à toda mi Ley, que Moyſen mi sieruo te mandó: 
JOS.1.8	El libro de aquesta Ley nunca ſe apartará de tu boca: mas de dia y de noche meditarás enel, paraque guardes y hagas conforme à todo lo que enel eſtá eſcripto. Por que entonces harás prosperar tu camino, y entonces 
JOS.1.9	Mira que te mando que te esfuerces, y seas valiente, no temas nidesmayes, porque 
JOS.1.10	¶ Y Iosue mandó à los alcaldes del Pueblo diziendo: 
JOS.1.11	Paſſad por medio del campo, y mandad àl Pueblo diziendo: Apercebios de comida: porque dentro de tres dias paſſareys el Iordan paraque entreys à heredar la tierra, que Iehoua vuestro Dios os dá, paraque la heredeys. 
JOS.1.12	Tambien habló Iosue à los Rubenitas, y Gaditas, y àl medio tribu de Manaſſe, diziendo: 
JOS.1.13	Acordaos de la palabra 
JOS.1.14	Vuestras mugeres, y vuestros niños, y vuestras beſtias quedaran en la tierra que Moyſen os ha dado deesta parte del Iordan: y vosotros paſſareys armados, todos los valientes de fuerça, delante de vuestros hermanos, y ayudarles eys, 
JOS.1.15	Hasta tanto que Iehoua aya dado repoſo à vuestros hermanos, como à vosotros: y que ellos tambien hereden la tierra, que Iehoua vuestro Dios les dá: y 
JOS.1.16	Entonces 
JOS.1.17	De la manera que obedecimos à Moyſen en todas las coſas, anſi te obedeceremos à ti: solamente Iehoua tu Dios ſea con tigo, como fue con Moyſen. 
JOS.1.18	Qualquiera que fuere rebelde à tu mandamiento, y que no obedeciere à tus palabras en todas las coſas que le mãdares, que muera: solamente te esfuerces, y seas valiente.
JOS.2.1	Y Iosue hijo de Nun embió desde Setim 
JOS.2.2	Y fue 
JOS.2.3	Entonces el rey de Iericho embió à Raab diziẽdo: Saca fuera los hombres que han venido à ti, y han entrado en tu caſa: porque han venido à espiar toda la tierra. 
JOS.2.4	Mas la muger auia tomado los dos hõbres, y los auia escondido: 
JOS.2.5	Y ſiendo ya escuro y cerrandoſe la puerta, eſſos hombres ſe ſalieron, y nosé donde ſe fueron: seguildos à prieſſa, que alcançarlos eys. 
JOS.2.6	Mas ella los auia hecho subir à la techũbre, y los auia escondido 
JOS.2.7	Y los hombres fueron tras ellos por el camino del Iordan haſta los vados: y la puerta fue cerrada deſpues que ſalieron los que yuan tras ellos. 
JOS.2.8	Mas antes que 
JOS.2.9	Y
JOS.2.10	Porque auemos oydo que Iehoua hizo secár las aguas del Mar bermejo delãte de vosotros, quando ſalistes de la tierra de Egypto: 
JOS.2.11	Oyendo eſto ha desmayado nuestro coraçon: ni mas ha quedado eſpiritu en alguno 
JOS.2.12	Ruego os pues aora, que me jureys por Iehoua, que como 
JOS.2.13	 Y que dareys la vida à mi padre y á mi madre: a mis hermanos y hermanas, y à todo loque es suyo: y que eſcapareys nuestras vidas de la muerte. 
JOS.2.14	Y ellos le respondieron, Nuestra anima 
JOS.2.15	Entonces ella los hizo decendir con vna cuerda por la ventana: porque ſu caſa 
JOS.2.16	Y dixoles: Id os àl monte, porque los que fueron tras vosotros, no os encuentrẽ: Y estad escondidos allà tres dias, haſta que los que os siguen, ayan buelto: y deſpues os yreys vuestro camino. 
JOS.2.17	Y ellos le dixeron: Nosotros seremos desobligados de eſte tu juramento conque nos has conjurado, 
JOS.2.18	Que quando noſotros entrâremos la tierra, tu atarás eſta cuerda de grana à la ventana por laqual nos decẽdiste, y tu juntaras en tu caſa tu padre y tu madre, tus hermanos y toda la familia de tu padre. 
JOS.2.19	Qualquiera que ſaliere fuera de las puertas de tu caſa, ſu sangre 
JOS.2.20	Mas ſi tu denunciares eſte nuestro negocio, noſotros seremos desobligados de eſte tu juramento conque nos has juramẽtado. 
JOS.2.21	Y ella respondió: Como aueys dicho, an ſi ſea. y 
JOS.2.22	Y caminando ellos llegaron àl monte, y estuuieronſe alli tres dias, haſta que los que los seguian, fueſſen bueltos: y los que los siguieron, buscarõ por todo el camino, mas no 
JOS.2.23	Y tornandoſe los dos varones decendieron del monte, y paſſaron, y vinieron à Iosue hijo de Nun: y contaronle todas las coſas que les auian acontecido. 
JOS.2.24	Y dixerõ à Iosue: Iehoua ha entregado toda la tierra en nuestras manos: y tambien todos los moradores de la tierra eſtan desmayados delante de noſotros.
JOS.3.1	Y Madrugó Iosue de mañana, y partieron de Setim, y vinieron haſta el Iordan el y todos los hijos de Iſrael: y reposaron alli antes que paſſaſſen. 
JOS.3.2	Y Paſſados tres dias, los al caldes paſſaron por medio del campo, 
JOS.3.3	Y mandaron àl Pueblo diziendo: Quãdo vierdes el arca del Cõcierto de Iehoua vuestro Dios, y los Sacerdotes y Leuitas que la lleuan, vosotros partireys de vuestro lugar, y marchareys en pos deella. 
JOS.3.4	Empero entre vosotros y ella aya distacia como de la medida de dos mil cobdos, y no os acercareys deella: paraque sepays el camino por donde aueys de yr: por quanto vosotros no aueys paſſado 
JOS.3.5	Y Iosue dixo àl Pueblo, Sanctificaos, porque Iehoua hará mañana entre vosotros marauillas. 
JOS.3.6	Y habló Iosue à los Sacerdotes diziẽdo: Tomad el arca del Cõcierto, y paſſad delãte del Pueblo. Y 
JOS.3.7	Entonces Iehoua dixo à Iosue: Desde aqueste dia començaré à hazerte grande delante de los ojos de todo Iſrael: paraque entiendan, que como fue con Moyſen, anſi seré contigo. 
JOS.3.8	 Tu pues mãdarás à los Sacerdotes que lleuan el arca del Concierto, diziẽdo: Quãdo vuierdes entrado haſta el cabo del agua del Iordan, parareys en el Iordan. 
JOS.3.9	Y Iosue dixo à los hijos de Iſrael: Llega os acá, y escuchad las palabras de Iehoua vuestro Dios. 
JOS.3.10	Y Iosue tornó à dezir: En eſto conoce reys que el Dios biuiẽte 
JOS.3.11	Heaqui el arca del Concierto del Señoreador de toda la tierra, paſſa el Iordan delante de vosotros. 
JOS.3.12	Tomad pues aora doze hombres de los tribus de Iſrael, de cada tribu vno, 
JOS.3.13	Y quando las plantas de los pies de los Sacerdotes, que lleuan el arca de Iehoua Señoreador de toda la tierra,
JOS.3.14	Y aconteció que partiendo el Pueblo de ſus tiendas para paſſar el Iordan, y los Sacerdotes delante del Pueblo lleuando el arca del Concierto, 
JOS.3.15	Quando los que lleuauan el arca, entraron en el Iordan, y que los pies de los Sacerdotes que lleuauan el arca fueron mojados à la orilla del agua, (porque el Iordan suele reuertir ſobre todos ſus bordes todo el tiempo de la segada,) 
JOS.3.16	Las aguas que decendian de arriba, separaron como en vn monton bien lexos de la ciudad de Adam, que 
JOS.3.17	Mas los Sacerdotes, que lleuauan el arca del Concierto de Iehoua estuuieron en seco en medio del Iordan firmes, haſta que todo el Pueblo vuo acabado de paſſar el Iordan, y todo Iſrael paſſó en seco.
JOS.4.1	Y Quando toda la gente vuo acabado de paſſar el Iordã, Iehoua habló à Iosue diziendo: 
JOS.4.2	Tomad del Pueblo doze varones, de cada tribu vno: 
JOS.4.3	Y mandaldes diziendo, Tomaos de aqui del medio del Iordan, del lugar donde eſtan los pies de los Sacerdotes firmes, doze piedras: las quales paſſareys con vosotros, y aſſentarlaseys en el alojamiento donde aueys de tener la noche. 
JOS.4.4	Entonces Iosue llamó doze varones los quales el ordenó de entre los hijos de Iſrael, de cada tribu vno: 
JOS.4.5	Y dixoles Iosue, Paſſad delante del arca de Iehoua vuestro Dios por medio del Iordan, y cada vno de vosotros tome vna piedra ſobre ſu ombro, conforme àl numero de los tribus de los hijos de Iſrael. 
JOS.4.6	Paraque eſto ſea señal entre vosotros. Y quando vuestros hijos preguntaren à ſus padres 
JOS.4.7	Responderleseys, Que las aguas del Iordan fueron partidas delante del arca del Concierto de Iehoua quando ella paſſó el Iordan, las aguas del Iordan ſe partieron: y serán estas piedras por memoria para siempre à los hijos de Iſrael. 
JOS.4.8	Y los hijos de Iſrael lo hizieron anſi como Iosue les mandó: que leuantaron doze piedras del medio del Iordan, como Iehoua lo auia dicho à Iosue, cõforme al numero de los tribus de los hijos de Iſrael: y paſſaronlas consigo al alojamiento, y aſſentaronlas alli. 
JOS.4.9	Iosue tambien leuantó doze piedras en medio del Iordan: en el lugar donde estuuieron los pies de los Sacerdotes, que lleuauan el arca del Concierto y han estado alli haſta oy. 
JOS.4.10	Y los Sacerdotes, que lleuauan el arca, ſe pararon en medio del Iordan, haſta tanto que ſe acabó todo loque Iehoua auia mandado à Iosue que hablaſſe àl Pueblo conforme à todas las coſas que Moyſen auia mandado à Iosue: mas el pueblo ſe dió prieſſa y paſſó. 
JOS.4.11	Y quando todo el Pueblo acabó de paſſar, paſſó tambiẽ el arca de Iehoua, y los Sacerdotes en preſencia del Pueblo. 
JOS.4.12	Tambien paſſaron los hijos de Ruben, y los hijos de Gad, y el medio tribu de Manaſſe armados delante de los hijos de Iſrael, como les auia dicho Moyſen: 
JOS.4.13	Como quarenta mil hombres armados à punto paſſaron delante de Iehoua, à la guerra. 
JOS.4.14	En aquel dia Iehoua engrandeció à Iosue en ojos de todo Iſrael: y temieronle, como auiã temido à Moyſen todos los dias de ſu vida. 
JOS.4.15	Y Iehoua habló à Iosue, diziendo: 
JOS.4.16	Manda à los Sacerdotes, que lleuan el arca del testimonio, que suban del Iordan. 
JOS.4.17	Y Iosue mandó à los Sacerdotes diziendo: Subid del Iordan. 
JOS.4.18	Y aconteció que como los Sacerdotes, que lleuauan el arca de Iehoua, subieron del medio del Iordan, y que las plantas de los pies de los Sacerdotes estuuierõ en seco, las aguas del Iordan ſe boluieron à sulugar, 
JOS.4.19	Y subió el Pueblo del Iordan à los diez dias del mes Primero: y aſſentaron el campo en Galgal àl lado Oriental de Iericho. 
JOS.4.20	Y Iosue leuantó en Galgal las doze piedras, que auian traydo del Iordan. 
JOS.4.21	Y habló à los hijos de Iſrael, diziendo: Quando mañana preguntaren vuestros hijos à ſus padres, y dixeren: Que os 
JOS.4.22	Declarareys à vuestros hijos diziẽdo, Iſrael paſſó en seco por eſte Iordan. 
JOS.4.23	Porque Iehoua vuestro Dios secó las aguas del Iordan delante de vosotros haſta que paſſassedes, 
JOS.4.24	Paraque todos los pueblos de la tierra conozcan la mano de Iehoua, que es fuerte: para que temays á Iehoua vuestro Dios 
JOS.5.1	Y Quando todos los reyès de los Amorrheos, que 
JOS.5.2	En aquel tiempo Iehoua dixo à Iosue: Hazte cuchillos agudos, y buelue, circuncida la segunda vez à los hijos de Iſrael. 
JOS.5.3	Y Iosue ſe hizo cuchillos agudos, y circuncidó los hijos de Iſrael en el Monte de los capullos. 
JOS.5.4	Esta es la cauſa por la qual Iosue circuncidó: Todo el Pueblo que auia ſalido de Egypto, 
JOS.5.5	Porque todos los del Pueblo que auiá ſalido, eſtauan circuncidados: mas todo el Pueblo, que auia nacido en el desierto en el camino, deſpues que ſalierõ de Egypto, no eſtauan circuncidados. 
JOS.5.6	Porque los hijos de Iſrael anduuieron por el desierto quarenta años, haſta que toda la gente de los hombres de guerra, que auian ſalido de Egypto, fue consumida, por quanto no obedecieron à la boz de Iehoua: por loqual Iehoua 
JOS.5.7	Mas los hijos deellos, que el auia hecho succeder en ſu lugar, Iosue los circuncidó: los quales aun eran incircũcisos, porque no auian sido circuncidados por el camino. 
JOS.5.8	Y quando ouieron acabado de circuncidar toda la gente, quedaronſe en el mismo lugar en el campo, haſta que sanaron. 
JOS.5.9	 Y Iehoua dixo à Iosue, oy he quitado de vosotros el opprobrio de Egypto: por loqual el nombre de aquel lugar fue llamado Galgala, haſta oy.
JOS.5.10	¶ Y los hijos de Iſrael aſſentaron el campo en Galgala. Y celebraron la Pascua à los catorze dias del mes, à la tarde en los llanos de Iericho. 
JOS.5.11	Y el otro dia de la Pascua comieron del fruto de la tierra los panes ſin leuadura, y espigas nueuas tostadas, el mismo dia. 
JOS.5.12	Y el Man cessó el dia seguiente, desde que començaron à comer del fruto de la tierra: y los hijos de Iſrael nunca mas tuuieron Man, mas comieron de los frutos de la tierra de Chanaan aquel año.
JOS.5.13	¶ Y estando Iosue cerca de Iericho, alçó ſus ojos, y vido vn varon que eſtaua delante deel, elqual tenia vn espada desnuda en ſu mano. Y Iosue yendoſe hazia el, la dixo: Eres de los nuestros, o de nuestros enemigos? Y el respondió: 
JOS.5.14	No, mas yo 
JOS.5.15	Y el Principe del exercito de Iehoua reſpondio à Iosue: Quita tus çapatos de tus pies: porque el lugar donde estás es sancto. y Iosue lo hizo anſi.
JOS.6.1	Iericho empero eſtaua cerrada, bien cer rada, à causade los hijos de Iſrael; nadie entraua, ni ſalia. 
JOS.6.2	Mas Iehoua dixo à Iosue, Mira, 
JOS.6.3	Cercareys pues la ciudad todos los hombres de guerra yendo alderredor de la ciudad vna vez 
JOS.6.4	Y ſiete Sacerdotes lleuarán ſiete 
JOS.6.5	Y quando tocaren 
JOS.6.6	Y llamando Iosue hijo de Nun los Sacerdotes, dixoles: Lleuad el arca del Concierto: Y ſiete Sacerdotes lleuen ſiete 
JOS.6.7	Y dixo àl Pueblo, Paſſad, y cercad la ciudad: y los que eſtan armados paſſarán delante del arca de Iehoua. 
JOS.6.8	Y deſque Iòsue vuo hablado àl Pueblo, los ſiete Sacerdotes lleuando las ſiete 
JOS.6.9	Y los armados yuan delante de los Sacerdotes que tocauan las bozinas, y la cõgregacion yua de tras del arca andando y tocando bozinas. 
JOS.6.10	Y Iosue mandó àl Pueblo diziendo, Vosotros no dareys grita, ni ſe oyrá vuestra boz, ni ſaldrá palabra de vuestra boca: haſta el dia que 
JOS.6.11	El arca pues de Iehoua dió vna buelta àl derredor de la ciudad, y vinieronſe àl real, en el qual tuuieronla noche. 
JOS.6.12	Y Iosue ſe leuantó de mañana: y los Sacerdotes tomaron el arca de Iehoua: 
JOS.6.13	Y los 
JOS.6.14	Ansi dieron otra buelta à la ciudad el segundo dia, y boluieronſe àl real: deesta manera hizieron por seys dias. 
JOS.6.15	Y àl Septimo dia, leuantaronſe quando el alua subia, y dieron buelta à la ciudad desta manera ſiete vezes: eſte dia solamente dieron buelta arredor deella ſiete vezes. 
JOS.6.16	Y como los Sacerdotes vuieron tocado las bozinas la septima vez, Iosue dixo àl Pueblo: Dad grita, porque Iehoua os ha entregado la ciudad. 
JOS.6.17	Mas la ciudad ſerá 
JOS.6.18	Mas vosotros guardaos del anathema, que ni toqueys, ni tomeys alguna coſa del anathema, porque no hagays anathema el campo de Iſrael, y lo turbeys. 
JOS.6.19	Mas todo el oro y plata, y vaſos de me tal y de hierro ſea consagrado à Iehoua, 
JOS.6.20	Entonces el Pueblo dió grita, y tocaron bozinas: y aconteció que como el Pueblo vuo oydo el sonido de la bozina, el Pueblo dió grita con muy gran bozerio, y 
