GEN.1.1	En el principio creó Dios los cielos y la tierra. 
EXO.34.11	Tu parte en este pacto es obedecer todos mis mandamientos. Entonces yo expulsaré de delante de ti a los amorreos, a los cananeos, a los hititas, a los ferezeos, a los heveos, y a los jebuseos.
EXO.34.12	»Cuídate de hacer alianza con el pueblo que habita la tierra a donde vas, porque si lo haces, pronto andarás en sus malos caminos. 
EXO.34.13	En cambio, destruirás sus altares paganos, derribarás las piedras que adoran y destrozarás las imágenes de la diosa Aserá. 
EXO.34.14	No deben adorar otros dioses sino solamente a mí, porque yo, el 
EXO.34.15	»No harás tratados de paz con los pueblos que viven en esa tierra, porque son idólatras que me han rechazado para ofrecer sacrificios a sus dioses. Si haces amistad con ellos, entonces, cuando presenten los sacrificios a sus dioses, te invitarán a participar, y te sentirás obligado a ir. 
EXO.34.16	Y aceptarás para tus hijos a sus hijas, que adoran a otros dioses, y tus hijos me abandonarán, y adorarán a los dioses de sus esposas. 
EXO.34.17	No tendrás nada que ver con los ídolos.
EXO.34.18	»Celebrarás la fiesta de los Panes sin levadura durante siete días, en la forma que te ordené, en la fecha señalada del mes de aviv. Este fue el mes en que saliste de Egipto.
EXO.34.19	»Todo primer macho es mío: vacuno, lanar y cabrío. 
EXO.34.20	El primer burro podrá ser redimido, dando un cordero en su lugar. Pero si decides no redimirlo, deberás quebrarle el cuello. Todos tus hijos serán redimidos; ninguno se presentará delante de mí sin una ofrenda.
EXO.34.21	»Aun durante el tiempo de la siembra y el de la cosecha, solamente trabajarás durante seis días y descansarás el séptimo.
EXO.34.22	»Te acordarás de celebrar la fiesta de las Semanas, al comenzar la cosecha del trigo, y la fiesta de la Cosecha, al fin del año.
EXO.34.23	»Todos los varones de Israel deberán presentarse ante mí tres veces al año. Yo soy el 
EXO.34.24	Nadie atacará ni conquistará tu tierra mientras estés delante del 
EXO.34.25	»No usarás panes con levadura en tus sacrificios, y no dejarás hasta el día siguiente la carne del cordero pascual.
EXO.34.26	»Cada año deberás ofrecerme los mejores frutos de las primeras cosechas, y lo traerás a la casa del 
EXO.34.26	»No cocinarás el cabrito en la leche de su madre».
EXO.34.27	También el 
EXO.34.27	―Escribe estas leyes que te doy, porque son las condiciones del pacto que hice contigo y con Israel.
EXO.34.28	Moisés estuvo con el 
EXO.34.29	Cuando Moisés descendió del monte con las tablas en la mano, no se dio cuenta de que su rostro resplandecía por haber estado en la presencia de Dios. 
EXO.34.30	Debido al resplandor de su rostro, Aarón y el pueblo de Israel tuvieron miedo de acercarse. 
EXO.34.31	Pero Moisés los llamó, y Aarón y todos los dirigentes de la congregación fueron y hablaron con él. 
EXO.34.32	Después todo el pueblo se acercó, y él les dio los mandamientos que el 
EXO.34.33	Cuando Moisés acabó de hablar con ellos, se puso un velo en el rostro. 
EXO.34.34	Pero cuando entraba en el santuario a hablar con el 
EXO.34.35	y el pueblo veía su rostro resplandeciente. Entonces Moisés se ponía de nuevo el velo, hasta que volvía al santuario a hablar con Dios.
EXO.35.1	Un día Moisés convocó a todos los israelitas, y les dijo: «Estas son las leyes que el 
EXO.35.2	Trabajarán solamente seis días, pues el séptimo es día de descanso solemne, santo, y debe ser dedicado a la adoración al 
EXO.35.3	No deben ni siquiera encender fuego en sus hogares ese día».
EXO.35.4	Luego Moisés le dijo a todo el pueblo: «Esto es lo que el 
EXO.35.5+EXO.35.6+EXO.35.7+EXO.35.8+EXO.35.9	Todo el que tenga corazón generoso, puede traer las siguientes ofrendas al 
EXO.35.5+EXO.35.6+EXO.35.7+EXO.35.8+EXO.35.9	Oro, plata, y bronce; tela azul, morada y escarlata, hecha de lino fino torcido o de pelo de cabra; pieles de carnero, y pieles de cabra especialmente tratadas; madera de acacia; aceite de oliva para las lámparas; especias para el aceite de la unción y para el incienso; piedras de ónice y piedras para usar en el efod y en el pectoral.
EXO.35.10+EXO.35.11+EXO.35.12+EXO.35.13+EXO.35.14+EXO.35.15+EXO.35.16+EXO.35.17+EXO.35.18+EXO.35.19	»Vengan todos los que son artesanos con talentos especiales y construyan lo que el 
EXO.35.10+EXO.35.11+EXO.35.12+EXO.35.13+EXO.35.14+EXO.35.15+EXO.35.16+EXO.35.17+EXO.35.18+EXO.35.19	La Tienda del santuario con sus cubiertas, ganchos, tablas, barras, columnas y bases; el cofre y sus varas; el propiciatorio; la cortina que está delante del Lugar Santo; la mesa con sus varas y todos sus utensilios; el pan de la ofrenda; el candelabro con sus lámparas y aceite; el altar del incienso y sus varas para transportarlo; el aceite de la unción y el incienso aromático; la cortina para la puerta del santuario; el altar para los holocaustos; el enrejado de bronce del altar, sus varas para transportarlo, y sus demás utensilios; el lavamanos con su base; las cortinas que servirán de cerco para el atrio; las columnas y sus bases; la cortina para la entrada del atrio; las estacas del atrio del santuario, y sus cuerdas; las vestiduras sagradas que los sacerdotes deben usar cuando sirvan en el Lugar Santo; las vestiduras sagradas del sacerdote Aarón y de sus hijos».
EXO.35.20	Entonces todo el pueblo fue a sus tiendas a preparar las donaciones. 
EXO.35.21	Aquellos cuyo corazón fue tocado por el Espíritu de Dios volvieron con sus ofrendas de materiales para el santuario y su equipo, y para las vestiduras sagradas. 
EXO.35.22	Vinieron hombres y mujeres, todos los que tuvieron un corazón dispuesto a dar. Le trajeron al 
EXO.35.23	Otros trajeron tela azul, morada y escarlata, hecha de lino fino torcido de pelo de cabra, pieles de carnero teñidas de rojo y pieles de cabra especialmente tratadas. 
EXO.35.24	Otros trajeron plata y bronce como ofrenda al 
EXO.35.25	Las mujeres que tenían habilidades para la costura y para hilar prepararon hilos y telas de color azul, morado y escarlata, y lino fino torcido, y lo trajeron como ofrenda. 
EXO.35.26	Otras mujeres, con mucha alegría, usaron sus dones especiales para hacer telas de pelo de cabras. 
EXO.35.27	Los dirigentes trajeron piedras de ónice para el efod y para el pectoral, 
EXO.35.28	y especias y aceite para las lámparas y para la preparación del aceite de la unción y el incienso aromático. 
EXO.35.29	De esta manera el pueblo de Israel, todo hombre y mujer que quiso ayudar en la obra encomendada a ellos por el 
EXO.35.30+EXO.35.31	Y Moisés les dijo: «El 
EXO.35.32	Él puede hacer hermosas creaciones de artesanía en oro, plata y bronce; 
EXO.35.33	puede cortar y engastar piedras preciosas, y puede hacer hermosas obras de tallado. En suma él tiene todas las habilidades necesarias. 
EXO.35.34	Dios ha hecho que él y Aholiab sean maestros dotados y que puedan enseñar sus habilidades a los demás. Aholiab es hijo de Ajisamac, de la tribu de Dan. 
EXO.35.35	Dios los ha dotado de habilidades muy especiales, de modo que pueden hacer toda obra de joyería y carpintería. También tienen la capacidad para hacer bordados en tela azul, morada y escarlata, y para elaborar cualquier tipo de tejido. Ellos, en fin, se destacan en todas las artes necesarias para la obra.
EXO.36.1	»Los demás artesanos, a quienes el 
EXO.36.2	Luego Moisés dijo a Bezalel, a Aholiab y a todos los que sintieron el deseo de colaborar en los trabajos que comenzaran a trabajar, 
EXO.36.3	y les entregó los materiales donados por el pueblo para la construcción del santuario.
EXO.36.3	Pero como la gente continuaba llevando ofrendas todos los días, 
EXO.36.4+EXO.36.5+EXO.36.6+EXO.36.7	los obreros dejaron sus trabajos y fueron a reunirse con Moisés, y le dijeron: «La gente ha ofrendado mucho más de lo que necesitamos para realizar la obra que el 
EXO.36.4+EXO.36.5+EXO.36.6+EXO.36.7	Entonces Moisés envió mensajeros que fueran por el campamento avisando que ya no se necesitaban más donaciones. Por fin la gente dejó de llevar ofrendas.
EXO.36.8	Los tejedores hicieron primero diez cortinas de lino fino torcido, de color azul, morado y escarlata, y las adornaron con querubines hermosamente bordados sobre ellas. 
EXO.36.9	Cada cortina medía unos doce metros y medio de largo por un metro con ochenta centímetros de ancho. 
EXO.36.10	Cinco fueron unidas entre sí, y luego otras cinco unidas de la misma manera, y así formaron dos grandes cortinas. 
EXO.36.11+EXO.36.12	Con cincuenta cintas azules se hicieron lazos en el borde de las dos cortinas, cada lazo frente a su compañero de la otra cortina. 
EXO.36.13	Luego se hicieron cincuenta ganchos de oro para unir los lazos, y de esta manera unir las dos grandes cortinas, de modo que el santuario era uno solo, pues se veía como si fuera de una sola pieza.
EXO.36.14+EXO.36.15	Sobre el cielo raso fue colocada una segunda capa formada por once cortinas hechas de pelo de cabra. Tenían todas trece metros y medio de largo por un metro con ochenta centímetros de ancho. 
EXO.36.16	Bezalel unió cinco de estas cortinas para hacer una pieza larga, y otras seis para hacer otra. 
EXO.36.17	Luego hizo cincuenta lazos en el extremo de cada una, 
EXO.36.18	y cincuenta pequeños ganchos de bronce para unir los lazos, a fin de que las cortinas quedaran firmemente unidas una a otra.
EXO.36.19	La cubierta superior del techo fue hecha de pieles de carnero teñidas de rojo y de pieles de cabras.
EXO.36.20	Para los costados del santuario se usaron tablas de madera de acacia, puestas en forma vertical. 
EXO.36.21	El alto de cada tabla era de cuatro metros y medio y el ancho de setenta centímetros. 
EXO.36.22	Cada tabla se unía a la otra por medio de dos ganchos. 
EXO.36.23	Había veinte tablas en el costado sur, 
EXO.36.24	asentadas en cuarenta bases de plata. Cada tabla estaba unida a su base por medio de dos ganchos. 
EXO.36.25+EXO.36.26	Había veinte tablas en el costado norte del santuario, con cuarenta bases de plata, dos para cada tabla. 
EXO.36.27	El costado occidental del santuario, que era la parte posterior, estaba hecho con seis tablas, 
EXO.36.28	más otra a cada extremo. 
EXO.36.29	Estas tablas, incluyendo las de las esquinas, fueron unidas unas a otras, arriba y abajo, por medio de argollas. 
EXO.36.30	De modo que por el costado occidental había un total de ocho tablas con dieciséis bases de plata, dos por cada tabla.
EXO.36.31+EXO.36.32	Luego hicieron cinco series de travesaños de madera de acacia, para unir las tablas por los lados, cinco por cada costado del santuario. 
EXO.36.33	Uno de estos travesaños pasaba por el centro de las tablas, e iba de un extremo al otro del santuario. 
EXO.36.34	Las tablas y los travesaños estaban recubiertos de oro, y las argollas eran de oro puro.
EXO.36.35	La cortina interior azul, morada y escarlata fue hecha de lino fino torcido, con querubines primorosamente bordados. 
EXO.36.36	La cortina colgaba de cuatro ganchos de oro, montados en cuatro postes de madera de acacia, cubiertos de oro y asentados sobre cuatro bases de plata.
EXO.36.37	Luego hicieron una cortina para la entrada del santuario, tejida de lino fino bordado con azul, morado y escarlata. 
EXO.36.38	Esta cortina iba unida por medio de cinco ganchos a cinco postes. Los postes, sus capiteles y varas estaban cubiertos con oro, y las cinco bases eran de bronce.
EXO.37.1	A continuación, Bezalel construyó el cofre. Fue hecho de madera de acacia, y tenía un metro con diez centímetros de largo, setenta centímetros de ancho y setenta centímetros de alto. 
EXO.37.2	Estaba cubierto de oro puro por dentro y por fuera, y tenía una moldura de oro por todo el contorno. 
EXO.37.3	Hizo cuatro argollas de oro y colocó una en cada una de las esquinas, en la parte inferior. 
EXO.37.4	Luego hizo varas de madera de acacia y las cubrió de oro, 
EXO.37.5	y las puso en las argollas de los costados del cofre, para transportarlo.
EXO.37.6	Luego hizo una cubierta de oro puro, que llamó propiciatorio. Tenía un metro con diez centímetros de largo, y setenta centímetros de ancho. 
EXO.37.7	Hizo dos querubines de oro martillado y los colocó a los dos extremos del propiciatorio. 
EXO.37.8	Los querubines formaban una sola pieza con la cubierta de oro, 
EXO.37.9	y estaban uno frente al otro, con las alas extendidas, de tal modo que cubrían el propiciatorio, y miraban hacia él.
EXO.37.10	Con madera de acacia hizo una mesa de noventa centímetros de largo, cuarenta y cinco de ancho y setenta de alto. 
EXO.37.11	La cubrió de oro puro y le puso una moldura de oro por todo su contorno. 
EXO.37.12	Le hizo también un borde de siete centímetros y medio de alto por todo el contorno de la mesa, con una moldura de oro en el borde. 
EXO.37.13	Luego fundió cuatro argollas de oro y las puso en las cuatro patas de la mesa, 
EXO.37.14	junto a la moldura, para colocar las varas que se usarían para su transporte. 
EXO.37.15+EXO.37.16	A continuación, usando oro puro, hizo los platos, las cucharas, los cubiertos y los tazones de la mesa.
EXO.37.17	Hizo un candelabro de oro puro, martillado. La base, el tallo, las lámparas y sus decoraciones de flores de almendra eran de una sola pieza. 
EXO.37.18	El candelabro tenía seis brazos, tres a cada costado del tallo principal. 
EXO.37.19	Cada uno de los brazos estaba decorado con idénticas flores talladas. 
EXO.37.20+EXO.37.21	El tallo principal del candelabro estaba decorado también con flores de almendras, una flor en el punto donde arrancaba cada par de brazos, y una flor también bajo el par inferior y sobre el par superior, cuatro en total. 
EXO.37.22	Los decorados y los brazos del candelabro eran todos de una sola pieza de oro puro martillado. 
EXO.37.23+EXO.37.24	Luego hizo siete lámparas y las puso en el extremo superior de cada brazo, con sus despabiladeras y sus platillos, todo de oro puro. El peso total del candelabro era de treinta y tres kilos.
EXO.37.25	El altar del incienso estaba hecho de madera de acacia. Tenía cuarenta y cinco centímetros de largo por cuarenta y cinco centímetros de ancho, y su altura era de noventa centímetros. En sus esquinas tenía cuernos que formaban una sola pieza con el altar. 
