GEN.1.1	En el principio creó Dios los cielos y la tierra. 
DEU.30.13	Ni está al otro lado del mar, para que digas: ¿Quién pasará por nosotros el mar, para que nos lo traiga y nos lo haga oír, a fin de que lo cumplamos? 
DEU.30.14	Porque muy cerca de ti está la palabra, en tu boca y en tu corazón, para que la cumplas.
DEU.30.15	Mira, yo he puesto delante de ti hoy la vida y el bien, la muerte y el mal; 
DEU.30.16	porque yo te mando hoy que ames a Jehová tu Dios, que andes en sus caminos, y guardes sus mandamientos, sus estatutos y sus decretos, para que vivas y seas multiplicado, y Jehová tu Dios te bendiga en la tierra a la cual entras para tomar posesión de ella. 
DEU.30.17	Mas si tu corazón se apartare y no oyeres, y te dejares extraviar, y te inclinares a dioses ajenos y les sirvieres, 
DEU.30.18	yo os protesto hoy que de cierto pereceréis; no prolongaréis vuestros días sobre la tierra adonde vais, pasando el Jordán, para entrar en posesión de ella. 
DEU.30.19	A los cielos y a la tierra llamo por testigos hoy contra vosotros, que os he puesto delante la vida y la muerte, la bendición y la maldición; escoge, pues, la vida, para que vivas tú y tu descendencia; 
DEU.30.20	amando a Jehová tu Dios, atendiendo a su voz, y siguiéndole a él; porque él es vida para ti, y prolongación de tus días; a fin de que habites sobre la tierra que juró Jehová a tus padres, Abraham,
DEU.31.1	Fue Moisés y habló estas palabras a todo Israel, 
DEU.31.2	y les dijo: Este día soy de edad de ciento veinte años; no puedo más salir ni entrar; además de esto Jehová me ha dicho: No pasarás este Jordán.
DEU.31.3	Jehová tu Dios, él pasa delante de ti; él destruirá a estas naciones delante de ti, y las heredarás; Josué será el que pasará delante de ti, como Jehová ha dicho. 
DEU.31.4	Y hará Jehová con ellos como hizo con Sehón y con Og, reyes de los amorreos, y con su tierra, a quienes destruyó.
DEU.31.5	Y los entregará Jehová delante de vosotros, y haréis con ellos conforme a todo lo que os he mandado. 
DEU.31.6	Esforzaos y cobrad ánimo; no temáis, ni tengáis miedo de ellos, porque Jehová tu Dios es el que va contigo; no te dejará, ni te desamparará.
DEU.31.7	Y llamó Moisés a Josué, y le dijo en presencia de todo Israel: Esfuérzate y anímate; porque tú entrarás con este pueblo a la tierra que juró Jehová a sus padres que les daría, y tú se la harás heredar. 
DEU.31.8	Y Jehová va delante de ti; él estará contigo, no te dejará, ni te desamparará;
DEU.31.9	Y escribió Moisés esta ley, y la dio a los sacerdotes hijos de Leví, que llevaban el arca del pacto de Jehová, y a todos los ancianos de Israel. 
DEU.31.10	Y les mandó Moisés, diciendo: Al fin de cada siete años,
DEU.31.11	cuando viniere todo Israel a presentarse delante de Jehová tu Dios en el lugar que él escogiere, leerás esta ley delante de todo Israel a oídos de ellos. 
DEU.31.12	Harás congregar al pueblo, varones y mujeres y niños, y tus extranjeros que estuvieren en tus ciudades, para que oigan y aprendan, y teman a Jehová vuestro Dios, y cuiden de cumplir todas las palabras de esta ley; 
DEU.31.13	y los hijos de ellos que no supieron, oigan, y aprendan a temer a Jehová vuestro Dios todos los días que viviereis sobre la tierra adonde vais, pasando el Jordán, para tomar posesión de ella.
DEU.31.14	Y Jehová dijo a Moisés: He aquí se ha acercado el día de tu muerte; llama a Josué, y esperad en el tabernáculo de reunión para que yo le dé el cargo. Fueron, pues, Moisés y Josué, y esperaron en el tabernáculo de reunión. 
DEU.31.15	Y se apareció Jehová en el tabernáculo, en la columna de nube; y la columna de nube se puso sobre la puerta del tabernáculo.
DEU.31.16	Y Jehová dijo a Moisés: He aquí, tú vas a dormir con tus padres, y este pueblo se levantará y fornicará tras los dioses ajenos de la tierra adonde va para estar en medio de ella; y me dejará, e invalidará mi pacto que he concertado con él; 
DEU.31.17	y se encenderá mi furor contra él en aquel día; y los abandonaré, y esconderé de ellos mi rostro, y serán consumidos; y vendrán sobre ellos muchos males y angustias, y dirán en aquel día: ¿No me han venido estos males porque no está mi Dios en medio de mí? 
DEU.31.18	Pero ciertamente yo esconderé mi rostro en aquel día, por todo el mal que ellos habrán hecho, por haberse vuelto a dioses ajenos. 
DEU.31.19	Ahora pues, escribíos este cántico, y enséñalo a los hijos de Israel; ponlo en boca de ellos, para que este cántico me sea por testigo contra los hijos de Israel. 
DEU.31.20	Porque yo les introduciré en la tierra que juré a sus padres, la cual fluye leche y miel; y comerán y se saciarán, y engordarán; y se volverán a dioses ajenos y les servirán, y me enojarán, e invalidarán mi pacto. 
DEU.31.21	Y cuando les vinieren muchos males y angustias, entonces este cántico responderá en su cara como testigo, pues será recordado por la boca de sus descendientes; porque yo conozco lo que se proponen de antemano, antes que los introduzca en la tierra que juré darles. 
DEU.31.22	Y Moisés escribió este cántico aquel día, y lo enseñó a los hijos de Israel.
DEU.31.23	Y dio orden a Josué
DEU.31.24	Y cuando acabó Moisés de escribir las palabras de esta ley en un libro hasta concluirse, 
DEU.31.25	dio órdenes Moisés a los levitas que llevaban el arca del pacto de Jehová, diciendo: 
DEU.31.26	Tomad este libro de la ley, y ponedlo al lado del arca del pacto de Jehová vuestro Dios, y esté allí por testigo contra ti. 
DEU.31.27	Porque yo conozco tu rebelión, y tu dura cerviz; he aquí que aun viviendo yo con vosotros hoy, sois rebeldes a Jehová; ¿cuánto más después que yo haya muerto? 
DEU.31.28	Congregad a mí todos los ancianos de vuestras tribus, y a vuestros oficiales, y hablaré en sus oídos estas palabras, y llamaré por testigos contra ellos a los cielos y a la tierra. 
DEU.31.29	Porque yo sé que después de mi muerte, ciertamente os corromperéis y os apartaréis del camino que os he mandado; y que os ha de venir mal en los postreros días, por haber hecho mal ante los ojos de Jehová, enojándole con la obra de vuestras manos.
DEU.31.30	Entonces habló Moisés a oídos de toda la congregación de Israel las palabras de este cántico hasta acabarlo.
DEU.32.1	Escuchad, cielos, y hablaré;
DEU.32.1	Y oiga la tierra los dichos de mi boca.
DEU.32.2	Goteará como la lluvia mi enseñanza;
DEU.32.2	Destilará como el rocío mi razonamiento;
DEU.32.2	Como la llovizna sobre la grama,
DEU.32.2	Y como las gotas sobre la hierba;
DEU.32.3	Porque el nombre de Jehová proclamaré.
DEU.32.3	Engrandeced a nuestro Dios.
DEU.32.4	Él es la Roca, cuya obra es perfecta,
DEU.32.4	Porque todos sus caminos son rectitud;
DEU.32.4	Dios de verdad, y sin ninguna iniquidad en él;
DEU.32.4	Es justo y recto.
DEU.32.5	La corrupción no es suya; de sus hijos es la mancha,
DEU.32.5	Generación torcida y perversa.
DEU.32.6	¿Así pagáis a Jehová,
DEU.32.6	Pueblo loco e ignorante?
DEU.32.6	¿No es él tu padre que te creó?
DEU.32.6	Él te hizo y te estableció.
DEU.32.7	Acuérdate de los tiempos antiguos,
DEU.32.7	Considera los años de muchas generaciones;
DEU.32.7	Pregunta a tu padre, y él te declarará;
DEU.32.7	A tus ancianos, y ellos te dirán.
DEU.32.8	Cuando el Altísimo hizo heredar a las naciones,
DEU.32.8	Cuando hizo dividir a los hijos de los hombres,
DEU.32.8	Estableció los límites de los pueblos
DEU.32.8	Según el número de los hijos de Israel.
DEU.32.9	Porque la porción de Jehová es su pueblo;
DEU.32.9	Jacob la heredad que le tocó.
DEU.32.10	Le halló en tierra de desierto,
DEU.32.10	Y en yermo de horrible soledad;
DEU.32.10	Lo trajo alrededor, lo instruyó,
DEU.32.10	Lo guardó como a la niña de su ojo.
DEU.32.11	Como el águila que excita su nidada,
DEU.32.11	Revolotea sobre sus pollos,
DEU.32.11	Extiende sus alas, los toma,
DEU.32.11	Los lleva sobre sus plumas,
DEU.32.12	Jehová solo le guió,
DEU.32.12	Y con él no hubo dios extraño.
DEU.32.13	Lo hizo subir sobre las alturas de la tierra,
DEU.32.13	Y comió los frutos del campo,
DEU.32.13	E hizo que chupase miel de la peña,
DEU.32.13	Y aceite del duro pedernal;
DEU.32.14	Mantequilla de vacas y leche de ovejas,
DEU.32.14	Con grosura de corderos,
DEU.32.14	Y carneros de Basán; también machos cabríos,
DEU.32.14	Con lo mejor del trigo;
DEU.32.14	Y de la sangre de la uva bebiste vino.
DEU.32.15	Pero engordó Jesurún, y tiró coces
DEU.32.15	(Engordaste, te cubriste de grasa);
DEU.32.15	Entonces abandonó al Dios que lo hizo,
DEU.32.15	Y menospreció la Roca de su salvación.
DEU.32.16	Le despertaron a celos con los dioses ajenos;
DEU.32.16	Lo provocaron a ira con abominaciones.
DEU.32.17	Sacrificaron a los demonios, y no a Dios;
DEU.32.17	A dioses que no habían conocido,
DEU.32.17	A nuevos dioses venidos de cerca,
DEU.32.17	Que no habían temido vuestros padres.
DEU.32.18	De la Roca que te creó te olvidaste;
DEU.32.18	Te has olvidado de Dios tu creador.
DEU.32.19	Y lo vio Jehová, y se encendió en ira
DEU.32.19	Por el menosprecio de sus hijos y de sus hijas.
DEU.32.20	Y dijo: Esconderé de ellos mi rostro,
DEU.32.20	Veré cuál será su fin;
DEU.32.20	Porque son una generación perversa,
DEU.32.20	Hijos infieles.
DEU.32.21	Ellos me movieron a celos
DEU.32.21	Me provocaron a ira con sus ídolos;
DEU.32.21	Yo también los moveré a celos con un pueblo que no es pueblo,
DEU.32.21	Los provocaré a ira con una nación insensata.
DEU.32.22	Porque fuego se ha encendido en mi ira,
DEU.32.22	Y arderá hasta las profundidades del Seol;
DEU.32.22	Devorará la tierra y sus frutos,
DEU.32.22	Y abrasará los fundamentos de los montes.
DEU.32.23	Yo amontonaré males sobre ellos;
DEU.32.23	Emplearé en ellos mis saetas.
DEU.32.24	Consumidos serán de hambre, y devorados de fiebre ardiente
DEU.32.24	Y de peste amarga;
DEU.32.24	Diente de fieras enviaré también sobre ellos,
DEU.32.24	Con veneno de serpientes de la tierra.
DEU.32.25	Por fuera desolará la espada,
DEU.32.25	Y dentro de las cámaras el espanto;
DEU.32.25	Así al joven como a la doncella,
DEU.32.25	Al niño de pecho como al hombre cano.
DEU.32.26	Yo había dicho que los esparciría lejos,
DEU.32.26	Que haría cesar de entre los hombres la memoria de ellos,
DEU.32.27	De no haber temido la provocación del enemigo,
DEU.32.27	No sea que se envanezcan sus adversarios,
DEU.32.27	No sea que digan: Nuestra mano poderosa
DEU.32.27	Ha hecho todo esto, y no Jehová.
DEU.32.28	Porque son nación privada de consejos,
DEU.32.28	Y no hay en ellos entendimiento.
DEU.32.29	¡Ojalá fueran sabios, que comprendieran esto,
DEU.32.29	Y se dieran cuenta del fin que les espera!
DEU.32.30	¿Cómo podría perseguir uno a mil,
DEU.32.30	Y dos hacer huir a diez mil,
DEU.32.30	Si su Roca no los hubiese vendido,
DEU.32.30	Y Jehová no los hubiera entregado?
DEU.32.31	Porque la roca de ellos no es como nuestra Roca,
DEU.32.31	Y aun nuestros enemigos son de ello jueces.
DEU.32.32	Porque de la vid de Sodoma es la vid de ellos,
DEU.32.32	Y de los campos de Gomorra;
DEU.32.32	Las uvas de ellos son uvas ponzoñosas,
DEU.32.32	Racimos muy amargos tienen.
DEU.32.33	Veneno de serpientes es su vino,
DEU.32.33	Y ponzoña cruel de áspides.
DEU.32.34	¿No tengo yo esto guardado conmigo,
DEU.32.34	Sellado en mis tesoros?
DEU.32.35	Mía es la venganza
DEU.32.35	A su tiempo su pie resbalará,
DEU.32.35	Porque el día de su aflicción está cercano,
DEU.32.35	Y lo que les está preparado se apresura.
DEU.32.36	Porque Jehová juzgará a su pueblo,
DEU.32.36	Y por amor de sus siervos se arrepentirá,
DEU.32.36	Cuando viere que la fuerza pereció,
DEU.32.36	Y que no queda ni siervo ni libre.
DEU.32.37	Y dirá: ¿Dónde están sus dioses,
DEU.32.37	La roca en que se refugiaban;
DEU.32.38	Que comían la grosura de sus sacrificios,
DEU.32.38	Y bebían el vino de sus libaciones?
DEU.32.38	Levántense, que os ayuden
DEU.32.38	Y os defiendan.
DEU.32.39	Ved ahora que yo, yo soy,
DEU.32.39	Y no hay dioses conmigo;
DEU.32.39	Yo hago morir, y yo hago vivir;
DEU.32.39	Yo hiero, y yo sano;
DEU.32.39	Y no hay quien pueda librar de mi mano.
DEU.32.40	Porque yo alzaré a los cielos mi mano,
DEU.32.40	Y diré: Vivo yo para siempre,
DEU.32.41	Si afilare mi reluciente espada,
DEU.32.41	Y echare mano del juicio,
DEU.32.41	Yo tomaré venganza de mis enemigos,
DEU.32.41	Y daré la retribución a los que me aborrecen.
DEU.32.42	Embriagaré de sangre mis saetas,
DEU.32.42	Y mi espada devorará carne;
DEU.32.42	En la sangre de los muertos y de los cautivos,
DEU.32.42	En las cabezas de larga cabellera del enemigo.
DEU.32.43	Alabad, naciones, a su pueblo,
DEU.32.43	Porque él vengará la sangre de sus siervos,
DEU.32.43	Y tomará venganza de sus enemigos,
DEU.32.43	Y hará expiación por la tierra de su pueblo.
DEU.32.44	Vino Moisés y recitó todas las palabras de este cántico a oídos del pueblo, él y Josué hijo de Nun. 
DEU.32.45	Y acabó Moisés de recitar todas estas palabras a todo Israel; 
DEU.32.46	y les dijo: Aplicad vuestro corazón a todas las palabras que yo os testifico hoy, para que las mandéis a vuestros hijos, a fin de que cuiden de cumplir todas las palabras de esta ley. 
DEU.32.47	Porque no os es cosa vana; es vuestra vida, y por medio de esta ley haréis prolongar vuestros días sobre la tierra adonde vais, pasando el Jordán, para tomar posesión de ella.
DEU.32.48	Y habló Jehová a Moisés aquel mismo día, diciendo: 
DEU.32.49	Sube a este monte de Abarim, al monte Nebo, situado en la tierra de Moab que está frente a Jericó, y mira la tierra de Canaán, que yo doy por heredad a los hijos de Israel; 
DEU.32.50	y muere en el monte al cual subes, y sé unido a tu pueblo, así como murió Aarón tu hermano en el monte Hor, y fue unido a su pueblo; 
DEU.32.51	por cuanto pecasteis contra mí en medio de los hijos de Israel en las aguas de Meriba de Cades, en el desierto de Zin; porque no me santificasteis en medio de los hijos de Israel. 
DEU.32.52	Verás, por tanto, delante de ti la tierra; mas no entrarás allá, a la tierra que doy a los hijos de Israel.
DEU.33.1	Ésta es la bendición con la cual bendijo Moisés varón de Dios a los hijos de Israel, antes que muriese. 
DEU.33.2	Dijo:
DEU.33.2	Jehová vino de Sinaí,
DEU.33.2	Y de Seir les esclareció;
DEU.33.2	Resplandeció desde el monte de Parán,
DEU.33.2	Y vino de entre diez millares de santos,
DEU.33.2	Con la ley de fuego a su mano derecha.
DEU.33.3	Aun amó a su pueblo;
DEU.33.3	Todos los consagrados a él estaban en su mano;
