GEN.1.1	Adikeh la Tsingrangbanü ninglih thricho. 
JDG.12.4	Hütsüde Jefthanü Gileadrü apüm dsibülung ro Efraimrü te khatacho ko arüh kohcho. (Efraimrünü yocho, “Efraim ko Manase la Gileadrü, nührü Efraim lanü atsichirü!”) 
JDG.12.5	Efraimrü tsicheh mütsisohnung, Jordan kehchehnung müdümti tsü Gileadrünü thsehticho. Khode Efraimrü khürü tsicho tsinung amülaba tsingdhengnang, Gileadrünü hita tsingcho, “Nüh Efraimrü mah-o?” Abinü “Mah” pü yokhang, 
JDG.12.6	arühnü abi khyang “Shibbolet” pü chodhengsohcho: Ta abinü “Sibbolet” pü yocho, tunüo abinü hütsü yuva tsa müchürochehcho. Hütsüde arühnü abi rangnü Jordan kehba müdüm khüdu lanü abi kyüsehcho. Hütsü shikhe Efraimrü hajar yürepü anyüh kyüsehcho.
JDG.12.7	Jefthanü Israelrü kang dhüroh nüchicho. Hütsüpü abi sücho ko Gilead la apu yangdi la dhrürangcho.
JDG.12.8	Jeftha khanglang, Bethlehem lanü Ibzan-nü Israel nücho. 
JDG.12.9	Abi atsurü adhrerü sangre ko khingkurü sangre licho. Abinü atsularüti yucho palang xengsohcho ko atsurüti nengdang yangpilangnü khingkurü sangre noro kuh kangsohcho. Ibzan-nü Israel kang dhünyeh nücho, 
JDG.12.10	Hütsüpü abi sücho ko Bethlehem la dhrürangcho.
JDG.12.11	Ebzan khanglang, Zebulun lanü Elon-nü Israel kang dhüre nücho. 
JDG.12.12	Hütsüpü abi sücho ko Zebulun lih la Aijalon la dhrürangcho.
JDG.12.13	Elon khanglang, Perathon lanü Hillel tsurü Abdon-nü Israel nücho. 
JDG.12.14	Abi tsurü adhrerü yüre ko shümtsurü sangre licho ko arühnü gadu nyühre chah pümcho. Abdon-nü Israelrü kang keh nücho, 
JDG.12.15	Hütsüpü abi sücho ko Amalekrü azong lih Efraim la Pirathon la dhrürangcho.
JDG.13.1	Israelrünü 
JDG.13.2	Hütsü shikhe Zora yangdi lanü nyüh khüdu anengnü Manoa licho. Abi Dan hung la khiyoh khüdu licho. Anitpünü khodesü azarü mülicho. 
JDG.13.3	 ninglang riwürünü abükyü te chüro yocho, “Nüh pümtungcho ko tsuzarü müle, ta tunyah mülipü nüfü müdeng kangnung ko azarü khüdu suronung. 
JDG.13.4	Hütsüeko müzahmükieng, yongkha mahkhang yongkha azi tüyong, mahkhang ayaticho tsuyongba tütsu; 
JDG.13.5	 ko azarü tsü suropü, nühnü khodesü akuva tühehjü, tunüo abi suro nyümong tinü abi Tsingrangba khyang müsacheh Nazirit linung. Abinü Israelrü Filistinrü kheh lanü khümchonung nguchimüsunung.”
JDG.13.6	Achotsü khingkutpü tsünü wünü anii te yocho, “Tsingrangba nyitsarü khüdu I yanglang rocho ko abi Tsingrangba riwürü kyo adrünung khüdu licho. Abi khüdenü rochonang Ihnü mütsing ko abinü anengsü I te müyo. 
JDG.13.7	Ta abinü Ifü müdeng kangnung ko azarü khüdu nümüsunungepü yoko. Abinü I te yongkha mahkhang yongkha azi mahkhang ayaticho tsuyongba mütsunung yoko, tunüo azaba tsü abi akang li ayung, Tsingrangba khyang Nazirit kang müsachehnung.”
JDG.13.8	Hütsüde Manoanü 
JDG.13.9	Manoanü tsingcho kyo Tsingrangbanü nguchicho ko abi riwürü tsü khingkutpü luh la pümde rocho. Hütsüde anii Manoa tsü hütsüla mülicho, 
JDG.13.10	achotsü abükyünü shang wüpü yocho, “Dheng, atü I yanglang roba nyitsarü thali roko.”
JDG.13.11	Manoanü shemüsu anitpü khanglang iiwücho. Abinü nyitsarüba yanglang wünü tsingdhengcho, “I nitpü te chotaba nyitsarüsü nüh mah-o?” Abinü lalingcho, “Ho”.
JDG.13.12	Hütsüde Manoanü tsingdhengcho, “Nü yu tikehde, akhunga tsünü tu nguchinung? Abi khütari akang lisohnung?”
JDG.13.13	Ninglang riwüba tsünü lalingcho, “Ihnü nü nitpü te tu yocho hütsü lüpcho nguching. 
JDG.13.14	Abükyü Shüsinü külüpcho tusü mütsubae; abükyünü yongkha mahkhang yongkha azi tusü müyongbae mahkhang yaticho tsuyongnung tusü mütsubae. Ihnü abükyü te yocho adhangpi abükyü khyang nguchisohng.”
JDG.13.15+JDG.13.16	Manoanü hütsü 
JDG.13.15+JDG.13.16	Ta riwüba tsünü yocho, “Ih nyehli nye, Ihnü nü tsang mütsunung. Ta nühnü rungnümnyükhang, hütsü 
JDG.13.17	Manoanü lalingcho, “Nü yu tikehde ihrünü Nüh hechinung shulüm, ihrü te Nü neng young.”
JDG.13.18	Ninglang riwüba tsünü yocho, “Tuepü nührünü I neng müdhenyüro? Hiba hi anyemüyangnung neng lile.”
JDG.13.19	Achotsü Manoanü mizaza khüdu ko tsang azikyah hiro anyemüyangnung nguchiba 
JDG.13.20+JDG.13.21	Bholu chah mihmüle tsü trude, Manoa ko anitpü nyühnü 
JDG.13.22	Manoanü anitpü te yocho “Ihjü süririe, tunüo Ihjünü Tsingrangba nguko.”
JDG.13.23	Ta anitpünü lalingcho, “
JDG.13.24	Khingkutpü tsünü azarü khüdu nümüsucho ko aneng Samson dsicho. Azaba tsü zicho ko 
JDG.13.25	Ko abi Zora e Eshtaol nyüh kahla Dan la lide, 
JDG.14.1	Nyümong khüdu Samson-nü Timna lang jowücho ko hütsüla Filistinlarü khüdu ngucho. 
JDG.14.2	Abinü kuh lang thalicho ko au e atpa nyüh te yocho, “Timna la Ihnü Filistinlarü khüdu nguko ko Ihnü hütsü müire. I nitpü thsanung abükyü I khyang norojüng.”
JDG.14.3	Ta au e atpa nyühnü abi te yocho, “Tuepü müyudsirü Filistinlarü nü nitpü thsanung khyünung? Ihsabürü lih la, Ihsabürü yucho lanü khingkurü müngunung do?”
JDG.14.3	Ta Samson-nü au te yocho, “Hütsü tpi du tsü I khyang khyüjüsohnyüre. Ihnü abükyü müire.”
JDG.14.4	Hütsüta nguchinung 
JDG.14.5	Achotsü Samson-nü Timna lang au e atpa nyüh yola jowücho. Arüh Shükusih luh khüdu lahkhu tsi yade, abinü kihkhünyingza reng yuchicho. 
JDG.14.6	Dhrongyengnü 
JDG.14.7	Hütsüpü abinü wü khingkutpü te tsü chotacho ko abinü abükyü tsü mürüpcho. 
JDG.14.8	Azachah lipü Samson-nü abükyü te kuthrinung thali wücho. Lang la abinü müpsehba kihkhünying tsü dhengnung mütrahyohcho, ko dheng, asücho fü la tsü thsah ko thsakukih keh ngucho. 
JDG.14.9	Abinü thsakukih tsü akheh la mürahcho bipü lang la tsu wücho. Hütsüpü abinü atpa e au nyüh yanglang wücho ko anyüh khyangsü khürü jücho. Arühnü hütsü tsucho, ta arüh te Samson-nü hütsü kihkhünying asücho füla nüepü müyocho.
JDG.14.10	Aunü khingkutpürü kuh lang wücho ko hütsüla Samson-nü thsüti jücho. Hi dhrezarü yola yangthsa khüdu licho. 
JDG.14.11	Khode Filistinrünü abi ngucho, arühnü abi te müyangtanung dhrezarü sangre müthehcho. 
JDG.14.12+JDG.14.13	Samson-nü arüh te yocho, “Ihnü nührü te thohdüzü khüdu tsingdhengnung. kukangba thsüti mükhude nyümong dhünyeh kahla nührünü yochehkhang Ihnü, ko müyocheh khang nührünü shü ariri anana sangre ko thsüti jengki sangre jütanung.” Arühnü yocho, “Nü thohdüzü tsü yodheng, ihrünü nyidhengnung.”
JDG.14.14	Abinü yocho,
JDG.14.14	“Atsubong chahnü lango atsunung chüroko;
JDG.14.14	Rezeh khüdu chahnü lango anyiyah chüroko.”
JDG.14.14	Nyümong asang khanglang mii
JDG.14.14	arühnü thohdüzü tsü müdüzüchehcho.
JDG.14.15	Amüyüu nyümong arühnü Samson nitpü te yocho, “Thohdüzü tsü yosohnung nü nii tsü kihchoung. Mahkhang nüurü kuhla michang thsürangjünung ko hütsüla nüh trüpsehsohnung. Ihrü chahnü rohcho khyünung, nühjünü ihrü dsiyohcho ang?”
JDG.14.16	Achotsü Samson nitpünü abi yanglang wünü tra yocho, “Nühnü Ih mümüi! Nühnü Ih thrünyire! Nühnü I shangrüti te thohdüzü yoko, ta I te hütsü adüzü müyo!”
JDG.14.16	Abinü yocho, “Dheng, Ihnü Itpa e Uwa nyüh te mii hütsü müyo. Khang khütapü nü te yonung?” 
JDG.14.17	Hütsü nengdang abükyünü thsüti ayung nyümong dhünyeh tracho. Ta dhünyeh nyümong khura tsingchonü abinü arangyu adüzü tsü abükyü te yocho. Ko hütsü abükyünü Filistinrü te yocho. 
JDG.14.18	Hütsünü dhünyeh nyümong tsü, Samson müyüp-ede arühnü züdu abi te yocho,
JDG.14.18	“Thsakukih tenü anyiyah-u tu?
JDG.14.18	Kihkhünying tenü rezeh-u tu?”
JDG.14.18	Samson-nü lalingcho.
JDG.14.18	“I misü athsühinü alih tsü müdhrümnahjürelang,
JDG.14.18	nührünü adüzü ade mümüdhenung.”
JDG.14.19	Dhrongyengnü 
JDG.14.20	Ko anitpü tsü kukangde abi müyangba khyang jücho.
JDG.15.1	Azachah lipü Samson-nü anitpü xodhengnung litoh xa bekhyah mizaza khüdu nüpü wücho. Abinü aku te yocho, “I nitpü yüpji lang züdunyüre.” Ta akunü abi müzüdusohcho. 
JDG.15.2	Abinü Samson te yocho, “Nühnü yuje abükyü thrünyirü mütang Ihnü abükyü nü müyangba khyang jüko. Ta ani tsü atsah atsaue. Abükyü tsü khyüng.”
JDG.15.3	Samson-nü yocho, “Ade Ihnü Filistinrü chah tu nguchirünang hütsü I bha müthsanung!” 
JDG.15.4	Achotsü abinü wünü shirung thsih asang rang rocho. Ko anyüh-nyüh arüh müying rahrütajücho ko amüying la tsü dsibhong rahkehjücho. 
JDG.15.5	Hütsüpü dsibhong chah tsü michang tahkehjüpü Filistinrü luh lang müthehchücho. Hütsüta xabülung yohpüba fürü du tsü mah ta maxaba madong ko olive luh mii zeh apüm trüp-pehsohcho. 
JDG.15.6	Filistinrünü hütsü sünüopü tsingdhengde, hütsü Samson-nüe, tunüo Timna la nyüh khüdu, Samson akunü anitpü amüyangba khyang jopehcho khu Samson-nü hütsüta nguchichoepü müdhecho. Achotsü Filistinrünü wü khingkutpü tahseh süsohcho ko aurü kuh trüp-pehjücho.
JDG.15.7	Samson-nü arüh te yocho, “Nührünü nguchiko! Ihnü rühmüyangpü müpehjünung.” 
JDG.15.8	Achotsü abinü arüh becho ko adrong müpsehcho. Hütsüpü abinü wünü Etam la lungkoh khüdu la licho.
JDG.15.9	Filistinrünü ro Juda la müdongcho ko Lehi yangdi mahcho. 
JDG.15.10	Judarünü arüh te tsingdhengcho, “Tuepü nührünü ihrü mahro?”
JDG.15.10	Arühnü lalingcho, “Ihrünü Samson rang wünü abinü ihrü te nguchicho kyo abi chah bichinung rocho.” 
JDG.15.11	Achotsü Judarü nyüh hajar asang Etam la lungkoh tsü yang wünü Samson te yocho, “Filistinrünü Ihsa michah yangthsarepü nühnü mümüdhe ang? Nühnü hi tu nguchicho?”
JDG.15.11	Abinü lalingcho, “Arühnü I chah nguchicho akyokyo du Ihnü arüh chah nguchicho.”
JDG.15.12	Arühnü yocho, “Nüh rangnü arüh khehla jünung ihrü hila rocho”
JDG.15.12	Samson-nü yocho, “Nührübürü nülü Ih mümüpsehnungepü I khyang yuzi jüng.”
JDG.15.13	Arühnü yocho, “He! Ihrünü nüh rahpü arüh khyang du jünung. Ihrü nülü nüh mümüpsehnung.” Achotsü arühnü rangshü asi anyünü abi rahcho ko lungkoh la tsünü thali norocho.
JDG.15.14	Khode abi Lehi chii norocho, Filistinrünü züdenü abi yang shang rocho. Dhrongyengnü 
JDG.15.15	Hütsüde abinü gadu kümjing rüh khüdu jo ngucho. Abinü mükhuyoh hütsü thro ropü hütsünü nyüh hajar khüdu müpsehcho. 
JDG.15.16	Hütsünü Samson-nü hita thsacho,
JDG.15.16	“Gadu kümjing rüh khüdunü nyüh hajar müpsehko;
JDG.15.16	Gadu kümjing rüh khüdunü müjung khüti bhümkehsohko.”
JDG.15.17	Hütsüpü abinü gadu kümjing rüh tsü tsayohchüpehcho. Hi tikehba müdüm tsü Ramat Lehi pü dsicho.
JDG.15.18	Hütsüde Samson dee xocho, achotsü abinü 
JDG.15.19	Hütsüde Lehi la Tsingrangbanü alih kasohcho ko hütsü lanü kih chürosohcho. Ko Samson-nü hütsü yongpü dee tsa kangpehcho. Hütsünü hütsü kihna te Hakkore pü dsicho; hütsü ade yingcheh Lehi la lile.
JDG.15.20	Filistinrünü yangthsathsade, Samson-nü Israel kang mükyü nücho.
JDG.16.1	Nyümong khüdu Samson-nü Filistinrü yangdi khüdu Gaza lang wücho ko hütsüla nahtrahnaxenglarü khüdu shiro abükyü te mükhongcho. 
JDG.16.2	Gazarünü Samson hütsüla lilepü müdhe arühnü hütsü mükangti müyüp yangdi tbükhüm la jümcho. Arühnü müyüp sahmüthsa arüh lüm la lümcho, “Ihsanü tsingse yingnung ko abi müpsehnung.” 
JDG.16.3	Ta Samson-nü yüprüptülung du chii hütsüla yüpcho. Ko yürüptülung la tsü abinü shemüsu wü yangdi tbükhüm tsü trahtri, kukhang ko azihtising zehnü chungchehcho. Ko abinü hütsüri apakyarü chah dhikeh dhipü hiwü Hebron nguhba khang chah pehjücho.
JDG.16.4	Hütsüpü, Samson-nü Sorek ngah la liba khingkurü khüdu anengnü Delila müicho. 
JDG.16.5	Filistinrü yangthsarü münganü wü abükyü te yocho, “Tunü Samson hidoi rezehsohro ko khütapü ihrünü abi kohnü, rahpü khingchinung, hütsü abi kihcho nü te yosohng. Ihrü müipinü nü khyang taripi thsih dhüre-kheh jünung.”
JDG.16.6	Achotsü Delilanü Samson te yocho. “Yanglilüm tunü nüh hidoi rezehsohro I te young. Khürünü nüh rah amühachi mütsasohnyükhang, tu khüta nguchinung?”
JDG.16.7	Samson-nü lalingcho, “Kekhüluyo asi dhünyehnü Ih rahkhang, Ih aparü kyo re müzeh kangnung.”
JDG.16.8	Achotsü Filistin yangthsarütinü kekhülu asi dhünyeh Delila khyang hirojücho ko hütsünü abükyünü Samson rahcho. 
JDG.16.9	Abükyü chongsah apa khüdu la nyitsarüti jümyasohcho ko abükyünü, “Samson! Filistinrü tsehle” pü züdecho. Ta abinü kekhüluyo tsü michangnü she chah thahpüde shenahcho kyo tohnahcho. Hütsünü arühnü abi rezehba arah tsü mümüdhecho.
JDG.16.10	Delilanü Samson te yocho, “Dheng, nühnü Ih kihyocho Ih te yuje tsü müyo. Yanglilüm nüh khüta rahnung I te young.”
JDG.16.11	Abinü lalingcho, “Arühnü khodesü mübichicho rangshü asinü Ih rahkhang, Ih aparü kyo remüzeh kangnung.”
JDG.16.12	Achotsü Delilanü rangshü asi khürü hiro abi rahcho. Hütsüpü abükyünü züdecho, “Samson! Filistinrü tsehle!” Nyitsarüti tsülü chongsah akhüu la jümpümcho. Ta abinü akheh la rangshü tsü she kyo tohnahpehcho.
JDG.16.13	Delilanü Samson te yocho, “Adesü nühnü Ih kihyocho I te arahkheh choko. Nüh khüta rahnung I te young.”
JDG.16.13	Abinü lalingcho, “Nühnü I kuva müthsüh dhünyeh hi shü la kyahrütapü shükyahji chah khahkhah rahkehkhang, Ih aparü kyo re müzehpehnung.”
JDG.16.14	Achotsü Delilanü abi müsho yüpsehsohcho, ko abi kuva mülung müthsüh dhünyeh tsü shü la kyahrütacho, ko shü kyahji chah khahkhah rahkehcho ko züdecho, “Samson, Filistinrü tsehle!” Ta abinü shemüsucho ko shü la tsünü akuva tsü tphachehcho.
JDG.16.15	Hütsünü abükyünü abi te yocho, “Nü lasihlü I te mülipü, tuepü Ih müirepü nühnü yoro? Nühnü Ih asangpi rahmütsako ko ade yingcheh nühnü I te yuje tsü müyore.”
JDG.16.16	Abükyünü nyümong müthe abi te tsingcho. 
JDG.16.17	Hütsü nengdang tsingdhengchonü abi müthohcho, hütsünü achangka la yuje tsü abükyü te yocho. Abinü yocho, “I kuva hi khodesü müheh. Ih surodenü Tsingrangba khyang Ih Nazirit khüdu kang müsacheh jopehko. I kuva hi khode hehnang, I tase changpehnung ko aparü kyo kangnung.”
JDG.16.18	Khode Delilanü abükyü te yuje tsü yokopü müdhecho, abükyünü Filistin yangthsarüti yanglang yuva mütheh yocho, “Khüdupi thali rung. Abinü I te yuje tsü yoko.” Achotsü arühnü thsi tsü bipü rocho. 
JDG.16.19	Delilanü aphüm chah Samson müsho yüpsehsohcho ko nyüh khüdu dsiro akuva müthsüh dhünyeh tsü müjüp-pehsohcho. Hütsükolü abükyünü abi khingchinung dikehcho, tunüo abi re müzehpehcho. 
JDG.16.20	Hütsüpü abükyünü züdecho, “Samson! Filistinrü tsehle” Abinü jesucho ko lümcho, “Lede roh-i Ihnü lehcheh tsinung.” 
JDG.16.21	Hütsüta Filistinrünü abi rangcho ko anah hehcheh pehjücho. Arühnü abi Gaza lang nowücho, imüyeng ixilihnü abi xohcho ko akhangti kuhla abi khyang fürü nyehsohcho. 
JDG.16.22	Ta akuva thali chinung dikehcho.
JDG.16.23	Filistinrü yangthsarütinü arüh tsingrang Dagon khyang kangmübü arangcheh jünung ko thsüti khyünung shimükhongcho. Arühnü khi hita thsacho, “Ihsa tsingrangnü Ihsa rorüh Samson michah Ihsa khyang akoh jüko!” 
JDG.16.24+JDG.16.25	Arüh künyangtade, arühnü yocho, “Samson dsieng ko Ihsa nengdang lalolashisohng!” Khode arühnü Samson akhangti kuhla tsünü norocho, arüh nengdang abi khyang lalolashisohcho ko dongditi kahla yasohcho. Khode nyitsarütinü abi ngucho, arühnü arüh tsingrang nengse yocho: “Ihsa lih thsangnyangjo Ihsa khütang süsohba Ihsa rorüh michah Ihsa tsingrangnü Ihsa khyang akoh jüko!” 
JDG.16.26	Samson-nü abi shüriba dhrezaba te yocho, “Kuh thüyehba dongdi chah tsü I khyang thahpüsohng. Ih hütsüri chah ngakehnyüre.” 
JDG.16.27	Kuh la tsü khingkurü adhrerünü jeng licho. Filistinrü yangthsarü münga ko Samson münyodhengyarü nyitsarü hajar asango hütsüla licho.
JDG.16.28	Hütsüde Samson-nü dangkhidangnangcho, “Akohba 
JDG.16.29	Hütsüpü Samson-nü kuh longla dongdi anyüh chah tsü akheh khüu-khüulang romehpü abinü düm-mütheh züdecho, 
JDG.16.30	“Ih Filistinrü yola süsohng!” Abinü ataseh apümnü dümcho ko kuh tsü yangthsarü münga ko aparü atümung chah khülucho. Hütsüta Samson-nü abi akang lide müpsehcho tenü asüde adrongu müpsehcho.
JDG.16.31	Anirü ko arüh tsutpurü abi me khyünung jürocho. Arühnü abi me hiwü Zora ko Eshtaol kahla au Manoa kong la dhrürangcho. Abi kang mükyü Israel langnürü thsacho.
JDG.17.1	Efraim azong lih la nyüh khüdu anengnü Mika licho. 
JDG.17.2	Abinü atpa te yocho, “khürünü nü yo taripi thsih dhüre-kheh fühdesü, nühnü aführü tsü chokehcholacho. Ihnü yuchi nühnü choko. Thsi tsü Ihnü yohpüle. Hütsü Ihnü khyücho.”
JDG.17.2	Atpanü yocho, “Itso, 
JDG.17.3	Abinü thsi tsü Atpa khyang thali jüde abükyünü yocho, “I tsurü chah chokehchola tsü müküdusohnung I bükyühnü taripi tsü 
JDG.17.4	Hütsüta abinü atpa khyang thsi tsü thali jücho. Abükyü taripi thsih anyüh khyo ikengrü khyang jücho ko abinü sing lanü kyühcheh kyothri khüdu külüpcho ko hütsü taripinü münohticho. Ko hütsü Mika kuhla yohpücho.
JDG.17.5	Hiba nyitsarü Mika apu mübüji khüdu licho. Abinü kyothri khürü ko bebürü jengki külüpcho ko atsurü yola nyüh khüdu bebürü throchehcho. 
JDG.17.6	Hütsü shikhe Israel la yangthsarü mülicho ko nyitsarü müipi palu tsacho nguchi licho. 
JDG.17.7	Hütsü shikhe Juda la Bethlehem yangdi la Levirü dhrezarü khüdu licho. 
JDG.17.8	Abinü Bethlehem pehjüpü ali chah khüdu yangchicho. Abi shitseh rachide, abinü azong lih Efraim la Mika kuhla rocho. 
JDG.17.9	Mikanü abi te tsingdhengcho “Nüh khüdenü rocho?”
JDG.17.9	Abinü lalingcho, “Ih Juda la Bethlehem lanü Levirü khüdu lile. Ih khüdenang alichah khüdu yangchire.”
JDG.17.10	Mikanü yocho, “I yola lieng. I trorü ko bebürü thsaang ko kang la Ihnü nü khyang taripi dhüre, jengki khürü ko tsuyongnung jünung.” 
JDG.17.11	Dhrezarü Leviba tsünü Mika yola li abi tsurü kang linung nyengchocho. 
JDG.17.12	Mikanü abi tsü abi bebürü thsanung throchehcho ko abi Mika kuhla licho. 
JDG.17.13	Mikanü yocho, “Adelü Levirü I bebürü lirü tsü, 
JDG.18.1	Hütsü shikhe Israel la yangthsarü mülicho. Hütsüri bekhyah Dan hungnü arüh linung alih yangchi yacho, tunüo arühnü Israel hung lanü arüh nohlüm alih münguecho. 
JDG.18.2	Achotsü Danrünü arüh hung lanü adekheng nyüh münga throchehcho ko Zora ko Eshtaol yangditi lanü alih tsü dhengmükangnung thülapü müthehcho. Khode arühnü Efraim azong lih chihcho, arühnü Mika kuhla müdongcho. 
JDG.18.3	Arüh hütsüla pümde, hütsüla Levirü dhrezaba liba tsü xümchehcho, achotsü arühnü abi yang wü tsingdhengcho, “Nüh hila tu nguchiro? Sünü nüh norocho?”
JDG.18.4	Abinü lalingcho, “Mikanü Ih abi bebürü thsanung chotapü angang jo yohpüre.”
JDG.18.5	Arühnü abi te yocho, “Ihrü wüba hi akoh ngu a müngunang yanglilüm Tsingrangba te tsingdheng jüng.”
JDG.18.6	Bebüba tsünü lalingcho, “Nührü tu tülümxü. Hiba shitseh la 
JDG.18.7	Achotsü arüh münga tsü hütsü lanü shemüsu Laish yangdi lang wücho. Hütsüla lirü tsü Sidonrü kyo dee tbachi li arühnü ngucho. Arüh tsü atbachi, alonglüm ko sütesü yuji mülipü arüh thsütah apüm thangchi licho. Arüh tsü Sidonrü tenü ashu la za ko aparü sütesü mümüdhetapü licho. 
JDG.18.8	Khode arüh münga tsü Zora ko Eshtaol lang thalicho arüh nyitsarütinü arüh te tu khüta nguchonang tsingdhengcho. 
JDG.18.9	Arühnü yocho, “Rung,” Ihsanü Laish mahnung, ihrünü alih tsü nguko ko hütsü dee tsale. Hila hita tüli; dhsüthsang! hütsüla züdung ko hütsü khyüng. 
JDG.18.10	Nührünü hütsü chihde, arühnü tu longmülang mülicho nührünü rangchehnung. Hütsü limih amülah lile; hütsüla nyitsarünü thsütahcho lüpcho zehla ko Tsingrangbanü hütsü nührü khyang jüko.
