MAT.1.1	Yisu †Kilisi ndê apai si ŋadênaŋ dindec. Iŋ sa akêŋ Dawid ndê, ma Dawid sa akêŋ Abraham ndê.
MRK.15.44	Yom dau kôm Pailot sö, ŋahu bu iŋ kêyalê dom bu Yisu mbac ndu su. Bocdinaŋ iŋ ta lau siŋ si ŋgac bata ma ndac iŋ bu Yisu mbac ndu su, me mba. 
MRK.15.45	Iŋ tap sa bu Yisu mbac ndu su, dec gôlôc têŋ Josep bu kôc Yisu ndê ŋamlaŋ sa ndi êŋsuhuŋ. 
MRK.15.46	Josep kôc po ŋayham daŋ naŋ iŋ gêmlhi muŋ su, goc sa gi ma kôc Yisu su yêc a gicso dau, ma kêpaŋ iŋ ahuc ŋa po dau. Ma iŋ kôc iŋ sa gi ma kêŋ iŋ yêc sêhô naŋ lau sêlêŋ gwanaŋ su yêc hoc ŋalôm. Goc iŋ kêpi hoc daŋ gi ndöc sê awha dau ahuc. 
MRK.15.47	Maria Magadala lu Joses dinda Maria sêlic Josep kêŋ Yisu ndê ŋamlaŋ yêc hocsuŋ dinaŋ.
MRK.16.1	Bêc Sabat-ŋga meŋ gi su, goc Maria Magadala lu Jems dinda Maria, ma Salome semlhi gêŋ malu bu sênem oso Yisu ndê ŋamlaŋ. 
MRK.16.2	Têŋ wake ŋabêc ŋamata-ŋga dinaŋ sêti têŋ bêbêc ganduc bu sêtêŋ sêhô sêndi. Ac pi meŋ su ma sêŋsêlêŋ sêmbo seŋ, 
MRK.16.3	ma sêndac dandi, “Asa oc nem yac sa ma êmpi hoc naŋ yêc sê awha, naŋ su?” 
MRK.16.4	Tigeŋ sêhôc tandô sa, ma sêlic hoc atu dau yêc sê awha dom. 
MRK.16.5	Bocdinaŋ dec sêsôc sêhô ŋalôm si. Sêlic ŋgac batac daŋ naŋ sôc ŋakwê sêsêp, ma ndöc andô-ŋga, dec sêsö ŋandô. 
MRK.16.6	Magoc ŋgac dau sôm, “Asö dom. Mac aŋsalê Yisu Nasaret-ŋga, naŋ sic iŋ ndu pi a gicso dau. Iŋ yêc dec dom, iŋ tisa su. Alic mala naŋ sêkêŋ iŋ yêc, naŋ sawa. 
MRK.16.7	Magoc andi ma asôm têŋ iŋ ndê sêŋomi ma têŋ Pita bu iŋ oc muŋ mac têŋ Galili ndi. Mac oc alic iŋ yêc dindê, tôm yom naŋ iŋ sôm têŋ mac muŋ su naŋ.” 
MRK.16.8	Yom dinaŋ kôm awhê lu dau sêntitec ti sêhêdaê ŋandô. Sêsa akêŋ sêhô, ma sêlhö sênti si. Magoc sêtöc dau dec sêsôm yom têŋ ŋamalac daŋ yêc seŋ dom.
MRK.16.9	Têŋ têm Yisu tisa têŋ Sonda bêbêc, iŋ hoc dau asê ti-ŋamata-ŋga têŋ Maria Magadala, awhê naŋ muŋ-ŋga iŋ soc ŋalau sac 7 su yêc iŋ ŋalôm. 
MRK.16.10	Ma Maria gi ma sôm asê têŋ lau naŋ sêŋkuc Yisu, naŋ sêkôm daŋgibo ti sêtaŋ sêmbo. 
MRK.16.11	Maria sôm têŋ ŋac bu iŋ gêlic Yisu ma iŋ mbo tali tiyham. Magoc ŋac sêkêŋ whiŋ dom.
MRK.16.12	Tiŋambu Yisu ndê ŋgac-sêŋom lu sêhu Jerusalem siŋ ma sêŋsêlêŋ sêmbo seŋ, ma Yisu hoc dau asê têŋ iŋlu gitôm ŋgac aŋgô batac daŋ. 
MRK.16.13	Dec iŋlu sêmbu si ma sic miŋ têŋ sêŋomi ŋatô, magoc ŋac sêkêŋ whiŋ iŋlu dom bocdinaŋ.
MRK.16.14	Tiŋambu ŋgacsêŋomi 11 seŋ gêŋ sêmbo sêwhiŋ dau, ma Yisu hoc dau asê têŋ ŋac. Ma iŋ sôm ŋac tu ŋac si ŋalôm ŋadandi-ŋga, bu sêkêŋ whiŋ lau naŋ sêlic iŋ têŋ ndoc iŋ tisa su, naŋ dom. 
MRK.16.15	Goc iŋ sôm têŋ ŋac, “Atôm nom ŋagameŋ sambob andi, ma ahoc ŋawaê ŋayham asê têŋ lau hoŋ. 
MRK.16.16	Lau naŋ sêkêŋ whiŋ ma sêliŋ saŋgu, naŋ oc sêtap Anötö ndê mwasiŋ nem ŋac si-ŋga sa. Magoc lau naŋ sêkêŋ whiŋ dom, naŋ oc sêtap iŋ ndê matôc sa. 
MRK.16.17	Ma Anötö oc kêŋ ŋaclai têŋ lau naŋ sêkêŋ whiŋ, dec oc tôm bu sêkôm gêŋ dalô bocdec bu. Ŋac oc sêkôm gweleŋ sênem aö aŋôŋ, ma sêsoc ŋalau sac su yêc lau. Ŋac oc sêsôm yom awha wakuc-ŋga naŋ sêndôhôŋ muŋ su dom. 
MRK.16.18	Ŋac bu sêkôc mboc sac sip ŋac amba me sênôm bu ŋamalic, dec oc kôm ŋac sêtisac dom. Ma ŋac oc sêkêŋ amba sac lau gêmbac, ma sêkôm ŋac ŋayham sa.”
MRK.16.19	Yisu sôm yom dinaŋ têŋ ŋac su, goc Anötö kôc iŋ su yêc nom. Iŋ pi undambê gi, ma ndöc Anötö ndê amba andô-ŋga. 
MRK.16.20	Ma iŋ ndê sêŋomi sêsa si, ma sêhoc ŋawaê ŋayham asê yêc gameŋ hoŋ. Ma Pômdau mbo whiŋ ŋac, ma kêŋ ŋaclai têŋ ŋac bu sêkôm gêŋ dalô atu-tu tu bu puc yom naŋ sêhoc asê, naŋ dôŋ-ŋga.
LUK.1.1	O ŋgac atu Tiopilas. Lau daêsam sêŋsahê bu sêto yom pi gêŋ hoŋ naŋ ŋandô sa yêc yac mba gameŋ. 
LUK.1.2	Ŋac sêto sêŋkuc yom naŋ lau naŋ sêmbo sêwhiŋ Yisu têŋ ndoc iŋ gic hu ndê gweleŋ, naŋ sic dulu têŋ yac. Lau dau sêlic gêŋ hoŋ naŋ Yisu kôm pi tandô, dec sêhoc ŋawaê ŋayham asê pi gêŋ dau. 
LUK.1.3	Ma aö bocdinaŋ, gakip yom hoŋ sa pi gêŋ ŋamata-ŋga ma meŋ têŋ kwahic dec, ma galic ŋayham bu wato sip bapia dindec ma waŋkiŋ têŋ am. Aö gato yom kakuc ŋadênaŋ tôm gêŋ hoŋ naŋ hôc asê. Tu dinaŋ-ŋga O ŋgac atu Tiopilas, 
LUK.1.4	am oc êmyalê bu yom hoŋ pi Yisu naŋ am ŋgô su, naŋ yom ŋandô.
LUK.1.5	Têŋ têm Kiŋ †Herod gêm gôliŋ gameŋ Judia-ŋga, naŋ †dabuŋsiga daŋ mbo, iŋ ndê ŋaê Sekaria. Iŋ kôm ndê gweleŋ whiŋ dabuŋsiga naŋ sêmbo dabuŋsiga ŋamata-ŋga Abaisa
LUK.1.6	Anötö gêlic iŋlu sêsa lêŋ gitêŋ yêc iŋ aŋgô-ŋga, sêŋsêlêŋ sêŋkuc Anötö ndê yomsu ti ŋagôliŋ ŋalêŋ ŋayham. 
LUK.1.7	Iŋlu sêti awhê andô ma ŋgac andô su, magoc balêkoc mba, bu Elisabet iŋ awhê gapoc.
LUK.1.8	Têŋ têm daŋ Sekaria ndê toŋ si ndoc sênem akiŋ Anötö-ŋga hôc asê, ma iŋ gêm ndê gweleŋ dabuŋsiga-ŋga mbo Anötö ndê lôm dabuŋ yêc Jerusalem. 
LUK.1.9	Ma gitôm dabuŋsiga si mêtê, sêpuc gapoc gi sip Sekaria, bu sôc lôm dabuŋ ŋalôm ndi, ma kêŋ da ŋamalu ŋayham. 
LUK.1.10	Ma têŋ ndoc iŋ sôc gi bu kêŋ da ŋamalu ŋayham, naŋ lau Israel-ŋga hoŋ naŋ sêkac sa tu s êtoc Anötö sa-ŋga, naŋ sêteŋ mbec sêlhac awê. 
LUK.1.11	Têŋ ndoc dinaŋ Pômdau ndê aŋela daŋ hoc dau asê têŋ Sekaria, ma kalhac alta da ŋamalu-ŋga ŋa-ndö-ŋga. 
LUK.1.12	Têŋ ndoc Sekaria tandô pi aŋela dau, iŋ sö ti töc dau ŋandô. 
LUK.1.13	Magoc aŋela sôm têŋ iŋ, “Töc daôm dom Sekaria, bu Pômdau ŋgô mbec naŋ am teŋ. Am nem awhê Elisabet oc kôc atômŋgac daŋ, ma am oc sam iŋ ndê ŋaê bu Jon. 
LUK.1.14	Iŋ oc kôm am atac ŋayham atu, ma lau daêsam oc sêtisambuc tu dinda kôc iŋ-ŋga, 
LUK.1.15	bu iŋ oc ti ŋgac tiwaê yêc Pômdau aŋgô-ŋga. Iŋ oc nôm wain me bu ŋaŋga dom, magoc têŋ têm iŋ yêc dinda atac ŋalôm eŋ, naŋ Ŋalau Dabuŋ oc nem iŋ ahuc, ma mbo whiŋ iŋ ŋapaŋ. 
LUK.1.16	Ma têŋ ndoc iŋ tiatu, naŋ iŋ oc nem lau Israel-ŋga daêsam kwi, sêmbu sêsôc Pômdau ŋac si Anötö ŋapu. 
LUK.1.17	Iŋ oc ti propet ŋaŋga ma ti ŋaclai gitôm propet ŋamata-ŋga Elaija. Ma iŋ oc muŋ Pômdau, bu nem lau daêsam si ŋalôm kwi. Dambai oc atac whiŋ atui, ma lau daŋgapêc oc sêti lau ti gauc naŋ sêsa si lêŋ gitêŋ. Ŋalêŋ dinaŋ iŋ oc êmasaŋ lau si ŋalôm bu sêkôc Pômdau sa.”
LUK.1.18	Sekaria ŋgô aŋela ndê yom dinaŋ su, goc sôm têŋ iŋ, “Alu ati awhê andô ma ŋgac andô su. Boc-dinaŋ ŋalêŋ bocke dec aö waŋyalê bu am nem yom oc ŋandô sa?” 
LUK.1.19	Goc aŋela ô yom ma sôm, “Aö Gabriel naŋ galhac Pômdau aŋgô-ŋga, ma iŋ kêkiŋ aö bu wahoc ŋawaê ŋayham dindec asê têŋ am. 
LUK.1.20	Gêŋ naŋ aö gasôm yom pi, naŋ oc ŋandô sa tôm ŋandoc. Tigeŋ am kêŋ whiŋ aö dom, ma bocdinaŋ am oc awham mba sa, ma sôm yom dom e gêŋ hoŋ dindec hôc asê su.”
LUK.1.21	Têŋ dinaŋ lau naŋ sêmbo awê, naŋ sêhôŋ Sekaria ma gauc gêm bu bocke ma iŋ mbo tiwandêc yêc lôm dabuŋ ŋalôm. 
LUK.1.22	Ma têŋ ndoc Sekaria mbu sa awê gi, naŋ gitôm dom bu sôm yom, ma gic amba ŋambwa têŋ ŋac, dec ŋac si gauc sa bu iŋ gêlic gêŋ ŋagatu daŋ yêc lôm dabuŋ ŋalôm.
LUK.1.23	Tiŋambu iŋ ndê bêc gweleŋ-ŋga pacndê, ma iŋ kölhö mbu têŋ ndê malac gi. 
LUK.1.24	Ma iŋ ndê awhê Elisabet daê, dec timêtê dau ŋapep, ma mbo teŋ mbo iŋlu si andu gitôm ayô amaŋdaŋ. Elisabet sôm, 
LUK.1.25	“Pômdau kôm gêŋ dindec ma gêm aö sa. Ŋamata-ŋga aö gambo ti mayaŋ yêc lau aŋgô-ŋga, bu aö awhê gapoc, tigeŋ kwahic dec Pômdau tawalô aö, ma kôc aö mayaŋ su.”
LUK.1.26	Elisabet daê gitôm ayô 6 su, goc Anötö kêkiŋ aŋela Gabriel têŋ malac Nasaret naŋ yêc gameŋ Galili-ŋga, 
LUK.1.27	bu kêŋ aheŋ têŋ awhê akiŋ daŋ. Iŋ ndê ŋaê Maria, ma lau sêhoc yom asê su bu Maria oc nem ŋgac daŋ ŋaê Josep, naŋ Kiŋ Dawid ndê apaŋgac daŋ. 
LUK.1.28	Aŋela dau têŋ Maria gi ma sôm, “O awhê naŋ Anötö tac whiŋ am ndu andô, Pômdau whiŋ am.” 
LUK.1.29	Yom dau kôm Maria sö ŋandô, ma iŋ gauc gêm têŋ dau bu, “Iŋ awha gic aö tu sake-ŋga?” 
LUK.1.30	Goc aŋela sôm têŋ iŋ, “Töc daôm dom Maria, bu Anötö gêlic am ŋayham kêlêc. 
LUK.1.31	Am oc daêm ma kôc balêkoc ŋgac daŋ, ma sam iŋ ndê ŋaê bu Yisu. 
LUK.1.32	Iŋ oc ti ŋgac tiwaê, ma lau oc sêsam iŋ bu Anötö Ŋaclai ti Ŋawasi Ŋadau ndê Atu. Pômdau Anötö oc kêŋ iŋ wêkaiŋ apaŋgac Dawid ndê pôŋ kiŋ-ŋga. 
LUK.1.33	Iŋ oc nem gôliŋ †Jakob ndê wakuc lau Israel-ŋga, ma iŋ ndê gôliŋ oc pacndê dom.”
LUK.1.34	Goc Maria ndac aŋela dau bu, “Aö gayêc gawhiŋ ŋgac daŋ dom, ma bocdinaŋ yom dau oc ŋandô sa ŋalêŋ bocke?” 
LUK.1.35	Ma aŋela ô yom ma sôm, “Ŋalau Dabuŋ oc têŋ am meŋ, ma Anötö, Ŋaclai ti Ŋawasi Ŋadau ndê ŋaclai oc nem am ahuc. Tu dinaŋ-ŋga balêkoc dabuŋ naŋ am oc kôc, naŋ lau oc sêsam iŋ bu Anötö ndê Atu. 
LUK.1.36	Ma am ŋgô! Elisabet, awhê andô naŋ yêc am apami si toŋ, naŋ daê ma oc kôc balêkoc daŋ. Sêsôm bu iŋ awhê gapoc, magoc kwahic iŋ daê tôm ayô 6 su. 
LUK.1.37	Bu gêŋ daŋ yêc dom, naŋ Anötö gitôm dom bu kôm ŋandô sa.” 
LUK.1.38	Ma Maria ô yom ma sôm, “Pômdau ndê awhê akiŋ aö. Bocdinaŋ, yom naŋ am sôm, naŋ ŋandô sa pi aö.” Maria sôm yom dinaŋ su, goc aŋela hu iŋ siŋ.
LUK.1.39	Têŋ têm dinaŋ Maria kêmasaŋ dau, ma kêsêlêŋ ŋagahô têŋ malac daŋ yêc gameŋ ŋabaö Judia-ŋga gi. 
LUK.1.40	Iŋ hôc asê ma têŋ Sekaria ndê andu gi, ma ta Elisabet ndê ŋaê. 
LUK.1.41	Têŋ têm Elisabet ŋgô Maria ndê yom, naŋ balêkoc naŋ yêc iŋ ŋalôm kwê soc ti ŋaŋga, ma Ŋalau Dabuŋ gêm Elisabet ahuc. 
LUK.1.42	Ma iŋ sôm yom awha atu, “Anötö toc am sa hôc gêlêc lauwhê sambob su, ma oc toc balêkoc naŋ am oc kôc, naŋ sa bocdinaŋ. 
LUK.1.43	Aö awhê bocke, dec am, aneŋ Pômdau dinda mweŋ bu lic aö? 
LUK.1.44	Têŋ ndoc aö gaŋgô am mbwêc aö, naŋ balêkoc naŋ yêc aö ŋatac, naŋ kwê soc ti atac ŋayham. 
LUK.1.45	Am kêŋ whiŋ bu Pômdau ndê yom p i am oc ŋandô sa, ma tu dinaŋ-ŋga am tap iŋ ndê mwasiŋ sa!”
LUK.1.46+LUK.1.47	Ma Maria sôm:
LUK.1.46+LUK.1.47	“Aö wapo Pômdau ndê waê sa ti aneŋ ŋalôm sambuc, ma aö atac ŋayham kêlêc tu Anötö naŋ gêm aö si-ŋga. 
LUK.1.48	Ŋahu bu iŋ kêlhiŋ iŋ ndê awhê akiŋ ŋambwa, aö dec siŋ dom. Têŋ kwahic dec ma ndi, lau hoŋ oc sêsam aö bu awhê naŋ Anötö kêmwasiŋ. 
LUK.1.49	Iŋ Ŋaŋga Ŋadau naŋ kôm gêŋ atu têŋ aö, ma iŋ ndê ŋaê dabuŋ.
LUK.1.50	Tôm têm sambob, iŋ tawalô lau hoŋ naŋ sêtöc iŋ ma sêtoc iŋ sa. 
LUK.1.51	Iŋ amba ŋaŋga kôm gêŋ atu, ma lau naŋ yom sêtoc dau sa-ŋga gêm ŋac si ŋalôm ahuc, naŋ iŋ soc ŋac su sêlhö têŋtêŋ. 
LUK.1.52	Iŋ kêmasuc kiŋ nom-ŋga su yêc ŋac si pôŋ kiŋ-ŋga, magoc lau naŋ sêŋgwiniŋ dau, naŋ iŋ toc ŋac sa.
LUK.1.53	Iŋ kêmwasiŋ lau ŋalôm sawa ŋa gêŋ ŋayham-ŋayham, magoc iŋ kêkiŋ lau ti lêlôm sêsa amba sawa si. 
LUK.1.54+LUK.1.55	Iŋ gêm iŋ ndê lau akiŋ Israel-ŋga sa, ma tôm yom naŋ iŋ gic bata têŋ abaŋ Abraham, ma têŋ iŋ ndê wakuc hoŋ naŋ sêŋkuc iŋ, naŋ iŋ tawalô ŋac.”
LUK.1.56	Maria kêpiŋ Anötö ma sôm yom dinaŋ su, goc mbo whiŋ Elisabet gitôm ayô tö, ma tiŋambu iŋ kölhö mbu têŋ ndê malac gi.
LUK.1.57	Elisabet ndê ndoc meŋ sa dec iŋ kôc balêkoc ŋgac daŋ. 
LUK.1.58	Ma iŋ ndê dawai ti lau meŋpaŋ iŋ-ŋga sêŋgô bu Pômdau tawalô iŋ ŋalêŋ dinaŋ, ma ŋac hoŋ atac ŋayham sêwhiŋ iŋ. 
LUK.1.59	Têŋ balêkoc dau ndê bêc ti-8-ŋga, ŋac hoŋ sêmeŋ bu sêsê balê ndê ŋamlic ŋatô su sêŋkuc lau Israel-ŋga si †pwac, ma ŋac tac whiŋ bu sêkêŋ damba Sekaria ndê ŋaê pi iŋ. 
LUK.1.60	Tigeŋ iŋ dinda sôm, “Mba! Dasam iŋ ndê ŋaê bu Jon.” 
LUK.1.61	Ma sêsôm têŋ iŋ, “Yêc am nem dawam, ŋgac ŋaê Jon daŋ mbo dom.” 
LUK.1.62	Ma ŋac sic amba têŋ damba bu sêŋyalê ŋaê bocke iŋ tac whiŋ. 
LUK.1.63	Iŋ kôm ŋa amba bu sêkêŋ tapele daŋ têŋ iŋ, dec sêkêŋ ma iŋ to, “Iŋ ndê ŋaê Jon,” goc lau hoŋ sêhêdaê. 
LUK.1.64	Ma ŋagahô iŋ êmbala tigoloŋ, ma iŋ sôm yom asê ma kêpiŋ Anötö.
LUK.1.65	Gêŋ dau kôm ŋac lau hoŋ sêsö, ma lau naŋ sêmbo Judia ŋagameŋ lôc-ŋga, naŋ sem yom-galôm ŋapaŋ pi gêŋ hoŋ dinaŋ. 
LUK.1.66	Lau hoŋ sêŋgô ŋawaê, ma ŋac gauc gêm yom dau ŋapaŋ yêc ŋac si ŋalôm. Ma ŋac sêlic bu Pômdau ndê ŋaclai tôc dau asê yêc balê dau, dec sêndac dandi, “Iŋ oc ti ŋamalac kaiŋ bocke?”
LUK.1.67	Têŋ têm dinaŋ Ŋalau Dabuŋ gêm Jon ndê damba Sekaria ahuc, ma iŋ hoc yom asê gitôm propet daŋ ma sôm,
LUK.1.68	“Tampiŋ Pômdau, yac lau Israel-ŋga neŋ Anötö, bu iŋ meŋ bu nem iŋ ndê lau si. 
LUK.1.69	Iŋ po ŋgac ti ŋaclai daŋ sa yêc iŋ ndê ŋgac akiŋ Dawid ndê lau wakuc, naŋ gitôm bu nem yac si. 
LUK.1.70	Anötö ndê propet dabuŋ sêhoc yom asê pi gêŋ dau muŋ su, ma kwahic dec Anötö kôm yom dau ŋandô sa. 
LUK.1.71	Iŋ kêmasaŋ lêŋ dinaŋ, bu nem yac si yêc yac neŋ ŋacyo ti lau naŋ sêtec yac amba. 
LUK.1.72	Iŋ tawalô yac, tôm iŋ gic bata têŋ abaŋi, ma gauc gêm iŋ ndê pwac dabuŋ, 
LUK.1.73	naŋ iŋ kêmatiŋ tidôŋ whiŋ abaŋ Abraham. 
LUK.1.74	Iŋ oc nem yac si yêc yac neŋ ŋacyo amba, tu bu yac danem akiŋ iŋ ti atac pa su, 
LUK.1.75	ma tu bu taŋsêlêŋ dasa lêŋ gitêŋ ti dabuŋ yêc iŋ aŋgô-ŋga tôm bêc hoŋ. 
LUK.1.76	Ma Jon, aneŋ balê, lau oc sêsam am bu ‘Anötö, Ŋaclai ti Ŋawasi Ŋadau ndê propet,’ bu am oc muŋ Pômdau ma êmasaŋ lau si ŋalôm tu sêkôc iŋ sa-ŋga. 
LUK.1.77	Ma am oc whê Anötö ndê lau si gauc sa pi lêŋ naŋ iŋ oc suc ŋac si sac kwi tu bu nem ŋac si-ŋga. 
LUK.1.78	Yac neŋ Anötö ndê lêŋ tawalô yac-ŋga, naŋ oc tôm ac naŋ pi ma kalhac umboŋ, 
LUK.1.79	ma pô lau naŋ sêndöc gameŋ ŋasec, ma lau naŋ sêmpiŋ bu sêmbac ndu. Iŋ oc wê yac dasa seŋ bu datap yom malô sa.”
LUK.1.80	Tiŋambu balê dau tiatu, ma kêŋ ndê ŋalôm sambuc tu nem akiŋ Anötö-ŋga. Ma iŋ mbo gameŋ sawa e tôm bêc naŋ iŋ gic hu ndê gweleŋ, dec gêm mêtê kalhac lau Israel aŋgô-ŋga.
LUK.2.1	Têŋ têm dinaŋ †Sisa Ogasta gic atu yom bu sêsê lau hoŋ naŋ sêmbo Rom si gôliŋ ŋapu, naŋ sa tu bu sênemlhi takis-ŋga. 
LUK.2.2	(Têŋ ndoc dinaŋ Kirinios gêm gôliŋ gameŋ Siria-ŋga, ma gêŋ dinaŋ ti têm ŋamata-ŋga naŋ sêsê lau sa yêc iŋ ndê gôliŋ ŋapu.) 
LUK.2.3	Bocdinaŋ lau hoŋ sêtêŋ si malachu si, bu sêto si ŋaê sip bapia sêsê ŋac sa-ŋga.
LUK.2.4	Josep iŋ Dawid ndê wakuc daŋ, ma bocdinaŋ iŋ hu malac Nasaret yêc gameŋ Galili-ŋga siŋ, ma sip têŋ Dawid ndê malac yêc gameŋ Judia-ŋga gi, malac naŋ sêsam bu Betlehem. 
LUK.2.5	Josep lu Maria sêwhiŋ dau si bu sêkêŋ si ŋaê, bu sêhoc iŋlu si yom asê su bu oc sênem dau. Ma Maria daê mbo. 
LUK.2.6	Têŋ ndoc iŋlu sêmbo Betlehem, naŋ Maria ndê bêc bu kôc balêkoc-ŋga hôc asê. 
LUK.2.7	Josep lu Maria sêyêc bôc si mala, bu ŋasawa mbasi yêc andu ŋacleŋ-ŋga. Ma yêc dê, Maria kôc iŋ ndê balêkoc ŋgac ŋamata-ŋga. Ma iŋ kôm iŋ si ŋa po, ma kêŋ iŋ yêc bôc si apa sêneŋ gêŋ-ŋga.
LUK.2.8	Têŋ ôbwêc dinaŋ lau ŋatô sêyob si domba sêmbo malac dau ŋamakê. 
LUK.2.9	Ma Anötö ndê aŋela daŋ hoc dau asê têŋ ŋac. Pômdau ndê ŋawê pô ŋac, ma sêtöc dau ŋandô. 
LUK.2.10	Goc aŋela dau sôm têŋ ŋac bu, “Atöc daôm dom! Aö bu wakêŋ ŋawaê ŋayham daŋ têŋ mac, naŋ oc kôm mac atac ŋayham atu. Ma ŋawaê dindec gic waê lau hoŋ. 
LUK.2.11	Mac nem ŋgac nem mac si-ŋga hôc asê têŋ bêc dau dindec. Iŋ dinda kôc iŋ yêc Betlehem, malac naŋ sêsam bu Dawid ndê malac. Iŋ †Mesaya dau naŋ Anötö gic bata bu êŋkiŋ meŋ, ma mac nem Pômdau dau. 
LUK.2.12	Atêŋ Betlehem andi, ma mac oc aŋyalê balêkoc dau pi gêŋ bocdec bu. Sêkôm iŋ si ŋa po, ma sêkêŋ iŋ yêc bôc si apa sêneŋ gêŋ-ŋga.” 
LUK.2.13	Ma ŋagahô aŋela undambê-ŋga daêsam sêhoc dau asê sêwhiŋ aŋela dinaŋ, ma sem wê sêmpiŋ Anötö bocdec bu, 
LUK.2.14	“Anötö ndê waê sa yêc lôlôc. Ma yom malô yêc nom, têŋ lau naŋ Anötö gêlic ŋac ŋayham.”
LUK.2.15	Aŋela sem wê dinaŋ su, goc sêmbu sêpi undambê si. Ma lau sêyob domba-ŋga sêsôm têŋ dandi, “Ayôc! Datêŋ Betlehem dandi, ma dalic gêŋ atu naŋ Pômdau ndê aŋela sêhoc asê têŋ yac.” 
LUK.2.16	Goc sêŋsahic dau sêtêŋ Betlehem si, ma sêtap Maria lu Josep sa, ma sêlic balêkoc dau yêc bôc si apa sêneŋ gêŋ-ŋga. 
LUK.2.17	Sêlic iŋ su goc sêsa si, ma sic miŋ yom naŋ aŋela hoc asê têŋ ŋac pi balêkoc dau. 
LUK.2.18	Ma lau hoŋ naŋ sêŋgô ŋac si yom, naŋ sêhêdaê ŋandô. 
LUK.2.19	Magoc Maria gauc gêm yom hoŋ ŋapaŋ yêc ndê ŋalôm. 
LUK.2.20	Ma lau sêyob domba-ŋga sêlhö sêmbu sêtêŋ gameŋ sêyob domba-ŋga si. Sêmpiŋ Anötö ma sêtoc iŋ ndê waê sa tu gêŋ hoŋ naŋ sêŋgô ti sêlic, naŋ gitôm aŋela sôm asê têŋ ŋac.
LUK.2.21	Têŋ bêc 8 giŋga su, sêsê balê ndê ŋamlic ŋatô su, kêkuc lau Israel-ŋga si pwac. Ma sêsam iŋ ndê ŋ aê Yisu, tôm aŋela sam iŋ têŋ ndoc iŋ kêŋ puc Maria bu iŋ oc daê.
LUK.2.22	Muŋ-ŋga, Moses to yomsu daŋ pi lauwhê Israel-ŋga naŋ sêkôc balêkoc, naŋ yêc bocdec bu. Sêhôŋ e bêc 40 pacndê, goc ŋac oc ŋawasi sa tiyham yêc Anötö aŋgô-ŋga. Bocdinaŋ têŋ Maria ndê bêc 40 pacndê su, goc iŋlu Josep sêkôc Yisu sêtêŋ lôm dabuŋ yêc malac Jerusalem si, bu sêtôc iŋ yêc Pômdau aŋgô-ŋga. 
LUK.2.23	Sêkôm bocdinaŋ kêkuc Pômdau ndê yomsu naŋ Moses to bocdec bu, “Asam balêkoc ŋgac mbêc hoŋ bu dabuŋ yêc Pômdau aŋgô-ŋga.” 
LUK.2.24	Ma têŋ têm dinaŋ iŋlu sêkêŋ da bu Maria ŋawasi sa tiyham. Sêkêŋ da tôm Pômdau ndê yomsu, balusi lu me mbac sauŋ lu.
LUK.2.25	Têŋ têm dinaŋ ŋgac daŋ ŋaê Simeon mbo Jerusalem. Iŋ ŋgac gitêŋ ti dabuŋ, ma iŋ hôŋ ndoc bu Anötö êŋkiŋ iŋ ndê Mesaya bu nem lau Israel-ŋga si. Ŋalau Dabuŋ whiŋ iŋ tôm bêc hoŋ, 
LUK.2.26	ma têŋ ndoc daŋ, kêŋ gauc têŋ iŋ bu iŋ oc mbo tali e lic Mesaya naŋ Pômdau gic bata. 
LUK.2.27	Ma Ŋalau Dabuŋ wê Simeon têŋ lôm dabuŋ gi, têŋ bêc naŋ Yisu dinda lu damba sêkôc iŋ sêmeŋ bu sêkêŋ da sêŋkuc Moses ndê yomsu. 
LUK.2.28	Iŋ pê Yisu sa, goc kêpiŋ Anötö ma sôm, 
LUK.2.29+LUK.2.30	“O Pômdau atu, yom naŋ am gic bata su, naŋ kwahic dec ŋandô sa. Aö tanôŋ galic am nem †Ŋgac Nem Lau Si-ŋga su, ma bocdinaŋ dec oc tôm bu am nem ŋgac akiŋ aö dec wambac ndu ti atac malô. 
LUK.2.31	Am kêmasaŋ lêŋ dindec yêc lau hoŋ aŋgô-ŋga. 
LUK.2.32	Am nem ŋawê oc pô lau hoŋ, bu tôc am asê têŋ lau gameŋ apa-ŋga, ma bu po am nem lau Israel-ŋga si waê sa.”
LUK.2.33	Simeon sôm yom dinaŋ pi Yisu, dec kôm Yisu dinda lu damba sêhêdaê. 
LUK.2.34	Goc Simeon gêm mbec ŋac, ma sôm têŋ Yisu dinda Maria, “Anötö kêyaliŋ balê dindec sa, ma tu iŋ-ŋga lau Israel-ŋga daêsam oc sêpeŋ, magoc daêsam naŋ sêkêŋ whiŋ iŋ, naŋ oc sêtap Anötö ndê mwasiŋ sa. Iŋ meŋ bu tôc Anötö ndê lêŋ asê têŋ lau, magoc daêsam oc sêpu iŋ ti ndê yom, 
LUK.2.35	ma ŋalêŋ dinaŋ gauc naŋ yêc lau daêsam si ŋalôm, naŋ oc meŋ sa tiawê. Ma tu gêŋ naŋ oc hôc asê iŋ-ŋga, am daôm oc hôc ŋandê atu tôm bieŋ kuŋ am ŋatê.”
LUK.2.36	Propet awhê daŋ mbo lôm dabuŋ ŋabatêmndö. Iŋ ndê ŋaê
