MAT.1.1	Yə̀mē sē lə̀tafē yə̀ mə̀sān mə̄cici Yɛso Krisəti, ywâ 
LUK.17.24	Mkpān yə̄ nggə̄ lə mərtu nyə, nggə̄ lə lan ngglan kə̄de nār yə̀ là te də̀ lan kpār sū ə tswē kūkwār. 
LUK.17.25	Kì yə̀ lə kūcici te sē, bə lə nə̄ nggə̄ mgbŭ nggānme də̀ mə̄nē bān nzə̀nzɛ̂nmē lə kà nggə̄ nə̀nàn.
LUK.17.26+LUK.17.27	“Kə̄de kì yə̀ sə̀ tè ə mkpān yə̄ 
LUK.17.28	Yə sə̄ sē ənə̀mē nə̀nàn ə mkpān yə̄ bə 
LUK.17.29	Də̀ ə mbrɛ̄ yə̄ Lɔtu nyə̄ dɔ̀rù dè Saduman, kə̄ glo ji ə mkparū nyə bə̄ mgbantə də̀ kpə̄ bān gbù Saduman yə̄ tō wu kūkwār. 
LUK.17.30	Kì mē lə te ənə̀mē nə̀nàn ə mbrɛ̄ yə̄ nggə̄ Vɛ̄n Nēnjì lə nyə̄. 
LUK.17.31	Ə mbrɛ̄ yəmē, nənè nə̄mān wān də̀ sə̀ sɔ̀n ə bə̀r, kē wān də̀ sē ə hwān, nə̄ gu kàdə tèkə yə̄ gu lə ywē kə̄ ban nkinē gyə̀r ənywī kə̀ gu yo. 
LUK.17.32	Nə̄ gyə̄ tèkə mbə̄ Lɔtu! 
LUK.17.33	Nē wān də̀ dòglò nə̀r de gu lə kpə̄ shishɛ̄n mə̄gu cūngwɔn ə mgbəmgbrè mē, gu lə gbàn yə, də̀ nənè nə̄mān wān də̀ nyə̄ gbàn shishɛ̄n mə̄gu ə mgbəmgbrè mē, lə ngrɛ̄n yə nzɔ̆. 
LUK.17.34	Kān nggə̄ dan gyə̄ rɛn njìnjì, ə bū yəmē, mə̄nē ywā lə kùr ə kìkùr gyə̀r də̀ bə lə nyə̄ ban gyə̄r də̀ kā gyə̄r dɔn. 
LUK.17.35	Mbə̀mbə̄ ywā lə kpm də̀ sə̀ kwɔ̀ gìgyə̀r, bə lə nyə̄ ban gyə̄r də̀ kā gyə̄r dɔn. [
LUK.17.36	Mə̄nē ywā lə kpm ə lan də̀ sə̄ dɔ̄ gìgyə̀r də̀ bə lə nyə̄ ban gyə̄r də̀ kā gyə̄r dɔn.]” 
LUK.17.37	Ə tswēyəmē, bān sə̄ zwē gu mān bə kan ri gu de, “Sē ə ywə̄ gyə̄r Nggɔn tə̄?”
LUK.17.37	Gu kàn sà bə mān de, “Ə tswē yə̄ kɔn də̄ kur mān, sē tswe yə yə̄ bə lə ngrɛ̄n kpūkpɔ̀mkpan mān.”
LUK.18.1	Ə tswēyəmē, gu kàn kūci ə tswē dan bə rɛn ətù nkɔ̄n yə̄ bə lə sə̀ rɛn bə̄ Rì zwē rīrī də̀ man kādə nə̄ kpə sū bə tswē nan ənə̀mē yo. 
LUK.18.2	Gu dàn bə de, “Ə gbù gyə̀r, və̄lɔn gyə̄r wān sē wān sùr rɛn sə̀ shāmān wān la sə̀ tè mpūr Rì yo, də̀ la sə̀ ngrɛ̄n nē bə̄ mfùtù yo. 
LUK.18.3	Ə gbù yəmē nə̀nàn, mbə̄kwɔ̀ gyə̄r sə̀ shāmān wān sə̀ grì zər nyə̀ bə̄ wān sùr rɛn gu mē de nə̄ gu là gu mān də̀ man kpə̄ gu cūngwɔn ə ngwɔ̀n nē wān bə là sur rɛn gìgyə̀r. 
LUK.18.4	Və̄lɔn gu la sə̀ kpə̄nyɛ̀n ə̀ kùcī yo, də̀ mkpān yə̄, gu kàn nyə̄ sə̀ tèkə de, ‘Nggə̄ tsə de nggə̄ là te mpūr Rì kē ngrɛn nənè bə̄ mfùtù yo, 
LUK.18.5	anrɛ̀n mbə̄kwɔ̀ mē là nyə̄ sə̀ te nggə̄ dē zwē rīrī, nggə̄ lə nə̀r man ngrɛ̄n de nggə̄ kpə gu cūngwɔn nə̄ gu man kàdə sə̀ nyə̄ tè nggə̄ dē yo anrɛ̀n gu də̀ sə̀ kūci ə tswē nyə̄ me, dē lə nyə̄ te nggə̄.’ ”
LUK.18.6	Ə tswēyəmē, Nggɔn Yɛso kàn dàn bə de, “Kān gyə̄ shə̄r tɔ̄n də̀ man gwɔ rɛn yə̄ wān sùr rɛn wān la dan njìnjì yo mē. 
LUK.18.7	Nzɛ̂nmē, Rì lə la gwɔ mə̄nē bān gu cu nə̄ bə man sē nywɛnywə̄, bān là sə̄ gri gu bər ə mbrɛ̀cə̄ ywe kə̄ sū bū de nə̄ gu là bə mān yo? 
LUK.18.8	Kān nggə̄ dan gyə̄, gu lə la cā mkpān zu yo də̀ gwɔ bə. Yə̀ yə sē mān ənə̀mē, mbrɛ̄ yə̄ nggə̄ Vɛ̄n Nēnjì lə nyə̄ ə mgbəmgbrè mē, nggə̄ lə nyə̄ ngrɛ̄n mə̄nē bān kpə te njìnjì məkē?”
LUK.18.9	Mə̄nē nə̄mān bān là ngrɛn nkəywə̀ de bə sē bān là nan zəze də̀ nkyɛn mə̄nē sē bān là nan məme, Yɛso dàn bə de, 
LUK.18.10	“Mbrɛ̄ gyə̄r, mə̄nē nə̄mān ywā dōglo ywe kə nyər Kə̄ Nggɔn yə̄ Rì ə tswē rɛn bə̄ gu, gyə̄r sē və̄lɔn wān 
LUK.18.11	Ə mkpān yə̄ və̄lɔn wān 
LUK.18.12	Nggə̄ là vun mfə lwe te vē ywā ənywī vē tāmgbā, də̀ là nə̄ mpə gyə̄r ənywī mpə gur yə̄ kə̄jī mə̄nggə̀ yə̄ hwə kūkwār.’ 
LUK.18.13	Də̀ sē və̄lɔn wān là kpə̄ gānjūn mē kya, gu krè cər də̀ la zo beshi kyɛn mkparū gba yo, də̀ kàn ngwɔn sə̀ ngwùr ə də̆r də̀ sə̀ dan de, ‘Rì, te mə̀tù nggə̄ anrɛ̀n nggə̄ sē wān là nan məme.’ ”
LUK.18.14	Yɛso kàn dàn bə de, “Kān nggə̄ dan gyə̄ rɛn njìnjì, və̄lɔn wān ywā mē ywè kə̄ bə̄ də̆r gyə̀r anrɛ̀n Rì fù màtɔ̀ sū gu ətù məme mə̄gu. Nənè wān də̀ sə̀ nə̄ nkəywə̄ nggɔn nggɔn, Rì lə la ngrɛ̄n gu ənə̀mē yo də̀ nənè wān də̀gbà nə̄ nkəywə̄ nggɔn nggɔn yo, Rì lə ngrɛ̄n gu bə̄ nggɔn nggɔn.”
LUK.18.15	Mə̄nē nə̄mān lwe nywɛn shishar nyə bə̄ Yɛso de nə̄ gu màn kàn ngwɔn gu bàr bə. Ə mkpān yə̄ bān sə̄ zwē gu mān ngrɛ̄n ənə̀mē, bə vɛn mə̄nē bə mē. 
LUK.18.16	Yɛso kàn gyɔ nywɛn shishar bə nyə̀ bə̄ nkəywə̄ də̀ kàn dàn mə̄nē de, “Nə̄ gyə̄ kà nywɛn shishar dɔ̀n nə̄ bə nyə bə̄ nggə̄ də̀ man kàdə glā bə yo, anrɛ̀n nkɔ̄n yə̄ Rì là lwe mə̄nē sē kə̄de dər yə̄ nywɛn bə mē. 
LUK.18.17	Kān nggə̄ dan gyə̄ rɛn njìnjì, nənè wān də̀gbà kpə̄ nkɔ̄n yə̄ Rì là lwe mə̄nē ə də̆r gu kə̄de vɛ̄n yo, gu lə la nyər mān yo.”
LUK.18.18	Mbrɛ̄ gyə̄r mē, və̄lɔn gyə̄r wān sē ənywī mə̄nē bān sē tu mə̄nē bān Yahuda nyə̄ rì Yɛso de, “Wə̄ wān là tsar mə̄nē kī wān sē zəze, sē nə̄nggyɛ̆ gyə̀r yə̀ nggə̄ lə nan də̀tswē nggə̄ man sē bə̄ shishɛ̄n yə̄ nggə̄ lə sɔ̀n be njì?”
LUK.18.19	Yɛso kàn rì gu de, “Wə̄ gyɔ nggə̄ de wān là nan zəze mūn? Nənè la shāmān wān sē zəze yo, sē Rì me wān sē zəze. 
LUK.18.20	Wə̄ tsə kì yə̀ Bān dan? Yə dan de, ‘Nə̄ wə̄ kàdə tè nggā yo, wə̄ kàdə nlywe mə̄nē yo, wə̄ kàdə tè gi yo, wə̄ kàdə tè mò yo, də̀ man sə̀ nə̄ təteywē nggɔn nggɔn nə̀nàn.’ ”
LUK.18.21	Və̄lɔn gu kàn sà gu mān de, “Nggə̄ nan kī yəmē kūkwār ə mkpān yə̄ nggə̄ sə̄ sē vɛ̄n nyə sū nzɛ̂nmē.”
LUK.18.22	Ə mkpān yə̄ Yɛso gwɔ rɛn yəmē, gu kàn dàn və̄lɔn gu mē de, “Nkinē gyə̀r kàsə̄ sē shāmān yə̀ wə̄ la nàn yə̄ mbɛ̄ yo. Kan kī yə̄ wə̄ te rɛ̀ kūkwār də̀ man ywē kə̄ kàn kə̄jī gə̀ bān jə̀ də̀ wə̄ lə te kī ə mkparū, man sə̄ nyə̄ zwē nggə̄ mān.” 
LUK.18.23	Yə̀ və̄lɔn gu mē gwɔ rɛn yəmē, gu tè də̆r cīnji anrɛ̀n gu sē wān te kī nggānme.
LUK.18.24	Yɛso kyɛn və̄lɔn gu mē də̀ ngrɛ̄n de gu te də̆r cīnji, gu kàn dàn bə de, “Yə̄ lə sē kì yə̀ te dē nggānme nə̄ nənè wān te kī kūci ə tswē tsə̄ nkɔ̄n yə̄ Rì là lwe mə̄nē! 
LUK.18.25	Yə lə sē kplə̂ me yə̄ ràkɔ̄mī lə nyər glə bə̀ mgbī, mwɔ̄n nə̄ nē wān te kī kūci ə tswē tsə̄ nkɔ̄n yə̄ Rì là lwe mə̄nē.”
LUK.18.26	Mə̄nē bān krē də̀ sə̄ gwɔ gu kan sə̄ ri gu de, “Nzɛ̂nmē, sē nggwɔ gyə̄r wān bə lə kpə̄ gu cūngwɔn?” 
LUK.18.27	Yɛso kàn sà bə mān de, “Kì yə̀ nēnjì la sē bə̄ nggu yə̄ gu lə nan yə̄ yo, Rì sē bə̄ nggɔn nggɔn yə̄ gu lə nan yə̄.”
LUK.18.28	Ə tswēyəmē, Bitrusu kàn dàn Yɛso de, “Tsə̄ de tə̄ sē bān ka mə̀kə̀ tə̄ dɔn də̀ là zwe wə̄ mān.”
LUK.18.29	Ə tswēyəmē, Yɛso kàn sà bə mān de, “Kān nggə̄ dan gyə̄ rɛn njìnjì, nənè wān də̀ dōglò kà kə̄ mə̄gu dɔ̀n, kē mbə̄ywə̄, kē nywɛngyə̀ywə̄, kē təteywə̀, kē nywɛnywə̄ dùdu ndu rɛn yə̄ nkɔ̄n Rì là lwe mə̄nē, 
LUK.18.30	lə la gbàn kpə̄ kī yə̄ mwɔn yə̄ gu ka dɔ̀n mē yo, kē gu lə la gbàn kpə̄ kī yə̄ sē yə̄ shishɛ̄n yə̄ sɔ̀n be njì ə mkpān yə̄ là nyə ə nggà bēshi mē yo.”
LUK.18.31	Yɛso kàn gbō mə̄nē tsɔ bān gu cu zwè mgbɔ̀ ə tswē gyə̄r də̀ kàn sə̀ dan bə de, “Nə̄ gyə̄ gwɔ, tə̄ mē là nyə tswē ywē ə Wurisheliman yə̀ sē tswē yə̄ mə̀rɛ̄n yə̀ bān dɔ̀n rɛn sū mə̄nē dan ətù nggə̄ Vɛ̄n Nēnjì lə nyə̄ shɛ̄ mān kūkwār. 
LUK.18.32	Bə lə vūn nggə̄ də̀ kan nggə̄ te mə̄nē bān la sē bān Yahuda yo ə ngwɔ̀n, bān lə kpə̄ nggə̄ də̀ nan nggə̄ nggrɛn də̀ dan nggə̄ mə̀rɛ̄n yə̀ lə to nggə̄ də̆r də̀ cu ntɛ̄ bwā nggə̄ də̀ tsē nggə̄ də̀ nyə ngun nggə̄, 
LUK.18.33	Də̀ mbrɛ̄ yə tăr kyū nggə̄, nggə̄ lə kan tāshɛn.” 
LUK.18.34	Bān sə̄ zwē gu mān bə la sə̄ tsə rɛn nkinē gyə̄r ənywī mə̀rɛ̄n yəmē yo, anrɛ̀n Rì la nə̄ bə tsə kì yəmē yo də̀ bə la sə̄ tsə rɛn nkinē gyə̄r yə̄ gu sə̀ dan bə yo.
LUK.18.35	Ə mkpān yə̄ Yɛso zər də̀ tè hyuhyur bə̄ Yɛriku, və̄lɔn gyə̄r wān ku wɔ̄ sə̀ sɔ̀n ə kətɔ̄n nkɔ̀n də̀ sə̀ bər mə̄nē kī. 
LUK.18.36	Də̀ mkpān yə̄ gu gwɔ gwàrgwàr yə̀ mə̄nē ə tswē gə̄gə̄ ywe, gu kàn rì bə de, “Sē nə̄nggyɛ̆ yə̀ là te?” 
LUK.18.37	Bə kan dan gu de, “Sē Yɛso wān Nazəreti wān là gə̄gə̄ ywē.” 
LUK.18.38	Ə tswēyəmē, gu kàn dōglò dɔ̀n gyɔ kpān kpān de, “Yɛso, Vɛ̄n Doda, te mə̀tù nggə̄!”
LUK.18.39	Mə̄nē bān sə̄ sē ə nggà bēshi kan vɛn gu de nə̄ gu tè gyun də̀ gu la gwɔ bə yo də̀ la kàn dōglò dɔ̀n rɛn kpān kpān nzɔ̆ de, “Vɛ̄n Doda, te mə̀tù nggə̄!” 
LUK.18.40	Ə tswēyəmē, Yɛso kàn tè krè də̀ kàn nə̄ bə lwe və̄lɔn gu mē ca gu mān. Ə mkpān yə̄ bə lwe gu te hyuhyur, Yɛso kàn rì gu de, 
LUK.18.41	“Sē nə̄nggyɛ̆ yə̀ wə̄ là fɔ̀ de nə̄ nggə̄ mān nan wə̄ yə̄?”
LUK.18.41	Gu kàn sà gu mān de, “Nggɔn, nggə̄ là fɔ de wə̄ màn là nggə̄ mān nə̄ beshi nggə̄ bu nə̄ nggə̄ man ngrɛ̄n.” 
LUK.18.42	Yɛso kàn dàn gu de, “Nə̄ beshi wə̄ bu! Anrɛ̀n wə̄ kpə tè njìnjì, Rì bu wə̄ beshi wə̄.” 
LUK.18.43	Ə tswēyəmē, beshi gu kan bu də̀ gu kàn ngrɛ̄n də̀ dōglò zwē Yɛso mān də̀ sə̀ bɛ̀ Rì. Ə mkpān yə̄ nkyɛn mə̄nē ngrɛ̄n kì yə̀ tè, bə kan sə̄ bɛ̄ Rì nə̀nàn.
LUK.19.1	Ə mkpān yə̄ Yɛso zər gə̄gə̄ glə̀ kū Yɛriku, 
LUK.19.2	gu ywē kə̄ ma bə̄ və̄lɔn gyə̄r wān re de Zaka wān sē nggɔn mə̄nē bān là kpə gānjūn də̀ sē wān te kī. 
LUK.19.3	Gu nə̀r de nə̄ gu màn ngrɛ̄n nē wān Yɛso sē də̀ la nyə̄ ngrɛ̄n gu yo anrɛ̀n gu sē fəkpəmkpūn də̀ mə̄nē sə̄ sē nggānme bān sə̄ zwē Yɛso mān. 
LUK.19.4	Ə tswēyəmē, gu dòglò kulwe kūci də̀ ywē kə̄ ngun sà ə tər kì gyə̄r nggɔn yə də̀ sa mān sə̀ jì Yɛso màn gu də̀ nyə̄ glə̀ kū mān nə̄ gu man ngrɛ̄n gu. 
LUK.19.5	Ə mkpān yə̄ Yɛso nyə̄ sū mān, gu zo beshi də̀ dàn Zaka gu de, “Ji kplā nyə̀ Zaka anrɛ̀n nrìnrīnmē, yə sē kpaki nə̄ Nggə̄ sē ə kə̀ wə̄.”
LUK.19.6	Ə tswēyəmē, Zaka gu jì də̀ sə̀ tè zə̀zè ə də̆r gu də̀ nyə̄ nyə̄r Yɛso. 
LUK.19.7	Mə̄nē kūkwār bān sə̄ krē mān kan dōglo sə̄ rɛn nyɔnyɔn de, “Gu mē zwe və̄lɔn wān sē wān là nan məme ywè kə̄ gu.”
LUK.19.8	Mān tswēywə̄, Zaka kàn dòglò tsutswe də̀ dàn Nggɔn Yɛso de, “Nggɔn, nzɛ̂nmē, nggə̄ lə kan kī yə̄ nggə̄ te gə̄ te ywā də̀ man kan gbɔ̄n gyə̄r nə̄ mə̄nē bān jə̀, də̀ sē nggə̄ gyur nənè də̀ kpə gu nkinē, nggə̄ lə kan yə̄ nə̄ gu te kə nlyɛ̄.”
LUK.19.9	Yɛso kàn sà gu mān de, “Nrìnrīnmē, mə̄nē bān kə̀ mē kpə gu wān là kpə bə cūngwɔn anrɛ̀n və̄lɔn mē nə̀nàn sē ywâ Bərayi. 
LUK.19.10	Yə sē dùdu rɛn yəmē yə nggə̄ Vɛ̄n Nēnjì nyə nə̄ gu man fɔ̀ kì yə̀ kan də̄, də̀ man kpə̄ yə̄ cūngwɔn.”
LUK.19.11	Ə mkpān yə̄ nē krē də̀ sə̄ gwɔ mə̀rɛ̄n yəmē, Yɛso kàn dàn bə rɛn lə̀kpm̄kpm̄ màn bə sə̄ te hyuhyur bə̄ Wurisheliman, anrɛ̀n bə sə̄ ngrɛ̄n de nkɔ̄n yə̄ Rì là lwe mə̄nē te hyuhyur yə̄ yə ru bē kpār nān. 
LUK.19.12	Ə tswēyəmē, gu kàn dàn bə de, “Və̄lɔn gyə̄r wān sē nggɔn ə gbù mə̀gu dòglò ywè ə mə̀mē gyə̀r yə̀ rɛ nkɔ̀n de nə̄ bə man ywe kə gyɔ̄ gu cūn anrīn gu man sə̄ mə̀rtu ngā kə̄. 
LUK.19.13	Mkpān yə̄ gu sə̀ tè rɛn yə̄ gu lə ywē zər yə, gu gyɔ mə̄nē gur bān là nan ndu ə kə̀ gu də̀ kàn kə̄jī gə̀ bə, də̀ yə̄ wān nə̄mān la mwɔ̄n nə̄mān yo də̀ gu dàn bə de, ‘Kān gyə̄ kpə̄ kə̄jī mē sə̀ rɛ̀ do nə̄ yə man sə̄ shɛn sū mān mâ mbrɛ̄ yə̄ nggə̄ lə mərtu ngā.’
LUK.19.14	“Anrɛ̀n mə̄nē bān gbù mə̀gu sə̄ kā gu, bə te ndu ywe kə dan mə̄nē bān lə gyɔ̄ gu cūn yə de, ‘Tə̄ la kpə̄nyɛn nə̄ və̄lɔn gu mē sē cūn tə̄ yo.’
LUK.19.15	“Mə̄nē bə kā me də̀ gyɔ̄ gu cūn yə, də̀ gu mə̀rtu ngā kə̄. Ə mkpān yə̄ gu nyə̄ sū kə̄, gu kàn tè ndu de nə̄ bə gyɔ mə̄nē gur bān là nan ndu ə kə̀ gu mē nyə nə̄ gu man tsə̄ kē sē sɛ̆n yə̀ ngun sū mān ətù kə̄jī yə̄ gu sə̀ kàn gə̀ bə.
LUK.19.16	“Və̄lɔn wān kùcī nyə̄ dan gu de, ‘Nggɔn, kə̄jī yə̄ wə̄ kan nə̄ nggə̀, nggə̄ nan ndu bə̄ yə də̀ kpə kì yə̀ ma kə gur ətù yə.’
LUK.19.17	“Ə tswēyəmē, tāki kə̀ gu kàn dàn gu de, ‘Nggə̄ zɛ wə̄ bə ndu, wə̄ sē wān là nan zəze. Anrɛ̀n wə̄ nan kə̄jī yə̄ sē fətsɛ̀ me nàn lwè njìnjì, sē wə̄ wān nggə̄ lə nə̄ wə̄ lwè gbūgbu gùr.’
LUK.19.18	“Wān ywā nyə̄ dàn gu de, ‘Nggɔn, kə̄jī yə̄ wə̄ kan nə̄ nggə̀, nggə̄ nan ndu bə̄ yə də̀ kpə kì yə̀ ma kə tun ətù yə.’ 
LUK.19.19	Gu kàn sà gu mān de, ‘Nggə̄ lə nə̄ wə̄ lwè gbūgbu tun.’
LUK.19.20	“Gyə̄r ənywī mə̄nē bə mē kàn nyə̄ dan gu tāki kə̀ bə kya de, ‘Kyɛn kə̄jī wə̄ mē, nggə̄ lwe yə ywe kə nyə̄r ə fəkpə nkùlwè nə̄ yə man kādə kan də̄ yo. 
LUK.19.21	Nggə̄ nan ənə̀mē anrɛ̀n mpūr là te nggə̄ bə̄ wə̄ anrɛ̀n wə̄ sē wān rànkpə mwɔ̄n. Wə̄ là vūn kì yə̀ la sē mə̀wə̄ yo kpə̄ də̀ là ywē kə̄ fā kī ə lan yə̄ la sē wə̄ wān dɔ mān yo.’ 
LUK.19.22	Tāki kə̀ gu kàn sà gu mān de, ‘Wə̄ sē fə məme ənywī mə̄nē bān là nan nggə̄ ndu. Sē rɛn yə̄ ru ə nyū wə̄ yə̄ lə vūn wə̀. Wə̄ dan de nggə̄ sē wān rànkpə mwɔ̄n də̀ sē wān là vun mə̄nē kī kpə də̀ ywe sə̄ fa kī ə tswē yə̄ nggə̄ la sɔ̄n nkinē mān yo. 
LUK.19.23	Yə də̄ sē ənə̀mē, wə̄ la lwè kə̄jī mə̄nggə̀ ywē kə̄ kàn zwè ə tswē zwè kə̄jī nə̄ yə man ngun sū mān də̀ nggə̄ də̄ ngā, nggə̄ man nyə kpə̄ yə kūkwār yo mūn?’
LUK.19.24	“Ə tswēyəmē, gu kàn dàn mə̄nē bān sə̄ krē mān də̀ sə̄ gwɔ gu de, ‘Nə̄ gyə̄ kpə̄ kə̄jī yə̄ sē ə ngwɔ̀n və̄lɔn gu me də̀ man kàn yə nə̄ və̄lɔn wān mə̄gu shɛn pan gur sū mān mē.’
LUK.19.25	“Bə kan sa gu mān de, ‘Nggɔn, gu te pan gur mbɛ̄!’ 
LUK.19.26	Gu kàn dàn bə de, ‘Kān nggə̄ dan gyə̄ njìnjì, nənè wān də̀ te kī bə lə kan kənàn ngan gu mān; də̀ sē nənè wān la tè yo, màn gba sē və̆nkinē fətsɛ̀ fɔ gu te, bə lə vūn yə̄ kpə̄ dē gu ngwɔn. 
LUK.19.27	Də̀ sē mə̄nē bān là te lənggə bə nggə̄ de nə̄ nggə̄ kādə sē cūn bə yo, nə̄ gyə̄ ywē kə̄ lwè bə nyə̀ man nyə̄ nlywe bə ə nggà bēshi nggə̄.’ ”
LUK.19.28	Də̀ Yɛso dàn mə̀rɛ̄n yəmē krɛ̀, gu dòglò də̀ zər kū bə ci də̀ ywè ə Wurisheliman. 
LUK.19.29	Yə̀ gu tè hyuhyur bə̄ Betafaji bə̄ Betani, hyuhyur bə̄ gbù mgbăntə̄ gyə̀r yə̀ re Gbù 
LUK.19.30	de, “Nə̄ gyə̄ zər ywè ə gbù yə̀ sē ə nggà bēshi mē, gyə̄ də̀ ywē kə̄ sū mān, gyə̄ lə ywē kə̄ ngrɛ̄n shɔ̄ və̆jănkī fɛ bə kan lə̄ zwē, yə̀ bə la sa yə̄ kyɛn gbàngyə̀r yo. Nə̄ gyə̄ man su yə̄ də̀ man lwè yə̄ nyə̀ sə̄kànmē. 
LUK.19.31	Nənè də̀ rì gyə̄ de, ‘Sē gyə̄ là su yə̄ mūn?’ Nə̄ gyə̄ man dan gu de, ‘Gu wān sē Nggɔn de nə̄ tə̄ su yə̄ lwe ca gu mān.’ ”
LUK.19.32	Ə tswēyəmē, bə kan kūci də̀ ywe də̀ mə̀rɛ̄n yə̀ Yɛso dàn bə nyə̄ tè mān nyâr. 
LUK.19.33	Ə mkpān yə̄ bə sə̄ su və̆jănkī yə̄, tāki ywə̄ kàn rì bə de, “Sē gyə̄ là su və̆jănkī yə̄ mūn?”
LUK.19.34	Bə kan sa gu mān de, “Nggɔn tə̄ là fɔ̀ de nə̄ tə̄ lwe yə̄ ca gu mān.” 
LUK.19.35	Ə tswēyəmē, bə kan gbō və̆ shɔ̄ jănkī yə̄ ca Yɛso mān. Ə mkpān yə̄ bə lwe yə̄ ywē, bə kan kī ngwur lə̄ ətù ywə̄ də̀ ban Yɛso sa mān. 
LUK.19.36	Də̀ yə̀ gu sa ətù ywə̄ də̀ sə̀ ywè, mə̄nē jūn lə̄gā bə ngwur lə̄ ə nkɔ̀n də̀ və̆ shɔ̄ jănkī yə̄ sə̀ zər ətù ywə̄.
LUK.19.37	Ə mkpān yə̄ gu tè hyuhyur bə̄ Wurisheliman, ə tswē yə̄ nkɔ̀n ji glə̀ Gbù yə̀ Zɛtun, gbə̀jùn mə̄nē bān sə̄ zwē gu mān kan dōglo sə̄ bɛ̄ Rì kpān kpān anrɛ̀n kī nggɔn nggɔn kūkwār yə̄ bə ngrɛn.
LUK.19.38	Bə sə̄ dan nə̀nàn de,
LUK.19.38	“Cūn wān Rì là te ndu nyə, nə̄ gu Rì màn fàr nyū zəze gyɔ̄ gu!”
LUK.19.38	“Nə̄ sɔ̀n susù sē ə mkparū də̀ nggɔn nggɔn man sē bə̄ Rì!”
LUK.19.39	Ə tswēyəmē, mə̄nē bān 
LUK.19.40	Yɛso kàn sà bə mān de, “Kān nggə̄ dan gyə̄, bə də̄ kā rɛn yə̄ bə lə bɛ̀ sān Rì, mgbantə mē tukpə̀ yə lə dōglo kplɔ̄ rɛn də̀ bɛ̄ gu.”
LUK.19.41	Mkpān yə̄ Yɛso zər tè hyuhyur bə̄ Wurisheliman, də̀ ngrɛ̄n gbù yə̄, gu kàn mə̀shi kànkə̀rɛ̄ dùdu gbù yəmē 
LUK.19.42	də̀ sə̀ dan de, “Màn sē de gyə̄ lə tsə̄ nrìnrīnmē nənè wān lwe sɔ̀n susù cà gyə̄ mān, də̀ gyə̄ mē lə la tsə̄ gu yo anrɛ̀n bə mē kan gyə̄ yə krin! 
LUK.19.43	Mkpān là nyə ətù gyə̄ yə̄ mə̄nē bān sē lənggə gyə̄ lə nyə̄ kpm gyə̄ gyɔ̄ də̀ ywar gyə̄ te ə də̀ntswe kan cī kūkwār. 
LUK.19.44	Bə lə nyə̄ nlywe gyə̄ bə̄ nywɛn gyə̄ kūkwār də̀ tər mə̀kə̀ gyə̄ kankərɛ̄ kūkwār nə̀nàn, də̀ lə la kà mgbăntə̄ nə̄mān dɔn ətù nə̄mān yo, anrɛ̀n gyə̄ sə̄ kà rɛn yə̄ gyə̄ lə tsə̄ mkpān yə̄ Rì nyə̀ tswē yə̄ gu lə kpə̄ gyə̄ cūngwɔn!”
LUK.19.45	Mkpān yə̄ gu ywē kə̄ nyər Kə̄ Nggɔn yə̄ Rì, gu glā mə̄nē bān sə̄ krē mān də̀ sə̄ rɛ̄ do 
LUK.19.46	də̀ sə̀ dan bə de, “Bə car gyɔ̄ de kə̄ Tĕ Nggə̄ lə sē tswē yə̄ rɛn bə̄ Rì də̀ gyə̄ mē gyɛ̂n nyə̄ kàn yə̄ tè kə̄ yə̄ bān gĭ lə sə̀ sɔ̄n mān.” 
LUK.19.47	Zwē mbrɛ̄ mē kūkwār, gu sə̀ ywè sə̀ tsàr mə̄nē ə Kə̄ Nggɔn yə̄ Rì, də̀ mə̄nē bān sē nggɔn nggɔn bān tɔ̀ kī nə̄ Rì bə̄ bān sə̄ tsar mə̄nē bān, bə̄ bān sē nggɔn nggɔn ənywī mə̄nē, sə̄ fɔ̄ nkɔ̄n yə̄ bə lə ngun gu. 
LUK.19.48	Bə la nyə ngrɛ̄n nkɔ̄n nə̄mān yə̄ bə lə vūn gu də̀ man ngun gu yo, anrɛ̀n mə̄nē kūkwār sə̄ fɔ̄ nkɔ̄n yə̄ bə lə sə̀ gwɔ rɛn mə̄gu.
LUK.20.1	Mbrɛ̄ gyə̄r, Yɛso krè ə kplabē ə Kə̄ Nggɔn yə̄ Rì də̀ sə̀ dan mə̄nē rɛn zəze yə̄ Rì, bān sē nggɔn nggɔn bān tɔ̀ kī nə̄ Rì, bə̄ bān sə̄ tsar mə̄nē Bān, bə̄ mə̄nē lə̄nkū kan nyə bə̄ gu. 
LUK.20.2	Bə nyə rì gu de, “dan tə̄ mun, sē wə̄ kpə nggɔn nggɔn mē ə ywə̄ də̀ là nan kī mē, kē sē nggwɔ gyə̄r wān nə wə̄ nggɔn nggɔn yəmē?”
LUK.20.3	Gu kàn sà bə mān de, “Nggə̄ lə kàn ri gyə̄ rɛn gyə̄r nə̄mān nə̀nàn nə̄ gyə̄ man dan nggə̄. 
LUK.20.4	Ndu yə̄ Yɔhanan sə̀ nàn yə̄ swē mə̄nē bə̀tesə̄màn, sə̄ sē Rì wān nə̄ gu nggɔn nggɔn yə̄ gu nan ndu yəmē kē sē nēnjì?”
