MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
LUK.23.37	Ba tehina bena tetibaha, “Oi Iuda ekia obia 'arana raninai kipomu mobamaurini'o.” 
LUK.23.38	Iesu 'arana ubinai marere ha abomo weia ṉa terere aihona,
LUK.23.38	‘NEIANA HANONA IUDA EKIA OBIA 'ARANA!’
LUK.23.39	Beho haukia weia tekapa'au haukia ha Iesu ebapo'ona e'abi etibaha, “Oi bamauri haumu 'ao aha'i? Kipomu mobamaurini'o ai abomo mobamaurinamai.” 
LUK.23.40	'A 'abana ehore erikena etibaha, “Oi puma ihobona nua'ina mo Tirama a'i nuta'u aina, u? 
LUK.23.41	Aika hararua kaha'ari hanona ebero, pokina puma naha'ina hauna hanona eka babai ihobonai, 'a hau neiana hanona taba ha'i ebabai ki'ana.” 
LUK.23.42	Haeamona ia e'abi etibaha, “Iesu e, emu obia aiarana kokatoto raninai au koraonana'u.” 
LUK.23.43	Iesu ia ehina bena etibaha, “'Abi tohana au oi nahina beni'o, bariu rani neianai oi mai au hararua hanona paradiso aonai kahamiaho.”
LUK.23.44	Ihobona matoha atiaha hororo aonai beraura ewapura, abomo wapura hanopaka maikoina ekaiabuna eaomo beraura hoana aihau. 
LUK.23.45	Abomo marea robe aona i'aea hurina habunina etapa boana rua.
LUK.23.46	Iesu eapari aota, “Hama'u e, auba'u imamuai nautana.” Ua e'abi aiho murinai e'ari.
LUK.23.47	Weiana huari poki hauna taba terama haukia eihanakia aonai Tirama ebanamona etibaha, “'Abi tohana hau neiana hanona bero hauna.”
LUK.23.48	Baiaruru haukia weia teto'una taba terama teihanakia raninai, haharakia teahu ahunakia mai aoko'okia temue aiara teao.
LUK.23.49	'A Iesu te'iobina haukia ikoikiai mai babi'e weiakia murinai te'au Galileai temai haukia atau'ai tekoroti taba terama haukia teihanakia.
LUK.23.50	Bakai apa'uana hauna ha atana Iosepa ia hau namona abomo aka bero hauna, 
LUK.23.51	ena aiara hanona Arimatea Iudea aiarana ha, Tirama ena obia aiarana ne'imana kemai. Ia bakai apa'uana haukia ekia raona mai babai a'i ea'i taeanakia. 
LUK.23.52	Hau neiana eao Pilato herena Iesu hauanina enoi aina. 
LUK.23.53	Weiana ia Iesu hauanina ea'i obona habuni imukinai e'apana 'ariahana pihara tekuina 'urina aonai ehorotina, 'uri weiana hanona tai aha'i tihore bahana. 
LUK.23.54	Rani weiana hanona a'ia'i harai wapuna abomo beraura robena aba kea'i ramana.
LUK.23.55	Babi'e weiakia Iesu kipokia Galileai temai babi'ekia Iosepa murinai teao, 'ariahana mai Iesu hauanina aea tebaenoti aihona teiha haraina. 
LUK.23.56	Weiana ia temue teao aiara muramura timikia namokia mai hauna katetarona tehorokia teba'orunakia. Ba beraura robenai tearai rauhubu taina.
LUK.24.1	Hui beraurana kori 'uainai raurani 'amari 'amarinai babi'e muramura timikia namokia teba'orunakia haukia tea'inakia 'ariahana teao. 
LUK.24.2	'Ariahana ikaiabuna piharana aba ehere pare atau'ai teihana. 
LUK.24.3	Ia 'ariahana aonai tetoto raninai Iesu Obiapaka hauanina a'i teihana. 
LUK.24.4	Weiana paunai tekoroti aokia earo'ari aonai hau rua ekia habuni 'imare 'imarekia beronai herekia tekoroti. 
LUK.24.5	Babi'e teta'u ki'a tekuti wairakia 'ano eao, hau rua babi'e tebakainakia tetibaha, “Taba buonai emauri hauna 'ari haukia baiatakiai tutabuna. 
LUK.24.6	Ia hanona neia aha'i. Ia aba emikiri mue! Galileai emiaho oho aonai wai ehina benimi 'abina tomoraonana. 
LUK.24.7	Etibaha, ‘Maearima Nahuna hanona ki'a haukia imakiai kateutana, matiu ibiri ropo 'ubiai kateahu 'arina haeamona wapu ibaihauna murinai kemikiri mue.’”
LUK.24.8	Weia ia Iesu ena 'abi teraona tinanakia. 
LUK.24.9	'Ariahanai temue temai raninai taba neiakia ikoikiai i'abana haukia harauhaea hamomo mai harina baika herekiai tehinanakia. 
LUK.24.10	Babi'e neiakia Maria Magadala babi'ena, Ioana, Iakobo hinana Maria, mai babi'e baika te'abanakia haukia kipokia pou neiana iuhubeau haukia herekia tehinana. 
LUK.24.11	Iamo iuhubeau haukia babi'e ekia 'abi ori 'abaeanai tebaona buonai a'i tebatohana. 
LUK.24.12	'A Petero emikiri ebeau eao 'ariahana. Ekuti aona eribana te'apana habunikia mo weia kipokia tenoti 'abaea eihanakia, emue ena itu eao aonai kipona aona earo'ari taba weiana erama hauna paunai.
LUK.24.13	Rani weiana hamona aonai Iesu i'abana haukia rua tiao aiara ha atana Emao, aiara weiana mai Ierusalema baiatakia ena homa'a hanona kilometa harauhaea hamomo 'abana. 
LUK.24.14	Taearai teka'a aonai taba neiakia ikoikiai terama haukia terarua baiatakiai te'abi 'abi ainakia. 
LUK.24.15	Ba terarua te'abi 'abi mai terobahu aonai Iesu kipona emai herekia teka'a oioi. 
LUK.24.16	'A maearimana teihana ia a'i te'iobina ia hanona Iesu.
LUK.24.17	Iesu ia ebakainakia etibaha, “Wai torarua ka'amiai taba robana tuahuna?” Terarua tekori 'ororo wairakia mai birabirakia. 
LUK.24.18	Ha weiana atana Kaleapa ebakai bakai etibaha, “Ierusalema aonai oi pa'e ikupaiamu mo taba rani murikai terama haukia a'i o'iobinakia?” 
LUK.24.19	Ia ebakainakia etibaha, “Aka tabakia?”
LUK.24.19	Hau rua tetibaha, “Iesu Nasareta hauna pouna. Ia hanona mahabanai hauna, Tirama mai maearima ikoikiai wairakiai ena 'abi mai aka tehiabu wairai. 
LUK.24.20	Robe haukia apa'uakia mai aiara haukia apa'uakia ia Roma haukia tebenakia matiu ibiri ropo 'ubinai teahu 'arina. 
LUK.24.21	'A ai taraonana ia hanona aika Isaraela hauka kebamaurinaka hauna.
LUK.24.21	Haeamona taba neiakia terama wapu aihau teore. 
LUK.24.22	Babi'e baika baiatamai ai tebata'u ta'u hurinamai. Ia raurani amarinai teao 'ariahana hanona 
LUK.24.23	Iesu hauanina a'i tetabu ahina temue temai te'abi aneru teihanakia abomo aneru weiakia ia tehina benakia, ‘Iesu hanona aba emauri mue.’ 
LUK.24.24	Ba 'abamai baika teao 'ariahana teihana hanona babi'e te'abi ihobonai mo tetabu ahina, 'a Iesu hauanina a'i teihana.”
LUK.24.25	Iesu ehina benakia etibaha, “Hama ṉa topo'o aiho abomo mahabanai haukia taba tehina haukia ibatohakiai aomi temahari. 
LUK.24.26	Keriso ṉa kehaiara aiho 'uai ba ena nuabi aonai ketoto, weiana a'i ṯo'iobina, u?” 
LUK.24.27	Iesu hanona Mose mai mahabanai ekia rere rereai ea'i ramana Puka Robena aonai ia kipona 'abina maikoinai hau rua eba'iobinakia.
LUK.24.28	Aiara tiao hauna aba herekiai ba Iesu hanona kekabero ṉa ehoma. 
LUK.24.29	'A terarua tebamuena te'abi tetibaha, “Beraura aba kekaihuna abomo aba kerabi, kipokia pahamiaho.” Ba ia ekatoto kipokia katemiaho. 
LUK.24.30	Weiana aniani 'ekanai kipokia temiati raninai Iesu ehore parawa ea'ina ebanamona ehobina terarua ebenakia. 
LUK.24.31	Ba mahakia teno'a aokia tea weia te'iobina ia hanona Iesu, haeamona wairakiai e'akauma 'abaea. 
LUK.24.32	Ia terarua kipokia te'abi tetibaha, “Taearai ehina benaka abomo Puka Robena 'abikia eba'iobinaka raninai matoha iruba aokai eara, uhe?”
LUK.24.33	Terarua beronai temikiri temue Ierusalema teao, i'abana haukia harauhaea hamomo 'abakia kipokia tito'u haukia tetabu ahinakia. 
LUK.24.34	Ia hau rua tehina benakia tetibaha, “Obiapaka hanona emikiri toha, Simona herenai ewaira tina.” 
LUK.24.35	Weiakia terarua taearai taba erama pouna abomo parawa ehobina aonai aokia ea Iesu te'iobina pouna tehinanakia.
LUK.24.36	'Abi weiakia tehina oho mo aonai Iesu tohana ia baiatakiai ekoroti abomo e'abi etibaha, “Baibua wai heremiai!” 
LUK.24.37	Ia ikoikiai teta'ukia mai ubo ea'inakia, teraonana biriua teihana. 
LUK.24.38	'A Iesu ehina benakia etibaha, “Ae homa buonai tuta'u mai aomi tikai'au kai'au. 
LUK.24.39	Ima'u mai ae'u tomoihanakia tomoa'i hobona'u tomo'iobina'u, Ṉahuna au toha'u pokina auba hanona bitiona mai huriana aha'i ia au hanona mai eu'u.” 
LUK.24.40	'Abi weiana ehinana murinai imana mai aena ebaihanakia. 
LUK.24.41	Ia teaonamo ki'a baha paunai Iesu a'i tebatoha bahana aokia raona raona ebonu buonai ia ebakainakia etibaha, “Wai taba katoani hauna ha ṉa'a?” 
LUK.24.42	Ia maia ha aba eawati hauna hana papana tebena. 
LUK.24.43	Weiana ia ea'ina wairakiai eana.
LUK.24.44	Ba Iesu ia ehina benakia etibaha, “Au wai heremiai amiaho oho aonai taba robakia ahu haukia neiakia, Au pou'u tererenakia Mose ena rauhubuai mahabanai haukia ekia rere rereai mai Salamo aonai haukia ikoikiai katetoha.” 
LUK.24.45	Weiana aokia ebaeanakia Puka Robena obona kateobo. 
LUK.24.46	Haeamona Iesu ia ehina benakia etibaha, “Puka Robenai ṉa terere aihona. Bamauri hauna hanona kehau haiara abomo 'ariai kemikiri mue wapu ibaihaunai. 
LUK.24.47	Ia atanai raona kabe mai ki'a ihina haokia poukia kateiroro ainakia Ierusalema ai katea'i ramana keaomo hanopaka ikoikiai aokiai. 
LUK.24.48	Wai hanona taba neiakia poukia ibatohakia haumi. 
LUK.24.49	Aia'u tomona. Hama'u Auba Robe e'uahi 'uaina hauna au kipo'u kauhuna kemai ahamiai, 'a wai hanona Ierusalema aonai katobai'ima keao mo hiabu 'ubiai kemai hauna katoa'ina.”
LUK.24.50	Iesu ia aiara apa'uanai ebakarahinakia teao Betani herena tainai, ba imana ea'i taea banamo ebenakia. 
LUK.24.51	Nibanamonakia aonai Tirama ehore herekiai ea'i taeana eaoaina kupa. 
LUK.24.52	Ia tekuti aina ba mai aonamokia temue teao Ierusalema. 
LUK.24.53	Rani ikoinai teao Marea Robe aonai temiaho Tirama tebanamona.
JHN.1.1	Bahabana 'akinai hanopaka a'i erama baha aonai 'Abi hanona aba ua'a, 'Abi hanona Keriso, 'Abi hana Tirama ohi temiaho, 'Abi hanona Tirama. 
JHN.1.2	Ia hana bahabana 'akinai Tirama ohi temiaho. 
JHN.1.3	Tirama ebabai tabakia ikoikiai hana 'Abi weianai terama, terama tabakia ikoikiai hanona ha kipona a'i erama. 
JHN.1.4	'Abi hanona mauri pokina, ba mauri weiana hanona maearima ekia ea. 
JHN.1.5	Ea hanona e'ara wapura aonai, ia wapura hana ea a'i nihao abuna.
JHN.1.6	Tirama hau ha euhuna emai, ia atana hanona Ioane. 
JHN.1.7	Ia emai maearima herekiai ea pouna kehinana, ia paunai maearima ikoikiai ea pouna kateona ba katea'ikakauma. 
JHN.1.8	Ia kipona hanona ea weiana aha'i, ia ea pouna kehinana paunai emai. 
JHN.1.9	Ea tohana hanona emai hanopakai maearima ikoinai herekiai kebaeanakia.
JHN.1.10	Ia hanona hanopaka aonai, hanopaka hanona ia 'eunai erama, iamo hanopaka hanona ia a'i e'iobina. 
JHN.1.11	Ia ena hanopaka tohana haukia herekia emai, ia kipona ena maearima tohakia hanona a'i tea'i taeana. 
JHN.1.12	Ia tia'i taeana mai atana tia'ikakaumana haukia ikoikiai hanona bero ebenakia Tirama nahunai kateao. 
JHN.1.13	Tirama nahunai teao haukia hanona maearima ekia rama taearanai aha'i, 'ao hauani ena nuataeai aha'i, 'ao maearima ha ena nuataeai aha'i, ia Tirama ena nuataeai terama.
JHN.1.14	'Abi weiana hanona maearima hauaninai emai, baiatamai ai kipokia tamiaho. Ena nuabi taihana, nuabina weiana hanona Hamana herenai emai Nahuna hamohamona 'euna, ia aonai aoko'o hoana mai 'abi tohana ebonu 'auna. 
JHN.1.15	Ioane ehore ia pouna ehinana eio etibaha, “Au pouna ahinana hauna hanona neiana, atibaha, ‘Au muri'uai nimai hauna etara haona'u pokina ia hauna emiaho 'uai ba au arama.’”
JHN.1.16	Ia aoko'o hoanai ebonu 'auna ba aika ikoikai banamo ia herenai naha'ihao a'ihaona. 
JHN.1.17	Tirama rauhubu ebenaka Mose imanai, ia aoko'o hoana mai 'abi tohana hanona Iesu Keriso herenai temai. 
JHN.1.18	Hau ha Tirama a'i eiha 'apuana, 'a Nahuna hamohamona Tirama herena 'akinai nemiaho mai ia kipona abomo Tirama, ia hauna ehore Tirama eba'iobinaka.
JHN.1.19	Weia Ierusalemai Iuda haukia apa'uakia tehore robe haukia mai Lebi haukia teuhunakia teao Ioane herena katebakaina ia hanona tai. 
JHN.1.20	Ioane a'i ebuniai ia ehina pou haraina etibaha, “Au hanona Keriso
JHN.1.21	Ia tebakaina tetibaha, “Ba oi hanona tai? Oi hanona Elia?” Ia e'abi etibaha, “Au Elia aha'i.” Ia tebakai muena tetibaha, “Oi mahabanai haumu 'ao?” Ekia 'abi ebamuena etibaha, “Aha'i.” 
JHN.1.22	Ua buonai ia tehina bena tetibaha, “Mohina benamai oi hanona tai. Emu 'abi kataeaoaina teuhunamai haukia katahina benakia. Oi kipomu poumu aea nohina aihona?” 
JHN.1.23	Ioane ekia 'abi ebamuena etibaha, “Au hanona mahabanai hauna Isaia ena rererere 'abina,
JHN.1.23	ia e'abi etibaha,
JHN.1.23	‘Aia ha hano'akunai eio hauna
JHN.1.23	etibaha,
JHN.1.23	Obiapaka ena ka'a taearana
JHN.1.23	tomobaberona kekana.’” 
JHN.1.24	Baika hanona Parisea haukia teuhunakia haukia, 
JHN.1.25	haeamona tebakaina tetibaha, “Oi Keriso aha'i 'ao Elia aha'i 'ao mahabanai haumu aha'i raninai aehoma buonai nuba'uere robe?” 
JHN.1.26	Ioane ehina benakia etibaha, “Au beiai naba'uere robenimi, 'a wai baiatamiai a'i ṯo'iobina hauna ha ekoroti. 
JHN.1.27	Ia hanona muri'uai nimai, iamo ia eapa'ua ba au, ia ena tamaka warokia karubunakia abomo here'uai a'i ketaina.” 
JHN.1.28	Neiakia ikoikiai hanona Ioane Ioridana ate abirana Betaniai eba'uere robe aonai terama.
JHN.1.29	Erani Ioane ehore Iesu eka'a herena nimai hanona eihana ba e'abi etibaha, “Tomoihana Tirama ena mamoe nahuna hanopaka ena ki'a ibua parena hauna. 
JHN.1.30	Maraniai au robana ahuna hauna neiana atibaha, ‘Muri'uai nimai hauna hanona au etara haona'u, pokina ia emiaho 'uai ba au arama.’ 
JHN.1.31	Au kipo'u ia a'i a'iobina, ia au amai beiai kaba'uere robe hana ia kabawaira tinana Isaraela haukia ia kate'iobina paunai.”
JHN.1.32	Ba Ioane ia pouna ehinana etibaha, “Au Auba Robe aihana rauria 'abana kupai eriri ia ahanai ehiri'au. 
JHN.1.33	Au a'i a'iobi bahana, ia weiana euhuna'u beiai kaba'uere robe ṉa ehoma Tiramana ehina bena'u etibaha, ‘Ahanai Auba Robe keriri kehiri'au koihana hauna ko'iobina ia hanona Auba Robe ai keba'uere robe.’ 
JHN.1.34	Au maha'uai aba aihana ba nahina pouna neiana hana Tirama Nahuna.”
JHN.1.35	Erani Ioane haeamona weia i'abana haukia rua kipokia tekoroti. 
JHN.1.36	Ia Iesu nikabanai eihana raninai e'abi etibaha, “Tomoihana Tirama ena mamoe nahuna.” 
JHN.1.37	Ioane i'abana haukia rua ia e'abi aiana teona raninai teao Iesu murinai teka'a. 
JHN.1.38	Iesu eiha kabe murinai tika'a haukia eihanakia ba ebakainakia etibaha, “Wai taba ṯonuatae aina?” Ia ena 'abi tebamuena tetibaha, “Rapi e, oi ae'eai nomiaho?” (Maeakiai Rapi anina hanona ‘ba'iobi hauna.’) 
JHN.1.39	Ia ehina benakia etibaha, “Tomai tomoihana.” Ba teao ena emiaho 'ekana teihana, weiana hanona beraura ebaeno hoana bani, ia kipokia temiaho.
JHN.1.40	Weiakia terarua Ioane e'abi aiana teona abomo Iesu murinai teao haukia ha hanona Anderea, ia hanona Simona Petero hatina. 
JHN.1.41	Anderea beronai a'ana Simona etabu ahina ba ehina bena etibaha, “Ai Mesia aba tatabu ahina.” (Mesia anina hanona Keriso, Bamauri hauna.) 
JHN.1.42	Ba ia Simona eaoaina Iesu herena. Iesu Simona eiha 'ini 'inina e'abi etibaha, “Oi atamu hanona Simona, Ioane nahuna, bariu oi atamu kateaparina Kepa.” (Kepa hanona ihobona Petero, anina hanona pihara.)
JHN.1.43	Erani Iesu enuatae keao Galilea aonai, Pilipo etabu ahina ba ehina bena etibaha, “Muri'uai omai.” 
JHN.1.44	Pilipo hanona Betesaida hauna Anderea mai Petero 'abakia. 
JHN.1.45	Pilipo ehore Natanaela etabu ahina ehina bena etibaha, “Mose rauhubu aonai pouna ererena abomo mahabanai haukia ekia pukai tererena hauna ai aba tatabu ahina. Ia hanona Nasareta hauna Iesu, Iosepa nahuna.” 
JHN.1.46	Natanaela ehore ebakai bakai, “Nasareta ai taba namona ha ua'a ha kerama ketaina, u?” Pilipo etibaha, “Omai mo, moihana.”
JHN.1.47	Iesu Natanaela eka'a herena nimai eihana raninai pouna ehinana, “Ia hana Isaraela hauna tohana. Ia aonai bai'oi hoana ha aha'i.” 
JHN.1.48	Natanaela ehore ebakaina, “Aea o'iobi aihona'u?” Iesu ia ena 'abi ebamuena etibaha, “Oi suke matiuna ba'anai aiha 'uaini'o ba Pilipo eaparini'o.” 
JHN.1.49	Ba Natanaela e'abi etibaha, “Ba'iobi haumu e, oi hana Tirama nahuna. Oi hana Isaraela ekia obia arana.” 
JHN.1.50	Iesu ia ehina bena etibaha, “Au a'abi suke matiuna ba'anai aihani'o buonai nua'ikakaumana'u, u? Neiana mo aha'i, wairai oi hana taba rarikia koihanakia.” 
JHN.1.51	Haeamona ehina benakia etibaha, “'Abi tohana au wai nahina benimi, kupa kekaikau Tirama ena aneru katekara'au kateriri au Maearima Nahuna aha'uai katoihanakia.”
JHN.2.1	Wapu rua murinai Galilea Kana aiarana aonai hawainibe tatuna ha erama. Iesu hinana hanona weia, 
JHN.2.2	Iesu mai i'abana haukia kipokia abomo tebeaunakia teao hawainibe tatuna weianai. 
JHN.2.3	Tatu aonai bine beina teinu orena raninai Iesu hinana ehore Iesu haianai e'abi etibaha, “Ia herekiai bine beina aba eore.” 
JHN.2.4	Iesu e'abi etibaha, “Hina'u, taba buonai ekia aro'ari hauna au nubena'u. Au e'u rani a'i nitai bahana.” 
JHN.2.5	Ia hinana ta'ara'i haukia ehina benakia etibaha, “Ia taba ṉa keho hanona maikoinai katobabai.”
JHN.2.6	Weia pihara puoukia 'abaihau tekoroti, Iuda haukia ekia hoahoa taikia weia bei katerai'au imakia mai aekia kateutu, puou ha ha aokiai beibei matoha harau rua 'ao harau aihau 'abakia. 
JHN.2.7	Iesu ta'ara'i haukia ehina benakia etibaha, “Puou aokiai bei tomoba bonunakia.” Ua buonai teheinakia tebabonu teao 'ako'akokiai. 
JHN.2.8	Ba ia ehina benakia etibaha, “Bariu harua tomorai 'aunakia tomoaoaina tatu iha'ini hauna tomobena.” Ba harua teraina teaoaina ia tebena. 
JHN.2.9	Tatu neiha 'inina hauna bei weiana bine beinai eao hauna einu hobona, ae'e ai emai hanona ia a'i e'iobina, ta'ara'i haukia bei teraina haukia mo te'iobina. Ba iha'ini hauna hawainibe mahamaha hauna eaparina haiahaiai, 
JHN.2.10	e'abi etibaha, “Maearima ikoikiai hanona bine beina namona tibeni 'uainakia, ba ṯeinu 'ari murinai bine beina 'ama'amana tibenakia, ia oi hanona bine beina namona obamauaina emai mo bariu obaibeni.”
JHN.2.11	Iesu bata'uta'u huri hoana kori'uaina neiana ebabaina Galilea Kana aonai. Ena nuabi ebawaira tinana ba i'abana haukia ia tea'ikakaumana.
JHN.2.12	Tatu neiana murinai Iesu hinana hatina mai i'abana haukia kipokia teao Kaperanauma ua'a temiaho wapu baika teao.
JHN.2.13	Iuda haukia ekia Kabanai tatuna beraurana ekaibari buonai Iesu ekara'au Ierusalema eao. 
JHN.2.14	Ua'a marea robe aonai hanona poromakau, mamoe, rauria tikawakawa ainakia haukia mai moni tia'i banai haukia temiati eihanakia. 
JHN.2.15	Ba i'ati'ati 'anauana ha ebabaina 'anauai marea robe aonai poromakau mai mamoe ikoikiai eura ahinakia, moni a'ibanai haukia ekia moni ebarobo otarainakia ekia itara etori ku'a banainakia. 
JHN.2.16	Weiakia rauria tikawakawa ainakia haukia herekiai e'abi etibaha, “Neiakia tomoa'i katu'anakia 'eka neianai. Hama'u ena itu hanona wai emi kawakawa 'ekanai a'i tomobaona!” 
JHN.2.17	Ba i'abana haukia Puka robena aba tererena 'abina teraona tinana, “Oi emu itu iraona'au aina hanona au ao'uai iruba niara 'abana.”
JHN.2.18	Ba Iuda haukia apa'uakia tehore Iesu tebakaina tetibaha, “Bata'uta'u huri hoana tabana ai kobaihanamai hanona katabatohani'o oi mai emu bero neiakia ikoikiai nubabai.” 
JHN.2.19	Iesu ekia 'abi ebamuena etibaha, “Marea robe neiana tomoahu 'iti'itina, au wapu aihau aonai kabakori muena.” 
JHN.2.20	Iuda haukia apa'uakia te'abi tetibaha, “Marea robe neiana tebabaina ihauna hanona bariabui 'abaihau, ia wapu aihau aonai aea kobakori mue aihona?”
JHN.2.21	'A Iesu marea robe robana eahuna hauna hanona ia kipona hauanina. 
JHN.2.22	Weiana Iesu 'ariai emikiri mue murinai ia i'abana haukia ena 'abi ehinana hauna teraona tinana. Ba Puka robena mai Iesu ehina 'abikia tebatohanakia.
JHN.2.23	Iesu Kabanai tatuna aonai Ierusalema ai emiaho, maearima bo'ona bata'uta'u huri hoakia ebabai teihana hanona tea'ikakaumana. 
JHN.2.24	'A Iesu kipona hanona maearima a'i ebatohanakia pokina ia hanona ikoinai e'iobinakia. 
JHN.2.25	Iesu kipona maearima aokiai ṯemiaho tabakia aba e'iobinakia paunai, hau ha a'i kehore maearima poukia ia herenai a'i kehinanakia.
JHN.3.1	Parisea hauna ha atana Nikodemo ia hanona Iuda haukia ekia hau apa'uana ha. 
JHN.3.2	Rabi ha ia eao Iesu herena ehina bena etibaha, “Ba'iobi haumu e, ai ṯa'iobina oi hanona Tirama herenai omai. Oi bata'uta'u huri hoakia nubabai hanona Tirama ia herenai aha'i hauna ha a'i kebabaina hoakia oi nubabai.”
JHN.3.3	Iesu ia ena 'abi ebamuena etibaha, “'Abi tohana au oi nahina beni'o, maearima ha a'i kerama mue raninai ia hanona Tirama ena obia aiarana a'i keiha 'apuana.” 
JHN.3.4	Weiana Nikodemo ebakai bakai etibaha, “Maearima aba eapa'ua raninai ia aea kerama mue aiho? 'Abi tohana rani ibaruana ia hinana nuanai a'i ketoto mue haeamona a'i kerama.”
JHN.3.5	Iesu ia ena 'abi ebamuena etibaha, “'Abi tohana au oi nahina beni'o, maearima hanona beiai mai Auba Robeai a'i kerama mue raninai ia hanona Tirama ena obia aiaranai a'i ketoto 'apuana. 
JHN.3.6	Hauani nihore hauani nibaramana, ia Auba Robe nihore auba nibaramana. 
JHN.3.7	Ahina beni'o korama mue 'abina hauna a'i kobaoao aina. 
JHN.3.8	Baura niabu nenuatae aina 'ekanai niao, ia oi hanona 'uruna mo nuona, ia ae'eai nimai 'ao aeana niao hanona a'i o'iobina. Auba Robe ai terama haukia ikoinai abomo uamo homana.”
JHN.3.9	Nikodemo ehore ia ebakai muena etibaha, “Taba neiakia aea katerama aiho?” 
