GEN.1.1	Ndee jaxtnañuꞌu ja ni junkoo ñuyiu, ni saꞌa ia Dios andivi jin ñuyiu. 
GEN.34.28	Te ni ka jakai ndikachi vi isndiki vi ndiꞌi kiti jiso vi ndiꞌi ja oo ñuu yun vi ja oo nuu ñundeꞌi yun. 
GEN.34.29	Vi ni ka jisoi ndiꞌi ndatniuu ja ni ka onevaꞌa ñayiu ñuu yun vi ndiꞌi suchi kueli vi ñasiꞌi ñuu yun, te vi ni ka suꞌu ndiꞌi nagua ka oo nuu in in veꞌe yun.
GEN.34.30	Yun te jiñaꞌa Jacob nuu Simeón vi Leví:
GEN.34.30	―Ni ka saꞌa kueꞌe ña ron ja siun ni ka saꞌa neꞌe ka saꞌa yichi ron ñayiu ñuu yaꞌa. Te vi kuni uꞌu ña ñayiu cananeo vi ñayiu ferezeo, te ja siaꞌa joo ni teyii nevaꞌa rin, te nuu na vi xtutu tnaꞌa de, te ndontakuei de siki rin ja vi kaꞌni ña de, te vi kundee de vi kaꞌni ña de jin ndiꞌi ñayiu veꞌe rin ―jiñaꞌa de.
GEN.34.31	Su yun te ka jiñaꞌi:
GEN.34.31	―Nuu saa, ¿te a vi kuandetu san ja saꞌa ña tee yun jin kuaꞌa san na kuinio in suchi xiko mai? ―ka jiñaꞌi.
GEN.35.1	Te jiñaꞌa ia Dios nuu Jacob:
GEN.35.1	―Ndakoo te makanuu Betel, te yun koo ron, te saꞌa ron in altar Dios yun, ia ni skuni ña jin ron na jino yuꞌu ron nuu ñani ron Esaú ―jiñaꞌa ya.
GEN.35.2	Yun te jiñaꞌa Jacob nuu ñayiu veꞌe de vi nuu ndiꞌi ñayiu ka oo jin de:
GEN.35.2	―Vi skana ni chuꞌchi inka ñuu ja ka nevaꞌa in in ni, te vi ndasavii ni maa ni, te vi ndasama ni saꞌun ka niꞌnu ni. 
GEN.35.3	Te vi ndakoo ni, te na vi kanuo Betel, chi yun saꞌa san in altar Dios, ia ni onini ja ni jikantaꞌu san kiuu ni tnaꞌa san tnundoꞌo, te ndee kiuu yun oo ya jin san nuu ichi jika san ―jiñaꞌa de.
GEN.35.4	Te saa ni kuu ja ka jiñaꞌi chuꞌchi inka ñuu ja ka nevaꞌi nuu Jacob, vi ja ka yiꞌi soꞌi, te ni tayuꞌu Jacob nduꞌu in tnundii ja nukuiin yatni ñuu Siquem. 
GEN.35.5	Te ni kekuei de kuaꞌankuei de, te ni saꞌa ia Dios ja ni ka yuꞌu ndevaꞌa ñayiu ka oo sava ka ñuu yatni yun, te yun guaa ña ni kikuei ini ja vi sondikin ñai jin seꞌe Jacob.
GEN.35.6	Te ni kentakuei Jacob in ñuu nuu ni onani Luz ja nani Betel vitna ja oo nuu ñuꞌu ñuu ñayiu cananeo, ni jino de jin ndiꞌi ñayiu ja ka oo jin de. 
GEN.35.7	Te ni saꞌa de in altar yun, te ni xnani de El-betel,
GEN.35.8	Yun te ni jiꞌi Débora, ñaꞌa ni ojito ña jin Rebeca nuu lule ña, te ni jinkoyuꞌu ña Betel nduꞌu in tnundii, te ni jinkonani yun Alón-bacut.
GEN.35.9	Te skuni tuku ña ia Dios inka jichi jin Jacob nuu ni ndajiokuiin de ja ni oo de ñuu Padan-aram, te ni kaꞌan vii ni kaꞌan vaꞌa ya jin de. 
GEN.35.10	Te jiñaꞌa ia Dios:
GEN.35.10	―Sivi ron kuu Jacob, su ma konani ka ron Jacob, chi Israel kokuu sivi ron ―jiñaꞌa ya.
GEN.35.10	Te ni xnani ña ya Israel jin de. 
GEN.35.11	Te suni jiñaꞌa ka ia Dios:
GEN.35.11	―Maa rin kuu Dios kaꞌnu ja ndiꞌi ni ja kuu saꞌa rin, te vi taꞌu kuaꞌa ron ja vi kaya kuaꞌa ndevaꞌa ron, te vi kokuu ron in ñuu, te neꞌu ron kekuei kuaꞌa ñuu naꞌnu, te suni neꞌu maa ron kekuei kuaꞌa rey ja vi kokuu de niñi xikui ron. 
GEN.35.12	Te nuu maa ron taa rin ñuꞌu ja ni jiñaꞌa rin nuu Abraham vi nuu Isaac, te nuu na kuu ron te kuñaꞌa rin ñuꞌu ñuu yaꞌa nuu ndikin tata ron ―jiñaꞌa ya.
GEN.35.13	Te kuaꞌan ia Dios nuu ni ka oo ya jin Jacob ja ni kaꞌan ya nuu de. 
GEN.35.14	Yun te ni jani ndichi Jacob in kava ja kokuu in seña nuu ni kaꞌan de jin ia Dios, te siki kava yun ni joso de nduxi uva vi texeꞌen. 
GEN.35.15	Te ni xnani Jacob nuu ni kaꞌan Dios jin de Betel.
GEN.35.16	Nuu kuee ka, te ni kekuei de ñuu Betel kuaꞌankuei de, su jaꞌni ka ña joo ja kentakuei de ñuu Efrata, te ni tuu Raquel ja kaku lulu ña, su kuaꞌa tnundoꞌo oo ja kaku lulu ña. 
GEN.35.17	Te ja siun kuaꞌa tnundoꞌo ja kaku lulu ña, te jiñaꞌa ñaꞌa tatna ja jito ña yun:
GEN.35.17	―Ma yuꞌu ni, chi suni koo in seyii luluu ni ―jiñaꞌa ña.
GEN.35.18	Su vi nuu kuyatni ja kana anu ña ja kuu ña, te ni xnani ña jin Benoni,
GEN.35.19	Saa ni kuu ja ni jiꞌi Raquel, te ni jinkoyuꞌu ña ichi kuaꞌan ñuu Efrata ja kuu ñuu Belén. 
GEN.35.20	Te ni jani ndichi Jacob in kava kaꞌnu jite siki yau ñaña yun, te kava yun kuu in seña ja yun yiyuꞌu Raquel ndee kiuu vitna.
GEN.35.21	Yun te kuaꞌan Israel ja ni yaꞌa de ñuu Migdal-edar, te ichi yun ka ni saꞌa de veꞌe saꞌun ja ni ka oo de. 
GEN.35.22	Te nini ka oo Israel nuu ñuꞌu yun, te ni jaꞌan Rubén, te ni ka kixin jin Bilha inka ñasiꞌi tatai, te ni jini soꞌo de ja siun ni saꞌi.
GEN.35.22	Te uxi uu seyii Israel ka oo. 
GEN.35.23	Te seyii Lea ka kuu Rubén, seyii xtnañuꞌu Jacob jin ña, vi Simeón vi Leví vi Judá vi Isacar vi Zabulón. 
GEN.35.24	Te seyii Raquel ka kuu José vi Benjamín. 
GEN.35.25	Te seyii Bilha, ñaꞌa jinokuechi nuu Raquel, ka kuu Dan vi Neftalí. 
GEN.35.26	Te seyii Zilpa, ñaꞌa jinokuechi nuu Lea, ka kuu Gad vi Aser. Suchi yaꞌa ni ka okuu seyii Jacob ja ni ka kakui ñuu Padan-aram.
GEN.35.27	Yun te saa ni ndajino Jacob nuu oo tata de Isaac ñuu Mamre ja tnii ñuu Arba ja kuu Hebrón ñuu nuu ni ka oo Abraham vi Isaac. 
GEN.35.28	Te ni oteku Isaac ciento kuun xiko kuia. 
GEN.35.29	Te ni kana anu Isaac, te ni jiꞌi de ja ni yii ndevaꞌa de ja ni oo de kuaꞌa ndevaꞌa kuia, te ni ka tayuꞌu ña seyii de Esaú jin Jacob.
GEN.36.1	Ndiꞌi ñayiu yaꞌa ka okuu ndikin tata Esaú ja suni nani de Edom.
GEN.36.2	Te ni nduku de ñasiꞌi de neꞌu sesiꞌi ñayiu ñuu Canaán, te in ña kuu Ada, sesiꞌi Elón tee heteo, te inka ña kuu Aholibama, sesiꞌi Aná, seyii Zibeón, tee heveo. 
GEN.36.3	Te inka ña kuu Basemat sesiꞌi Ismael, kuaꞌa tee nani Nebaiot.
GEN.36.4	Te seyii Ada jin Esaú kuu Elifaz, te seyii Basemat kuu Reuel. 
GEN.36.5	Te seyii Aholibama ka kuu Jeús vi Jaalam vi Coré. Suchi yaꞌa ka kuu seyii Esaú ja ni ka kakui ñuu Canaán.
GEN.36.6	Te ni jaka Esaú ñasiꞌi de vi seyii de vi sesiꞌi de vi ndiꞌi ñayiu veꞌe de vi kiti kuechi vi kiti jiso vi ndiꞌi nagua ni jinkonevaꞌa de nuu ñuꞌu ñuu Canaán yun, te kuaꞌan de inka ñuu ja ni ka kusiin de jin ñani de Jacob. 
GEN.36.7	Chi ndi nduu de ni ka kuu kuika ndevaꞌa de, te ña ni kuu ka ja vi koo in ni de, chi ña ni kenta ka nuu ñuꞌu yun ja vi koo kiti de. 
GEN.36.8	Te ni jino Esaú ja ni jinkoo de yuku ja tnii Seir, te Esaú kuu Edom.
GEN.36.9	Te ñayiu yaꞌa ka kuu ndikin tata Esaú, yua ñayiu edomita ja ka oi yuku Seir. 
GEN.36.10	Te yaꞌa ka kuu sivi seyii Esaú: Elifaz kuu seyii Ada ñasiꞌi Esaú, te Reuel kuu seyii Basemat ñasiꞌi Esaú. 
GEN.36.11	Te seyii Elifaz ni ka okuu Temán vi Omar vi Zefo vi Gatam vi Cenaz. 
GEN.36.12	Te Timna ni okuu inka ñasiꞌi Elifaz seyii Esaú, te ni oo in seyii ña ni onani Amalec. Tee yaꞌa ni ka okuu señani Ada ñasiꞌi Esaú.
GEN.36.13	Te seyii Reuel ni ka okuu Nahat vi Zera vi Sama vi Miza. Tee yaꞌa ni ka okuu señani Basemat ñasiꞌi Esaú. 
GEN.36.14	Te Aholibama ñasiꞌi Esaú, kuu sesiꞌi Aná tee ni okuu seyii Zibeón. Te seyii ñaꞌa yaꞌa ni ka okuu Jeús vi Jaalam vi Coré, seyii Esaú.
GEN.36.15	Tee yaꞌa ni ka okuu tee ka tatnuni neꞌu seꞌe Esaú. Te Elifaz seyii xtnañuꞌu maa Esaú kuu tata tee ni ka otatnuni ja ka nani de Temán vi Omar vi Zefo vi Cenaz 
GEN.36.16	vi Coré vi Gatam vi Amalec. Tee yaꞌa ni ka okuu tee ka otatnuni nuu ñayiu veꞌe Elifaz ja ni ka oo nuu ñuꞌu Edom. Tee yaꞌa ni ka okuu señani Ada.
GEN.36.17	Te tee yaꞌa ni ka okuu seyii Reuel seyii maa Esaú. Ni ka otatnuni Nahat vi Zera vi Sama vi Miza. Tee yaꞌa ni ka okuu ndikin tata Reuel ja ni ka oo de ñuu Edom. Tee yaꞌa ka kuu señani Basemat jin Esaú.
GEN.36.18	Te tee yaꞌa ni ka okuu seyii Aholibama inka ñasiꞌi Esaú, tee ni ka otatnuni ka kuu Jeús, Jaalam vi Coré. Tee yaꞌa ka kuu tee ni ka otatnuni ja ka kuu seyii Aholibama ñasiꞌi Esaú, sesiꞌi Aná.
GEN.36.19	Te tee yaꞌa ni ka okuu seyii Esaú vi tee ni ka otatnuni nuu ñayiu, te maa Esaú kuu Edom.
GEN.36.20	Te tee yaꞌa ni ka okuu seyii Seir, tatatnoꞌo horeo, ja ka oo ñuu yun: Lotán vi Sobal vi Zibeón vi Aná 
GEN.36.21	vi Disón vi Ezer vi Disán. Tee yaꞌa ka kuu tee ni ka otatnuni nuu ñayiu horeo, seyii Seir ja ka oo nuu ñuꞌu Edom.
GEN.36.22	Te seyii Lotán ni ka okuu Hori jin Hemam, te Timna ni okuu kuaꞌa Lotán.
GEN.36.23	Te seyii Sobal ni ka okuu Alván vi Manahat vi Ebal vi Sefo vi Onam.
GEN.36.24	Te seyii Zibeón ni ka okuu Aja vi Aná, te Aná yaꞌa kuu suchi ni ndaniꞌi nuu ka jinonta ndute iꞌni ñuꞌu teꞌa yun na jitoi mentu tatai Zibeón.
GEN.36.25	Te seyii Aná ni onani Disón, te sesiꞌi de ni onani Aholibama.
GEN.36.26	Te seyii Disón ni ka okuu Hemdán vi Esbán vi Itrán vi Querán.
GEN.36.27	Te seyii Ezer ni ka okuu Bilhán vi Zaaván vi Acán.
GEN.36.28	Te seyii Disán ni ka okuu Uz jin Arán.
GEN.36.29	Tee yaꞌa ni ka okuu tee ni ka otatnuni nuu ñayiu horeo, ja nani de Lotán vi Sobal vi Zibeón vi Aná 
GEN.36.30	vi Disón vi Ezer vi Disán. Tee yaꞌa ka okuu tee ni ka otatnuni nuu ñayiu horeo ja ni ka ondeka guaꞌa de ñayiu ñuu Seir.
GEN.36.31	Te tee ni ka okuu rey ja ni ka otatnuni de nuu ñayiu ñuu Edom ama ka ja vi konevaꞌa ñayiu Israel rey ka okuu tee yaꞌa.
GEN.36.32	Bela seyii Beor ni otatnuni nuu ñayiu Edom, te ñuu nuu ni ka oo de ni onani Dinaba.
GEN.36.33	Te nuu ni jiꞌi Bela, te nuu tniuu de ni otatnuni Jobab seyii Zera tee ñuu Bosra.
GEN.36.34	Te nuu ni jiꞌi Jobab, te nuu tniuu de ni otatnuni Husam tee ñuu Temán.
GEN.36.35	Te nuu ni jiꞌi Husam, te nuu tniuu de ni otatnuni Hadad seyii Bedad, tee ni kundee nuu ñayiu Madián nuu ñuꞌu Moab na ni ka jaxin tnaꞌa de, te ñuu de ni onani Avit.
GEN.36.36	Te nuu ni jiꞌi Hadad, te nuu tniuu de ni otatnuni Samla tee ñuu Masreca.
GEN.36.37	Te nuu ni jiꞌi Samla, te nuu tniuu de ni otatnuni Saúl tee ñuu Rehobot ja oo yuꞌu yute Éufrates.
GEN.36.38	Te nuu ni jiꞌi Saúl, te nuu tniuu de ni otatnuni Baal-hanán seyii Acbor.
GEN.36.39	Te nuu ni jiꞌi Baal-hanán seyii Acbor, te nuu tniuu de ni otatnuni Hadad, te ñuu de ni onani Pau, te ñasiꞌi de ni onani Mehetabel, ñaꞌa kuu sesiꞌi Matred, te Matred kuu sesiꞌi Mezaab.
GEN.36.40	Te yaꞌa ka kuu sivi ñayiu ka otatnuni nuu ndikin tata Esaú na kuu na kuu na tatatnoꞌo mamai vi nuu ñuꞌu ja ni ka jinkoi. Te sivi ka kuu Timna vi Alva vi Jetet 
GEN.36.41	vi Aholibama vi Ela vi Pinón 
GEN.36.42	vi Cenaz vi Temán vi Mibzar 
GEN.36.43	vi Magdiel vi Iram. Ñayiu yaꞌa ni ka okuu ja ni ka otatnuni nuu ñayiu Edom na kuu na kuu ñuu vi ñundeꞌi ja ni ka junkoi.
GEN.36.43	Te Edom kuu maa Esaú, yua ñayiu edomita.
GEN.37.1	Ni oo Jacob ñuu Canaán nuu ñuu ja ni oo ndi yua de. 
GEN.37.2	Te yaꞌa ndakani na in ni ka oo kuu ndikin tata Jacob.
GEN.37.2	Ja oo José xaꞌun uu kuia nuu ni ka ojitoi ndikachi jin sava ka ñani. Te ni ka ondeka tnaꞌi jin seyii Bilha vi seyii Zilpa, ñasiꞌi tatai yun, te ni ndakani José nuu tatai ja ka saꞌa ñani jakueꞌe. 
GEN.37.3	Te ni okutoo ka ña Israel jin José saa sava ka seyii de, chi ja mayii de, te saa ni jinkoi, te ni saꞌa de in saꞌun ndinuu nuu teku ja ni oniꞌnui. 
GEN.37.4	Te nuu ni ka jini sava ka ñani ja kutoo ka ña tatai saa sava ka maa de, yun te ni ka kaꞌan uꞌu ña de vi ni ka okaꞌan xeen de nui. 
GEN.37.5	Te ni ndakani José nuu ñani in jani ni jani, guaa vi viꞌi ka ni ka kaꞌan uꞌu ña de jin. 
GEN.37.6	Te jiñaꞌi:
GEN.37.6	―Vitna te vi konini ni na ndakani san in jani ni jani san. 
GEN.37.7	Ka oo sagua nuu kaa triu yun ka saꞌa nuꞌnio, yun te ni ndakoo ndichi nuꞌni triu san, te ni ka jionduu ña nuꞌni triu ni, te ni ka jinkindei nuu nuꞌni triu san ―jiñaꞌi.
GEN.37.8	Yun te ka jiñaꞌa ñani yun:
GEN.37.8	―Nuu saa, ¿te a kokuu ron rey nuu ndiꞌi rin axi kotatnuni ron, naxa nuu saa? ―ka jiñaꞌa de.
GEN.37.8	Te vi viꞌi ka ka kaꞌan uꞌu ña de ja jaꞌa jani yun vi ja siun jiñaꞌi.
GEN.37.9	Ni jani tukui inka jani, te ni ndakani nuu sava ka ñani, te jiñaꞌi:
GEN.37.9	―Ni jani san ja nikandii vi yoo vi uxi in kimi ni ka jinkindei nuu san ―jiñaꞌi.
GEN.37.10	Ni ndakani nuu tatai vi nuu ñani, te ni kuxeen tatai nui, te jiñaꞌa de suaꞌa:
GEN.37.10	―¿Na jani kuu ja ni jani ron yaꞌa? ¿Axi saa kokaꞌan ron ja ruꞌun vi nana ron vi ñani ron vi jinkindei rin nuu ron ndee nuu ñuꞌu? ―jiñaꞌa de.
GEN.37.11	Te ni ka okuu kuasun ini ñani nui, su tatai, chi ni ondakani ini de na jani kuu.
GEN.37.12	Su nuu kuee ka te kuaꞌankuei ñani ka jito de ndikachi tata de ndee yatni ñuu Siquem. 
GEN.37.13	Te jiñaꞌa Israel nuu José:
GEN.37.13	―Ka oo ñani ron ndee yatni ñuu Siquem ka jito de ndikachio. Neꞌe te tetniuu ña rin kiꞌin ron nuu ka oo de ―jiñaꞌa de.
GEN.37.13	Te jiñaꞌa José:
GEN.37.13	―Yaꞌa oo san, vi tata.
GEN.37.14	Te jiñaꞌa Israel:
GEN.37.14	―Kuaꞌan vitna te kondiaꞌa ron nagua ka saꞌa ñani ron vi a ka oo vaꞌa ndikachio, te ndajaa ron ndakani ron ―jiñaꞌa de.
GEN.37.14	Te ni tetniuu ña de kuaꞌin guaa ndee chikoꞌi kaꞌnu Hebrón. Te ni kentai ndee yatni ñuu Siquem. 
GEN.37.15	Te ni ka junkuntnaꞌi jin in tee nuu jionditai nuu yuku yun, te ni jikan tnoꞌo ña de jin, te jiñaꞌa de:
GEN.37.15	―¿Na in ndanduku ron? ―jiñaꞌa de.
GEN.37.16	Te jiñaꞌa José:
GEN.37.16	―Ñani san ndanduku san, te jikantaꞌu san ja kaxtnoꞌo ni ndenu ka oo de ka jito de ndikachi tata san ―jiñaꞌi.
GEN.37.17	Te jiñaꞌa tee yun:
GEN.37.17	―Ja kuaꞌankuei de, tu ka de ka oo yaꞌa, chi ni onini rin ka ndatnoꞌo de ja kiꞌinkuei de ndee Dotán ―jiñaꞌa de.
GEN.37.17	Yun te ni jata ndikin ña José jin ñani, te ni nukuꞌun ñai ndee Dotán. 
GEN.37.18	Te vi jika ka kuaꞌin, te ni ka jini ña de, te ama ka ja kuyatni, te ja ni ka ndatnoꞌo tuaꞌa de ja vi kaꞌni ña de. 
GEN.37.19	Te ni ka ndatnoꞌo tnaꞌa de:
GEN.37.19	―Yaꞌa vaji in ja jani. 
GEN.37.20	Vitna te kiꞌinkueio te na vi kaꞌnio jin, te na vi tnao jin ndee in yau ñuꞌu ka oo yaꞌa, te vi kuñaꞌo ja ndee in kiti xeen ni jaa ña jin. Yun te vi kunio ndenu kendoo jani yun ―ka ndatnoꞌo de.
GEN.37.21	Te nuu ni jini soꞌo Rubén ja siun ka ndatnoꞌo de, te ni skaku ña de nuu ndaꞌa sava ka ñani de, te jiñaꞌa de:
GEN.37.21	―Ma vi kaꞌnio jin. 
GEN.37.22	Ni ma vi xtujioo jin ja kati niñi, na vi tnao jin yau ñuꞌu ka oo ñuꞌu teꞌa yaꞌa, te ma vi kaꞌnio jin ―jiñaꞌa de.
GEN.37.22	Suaꞌa ni jiñaꞌa de nagua ja kuu skaku niꞌnu de jin nuu ndaꞌa ñani de, te kuu ja nusiaꞌa ña de nuu tatai. 
GEN.37.23	Te nuu ni kenta José nuu ka oo ñani yun, te ni ka tau de saꞌun ndinuu nuu teku ja niꞌnui. 
GEN.37.24	Te ni ka tnii ña de, te ni ka tnaa ña de nuu yau ñuꞌu ja oo yun, su tu na ndute ñuꞌu nuu yau yun. 
GEN.37.25	Te ni ka jinkoo de ni ka jaxeꞌin de, te ni ka ndakoto de ja kuaꞌankuei in yukun ñayiu tatatnoꞌo Ismael ja vajikuei de ñuu Galaad, te ka ndiso kameyu de suja vixin vi bálsamo vi mirra, ja kuaꞌankuei de mavijinxiko de ñuu Egipto.
GEN.37.26	Yun te jiñaꞌa Judá nuu sava ka ñani de:
GEN.37.26	―Tu nagua ka niꞌo ja vi kaꞌnio ñanio, te vi tayuꞌu tnoꞌo ja tu ka jinio na in ni jaꞌni ña jin. 
GEN.37.27	Guaꞌa ka kuu ja vi xikoi nuu tee tatatnoꞌo Ismael, te ma vi kaꞌnio jin, chi ñanio kui, te in ni yuao jin ―jiñaꞌa de.
GEN.37.27	Te ni ka jinkuaan ini ñani de ja siun ni kaꞌan de. 
GEN.37.28	Te nuu ni ka yaꞌa tee tatatnoꞌo Madián, tee ka kuu arrieru, te ni ka ndatau ña ñani José jin yau ñuꞌu yun, te ni ka xiko de jin nuu tee tatatnoꞌo Ismael, te ni ka tniuyaꞌu tee yun oko xuꞌun kaa ja kuu plata ja jaꞌi, te ni ka jaka de José kuaꞌin ñuu Egipto.
GEN.37.29	Te nuu ni ndajino Rubén, te ni jini de ja tu ka na José inee nuu yau ñuꞌu yun, te ni ndata de saꞌun niꞌnu de, ja tnaꞌu ini de. 
GEN.37.30	Te ni jaꞌan de nuu ka oo sava ka ñani de, te jiñaꞌa de:
GEN.37.30	―Tu ka na José inee, te vitna, ¿nagua kuu ja saꞌa san? ―jiñaꞌa de.
GEN.37.31	Yun te ni ka kiꞌin de saꞌun José, te ni ka jaꞌni de in litu luluu, te ni ka skanuu de niñi ti saꞌuin. 
GEN.37.32	Yun te ni ka nusiaꞌa de saꞌun ndinuu nuu teku yun nuu tata de, te ka jiñaꞌa de:
GEN.37.32	―Saꞌun yaꞌa ni ka ndaniꞌi san, te ndakuni ni vitna a saꞌun José kuu axi ñaꞌa ―ka jiñaꞌa de.
GEN.37.33	Yun te ni ndakuni Jacob, te jiñaꞌa de:
GEN.37.33	―Saꞌun seyii rin kuu, ndee in kiti xeen ni jaa ña jin, te ni skuechi ña ti jin ―jiñaꞌa de.
GEN.37.34	Yun te ni ndata Jacob saꞌun niꞌnu de, te ni kekuiꞌnu de saꞌun ndayi, te kuaꞌa kiuu ni otnaꞌu ini de ja jaꞌa seyii de. 
GEN.37.35	Te ni ka ndakoo ndiꞌi seyii de vi sesiꞌi de ja vi ndasaꞌa sii ini ñai, su tu ni jandetu de ja nduu sii ini de, te jiñaꞌa de:
GEN.37.35	―Vi suaꞌa ni tnaꞌu ini rin, te kenta rin ndee chii ñuꞌu nuu ka yiyuꞌu ndiyi ja ndanitnaꞌa rin jin seyii rin ―jiñaꞌa de.
GEN.37.35	Te ni ondaꞌi tatai ja jaꞌi.
GEN.37.36	Te ni ka xiko ñayiu tatatnoꞌo Madián jin José nuu Potifar, tee ñuu Egipto ja netniuu nuu Faraón, ja tatnuni de nuu tee ka jito veꞌe tniuu yun.
GEN.38.1	Te kuia yun ni kusiin Judá nuu sava ka ñani de, te ni kendoo de veꞌe in tee nani Hira tee ñuu Adulam. 
GEN.38.2	Te yun ni jini Judá sesiꞌi in tee ñuu Canaán ja nani Súa, te ni ka jaka tnaꞌa de jin ña. 
GEN.38.3	Te ni junkuꞌun lulu ña, te ni kaku in seyii ña, te ni ka xnani de jin Er. 
GEN.38.4	Te ni junkuꞌun tuku lulu ña, te ni kaku inka seyii ña, te ni ka xnani de jin Onán. 
GEN.38.5	Te ni junkuꞌun tuku lulu ña, te ni kaku inka seyii ña, te ni ka xnani de jin Sela. Te ka oo de jin ña ñuu Quezib nuu ni kakui.
GEN.38.6	Yun te nuu kuee ka, te ni nduku Judá ñasiꞌi Er seyii xtnañuꞌu de, ja ni onani ña Tamar. 
GEN.38.7	Te Er, seyii xtnañuꞌu yun, chi tee kueꞌe ni okuu de nuu Jitoꞌo, te ni kindee ya ja jichi ja kanda de. 
GEN.38.8	Yun te jiñaꞌa Judá nuu Onán:
GEN.38.8	―Vi nitnaꞌa jin ñasiꞌi ndi ñani ron, te skunkuu ron nuu ña ja xiso ña kuu ron, te na vi jinkoo ndikin tata ndi ñani ron ―jiñaꞌa de.
GEN.38.9	Su ja jini guaꞌa Onán ja ndikin tata de ja vi koo, chi masu vi ndikin tata maa de vi kokui, yun guaa nuu ka nitnaꞌa de jin janu de, te jati de nuu ñuꞌu, nagua ja ma vi koo ndikin tata ñani de.
GEN.38.10	Te tu ni junkuaan ini Jitoꞌo ja siun ni osaꞌa de jakueꞌe, te yun guaa suni ni kindee ya ja jichi ja kanda de.
GEN.38.11	Te jiñaꞌa Judá nuu janu de Tamar:
GEN.38.11	―Kuanoꞌo ni veꞌe tata ni, te kendoo ndaꞌu kendoo kee ni ni, guaa ndee na kuaꞌnu seyii san Sela ―jiñaꞌa de, chi ni ndakani ini de ja kana saa suni kuu seyii de, nagua ni ka ndoꞌo ñani.
GEN.38.11	Saa te kuanoꞌo Tamar ja ni oo ña veꞌe yua ña. 
GEN.38.12	Te nuu ni yaꞌa kuaꞌa kiuu, te ni jiꞌi sesiꞌi Súa ñasiꞌi Judá. Yun te nuu ni nduu sii ini Judá, te ni ka kanuu de jin tnaꞌa de Hira tee ñuu Adulam ja ni ka jinkoto de tee ka sete ndikachi de ñuu Timnat. 
GEN.38.13	Te ni ka kaxtnoꞌo nuu Tamar, te ka jiñaꞌa:
GEN.38.13	―Yaꞌa vaji tata xiso ni ja kanuu de kiꞌin de ñuu Timnat ja sete de ndikachi de ―ka jiñaꞌa.
GEN.38.14	Yun te ni sama ña saꞌun niꞌnu ña ja ni ndoo ndaꞌu ña, te ni jasi ña nuu ña vi ni tniutuu ña saꞌun titi maa ña, te ni jinkoo ña yeꞌe ñuu Enaim yatni nuu yaꞌa ichi kuaꞌan ñuu Timnat, chi ni jini ña ja makukaꞌnu Sela, te tu skuaka tnaꞌa ña tata xiso ña jin seyii de.
GEN.38.15	Te nuu ni jini ña Judá, te ni ndakani ini de ja ñaꞌa xiko maa kuu ña, chi ni chisaꞌu ña nuu ña. 
GEN.38.16	Te ni kujioo de yuꞌu ichi yun ja ni juntnaꞌa ña de, te jiñaꞌa de:
GEN.38.16	―Kuandetu ni vitna na kiꞌon vi kondueio ―jiñaꞌa de, chi tu ni jini de ja janu de kuu ña.
GEN.38.16	Te jiñaꞌa ña:
GEN.38.16	―¿Nagua kuu ja taa ni ja kuandetu san vi kondueio? ―jiñaꞌa ña.
GEN.38.17	Te jiñaꞌa de:
GEN.38.17	―Tetniuu san in litu luluu san ja kokuu yaꞌu ni ―jiñaꞌa de.
GEN.38.17	Te jiñaꞌa ña:
GEN.38.17	―Vatu ka nuu saa, su taa ni na in ndatniuu ni guaa ndee na tetniuu ni yaꞌu san ―jiñaꞌa ña.
GEN.38.18	Yun te jiñaꞌa de:
GEN.38.18	―Su ¿nagua kuu ja kuini ni ja taa san? ―jiñaꞌa de.
GEN.38.18	Te jiñaꞌa ña:
GEN.38.18	―Taa ni seyu ni vi yuaꞌa ja yiꞌi jian vi yutnu nee ni jian ―jiñaꞌa ña.
GEN.38.18	Te ni jiñaꞌa de, te ni ka jinkonduei de jin ña, te ni junkuꞌun lulu ña. 
GEN.38.19	Yun te ni ndakoo ña te kuanoꞌo ña veꞌe ña, te ni xtajioo ña saꞌun ndesi nuu ña, te ni ndakiꞌin ña saꞌun niꞌnu ña ja ni ndoo ndaꞌu ña.
GEN.38.20	Te ni tetniuu Judá litu luluu de ja majinsiaꞌa tnaꞌa de tee ñuu Adulam, nagua ja ndakan de ndatniuu ja ni ndoo jin ñasiꞌi yun, su tu ni nukuꞌun tee yun ñasiꞌi yun. 
GEN.38.21	Te ni jikan tnoꞌo de tee ka oo yun, te jiñaꞌa de:
GEN.38.21	―¿Ndenu oo ñaꞌa xiko maa ja oo ña ñuu Enaim yaꞌa, te jinkoo ña yatni yuꞌu ichi yaꞌa? ―jiñaꞌa de.
GEN.38.21	Te ka jiñaꞌa tee yun:
GEN.38.21	―Tu na in ñaꞌa xiko maa oo ñuu yaꞌa ―ka jiñaꞌa de.
GEN.38.22	Yun te kuanoꞌo de ja ni ndakaxtnoꞌo de nuu Judá, te jiñaꞌa de:
GEN.38.22	―Tu ni nukuꞌun san ña, te suni ka kachi tee ka oo ñuu yun ja tu na ama oo in ñaꞌa xiko maa ña ñuu yun ―jiñaꞌa de.
GEN.38.23	Te jiñaꞌa Judá:
