MAT.1.1	Ингье, Иса 
MRK.12.14	– Я Муаллим! Вун гьакъикъи ва масадаз чин чуьхуьдай гафар талгьудай инсан тирди чаз чизва. Вуна, садазни гардан кӀир тавуна, Аллагьдин рекьер гьакъикъидаказ къалурзава. 
MRK.12.15	Амма Ада, абурал кьве чин алайди чир хьуниз килигна, лагьана:
MRK.12.15	– Куьне вучиз Зун синагъ ийизва? Зун килигун патал са динар гъваш.
MRK.12.16	Абуру ам гъана.
MRK.12.16	– Идал алай шикил ва кхьенвай тӀвар нинди я? – лагьана Ада.
MRK.12.16	– Пачагьдинди я, – жаваб гана абуру.
MRK.12.17	– Пачагьдин пай – пачагьдиз це, Аллагьдин пай – Аллагьдиз, – лагьана Исади.
MRK.12.17	Абур Адан гафари мягьтеларна.
MRK.12.18	Ахпа Исадин патав кьейидалай кьулухъ инсандал чан 
MRK.12.19	– Я Муаллим! – хабар кьуна абуру. – 
MRK.12.20	Ирид стха хьана: сад лагьай стхади паб гъана, амма ам аялар тахьана кьена. 
MRK.12.21	Адан паб кьвед лагьай стхади къахчуна, аялар тахьана гьамни кьена; пуд лагьай стхани гьакӀ хьана. 
MRK.12.22	А паб ирид стхадини къахчунай, амма садахъни аялар хьанач. Абурулай кьулухъ пабни хкьена. 
MRK.12.23	Ада ирид стхадик гъуьлуьк хьуниз килигна, абурал чан 
MRK.12.24	– Квез я 
MRK.12.25	Чан хтайла, инсанрин арада я папар гъунар, я гъуьлуьз финар хъжедач. Абур цавараллай 
MRK.12.26	Кьейибурал чан хтуникай рахайтӀа, бес куьне 
MRK.12.27	Аллагь кьейибурун ваъ, чан алайбурунди я. Куьн кӀевелай гъалатӀ жезва.
MRK.12.28	– Аллагьдин вири тагькимрикай сифтегьанди гьим я?
MRK.12.29	Исади адаз жаваб яз кьилин тагьким лагьана:
MRK.12.29	– «Яб це, 
MRK.12.30	жуван Ребби Аллагь рикӀин вири сидкьидай, жуван вири руьгьдалди, жуван вири кьатӀунралди, жуван вири амандалди кӀан хьухь»
MRK.12.31	Кьвед лагьайди ихьтинди я: «Жув хьиз жуван мукьув гвайдини кӀан хьухь»
MRK.12.32	– Хъсан я, Муаллим! – лагьана тавратдарди, – Вуна авайвал лагьана, Аллагь сад я, Адалай гъейри масад авач. 
MRK.12.33	Гьам рикӀин сидкьидай, вири кьатӀунралди, вири амандалди кӀан хьун, жуваз жув хьиз, мукьув гвайдини кӀан хьун Аллагьдиз акъуднавай вири къурбандрилайни артух я.
MRK.12.34	Ада акьул квай жавабар гуз акуна, Исади лагьана:
MRK.12.34	– Вун Аллагьдин 
MRK.12.34	Мад Адавай са куьникайни хабар кьадай жуьрэт абуру хъувунач.
MRK.12.35	Аллагьдин 
MRK.12.35	– 
MRK.12.36	Пак 
MRK.12.37	Давуд пачагьди Месигьдиз Агъа лугьуз хьайила, Ам адан эвлед гьикӀ жезвайди я?
MRK.12.37	Гзаф халкьди хуш аваз Адаз яб гузвай.
MRK.12.38	Халкьдиз чирвилер гуз, Исади лугьузвай:
MRK.12.38	– Тавратдаррикай яргъаз хьухь! Абуруз, яргъи пекер алаз, майданрал чеб къалуриз кӀанзава, абурун рикӀ халкьди чпиз гьуьрмет къалурунал ала. 
MRK.12.39	 межлисра абур вилик чкаяр кьаз алахъда.
MRK.12.40	Абуру, кьве чин алайбуру хьиз, яргъалди 
MRK.12.41	Иса, садакьадин пул вегьидай буьруьнждикай авунвай крчунин къаншарда ацукьна, халкьди гьаниз пул гьикӀ вегьизватӀа, килигзавай. Девлет авай гзафбуру пул пара вегьизвай. 
MRK.12.42	Атай са кесиб хендедади, къапуниз мукьва хьана, кьве чет кепек вегьена.
MRK.12.43	Исади, Вичин 
MRK.12.43	– За квез рикӀивай лугьузва: и кесиб хендедади амайбурулай гзаф пул вегьена, 
MRK.12.44	вирибуру чпихъ авай артуханди вегьизвай, и папа, вичин кесибвилизни килиг тавуна, вичихъ авай-авачир вири гана.
MRK.13.1	Иса Аллагьдин 
MRK.13.1	– Муаллим! Килиг садра! Гьихьтин иер къванер, гьихьтин иер дараматар ятӀа!
MRK.13.2	– Вун и зурба дараматрал гьейран хьанвани? – лагьана Исади. – Абур вири барбатӀ жеда, къван къванцел аламукьдач.
MRK.13.3	Иса Зейтун 
MRK.13.4	– Ам мус жедай кар я? Адакай виликамаз хабар гудай 
MRK.13.5	Вичиз гайи суалдиз жаваб яз, Исади абуруз ихтилат ийиз гатӀунна:
MRK.13.5	– Мукъаят хьухь, куьн алцурариз тахьурай! 
MRK.13.6	Гзафбур, чеб Зун я лугьуз, чеб Зи 
MRK.13.7	Мукьваривай ва я яргъарай дяве физвай ванер къвез хьайила, кичӀе жемир, абур жедай крар я, амма чир хьухь хьи, им гьеле эхир туш. 
MRK.13.8	Халкь халкьдал къарагъда, пачагьлугъни – пачагьлугъдал, чка-чкайра залзалаяр жеда, каш гьатда. Им азаб-азиятрин эвел я.
MRK.13.9	Амма мукъаят хьухь, инсанри дуванханайра куь дуван аквада, чпин 
MRK.13.10	Амма эхир жедалди вилик эвелни-эвел кӀанзавайди вири халкьарин арада Шад 
MRK.13.11	Куь дуван ийидалди виликамаз вуч лугьудатӀа фикирмир; дуванханада куь рикӀел вуч атайтӀа, гьам лагь, куьз лагьайтӀа куь мецелай рахадайди куьн ваъ, Пак 
MRK.13.12	Стхади стха, ажалдин къармахра тун патал, маса гуда, бубадини – вичин веледар; веледарни диде-бубадиз акси экъечӀда ва абур рекьида. 
MRK.13.13	Зи ТӀвар мецел хьуниз килигна, куьн вирибуруз такӀан жеда; эхирдалди эхайди хилас жеда.
MRK.13.14	Тахьана кӀандай чкада авай чкӀайвилин чиркинвал акурла, – кӀелзавайда кьатӀунни авурай, – 
MRK.13.15	Вуж къавал алаз хьайитӀа, ам герек шей къачуз кӀвализ гьахь тавурай! 
MRK.13.16	Вуж чуьлда аваз хьайитӀа, ам винелай алукӀдай вичин пекер къахчуз кӀвализ хъфин тавурай! 
MRK.13.17	Гьа чӀавуз руфунал заланбурузни хурухъ аялар галайбуруз гуж жеда!
MRK.13.18	Гьахьтин къада-балаяр галай йикъар хъуьтӀуьз татурай лагьана 
MRK.13.19	Аллагьди дуьнья халкьай йикъалай къенин йикъалди тахьай хьтин ва идалай кьулухъ тежедай хьтин мусибат гьа йикъара инсанрин кьилел къведа. 
