MAT.1.1	Leꞌa bexa ndee bexa ngok usan gox polta ten Jesucristo, dub xa ras David no xa ras Abraham.
MAT.19.8	—Geal ngud nak ladoꞌo bega, ta weꞌe mkeꞌa Moisés syoꞌo gan li ulaꞌa bega xagots ten bega. Ná leꞌa zha ned naꞌanpa li ngak‑a. 
MAT.19.9	Leꞌa naꞌ gáp ndoꞌ bego leꞌa tal ton dub xabgiꞌi ulaꞌa xagots ten na, cha ikaꞌa xa stubga xagots, leꞌa xabgiꞌi wa ndapka ke ndoꞌ Dios. No liga tal stub xabgiꞌi ikaꞌaga xagots wa, leꞌa xa wa no ndap ke ndoꞌ Dios. Ná leꞌa tal ton dub xagots ndap xabgiꞌi ugal stubga xabgiꞌi, leꞌa xabgiꞌi ten xa wa sak ulaꞌa xa.
MAT.19.10	Leꞌa be xmen Jesús cha ndab ndoꞌ Jesús:
MAT.19.10	—Tal li nsabndoꞌ lá ulaꞌa xabgiꞌi xagots ten na, mas wen naꞌanpa ukwaꞌan xa xagots.
MAT.19.11	Leꞌa Jesús cha ndab:
MAT.19.11	—Naꞌanpa itea xabgiꞌi uxik lá ukwaꞌan xagots, ndi ncho bexa li msaꞌa Dios nak bexa. 
MAT.19.12	No ncho be xabgiꞌi lá ukwaꞌan xagots geal leꞌa zha ndalkata xa lá yoo gan gap xa xin xa leꞌa xa lá utsin nak. No ncho be xabgiꞌi leꞌaka be men li ndazhaꞌa xa. No ncho be xabgiꞌi lá ukwaꞌan xagots ndontsa mas gun xa tiꞌin ten Dios. Leꞌa tal ton bexa na syoꞌo gan li gun, leꞌa bexa nsabndoꞌka li gun ta wa.
MAT.19.13	Weꞌe leꞌa be men ulenno be meꞌed ten na wats Jesús, ndontsa uxoꞌob Jesús yaꞌa na gek be meꞌed, inab xa ulaꞌach Dios be meꞌed. Leꞌa be xmen Jesús cha uteyo bexa nseano be meꞌed wa. 
MAT.19.14	Ná leꞌa Jesús cha ndab ndoꞌ be xmen na:
MAT.19.14	—Blaꞌa bego giꞌid be meꞌed baꞌ wats naꞌ. Lá uka bega giꞌid be meꞌed, leꞌa sa nibeꞌe Dios wa yate bexa yak lak nak be meꞌed ndee.
MAT.19.15	Cha mxoꞌob xa yaꞌa xa gek be meꞌed wa, weꞌe cha nseaꞌ xa.
MAT.19.16	Leꞌa dub xabgiꞌi cha ulen wats Jesús unabdiꞌizh xa ndoꞌ xa ndab xa:
MAT.19.16	—Mech wen, ¿xtaꞌan dub ta wen gun naꞌ ndontsa no naꞌ gap gealnaban ndoꞌ Dios, ta nunk lá idub zha?
MAT.19.17	Leꞌa Jesús cha ukaꞌab ndab:
MAT.19.17	—¿Xtaꞌan ngi wen ndab lu ndoꞌ naꞌ zha? Naꞌan ton wen ndoꞌ gizhliyo, ndon nabtsa Dios wen nak. Parea tal leꞌa lu nlad gap gealnaban ta nunk lá idub, bxobgek ndoꞌ be ta nibeꞌe Dios.
MAT.19.18	Leꞌa xabgiꞌi wa cha ndab:
MAT.19.18	—¿Xtaꞌanma be ta unibeꞌe Dios gun naꞌ zha?
MAT.19.18	Leꞌa Jesús cha ndab:
MAT.19.18	—Lá gut lu men. Lá ugal lu xa ten stubga men. Lá gun lu gealwaꞌan. Lá gun lu gealkwiꞌin. 
MAT.19.19	Wankea xus lu nsea xnaꞌa lu. Bkweaꞌ ladna lu be ltsaꞌa lu lakkata lu.
MAT.19.20	Leꞌa xabgiꞌi wa cha ndab:
MAT.19.20	—Iteanak ta ndab go wa ndunka naꞌ idub zha tuzhta naꞌ. ¿Xtaꞌan ndun jwalt gun naꞌ?
MAT.19.21	Leꞌa Jesús cha ndab:
MAT.19.21	—Tal lu nlad gak lak nlad Dios, byaꞌ cha bdoꞌo itea be ta ndap lu, cha btseꞌa med wa ndoꞌ bexa uban nak. Weꞌe gap lu sian taꞌa ndoꞌ Dios. Cha utsea usankea tsoꞌo naꞌ.
MAT.19.22	Leꞌa gor na mbiꞌín xabgiꞌi wa ta wa, cha uban myoꞌo ladna xa, cha nseaꞌ xa, leꞌa xa uzhebpa sian taꞌa ndap.
MAT.19.23	Leꞌa Jesús cha ndab ndoꞌ be xmen na:
MAT.19.23	—Leꞌa naꞌ gáp ndoꞌ bega uzheꞌeb ugan yate dub xa rik sa nibeꞌe Dios. 
MAT.19.24	Stub biaj gáp naꞌ‑yá: ndi mas lid bid itid dub came geꞌed xan dub yagux, ndoꞌ yak dub xa rik dub xa nibeꞌe Dios.
MAT.19.25	Leꞌa gor na mbiꞌín be xmen Jesús ta wa, cha uzhebpa ngwanseana bexa, ndab bexa ndoꞌ be ltsaꞌa xa:
MAT.19.25	—¿Tonxá syoꞌo gan yate sa nibeꞌe Dios zhaga?
MAT.19.26	Leꞌa Jesús cha mwiꞌi ndoꞌ bexa ndab xa:
MAT.19.26	—Leꞌa cuent ten nabtsa be men leꞌa‑yá lá yoo gan. Ná leꞌa cuent ten Dios itea taꞌa syoꞌoka gan.
MAT.19.27	Leꞌa Pedr cha ndab ndoꞌ Jesús:
MAT.19.27	—Unaꞌ go, leꞌa besa mlaꞌa itea be taꞌa ndap besa, cha ndi usankea besa tsoꞌo ga. ¿Ta weꞌe xtaꞌan ikaꞌa besa zha?
MAT.19.28	Leꞌa Jesús cha ndab ndoꞌ bexa wa:
MAT.19.28	—Leꞌa naꞌ gáp ndoꞌ bego leꞌa gal dub wizh yunchaꞌaw Dios iteanak be taꞌa, zha na leꞌa naꞌ, Xa Myak Men Ndoꞌ Gizhliyo, isoꞌob wats Dios sa inibeꞌe naꞌ. Leꞌa gal zha wa leꞌa bego nsankea tsoꞌo naꞌ nat noga gap tibtop sa isob bega inibeꞌe bega ndoꞌ isatibtop xkwaꞌa bexa Israel. 
MAT.19.29	Leꞌa tal ton ulaꞌa lid na no wit na no bsan na no xus na no xnaꞌa na no xagots ten na no xmeꞌed na no be yo ten na ndontsa gun xa tiꞌin ten naꞌ, leꞌa xa wa ikayaꞌa stub gayoꞌo biaj mas be ta mlaꞌa xa wa. No gap xa gealnaban ta nunk lá idub. 
MAT.19.30	Ná kwaꞌad bexa nsak nat wa, yak bexa naꞌanpa nsak; no leꞌa bexa naꞌanpa nsak nat wa, yak bexa nsak.
MAT.20.1	’Leꞌa lak nibeꞌe Dios nak lak mbin dub xabgiꞌi ndap dub bleꞌa yo ncho ya uv. Utoꞌo xa dub tempran gor nseayat xeꞌa nchaꞌkwaꞌan xa bexa gun tiꞌin ten uv. 
MAT.20.2	Ndab xa ndoꞌ bexa gun tiꞌin wa leꞌa xa kix dub med denario dub wizh, cha unika bexa. Cha mtuꞌub xa bexa ndoꞌ tiꞌin wa. 
MAT.20.3	Cha utoꞌogal xa gor nkea ugeꞌa gor tempran, nchaꞌa xa ndoꞌ xgeꞌe. Weꞌe uniꞌí xa pla xabgiꞌi naꞌan xtiꞌin ndap gun. 
MAT.20.4	Cha ndab xa ndoꞌ bexa wa: “No bega waꞌyun tiꞌin ndoꞌ ya uv ten naꞌ. Leꞌa naꞌ kix dub lak taꞌa nsabndoꞌ ikaꞌa bega.” Leꞌa bexa wa cha nchaꞌaga. 
MAT.20.5	Cha liga utoꞌogal xa gor gawizh no gor nkea yon uzhe, no ligal ndab xa ndoꞌ be men. 
MAT.20.6	No utoꞌogal xa pa gor nkea ugaꞌay uzhe, cha mzheal xa stapla bexa lá ndap tiꞌin gun na. Cha unabdiꞌizh xa ndab xa: “¿Xtaꞌan lndeꞌe nde bega sa ndee idub wizh, ni lá ndun bega tiꞌin?” 
MAT.20.7	Leꞌa bexa wa cha ndabbe: “Naꞌan ton nsaꞌa tiꞌin gun besa.” Leꞌa xwan geꞌe wa cha ndab: “Waꞌyun bega tiꞌin ndoꞌ ya uv ten naꞌ. Leꞌa naꞌ kix dub lak ta nsabndoꞌ ikaꞌa bega.”
MAT.20.8	’Leꞌa gor na yá ngwaꞌas wizh, leꞌa xwan tiꞌin wa cha ndab ndoꞌ xa nchansu ndoꞌ tiꞌin wa: “Utezh bexa ndun tiꞌin baꞌ. Cha ndon ned bexa tsoꞌo uyote baꞌ utix ikaꞌa bexa, weꞌeta utix ikaꞌa bexa ned uyote baꞌ.” 
MAT.20.9	Leꞌa gor nseabe bexa uyote gor nkea ugaꞌay gor uzhe, cha utix xa dub med denario ukaꞌa kadga dub bexa wa. 
MAT.20.10	Leꞌa tsoꞌo wa gor nseabe bexa ned uyote gor tempran wa, mbinbeꞌe bexa mas sian med ikaꞌa bexa. Ná leꞌa bexa no ukaꞌa dubtsa denario kadga dub bexa. 
MAT.20.11	Leꞌa gor usen bexa med wa, cha ngokloo bexa ndoꞌ xwan tiꞌin wa, 
MAT.20.12	ndab bexa ndoꞌ xa: “Leꞌa bexa tsoꞌo uyote mbin tiꞌin baꞌ dub gortsa mbin tiꞌin. Ná go dubtsa utix ukaꞌa bexa baꞌ no besa na mxik uzheꞌeb utii mbin tiꞌin idub wizh.” 
MAT.20.13	Leꞌa xwan tiꞌin wa cha ndab ndoꞌ dub bexa wa: “Amig, naꞌ naꞌanpa dub ta ugap ndanno lu. ¿Cha lid uni lu ikaꞌa lu dub denario dub wizh zha? 
MAT.20.14	Nat byaꞌ, cha byoꞌo ta ukaꞌa lu baꞌ. Leꞌa naꞌ nlad usa dub lak ta ukaꞌa lu ndoꞌ bexa tsoꞌo uyote baꞌ. 
MAT.20.15	¿Lid syoꞌo gan gunno naꞌ med ten naꞌ guniꞌi xteꞌe nlad naꞌ zha? ¿Xtaꞌan ndaklono lu stub xa baꞌ geal leꞌa naꞌ utsin nak ndoꞌ xa?”
MAT.20.16	Cha no ndab Jesús:
MAT.20.16	—Li leꞌa kwaꞌad bexa nsak nat wa, yak bexa naꞌanpa nsak; leꞌa bexa naꞌanpa nsak nat wa, yak bexa nsak. Leꞌa Dios nbezh kwaꞌad men, parea naꞌanpa nti Dios kwaꞌad xa.
MAT.20.17	Leꞌa gor na nsoꞌ bexa nes nchaꞌa bexa gezh Jerusalén, leꞌa Jesús mbiꞌi isatibtop be xmen na dub lad, cha ndab xa:
MAT.20.18	—Blaꞌach bego leꞌa beuna nchaꞌbe Jerusalén, leꞌa sa wa leꞌa naꞌ, Xa Myak Men Ndoꞌ Gizhliyo, yak cuent ndoꞌ yaꞌa be uleꞌay nibeꞌe no be mech ten ley. Leꞌa bexa wa gab nsabndoꞌ gat naꞌ, 
MAT.20.19	cha yun bexa cuent naꞌ ndoꞌ bexa naꞌanpa xa judio. Leꞌa bexa wa inisi naꞌ no kin bexa naꞌ no gut bexa naꞌ ndoꞌ cruz. Parea leꞌa gal wizh yon leꞌa naꞌ ibangal ndoꞌ gealgut.
MAT.20.20	Weꞌe leꞌa Jacob nsea Juan be xin Zebedeo ulenno xnaꞌa na wats Jesús. Leꞌa xagots wa cha msaxib ndoꞌ Jesús, inab xa dub taꞌa ndoꞌ Jesús. 
MAT.20.21	Leꞌa Jesús cha ndab ndoꞌ xa:
MAT.20.21	—¿Xtaꞌan nlad lu gun naꞌ zha?
MAT.20.21	Leꞌa xa wa cha ndab:
MAT.20.21	—Nlad naꞌ gab go kwe itop xiꞌín naꞌ ndee sa inibeꞌe go, dub xa wats ga lad gaꞌal no stub xa wats ga lad raves.
MAT.20.22	Leꞌa Jesús cha ndab ndoꞌ itop bexa wa:
MAT.20.22	—Leꞌa bego ni lá iniꞌí xtaꞌan unab bega. ¿Sxik bega itid bega gealkweaꞌ cuent gealkweaꞌ itiꞌid naꞌ zha? ¿No sni bega gat bega lak gat naꞌ zha?
MAT.20.22	Leꞌa bexa cha ndab:
MAT.20.22	—Snika besa.
MAT.20.23	Leꞌa Jesús cha ndab:
MAT.20.23	—Leꞌa naꞌ gáp leꞌa bego stidka be gealkweaꞌ cuent gealkweaꞌ itiꞌid naꞌ, no sat bega lak gat naꞌ. Parea leꞌa sa kwe bega, dub bega wats naꞌ lad gaꞌal no stub bega lad raves wa, leꞌa sa wa naꞌanpa naꞌ inibeꞌe. Leꞌa Dios Xus naꞌ leꞌa gab ná ton kwe sa wa.
MAT.20.24	Leꞌa gor na mbiꞌín isatiꞌi xmen Jesús ta li unab Jacob nsea Juan wa, cha ngokloo bexa. 
MAT.20.25	Leꞌa Jesús cha utezh bexa wa, cha ndab xa:
MAT.20.25	—Leꞌa bego uniꞌíka leꞌa bexa nibeꞌe be nacion naꞌanpa ulaꞌa gun be men dub taꞌa naꞌanpa nibeꞌe bexa, no bexa mas nsak ten bexa uzhebpa nibeꞌe ndoꞌ be men. 
MAT.20.26	Ná leꞌa bego ndee naꞌanpa li nsabndoꞌ gak. Ndi tal ton bega nlad gak dub xa nsak lat bega, leꞌa xa wa nsabndoꞌ gakno iteata bega. 
MAT.20.27	No tal ton bega nlad yansu lat bega, leꞌa xa wa nsabndoꞌ gun tiꞌin ndoꞌ bega. 
MAT.20.28	Leꞌa naꞌ, Xa Myak Men Ndoꞌ Gizhliyo, naꞌanpa ndal por na gun be men tiꞌin ndoꞌ naꞌ. Leꞌa naꞌ ndi ndalyun tiꞌin ndoꞌ be men, no usa naꞌ gealnaban ten naꞌ gat naꞌ kix naꞌ ke ten kwaꞌad men.
MAT.20.29	Leꞌa gor nseaꞌ Jesús nsea be xmen na utoꞌo bexa gezh Jericó wa, leꞌa kwaꞌadpa be men nchabenkea tsoꞌo xa. 
MAT.20.30	Leꞌa toꞌo nes wa ndebe top xabgiꞌi lá naꞌ. Leꞌa gor na mbiꞌín bexa leꞌa Jesús nseatid sa wa, cha ugeꞌ ndab bexa:
MAT.20.30	—¡Señor, xin David! ¡Blats ladna go besa!
MAT.20.31	Leꞌa be men cha uteyo bexa ndontsa naꞌan xteꞌe gab bexa. Ná leꞌa bexa ndi mas ugeꞌ ndab:
MAT.20.31	—¡Señor, xin David! ¡Blats ladna go besa!
MAT.20.32	Leꞌa Jesús ngwaꞌisoꞌ utezh itop xa lá naꞌ wa. Cha unabdiꞌizh Jesús ndoꞌ bexa ndab xa:
MAT.20.32	—¿Xtaꞌan nlad bega gunno naꞌ bega?
MAT.20.33	Leꞌa bexa wa cha ndab:
MAT.20.33	—Señor, leꞌa besa nlad inaꞌ.
MAT.20.34	Weꞌe leꞌa Jesús cha mlats ladna bexa, cha mgal Jesús ngusndoꞌ bexa. Cha bi leꞌa gor wa leꞌa bexa wa mnaꞌlabe. Cha no bexa usankea tsoꞌo Jesús.
MAT.21.1	Leꞌa ngol gor na yá nchaꞌlayaꞌ gax Jesús no be xmen xa Jerusalén, ulayaꞌ bexa gezh Betfagé sa nsob Bet Olivo. Leꞌa Jesús cha mtuꞌub top xmen na, 
MAT.21.2	ndab xa:
MAT.21.2	—Waꞌ bega len gezh nde mas ndoꞌ ndee, cha izheal bega dub burr gots nsoꞌ nchii, no dub xin ma. Cha uxaꞌak bega bema, goꞌo bega ma sa ndee. 
MAT.21.3	No tal ton uka ma ndoꞌ bega, gud bega leꞌa mech guntiꞌin ma. Cha ulaꞌa xa goꞌo bega ma.
MAT.21.4	Li ndab Jesús ndontsa gak‑a lak ndab dub profet sakndoꞌ Dios, ndab xa:
MAT.21.5	Gud bego ndoꞌ bexa gezh Sion:
MAT.21.5	“Bwiꞌi bega, leꞌa xa nibeꞌe ten bega nsea sa ndee.
MAT.21.5	Bchaꞌan nak xa nsob xa tsoꞌo dub burr,
MAT.21.5	tsoꞌo dub burr tuzh, xin dub man yoꞌo.”
MAT.21.6	Leꞌa be xmen Jesús wa cha nchaꞌbe, cha mbin bexa lakka unibeꞌe Jesús ndoꞌ bexa. 
MAT.21.7	Cha mbiꞌi bexa burr wa nsea burr tuzh wa, cha mtiꞌib bexa dubga xab bexa tsoꞌo ma. Cha usob Jesús tsoꞌo ma. 
MAT.21.8	Leꞌa kwaꞌad be men cha mte be lad nbix bexa ndoꞌ nes sa itid Jesús, no ncho bexa ulobtoꞌog be xos ya gin, cha mte bexa‑yá nes wa. 
MAT.21.9	Leꞌa be men nchaꞌbe ned ndoꞌ Jesús no be men nseabenkea tsoꞌo Jesús ugeꞌ ndab:
MAT.21.9	—¡Siꞌil nak xin David! ¡Dios uzhebpa nlaꞌach xa baꞌ, xa na mtuꞌub Dios Xa Nibeꞌe! ¡Siꞌil nak Dios nsob gaꞌap!
MAT.21.10	Leꞌa gor na uyote Jesús len gezh Jerusalén, leꞌa iteanak be men usaxan ndeseyoch, unabdiꞌizh bexa ndab bexa:
MAT.21.10	—¿Ton xa baꞌ zha?
MAT.21.11	Leꞌa be men ndeseano Jesús wa cha ndab:
MAT.21.11	—Leꞌa xa ndee Jesús, xa ndadiꞌizh sakndoꞌ Dios, xa gezh Nazaret ten Galilea.
MAT.21.12	Leꞌa Jesús cha nchaꞌa len niꞌi ten Dios, cha ulantuꞌub xa bexa nadoꞌotiꞌix taꞌa sa wa. No mtixte xa be mes ten bexa ntil be med, no be yaxil ten bexa ndiꞌibudoꞌo be palom. 
MAT.21.13	Cha ndab xa ndoꞌ bexa wa:
MAT.21.13	—Leꞌa diꞌizh ten Dios nkeaniꞌi ndab Dios: “Leꞌa lid naꞌ isaleaꞌ dub sa ndadiꞌizhno be men naꞌ.” Ná leꞌa bego ndi ndanno‑yá cuent dub geꞌloꞌo ten be waꞌan.
MAT.21.14	Weꞌe leꞌa pla bexa lá naꞌ no bexa coj cha ulen wats Jesús tale ten niꞌi ten Dios wa, cha myunyakna Jesús bexa. 
MAT.21.15	Parea leꞌa be uleꞌay nibeꞌe no be mech ten ley uzheꞌeb ngokloo gor uniꞌí bexa be uyon ndun Jesús wa, no mbiꞌín bexa ta ugeꞌ ndab be meꞌed tale ten niꞌi ten Dios, ndab meꞌed: “¡Siꞌil nak xin David!” 
MAT.21.16	Cha ndab bexa ndoꞌ Jesús:
MAT.21.16	—¿Lid ndoꞌón lu xtaꞌan ndab be meꞌed baꞌ zha?
MAT.21.16	Leꞌa Jesús cha ukaꞌab ndab:
MAT.21.16	—Naꞌ ndónka‑yá. ¿Parea lá ndoꞌol bega zha sa nkeaniꞌi diꞌizh ten Dios cuent ten ta ndee? Ndab‑a:
MAT.21.16	Leꞌa go Dios gun leꞌa be meꞌed nsea be medoꞌo gab xteꞌe siꞌil nak go.
MAT.21.17	Leꞌa Jesús cha mlaꞌa bexa mkaꞌan xa gezh Jerusalén. Cha nchaꞌa xa gezh Betania, sa uyoꞌo xa teꞌal wa.
MAT.21.18	Leꞌa stub wizh gor tempran myach xa nchaꞌa xa Jerusalén. Leꞌa nes wa leꞌa Jesús ndanna. 
MAT.21.19	Weꞌe uniꞌí xa dub ya higo gax toꞌo nes wa, cha nchaꞌkwaꞌan xa ngus gaw xa ndoꞌ ya wa. Parea naꞌanpa izheal xa ngus ndoꞌ‑yá, ndi latsa nsoꞌ ndoꞌ‑yá. Cha ndab Jesús ndoꞌ ya wa:
MAT.21.19	—Idub isob lu naꞌantapa isoꞌ ngus ndoꞌ lu.
MAT.21.19	Leꞌa ya higo wa cha ubid.
MAT.21.20	Leꞌa gor uniꞌí be xmen Jesús ta wa cha ngwanseana bexa, unabdiꞌizh bexa ndoꞌ Jesús, ndab bexa:
MAT.21.20	—¿Xteꞌe uxax ubid ya higo baꞌ?
MAT.21.21	Leꞌa Jesús cha ukaꞌab ndab:
MAT.21.21	—Leꞌa naꞌ gáp ndoꞌ bego leꞌa tal bega idub ncho ladna ngeꞌ ladna Dios, leꞌa bega sun gan gun lak mbinno naꞌ ya higo ndee, no sun bega gan gab bega ndoꞌ bet ndee: “Utatsob, waꞌ len nitsdoꞌo”, leꞌa‑yá cha lika gak. 
MAT.21.22	Leꞌa itea be ta inab bega ndoꞌ Dios tal ngeꞌka ladna bega xa, leꞌa Dios saꞌaka‑yá.
MAT.21.23	Leꞌa gor na mlanseagal Jesús wats niꞌi ten Dios, cha usaxan xa nluu xa be men. Weꞌe leꞌa be uleꞌay nibeꞌe no bexa gox nsak ten bexa judio ulen wats Jesús, ndab bexa:
MAT.21.23	—¿Ton ulaxoꞌob lu gun lu be ta wa zha? ¿Nati ton mtuꞌub lu gun lu ta wa?
MAT.21.24	Leꞌa Jesús cha ukaꞌab ndab:
MAT.21.24	—Leꞌa naꞌ no inabdiꞌizh dub taꞌa ndoꞌ bego. Tal leꞌa bega ikaꞌab, weꞌe no naꞌ gáp ná ton ulaxoꞌob naꞌ li gun naꞌ ta wa. 
MAT.21.25	¿Ton mtuꞌub Juan ulaleaꞌ Juan be men zha? ¿Dios nati dub men?
MAT.21.25	Leꞌa bexa wa cha ndabbe ndoꞌ ltsaꞌa na:
MAT.21.25	—Tal leꞌa beuna gab leꞌa Dios leꞌaka mtuꞌub Juan, leꞌa Jesús inabdiꞌizh ná xtaꞌan lá ngungea ladna beuna xa. 
MAT.21.26	Ná tal leꞌa beuna gab leꞌa Juan dub men mtuꞌub, leꞌa be men ndee sakloo ndoꞌ beuna, leꞌa bexa itea mbingea ladna leꞌa Juan dub xa mbidiꞌizh sakndoꞌ Dios.
MAT.21.27	Cha ndab bexa ndoꞌ Jesús:
MAT.21.27	—Leꞌa besa lá iniꞌí ton mtuꞌub Juan.
MAT.21.27	Leꞌa Jesús cha noga ndab:
MAT.21.27	—Ni naꞌga lá gáp ton ulaxoꞌob naꞌ gun naꞌ be ta ndee.
MAT.21.28	Leꞌa Jesús cha unabdiꞌizh ndoꞌ bexa wa ndab xa:
MAT.21.28	—¿Xteꞌe nyakbeꞌena bega ta gáp naꞌ ndee wa? Uyoꞌo dub xabgiꞌi ndap top xin na. Cha ngwaꞌ xa ndoꞌ xin ned xa, ndab xa: “Xiꞌín naꞌ, waꞌyun tiꞌin ndoꞌ yo ten naꞌ sa ncho ya uv.” 
MAT.21.29	Leꞌa xin xa wa cha ukaꞌab ndab: “Naꞌ lá nlad gaa.” Parea tsoꞌo wa leꞌa xa mgondoꞌ leꞌa xa ugap ndab, cha nchaꞌaka xa ndoꞌ tiꞌin wa. 
MAT.21.30	Leꞌa xabgiꞌi wa no ngwaꞌ ndoꞌ stubga xin na wa, cha leꞌakagal li ndab xa ndoꞌ xin xa. Leꞌa xin xa wa cha ukaꞌab ndab: “Leꞌa naꞌ saaka, tad.” Ná leꞌa xa ndi ni lá nga. 
MAT.21.31	¿Ton ndoꞌ itop xa wa mbin ta nlad xus na zha?
MAT.21.31	Leꞌa bexa wa cha ndab:
MAT.21.31	—Xin ned xa.
MAT.21.31	Leꞌa Jesús cha ndab ndoꞌ bexa:
MAT.21.31	—Leꞌa naꞌ gáp ndoꞌ bego leꞌa bexa nsen med nkaꞌa gobier Roma no be xagots ndun juis mgiꞌi nadoꞌo bexa las bexa, leꞌa ncho bexa wa syoteka sa nibeꞌe Dios. Ná leꞌa bego lá yate sa wa. 
MAT.21.32	Leꞌa Juan xa ulaleaꞌ men mbidyadiꞌizh xteꞌe nsabndoꞌ wen gun bega, ná leꞌa bega ni lá ngungea ladna xa. Ná leꞌa bexa nsen med wa no be xagots ndun juis mgiꞌi wa mbingea ladna Juan. Leꞌa bego uniꞌí leꞌa bexa wa mbingea ladna Juan, ná leꞌa bega ni lá igondoꞌ ti no bega nsabndoꞌ gungea ladna xa.
MAT.21.33	’Blaꞌach bega stub taꞌa usaktabeꞌe naꞌ: Uyoꞌo dub xabgiꞌi ndap dub bleꞌa siꞌil yo. Cha ngos xa ya uv ndoꞌ‑yá, cha ulo xa lo idub gangeak wats‑a. No mbindeꞌe xa dub sa kichkeꞌe xa uv wa, koꞌo xa nits ten uv. No mbindeꞌe xa dub sa gaꞌap isob xa ulaꞌach sa wa. Cha mkwaꞌan xa pla men gun tiꞌin sa wa. Cha nchaꞌa xa sit. 
MAT.21.34	Leꞌa zha na yamer ngol tiemp ten uv wa, cha mtuꞌub xa pla xmos xa yaꞌ ndoꞌ be men wa, yaꞌyoꞌo bexa ta na ndal xwan yo wa. 
MAT.21.35	Ná leꞌa be men wa ndi usen be mos wa, udin bexa dub xa, cha mbit bexa stub xa, cha mlaꞌgeꞌ bexa stub xa. 
MAT.21.36	Leꞌa xwan yo wa cha mtuꞌubgal mas kwaꞌad mos ndoꞌ zha ned wa. Ná leꞌa be men wa ligal mbinno bexa wa. 
MAT.21.37	Tsoꞌo wa leꞌa xwan yo wa mtuꞌub xin na, mbinbeꞌe xa leꞌa be men gap mod ndoꞌ xa. 
MAT.21.38	Ná leꞌa gor uniꞌí be men wa xin xwan yo wa, cha ndi ndab bexa ndoꞌ ltsaꞌa na: “Leꞌa xa baꞌ leꞌa yaꞌanno yo ndee. Nchaꞌyut beuna xa, cha yaꞌanno beuna‑yá.” 
MAT.21.39	Cha usen bexa xa, cha uloꞌo bexa xa dub lad toꞌo yo wa, cha mbit bexa xa.
MAT.21.40	Cha unabdiꞌizh Jesús ndoꞌ be men nde wats xa ndab xa:
MAT.21.40	—¿Xteꞌe nsak bega zha? ¿Leꞌa gor giꞌid xwan yo wa xteꞌe gunno xa bexa mlaꞌach yo wa?
MAT.21.41	Leꞌa bexa cha ndab:
MAT.21.41	—Leꞌa xa utsaksika bexa ugap wa gast gat bexa. Cha usaꞌa xa yo wa ndoꞌ be men xaꞌaga ulaꞌach‑a, bexa na usaꞌa be ta ndal xwan yo wa gal tiemp ten uv wa.
MAT.21.42	Weꞌe leꞌa Jesús cha ndab ndoꞌ bexa:
MAT.21.42	—¿Ni lá ndoꞌol bega diꞌizh ten Dios zha? Ndab‑a:
MAT.21.42	Leꞌa geꞌ na mxelad bexa ndandeꞌe niꞌi,
MAT.21.42	leꞌa ta wa nat nak geꞌ ndon leꞌa nsak nbexan niꞌi.
MAT.21.42	Leꞌa Dios leꞌa mbin ta ndee,
MAT.21.42	dub ta ndanseana beuna.
MAT.21.43	Ta weꞌe leꞌa naꞌ gáp leꞌa Dios ulat ta na nak bega xmen xa, cha ndi usaꞌa Dios ta wa ndoꞌ bexa nxobgek ndoꞌ xa. 
MAT.21.44	Leꞌa bexa na ilayat tsoꞌo geꞌ wa, leꞌa bexa wa syuꞌbe. Leꞌa bexa ilaꞌ geꞌ wa tsoꞌo na wa, leꞌa bexa wa sachkeꞌe.
MAT.21.45	Leꞌa gor na mbiꞌín be uleꞌay nibeꞌe nsea bexa fariseo wa be ta li msaktabeꞌe Jesús wa, cha myakbeꞌena bexa leꞌa Jesús li ndab cuent ten bexa. 
MAT.21.46	Cha nlad bexa isen bexa Jesús, parea leꞌa bexa nzheb ndoꞌ be men kwaꞌad, leꞌa be men ndangea ladna leꞌa Jesús ndadiꞌizh sakndoꞌ Dios.
MAT.22.1	Cha msaktabeꞌe Jesús stub taꞌa, ndab xa ndoꞌ bexa wa:
MAT.22.2	—Leꞌa lak nibeꞌe Dios be men nak lak mbin dub rey ngo dub ujest nchilyaꞌa dub xin xa. 
MAT.22.3	Cha mtuꞌub xa be mos ten xa nchaꞌyab ndoꞌ be men ulola rey kombid ndoꞌ bexa wa giꞌid bexa ujest wa. Ná leꞌa be men lá kaꞌab yaꞌ. 
MAT.22.4	Weꞌe cha mtuꞌubgal xa stapla mos ten xa, ndab xa ndoꞌ bexa: “Waꞌyab bega ndoꞌ bexa wa, leꞌa be ta gaw beuna yá listla nak. Leꞌa be ngon nsea be bser ndaꞌal ten naꞌ yá ngutla. No iteata be taꞌa listla nak. Nat giꞌid bexa ujest nchilyaꞌa xiꞌín naꞌ.” 
MAT.22.5	Ná leꞌa bexa wa ni lá isakyoꞌón be ta ndab be mos wa. Ncho bexa nchaꞌa geꞌe ten na, no ncho xa nchaꞌbe ndoꞌ tiꞌin ten na. 
MAT.22.6	No ncho bexa usen be mos ten rey wa, mtsawiꞌi bexa be mos wa gast ngut bexa. 
MAT.22.7	Leꞌa gor na mbiꞌín rey ta wa cha ngokloo xa, cha mtuꞌub xa be soldad ten xa yaꞌyut bexa be men na li mbit be mos wa no utsoꞌol be soldad gezh ten bexa. 
