GEN.1.1	Hapo mwanzo, Mungu aliumba mbingu na dunia.
NUM.14.31	Nyinyi mlisema kuwa watoto wenu watatekwa nyara, lakini mimi nitawafikisha watoto wenu kwenye nchi mliyoidharau, ili waijue na iwe makao yao. 
NUM.14.32	Lakini nyinyi, mtafia humuhumu jangwani. 
NUM.14.33	Watoto wenu watatangatanga na kutaabika humu jangwani kwa muda wa miaka arubaini kwa ajili ya ukosefu wenu wa imani mpaka mtu wenu wa mwisho atakapofia jangwani. 
NUM.14.34	Kutokana na makosa yenu, mtataabika kwa muda wa miaka arubaini, sawa na zile siku arubaini mlizopeleleza ile nchi, mwaka mmoja kwa kila siku moja; mtatambua kwamba mimi nimechukizwa. 
NUM.14.35	Mimi Mwenyezi-Mungu nimesema: Hakika nitawatenda hivyo nyinyi nyote mliokusanyika hapa kunipinga. Wote wataishia humuhumu jangwani na ni humu watakamofia.”
NUM.14.36	Wale watu ambao Mose aliwatuma kwenda kuipeleleza ile nchi waliorudi na kusababisha watu wamnungunikie Mwenyezi-Mungu kwa kuleta taarifa mbaya dhidi ya nchi, 
NUM.14.37	watu hao waliotoa taarifa ya uovu kuhusu hiyo nchi, walikufa kwa pigo mbele ya Mwenyezi-Mungu. 
NUM.14.38	Lakini Yoshua mwana wa Nuni, na Kalebu mwana wa Yefune, walibaki hai miongoni mwa wale watu waliokwenda kuipeleleza nchi.
NUM.14.39	Naye Mose aliwaambia Waisraeli wote nao walilia kwa uchungu mwingi. 
NUM.14.40	Kesho yake, waliamka alfajiri na mapema wakaenda sehemu za milimani, wakisema, “Sasa tuko tayari kabisa kwenda mahali ambapo Mwenyezi-Mungu alituahidi. Tunakiri kwamba tulitenda dhambi.”
NUM.14.41	Lakini Mose akasema, “Sasa mbona mnavunja agizo la Mwenyezi-Mungu? Hivyo hamtafaulu! 
NUM.14.42	Msiende huko milimani msije mkapigwa bure na adui zenu, maana, Mwenyezi-Mungu hayuko pamoja nanyi. 
NUM.14.43	Mkiwakabili Waamaleki na Wakanaani, mtafia vitani; kwa kuwa mmeacha kumfuata Mwenyezi-Mungu, yeye hatakuwa pamoja nanyi.”
NUM.14.44	Hata hivyo, wao walisisitiza kwenda juu milimani, ingawa sanduku la agano la Mwenyezi-Mungu, wala Mose hakuondoka kambini. 
NUM.14.45	Ndipo Waamaleki na Wakanaani, waliokuwa wakiishi katika nchi hiyo ya milima, wakashuka, wakawashambulia na kuwashinda. Wakawafukuza mpaka mji wa Horma.
NUM.15.1	Mwenyezi-Mungu akamwambia Mose, 
NUM.15.2	“Waambie Waisraeli kwamba mtakapofika katika nchi ninayowapeni ambamo mtaishi, 
NUM.15.3	mkanitolea mimi Mwenyezi-Mungu sadaka kutoka katika mifugo yenu, sadaka ya kuteketezwa au tambiko, ili mtu atimize nadhiri aliyoweka au kutoa sadaka ya hiari au sadaka ya wakati wa sikukuu zenu zilizowekwa, na kufanya harufu nzuri ya kunipendeza mimi Mwenyezi-Mungu, 
NUM.15.4	basi, yule atoaye sadaka yake, atamletea pia Mwenyezi-Mungu sadaka ya nafaka ya kilo moja ya unga laini uliokandwa na kuchanganywa na lita moja ya mafuta; 
NUM.15.5	pamoja na divai ya sadaka ya kinywaji, lita moja, vitu hivyo vitaandamana na kila mnyama wa tambiko ya kuteketezwa: Kondoo au mbuzi. 
NUM.15.6	Wakati wa kutoa sadaka ya kondoo dume, kilo mbili za unga uliokandwa na lita moja u nusu ya mafuta vitatolewa kama sadaka ya nafaka, 
NUM.15.7	pamoja na sadaka ya kinywaji ya lita moja u nusu ya divai, na kufanya harufu nzuri ya sadaka haya kumpendeza Mwenyezi-Mungu. 
NUM.15.8	Wakati mtakapomtolea Mwenyezi-Mungu fahali kwa ajili ya sadaka ya kuteketezwa au tambiko ili kutimiza nadhiri au kwa ajili ya sadaka za amani, 
NUM.15.9	mtu atamtoa kama sadaka pamoja na sadaka ya nafaka ya unga wa kilo tatu ulio mzuri na lita 2 za mafuta, 
NUM.15.10	pamoja na sadaka ya kinywaji ya lita 2 za divai, na kufanya harufu nzuri ya sadaka ya kumpendeza Mwenyezi-Mungu.
NUM.15.11	“Hivyo ndivyo vitu vitakavyotolewa pamoja na kila fahali, kondoo dume au mbuzi. 
NUM.15.12	Hesabu ya vitu hivyo itaongezwa kulingana na hesabu ya wanyama watakaotolewa. 
NUM.15.13	Kila mwananchi Mwisraeli atafuata maagizo hayo wakati anapotoa tambiko, harufu impendezayo Mwenyezi-Mungu. 
NUM.15.14	Na kama kuna mgeni anayeishi pamoja nanyi kwa muda au daima, akitaka kutoa sadaka yake kwa kuiteketeza, harufu impendezayo Mwenyezi-Mungu, mtu huyo atafanya kama mnavyofanya nyinyi. 
NUM.15.15	Katika vizazi vyote vijavyo, kanuni zilezile mtakazofuata nyinyi ndizo atakazofuata mgeni yeyote atakayeishi pamoja nanyi; mbele ya Mwenyezi-Mungu mtakuwa sawa; 
NUM.15.16	 nyinyi na yeye mtakuwa chini ya sheria ileile moja na maagizo yaleyale.”
NUM.15.17	Mwenyezi-Mungu alimwambia Mose, “Waeleze 
NUM.15.18	Waisraeli kwamba wakati watakapoingia katika nchi ninayowapeleka 
NUM.15.19	kila mtakapokula mazao ya nchi hiyo, mtatenga kiasi fulani na kunipa mimi Mwenyezi-Mungu. 
NUM.15.20	Mtakapooka mikate, mkate wa kwanza wa mazao ya kwanza ya nafaka yenu utatolewa kama sadaka kutoka mahali pa kupuria nafaka. 
NUM.15.21	Mtanitolea mimi Mwenyezi-Mungu sadaka hii maalumu katika vizazi vyenu vyote vijavyo.
NUM.15.22	“Lakini ikiwa mtakosa kuzifuata amri zote ambazo mimi Mwenyezi-Mungu nimewapa kwa njia ya Mose, 
NUM.15.23	kama siku zijazo watu hawatafuata yote ambayo mimi Mwenyezi-Mungu nimemwamuru Mose, 
NUM.15.24	basi, ikiwa kosa hilo limefanyika bila kukusudia, bila jumuiya kujua, jumuiya yote itatoa fahali mmoja mchanga kuwa sadaka ya kuteketezwa, harufu nzuri ya kumpendeza Mwenyezi-Mungu, pamoja na sadaka yake ya nafaka na ya divai kufuatana na maagizo yake. Kadhalika watu watatoa beberu mmoja kuwa sadaka ya kuondoa dhambi. 
NUM.15.25	Kuhani atafanya upatanisho kwa ajili ya jumuiya yote ya Waisraeli, nao watasamehewa kwa sababu si kosa lililokusudiwa, na wameleta sadaka yao, sadaka ya kuteketeza kwa Mwenyezi-Mungu kama tambiko na sadaka ya kuondoa dhambi kwa ajili ya kosa lao. 
NUM.15.26	Jumuiya yote ya Waisraeli, pamoja na wageni wanaoishi nao, watasamehewa kwa sababu wote walihusika na kosa hilo.
NUM.15.27	“Mtu mmoja akifanya dhambi bila kujua, atatoa mbuzi jike wa mwaka mmoja kuwa sadaka ya kuondoa dhambi. 
NUM.15.28	 Kuhani atafanya upatanisho mbele ya Mwenyezi-Mungu, kwa ajili ya huyo mtu aliyekosa bila kujua, naye atasamehewa. 
NUM.15.29	Mtafuata sheria moja kila mtu atakayekosea bila kukusudia, awe ni mwananchi Mwisraeli au ni mgeni anayeishi pamoja nanyi.
NUM.15.30	“Lakini mtu yeyote atakayekosa kwa makusudi, awe mwananchi au mgeni, atakuwa anamdhihaki Mwenyezi-Mungu, na ni lazima akatiliwe mbali miongoni mwa watu wake. 
NUM.15.31	Maana amekataa yale aliyosema Mwenyezi-Mungu na kuvunja mojawapo ya amri zake. Mtu huyo atakatiliwa mbali kabisa; na lawama ya kifo chake itakuwa juu yake mwenyewe.”
NUM.15.32	Siku moja, wakati Waisraeli walipokuwa jangwani, walimwona mtu mmoja akiokota kuni siku ya Sabato. 
NUM.15.33	Basi, mtu huyo akapelekwa mbele ya Mose, Aroni na jumuiya yote. 
NUM.15.34	Wao wakamweka kifungoni kwa sababu haikuwa bado imesemwa wazi namna ya kumfanya mtu wa namna hiyo. 
NUM.15.35	Ndipo Mwenyezi-Mungu akamwambia Mose, “Mtu huyo lazima auawe; jumuiya yote itampiga mawe nje ya kambi.” 
NUM.15.36	Basi, watu wakamtoa nje ya kambi, wakampiga mawe mpaka akafa, kama Mwenyezi-Mungu alivyomwamuru Mose.
NUM.15.37	Kisha Mwenyezi-Mungu alimwambia Mose: 
NUM.15.38	 “Waambie watu wa Israeli, uwaagize wajifanyie vishada katika ncha za mavazi yao, na kutia nyuzi za buluu juu ya kila kishada. Waambie wafanye hivyo katika vizazi vyao vyote vijavyo. 
NUM.15.39	Vishada hivyo vitakuwa kumbukumbu kwenu. Kila mtakapoviona, mtazikumbuka amri zangu zote na kuzifuata, ili msije mkafuata matakwa yenu na yale mnayoyaona kwa macho yenu wenyewe. 
NUM.15.40	Vishada hivyo vitawakumbusha amri zangu zote na mtazifuata zote kikamilifu, nanyi mtakuwa watakatifu wangu. 
NUM.15.41	Mimi ndimi Mwenyezi-Mungu, Mungu wenu, niliyewatoa nchini Misri ili niwe Mungu wenu. Mimi ndimi Mwenyezi-Mungu, Mungu wenu.”
NUM.16.2	hao wote waliungwa mkono na viongozi mashuhuri 250 waliochaguliwa na jumuiya yote, wakamwasi Mose. 
NUM.16.3	Walikusanyika mbele ya Mose na Aroni, wakawaambia, “Nyinyi mmepita kikomo! Jumuiya yote ni takatifu na kila mtu katika jumuiya hii ni mtakatifu, na Mwenyezi-Mungu yu pamoja nasi sote. Mbona sasa nyinyi mnajifanya wakuu wa jumuiya ya Mwenyezi-Mungu?”
NUM.16.4	Mose aliposikia hayo, alijitupa chini kifudifudi. 
NUM.16.5	Kisha akamwambia Kora na wafuasi wake, “Kesho asubuhi, Mwenyezi-Mungu ataonesha ni nani aliye wake na ni nani aliye mtakatifu, naye atakayemchagua, atamwezesha kukaribia madhabahuni. 
NUM.16.6	Basi, fanyeni hivi: Asubuhi, wewe pamoja na wafuasi wako, mtachukua vyetezo, 
NUM.16.7	mweke makaa ya moto ndani na kutia ubani juu yake, kisha mtavipeleka mbele ya Mwenyezi-Mungu. Halafu tutaona ni nani aliyechaguliwa na Mwenyezi-Mungu. Nyinyi Walawi mmepita kikomo!”
NUM.16.8	Mose akaendelea kumwambia Kora, “Sikilizeni, enyi Walawi! 
NUM.16.9	Je, mnaona ni jambo dogo kwenu kwamba Mungu wa Israeli amewateua nyinyi miongoni mwa jumuiya ya Israeli, ili muweze kumkaribia, mhudumie katika hema la Mwenyezi-Mungu na kuihudumia na kuitumikia jamii yote? 
NUM.16.10	Amewatunukia heshima ya kuwa karibu naye, nyinyi pamoja na Walawi wenzenu wote. Sasa mnataka kunyakua hata ukuhani? 
NUM.16.11	Kwa hiyo wewe na kundi lako mnamshambulia Mwenyezi-Mungu. Nyinyi mnamnungunikia Aroni, lakini ukweli ni kwamba mnanungunika dhidi ya Mungu.”
NUM.16.12	Mose alituma ujumbe kwa Dathani na Abiramu wana wa Eliabu ili waitwe, lakini wao wakasema, “Hatutakuja! 
NUM.16.13	Je, ni jambo dogo kwamba umetutoa Misri, nchi inayotiririka maziwa na asali, ili uje kutuua humu jangwani? Tena, unajifanya mkuu wetu! 
NUM.16.14	Zaidi ya hayo, hukutuleta kwenye nchi inayotiririka maziwa na asali, wala kutupatia urithi wa mashamba na mashamba ya mizabibu. Unafikiri utawafanya hawa watu kuwa vipofu? Hatutakuja!”
NUM.16.15	Mose alikasirika mno, akamwambia Mwenyezi-Mungu “Usizikubali sadaka za watu hawa. Mimi sijachukua punda wa mtu yeyote, wala sijamdhuru mtu!”
NUM.16.16	Mose akamwambia Kora, “Kesho usikose kuja pamoja na wafuasi wako mbele ya Mwenyezi-Mungu. Aroni pia atakuwapo. 
NUM.16.17	Kila mmoja wenu achukue chetezo chake, na kutia ubani, kisha atakipeleka mbele ya Mwenyezi-Mungu; kwa jumla vitakuwa vyetezo 250; wewe pia na Aroni, kila mmoja atakuwa na chetezo chake.”
NUM.16.18	Basi, kila mmoja wao akachukua chetezo chake, akatia makaa ya moto na ubani, kisha wakaenda na kusimama mlangoni mwa hema la mkutano, pamoja na Mose na Aroni. 
NUM.16.19	Naye Kora akawakusanya watu wote pamoja, wakasimama mbele ya Mose na Aroni ambao walikuwa mlangoni mwa hema la mkutano. Ndipo utukufu wa Mwenyezi-Mungu ukawatokea watu wote! 
NUM.16.20	Hapo Mwenyezi-Mungu akamwambia Mose na Aroni, 
NUM.16.21	“Jitengeni na watu hawa, niwaangamize sasa hivi.”
NUM.16.22	Lakini Mose na Aroni wakajitupa chini kifudifudi na kusema, “Ee Mwenyezi-Mungu uliye asili ya uhai wa binadamu wote. Je, mtu mmoja akikukosea, utaikasirikia jumuiya nzima?” 
NUM.16.23	Mwenyezi-Mungu akamwambia Mose, 
NUM.16.24	“Waambie watu waondoke karibu na makao ya hema ya Kora, Dathani na Abiramu.”
NUM.16.25	Basi, Mose akaenda kwa Dathani na Abiramu, akifuatwa na wazee wa Israeli. 
NUM.16.26	Alipofika, akawaambia watu, “Tafadhalini ondokeni kwenye hema za watu hawa waovu na msiguse kitu chao chochote, msije mkaangamizwa pamoja nao kwa sababu ya dhambi zao zote.” 
NUM.16.27	Watu wakaondoka kwenye makao ya Kora, Dathani na Abiramu.
NUM.16.27	Dathani na Abiramu wakatoka mahemani mwao na kusimama mlangoni wakiandamana na wake zao na watoto wao wote hata wale wanaonyonya. 
NUM.16.28	Hapo Mose akawaambia watu, “Hivi ndivyo mtakavyotambua kuwa Mwenyezi-Mungu ndiye aliyenituma kufanya mambo haya yote, wala siyo kwa matakwa yangu mwenyewe. 
NUM.16.29	Watu hawa wakifa kifo cha kawaida, au wakipatwa na maafa kama watu wengine, basi jueni kuwa Mwenyezi-Mungu hakunituma. 
NUM.16.30	Lakini Mwenyezi-Mungu akifanya jambo ambalo halijapata kutendeka, ardhi ikafunuka na kuwameza watu hawa pamoja na kila kitu chao, wakaenda kuzimu wakiwa hai, basi mtajua kuwa watu hawa wamemdharau Mwenyezi-Mungu.”
NUM.16.31	Mara tu alipomaliza kusema maneno hayo yote, ardhi chini ya Dathani na Abiramu ikafunuka 
NUM.16.32	kuwameza watu hao, jamaa zao, pamoja na wafuasi wote wa Kora na mali zao zote. 
NUM.16.33	Basi, wao, pamoja na vyote vilivyokuwa vyao wakashuka kuzimu hali wangali hai. Ardhi ikawafunika, wote wakatoweka. 
NUM.16.34	Waisraeli wote wengine waliokuwa karibu waliposikia vilio vyao walikimbia wakisema, “Tukimbie, ardhi isije ikatumeza na sisi pia.”
NUM.16.35	Kisha Mwenyezi-Mungu akapeleka moto ukawateketeza wale watu 250 waliokwenda kufukiza ubani.
NUM.16.36	Baada ya hayo, Mwenyezi-Mungu akamwambia Mose, 
NUM.16.37	“Mwambie Eleazari mwana wa kuhani Aroni avitoe hivyo vyetezo penye moto, akautapanye mbali moto uliomo ndani, maana vyetezo hivyo ni vitakatifu. 
NUM.16.38	Vimekuwa vitakatifu kwa sababu watu hawa walivileta madhabahuni pa Mwenyezi-Mungu. Basi, vichukue vyetezo vya watu hao waliouawa kwa sababu ya dhambi zao, vifuliwe kuwa vyembamba ili viwe kifuniko cha madhabahu. Hili litakuwa onyo kwa Waisraeli wote.” 
NUM.16.39	Basi, kuhani Eleazari alivichukua vyetezo hivyo vya shaba ambavyo vililetwa mbele ya Mwenyezi-Mungu na wale watu walioteketezwa vikafuliwa kuwa kifuniko cha madhabahu. 
NUM.16.40	Hili lilikuwa onyo kwa Waisraeli kwamba mtu yeyote ambaye si kuhani, yaani asiye wa ukoo wa Aroni asiende madhabahuni kumfukizia Mwenyezi-Mungu ubani. La sivyo ataangamizwa kama Kora na wafuasi wake. Haya yote yalitendeka kama Mwenyezi-Mungu alivyomwambia Eleazari kwa njia ya Mose.
NUM.16.41	Kesho yake, Waisraeli wote walimnungunikia Mose na Aroni wakisema, “Mmewaua watu wa Mwenyezi-Mungu.” 
NUM.16.42	Walipokusanyika mbele ya Mose na Aroni ili kutoa malalamiko yao, waligeuka kuelekea hema la mkutano, wakaona kuwa wingu limeifunika hema na utukufu wa Mwenyezi-Mungu ulikuwa umetokea hapo. 
NUM.16.43	Mose na Aroni walikwenda, wakasimama mbele ya hema la mkutano, 
NUM.16.44	na Mwenyezi-Mungu akamwambia Mose, 
NUM.16.45	“Jitenge na watu hawa, niwaangamize mara moja!”
NUM.16.45	Lakini wao wakajitupa chini kifudifudi. 
NUM.16.46	Mose akamwambia Aroni, “Chukua chetezo chako, kitie moto na kukiweka kando ya madhabahu, kisha ukitie ubani halafu uende nacho haraka kwa watu na kuwafanyia upatanisho. Fanya haraka! Ghadhabu ya Mwenyezi-Mungu imekwisha wafikia na pigo limeanza kuwashambulia.” 
NUM.16.47	Basi, Aroni akafanya kama alivyoambiwa na Mose. Alichukua chetezo chake na kukimbia hadi katikati ya watu waliokuwa wamekusanyika pamoja. Alipoona kwamba pigo limekwisha anza, alitia ubani katika chetezo na kuwafanyia watu upatanisho. 
NUM.16.48	Alipofanya hivyo, pigo hilo lilikoma, naye akabaki katikati ya waliokufa na walio hai. 
NUM.16.49	Idadi ya watu waliokufa kwa pigo ilikuwa 14,700, bila kuhesabu wale waliokufa kutokana na uasi wa Kora. 
NUM.16.50	Pigo lilipokoma, Aroni alirudi kwa Mose mlangoni mwa hema la mkutano.
NUM.17.1	Kisha Mwenyezi-Mungu akamwambia Mose, 
NUM.17.2	“Waambie Waisraeli wakuletee fimbo kumi na mbili, kila kiongozi wa kabila fimbo moja. Liandike jina la kila mmoja wao kwenye fimbo yake, 
NUM.17.3	na jina la Aroni liandike juu ya fimbo inayowakilisha kabila la Lawi. Patakuwa na fimbo moja kwa kila kiongozi wa kabila. 
NUM.17.4	Zichukue fimbo hizo katika hema la mkutano na kuziweka mbele ya sanduku la agano, mahali ambapo mimi hukutana nawe. 
NUM.17.5	Fimbo ya mtu nitakayemchagua itachipua. Kwa njia hii nitayakomesha manunguniko ya Waisraeli juu yenu.”
NUM.17.6	Mose akaongea na watu wa Israeli. Viongozi wao wote wakampa kila mmoja fimbo yake kulingana na kabila lake jumla zikawa fimbo kumi na mbili. Fimbo ya Aroni iliwekwa pamoja na fimbo hizo. 
NUM.17.7	Mose akaziweka fimbo hizo zote mbele ya Mwenyezi-Mungu katika hema la mkutano.
NUM.17.9	Kisha Mose akazitoa fimbo zote hapo mbele ya Mwenyezi-Mungu, akawaonesha Waisraeli wote, na kila kiongozi akachukua fimbo yake. 
NUM.17.10	Mwenyezi-Mungu akamwambia Mose, “Irudishe fimbo ya Aroni mbele ya sanduku la agano. Hiyo itatunzwa mahali hapo, na ni onyo kwa waasi hao kwamba wasipoacha kuninungunikia, watakufa.” 
NUM.17.11	Mose akafanya kama alivyoamriwa na Mwenyezi-Mungu.
NUM.17.12	Waisraeli wakamwambia Mose, “Angalia sasa! Tunaangamia! Tumekwisha! Sote tumekwisha. 
NUM.17.13	Kila mtu atakayekaribia, hema la Mwenyezi-Mungu atakufa. Je, tutaangamia sote?”
NUM.18.1	Basi, Mwenyezi-Mungu akamwambia Aroni, “Lawama zote kuhusu huduma ya hema takatifu, zitakuwa juu yako, wanao na ukoo wako; kadhalika makosa yanayoambatana na ukuhani wako wewe mwenyewe na wanao mtahusika. 
NUM.18.2	Wewe, wanao na wazawa wako wote mtahudumu kama makuhani; jamaa zako wengine wa kabila lako watafanya kazi pamoja nawe mbele ya hema la maamuzi. 
NUM.18.3	Wao watafanya kazi utakazowapa na kutimiza wajibu wao kuhusu hema. Lakini hawana ruhusa kuvigusa vyombo vya hema, wala kuikaribia madhabahu, wasije wakafa, nawe pia ukafa. 
NUM.18.4	Wao watajiunga nawe kazini na kutimiza wajibu wao kikamilifu kuhusu huduma zote za hema, na wala pasiwe na mtu mwingine atakayekukaribia humo. 
NUM.18.5	Nyinyi mtafanya huduma za mahali patakatifu na madhabahu, ili ghadhabu yangu isije ikawatokea tena Waisraeli. 
NUM.18.6	Ni mimi niliyewachagua ndugu zenu Walawi miongoni mwa Waisraeli kama toleo kwenu. Wao wametengwa kwa ajili yangu mimi Mwenyezi-Mungu, ili watoe huduma katika hema la mkutano. 
NUM.18.7	Lakini wewe peke yako na wanao mtatoa huduma zote za kikuhani kwa ajili ya madhabahu na vyote vilivyomo katika mahali patakatifu. Huo ni wajibu wenu, kwa sababu ninawapeni kipawa cha ukuhani. Mtu yeyote asiyestahili atakayevikaribia vyombo vya hema, atauawa.”
NUM.18.8	Mwenyezi-Mungu akamwambia Aroni, “Ninakukabidhi matoleo waliyonipa Waisraeli, vitu vyote vitakatifu walivyonipa: Vitu vyote vilivyowekwa wakfu na Waisraeli. Ninakupa vitu vyote wewe na wazawa wako kuwa fungu lenu, na hiyo ni haki yenu milele. 
NUM.18.9	Kati ya vitu vitakatifu kabisa ambavyo haviteketezwi motoni, hivi vitakuwa vyenu: Sadaka za nafaka, sadaka za kuondoa dhambi na sadaka za hatia. Kila kitu watu watakachonitolea kama tambiko takatifu kitakuwa chako na wanao. 
NUM.18.10	Mtavila vitu hivyo kama vitu vitakatifu kabisa, na ni wanaume tu ndio watakaovila; vitu hivyo ni vitakatifu kwenu.
NUM.18.11	“Pia, vitu vingine vyote watakavyonitolea Waisraeli kama sadaka za kutikisa, vitakuwa vyako. Ninakupa wewe, wanao na binti zako kuwa haki yenu milele. Mtu yeyote katika jamaa yako asiye najisi anaweza kula vitu hivyo.
NUM.18.12	“Ninakupa vitu vyote vizuri vinavyotokana na malimbuko ambayo Waisraeli hunitolea: Mafuta safi, divai na nafaka. 
NUM.18.13	Mazao yote ya kwanza ya matunda mabivu ya mashamba yao ambayo wataniletea mimi, yatakuwa yako. Kila mtu asiye najisi katika jamaa yako anaweza kula. 
NUM.18.14	 Kila kitu kilichowekwa wakfu nchini Israeli kitakuwa chenu.
NUM.18.15	“Kila mzaliwa wa kwanza ambaye Waisraeli watanitolea, akiwa mzaliwa wa kwanza wa binadamu, au wa mnyama, atakuwa wako. Walakini huna budi kuwakomboa wazaliwa wa kwanza wote wa binadamu, na kila mzaliwa wa kwanza wa mnyama aliye najisi ni lazima akombolewe. 
NUM.18.16	Wazaliwa hao wa kwanza watakombolewa wakiwa wenye umri wa mwezi mmoja kwa kulipiwa fedha shekeli tano, kulingana na vipimo vya hema takatifu. 
NUM.18.17	Lakini wazaliwa wa kwanza wa ng'ombe, kondoo au mbuzi wasikombolewe; hao ni watakatifu. Damu yao utainyunyizia madhabahu na mafuta yao utayateketeza kuwa sadaka ya kuteketezwa ambayo ni harufu nzuri inipendezayo mimi Mwenyezi-Mungu. 
NUM.18.18	Nyama yao unaweza kuila, kama vile kidari na mguu wa nyuma wa kulia vinavyotolewa kama sadaka ya kutikisa.
NUM.18.19	“Ninakupa wewe, wanao na binti zako, vitu vyote ambavyo watu wa Israeli hunitolea; hivyo ni haki yenu daima. Hili ni agano la milele mbele yangu ambalo ni kwa ajili yako na wazawa wako.”
NUM.18.20	Mwenyezi-Mungu akamwambia Aroni, “Wewe hutakuwa na urithi wowote katika nchi yao, wala kuwa na fungu lako miongoni mwao; mimi ndimi fungu lako na urithi wako kati ya Waisraeli.”
NUM.18.22	Na tangu sasa, watu wengine wa Israeli wasilikaribie hema la mkutano wasije wakatenda dhambi na kujiletea kifo. 
NUM.18.23	Lakini Walawi peke yao ndio watakaohudumu katika hema la mkutano; na kuwajibika kikamilifu juu yake. Hili ni sharti la kudumu katika vizazi vyenu vyote. Walawi hawatakuwa na mali ya kurithi nchini Israeli, 
NUM.18.24	kwa sababu zaka wanazonitolea Waisraeli nimewapa kuwa urithi wao. Ndio maana nimesema kwamba wao hawatakuwa na urithi kati ya Waisraeli.”
NUM.18.25	Kisha, Mwenyezi-Mungu alimwambia Mose, 
NUM.18.26	“Tena utawaambia Walawi maagizo yafuatayo: Wakati mtakapopokea zaka ambayo Mwenyezi-Mungu amewapa kutoka kwa Waisraeli iwe urithi wenu, mtanitolea mimi Mwenyezi-Mungu sehemu moja ya kumi ya zaka hiyo. 
NUM.18.27	Sadaka hii yenu itakubaliwa kuwa kama malimbuko ya nafaka au kama zabibu anazonitolea mkulima. 
NUM.18.28	Basi, ndivyo mtakavyonitolea mimi Mwenyezi-Mungu sadaka za zaka mtakazopokea kutoka kwa Waisraeli. Zaka hiyo mtakayonitolea mimi Mwenyezi-Mungu mtampa kuhani Aroni. 
NUM.18.29	Kutokana na matoleo yote mtakayopokea, mtamtolea Mwenyezi-Mungu zaka ya sehemu iliyo bora kuliko zote na takatifu. 
NUM.18.30	Kwa hiyo utawaambia: Mkishanitolea sehemu bora kuliko zote, sehemu itakayobakia itakuwa yenu, kama ilivyo kwa mkulima ambaye huchukua kinachobakia baada ya kutoa sadaka zake za mazao ya kwanza ya nafaka na zabibu. 
NUM.18.31	Nanyi mtakula kilichotolewa mkiwa mahali popote pale pamoja na jamaa zenu maana ni ujira wenu kwa sababu ya huduma yenu katika hema la mkutano. 
