MAT.1.1	Hembu omukanda womana owoiheombwale ya
MRK.3.17	oJakob yaSebedeus nomunitje Johannes, mboka Jesus mbaa luka Boanerges, ena hendi mali tyaa: Ovalumentu mbava ngala etitimo lyombula, 
MRK.3.18	naAndreas naFilippus naBartolomeus naMateus naTomas naJakob yaAlfeus naTaddeus naSimon Omukanana 
MRK.3.19	naJudas Iskariot, ngoka ngwee mu weleleka.
MRK.3.20	Okudha mpoka 
MRK.3.21	Ovawo hive tji tee, va ya ko ve ke mu kambule, mena lyokutya va li amava tyaa: “Ma vele epamba.”
MRK.3.22	Iya 
MRK.3.23	Jesus we ve ithana va hweene kuye, he ve heele m
MRK.3.24	Otjilongo andaa matji lit̯ile onki otjene, otjilongo soka kaatji kala po. 
MRK.3.25	Onganda ndjimai lit̯ile onki oyene, onganda ndjoka kaai kala po. 
MRK.3.26	Iya Satana andaa me likondjetha omwene, ye he lit̯ile onki, kaa ulu okukala po, ma hulu.
MRK.3.27	“Okutya kape na tja nguma ulu okupunda onganda yomulumentu nguu na odhonkono, e mu nyeke ovipuka vye. Olutenga nkwai me tji mu kutu, kon̯ima opo ma ulu okupunda onganda ye.
MRK.3.28	“Ame me mu heele okutya odhonkali adhihe nomapenyo aehe nandaku tiwa e lithike pi, ovantu mava ulu oku e ithilwa po. 
MRK.3.29	Iya nguma penye Ombepo Ondhilikwa, kaa ithilwa po onkali ye katee apehe, iya ma kala nonkali yaapehe.”
MRK.3.30	Jesus hehi we tji popila, mena lyokutya ovantu hava tya, u na ombepo ombi.
MRK.3.31	Ina ya
MRK.3.32	Iya owingi wovantu wa kala pohi hau mu onganene, hava heele Jesus hava tyaa: “Taa tuutuu, nyoko novanitjoye ve li pondje, mave ku taendha.”
MRK.3.33	Jesus we ve yaka ha tyaa: “Meme novanitjandje owaan̯i?” 
MRK.3.34	Iya hiaa tala mowingi wovantu mbwaa li awe mu onganene, ha tyaa: “Taa tuutuu, meme novanitjandje hoowomba! 
MRK.3.35	Meme nomunitjandje nompandjandje omuntu ngoka nguma hwithile po ehalo lyaKalunga.”
MRK.4.2	Ye we ve longa ovipuka ovingi m
MRK.4.3	“Teelelen̯i! Kwa li omuntu umo ngwaa ka kunine.
MRK.4.4	Hiaa li ama kunu, dhimo dha wila pontyo yondjila, ovidhila hivye ya, havi dhi tjokola po. 
MRK.4.5	Dhimo dha wila pontantalahi mpahapa li eheke en̯ingi. Iya dha mena dhivadhiva, mena lyokutya kapa li eheke en̯ingi. 
MRK.4.6	Iya omutenya hiwa pupyala, ovilya vya lemba, mena lyokutya kavya li nomidhi mbyaa dhika, vya vavala. 
MRK.4.7	Dhimo dha wila modhohongo. Odhohongo hidha kulu, dha thin̯a ovilya, ahamavi kwata. 
MRK.4.8	Iya dhimo dha wila pohi ombwa, dha mena, ovilya havi kulu, havi kwata: Vimo omilongo vitatu, vimo omilongo epandu, navimo ethele.”
MRK.4.9	Okutya Jesus ha tyaa: “Nguu na omatwi okutyaa, nga tyee.”
MRK.4.10	Iya 
MRK.4.11	Ye we ve yaka ha tyaa: “N̯e mwa pewa okwiiwa otjiholekwa tj
MRK.4.12	opo 
MRK.4.12	‘Okutala va tala,
MRK.4.12	atjaa kave ku mono.
MRK.4.12	Okutyaa va tyaa,
MRK.4.12	atjaa kave yuvite,
MRK.4.12	opo háve liteyulula,
MRK.4.12	va ithilwe po odhonkali dhawo.’ ”
MRK.4.14	Omukuni wa ka kuna odhondaka dhaKalunga. 
MRK.4.15	Ndhoka ndhaa wila mondjila, dhi ngala ovantu mboka mbava tyaa odhondaka dhaKalunga, iya tainkolo mave dhi teelele, dhivadhiva Satana he ya, ha itha mo odhondaka ndhoka ndhiva kunwa. 
MRK.4.16	Ndhoka ndhaa wila pontantalahi, dhi ngala ovantu mboka mbamava tee odhondaka dhaKalunga, have dhi tambula nehuluko, 
MRK.4.17	iya ahamadhi ve hiti, mave dhi kambulitha okaluvedhe okanunu vala, iya andaa pe ke ya oudheu ne okutatethelwa odhondaka dhaKalunga, mave dhi yetha dhiva. 
MRK.4.18	Ndhoka ndhaa wila modhohongo, dhi ngala ovantu mboka mbamava tee odhondaka dhaKalunga, 
MRK.4.19	iya otjiho tjouye hembu nokulikembela ouhona nolwiho ndumalu ya muwo, malu thin̯a mo odhondaka dhaKalunga, dho ahamadhi eta po tja. 
MRK.4.20	Ovantu mboka mbamava tee odhondaka dhaKalunga, wo have dhi tambula, owo va ngala ombuto ndjaa kunwa pohi ombwa, ovilya havi kwata: Vimo omilongo vitatu, vimo omilongo epandu, vimo ethele.”
MRK.4.22	Iya kakele kokutya kaku na tja soka hitja holekwa hihamatji ka holololwa, ko kaku na tja soka hitja holama hihamatji ya poluhandja.
MRK.4.23	Nguu na omatwi okutyaa, nga tyee!”
MRK.4.24	Jesus we ve heela ha tyaa: “Tangan̯eken̯i soka himamu teelele. Himamu yeleke natjo, nan̯e otjo mamu ka yelekwa natjo, hamu wedhelwa ko uke.
MRK.4.25	Iya nguu na tja, ma pewa, iya nguhe na tja, nahiee na tjo, me tji nyekwa.”
MRK.4.27	Iya aa ka lala po kout̯iku, komuhuka hima imuka po, ombuto ya mene, yo ya kulu, iya ye ke tji i, hitja ende. 
MRK.4.28	Mena lyokutya ohi yo oyene oyo i eta ovilya, olutenga havi tete odhongolo, havi manga, okudha mpoka havi yolova. 
MRK.4.29	Ovilya andaa vya kukuta okutya omuteyi ma itha po onkiki, ha ka teya mena lyokutya eteyo lye thiki.”
MRK.4.31	Otjilongo tjaKalunga tji ngala ombuto yotjitho tj
MRK.4.32	Iya aya kunwa, i mena, hai kulu, hai ningi otjitho otjinene, okupon̯a ovikwawo avihe, hatji kala nodhontai odhonene, ovidhila vyokeulu havi tungile modhontai dhatjo.”
MRK.4.33	Jesus wa heela ovantu ondaka, ye ha undapetha omaeli omengi ngahenga, we ve heela otjingi ngahi va li ave yuvite. 
MRK.4.34	Ke ve heelele tja hihatji li momaeli. Iya hive ke likalela novalongwa ve aveika, he ve thitululile ovipuka avihe.
MRK.4.35	Iya etango ndyoka okawiiwii hika pohi 
MRK.4.36	Ovalongwa va thiaa po owingi wovantu hava landula Jesus mowato moka mwaa li aa kala pohi. Omawato amo a enda wo pamo naye. 
MRK.4.37	Ombepo onene yomakuthikuthi ya tukuka, nomakuthikuthi hae ya mowato, katee owato mau hala okuyula omeva. 
MRK.4.38	Iya ye omwene wa vadhwa mowato kon̯ima aa lala, aa haele kotjihaelo. Ovalongwa ve mu imuna po, hava tyaa: “Mulongethi, nan̯i ku sukilwe nant̯e, himatu i nomeva?”
MRK.4.39	Jesus hiaa imuka po, ha anda ombepo, ha heele elunga ha tyaa: “Nyima, u tya thiluu.” Ombepo ya nyima, hai tya thiluu. 
MRK.4.40	We ve heela ha tyaa: “Mwa tilile tji? Omena lyatji hihamu na tja eitavelo?”
MRK.4.41	Wo va tilile unene, have lipula amava tyaa: “Aan̯i ngu, nguu teeka kombepo nokelunga?”
MRK.5.1	Wo va ya tjikoohehinya tjelunga lyaGalilea, motjilongo tjOvagerasa.
MRK.5.2	 wa dha mo mowato, ha wanene dhiva nomulumentu nguu na ombepo ombi, ama dhi modhombila dhomaleva. 
MRK.5.3	Omulumentu hengu wa li momaleva odhondundu, mena lyokutya kapa li omuntu ngwee mu ulile oku mu kuta nomalyenge. 
MRK.5.4	Iya povikando ovingi andaa wa kutwa nomalyenge nomivya, omalyenge nomivya u vi kopaula. Wa li nodhonkono unene, okutya kapa li uke ape na omuntu, ngume mu ulu oku mu tutuvaletha. 
MRK.5.5	Out̯iku nomutenya apehe u kala ama alauluka modhombila dhomomaleva nomodhondundu otjo ma wolauluka nokuliteta nomawe.
MRK.5.6	Hiaa mono Jesus kokule, wa dha ko ama dhamuka, ha twike odhongolo kotjipala tje. 
MRK.5.7	Wa wololoka peulu ha tyaa: “Jesus, OmunwaKalunga Owokombandambanda! Mo ntjalele tji? Me ku kumbu kotjipala tjaKalunga, hó ntatetha.” 
MRK.5.8	Iya Jesus wa vadhwa ae mu heele ha tyaa: “Mbepo ove ombi, pita mo momulumentu hengu!”
MRK.5.9	Iya Jesus we mu pula ha tyaa: “Ena lyoye, oove an̯i?”
MRK.5.9	Ye we mu yaka ha tyaa: “Aame Wingi, mena lyokutya tu vengi.” 
MRK.5.10	Iya omulumentu hengu wa kumba Jesus unene okutya odhombepo ndhoka ahamadhi lambwa mo motjilongo moka.
MRK.5.11	Popedhi nondundu pa li otjuunda otjinene tjovingulu mbyaa li avya yala. 
MRK.5.12	 dha kumba Jesus hadhi tyaa: “Tu tuma movingulu, omo tu hita.” 
MRK.5.13	Ye we dhi yethela mo. Odhombepo odhombi dha dha momulumentu, hadhi i movingulu. Otjuunda atjihe tjovingulu, hitja li atji lithike pomayovi avali, tja thothonoka okudha kekomo, hatji liyumbu melunga, hatji i nomeva.
MRK.5.14	Ovat̯ita wovingulu va ka inkola, hava ka hipulula otjipuka hehi mondolopa nomodhohambo. Ovantu ve ya okutala soka hitja ningwa ko. 
MRK.5.15	Hive ya kuJesus va mona omulumentu ngoka, ngwaa li nodhondemoni odhingi, aa kala pohi wa dhala nawa, nodhondunge dhe ya mo, ovantu va li ava tila. 
MRK.5.16	Mboka mbava mona omulumentu ngwaa li nodhondemoni hiaa ningilwa, novingulu hivya ningilwa, ve tji hipululila ovantu.
MRK.5.17	Iya va uta okukumba Jesus, a dhe mo motjilongo tjawo.
MRK.5.18	Jesus hiaa li ama londo mowato, omulumentu ngoka ngwaa ithwa odhondemoni, wa kumba Jesus, a ende naye.
MRK.5.19	Jesus ke mu yethele, iya we mu heela ha tyaa: “Enda konganda, u ke ve hipululile ovipuka mbyoka 
MRK.5.20	Omulumentu hengu wa ya, ha ka uta okuhipululila ovilongo vya
MRK.5.22	Iya omunenene umo w
MRK.5.23	we mu yayela ha tyaa: “Okanwandje okakadhona ke li popavi. Alikana, indjo u ke ke tendeke omawoko, ka kale nawa, ka hupe.”
MRK.5.24	Jesus wa ya naJairus. Owingi wovantu mbwee mu landula, wa enda amau mu thin̯a.
MRK.5.25	Iya kwa li omukadhintu ngwaa velele 
MRK.5.26	Avihe mbyaa li navyo wa manena movimbanda, iya ye ahama veluka, kakele vala okutya vye mu ihametha, wo ouvela hau vyuuka komeho. 
MRK.5.27	Omukadhintu ngoka wa tyaa ouhunga naJesus, otjo a enda ama tuku owingi wovantu katee e ya kon̯ima yaJesus, ha t̯in̯i komudhalo we, 
MRK.5.28	mena lyokutya we lipopila ha tyaa: “Andaa mba t̯in̯i komudhalo we, me veluka.”
MRK.5.29	Omukadhintu wa t̯in̯a komudhalo waJesus, olulala lwe halu ka, he limono molutu lwe okutya ouvela we wa veluka. 
MRK.5.30	Dhivadhiva Jesus we limona okutya muye mwa dhi odhonkono, ha pilulukile kowingi wovantu he ve pula ama tyaa: “Aan̯i ngwaa nt̯in̯i komudhalo?”
MRK.5.31	Ovalongwa ve ve mu yaka hava tyaa: “Ove u lwete okutya ovantu ve ku thin̯a, ove napano mo tyaa: ‘Aan̯i ngwaa nt̯in̯i?’ ”
MRK.5.32	Jesus wa twikila okutala okutya ngoka ngwee mu t̯in̯i an̯i. 
MRK.5.33	Omukadhintu wa tilile ha teketa, mena lyokutya wa li ae tji i soka hiaa ningilwa, we ya he lit̯imike po kotjipala tje, he mu heele otjatjili atjihe. 
MRK.5.34	Jesus we mu yaka ha tyaa: “Mukadhona wandje, eitavelo lyoye lye ku velula. Enda nouwa, ouvela woye wa veluka.”
MRK.5.35	Tainkolo Jesus a li ama popi, koyaJairus, omunene wosinagoga, kwa dha odhontumwa hadhi tyaa: “Hó ulithwa uke omulongethi, omunoye ke ko.”
MRK.5.36	Jesus kaa li ae sukwa nodhondaka odhodhontumwa, wa heela Jairus ha tyaa: “Hó tila, itavela vala.” 
MRK.5.37	Jesus ovantu avehe ke ve yethele a ende nawo kakele vala kaPetrus naJakob nomunitje Johannes. 
MRK.5.38	Jesus hiee ya monganda yaJairus, omunene wosinagoga, wa vadha mo ovantu mbava tono otjuuyila amava lili. 
MRK.5.39	Iya hiee ya mo, ha tyaa: “Mamu yayanene tji, otjitji himamu lilile hinyahi? Ondele ka t̯ile, wa lala.”
MRK.5.40	Iya ovantu ve mu yola. Iya hiaa dhi pokulamba mo ovantu avehe monganda, wa itha po vala ina naihe novalongwa ve mboka mbava li naye, ha i moka mumwa li amwa lala po ondele. 
MRK.5.41	Wa kambula ondele mokuwoko, ha tyaa: “Talita kuum,” matji tyaa: Kakadhona, me ku heele, imuka po!
MRK.5.42	Wa imuka po dhiva, ha utu okweendaenda, mena lyokutya wa li nodhombula omulongo nambali. Wo va li ave kumwa unene. 
MRK.5.43	We ve ilikin̯a unene okutya háve tji heele omuntu noumo, ye he ve heele okutya ondele nga pewe ovikulya.
MRK.6.2	Metango ly
MRK.6.3	Ve mu penya hava tyaa: “Nan̯i hamuhongi wovipilangi? Nan̯i handele yaMaria? Ovanitje haoJakob naJoses naJudas naSimon? Odhompandje hápo tu kala nawo mpa?” Ovantu kave mu itavelele.
MRK.6.4	Jesus we ve heela ha tyaa: “
MRK.6.5	Okutya Jesus ka ningilile ko otjilingankono notjimo, ovavedhi vamovamo vala mbaa tendeka omawoko e, he ve velula. 
MRK.6.6	Ye we kuminwa mena lyokuhaitavela kwawo.
MRK.6.6	Iya okudha mpoka 
MRK.6.7	Wa ithana ovalongwa omulongo navavali, ha utu oku ve tuma koovavali noovavali. We ve pa odhonkono dhokutumina odhombepo odhombi. 
MRK.6.8	Iya we ve ilikin̯a ha tyaa: “Hámu i natja mondjila, kakele vala kotjisawa, hamungome, handjato yokweenda nayo, hadhombongo motjipapo.
MRK.6.9	Iya dhalen̯i odhongaku, n̯e hámu kala novikutu vivali.” 
MRK.6.10	Ye we ve heela uke ha tyaa: “Amwe ya monganda, mumwe thikile, ngamo mu kala moka katee mamu dhi mo. 
MRK.6.11	Andaa pe na mpoka mpahamamu tambulwa ne mpahamamu teelelwa, dhen̯i po, n̯e mu lipupule ombuma kodhompadhi
MRK.6.12	Wo va ya, hava ka teetha okutya ovantu ngave liteyulule. 
MRK.6.13	Va ta mo 
MRK.6.14	Ohamba 
MRK.6.15	Ovakwawo hava tya oElia, tainkolo uke vamo mava tya yuumo owom
MRK.6.16	Herodes hiee tji tee, ha tyaa: “OJohannes ngoka ngumba tetetha omutwe, oye a imunwa kout̯e.” 
MRK.6.17	Iya Herodes ye omwene oye a tumine ovantu va ka kambule Johannes, a kutwe, a yedhililwe mokaliwoso mena lyaHerodias, omukadhintu womunitje Filippus. Iya Herodes wa kupile Herodias.
MRK.6.18	Iya Johannes we mu heela ha tyaa: “Tji huna okukupa omukadhintu womunitjoye.”
MRK.6.19	Herodias wa li ondjedhi yaJohannes, wa li ama hala oku mu dhipaa, atjaa ke tji ulile. 
MRK.6.20	Herodes wa li aa tila Johannes, mena lyokutya wa li ae mu i okutya omulumentu omuvyuuki ye omudhilikwa, iya we mu amena. Wa li ae hole oku mu teelela, nandaku tiwa moku mu teelela u mu kulungitha omutima.
MRK.6.21	Iya kwe ke ya etango ewa, Herodes hiaa ningila otjipito odhosekulu dhe nodhondjai dhovita novanenentu moGalilea metango lyokuyumukwa kwe. 
MRK.6.22	Omuna omukadhona waHerodias hiaa piti montanga, wa dhanena po Herodes novayenda ve, he ve hulukithwa. Ohamba wa heela omukadhona ha tyaa: “Nkumba ndje atjihe himo hala, me ku pa tjo.” 
MRK.6.23	Ye we mu udhikila, ha ana ha tyaa: “Atjihe soka himo nkumbu, me ku pa tjo, nando nkumbu ombinga imo yotjilongo tjandje.”
MRK.6.24	Omukadhona wa ya kwiina, ha tyaa: “Nge kumbe tji?”
MRK.6.24	Ina we mu heela ha tyaa: “Kumba omutwe waJohannes Omutjatji.”
MRK.6.25	Omukadhona wa tjuna dhivadhiva kohamba ama kanyauka, ha tyaa: “Me hala, u mpe napano hinyahi omutwe waJohannes Omutjatji melonga hendi.”
MRK.6.26	Iya ohamba ya pongele unene, iya mena lyokwaana kwayo nolyovayenda vayo kai ulile uke oku mu anya. 
MRK.6.27	Ohamba ya tuma dhivadhiva omukwavita omuyungi wombala, hai mu heele okutya nge mu etele omutwe waJohannes. Omuyungi wombala wa ya ha tete Johannes omutwe mokaliwoso.
MRK.6.28	Ye we u eta melonga, he u pa omukadhona. Omukadhona he u pa ina. 
MRK.6.29	Ovalongwa vaJohannes hive tji tee, ve ya, hava itha po otjivimbi tje, have mu paka.
MRK.6.31	Jesus wa heela ovalongwa ve ha tyaa: “Indjen̯i tu ke likalele atwiika, opo mu ka thuve po kanunu.” Iya mena lyokutya kwa li ovantu ovengi oombamave ya na mbamava i, okutya kava li ave na oluvedhe lwokulya. 
MRK.6.32	Iya wo va ya nowato aveika kompuka hukwe likalela.
MRK.6.33	Iya ovantu ovengi ve ve mona himava i, have ve dhimbuka, hava ka dhamuka pohi okudha movilongo avihe, hawo va tenga okuthika ko hoka Jesus novalongwa ve huva vadhwa ava vyuuka. 
MRK.6.34	Iya Jesus hiee thiki kontyo, wa mona engundwa enene lyovantu. Ye wa li ae ve etethele mo onkenda, mena lyokutya va li amava ngala odhondhu ndhihadhi na omut̯ita. Ye wa uta oku ve longa ovipuka ovingi.
MRK.6.35	Iya hikwa toko, ovalongwa ve ve ya kuye hava tyaa: “Pompuka hempa opokuti kwanyahinya, netango lya toko. 
MRK.6.36	Lekela ovantu, va ende kodhohambo dhopopedhi nokoulongo, opo ve ke lilandele ovikulya.”
MRK.6.37	Jesus we ve yaka ha tyaa: “Ve pen̯i ovikulya.”
MRK.6.37	Wo ve mu pula hava tyaa: “Ngatu ende tu ke ve landele omingome n
MRK.6.38	Jesus we ve pula ha tyaa: “Iya mu na po omingome vingapi? Enden̯i mu ke vi tale.”
MRK.6.38	Hive vi mono hava tyaa: “Ivitano nodhohi mbali.”
MRK.6.39	Iya Jesus wa heela ovalongwa ve, va heele ovantu avehe, va kale pohi mehodhi etalala, wo ve ve yapaule movinkopo. 
MRK.6.40	Ovantu va kala pohi movinkopo; vimo vya li novantu ethele, vimo omilongo vitano. 
MRK.6.41	Jesus wa itha po omingome mbyoka vitano nodhohi ndhoka mbali, ha tala peulu, ha pandula. Ye wa nyembula omingome, he vi pa ovalongwa ve, ve vi yandjele ovantu. Otjo e ve yandjela uke odhohi ndhoka mbali. 
MRK.6.42	Wo avehe va lya, have kuta. 
MRK.6.43	Ovalongwa va ongedha ovinyembu vyomingome novyodhohi, have yulitha odhombwe omulongo nambali. 
MRK.6.44	Ovantu mboka mbava lile omingome, va li ovalumentu omayovi atano.
MRK.6.45	Iya 
MRK.6.46	Kon̯ima yoku ve lekela, wa londa kondundu oku ka kumba. 
MRK.6.47	Okawiiwii hika wile pohi, owato wa li mokati kelunga, ye wa li aika kombanda. 
MRK.6.48	Ye wa mona okutya wo va li amava liya noudheu, mena lyokutya ombepo yomakuthikuthi ya li amai ve tono movipala. Momahuka Jesus we ya kuwo ama ende kombanda yomeva. Wa li ama hala oku ve pon̯oka. 
MRK.6.49	Iya wo hive mu mono ama ende kombanda yomeva, va li amava tya pamo otjilulu, hava kuu. 
MRK.6.50	Wo avehe va tilile, hive mu mono.
MRK.6.50	Iya Jesus we ve popitha dhivadhiva ha tyaa: “Koleken̯i, hámu tila, aame!” 
MRK.6.51	Iya ye wa ya kuwo mowato, ombepo yomakuthikuthi hai nyimi. Ovalongwa va kuminwe unene. 
MRK.6.52	Iya wo otjipuka tjomingome kave tji konekele nawa, okutya omitima vyawo vya li avya kukuta.
MRK.6.54	Iya hiva dhi mo mowato, ovantu ve mu dhimbuka dhiva. 
MRK.6.55	Wo va handjana n
MRK.6.56	Iya apehe mpoka mpaa ya, moulongo ne m
MRK.7.2	Iya va mona ovalongwa ve vamo amava li nomawoko ngaa sili, okutya ngahaa kohelwe.
MRK.7.3	(Ovajuda avehe unene tuu Ovafarisai kava li háveye likoha komawoko, va kambulitha odhonteto dhowoihe nowoina. 
MRK.7.4	Kava li otjipuka hiva landa komalandethelo, tainkolo haveye tji koha, nodhonteto odhonkwawo ve dhi kambulitha ngahi tji li okukoha ovinwino, odhombiya nomalonga otjivela otjindumbu.)
MRK.7.5	Ovafarisai novalongiveta ve mu pula hava tyaa: “Omena lyatji ovalongwa woye hihava kambulitha odhonteto dhowoihe nowoina, hiva lya ahave likohele komawoko?”
MRK.7.6	Ye we ve yaka ha tyaa: “Valinomi n̯e, Jesaja we mu heela nawa ngahi kwa sonekwa haku tiwaa:
MRK.7.6	‘Ovantu hemba va ntumbaleka vala novinyo,
MRK.7.6	atjaa omitima vyawo vi li kokule naame.
MRK.7.7	Va ndjundapela vala nyahinya,
MRK.7.7	mena lyokutya va longetha odhonteto dhovantu.’
MRK.7.8	“Mu yetha ovitumino vyaKalunga, hamu kambulitha odhonteto dhovantu.”
MRK.7.9	Ye we ve tima, ha tyaa: “Mu ninga nawa, himu yetha otjitumino tjaKalunga, n̯e hamu kambulitha odhonteto dhen̯i ovene. 
MRK.7.10	Iya Moses wa popya ha tyaa: ‘Tumbaleka iho nanyoko. Nguma popi navi ihe ne ina, nga dhipawe.’
MRK.7.11	Iya n̯e mu tyaa: ‘Nguma heele ihe ne ina ha tyaa: Himbe tje ku popila natjo, mbe tji pa Korban,’ matji tya, tja pewa Kalunga, 
MRK.7.12	okutya kamu mu itavelele uke a popile ihe ne ina. 
MRK.7.13	Hehi matji pengetha odhondaka dhaKalunga okupitila modhonteto dhen̯i ndhimu na dho. Ovipuka ovikwawo ngahembi ovyo mu ninga.”
MRK.7.14	Ye wa ithana uke owingi wovantu, he u heele ha tyaa: “Nteelela ndjen̯i amuhe, mu koneke. 
MRK.7.15	Pondje kape na hitji dha po, hatji i momuntu, hatji mu lundha, iya hitji dha momuntu, otjo tji lundha omuntu. 
MRK.7.16	[Nguu na omatwi okutyaa, nga tyee.]”
MRK.7.17	Iya hive liyapauka nowingi wovantu, wa ya konganda. Ovalongwa ve mu pula ouhunga w
MRK.7.18	Ye we ve pula ha tyaa: “Nan̯i nan̯e wo tuu kamu yuvite? Kamu tji i okutya atjihe hitji dha pondje okuya momuntu katji mu lundha, 
MRK.7.19	mena lyokutya katji i momutima we, tji ya medhimo, hatji piti mo.” 
MRK.7.20	We ve heela ha tyaa: “Hitji dha momuntu, otjo tji mu lundha. 
MRK.7.21	Iya momutima womuntu omo mu dha omalipulo omavi: Okuhula, oumpulu, okudhipaa, 
MRK.7.22	okulivaka, olwiho, ouputji, okulungamena, ountalu, onki, okupenya, okulinoma nowoova. 
MRK.7.23	Ovipuka avihe hembi ovivi vi dha momutima womuntu, havi mu lundha.”
MRK.7.24	Iya ye wa kulama, ha i k
MRK.7.25	Iya omukadhintu umo wa li nomuna omukadhona ngwaa li nombepo ombi, hiaa tee 
MRK.7.26	Omukadhintu ngoka wa li Omugreka, ngwaa yumukilwa moFoinikia otjilongo tjomoSiria. Ye wa kumba Jesus a te mo 
MRK.7.27	Iya ye we mu heela ha tyaa: “Odhondele olutenga ngavetji kuta, mena lyokutya katji li nawa okwiitha po otjithima tjodhondele, ho tji yumbile odhombwa.”
MRK.7.28	Iya ye we mu yaka ha tyaa: “
MRK.7.29	Iya wa heela omukadhintu ha tyaa: “Mena lyodhonda ndhiwa popi ndhoka tjili nawa, napano enda konganda, ondemoni momunoye ya dhi mo.”
MRK.7.30	Ye hiee ya konganda, wa vadha omuna aa lala po komutala, ondemoni aya dhi mo muye.
MRK.7.31	Iya ye wa dha ko uke kovilongo vyaTiro, ha yatakana moSidon, iya ha i kelunga lyaGalilea, ama ende pokati ka
MRK.7.32	Ve mu etela ompolo, ye nguhe tji i okupopya nawa, ve mu kumba e mu tendeke okuwoko. 
MRK.7.33	We mu itha po powingi wovantu, have ke likalela aveika, he mu twaa ominwe momakutwi, he litutike omate kominwe vye, he mu t̯in̯i kelaka. 
MRK.7.34	Okutya wa tala keulu, ha twala omudhima, he mu heele ha tyaa: “Efata!” Matji tyaa: Thituluka!
MRK.7.35	Omatwi e a thituluka dhivadhiva, nelaka lye lya patuluka, ye ha popi nawa. 
MRK.7.36	Ye we ve anda okutya ahamave tji heele omuntu noumo, iya nandaku tiwa we ve anda nokwiilikin̯a wo ve tji hipulula. 
MRK.7.37	Ovengi va kuminwe unene hava tyaa: “Avihe u vi ninga nawa! Odhompolo dhi tyaa, ovahapopi va popya.”
MRK.8.1	Pomatango ngenya engundwa enene lyovantu lye mu onganena uke, mena lyokutya kava li ave na ovikulya, 
MRK.8.2	“Ovantu hemba mbe ve etethele mo onkenda, mena lyokutya va ningi omatango atatu pwaame, wo háve na himava li. 
MRK.8.3	Iya nge ve lekele, hava i kodhoyawo nondjala, mava ka thothaunukila mondjila, mena lyokutya vamo muwo va dha kokule.”
MRK.8.4	Ovalongwa ve ve mu yaka hava tyaa: “Iya opi omuntu mpama ulu okumona ovikulya vyokukutitha ovantu hemba mokuti hemu kwanyahinya?”
MRK.8.5	Jesus we ve pula ha tyaa: “Mu na po omingome vingapi?”
MRK.8.5	Ve mu yaka hava tyaa: “Epanduvali.”
MRK.8.6	Jesus wa heela owingi wovantu u kale pohi. Iya wa itha po omingome mbyoka epanduvali. Iya hiaa pandula, we vi nyembula, he vi pa ovalongwa ve, opo ve vi yandjele ovantu. Iya wo va yandjela owingi wovantu. 
MRK.8.7	Wo va li po wo nouhi umo oununu. Jesus hiee u pandulile Kalunga, ha heele uke ovalongwa ve, ve u pe ovantu. 
MRK.8.8	Ovantu va lya, have kuta. Ovalongwa kon̯ima va ongedha ovinyembu mbyoka mbyaa hupu po, have yulitha odhombwe epanduvali. 
MRK.8.9	Pa li ovantu mbava li ave lithike pomayovi ane. Jesus wa lekela ovantu, 
