MAT.1.1	Liáni áabai lista nashínaa náa'a Jesucristo wérrinaimica, rey David cúuleemi ya Abrahám.
MAT.18.33	Ne jiyá lécchoo éewerricta carrúni jináata jicábacani liá'a jijúnicaica, chacábacanaa léjta carrúni jináata nucába jiyá lécchoo.’ 
MAT.18.34	Néenee íiwirri wérri liwówa liá'a reyca, jáiwa liwána nacástigaa cáiwinaa jíni, cáashia lipáida quinínama liá'a limówiniacalacoo.”
MAT.18.35	Jesús má'ee nalí mawí:
MAT.18.35	—Cháminaa cábacanaa liméda yáajcha liá'a nusálijinaa yáairri áacairra, jóctaca bácainaa ipérdonaa iwówa yáajchau éenajirriu.
MAT.19.1	Liáwinaami limá quinínama liáni, Jesús yáau Galilea néenee, jáiwa líinu Judea shínaa cáinabi ítala, yéerri Jordán nácue cáiwia jiáctejcoo. 
MAT.19.2	Íchaba chóniwenai yáau liájcha, néeni lichúni náa'a bálinenaicoo.
MAT.19.3	Áabi fariséobini narrúniu Jesúsru, quéewique'e naméda lirrú áabai trampa, ne nasáta néemiu liyá:
MAT.19.3	—¿Léewaminau báqueerri máaca líinu matuínaami nácueji?
MAT.19.4	Jesús éeba'ee nalí:
MAT.19.4	—Léjta iyájani iliá Dios chuáni rícueji, arrúnaa yáa léenaa jái'inaa Dios liquénuda chóniwenai, liyá liquénuda báqueerri washiálicuerri, néenee liméda báquetoo íinetoo quéewique'e líinucani liá'a washiálicuerri. 
MAT.19.5	Jáiwa limá'ee: ‘Tándawa, liá'a washiálicuerrica lishírriminau lisálijinaa yúchau ya litúwa, quéewique'e lirrúnicoo líinu yáajchau, ne nayá namédaminau léjta bácai rími chóniwerri.’ 
MAT.19.6	Tándawa, jócu chámata nayá mawiá, Dios náneewa nayá léjta bácai rími. Tándawa liá'a washiálicuerri jócu arrúnaa lishírrida liá'a Dios rúndanica.
MAT.19.7	Nayá nasáta néemiu liyá:
MAT.19.7	—¿Ne tánda libánua Moisés liá'a washiálicuerri liwówai limáaca líinu, liyá liá lirrú ruá'a líinuca, áabai cáashta quéewique'e limáaca ruyái ya libánuacani?
MAT.19.8	Jesús má'ee nalí:
MAT.19.8	—Tándawa, jócala iwówai éebida Dios chuáni, Moisés wána imáaca ruá'a íinuca; ne quéechanacumi jócaimi chárra. 
MAT.19.9	Numá irrú liá'a máaquerri líinu, jócaita linácui ruyá médechoo máashii báqueerri washiálicuerri yáajcha, ya liyá licásau báquetoo yáajcha, liméda máashii líinayu. Ya liá'a éederri líinu máaquechoo rúnirriu, liméda máashii líinayu lécchoo.
MAT.19.10	Namá lirrú éewidenaicoo:
MAT.19.10	—Cháctaca libésunacoo liáni washiálicuerri líinu yáajchau, jócai sáicanata léda líinuu.
MAT.19.11	Jesús éeba'ee nalí:
MAT.19.11	—Jócai quinínama néewa náa léenaa linácu liáni, ne nayá rími yáa léenaa néemicani náa'a Dios wánani náa léenaani. 
MAT.19.12	Ne ái íchaba nácueji liá'a jócai índa washiálicuenai múrru náiinu: Áabi jiániu méewi, táda jócu arrúnaa cáinu nayá; ya áabi náa'a washiálicuenai jócu naínda néewa namúrru náiinu náijudaca nayá máashiiyu, áabi yáainai léjta jócani éewoo linácueji liá'a Dios wánacaalactalaca. Náa'a éewenai cáinuca nacásaque'iu, ne náa'a éewenai nayá bácai, nayáque'e cha járra.
MAT.19.13	Natée áabi sáamanai Jesúsru, quéewique'e lichánaa licáajiu nanácu ya lióraque'e nanácu; ne náa'a éewidenaicoo, jáiwa nachánau nacáita náa'a téenai nayá. 
MAT.19.14	Néenee Jesús ma nalí:
MAT.19.14	—Imáaca náiinu nulí náa'a sáamanaica, u'imáisania núchani, jiníwata liá'a wánacaalactaca Dios shínaa, cháni léjta náa'a éebidenai Dios nácu léjta sáamanaica.
MAT.19.15	Jáiwa Jesús chánaa licáajiu nanácui náa'a sáamanaica, jáiwa liáu náuchai néeneeji.
MAT.19.16	Báqueerri icúlirrijui yáau licába Jesús, ya lisáta léemiwani:
MAT.19.16	—Quéewidacai, ¿Tána sáicai arrúnaa numédacai nuwáaliaque'e liá'a cáwicashi jócai amáarra?
MAT.19.17	Jesús éeba'ee lirrú:
MAT.19.17	—¿Tánda jisáta jéemiu nuyá linácu liá'a sáicaica? Liá'a sáicaica bácairrimi, Dios. Ne jiwówaicta jiwárruacoo cáwicashi jócai amáarra, jicúmplia náa'a wánacaalashi Dios máacanica Moisés nácueji.
MAT.19.18	—¿Tána jiliá? —Lisáta léemiu liá'a icúlirrijuica.
MAT.19.18	Ya Jesús ma lirrúi:
MAT.19.18	—‘Ujíinua, ujiméda máashii jíinayu, ujinédu; ujiméda jinúma yúwicau újnii áabi nácueji, 
MAT.19.19	cawáunta jiyúda jisálijinau ya jitúwa, ya caníinaa jicába jiyácchuniu, léjta caníinau jicába jiyá jájiu.’
MAT.19.20	—Quinínama liérra jái nunísa numédacai, —limá liá'a icúlirrijuica—. ¿Tána cháucta mawí numédacai?
MAT.19.21	Jesús éeba lirrú:
MAT.19.21	—Jiwówaicta machácani jiyá, jiáu jiwénda liá'a jiwáalianica ya jiá nalíni náa'a carrúni jináatanica. Cháminaa jiwáalia jirrícucau áacairra. Néenee jíinu jiáu nuíshiirricu.
MAT.19.22	Néenee léemi'inaami liáni liá'a icúlirrijuica, jáiwa liáawai máashiita liwówa, jiníwata bájialai rícuerrica, ya jócute liwówai liá lirrícucau nalí náa'a carrúni jináatanica.
MAT.19.23	Néenee Jesús ma lishínaa éewidenaicoorru:
MAT.19.23	—Yáawaiyi numá irrú, tráawajuminaa nalí náa'a rícubinica namáaca Dios wánacaala nacáwica. 
MAT.19.24	Nuéejoo numá irrú, áabai caméeyu jócai léewa libésunacoo lituí rícu liá'a áabai ishíduica, ne mawí tráawajuca báqueerri rícuerrirru léewa liwárruacoo Dios wánacaalactalaca.
MAT.19.25	Néemi'inaamini, náa'a lishínaa éewidenaicoo mawí nacáarrudacoo néemicani,
MAT.19.25	—¿Néenee tána éewa liwásedacai?
MAT.19.26	Jesús cába'ee nalí ya léeba'ee:
MAT.19.26	—Washiálicuenairru liéni jócaiminaa néenaa namédaca, ne Dios jócai, Dios éewerri liméda quinínama.
MAT.19.27	Néenee Pé'eru má'ee Jesúsru:
MAT.19.27	—Wayá máaquenai quinínama liá'a wawáalianimica, quéewique'e wáacoo jíshiirricu, ¿tána'inaa warríshibia?
MAT.19.28	Jesús éeba'ee nalí:
MAT.19.28	—Ne yáawaiyi numá irrú, jáictaminaa líinu liyáali éerri quinínama wáaliiminaajoni, jáicta nuyá Washiálicuerri Dios Cúuleeca, nuwáau nuárrubaishi balíbali íta'aajoo, iyáminaa íinuenai nuíshiirricu, iwáaminau léquichoo doce yáarrubaishi, quéewique'e iwánacaala náa'a doce tribu Israel shínaaca. 
MAT.19.29	Ne quinínama náa'a máaquenai nunácueji náabanau, o néenajinai, o néenajetoo, o nasálijinaa, ya natúwa, o néenibi, o cáinabi, narríshibiaminaa cien máanabachu mawí liá'a namáacadanica, ya lécchoo narríshibiaminaa cáwicashi jócai amáarra. 
MAT.19.30	Ne íchaba chóque'e náa'a cawéninica, jócani'inaa cawéni, ya náa'a mawéninica chóque'e, nayáminaa cawénini'inaa.
MAT.20.1	“Liá'a Dios wánacaalactalaca chái cábacanaa jicá'a báqueerri finca wácali, lijiáu manúlacaiba wérri limúrru tráawajadorbini quéewique'e natráawajaa lishínaa uva yáanai íta'aa. 
MAT.20.2	Líinu'inaami nanácui náa'a tráawajadorbini, lichúni liwéni náajcha áabai éerriquictacani, ya ta libánua natráawajaacai lishínaa uva yáanai íta'aa. 
MAT.20.3	Liáwinaami léejoo lijiácoo las nueve manúlacaiba, jáiwa licába áabi yáainai nayá plaza rícu, jiníni médani nayáca. 
MAT.20.4	Néenee limá nalí: ‘Yáau iyá lécchoo itráawajaaca nushínaa uva yáanai ítala, máta nupáida iyá sáicai.’ Jáiwa náawai natráawajaaca. 
MAT.20.5	Uva wácalica léejoo lijiácoo wíyaicumi, ya las tres táicala léejoo lijiácoo lécchoo, chacábacanaa léejoo liméda náajcha. 
MAT.20.6	Léejoo lijiácoo plaza néerra las cinco táicala rími, jáiwa licába áabi bániwai jiníni médani nayáca, lisáta léemiu nayá: ‘¿Tánda iyá áani éerri yáajinaa jócani tráawajaa?’ 
MAT.20.7	Néenee néeba lirrú: ‘Níwata jiní íinuerri litáa wáajcha.’ Néenee limá nalí: ‘Yáayu iyá lécchoo itráawajaa nushínaa uva yáanai ítala.’
MAT.20.8	“Jái'inaa táayebee íinui, liwácali máida lishínaa wánacaleerri náa'a tráawajadorbinica, limá lirrú: ‘Jimáida náa'a tráawajadorbinica ya ta jipáidaqui jíni, quéechanacu náa'a wárruenaicoo natráawajaa amáarractalacani, ya liáwinaami náajcha náa'a wárruenaimicoo quéechanacu.’ 
MAT.20.9	Ne náiinu'inaa éenaa, wárruenaimicoo natráawajaa las cinco táicala rími, ya ta narríshibia nawéniwai áabenaa áabai éerriquictacani. 
MAT.20.10	Liáwinaami náiinu'inaa náa'a wárruenaimicoo natráawajaa quéechanacu, napénsaa nalíwoo narríshibiacala'inaa mawí, ne bácainaa nayá narríshibia nawéniu áabai éerriquictacani. 
MAT.20.11	Nacóbra'inaamini nachánau namúnumunuacoo linácula liá'a nawácalica, 
MAT.20.12	namá'ee: ‘Náani íinuenaimi éerri éenaami nácu, natráawajaa áabai rími hóraa, jiyá páidenai nayá áabenaa wáajcha, wayá wántenai liá'a tráawajo ya cáiwia amuá quinínama éerri.’ 
MAT.20.13	Ne liá'a chúnsai nawácalica léeba'ee báqueerri chuáni: ‘Nujúnicai, jiní máashii numédani nuyá jirrú. ¿Jócute wachúni liwéni liá'a áabai éerri jitráawajaani nulí? 
MAT.20.14	Ya jiwína jiwéniu ya jiá namówai. Ne nuwówaicta nupáida liéni wárruerricoo litráawajaa hóraa éenami nácu, áabenaa léjta nupáidau jiyá, 
MAT.20.15	léewa nuwówau'u numédaca nuwárruani yáajchau. ¿O cadéniwee jiyá sáicacala nuyá?’
MAT.20.16	“Chái'inaa cábacanaa léjta Dios yá'inaa nawéni náa'a chóniwenai áacairra; chóque'e náa'a cawéninica, liáwinaami'inaa jócai cawéni, ya chóque'e jiníni wéni, liáwinaami cawéniminaa nayá.
MAT.20.17	Liáwinaami Jesús lijínau liácoo iníjbaa lícu Jerusalén néerra'inaa, limáida báawachala lishínaa éewidenaicoo ya limá'ee nalí:
MAT.20.18	—Léjta icábau'ini, chócaja'a wáau Jerusalén néerraminaa, nuyá Washiálicuerri Dios Cúuleeca, néentregaaminaa nuyá nalí náa'a sacerdótebini wácanaica, ya nalí náa'a quéewidacani ley shínaa, máine'inaa arrúnaaca náiinua nuyá, 
MAT.20.19	ya néejuedaminaa nuyá nalí náa'a bájirra cáinabi ítesanaca, quéewique'e nacáida nacábau nuyá, ya náiinueda nuyá, ya nacuájidaque'e nuyá cruz nácu; ne matálii éerri rícula nucáwiaminaujoo máanalicai yúcha.
MAT.20.20	Natúwa náa'a Zebedeo éenibica, náajcha náa'a ruéenibica rurrúniu Jesúsru, jáiwa rutúyau lináneewai rusátaque'e liúcha áabai sáicai. 
MAT.20.21	Jesús sáta léemiu ruyá:
MAT.20.21	—¿Tána jiwówai?
MAT.20.21	Rumá'ee lirrú:
MAT.20.21	—Jiwána nawáacoo náani nuéenibica chaléeni jiwánacaalactalaca, nawáacoo báqueerri sáicaquictejica ya báqueerri apáulicue jiájchau.
MAT.20.22	Jesús éeba'ee nalí:
MAT.20.22	—Iyá jócani yáa léenaa isátanica. ¿Ya éewaminaa isúfria chaléjta nusúfriau'inaa?
MAT.20.22	Néenee namá'ee lirrú:
MAT.20.22	—Wéewani.
MAT.20.23	Jesús éeba'ee:
MAT.20.23	—Iyá yáawani'inaa isúfriaca léjta nuyá, ne liá'a wáairri'inaacoo nuémanacu sáicaquictejica o apáulicueji, jócai arrúnaa nuyá yáa irrú, liyáminaa yáa nalíni náa'a nusálijinaa chúninica.
MAT.20.24	Quéecha'inaami néemicani náa'a áabi diez éewidenaicoo liájcha, jáiwa íiwirri nawówai náa'a chámataca léenajinaica. 
MAT.20.25	Ne Jesús máida nalí limá'ee:
MAT.20.25	—Léjta yáayu léenaani, náiibi náa'a jócani éebida Dios nácu, nawácanai wánacaleenai máashii náa'a nashínaa chóniwenaica, ya náa'a nawácanaica mawíni máanuica, sáictani wánacaala áabibi. 
MAT.20.26	Ne íibicha jócai éewa chácaarra. Arrúnaa báawatacani, íibicha iyá tánashia wówerri máanui limédacoo Dios náneewa, arrúnaa lisírbia quinínamarru. 
MAT.20.27	Ne liá'a íibicha iyá, tánashia wówerri quéechanacu sái'inaa, arrúnaa línda nawánacaala liyá. 
MAT.20.28	Iyá arrúnaa éenueda nuyá, báawita nuyá Washiálicuerri Dios Cúuleeca, jócai nuíinu quéewique'e nasírbia nulí, nuyá íinuerri nusírbiaque'e nalí, ya máanali nuyá quéewique'e nuwáseda íchaba jíconaa.
MAT.20.29	Najiá'inaamiu nayá Jericó rícucha, íchaba chóniwenai náau Jesús íshiirricu. 
MAT.20.30	Chámata matuíni wáaineu nayáca iníjbaa éema nácu, néemi'inaami Jesús bésunacoo, namáidada'ee:
MAT.20.30	—¡Wawácali, David táqueerrimi,
MAT.20.31	Náa'a chóniwenai nacáita nayá quéewique'e manúmata, ne nayá namáidada mawí cadánani:
MAT.20.31	—¡Wawácali, David táqueerrimi, carrúni jináata jicába wayá!
MAT.20.32	Néenee Jesús bárruawai, limáida náa'a matuínica lisáta léemiu nayá:
MAT.20.32	—¿Tána iwówai numéda irrúi?
MAT.20.33	Néeba'ee lirrú:
MAT.20.33	—Wawácali, wéejuaque'iu wacába báaniu.
MAT.20.34	Jesús carrúni jináata licába nayái, jáiwa lidúnu natuí. Liyáalimi náa'a matuínica néewa nacába báaniu, ya ta náacoo Jesús íshiirricui.
MAT.21.1	Quéecha'inaami urrúni nayá Jerusalénru, liá'a Jesúsca náa'a lishínaa éewidenaicoo yáajchau, náiinu'inaa'ee áabai chacáaleerru jí'ineerri Betfagé, yéerri áabai dúuli yáajba jí'ineerri Olivos, Jesús bánua chámata lishínaa éewidenaicoo liájcha, 
MAT.21.2	limá'ee nalí:
MAT.21.2	—Yáau chaléeni lirrícula liá'a chacáalee rímica yéerri wajúntami. Néenimichu íinu runácujoo áabai burro nabájini rucúulee yáajchau. Iwáseda wáajooni índa nulíjoni rucúulee yáajchaujoo. 
MAT.21.3	Áicta báqueerri máni irrú já'a, imáwa lirrújoo, Wawácali rúnaani, liyáalimi léejuedanijoo.
MAT.21.4	Liéni bésuneerricoo quéewique'e licúmpliacoo léjta limáyu'u liá'a íiwadedeerri Dios chuáni báinacumi, litána'inaamica:
MAT.21.5	“Imá nalí chóniwenaica yéenai lirrícu liá'a chacáaleeca jí'ineerri Sión:
MAT.21.5	‘Icábateni, ishínaa Rey íinuerri liácoo irrú,
MAT.21.5	imíyayu, íirrerriu burro íta'aa,
MAT.21.5	áabai burro rími, licúulee liá'a cuésherri cadúcunibee shínanaaca.’ ”
MAT.21.6	Néenee náa'eewoowai náa'a lishínaa éewidenaicoo naméda'ee lirrú léjta Jesús bánua'u nayá, 
MAT.21.7	Natée'e ruá'a búrroca rucúulee yáajchau, namáaca náabalau líta'aa, jáiwa Jesús wáa'eewoo líta'aa liá'a búrroca. 
MAT.21.8	Íchaba wérri chóniwenai. Áabibi nadáquinieda'ee nashínaa capa iníjbaa lícu, ya áabi nawíchueda'ee cushíbai báinaa ya áicuba náacai nadáquinieda iníjbaa lícu. 
MAT.21.9	Náa'a chóniwenai yáainecoo libéecha ya náa'a íinuenai líshiirricu namáidada'ee namá'ee:
MAT.21.9	—¡Wáa lirrú sáicai liá'a Rey David táqueerrimi! ¡Sáicai wérri bájialanaa liá'a íinuerrica lijí'inaa nácu Wawácali! ¡Wáa lirrú cawéni wérri liá'a yáairri áacairra!
MAT.21.10	Jesús wárrua'inaa'eewoo Jerusalén rícula, quinínama chóniwenai chacáalee rícu sánaca nacáarralia'eewau, ya íchaba nasáta néemiu:
MAT.21.10	—¿Tána léji liáni?
MAT.21.11	Néenee náa'a chóniwenaica néeba'ee:
MAT.21.11	—Léwa Jesús íiwadedeerri Dios chuáni, Nazaret sái wáalierra yéerri Galilea rícu.
MAT.21.12	Jesús wárroo templo rícula, jáiwa lijéda náa'a wéndenai nayáca ya náa'a wénenai nayáca. Lináawida nashínaa mesa náa'a cámbianai nayá warrúwa chóniwenairru, ya náarrubai náa'a wéndenai palomas; 
MAT.21.13	ya limá nalí:
MAT.21.13	—Á'a Dios chuáni íta'aa limá: ‘Núbana jí'ineerriminaa cuíta oración shínanaa’, ne iyá médenaini áabai cuíta chaléjta canédibini íibana.
MAT.21.14	Narrúniu Jesúsru templo rícula, náa'a matuínica, ya náa'a macáwanica, jáiwa lichúni nayái. 
MAT.21.15	Ne quéecha'inaami náa'a nawácanai sacerdótebinica ya éewidenaica ley shínaaca, nacába jócai nacába cáji limédanica, ya néemi sáamanai máidada templo rícu, namá'ee: “¡Wáa lirrú sáicai liá'a David táqueerrimi!”, jáiwa íiwirri nawówai éemiqui jíni, 
MAT.21.16	ya namá'ee Jesúsru:
MAT.21.16	—¿Jéemi jiyá liá'a namáni náa'a sáamanaica?
MAT.21.16	Jesús éeba'ee nachuáni:
MAT.21.16	—Jajá, nuéemini. Ne ¿jócu iliá icábau Dios chuáni litáaniacta nanácu náani sáamanaica? Limá chá'a:
MAT.21.16	‘Náa'a sáamanai júbinica,
MAT.21.16	ya náa'a quirrácua újnibii,
MAT.21.16	narrábaminaa sáicai wérri jirrújoo,’
MAT.21.17	Néenee limáaca nayái, jáiwa liáu chacáalee rícuchai Betania néerra, libésuneda táayebee.
MAT.21.18	Manúlacaiba, Jesús éejoo'inaami chacáalee rícula, jáiwa ínaaishi lirrúi. 
MAT.21.19	Licába'inaami áabai higuera urrúni iníjbaa, jáiwa lirrúniu néerrai, ne líinu liyáwoo libáinaa. Néenee limá higuérarrui:
MAT.21.19	—¡Jiníminaa jéejoo jiá jítau mawiá!
MAT.21.19	Ne liyáalimi míishii liá'a higuéramica.
MAT.21.20	Nacába'inaami liá'a bésuneerricoo, nacáarruda'eewoo náa'a éewidenaicoo, nasáta'ee néemiu Jesúsru:
MAT.21.20	—¿Chíta quéewoo míishii higuérami madéjcanaa jíni?
MAT.21.21	Jesús éeba'ee nalí:
MAT.21.21	—Ne yáawaiyi numá irrú, éebidacta yáawaiyi, ya jócu éejueda iwówau, jócai bábaujuta éewa iméda liéni numédani higuera yáajcha, éenaminaa iméda mawíyi liájcha liáni dúulica imácta lirrú: ‘Cachéerra jichácau manuá yáacula’, ya cháminaa libésunacoo irrú. 
MAT.21.22	Ne quinínama iyá isátacta i'óracoo ya éebidani, cháminaa limédacoo irrú léjta isátau'uni.
MAT.21.23	Liáwinaami liáni, Jesús wárroo templo rícula. Nácula léewida liyá néeni narrúniu lirrú náa'a nawácanai náa'a sacerdótebinica ya náa'a salínai judíobinica, nasáta néemiu wáni:
MAT.21.23	—¿Tána wánacaalashiyu jiméda léji liéni? ¿Tána yáa jirrú wánacaalashi?
MAT.21.24	Jesús éeba'ee nalí:
MAT.21.24	—Nuyá lécchoo nusáta nuéemiu iyá áabai chuánshi nácu: ¿Tána bánua Juan báutisacai, Dios o washiálicuenai? Ne éewacta éeba nuchuáni, nuyá lécchoo nuíiwaminaa irrú tánashia wánacaalashiyu numéda léji liéni.
MAT.21.25	Jáiwa nachánau najútacoo nalí wáacuwai, namá'ee: “Ne wamácta lirrú Dios bánuani Juan, limáminaajoo walí: ‘Néenee, ¿ne tánda jócai éebida lirrúi?’ 
MAT.21.26	Jiní wéewaca wamá washiálicuenai, jiníwata cáarru wacába náa'a chóniwenaica, jiníwata quinínama éebidenai Juan táaniacala Dios chuáni rícueji.” 
MAT.21.27	Jáiwa néeba'ee Jesúsrui:
MAT.21.27	—Jócu wáa léenaa.
MAT.21.27	Néenee Jesús éebai:
MAT.21.27	—Ya nuyá cha já'a jóca nuéewa irrú tánashia wánacaalashiyu numéda léji liéni.
MAT.21.28	Jesús sáta'ee léemiu nayá:
MAT.21.28	—¿Chíta liyáyu'u irrú léji liéni? Báqueerri washiálicuerri wáalierri chámata licúuleu, jáiwa limá báqueerrirru: ‘Nucúulee, jiáu wáalee jitráawajaa nushínaa uva yáanai ítala.’ 
MAT.21.29	Jáiwa licúulee éeba'ee lirrú: ‘¡Jócu nuwówai nuáacoo!’ Ne liáwinaami lipénsaa lirrúwoo báaniu, jáiwa liáwai. 
MAT.21.30	Jáiwa lisálijinaa yáau linácula liá'a báqueerrica, néenee limá lirrú chacábacanaa. Néenee léeba lisálijinaa chuániwai: ‘Jajá, nusálijinaa, nuáaminaujoo.’ Ne jócu liáwai. 
MAT.21.31	¿Tána náji náani chámataca méderri lisálijinaa liwówainica?
MAT.21.31	—Liá'a quéechanacu sáica, néeba'ee Jesúsru.
MAT.21.31	Néenee Jesús má'ee nalí:
MAT.21.31	—Yáawaiyi numá irrú, náa'a cóbrenai impuesto Romarru, ya náa'a rúmbaca, wárruenai'inau Dios wánacaalactalaca liárrumirra'inaa iyáca. 
MAT.21.32	Jiníwata Juan liá'a Bautístaca íinuerri léewida chítashia arrúnau'inau iyáqui jíni, ne iyá jócu éebida lirrúi; ne ta nája náa'a cóbrenai impuesto ya náa'a rúmbaca éebidenai lichuáni. Ne iyá, áawita icába quinínama liáni, jócu éenaa ináawida iwíteu quéewique'e éebida lirrú.
MAT.21.33	Jesús má'ee nalí: “Éemiu áabai licábacanaa báaniu: Báqueerri finca wácali, liáabana áabai shínaashi uva yáanai ya ta lirríjcueda litéejii, lichúni áabai yáarrushi limédacta'inaa vino, ya libárrueda áabai torre quéewique'e litúyacani lishínaa shínaashi. Néenee limáaca nalí liá'a cáinabi shínaashi áabi tráawajadorbinica, quéewique'e natráawajaacani ya nashírri lishínaa éenaa lirrú, jáiwa liáwai áabai viaje. 
