MAT.1.1	Ḿfa nâ ane ndə́p-i-njû Jisos Krayis nnyo eyábhé-mmon í Debhit. Debhit a ri eyábhé-mmon Abraham.
MRK.11.15	Nji á síi ka Jerusarem, Jisos a jî gyê ka ókʉ́rí achot Obhasi. A kpo to a gyé, a yên ane ogəm, mba gurúm á gurá, mba namám á namá. A gyê ábho ebhíbhím. A chóe iyîm mbi ane mba á jéna ogəm í ntí eyóŋóm, a tûp ka nsi, na ḿfə́m ane mba á gúra mbʉ́í. 
MRK.11.16	Á ka kam se nne a kə̂n ejûm kpe jə́t a gbút a yaŋé ka etím ókʉ́rí. 
MRK.11.17	A róghe mân ane ekpíím achot se, “Á séŋe sê Obhasi se,
MRK.11.17	‘Tîk á bhîŋ njû amé
MRK.11.17	sê eji nték i ngun chénchén á kára ə̂m agore.’
MRK.11.17	Kən ó kpighi ên ńnyə́ne a chə́bhe njû anyághá-ajʉ̂.”
MRK.11.18	Ane-echî akará-agore Obhasi na atóŋá-ebhín á yûk nchot eye nnyí, kən á fôn efup kpe-eji. Echî aŋ? Okpígha-ejûm obhê ó yim ekam ane ndə́m nji á tóbha yê á fon okpógha-biji. Á róghe mân enóróm mbá nnyi á kí yui yê.
MRK.11.19	Egu é kpó si, Jisos na atóbhá abhê á mághe eték í Jerusarem.
MRK.11.20	Na ofú-ofú, Jisos na atóbhá abhê á yə̂p á kí chəbhé njəm ka mbá nnyi ábho á chíŋi kən á gyê Jerusarem. Á tûp amə̂t ńgô, á yên étí fîk nji Jisos a táe nná eyum, é kpo fép na arʉk-arʉk. 
MRK.11.21	Kən Pita a tît, a kpêt Jisos a tóŋe se, “Ńsé, ńgyê étí nji o táe nná eyum, é kpo é man.”
MRK.11.22+MRK.11.23	Kən Jisos a táme ábho se, “Deê ń sə́ré ên bəre ó ki ḿbə́ŋé na Obhasi, o kí bhik enyánám egúí njí se é jî gbô ka aya. Ájoé ó ka fon efup ka ḿbə́ŋé, kən o kâm se Obhasi tîk a yîm nji o chorê a káre wâ, a kí yim ka etʉri.
MRK.11.24	Ka echî nji aŋ, n kí səre ên bəre ebhú o kí goré Obhasi se a nyáŋé ên kpe ka ejûm, kî ên ḿbə́ŋé se ta ó fon ejûm áji, Obhasi a kí karé ên kpe jen nji o bhə́bhe ên áno. 
MRK.11.25	Ebhú ó gyimi ên o kí goré ên Obhasi, ri ên nsôn gyinî obhí chénchén mbi ane á yími ên. Ó yim ên áno, Obhasi Ńsé owəné ka ósô, tîk a rî nsôn a sû mbi o yimî ên yê. [ 
MRK.11.26	Ájoé ên ó bhó ri ên nsôn ó gyíni ên obhí atem, Ńsé owəné Obhasi fə́ne ka ósô á bhó ri nsôn a sû mbi o yimî ên yê.]”
MRK.11.27	Nji á chə́bhe njəm nnyi Jerusarem, Jisos a kí jen ka etím ókʉ́rí achot Obhasi. Ane-echî akará-agore Obhasi na atóŋá-ebhín na ane-akúí eték á bhak mbâ eye. 
MRK.11.28	Á bhə̂p yê sê, “O fonê bhaghé ikom kən o kí yim iyîm mbí? Énê a karê wâ ḿfə́ne?”
MRK.11.29	Kən a táme ábho se, “Deê ḿ bə́p ên ebhə̂p jə́t. Ebhú ó tame ên, tîk n sə́re ên ekpak ikom mfi m fonê kən n kí yim ntûm nnyí. 
MRK.11.30	Sə́re ên ə̂m ikom mfi Jon a fonê a fúghá ane ayép, í dʉ̂ mbâ Obhasi kən mbâ atem-ane?”
MRK.11.31	Ane mbá á róghe efírím ábho-ábhô sê, “E kí fe yê ebhə̂p njí nan eé? Ájoé é tame sê Obhasi nâ a karê Jon ikom, a ri a bhə́p echî nji e rô kam na Jon. 
MRK.11.32	Kən é to sê atem-ane, ekpatə́m í nchot tîk a fâp.” Á fóne efup, ka kpe énê a kâm se Jon a ri mfoné-mfoné nkara-otîp Obhasi.
MRK.11.33	Á táme mân Jisos sê, “É ka məŋé.”
MRK.11.33	Jisos a táme fə́ne ábho se, “Mme eróŋ, ḿ bó səre ên mbâ ikom ifámé í dʉ̂ kən n yimá ntûm nnyí.”
MRK.12.1	Jisos a tûp mân egan se, “Nne yót a fôn ebhin-í-nkap ejê. A gbê ebhám a fáre ńjə́ne, a gbê etə́m nji á kí kumí á bhabha nkap eye ka ebhin, a tʉ́ri eji aməm eyámám. Kən a kô ane a kâk se á yimá ebhin njí á kará yê eye nkiri. A bhâ mághe a jak ejen.
MRK.12.2	“Nji ebhú nkap é síi, mfone ebhin nnyó a yíghi ḿgbán owe yót a tûm se a ji mbâ ane mba á yíma ebhin ejê a jí ko eye nkiri ebhin. 
MRK.12.3	Kən ane mbá, á kpó yen ḿgbán nnyó, á fî yê á tə̂m, á bhîm a chə́bhe njəm abhô-ábhô. 
MRK.12.4	Mfone ebhin nnyó a kpô túm ḿgbán nnyo tat. Kən ane mbá á tə̂m mân nnyó é chíŋi obhô, á kâk yê bifú ka echî, á káre yê ekpatə́m ísonê, á bhîm yê. 
MRK.12.5	Mfone ebhin nnyó a kpô yighí nnyo tat a tûm. Ane mbá mân á yúi nnyó mfá oyúí. Mfone ebhin a yighá ágbán a túmá, kən ane mbá á yua etʉ̂ oyúí, á təmá mba tat otəm.
MRK.12.6	“Nne nnyó a bhâ yíghi mân mmon okot owe a tûm. Íkíkéré ifê a ri se tîk ane mbá á jíghi mmon owe. 
MRK.12.7	Kən á kpó to á yén mmon nnyó, á sə́re atem sê, ‘Ńgyê ndígha-ekʉ̂. Bhák é yúí yê, iyîm í ńsé í kə́t ibhə́ré.’ 
MRK.12.8	Á bhâ fî mmon nnyó á yúi, á kə̂n ékpoê ejê á bhûm ka etə́m.”
MRK.12.9	Jisos a bhə̂p mân se, “Ó kere ên sê mfone ebhin nnyó kə́n a yîm jen na ane mbá? To a kí yui ábho a tábhe ebhin ejê a káre ane etat?
MRK.12.10	“Ó ka yúk ên tîk egan nji á túbhi ka nwet Obhasi sê,
MRK.12.10	‘Isôk mfi agbeghá-ojû á bhúmi sê í ká nop njû egbeém,
MRK.12.10	ḿfə́ne nâ í bhâ chə́bhe mfoné-mfoné isôk mfi í fíi njû.
MRK.12.11	Ńtâ Obhasi nâ a yimî áno se é jóe ka ekpak njí.
MRK.12.11	A ri okpógha-biji nchot.’ ”
MRK.12.12	Nji atúi-ofâm ane Jus á yúghi egan njí, á mə́ŋe sê Jisos a túbhi áno a kpê na ábho. Á dâŋ sê á fî yê, kən á kí fup ekam ane nji é rî áfo, á mághe á kʉra.
MRK.12.13	Á bhâ yíghi mân etʉ̂ ane echəme Farasi na etʉ̂ mba á tóbha Erot, á tûm sê á jí wáp Jisos ka akát. 
MRK.12.14	Nji ane mbá á bháe mbâ Jisos, á bhə̂p yê sê, “Ńsé, é məŋe sê we áfúbhí ó bhó chot, ó bhó kep nne ka ochî. Ńgyímí nne ó bhó koŋ. Ó səra ane ka etʉri ejûm nji Obhasi a wóme nne a yîm. Kən sə́ré êt kpá, nâ-ngá é rî nono sê é káre ntí-echî mbâ Ntûfâm i Rom, kən é ká nop!” 
MRK.12.15	É káre kən e kâ káre!
MRK.12.15	Kən Jisos a yên oka nchot ábho a táme ábho ka ebhə̂p se, “Ó gaá ên kpá énê? Kô ên ntí bhák ên, mme ń yén.”
MRK.12.16	Á bhak yê na ntí a kô, a kêp. A bhə̂p mân ábho se, “Efóŋé énê na mbiŋ énê nâ a ri áno ka ntí mmí?”
MRK.12.16	Á táme sê, “Ntûfâm i Rom.”
MRK.12.17	A sə́re mân ábho se, “Karê ên mbâ Ntûfâm i Rom iyîm í Ntûfâm i Rom, o káre ên mbâ Obhasi iyîm Obhasi.”
MRK.12.17	É jóe ane mbá a ri ejûm okpógha-biji kpe-eji ka ekpak nji Jisos a kóe a táme ebhə̂p njí.
MRK.12.18	Ka ofú ábhi bhə́t, etʉ̂ ane echəme Sadusi, á bhak á bhá bhə́p Jisos ebhə̂p. Ane mbá nâ á ká kam sê nne á kpo, tîk a nyə́me ka ekʉ̂.
MRK.12.19	Á bhə̂p yê sê, “Ńsé, Mosis nâ a séŋe ebhín a káre êt se, ‘Ebhú nne á ko nkáé kən a kpô, kpe mmon á ka maghé, deê mmon-i-nnyen i ndûm a kó nne-nkáé ányo a jí abhon ka mbiŋ i mmon-i-nnyen.’
MRK.12.20	Kən ofú bhə́t abhon-í-nnyen á rî mfá anígisá. Nnyo nne-nkúí a kô nkáé a núŋi a kpô, kpe mmon á ka maghé. 
MRK.12.21	Enyeré a bhâ kô nkáé nnyó yót. Yê fə́ne a kpô, mmon á ka maghé. Osúí ásá a kpô fə́ne, mmon á ka maghé. 
MRK.12.22	Chénchén abhon-í-nnyen mbá anígisá á kô nne-nkáé nnyó, á kpô kpe nnyo a maghé mmon cháŋ. Nne-nkáé nnyó fə́ne a jéghe okpó. 
MRK.12.23	Ka ofú mbi ane chénchén á kí nyəmé ka ekʉ̂, nne-nkáé nnyó a kí joé nnyo énê, ka ábho anígisá á kô yê ebhú á rî mbít.”
MRK.12.24	Jisos a táme ábho se, “Íkíkéré ifə́né cháŋ ka mbá. Nan? Nne owəné kpe yót nnyo a məŋê achot mma á séŋe ka nwet Obhasi cháŋ. Ó ka məŋé ên fə́ne ikom mfi Obhasi a fonê. 
MRK.12.25	Echî aŋ? Ebhú ane á nyəmé ka ekʉ̂, á kí joé noŋ baénjel ka ósô, nchot ebháé á ro kpó chot. 
MRK.12.26	Sê nne á kpo a nyəmé ka ekʉ̂, ó ka nok obhiŋ ên tîk ejûm nji Mosis a séŋe a kpê na erəmta-ngûn nji é rûk ka ájé? Á séŋe sê Obhasi a sə́re yê se, ‘Mme a ri Obhasi Abraham na Obhasi Isak na Obhasi Jakop.’
MRK.12.27	Nâ é tóŋe sê Obhasi á ka joé Obhasi ekʉ̂, kən a ri Obhasi ekpin. Íkíkéré ifə́né í tan mbá nnyen etánám.”
MRK.12.28	Ntóŋa-ebhín yót a ri áfo nnyo a yúghi noŋ ane á chóra na Jisos. A yên se a táme ane echəme Sadusi mbá nono, a bhâ bhə̂p yê se, “Bhaghé ebhín Obhasi nâ é fáŋe é chíŋi atem?”
MRK.12.29	Jisos a táme nne-ndûm nnyó se, “Ḿfa nâ ebhín Obhasi nji é fáŋe é chîŋ ochíŋ. Á séŋe sê, ‘Ane Isrel, yûk ên! Ńtâ Obhasi, yê nnyo a fonê êt chénchén, a ri yót.
MRK.12.30	Deê nne a kot Ńtâ Obhasi owe na ḿbə́ŋé eye chénchén na ńtʉgântʉ eye chénchén na íkíkéré ifê chénchén na ikom ifê chénchén.’ 
MRK.12.31	Osúí íbháe é rî sê, ‘Deê ó kôt ntem-nne ka ekpak nji o korê biji ibhâ.’ Bibhín mbí íbháe nâ í fáŋe í chîŋ ochíŋ, mbi tat kpó cháŋ.”
MRK.12.32	Ntóŋa-ebhín nnyó a sə́re mân Jisos se, “Nchot eya a gyébhe kpe-eji. É rî ka etʉri sê Ńtâ Obhasi a ri yót, nnyo tat kpó cháŋ təm yê átíŋ.
MRK.12.33	Nne a ri a kot Obhasi na ḿbə́ŋé eye fép na íkíkéré ifê fép na ikom ifê fép, a ri a kot ntem-nne noŋ a korê biji ibhê. Nji nne a kí ki bibhín mbí íbháe, é faŋ é chiŋ onyam eyúúm na ekəp ekarám.”
MRK.12.34	Nji Jisos a yéne se ntóŋa-ebhín nnyó a mə́ŋe okéré nono, a sə́re yê se, “É kət wâ kpít ó yen otúi Obhasi.”
MRK.12.34	Ta ka ebhú áji, nne á ka kpó gaé a bhə́p Jisos ebhə̂p.
MRK.12.35	Nji Jisos a kí kpi ane achot ka ókʉ́rí achot Obhasi, a bhə̂p ebhə̂p se, “Jen é yími kən atóŋá-ebhín á kí səre sê Krayis, nne nnyo Obhasi a túmi se a bhá yim ngun á sém, a ri eyábhé-mmon í Debhit? 
MRK.12.36	Ka ikom mfi Ntʉgantʉ Obhasi, Debhit a chôt ka nnyo imê se,
MRK.12.36	‘Ńtâ Obhasi a sə́re ntûfâm omé se,
MRK.12.36	“Kumî ə̂m mfá mkpe obhô-orûm
MRK.12.36	ta n yîm ane-ebhan abhâ á jóe ka óséré obhâ.” ’
MRK.12.37	Debhit yê ḿfoné a kí bhiŋ Krayis se, ‘Ntûfâm.’ Krayis a kí kpo yim nan a jóe mmon i Debhit?”
MRK.12.37	Ekam ane é chəme, é yugha okpígha-ejûm mbi Jisos na ogyebhá-ḿbə́ŋé. 
MRK.12.38	Kən a kí kpi se, “Kô ên ebhú na atóŋá-ebhín abhə́né mba á kóra á kaghá awubha-wubha okʉ̂, á kóra sê ane á kubha ábho na ejík ka ndûm éré. 
MRK.12.39	Á korá ekumúm ka ngûm ekumi nnyi ejík ka erom na ka óchâm Obhasi. 
MRK.12.40	Á móa ane-akáé ekə́t amoe, kən ngun á yen sê á kí saé ábho. Á yim mân á gyê Obhasi egoróm ntə̂m cháŋ. Na ntʉ́ghi ekpin njí, Obhasi tîk a kpə́re ábho nnyen ekpərə́m.”
MRK.12.41	Jisos a kúmi a kpíri eji nji á kágha ntí ka nkop i ntí ka ókʉ́rí achot Obhasi, a kébhá noŋ ane á túbha ntí. Ane-ntí etî-etî á tûp ntí mmi ń tóŋe fə́ne sê ábho a ri ane-ntí. 
MRK.12.42	Kən nne-nkáé ekə́t yót na okpák obhê, a bhák á bhâ tûp áfu ábháe ka péne yə́t. 
MRK.12.43	Nji nne-nkáé nnyó a túbhi ntí mmí, Jisos a bhîŋ atóbhá abhê a chôt se, “Deê ń sə́ré ên bəre nne-nkáé ekə́t nnyó na okpák obhê, a tûp ntí ń ti ń chiŋi mmi ane chénchén á túbhi. 
MRK.12.44	Echî aŋ? Ntí mmi ane mba ngá á kághe ka nkop i ntí nnyi a ri mkpât ka mmi á fóne. Kən yê ka okpák obhê, a kâk chénchén ntí mmi a fonê ka ekpin ejê.”
MRK.13.1	Nji Jisos a kí maghé ókʉ́rí achot Obhasi, ntóbhá owe yót a sə́re yê se, “Ńsé, á gbe ókʉ́rí mbí oo! Atáé mma á kóe á gbê á nop á chiŋi obhô.”
MRK.13.2	Jisos se, “Ó yen ekpatə́m ókʉ́rí mbí a? Kpe ntáé yə́t á bhó kət mfá ngyím. Á kí gyʉi fép á tûp ka nsi.”
MRK.13.3	Nji Jisos a kun ka Egui Orif na ane abhê, ókʉ́rí achot Obhasi ó rî njəm i mbá, Pita na Jems na Jon na Andru á bhə̂p yê njəm-ńjə̂m sê, 
MRK.13.4	“Sə́re êt, achot mmá á kí fap bhaghé ebhú? Bhaghé biriŋ nâ e kí yen kən é mə́ŋe sê ebhú é si.”
MRK.13.5	A sə́re ábho se, “Kô ên ebhú kpe nne a kâ ríri ên. 
MRK.13.6	Ka nan? Ane etî-etî tîk á bhak ka mbiŋ amé á səra sê, ‘Mme a ri nne ányo.’ Tîk á ríri ane etî-etî. 
MRK.13.7	Deê efup é kâ yîm ên ebhú ó yuk ên agûn enok noŋ á kí gbo, o yûk ên esə́re enok nji é kə́ bha mbá-ochî. Iyîm ábhi í fóne ka efábhám, kən áji é ká fap sê nâ ntə̂m a sî. 
MRK.13.8	Tîk nték a yə̂m enok na atem, atúi á nôk na atem atúi. Ngun tîk a kə̂t a nyiŋá onyiŋí ka ngûm ka ngûm. Ekpatə́m í njaé tîk a bhák ka ngun. Kən iyîm mbi chénchén í rî noŋ eróghá-ndə́p ojî mbi ó kí nok nne-nkáé.
MRK.13.9	“Kən ên áfoné, kó ebhú. Tîk á kô ên á kâk ka esup, á tə̂m ên ka óchâm Obhasi. Ka obhô obhámé, tîk o gyími ên ka ochî atúi-ofâm na ane mba á fíi ikom eték, o káre ên otîp ogyebhá-ḿbə́ŋé Obhasi.
MRK.13.10	Kən kpe bhaghé ejûm nji é kí fap, deê ó mə́ŋe ên sê otîp ogyebhá-ḿbə́ŋé ó rî ó sí nték i ngun chénchén kən kpe ngun a man. 
MRK.13.11	Ebhú-ebhú á fi ên á jak ka esup, deê o kâ káre ên biji oseŋe ka ejûm nji o kí chot ên ka ebhú áji. Ebhú é si, chot ên nji-nji é fábhe ên ka nnyo. A ri Obhasi Ebhare Ntʉgantʉ nâ á kpok áno ochot, ên asík.
MRK.13.12	“Mmon-i-nnyen tîk a ríghi se á yúí ntem-mmon-i-nnyen. Ásé á kí yim ekpak njí jə́t na abhon ábho. Abhon á kí gyimi ngyím enok na ásé na anyen ábho sê á yúí ábho oyúí. 
MRK.13.13	Ane chénchén tîk á bhân ên ka obhô obhámé. Kən kpe énê nnyo á kəp ḿbə́ŋé ta ntə̂m a sî, tîk a sêm.”
MRK.13.14	Jisos a kpô chot se, “Tîk o yên ên Ekpatə́m í Nchot i Mbí a bhâ gyími ka eji á ka fon ka egyímím. Deê mbiŋá-bhíŋá a məŋé echî nchot. Ka ebhú áji, deê ane mba á rî ka ebhat í Judiya, á bé á jî ebhat agúí.
MRK.13.15	Nne nnyo a kun ka ósô njû, deê a kâ bhíbhi ebhú a bhət a bhá ka njû, a bhá kən kpe ejûm ejê jə́t. 
MRK.13.16	Nne nnyo a ri ka ebhin, a kâ yúi biji a chəbhé njəm nnyi njû a bhá bhup ḿfô eye.
MRK.13.17	Tîk é bhîp mân é chîŋ na ane-akáé oya, na mba á yábha abhon. 
MRK.13.18	Gorê ên Obhasi sê achot mmá á kâ fâp ka ebhú enae. 
MRK.13.19	Echî aŋ? Achot mma tîk á fâp á kí bhip á chíŋ. Á ká nok oyén ta mbôp Obhasi a yimî ngun ta é si égyé. Á bhó fap fə́ne ntə̂m ébháe.
MRK.13.20	Kən Ńtâ Obhasi tîk a yîm mfín a kpə̂k. Áno asík, kə́n kpe nne yót nnyo a kí sem cháŋ, kən Obhasi tîk a yîm mfín a kpək ka obhô ane abhê mba a sáŋe.
MRK.13.21	“Ebhú nne á səre ên se, ‘Ńgyê Krayis, nne nnyo Obhasi a túmi se a bhá yim ngun á sém. Ée, yên yê ńgô.’ Ka kâm ên nchot eye. 
MRK.13.22	Echî aŋ? Tîk ane áfúbhí á bhak mba á kí səre sê ábho a ri nne nnyo Obhasi a túmi se a bhá yim ngun á sém. Tîk mba tat á bhak mba á kí səre sê ábho a ri akará-otîp Obhasi. Ntʉ́ghi ane mbá tîk á tóŋe biriŋ, á yîm ntûm okpógha-biji sê á nôk á ríri ane mba Obhasi a sáŋe, kən chichi. 
MRK.13.23	Fiî ên biji, ka ń səre ên achot fép kən ebhú é bhá sí.”
MRK.13.24	Jisos a kpô chot se, “Ebhú oseŋe mbí ó man, ejírim tîk é gbô ka njúí, nnyam-ósô a rô yá.
MRK.13.25	Tîk ńdʉnândʉ ósô ń dôt ka ngûm nnyi ń dî ḿ gbô. Nkom fə́ne chénchén mmi ń dî ka ósô ń yóŋe bibhə̂k ábho.
MRK.13.26	“Ka ebhú áji, tîk ane á yên Mmon-i-ntem-nne a bhərá a bhák ka átʉ́k í ngurobhú, na ekpatə́m ikom na ejík.
MRK.13.27	Ebhú á bha, tîk a tûm baénjel se á gyʉ́t ósô, á bhə̂t óséré, á jî obhô-okáé, á jî obhô-orûm. Á jî kpát ta á sî ntə̂m i ngun, á chîŋ á sî ntə̂m i ngurobhú, á chə́me ane abhê mba yê a sáŋe, ka eji jə́t.”
MRK.13.28	Jisos se, “Deê étí fîk é kpí ên aron. Ó yen ên arâp amê á wûk ájé, mma fê á róghe edʉʉ́m, məŋê ên sê enae é kpiri. 
MRK.13.29	Ka ekpak njí eróŋ, ó yen ên iyîm mbí í kí fap, riŋî ên sê ebhú é kpiri Mmon-i-ntem-nne a bhâ ta a sî njû. 
MRK.13.30	Deê ń sə́ré ên bəre kən ane mba á rî nná ka ekpin mfá-mfá á kpó, iyîm mbí fép í fap. 
MRK.13.31	Ósô na nsi tîk í chîŋ, kən ejámé nji ń chot ka nnyo, é bhó chiŋ bhúghí-bhúghí.”
MRK.13.32	Jisos se, “Kpe nne yót á ka riŋí ofú na mfoné-mfoné ebhú nji iyîm mbí chénchén í kí fap. Kpe baénjel á ká riŋí. Kpe Mmon Obhasi á ka riŋí. Obhasi Ńsé átíŋ nâ a riŋî.
MRK.13.33	Kô ên ebhú, gyímí ên ibhábhé, ka ebhú nchane ó ka riŋí ên. 
MRK.13.34	É rî ekan-ékân na nne nnyo a kí ji ejen. A mághe njû eye mbâ ágbán abhê, kpe nnyón ḿgbán, a fôn obhê obhô-etûm. Nne nnyó a sə́re mbábhá nnyo-mbá se a gyímí ibhábhé.
MRK.13.35	Nâ gyími ên mân ka ibhábhé, ka ó ka məŋé ên ebhú nji ńsé njû a kí chəbhé njəm. Kən a kə́ bha na egu aŋ, kən na étíŋanti atʉ́ aŋ, kən na ábhə́m aŋ, kən ta ofú ó wʉ́ŋi aŋ, nne nnyo a məŋê cháŋ. 
MRK.13.36	Ájoé a bhâ gbantə́m, é ká nop a kpúghí ên ka eyô. 
MRK.13.37	Ka ekpak nji ń səra ên áno, nâ ekpak fə́ne nji n kí səre ane fép ka ngun bəre á gyímí ibhábhé.”
MRK.14.1	Mfín a kə̂t ébháe nnyi Erom í Ntə̂m Osʉ́ŋ na Erom Édî Ábhiî-Ábhíi Eyámám. Ane-echî akará-agore Obhasi na atóŋá-ebhín á kí wom mbá nnyi kə́n á kí fi Jisos ka ebhə̂t á yúí.
MRK.14.2	Kən á kére nyamḿ sê “Ée, tîk é bhó yim ejûm njí ka ebhú erom ane á bhá tûp nchot.”
MRK.14.3	Ka ebhú áji, Jisos a ri ka eték í Betani ka njû Simun nnyo Mmaŋa-ofunum. Ebhú á kí di édî, nne-nkáé yót a bhák na akʉ́ ka otʉ arabásta esúi. Á yáme akʉ́ mmá na mfoné-mfoné nât. Akʉ́ nchane á kpóe ntí kpe-eji. Nne-nkáé nnyó a wâ otʉ mbí, a yʉ́ri Jisos akʉ́ áma ka echî.
MRK.14.4	Nji a yimî áno erû njí, etʉ̂ ane mba á rî áfo ka ekumi á yâm ḿbə́ŋé kpe-eji. Á róghe echoróm ábho-ábhô sê, “Jen é yími kən nne-nkáé nnyó a bhíbhi akʉ́ mmá áno? 
MRK.14.5	Akʉ́ mma kə́n á gúri ntâk i ntí kpe ésá, a káre akpák.” Ane mbá á gyê nne-nkáé nnyó efámám.
MRK.14.6	Kən Jisos a sə́re ábho se, “Ó kará ên yê ńtə́mé jen? Maghê ên yê! A yîm ekpatə́m ejûm a káre ə̂m. 
MRK.14.7	Akpák á rî na ên chénchén ebhú, nne kpe a korê bhaghé ebhú a nyáŋe ábho, kən mme tîk ḿ bó joé.
MRK.14.8	Nne-nkáé nnyó a yîm a káre ə̂m, ekpak obhô obhê ó bhíghi. Na akʉ́ mmá mma a yʉ́ri ə̂m ka biji, a yúmi ə̂m ayép ebhú jə́t, kən á kə́n ə̂m. 
MRK.14.9	Deê ń sə́ré ên bəre kpe njə́n eji ka ngun ndə́m nji á kí səre otîp ogyebhá-ḿbə́ŋé Obhasi, á kí səre nchot nnyí ka etirím nne-nkáé nnyó.”
MRK.14.10	Ka ebhú áji, Juda Iskariyot, ḿgbán yót ka ágbán ófó na ábháe mba á tóbha Jisos, a yə̂p a jak mbâ ane-echî akará-agore Obhasi, a jí gurí Jisos. 
MRK.14.11	Ebhú a sə́re ábho, á gyébhe ḿbə́ŋé kpe-eji, á chími sê á kí karé yê ntí. Juda a róghe mân mbá ewómóm yê a gurí Jisos mbâ ábho.
MRK.14.12	Ndaŋa-mbá ofú mbi Erom Édî Ábhiî-Ábhíi Eyámám ó si. Ofú mbí fə́ne nâ á yúa obhúi Erom í Ntə̂m Osʉ́ŋ á yʉ́ri agyʉ́ŋ ka nsi. Ágbán í Jisos á bhə̂p yê sê, “O wóme é jí dí ejə́ré Erom í Ntə̂m Osʉ́ŋ fan?”
MRK.14.13	Jisos a tûm ábho ábháe na otîp se, “Choŋ ên ka eték. Tîk o kpúghi ên nne-ndûm etat na ebhí ayép ka echî. Tôp ên yê. 
MRK.14.14	Gyê ên njû-njû nnyi á gye. Ebhú ó gye ên, sə́re ên mfone njû se, ‘Ńsé owəré se deê ó tóŋé mmon-i-njû owe nnyo yê a kí di Erom í Ntə̂m Osʉ́ŋ na ágbán abhê.’ 
MRK.14.15	Ó bhəp ên yê, a kí toŋe ên ekpatə́m í mmon-i-njû nnyo á tʉri a ri ka ósô enyóŋ. Jighî ên ejə́ré édî erom áfo.”
MRK.14.16	Ágbán mbá á yə̂p á jak á jî yên fə́ne chénchén iyîm ka ekpak nji ńsé ábho a tíbhi. Á yîm fə́ne édî Ntə̂m Osʉ́ŋ njí, á tʉ́ri á kî. 
MRK.14.17	Ebhú egu é síi, Jisos a bhák na ágbán abhê ófó na ábháe, á bhâ kúmi á dí erom njí. 
MRK.14.18	Nji á kûn áno á dik, Jisos a sə́re ábho se, “Deê ń sə́ré ên bəre nne owəné yót tîk a gúri ə̂m. Nne ányo a ri mfá na mme a dík édî njí.”
MRK.14.19	Nji ágbán abhê á yúghi nchot nnyí, nsae a súi ábho ḿbə́ŋé. Á róghe ebhə́bhə́m yê yóré-yóré sê, “Ńsé, mme asík, to áno?”
