MAT.1.1	Mapalivaisije Jesucristo pijasalinaivimi pelivaisi. Jesucristo rabaja Davidpijinë pemomoxiyajuvënënë. Davidpijinë pijinia Abrahampijinë pemomoxiyajuvënënë. 
MAT.26.31	—Daxita raja paxamë ajena, pameravi, panexuabarëcëpecaename. Tsipaji rabaja patanexuabarëcëpecaejavanexamë yabara, Dioso pejumelivaisibaxutota tajëvelia jumaitsi mapacueniaje: “Beyaxuabianatsi raja oveja pevetsinë. Nexata pijaovejabitsaëto nacayajatsia rëcëpecaena,” jai Dioso pejumelivaisibaxutota paxamë patanexuabarëcëpecaejavanexamë yabara. Nexata ajena, pameravi, tajavajabitsaë itsa nevaetabiana tanebeyaxuabinexa, daxita paxamë panexuabarëcëpecaename. 
MAT.26.32	Itsiata baitsi jane tatëpaecujinae, icatsia asaënë tsane. Nexata paxamë panevajënaeyabelia, copiata ponaenajë Galilea nacuayabelia, jai Jesús pijajivijavabelia.
MAT.26.33	Nexata Pedro jumaitsi Jesúsjavabelia:
MAT.26.33	—Daxita mapamonaeje caxuabarëcëpecae ata tsane, xanë cajena apo caxuabatabajiravi tsanetsi, jai Pedro.
MAT.26.34	Nexata Jesús jumaitsi Pedrojavabelia:
MAT.26.34	—Xaniajanë pacuenia catsipaebijitsiatsi. Ajena rabaja, pameravi, nanianaevëpata, vacara pefiabivajënaeya, nayavajunuaxainaename tajajivitonëcuenemë. “Apo yapëtaenë cajena bajaraponë,” jamë tsane xanë yabara acueyabi xuabeje, jai Jesús Pedrojavabelia.
MAT.26.35	Itsiata Pedro jumaitsi Jesúsjavabelia:
MAT.26.35	—Nebeyaxuabijitsia ata tsane xamë yajava, itsiata cajena apo nayavajunuaxainaenë tsane nijajivitonëcuenenë, jai Pedro Jesúsjavabelia.
MAT.26.35	Daxita Jesús pijajivi bajarapacuenia jumaitsi.
MAT.26.36	Jesús pijajivi pecunuameravita yajavapata Getsemanívënëjavata. Bajarajota Jesús jumaitsi pijajivijavabelia:
MAT.26.36	—Paneevetenare abaxë majotaje. Abaxë raja imoxoyo majotaliaje vajëtsijitsianë Diosojavabelia, jai Jesús pijajivijavabelia.
MAT.26.37	Nexata Jesús barëpona acueyabi ponëbeje pijajivi. Jesús pijajivi barëpona pesaicaeyojavabelia mapamatabëxëyoje. Pedro, Santiago, Juan, bajarapamatabëxëyo. Santiagobeje Juanbeje Zebedeo pexënatobeje. Bajaraxuacujinae Jesús bitso najamatabëxaina. Nexata bejamatabëjiobireca.
MAT.26.38	Nexata Jesús jumaitsi pijajivi acueyabi ponëbejejavabelia:
MAT.26.38	—Xanë bitso pinijicuenia najamatabëxainajë. Nexata bitso tanajamatabëxainaejava, jamatabëyatëpajë. Paxamë abaxë majotaje panacopabare. Paitavamë tsane. Pëtsa abaxë pamajitame, jai Jesús pijajivi acueyabi ponëbejejavabelia.
MAT.26.39	Nexata Jesús caenë pevajënaeyabelia icatsia tsiquirijavayo ponataba. Nexata Jesús irataeya bocajunua pevajëtsinexa Diosojavabelia. Jumaitsi Diosojavabelia:
MAT.26.39	—Taxa Diosomë, netocopatame picani tanebeyaxuabinexa betajiobicueneta. Daxitacuene raja cacaëjëpa nexanaenexa. Nexata necapanepare bajarapabejiobicuenevecua. Itsiata xanë apo tajitsipaecuene ata, pacuenia xamë jitsipame, netocopatsianame, jai Jesús Diosojavabelia pevajëtsijavata pebeyaxuabijavanexatsi.
MAT.26.40	Bajaraxuacujinae Jesús naviarena acueyabi ponëbeje pijajivijavaberena. Caxitajaraba Jesús pijajivi pemajitanubenaevi. Nexata Jesús jumaitsi Pedrojavabelia:
MAT.26.40	—¿Apo pacacaëjëpae tsabaja rovia caeepatoyo ata paneaitavatsenaenexa? 
MAT.26.41	Pëtsa pamajitame. Paitavamëre. Pavajëre Diosojavabelia papecayavenonaenexa pibisiacuene paneexanaeyaniva. Tsipaji raja dovathi pacajamatabëcueneëjëbiana. Paxamë picani panejamatabëcueneta pexaniacuene jamatabëpaexanabiabame. Itsiata baitsi jane apo pajamatabëcuenesaëmë pexaniacuene paneexanaenexa, jai Jesús Pedrojavabelia.
MAT.26.42	Nexata icatsia Jesús pona pecovëyabelia pevajëtsinexa icatsia Diosojavabelia. Vajëta Diosojavabelia mapacueniaje.
MAT.26.42	—Axa, itsa apo jitsipaemë tanevecuatsatsinexamë betajiobicueneta tatëpaejavanexa, nexata pacuenia jitsipame, netocopatsianame, jai Jesús Diosojavabelia.
MAT.26.43	Bajaraxuacujinae Jesús icatsia naviarena pijajivijavaberena. Caxitajaraba icatsia Jesús pijajivi pemajitanubenaevi. Tsipaji baja Jesús pijajivi bitso itamajitsipana. 
MAT.26.44	Nexata abaxë bajarapamonae pemajitanubenaejavata, Jesús icatsia pona pecovëyabelia pevajëtsinexa icatsia Diosojavabelia. Nexata icatsia vajëta Diosojavabelia pacuenia vajëta copiaya xuabeje vajëta. 
MAT.26.45	Bajaraxuacujinae icatsia Jesús naviarena pijajivijavaberena. Jumaitsi Jesús pijajivijavabelia:
MAT.26.45	—¿Abaxë tsarovia tsiteca pamajitanubename? Copiapata rabaja paepatota xanë, Daxitajivi Pematapijinënë, necanajetsijitsia pibisiacuene pexanaevi pecobeyabelia. 
MAT.26.46	Panonobapunare baja. Ponaenatsi baja. Imoxoyo rabaja najetaruca tajavajabitsaë pecobeyabelia tanecanajetsinënexa, jai Jesús pijajivijavabelia Judas yabara.
MAT.26.47	Jesús pijavajabitsaë pevaetabijavatanexatsi, cuaicuaijai tsanucae pijajivijavabelia. Nexata bajarapaepatota patanajetaruca Judas, Jesús pijajivi doce ponëbejeyajuvënënëmi. Judas pënanajetarubenatsi jivi ayaibitsaëtoxaneto. Bajarapamonaeyajuvënëvi itsamonae canajetarubena espadanë. Itsamonae canajetarubena naebonë yajava. Bajarapamonae itorobatsi sacerdotevi penamatacaitorobivi, judíovi pijaancianovinua. 
MAT.26.48	Judas pebarërenavajënae bajarapamonae, copiaya baja cajena Judas tsipaeba pacuenia bajarapamonae yapëtaejitsia Jesúscuene. Judas jumaitsi mapacueniaje:
MAT.26.48	—Ponë raja peneta bajacobiaya itabaratsutsunexuabianajë, bajaraponë Jesús tsane. Bajaraponë pavaetabianame. Pacobecëtsiana xaniavaetsia, jai baja cajena Judas pematacanajetarucaevijavabelia pebarërenavajënae.
MAT.26.49	Nexata jane baja Judas itsa patanajetaruca, exana pacuenia jumaitsi pematacanajetarucaevijavabelia. Judas Jesús itabaratsutsuniaya bajacobatsi Judas jane baja pematacanajetarucaevi peyapëtaenexa Jesúscuene. 
MAT.26.50	Jesús nexata jumaitsi Judasjavabelia:
MAT.26.50	—Judas, ¿detsa xua yabara patame? jai.
MAT.26.50	Nexata jane baja Jesús petsimaxëponaevitsi, cujibarëcëpaliatsi. Vaetabatsi. Cobecëtatsi xaniavaetsia pecaponaenexatsi.
MAT.26.51	Bajarajota Jesús pijajiviyajuvënënë pijaespada navemarajonotaxuabina. Muxuyoropaebiaxuaba sacerdotevi pepo penamatacaitorobinë pijajivitonë. 
MAT.26.52	Nexata Jesús jumaitsi pijajivitonëjavabelia:
MAT.26.52	—Nijaespada baja xataremeca pevënojojavareca. Tsipaji pamonae namaxëvanita espadata, daxita bajarapamonae juya espadata babiatsi, jai Jesús.
MAT.26.53	Icatsia Jesús jumaitsi:
MAT.26.53	—Itsa vajëtsipajë taxa Diosojavabelia taneyavenonaevinexa tanetoitorobinexatsica, nexata tavajëtsiepatota netoitorobijitsipaica bitso ayaibitsaëtoxanetonë ángelevi. 
MAT.26.54	Itsa vajëtsipajë taxa Diosojavabelia tanetoitorobinexatsica taneyavenonaevinexa, nexata baja apo netocopiapatsi tsipae pacuenia Dioso pejumelivaisibaxutota tajëvelia nevajunupaeba pacuenia nevaetabijitsia tanebeyaxuabinexa, jai Jesús pijajivitonëjavabelia.
MAT.26.55	Nexata Jesús bajarajota jumaitsi petsimaxëponaevitsijavabelia:
MAT.26.55	—Paxamë meta panetaneme betanacobetoxotsinë. Bajaraxuata pacaponame espadanë, naebonë yajava, patanevaetabinexamë pacuenia pavaetababiabame penacobetoxotsinë. Xanë caematacabi canacujitsia Dioso pejumelivaisi paxamëjavabelia pacatsipaebabiabatsi templobota. Itsiata bajarapamatacabi apo panevaetabimë. 
MAT.26.56	Mara pacuenia panevaetabameje tanetocopiapatsixae baja pacuenia Dioso pejumelivaisibaxutota bajayata tajëvelia nevajunupaeba, jai Jesús pevaetabivitsijavabelia.
MAT.26.56	Nexata jane baja Jesús pijavajabitsaë pevaetabijavatatsi, daxita Jesús pijajivi xuabarëcëpecatsi pacuenia baja cajena Jesús tajëvelia jumaitsi pijajivijavabelia.
MAT.26.57	Jesús pevaetabivitsi caponaliatsi Caifás pijaboyabelia. Bajaraponë Caifás sacerdotevi pepo penamatacaitorobinë. Nexata Caifás pijabota nacaetuana judíovi pecujarubivi, judíovi pijaancianovi yajava. 
MAT.26.58	Itsa baja Jesús caponaliatsi, nexata Pedro bajarapamonae pecovëya tajiyo najetaruca. Sacerdotevi pepo penamatacaitorobinë pijabo matatoyorotsia yacaranata ibopanaxanetonë mataropotsia pefaratsijavaxanetota. Nexata bajarapayacaranatsijavaxaneto baupa, Pedro najoneya bopanabojavabelia, itsabelia Jesús cajunuatsi. Nexata sacerdotevi pepo penamatacaitorobinë pijabopanabota, Pedro naeca templobopijipolicíavita. Bajarajota Pedro naeca petaenexa pacuenia Jesús pijavajabitsaë exanatsi.
MAT.26.59	Nexata bajarapabo ënëtuatuajëta sacerdotevi penamatacaitorobivi, judíovi pijaancianovi ata yajava, judíovi pecujarubivi ata yajava, nabarëcuaicuaijai. Bajarapamonae nayanijoba.
MAT.26.59	—¿Jipatsa yapëtane Jesús pibisiacuene pexanaejava, paneconi yabara beyaxuabijitsiatsi? najai tsaponae.
MAT.26.59	Itsiata bajarapamonae apo caxitajarabi itsaneconi ata, Jesús pijaneconi. Najumetsënëtsiaya picani peneconitsilivaisinexa, jaita penajumetsënëtsilivaisita picani Jesús pebeyaxuabinexatsi. 
MAT.26.60	Ayaibitsaëto pata penajumetsënëtsilivaisi pepaebinexa Jesús yabara. Itsiata caelivaisi ata najumejëpaeya apo paebi bajarapamonae. Nexata bajarapamonae apo caxitajarabi paneconi yabara Jesús naneconitsiaexanaejitsiatsi pebeyaxuabiaexanaenexatsi. Bajaraxuacujinae belia anijanëbeje caelivaisi najumejëpaeya neconitatsibeje.
MAT.26.61	Jumaitsibeje bajaraponëbeje Jesús yabara:
MAT.26.61	—Maponë jumaitsije: “Xanë necaëjëpa taxuabinexatsica Dioso pijatemplobo. Necaëjëpanua acueyabi matacabita icatsia taveretetsinexa itsabo,” jai maponëje, jaibeje bajaraponëbeje Jesús yabara.
MAT.26.62	Nexata jane baja sacerdotevi pepo penamatacaitorobinë nonotapuna bajarapamonae pitabarata. Nexata jumaitsi Jesúsjavabelia:
MAT.26.62	—¿Apo yapëtaemë tsaja itsalivaisiyo ata nejumecanaviatsinexa? ¿Xaniajai tsabaja pacuenia maponëbeje caneconitsiajumaitsibeje? jai sacerdotevi pepo penamatacaitorobinë.
MAT.26.63	Jesús itsiata moya. Nexata bajaraponë icatsia jumaitsi Jesúsjavabelia:
MAT.26.63	—Caitorobatsi caecuenia tanenavajunupaebinexamë nexaniajaijumeta. Itsajume, Diosojavabelia naneconitsianame. Panenavajunupaebare xaniavetsia itsa xamë Cristomë, athëbëvetsica Dioso pecaitorobinëtsica jivi necapanepaenexa. ¿Xamë tsaja Dioso pexënatomë? jai.
MAT.26.64	Nexata Jesús jumaitsi:
MAT.26.64	—Jãjã, xanë rabaja pacuenia nejumaitsimë. Nexata icatsia pacajumaitsitsi. Paxamë raja panetaename xanë, Daxitajivi Pematapijinënë, taecaejava Dioso pecujuanenia, daxitajamatabëcuene pecaëjëpaenëtsi. Panetaenamenua tanajetarucaejava athëbëvetsica itarërëbota, jai Jesús.
MAT.26.65	Bajarapacuenia Jesús pejumaitsijava itsa jumetane, sacerdotevi pepo penamatacaitorobinë penaxatatsijava anaeya titinaxuaba. Bajarapacuenia titinaxuaba pianaepanaexae Jesús pejumaitsijava yabara. Nexata sacerdotevi pepo penamatacaitorobinë jumaitsi daxita penacaetuatsivijavabelia:
MAT.26.65	—Mara ponë Dioso apo pejitsipaecuenia cuaicuaijaije. Dioso bepexënato nataeya cuaicuaijai. Pijacuata rabaja naneconita bajarapacuenia pecuaicuaijaixae. Pematatsënëa baja apo namatavenonaetsi itsamonae vajanacatsipaebinexa paneconi yabara maponëje naneconitsiaexanaejitsiatsi. Paxamë rabaja pajumetaneme maponëje Dioso apo pejitsipaecuenia pecuaicuaijaijava. 
MAT.26.66	¿Detsa nexata paxamë pajamatabëitsimë? jai sacerdotevi pepo penamatacaitorobinë daxita penacaetuatsivijavabelia.
MAT.26.66	Nexata daxita penacaetuatsivi jumaitsi:
MAT.26.66	—Naneconita rabaja Diosojavabelia. Nexata baja beyaxuabianatsi, jai bajarapamonae Jesús yabara.
MAT.26.67	Nexata bajarapamonae Jesús itabarasuabatsi. Bajaraxuacujinae papaëbërëpanata itaxutocëtatsi. Pitaxutocëtsicujinaetsi itabaratsaquibabeponatsi pecobethaitonëta. Itsamonae itabarapacabiaxuababiabatsi. 
MAT.26.68	Nexata bajarapamonae jumai tsaponae Jesúsjavabelia:
MAT.26.68	—¡Xamë raja itsa Cristomë, athëbëvetsica Dioso itsa pecaitorobinëtsica jivi necapanepaenexa, nexata vënëjonare ponë caitabarapacabiaxuaba! jai tsaponae bajarapamonae.
MAT.26.69	Itsa abaxë Jesús sacerdotevi pepo penamatacaitorobinë pijabo ënëtuatuajëalia yanijobaponatsi xua yabara naneconitsiaexanaejitsiatsi, Pedro naitaxutocaevetsiaya naeca bopanabota. Nexata bajarapabota penacuenebiva Pedro cujirenatsi. Bajarapova jumaitsi Pedrojavabelia:
MAT.26.69	—Xamë ata rabaja naponaponame Jesústa, Galilea nacuapijinëta, jai.
MAT.26.70	Nexata Pedro itsiata nayavajunuaxaina Jesús pijajivitonëcuene. Daxita bajarajota penubenaevi pitabarata Pedro jumaitsi:
MAT.26.70	—Xanë cajena apo yapëtaenë pacuene yabara nejumaitsimë, jai.
MAT.26.71	Sacerdotevi pepo penamatacaitorobinë pijabo matatoyorotsia yacaranata ibopanaxanetonë mataropotsia pefaratsijavaxanetota. Nexata bajarapayacaranatsijavaxaneto baupajavabelia Pedro natixilia. Nuca bajarapabaupa muxuneneta. Bajarajota icatsia itsava, bajarapabota penacuenebiva, Pedro taenutatsi. Nexata bajarapova ata Pedro yabara icatsia jumaitsi bajarajota penubenaevijavabelia:
MAT.26.71	—Mara ponë ata naponapona Jesústaje, Nazaret tomarapijinëta, jai bajarapova.
MAT.26.72	Nexata icatsia Pedro nayavajunuaxaina Jesús pijajivitonëcuene. Pedro jumaitsi:
MAT.26.72	—Xaniajanë. Dioso pitabarata cajumaitsitsi. Apo yapëtaenë cajena bajaraponë, jai.
MAT.26.73	Bajaraxuacujinae icatsia, caeepatoyocujinae, bajarajota penubenaevi cujibarëcëpaliatsi Pedro. Jumaitsi bajarapamonae:
MAT.26.73	—Xaniajai raeta baja cajena. Xamë Jesús pijajiviyajuvënënëmë. Tsipaji rabaja Galilea nacuapijivi penatsipaebicuenia natsipaebame, jai bajarapamonae Pedrojavabelia.
MAT.26.74	Nexata Pedro jumaitsi:
MAT.26.74	—Itsa apo xaniajanë tsipae paxamëjavabelia, nexata Diosojavabelia naneconitsipajë. Apo yapëtaenë cajena bajaraponë, jai Pedro.
MAT.26.74	Itsa baja Pedro najumevereta bajarapacuenia pejumaitsijava, vacara fiaba. 
MAT.26.75	Nexata bajarajota Pedro najamatabënapitajaraba Pedrojavabelia Jesús pejumaitsijava mapacueniaje: “Ajena rabaja, pameravi, vacara pefiabivajënaeya, nayavajunuaxainaename tajajivitonëcuenemë. ‘Xanë cajena apo yapëtaenë bajaraponë,’ jamë tsane xanë yabara acueyabi xuabeje,” pejaijava Jesús Pedrojavabelia, Pedro najamatabënapitajaraba. Nexata baja Pedro pitsapalia bo matatoyorotsia peyacaranatsijava pënëyabelia. Pinijicuenia Pedro nua.
MAT.27.1	Ajena baja matacabi tsarucaponae, sacerdotevi penamatacaitorobivi, judíovi pijaancianovi yajava, najamatabëjëpa pacuenia exanaejitsia Jesús pebeyaxuabiaexanaenexatsi. 
MAT.27.2	Nexata Jesús cobecëtsiaya caponaliatsi nacuaevetsinë Poncio Pilatojavabelia.
MAT.27.3	Judas canajetaxuabatsi Jesús pijavajabitsaë pecobeyabelia. Bajaraponë itsa tane Jesús penaneconitsijava pebeyaxuabinexatsi, nexata bitso najamatabëxaina. Nexata pona petocanaviatsinexa perajutsipalatamitsi, treinta ponëbeje pepo palatanëanë, bitso penamatamotsinëanë. Tocanaviatsijitsia sacerdotevi penamatacaitorobivijavabelia, judíovi pijaancianovijavabelia ata. 
MAT.27.4	Judas jumaitsi bajarapamonaejavabelia:
MAT.27.4	—Pibisiacuene baja rovia exanajë. Bajaraponë itsacuenejavayo ata apo exanaenejeva, panecobeyabelia baja canajetaxuabajë, jai Judas.
MAT.27.4	Nexata bajarapamonae jumaitsi Judasjavabelia:
MAT.27.4	—¡Paxanë raja patajamatabëcueneta apo naneconitsimë tsane! ¡Xamë raja nijacuata naneconitame! jai bajarapamonae Judasjavabelia.
MAT.27.5	Nexata Judas templobota othotajarabeta perajutsipalatanëanëmitsi. Bajaraxuacujinae pitsapalia. Pona baja. Nexata pijacuata nabeyaxuaba. Pepuanavësicëtsi athëbëvetsica perucaemaëtoxanetota, athëbëvetsica jirevica irabetsica penacuibosi catarërëtajarabaxuabinexa. Bajarapacuenia pijacuata Judas nabeyaxuaba.
MAT.27.6	Nexata sacerdotevi penamatacaitorobivi caetuata Judas piothotajarabetsipalatanëanë. Najumaitsi bajarapamonae:
MAT.27.6	—Acuenebi mapapalataje vajabuatsinexa ofrenda vajajebabiabicajónita. Tsipaji bajarapapalata pejamatabëcueneta jivitonë beyaxuabijitsiatsi, najai bajarapamonae.
MAT.27.7	Nexata bajarapamonae najamatabëjëpa bajarapapalatanëanëta pecomuatsinexa ira. Nexata bajarapamonae bajarapapalatanëanëta comuata canalitonë pefaratabiabinë pijairami. Bajarapamonae comuata bajarapaira, itsanacuaverena pepatsivi itsa tëpa Jerusalén tomarata, bajarapairata pemëthëtabiabinexa. 
MAT.27.8	Bajaraxuata mapamatacabijavaberena ataje vënëruba bajarapaira mapejumaitsivënëje: “Papalata pejamatabëcueneta jivitonë beyaxuabatsi, bajarapapalatata pecomuatsiira,” pejaivënë vënëruba. 
MAT.27.9	Bajarapacuenia itsa comuata bajarapaira, copiapata jane baja pacuenia Diosojumepaebinëmi profeta Jeremíaspijinë bajayata tajëvelia vajunupaeba bajarapapalata. Profeta Jeremíaspijinë baja cajena bajarapapalata yabara tajëvelia jumaitsi mapacueniaje: “Israelnacua pevetsivi rajutsiana jivitonë pecanajetsinëjavabelia treinta ponëbeje, pepo platananitota pexanaenëanë. Bajarapapalatanëanë icatsia bajarapamonae pitsiana. 
MAT.27.10	Nexata bajarapapalatanëanëta bajarapamonae comuatsiana canalitonë pefaratabiabinë pijairami, pacuenia Dioso tajëvelia nejumaitsi,” jai bajayata profeta Jeremíaspijinë tajëvelia pevajunupaebijavata Jesús pematamopitsipalatanexatsi.
MAT.27.11	Jesús nutatsi nacuaevetsinë Pilato pitabarata. Nexata Pilato jumaitsi Jesúsjavabelia:
MAT.27.11	—¿Xamë tsaja judíovi pepo nevetsinë? jai Pilato.
MAT.27.11	Nexata Jesús jumaitsi Pilatojavabelia:
MAT.27.11	—Jãjã, xanë rabaja pacuenia nejumaitsimë, jai Jesús Pilatojavabelia.
MAT.27.12	Sacerdotevi penamatacaitorobivi, judíovi pijaancianovi yajava, Jesús neconitaponae atatsi, apo jumepitsi. 
MAT.27.13	Nexata Pilato jumaitsi Jesúsjavabelia:
MAT.27.13	—¿Apo jumetaemë tsaja pacuenia mapamonae caneconitaponaje? jai.
MAT.27.14	Jesús neconitsi atatsi, itsiata apo jumepitsi. Bajaraxuata Pilato jamatabëcuenenabenajaca. Apo yapëtae pacuenia Pilato exanaejitsia Jesúsjavabelia.
MAT.27.15	Nacuaevetsinë Pilato xaina pijacujirucuene. Caevai canacujitsia, pascua fiestamatacabi, Pilato copatabiaba caenë penaneconitsinë pepitsapaenexa penaneconitsivi pejebabiabibovecua. Pajivi yabara jivi vajëtabiaba Pilatojavabelia, bajarapajivi Pilato copatabiaba pascua fiestamatacabi. Bajarapacuenia Pilato caenë copatabiaba jivi pesivajamatabëcuene xanepanaenexatsi. 
MAT.27.16	Pamatacabi Jesús naneconitsiaexanatsi, bajarapamatacabi penaneconitsivi pejebabiabibota naneconitsiaponapona jivibenë, Barrabásvënënë. Bajaraponë bitso piacujirubejenëcuene yapëtanetsi daxitajivi. 
MAT.27.17	Nexata daxita Jerusalén tomarapijivi penacaetuatsijavata Pilato jumaitsi:
MAT.27.17	—¿Detsa ponë pajitsipame patacatocapitsapaenexa penaneconitsivi pejebabiabibovecua pepitsapaenexa? ¿Barrabás tsaja? Itsa jume, ¿Jesús tsaja, ponë yabara jivi jumaitsi: “Cristo raja athëbëvetsica Dioso pitorobinëtsitsica jivi pecapanepaenexa,” jaitsi? jai Pilato bajarapamonaejavabelia.
MAT.27.18	Pilato jamatabëjumaitsi:
MAT.27.18	—Xua Jesús exanaponapona, sacerdotevi penamatacaitorobivi cueneitoyatsi. Bajaraxuata netocaparena, jamatabëjai.
MAT.27.19	Pilato abaxë eca itsajota ecabiaba penaneconitsivi penaneconitsiaexanaenexa. Nexata Pilato pijava tonajumeitorobarenatsi. Pilato pijava Jesús yabara jumaitsirena mapacueniaje: “Copare bajaraponë, ponë itsacueneneconiyo ata apo penaneconitsinë. Ajena raja, meravi, amajitsinaebejenë bajaraponë yabara,” jaitsirena Pilato pijava. Nexata picani Pilato jamatabëcopata Jesús.
MAT.27.20	Itsiata baitsi jane bajarapaepatota sacerdotevi penamatacaitorobivi, judíovi pijaancianovi yajava, jivijavabelia muxubijiapenetsia jumai tsaponae:
MAT.27.20	—Pavajëtsianame Barrabás pecapitsapaenexatsi. Pavajëtsianame Jesús pebeyaxuabinexatsi, jai tsaponae bajarapamonae.
MAT.27.21	Nexata nacuaevetsinë Pilato icatsia yanijoba jivijavabelia:
MAT.27.21	—¿Detsa ponë nexata pajitsipame patacatocapitsapaenexa? jai Pilato.
MAT.27.21	Nexata bajarapamonae jumaitsi:
MAT.27.21	—Panetocapitsapare Barrabás, jai.
MAT.27.22	Pilato nexata jumaitsi bajarapamonaejavabelia:
MAT.27.22	—¿Detsa nexata xua exanaenajë Jesúsjavabelia, ponë yabara: “Cristo, ponë Dioso athëbëvetsica itorobatsi jivi pecapanepaenexa,” jaitsi? jai Pilato bajarapamonaejavabelia.
MAT.27.22	Nexata daxita bajarapamonae jumaitsi Pilatojavabelia:
MAT.27.22	—¡Cruzajavabelia cobematabiabarutsiaexanare! jai bajarapamonae.
MAT.27.23	Nexata Pilato jumaitsi bajarapamonaejavabelia:
MAT.27.23	—¿Detsa pitsineconi yabara cobematabiabarutsiaexanaejitsipajë cruzajavabelia? jai Pilato Jesús yabara.
