MAT.1.1	A Yesu Kɩrɩsɩto sãakpãmɩne nɩ nyã, wʊ yin a Nãa David nɩ Abraham bal pɔ, 
LUK.1.56	Mɛɛr jãnɛ na a Elijabetɩ sɛ̃ ŋmɛrsɩ ata tɩ lɩɛb kul a wʊ tẽe.
LUK.1.57	Elijabetɩ dɔɔfʊ bɩbir wa vɩɛ naa ka wʊ dɔɔ dabile. 
LUK.1.58	Ka a bala na kpɩɛrɛ gbʊr a Elijabetɩ nɩ a wʊ yir dẽme na wõ lɛ a Nãaŋmɩn na maal vɩla kʊ wʊ ba pʊɔ mɩ pɛl naa a wʊ kaar.
LUK.1.59	A ber aniin daar ba wa naa ɩka ba wa ŋmaa a bie yʊɔr, na ba ta bʊɔrɔ ɩka ba de a sãa yuor 'yɔ̃ɔ wʊ bʊɔlɔ a Jekariya. 
LUK.1.60	Tɩchɛ ka a ma ba sɔɔ ɛ, tɩ 'yɛr, “A bie yuor din Jɔɔn.” 
LUK.1.61	A ba 'yɛr kʊ wʊ, “Fʊ bal nɩrɛ jaa ba di a yuor nyã ɛ.”
LUK.1.62	Tɩ na ba pãa 'lɩɩr sʊʊr a sãa a yobuor wʊn bʊɔrɔ ɩka ba 'yɔ̃ɔ a bie. 
LUK.1.63	Ka wʊ man ba ɩka ba kʊ wʊ bon ka wʊ sɛb, wʊn ben wa de a bon na wʊ sɛb, “A bie yuor din Jɔɔn.” Ka nɛɛr 'maa ba jaa. 
LUK.1.64	Ajienaa lɛ a Jekariya nɛɛ mɩ 'laa ka a jãlbir bal ka wʊ tʊ̃ɔ 'yɛrɛ na wʊ pɛɛrɛ Nãaŋmɩn. 
LUK.1.65	Ka dãbãɛ kpɛ a bala jaa na gbʊr a be ka nɩbɛ 'yɛrɛ ka a yaar de a Judiya tẽn ala na be a tɔ̃n ju. 
LUK.1.66	Nɩrɛ jaa na wõ a nɩtɔ̃ a ma 'maa wʊn nɛɛ ka wʊ ma sʊʊr, “Ŋmɩnɛ lɛ a bie nyã na wa kaara?” Bojũu a Soro nũu dɔɔl naa a bie.
LUK.1.67	Jekariya na ɩ a sãa, Nãaŋmɩn Sɩɛ sɛɛ wʊ naa ka wʊ 'yɛrɛ, 
LUK.1.68	“Pɛɛfʊ wʊ ta a Isɩral Nãaŋmɩn, bojũu wʊ wa naa wa faa a wʊ nɩbɛ. 
LUK.1.69	Wʊ kʊ sɩn gãdaa ɩka wʊ faa sɩ na yi a wʊ gbãgbaa Nãa David yir, 
LUK.1.70	nɩtãa lɛ wʊn dɔ̃ɔ tu a wʊ 'yɛ'yɛrbɛ chɛchɛ bala sɛ̃ a kõr jaa ka ba 'yɛr, 
LUK.1.71	ɩka wʊ faa sɩ a sɩ dɔ̃dẽme sɛ̃, na wʊ faa sɩ a bala na laar sɩ nuur pɔ. 
LUK.1.72	Wʊ maal a nɩtɔ̃ ɩka wʊ wiil nɩbaal kʊ a sɩ sãamɩne, na wʊ lɛ tɩɛr a wʊ nɛtɩr chɛchɛ 'lɔ, 
LUK.1.73	a lɛ wʊn pɔ kʊ a sɩ sãakpã Abraham. 
LUK.1.74	Wʊ pɔn 'yɛr ɩka, wʊn faa sɩ naa a sɩ dɔ̃dẽme nuur pɔ, ka sɩ puoro wʊ kʊ̃ lɛ joro dãbãɛ ɛ, 
LUK.1.75	na sɩ ɩ chɛchɛ nɩ nɩtorsɩ a wʊ niem a ber a jaa. 
LUK.1.76	A fʊ̃ʊ na ɩ a n bie ban bʊɔlɔ fʊ naa a saaju Nãaŋmɩn 'yɛ'yɛrɛ, an ɩ fʊ̃ʊ lɛ na de a sɩ Soro nie chɔɔr a wʊ sɔr, 
LUK.1.77	na fʊ vɛ̃ ka wʊ nɩbɛ bɔ̃ɔ a faafʊ sɔr, na ba nyɛ yelbier vɛ̃ kʊfʊ. 
LUK.1.78	Nãaŋmɩn na tara nɩ sɩ nɩbaal jũu, wʊ vɛ̃ naa ka a fafaara pur chaar 'yɔ̃ɔ sɩ yi a saaju, 
LUK.1.79	na wʊ chaar 'yɔ̃ɔ a bala na kpɩɛrɛ a libe pɔ, tɩ be a kũu gãagiel pĩlem, na wʊ wiil a sɩ gbɛɛ ka a de nyã'maar sɔr.”
LUK.1.80	A bie nʊ̃ɔ naa ka a sɩɛ kpɛ̃ɔ be a wʊ sɛ̃. Mɔgɔ̃ɔ pɔ lɛ wʊ kpɩɛrɛ tɩ tãn a bɩbir 'lɔ wʊn na wiil a wʊ mãɛ kʊ a Isɩral nɩbɛ.
LUK.2.1	A ber ala pɔ, a paal Nãkpɛ̃ɛ Siisa Agustus 'yɛr naa ɩka ba sɔr a nɩbɛ ba jaa na be a Worom paal pɔ. 
LUK.2.2	A sɔrfʊ nyã lɛ ɩ a sɔrdɔ̃ɔ ban sɔr a nɩbɛ ka a Kiriniyus mɩ ɩ a Siriya nãa. 
LUK.2.3	Nɩrɛ jaa kul a wʊ mãɛ tẽe ka ban tɩ sɔr wʊ.
LUK.2.4	Ala lɛ so ka a Josefʊ mɩ na yi a Najaretɩ tẽe na be a Galilee wɛr pɔ, na wʊ chen a Judiya wɛr pɔ, a Nãa David tẽe ban bʊɔlɔ a Bɛtɩlɛhɛm, bojũu a Nãa David yir lɛ wʊ yi tɩ lɛ ɩ a wʊ bal nɩrɛ. 
LUK.2.5	Josefʊ tara na a Mɛɛr na tara a pʊɔ wʊn bʊɔrɔ a kulfʊ 'mataa chiin ka ban tɩ sɔr ba. 
LUK.2.6	A lɛ ban be a Bɛtɩlɛhɛm ka a Mɛɛr bie dɔɔfʊ daar ta. 
LUK.2.7	Ka wʊ dɔɔ a pɔɔsarbie ka wʊ ɩ dabile a wʊ vil wʊ a fɔbaa gaal a dʊ̃n mʊɔr 'wɔfʊ jie bojũu baa nyɛ jie na kpɛ a sãanba kpɛfʊ jie ɛ.
LUK.2.8	Pɛchiinbɛ mɩ dɔ̃ɔ gbʊr a tẽe na ba gãn a ba piir be a mʊ̃ɔ pɔ kaara. 
LUK.2.9	Ka a Nãaŋmɩn malaka yi a saaju wa a ba sɛ̃, ka Nãaŋmɩn tɩɩr chaar pɔɔ ba, ka dãbãɛ kpɛ ba. 
LUK.2.10	Tɩchɛ a malaka 'yɛr kʊ ba, “Yɩ ta joro dãbãɛ ɛ, 'yɛr nʊ̃ɔ lɛ n waan a yɩ sɛ̃, an ɩn chɩlfʊ kpɛ̃ɛ kʊ a nɩbɛ ba jaa. 
LUK.2.11	A dɩna tãsɔɔ ba dɔɔ naa a Fafaara a yɩ 'yɔ̃ɔ a Nãa David tẽe pɔ. Wʊ ɩ naa a sɩ Soro nɩ a Nɩ-iraa. 
LUK.2.12	Jãnɛ yɩn na de bɔ̃ɔn wʊ nɩ nyã. Yɩn nyɛ naa a bipɩla ban vil a fɔbaa gaal wʊ a dʊ̃n mʊɔr 'wɔfʊ jie.”
LUK.2.13	Ajienaa a saaju malakasɩ yɔɔ wa naa wa 'matãan a malaka 'lɔ a ba dãna a Nãaŋmɩn 'yɛrɛ nɩ, 
LUK.2.14	“Tɩɩr wʊ ta a Nãaŋmɩn na be a saaju, ka nyã'maar mɩ be a nɩbɛ bala na pɛlɛ a wʊ pʊɔ a wɛr pɔ.”
LUK.2.15	A malakasɩ na wa bar ba tɩ lɩɛb do a saaju, ka a pɛchiinbɛ 'yɛrɛ kʊrɔ taa, “Yɩ ɩ a sɩ chen a Bɛtɩlɛhɛm tẽe pɔ, tɩ kaa a yelnyɩnɛ na ɩ ka a Nãaŋmɩn tʊ̃ 'yɛr sɩ.” 
LUK.2.16	Be lɛ ba pɔɔ chen tɩ nyɛ a Mɛɛr nɩ a Josefʊ nɩ a bipɩla na gã a dʊ̃n mʊɔr 'wɔfʊ jie. 
LUK.2.17	A lɛ ban wa nyɛ wʊ, ba 'yɛr naa a lɛ a malaka na 'yɛr kʊ ba a bibile yele. 
LUK.2.18	A bala ba jaa na wõ a lɛ a pɛchiinbɛ na 'yɛr a bie 'yɛr kʊ ba, ka nɛɛr 'maa ba jaa. 
LUK.2.19	Tɩchɛ ka a Mɛɛr 'yɔ̃ɔ a anyãna a wʊ pʊɔm tara tɩɛrɛ. 
LUK.2.20	A pɛchiinbɛ lɩɛb chen a piir jie tɩ dãna Nãaŋmɩn na ba pɛɛrɛ wʊ a ala a jaa ban wõ tɩ nyɛ a lɛ a malaka na 'yɛr kʊ ba.
LUK.2.21	A ber aniin na wa ta, ba ŋmaa wʊn a yʊɔr tɩ 'yɔ̃ɔ wʊ a yuor Yesu, a yuor nyã lɛ a malaka 'yɛr kʊ a Mɛɛr tɩ ka wʊ wa tara a pʊɔ. 
LUK.2.22	Mɛɛr na wa baar a padɔɔr a lɛ a Mosesɩ nɛɛ na 'yɛr, Josefʊ nɩ a Mɛɛr den a bie chiin a Jerusalɛm na tɩ kʊ a Nãaŋmɩn. 
LUK.2.23	Nɩtãa lɛ a Soro na 'yɛr, “Yɩ de dabil dɔ̃ɔ jaa kʊ a Soro.” 
LUK.2.24	Ba den a bɔɔrlo bomo ala a Soro na 'yɛr ɩka, “Ŋmama ayi bɩɩ papa pɔlɔ ayi tɩ pɔl a ba mãɛ.” 
LUK.2.25	Daba kɔ̃ɔ dɔ̃ɔ be a Jerusalɛm ban bʊɔlɔ Simeon na wʊ ɩ nɩtor na waa baala Nãaŋmɩn ɛ. Wʊ mɩ dɔ̃ɔ chɛlɛ a Isɩral nɩbɛ faafʊ bɩbir ka a Nãaŋmɩn Sɩɛ be a wʊ sɛ̃. 
LUK.2.26	A Nãaŋmɩn Sɩɛ 'yɛr kʊ wʊ ɩka wʊn nyɛ naa a Nɩ-iraa 'lɔ a Soro na tʊ̃ nɩ nɩbir tɩ kpi. 
LUK.2.27	A Nãaŋmɩn Sɩɛ vɛ̃n ka Simeon chen be a Nãaŋmɩn puorfʊ yir bɛchaar pɔ, ka a ɩ a Josefʊ nɩ a Mɛɛr mɩ waan naa a ba bie Yesu a be na wa ir a nɛɛ. 
LUK.2.28	Ka a Simeon de a bie 'yɔ̃ɔ a wʊ nũu pɔ tɩ puor Nãaŋmɩn yãan 'yɛrɛ, 
LUK.2.29	“Tʊ̃ɔnɔ̃ sʊɔ, nɩtãa lɛ fʊn tɩr a fʊ nɛɛ kʊ a maa na ɩ a fʊ gbãgbaa, fʊn tʊ̃ɔ bar ma sɔr nɩ nyã'maar. 
LUK.2.30	Bojũu n nɩbir nyɛ naa a fafaara, 
LUK.2.31	'lɔ fʊn chɔɔr ka nɩrɛ jaa nyɛ wʊ. 
LUK.2.32	Wʊn ɩn chãa wiil a nɩbɛ bala na ba ɩ a Juu nɩbɛ ɛ, tɩ na wʊ ɩ tɩɩr kʊ a fʊ nɩbɛ Isɩral.”
LUK.2.33	Ka a Yesu sãa nɩ a ma nɛɛ 'maa a lɛ a Simeon na 'yɛr a wʊ yele. 
LUK.2.34	Ka a Simeon pãa 'yɛr nɛvɩla 'yɔ̃ɔ ba, tɩ 'yɛr kʊ a Mɛɛr na ɩ a ma, “A bie nyãna lɛ Nãaŋmɩn kʊ a Isɩral nɩbɛ, ka ba yɔɔ na ŋme gbɛr lo tɩ ir, na wʊ ɩ jãnɛ ka ban 'yɛrɛ kpɛrɛ nɩ wʊ. 
LUK.2.35	Nɩbɛ yɔɔ pʊtɩɛr na gãn chãa pɔ, ka a fʊ̃ʊ mɩ pʊɔ sɔ̃ɔ fɩka sʊɔ ban chɔr fʊ.”
LUK.2.36	Pɔɔ na ɩ a Nãaŋmɩn 'yɛ'yɛrɛ ben be ban bʊɔlɔ Ana na wʊ ɩ Fanuwɛl bie na wʊ ɩ Aserɩ bal nɩrɛ, na wʊ ɩ pɔɔ nyɔ̃ɔ. Wʊ kul sɩrɛ maal yuomo ayopõi. 
LUK.2.37	Ka a sɩrɛ kpi tɩ wʊ ɩ a pɔɔkʊɔr maal yuomo lɩjaanaar nɩ anaar (84). Waa gala a Nãaŋmɩn puorfʊ yir ɛ, tɩchɛ wʊ ma ben be na wʊ ma gal bʊ̃diir tɩ sʊɔrɔ Nãaŋmɩn tãsɔɔ nɩ a mɔ̃tɔ̃ɔ. 
LUK.2.38	A sɔ̃ɔ 'lɔ̃nɔ̃ lɛ wʊ wa a ba sɛ̃ tɩ dãn Nãaŋmɩn tɩ na wʊ 'yɛr a bie 'yɛr kʊ a bala jaa na chɛlɛ a Jerusalɛm faafʊ bɩbir.
LUK.2.39	A lɛ a Josefʊ nɩ a Mɛɛr na wa ir a nɛɛ maal a lɛ a Soro na bin, ba lɩɛb kul a Najaretɩ na ɩ a ba tẽe na be a Galilee wɛr pɔ. 
LUK.2.40	Be lɛ a bie tɩ nʊ̃ɔnɔ̃ nɩ fɔ̃ɔ na wʊ sɛɛn yɛ̃ ka a Nãaŋmɩn wãɛfʊ be a wʊ sɛ̃.
LUK.2.41	Yuon jaa a sãa naa ma ma chen a Jerusalɛm tɩ lɔ̃ɔ na ba di a Gõl Bar Difʊ. 
LUK.2.42	Yesu na wa nyɛ yuomo pie nɩ ayi ba tara wʊn don a Difʊ nyã jie nɩtãa lɛ ban ma ɩrɛ. 
LUK.2.43	A Gõl Bar Difʊ ber na wa baar, ba lɩɛb kulo a ba tẽe tɩchɛ a Yesu bar a Jerusalɛm ka baa bɔ̃ɔn ɛ. 
LUK.2.44	Ba tɩɛr ɩka wʊ taa pɔɔ a ba nɩbɛ kulo nɩ tɩ chen bɩbir bʊ̃'yen baa nyɛ wʊ ɛ, na ba pãa yʊɔrɔ bʊɔrɔ wʊ a ba nɩbɛ nɩ a ba nɩbɔ̃ɔnsɩ nɩ a ba barmɩne sɛ̃. 
LUK.2.45	Ban ba wa nyɛ wʊ ɛ, ba lɩɛb chen a Jerusalɛm a wʊ bɔfʊ jie. 
LUK.2.46	A ber ata daar lɛ a ba tɩ nyɛ wʊ a be a Nãaŋmɩn puorfʊ yir bɛchaar pɔ, ka wʊ jãnɛ a wiwiilbe chara pɔ chɛlɛ a lɛ ban 'yɛrɛ na wʊ sʊrɔ ba sʊʊrfʊsɩ. 
LUK.2.47	Nɩrɛ jaa na wõ a lɛ wʊn ire a 'yɛrsɩ par a chɔ̃ chɔ̃ nɛɛ 'maa ba naa. 
LUK.2.48	A sãa nɩ a ma na wa nyɛ wʊ a ba nɛɛ mɩ 'maa ba naa ka a ma sʊʊr, “Pa n bie, bo lɛ fʊ maal sɩ a nɩtɔ̃, ka maa nɩ a fʊ sãa yɔbɔ fʊ lɛ̃ɛɛ wa faa?”
LUK.2.49	Ka Yesu sʊʊr a ma, “Bãa 'yɔ̃ɔ lɛ yɩ yʊɔrɔ bʊɔrɔ ma? Yaa bɔ̃ɔ ɩka ɩn be naa a n Sãa yir ɛ?” 
LUK.2.50	Tɩchɛ baa bɔ̃ɔ a anyãna wʊn 'yɛr kʊ ba par ɛ.
LUK.2.51	A wʊ ir pɔɔ ba, a ba pãa kul a Najaretɩ a wʊ tɩ wõnõ a ba toor, tɩchɛ ka a ma 'yɔ̃ɔ a 'yɛr anyãna a jaa a wʊ pʊɔm. 
LUK.2.52	Ka a Yesu nʊ̃ɔnɔ̃ nɩ yɛ̃ nɩ a kpɛ̃ɛ ka wʊ yele nʊ̃mɔ̃ a Nãaŋmɩn sɛ̃ nɩ a nɩbɛ sɛ̃.
LUK.3.1	Yuon pie nɩ anũu lɛ a Tiberiyus Siisa di a nãkpɛ̃ɛ ka a Pontius Pilate mɩ ɩ a Judiya paal nɩkpɛ̃ɛ ka a Hɛrɔd mɩ di a Galilee nãa ka a wʊ yɛbɛ Filip mɩ ɩ a Ituriya nɩ a Tɩrakonɩtɩs nãa. Ka a Lisaniyasɩ mɩ di a Abilenɩ nãa. 
LUK.3.2	Anasɩ nɩ Kayafasɩ bala lɛ ɩ a Juu nɩbɛ bɔɔrlo nɩbɛrɛ. Ka a Nãaŋmɩn de a wʊ 'yɛr kʊ a Jekariya bidaba Jɔɔn be a mɔgɔ̃ɔ pɔ. 
LUK.3.3	Wʊ yɔn a tẽn ala a jaa na jilʊ̃ a Jordan man na wʊ 'yɛrɛ kʊrɔ a nɩbɛ, “Yɩ lɩɛb a yɩ tɩɛr na yɩ so a Nãaŋmɩn kʊ̃ɔ, ka Nãaŋmɩn vɛ̃ a yɩ yeldɛbɛ kʊ yɩ.” 
LUK.3.4	Nɩtãa lɛ a Isaiya na sɛb a wʊ gãn pɔ, “Nɩrɛ 'yɛrɛ naa be a mɔgɔ̃ɔ pɔ, ‘Yɩ chɔɔr a sɩ Soro sɔr, na yɩ maal a wʊ sɔr ka wʊ tor. 
LUK.3.5	Na yɩ 'mʊr a kʊlsɩ, na yɩ ŋmɛr a tɔ̃n nɩ a gbẽgbẽnsɩ ka a jãtaa. Yɩ maal a sɔgɔ̃rsɩ a jaa ka a tor, na yɩ maal a sɔr nyara nyara ka wʊ sal. 
LUK.3.6	Nɩsaal bʊrɔ ba jaa na nyɛn Nãaŋmɩn faafʊ.’ ” 
LUK.3.7	Ka a nɩyɔɔ bala na waara a Jɔɔn sɛ̃ a Nãaŋmɩn kʊ̃ɔ sofʊ 'yɔ̃ɔ, ka wʊ sʊʊr ba, “Yɩn waa bibiir, an lɛ 'yɛr kʊ yɩ ɩka yɩ jo yi a Nãaŋmɩn suur na waara a yɩ sɛ̃? 
LUK.3.8	Yɩ vɛ̃ ka yɩ befʊ wiil ɩka yɩ lɩɛb a yɩ tɩɛr. Yɩ ta chɛnɛ 'yɛrɛ kʊrɔ a yɩ mãɛ ɩka, Abraham lɛ ɩ a sɩ sãa, n 'yɛrɛ na kʊrɔ yɩ ɩka Nãaŋmɩn na tʊ̃ɔn maal a kusɩbɛ anyãna a ba lɩɛb ɩ a Abraham bibiir. 
LUK.3.9	A 'lar dɔɔl a tɩɛ nyɩbɛ ju, tɩɛ jaa ba wa wɔ̃nɔ̃ wɔ̃ sʊ̃n ɛ, ban ŋmaa wʊn lɔb 'yɔ̃ɔ bũu pɔ.”
LUK.3.10	Ka a nɩyɔɔ bala sʊʊr wʊ, “Ŋmɩnɛ sɩn pãa ɩ?” 
LUK.3.11	Ka Jɔɔn 'yɛr kʊ ba, “Ɩ̃sʊɔ jaa na tara fuusɩ ayi, wʊ ir ãsʊɔ kʊ a wʊ tɔ sʊɔ na ba tara ɛ, nyã mɩ na tara bʊ̃diir wʊ ɩ a lɛ.” 
LUK.3.12	Lõpodierbe mɩ wan a Jɔɔn sɛ̃ ɩka wʊ so ba a Nãaŋmɩn kʊ̃ɔ, na ba mɩ sʊʊr wʊ, “Wiwile sɩ mɩ ɩ ŋmɩnɛ?” 
LUK.3.13	Ka wʊ 'yɛr kʊ ba, “Yɩ ta ma de dɔɔl a lɛ ban ɩka yɩ de ɛ.” 
LUK.3.14	Sojasɩ bamɩne mɩ wan wa sʊʊr wʊ, “Sɩn mɩ, sɩ ɩ ŋmɩnɛ?” Ka wʊ 'yɛr kʊ ba, “Yɩ ta fɩr nɩrɛ de libir ɛ, yɩ ta mɩ ŋmaa jir kara dɔɔl nɩrɛ ɛ, na yɩ vɛ̃ ka a yɩ sãyar sɛɛn yɩ.”
LUK.3.15	Ka a nɩbɛ mɩ na dɔ̃ɔ 'yɔ̃ɔ toor chɛlɛ, pãa tɩɛrɛ ɩka a Jɔɔn lɛ tɔ̃ɔ ɩ a Nɩ-iraa. 
LUK.3.16	A Jɔɔn 'yɛr kʊ ba, “Maa 'lɔ kʊ̃ɔ lɛ n suoro yɩ, tɩchɛ nɩrɛ ãsʊɔ na gar ma na wa naa, a wʊ nafɔɔr mibe gba, n ba sɛɛ ɩka n for ɛ. 'Lɔ lɛ na de Nãaŋmɩn Sɩɛ nɩ bũu son yɩ. 
LUK.3.17	A ŋmayɩɛl naa ben a wʊ nũu pɔ, a wʊ na yɩɛl a mʊ̃ɩ a vafʊ jie na wʊ kpaar a bie 'yɔ̃ɔ a boor pɔ tɩ chʊm a sɔ̃sɔɔr nɩ bũu 'lɔ na ba tara kpĩinfʊ bar.” 
LUK.3.18	Jɔɔn kpãa ban nɩ yelyɔɔ na wʊ 'yɛr a Nãaŋmɩn 'yɛr kʊ ba.
LUK.3.19	Tɩchɛ a nãa Hɛrɔd na de a wʊ yɛbɛ pɔɔ Hɛrɔdiyas kul, Jɔɔn 'yɛr wʊ naa ɩka a ba tara sɔr ka wʊ kul wʊ ɛ, tɩ 'yɛr wʊ a dɛbɛ amɩne wʊn ɩ. 
LUK.3.20	Hɛrɔd lɛ maal dɛɛr wʊn vɛ̃ ka ba nyɔɔ Jɔɔn tɩ 'yɔ̃ɔ a pɔɔfʊ die pɔ.
LUK.3.21	Ban ba nyɔɔ a Jɔɔn pɔɔ sɛrɛ ɛ, wʊ so naa a nɩbɛ a Nãaŋmɩn kʊ̃ɔ na wʊ mɩ so a Yesu a Nãaŋmɩn kʊ̃ɔ. Ka a Yesu sʊɔrɔ Nãaŋmɩn ka a saaju yuo. 
LUK.3.22	Ka a Nãaŋmɩn Sɩɛ de papa ãgãn suu wa 'mar a Yesu ju, tɩ a kɔkɔr yi be a saaju 'yɛr, “Fʊ̃ʊ lɛ ɩ a n Bidanʊ̃naa ka fʊ yele pɛl a n pʊɔ.”
LUK.3.23	Yesu nyɛn yuon lɩjɛr nɩ pie tɩ piel a wʊ tʊ̃mɔ̃, ka nɩbɛ tɩɛr ɩka wʊ ɩ naa a Josefʊ bidaba, na ɩ a Heli bidaba, 
LUK.3.24	Matatɩ bidaba, Levi bidaba, Melki bidaba, Janai bidaba, Josefʊ bidaba, 
LUK.3.25	Matatiyasɩ bidaba, Amosɩ bidaba, Nahum bidaba, Esili bidaba, Nagai bidaba, 
LUK.3.26	Maat bidaba, Matatiyasɩ bidaba, Semeyin bidaba, Josekɩ bidaba, Joda bidaba, 
LUK.3.27	Joanan bidaba, Aresa bidaba, Jerubabel bidaba, Sealtɩɛl bidaba, Neri bidaba, 
LUK.3.28	Melki bidaba, Adi bidaba, Kosam bidaba, Elmadam bidaba, Erɩ bidaba, 
LUK.3.29	Josua bidaba, Eliyeja bidaba, Jorim bidaba, Matatɩ bidaba, Levi bidaba, 
LUK.3.30	Simeon bidaba, Juda bidaba, Josefʊ bidaba, Jonam bidaba, Eliyakim bidaba, 
LUK.3.31	Melea bidaba, Mena bidaba, Matata bidaba, Natan bidaba, David bidaba, 
LUK.3.32	Jesɩ bidaba, Obed bidaba, Boajɩ bidaba, Salmon bidaba, Nason bidaba, 
LUK.3.33	Aminadab bidaba, Aram bidaba, Hejoron bidaba, Perejɩ bidaba, Juda bidaba, 
LUK.3.34	Jekɔb bidaba, Isaakɩ bidaba, Abraham bidaba, Tera bidaba, Nahor bidaba, 
LUK.3.35	Serugu bidaba, Wɛru bidaba, Peleg bidaba, Eber bidaba, Sela bidaba, 
LUK.3.36	Kainan bidaba, Afakadɩ bidaba, Sem bidaba, Nowa bidaba, Lamekɩ bidaba, 
LUK.3.37	Metusela bidaba, Enok bidaba, Jared bidaba, Mahalaleel bidaba, Kenan bidaba, 
LUK.3.38	Enosɩ bidaba, Setɩ bidaba, Adama bidaba, Nãaŋmɩn bidaba.
LUK.4.1	Nãaŋmɩn Sɩɛ sɛɛn a Yesu na wʊ lɩɛb wʊ yin a Jordan man jie kpɛ̃n wʊ a mɔgɔ̃ɔ pɔ. 
LUK.4.2	Be lɛ a tɩɩ bɛɛr wʊ kaa ber lɩjaayi, waa di bon jaa a ber anyãna pɔ ɛ, ka a kɔ̃ kpɛ wʊ. 
LUK.4.3	A tɩɩ 'yɛr kʊ wʊ, “Ala ɩ fʊ̃ʊ lɛ a Nãaŋmɩn Bie, 'yɛr kʊ a kʊsɩbɛ anyãna, ka a lɩɛb bʊ̃diir.” 
LUK.4.4	Ka a Yesu 'yɛr kʊ wʊ ɩka, a sɛb a Nãaŋmɩn gãn pɔ ɩka, “Bʊ̃diir tɛɛ kʊ̃ tʊ̃ɔ kʊ nɩrɛ nyɛvʊr ɛ.” 
LUK.4.5	A tɩɩ lɛ tara wʊn don tɔ̃ɔ ju tɩ wiil wʊ a nãa di jiir a jaa na be ka a wɛr pɔ 
LUK.4.6	tɩ 'yɛr, “Ɩn kʊ fʊ naa anyãna a jaa fɔ̃ɔ nɩ a ba nãyele, maa lɛ ba de a ba fɔ̃ɔ kʊ, ka n mɩ na de kʊ nɩrɛ 'lɔ jaa ɩn bʊɔrɔ. 
LUK.4.7	Ala ɩ, fʊ gbur dumo puor ma fʊ̃ʊ lɛ so.” 
LUK.4.8	Ka Yesu 'yɛr wʊ, “A sɛb a Nãaŋmɩn gãn pɔ ɩka, Nãaŋmɩn tɛɛ lɛ a sɛɛ ɩka fʊ puor, na fʊ tʊ̃nɔ̃ kʊrɔ a 'lɔ tɛɛ.” 
LUK.4.9	A tɩɩ lɛ tara wʊn chiin a Jerusalɛm ka wʊ tɩ do a puorfʊ yir jie 'lɔ na do na wʊ 'yɛr kʊ a Yesu, “Ala ɩ fʊ̃ʊ lɛ a Nãaŋmɩn Bie ɔɔ lo a tẽe, 
LUK.4.10	bojũu a sɛb a Nãaŋmɩn gãn pɔ ɩka, ‘Nãaŋmɩn na vɛ̃ naa ka a wʊ malakasɩ wa gu fʊ taa lɛɛ, 
LUK.4.11	na ba nyɔɔ fʊ nɩ a ba nuur ka a fʊ gbɛr kʊ̃ ŋme kʊsɩr ɛ.’ ” 
LUK.4.12	Ka a Yesu 'yɛr kʊ a tɩɩ, a mɩ sɛb a Nãaŋmɩn gãn pɔ ɩka, “Ta bɛɛr a fʊ Nãaŋmɩn kaa ɛ.” 
LUK.4.13	A tɩɩ na wa baar a bɛɛr kaa anyãna wʊ bar wʊn tɩ chen, tɩ lɛ guro nɩ sɔ̃ɔ kɔ̃ɔ wʊn lɛ wa nyɛ jie.
LUK.4.14	Yesu lɩɛb kul a Galilee nɩ a Nãaŋmɩn Sɩɛ kpɛ̃ɔ ka a wʊ yele yaar a wɛr 'lɔ wʊ jaa. 
LUK.4.15	Wʊ tɩ wile naa a nɩbɛ a ba lɔ̃ɔfʊ jiir ka a nɩrɛ jaa pɛɛrɛ wʊ.
LUK.4.16	Yesu lɩɛb chen a Najaretɩ be wʊn nʊ̃ɔ, a Pɛ̃nfʊ Bɩbir Daar wʊ tɩ kpɛ̃n a ba lɔ̃ɔfʊ yir an ɩ lɛ lɛ wʊ ma ɩrɛ na wʊ ir ara na wʊn kar gãn. 
LUK.4.17	Ka ba de Isaiya gãn kʊ wʊ, ka wʊ nyɔɔ 'yɩɛr a jie 'lɔ ban sɛb, 
LUK.4.18	“Nãaŋmɩn Sɩɛ be naa a n 'yɔ̃ɔ, bojũu wʊ ir ma naa ɩka n tɩ 'yɛr a 'yɛr nʊ̃ɔ kʊ a nɔ̃n dẽme, naa mɩ tɩ 'yɛr kʊ gbãgbaar ka ban so ba mãɛ, naa 'yɛr kʊ jɔ̃n ka ba yuo, naa 'yɛr faa a bala ban gere, 
LUK.4.19	naa 'yɛr a Nãaŋmɩn maal vɩla yuon kʊ ba.” 
LUK.4.20	Be lɛ wʊ pilʊ̃ a gãn de kʊ a tʊ̃tʊ̃nɔ̃ tɩ jãnɛ, ka a nɩbɛ ba jaa na be a lɔ̃ɔfʊ yir kpa a nɩbie 'yɔ̃ɔ wʊ. 
LUK.4.21	Ka wʊ piel 'yɛrɛ kʊrɔ ba, “Dɩna a lɛ yɩn wõ a Nãaŋmɩn gãn pɔ, a ɩ naa a lɛ.” 
LUK.4.22	Ba jaa 'yɛrɛ naa a wʊ sʊ̃ 'yɛr ka ba nɛɛr 'maa a 'yɛr vɩɛlsɩ na yire a wʊ nɛɛ pɔ ka ba sʊrɔ taa, “A ba ɩ a Josefʊ bidaba lɛ a nyã ɛ?”
