GEN.1.1	I cakirok Were ocweyo polo gi piny. 
JOS.8.26	Rupiri Yosuwa k'odwoko cinge m'otelo gine toŋ cen, cuka otieko reyo woko jopiny ma Ay kicutho. 
JOS.8.27	Kende dhok kodi gim'onyaga ma tindi madwoŋ no ma Isiraili omako paka gipajo ma jonyaga, cungo kwoŋ wac pa Rwoth m'ooro Yosuwa. 
JOS.8.28	Ameno to Yosuwa waŋo Ay, to loko kidhur gunda ma cil gi cil, paka fodi nitie gunyo ni. 
JOS.8.29	To liero malo kere ma Ay wi yath tundo kiri othieno; aka munyo waŋceŋ podho, Yosuwa owodho or, t'igonyo delkwoŋe wok kwoŋ yath, to jojengo i dhiot ma waŋkac ma tindi madwoŋ, to jodhuro kwoŋe telin, ma fodi cungo kenyo gunyo ni.
JOS.8.31	paka Musa ŋeca pa Rwoth oyido ooro Joisiraili, paka ondiki i kitawo ma cik pa Musa, migam ma telin ma dhano fodi k'oketho cuma moro kwoŋe; to jomiy'iye mic awaŋa ri Rwoth, to jomiyo cowirok ma siem. 
JOS.8.32	Aka kenyo i nyim Joisiraili, ondiko i wi telin nyawoti cik pa Musa, m'oyido otieko ndiko. 
JOS.8.33	Aka Joisiraili je, jokicar kodi jopiny, jodongo kodi jotel gi jothum banja pajo, jocungo yuthenge m'oŋiyere gi kakan ruwaŋ jocway ri Were i wi migam ma Jolevi ma jotiŋo Kakan ma Cikirok pa Rwoth, adec kwoŋ jo ruwaŋ Got Gerizim aka adec man kwoŋ jo ruwaŋ Got Ebal, paka Musa ŋeca pa Rwoth oyido kutho owodho or, ni joripo miyo Joisiraili silwany. 
JOS.8.34	Aka rumacen mere to soma wac je ma cik, silwany kodi kwoŋ, paka nitie i gimoro je m'ondiki i kitawo ma cik. 
JOS.8.35	Ongoye wac kwoŋ gima Musa owodho or ma Yosuwa k'osoma ruwaŋ cokirok je ma Isiraili, kanyacel gi mon, nyithindho kodi jokicar ma jobedo i dier jo.
JOS.9.1	Munyo kerin je m'oyido jonitie yombo Yordan i piny matendere kodi i piny m'opiele joje yuthengi Nam madwoŋ kadho Lebanon, Johiti, Joamor, Jokanan, Joperiz, Johivi kodi Joyebus, jowinjo gime, 
JOS.9.2	jocokere kanyacel gi cuny jo acel lweny gi Yosuwa kodi Isiraili.
JOS.9.3	To munyo jopiny ma Gibeon jowinjo gima Yosuwa oyido otieko timo ri Yeriko kodi Ay, 
JOS.9.4	to joridho wondo go. Jokidho to joyiko mic rijo wegi, to jociwo punde pajo gi kutiyin m'ojwer ojwer, piendere ma vini, m'ojwer aka m'oyec to jokwoyo, 
JOS.9.5	gi ware m'ojwer aka ogoy'iye kiremo i tiendi jo, gi nangin m'ojwer; aka mic pajo je oyido othwo aka lengalenga. 
JOS.9.6	To jokidho bongi Yosuwa i kambi i Gilgal, to jowaco rigo kodi Joisiraili ni, “Wawok i piny mabor; riameno tim gi wan cikirok.” 
JOS.9.7	To cwo ma Isiraili jowaco ri Johivi ni, “Kono miti wibedo i dier wan; onyo wanotim gi win cikirok nedi?” 
JOS.9.8	Jowaco ri Yosuwa ni, “Wabedo ŋecin perin.” To Yosuwa penjo jo ni, “wijokune? Aka wiwok yukune?” 
JOS.9.9	Jodwoko go ni, “Ŋecin perin jowok i piny mabor swa, kwoŋbedo nyingi Rwoth Were perin; kole watieko winjo radwok ma mako kwoŋe, kwoŋ kisi gimoro je ma go otimo i Misir, 
JOS.9.10	kodi kwoŋ kisi gimoro je ma go otimo ri kerin ario apa Joamor m'oyido jonitie yombo Yordan, kere Sihon ma Hesibon, kodi kere Og ma Basan m'obedo i Asiteroth. 
JOS.9.11	Aka jotel mawan kodi jopiny je ma piny mawan jowaco riwan ni, ‘Kwany win cemo i cingi win ma woth; wikidhi wirom gi jo, aka wiwaci rijo ni, “Wabedo ŋecin perin; biye pama me, tim gi wan cikirok.” ’ 
JOS.9.12	Me mugat mawan; oyido fodi lieth munyo wakwanyo i udi mawan paka cemo mawan ma woth, i ndelo ma wacak'iye woth bino bongin, t'onyo pama, neni, othwo aka ŋinyere; 
JOS.9.13	piendere ma vini me oyido jonyen munyo wapoŋo jo, t'onyo neni, jobare aka nangin me gi ware mawan onyo joti wok kwoŋ woth mabor.” 
JOS.9.14	Ameno to cwo no jokwanyo pok pajo, to jobedo ma jok'openjo Rwoth gir'atima. 
JOS.9.15	Aka Yosuwa otimo siem gi jo, to timo cikirok gi jo, ma miyo jowokwo; to jotel ma kacokirok jokwoŋere rijo.
JOS.9.16	I gike ma ndelo adek munyo jotieko timo cikirok gi jo, jowinjo ni oyido jobedo joger pajo, aka oyido jobedo i dier jo. 
JOS.9.17	To Joisiraili joay malo to jotundo i tindin pajo madongo i ndelo mar'adek. Tindin pajo madongo no oyido jobedo Gibeon, Kepira, Beroth kodi Kiriath Yerim. 
JOS.9.18	To Joisiraili jok'oneko jo, rupiri jotel ma kacokirok oyido jotieko kwoŋirok rijo gi Rwoth, Were pa Isiraili. Gikenyo to kacokirok je joŋunyaŋunya kwoŋ jotel. 
JOS.9.19	To jotel je jowaco ri kacokirok je ni, “Watieko kwoŋere rijo gi Rwoth, Were pa Isiraili, aka pama onyo wakinyali geyo jo. 
JOS.9.20	Walatimo rijo gime, to waweyo jokwo, ka k'obedo ameno to keme bedo kwoŋ wan, kwoŋbedo cikirok ma wakwoŋere rijo.” 
JOS.9.21	Jotel to jowaco rijo ni, “Weyi jowokwo.” Ameno to jolokere jobar yen kodi jokulo ri kacokirok je, paka jotel oyido jotieko waco rijo.
JOS.9.22	Yosuwa to lwoŋo joje, to waco rijo ni, “Raŋo wiwondo wan ka wiwaco ni, ‘Wabor swa gi win, munyo wibedo i dier wan?’ 
JOS.9.23	Onyo pama okwoŋ win, aka jomegi kwoŋ win noknok jolabedo ŋecin, jobar yen gi jokulo ri Ot pa Were paran.” 
JOS.9.24	To jodwoko Yosuwa ni, “Rupiri oyido otiek waco ri ŋecin perin iy'adieri ni Rwoth Were perin oyido ooro ŋeca pere Musa miyo lowo je, kodi ma reyo woko joma bedo i piny no je ruwaŋ win; riameno lworo madwoŋ oyido omako ri kwo mawan kwoŋbedo win, to watimo gime. 
JOS.9.25	Aka onyo pama, wan ee i cingin: Tim gimaber aka otire rin atima riwan.” 
JOS.9.26	Ameno otimo rijo, to gonyo jo wok i cingi Joisiraili aka jok'oneko jo kendo. 
JOS.9.27	Yosuwa oloko jo i ndelo no jobar yen kodi jokulo ri cokirok kodi ri migam pa Rwoth, m'omedere tundo i ndelo me, i kabedo me ma go oyer.
JOS.10.1	Tekin Adonizedek kere ma Yerusalem owinjo paka Yosuwa oyido otieko mako Ay, aka oyido otieko reyo kicutho, ka timo ri Ay kodi kere mere paka oyido otieko timo ri Yeriko kodi kere mere, kodi paka jopiny ma Gibeon oyido jotieko timo siem gi Isiraili aka oyido jonitie i dier jo, 
JOS.10.2	lworo omako jo tektek, rupiri Gibeon oyido obedo tindi madwoŋ swa, paka acel kwoŋ tindin pa kere, aka kwoŋbedo oyido dwoŋ loyo Ay, aka cwo mere je oyido jomeni. 
JOS.10.3	Ameno to Adonizedek kere ma Yerusalem dhiro ri Hoham kere ma Hebron, ri Piram kere ma Yarmuth, ri Yafia kere ma Lakis, kodi ri Debir kere ma Egilon, ka waco ni, 
JOS.10.4	“Biye win malo bongan wikonyan, aka wamonji Gibeon; rupiri otieko timo siem gi Yosuwa kodi Joisiraili.” 
JOS.10.5	Kenyo to kerin abic apa Joamor, kere ma Yerusalem, kere ma Hebron, kere ma Yarmuth, kere ma Lakis, kodi kere ma Egilon, jocoko jolweny pajo, to jokidho malo gi jolweny pajo je to joketho kambi pajo kwoŋ Gibeon, to jotimo lweny kwoŋe.
JOS.10.6	Aka cwo ma Gibeon jodhiro ri Yosuwa wac i kambi i Gilgal, ka jowaco ni, “Ikir'ilwogi cingin kwoŋ ŋecin perin, biye bongi wan piyo, aka ibothi wan, aka ikony wan; kole kerin je mapa Joamor ma jobedo i piny matendere jocokere kwoŋ wan.” 
JOS.10.7	Ameno to Yosuwa idho malo wok Gilgal, go kodi ji je ma lweny gi go, kodi cwo ma jomeni je ma jocwiny. 
JOS.10.8	To Rwoth waco ri Yosuwa ni, “Ikir'ilwor jo, rupiri atieko ketho jo i cingin; ongoye kada ŋat'acel ma lacungo i waŋin.” 
JOS.10.9	Ameno to Yosuwa podho kwoŋ jo abwap, kareno otieko ŋanjo kidho malo wor je wok Gilgal. 
JOS.10.10	To Rwoth bolo jo i kirin ruwaŋ Isiraili, to neko jo gi yaŋ madwoŋ i Gibeon, to riemo jo i royo ma loro ma Bethhoron, to rwadho jo piny tundo kiri Azeka kodi Makeda. 
JOS.10.11	Aka munyo oyido joringo ruwaŋ Isiraili, munyo oyido joloro piny i kamaloro ma Bethhoron, to Rwoth dwiro piny telin madongo wok i polo kwoŋ jo tundo kiri Azeka, to jotho; nitie megi m'oromo ma jotho ro pe loyo ji meno ma Isiraili m'oneki jo g'abor.
JOS.10.12	Kenyo to Yosuwa luwo gi Rwoth i ndelo ma Rwoth omiy'iye Joamor ri cwo ma Isiraili; to waco ruwaŋ Isiraili ni,
JOS.10.12	“Waŋceŋ, cungi m'ikikithin i Gibeon,
JOS.10.12	aka in Dwe i milelo Ayijalon.” 
JOS.10.13	To waŋceŋ cungo ma k'okithin, dwe bende to cungo ma k'okithin, cuka nono no oculo kwor kwoŋ jokwor pajo. Gime k'ondiki i kitawo pa Jasar ni waŋceŋ ladoŋ i dier polo, aka k'okwakere podho cegin ma ndelo gipi. 
JOS.10.14	Oyido fodi nger ndelo no k'obedo con mere kosa kada rumacen, ma Rwoth owinj'iye dwondi dhano; kwoŋbedo Rwoth olwenyo ri Isiraili.
JOS.10.15	Kenyo to Yosuwa gik, kodi Isiraili je gi go, i kambi ma Gilgal.
JOS.10.16	Kerin abic me to joringo, to jopondo i ŋungu i Makeda. 
JOS.10.17	T'iwaco ri Yosuwa ni, “Onwaŋ kerin abic, jopondo i ŋungu i Makeda.” 
JOS.10.18	Yosuwa to waco ni, “Ŋili win woko telin madongo i dhok ŋungu, aka wikethi cwo cegin gine ma kuro jo; 
JOS.10.19	to wikiri wibedi kenyo wiwegi ka witieko riemo jokwor mewin, wimonji jo gi yucen pajo, aka wikiri wiyey jowodonji i tindin madongo pajo; rupiri Rwoth Were mewin otieko ketho jo i cingi win.” 
JOS.10.20	Munyo Yosuwa kodi Joisiraili jotieko cowo neko jo gi yaŋ madwoŋ, cuka orey jo woko, aka munyo ji ma joboth kwoŋ jo jodonjo i tindin madongo m'otinda, 
JOS.10.21	ji je jogik i siem bongi Yosuwa i kambi i Makeda; aka ongoye dhano kad'acel m'obidho lewe kwoŋ dhano moro je kwoŋ Joisiraili.
JOS.10.22	To Yosuwa waco ni, “Yaw win dhok ŋungu, aka wikel woko kerin abic no bongan wok i ŋungu.” 
JOS.10.23	To jotimo ameno, jowodho woko to jotero kerin abic no bongi Yosuwa wok i ŋungu, kere ma Yerusalem, kere ma Hebron, kere ma Yarmuth, kere ma Lakis kodi kere ma Egilon. 
JOS.10.24	Aka munyo jowodho woko kerin no bongi Yosuwa, Yosuwa to lwoŋo cwo je ma Isiraili, to waco ri jomituka pa cwo ma lweny m'oyido jokadho gine ni, “Core win cegin, kethi win tiendi win i ŋuti kerin me.” To jocore cegin, to joketho tiendi gin i ŋuti jo. 
JOS.10.25	Yosuwa to waco rijo ni, “Wikiri wibedi malwor kosa wibwoki; bedi win matek kodi jomiseni; kole Rwoth latimo ameno ri jokwor mewin je ma wigore gi jo.” 
JOS.10.26	Aka rumacen to Yosuwa rwadho jo piny, to neko jo, to liero jo i win abic. To joliero i wi yen tundo othieno; 
JOS.10.27	to munyo waŋceŋ podho, Yosuwa owodho or, to jokwanyo jo piny wok i yen, to jobolo jo i ŋungu kam'oyido jopond'iye, to jojengo telin madongo i dhok ŋungu, ma fodi nitie kenyo kiri pama.
JOS.10.28	Yosuwa to mako Makeda i ndelo no, to rwadho piny gi kere mere gi lew abor mabith; oreyo woko kicutho kisi dhano manitie iye, k'oweyo ŋatimoro; to timo ri kere ma Makeda paka oyido otieko timo ri kere ma Yeriko.
JOS.10.29	Kenyo to Yosuwa medere wok Makeda gi Joisiraili je, i Libina to lwenyo kodi Libina; 
JOS.10.30	to Rwoth bende ketho Libina kodi kere mere i cingi Isiraili; to bende rwadho piny gi lew abor, gi kisi dhano ma iye; ongoye ŋata go oweyo iye; to timo ri kere mere paka oyido otieko timo ri kere ma Yeriko.
JOS.10.31	To medere wok Libina, kanyacel gi Joisiraili je, i Lakis, to thoko woko, to cako lweny gine. 
JOS.10.32	Rwoth to miyo Lakis i cingi Isiraili, to mako i ndelo mar'ario, to rwadho piny gi lew abor, gi kisi dhano je ma iye, paka oyido otieko timo ri Libina.
JOS.10.33	Kenyo to kere Horam ma Gezer ay malo konyo Lakis; to Yosuwa rwadho go piny gi ji pere cuka go k'oweyo dhano m'odoŋ.
JOS.10.34	Wok Lakis Yosuwa to medere kodi Joisiraili je i Egilon; jothoko to jocako lweny gine; 
JOS.10.35	aka jomako i ndelo no, to jorwadho piny gi lew abor; aka kisi dhano ma iye t'ireyo kicutho i ndelo no, paka oyido otieko timo ri Lakis.
JOS.10.36	Kenyo to Yosuwa kidho malo kodi Isiraili je wok Egilon kiri Hebron; 
JOS.10.37	to jomako, to jorwadho piny gi lew abor, aka kere mere kodi tindin mere, gi kisi dhano je ma iye; ongoye ŋata go oweyo, paka oyido otieko timo ri Egilon, to reyo woko Hebron kicutho gi kisi dhano je ma iye.
JOS.10.38	Yosuwa kodi Isiraili je, jowiro ŋey jo ri Debir to jocako lweny gine, 
JOS.10.39	to mako Debir gi kere mere kodi tindin mere madongo; to rwadho jo piny gi lew abor, to reyo kicutho dhano je ma iye; ongoye ŋat'oweyo; paka oyido otieko timo ri Hebron kodi ri Libina gi kere mere, ameno bende apaka otimo ri Debir kodi ri kere mere.
JOS.10.40	Ameno Yosuwa okengila piny je, piny matendere kodi yupiny kodi piny m'opiele gi ma kamaloro, gi kerin pajo je; m'ongoye m'oweyo, to reyo woko gimoro je ma ywe, paka Rwoth Were pa Isiraili owodho or. 
JOS.10.41	To Yosuwa rwadho jo piny wok Kades Barineya kiri Gaza, kodi piny ma Gosen je, tundo kiri Gibeon. 
JOS.10.42	Yosuwa to kwanyo kerin me je gi lowo pajo i hongo moro, rupiri Rwoth Were pa Isiraili olwenyo rijo. 
JOS.10.43	Rumacen Yosuwa gi Isiraili je jodok i kambi i Gilgal.
JOS.11.1	Munyo Yabin kere ma Hazor owinjo gime, odhiro ri Yobab kere ma Madon, kodi ri kere ma Simiron, kodi ri kere ma Akisaf, 
JOS.11.2	gi ri kerin m'oyido jonitie yupiny matendere ma yumalo, kodi i Araba, yupiny ma Kineroth, kodi i piny m'opiele, gi kam'oŋawere ma Dor yuthenge ma yupodho ceŋ, 
JOS.11.3	ri Jokanan wok yuwok ceŋ gi yupodho ceŋ, Joamor, Johiti, Joperiz, kodi Joyebus i piny matendere, gi Johivi i tiendi got Hamon i piny ma Mizipa. 
JOS.11.4	To jowok woko gi jolweny pajo je, lwak madwoŋ, i welo ma cale kwoyo manitie i wi coŋino ma nam, gi punde kweth kodi cawilin. 
JOS.11.5	Aka kerin me je joriwere gi jolweny, to jobino to joketho kambi kanyacel i pi ma Merom, ma lweny kodi Isiraili.
JOS.11.6	To Rwoth waco ri Yosuwa ni, “Ikir'ibedi gi lworo rijo, rupiri dikin alamiyo joje, neki, ri Isiraili; wimiy ŋolo ri punde pajo, to wiwaŋo cawilin pajo gi mac.” 
JOS.11.7	Ameno to Yosuwa bino kwoŋ jo abwap gi ji pere ma lweny, i thengi pi ma Merom, to podho kwoŋ jo. 
JOS.11.8	To Rwoth miyo jo i cingi Isiraili, m'orwadho jo piny to joriemo jo tundo kiri Sidon Madwoŋ kodi Liel pa pi, kodi yuwok ceŋ tundo kiri i milelo ma Mizipa; to jorwadho jo piny, cuka jok'oweyo ŋata kwo. 
JOS.11.9	To Yosuwa timo rijo paka Rwoth oyido otieko waco rigo; omiyo ŋolo ri punde pajo, to waŋo cawilin pajo gi mac.
JOS.11.10	Yosuwa to wire aŋey i hongo no, to mako Hazor, to rwadho piny kere mere g'abor; rupiri con mere Hazor am'oyido obedo wic kerin no je. 
JOS.11.11	To joneko kisi dhano m'oyido nitie i iye g'abor, ma joreyo jo kicutho; ongoye ŋat'owey ma ywe, to waŋo Hazor gi mac. 
JOS.11.12	Aka tindin madongo je apa kerin no, gi kerin pajo je, Yosuwa okwanyo, to rwadho jo piny gi lew abor, oreyo jo kicutho, paka Musa ŋeca pa Rwoth oyido owodho or. 
JOS.11.13	To ongoye tindin madongo kad'acel m'oyido ocungo i wi kam'oŋawere ma Isiraili owaŋo, kwanyo woko Hazor kende; ma Yosuwa owaŋo. 
JOS.11.14	Aka gim'onyaga me je ma tindin madongo kodi dhok, Joisiraili jonyaga; to jorwadho piny kisi dhano gi lew abor, cuka oyido jotieko reyo ma jok'oweyo gimoro je ma ywe. 
JOS.11.15	Paka Rwoth oyido otieko wodho or ri ŋeca pere Musa, ameno apaka Musa ooro Yosuwa, to Yosuwa timo ameno; ongoye gima go oweyo ma k'otimo kwoŋ gima Rwoth oyido otieko wodho or ri Musa.
JOS.11.16	Ameno to Yosuwa tero piny je, piny matendere kodi yupiny je, lowo ma Gosen je, piny m'opiele kodi Araba gi piny matendere ma Isiraili gi piny mere m'opiele 
JOS.11.17	wok i Got Halak, ma idho yu Edom, tundo kiri i Balgad milelo ma Lebanon i tiendi Got Hamon. To mako kerin pajo je, orwadho jo piny, to neko jo. 
JOS.11.18	Ma hongo malac Yosuwa olwenyo gi kerin no je. 
JOS.11.19	Ongoye tindi madwoŋ moro m'otimo siem gi Joisiraili, kwanyowoko Johivi, jopiny ma Gibeon, jotero joje i lweny. 
JOS.11.20	Kole oyido obedo tim pa Rwoth ma ridho adundin pajo ni jowonyal bino kwoŋ Isiraili i lweny, ŋey wonyali reyo jo kicutho, aka jokiri jowonwaŋ wor to worey woko jo kicutho, paka Rwoth oyido otieko wodho or ri Musa.
JOS.11.21	To Yosuwa bino i hongo no, to ŋado woko Joanakim wok i piny matendere, wok i Hebron, wok Debir, wok Anab, kodi wok i piny matendere je ma Yuda, gi piny matendere je ma Isiraili; Yosuwa oreyo jo kicutho gi tindin madongo pajo. 
JOS.11.22	Ongoye ŋata moro kwoŋ Joanakim m'owey i piny pa Joisiraili; kende i Gaza, i Gath kodi i Asdod, ama moro odoŋ'iye. 
JOS.11.23	Ameno to Yosuwa kwanyo piny je cungo kwoŋ gimoro je ma Rwoth oyido otieko luwo gi Musa; to Yosuwa miyo paka gir'alunja ri Isiraili cungo kwoŋ mic manyanono. To piny kwe m'ongoye lweny.
JOS.12.1	Me a kerin ma piny ma Joisiraili jokengila, to jokwanyo lowo pajo yombo Yordan yuwok ceŋ, wok i milelo ma Arinon tundo i Got Hamon, gi Araba parom yuwok ceŋ: 
JOS.12.2	Sihon kere pa Joamor m'obedo i Hesibon, aka odhumo wok Arower, manitie i thengi milelo ma Arinon, aka wok i dier milelo tundo kiri i malawa Yabok, kew pa Joamon, ma nyutho ni, adec ma Giliad, 
JOS.12.3	kodi Araba kidho i Nam ma Kineroth yuwok ceŋ, kodi i yo ma kidho Bethyesimoth, gi i nam ma Araba, nam ma cumbi, yupiny ma tiendi got Pisiga; 
JOS.12.4	aka Og kere ma iy'adec ma Basan, acel kwoŋ joma joboth ma Refayim, m'obedo i Asiteroth kodi i Edirey 
JOS.12.5	aka m'odhumo wi Got Hamon kodi Salaka kodi Basan parom tundo i kew pa Jogesur kodi apa Jomakath kodi i wi adec ma Giliad tundo i kew pa Sihon kere ma Hesibon.
JOS.12.6	Musa, ŋeca pa Rwoth, kodi Joisiraili jokengila jo; to Musa ŋeca pa Rwoth, miyo jonono pa Ruben lowo pajo gi jonono pa Gad kodi adec ma nono pa Manase, ni wobedi gipajo.
JOS.12.7	Me a kerin ma piny ma Yosuwa kodi Joisiraili jokengila yuthenge ma yupodho ceŋ ma Yordan, wok i Balgad i milelo ma Lebanon tundo i Got Halak, ma kadho yu Edom to Yosuwa miyo lowo pajo ri nonin ma Isiraili paka gipajo cungo kwoŋ pok pajo, 
JOS.12.8	i piny matendere, i lowo m'opiele, i Araba, i kamaloro, i thim, kodi yupiny, lowo pa Johiti, Joamor, Jokanan, Joperiz, Johivi, kodi Joyebus: 
JOS.12.9	Kere ma Yeriko, acel; kere ma Ay, m'oluwere gi Bethel, acel; 
JOS.12.10	kere ma Yerusalem, acel; 
JOS.12.11	kere ma Hebron, acel; kere ma Yarmuth, acel; kere ma Lakis, acel; 
JOS.12.12	kere ma Egilon, acel; kere ma Gezer, acel; 
JOS.12.13	kere ma Debir, acel; kere ma Geder, acel; 
JOS.12.14	kere ma Horima, acel; kere ma Aradi, acel; 
JOS.12.15	kere ma Libina, acel; kere ma Adulam, acel; 
JOS.12.16	kere ma Makeda, acel; kere ma Bethel, acel; 
JOS.12.17	kere ma Tapuwa, acel; kere ma Hefer, acel; 
JOS.12.18	kere ma Afek, acel; kere ma Lasaron, acel; 
JOS.12.19	kere ma Madon, acel; kere ma Hazor, acel; 
JOS.12.20	kere ma Simiron Meron, acel; kere ma Akisaf, acel; 
JOS.12.21	kere ma Tanak, acel; kere ma Megido, acel; 
JOS.12.22	kere ma Kedes, acel; kere ma Yokineam Kamel, acel; 
JOS.12.23	kere ma Dor i kam'oŋawere ma Dor, acel; kere ma Goyim tundo i Galili, acel; 
JOS.12.24	kere ma Tiriza, acel: Je oyido nitie kerin piero adek g'acel.
JOS.13.1	Onyo Yosuwa oyido oti aka oyido ojware i oro; to Rwoth waco rigo ni, “Iti aka ijware i oro, aka fodi lowo nitie kweth ma mitere akwanya to bedo mewin. 
JOS.13.2	Me a lowo ma fodi odoŋ: Adec je apa Jofilistia, kodi meno je apa Jogesur 
JOS.13.3	(wok i Sihor, manitie yuwok ceŋ ma misir, yumalo ma kewere kodi Ekiron, itero ni obedo apa Jokanan; nitie jodhum abic apa Jofilistia, jono ma Gaza, Asdod, Asikelon, Gath, kodi Ekiron) kodi jono ma Avim, 
JOS.13.4	yupiny, lowo pa Jokanan je, kodi ŋungu m'obedo apa Josidon, tundo Afek, kidho i kew pa Joamor, 
JOS.13.5	kodi i piny pa Jogebal, gi Lebanon je, yuwok ceŋ, wok i Balgad i tiendi Got Hamon tundo Lebohamath, 
JOS.13.6	kodi jopiny ma piny matendere wok Lebanon tundo i kam'oŋawere ma pi, kiri gi Josidon je. An won alariemo woko jo ruwaŋ Joisiraili; nyaka poki ri Joisiraili paka gir'alunja paka atieko miyin or. 
JOS.13.7	Riameno pok lowo me paka alunja ri nonin abuŋwen kodi adec ma nono pa Manase.”
JOS.13.8	Adec man ca ma nono pa Manase, nono pa Ruben kodi nono pa Gad jonwaŋo gir'alunja pajo ma Musa oyido otieko miyo jo, yombo Yordan yuwok ceŋ, paka Musa ŋeca pa Rwoth omiyo jo: 
JOS.13.9	Wok Arower, manitie i thengi milelo ma Arinon, kodi tindi madwoŋ manitie i dier milelo, kodi kam'opiele je ma Medeba tundo kiri Dibon, 
JOS.13.10	kodi tindin pa Sihon madongo je kere pa Joamor, m'odhumo i Hesibon, tundo kiri i kew pa Joamon; 
JOS.13.11	kodi Giliad g'adec pa Jogesur kodi apa Jomakath, gi Got Hamon je, gi Basan je tundo i Salaka; 
JOS.13.12	kerin pa Og je i Basan, m'odhumo i Asiteroth kodi i Edirey (go kende am'owey kwoŋ jom'oboth ma Refayim) me Musa oyido okengila to gweyo woko. 
JOS.13.13	Kucel Joisiraili jok'ogweyo woko Jogesur kosa Jomakath; to Gesur kodi Makath jotieko bedo i dier Joisiraili tundo gunyo ni. 
JOS.13.14	To nono pa Jolevi kende ama Musa k'omiyo gir'alunja; mic m'otimi gi mac ri Rwoth Were pa Isiraili am'obedo gir'alunja pajo, paka owaco rigo.
JOS.13.15	Musa omiyo gir'alunja ri nono pa nyikway Ruben paka nonin pajo nitie. 
JOS.13.16	Adec m'oyido obedo apajo oyido cako wok Arower, m'oyido nitie i thengi milelo ma Arinon, kodi tindi manitie i dier milelo, gi lowo m'opiele je macegin kodi Medeba; 
JOS.13.17	gi Hesibon, kodi tindin mere madongo je ma jonitie kam'opiele; Dibon, kodi Bamoth Bal, kodi Beth Bal Meyon, 
JOS.13.18	gi Yahaz kodi Kedemoth, gi Mefath, 
JOS.13.19	gi Kiriath Yerim kodi Sibima, gi Zereth Sahar i wi tendere ma milelo, 
JOS.13.20	gi Beth Pewor, kodi kamaloro ma Pisiga, gi Bethyesimoth, 
JOS.13.21	nyaka ni tindin madongo je ma kam'opiele, kodi ker pa Sihon je kere pa Joamor, m'odhumo i Hesibon, ma Musa okengila gi jotel ma Midian, Evi, Rekem, Zur, Hur kodi Reba paka wot kerin pa Sihon, ma jobedo i piny. 
JOS.13.22	Balam, wod pa Bewor, jathieth, Joisiraili joneko g'abor i dier ji pajo man m'oneki. 
JOS.13.23	Kam'oyido poko nyikway Ruben oyido obedo Yordan paka kew. Me oyido obedo gir'alunja pa nyikway Ruben, cungo kwoŋ pecin pajo gi tindin madongo pajo kodi calin.
JOS.13.24	Musa bende omiyo gir'alunja ri nono pa Gad, ri nyikway Gad cungo kwoŋ pecin pajo. 
JOS.13.25	Adec pajo oyido obedo Yaza kodi tindin madongo je ma Giliad, kodi adec ma lowo pa Joamon, tundo Arower, manitie yuwok ceŋ ma Raba, 
JOS.13.26	aka wok Hesibon tundo Ramath Mizipa kodi Betonim, aka wok Mahanayim tundo iy'adec ma Lodebar, 
JOS.13.27	aka i milelo Beth Haram, Beth Nimra, Sukoth kodi Zafon, ker m'odoŋ je apa kere Sihon kere ma Hesibon, Yordan kodi kew mere, yu gike ma yupiny ma Nam Kinereth, yuwok ceŋ yombo Yordan. 
JOS.13.28	Me a gir'alunja pa nyikway Gad cungo kwoŋ nonin pajo, gi tindin pajo madongo gi calin pajo.
JOS.13.29	Musa omiyo alunja ri adec nono pa Manase; omiy adec nyikway Manase, cungo kwoŋ pecin pajo. 
JOS.13.30	Adec pajo otele wok Manahayim, thoko Basan je, ker pa kere Og ma Basan parom, kodi calin je ma Yayir ma jonitie i Basan, tindin madongo piero aucel, 
