MAT.1.1	In se tocayomej de itajhuehuentzitzihuan Jesucristo yejhuan teicniu itech David niman Abraham. 
MAT.25.20	Achtopa itech ohuajlaj on yejhuan oquiselijca ompoajli huan majtlactli mil pesos, niman oquititij iteco on ocsequi ompoajli huan majtlactli mil pesos yejhuan oquitlan. Oquijlij: “Señor, otinechmacac ompoajli huan majtlactli mil pesos, niman nican ticpia in ocse ompoajli huan majtlactli mil yejhuan onictlan.” 
MAT.25.21	Iteco oquijlij: “¡Sanoyej cuajli! Tejhua ticuajli tequitquetl, niman oticchiu quen onicnec. Aman ica xomitzixcajcayau on achijtzin, más miyec nimitzmactilis. Xcalaqui niman nohuan xpaqui.” 
MAT.25.22	Quemaj itech ohuajlaj on yejhuan oquiselij sempoajli mil pesos, niman oquijlij: “Señor, otinechmacac sempoajli mil pesos, niman nican ticpia in ocse sempoajli mil pesos yejhuan onictlan.” 
MAT.25.23	On iteco oquijlij: “¡Sanoyej cuajli! Tejhua ticuajli tequitquetl, niman oticchiu quen onicnec. Aman ica xomitzixcajcayau on achijtzin, más miyec nimitzmactilis. Xcalaqui niman nohuan xpaqui.” 
MAT.25.24	Pero ijcuac oyejcoc on tequitquetl yejhuan oquiselijca majtlactli mil pesos, oquijlij on iteco: “Señor, nejhua nicmatzticatca ica tejhua xtiteicnelia
MAT.25.25	Yejhua ica nejhua oninomojtij, niman oniaj oniquiyanato motomin ne ijtic tlajli. Pero nican ticpia on tlen otinechmacac.” 
MAT.25.26	Iteco oquijlij: “Xcuajli tequitquetl niman tlatzijqui, ye ticmatzticatca ica nicnoyaxcatia itlanca on tlen se quitequiti. 
MAT.25.27	Yejhua ica, nonequiya ticalactisquia notomin ipan banco para ijcuac nejhua nihuajlasquia nicselisquia on tlen noyaxca niman on itlanca.” 
MAT.25.28	Quemaj on teteco oquinnahuatij on yejhuan ompa nemiyaj: “Xcuilican on majtlactli mil pesos, niman xmacacan on yejhuan aman quipia cien mil pesos, 
MAT.25.29	pampa on yejhuan quitequitiltia on tlen quipia, quitlanis más, niman on yejhuan xquitequitiltia on tlen quipia, quipolos on tlen achijtzin quipia. 
MAT.25.30	Aman in tequitquetl, yejhuan xitlaj
MAT.25.31	’Ijcuac nejhua yejhuan oninochiu Tlacatl nihuajlas ican nohueyilis inhuan nochimej noilhuicactequitcahuan
MAT.25.32	On tlacamej de nochihuiyan países nixpan nosentlalisquej. Quemaj on yejhuan yolchipajquej niquinxelos intech on yejhuan xyolchipajquej, ijcon quen on tlajpixqui quinxelohua on iborreguitos itech on ichivos. 
MAT.25.33	On yejhuan borreguitos niquintlalis ipan noyecma, niman on yejhuan chivos niquintlalis ipan nopochma.
MAT.25.34	’Quemaj nejhua niquimijlis on yejhuan niquintlalis ipan noyecma: “Nemejhuamej yejhuan noTajtzin omechtiochiu, xhuajlacan niman xcalaquican ne campa nitlamandarohua quen Rey. Ompa Dios otlayectlalij para nemejhuamej, desde ijcuac oquichijchiu in tlalticpactli. 
MAT.25.35	Mechmelahua nencalaquisquej, pampa nejhua onapismic, niman nemejhuamej onennechtlacualtijquej. Nejhua onamic, niman onennechatlitijquej. Oniquistinen quen huejca chanej, niman onennechsehuijquej nemochan. 
MAT.25.36	Nechpolojticatca notlaquen, niman onennechmacaquej. Onicualoc, niman onennechpalehuijquej. Nitzacuticatca niman onennechitacoj.”
MAT.25.37	’Ijcuacon on yejhuan yolchipajquej nechtlajtoltisquej: “ToTeco, ¿quemanon otimitzitaquej ican apistli niman otimitztlacualtijquej? ¿Noso quemanon otimitzitaquej ican amictli, niman otimitzatlitijquej? 
MAT.25.38	¿Noso quemanon otimitzitaquej quen tihuejcachanej, niman otimitzsehuijquej tochan, noso omitzpoloj motlaquen, niman otimitzmacaquej? 
MAT.25.39	¿Noso quemanon otimitzitaquej ticualo, noso titzacuticaj niman otimitzitatoj?” 
MAT.25.40	Niman nejhua yejhuan niRey niquimijlis: “Ica tlen melahuac nemechijlia ica nochi on tlen ica onenquipalehuijquej intech in nocnihuan yejhuan xhuejhueyixtoquej, sa no nejhua onennechpalehuijquej.”
MAT.25.41	’Quemaj niquimijlis on yejhuan nemij ipan nopochma: “Xmejcuanican notech nemejhuamej yejhuan Dios yomechtlajtlacolmacac. Xhuiyan ne ipan on tlitl yejhuan nochipa tlicuitias. On tlitl Dios oquitlalij para on diablo niman on ilhuicactequitquej yejhuan aman quitequipanohua on diablo. 
MAT.25.42	Ompa, tej, xhuiyan pampa onapismic, niman nemejhuamej xonennechtlacualtijquej. Onamic, niman xonennechatlitijquej. 
MAT.25.43	Oniquistinen quen huejca chanej, niman xonennechsehuijquej nemochan. Nejhua onechpoloj notlaquen, niman xonennechmacaquej. Nejhua onicualoc niman no nitzacuticatca, pero xonennechnotzatoj.”
MAT.25.44	’Ijcuacon yejhuamej nechijlisquej: “Señor, ¿quemanon otimitzitaquej ican apistli, noso ican amictli, noso quen huejca tichanej, noso mitzpolojticatca motlaquen, noso ticualo, noso titzacuticaj niman xotimitzpalehuijquej?” 
MAT.25.45	Niman niquimijlis: “Ica tlen melahuac nemechijlia, ica nochi on tlen xonenquipalehuijquej semej yejhuamej in nocnihuan yejhuan xhuejhueyixtoquej, sa no nejhua xonennechpalehuijquej.” 
MAT.25.46	Quemaj yejhuamej in xyolchipajquej yasquej ne campa para nochipa nemisquej ipan tlajyohuilistli, pero on yejhuan yolchipajquej yasquej ne campa para nochipa quipiasquej on nemilistli.
MAT.26.1	Ijcuac Jesús otlan tlajtlajtohua, oquimijlij on inomachtijcahuan:
MAT.26.2	―Nemejhuamej nenquimatztoquej ica polihui ocse ome tonajli para onyas on ilhuitl pascua. Ipan on tiempo, nejhua yejhuan oninochiu Tlacatl, nechtemactilisquej para nechmajmasohualtisquej
MAT.26.3	Quemaj intlayecancahuan on tiopixquej inhuan on temachtijquej ican tlanahuatijli, niman on tlajtlajmatquej intech on hebreos onosentlalijquej ne iquiahuac on ipalacio Caifás. Yejhua on más hueyi intlayecancau on tiopixquej. 
MAT.26.4	Ompa san secan oquinojlijquej para san ichtacatzin
MAT.26.5	Pero quijtohuayaj:
MAT.26.5	―Ma ca ijcon ticchihuasquej ipan on ilhuitl para ma ca najcomanasquej on tlacamej.
MAT.26.6	Jesús nemiya ne Betania ichan Simón, on yejhuan oquipatijca ijcuac palaniya inacayo. 
MAT.26.7	Niman chica Jesús yehuaticatca ne itech on mesa, oquinisihuij se sihuatl. Yejhua quitquiya se botella tlachijchiutli ican on tetl yejhuan fino. On botella tentiaya ican ajhuiyalistli yejhuan sanoyej
MAT.26.8	Niman ijcuac on nomachtijquej oquitaquej tlinon quichihua on sihuatl, ocualanquej niman opeu ijquin quijtohuaj:
MAT.26.8	―¿Tlica
MAT.26.9	Yejhua on huelisquia patioj nonamacasquia, niman ica on tomin nopalehuisquiaj on mayanquej.
MAT.26.10	Jesús ocac on tlen quijtohuayaj, niman oquimijlij:
MAT.26.10	―¿Tlica nenquipajsolohuaj yejhua in sihuatl? Yejhua in tlen yejhua nechchihuilia sanoyej cuajli. 
MAT.26.11	Nemejhuamej nochipa nemotzajlan nenquimpiasquej on mayanquej, pero nejhua xnochipa nican nennechpiasquej nemohuan. 
MAT.26.12	On ica in sihuatl oquitoyau on aceite ajhuiyalistli ipan notlalnacayo, oquichiu para nechpalehuis ijcuac nechtocasquej ipan notlalcon. 
MAT.26.13	Ica tlen melahuac nemechijlia, ica ne imanyan in tlalticpactli campa noteijlis on temachtilistli yejhuan quitemaca temaquixtilistli, no noteijlis on tlen oquichiu in sihuatl para yejhua no quelnamiquisquej.
MAT.26.14	Quemaj semej yejhuamej on majtlactli huan ome nomachtijquej, itoca Judas Iscariote, oyaj oquinnotzato intlayecancahuan on tiopixquej. 
MAT.26.15	Niman oquimijlij:
MAT.26.15	―¿Quech nennechtlaxtlahuilisquej tla nemechmactilis Jesús?
MAT.26.15	Ijcuacon yejhuamej oquitlaxtlahuilijquej sempoajli
MAT.26.16	Niman desde ijcuacon, Judas quipiaya cuidado on cuajli tiempo para quinmactilis Jesús.
MAT.26.17	Ipan on achtoj tonajli de on ilhuitl ijcuac nocuaya on pan yejhuan xquipia tlaxocolilistli
MAT.26.17	―¿Canon ticnequi ma timitzcuectlalilitij on tlacuajli yejhuan ticuas ipan in ilhuitl pascua?
MAT.26.18	Yejhua oquimijlij:
MAT.26.18	―Xhuiyan ne ipan on hueyican, ipan ichan se tlacatl yejhuan niquixmati, niman xquijlican: “On temachtijquetl quijtohua: Ye nisiu para nitlajyohuis, niman ica oncaj mochan nicuas on tlacuajli inhuan nonomachtijcahuan ipan in ilhuitl pascua.”
MAT.26.19	On nomachtijquej oquichijquej on tlen Jesús oquinnahuatij, niman otlatlajtlalijquej on tlacuajli para nocuas ipan on ilhuitl pascua.
MAT.26.20	Ijcuac otlayohuac, Jesús nemiya ne itech mesa inhuan on majtlactli huan ome nomachtijquej. 
MAT.26.21	Niman chica tlacuayaj, oquimijlij:
MAT.26.21	―Ica tlen melahuac nemechijlia, ica semej nemejhuamej nechtemactilis.
MAT.26.22	Ijcuac yejhuamej ijcon ocacquej, sanoyej onajmanquej, niman quemaj cada sesentemej opeu quitlajtoltiaj:
MAT.26.22	―NoTeco, ¿tlen manin nejhua?
MAT.26.23	Niman Jesús oquimijlij:
MAT.26.23	―On yejhuan nohuan tlapalohua ipan noplato, yejhua nechtemactilis. 
MAT.26.24	Nejhua yejhuan oninochiu Tlacatl nimiquis quen quijtohua on Yectlajcuilojli, pero ¡lástima para on tlacatl yejhuan nechtemactilis! Más cuajli yesquia tla xqueman tlacatisquia.
MAT.26.25	Quemaj otlajtoj Judas, on yejhuan quitemactilis, niman oquijlij:
MAT.26.25	―Temachtijquetl, ¿tlen manin nejhua?
MAT.26.25	Jesús oquijlij:
MAT.26.25	―Quemaj. Melahuac on tlen yotiquijtoj.
MAT.26.26	Chica tlacuajticatcaj, Jesús ocontilan on pan, niman oquimacac tlaxtlahuijli Dios. Ijcuac yoquitlatlapan, oquinmacac on inomachtijcahuan, niman ijquin oquimijlij:
MAT.26.26	―Nochimej nemejhuamej xcuacan yejhua in pan. In pan quixnescayotia
MAT.26.27	Quemaj ocontilan on copa, oquimacac tlaxtlahuijli Dios, niman oquimpanoltilij on inomachtijcahuan. Yejhua ijquin oquimijlij:
MAT.26.27	―Nochimej nemejhuamej xconican yejhua in. 
MAT.26.28	Yejhua in tlen aman nenconisquej ica in copa quixnescayotia noyesyo yejhuan ica notzimpehualtia on yencuic pacto, niman in noyesyo toyahuis para miyequej tlapojpolhuilos intlajtlacol. 
MAT.26.29	Niman no nemechijlia ica aman tzimpehua ica xoc niconis iyayo in uvas, yej hasta ipan on tonajli ijcuac nemohuan niconis on yencuic iyayo uvas ne campa toTajtzin tlamandarohua.
MAT.26.30	Niman ijcuac yoquinocuicatijquej se tlacuicajli, oyajquej ne ipan on tepetl itoca Olivos. 
MAT.26.31	Niman ompa Jesús oquimijlij:
MAT.26.31	―Ipan in tlayohua, nochimej nemejhuamej nennechtlalcahuisquej, pampa on Yectlajcuilojli ijquin quijtohua: “Nicmictis on tlajpixqui, niman on borregos nopojpolosquej.” 
MAT.26.32	Pero ijcuac nejhua yoniyoliu
MAT.26.33	Ijcuacon Pedro oquinanquilij:
MAT.26.33	―Masqui nochimej mitztlalcahuisquej, nejhua ca.
MAT.26.34	Niman Jesús oquijlij:
MAT.26.34	―Ica tlen melahuac nimitzijlia, ica ipan sa no in tlayohua, ijcuac xe tzajtzi on caxtil
MAT.26.35	Pedro oquijlij:
MAT.26.35	―Masqui hasta mohuan nimiquis, nejhua xnimitznenequis
MAT.26.35	Niman nochimej on nomachtijquej sa no ijqui oquijtojquej.
MAT.26.36	Quemaj Jesús oajsic ihuan on inomachtijcahuan campa itoca Getsemaní. Niman sequimej inomachtijcahuan ijquin oquimijlij:
MAT.26.36	―Chica nicchihua oración, nican xmotlajtlalican.
MAT.26.37	Quemaj Jesús más neca ocuicac Pedro niman on omemej iconehuan Zebedeo, niman opeu sanoyej najmana niman noyolcocohua. 
MAT.26.38	Quemaj oquimijlij:
MAT.26.38	―Sanoyej ninajmana. Machixti niajmancamiquis. Nemejhuamej nican xmocahuacan, niman xtlachixtiacan.
MAT.26.39	Quemaj Jesús oyaj achijtzin más tlayecapan niman, ijcuac onotlacuenquetz niman oquitlalij ixayac ipan tlajli, oquichiu oración itech Dios, niman oquijlij:
MAT.26.39	―NoTajtzin, tla huelisquia, xnechcahuili ma ca niquijyohuis yejhua in tlajyohuilistli, pero ma ca ma nochihua quen nejhua nicnequi, yej ma nochihua quen tejhua ticnequi.
MAT.26.40	Quemaj oyaj ne campa nemiyaj on yeyimej inomachtijcahuan, niman oquinnextito cochtoquej. Niman oquijlij Pedro:
MAT.26.40	―¿Nemejhuamej nion se hora xnenhuelij nohuan nentlachixtoquej? 
MAT.26.41	Xtlachixtiacan niman xchihuacan oración para xmechtlatlatas on diablo. Melahuac, tej, on nemoespíritu quinequi quichihuas cuajli, pero nemonacayo xcojtic.
MAT.26.42	Ica ocpa oyaj, niman ijquin oquichiu oración:
MAT.26.42	―NoTajtzin, tla xhuelis para tejhua ticchihuas para ma ca niquijyohuis in tlajyohuilistli, tla ijcon ma nochihua tlen tejhua ticnequi.
MAT.26.43	Niman ijcuac ocsejpa oyaj itech inomachtijcahuan, ocsejpa oquinnextito cochij, pampa sanoyej ocochisnequej. 
MAT.26.44	Yejhua xoquinnotz, yej oyaj para ica yexpa oquichiu oración, niman sa no yejhua tlajtojli oquijtoto. 
MAT.26.45	Quemaj oyaj ne campa nemiyaj on inomachtijcahuan, niman oquimijlij:
MAT.26.45	―¿Hasta aman nencochij niman nenmosehuitoquej? Yoyejcoc on hora ijcuac nechtemactilisquej nejhua yejhuan oninochiu Tlacatl ipan inmahuan on tlajtlacojquej. 
MAT.26.46	Xmotelquetzacan. Tiahuij. Ye huajlau on yejhuan nechtemactilis.
MAT.26.47	Jesús oc
MAT.26.48	Niman Judas, on yejhuan quitemactiliaya Jesús, ijquin oquimijlijca on tlacamej:
MAT.26.48	―On yejhuan nictencuas
MAT.26.48	In, tej, yejhua señal oquinmacac Judas on tlacamej.
MAT.26.49	Quemaj Judas nimantzin oquinisihuij Jesús, niman oquijlij:
MAT.26.49	―¡Yahuilij, temachtijquetl!
MAT.26.49	Niman oquitencuaj. 
MAT.26.50	Jesús oquijlij:
MAT.26.50	―Notetlajsojcau
MAT.26.50	Quemaj on tlacamej oquinisihuijquej Jesús, niman ocajsiquej.
MAT.26.51	Pero semej on yejhuan nemiyaj ihuan Jesús oquixicopintiaj iespada, niman oquinacastzontec se tlacatl itlaquehual on más hueyi intlayecancau on tiopixquej. 
MAT.26.52	Ijcuacon Jesús oquijlij:
MAT.26.52	―Xquejehua moespada campa oticxicopin, pampa nochimej yejhuan temictiaj ican espada, no yejhua ica miquisquej. 
MAT.26.53	¿Tlen xticmati ica nejhua nihuelisquia nictlajtlanilisquia noTajtzin más de majtlactli huan ome tlatecpantli iilhuicactequitcahuan
MAT.26.54	Pero tla ijcon nochihuas, ¿quen ijqui nochihuas on tlen quijtohua on Yectlajcuilojli campa quijtohua ica ye ijqui oncaj para ijquin nochihuas?
MAT.26.55	Quemaj Jesús oquimijlij on tlacamej:
MAT.26.55	―¿Nemejhuamej onenhualajquej ican espadas niman cojtin
MAT.26.56	Pero nochi yejhua in nochihua para tenquisa on tlen oquijtojquej on tiotlajtojquej ipan on Yectlajcuilojli.
MAT.26.56	Quemaj nochimej on nomachtijquej ontlatlacsaquej, niman sa iselti ocajtejquej Jesús.
MAT.26.57	On yejhuan ocajsiquej Jesús ocuicaquej itech Caifás, on yejhuan más hueyi intlayecancau on tiopixquej. Ompa on temachtijquej ican tlanahuatijli niman on tlajmatquej san secan nemiyaj. 
MAT.26.58	Pero Pedro san huejca oquitocac hasta queman oajsic ne iquiahuac on cajli yejhuan ical on yejhuan más hueyi tlayecanquetl intech on tiopixquej. Ijcuac ompa ocalac, onotlalij inhuan on policías yejhuan tlajpiaj ipan ihueyi tiopan Dios para quitas quen ijqui tlamis on tlen nochijticatca.
MAT.26.59	Intlayecancahuan on tiopixquej, niman nochimej on tetlacanojnotzquej quitejtemohuayaj quen ijqui quiteixpanhuisquej Jesús para ijqui huelis quimictisquej. 
MAT.26.60	Pero masqui miyequej tlacajcayajquej teixpantiliquej oyajquej niman oquijtojquej miyec tlen xmelahuac itechica Jesús, xohuel oquitlajtlacolmacaquej. Pero quemaj oyajquej omemej xcuajcualtin teixpantiliquej 
MAT.26.61	yejhuan oquijtojquej:
MAT.26.61	―Yejhua in tlacatl oquijtoj: “Nejhua huelis nicxoxotonis ihueyi tiopan Dios, niman ipan yeyi tonajli nitlamis ocsejpa nicchijchihuas.”
MAT.26.62	Quemaj on más hueyixticaj tlayecanquetl intech on tiopixquej ohuajnotelquetz, niman oquijlij Jesús:
MAT.26.62	―¿Xitlaj ica titlananquilis? ¿Tlinon in quiteixpantilijtoquej yejhuamej in moca tejhua?
MAT.26.63	Pero Jesús xonahuat. Quemaj ocsejpa on más hueyixticaj tlayecanquetl intech on tiopixquej oquijlij:
MAT.26.63	―Ican itocatzin Dios yejhuan nochipa nemi, xtechijli ican tlajtolpalehuilistli tla tejhua tiCristo, on iConeu Dios.
MAT.26.64	Jesús oquijlij:
MAT.26.64	―Quemaj, melahuac on tlen otiquijtoj. Niman no nemechijlia ica nennechitasquej nejhua yejhuan oninochiu Tlacatl, ninotlalis iyecmacopa Dios yejhuan quipia nochi poder. Niman no nennechitasquej nihuajlas ipan on moxtli yejhuan ne ilhuicac quisticaj.
MAT.26.65	Ijcuacon on más hueyi tlayecanquetl intech on tiopixquej sanoyej ocualan niman onotlaquencocotontiaj
MAT.26.65	―Yejhua in tlacatl yocuijhuicaltij Dios ican itlajtol. Tej, ¿tlinon para tiquinnequij más teixpantiliquej? Nemejhuamej yonencaquej quen yocuijhuicaltij Dios. 
MAT.26.66	¿Quen nenquinemiliaj?
MAT.26.66	Yejhuamej oquijtojquej:
MAT.26.66	―Yejhua tlajtlacolej, niman nonequi miquis.
MAT.26.67	Quemaj oquixayacachijchatiajquej, niman oquihuihuitequej. Niman sequimej oquixayacatetlatzinijquej, 
MAT.26.68	niman oquijlijquej:
MAT.26.68	―Xtlajto, tiotlajtojquetl. Tejhua Cristo, xtechijli aquinon omitzmailij.
MAT.26.69	Pedro yehuaticatca ne quiahuac, niman se sihuatl tequichihuilijquetl oquinisihuij niman oquijlij:
MAT.26.69	―Tejhua no tiquistinemiya ihuan Jesús, on yejhuan hualehua ne Galilea.
MAT.26.70	Niman Pedro imixpan nochimej oquinenec
MAT.26.70	―Nejhua xnicmati on tlen tiquijtohua.
MAT.26.71	Pedro ye yajtiaya itechica on tlatzacuilyotl
MAT.26.71	―Yejhua in tlacatl no quistinemiya ihuan Jesús on yejhuan hualehua ne Nazaret.
MAT.26.72	Niman Pedro ocsejpa oquinenec niman onocalactij ican itlajtol. Oquijtoj:
MAT.26.72	―Nemechyolmelajcaila ica nejhua xniquixmati yejhua on tlacatl.
MAT.26.73	Achijtzin más saquin
MAT.26.73	―Melahuac, tejhua no tehuan titlapoajli, pampa tixmachyoj hasta ica titlajtlajtohua.
MAT.26.74	Ijcuacon Pedro oquijtoj ican itlajtolpalehuilis:
MAT.26.74	―¡Ma nimiqui tla xniquijtohua on tlen melahuac! Nejhua xniquixmati yejhua on tlacatl.
MAT.26.74	Quemaj nimantzin otzajtzic se caxtil
MAT.26.75	Ijcuac Pedro ocac ica otzajtzic on caxtil, oquelnamic on tlin Jesús oquijlijca: “Ijcuac xe tzajtzi on caxtil, tejhua yexpa tinechnenequis
MAT.27.1	Ijcuac yotlanes, nochimej intlayecancahuan on tiopixquej niman on tlajtlajmatquej intech hebreos oquinojlijquej quen ijqui quimictisquej Jesús. 
MAT.27.2	Quemaj ijcuac yoquisalojquej Jesús, ocuicaquej niman oquitemactilitoj ne itech on gobernador Poncio Pilato.
MAT.27.3	Ijcuac Judas, on yejhuan oquitemactilij Jesús, oquitac ica Jesús yoquitlajtlacoltijquej para miquis, onoyolpatlac niman on sempoajli
MAT.27.4	Oquimijlij:
MAT.27.4	―Nejhua yonitlajtlacoj pampa yonictemactilij se tlacatl yolchipahuac para ma quimictican.
MAT.27.4	Pero yejhuamej oquijlijquej:
MAT.27.4	―Niman aman, ¿tlinon totequiu
MAT.27.5	Ijcuacon Judas oconxinij on tomin ne ijtic on hueyi tiopan, niman quemaj oyaj onoquechmictito.
MAT.27.6	Intlayecancahuan on tiopixquej ocajcocuquej on tomin, niman oquijtojquej:
MAT.27.6	―On tlanahuatijli xtechcahuilia tictlalisquej in tomin ne ipan on caja campa nehua on huentomin, pampa in yejhua ica oquitlaxtlajquej imiquilis se tlacatl.
MAT.27.7	Quemaj san secan onotlajtolmacaquej para yejhua ica on tomin cohuasquej se tlajli, yejhuan itoca Alfarero, campa quintocasquej on yejhuan xchanejquej. 
MAT.27.8	Yejhua ica, hasta aman ipan in tonajli, on tlajli itoca Yestlajli. 
MAT.27.9+MAT.27.10	Niman ijqui onochiu on tlen oquijtocaj on tiotlajtojquetl Jeremías: “Oquitilanquej on sempoajli huan majtlactli tomin de plata, niman ocojquej on tlajli itoca Alfarero, sa no ijqui quen onechnahuatij on toTeco.” On hebreos sa no ijqui on tomin oquijtojcaj para quitlaxtlahuasquej.
MAT.27.11	Jesús ijcaticatca ne ixpan on gobernador. Niman on gobernador oquitlajtoltij:
MAT.27.11	―¿Tejhua tiinRey on hebreos?
MAT.27.11	Jesús oquinanquilij:
MAT.27.11	―Quemaj. Ijqui quen tejhua tiquijtohua.
MAT.27.12	Pero ijcuac intlayecancahuan on tiopixquej niman on tlajtlajmatquej quiteixpanhuiyayaj, Jesús xitlaj
MAT.27.13	Niman on Pilato oquijlij:
MAT.27.13	―¿Xticaqui nochi on tlen ica mitzteixpanhuiyaj?
MAT.27.14	Pero Jesús xitlaj ica oquinanquilij nion se tlajtojli. Yejhua ica on gobernador otlamojcaitac, niman xquimatiya tlinon quinemilis.
MAT.27.15	Cada xipan ipan on ilhuitl itoca pascua, on gobernador quinmacahuiliani on tlacamej se tlacatl yejhuan tzacuticaj yejhuan yejhuamej quitlajtlaniyaj. 
MAT.27.16	Niman ipan on tonaltin nemiya se yejhuan tzacuticatca itoca Barrabás yejhuan nochi tlacatl quixmatiya ica xcuajli tlacatl. 
MAT.27.17	Yejhua ica, ijcuac on tlacamej onosentlalijquej, Pilato oquintlajtoltij:
MAT.27.17	―¿Aquinon nenquinequij ma nemechmacahuili: Barrabás, noso Jesús, on yejhuan no itoca Cristo?
MAT.27.18	Yejhua ijcon oquintlajtoltij pampa oquimat ica intlayecancahuan on tiopixquej san ican innexicol oquimactilijquej Jesús.
MAT.27.19	No ijqui, ijcuac Pilato yehuaticatca ne ipan on silla campa quintlajtlacolmaca on yejhuan xcuajcualtin tlacamej, on isihuau otlanahuatij ijquin ma quijlitij: “Ma ca itlaj ica timocalactis ticchihuilis on yolchipahuac tlacatl, pampa in tlayohua sanoyej
MAT.27.20	Pero intlayecancahuan on tiopixquej niman on tlajtlajmatquej oquinyolchicajquej on tlacamej para ma tlajtlanican ma quimacahuacan Barrabás, niman Jesús ma quimictican. 
MAT.27.21	On gobernador ocsejpa oquinnotz, niman oquintlajtoltij:
