MAT.1.1	Abraham Fapa, David Fapa, Jesuh Krih hringtu hna ṭialnâk cauk: 
JHN.9.22	Cubangin bia an chim cu Judah mi hotu an ṭih ruangah a si. Zeitintiah Judah hotu hna nih, “Amah cu Krih a si” titu pauh cu Sinagog in ṭhawl ding an si tiah biakhiahnâk an rak tuah cang. 
JHN.9.23	Cucaah a nu le a pa nih, ‘Patling a si cang, a mah hal u,’ tiah, an rak tinâk kha a si. 
JHN.9.24	Cuticun mitcawpa cu an kawh ṭhân i “Pathian thangṭhat ko, Hipa hi cu misual a si kha kan hngalh,” tiah an ti. 
JHN.9.25	Anih nih, “Misual a si le si lo ka hngal lo. Pakhat te ka hngalh, ka mit a rak caw i atu khua ka hmu,” tiah a ti. 
JHN.9.26	Annih nih, “Zeitindah an tuah, zeitindah na mit a deiter?” tiah an ti. 
JHN.9.27	Anih nih, “Kan chimh cang hna kha ta, nan ngai duh fawn lo. Zeiruangahdah theih cu nan duh ṭhân kun? Nannih zong a zultu si nan duh ve hlah maw?” tiah a leh hna. 
JHN.9.28	Annih nih, “Nang hi Amah zultu na si, kan nih cu Moses zultu kan si. 
JHN.9.29	Pathian nih Moses a chawnh tiah kan hngalh, hi pa hi khawzei leimi dah a si kan hngal lo,” tiah fakpi in an sîk. 
JHN.9.30	Anih nih, “Cucu dah kaw khuaruahhar a sinâk cu. Khuazeimi dah a si tiah nan hngalh lomi nih ka mit a deiter fawn. 
JHN.9.31	Pathian nih misual bia a ngai ballo tiah kan theih. Mizei pauh nih Pathian a tlaih chan i a duhmi a tuah ahcun Pathian nih a bia a ngaih tawn. 
JHN.9.32	Vawlei semka in mitcaw cia in a chuakmi mitdeinâk kong kan thei bal rih lo. 
JHN.9.33	Hi pa hi Pathian sinin a rami a si lo ahcun zeihmanh a tuah kho lai lo” tiah a leh hna. 
JHN.9.34	Annih nih, “Nang sual tlingte he a chuakmi nih nakan cawnpiak lai maw?” tiah an ti i an ṭhawl. 
JHN.9.35	An ṭhawl ti kha Jesuh nih a hngalh tikah a kawl i, “Pathian Fapa na zum maw?” tiah a ti. 
JHN.9.36	Anih nih, “Bawipa, ka zumh khawh nâkhnga, Amah cu ahodah a si?” tiah a ti. 
JHN.9.37	Jesuh nih, “Amah cu na hmuhmi, nangmah an chawntu hi a si,” tiah a ti. 
JHN.9.38	Anih nih, Bawipa, ka zumh ko, tiah a ti i a biak. 
JHN.9.39	Jesuh nih, “Hi vawlei ah hin biaceih dingah ka ra, mitcaw hna an mit a deinâk hnga le, mit deimi hna, an mit a cawt nâkhnga,” tiah a ti. 
JHN.9.40	Cuticun a pawngkam i Farasih hna nih cucu an theih i, “Kannih zong mit caw kan si ve maw?” tiah an ti. 
JHN.9.41	Jesuh nih, “Mit caw rak si ulaw, sualnâk nan ngei hnga lo; asinain atu ah, kan hmuh khawh ko, tiah nan ti fawn. Cucaah nan sualnâk cu a um peng ko,” tiah a ti hna.
JHN.10.1	“Biataktein, biataktein kan chimh hna, tuu kawm chungah innkâ in a lut lo i lamdang i a lutmi pauh mifir le damiah an si. 
JHN.10.2	Asinain innkâ i a lutmi pauh cu tuukhal an si. 
JHN.10.3	Innkâ congtu nih a rak onpiak i tuu nih a aw an theih, a tuu kha an min in a auh hna i a kalpi tawn hna. 
JHN.10.4	A tuu a chuahter hna i an hmaiah kal in a tuu nih a aw an theih caah an zulh tawn. 
JHN.10.5	Asinain midang cu an zul lai lo, a aw an theih lo caah an zâmtâk deuh lai,” tiah a ti. 
JHN.10.6	Jesuh nih hi tahchunhnâk hi a hman, asinain zeibiadah a chim ti an hngal kho lo. 
JHN.10.7	Jesuh nih an sinah a chim ṭhân i, “Biataktein, biataktein kan chimh hna. Keimah hi tuuluhnâk innkâ ka si. 
JHN.10.8	Ka hmai i a rami vialte kha mifir le damiah an si, cucaah tuu nih an aw an thei lo. 
JHN.10.9	Kei cu innkâ ka si. keimah i a lutmi pauh cu khamh in a um lai. A lut in a chuak lai i eiawk a hmuh lai. 
JHN.10.10	Mifir cu fir awk le, thah awk le, hrawh awkah dah ti lo cun a ra bal lo. Kei cu nun anngeih i duhdim tein an ngeih nâkhnga ka ra. 
JHN.10.11	Tuukhal ṭha ka si. Tuukhal ṭha nih a tuu caah a nunnâk a pêk tawn. 
JHN.10.12	Sihmanhsehlaw man phalhmi tuukhal, tuukhal taktak a si lomi, tuu ngeitu zong a si lomi nih, cinghnia a rat a hmuh tikah tuu a zâmtâk tawn. Cuticun cinghnia nih tuu a seh i an i ṭhek tawn. 
JHN.10.13	Man phalhmi a si caah, tuu kha a conghrâm hna lo i a zâmtâk tawn hna. 
JHN.10.14	Tuukhal ṭha ka si; ka tuu ka hngalh hna i ka tuu zong nih anka hngalh. 
JHN.10.15	Pa nih aka hngalh bangin, kei zong nih Pa ka hngalh i tuu caah ka nunnâk ka pêk. 
JHN.10.16	Cun hi tuukawm chung ta a si lomi, tuu dang zong ka ngei, annih zong ka ratpi hna lai, ka aw zong an theih lai i tuukhal pakhat le bukhat in an um lai. 
JHN.10.17	Lâk ṭhân dingin ka nunnâk ka pêk caah hin Pa nih a ka dawt. 
JHN.10.18	Ahohmanhnih anka lâkpiak lai lo, keimah nawl in ka pêkmi a si. Pe kho ka si i la ṭhân kho zong ka si. Hi nawlpêk hi ka Pa sinin ka hmuhmi a si. 
JHN.10.19	Cu bia a chimmi ruangah Judah mi hna lakah i ṭhennâk a um ṭhân. 
JHN.10.20	Mitampi nih, “Khuachia nih a tuah i a mawlhmi a si, zeiruangahdah a bia nan ngaih?” tiah an ti. 
JHN.10.21	Midang nih, “Hi bia hi khuachia tuahmi bia a si lo, khuachia nih mitcaw khua a hmuhter kho maw?” tiah an ti. 
JHN.10.22	Jerusalem ah pêkchanhnâk Thô a um i cucu khuasik cân a si. 
JHN.10.23	Jesuh cu ṭempal chung i Solomon deu an timi ah â chawk. 
JHN.10.24	Judah mi hna nih an rak kulh i, “Zeicandah lung awṭawm in nakan umter lai? Krih na si ahcun fing tein kan chim lawlaw,” tiah an ti. 
JHN.10.25	Jesuh nih, “Kan chimh cang hna nain nan zum lo. Ka Pa min i ka tuahmi nih ka konglam a hngalhter cang. 
JHN.10.26	Asinain nan zum lo, nan sin i ka chim cang bantukin, ka tuu nan si lo caah a si. 
JHN.10.27	Ka tuu nih ka aw an theih, annih cu ka hngalh hna i an ka zulh. 
JHN.10.28	An sinah zungzal nunnâk ka pêk i an tlau hrimhrim lai lo. Ka kut chungin ahohmanh nih an ka chut kho lai lo. 
JHN.10.29	Anmah aka petu ka Pa cu mi vialte nâkin a ngan deuh, ahohmanh nih ka Pa kut in an chut kho lai lo. 
JHN.10.30	Kei le ka Pa cu pumkhat kan si. 
JHN.10.31	Cuticun Judah mi hna nih a chehnâk dingah lung an char ṭhân. 
JHN.10.32	Jesuh nih, “Ka Pa sinin rianṭha tampi kan hmuhsak cang hna. Zeiruang bik ah dah lungin cheh nan ka timh?” tiah a ti hna. 
JHN.10.33	Judah mi hna nih, “Rian ṭha ruangah lung in cheh kan in tim lo; (Pathian)cawhdehnâk bia ruangah le, minung na si ko nain Pathian ah nâ canter ruangah lung cheh kan in timhnâk cu a si,” tiah an ti. 
JHN.10.34	Jesuh nih, “Nan nawlbia cauk ah, ‘Pathian nan si ka ti,” tiah ṭial a si lo maw? 
JHN.10.35	Pathian bia a phâknâk hmanh pathian hna ti a si ahcun (cathiang hrawhkhawh a si fawn ṭung lo) 
JHN.10.36	Pa nih a thleidanmi le vawlei i a thlahmi nih, ‘Pathian Fapa ka si,’ ka ti rungah, (Pathian) cawhdehtu nanka ti kho lai maw? 
JHN.10.37	Ka Pa rianṭuantu ka si lo ahcun, ka zum hlah u; 
JHN.10.38	Sihmanhsehlaw ṭuntu ka si ahcun, keimah nanka zumh lo hmanh ah, ṭuanmi tal hi zum u. Pa keimah ah a um, ti le, kei zong Pa ah ka um ti nan hngalh khawh nâkhnga” tiah a leh hna. 
JHN.10.39	Cucaah tlaih an timh ṭhân, asinain an kut in lodiam â zuk. 
JHN.10.40	Jordan tiva ral, tuanah Johan nih Baptisma a rak pêknâk lei ah lo diam a kal i cuka ah sau nawn a um. 
JHN.10.41	Cun mitampi a sinah an ra i, “Johan nih hmelchunhnâk zeihmanh a tuah lo nain, Amah kong Johan chimmi vialte kha a dik dih ko,” tiah an ti. 
JHN.10.42	Cuka ah mi tampi nih Amah kha an zumh.
JHN.11.1	Mary le a unau nu Marta umnâk Bethani khua ah mi zaw pakhat Lazaruh a um. 
JHN.11.2	Mizaw Lazaruh cu Mary ṭapa a si, Mary cu hlan i Bawipa ke i rimhmui sathau a rak thuh i a samin a hnawh piaktu kha a si. 
JHN.11.3	Cucaah a far le hna nih, “Bawipa, ngaihhmanh, na dawtmi kha a zaw, tiah va chim dingin mi an thlah. 
JHN.11.4	Jesuh nih cucu a theih tikah, “Hi zawtnâk hi thihnâk ding a si lo, Pathian sunparnâk dingtu a si, Pathian Fapa cu hiruangah hin thangṭhat i a um khawh nâkhnga,” tiah a ti. 
JHN.11.5	Jesuh nih Marta le a nau Mary le Lazaruh kha a dawt hna. 
JHN.11.6	Cuticun a zaw ti a theih hnu ah a umnâk hmunah ni hnih a um rih. 
JHN.11.7	Cuhnuah a lamkaltu sinah, “Judia ramah kal u sih,” tiah a ti. 
JHN.11.8	Lamkaltu hna nih, “Rabbi, tuanah Judah mi hna nih lungin cheh an in timh kha; cubu in maw na kal ko rih lai?” tiah an ti. 
JHN.11.9	Jesuh nih, “Nikhat ah suimilam hleihnih a ceu lo maw? Chun ceu i mi a kal ahcun vawlei ceu kha a hmuh caah â chuih bal lo. 
JHN.11.10	Asinain zanah mi a lên ahcun amah ah ceunâk a um lo ca ah a sawn tawn,” tiah a leh hna.. 
JHN.11.11	Cubia cu a chim dih in, “Kan hawi Lazaruh â hngilh, a hlauh awkah ka kal lai,” tiah a ti. 
JHN.11.12	A lamkaltu hna nih, “Bawipa, â hngilh ahcun, â hlau te ko lai,” tiah an ti. 
JHN.11.13	Asinain, Jesuh nih a thihnâk kong a chimmi a sinain annih nih â hngilh i â dinmi ah an ruah. 
JHN.11.14	Cuticun Jesuh nih fiang tein, “Lazaruh a thi.” 
JHN.11.15	Cuka i ka rak um lo cu nanmah ruah ah kâ lawm ko, nan zumh khawh nâkhnga. Zeasihmanh ah a sinah kal u sih,” tiah a ti. 
JHN.11.16	Thomos, Faphir tiah kawhmi nih, “A sin i kan thih khawh nâkhnga, kal tuah u sih,” tiah a ti. 
JHN.11.17	Jesuh a va phâk tikah, thlân ah nili a rak um cang. 
JHN.11.18	Bethani khua cu Jerusalem pawngah a si i meng hnih hrawng lawng a si. 
JHN.11.19	An ṭapa ruangah Mary le Marta cu nu tampi nih an rak ṭhutpi hna. 
JHN.11.20	Marta nih Jesuh a ra ti a theih tikah chikkhat te ah Amah don awkah a tho i a kal. Mary tu cu inah a ṭhu ko rih. 
JHN.11.21	Marta nih Jesuh sinah, “Bawipa hika ah rak um law ka ṭapa a thi hnga lo. 
JHN.11.22	Asinain atu zongah Pathian sin i na halmi pauh an pêk ko lai tiah ka zumh,” tiah a ti. 
JHN.11.23	Jesuh nih, “Na ṭapa a tho ṭhân lai,” tiah a ti. 
JHN.11.24	Marta nih a sinah, “Nidongh ni i thawhṭhannâk ah a thoṭhân lai ti cu ka hngalh,” tiah a ti. 
JHN.11.25	Jesuh nih, “Thawhṭhannâk le nunnâk cu keimah hi ka si: Aka zummi pauh cu thi hmanhsehlaw, a nung lai. 
JHN.11.26	Nungin aka zummi pauh cu, a thi ti lai lo. Hi bia hi na zum maw?” tiah a ti. 
JHN.11.27	Anih nih, “Ka zumh, Bawipa, Krih Pathian Fapa, vawlei i a ra dingmi na si kha ka zumh,” tiah a ti. 
JHN.11.28	Cu bia a chim dih in a kal i a nau Mary cu a thli in a va kawh, “Cawnpiaktu a rak phân i an kawh dah kaw,” tiah a va ti. 
JHN.11.29	Anih nih a theih le cângkâ a tho cawlh i a sinah a kal. 
JHN.11.30	Jesuh cu khua ah a lut rih lo, Marta nih a va hmuh nâkah khan a um ko rih. 
JHN.11.31	Cun a ṭhutpitu, in chung i a ummi Judah mi hna nih, Mary a thawh i lêng i a chuah an hmuh tikah, “Thlân ah ṭap dingin a kal” tiah an ruah i an zulh. 
JHN.11.32	Cuticun Mary cu Jesuh umnâk a va phân i a hmuh tikah, A ke hramah a bawk i, “Bawipa hika ah rak um law, ka ṭapa a thi hnga lo,” tiah a ti. 
JHN.11.33	Jesuh nih Mary le a zultu Judah mi an ṭah kha a hmuh tikah, a thlarau ngaihchia in a hrum ai. 
JHN.11.34	“Amah cu khuazeiahdah nan phum?” tiah a ti. Annih nih, “Ra law, zohhmanh,” tiah an ti. 
JHN.11.35	Jesuh a ṭap. 
JHN.11.36	Judah mi nih, “Zohmanh u, zeitlukindah a dawt!” tiah an ti. 
JHN.11.37	Mi cheukhat nih, “Mit caw, deiter khotu pa nih hin hi pa zong hi thi loin a kilveng kho lo maw? tiah an ti. 
JHN.11.38	Jesuh cu a hrum ai thlauhmah i thlân cu a phân. Lungkua a si i lung in kharmi a si. 
JHN.11.39	Jesuh nih, “Lung hi ṭhial u,” tiah a ti. A thimi farnu Marta nih, “Bawipa, atu ah cun a thunam tuk cang lai, a thihnâk nili a si cang” tiah a ti. 
JHN.11.40	Jesuh nih, “Na zumh ahcun Pathian liannganâk nahmuh lai, kan ti lo maw?” tiah a ti. 
JHN.11.41	Cuticun mithi an chiahnâk hmun i lung cu an lak i Jesuh cu vanlei zoh in, “Ka Pa, ka bia na ngaih ruangah na cungah kâ lawm. 
JHN.11.42	Ka bia na ngaih zungzal ti ka theih ca zongah kâ lawm. Hika i a dirmi mizapi hna ruangah cucu ka chim, Naka thlah tiah an zumh khawh nâkhnga,” tiah a ti. 
JHN.11.43	Cubia cu a chim dih in, aw thang ngaiin a au i “Lazaruh, rak chuak tuah,” tiah a ti. 
JHN.11.44	Mithi cu akut le ake thlânpuan i tuambu in a rak chuak, a hmai zong puan i tuam a si. Jesuh nih, “Phoih ulaw, kalter u,” tiah a ti. 
JHN.11.45	Cuticun Mary ṭhutpitu, Jesuh tuahmi a hmutu Judah mi tampi nih Jesuh cu an zumh. 
JHN.11.46	Asinain cheukhat cu Farasih hna sinah an kal i Jesuh tuahmi thil kha an va chimh hna. 
JHN.11.47	Cuticun tlângbawi le Farasih hna nih biaceihtu kha an auh hna i, “Zeitindah kan tuah lai?” Hi pa nih hin hmelchunhnâk tampi a tuah cang. 
JHN.11.48	Hibangin kan zohsawh ko ahcun, mi vialte nih Amah an zumh lai, Rommi an ra lai i kan hmun le kan miphun hi an kan lâkpiak ko lai,” tiah an ti. 
JHN.11.49	An lakah mi pakhat Kaiafas, cu kum i tlângbawi nganbik nih, “Zeihmanh nan hngal lo. 
JHN.11.50	Kan miphun dihlak a rawhral nâkhnga lo mi vialte caah mi pakhat thih kan caah a ṭha timi zong nan ruat fawn lo,” tiah a ti. 
JHN.11.51	Cubia cu amah lungchuak chimmi zong a si lo, tlângbawi nganbik a si kum a si, cucaah an miphun dihlak ca i Jesuh a thihnâk ding a rak chimchungnâk tu a si, 
JHN.11.52	Cu miphun hna ca lawng ah a si lo Pathian fale vawlei khuazakip i â ṭhekmi vialte bukhat i pumh an si lainâk ca zongah a si. 
JHN.11.53	Cucaah cu ni thawk in Amah thahnâk dingah khua an khâng leng mang. 
JHN.11.54	Cuticun Jesuh cu Judah mi hna sinah langhngan in a tlonglêng ti lo, cuka hmun in ramcar pawng i a ummi Efraim khua an timi ah a kal, cuka ah a lamkaltu hna he sau nawn an um. 
JHN.11.55	Cun Judah mi Lanhtâk Thô a nai cang i Lanhtâk Thô hlanah i thenh dingin mi tampi khuate lei in Jerusalem ah an kal. 
JHN.11.56	Cuticun Jesuh an kawl i ṭempal vêlchum ah a ummi hna nih, “Thô lio ah hin a ra ko lai lo maw? zeitindah nan ruah? tiah an i ceih. 
JHN.11.57	Tlângbawi hna le Farasih hna nih Amah cu an tlaih khawh nâkhnga a umnâk a hngaltu pauh nih, an sinah an chim zau lai, tiah nawlpêk an chuah cang.
JHN.12.1	Lanhtâk Thô caah niruk lawng â duh lio ah, Jesuh cu thihnâk in a thawhtermi Lazaruh umnâk Bethani khua a rak phân. 
JHN.12.2	Cuka ah zanriah an timh piak, Marta nih rawl a chuang i Lazaruh tu cu cabuai i rawl a dumpitu pakhat ah a si. 
JHN.12.3	Cuticun Mary nih a man a fak ngaimi spiknard sathau rimhmui mi thawlkhat â rakput i Jesuh ke a thuh i a sam in a hnawhpiak i a rimin in a khahter. 
JHN.12.4	Simon fapa Judah Iskariot a lamkaltu pakhat, Amah rawituding nih, 
JHN.12.5	“Zeiruangahdah hi rimhmui mi sathau hi dina zathumah zuar in mi sifak an pêk deuh hnga lo?” tiah a ti. 
JHN.12.6	Mi sifak zawn a ruah ruang i a chimmi a si lo, mifir a si caah phaisa zal kengtu a si i a chung ummi kha a lak tawn caah a si. 
JHN.12.7	Jesuh nih, “Amah tuah in tuah ko seh, phum ka si te lai ni caah â rak chiahmi a si,” tiah a ti. 
JHN.12.8	Zeitintiah mi sifak cu nan sinah a um pengmi an si, kei tu cu nan sinah umpeng ding ka si lo,” tiah a ti hna. 
JHN.12.9	Judah mi tampi nih cuka ah a um ti kha an hngalh i an ra. Jesuh lawng an rat hnawh lo i mi thi a thawhtermi Lazaruh hmuh an duh ruang zongah a si. 
JHN.12.10	Tlângbawi hna nih amah ruanghah mitampi nih an kaltâk hna i Jesuh an zumh ruangah, 
JHN.12.11	Lazaruh zong thahchih dingin khua an khâng. 
JHN.12.12	A thaizing thô i a rami mi tampi nih Jesuh cu Jerusalem ah a ra lai tiah an theih tikah, 
JHN.12.13	tûm hnah i put in Amah don awkah an kal, “Hosana, Bawipa min i a rami cu thangṭhat si ko seh,” tiah an au. 
JHN.12.14	Cuticun Jesuh nih lâ fa a hmuh i a cungah â cit: 
JHN.12.15	“Ṭihhlah, Zion fa nu; zohmanh, na Siangpahrang cu lâ fa cungah i cit in a ra lai,” tiah ṭialmi bangin. 
JHN.12.16	Cuthil cu a hramthawk ah a lamkaltu hna nih an theithiam lo nain Jesuh thangṭhat a si hnu ah, cu bia cu ṭial a rak si i a cungah a tlungmi a si, tiah an hun hngalh ṭhân. 
JHN.12.17	Lazaruh thlân in a auh i thihnâk in a thawhter lio i a sinah a ummi mizapi nih khan cucu an hngalhpi. 
JHN.12.18	Zeitintiah cu hmelchunhnâk cu a tuah taktak ko ti kha an hngalh caah mizapi nih Amah an va donnâk kha a si. 
JHN.12.19	Farasih hna nih anmah le anmah an i caih i, “Zohhmanh u, zeihmanh nan tuah kho ti lo hih. Zohhmanh u, vawlei nih Amah an zulh cang hih!” tiah an ti. 
JHN.12.20	Thô lio i Pathian biak awk ah â pummi hna lakah, Grik mizei maw an um ve. 
JHN.12.21	Cu hna cu, Galili ram Bethsaida khuami Filip sinah an ra i, “Ka pu, Jesuh hmuh kan duh” tiah an ti. 
JHN.12.22	Filip nih Adria a hun chimh i Andria le Filip nih Jesuh an rak chimh ṭhân. 
JHN.12.23	Jesuh nih annih cu, “Mi Fapa, thangṭhat i a um cân cu a phân cang. 
JHN.12.24	Biataktein, biataktein kan chimh hna, buhfang vawlei ah a tlak i a thih ta lo ahcun, amah lawngin a um peng, a thih ahcun thei tampi in a tlai tawn. 
JHN.12.25	A nunnâk a dawmi nih a hloh tawn. Hi vawlei nunnâk a huami nih zungzal nunnâk an ngeih tawn. 
JHN.12.26	Ka rian a ṭuanmi pauh nih ka zul seh. Ka umnâk hmun pauh ah ka rianṭuantu zong a um awk a si. Ka rian a ṭuntu pauh cu ka Pa zong nih a thangṭhat ve lai. 
JHN.12.27	Atu ah hin ka nunnâk a ngaih a chia, zeidah ka chim kun lai? Ka Pa, hi cân ah hin ka khamh ko ka ti ko lai maw? Asinain hihi ka rat chan a si. 
JHN.12.28	“Ka Pa, na min thangṭhat tuah,” tiah a ti. Vanin aw a rak chuak i, “Ka thangṭhat cang, Ka thangṭhat rih ko lai,” tiah a ti. 
JHN.12.29	A pawng i a dirmi zapi hna nih an theih i khuari a si tiah an ti. Midang nih, ‘Vanmi nih Amah a rak chawnh a si cu,’ tiah an ti. 
JHN.12.30	Jesuh nih a leh hna i, “Cu aw cu ka ca i a chuakmi a si lo. Nan caah a chuakmi a si, tiah a ti. 
JHN.12.31	Atu ah hi vawlei kong hi ceih lio a si, atu ah hi vawlei bawi hi hlawnh a si lai. 
JHN.12.32	Cun kei hi, vawlei in thlai ka si ahcun mi vialte keimah lei ah ka hnuh hna lai” tiah a ti. 
JHN.12.33	Cubia cu zeibantuk thihnâk phun in dah a thih lai tiah hngalhternâk caah a chimmi a si. 
JHN.12.34	Mizapi nih, “Krih cu zungzal i a um ding a si, tiah nawlbia cauk ah kan theih, zeicadah ‘Mi fapa hi tar in a um lai,’ tiah na chim khawh? cu Mi Fapa cu a hodah a si,” tiah an leh. 
JHN.12.35	Jesuh nih, “Ceunâk hi cân tawite nan sinah a um. Ceunâk nan ngeih lio ah leng u. Culoahcun muihnâk nih an phâk sual hna lai. Khuamui ah mi a kal ahcun a panhmi hmun zong a hngal lo. 
JHN.12.36	Ceunâk nan ngeih lio ah hin ceunâk hi i rinh u. Ceunâk fa le nan si khawh nâkhnga,” tiah a ti. Cu bia cu Jesuh nih a chim: Cun a kaltâk hna i an sin in â thup. 
JHN.12.37	An hmai ah khuaruahhar hmelchunhnâk kha tuah hmanhsehlaw, Amah kha an zum hlei lo, 
JHN.12.38	Cucaah Profet Isaiah nih, “Bawipa kan chimmi ahonihdah a zumh? 
JHN.12.39	Cucaah an zumhlonâk cu a si. A chan zong Isaiah nih a rak chim ṭhân; 
JHN.12.40	“Anmit a cawtter i an lungthin a hahter, culoahcun an mit in a hmuh lai i an lungthin in an theihthiam lai i ka rak damter awkah an rak i mer sual lai,” tiin. 
JHN.12.41	Isaiah nih a sunparnâk a hmuh i a konglam a rak chim caah cuthilhna cu a rak chim. 
JHN.12.42	Asinain hotu hna lak zongah mitampi nih Amah an zumh. Asinain Farasih hna ruangah Amah an zumhnâk cu an phuang lo. Culoahcun Sinagog in ṭhawl an si lai. 
JHN.12.43	Zeitintiah Pathian thangṭhatmi sinâk in minung thangṭhatmi si kha an thaihchan deuh. 
JHN.12.44	Cuticun Jesuh a au i, “Aka zummi pauh, keimah aka zumh si loin, aka thlahtu a zumh a si. 
JHN.12.45	Aka hmumi pauh cu aka thlahtu hmu a si. 
JHN.12.46	Aka zumtu cu mui ah a um peng nâkhnga lo vawlei ceuhtu dingah ka ra. 
JHN.12.47	Mi zei pauh nih ka chimmi bia theiin, zumlo hmanhsehlaw, keimah nih thiamlo ka coter lo, zeitintiah vawlei thiamlo coter dingah si loin vawlei khamh dingah a rami ka si. 
JHN.12.48	Mi zei pauh nih an ka hlawt i ka chimmi an pawm lo ahcun thiamlo cotertu ding a ngei. Ka chim cangmi bia nih khan ni dongh ni ah thiamlo a coter te lai. 
JHN.12.49	Zeitintiah keimah nawl i a chimmi ka si lo. Pa, aka thlahtu cu ka chim ding le ka phuan ding bia aka petu a si. 
JHN.12.50	Aka pêkmi bia cu zungzal i nunnâk a si kha ka hngalh. Cucaah ka chimmi hna hi aka thlahtu Pa nih aka chimh ning tein ka chimmi a si.
JHN.13.1	Cuticun Lanhtâk Thô hlanah Jesuh nih vawlei hi chuah takin Pa sinah a kal cân a phâncang ti kha a hngalh, vawlei i a ummi a dawtmi ami le hna cu, a dongh tiangin a dawt hna. 
JHN.13.2	Zanriah an ei dih in khuachia nih Simon fapa Judas Iskoriot lungthin ah rawi dingin rian a rak ṭuan cang. 
JHN.13.3	Jesuh nih a kutah Pa nih thil vialte a pêk cangnâk le, Pathian sinin a rat bangin Pathian sinah a kir ṭhân lai ti kha a hngalh, 
JHN.13.4	zanriah an ei khawh in a tho i angki fual phoih in hmaihmawhnâk puan a lak i â venh. 
JHN.13.5	Cuhnuah khengpi ah ti a thlet i lamkaltu ke kha a ṭawl hna, cun hmaihnawhnâk puan â venhmi in a hnawh hna. 
JHN.13.6	Simon Peter sinah a ra i anih nih, “Bawipa, ka ke na ṭawl lai maw?” tiah a ti. 
JHN.13.7	Jesuh nih, “Ka tuahmi hi atu ah cun na theithiam rih lai lo. Asinain hnu deuh ah na theihthiam te lai,” tiah a ti. 
JHN.13.8	Peter nih, “Ka ke na ṭawl hrim lai lo,” tiah a ti. Jesuh nih, “Kan ṭawl lo ahcun ka sinin covo zeihmanh na ngei lai lo,” tiah a ti. 
JHN.13.9	Simon Peter nih, “Bawipa, cutiasiahcun ka ke lawng si loin ka kut le ka lu zong,” tiah a ti. 
JHN.13.10	Jesuh nih, “Â khawlh cangmi cu an ke dah ti lo cu ṭawl a herh ti lo, a thiang dih ko, nannih cu nan thiang- nan dihlak bel si loin,” tiah a ti. 
JHN.13.11	Zeitintiah a rawitu ding kha a hngalh chung cang, cucaah, “Nan dihlak cun nan thiang lo,” a tinâk cu a si. 
JHN.13.12	Cubangin anke a ṭawl dih cun, â chiahmi a thil kha i lâk in a thu ṭhân i an sinah, “Nancung i ka tuahmi hi a sullam nan hngal maw? 
JHN.13.13	Nannih nih Cawnpiaktu le Bawipa nan ka ti, a ṭha ko, zeitintiah ka si taktak ko. 
JHN.13.14	Keimah Bawipa le Cawnpiaktu hmanh nih nan ke ka ṭawl ahcun, nannih zong nan ke nan i ṭawl piak awk a si. 
