GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
EXO.29.2	e tamseeje ɗe ufnaaka e tamseeje ɗe ufnaaka jiiɓaaɗe bee nebbam e tamseeje bette ɗe ufnaaka, gujaaɗe bee nebbam. Sey a waɗa ɗe fuu bee kuroori alkamaari ɗiggundi. 
EXO.29.3	Waatu ɗe nder silaawo, lii'anam ɗe nder silaawo hawtaade bee kalhaldi e jawɗi baali ɗiɗi go. 
EXO.29.4	Ɓaditin Haruna e ɓikkoy muuɗum haa dammugal laymaaru fottirde. Ɓe laɓɓina ko'e maɓɓe bee ndiyam. 
EXO.29.5	Hoo'u limce go, ɓornu Haruna toggoore e alkibbaare e ɗancikiire e jiiba wiɓɓere. Haɓɓu ɗum bee taadorgol ɗancikiire. 
EXO.29.6	Meetu mo meetaleewol, waɗ alaama senaare haa meetaleewol. 
EXO.29.7	Hoo'u nebbam cenirɗam. Ruf ɗam dow hoore maako. 
EXO.29.8	Ɓaditin ɓiɓɓe maako boo, ɓornu ɓe toggooje. 
EXO.29.9	Taadu ɓe taadorgol, hufnu ɓe kufneeje. Ɓe laato liman'en bee farilla am nduumiika. Bana non a nastinirta Haruna e ɓikkoy mum nder kuugal muuɗum'en.
EXO.29.10	Waddu kalhaldi go yeeso laymaaru fottirde. Haruna e ɓikkoy mum njowa juuɗe dow hoore maari. 
EXO.29.11	Hirsu ndi yeeso Jawmiraawo haa dammugal laymaaru fottirde. 
EXO.29.12	Hoo'u ƴiiƴam kalhaldi, wuju ɗam bee hoondu ma haa talkumooje hirsirde. Ruf ƴiiƴam luttuɗam haa les hirsirde. 
EXO.29.13	Hoo'u ɓellere suddunde teteki e ɓellere dow heŋre e ɓooƴe ɗiɗi fuu bee ɓellere wonnde dow maaje. A wula ɗum fuu dow hirsirde. 
EXO.29.14	Kusel kalhaldi e laral maari e coowoowe maari, a wula ɗum bee yiite yaasi saŋngeere. Kanjum woni kirseteeŋga ngam ittugo hakke.
EXO.29.15	Nden hoo'u ngoori jawɗi baali. Haruna e ɓikkoy mum njowa juuɗe dow hoore maari. 
EXO.29.16	Hirsu ndi, hoo'u ƴiiƴam maari, wiccu ɗam haa buttuli hirsirde nayi fuu. 
EXO.29.17	Ta'u njawdiri geɓe geɓe. Lootu teteki maari e kolce maari. Wallin ɗum dow geɓe maari e hoore maari. 
EXO.29.18	A wula njawdiri fuu dow hirsirde. Kanjum woni nguleteeŋga nga yiite nyaamata ɗum ngam Jawmiraawo, uureeŋgol belŋgol maaga fottanan Jawmiraawo
EXO.29.19	Nden hoo'u njawdiri ɗiɗawri. Haruna e ɓikkoy mum njowa juuɗe dow hoore maari. 
EXO.29.20	Hirsu ndi, hoo'u ƴiiƴam maari, waɗ ɗam haa deblekeere nofru nyaamru Haruna e ɓiɓɓe mum fuu. Non boo haa hoondu wordu juŋngo maɓɓe nyaamo e ndu kosŋgal maɓɓe nyaamal. Wiccu ƴiiƴam luttuɗam haa buttuli hirsirde fuu. 
EXO.29.21	Hoo'u ƴiiƴam ngonɗam dow hirsirde e nebbam cenirɗam, wiccu ɗam dow Haruna e limce muuɗum, wiccu ɗam boo dow ɓiɓɓe maako e limce maɓɓe. Bana non o senorto, kaŋko e limce maako, non boo ɓiɓɓe maako e limce maɓɓe.
EXO.29.22	Hoo'u ɓellere njawdiri e wicco e ɓellere suddunde teteki e ɓellere dow heŋre e ɓooƴe ɗiɗi fuu bee ɓellere wonnde dow maaje e daŋngo nyaamo ngam ɗum njawdiri ngam kalfitinki kuugal. 
EXO.29.23	Hoo'u boo tamseere woore e tamseere jiiɓaande bee nebbam woore e tamseere wettere woore haa silaawo tamseeje ɗe ufnaaka, jo'inaaŋgo yeeso Jawmiraawo. 
EXO.29.24	Wallin ɗum fuu dow juuɗe Haruna e juuɗe ɓiɓɓe mum, ɓe ɓaŋgta ɗum, ɓe lii'o ɗum yeeso Jawmiraawo. 
EXO.29.25	Nden hoo'u ɗum fahin haa juuɗe maɓɓe, a wula ɗum dow hirsirde, haa dow nguleteeŋga. Kanjum woni nguleteeŋga nga yiite nyaamata ɗum ngam Jawmiraawo, uureeŋgol belŋgol maaga fottanan Jawmiraawo.
EXO.29.26	Hoo'u biiwol njawdiri ndi kirsuɗa ngam halfingo Haruna kuugal mum. Ɓaŋgtu ngol, lii'a ngol yeeso Jawmiraawo. Ngol laato geɗal ma. 
EXO.29.27	Diga njawdiri ngam kalfitinki kuugal haa Haruna e ɓiɓɓe muuɗum, sen biiwol lii'aaŋgo e daŋngo ittaaŋgo ngam Jawmiraawo go. 
EXO.29.28	Ɗum laato geɗal Haruna e ɓikkoy mum bee farilla nduumiika haa Isra'iila'en, ngam ɗum dokkal ittaaŋgal. Dokkal man, Isra'iila'en itta ngal e kirseteeɗi muuɗum'en ngam kawtal bee Allah. Ɗum dokkal maɓɓe ittaaŋgal ngam Jawmiraawo.
EXO.29.29	Limce Haruna ceniiɗe laatano ɓikkoy mum ɓaawo maako, wakkati senugo e halfitinango ɓe kuugal maɓɓe. 
EXO.29.30	Ɓiɗɗo Haruna laatotooɗo limanjo ɓaawo baaba mum, ɓorno ɗe nyalɗe joweeɗiɗi, nden o nasta laymaaru fottirde ngam kuugal maako.
EXO.29.31	Hoo'u njawdiri ngam kalfitinki kuugal, a defa kusel maari haa nokkuure seniinde. 
EXO.29.32	Haruna e ɓikkoy mum nyaama kusel man e tamseeje gonɗe nder silaawo, ɓe nyaama ɗum haa dammugal laymaaru fottirde. 
EXO.29.33	Ɓe nyaama ko hirse ngam yaafuye hakkeeji maɓɓe wakkati halfitinango ɓe kuugal e senugo ɓe. Jananno nyaamataa ɗum, ngam ɗum cenaaɗum. 
EXO.29.34	To woodi ko lutti e kusel ngam kalfitinki kuugal e tamseeje man haa fajiri, sey a wula ɗum bee yiite. Ɗum nyaamataake, ngam ɗum cenaaɗum.
EXO.29.35	A waɗana Haruna e ɓikkoy mum fodde ko mi umri ma fuu. Waɗ juulde kalfitinki kuugal maɓɓe nyalɗe joweeɗiɗi. 
EXO.29.36	Nyalaade fuu lii'anam ngaari kalhaldi kirseteendi ngam ittugo hakke. Laɓɓin hirsirde bee lii'aago kirseteeŋga man ngam maare. Wuju nde bee nebbam ngam a sena nde. 
EXO.29.37	Nyalɗe joweeɗiɗi lii'anam kirseteeŋga yaafuye ngam hirsirde, a sena nde. Bana non hirsirde laatorto ɓurnde senaago. Ko meemata hirsirde fuu, senoto.”
EXO.29.38	“Ndaa ko a lii'anto yam dow hirsirde: Nyalaade fuu njawkoy ɗiɗoy koy nduuɓu. 
EXO.29.39	Lii'anam jawgel gootel fajiri, jawgel ɗiɗaɓel boo maŋngariba. 
EXO.29.40	Ɓesdu kuroori ɗiggundi agoda tati, njiiɓaandi bee nebbam jaytunje arɓaaɗe liitir gootel e inaboojam liitir gootel ngam dokkal dufeteeŋgal. Ɗum yahdan bee jawgel aranel. 
EXO.29.41	Lii'anam jawgel ɗiɗaɓel maŋngariba. Ɓesdu dow maagel dokkal nyaamdu e dokkal dufeteeŋgal bana fajiri. Kanjum woni kirseteeŋga nga yiite nyaamata ɗum ngam Jawmiraawo, uureeŋgol belŋgol maaga fottanan Jawmiraawo. 
EXO.29.42	Nguleteeŋga man tabita foroy nder gide mooɗon fuu, haa dammugal laymaaru fottirde yeeso Jawmiraawo, nokkuure nde mi fottata bee mooɗon, nde mi wolwante e muuɗum boo. 
EXO.29.43	Ton pottanmi bee Isra'iila'en, tedduŋgal am senan nokkuure man. 
EXO.29.44	Mi senan laymaaru fottirde e hirsirde, mi senan boo Haruna e ɓiɓɓe mum, ngam ɓe kuuwanammi kuugal limanku. 
EXO.29.45	Mi jooɗoto caka Isra'iila'en, mi laatoto Allah maɓɓe. 
EXO.29.46	Ɓe anndan min woni Jawmiraawo Allah maɓɓe, gurtinɗo ɓe lesdi Misra, haa mi jooɗo caka maɓɓe. Min woni Jawmiraawo Allah maɓɓe.”
EXO.30.1	“A waɗa gulduɗum uurle, bee leggal gawaral mbaarata ɗum. 
EXO.30.2	Njuutirka man reeta meetir e njaajirka maajum boo reeta meetir, waato marɗum tolɗi
EXO.30.3	Suddu ɗum bee kaŋŋeeri laaɓndi, dow maajum e buttuli maajum fuu e luwe maajum. Taarnu sera maajum bee fawne kaŋŋeeri. 
EXO.30.4	Waɗan ɗum kalagaaje kaŋŋeeri ɗiɗi ɗiɗi les fawne sera maajum. Waɗ ɗe haa buttuli maajum ɗiɗi, ɗe njogo cabbi ngam roondaago ɗum.
EXO.30.5	Waɗ cabbi go bee leggal gawaral, suddu ɗi bee kaŋŋeeri. 
EXO.30.6	Jo'in gulduɗum yeeso wiirndallo wonŋgo yeeso sundukru seedamku bee jooɗorde ngam kefergal, nokkuure haa pottanmi bee maaɗa. 
EXO.30.7	Haruna wula dow maajum uureteeɗum fajiri fuu, saa'i nde o mo'inta pittirlaaji, o wula ɗum. 
EXO.30.8	Non boo nde Haruna jamnata pittirlaaji maŋngariba fuu, o wula ɗum. O waɗa ɗum yeeso Jawmiraawo foroy, haa gide mooɗon fuu. 
EXO.30.9	Taa ngadde dow maajum uurle kaɗaaɗe malla guleteeɗi malla dokke nyaamdu. Taa ndufe dokke dufeteeɗe dow maajum boo. 
EXO.30.10	Hitaande fuu nde woore Haruna laɓɓina luwe gulduɗum bee ƴiiƴam kirseteeŋga ngam ittugo hakke. Hitaande fuu nde woore o waɗa ɗum, haa gide mooɗon fuu. Gulduɗum maajum woni ɓurɗum senaago ngam Jawmiraawo.”
EXO.30.11	Jawmiraawo wi'i Muusa: 
EXO.30.12	“To a ɗon lima Isra'iila'en fodde limeteeɓe maɓɓe, koo moy maɓɓe fuu hokka Jawmiraawo coottaari yoŋki muuɗum, ngam taa masiibo waɗa wakkati limki. 
EXO.30.13	Ndaa ko ɓe ndokkata: Koo moy nasti limaaɓe fuu reeta ceede cardi bee etirgal suudu seniindu, ɗum laato dokkal ngam Jawmiraawo
EXO.30.14	Koo moy nasti limaaɓe fuu mo duuɓi noogas haa ko ɓesdi, o hokka Jawmiraawo dokkal man. 
EXO.30.15	Diskuɗo ɓurnataa ɗum, talakaajo boo ŋakkintaa ɗum, saa'i ndokkoton Jawmiraawo dokkal ngam coottaari yoŋkiiji mooɗon. 
EXO.30.16	Hoo'u ceede coottaari man haa Isra'iila'en, huuwtinir ɗe ngam kuugal nder laymaaru fottirde. Ɗe ciftinoran Isra'iila'en yeeso Jawmiraawo ngam coottaari yoŋkiiji mooɗon.”
EXO.30.17	Fahin Jawmiraawo wi'i Muusa: 
EXO.30.18	“Waɗ daaro ngo njamndi mboɗeeri e jo'inirɗum maago ɗum njamndi mboɗeeri ngam laɓɓineeki. Jo'in ngo hakkunde laymaaru fottirde e hirsirde, loow ndiyam nder maago
EXO.30.19	Haruna e ɓikkoy mum lootira juuɗe e kosɗe muuɗum'en, 
EXO.30.20	hiddeko ɓe nasta laymaaru fottirde e ɓe ɓadito hirsirde ngam wulugo guleteeɗi ngam Jawmiraawo fuu, ngam taa ɓe maaya. 
EXO.30.21	Sey ɓe loota juuɗe maɓɓe e kosɗe maɓɓe, ngam taa ɓe maaya. Ɗum laatano ɓe farilla nduumiika, kamɓe e danygol maɓɓe haa gide maɓɓe fuu.”
EXO.30.22	Fahin Jawmiraawo wi'i Muusa: 
EXO.30.23	“Hoo'u uurle ɓurɗe uurugo: Uurdi baɗaadi kilo jowi e uurdi sinamon mbelndi reeta man, waato kilo ɗiɗi bee reeta e ƴommbal uurŋgal kilo ɗiɗi bee reeta 
EXO.30.24	e uurdi kassiya kilo jowi fodde etirgal suudu seniindu e nebbam jaytunje liitir nayi. 
EXO.30.25	Waɗ bee maajum nebbam cenirɗam, jillindiraaɗam uurle bana baɗoowo uurle jillirta ɗum. Ɗum laato nebbam cenirɗam. 
EXO.30.26	Huuwtinir ɗam ngam senugo laymaaru fottirde e sundukru seedamku 
EXO.30.27	e taabal bee kuuje maagal fuu e jo'inirɗum pittirlaaji bee kuuje maajum fuu e gulduɗum uurle 
EXO.30.28	e hirsirde e kuuje maare fuu e daaro bee jo'inirɗum maago. 
EXO.30.29	A sena ɗum fuu, ɗum laato ɓurɗum senaago. Koo ɗume meemi ɗum fuu, senoto. 
EXO.30.30	Ruf ɗam dow Haruna e ɓikkoy mum. Sen ɓe haa ɓe kuuwanammi kuugal limanku. 
EXO.30.31	Ɓaawoɗon a wi'a Isra'iila'en: Kanjum ɗum laatano on nebbam cenirɗam haa gide mooɗon fuu. 
EXO.30.32	Taa neɗɗo wujoro ɗam. Taa mbaɗe jillindiraaɗum feere irin maajam, ngam ɗam ceniiɗam, on camɗina ɗam ngam ɗam cenaaɗam. 
EXO.30.33	Koo moy jilli irin maajam malla hokki ɗam mo laataaki limanjo, o gurtinteeɗo diga jama'aare maako.”
EXO.30.34	Fahin Jawmiraawo wi'i Muusa: “Hoo'u uurle uurooje: Ɗacce sitakte e galbanum, non boo onika e uurle daneeje laaɓɗe. Ɗum fuu ɗum fota kal-kal. 
EXO.30.35	Waɗ bee maajum uurdi uureteendi, jillindiraaɗum bana baɗoowo uurle jillirta ɗum, lamminaaɗum bee mannda, laaɓɗum, ceniiɗum. 
EXO.30.36	Hoo'u haa maajum seɗɗa, ɗiggin ɗum. Jo'in ɗum yeeso sundukru seedamku nder laymaaru fottirde, haa nokkuure nde pottanmi bee maaɗa. Sey on camɗina ɗum, ngam ɗum ɓurɗum senaago. 
EXO.30.37	Uurdi uureteendi ndi mbaɗata ɗum, taa mbaɗane ko'e mooɗon irin maari. Ndi laatano on cenaandi ngam Jawmiraawo. 
EXO.30.38	Koo moy jilli irin maari ngam o luuɓno ndi, o gurtinteeɗo diga jama'aare maako.”
EXO.31.1	Fahin Jawmiraawo wi'i Muusa: 
EXO.31.2	“Heɗita mi suɓi Becaleel ɓii Uuri taaniraawo Huuru, mo lenyol Yahuuda. 
EXO.31.3	Mi hebbini mo Ruuhu am, bee hikma e faamu e anndal kuugal koo ngale fuu, 
EXO.31.4	haa o suurɗina kuuje, o huuwa kuuɗe kaŋŋeeri e cardi e njamndi mboɗeeri, 
EXO.31.5	o winnda dow kaa'e ngam takkugo, o seha leɗɗe, o timmina kuuɗe koo ɗeye fuu. 
EXO.31.6	Ndaa, mi hawtani mo Oholiyabu ɓii Ahisamak, mo lenyol Dan. Mi waɗi anndal nder ɓerɗe hakkilɓe woɗɓe boo, ngam haa ɓe mbaɗa ko mi umri ma fuu: 
EXO.31.7	Laymaaru fottirde e sundukru seedamku e jooɗorde ngam kefergal wonnde dow maaru e kuuje laymaaru fuu 
EXO.31.8	e taabal bee kuuje maagal fuu e jo'inirɗum pittirlaaji kaŋŋeeri laaɓndi bee kuuje maajum fuu e gulduɗum uurle 
EXO.31.9	e hirsirde bee kuuje maare fuu e daaro bee jo'inirɗum maago 
EXO.31.10	e limce dewal, waato limce ceniiɗe ngam Haruna, limanjo e limce ɓikkoy maako ngam kuugal limanku 
EXO.31.11	e nebbam cenirɗam e uureteeɗum belɗum ngam suudu seniindu. Ɓe mbaɗa koo ɗume fuu bana mi umri ma.”
EXO.31.12	Jawmiraawo wi'i Muusa: 
EXO.31.13	“Anndin Isra'iila'en umrooje ɗe'e: Sey on kakkilana nyalɗe ciwtorɗe am, ngam ɗe laati alaama hakkunde am bee mooɗon haa gide mooɗon fuu, ngam haa anndon min woni Jawmiraawo, cenoowo on. 
EXO.31.14	Kakkilane nyalaade siwtorde, ngam nde seniinde haa mooɗon. Koo moy soɓni nde, o mbareteeɗo. Koo moy huuwi kuugal nder maare, o gurtinteeɗo diga jama'aare maako, ɓe mbara mo. 
EXO.31.15	On kuuwa kuuɗe mooɗon nyalɗe joweego, ammaa nyalaade joweeɗiɗawre ɗum nyalaade siwtorde senaande ngam Jawmiraawo. Koo moy huuwi kuugal nder maare, o mbareteeɗo
EXO.31.16	Sey Isra'iila'en kakkilana nyalaade siwtorde, ɓe mbaɗa siwtorde haa gide maɓɓe fuu. Ngam ɗum alkawal duumiiŋgal. 
EXO.31.17	Nyalaade siwtorde laati alaama hakkunde am e Isra'iila'en haa foroy. Ngam nder nyalɗe joweego min Jawmiraawo mi tagi asamanji e lesdi, ammaa nyannde joweeɗiɗawre mi siwti, mi foofti.
EXO.31.18	Nde Jawmiraawo timmini wolwango Muusa dow hooseere Sina, o hokki mo alluhaaje seedamku ɗiɗi, ɗe alluhaaje kaa'e binndaaɗe bee hoondu Allah.
EXO.32.1	Nde Isra'iila'en ndaari Muusa neeɓi, jippaaki diga hooseere, ɓe kawti haa Haruna, ɓe mbi'i mo: “Umma, waɗan min ɗowanteeɓe ardotooɓe min! Ngam Muusa, goɗɗo gurtinɗo min lesdi Misra oo, min anndaa ko waɗi mo
EXO.32.2	Haruna wi'i ɓe: “Itte yerihon kaŋŋeeri rewɓe mon e ɓikkoy mon, ngaddaneeɗam kon!” 
EXO.32.3	Ɓe itti yerihon kaŋŋeeri man, ɓe ngaddani kon Haruna. 
EXO.32.4	O jaɓi kon haa juuɗe maɓɓe, o diidi misaalu bee binndirgol, o ɓolini kaŋŋeeri go, o waɗi gaggel fodde misaalu oo. Yimɓe mbi'i: “Yimɓe ummaatoore Isra'iila, kanjum woni ɗowanteeɗo mon, gurtinɗo on lesdi Misra
EXO.32.5	Nde Haruna yi'i ɗum, o mahi hirsirde yeeso maagel. Nden o wooyni: “Jaŋngo woni juulde ngam Jawmiraawo!” 
EXO.32.6	Jaŋngo maajum ɓe ndawi cub, ɓe lii'i guleteeɗi, ɓe mbaɗi kirseteeɗi ngam kawtal. Yimɓe fuu njooɗi, ɗon nyaama, ɗon njara. Nden ɓe ummi haa ɓe pija
EXO.32.7	Jawmiraawo wi'i Muusa: “Umma, jippa hooseere! Ngam yimɓe ma ɓe ngurtinɗa lesdi Misra, ɓe mbonniti. 
EXO.32.8	Law ɓe celi laawol ngol umrumi ɓe. Ɓe mbaɗani ko'e maɓɓe gaggel ɓolinaaŋgel. Ɓe cujidani ngel, ɓe lii'ani ngel kirseteeɗi, ɓe mbi'i: Ummaatoore Isra'iila'en, kanjum woni ɗowanteeɗo mon, gurtinɗo on lesdi Misra
EXO.32.9	Jawmiraawo wi'i Muusa: “Mi yi'i yimɓe ɓe'e, ɓe saata-ko'e'en. 
EXO.32.10	Kadi accam jonta, haa tikkere am saata dow maɓɓe, mi halka ɓe! Ammaa an, mi laatinte ummaatoore mawnde.” 
EXO.32.11	Muusa tori Jawmiraawo Allah mum: “Yaa Jawmiraawo, ngam ɗume tikkere ma saatata dow yimɓe ma ɓe ngurtinɗa lesdi Misra bee baawɗe mawɗe e juŋngo semmbiɗŋgo? 
EXO.32.12	To a waɗi bana nii, Misra'en mbi'an: O wurtini ɓe ngam sarru, Jawmiraawo wurtini ɓe ngam mbarugo ɓe dow kooseeje e nattingo ɓe diga lesdi. Waylita e caatal tikkere ma, faasitit ukkango yimɓe ma sarru. 
EXO.32.13	Siftor Ibrahiima e Isiyaaku e Isra'iila, jaggiiɓe ma. Kamɓe, a hunorani ɓe hoore ma, a wi'i ɓe: Mi ɗuɗɗinan danygol mooɗon bana koode asama. Lesdi ndi'i fuu ndi kuniimi hokkugo on, mi hokkan ndi danygol mooɗon maral haa foroy
EXO.32.14	Jawmiraawo faasiti ukkugo sarru ngu o wi'no o ukkan dow yimɓe maako
EXO.32.15	Muusa wayliti, jippi diga hooseere. Alluhaaje seedamku ɗiɗi ɗon haa juŋngo maako. Ɗe binndaaɗe dow bakeeje maaje ɗiɗi fuu, yeeso e ɓaawo. 
EXO.32.16	Alluhaaje ɗe'e, Allah waɗi ɗe. Binndol ngo'ol boo, Allah winndi ngol dow maaje.
EXO.32.17	Yosuwa nani hoolo ummaatoore. O wi'i: “Haraka konu ɗon nder saŋngeere.” 
EXO.32.18	Muusa wi'i: “Naa ɗum hoolo jaalorgal, naa ɗum gookaali jaaleeki boo. Mi ɗon nana hoolo gimi.” 
EXO.32.19	Nde o ɓaditi saŋngeere, o yi'i gaggel go e gamarle. Tikkere Muusa saati, o sakkini alluhaaje haa juuɗe maako go, o fusi ɗe les hooseere. 
EXO.32.20	O hoo'i gaggel ngel ɓe mbaɗi, o wuli ngel bee yiite, o nami ngel haa ngel laati bana kuroori. O ukki ɗum nder ndiyam, o yarni ɗum Isra'iila'en.
EXO.32.21	Muusa ƴami Haruna: “Ɗume ummaatoore nde'e waɗi ma haa ngadduɗa hakkewol maŋngol ngo'ol dow maɓɓe?” 
EXO.32.22	Haruna jaabi: “Jaagorɗo am, taa tikkere ma saata! A anndi no yimɓe ɓe'e mbonnori. 
EXO.32.23	Ɓe mbi'i yam: Waɗan min ɗowanteeɓe ardotooɓe min. Ngam Muusa, goɗɗo gurtinɗo min lesdi Misra oo, min anndaa ko waɗi mo. 
EXO.32.24	Mbi'mi ɓe: Koo moy marɗo kaŋŋeeri, itta ndi. Ɓe ndokki yam ndi. Mi ɓolini ndi nder yiite, gaggel nge'el wurti.”
EXO.32.25	Muusa laari ummaatoore nde'e ɗon nder jiiɓre, o laari boo no Haruna acciri nde nder jiiɓre. Joonde nde'e waddani ummaatoore jancoore caka konne'en maare. 
EXO.32.26	Muusa dari haa dammugal saŋngeere, wi'i: “Tokkiiɗo Jawmiraawo fuu wara haa am!” Lewi'en fuu mooɓi haa maako. 
EXO.32.27	O wi'i ɓe: “Ndaa nii Jawmiraawo Allah Isra'iila wi'i: Koo moy fuu wakko kaafahi muuɗum. Caale caka saŋngeere diga dammugal haa dammugal, lore. Koo moy mbara deerɗiraawo mum e soobaajo muuɗum e keeddiɗɗiraawo mum!” 
EXO.32.28	Lewi'en mbaɗi fodde umroore Muusa. Nyalaade man, worɓe ko dillani ujine tato maayi. 
EXO.32.29	Muusa wi'i Lewi'en: “Hannde on nasti kuugal ngam Jawmiraawo, koo moy mooɗon mbari ɓiŋngel mum e deerɗiraawo mum. Ngam maajum Jawmiraawo barkiɗina on.”
EXO.32.30	Jaŋngo maajum Muusa wi'i yimɓe ummaatoore: “On mbaɗi hakkewol maŋngol! Mi loroto dow hooseere jonta haa Jawmiraawo, teema mi heɓana on yaafuye hakke mooɗon.” 
EXO.32.31	Muusa lorti haa Jawmiraawo, wi'i mo: “Kayto, yimɓe ɓe'e mbaɗi hakkewol maŋngol! Ɓe mbaɗani ko'e maɓɓe ɗowanteeɗo
EXO.32.32	Ammaa jonta, yaafa hakke maɓɓe! To naa non, ittu innde am diga deftere nde mbinnduɗa
EXO.32.33	Jawmiraawo wi'i Muusa: “Baɗɗo hakke dow am fuu, innde maako ittanmi nder deftere am. 
EXO.32.34	Yah jonta, yahru ummaatoore haa nokkuure nde mbi'maami. Anndu, malaa'ikaajo am ardoto yeeso ma. Ammaa nyalaade kiita am mi hiitoto ɓe ngam hakke maɓɓe.”
EXO.32.35	Jawmiraawo hiiti Isra'iila'en ngam ɓe mbi'i Haruna waɗana ɓe gaggel, kaŋko boo o waɗani ɓe ngel.
EXO.33.1	Jawmiraawo wi'i Muusa: “Umma, dillu accu nokkuure nde'e, an e yimɓe ɓe ngurtinɗa lesdi Misra. Yah nder lesdi ndi kunaniimi Ibrahiima e Isiyaaku e Yaakubu, mi bi'ɗo: Mi hokkan ndi danygol ma
EXO.33.2	Mi nelan malaa'ikaajo haa yeeso maaɗa, mi riiwan Kanaani'en e Amoori'en e Heti'en e Perezzi'en e Hewi'en e Yebusi'en. 
EXO.33.3	Ɗum lesdi keewndi kosam e njumri. Ammaa min mi yahdataa bee mooɗon, ngam taa mi nattina on haa laawol, ngam on yimɓe saata-ko'e'en.” 
EXO.33.4	Nde yimɓe nani koŋngol kalluŋgol ngo'ol, ɓe mboyi, walaa koo gooto ɓorni fawne muuɗum.
EXO.33.5	Nden Jawmiraawo wi'i Muusa: “Yeccu Isra'iila'en: Onon on yimɓe saata-ko'e'en. To mi yahdi bee mooɗon wakkati bana ma'annde yiitere tan, fakat mi nattinan on. Jonta, ɓorte fawne mooɗon. Nden kam mi anndan ko mbaɗanmi on.” 
EXO.33.6	Isra'iila'en itti fawne muuɗum'en haa hooseere Horeb, ɓe meetaay ɓornaago ɗe.
EXO.33.7	Muusa hoo'i laymaaru, darni ndu yaasi saŋngeere, daayiiɗum seɗɗa. O inndi ndu laymaaru fottirde. Koo moy ƴamanɗo muuyo Jawmiraawo wurto saŋngeere, yaha haa laymaaru fottirde man. 
EXO.33.8	Koo ndey Muusa wurti, yehi haa laymaaru, yimɓe fuu ummi, koo moy dari haa dammugal laymaaru muuɗum. Ɓe ndaari ɓaawo Muusa haa o nasti laymaaru. 
EXO.33.9	Koo ndey Muusa nasti ndu fuu, ruulde nanndunde bee daŋraŋgal go jippo, daro haa dammugal laymaaru, Jawmiraawo boo wolida bee Muusa. 
EXO.33.10	Nde Isra'iila'en fuu ngi'i ruulde ɗon dari haa dammugal maaru, ɓe ummi, ɓe cujidi, koo moy fuu haa dammugal laymaaru muuɗum. 
EXO.33.11	Jawmiraawo wolidi bee Muusa hunnduko bee hunnduko, bana goɗɗo wolwirta bee soobaajo muuɗum. Nden Muusa lorti haa saŋngeere. Ammaa derkeejo, jaggiiɗo maako Yosuwa ɓii Nuuna jooɗi tum nder laymaaru fottirde.
EXO.33.12	Muusa wi'i Jawmiraawo: “Ndaa, a umri yam mi ɗowa ummaatoore nde'e. Ammaa a anndinaay yam moy a nelata ngam wallugo yam. A wi'i boo: Mi anndi ma bee innde ma, mi yerdake ma. 
EXO.33.13	Kadi, to a yerdake yam, anndinam laabi ma, haa mi heɓa anndugo ma, an boo a tokko yerdaago yam. Laar ummaatoore nde'e boo, ɗum yimɓe ma!” 
EXO.33.14	Jawmiraawo wi'i mo: “Mi yahdan bee ma, mi hokkete siwtaare.” 
EXO.33.15	Muusa wi'i: “To a yahdataa bee amin, taa sottin min diga ɗo! 
EXO.33.16	Noy goɗɗo anndirta a yerdake min, min e ummaatoore ma fuu? Sonaa to a yahdi bee amin, nden kam min peerdindiran bee ummaatooje duniyaaru fuu.” 
EXO.33.17	Jawmiraawo wi'i Muusa: “Mi waɗan bana mbi'ɗa, ngam mi yerdake ma, mi anndi ma booɗɗum.”
EXO.33.18	Muusa wi'i mo: “Yi'nam tedduŋgal ma!” 
EXO.33.19	Nden Jawmiraawo wi'i: “Mi saaloto yeeso ma, mi hollete mbooɗeeŋga am fuu, mi wooynan innde am: Jawmiraawo yeeso ma. Mi enɗan mo enɗanmi, mi hinnoto mo kinnotoomi
EXO.33.20	O ɓesdi wi'ugo: “A waawataa yi'ugo yeeso am, ngam walaa neɗɗo gi'anɗo yeeso am nden o yeeɗa.” 
EXO.33.21	Jawmiraawo wi'i: “Ndaa, woodi nokkuure baŋnge am, dara ton dow tapaare. 
EXO.33.22	To mi ɗon waŋgina tedduŋgal am wakkati mi ɗon saalo, mi suuɗete nder luggere tapaare, mi wiirnete bee newre am, sey to mi saalake. 
EXO.33.23	Nden mi ittan newre am, a yi'an ɓaawo am, ammaa yeeso am yi'ataake!”
EXO.34.1	Jawmiraawo wi'i Muusa: “Sehu alluhaaje kaa'e ɗiɗi bana aranndeeje go. Mi winndan dow maaje bolle gonnooɗe dow aranndeeje ɗe pusɗa. 
EXO.34.2	Taaskana jaŋngo fajiri. Nden fajiri a wa'a dow hooseere Sina, dara ton yeeso am haa yeereere hooseere. 
EXO.34.3	Taa goɗɗo wa'oda bee ma, taa koo gooto yi'e dow hooseere fuu. Koo dammooji e na'i boo, taa ɗi ndura les hooseere nde'e.” 
EXO.34.4	Muusa sehi alluhaaje kaa'e ɗiɗi bana aranndeeje. Jaŋngo maajum o dawi cub, o wa'i dow hooseere Sina bana Jawmiraawo umri mo. O hoo'i alluhaaje kaa'e ɗiɗi go haa juŋngo.
EXO.34.5	Jawmiraawo jippi nder ruulde, dari kommbi maako. O ewni innde Jawmiraawo. 
