GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
DEU.21.23	taa ndu lutta haa maagal haa jaŋngo fajiri. Sey on uwa mo nyalaade man, ngam naaloore Allah ɗon dow koo moy ɓilaaɗo haa leggal. Uwe maayɗo oo ngam taa on coɓna lesdi ndi Jawmiraawo, Allah mooɗon hokkata on, maron
DEU.22.1	To a yi'i nagge deerɗiraawo ma malla ndammoowa maako eeri, sey a suklano ɗum, a lornana mo ɗum. 
DEU.22.2	Ammaa to marɗo ɗum daayi bee maaɗa malla a anndaa mo, nden kam a hoora ɗum haa saare ma. To o wari ɗaɓɓitugo ɗum, hokkitit mo ɗum. 
DEU.22.3	Sey a waɗa bana non boo, to a tawi wamnde malla limce malla koo ɗume ko majjiri deerɗiraawo ma, taa waɗ bana a yi'aay ɗum.
DEU.22.4	To wamnde goɗɗo lenyol ma malla nagge maako do'ake haa laawol, sey a suklano ɗum, a walla mo ummingo ɗum
DEU.22.5	Taa rewɓe ɓorno limce worɓe, taa worɓe boo ɓorno limce rewɓe. Baɗɗo ɗum o nyidduɗo haa Jawmiraawo, Allah mooɗon.
DEU.22.6	To a tawi saɓɓo colli dow lekki malla dow lesdi, daada ɗon woofi dow geeraaɗe malla ɗon wondi bee ɓikkoy muuɗum, taa hoocu daada. 
DEU.22.7	Hoo'u ɓikkoy, a acca daada fiira, ngam haa a heɓa hayru, balɗe ma njuutan.
DEU.22.8	To a nyiɓi soorowol kesol, sey a waɗa faddorde haa sera mbippu maagol. Ngam taa goɗɗo do'o diga ton, nden ɓe njowane aybe ƴiiƴam maako.
DEU.22.9	Taa aaw aawdi ngoɗndi caka inabooje haa ngesa ma. To a waɗi ɗum, ko aawɗa maajum e inabooje fuu laatoto cenaaɗum ngam Allah.
DEU.22.10	Taa hawtu ngaari bee wamnde ngam ndemri.
DEU.22.11	Taa ɓorna limce kuuwraaɗe bee kuuje ɗiɗi, waato gaasa baali e hottollo
DEU.22.12	Nyootu bukki dow seɓattooji nayi haa suddaare nde a suddorto
DEU.22.13	Teema goɗɗo te'an debbo, waaldan bee maako, nden o wanya mo. 
DEU.22.14	O aybinan mo, o hallinan innde maako, o wi'an: Mi te'i paanyo debbo oo, mi nasti haa maako. Tawmi, o meeɗino gorko. 
DEU.22.15	To bana nii, saaro'en paanyo debbo koo'a wuurre saɓɓaare hollannde alaama budurwaaku, ɓe kolla ɗum ndotti'en haa dammugal berniwol haa nokkuure kiita. 
DEU.22.16	Baaba debbo wi'a ɓe: Mi te'ni ɓiŋngel am haa gorko oo. Jonta o wanyi mo. 
DEU.22.17	O aybini mo, o wi'i: Mi tawaay alaamaaji budurwaaku haa ɓiŋngel ma. Ammaa ndaa ɗo woni alaamaaji budurwaaku ɓiŋngel am. Nden ɓe mbe'ita wuurre saɓɓaare go yeeso ndotti'en berniwol. 
DEU.22.18	Ndotti'en berniwol koo'a gorko go, ɓocca mo. 
DEU.22.19	Ɓe njoɓna mo biikiire ceede cardi teemerre, ngam o hallini innde paanyo Isra'iilaajo. Ɓe ndokka baaba paanyo debbo ceede man. Ammaa debbo jooɗodo bee gorum. Gorko seerataa mo, haa fodde balɗe maako.
DEU.22.20	Ammaa to wullaandu man gooŋɗi, ɓe tawaay alaamaaji budurwaaku paanyo debbo man, 
DEU.22.21	nden ɓe ngurtina mo haa yolnde saare baaba maako. Worɓe berniwol maako piɗa mo bee kaa'e haa o maaya, ngam o waɗi nyidduɗum nder Isra'iila bee waɗugo njeenu haa saare baaba maako. Bana non ittirton halleende irin nde'e nder Isra'iila.
DEU.22.22	To ɓe tawi goɗɗo mo waaldi bee debbo te'aaɗo, ɓe ɗiɗo fuu ɓe mbareteeɓe. Bana non ittirton halleende irin nde'e nder Isra'iila.
DEU.22.23	To goɗɗo fotti bee paanyo muuyaaɗo goɗɗo nder berniwol, waaldi bee muuɗum, 
DEU.22.24	on ngurtina ɓe ɗiɗo fuu yaasi haa dammugal berniwol, on piɗa ɓe bee kaa'e haa ɓe maaya. Paanyo debbo maaya ngam o wookaay haa yimɓe nana. Gorko boo maaya ngam o waaldi bee muuyaaɗo gorko feere. Bana non ittirton halleende irin nde'e caka mooɗon.
DEU.22.25	Ammaa to goɗɗo fotti bee paanyo debbo muuyaaɗo haa yaasi berniwol, naŋngi mo, waaldi bee maako, nden kam gorko baalduɗo bee maako feere mum maayata. 
DEU.22.26	Walaa ko mbaɗoton paanyo debbo, ngam o waɗaay aybewol ngol he'i kiita mbareego. Ɗum laati bana to goɗɗo ummanake keeddiɗɗum, mbari ɗum. 
DEU.22.27	Ngam gorko oo naŋngi paanyo haa yaasi. Paanyo debbo muuyaaɗo go wooki, ammaa kisnoowo mo walaa.
DEU.22.28	Teema ɓe tawan goɗɗo pottuɗo bee paanyo debbo, budurwaajo, muuyaaka boo. O naŋngi mo, o waaldi bee maako. 
DEU.22.29	Nden kam sey o yoɓa baaba paanyo debbo man sadaaki, ceede cardi cappanɗe jowi. Paanyo boo laato debbo maako, ngam o dooli mo waaldugo bee maako. O seerataa mo haa fodde balɗe maako fuu
DEU.23.1	“Taa goɗɗo waalda bee debbo baaba mum. Taa o toska baaba maako bee waɗugo kalluɗum ɗu'um
DEU.23.2	“Walaa gorko cortaaɗo malla mo jakari mum ta'a, nastata mooɓtorde yimɓe Jawmiraawo.
DEU.23.3	Walaa njaaluujo malla danygol maako, koo nder yidere sappoore boo, nastata mooɓtorde yimɓe Jawmiraawo.
DEU.23.4	Walaa Ammooniijo malla Mo'abiijo malla danygol maɓɓe, koo nder yidere sappoore boo, nastata mooɓtorde yimɓe Jawmiraawo haa foroy. 
DEU.23.5	Ngam saa'i on ngurtino lesdi Misra, ɓe mballitaay on bee nyaamdu e ndiyam dow laawol. Ɓe njoɓi Balaama ɓii Be'or, goɗɗo Petor nder Mesopotamiya, ngam o naala on
DEU.23.6	Ammaa Jawmiraawo, Allah mooɗon nananaay Balaama. O wartiri naaloore man barka, ngam Jawmiraawo, Allah mooɗon yiɗi on
DEU.23.7	Saa'i ummaatoore mon ɗon, taa on ɗaɓɓita hayru e salaaman maɓɓe sam.
DEU.23.8	Taa njawe Edoomi'en, ngam ɓe banndiraaɓe mon. Taa njawe Misra'en boo, ngam on hoɗɓeno nder lesdi maɓɓe. 
DEU.23.9	Ɓiɓɓe maɓɓe nder yidere tataɓre keɓan nastugo mooɓtorde yimɓe Jawmiraawo.”
DEU.23.10	“To on ngurtake, on mbaɗi saŋngeere haɓugo bee konne'en mooɗon, ndeente, taa on kuuwa cemtuɗum. 
DEU.23.11	To goɗɗo mon soɓi bee koyɗitaaki jemma, nden kam o wurto saŋngeere, o jooɗo yaasi saŋngeere. 
DEU.23.12	To kiikiiɗe waɗi, o yiiwo, ɓaawo mutki naaŋge, o lorto nder saŋngeere.
DEU.23.13	Mbaɗe nokkuure ngam widdoyaago haa yaasi saŋngeere mon. 
DEU.23.14	Koo moy mooɗon mara gasirgal caka kuuje mum. To o dilli haaje maako, sey o wasa ngaska, o uwa coofe maako. 
DEU.23.15	Jawmiraawo, Allah mooɗon ɗon wondi bee mooɗon nder saŋngeere, ngam o hisna on, o hokka on konne'en wonɓe yeeso mon. Ngam maajum sey on cena saŋngeere mooɗon. Taa Jawmiraawo yi'a huunde semtinannde caka mooɗon, ngam taa o waylito, o acca on.”
DEU.23.16	“To maccuɗo doggi jawmum, wari haa mooɗon ngam o hisa, taa lorne mo haa jawmiiko. 
DEU.23.17	Sey o jooɗo caka mooɗon, haa nokkuure nde o suɓi caka nokkuuje berniwol mooɗon. Taa ɓille mo.
DEU.23.18	Taa Isra'iilaajo, gorko malla debbo, laato daakaareejo bee rewugo lawru
DEU.23.19	Taa nastine caahu ngeenaari njeenu nder suudu Jawmiraawo, Allah mooɗon ngam yoɓugo 
DEU.23.20	Taa ndokke Isra'iilaajo nyamaande bee ndiyam, koo ceede koo nyaamdu koo huunde woɗnde. 
DEU.23.21	Sey jananno ndokkoton nyamaande bee ndiyam, ammaa naa goɗɗo lenyol mon. Ɗowtane umroore nde'e. Nden kam Jawmiraawo, Allah mooɗon barkiɗinan kuuɗe mon fuu nder lesdi ndi maroton
DEU.23.22	To on toganake Jawmiraawo, Allah mooɗon togayeere, kebbine ɗum law. Ngam Jawmiraawo ƴamtan ɗum. To on kebbinaay nde, ɗum laatoto aybe dow mooɗon
DEU.23.23	To on togaaki togayeere, naa ɗum aybe. 
DEU.23.24	Ammaa ko on togani Jawmiraawo, Allah mooɗon bee kunnduɗe mon, bee ngiɗa mooɗon, sey on kakkilana ɗum, on kebbitina ɗum.
DEU.23.25	To a ɗon waanca nder ngesa inabooje keeddiɗɗa, a nyaaman haa a haara to a yiɗi. Ammaa taa waatu nder silaawo ma kam. 
DEU.23.26	Bana non boo, to a ɗon waanca nder ngesa alkamaari maako, to a yiɗi, a ittan cammeeje bee juŋngo kam. Ammaa taa ta'u bee wafdu.”
DEU.24.1	To goɗɗo te'i debbo, nden o wanyi mo ngam o tawi goɗɗum cemtuɗum haa maako. Nden kam o winndana mo ɗereewol ceergal, o hokka mo ngol, o wurtina mo saare maako
DEU.24.2	Debbo oo wurto saare maako, o dilla gorko feere te'a mo. 
DEU.24.3	Ammaa kaŋko boo, to o wanyi mo, o winndana mo ɗereewol ceergal, o hokka mo ngol, o wurtina mo saare maako. Malla to gorko ɗiɗaɓo oo maayi, 
DEU.24.4	nden kam, goriiko arano ceerunooɗo mo waawataa wartirgo mo haa o laato debbo maako ɓaawo o laari mo bana coɓɗo, ɗum nyidduɗum haa yeeso Jawmiraawo. Taa on mbaɗa hakke dow lesdi ndi Jawmiraawo, Allah mooɗon hokkata on ngam maron.
DEU.24.5	To goɗɗo te'i debbo, duuraay tawon, taa o nasta jama'aare konu, taa on njowana mo kuugal koo ngale. Acce mo o jooɗo bee debbo maako haa saare hitaande woore, o seyna debbo maako mo o ɓaŋgi.
DEU.24.6	Taa hoocu namrude koo ɓiŋgerre ngam jeŋngina
DEU.24.7	To a tawi goɗɗo wujji gooto caka banndiraaɓe mum Isra'iila'en, macciɗini ɗum malla soorri ɗum, nden kam o mbareteeɗo. Bana non ittirton halleende nde'e caka mooɗon
DEU.24.8	Kakkilane nyawu saɗawre, on mbaɗa ko liman'en Lewi'en ekkitinta on bana umrumi ɓe
DEU.24.9	Ciftore ko Jawmiraawo, Allah mooɗon waɗi Mariyama dow laawol, yaake on ngurti lesdi Misra
DEU.24.10	To a hokki keeddiɗɗa nyamaande, taa nastu suudu maako ngam hoocugo limce maako jeŋngina. 
DEU.24.11	Dara haa yaasi, mo a hokki nyamaande go, waddane ɗum haa yaasi. 
DEU.24.12	To o talakaajo, taa jogita jeŋngina maako haa jaŋngo. 
DEU.24.13	Sey a hokkita mo ɗum saa'i naaŋge ɗon muta, haa o waalo, o suddoro. Nden kam o barkiɗinte, a laatoto adiliijo yeeso Jawmiraawo, Allah maaɗa.
DEU.24.14	Taa toonya talakaajo kuuwanɗo ngam ngeenaari, koo o banndiraawo ma malla o jananno nder lesdi mon, jooɗiiɗo nder gootol berniwol mon. 
DEU.24.15	Nyalaade fuu hokku mo ngeenaari maako hiddeko naaŋge muta. Ngam o woodi haaje ngeenaari man masin. To a yoɓaay mo, o wulloto ma haa Jawmiraawo, an boo ɗum laatanto ma hakke.
DEU.24.16	Taa baabiraaɓe mbare daliila hakkeeji ɓikkoy muuɗum'en. Taa ɓikkoy boo mbare daliila hakkeeji baabiraaɓe muuɗum'en. Ammaa koo moy mbare ngam hakkeeji mum
DEU.24.17	Taa cottine gooŋga jananno malla atiimeejo yeeso kiita. Taa kooce limce debbo jurumɗo jeŋngina. 
DEU.24.18	Sey on ciftora no onon boo on laatino maccuɓe haa Misra. Ammaa Jawmiraawo, Allah mooɗon rimɗini on diga ton. Ngam maajum umrumi on huuwugo fodde wolde nde'e.
DEU.24.19	To on ɗon coda ngesa mon, to on ngejjiti cammeeje goɗɗe haa ngesa, taa lorte ngam suɓtugo ɗe. Accane ɗe hoɗɓe jananɓe e atiime'en e rewɓe yurumɓe. Nden kam Jawmiraawo, Allah mooɗon barkiɗinan kuuɗe mon fuu. 
DEU.24.20	To on ɗon teɓa jaytunje mon, taa lorte ngam suɓtugo caamɗe ɓaawo mooɗon. Accane ɗe hoɗɓe jananɓe e atiime'en e rewɓe yurumɓe. 
DEU.24.21	To on ɗon teɓa inabooje mon boo, taa lorte suɓtugo luttuɗe. Accane ɗe hoɗɓe jananɓe e atiime'en e rewɓe yurumɓe
DEU.24.22	Taa ngejjite, onon bee ko'e mon naane on laatino maccuɓe haa Misra. Ngam maajum umrumi on huuwugo fodde wolde nde'e.
DEU.25.1	To jokkirgol ummake hakkunde yimɓe, ɓe njehi yeeso kiita, hiitooɓe kiito ɓe, ɓe ngooŋɗina gooŋgaajo, ɓe aybina kalluɗo. 
DEU.25.2	To ɓe kiitake kalluɗo oo kiita ɓocceego, nden kam kiitoowo wallina mo haa lesdi, ɓe ɓocca mo yeeso maako deydey aybe maako. 
DEU.25.3	Ɓe ɓocca mo ɓocci cappanɗe nayi, taa ɓura, ngam taa o yawna banndiraawo maako yeeso yimɓe
DEU.25.4	Taa mbaɗane ngaari corɓoori
DEU.25.5	To deerɗiraaɓe ɗiɗo ɗon njooɗodi saare woore, gooto maɓɓe maayi, danyaay, taa debbo maayɗo oo te'e haa goɗɗo feere. Eekiiko te'a mo teegal eekiraagu. 
DEU.25.6	Mbaɗe ɓiɗɗo afo debbo oo bana ɓii maayɗo, ngam taa innde maayɗo oo wile diga Isra'iila
DEU.25.7	Ammaa to gorko oo yiɗaa te'ugo mo, nden kam debbo yaha haa ndotti'en haa dammugal berniwol, wi'a ɓe: Eekam yiɗaa haɓɓugo teegal eekiraawal, o sali waɗango deerɗiiko danygol ngam haa innde maako lutta nder Isra'iila. 
DEU.25.8	Nden ndotti'en berniwol gorko oo ewno mo, mbolwana mo. To o salake te'ugo mo, 
DEU.25.9	nden kam debbo oo ɓadito mo yeeso ndotti'en, faɗɗita mo faɗo wooto, tuuta mo tuuɗe haa yeeso, o wi'a: Ndaa ko laatanto gorko mo sali waɗango deerɗum danygol. 
DEU.25.10	Innde maako nder Isra'iila laato saare paɗɗitaaɗo faɗo
DEU.25.11	To deerɗiraaɓe ɗon kaɓa, debbo gooto maɓɓe ɓaditi ngam hisnugo gorum diga juŋngo piyanɗo mo, to o naŋngi les oya, 
DEU.25.12	nden kam ta'e juŋngo maako. Taa enɗe mo.
DEU.25.13	Taa njoge kaa'e awnorɗum, hoynde e teddunde feere feere ɗiɗi nder boorooji mooɗon. 
DEU.25.14	Taa mare nder ci'e mon muudoore mawnde e famarde. 
DEU.25.15	Sey on mara hayre heƴnde e gooŋɗunde. Non boo muudoore, nde laato heƴnde e gooŋɗunde, ngam haa balɗe mon njuuta nder lesdi ndi Jawmiraawo, Allah mooɗon hokkata on. 
DEU.25.16	Ngam waɗooɓe rikici bee awnorɗum e poondirɗum, ɓe nyidduɓe haa yeeso Jawmiraawo, Allah mooɗon
DEU.25.17	Ciftore ko Amaleki'en mbaɗi on dow laawol saa'i ngurtiiɗon lesdi Misra. 
DEU.25.18	Ɓe ukkani on gal ɓaawo, wakkati on somɓe, on tampuɓe, ɓe mbari sakkitiiɓe mon tampuɓe fuu. Ɓe kulaay Allah. 
DEU.25.19	To Jawmiraawo, Allah mooɗon marni on lesdi, hokki on siwtaare diga konne'en mon taariiɓe lesdi ndi o hokki on ngam nyaamon, maron ndi fuu, on nattina Amaleki'en, ngam taa goɗɗo siftora inɗe maɓɓe haa duniyaaru. Taa ngejjite ɗum
DEU.26.1	“To on nasti lesdi ndi Jawmiraawo, Allah mooɗon hokkata on, to on mari ndi, on ɗon njooɗi nder maari, 
DEU.26.2	nden kam koo moy mon hoo'a yeɓre haa ko o aartata sodugo haa ngesa maako. O waata ɗum nder silaawo, o yahra haa nokkuure nde Jawmiraawo, Allah mooɗon suɓata ngam innde muuɗum wona ton
DEU.26.3	O yaha haa limanjo nyalɗe maajum, o wi'a mo: Mi ɗon anndina Jawmiraawo, Allah maaɗa hannde, mi nasti nder lesdi ndi o hunani kaakiraaɓe meeɗen o hokkan en. 
DEU.26.4	Limanjo jaɓa silaawo man, o jo'ina ngo yeeso hirsirde Jawmiraawo, Allah mooɗon.
DEU.26.5	Nden mbolwe bolle ɗe'e ton yeeso Jawmiraawo, Allah mooɗon: Kaaka am Yaakubu o Aramiijo eggi-egginoowo. O yehi lesdi Misra, o hoɗi ton bee yimɓe saare maako seɗɗa. Ammaa haa ton ɓe laati ummaatoore mawnde, semmbiɗnde e ɗuuɗnde. 
DEU.26.6	Misra'en toonyi en, ɓilli en, kuuwni en kuugal caatuŋgal. 
DEU.26.7	Nden en mboyani Jawmiraawo Allah kaakiraaɓe meeɗen. Kaŋko boo o nani bojji men, o yi'i bone men e torra men e ɓillaare meeɗen. 
DEU.26.8	O wurtini en diga lesdi Misra bee juŋngo semmbiɗŋgo, fortaaŋgo. O huuwi kuuje kulniiɗe mawɗe e alaamaaji e kaayeefiiji. 
DEU.26.9	O waddi en haa nokkuure nde'e, o hokki en lesdi keewndi kosam e njumri. 
DEU.26.10	Jonta ndaa mi waddi ko aarti ɓenndugo haa lesdi ndi'i, an Jawmiraawo a hokki yam.
DEU.26.10	Nden njo'ine ɗum yeeso Jawmiraawo, Allah mooɗon, cujidane mo. 
DEU.26.11	Ceyore kuuje booɗɗe ɗe Jawmiraawo, Allah mooɗon hokki on, onon e yimɓe ci'e
DEU.26.12	Nde duuɓi tati mbaɗi fuu, ngadde zakka kuuje ɗe keɓoton hitaande tataɓre. Ndokke ɗum Lewi'en e hoɗɓe e atiime'en e rewɓe yurumɓe wonɓe nder berniiji mon, haa ɓe nyaama, ɓe kaara
DEU.26.13	Nden on mbi'a yeeso Jawmiraawo, Allah mooɗon: Mi wurtini dokkal cenaaŋgal fuu diga saare am. Mi hokki ngal Lewi'en e hoɗɓe e atiime'en e rewɓe yurumɓe, bana umrooje ɗe a umri yam fuu. Mi luutaay umrooje ma ɗe'e, mi yejjitaay koo woore. 
DEU.26.14	Mi nyaamaay goɗɗum man wakkati boyki maayɗo. Mi wurtinaay koo ɗume nder maajum yaake mi coɓɗo. Mi lii'anaaki maayɗo koo ɗume nder maajum. Mi ɗowtani wolde Jawmiraawo Allah am, mi waɗi bana a umri yam. 
DEU.26.15	Laaram diga asama haa pellel ceniiŋgel ngel njooɗiiɗa, barkiɗin ummaatoore ma Isra'iila, barkiɗin lesdi ndi ndokkuɗa min, bana a hunani kaakiraaɓe amin. Ɗum lesdi keewndi kosam e njumri.”
DEU.26.16	Hannde Jawmiraawo, Allah mooɗon ɗon umra on farillaaji ɗi'i e kiitaaji ɗi'i. Kakkilane ɗi, ɗowtane ɗi bee ɓerɗe mon e yoŋkiiji mon fuu. 
DEU.26.17	Haa Jawmiraawo on mbi'i hannde, kaŋko woni Allah mooɗon, onon boo on tokkoto laabi maako, on kakkilanan farillaaji e umrooje e kiitaaji maako e on ɗowtanto wolde maako. 
DEU.26.18	Hannde Jawmiraawo wi'i on, on laatake ummaatoore maako yiɗaande, bana o hunani on, o umri on on ɗowtano umrooje maako fuu
DEU.26.19	kaŋko boo o ɓaŋgtan on dow ummaatooje ɗe o tagi fuu, o samɗinan on, o darjiɗinan on masin yeeso maaje, ngam on laatake ummaatoore senaande ngam Jawmiraawo, Allah mooɗon, bana o wolwi.
DEU.27.1	Muusa, hawtaade bee ndotti'en Isra'iila, wi'i ummaatoore: “Ɗowtane umrooje ɗe umranmi on hannde fuu. 
DEU.27.2	Nyalaade on eeroto maayo Urdun ngam on nasta lesdi ndi Jawmiraawo, Allah mooɗon hokkata on, nden ndarne kaa'e mawɗe, ndanwine ɗe. 
DEU.27.3	Mbinnde bolle tawreeta ka'a fuu dow maaje, to on eeri, on nasti lesdi keewndi kosam e njumri ndi Jawmiraawo, Allah mooɗon hokkata on, bana o wolwani kaakiraaɓe mooɗon. 
DEU.27.4	To on njottake gaɗa Urdun, nden kam ndarne kaa'e ɗe'e dow hooseere Ebal
DEU.27.5	Ton, nyiɓane Jawmiraawo, Allah mooɗon hirsirde bee kaa'e. Taa cehirgel njamndi meema kaa'e ɗe'e. 
DEU.27.6	Nyiɓane Jawmiraawo, Allah mooɗon hirsirde bee kaa'e ɗe cehaaka. Nden lii'ane mo guleteeɗi dow maare
DEU.27.7	Kirse boo kirseteeɗi ngam kawtal mon, nyaame ɗi ton, ceye yeeso Jawmiraawo, Allah mooɗon. 
DEU.27.8	Mbinnde bolle tawreeta Allah fuu dow kaa'e go, bee laaɓɗum
DEU.27.9	Nden Muusa, hawtaade bee liman'en Lewi'en, wi'i Isra'iila'en fuu: “Njeeɗe, keɗite hannde onon Isra'iila'en on laatake ummaatoore ngam Jawmiraawo, Allah mooɗon. 
DEU.27.10	Nanane Jawmiraawo, Allah mooɗon, ɗowtane umrooje maako e kiitaaji maako ɗi umranmi on hannde.”
DEU.27.11	Muusa umri ummaatoore nyalaade man, o wi'i: 
DEU.27.12	“To on eerake maayo Urdun, Simeyon e Lewi e Yahuuda e Issakar e Yusufu e Benyamin ndaro dow hooseere Gerisiima ngam barkiɗingo ummaatoore
DEU.27.13	Ruben e Gada e Aser e Zabulon e Dan e Neftali ndaro dow hooseere Ebal ngam naalugo. 
DEU.27.14	Nden Lewi'en ɓaŋgta sawtu mbolwana Isra'iila'en fuu, mbi'a:
DEU.27.15	Naaloore dow cehanɗo lawru malla baɗanɗo suura njamndi ɓolinaandi. Ngam kuuje ɗe yimɓe mbaɗi bee juuɗe muuɗum'en ngam ɓe ndewa ɗe bee sirri laati nyidduɗum yeeso Jawmiraawo. Ummaatoore fuu jaabo: Aamiina
DEU.27.16	Naaloore dow koo moy meeriɗinanɗo baaba mum malla daada mum! Ummaatoore fuu jaabo: Aamiina
DEU.27.17	Naaloore dow koo moy cottinanɗo keerol maral keeddiɗɗum! Ummaatoore fuu jaabo: Aamiina
DEU.27.18	Naaloore dow koo moy majjinanɗo bumɗo! Ummaatoore fuu jaabo: Aamiina
DEU.27.19	Naaloore dow koo moy cottinanɗo gooŋga jananɓe e atiime'en e rewɓe yurumɓe haa kiita! Ummaatoore fuu jaabo: Aamiina
DEU.27.20	Naaloore dow koo moy baaldanɗo bee debbo baaba mum, ngam o toskini baaba maako! Ummaatoore fuu jaabo: Aamiina
DEU.27.21	Naaloore dow koo moy baaldanɗo bee ndabbaawa koo ngaye! Ummaatoore fuu jaabo: Aamiina
DEU.27.22	Naaloore dow koo moy baaldanɗo bee ɓii baaba mum debbo malla ɓii daada mum debbo! Ummaatoore fuu jaabo: Aamiina
DEU.27.23	Naaloore dow koo moy baaldanɗo bee daada debbo mum! Ummaatoore fuu jaabo: Aamiina
DEU.27.24	Naaloore dow koo moy mbaranɗo keeddiɗɗiraawo mum nder sirri! Ummaatoore fuu jaabo: Aamiina!
DEU.27.25	Naaloore dow koo moy jaɓanɗo ngeenaari ngam mbara goɗɗo mo walaa aybe! Ummaatoore fuu jaabo: Aamiina!
DEU.27.26	Naaloore dow koo moy mo ɗowtanaaki bolle tawreeta Allah fuu! Ummaatoore fuu jaabo: Aamiina
DEU.28.1	Muusa tokki wi'ugo: “To on kakkilani bolle Jawmiraawo, Allah mooɗon, to on ɗowtanake umrooje maako ɗe umranmi on hannde fuu, nden kam Jawmiraawo, Allah mooɗon yowan on dow ummaatooje duniyaaru fuu. 
DEU.28.2	To on ɗowtanake bolle Jawmiraawo, Allah mooɗon, barkaaji ɗi'i fuu laatanto on:
DEU.28.3	O barkiɗinan on nder berniiji mon e nder ladde mon.
DEU.28.4	O barkiɗinan on bee ɓikkoy ɗuuɗkoy, o ɗuɗɗinan ƴaamle gese mon e na'i mon e dammooji mon.
DEU.28.5	O barkiɗinan alkamaari mon e nyaamdu ndu mbaɗoton bee maari.
DEU.28.6	O barkiɗinan on saa'i on ɗon nasta saare e saa'i on ɗon ngurto nde boo.
DEU.28.7	Jawmiraawo hokkan on konne'en mon haɓanɓe bee mooɗon, on njaaloto ɓe. Ɓe ukkanto on dow laawol gootol, ammaa ɓe ndoggiran laabi joweeɗiɗi yeeso mooɗon.
DEU.28.8	Jawmiraawo barkiɗinan kuuɗe mon fuu. O hebbinan beembe mon. O barkiɗinan on nder lesdi ndi o hokkata on jonta.
DEU.28.9	To on ɗowtanake umrooje Jawmiraawo, Allah mooɗon, to on tokkake laabi maako fuu, nden kam o tabitinan on haa on laato ummaatoore maako senaande, bana o hunani on. 
DEU.28.10	Ummaatooje duniyaaru fuu ngi'an no innde Jawmiraawo ewnaama dow mooɗon, ɓe fuu ɓe kulan on. 
DEU.28.11	Jawmiraawo hokkan on ɓikkoy ɗuuɗkoy e dabbaaji ɗuuɗɗi e ƴaamle gese bee fantugo nder lesdi ndi o hunani kaakiraaɓe mon o hokkan on ɗum. 
DEU.28.12	Jawmiraawo maɓɓitan sigordu mum woondu nder asama ngam toɓnugo iyeele haa gese nder lesdi mooɗon nder saa'iije maaje. O barkiɗinan kuuɗe mon fuu haa on ndokka ummaatooje ɗuuɗɗe nyamaale, ammaa onon on ngalaa haaje ɗaɓɓugo nyamaande. 
DEU.28.13	To on kakkilani umrooje Jawmiraawo, Allah mooɗon ɗe umranmi on hannde, to on ɗowtanake ɗe, Jawmiraawo laatinan on hoore ummaatooje, naa wicco maaje. On ɓesdoto yeeso yeeso, on leestataa sam. 
DEU.28.14	Taa cele laawol umrooje ɗe umranmi on hannde, koo haa nyaamo, koo haa nano ngam rewugo ɗowanteeɓe woɗɓe e jagganaago ɓe
DEU.28.15	“Ammaa to on paalaay wolde Jawmiraawo Allah mooɗon, ngam hakkilango e ɗowtango umrooje maako fuu e farillaaji maako fuu ɗi umranmi on hannde, nden kam naalooje ɗe'e fuu ngaran dow mooɗon.
DEU.28.16	Jawmiraawo naalan on nder berniiji mon e haa ladde mon.
DEU.28.17	O naalan alkamaari mon e nyaamdu ndu mbaɗoton bee maari.
DEU.28.18	O naalan on, o ustan limgal ɓikkoy mon. O ustan ƴaamle gese mon e na'i mon e dammooji mon.
DEU.28.19	O naalan on saa'i on ɗon nasta saare e saa'i on ɗon ngurto nde boo.
DEU.28.20	Jawmiraawo waddan naaloore e saklere e ɓillaare dow kuuɗe ɗe on kuuwata fuu, haa on natta fuu, on kalka law, daliila halleende mooɗon nde on mbaɗi, ngam on ngudini mo. 
DEU.28.21	Jawmiraawo ukkan nyawu kalluŋgu ndaaɓoowu dow mooɗon, haa to walaa koo gooto mon lutti nder lesdi ndi nastoton marugo ɗum. 
DEU.28.22	Jawmiraawo ukkanan on nyawuji ciiɓanɗi on e jonte e ɓuule e nguli, o yoornan e nyolnan alkamaari mon boo. Masiibooji ɗi'i fuu tokkoto on, haa to on maayi. 
DEU.28.23	Mi haɗan asama toɓnugo iyeende. Lesdi mon yooran, saatan bana njamndi mboɗeeri. 
DEU.28.24	Jawmiraawo toɓnataa iyeele dow lesdi mooɗon, ammaa o neldan on duluuru dow duluuru, bee collaaje ɗuuɗɗe, haa to on kalki.
DEU.28.25	Jawmiraawo accan konne'en mon njaalo on. On ngurtorto laawol gootol haɓoygo bee maɓɓe, ammaa on ndoggiran laabi joweeɗiɗi yeeso maɓɓe. Laamuuji nder duniyaaru fuu kultoran to ɗi ngi'i ko heɓi on. 
DEU.28.26	To on maayi, colli e dabbaaji ladde nyaaman ɓalli mon, walaa mo riiwata ɗi. 
DEU.28.27	Jawmiraawo ukkanan on ɓuule kalluɗe bana ɗe o ukkani Misra'en naane. O ukkanan on ɓuule goɗɗe boo e saɗawre e waayre, ɗe nyawndataako. 
DEU.28.28	Jawmiraawo ukkanan on yinneego e wumugo e wemmbaago hakkiilooji mon. 
