MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
MAT.13.7	Atdídhená itse náawà ɨ̀ okpèya nà itsukpó-nzo nzínzì ɔ̌. Ɨ okpèya nà itsukpó-nzo náadʉ̀ òvi kòmbómbí, ’àdʉ̀ wɔ̀ ɨ̀ngɨngà ídzì ɔ̀nyʉ̀ nʉ́tsɨ̀. 
MAT.13.8	Pbɛ́tʉ̀ ngʉ̌kpà itse náawà ɨ̀ ídzì adzɨ ɔ̌. Nɨ́ ɨ itse-tsí náa’ɔ̀, atdídhená rɔ̀dhɨ̀ atdátdí mɨyà itse, ngʉ̌kpà rɔ̀dhɨ̀ azàzá kumì itse, ndɨrɔ̀ ngʉ̌kpà ràdʉ̀ ɨbhɨ̀bhʉ́ kumì itse nɔ́dhɨ̀.»
MAT.13.9	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌ ihé-yà nɨ̌: «Ɨnga t’ɨ́rɨta tɔ́ bɨ̌na nà rɨ́’ɨ̀ alɛ nákǎ ndɨ̀rɨ̀ yà ma mʉ́nɔna dhu mběyi!»
MAT.13.10	Wɔ̀ dhu-dzidɔ̌ nɨ́ ndɨ, Yěsù bhà 
MAT.13.11	Nɨ́ Yěsù adʉ̀ dhu àdu abádhí tɔ̀, ndàtɨ: «Kàgàwà nábhʉ wà nyɨ̌ nyʉ̌nɨ ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà bhà idzi-nyʉtsì ndɨ̀ nórù dhu, pbɛ́tʉ̀ abádhí nʉ́nɨ nzá ka. 
MAT.13.12	Obhó tɨ́, dhu nà arɨ́’ɨ̀ alɛ tɔ̀, ka kabhʉ̀ya dhu abhɔ, ràdʉ̀ ɨ̀’ɨ̀ dhu nà abhɔ nyʉ́ ròsè. Pbɛ́tʉ̀, akɛkpá arɨ́’ɨ̀ dhu nà alɛ, nɨ́-fɔ́ rɔ̀ ka kakɔ̀ya ndɨ ákɛ̌ fɛ́nángba mà kɔ́rɔ́. 
MAT.13.13	Ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ ma márɨ́ dhu nʉ́nɔ abádhí tɔ̀ mbólí ɔ̌, ndɨ́nɨ̌ abádhí nóowu tɨ́ ɨnga nándà rɔ̀, ɨ̀nzɨ̌ ’àdʉ̀ dhu nála. Abádhí nóowu tɨ́ bɨ̌ya nɨ́kpɛ̀lɛ̀ rɔ̌, ɨ̀nzɨ̌ ’àdʉ̀ dhu nɨ́rɨ̀, ndɨrɔ̀ ɨ̀nzɨ̌ ndɨ dhu ràdʉ̀ dɔ̀ya nálʉ. 
MAT.13.14	Ndɨ dhu bhěyi nɨ́ ndɨ, 
MAT.13.14	Kàgàwà rǎtɨna: ‹Nyɨ̌ nyɨ́ ɨnga nɨ́rɨ ɨ̀rɨ mběyi nyʉ́, pbɛ́tʉ̀ ɨ̀nzɨ̌ yà nyɨ̌ nyɨ̀rɨ̀ dhu ràdʉ̀ dʉ̀kʉ àlʉ akɛkpá màtɨ́.
MAT.13.14	Nyɨ̌ nyɨ́ ɨnga nándà àndà mběyi nyʉ́, pbɛtʉ̀ ɨ̀nzɨ̌ nyǎdʉ̀ atdí dhu mà nála.
MAT.13.15	Obhó tɨ́, atdí dhu mà náarɨ́ nzɨ̌ kàrɨ́ alɛ-afí-ngbɔ̀ nʉ́bɛ̀lɛ̀.
MAT.13.15	Abádhí nʉ́rɨ̌ bɨ̌ya,
MAT.13.15	ndɨrɔ̀ abádhí núpbǐ nyɨ̀kpɔ́ya,
MAT.13.15	akyɛ ɨ̀ alana nga nɨ̌,
MAT.13.15	akyɛ ɨ̀ ɨrɨna nga nɨ̌,
MAT.13.15	ndɨrɔ̀ akyɛ dhu alʉ́na dɔ̀ya,
MAT.13.15	’àdʉ̀ ’ʉ̀gɛ̀rɛ̀ ’ʉ̀bhà fɨ̀yɔ́ nzɛ́rɛnga,
MAT.13.15	madʉ̀ ɨ̀ nɨ́gʉ nɨ̌
MAT.13.16	Pbɛ́tʉ̀, nyɨ̌ nɨ́ ndɨ hirò nyɨ̌ nyɔ́nzɨ̀, yà nyɨ̀kpɔ́kʉ náarɨ́ ɨnga nálǎ, ndɨrɔ̀ bɨ̌kʉ ràdʉ̀ ɨnga nɨ́rɨ̀ rɔ̀. 
MAT.13.17	Ma mɨ́ obhó dhu nʉ́nɔ fʉ̌kʉ̀, ibí pbànábí mà, obhónánga ɔ̀nzɨ arɨ́ alɛ mànà, náazè ’àla yà kombí nyɨ̌ nyálǎna dhu, pbɛ́tʉ̀ abádhí náadʉ̀ nzá kàla. Abádhí náazè ’ɨ̀rɨ̀ yà nyɨ̌ nyɨ́rɨna kòmbí dhu, pbɛ́tʉ̀ abádhí náadʉ̀ nzá kɨ̀rɨ̀.»
MAT.13.18	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌ pbɨ̀ndà ábhàlɨ̌ nɨ̌: «Nyɨ̀rɨ pɛ́ yà ɔ̀nyʉ̀-tsè nɔ́rɛ rɨ́ alɛ tɔ́ mbólí-tɨ̀. 
MAT.13.19	Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà rɨ̌ idzi ɔ̀nyʉ ìndrǔ dɔ̌ dhu dɔ̌ ka kʉ́nɔna dhu nɨ́rɨ rɨ́ alɛ, ɨ̀nzɨ̌ ndɨ dhu ràdʉ̀ dɔ̀ya àlʉ, nʉ́lɨ ɨ̀ yà itse náawà ɨ̀ ɔ̀yá otu-gì-dɔ bhěyi. Pfɔ̀mvɔ rǎdʉ̀ ɨ̀rà, ndàdʉ̀ yà abádhí-afí ɔ̀ ka kòzò ɔtɛ nʉ́wa abádhí-afí ɔ̀ rɔ̀.
MAT.13.20	Ngʉ̌kpà alɛ nʉ́lɨ ɨ̀ yà itse náawà ɨ̀ ɔ̀yá, ɨ̀mbǎ ábhɔ̌ adzɨ nà dɔ̀ná odu-kɛngɛrɛ-dɔ bhěyi. Abádhí rɨ̌ Kàgàwà bhà ɔtɛ nɨ́rɨ, ’àdʉ̀ àkɔnà dhɛ̀dhɛ nyʉ́ nà ányɨ̀rɔ̌ rɔ̀ tɨ́. 
MAT.13.21	Abádhí rɨ̌ nzɨ̌ àdʉ̀ kàbhʉ ɨvɛ́na rɔ̀dɨ̀ ndɨ̀ afíya ɔ̀. Pbɛ́tʉ̀, abádhí rǎdʉ̀ ɨ̀ àpba ndɨ ɔtɛ rɔ̌ ákɛ̌ kàsʉmɨ̀ kɛ̀lɛ̌ tɨ́. Nɨ́ yà àpbɛ̀ mà, avuta mànà nɔ́pɛ̀ ɨ̀ Kàgàwà bhà ɔtɛ-okú dɔ̀ rɔ̀ rɔ̀, abádhí rǎdʉ̀ fɨ̀yɔ́ a’uta nʉ́bhà ányɨ̀rɔ̌ rɔ̀ tɨ́.
MAT.13.22	Ngʉ̌kpà alɛ-tsí tdɨ́tdɔ̌, nʉ́lɨ ɨ̀ yà itse náawà ɨ̀ nzínzìya ɔ̌ okpèya nà itsukpó-nzo bhěyi. Abádhí rɨ̌ Kàgàwà bhà ɔtɛ nɨ́rɨ, pbɛ́tʉ̀ yà adzɨ ɔ̌ ɨrɛ̀ta mà, yà adzɨ dɔ̌ ònzì náarábhʉ̌na tɨ̀tɔ̀ tɔ̀ dhɛ̀dhɛ mànà dhu ràdʉ̀ ndɨ ɔtɛ nʉ́tsɨ̀ ɨ̀nzɨ̌ rɔ̀dhɨ̀ itse. 
MAT.13.23	Ndɨrɔ̀, ngʉ̌kpà alɛ nʉ́lɨ ɨ̀ yà itse náawà ɨ̀ ɔ̀ná ídzì adzɨ bhěyi. Ɨ̀ alɛ náarɨ́ Kàgàwà bhà ɔtɛ nɨ́rɨ, ’àdʉ̀ à’ùnà. Ndɨrɔ̀ abádhí nɨ́ ɨ itse ɔ̀dhɨ̀ rádʉ̀: atdídhená rɔ̀dhɨ̀ ka atdátdí mɨyà, ngʉ̌kpà rɔ̀dhɨ̀ ka azàzá kumì, ndɨrɔ̀ ngʉ̌kpà-tsí ràdʉ̀ ɨbhɨ̀bhʉ́ kumì nɔ́dhɨ̀.»
MAT.13.24	Wɔ̀ dhu-dzidɔ̌, Yěsù náawɛ ngǎtsi mbólí ihé-yà tɔ̀ ndàtɨ: «Kànɨ̌ ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɔ́fɔ̀ ndɨ̀ nà dhu: Atdí alɛ náazò ídzì nganʉ̀-tsè pbɨ̀ndà ɨnga ɔ̌. 
MAT.13.25	Nɨ́ atdíku kúbhingánǎ, ɨdhɔ ɔ̀ kɔ́rɔ́ alɛ rɨ̌’ɨ̀ rɔ́rɔ̀, òmvǔ nɨ́ɨra, ndòzò nzɛ́rɛ ɨrɨ́-tɨdɔ̀ tɔ́ itse ndɨ nganʉ̀ nzínzì ɔ̌, ndàdʉ̀ àrà. 
MAT.13.26	Wɔ̀ nganʉ̀ níitdègu ɨnga, ndòvì, ndàdʉ̀ ndìtù, nɨ́ wɔ̀ nzɛ́rɛ ɨrɨ́-tɨdɔ̀ náadʉ̀ ɨ̀nga, ndòvì átɔ̀. 
MAT.13.27	Nɨ́ wɔ̀ ɨnga-àbadhi bhà kasʉtálɛ níiwú kà-tɨ’ɔ̀, ’ìvǔ dhu kà-tsʉ̌, ’àtɨ: ‹Ádrʉ̀ngbǎlɛ́, nyɨ nyazò ɨnga ɔ̌ dhu nɨ’ɨ̀ tɨ́ obhó ídzì nganʉ̀-tsè? Olu, wɔ̀ nzɛ́rɛ ɨrɨ́-tɨdɔ̀ nádʉ̀ ɨ̀rà àdhà rɔ̀?› 
MAT.13.28	Wɔ̀ ɨnga-àbadhi náadʉ̀ dhu àdu kasʉtálɛ tɔ̀ ndàtɨ: ‹Òmvǔ nɨ́ ndɨ wɔ̀ dhu nɔ́nzɨ̀.› Kɔ̌kɔ̀ kasʉtálɛ náadʉ̀ dhu ìvu tdɨ́tdɔ̌ kà-tsʉ̌ ’àtɨ: ‹Nyɨ nyòzè tɨ́ nzá mǒwù ɨ nzɛ́rɛ ɨrɨ́ nɔ́drʉ̀?› 
MAT.13.29	Nɨ́ ɨnga-àbadhi náadʉ̀ dhu àdu abádhí tɔ̀, ndàtɨ: ‹Ɨnzá ma mòzè nyǒwù kɔ̀drʉ̀, akyɛ nyɨ̌ nyadʉ̀na nganʉ̀ nɔ́kpɔ̀ átɔ̀ kɔ̀drʉ nyɨ̌ nyɨ́ rɔ̀ nɨ̌. 
MAT.13.30	Nyìtse pɛ́ abádhí rovi atdíkpá, ràrà àhʉ nganʉ̀ nótsè ka kowuya ɔ̀ná ɨdhɔ ɔ̀. Ndɨ nɨ́nganɨ́ nɨ́ ndɨ ma matɨya nganʉ̀ nótse rɨ́ alɛ nɨ̌: Nyɔ̀drʉ pɛ́ wɔ̀ nzɛ́rɛ ɨrɨ́ nyʉ̌tsɨ̀ dɔ̀na tɨ́, ndɨ́nɨ̌ kʉbɨ̀ tɨ́ kàzʉ ɔ̀. Ndɨrɔ̀, nyàdʉ̀ nyòtse nganʉ̀, nyàdʉ̀ ùndunà nyʉ̌lɨ ɔ́ngɔ̀lɨ̌ ɔ̀.›»
MAT.13.31	Tdɨ́tdɔ̌, Yěsù adʉ̀ ngǎtsi mbólí náwɛ ihé-yà tɔ̀, ndàtɨ: «Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɨ́lɨ ndɨ̀ pbɨ̀ndà ɨnga ɔ̌ atdí alɛ níidyi ndòzò 
MAT.13.32	Ndɨ hàràdalɨ̀-kpɔ̌ nɨ́ ákɛ̌kpá dhu-tʉ́tʉ̌-ngba nyʉ́ kɔ́rɔ́ itse nzínzì ɔ̌. Pbɛ́tʉ̀ kǎpɛ́ ɨ̀nga, ndàdʉ̀ òvi, nɨ́ kǎrádʉ̀ òse yà ɨnga ɔ̌ ka karɨ́ òzòna kɔ́rɔ́ itsukpó dɔ̀nǎ. Ndɨrɔ̀, kǎrádʉ̀ òngo itsú-yà-ba tɨ́, àrɛ̀ mà ràdʉ̀ òwu ɨdzàya nɔ́sɨ̀ rɔ̌ ɔpbɨ́na nzínzì ɔ̌.»
MAT.13.33	Yěsù adʉ̀ yàrɨ́ ngǎtsi mbólí náwɛ tdɨ́tdɔ̌ abádhí tɔ̀, ndàtɨ: «Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɨ́lɨ ndɨ̀ yà tsìbhálɛ rǐdyina ndàngbǒ nganʉ̀-ra tɔ́ ɔ́yɔ̌ kumì dɔ̀ná imbò nà kìlo ɔ̀ afi bhěyi. Nɨ́ ndɨ dhu rǎdʉ̀ ndɨ idyi nábhʉ rɨ̀vʉ̀ kɔ́rɔ́.»
MAT.13.34	Yěsù náawɛ kɔ́rɔ́ kɔ̀rɨ́ dhu mbólí ɔ̌ ihé-yà tɔ̀. Kǎránà nzɨ̌ atdí dhu mà nʉ́nɔ̀ rɔ̌ abádhí tɔ̀ ɨnzá ndɨ̀ ndàwɛ mbólí ɔ̌ rɔ́rɔ̀, 
MAT.13.35	ndɨ́nɨ̌ Kàgàwà bhà nabì nʉ́ʉnɔ dhu náaká tɨ́. Kǎtɨ:
MAT.13.35	«Ma mʉnɔya dhu abádhí tɔ̀ mbólí ɔ̌,
MAT.13.35	ndɨrɔ̀ ma mawɛya yà ɔ̀dhʉ̌ ɔ̀ aróko yà Kàgàwà anzɨ̀na yà adzɨ ɔ̀ná ɨdhɔ ɔ̀ rɔ̀ kɔ́rɔ́ dhu abádhí tɔ̀.»
MAT.13.36	Wɔ̀ dhu-dzidɔ̌, Yěsù nʉ́ʉbhà wɔ̀rɨ́ ihé-yà, ndàdʉ̀ òtsù ɨdza. Nɨ́ kàbhà ábhàlɨ̌ náadʉ̀ òtsù kà-tɨ’ɔ̀, ’àdʉ̀ àtɨ̀nà kà nɨ̌: «Áwɛ̌ pɛ́ wɔ̀ ɨnga ɔ̌ ɨnga nzɛ́rɛ ɨrɨ́-tɨdɔ̀ tɔ́ mbólí-tɨ̀ fǎkà.» 
MAT.13.37	Nɨ́ Yěsù adʉ̀ dhu àdu abádhí tɔ̀, ndàtɨ: «Yà ídzì itse òzò rɨ́ alɛ nɨ́ Ìndrǔ t’ídhùnà. 
MAT.13.38	Itse òzò ka kɨ́ ɔ̀ná ɨnga nɨ́ yà adzɨ. Ndɨ ídzì itse nɨ́ ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà rɨ̌ idzi ɔ̀nyʉ dɔ̀yá alɛ. Nzɛ́rɛ ɨrɨ́-tɨdɔ̀ nɨ́ Nzɛ́rɛ alɛ, Pfɔ̀mvɔ bhà inzo. 
MAT.13.39	Yà ndɨ nzɛ́rɛ ɨrɨ́-tɨdɔ̀ nózò òmvǔ nɨ́ Pfɔ̀mvɔ. Nganʉ̀ nótse ka kɨ́ ɨnga ɔ̌ rɔ̀ dhu nɨ́ yà adzɨ ɔ̌ dhu-tsʉ̀ rɨ̌ ndɔ̀dɨ̀ ɔ̀ná ɨdhɔ. Ndɨrɔ̀, nganʉ̀ òtse rɨ́ alɛ nɨ́ Kàgàwà bhà màlàyíká. 
MAT.13.40	Nɨ́ àdhàdhɨ̀ ka karɨ́ nzɛ́rɛ ɨrɨ́ núndǔ ɨnga ɔ̌ rɔ̀ kʉbɨ̀ kàzʉ ɔ̀ dhu bhěyi, ndɨ dhu ɔnzɨya ndɨ̀ ndɨ dhu bhěyi tɨ́, yà adzɨ ɔ̌ dhu-tsʉ̀ rǐtsi ndɔ̀dɨ̀ nɨ́nganɨ́. 
MAT.13.41	Nɨ́, Ìndrǔ t’ídhùnà náavìya pbɨ̀ndà màlàyíká rìwǔ yà ngʉ̌kpà alɛ nábhʉ̌ arɨ́ rɔ̀nzɨ̀ nzɛ́rɛnga alɛ mà, yà nzɛ́rɛnga nɔ́nzɨ arɨ́ alɛ mànà nípfo pbɨ̀ndà ádrʉ̀ngbǎnga tɔ́ idzi ɔ̌ rɔ̀. 
MAT.13.42	Ɨ màlàyíká náadʉ̀ya abádhí náwà yà ɨ̀nzɨ̌ arávɛ dhòdhódhónga nà kàzʉ ɔ̀. Ányɨ̀ nɨ’ɨya ɔdzɨ mà, alɛ-kù t’átrita mànà. 
MAT.13.43	Nɨ́, obhónángatálɛ náambɛ̀ya ʉ̀mbɨlɨ dɔ̌ adyifɔ̀ bhěyi ɔ̀rʉ̀-akpà ɔ̀ arɨ́’ɨ̀ Àbayà Kàgàwà bhà ádrʉ̀ngbǎnga tɔ́ idzi ɔ̌. Ɨnga t’ɨ́rɨta tɔ́ bɨ̌na nà rɨ́’ɨ̀ alɛ, nákǎ ndɨ̀rɨ̀ yà ma mʉ́nɔna dhu.»
MAT.13.44	Tdɨ́tdɔ̌ Yěsù atɨ: «Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɨ́lɨ ndɨ̀ ɨnga ɔ̀ ndɨ̀ nórù ábhɔ̌ odzìna nà dhu bhěyi. Atdí alɛ náapɛ́ kàbà, nɨ́ ndɨ alɛ rǎdʉ̀ kìdyì, ndòrù tdɨ́tdɔ̌ ndɨ ɨnga ɔ̌ tɨ́. Wɔ̀ dhu-dzidɔ̌, ábhɔ̌ dhɛ̀dhɛ-okú dɔ̀ rɔ̀, kà rǎdʉ àrà, ndùdzǐ kɔ́rɔ́ fɔná arɨ́’ɨ̀ dhu-tsí, ndàdʉ̀ ɨ̀rà ndɨ ɨnga nódzì fɨ̌ndà.»
MAT.13.45	Wɔ̀ dhu-dzidɔ̌, Yěsù atɨ ihé-yà nɨ̌: «Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɨ́lɨ ndɨ̀ ʉ̀yʉ̌ya yɔ̀kpɔ́ nɔ́mɛ rɨ́ ndòdzì dhu t’údzítátálɛ bhěyi. 
MAT.13.46	Ɔrʉ́ odzìna rɨ̌’ɨ̀ atdí yɔ̀kpɔ́ ndɨ̀ ndàbà rɔ̀, nɨ́ kà rǎdʉ̀ àrà, ndùdzǐ kɔ́rɔ́ fɔná arɨ́’ɨ̀ dhu, ndàdʉ̀ ndɨ yɔ̀kpɔ́ nódzì.»
MAT.13.47	Yěsù adʉ̀ àtɨ̀nà tdɨ́tdɔ̌ abádhí nɨ̌: «Ɔ̀rʉ̀-akpà ɔ̌ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi nɨ́lɨ ndɨ̀ rɛ̀rʉ̀ ɔ̀ ka kùpe ɨ̀bhɛ̀ t’óhota tɔ́ imbi bhěyi. Ndɨ imbi rǎdʉ̀ kɔ́rɔ́ ɨ̀bhɛ-tɨdɔ̀ nɔ́tsɨ̀. 
MAT.13.48	Kǎpɛ́ àle ɨ̀bhɛ̀ nɨ̌, nɨ́ ka nùpenà alɛ rǎdʉ̀ kàdhà, ’ìpfo ɨdha-bɨdɔ̀, ’àdʉ̀ òko obvò ɨ̀bhɛ̀-ɔ̌nga t’óvòta tɔ̀. Abádhí rǎdʉ̀ ídzì ɨ̀bhɛ̀ nʉ́dɔ fɨ̌yɔ́ sɛ̌ngɛ̀ ɔ̀, ’àdʉ̀ nzɛ́rɛ-tsí náwà.
MAT.13.49	Dhu ɔnzɨya ndɨ̀ ndɨ dhu bhěyi tɨ́ yà adzɨ ɔ̌ dhu-tsʉ̀ rɨ̌ ndɔ̀dɨ̀ nɨ́nganɨ́. Kàgàwà bhà màlàyíká níiwúya, ’àdʉ̀ nzɛ́rɛnga ɔ̀nzɨ arɨ́ alɛ nípfo obhónángatálɛ nzínzì ɔ̌ rɔ̀. 
MAT.13.50	Abádhí náadʉ̀ya ɨ nzɛ́rɛngatálɛ náwà ɨ̀nzɨ̌ arávɛ dhòdhòdhónganà kàzʉ ɔ̀. Ányɨ̀ nɨ’ɨya ɔdzɨ mà, alɛ-kù t’átrita mànà.»
MAT.13.51	Wɔ̀ dhu-dzidɔ̌, Yěsù adʉ̀ dhu ìvu pbɨ̀ndà ábhàlɨ̌-tsʉ̌, ndàtɨ: «Yà ma màwɛ kɔ́rɔ́ dhu nálʉ̌ tɨ́ wà dʉ̀kʉ?» Nɨ́ abádhí adʉ̀ dhu àdu kà tɔ̀, ’àtɨ: «Ɨwà dɔ̀ka nàlʉ̌.» 
MAT.13.52	Nɨ́ Yěsù adʉ̀ atɨ̀nà abádhí nɨ̌: «Ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, ɔ̀rʉ̀-akpà ɔ̀ Ádrʉ̀ngbǎ kamà Kàgàwà bhà idzi dɔ̌ ka kúdhe dhu fɨ̌ndà Músà bhà Ʉyátá tɔ́ atdí màlimò, rǎdʉ̀ ndɨ̀lɨ atdí ɨdza-àbadhi, yà pbɨ̀ndà ongyéngá nɔ́dɔ ndɨ̀ ndarɨ́ ɔ̀nà dhu ɔ̀ rɔ̀ arɨ́ dhu-ɔwʉ́tá mà, dhu-ayɨ́ mànà nípfǒ bhěyi.»
MAT.13.53	Yěsù níitdègu kɔ̌kɔ̀ mbólí t’áwɛta nɨ́tɔ, nɨ́ kǎdʉ̀ ndɨ̀và ndàrà ányɨ̀rɔ̌ rɔ̀. 
MAT.13.54	Kǎdʉ̀ àrà yà ndɨ̀ ndavì ɔ̀ná kɨgɔ̀ ɔ̀. Kǎdʉ̀ ndɔ̀pɛ̀ ndàrà dhu núdhe rɔ̌ ìndrǔ tɔ̀ fɨ̀yɔ́ unduta-dzà ɔ̌ rɔ̀. Nɨ́ yà kà rʉ̌nɔna dhu nɨ́rɨ rɨ́ alɛ ɨdhɔ nʉ́ʉkɔ atdídɔ̌. Abádhí náambɛ́nà àtɨ̀nà dɔ̌: «Wɔ̀ ɨnga t’ʉ́nɨta-tɨdɔ̀ mà wɨwɨ̀ t’ɔ́nzɨta tɔ́ ɔbɨ mànà nɨ́ kǎbà àdhà? 
MAT.13.55	Ka tɨ́ obhó sàpàtɨ t’ídhùnà? Kà-tsánà-ɔvɔ̀ tɨ́ obhó Màrɨyà? Ndɨrɔ̀, kà t’ádɔ́na tɨ́ obhó Yàkɔbhɔ̀ mà, Yɔ̀zɛfʉ̀ mà, Sìmonì mà, Yudhà mànà? 
MAT.13.56	Ndɨrɔ̀ kɔ́rɔ́ kà t’áwɛ́na nátɨ́ obhó òko ɨrɔ́ àlɛ̌-nzínzì ɔ̌? Nɨ́ kɔ́rɔ́ kɔ̌kɔ̀ dhu kǎbà àdhà?» 
MAT.13.57	Nɨ́ wɔ̀ dhu-okú dɔ̀ rɔ̀, abádhí nóowúnà nzɨ̌ kà rʉ̌nɔna dhu ná’ù rɔ̌. Nɨ́rɔ̀ nɨ́ ndɨ Yěsù adʉ̀ àtɨ̀nà abádhí nɨ̌: «Nabì nɨ́fʉ̌ ka karɨ́ kɔ́rɔ́ ngari ɔ̌. Pbɛ́tʉ̀, ndɨ̀ nyʉ́ ka kadhɨ̀ ɔ̀ná kɨgɔ̀ ɔ̌, ndɨrɔ̀ fɨ̌-dzá bhà nzínzì ɔ̌, kǎrɨ́’ɨ̀ mbǎ ɨfʉta nà.» 
MAT.13.58	Nɨ́ wɔ̀ ɨ̀mbǎ abádhí rɨ̌’ɨ̀ a’uta nà dhu-okú dɔ̀ rɔ̀, Yěsù adʉ̀ nzá ábhɔ̌ wɨwɨ̀ nɔ́nzɨ̀ ányɨ̀rɔ̌.
MAT.14.1	Hɛ̀rɔdɛ̀ nɨ́ɨ’ɨ̀ Gàlìlayà tɔ́ pbìrì ɔ̌ 
MAT.14.2	Nɨ́ kǎdʉ̀ àtɨ̀nà pbɨ̀ndà kasʉtálɛ nɨ̌: «Bàtizò nubhónà Yùwanɨ̀ nɨ́ wɔ̀ ndɨ̀ nɨ̀ngbɛ̀ ɔvɛ-bvʉ̀ rɔ̀. Ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, kà rɨ̌’ɨ̀ wɨwɨ̀ t’ɔ́nzɨta tɔ́ ɔbɨ nà.»
MAT.14.3	Wɔ̀ ndɨ Hɛ̀rɔdɛ̀ nɨ́ ndɨ ʉyátá nabhʉ̀ kosò Yùwanɨ̀, kadʉ̀ ʉ̀tsɨ̀nà kɨdɔ̀ imbi ɔ̀. Kǎnzɨ̀ ndɨ dhu, adɔ̀nà Fìlipò-ve, Hɛ̀rɔ̀diyà-okú dɔ̀ rɔ̀.
MAT.14.4	Obhó tɨ́, Yùwanɨ̀ ongónà àtɨ̀nà ɨnzá dhu ràkǎ Hɛ̀rɔdɛ̀ rìdyì Hɛ̀rɔ̀diyà venà tɨ́. 
MAT.14.5	Nɨ́ wɔ̀ dhu-okú dɔ̀ rɔ̀, Hɛ̀rɔdɛ̀ nóongónà ndòzè ndàbhʉ Yùwanɨ̀ kohò. Pbɛ́tʉ̀, kǒngónà ihé-yà ɔdɔ̀ nɔ́nzɨ̀, kɔ́rɔ́ alɛ nʉ́ʉnɨ dhu Yùwanɨ̀ ràrɨ̌ Kàgàwà bhà 
MAT.14.6	Nɨ́ atdíku, Hɛ̀rɔdɛ̀ rɨ̌ ndɨ̀ ka kadhɨ̀ ɔ̀ná ɨdhɔ nɨ́rɛ̀ nɨ́nganɨ́, Hɛ̀rɔ̀diyà bhà tsìbhíngba náabɛ̀ yà Hɛ̀rɔdɛ̀ núnzìnà alɛ-ɔnzɨ̌, ndɨ ɔbɛ́ ràdʉ̀ Hɛ̀rɔdɛ̀-nyɨ̀kpɔ́ nɔ́fɔ̀ atdídɔ̌. 
MAT.14.7	Nɨ́ ndɨ dhu-okú dɔ̀ rɔ̀, kǎdʉ̀ dhu ɔtsɔ̀ ndàtɨ, ndɨ̀ ràrɨ̌ kɔ́rɔ́ dhu-tsí yà ndɨ tsìbhíngba rǒnzina-fɔná nábhʉ̌ kà tɔ̀. 
MAT.14.8	Nɨ́ ɨ́yànà ɔ̀vɔ̀ fɨ̌ndà dhu-okú dɔ̀ rɔ̀, ndɨ tsìbhíngba náadʉ̀ àtɨ̀nà Hɛ̀rɔdɛ̀ nɨ̌: «Íbhò bàtizò ùbhǒ arɨ́ Yùwanɨ̀-dɔ fudú ɨrɔ́ tsàlɨ̀tsalɨ̀ dɔ̌!» 
MAT.14.9	Nɨ́ ɨzʉ nʉ́ʉka ádrʉ̀ngbǎ 
MAT.14.10	Nɨ́ kǎdʉ̀ atdí alɛ návi ràrà Yùwanɨ̀-dɔ nɔ́kɛ̀rɛ̀ imbi ɔ̀ rɔ̀. 
MAT.14.11	Wɔ̀ alɛ adʉ̀ ɨ̀rà Yùwanɨ̀-dɔ nà tsàlɨ̀tsalɨ̀ dɔ̌ rɔ̀, ndàdʉ̀ àbhʉnà wɔ̀ tsìbhíngba-fɔ́, kà ràdʉ̀ àrà àbhʉnà ɨ́yànà-fɔ́. 
MAT.14.12	Yùwanɨ̀ bhà 
MAT.14.13	Bàtizò nubhónà Yùwanɨ̀ nɔ́vɛ̀ dhu ndɨ̀ ndɨ̀rɨ̀ rɔ̀, Yěsù nɨ́ɨvà ndɨ̀ ʉrɔ́ rɔ̀ ibhú ɔ̌, ndàrà atdí rɔ̀ atdí rʉ̀ngʉ̀ tɨ́ rɨ́’ɨ̀ ngari ɔ̀. Pbɛ́tʉ̀, kà rǎrà dhu nɨ̀rɨ̀ ihé-yà náadʉ̀ ùvò fɨ̌yɔ́ kɨgɔ̀ ɔ̌ rɔ̀, ’òwù kǒwù ɔ̌ pfɔ̌ya dɔ̌, ɨdha-gì dɔ̀nǎ.
