MAT.1.1	Ali ni lishauma lyamaimyo lyavanakuluvake Yesu Klistu ndukulugwe Daudi na jojo ndukulugwe Abulaamu.
MRK.14.22	Napanelo pavashilya, Yesu andítwala ligung'u kwalaliya kumajanianga kuvapa vakwoda vake aashidoni, “Twala mulye. Au ni mili wangu.” 
MRK.14.23	Namomo andítwala luwene kunnambwalela Nnungu kuvapa vakwoda vake vanavo uti kukumbila. 
MRK.14.24	Kutwala kushidoni, “Avi ni myadi vyangu, myadi vyaimbodi vilóta kuvajaikila vanu voe. 
MRK.14.25	Ninkumwaulila mwiu uti doni, mwiko hangukumbila kavili ugwalwa au wavyepo mpaka muliduva alyo lyangulota kukumbila muutawala wa Nnungu.” 
MRK.14.26	Bai vakamalile kwimba lwimu vandyúmananga kuka kulishinga lyamilandi vya Ulivela.
MRK.14.27	Napanelo Yesu andívaulila vakwoda vake kushidoni, “Mwenu uti munangwambukanga mwaa vandyandika doni,
MRK.14.27	“ ‘Nammyaa nkúshunga kutwala dingandolo kumwadilikananga.’
MRK.14.28	Napane pangudyuka po, ndalangalela kuka ku Galileya.” 
MRK.14.29	Patulu kutwala kushidoni, “Ata ikava kenga vavangu uti vandakwambukanga, nangu mene!” 
MRK.14.30	Yesu kushidoni, “Ninkukwaulila mwiu doni, shilo sho shanelo ashi, ng'uku akanava kukangavela myanda mivili, wako unangukana myanda mitatu.” 
MRK.14.31	Patulu nae kulitaukanga na dimongo aashidoni, “Ata ikaulukika kupela namu wako, mwiko handikukana.” Namomo vanji avalá uti kutangalela momo.
MRK.14.32	Napanelo vanavo vankuwika palyutu lyavashema Geteshemani. Yesu ankuvaulila vakwoda vake kushidoni, “Mwenu ikalanga apa nangu mwanda ndashwali.” 
MRK.14.33	Nae ankuntwala Patulu, Tiyagu namu Nshuwau kutunduvanga kwangaikanga na kumwida matuva 
MRK.14.34	kutwala kushidoni, “Ungumi wangu unkuvanavo shipalodi shakutadya kupela. Mwenu ikalanga popo apa na mupimile.” 
MRK.14.35	Nae kuka mushu padiki doni, kugwa kuunama pai kutwala kushwali pakulota wakati wída, ikaululika kwake nae haunamwike. 
MRK.14.36	Napane kushidoni, “Aba, Atata, vinu uti wako unkuulula. Nyemya luwene alu pamili pangu ila haunatende mwangulatela nangu, tenda mwaulatela wako umwene.” 
MRK.14.37	Bai Yesu kuujila kwavakwoda vake ndavakodya vàlalenge lwono kutwala kumwaulila Patulu kushidoni, “Simoni, da unkulala? Hauvé dimongo dyakupimila ata isaa imo? 
MRK.14.38	Pimila na shwali pakulota hamunainjile mukutubigwa. Mwiu imumu inkuva tayali, mili ni udabadabenge.”
MRK.14.39	Nae kutwala kuka kavili ndashwali aujidya malove lolo matandi. 
MRK.14.40	Paujite kuvakodya kavili vàlalenge mwaa mevo ave andíidapelwa na lwono na havashimanya shakunjang'ula. 
MRK.14.41	Paidile mwanda wantatu kuvaulila kushidoni, “Munkulala na munkupumula mpaka ambi? Panditosha! Napanelo wakati undiwika. Mwenu! Mwana Wamunu vaninnimya vankamudya kumakono kwavakutega. 
MRK.14.42	Takatukanga tuke! Mwenu, aijá wakungulimya jo ankwida!”
MRK.14.43	Napanelo Yesu akuno atangola, Yudashi aijá wamushipinga sha avalá kumi na mbili kwidinneu na imbumba yavanu vànyukatenge maambila na dilungu. Vanavo vatumigwidye na vanang'olo vavakulangalalela-shadaka, vamwalimu vadishaliya na vanang'olo. 
MRK.14.44	Nadoni nannimya andívapa shimanyikilo aashidoni, “Aijá wangulota kumwambatila ni jojo, nkamulinneu mumukenavo munshunga.”
MRK.14.45	Yudashi pawikile kukinneu kumwe Yesu ndaashidoni, “Labi!” Kutwala kumwambatila. 
MRK.14.46	Bai vanu avalá vanínkamula Yesu kumunga. 
MRK.14.47	Napanelo munu jumo e aimidíle popo, kwalamolenneu lyambila lyake kumyaa ntumika wake nkúlangalalela-shadaka nkumene kunnumula lyatu. 
MRK.14.48	Yesu kutwala kushidoni, “Kenga nkalau shamwida na maambila pamo na dilungu kwida nangukamula? 
MRK.14.49	Kula liduva ngushipagwa namu mwenu mwing'ande ya Nnungu ngupundisha, ata hamunguungile. Napane avi uti ni pakulota Maandiko awikile popo.”
MRK.14.50	Bai vakwoda vake uti vanínneka kutwala kutukutanga. 
MRK.14.51	Napanelo popo po, andípagwa nnemba jumo áshipita amwoda Yesu àjambele likuba tu. Vanavo kunkamula, 
MRK.14.52	nae kujaa likuba lyo kutukuta matakudavo kuka.
MRK.14.53	Napanelo Yesu vandímuukanavo kumwe nkúlangalalela-shadaka nkumene kulyutu lyavakadyaniénge vanang'olo vavakulangalalela-shadaka, vanang'olo pamo na vamwalimu vadishaliya. 
MRK.14.54	Patulu andímwoda Yesu kwakushu mpaka ndainjila mulugwani lumwe nkúlangalalela nkumene kutwala kwikala pamo na vakushunga kujota moto.
MRK.14.55	Bai vanang'olo vavakulangalalela-shadaka pamo na ikamati uti, vashindalambela ushuda wakulota kummalididye Yesu kanji havapatíle. 
MRK.14.56	Vanu voe vashindaumya ushuda waushwang'a vammalanganga Yesu kanji ata wo ushuda wave, haushigwiníka. 
MRK.14.57	Bai vanji vandítakatuka kumya ushuda waushwang'a vaashidoni, 
MRK.14.58	“Wetu tundimwigwa munu aju aashidoni, ‘Nangu ndabamola ing'ande ai ya Nnungu yavadangile na makono kutwala nangu kudenga inji kwamaduva matatu kanji i namakono.’ ” 
MRK.14.59	Ata kwaushuda awo, haushigwiníka.
MRK.14.60	Napanelo nkúlangalalela-shadaka nkumene andítakatuka kumudya Yesu kushidoni, “Da hashipali shakujang'ula vyavakutambudyanga avi?” 
MRK.14.61	Nae kumalala. Halipali lilove ata limo lyajang'wíle kutwala nkúlangalalela nkumene kumudya kavili, “Da wako Klistu, aijá Mwanagwe Wakwalaligwa?” 
MRK.14.62	Nae kushidoni, “Elo, nangu ni nene. Bai mwenu mundamwona Mwana Wamunu àikele kunkanakono kwake Wadimongo-uti aida mumaundi kuwa.” 
MRK.14.63	Nkúlangalalela nkumene kutwala kupapulanga dinguvo dyake kushidoni, “Shapo tulambela ushuda shani kavili? 
MRK.14.64	Da mwenu shi mundimwigwa akupulu, napane mwona dashi?” Vanu uti vandimuukumu kenga inimmaikila apele. 
MRK.14.65	Vanji pakati pave kutunduvanga kunshunangila mata, kumwinikidya kumevo, kunkoma kutwala kumudya, “Valanga, akukanywelé nyani?” Nadoni vakushunga vaníntwala kupita vankanyola malatuma.
MRK.14.66	Napanelo Patulu àikele mulugwani pai, ntumika jumo mwali umwe nkúlangalalela-shadaka nkumene kuwika. 
MRK.14.67	Pangwene Patulu ajota moto, anínnola kutwala kushidoni, “Nawako momo undípagwa pamo namu Nnashaleti Yesu.” 
MRK.14.68	Patulu kutwala kukana aashidoni, “Nangu nammanya shinu. Ata sho shautangola sho, hangumanyite.” Bai nae kutumuka kuka ndaimila pannango. 
MRK.14.69	Napanelo jo ntumika aijá andímwona kavili Patulu, nae kuvaulila vanu vapagwíte apo kushidoni, “Aju nanae, wamushipinga shosho.” 
MRK.14.70	Patulu nae kukana kavili. Bai muwakati padyoko vanu vapagwíte apo, vandímwaulila kavili kushidoni, “Mwiu uti, wako wamushipinga shosho mwaa gwegwe, ungalileya.” 
MRK.14.71	Napane Patulu kutunduvanga kulitaa dilana na kulilapa aashidoni, “Nangu nammanya shinu munu aju wamumwamba mwenu aju.” 
MRK.14.72	Ng'uku kukangavalenneu mwanda wambili kutwala Patulu kukumbukila malove e amwaulidíle Yesu doni, “Akanava ng'uku kukangavela myanda mivili, wako unangukana myanda mitatu.” Bai Patulu andíkamulila kumuti kulila.
MRK.15.1	Napanelo lyamba linyeiku vanang'olo vavakulangalalela-shadaka, vanang'olo, vamwalimu vadishaliya pamo na ikamati uti yavayuda vandíikala nguguvale kutwala kumunga Yesu kumuukanavo kumwe Pilatu. 
MRK.15.2	Pilatu kumudya Yesu, “Wako umu wavayuda?” Yesu kushidoni, “Wako ni úvalanganga.”
MRK.15.3	Bai vanang'olo vavakulangalalela-shadaka vashinantambudyanga vinu vyoe namene. 
MRK.15.4	Pilatu kumudya kavili mwanda unji, “Haunajang'ula shinu? Lola vinu vyoe vyavakutambudyanga.” 
MRK.15.5	Yesu nae hashipali shajang'wíle kuntadya Pilatu jo kushanga.
MRK.15.6	Napanelo kula pashishiwika shikukulu, Pilatu ashindavaungulila nkúngwa jumo wavashinjugwa venentete. 
MRK.15.7	Bai andípagwa nkúngwa jumo walina Balabashi aungwídye pamo na vakalaumwagwe ve vavabyée vanu pamandamano akupinga. 
MRK.15.8	Nadoni imbumba yavenentete indímuukila Pilatu nanjugwa avatandele kenga mo mwanamaduva. 
MRK.15.9	Pilatu kutwala kuvaudya, “Mulota nimuungulile umu wavayuda?” 
MRK.15.10	Nae ashindamanya kenga vanang'olo vavakulangalalela-shadaka vaninkamudya Yesu kwake kwamwaa waing'ou. 
MRK.15.11	Kanji napane vanang'olo vavakulangalalela-shadaka vo vandíkang'ela imbumba yavanu pakulota vanjugwe Pilatu avaungulile Balabashi.
MRK.15.12	Pilatu kutangola navanavo kavili avaudya, “Napanelo mulota nintandele mwashi munu aju wamunshema umu wavayuda?” 
MRK.15.13	Vanavo kujunga pashanya po vaashidoni, “Nkamele panshalaba!” 
MRK.15.14	Pilatu nae kushidoni, “Mwaa wanyamani? Da shaukalau shani shatandile?” Kanji vanavo vashindamamodya kujunga pashanya po vaashidoni, “Nkamele panshalaba!” 
MRK.15.15	Bai Pilatu alota atendedye imbumba yavanu ivanagwele, andívaungulila Balabashi na akanshape Yesu viboko anínjaula vankamele panshalaba.
MRK.15.16	Napanelo vaing'ondo vaníntwala Yesu kumuukanavo nng'ande mwananangalaledi walijimbo na popo po, vandívaimang'anianga vaing'ondo uti. 
MRK.15.17	Vanavo apalá vankungwadya ikanju yailangi yanshambalau, vankukandyanga lidaka lyamiva kungwadya mmuti 
MRK.15.18	kutwala kutunduvanga kumuudyanga vaashidoni, “Shikamu umu wavayuda.” 
MRK.15.19	Vashinankanyola mmuti na nkungulandi, vashinanshunila mata na vashinanguguvalila kutwala kulipudya kwake. 
MRK.15.20	Ling'oto lyakumwiludyanga, vandímula ikanju yanshambalau yo kutwala kungwadya dinguvo dyake. Bai vaníntwala kumuukanavo panda likaja nankamela panshalaba.
MRK.15.21	Napanelo munu jumo wa ku Shilene walina Simoni tatake Alishandale namu Lupu ashipita apo aaloka kwaludeya, vanavo vanínnamulila anyukate nshalaba. 
MRK.15.22	Bai vanavo vaníntwala Yesu kumuukanavo palyutu lya Gologota kwakuvalangangila mana ake lyutu lyashivanga. 
MRK.15.23	Napanelo vandímupa vinyu yavataíle mila kanji nae hakumbidíle. 
MRK.15.24	Vanavo apalá vankunkamela panshalaba, vankujavananga dinguvo dyake vatenda shimwavi pakulota vamanye shakupata kula munu.
MRK.15.25	Napane indíwika satatu yalyamba, vanavo kunkamela panshalaba. 
MRK.15.26	Pamuti pake vandyándika malove ankanidyo amwamba nae doni, 
MRK.15.27	Vandívakamela vakwiva vavili pamo namu nae, jumo kunkanakono junji kunshanda. 
MRK.15.29	Vanu váshipita apo vashindamwabalanga vaapukunianga myuti vaashidoni, “Wako únabamola ing'ande ya Nnungu kutwala kudenga mumaduva matatu, 
MRK.15.30	liposhe gwegwe umwene na shuluka panshalaba po bai.” 
MRK.15.31	Namomo vanang'olo vavakulangalalela-shadaka pamo na vamwalimu vadishaliya vashindamwabwalanga vatangola shivenevene vaashidoni, “Vanji andivaposha kanji kuliposha mwene hanaulula shinu! 
MRK.15.32	Ashi aju, Klistu, Umu Wavanaishilaeli! Bai ashuluke panshalaba pakulota twone na tukulupile.” Namomo avalá vavakamadíle pamo namu nae vashinantukana.
MRK.15.33	Napanelo kutunduvangila sasita yamui mpaka satisa yalyulo, shilambo uti shindíinjila shii. 
MRK.15.34	Bai paiwikile satisa Yesu andíkugwa pashanya po aashidoni, “Eloi, Eloi, lama sabakitani?” mana ake, “Nnungu wangu, Nnungu wangu, mwaa shani uningwambukanga?”
MRK.15.35	Napanelo vanu vanji ve vapagwíte apo, pavamwigwite atangola davo vanavo kushidoni, “Mwigwilile! Anshema Liyashi.” 
MRK.15.36	Munu jumo pakati pave kutukuta kuka ndashuvika shipande shaivonu muulimu kutwala kupambya munkungulandi kuka nankumbidya Yesu akune atangola doni, “Nneke! Leka tulole ikava kenga Liyashi jo andaida nanshuluwa panshalaba.”
MRK.15.37	Bai Yesu patangwele pashanya po andíjaa shingumi 
MRK.15.38	kutwala inguvo yamwing'ande ya Nnungu ailá kupapuka kuma kushanya mpaka pai.
MRK.15.39	Napanelo nang'olo wavaing'ondo e aimidíle mushu mwake Yesu, paigwite shikutilo na mwajaidile shingumi Yesu, andítangola kushidoni, “Munu aju mwiu avele mwanagwe Nnungu.”
MRK.15.40	Namomo popo po, vandípagwa vakongwe vàimilenge kushu valola. Pakati pave vanji vo vavele ava: Maliya wa ku Magadalena, Maliya anyoke nnemba ndikidiki Tiyagu namu Yoshe pamo namu Shalome. 
MRK.15.41	Yesu àvele ku Galileya vakongwe ava vashindamwoda na vashinantumika. Namomo vakongwe vanji voe ve vaukíle namu nae ku Yelusalemu vandípagwa mulyutu alyo.
MRK.15.42	Napanelo liduva lilota lidimbe, kwoda livele liduva lyakulipanganianga pakulota liwike liduva lyakupumula, 
MRK.15.43	Yoshe wa ku Alimateya munu wakwishimika mwikamati yavayuda kanji nanae momo ashindalindila utawala wa Nnungu, andímuukila Pilatu pakajugulanga shinu nanjugwa mili umwe Yesu. 
MRK.15.44	Pilatu kutwala kushushukanga paigwite kenga Yesu andijaa tayali shingumi. Nae kunshema nang'olo wavaing'ondo kumudya ikava kenga mwiu Yesu andíjaa tayali shingumi. 
MRK.15.45	Pilatu paigwite shana malove amwe nang'olo wavaing'ondo, nae anínnamulila Yoshe akatwale mili wake Yesu. 
MRK.15.46	Bai Yoshe andíshuma ishanda yakunamikanga kusha mili umwe Yesu panshalaba kwavilidyanga na ishanda yo kutwala kuka ndavika mushonga shavapakaídye mulijanga. Akavike, andíingiliya lijanga kuka ndadiva pannango washonga.
MRK.15.47	Napanelo Maliya wa ku Magadalena pamo namu Maliya anyoke Yoshe vandyóna lyutu alyo lyavavikíle mili umwe Yesu.
MRK.16.1	Bai likadimbe liduva lyakupumula, Maliya wa ku Magadalena, Maliya anyoke Tiyagu pamo namu Shalome vandíshuma mauta akunung'angila pakulota vauke vakapake mili wake Yesu. 
MRK.16.2	Napanelo liduva litandi lyaishumana, lyamba linyeiku, kumanga kulangala, vanavo kuka kushonga. 
MRK.16.3	Pavashuka vashindaudyania vaashidoni, “Da lijanga livéle pannango pashonga apalá, atugang'alela nyani?” 
MRK.16.4	Napane pavaladile kwona lijanga vàgang'aladidye nnyenje, lijanga lyolyo lyo livele likumene namene. 
MRK.16.5	Vanavo vakainjila mushonga kutwala kumwona nnemba jumo àikele kunkanakono, àgwete ikanju yanashwe, vanavo kushushukanga doni. 
MRK.16.6	Nnemba jo kushidoni, “Hamunajope! Mwenu munnambela Yesu wa ku Nashaleti wavankamadile panshalaba. Nae andidyuka, apa hapali. Lola palyutu lyavannadídye. 
MRK.16.7	Kanji napane, wena mukavaulile vakwoda vake pamo namu Patulu kenga nae ankuka alangalela ku Galileya. Koko ko, mundamwona kenga mo mwamwaulidíle.” 
MRK.16.8	Bai vanavo vandyúma apalá pashonga vatukuta akuno vatatamela na kushanga. Vovo vo, havammalangidíle munu woewoe, vashindajopa.
MRK.16.8	[ 
MRK.16.9	Yesu akadyuke liduva litandi lyaishumana lyamba linyeiku, munu ntandi kumuumililila avele Maliya wa ku Magadalena aijá wamuumídye majini saba. 
MRK.16.10	Jojo akauma kuka ndavavalangangila váshoodananavo, vanavo vàpagwite mushipalodi na mushililo. 
MRK.16.11	Bai vanavo vakaigwe kenga Yesu mumi, nae andimwona, havakulupidíle.
MRK.16.12	Napanelo ling'oto lyavinu avyo Yesu andívaumilila vakwoda vake vavili àvalalele munji vanavo vauka kwaludeya. 
MRK.16.13	Kutwala vanavo kuja kuka ndavavalangangila vavave, ata ive davo havakulupidíle.
MRK.16.14	Muwakati unji kavili Yesu kuvaumilila avalá kumi na moja uti vàikalenge valya. Nae kutwala kuvashulanga kwamwaa waungakulupila wave na kunanopa kwamitima mwaa vo vangwéne àdyukile, havavakulupidíle.
MRK.16.15	Napanelo Yesu andívaulila doni, “Wena mushilambo uti mupita mummalangangila kula munu ntenga wambone. 
MRK.16.16	Aijá álota kukulupila na kubatishwa, andaambwalegwa kanji ákakulupila, andaukumigwa. 
MRK.16.17	Avalá valota kukulupila vandavanavo vimanyikilo avi: kwamwaa wangu nangu vandakumulanga majini, vandatangola dinangodi dyaambi, 
MRK.16.18	vandakamula dinyoka kwali vakakumbila ishumu, hashipali shilota kuvatandeka, vandavavikila makono valwele kutwala vanavo kupona.”
MRK.16.19	Napanelo 
MRK.16.20	Bai vakwoda vake vandyúmananga kuka vavalanganga ntenga wambone mumautu uti, 
LUK.1.1	Nang'olo Teopilo, vanu voe vandívanavo ntima wakwimyanga shana namene vinu vitandéke pakati petu 
LUK.1.2	kenga mwavatuvalangangidile avalá vo vavéle kutunduvangila kunantandi mashuda vagwéne vene na vatumika valilove. 
LUK.1.3	Napanelo nanangu yadavo, pangulambadile kumanya shana vinu uti kutunduvangila kunantandi, ininguvaila ngwandike nikupangila shana 
LUK.1.4	kwambangidya uvenavo uwakika kwavinu vyavakupundishidye.
LUK.1.5	Muwakati umwe Elode umu wa ku Yudeya, andípagwa nkúlangalalela-shadaka jumo walina Shakaliya wamushipinga shavakulangalalela shavanaabiyashi.
LUK.1.6	Bai vanu vavili ava uti vavele vaishaliya pamevo pake Nnungu. Vanavo vashindanama bila makosha mumalailililo uti na malamulo ake 
LUK.1.7	Kanji vanu vovo vo havavenavo vana mwaa Lishabeti avele nkongwe ákavaleka na uti ava vandíkangapalanga.
LUK.1.8	Muliduva limo Shakaliya andípagwa akola madengo kenga nkúlangalalela-shadaka paing'ande ya Nnungu mwaa ivele ishumana yashipinga shake. 
LUK.1.9	Napanelo kenga lidyavalelo lyavakulangalalela-shadaka vandítenda nningo wakuntandola munu; nningo au kungwilila Shakaliya ainjile mwing'ande imwe 
LUK.1.10	Pauwikile wakati wakututumidya lubani, imbumba yavanu uti ivele panda ishwali. 
LUK.1.11	Nng'ande mo Shakaliya andímwona njelo wake 
LUK.1.12	Nae akamwone njelo aijá andíshushukanga na kujopa namene. 
LUK.1.13	Kanji njelo andímwaulila kushidoni, “Shakaliya, haunajope! Myembe vyako vindiigwinika. Napavedoni jo ndyavo Lishabeti jo, anammaleka mwana nnume na wako unanshema lina lya Nshuwau. 
LUK.1.14	Wako indakunagwela namene na undapuwanga namomo vanu voe vandapuwanga pakuvalekwa mwana ajo 
LUK.1.15	mwaa jojo jo, 
LUK.1.16	Jojo jo andavatadya vanaishilaeli voe vamuujile 
LUK.1.17	Nae andauka mushu mwake nkati mwimumu na kwadimongo dimwe Liyashi ndashinjiulila mitima vyavatatamunu kuvana, kuvashinjiulila vákaligwa kwalimanyilo lyavaishaliya kwambangidya avapanganiange venentete vakumpwashalela shana 
LUK.1.18	Kutwala Shakaliya kumudya njelo kushidoni, “Ata nangu malove ako lo ndakulupila? Shapo ngwona nangu pamo na ndyangu uti tundikangapalanga!” 
LUK.1.19	Njelo kushidoni, “Wako! Nangu Gabuliyeli ngúpagwa pamo na Nnungu, unkwigwa? Nditumigwa ngwide ngutangole namu wako ndikuvalangangila ntenga wambone vila au. 
LUK.1.20	Bai hautangola, undava ububu mpaka muliduva lyavilota kutandeka vinu avi mwaa haukulupidile vinu vyanguvalenge vilóta kutandeka muwakati uvaikidíle.” 
LUK.1.21	Napanelo venentete ve vavéle panda vanninda Shakaliya aume mwing'ande ya Nnungu amulá, vakamwone kutima vanavo kushanga. 
LUK.1.22	Nae paumidile panda hashuulula kutangola na munu. Vanavo kumanyinneu doni, mo nng'ande mo, shipali shagwene. Nae ashitangola vila na makono na andyúka mushu ava vi bubu. 
LUK.1.23	Bai akamalilike maduva ake akutumika, nae andyújila kwing'ande yake.
LUK.1.24	Napanelo upitilé wakati padyoko tu, Lishabeti nkongwe ndya Shakaliya kwimita. Akaimite, kutwala kwikala nng'ande myedi mwanu alipiyapiyanga aashidoni, 
LUK.1.25	“Vinu avi angutandilé 
LUK.1.26	Napanelo vikapite myedi sita, njelo Gabuliyeli Nnungu kuntuma auke kunjini umo wa ku Galileya wavashishema Nashaleti 
LUK.1.27	kwamwali jumo ntete we wantamadíle nnemba jumo kunnomba walina Yoshe walikola limwe Daudi. Mwali aju vashinshema Maliya. 
LUK.1.28	Múntenga akawike pavele nkongwe aijá atédoni, “Mashala ako wako útananigwidye. 
LUK.1.29	Maliya akaigwe malove alo, andíitukanga namene kutwala kulyudya shintimatima kushidoni, “Shuudyangidi ashi shuudyangidi shani?” 
LUK.1.30	Kanji njelo kushidoni, “Maliya, haunajope! Wako Nnungu andikutanana. 
LUK.1.31	Lola! Undaimita kummaleka mwana nnume kutwala kumupa lina lya Yesu. 
LUK.1.32	Jojo jo andava nang'olo. Vananshema mwanagwe Wapashanya-uti. Mwana ajo, 
LUK.1.33	Andavatawala venentete vake Yakobo muvyaka víkamalilika; utawala wake hauva na mwisho.”
LUK.1.34	Maliya kunjang'ula njelo jo doni, “Da shinu ashi shilota kuvalela mwashi nangu nikanava kummanya nnume?” 
LUK.1.35	Njelo do, “Andakushulukila Imumu Wanashwe na dimongo dyake Wapashanya-uti dindakwinikidya. Nadoni jo mwana waulota kummaleka jo, vananshema Wakwilimyanga, Mwana wa Nnungu. 
LUK.1.36	Lola! Ata jo nkuluvo Lishabeti àkangapele avi, andiimita shitumbo shamwana nnume. Jo wavashinshema ákavaleka jo, ambi apa ankuvanavo shitumbo shamyedi avi, sita. 
LUK.1.37	Mwaa Nnungu pake po, hashipali shinkamadyangídya.” 
LUK.1.38	Kutwala Maliya kushidoni, “Elo, ntumwa nkongwe umwe 
LUK.1.39	Napanelo mumaduva lolo Maliya andítakatuka kuka shipajelo kumashinga panjini umo wa ku Yuda. 
LUK.1.40	Akawike, andíinjila nng'ande mwake Shakaliya kutwala kumuudyanga Lishabeti. 
LUK.1.41	Lishabeti paigwite lidi lyake Maliya, mmunda mwake mwana kupikita namene, Lishabeti kunnangalalela Imumu Wanashwe 
LUK.1.42	kutwala kwatuka kutangola aashidoni, “Wako ni wakwalaligwa pakati pavakongwe na waulota kummaleka momo, andyalaligwa. 
LUK.1.43	Da yaleké dashi anyoke 
LUK.1.44	Undimanya? Nangu pangwigwite lidi lyako unguudyanga, mwana mmunda mwangu amu andipikitinneu mwaa wakupuwanga. 
