MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
LUK.11.30	Subuta beloveta Dionau vani abuita igaeta huena baluga uvue uge Niniva ataeau ke elehai hilokage Dilavau Diona hanavonu. Ige novae vani komo Atae Esena ataemo vaveve ke nahate vai. 
LUK.11.31	Iale Dilava kotae vani kela vata mole kuini Siba kena hovelahai la vaveve toela ke laemo loui. Keate keu haeavamoleve Solomoniu luleleai ata haivemale ke elehaho lohonu. Isito di louge evive. Ata moleu Solomoni ke evihale keike ko la vigomo ua. Isito laeau hotove evioholilu. 
LUK.11.32	Iale vani kela Niniva ata kebiataeabuna bae hovedevei la vaveve toela ke laemo loui. Kosealemo Dionau kebia haivege abu evisi abu vaveve toela halevalu. Isito di hoto ko louge evive. Ata moleu Diona ke evihale keike ko la vigomo ua. Isito laeau hotove evioholilu.”
LUK.11.33	“Atabeu bae lameba hanei mai batabatae valae mahogovalivebene. Isito auna hanei mai batabata golomo mamoge elike ataeau oe uvue loholive atagavemo ui. 
LUK.11.34	La ni keau la vavamo lameba nahate. La nina dua vage la uvuna atagai. Isito la niabuna toelage la uvuna loai. 
LUK.11.35	Iale huhutumuave. Onoilage atagau la uvumo uale keu loama. 
LUK.11.36	Isito la uvu bahatamo atagau uge behameu bae loalivebene. Isito lamebau atagale ke nahate auna ataga seleveai ui.”
LUK.11.37	Iesuu hoto kateale louge uoholige Balisia ata moleu namihai isiviale au avuti lovi isi. Ige Iesuu ove uvue tiniale avuti ugulamoi lovi inu. 
LUK.11.38	Keu ada totoholisito avuti lovi ige Balisia ata keu ke elehai vikoanu. 
LUK.11.39	Ige Iesuu avuho loui avoe, “Balisia ata la vaveve keau abu melegita kabutae vava totoaito uvuve totoholiale ke nahate. Ataeau la vava elehage keu duave. Isito la uvu kemo huhuihuhuie toela moagaeau uge la mole kunaiho isivilahama. 
LUK.11.40	La keau Dilava vaveve kemo luleleholilu. Dilavau isiviale la la uvuta la vavata hoesegevei. 
LUK.11.41	Iale la uvuu duavealemo lana kunaiholimale kebia tedaevege la vavevena duaveai.
LUK.11.42	“Isito lana kateholige Balisia ata, la nohovu. Laeau la bulue lovi ke bahatamo taidi vaito ata hoesegeveholisi Dilava huhuoholilu. La taidi vale keu duave. Isito ata hoesegeveholisi Dilavata huhuoholiale keu toelanu.
LUK.11.43	“Iale Balisia ata la nohovu. La keau isivialeike dubue uvue talive vomue duamo uguiavogei. Isi isivialeike talive ata moagaeau umale keve olahai tige abu la elegevei la hoesegevei. 
LUK.11.44	Iale la nohovu. La keau alue vuta nahate. Ataeau golovela tai lohoito hilokaholilu. Abu huhuai kosea, ‘Mesoho matama duaike ko.’ Isito vata ke uvue ataeau sakavaleike ua.”
LUK.11.45	Kateai louge Diue menaka loui haivemale ata moleu lamisi avuho loui avoe, “Kosive, a hoto kateale louale keu notaike a ke aiogevenu.” 
LUK.11.46	Ige Iesuu loui avoe, “Menaka haivemale lata la nohovu. Laeau la menaka moaga loui ata haivema. La kebia haiveito tedaeveholige abu unaha ke vage keu abuemo isuanu. 
LUK.11.47	Iale la nohovu. Subuta la buluveau Dilava beloveta haveale kebia vuta laeau nova kaeagevei huhuai kosea, ‘No beloveta kebia hoesegevema.’ 
LUK.11.48	La vaveve kateimalemoike la buluvehi mole nahate. Kosealemo la buluveau beloveta kebia havege haluvilu. Ige la kebia vuta kaeagevei hoesegeveale kemo la la buluvehi huhuihuhui igaealu. 
LUK.11.49	Katealemo Dilavau subuta au lulelemo hoto mole lounu. Isi avoe, ‘Dana beloveta isi di hoto loumale ata degomole hanavege abuna ata kebia haiveho tige ataeabuna degomole havei degomole aiogevege abuna vatetumu malei.’ 
LUK.11.50	Dilavau hoto kateale loualelua novae atate abuna vatehani malei. Kosealemo Dilavau vata vasege ke iae la buluveau beloveta moagamoaga havelu. Ige laeau la buluvehi vaveve igaealu. 
LUK.11.51	Abu vasohuta Eibolo hamalu. Isi kemo lavisi beloveta havei loholata gabivela Sekalaia hamalu. Ke abu dubuta mune vitaleta vigo hamage au hatinu. Iale di la namigevei. Katealemo Dilavana vatetumu baluga novae atate la kebia ovei.
LUK.11.52	“Iale menaka haivemale ata la nohovu. La lulele umuka mahogovai ataemo hoto seleve vovoholu. Katealemoike la isiviholilu Dilava hoto eviliho. Isime ata bamuevei isiviholilu abu Dilava hoto eviliho.”
LUK.11.53+LUK.11.54	Kateai louito halei tisege Diue menaka loui haivemale isi Balisia ata keau itumulahai Iesu lobohavoi isiviale au hotoeabe kemo dobage abu mai hamai.
LUK.12.1	Abu katelahasege ata moagataho seleve keau lohoale molemo neniholisi molemo dai loholu. Ige Iesuu vasohuta au esemu namigevei avoe, “Balisia ata kebia nibieve dua vave. Kebia vavau duave. Isito uvuiabe keau toelalu. Katealemo kebia nibieve tumuave. 
LUK.12.2	Abu vaveve toela vai mahogovamale keabuna bae umidamo ui. Ige abu hotoe toela loui mahogovamale kebiataeabuna bae umidamo ui. 
LUK.12.3	Iale la onole vavimo mahogovai loumale ke ataeabuna bae vanimo evisi. Isi oe uvue mulumuluamale keta abuna bae ologomo holahai baita louge ata bahataeabuna evisi.”
LUK.12.4	“Di haokuvuia, di laheho louge evive. Lainaho ata havemale kebia vabugevelive. Keabuna vava unaha haveito abu bae munana havelivebene. 
LUK.12.5	Isito di la haivei. Dilava igae vabuhavove. Auna au vuvunemo ata havei malevei veneu lahai hodovavesite keve hatuevei.
LUK.12.6+LUK.12.7	“Isito au bae laemo kateale valivebene. Laeau Dilava nimo baluga. Abu ugue ese ada mole malevei voievege ibinaeabena benie kina abuita. Keu ibina baluga holioholinu. Isito Dilavau kebia igaegae nibievema. Isi keu la igaegae kinaenumu ke bahata dodavei hilokaevenu. Iale lainaho vabulahagelive. Ugueau Dilava nimo eseve. Isito laeau nivemo baluga.”
LUK.12.8	“Di la namigevege evive. Oleuoleu atae vigomo loui kosea, ‘Dau Iesu ata dailike ko.’ Ige dana data Dilava anelu kebia vudimo loui kosea, ‘Keu di atalike.’ 
LUK.12.9	Isito oleuoleu atae vigomo loui kosea, ‘Dau Iesu ke hilokaholinu.’ Ige dana data Dilava anelu kebia vudimo loui kosea, ‘Di ata ke hilokaholinu.’
LUK.12.10	“Iale oleuoleu hotoe toela loui di aiohavoge Dilavana toelave ke ulihai. Isito oleuoleu hotoe toela loui Munana Tumute ke aiohavoge Dilavau bae toelave ke ulihalivebene.
LUK.12.11	“Ige abu la malevei dubue kosive biae kotaho tige lainaho gasigasiai vabulahalive. Isi mesoho abu la malevei gamanie kosivemo kotaho tige lainaho la hoto louveve ke huhulahalive. 
LUK.12.12	Kosealemo vani kela Munana Tumutena bae la hoto louveve ke la haivege bae louve.”
LUK.12.13	Au kateai loui au esemu namigevesege ata moaga kebia vigomo ata moleu hoai loui avoe, “Kosive, no mamau hatialelua di nana namihage au di mamae kunai tasaliai degomole daoi.” 
LUK.12.14	Ige Iesuu namihai loui avoe, “Ba, di bae la avutie vaveve ke kaovai kunai ke tasalialivebene.” 
LUK.12.15	Kateai louito namigevei avoe, “Loboe vaveve vamale kebiamo la ebika nenigeveve. Lainaho kunai kebia huhueve moagalive. Kosealemo lana la kunai moaga huhueveliege bae uveve dua seleve valivebene.” 
LUK.12.16	Iesuu hoto ke loui kemo dovudovue hoto mole loui haivei avoe, “Malaha mole kunai moagate ke vatau duave. Iale keu kemo lovi haevege lovive bahata keau holoeavo dua valu. 
LUK.12.17	Iale malaha ke valahuu tobalohoge keu huhuai avoe, ‘Dana onole vai. Dana oleve kateai di lovi otovei.’ 
LUK.12.18	Isi huhuai avoe, ‘Di koseige duave. Di di valahu kobia koievei balugataho unaha houevei. Ilive elike kebiamo di lovi di kunai otovege abu dua vai. 
LUK.12.19	Dana kateale vaniege di ebia hoesehavoi ue dua vai. Ilive vagana moaga kemo teigeve unaha isi vahaehoai ugei.’ 
LUK.12.20	Malaha keu vaveve kateale huhuisege Dilavau avuho loui avoe, ‘A keu luleleholinu. Iale ana novae vavi komo hatinela. Isege ataeabuna bae a lovi nehe bevuevei otovemale ke bahata malei.’” 
LUK.12.21	Iesuu hoto kateale louito ke ihu loui ata namigevei avoe, “Oleuoleu Dilava kunai huhuholisito vatae kunai huhulahai abu omo otovemale keau malaha nehe ke nahate.”
LUK.12.22	Iesuu kateai louito au esemu namigevei avoe, “Katealemoike di laheho loui kosea, ‘Lainaho la iveve isi ogo vaveve kebia huhu balugagelive.’ 
LUK.12.23	Kosealemo nahie uveve keu lovi iveve ke evihanu. Isi la uveve keu ogo hatueveve keta evihanu. 
LUK.12.24	Ugu kebia elegeveve. Keau bululahai valahu houi avuemo lovi lovoi otoveholima. Isito Dilavau kebia nibievei lovi ovema. Iale laeau kebia evigeveale kemo Dilavana la tedaeve dua vai. 
LUK.12.25	La oleu au uveve ke huhu moaganiege auna oleve kateai au uveve vagana ke mai egetisi. Katealiveu anekianu. 
LUK.12.26	Vaveve esehame keu laemo anekiasege la osiohoike onobenobe kebia huhueve moagama. 
LUK.12.27	Isi botoe valavalaeau ulimale vaveveabe kebia elegeveve. Keau lovilahai ogo vaeveholima. Isito di la namigevege evive. Solomoni keu kunai moagate. Isi keu ogoe dua vama. Isito ogove dua keau valavalae dua kebia evigeveholilu. Iale Dilavau kaeagevei nibieve dua vamale kemo la hilokage auna lata nibieve dua vai. 
LUK.12.28	Valavala keabuna nova uito nivu tutukai gililahage ataeabuna bevuevei mahoevege keabuna uoholisi. Isito Dilavau gadegevei nalieveale ke nahate auna la nalievei ogo laovei. Seleveta auna laheho kateale vai. Isito la evievi keu esevehameanu. 
LUK.12.29	Iale lainaho lovita eta iveve kemo huhu moagagelive. 
LUK.12.30	Evieviholimale ata keabulike vatae onobenobe huhu moagama. Isito la Mamau otogoe umale keu laemo onoleu uoholiale ke hilokanu. Iale auna ke laovei. 
LUK.12.31	Iale lana vasohuta Dilava matamae doga ke humaha kaovai isivive vage auna onobenobe kebia bahata laovei.
LUK.12.32	“Iale di esea, lainaho vabulahalive. Laeau moaga holioholilu. Isito Dilavau au isivimo la hoesegeveale laeabuna bae adave vuvunemo uve. 
LUK.12.33	Iale la kunai ke malei voievei moni ke malei kunaiholimale kebia oveve. Lana kateale vage otogoe la mogamogana tobalohoi ui. Ige keve la kunaina balugage ataeau bae vavoloalivebene. Isege segeleu bae bohilivebene. 
LUK.12.34	Iale vani bahata la kunaiu umale keve la uvuna ugei.”
LUK.12.35+LUK.12.36	“Di hoto mole louge evive. Esemuiau abu ogo vai abu lameba hanei abu kosive hemei umale ke nahate la vaveve hoesegevei la kosive hemei uve. Kosealemo kosiveabeu abu mole holoeveale keve tiale hoilahai lohoma. Iale auna lohoniege udaha hamage abuna solekavesite avuho udaha alavoi. 
LUK.12.37	Esemuiabe keau abu vaveve gadehavoi nita hemei ualemo kosiabe kena lohoniege velemai elegevege abuna vahaeholahai. Ige kosiveabena namigevege abuna uguiavosege auna au ogo vukai tiniege abuho vasiai ovege abuna isi. 
LUK.12.38	Mesoho auna vavie vigomo o vae alalamita lohoge esemuiabe keabuna nita uliege elehai vahaeholahai. 
LUK.12.39	Katealemo ko huhulahave. Mesoho oe biageu vavoloe atau lohoveve vani ke auna hilokai nita uniege vavoloe ata keu bae ovemo vavoloalivebene. 
LUK.12.40	Iale lata nita uve. Kosealemo Atae Eseu lohoveve vani ke lana hilokaholisege auna bae lohoi.”
LUK.12.41	Au kateai louge Bitau namihai loui avoe, “Kosive, ana no unahahoike ke louma. Emena ata kobiatahoike a ke louma.” 
LUK.12.42	Ige Iesuu avuho loui avoe, “Oleuoleu evievi ata holisi kemo lulelelahale kebiahoike di ke lounu. Iale balugavena abuho louge abuna ove ke nalisi bae esemu degomoleta nalievei lovi ovegei. 
LUK.12.43	Isege kosivevena tiniege tota hoilahai lohoniege esemuveu lovie dua vale ke elehai vahaehove vai. 
LUK.12.44	Iale seleveta di la namigevema. Kosivevena au esemu ke ebagemage kena kunaive bahata nalievei. 
LUK.12.45	Isito kosivevena haeavamole tige esemuvena huhuai kosea, ‘Keu bae solekai loholivebene.’ Isi kateai au kosive esemu degomole havei lovi baluga isi e toela ige kinavena luleleholisi. 
LUK.12.46	Iniege vani mole kosiveveu lohoveve ke hilokaholisege auna lohoniege esemu ke elehai hamai lovive kemo iomage auna tiniege evievi ata holioholiale kebiahi ui.
LUK.12.47	“Keu kosive ke isivi hilokanu. Isito isiviholinu ke valiho. Katealemo auna bae vatehani baluga malei. 
LUK.12.48	Isito esemu olena au kosive isivi hilokaholisito vaveve toela vaniege auna vatehani esehame malei. Kosealemo Dilavau lulele isi vuvune baluga ata olete bia oveime isiviale keau abuta kemo lovi baluga vai. Isito lulele isi vuvune eseve ata olete bia oveime isiviale keau kemo lovi eseve vai.”
LUK.12.49	Iesuu tota loui avoe, “Dana lohoniege vata ko mahoi aiohavoi. Isito di isiviale aike vene ke beige au lahai. 
LUK.12.50	Gabie dana babatiso ni molete vai. Iale di isiviale vatehani ke solekai mage au uoholisi. 
LUK.12.51	Iale la huhuige ataeau molehi ue dua valihonike di vatae lohonu. Ba, di kateho lohoholinu. Isito ataeau mole tasalievehoike di kove lohonu. 
LUK.12.52	Iale novae vani komo ese bahata ada mole keabuna mole tasalievei. Abuita igaeta keabuna ivi mole. Isege abuita keabuna ivi mole. Moleabuna di ata holisege moleabuna di aiohavoi. 
LUK.12.53	Iale mamuvu abuna abu ese aiogevesege eseabe abuna abuta abu mamuvu aiogevesege neinuvu abuna abu ese aiogevesege eseabe abuna abuta abu neinuvu aiogevei. Isege maivu abuna abu maivu aiogevesege maivuabe abuna abuta abu maivu aiogevei.”
LUK.12.54	Iesuu kateai au esemuho louito ata bahata namigevei avoe, “La vaveve keu koseanu. Lana vaniu dobamale keve elehage goeu lohoge lana loui kosea, ‘Venina lohoi.’ Ige auna lohoi. 
LUK.12.55	Isi lana elehage helukana seloeatae lohoge lana loui kosea, ‘Vanina vuvuneai.’ Ige auna vuvuneai. 
LUK.12.56	Isito laeau loboe ataea. La vata elehai otogo elehai lulelelahalu. Isito laeau aike laemo lohoveve ke hilokaholilu.”
LUK.12.57	“Osiohoike laeau la ebika hoesegevei vaveve dua kaovaholilu. 
LUK.12.58	Iale mesoho malaha moleu isiviale la malevei kotaho tige vasohuta avuti igaetoai la vaveve ke kaovai hoesehavove. Iale lana kateale vaholige la bahoena la malevei kotamale atae tai. Ige kotae ata kena la malevei bukate ovege abuna la malevei dibulae hanavei. 
LUK.12.59	Iale di la namigevei. Laeabuna dibulae uliege ke ibina vahatugeto abuna bae la iovei.”
LUK.13.1	Kateimale vanila ata degomoleau deiada mole loui Iesu namihalu. Deiada keu koseanu. Vani mole Galili ata degomoleau ovo havei mahoi Dilava hoesehavosege gamanie kosive Bailoti esemuiau ata kebia havege abu haluvilu. 
LUK.13.2	Ige Iesuu deiada ke evisi namigevei avoe, “La huhuige kosive keu kebia haveale vaveveabe toela kena Galili ata degomole kebia toela evigevenu. 
LUK.13.3	Ba, di la namigevei. La huhuige keau vaveve toela vamale ataea. Isito laeau mole nahate. Lana la vaveve toela halevaholiliege lana lata haluvive. 
LUK.13.4	Ige subuta Dielusalemae o mole egetana ivi Salomu keu bokolahai dobai ata eitini (18) havege abu haluvilu. Iale la huhuige haluviale keau Dielusalema ata degomolebia vaveve toela evigevelu. 
LUK.13.5	Ba, di la namigevei. Mesoho lana la vaveve toela halevaholiliege lana lata haluvive.”
LUK.13.6	Iesuu kateai louito kemo dovudovue hoto mole loui haivei avoe, “Malaha mole bulue uvumo idi mole ivi vigi keu kemo laminu. Iale malaha keu tiale idi ke adamo niage baioholinu. 
LUK.13.7	Ige au bulumo loviamale ke namihai loui avoe, ‘Vagana abuita igaeta di idi ko adamo niage keu baioholinu. Iale heinela. Keu vata komo lamisito hahumaholige keu toelanu. Idi keu uoholige mole duana kove ulisi.’ 
LUK.13.8	Ige esemuve keu namihai avoe, ‘Kosive, halege au vagana ko igaemo ui. Isege di bae vata bisi momoluta bisi malei umukave omisi. 
LUK.13.9	Ige au gabie vaganamo baiage keu duave. Isito au baioholige nahi bae heisi.’”
LUK.13.10	Iesuu hoto kateale tovetove lounu. Iniale bula molemo tiniale Diue dubue ata haivema. 
LUK.13.11	Isege dubu ke uvue keate mole munanae toelau avuemo biloale keu keve ua. Vagana eitini (18) ke uvumo munanae toela keu keate keti uale vavahaniage inuveu keukanu. Ige au inuta lamiholisito holumai oima. 
LUK.13.12	Ige Iesuu keate ke elehai hohavoi avoe, “Ei, nova a vavahani keu aemo uoholinu.” 
LUK.13.13	Isi au ada mai tatavemo mamoge solekavesite inuve nehe keu inutolotoloige au inuta lamisi Dilava hoesehavonu. 
LUK.13.14	Keate keu kateige dubue kosive keu itumuanu. Kosealemo Iesuu bulamo keate ke hoesehavonu. Ige kosive keu ata namigevei loui avoe, “Vanie ni bahata ada mole isi igae ke uvumo nahi lovilahai dubue loholive vavahanite kebia hoesegevegei. Isito bulamo vavahanite kebia hoesegeve halevave.” 
LUK.13.15	Kateai louge Iesuu avuho loui avoe, “Loboe ataea. Ataeau la vaveve elehage duave. Isito la uvu keu toelanu. Iale di louge evive. La keau bulala la ovo vavegevei malei ebavae e oveho timale kemo la ovo kebia hoesegevema. 
LUK.13.16	Isito la isiviholialeike di bulamo Ebalahamu valada ko hoesehavoliho. Setene keu vagana eitini (18) ke uvumo keate ko aiohavoge keu toelai ua. Iale la huhuige dana bulamo hoesehavoge kena duave.” 
LUK.13.17	Kateai louge aiohavomale ataeau matilahalu. Isege ata bahataeau Iesuu vaveve dua vamale ke elehai vahaeholahalu.
LUK.13.18	Ige Iesuu kebia namigevei avoe, “Ataeau Dilava adae vuvunemo uveve kemo dana dovudovue hoto oleteale louge lana bae kemo lulelelahave. 
LUK.13.19	Ataeau Dilava adae uvumo uveve keu masitae i nahate. Masita ke iu esevehame. Isito lana ke sesilahage kena ulisi balugage uguiabuna loholiege adavemo hasolahai. Iale ataeau Dilava adae vuvunemo ui moagatahoai ue dua vaveve keu kateanu.”
LUK.13.20	Iesuu tota hoto mole abuho lounu. Avoe, “Dana oleve kateai ataeau Dilava adae vuvunemo uveve ke laheho loui. Keu beikini bauda ke nahate. 
LUK.13.21	Keateabuna beikini bauda ke mai valavamo keiohai ebuehage kena valava ke mai balugatisi. Iale ataeau Dilava adae uvumo ui moagaveve keu ke nahate.”
LUK.13.22	Iesuu kateai louito halevei Dielusalemae tinu. Isi keve timale humaha tavae o igaegaela ata haivei tima. 
LUK.13.23	Ata haivei tisege ata mole igaeu avuho loui avoe, “Kosive, ata moagavesite unahaeabuna otogoe tai.” 
LUK.13.24	Ige Iesuu ata bahata namigevei avoe, “Otogoe udaha keu esevehame. Ialelua negolahalive udaha kela velehovoi teve. Ata moagaeabuna isivilahai o ke uvue tai. Isito kena abuemo anekiai.
LUK.13.25	“Kosealemo o ke biagena hovelahai udaha ke bamui. Ige lana tiliege iave lavisi udaha hamihamiai loui kosea, ‘Kosive, noheho udaha alavo.’ Ige o ke biagena laheho loui kosea, ‘Di la hilokaeveholinu. La oleve keveike loholu.’ 
LUK.13.26	Ige lana hotove ibina vai loui kosea, ‘Ba, noeau subuta aluvuta lovi isi e imale ata noeabulike ko. Isi no oe a no haivemale ata noeabulike ko.’ 
LUK.13.27	Ige oe biagena tota loui kosea, ‘Di la namigevei. Di la hilokaeveholinu. La oleveike loholu. Laeau atae toela unaha. Iale tai di haliove.’ 
LUK.13.28	Kena kateai laheho louge lana udahae iae ui uvulahai ninalahaime bae monomo hediavogei. Kosealemo Ebalahamu, Diekobo, Aisiki isi beloveta bahata keau Dilava matamae doga keve usegeto laeabuna heie uve. 
LUK.13.29	Isege vaniu velemai dobamale keve isi vaki mole isi vaki mole keve ataeabuna loholiege Dilava matamae doga keve igaetoai uguiavoi lovi isi. 
LUK.13.30	Ige kateimale vanila uli holiale keabuna gabi holisi. Isege gabi holiale keabuna uli holisi.”
LUK.13.31	Iesuu kateale louniale uoholisege Balisia ata degomoleau lohoale avuho loui avoe, “O ko halei matama moleve tenela. Kosealemo gamani kosive Elodiu isiviale ahamoi.” 
LUK.13.32	Ige Iesuu namigevei avoe, “Malaha keu ata lobogevemale mi mole veleki ke nahate. Iale talive ke namihai loui kosea, ‘Dau nova nivu vavahanite kebia hoesegevei degomolemo munanae toelau umale kebia nunuvema. Iale alamege dana Dielusalemae velemasege di lovi kona uoholisi.’ 
LUK.13.33	Iale dana nova tai nivu tai alamege velemai. Kosealemo abu subuta Dielusalemae Dilava ata moaga havemale kemo Dilavau isiviale di talive Dielusalemae abu dahavoge di hatai.
LUK.13.34	“Iei, Dielusalema ata la nohovu. Dilavau au hoto louveve beloveta laheho hanavege la muneta kebia havege abu haluvilu. Vani moaga di isiviale la malevei di adae uvumo otovei. Kokoluguu au ese bevuevei goloeabemo amuleale ke nahate. Isito laeau daho isiviholilu. 
