MAT.1.1	Je² libro xi³ cho⁴ta⁴jchi¹nca³-le⁴ Jesucristo, ˀnti¹-le⁴ David, cˀoa⁴ ˀnti¹-le⁴ Abraham.
MAT.17.6	Cˀia⁴ nca³ qui³nčhˀoe¹ cho⁴ta⁴-le⁴, qui³tsao³tso³cjan¹, cˀoa⁴ nˀion¹ qui³tsa³cjon¹. 
MAT.17.7	Cˀoa⁴ Jesús ji³cho², qui³si³cao⁴, cˀoa⁴qui³tso²: Ti²so⁴tjaon⁴³, a³li² vi³jcon³-jion²³. 
MAT.17.8	Cˀoa⁴ cˀia⁴ nca³ qui³sco²tsen³ncˀa², ni⁴ˀya³-jin² xi³ tsa³ve³, to⁴jnco³ Jesús. 
MAT.17.9	Ti⁴ˀa³-ni³ nca³ tjio¹nčhoa¹jen³tˀa³, tsa³cˀe¹ne²-le⁴ Jesús, qui³tso²: Ni⁴ˀya³-jin² xi³ jo³ ˀmi²-lao⁴³ je² xi³ ca²ˀyao³, sa³ˀnta³ nca³ ˀnti¹-le⁴ cho⁴ta⁴ cjoa⁴ˀa¹ya³jin³-ni³le⁴ cˀen³. 
MAT.17.10	Cˀia⁴ cho⁴ta⁴-le⁴ qui³sco²na³nqui³-le⁴: A¹-ni³ nca³ cˀoa⁴tso²-si¹ni³ cho⁴ta⁴ scribano nca³ tjin¹-ni³ nca³ ti¹tjon² cjoa⁴ˀai¹ Elías. 
MAT.17.11	Qui³nchja⁴ Jesús: Xi³ ña³qui³ cjoa⁴qui²xi⁴, ti¹tjon² cjoa⁴ˀai¹ Elías, cˀoe⁴²nta³ya³ nqui²jnco³cˀa² nca³yi³je³ cjoa⁴ jo³ coan³ nca³sˀa⁴. 
MAT.17.12	To⁴nca³ an³ xin³-no³ nca³ je³ja³ˀai³ Elías, cˀoa⁴ cho⁴ta⁴ li²coi³ tsa³ve³xcon³. Cˀoa⁴ cho⁴ta⁴ qui³si³cao⁴ jo³-sˀin² coan³me³con³. Cˀoa⁴-ti⁴sˀin² je² ˀnti¹-le⁴ cho⁴ta⁴ cjoa⁴ˀa² cjoa⁴ñˀain³ xi³ tˀa³tsˀe⁴. 
MAT.17.13	Cˀia⁴ cho⁴ta⁴-le⁴ coan³cho⁴ya³-le⁴ nca³ qui³nchja⁴ xi³ tˀa³tsˀe⁴ Juan Bautista.
MAT.17.14	Cˀia⁴ nca³ je³ji³cho² jña³ nca³ tjio¹ cho⁴ta⁴ncjin², ja³ˀai³con³jnco³-le⁴ xˀin⁴, tsa³ca³sen²xco¹nchˀin³tˀa³-le⁴. 
MAT.17.15	Cˀoa⁴qui³tso²: Señor, jcha⁴ma⁴ta³coin²³ tˀa³tsˀe⁴ ˀnti¹-na⁴, nca³ chˀin³xin¹ tjin¹-le⁴, cˀoa⁴ li² cˀoa⁴cji³ cjoa⁴ñˀain³ ti¹fa³ˀa¹, nca³ coan³ ncjin² cˀa³ ca³jin³ lˀi¹, cˀoa⁴ ncjin² cˀa³ jin³ na³nta¹. 
MAT.17.16	Cˀoa⁴ je³ja²ˀai⁴ ca³co³-le⁴ cho⁴ta⁴-li⁴, li²coi³ coan³-le⁴ qui³si³nta³. 
MAT.17.17	Qui³nchja⁴ Jesús: Cho⁴ta⁴ xi³ tsi² ma³cjain¹-no³ tˀa³tsˀe⁴ Ni³na¹, xi³ to⁴xin² ntia⁴² ma³nquin¹cao⁴³ yao³-no³. Cˀia¹ sa³ˀnta³ tjin¹ne²-na³ nca³ coa²te⁴jna³cao⁴-no³ nca³ jon². Cˀia¹ sa³ˀnta³ tjin¹ne²-na³ nca³ si³cjain¹-no³ nca³ jon². Nčhoa¹cao⁴-nao¹³ i⁴-vi⁴. 
MAT.17.18	Cˀoa⁴ Jesús qui³nchja⁴ti³cao⁴ nai⁴² xi³ nta³jin³ xi³ ti¹jna³jin³-le⁴ ti³-ve⁴, cˀoa⁴ ji³tjo³jin³-ni³le⁴ nai⁴² xi³ nta³jin³. Cˀoa⁴ ti³-ve⁴ coan³nta³-ni³ sa³ˀnta³ ti⁴coi³-ni³ hora. 
MAT.17.19	Cˀia⁴ ji³cho²con³ tˀa³xin²-le⁴ Jesús cho⁴ta⁴-le⁴, qui³tso²: A¹-ni³ nca³ jin⁴-jin⁴ li²coi³ coan³-si¹ni³na³jin⁴ nca³ qui³chˀa²sje³xin²-lai⁴jin⁴ nai⁴²-ve⁴ xi³ nta³jin³. 
MAT.17.20	Cˀoa⁴ Jesús qui³tso²-le⁴: Coi³ nca³ to⁴choa³ ma³cjain¹-no³. Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, tsa² nta³ ma³cjain¹-no³, nta³ tsa² to⁴choa³ tjin¹ jo³-ni³ tsa² jnco³ na⁴xin⁴-le⁴ mostaza xi³ ˀnti¹ na⁴cjoan³, cˀoa⁴cˀoin¹-lao⁴³ je² ni³nto³-vi⁴: Ti⁴tja¹-ni³ i⁴-vi⁴ ˀnta³ xi³ncoa³ jan¹, cˀoa⁴ cjoa⁴ˀa³. Cˀoa⁴ ni⁴jme³-jin² xi³ tsi² coan⁴-no³. 
MAT.17.21	Ni⁴ˀi⁴tse¹-jin² ma³vi³tjo³ nai⁴² xo⁴cjoan³-vi⁴, tsa² tsi² cˀoe¹tsˀoa³², cˀoa⁴ tsa² tsi² coi⁴yo³nchjan³².
MAT.17.22	Cˀia⁴ nca³ tjio¹ma³ña³ ya⁴ Galilea, Jesús qui³tso²-le⁴: Je² ˀnti¹-le⁴ cho⁴ta⁴ cˀoa⁴-sˀin² cˀoai⁴tˀa³-le⁴ ntsja³ cho⁴ta⁴. 
MAT.17.23	Cˀoa⁴ cho⁴ta⁴ si⁴²cˀen³, cˀoa⁴ xi³ coan⁴jan²-ni³ ni⁴čhjin³ si⁴cja³ˀa¹ya³-ni³le⁴. Cˀoa⁴ cho⁴ta⁴-le⁴ nˀion¹ coan³fao¹-le⁴.
MAT.17.24	Cˀia⁴ nca³ ji³cho² Capernaum, je² cho⁴ta⁴ xi³ vˀe¹xco¹ taon⁴ xi³ tsˀe⁴ yo⁴nco⁴, cˀoa⁴qui³tso²: Je² Maestro-no³, a³ tsi² vˀe¹chji¹ taon⁴ xi³ tsˀe⁴ yo⁴nco⁴. 
MAT.17.25	Cˀoa⁴ Pedro qui³tso²: Jaon³. Cˀia⁴ nca³ ja³ˀa³sˀen³ ya⁴ ntˀia³, Jesús qui³nchja⁴ ti¹tjon²-le⁴: Jo¹ si³, Simón. Je² xi³ cho⁴ta⁴ti¹tjon²-le⁴ i⁴ son³ˀnte³-vi⁴, ˀya¹-ni³ xi³ ma³chjen¹ nca³ vˀe¹chji¹-le⁴ taon⁴va³sen³ cˀoa⁴ taon⁴sa¹. A³ je² xi³ xti³-le⁴ na⁴xi⁴na³nta¹-le⁴, a³xo⁴ xi³ xin²ˀnte³-le⁴. 
MAT.17.26	Pedro qui³tso²-le⁴: Je² xi³ xin²ˀnte³-le⁴. Jesús qui³tso²-le⁴: Cˀia⁴ je² xi³ xti³-le⁴ na⁴xi⁴na³nta¹-le⁴ tjio¹ntai¹ xi³ tˀa³tsˀe⁴ taon⁴-ve⁴. 
MAT.17.27	To⁴nca³ jme¹-ni³ nca³ tsi² tsa² chˀao³ si⁴cao⁴-si¹nia³², tˀin³ ya⁴ nta¹chi³con³, ti⁴cˀa³tjen⁴jin³ qui⁴cha⁴ˀva⁴, cˀoa⁴ jti⁴ xi³ cjoa⁴ˀai¹ti¹tjon² chjoai¹³. Cˀia⁴ nca³ ti⁴xˀa⁴ tsˀoa³ coan⁴sjai³-li² taon⁴. Chjoai¹³, cˀoa⁴ tˀai²-lai⁴ xi³ tˀa³tsˀan⁴ cao⁴ xi³ tˀa³tsi⁴.
MAT.18.1	Coi³ hora-ve⁴ cho⁴ta⁴-le⁴ ji³cho²con³-le⁴ Jesús, qui³tso²: ˀya¹-ni³ xi³ nqui²sa⁴ ti¹tjon² ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.18.2	Cˀoa⁴ Jesús qui³nchja⁴-le⁴ jnco³ ˀnti¹ti³, qui³si³ca³sen¹jna³ ˀncho²va³sen³-le⁴. 
MAT.18.3	Qui³tso²: Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, tsa² tsi² cˀoa⁴ntjai²yao³ nca³ coaon⁴³ jo³-ni³ xti³, li²coi³ coan⁴ coi⁴tja¹sˀaon³ ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.18.4	Cˀoa⁴-sˀin² nca³ to⁴ˀya³-ni³ xi³ na³nqui³ vˀa³sje³ yao³-le⁴ jo³-ni³ je² ˀnti¹ti³-ve⁴, je²-vi⁴ xi³ nqui²sa⁴ ti¹tjon² ya⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.18.5	Cˀoa⁴ to⁴ˀya³-ni³ve⁴ xi³ scoe¹tjao² xi³ tˀa³tsˀan⁴ jnco³ ˀnti¹, an³ xi³ cjoe¹tjao²-na³. 
MAT.18.6	Cˀoa⁴ to⁴ˀya³-ni³ve⁴ xi³ si⁴²ca³jnqui³ je¹ jnco³ xi³ je² ˀnti¹xti³-vi⁴ xi³ ma³cjain¹-le⁴ tˀa³tsˀan⁴, nqui²sa⁴ nta³-le⁴ tsa² jnco³ la⁴jao⁴ xi³ ai¹ xi³ tsˀe⁴ molino sˀe⁴tjen⁴vˀa³nqui³ ya¹sin³, cˀoa⁴ nca³ ya⁴ cha⁴ni²čhjoa³jin³ nta¹chi³con³ jña³ nˀion¹ na⁴nca⁴.
MAT.18.7	Ma⁴xo¹ni³ cho⁴ta⁴son³ˀnte³, nca⁴ tjin¹ xi³ si¹ca³jnqui³ je¹. Ma³chjen¹ nca³ cjoa⁴ˀai¹ xi³ si⁴²ca³jnqui³ je¹ xi¹ncjin¹. To⁴nca³ ma⁴xo¹ni³ je² cho⁴ta⁴ xi³ si¹ca³jnqui³ je¹ xi³jnco³. 
MAT.18.8	To⁴coi³, tsa² ntsai⁴ a³xo⁴ tsa² ntso⁴coi³ si¹qui³tson¹-li², ti⁴cha¹tˀai³, cˀoa⁴ ti⁴cˀa³tjain⁴. Nqui²sa⁴ nta³ tsa² chi⁴ˀnque¹tˀai³ a³xo⁴ tsa² co³to³ ntsja³ ti³soi³ nca³ coi⁴tja¹sˀain³ cjoa⁴vi³jna³chon³ nca³ntsjai² cao⁴-ni³ tsa² nca³ jao² ma³ ntso⁴coi³ a³xo⁴ nca³ jao² ntsai⁴, cˀoa⁴ nca³ cˀoa⁴-sˀin² cha⁴ni²jin³-li² lˀi¹ xi³ nca³ntsjai². 
MAT.18.9	Cˀoa⁴ tsa² je² xcoin³ si¹qui³tson¹-li², chˀa⁴sjai³, cˀoa⁴ ti⁴cˀa³tjain⁴. Nqui²sa⁴ nta³ tsa² cˀoa⁴-sˀin² coi⁴tja¹sˀain³ cjoa⁴vi³jna³chon³ nca³ntsjai² cao⁴ to⁴jnco³ xcoin³ cao⁴-ni³ tsa² nca³ jao² ma³ xcoin³, cˀoa⁴ nca³ cˀoa⁴-sˀin² cha⁴ni²jin³-li² ya⁴ ˀnte³ jña³ nca³ ti¹ti² lˀi¹.
MAT.18.10	Cho¹tsaon³ nca³ li²coi³ chˀa²sje³nquio³ jnco³ ˀnti¹xti³-vi⁴. Cˀoa⁴xin³-no³ nca³ je² a²ncje⁴-le⁴ ˀnti¹xti³-vi⁴, ya⁴ ncˀa³jmi³ ve³ntsjai² ncjain¹ Nˀai³-na⁴ xi³ ti¹jna³ ncˀa³jmi³. 
MAT.18.11	Je² ˀnti¹-le⁴ cho⁴ta⁴ ja³ˀai³ nca³ cˀoa⁴sje³ntjai² je² xi³ qui³cha³. 
MAT.18.12	Jo¹ vi³xon¹³. Tsa² jnco³ cho⁴ta⁴ tjin¹-le⁴ jnco³ ciento va³rre², cˀoa⁴ tsa² qui³cha³ jnco³ va³rre², a³ tsi² tsa² si⁴²ca³tio¹ je² xi³ ño³ can³ cao⁴-ni³ čhja³ˀaon²ño³, nca³ coai⁴ ya⁴jin³jña¹ nca³ coai⁴ ca¹sjai³ je² xi³ ca²cha³. 
MAT.18.13	Tsa² coan⁴sjai³-le⁴, xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, nqui²-sa⁴ ma³tsjoa³-le⁴ xi³ tˀa³tsˀe⁴ xi³ jnco³ xi³ qui³cha³ cao⁴-ni³ tsa² xi³ tˀa³tsˀe⁴ je² xi³ ño³ can³ cao⁴-ni³ čhja³ˀaon²ño³ xi³ tsi² tsa² qui³cha³. 
MAT.18.14	Cˀoa⁴²-sˀin² li²coi³ me³-le⁴ Nˀai³-no³ xi³ ti¹jna³ ya⁴ ncˀa³jmi³ nca³ cha⁴ jnco³ xi³ je² ˀnti¹xti³-vi⁴.
MAT.18.15	Cˀoa⁴ tsa² ntsˀai³ coa⁴jnqui³ je¹ xi³ tˀa³tsi⁴, tˀin³chon¹-lai⁴, cˀoa⁴ ti⁴qui²xi⁴ya³-lai⁴ nca³ to⁴ji³ nca³ to⁴je² to⁴jnco³. Tsa² cjoi⁴nčhˀoe¹-li², je³qui³ni²qui³njain³ ntsˀai³. 
MAT.18.16	To⁴nca³ tsa² tsi² cjoi⁴nčhˀoe¹-li², ca²tji³cao⁴-li² tsa² jnco³ tsa² jao², jme¹-ni³ nca³ si⁴²qui²xi⁴ya³nta³-ni³ nca³yi³je³ en¹-le⁴, tsa² jao², cˀoa⁴ tsa² jan² testigo. 
MAT.18.17	Tsa² tsi² cjoi⁴nčhˀoe¹-le⁴ je² xi³ coai⁴cao⁴-li², cˀoa⁴tˀin²-lai⁴ nca³tsˀi³ xi³ ya⁴ yo⁴nco⁴, cˀoa⁴ tsa² tsi² cjoi⁴nčhˀoe¹-le⁴ je² nca³tsˀi³-ve⁴, to⁴cˀoa⁴-sˀin² jcha⁴ta³coin²³ jo³-ni³ jnco³ cho⁴ta⁴ xi³ xin² ˀnte³ a³xo⁴ cho⁴ta⁴ xi³ vˀe¹ña³ taon⁴va³sen³. 
MAT.18.18	Xi³ cjoa⁴qui²xi⁴ xi³ xin³-no³, nca³yi³je³ cjoa⁴ xi³ tsi² tsa² coi³ cˀoai⁴ˀnte³-lao⁴³ i⁴ son³ˀnte³-vi⁴, cˀoa⁴-ti⁴ li²coi³ cˀoai⁴ˀnte³-le⁴ ya⁴ ncˀa³jmi³. Nca³yi³je³ cjoa⁴ xi³ cˀoai⁴ˀnte³-lao⁴³ i⁴ son³ˀnte³-vi⁴, cˀoa⁴-ti⁴ cˀoai⁴ˀnte³-le⁴ ya⁴ ncˀa³-jmi³. 
MAT.18.19	Nqui²jnco³ cˀa² cˀoa⁴xin³-no³, tsa² jao² xi³ nca³ jon²-vi⁴ xi³ i⁴ son³ˀnte³-vi⁴ cˀoa⁴-sˀin² nta³ cˀoe¹jnco³-ta³con²³ tˀa³tsˀe⁴ to⁴jme³ cjoa⁴-ni³ xi³ si⁴jao¹³, cˀoa⁴-sˀin² sˀe⁴-no³ xi³ to⁴tˀa³tsˀe⁴ Nˀai³-na⁴ xi³ ti¹jna³ ya⁴ ncˀa³jmi³. 
MAT.18.20	Ya⁴ jña³ nca³ to⁴jnco³ tjio¹ jao² a³xo⁴ jan² xi³ tsˀan⁴ cho⁴ta⁴, ya⁴² ti²jna⁴jin³ va³sen³-le⁴ nca³ je². 
MAT.18.21	Cˀia⁴ Pedro ji³cho²con³-le⁴ Jesús, qui³tso²: Señor, jo¹ tjin¹ cˀa³ si³cha³tˀa³-le⁴ ntsˀe³ xi³ coa³jnqui³ je¹ xi³ tˀa³tsˀan⁴. A³ sa³ˀnta³ ña³to³ cˀa³. 
MAT.18.22	Jesús tso²-le⁴: A³li²coi³ cˀoa⁴xin³-le²³ tsa² sa³ˀnta³ ña³to³ cˀa³, to⁴nca³ to⁴sa³ sa³ˀnta³ ña³to³ cˀa³ jan²can³ cao⁴ te³.
MAT.18.23	To⁴coi³ je² cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³ ma³nco¹son² jnco³ cho⁴ta⁴ti¹tjon² xi³ coan³me³-le⁴ nca³ tsa³cˀe¹xqui⁴cao⁴ cho⁴ˀnta³-le⁴. 
MAT.18.24	Cˀia⁴ nca³ tsa³cˀe¹tsˀia⁴cao⁴ nca³ tsa³cˀe¹xqui⁴, ja³ˀai³ cha³ni²tˀa³-le⁴ jnco³ xi³ qui³tjen⁴-le⁴ te³ jmi³ xi³ tsˀe⁴ cho⁴ta⁴ti¹tjon²-ve⁴. 
MAT.18.25	Je²-vi⁴ li²coi³ coan³ tsa³cˀe¹chji¹-le⁴. Nai³-le⁴ tsa³cˀe¹ne² nca³ sa⁴te¹na³ cao⁴ chjon⁴²-le⁴, cao⁴ ˀnti¹xti³-le⁴, cao⁴ nca³yi³je³ xi³ tjin¹-le⁴, cˀoa⁴-sˀin² coan⁴chji¹-ni³le⁴ nai³-le⁴. 
MAT.18.26	Cˀia⁴ je² cho⁴ˀnta³-ve⁴ tsa³ca³sen²xco¹nchˀin³tˀa³-le⁴ nai³-le⁴ qui³tso²-le⁴: Señor, ca²ta³sˀe³-li² cjoa⁴je³ta³con² xi³ tˀa³tsˀan⁴. An³ cˀoe³chji¹³-le²³ nca³yi³je³. 
MAT.18.27	Je² nai³-le⁴ coan³ma⁴que³ cho⁴ˀnta³-ve⁴, qui³si³cˀe¹jna³ntai¹, cˀoa⁴ qui³si³cha³tˀa³-le⁴ nca³yi³je³ xi³ qui³tjen⁴-le⁴. 
MAT.18.28	Cˀia⁴ nca³ ji³tjo³ je² cho⁴ˀnta³-ve⁴, qui³sa³te³cjao³ jnco³ xi³ cho⁴ˀnta³xi¹ncjin¹ xi³ qui³tjen⁴-le⁴ jnco³ ciento vi²xo⁴ xi³ tsˀe⁴. Qui³tsoa³ nca³ je², jo³ qui³si³xi²jnto³, qui³tso²: Tˀe²chji¹-nai¹³ je² xi³ qui³tjen⁴-li². 
MAT.18.29	Cˀia⁴ je² cho⁴ˀnta³xi¹ncjin¹ qui³sca³nqui³ ntso⁴co⁴, tsa³cˀe¹tsˀoa³-le⁴: Ca²ta³sˀe³-li² cjoa⁴je³ta³con² xi³ tˀa³tsˀan⁴. An³ cˀoe³chji¹-le²³ nca³yi³je³. 
MAT.18.30	To⁴nca³ je² coan³cai³-le⁴. To⁴nca³ qui³ qui³sca³ni¹ nto⁴ya¹ sa³ˀnta³ nca³ cˀoe⁴²chji¹-le⁴ je² xi³ qui³tjen⁴-le⁴. 
MAT.18.31	Cˀia⁴ nca³ tsa³ve³ xi³cˀa³ cho⁴ˀnta³xi¹ncjin¹ je² cjoa⁴ xi³ coan³, nˀion¹ coan³va³-le⁴. Ja³ˀai³ tsa³cˀe¹-le⁴ na⁴jmi¹ nai³-le⁴ nca³yi³je³ je² cjoa⁴ xi³ coan³. 
MAT.18.32	Cˀia⁴ nai³-le⁴ qui³nchja⁴-le⁴ je² cho⁴ˀnta³-ve⁴, qui³tso²-le⁴: Ji³ cho⁴ˀnta³ xi³ tsˀain⁴. Nca³yi³je³ xi³ qui³tjen⁴-li², an³ qui³si³cha³tˀa³-le²³ nca³ tsa³cˀe²tsˀoa³-nai¹³. 
MAT.18.33	A³ tsi² cˀoa⁴-ti⁴ ma³chjen¹ nca³ coan³ma⁴chai³ cho⁴ˀnta³xi²nqui⁴, jo³-sˀin² nca³ an³ coan³ma⁴que³-le²³. 
MAT.18.34	Cˀia⁴ nai³-le⁴ coan³jti³-le⁴, qui³tsjoa³tˀa³-le⁴ cho⁴ta⁴ xi³ nˀion¹ tsjoa¹ cjoa⁴ñˀain³, sa³ˀnta³ nca³ tsa³cˀe¹chji¹ nca³yi³je³ xi³ qui³tjen⁴-le⁴. 
MAT.18.35	Cˀoa⁴-ti⁴ si⁴²cao⁴-no³ Nˀai³-na⁴ xi³ ti¹jna³ ncˀa³jmi³, tsa² tsi² si⁴cha³tˀa³-lao⁴³ cao⁴ ni⁴ma⁴-no³ nca³ jnco¹jnco¹ ntsˀao³.
MAT.19.1	Cˀoa⁴ coan³ cˀia⁴ nca³ je³qui³nchja⁴ Jesús je² en¹-vi⁴, ji³tjo³-ni³ Galilea, ja³ˀai³ na³nqui³ Judea xi³ ti¹jna³ xi³ncoa³nta¹-ni³ nta¹je⁴ Jordán.
MAT.19.2	Nˀion¹ ncjin² cho⁴ta⁴ qui³tjen⁴nqui³-le⁴, cˀoa⁴ Jesús qui³si³nta³ cho⁴ta⁴ ya⁴-ve⁴. 
MAT.19.3	Cˀia⁴ ji³cho²con³-le⁴ Jesús cho⁴ta⁴ fariseos, chˀao³-sˀin² qui³si³cao⁴, qui³tso²-le⁴: A³ tjo³ˀnte³-le⁴ xi³ xˀin⁴ nca³ tsjion¹ chjon⁴²-le⁴ xi³ tˀa³tsˀe⁴ to⁴jme³ cjoa⁴-ni³. 
MAT.19.4	Cˀoa⁴ Jesús qui³tso²-le⁴: A³ cje³ vˀe²xquia⁴jion²³ nca³ je² xi³ qui³si³nta³-le⁴ sa³ˀnta³ nca³ ti¹tjon², xi³ xˀin⁴ cao⁴ xi³ chjon⁴² qui³si³nta³-le⁴. 
MAT.19.5	Cˀoa⁴ Ni³na¹ qui³tso²: To⁴coi³ cjoa⁴ je² xˀin⁴ si⁴²ca³tio¹ nˀai³-le⁴ cao⁴ na⁴-le⁴, cˀoa⁴ to⁴jnco³ cˀoe¹jna³cao⁴ chjon⁴²-le⁴, cˀoa⁴ to⁴coan⁴jnco³-ni³ yao³-le⁴. 
MAT.19.6	Cˀoa⁴-sˀin² nca³ tsi² ti⁴jao² ma³nqui²-sa³ni³, to⁴jnco³ yao³ ma³-ni³. To⁴coi³ je² xi³ Ni³na¹ tsa³cˀe¹cjao², a³li² vˀa³sje³xin²-jin² cho⁴ta⁴. 
MAT.19.7	Cho⁴ta⁴ fariseo qui³tso²-le⁴ Jesús: A¹-ni³ tso²cˀoa⁴ nca³ Moisés tsa³cˀe¹ne² nca³ tsjoa¹ xon⁴ xi³ tsjion¹-ni³ xi¹ncjin¹ cho⁴ta⁴, cˀoa⁴ cˀia⁴ ntia³ tsjion¹. 
MAT.19.8	Jesús qui³tso²-le⁴: To⁴coi³ nca³ xi¹jin³ ni⁴ma⁴-no³, Moisés qui³tsjoa³ˀnte² nca³ coi⁴njion¹³ ya¹nchjin¹-no³, to⁴nca³ nca³sˀa⁴ sa³ˀnta³ nca³ ti¹tjon² li²coi³ cˀoa⁴coan³. 
MAT.19.9	To⁴nca³ an³ xin³-no³, to⁴ˀya³-ni³ xi³ tsjion¹ chjon⁴²-le⁴, tsa² tsi² tsa² xi³ to⁴tˀa³tsˀe⁴ nca³ chjon⁴²-le⁴ qui³si³cha³jnqui³tˀa³-le⁴, cˀoa⁴ tsa² cja⁴ˀai¹ chjon⁴² coi⁴xan³cao⁴, je² xˀin⁴-ve⁴ si¹cha³jnqui³tˀa³-le⁴ chjon⁴²-le⁴. Cˀoa⁴ je² xˀin⁴ xi³ coi⁴xan³cao⁴ chjon⁴² xi³ je³qui³njion³, si¹cha³jnqui³tˀa³-le⁴. 
MAT.19.10	Cho⁴ta⁴-le⁴ qui³tso²-le⁴: Tsa² cˀoa⁴-sˀin² tjin¹ cjoa⁴-le⁴ xˀin⁴ cao⁴ chjon⁴²-le⁴, li²coi³ nta³-ni³ nca³ coi⁴xan³². 
MAT.19.11	Cˀia⁴ Jesús qui³tso²-le⁴: Li²coi³ nca³tsˀi³ xi³ coan⁴-le⁴ scoe¹ cjoa⁴fa³ˀai³tsjen³ je²-vi⁴, to⁴je²-ni¹ xi³ cˀoa⁴-sˀin² qui³tsˀai²-le⁴. 
MAT.19.12	Tjin¹ cˀa³ xi³ ˀnti⁴ xi³ xa¹ cˀoa⁴-sˀin² qui³tsin³-ni³. Cˀoa⁴ tjin¹ xi³ ˀnti⁴ xi³ cˀoa⁴-sˀin² coan³ ˀnti⁴ xi³ to⁴tˀa³tsˀe⁴ cho⁴ta⁴. Cˀoa⁴ tjin¹ xi³ ˀnti⁴ xi³ ti⁴je² cˀoa⁴sˀin¹-ni³, jme¹-ni³ nca³ si⁴²xa¹-si¹ni³le⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. Je² xi³ cˀoa⁴-sˀin² jcho¹cjoa⁴-le⁴ xi³ tˀa³tsˀe⁴ je²-vi⁴, cˀoa⁴ ca²ta³sˀin¹.
MAT.19.13	Cˀia⁴ qui³cha³ni²tˀa³-le⁴ ˀnti¹xti³, jme¹-ni³ nca³ coa⁴son²-si¹ni³le⁴ ntsja³, cˀoa⁴ cˀoe⁴²tsˀoa³. Je² cho⁴ta⁴-le⁴ Jesús qui³nchja⁴ti³cao⁴ xi³ ja³ˀai³cao⁴. 
MAT.19.14	To⁴nca³ Jesús qui³tso²: Tˀai²ˀnte³-lao⁴³, ca²tji³nčhoa¹con³-na³ ˀnti¹xti³-ve⁴, a³li² vˀe²chjoa¹-jin²lao⁴³, nca⁴ cˀoa⁴-sˀin² cjoan³ je² xi³ tsˀe⁴ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
MAT.19.15	Jesús tsa³ca¹son²-le⁴ ntsja³, cˀia⁴ qui³-ni³ ya⁴-ve⁴.
MAT.19.16	Coe⁴-ni³ jnco³ cho⁴ta⁴ ji³cho²con³-le⁴, qui³tso²: Maestro, jme¹ cjoa⁴nta³ xi³ sˀian³ nca³ sˀe⁴-si¹ni³na³ cjoa⁴vi³jna³chon³ nca³ntsjai². 
MAT.19.17	Cˀoa⁴ Jesús qui³tso²-le⁴: A¹-ni³ nca³ cho¹na³nqui³-si¹ni³nai¹³ tˀa³tsˀe⁴ xi³ nta³. Ni⁴ˀya³-jin² xi³ nta³, to⁴jnco³ xi³ je² Ni³na¹. Tsa² me³-li² nca³ sˀe⁴-li² cjoa⁴vi³jna³chon³, ti⁴qui³tjo³soin²³ cjoa⁴te¹xo³ma³. 
MAT.19.18	Cho⁴ta⁴-ve⁴ qui³tso²-le⁴: Jna¹-le⁴, Jesús qui³tso²: A³li² ni²cˀen³-jin². A³li² ni²cha³jnqui³-jin². A³li² ni²che¹-jin². A³li² va³sen² nti³so³-jin²lai⁴ xi³cˀa³. 
MAT.19.19	Jcha⁴xcoin¹³ nˀai³-li⁴ na⁴-li⁴. Ca²ta³ma³tsjoa³chai³ xi³cˀa³ jo³-ni³ tsa² ti⁴ji³-ni³. 
MAT.19.20	Je² ti³xˀin⁴ qui³tso²-le⁴ Jesús: Nca³yi³je³ je²-vi⁴ cˀoa⁴-sˀin² qui³si³tjo³soan²³ jo³ sa³ˀnta³ nca³ xtia³. Jme¹-sa³ xi³ cha³-na³. 
MAT.19.21	Jesús qui³tso²-le⁴: Tsa² me³-li² nca³ ña³qui³ coan⁴jncoi³, tˀin³ ta⁴te²nai³ nca³yi³je³ xi³ tjin¹-li², cˀoa⁴ tˀai²-lai⁴ je² xi³ yo⁴ma⁴. Cˀoa⁴ sˀe⁴-li² cjoa⁴nchi⁴na¹ ya⁴ ncˀa³jmi³. Cˀoa⁴ nčhoai¹³, nčhoa¹tˀa³-nai¹³. 
MAT.19.22	Cˀia⁴ nca³ je² ti³xˀin⁴ qui³nčhˀoe¹ je² en¹-ve⁴, fao¹ coan³-le⁴ nca³ qui³, nca⁴ ncjin² tso³jmi² xi³ tjin¹-le⁴. 
MAT.19.23	Cˀia⁴ Jesús qui³tso²-le⁴ cho⁴ta⁴-le⁴: Xi³ cjoa⁴qui²xi⁴ xi³ xian³, nca³ nˀion¹ ñˀain³ coan⁴-le⁴ jnco³ xi³ nchi⁴na¹ nca³ cjoa⁴ˀa³sˀen³jin³ cjoa⁴te¹xo³ma³-le⁴ ncˀa³jmi³. 
