GEN.1.1	Tana vuivuni mai dania God te gonia na kokou mana pari. 
GEN.30.10	Me mua hau mua a Zilpah te vahua vania sakai na garimane. 
GEN.30.11	Leah te bosa, “Ivei vaho tua te vagha na uto ia tu loghoa,” na pukuna keri ge holoa nia Gad
GEN.30.12	Ma Zilpah te ghoi vahua so eruani na garimane. 
GEN.30.13	Ma Leah te holoa nia Asher
GEN.30.14	Mi ta sakai na dani tana bona ni hinava ni wheat, Reuben te sodoi balu na ghai tara holoi nia na mandrake
GEN.30.15	Ma Leah te rutu ngangata me ghaghua, “?Ivei te ghaghua e mua manana mua to pongoa tua na taugu? Itaeni to liona ge ko ghoi lavipoloi so anina na mandrake na dalegu!”
GEN.30.15	Ma Rachel te ghaghua, “Inau tu lubatia vanigho Jacob, ge ke maturu kolugho tana bongi geva ke tughua na lei mandrake tu holai.”
GEN.30.16	Mi tana nulavi keri, tana bona te vaho oli mai a Jacob tana leghai, Leah te rughuhoru ge ke va sodoa. Ma gaia te bosa vania, “Ighoe ko tangomana ge ko maturu koluu tana bongi geva. Inau tu pelugho tua ta Rachel nighi na balu mandrake nina dalegu te sodoi.” Keri ge Jacob te maturu kolua. 
GEN.30.17	Ma God te bosa tughuna nina na kokoeliulivuti Leah, ma gaia te ghoi logho gari ge ghoi vahua e limani na dalena na garimane. 
GEN.30.18	Me holoa nia Issachar
GEN.30.19	Ma gaia te ghoi logho gari sono Leah, ge vahua e ononi na dalena na garimane. 
GEN.30.20	Me holoa nia Zebulun
GEN.30.21	Mi murina gaia te ghoi vahua so sakai na vaivine me holoa nia Dinah.
GEN.30.22	Me God te ghanaghanaa Rachel, ge bosa tughuna nina na kokoeliulivuti nia na loghoana sakai na dalena. 
GEN.30.23	Ma gaia te logho gari me vahua na garimane. Me ghaghua, “God te lavikehaa na maa itagua.” 
GEN.30.24	Ma gaia te holoa nia Joseph
GEN.30.25	Mi murina Rachel te sivuragha Joseph, Jacob te bosa vania Laban, “Inau te liogu ge ku pulohi tua tana komugu. 
GEN.30.26	Ko lubatiu ge ku lavira na lei taugu ma rana lei dalegu, na pukuna tu pelura tua itamua. Mo ko ghilalaa tu pelu sokora tua itamua te vagha nigua na lutu uto tu gonighi vanigho.”
GEN.30.27	Ma Laban te bosa tughu vania, “U nongi ngangatagho ge ko bei rughuhoru saniu na pukuna tu righighi na lei vaughilala mu ghilalaa Yahweh te vautou inau na pukuna ighoe itagua. 
GEN.30.28	Ko bosa vaniu mai engiha to liona ge ko lutu so vaniu, mi nau ku pelugho!”
GEN.30.29	Ma Jacob te bosatughu, “Ighoe to ghilala tua ivei tu nea na lutu laga vaniamu ilokani te subo na niulu tua, mi vei tara ghaghua nimura na lei sheep mana lei maumanu vola ge ra sepalaghi. 
GEN.30.30	Ighoe to loghora na balu vamua inaghona ge u mai, mi taeni to loghoi tara subo ngangata tua. Ma Yahweh te vautogho tana lei totobo tu gonighi vanigho. Mi taeni inau ku righitaoni olira nigua na binaboli heghegu!”
GEN.30.31	Ma Laban te ghoi huahuati sono, “?Mana hava na pelu ia te liomu?”
GEN.30.31	Jacob te bosatughu, “Ko bei peluu gea siki rongo. Mi nau ku ghoi pulohi mu ku ghoi lutu vanigho, ke vagha to gonia a sakai na totobo vaniu. 
GEN.30.32	Ko lubatiu ge ku tona ghobudira nimua na lei volivoli itaeni, mu ku vilikehara na lei sheep mana goat tara loghoa na vaughilala, kolura nia na lei sheep tara kirikiria, ko va heu raeni te vagha na tabagu. 
GEN.30.33	Aeni ke negho ge ko righia inau tu lutu kaekage vanigho pe taho. Ge ko righi sodoa siki sheep pura pana goat tara mua kirikiria ke, mo ko ghilalaa tu gitoi itamua.”
GEN.30.34	Ma Laban te bosatughu, “E uto ngangata, ke ghaghua igaa na hava to bosaa.” 
GEN.30.35	Mi tana dani vaghana keri, Laban te rughu horu me lavikehara itadira, na lei goat mane mana vaivine tara loghoa na pile vaughilala te pura, mana lei goat kirikiria maighi na lei sheep bili me lubatira tana limadira rana lei dalena ge kara righitaonira. 
GEN.30.36	Mete lavira e tolu na bongi te vagha na hauna tara sopa haghara iga. Mi tana bona keri Jacob te kabu so me righitaonira nina volivoli keha a Laban.
GEN.30.37	Ma Jacob te lavighi na sousopuni na ghai tara holoi nia na poplar, almond, mana plane, me paighi na ghuighulini ge ke gonighi iga na ghalo pura. 
GEN.30.38	Me talui na lei gaegame te paighi lilighina na vatei inu, ge ra nina lei volivoli Laban kara righighi tana bona kara mai ni inu. 
GEN.30.39	Ikakeri tua na bona kara vei sodoi ni gehe gari. Mi tana bona tara mai koukolu inaghoni na lei otooto pura, na lei daledira tara pura kolu bili, kirikiria, tunutunua nia na vaughilala itadira. 
GEN.30.40	Ma Jacob te talukolura nia nina na lei volivoli heghena, me ke mua vilivokara na dale sheep ta nina na lei sheep Laban. Mi tana bona ni mai koukolu agaia te liliura na lei sheep vaivine va ta nina lei sheep mane tara bili Laban. Mete vagha ghua te talura heghedira rana lei nina sheep me mua talukolura ta nina ovu Laban. 
GEN.30.41	Ivei tua na bona vaghana rana sheep vaivine tara laga kara gonidila ni mai koukolu gehe gari Jacob te gonidilai na lei otooto tara paighi te ghahai inaghodira. 
GEN.30.42	Me mua mai vanira tara lugu. Keri ke, rana dale sheep tara lugu ke, anina Laban, ma rana lagalaga a nina Jacob. 
GEN.30.43	Mete vagha keri ke, anina na lei volivoli a Jacob tara savungi minaminai, ma gaira tara sepa ngangata. Gaia te sosodo me loghora tara subo na vure lutu, mana lei camel mana lei donkey.
GEN.31.1	Ma Jacob te rongovia na rongorongo ge rana dalena Laban tara vuivuni ni hughuhughu, mara ghaghua, “A Jacob te mane lologho ngangata, hauva ka, anina lei lologho te lavighi ta nina lologho a tamada.” 
GEN.31.2	Ma Jacob te vuivuni ni ghilalaana ge a Laban te mua kulagha tua itaeni. 
GEN.31.3	Ma Yahweh te ghaghua vania Jacob, “Ko pulohi tana bonadira tamamu maia kukuamu maira rana lei kulamu ikakeri, mi nau ku kabu kolugho.”
GEN.31.4	Keri ge Jacob te holora Rachel ma Leah vaa tana bona te righitaonira iga na lei volivoli. 
GEN.31.5	Ma gaia te bosa vanira, “A tamamiu te mua kulagha vaniu me mua lavipangotiu te vagha te ghaghua haia iga. Hauva ma nina God tamagu te kabukoluu so. 
GEN.31.6	Iroghau toro ghilala ivei te vaghai na vaholani na lutu tu lutui vania tamamiu, 
GEN.31.7	hauva ka, me pegou me hughua haia nina baubahu ni peluagu. Ma God te mua talana ge ke gonia vaniu siki dika. 
GEN.31.8	Mi tana bona Laban te bosaa, ‘Na lei sheep tara logho vaughilala ke, kara nimua,’ keri ke, maighi na lei sheep udolu kara vahura na lei daledira tara loghoi na lei vaughilala. Mi tana vuivunina na bona te tughua na liona me ghaghua, ‘Ighoe ko loghora rana sheep tara kirikiri,’ keri ke, na lei sheep udolu kara vahura na lei daledira tara kirikiria. 
GEN.31.9	Mi tana bona eni, God te lavikehai nina volivoli tamamiu ge vahei inau.
GEN.31.10	Mi tana bona ni mai koukolu ni gehe gari, inau tu maturu bole mu righira na lei goat mane tara kirikiria maia tara logho vaughilala ma tara tunutunua, tara tonavira rana vaivine. 
GEN.31.11	Mi ta nigua na maturu bole, na angel nina God te bosa vaniu, ‘Jacob!’
GEN.31.11	Mi nau tu bosa tughu, ‘Eo, inau tu rongovigho.’
GEN.31.12	Mana angel te ghaghua, ‘Ko vaevanera rana lei goat mane tara kirikiria maira tara loghoa na vaughilala maira tara tunutunua tara tonavira rana nimua na goat vaivine, na pukuna inau tu righighi na lei totobo Laban te gonighi vanigho. 
GEN.31.13	Inau na God to sodou i Bethel, tana komu to siusiua na vatu mo baubahu ge ko lutu vaniu. Itaeni ko rughuhoru tana komu eni mo ko pulohi tana komu to va mai iga.’”
GEN.31.14	Ma Rachel ma Leah toro ghaghua, “E uto vanighai so iroghai. E taho siki nimami totobo iani, me taho siki nina lologho a tamamiu ke va mai vanighai ghua. 
GEN.31.15	Agaia te talukehai nimami na uto te vaghaghai iroghai na lei vaivine sinogho tona mai. Gaia te nighai hunulu, mana hava te lavighi vanighai, gaia te sonighi tua. 
GEN.31.16	Na lei lologho te va hegho a God ta nina lei lologho a tamamami ke, ara nimami mana lei dalemami. Ko tona haliua na hava God te bosaa vanigho.”
GEN.31.17	Keri ge Jacob te talura rana tauna ma rana lei dalena ivuvungadira rana camel. 
GEN.31.18	Ma gaia te ghurughurura na lei volivoli udolu te loghora tua va i Paddan-aram, me vuivunia nina na rughuhoru va tana butonikomu i Canaan, ivei te ghaha iga tamana Isaac.
GEN.31.19	Mi tana bona Laban te halahau mua ge gaia te palai na vuvuludira nina na lei sheep, ma Rachel te lavipolora nina na lei god-sasari a tamana. 
GEN.31.20	Ma Jacob te pegoa Laban, na pukuna gaia te mua bosatatea vania a Laban, na rughuhoruadira. 
GEN.31.21	Ma Jacob te lavighi nina na lei lologho udolu, me sogha halavua tana beti tina Euphrates, me tona vania va na lei ghotu tana bubulo i Gilead.
GEN.31.22	Laban te mua ghilala didira na rughuhoru me tolu tua na bongi te padi. 
GEN.31.23	Vaho ge ghilalara, ma gaia te holokolura rana lei kulana ge ara rughuhoru ma kara kene taonira. Mi murina tua e vitu na bongi geva dutuvira ge topora tana lei ghotu tana bubulo i Gilead. 
GEN.31.24	Mi tana bongi keri, God te tate vania a Laban tana maturu bole me ghaghua, “Ko righitaonigho tana hava ko bosa vania Jacob.”
GEN.31.25	Mi tana bona Laban te sodoa Jacob tana vale tapolena tana sakai na ghotu i Gilead, ma gaia te tughuru vaghinia na vale tapolena lilighina Jacob. 
GEN.31.26	Ma Laban te bosa vania Jacob, “?Na hava to ghanaghana ge o rughuhoru popolo te vagha keri? Ighoe to pegou, mo lavipolora rana dalegu vaivine vaghara na tinoni to sagura tana kisumate. 
GEN.31.27	?Na hava na pukuna ge o rughuhoru popolo? Ge mi nau ku gonia vanighau na vanga ni saniamu, kolua nia na linge ni rivurivu mana uvete mana gita. 
GEN.31.28	Ighoe to mua lubatiu ge ku nonginongira rana dalegu vaivine maira na lei kukuagu mu ku bahura. Ighoe to gehegehe bule ngangata. 
GEN.31.29	Inau ku tangomana ge ku durakegho ighoe, hauva ka, ma nina God tamamu te tate vaniu i bongi me bosa vaniu, ‘Ko righitaonigho tana hava ko bosaa vania Jacob.’ 
GEN.31.30	Inau tu ghilalagho ighoe to liona ge ko tona mughua, mo nia ghaghua na komumu to sule dato igaa. ?Mana hava na pukuna ge o gitoi nigua na lei titinoni god tana valegu?”
GEN.31.31	Ma Jacob te bosa tughu me ghaghua, “Inau tu rughuhoru minamina na pukuna tu mataghu. Mu ghanaghana heghegu ke, mo ko laviolira gea rana dalemu vaivine itagua. 
GEN.31.32	Mete vagha nimua na titinoni god ke, lubatia na tinoni te lavighi ke mate. Ma ge ke vagha ko sodoa siki nimua na totobo ke, inau tu papari tana matadira rana lei kulada raeni, ko lavikehai.” Hauva kaa, ma Jacob te mua ghilala a Rachel te holai.
GEN.31.33	Laban te diki tona ta nina vale tapole Jacob me va kekene iga, me va ta nina vale tapole Leah, me va kekene ta didira vale tapole ra rua na vinekama ni lutu, me mua sodoi na lei titinoni god. Mana sosoko gaia te va haghe ta nina vale tapole Rachel. 
GEN.31.34	Ma Rachel te lavighi na lei titinoni god me talui lokana na kirisa ta nina camel, ge sopou ivuvungani. Ma sakai manaa Laban te kekene tana vale tapole udolu, te mua topoi. 
GEN.31.35	Ma Rachel te bosa vania tamana, “Ko mua rutu vaniu tu mua tughuru tana matamu, na pukuna te kaleu na vahaghi ni vaivine.” Keri ke, sakai manaa te kenekene ngangata, Laban te mua sodoi nina lei titinoni god.
GEN.31.36	Keri ge Jacob te rutu ngangata, me keikeria Laban, “?Na hava to sodoa? ?Mana hava nigua na hahi? Ighoe to ghuru taoniu vaghau na tinoni diu vetena! 
GEN.31.37	Ighoe to kekene udolui tua nigua na lei totobo tu loghoi. Ko tatei vaniu mai tua itaeni na lei hava to sodoi tara nimua! Ko talu horui iani tana matada ighita udolu, ge kara vaevanei na lei kulada, ge ighita udolu ka vaevanei. Lubatira ge kara detea ahei sughua te puku ni loghoani. 
GEN.31.38	Erua hangavulu na niulu tua tu kabu kolugho, mi tana lei bona udolu rakeri inau to righitaonighi nimua na lei sheep mana goat, keri ge kara vahura na lei dale korukoru mara maramarabu. Mi lokani rana lei niulu rakeri, inau tu mua tabea siki nimua na sheep mane, ge ku ghania. 
GEN.31.39	?Ma siki sakai tadira kara soghavira pa kara matera na lei maumanu asi ke, ivei te ghaghua? U mua tatei vanigho, mu mua nongigho ge ko taluhorua ta nimua na iduidu itadira nimua na lei volivoli. Inau heghegu tu nia kaukauli na sosoni lee! Ighoe to neu mu pelui na lei sheep pana goat tara gitoi tadira nimua na volivoli tana bongi mana dani, sakai vamua na sosonilee tu nei, te palugu inau pe taho. 
GEN.31.40	Inau tu lutu vanigho tana papara ni hina tana dani, mana bihilaghi mana daidanihaghi tana bongi. 
GEN.31.41	Eo, rua hangavulu na niulu tu ghaha kolugho. Ra hangavulu vati na niulu tu lutu vanigho na peludira rana dalemu vaivine tu taudira. Mara ono na niulu ge u loghora na balu lei sheep mana goat. Mi ghoe te hangavulu na tughuru ni taluhoruana na pelugu ta nigua na pelu. 
GEN.31.42	Ma ge a God, nina kukuagu Abraham mana tamagu, Isaac, toro holohabaa ke, te mua hangau, mo niu vetena keha nia te taho siki rongo tana limagu. Hauva ka, ma God te righia to niu ghighirou ma nigua na lutu laga. Mughua keri ge tate vanigho i bongi tana bongi me talu tateu inau ta nigua lutu.”
GEN.31.43	Ma Laban te bosa tughu vania Jacob, “Rana vinekama raeni ke ra dalegu, mana lei daledira raeni ke, rana lei kukuagu, mana lei sheep maia na lei totobo to loghoi ke anigua. ?Mana hava ku gonia vanira rana puku ni dalegu vaivine maia rana lei kukuagu? 
GEN.31.44	Ko mai, mo koro gonia na baubahu ni mabo, ighoe mi nau, iroghita koro kabu taonighi na lei vetenana na baubahu.
GEN.31.45	Ma Jacob te lavia na vatu sule me tughuruvaghinia te vagha na vatei ghanaghana oli. 
GEN.31.46	Ma gaia te bosa vanira ghua nina na lei mane lutu ge kara vahikolui na vatu ma kara varavara datoi. Jacob ma Laban toro sopou horu lilighina na bara vatu ge koro ghani koukolua na vanga. 
GEN.31.47	Moro holoa nia na bara vatu keri, “na bara vatu ni vatei vaevane koukolu.” Tana leuna Laban te holoa nia Jegar-sahadutha, mi tana leuna Jacob te holoa nia Galeed. 
GEN.31.48	Ma Laban te ghaghua, na bara vatu eni ke tughuru te vagha na vatei vaevane koukolu ke maumauri olia vanighita dida na lio sakai sonikolu. 
GEN.31.49	Na bona eni koro holoa nia ghua Mizpah.
GEN.31.50	Ku mua ghilala inau toko nira ghighirou rana dalegu na vinekama, pa ko lavira balu vinekama keha mo ko taudira, hauva ka, ma God ke vaevanea mai so. 
GEN.31.51	Na bara ni vatu mana vatu sule eni 
GEN.31.52	tara tughuru ighobuda te vaughilalaa toro kabu koukolu ta dida na baubahu. Inau ku mua vulea na kobekobe eni ge ku labugho, mi ghoe ko mua vulea ge ko mai labuu inau. 
GEN.31.53	Inau ku holoa didira na God kukuamu Abraham ma nina God kukuagu Nahor - ke hea na totoro ahei itatada ke va vahaghitailia a sakai.
GEN.31.53	Ma Jacob te gonia na baubahu tana matana nina God puku ni maana, a tamana Isaac, ge ke talumavaa na baubahu. 
GEN.31.54	Ma Jacob te nia hevei na sukaghi vania God. Me holora mai na vure subo ta nina vanga koukolu. Mi murina keri gaira tara ghahara so a sakai na bongi tana ghotu.
GEN.31.55	Ma Laban te rarai minamina tana roropo ghana, agaia te nonginongira rana dalena na vinekama maira rana lei kukuana, me vautora. Keri ge pulohi tana komuna.
GEN.32.1	Ma Jacob ma nina binaboli tara ghoi vuivunia so na rughuhoru, mara na nina angel God tara mai topoa. 
GEN.32.2	Mi tana bona Jacob te vaevanera, agaia te ngangaraha nia na hava me ghaghua, “Aeni nina bona ni kisumate God.” Keri ke, me vatua nina na bona keri Mahanaim
GEN.32.3	Ma Jacob te nira vetena nina vure lavibosa vania na hoghona Esau, tana butonikomu Edom (eruani ahana Seir). 
GEN.32.4	Ma gaia (Jacob) te ghaghua vanira, “Kau vahea na rongorongo eni a nigua na vunaghi Esau, ‘Na kokoe ni talumuri tatana nimua na tinoni ni lutu Jacob, “Inau tu ghahau ta tubugu a Laban ritini itaeni. 
GEN.32.5	Mi taeni inau tu loghoi tua lei buluka, rana donkey, rana sheep, rana goat maia ghua na lei tinoni lutu, na mane mana vaivine. Mi nau tu nira vetena vanigho gatu na vure lavibosa raeni ge kara diki tughuni dilaa vanigho na maiagu, mu ghanaghana [dila] ke, mo ko tamahoghoni kokolu so itamami.” ’”
GEN.32.6	Rana vure lavibosa tara nia pulohi mai na rongorongo vania Jacob, “Agaia Esau te mai ni sodoagho kolura nia ara vati hangalatu ni mane.” 
GEN.32.7	Ma Jacob te nia mataghu na rongorongo vaghana, ma gaia te tuvalira rana vure, maia na lei sheep ma rana camel ma rana goat ma rana buluka tana e rua na ovu, mara ghana sopasopara. 
GEN.32.8	Me ghanaghana, “Ge ke vagha ke suravira a Esau sakai na ovu ke, ma tara sogha polo sakai na ovu keha.”
GEN.32.9	Keri ge Jacob te kokoeliulivuti me ghaghua, “A God nina kukuagu Abraham ma tamagu Isaac, rongoviu. A Yahweh, to bosa vaniu ge ku pulohi tana komugu maia tadira kulagu vure, mo baubahu ge ko righitaoniutou.' 
GEN.32.10	Mi nau te mua ulaghagu na lei totobo uto to gonighi vaniu, maia na liodolo to tatea vaniu inau, nimua na tinoni lutu. Tana bona tu halavu na beti tini Jordan te padi, u mua loghoa siki totobo mana totoghona vamua. Mi taeni tana valegu tu loghora erua na ovu ni vure mana lologho. 
GEN.32.11	A Lord, u kurutigho, ko vavolau tatana hoghogu, Esau. Inau tu mataghunia, ge ke mai me ke labumateu gea inau maira rana taugu maira rana lei gari. 
GEN.32.12	Mi ghoe to baubahu ge ko righitaoni utou, mu ku halilaghinia na vaivarigu ge kara mai vaghara na saghalea tana saravahale tara subo ngangata a idumiani.”
GEN.32.13	Tana bongi keri, Jacob te ghaha iga, me gonidilaa nina na dolo vania Esau. 
GEN.32.14	Rua na hangalatu ni goat vaivine, me rua hangavulu na goat mane, me rua hangalatu na sheep vaivine, me rua hangavulu na sheep mane, 
GEN.32.15	me tolu hangavulu na camel vaivine kolura nia na lei daledira, ma ra vati hangavulu na buluka vaivine, me hangavulu na buluka mane, ma rua hangavulu na donkey vaivine me hangavulu na donkey mane. 
GEN.32.16	Ma gaia te bosa vanira nina vure lutu ge kara hulira va inagho, na lei ovu ni maumanu tana lei sopasopa ovu heghena, ke vokara na bona oka i ghobudira.
GEN.32.17	Ma gaia te vahera na kokoe eni na lei mane tara idevia na vuivuni ni ovu me ghaghua, “Tana bona kau tona Esau, gaia ke huahuati, ‘?Ivei kau tona vaa? ?Ahei nina tinoni ni lutu ighau ma hei nina na lei maumanu raeni?’ 
GEN.32.18	Ma kau bosa tughu, ‘Na lei totobo raeni ke, nina nimua na tinoni ni lutu a Jacob. Gaighi nia na dolo vania na vunaghina Esau. Agaia te tumuri ghai mai.’”
GEN.32.19	Ma Jacob te va hera sakai vamua tua na kokoe na lei sopa vure tara righitaonighi na lei ovu ni mua manu me vanira, “Tana bona kau righia a Esau ke, kau bosaa vamua tua sakai na vata ni kokoe. 
GEN.32.20	Ma kau ghanaghana talaua na bosaana, ‘Nimua na tinoni ni lutu Jacob te tumurighai mai.’” Nina na padalaghi Jacob te loghoa na ghanaghana dila ge Esau ke holopangotighi nina lei dolo, ma gaia Esau ke arovia. 
GEN.32.21	Mana lei dolo udolu gaia te diki nighi vetena ide tua, mi tana bongi keri Jacob te hagha mai sono tana vale tapole tana bona tara ghahara iga.
GEN.32.22	Mi tana bongi keri Jacob te tughuru dato me nira vetena rana tauna, erua nina vinekama ni lutu me hangavulu sakai na dalena ge kara sogha halavu tua tana beti tina Jabbok. 
GEN.32.23	Mi murina tara ghahara mai tua na levuni beti tina, Jacob te nighi vetena halavu nina na lei lologho udolu. 
GEN.32.24	Ma Jacob te kabu heghena vamua iga. Ma siki tinoni te mai tatana me lotia moro ghutuveve tana tapoasana na dani. 
GEN.32.25	Mi tana bona na tinoni keri te righia ke mua tangomana na lagavuleana ke, gaia te labua na bokena Jacob me vadikalaa na louloghu ni bokena. 
GEN.32.26	Ma gaia na tinoni keri te ghaghua, “Ko lubatiu, te [dani marao]/[labota puipungi] tua.”
GEN.32.26	Ma Jacob te lavi ghuri me ghaghua, “Ku mua tangomana tua na lubatiamu polo ko vaheu mai na vauto.”
GEN.32.27	Mana tinoni keri te huatia, “Ahei na ahamu?”
GEN.32.27	Ma gaia te bosa tughu, “A Jacob.”
GEN.32.28	Mana tinoni keri te bosa vania, “Na ahamu ke mua ghoi Jacob, itaeni kara hologho nia Israel
GEN.32.29	Ma Jacob te huatia, “Ahei na ahamu?”
GEN.32.29	Mana tinoni keri te bosatughu, “Na hava na pukuna ge o huatia?” Ma gaia te vautoa Jacob tana bona keri.
