MRK.1.1	Ne Adaghsaweaghtsera ne Gospel Jesus Christ ne Niyoh Royè‐ah.
MRK.14.27	Neoni Jesus waghsakaweahhaghse ronouhha, Sewagwègouh desewadereagh‐sarongwaghse n’I‐Ih eakarihhòny (eaghskwyadòndy) ne nòe Wakea?-?waghsondaddye: ikea kaghyàdóese eahèyeghte ne Sakotsderist‐ha ne Teyodinakarondòe‐ah, neoni ne Teyodinakarondòe‐ah t’hiyadakoerèny nà‐ah.
MRK.14.28	Ok oghnakeànke nene easewakatketsgweake, ohheàndouh eànke yea‐tsidewe et‐ho Galilee.
MRK.14.29	Ok Peter wahhaweahhaghse raouhha, t’ho‐sè?-?et‐ho agwègouh na‐ah teyakodereaghsarongwaghse, (eayesayadòndy) shègouh yaghdea n’I‐Ih.
MRK.14.30	Jesus wahhaweahhaghse, agwagh wakoeyeahhaghse, nenekea Weghniseràde, ne n’agwagh òewa kea Waghsònde arek‐ho tekeni t’heayonadadìhhake ne Kitkit nà‐ah, aghsea n’adeagh‐satnanétta, eagh?-?sadonnhyeane yaghdegh‐skyendèryh.
MRK.14.31	Ok shègouh tondahhadàdy seahha Roweanaghnìrouh, tòga et‐ho akihneye atyaghrìskouh, yaght‐haòndouh ne akadonhyea (n’akìrouh yagh?-?negh‐hiyendèry) yaghdeyàweght ka‐nòederigh?-?wayèráde: Satyàwea neoni ne wahhonnìrouh agwègouh.
MRK.14.32	Neoni wahhònewe tsi‐nòewe koewàyats Gethsemane: Neoni waghsakaweahhaghse ne Raotyoughkwa, sewattyea keant‐hoh, tsineàwe na‐nè eankadereànayea.
MRK.14.33	Neoni wahhoyadeáhhawe, Peter, neoni James, neoni John, neoni dondaghsawea n’agwagh yoneghrackwaght wahhoyadarìoh, youksde ne Earienda tsináhoyàdawea.
MRK.14.34	Neoni waghkaweahhah ronouhha, Akwa?-?dònhets ne niyadèwakde ne yoroughyàgea ne et‐ho Keahheyàtneh: kea tsyattyea neoni tsyatyeghwàdea.
MRK.14.35	Neoni Yahhahhaghdeàndy oghstouha isinòe?-?weh, neoni eghdàge wahhatyadòndy, neoni wahhadereànayea, nene tògát ìgea nonkeà aòndouh ne et‐ho noewe n’ìwade ne Hour tahhatohhètsdáse.
MRK.14.36	Neoni wahheàrouh, (Ayàwea) Abba, Ranihhah, agwègouh n’ot‐hènous‐hòewah okt‐hiyodoe‐ouh n’ìsé, èreah tack‐hawighdàse nene keagàyea Cup: nok shègouh sàne, yaghdea ne ne tsi‐I eghni?-?wakenikòughròdea, ok ìsé tsini‐senòewese.
MRK.14.37	Neoni egh‐sàrawe, neoni waghsakoyadats?-?heàry ronouhha rodìdás, neoni wahhaweahhaghse ne Peter, Simon, seandàs kea? yagh desackwennyouh ’nea‐aghsattyeghwàdea easkagh Hour?
MRK.14.38	Tsyatyeghwàdea neoni tsyadereànayea, àgare yesewadaweyade Tewadadeanakeraghdònke: Ne Kanigoera tokeaghske‐òewe yorrhàre, ok ne Owà?-?rouh yokeahhèyouh.
MRK.14.39	Neoni okhare èrea sàreghde, neoni wahhadereànayea, neoni sahhadàdy ok ne Sakaweànagh sègouh.
MRK.14.40	Neoni ne onea egh sàrawe, waghsakoyadats?-?heàry àre rodìdás (ikea yoksde ne Radikaghdège) nok oni yagh‐dehhonaderyèndare tsinahhòdea ahon?-?nìroh n’ondahhondàdy raouhhàge.
MRK.14.41	Neoni n’aghseahhadont ne et‐ho sàrawe, neoni waghsakaweahhaghse ronouhha, Senìdás nòewa onea, neoni tsyatoriss‐hea: onea nà et‐hoh; ne Hour onea òewe; tsyatkaght hoh, ne Ongwe Roewayeà‐ah na wat‐hoewanikorighràserea (wahhoewadeaghnì?-?nouh) et‐ho Radisnonke ne Rodirighwanerakskouh.
MRK.14.42	Tsyaketskoh, dewaghdeàndy: tsyatkaght‐hoh, ne raouhha nene wat‐hakenikoughràserea ok hèt‐hoh ònea.
MRK.14.43	Neoni yokondattye shègouh nihhoght‐hare, wàrawe ne Judas, ne shayàdagh ne tekenys‐hadère, neoni radigwègouhattye Keantyoghkowànea radìh?-?hawe n’As‐hare Aghsigwe oni, et‐ho tahhadyeagh?-?daghkwe tsit‐hadìderouh ne t’hadiyadagwenìyose ne Raditsihuhsdatsy, neoni ne Rought‐harrha, (Scribes) neoni ne Radikowàneaghse.
MRK.14.44	Neoni raouhha nene wat‐honikoughràserea, Sakodeanakaraghdeàny ronouhha, ràwea, Oughka kìok kea ak‐deahhikwannyouh, ne nà raouhha: ne egh eaghtsisewayèna, neoni eaghts‐hisewaghdeànt?-?yáde skeaneà‐ah.
MRK.14.45	Neoni agwagh ne ok wàrawe, agwagh oksaok et‐ho niyahàre raouhhàge, neoni wahhaweahhaghse, Seweanìyoh, seweanìyoh; neoni wat‐ho?-?kwannyoh raouhha.
MRK.14.46	Neonì kea niyahhoewàyere raouhha, neoni wahhoewayèna.
MRK.14.47	Neoni sayàda ne et‐ho radikannyade, waght?-?hasegwàraghkwe, neoni waghsakòyeaghde ne Roewadinhàse ne Raditsihuhsdatsigòwah, neoni Yahhohoughtyàkde. (tsirawèyendeghdaghkouh nongàdih) 
MRK.14.48	Neoni Jesus tahhadàdy neoni waghsakaweahhaghse, dessewe keah aniyought tsinìyogh ne Yeneaghsgwaghs ayets‐hiniyènde, sewahàwy As‐hare Aghsigwe oni, ne eaghskwayèna?
MRK.14.49	Niyadeweghniseràge yedewagwègouh ne ìsé Kanoughsakouh, (Temple) kwarihhonnyè?-?nyh, neoni yagh deghskwayèna. Ok sè keah ne Kaghyadoughseradogeaghdy agwaghok Yeakayè?-?ríne tsinikaweànake.
MRK.14.50	Neoni radigwègouh wahhoewayadòndy ne raouhha wahhondègouh.
MRK.14.51	Neoni et‐ho roghnonderattye raouhha ot?-?tokeà‐ouh Ranekeaghderòe‐ah, ne ok yèkeah ne Oniyadarà‐ah nahhòdea ne Rot‐hayeaghsaghsegh?-?daghkouh; neoni ne Radinekeaghderòe‐ah wahhoewayèna ne raouhha.
MRK.14.52	Neoni wahhàghtkáwe n’Onyadarà‐ah nahhòdea, neoni wahhattodarighsy wahhadègo raogh?-?wasseròntsy.
MRK.14.53	Neoni ronouhha yahhoewayadeáhhawe ne Jesus et‐ho tsit‐heànderouh ne T’hayadakwenìyoh ne Ratsihuhsdatsyh: yehhadigwègouh raouhha ro?-?natkeanissouh agwègouh ne Raditsihuhsdatsikòwats?-?houh, neoni ne Radikowáneaghse, neoni ne Rought‐harrha. (Scribes)
MRK.14.54	Neoni Peter wahhoghsere ìnouh niyare da?-?re oghnàgea, agwagh et‐ho yahhàrawe yahhadaweyade Tsikanoughsodegòwagh, tsironoughsode ne T’ha?-?yadagwenìyoh ne Ratsihuhsdatsigòwah; neoni et‐ho wahhattyea tsiradìderouh ne Roewadinhàse, wah?-?hodeàyea Tsiyodek‐ha.
MRK.14.55	Neoni ne T’hadiyadagwenìyose ne Raditsi?-?huhsdatsyh neoni agwègouh ne Roditsìhhayea wahhadirighwìsake tsinahhòdea kaneka n’ayakode?-?ryèndarake easka‐ènouh nà raouhhàge ne Jesus n’a?-?oghstonde ne n’ahhoewarryoh; neoni wahhonderigh?-?wàtsdáre.
MRK.14.56	Ikea yawetowànea waontròryh Onòwea tsina?-?hoewatròry raouhha, ok ne tsinikarìwake yakode?-?ryèndare tsinaontroriannyouh yagh Skarìwagh de?-?deyodòe‐ouh oghseròenih.
MRK.14.57	Neoni et‐ho wat‐hàdáne rayadatògea, neoni Onòwea tsinikarihhòdea wahhaweahhaghse, wahhonnìrouh,
MRK.14.58	Neoni yongwat‐hònde wahheàrouh, eake?-?noughsarighsy nekea Kanoughsode (ne Temple) nene Esnònke yakodòe‐ouh‐Saenoughsòeny, neoni aghsea Neawàda nok nà easkenoughsissa t’hikàde yagh Oghsnoughsa t’heawàdouh.
MRK.14.59	Ok shègouh oni nannè tsinikarihhòdeasése rontròry yagh karìwah deyodòe‐ouh oghseròenyh.
MRK.14.60	Neoni ne Ratsihuhstowànea wat‐hàdáne ka?-?neaherrheah, neoni wahhorighwanòndoughse ne Jesus, wahheàrouh, Yagh dedeghsadàdighs ot‐hènouh? Oghnahhòdea nekea‐eah na‐ah tsinikarihhòdeáse wesaderighwaròroks‐he?
MRK.14.61	Ok kea t’hihhoyèrea, neoni yagh ot‐hènouh det‐hodàdih. Ok‐hare ne Ratsihuhstowànea sahhorighwanòndoughse, neoni wahhaweahhaghse, ìsé keah ne Christ, ne Roewàyea ne Kayadaderightsera?
MRK.14.62	Neoni Jesus wahheàrouh, I‐Ih: neoni eaghts?-?hisewat‐kaght‐ho na‐ah ne Ongwe Roewayeà‐ah eaheanderòndake tsiraweyendeghdaghkouh Rasnònke Kaes‐hatsdeaghkneh, neoni eantre Ots‐hà?-?dágouh Karoughyàge.
MRK.14.63	Et‐hoghke ne Ratsihuhstowànea wahharats?-?yònkoh ne Raonèna, neoni wahheàrouh, oghnahhòdea deyodoughwentsyouhhouh ne s‐hegoh ìsi?-?noewe yaoesedewarighwìsake?
MRK.14.64	Sewat‐hònde wahhy tsinahharighwayèsaghde; oghnahhòdea ìssewére? Neoni radigwègouh wah?-?hoewadeweàndeghde wahhoewarighwarot’sdea wa?-?onondànháke ne eaghreàhheye.
MRK.14.65	Neoni dayondaghsawea oddyake wahhoe?-?weanitskeròssoraghwe, neoni wahhoewarhòroke ne Rakoùghske, neoni roewagòereks, neoni ròndouh yahhàs‐he, Prophet wahhy: neoni ne Roewadinhàse roewagoèreks Radisnònke‐ronha.
MRK.14.66	Neoni ok ne tsireànderouh ne Peter eghdàge?-?nòewe tsi‐Kanoughsode‐gòwah, et‐ho ì‐yea skayà?-?dagh ne Kondiyàdase wadinhase‐ògouh ne et‐ho kondìderouh Ratsihuhsdatsighne:
MRK.14.67	Neoni ne onea wahhot‐kagh ne Peter ro?-?deàyea, wat‐hot‐kànerea, neoni wageàrouh, ìsé wahhy ne senigwègouh ne Jesus Nazaret‐hàka.
MRK.14.68	Ok wahhadonnhiyea, wahheàrouh, yagh de?-?wakaderyèndare yagh oni tekaghronk‐hah tsinahhòdea sàdouh. Neoni yahhayàgeáne Kanhohhakouh; neoni ne Kitkit ondàdy.
MRK.14.69	Neoni Kayàdase ne Koewanhàse àre wah?-?hotkaght‐hoh, neoni dondàghsawea ne wa‐akaweah?-?haghse ne et‐ho yekannyade, Ne wahhy shayàdagh ne tsinihhàdih.
MRK.14.70	Neoni wahhadonhiyea àre. Neoni ok‐nahè?-?yah oghnakeànke nene et‐ho radikannyade wà?-?aìrouh àre ne raouhhàge ne Peter, Tokeaghske wahhy, anyogh ìsé easkagh ne tsinihàdih: Ikea ìsé ne Galilee‐hàka, neoni et‐ho nighseweanòdea oni.
MRK.14.71	Ok dahhadaghsawea ne Karighwaks‐hea neoni Yorighwaghnìrouh wahhadàttyáde, wahheàrouh, yagh‐dehhiyendèrih ne kea ne Ròngweh ne eghts?-?hisewàdouh.
MRK.14.72	Neoni ne tekenihhadont ne Kitkit wakon?-?dàdy. Neoni Peter saghreghyàráne ne Tsinikaweànake nene Jesus tsinihhaweànih, Ne arek‐hoh tekenih deayonadadìhhake ne Kitkit, ’nea nà‐ah aghsea nà deagsatnanetta ne aghsadonnhiyea tsi‐tak?-?yendèryh. Neoni ne onea ne wahheaggdonnyouh saghreyàráne, Wat‐haghseànt‐hoh.
MRK.15.1	Neoni agwagh oksaok ne Orhònke ne t’hadiyadagwenìyose ne Raditsihuhsdatsy wat?-?hadiyadòreghte yehhadigwègouh ne Radikowàneaghse, neoni Ront‐harrha, neoni ne Keantyoghgwagwègouh ne Yakotsyéhhayea, neoni wahhoe?-?wànerake ne Jesus, neoni wahhoewayadeahhàwighde, yahhoewayàt‐hewe tsireànderouh Pilate.
MRK.15.2	Neoni Pilate wahhorighwanòndoughse, ìsé kea ne Goraghkòwah ne Jews‐hàka? neoni tahhadàdy, wahhaweahhaghse, ne nà tsinahhòdea waghsìrouh tokeaghske.
MRK.15.3	Neoni ne t’hadiyadagwenìyose ne Raditsihuhsdatsy wahhoewarighwaghròtsdea êso Yorìwake tsinikarihhòdeáse: ok yaghot‐hènouh t’hadet‐ho?-?dàdyh.
MRK.15.4	Neoni Pilate sahhorighwanòndoughse àre, wahheàrouh, Yaghot‐hènouh dedeghsadàdighs? sat?-?kaght‐hoh, tsagh‐wahhhy yawetowànea Yorìwake tsi ne saderighwa‐eghsdea ìsé.
MRK.15.5	Ok Jesus shègouh yaghot‐hènouh det‐hodà?-?dih: ne nonkeà ne Pilate wahhoneghràkouh.
MRK.15.6	Noewa ne et‐hòne Wadeànyode easeghsakogh?-?nereaghsy easka ne n’Aghskwa, ka ok nikàyea eah?-?honnìrouh kea keàhak.
MRK.15.7	Neoni et‐ho ne nà‐ah sayàdagh roewàyats Barabbas, ne nà rànerea et‐ho ronouhhàge wah?-?hòghstónde ne waghs‐hakaweanòndy Waghsakori?-?wàghstea, ne Yerighwagwadackwaghs neoni rots?-?wàdouh Sakorryoh.
MRK.15.8	Neoni ne Tsinìkeantyoughkwa karìtstode rodiweàndeght, tahhondaghsawea ne wahhoewarigh?-?wanègha raouhha ne et‐ho nà‐ah sakotyèráse nene tsinoe takarihhodeahhattye tsinahhe.
MRK.15.9	Ok Pilate tondahhadàdy ronouhhàge, wahheàrouh, atskweh ne onsakwaghnereaghsyáse ne Gò?-?rah ne Jews‐haka?
MRK.15.10	Ikea roderyèndare ne ne Raditsihuhsdatsigòwah nà roewanaghskòny (roewayènah) raouhha ikea ne ok ne Kanoss‐hà‐ouh aorìwa.
MRK.15.11	Ok ne Raditsihuhsdatsigòwah daghsakadi?-?nikoughràdda n’Ongwehòkouh, nene kea yea‐aya?-?oesahhoghnereàghsy ne Barabbas ne ronouhhàge.
MRK.15.12	Neoni Pilate tondahhadàdy, neoni wahheàrouh àre ne ronouhhàge, oghnahhòdea sewanòe?-?wese kàdi ne tsinahìyere ne raouhha, ne roewanà?-?doughkwa Goraghkòwah Jews‐hàka?
MRK.15.13	Neoni ronouhha waoroughkweantstàkáregh?-?re, (wahhonìrouh) Tehhoewayendanhàrea.
MRK.15.14	Et‐hòghke Pilate waghsakaweahhaghse, ogh?-?nekeà, agwagh nahhòdea yodaks‐hea tsinihhotyè?-?reah? n’eadeaghnòe seahha wat‐hodi‐heàreghde ne n’yadèwakde, (ròndouh) Tehhoewayendanhàrea nissah t’kagondàne.
MRK.15.15	Neoni nà Pilate wàreghre thiakonikough?-?rayèryn kìnyoh n’Ongwehhòkouh, sahhoghne?-?reaghsy ronouhhàge ne Barabbas, neoni waghsa?-?kodeweandèghdáse Jesus, wahhoghsoughkwawiss?-?houh, n’eadeaghnòe et‐hò ne onea deahhoewayen?-?danhàrea.
MRK.15.16	Neoni ne Shodàr yohhoewayadeàhháwe etho yahhoewayadinnyonde Kanhòhhákouh, koewàyats Pretorium; neoni yahhoewadìnonke ne tsini?-?Yodittyoughkwa oghseròenyh. (Ne Shodàr)
MRK.15.17	Neoni ronouhha wahhoewàraghse Tsyadakoughkòwah oròeya t’hòhah niweaseròdeah, neoni wahhadinhaghseròeny, Wahhoeweanoughwa?-?rotseronnyea Ohhìkda, neoni wahhoewanoughwa?-?ròroke.
MRK.15.18	Neoni tahhondaghsawea ne wat‐hoewanough?-?weràdouh (rondouh Niyàwea) Hail Goraghkòwah ne Jews‐hàka!
MRK.15.19	Neoni roewayèght‐ha Adaghk Raonuntsìne, neoni wahhoeweanitskerosseraghwe, neoni teah?-?hoewadonts‐hodány roeweanideaghdàse.
MRK.15.20	Neoni ne onea wahhoewakonnàdághkwe, sahhadirìghsy ne Tsyadakoughkòwah soewaghse?-?ronnyadòne, neoni sahhoewaghseronnyade ne raouhha agwagh Raonèna, neoni et‐ho wahoewayadeah?-?hàwighde tsi‐yadeahhoewayendanhàrea.
MRK.15.21	Neoni t’hondahhoeweanoughdòese shayà?-?dat Simon ne Cyrene‐hàka, et‐ho rattohhetsdàne, ne Tsi‐yenakeronnyouh tahhayeghdaghkwe, ne Ronihha ne Alexander neoni Rufus, ne wahhàhawe raouh ha ne Raoyàghsa Jesus.
MRK.15.22	Neoni wahhoewayàt‐hewe etho Golgotha, ne na nè, tekaweanadennyouh ne et‐ho nòewe koewàyats, Oghstaweàsera Onùntsyh.
MRK.15.23	Neoni wahhòeyouh ne ahhaghnegìra Wine tekayèghsdouh Myrrh: ok yagh dehhoyènah.
MRK.15.24	Neoni ne onea wat‐hoewayendanhàrea, neoni wàt‐hadik‐haghsy ne Raonèna, wa‐eyànáde ènekeah à‐akòdy nene kawenìyoh ok ne roderaswìyoh ne Raòweahk eawàdouh niyadehhàdyh.
MRK.15.25	Neoni ne nà‐ah onea aghseahhdont Hour neoni wat‐hoewayendanhàrea.
MRK.15.26	Neoni ne Kayeròenitsdouh tsinanhòghs?-?tónde Kaghyàdouh ènékeah nonkàdih, NE GO?-?RAGHKOWA NE JEWS‐HAGA.
MRK.15.27	Neoni raouhha yehhadigwègouh wat‐hoe?-?wadiyendanhàrea teghni‐aghseah Nineaghsgwaghs, ne seyàdagh tsinòngá Raweyendeghdaghkouh nok n’easkagh Skanegwàdih.
MRK.15.28	Neoni ne Kaghyadoughseradogeaghdy nàah yakayèrine nà, ne wàdouh, neoni et‐ho nà‐ah wahhoewayàdárea yaoughwadigwìkde na‐nè Ra?-?dirighwaneràks. (Yagh eghondeweànáraghkwa)
MRK.15.29	Neoni ronouhha nene eghrontohhetst‐ha, watyèdane, et‐hoh watyoenoughkareàrouh raouhhàge, ìsé ìgeah nene Eaghsenoughsarighsy (ne Temple) neoni Easeghsenoughsissa nà aghsea Neawàda,
MRK.15.30	Sasadattyàdágoh noewa ìsé, (yadeghsyà?-?dih) neoni kasatsneaght ne tsi‐Tekayaghsonde.
MRK.15.31	Sadèyought oni nea‐nè ne Raditsihusdatsyh?-?gòwa roewakonadàghkwa, rondonnyouh ne tsinihhàdih, yehhadigwègouh ne Rought‐harrha, (Scribes) Seghsakoyadackwaghs ne t‐hikades‐hòe‐ah nok n’agwagh raouhha yagh t‐hahakwèny oesahadat’ya?-?dackoh.
MRK.15.32	Kìnyoh ne Christ ne Goraghkòwa ne Israel t’hatsneaght tsi‐Tekayaghsonde, nene teadewakàne?-?rake neoni eadeghtsidewèghdághkwe. Neoni ne ronouhha ne yehhadigwègouh ne Tehhadiyendàn?-?hare, wat‐hoewaderiaghdikhoe wahhoewarighwaghròtsdea.
MRK.15.33	Neoni ne onea yahyak‐hadont Hour yakahhewe, Tayòkarághwe na‐ah ne et‐ho ok‐thi‐Yough?-?wentsyagwègouh, et‐hò ne ne tyoughdouhhadont Hour tsinakarìwise.
MRK.15.34	Neoni ne et‐ho ne tyoughdouhhadont Hour Jesus wa‐at‐haghseànt‐ho roweàndeght, wahheàrouh, Eloi, Eloi, lama sabachthani! ne nà‐ah ne Teka?-?weànadennyouh, Ake‐Nìyoh, ake‐Nìyoh, oghnà‐ah waghskwadeweàndéghde!
MRK.15.35	Neoni oddyake ne et‐ho radikeannyade, ne onea ronat‐hònde, wahhonnìrouh, Tsyatkaght‐ho, yahhoroughyehhare ne Elias.
MRK.15.36	Neoni sayadagh wat‐haraghdade, yahhàtragh?-?gwe Oneràghsa yeghnidaghgwàght‐ha, neoni wahhànaghne Teyoghnekaghyòtsis ots‐haghde, oni Adàghkne waghrohhàrea, neoni yahhà‐ouh n’ahhaghnegìra, wa aìrouh, tsyeà‐eah raweroehattye nissa; dedewakànerah deaghnòe as‐hìkeah ìtreh ne Elias ne teant‐hoyadàtsneághde.
MRK.15.37	Neoni Jesus wat‐haghs‐heant‐ho Roweàndeght, neoni wahonikoughràdouh waghreàh?-?heye.
MRK.15.38	Neoni ne Kaghsiraghreáhhouh nene Ka?-?noùghsakouh ne (Temple) onderàtsyouh, ènékeah tondàghsawea yahhòkteá eghtàge wa‐atkàríne.
MRK.15.39	Neoni ne onea ne Raghseanowànea (Centurion) nà ne ok egh ìrade, tehhakànere tsinahhàyere tsiwat‐hoehheàreghde, neoni tsiwaghreàhheye, wahheàrouh, Tokeghske‐òewe nekea ne Ròngweh na‐ah ne Nìyoh Royeà‐ah.
MRK.15.40	Et‐ho na‐ah oni ne Tyonat‐hoewìsea det?-?kondikànere ìnouh niyòre: tsinikòndih aouhha nà‐ah Mary Magdalene, neoni Mary ne Ronisdeahha James ne kanighrà, neoni Joses, neoni Salome:
MRK.15.41	Onouhha onea‐nèeh ne onea et‐ho shìrése nà Galilee t’seràkouh, roewanonderattyèskwe raouhha, neoni tehhoewàghsnyèghkwe, neoni yaweto?-?wanea t’hikondìde ne Tyonat‐hoewìsea na‐nèh radigwègouhhattye ne et‐ho shàrawe Jerusalem‐neh.
MRK.15.42	Neoni nòewa ne onea ne Yokaraghsk‐ha òewe, (ne karihhòeni nà‐ah ne Waondearhàrade, nene Eayorheane nà N’yaweandadogeaghdouh ne Sabbath)
MRK.15.43	Joseph ne Arimathea‐hàka Yodongwedakon?-?nyeghts Ratsyeahhayeghs, ne na oni ne rànoughne ne Ra‐oyanertsera ne Niyoh, wàrawe, neoni wàreghde et ho Roweanaghnìrouh wahhoweànaráne Pilate, ne tahhaghsniye ne raouhha ne Raoyerònda Jesus.
MRK.15.44	Neoni Pilate wahhoneghràkoh ne tòga tokeaghske ne on’ok nà‐ah haweahhèyouh: neoni yahhònonke ne Raghseanowanea (Centurion) raouhhàge, wahhorighwanòndoughse raouhha, atskweh ne keah wahhòenissa tsinahhe t’haweahhèyouh?
MRK.15.45	Neoni ne onea wahhoderyèndaráne ne raouhhàge nonkàdih ne Raghseanowànea, (Centurion) wahhà‐ouh ne Oyerònda ne Joseph.
MRK.15.46	Neoni wahhaghnìnouh Kaniyadarìyoh, neoni tahhoyadatsneaghde, neoni wahhoghwenòeny n’?-?Oniadaràh, neoni yahhoyattyòenide et‐ho nàkouh ne Sepulchre ne nà‐ah Otsdeàra kaghseròenighne, oni tahhakàrrháde Kaneayowànea et‐ho tsi‐Kanhokàronde ne Sepulchre. (ondennhòdoughkwe)
MRK.15.47	Neoni Mary Magdalene, neoni Mary ne Ronisdeahhah Joses, tekondikànere tsinòe weyah?-?hoewayàddáyea.
MRK.16.1	Neoni ne onea ne Sabbath nà‐ah ontohhetsde, Mary Magdalene, neoni Mary ne Rodinisdeah?-?hah ne James, oni Salome, yodighnìnouh Kanough?-?kwatseracko‐oese, nene gòenere et‐ho yayakwawe neoni ahoewayatoùghkwawe.
MRK.16.2	Neoni agwagh Orhonkeghtsy, ne Tondeghni?-?seradyèreaghde ne Tsina‐tekyadeàdádere, yakòenewe et‐ho ne Sepulchre ’nea Takaraghkwinnegeàny et‐hòne:
MRK.16.3	Neoni wat‐kondadeahhaghse tsinikòndih, Oughka oghnòe keah eayouhhineàya‐karrhaden?-?nyádea èrea eawatgwìde tsi‐Kanhokàronde ne Se?-?pulcre?
MRK.16.4	Neoni ne onea yakontkaght‐ho, wakont‐kaght?-?ho ne onea èreah kahhawìghdouh kakarrhadennyà?-?douh. Ikea agwagh n’akowànea n’Oneàya.
MRK.16.5	Neoni yakondaweyade et‐ho ne Sepulchre, wahhoewatkaght‐ho Ranekeàghderouh Rongwe reanderouh tsinonkàh raweyendeghdaghkouh rotse?-?ronnyàdouh ì‐yoes kearàgea ne Raonèna; neoni waodighderòene.
MRK.16.6	Neoni waghsakoweahhaghse onouhha toghsa a‐esewaghderòene. Eghts‐hisewayadìsaks Jesus Na?-?zarethhàka, ne na nè tehhoewayendànhare: Shotketskweah; yagh keah tegh‐heanderouh tsyat‐kaght?-?hoh tsinòewe n’egh òewa yadayèndaghkwe.
MRK.16.7	Ok deaghnòe satsyaghdeàndih ya‐ets‐highròry ne Raotyoughkwa neoni Peter, nene wàreghde sewahheàndouh nongàdyh et‐ho Galilee tseràkouh: et‐hò yeaghts‐hisewàgea, àsé eghnih‐tsisewayè?-?ràse.
MRK.16.8	Neoni sakoughdeàndy oksaok, neoni sakondè?-?goh: Ikea nà‐ah waodiyadiss‐houghkwe, takon?-?dòeneke waodineghràgo: yaghoni ot‐hènouh de?-?yònea oughka n’Ongweh: Ikea waodighderòene.
MRK.16.9	Nòewa ne onea Jesus shotketskweah nà‐ah agwagh Orhònkeghtsy ne Tyodeghniseratyèreagh?-?douh Sahheandeàndáne, sahhoewàkea dontyèreaghde Mary Magdalene, aouhha‐tseràgouh shayadinne?-?keahhouh tsyàdaghk Oneghs‐hoerónoe.
MRK.16.10	Neoni oeghdeàndy neoni sayakoghròry ronouhha ne ròenésgwe raouhha, ok ne tsi‐roewàná neoni rontsdarrha.
MRK.16.11	Neoni ronouhha, ne onea wahhòeronke nene Ròn‐he, neoni aouhha wahhot‐kaght‐hoh, yagh?-?negh‐honèrouh tokeghske.
MRK.16.12	Oghnakèanke, àre sahhoewàgea ne òya ra?-?yadenòene (yaghdegh‐hoewayenderè‐ouh) ronouhha teghni‐aghsheh, netsinihhàdih ok ne tsi‐ìneh, oni wàneghde Enakeraghseràgouh.
MRK.16.13	Neoni waghyaghdeàndy neoni saghs‐hako?-?dighròry ne tsinihhàdih: yaghoni det‐hoewenegh?-?daghkouh.
MRK.16.14	Oghnakeànkeh noewe raouhha saghsakodo?-?dàghsyáse sahhoewàgea ne easkaghsadìre, ok ne tsiradìderouh tehhontskà‐houh, neoni waghsakori?-?waghsdea ronouhha ne tsi‐yaght’ha det‐honegh?-?daghkouh, neoni tsiniyoghnìróese ne Raoneriàne, ne wakarihhòeny ne tsiyaght’ha dedeghsakonegh?-?daghkouh ne ronouhha na‐ah ne sahhoewàgea ’nea shis‐hotketskweakeh.
MRK.16.15	Neoni waghsakaweahhaghse ronouhha, Wàseneh ìsé t’hi‐Youghwentsyagwègouh, neoni tsyaderighwaghnòdouh ne Gospel Orighwadogeaghty niyade‐yongwèdake ne Ongweh na‐eyadòtea.
MRK.16.16	Raouhha nene eant‐haweghdaghkouh neoni eahhotnekosseragh‐hake eahoyadadèry; ok raouhha nene yaght‐ha det’haweghdaghkouh, eahadetsì?-?raghde.
MRK.16.17	Neoni kea‐kadi‐gayea tsini Yotyanadannyonke ne eayakoughnonderattye akaouhha nene tyakawegh?-?daghkouh; ne Aks‐heànakouh nà‐ah ronouhha easkowayadinnegeaghserouh ne Oneghs‐houghro?-?no‐òkouh ronouhha: nà‐ah eahhondàttyade ne àsé Oweanahòkouh;
MRK.16.18	Ronouhha deahhadiyàdághkwe Onyáre, neoni tòga eahhadighnegìra eaghska‐ènouh ne Keahhe?-?yóndeàs n’Ahorihhòdea yotkòe, yaghdeyàweght nà‐ah ahodikarèwaghde; eaghs‐hakonenisnoughsa?-?rea nà‐ah N’yakonoughwakdany, neoni eatsyekewà?-?deáne nà‐ah.
MRK.16.19	Et‐ho gady‐deàher oghnakeànkeh ne Royàner ’nea shades‐hodight‐hàraghkweah ne ronouhha, raouhha nà‐ah Tahhoewayadadiròndea ne Karoughyà?-?gouh, neoni yahhàttyea Tsiraweyendeghdaghkough Rasnònkeh ne Niyoh.
MRK.16.20	Neoni wahhoughdeandy, neoni waghderigh?-?waghnodònnyoh tsi ok nòewe, ne Royàner ro?-?yodea‐òehattyèse yehhadigwègouh ne ronouhha, neoni yorighwaghniratsdouhhattyèse ne Oweàna ne Yotyanadannyouhoghnonderàttyése. AMEN.
