MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
MRK.5.40	Xmān talīlītzī'nli. A'cxni' Jesús cāmāxtukō'lh ixlīpō'ktuca'n, cālē'lh ixtāta' tzu'ma'jāt ē ixtzī' ē tī ixtatā'minī't. Tatanūlh jā ixmā'lh tzu'ma'jāt. 
MRK.5.41	Macachi'palh tzu'ma'jāt ē huanilh:
MRK.5.41	―Talita cumi. (Huā'mā' tachihuīn huanicu'tun: Tzu'ma'jāt, icuaniyān catā'kaqui'.)
MRK.5.42	Palaj tunca tā'kaquī'lh tzu'ma'jāt ē xla' ixlatlā'huan. Xla' ixka'lhī a'kcāujtu' cā'ta. Tachi'xcuhuī't talī'a'cnīlh ē tajicua'nli. 
MRK.5.43	Jesús māpa'ksīlh jā tī chā'tin ixtamāca'tzīnīlh ē cāhuanilh:
MRK.5.43	―Camāhuī'tit tzu'ma'jāt.
MRK.6.1	Jesús taxtulh a'ntza' ē taspi'tli na ixcā'lacchicni' jā ī'stacnī't ē tastālani'lh ī'scujnu'nī'n. 
MRK.6.2	A'cxni' chilh quilhtamacuj tū pūjaxcan, tanūlh na ixtemploca'n israelitas ē tzuculh māsu'yu. Lhūhua' tachi'xcuhuī't takexmatli ē talī'a'cnīlh ē tahuanli:
MRK.6.2	―¿Jāchu sca'tli huā'mā' chi'xcu' tū ca'tzī? ¿Tuchūyā talacapāstacni' maxquī'canī't? ¿Chī tzē nacālītlahua tzamā' lī'a'cnīn? 
MRK.6.3	Ū'tza' huā'mā' xuacna' ē María ixtzī'. Nā xla' ixpuxcu'ca'n Jacobo ē José ē Judas ē Simón. Tahui'lāna'lh huā'tzā' xanastancunu' puscan.
MRK.6.3	Ū'tza' talīsītzī'lh ē talakmaka'lh Jesús. 
MRK.6.4	Xla' cāhuanilh:
MRK.6.4	―Chā'tin a'kchihuīna' nalakachi'xcuhuī'can calhāxcuhuālh na'a'n. Xmān xalanī'n na ixcā'lacchicni' ē ixtalakapasnī'n jā talakachi'xcuhuī'cu'tun.
MRK.6.5	A'ntza' na ixcā'lacchicni' Jesús jāla tlahualh lī'a'cnīn. Xmān cāxa'malh makapitzīn ta'jatatlanī'n ē cāmātzeyīlh. 
MRK.6.6	Jesús lī'a'cnīlh ixpālacata jā ta'a'ka'ī'lh. Ixmāsu'yutēlha nac a'katunu' lacsti'na'j cā'lacchicni'.
MRK.6.7	Jesús cātā'talacxtimīlh kelhacāujtu' ī'scujnu'nī'n ē tzuculh cāmacā'n chā'tu'yūn ē cāmaxquī'lh līmāpa'ksīn natamāxtu jā tzeya ū'nī'n. 
MRK.6.8	Cāhuanilh:
MRK.6.8	―Jā tū tilī'pinā'tit nac tej, nūn morralh, nūn pāntzīn, nūn tumīn na mimbolsaca'n. Xmān nalī'pinā'tit mimpāla'cca'n ē 
MRK.6.9	natatūnū'yā'tit mincaclhi'ca'n. Jā tilī'pinā'tit pūtu' milu'xu'ca'n, xmān pūtin.
MRK.6.10	Jesús cāhuanipālh:
MRK.6.10	―Calhāxcuhuālh nac chic jā nachipinā'tit, a'ntza' natachokoyā'tit hasta a'cxni' nataxtuyā'tit nac tzamā' cā'lacchicni'. 
MRK.6.11	Palh catīxcuhuālh jā cātamānūyān na ixchic ē palh jā takexmatcu'tun tū hua'nā'tit, cataxtutit tzamā' cā'lacchicni'. A'cxni' nataxtuyā'tit, catincxtit mintujanca'n ē nayuja pokxni' na ixlacatampūn mintujanca'n. Chuntza' nalīmāsu'yu'yā'tit xlaca'n natalē'n cuenta ixpālacata jā takexmatcu'tunli. Ixlīcāna' tū iccāhuaniyān. A'cxni' namin quilhtamacuj a'cxni' Dios nacāputzāna'nīkō', xlaca'n natapātīni'n ixpālacata jā takexmatcu'tunli. Ā'chulā' natapātīni'n xlaca'n ē jā xalanī'n nac Sodoma ē Gomorra ―cāhuanilh.
MRK.6.12	Ta'a'lh scujnu'nī'n ē ixtamāsu'yuni' tachi'xcuhuī't ixlacasqui'nca natalakpalī ixtalacapāstacni'ca'n. 
MRK.6.13	Tamāxtulh lhūhua' jā tzeya ū'nī'n. Ixcālīmūtlahua aceite lhūhua' ta'jatatlanī'n ē cāmātzeyīlh.
MRK.6.14	Rey Herodes kexmatli tū ixtlahuamā'lh Jesús ixpālacata lhūhua' tī ixtalīchihuīna'mā'nalh. Herodes huanli:
MRK.6.14	―Juan tī ixmā'kpaxīni'n lacastālancuana'nī't ixlacpu'na'i'tātcan nīnī'n. Ū'tza' līka'lhī lītli'hui'qui tū lītlahua lī'a'cnīn.
MRK.6.15	Makapitzīn ixtahuan:
MRK.6.15	―Ū'tza' Elías tī ixa'kchihuīna' Dios xalanī'n makāstza'.
MRK.6.15	Ā'makapitzīn ixtahuampala:
MRK.6.15	―Ū'tza' a'kchihuīna' chī xalanī'n makāstza'.
MRK.6.16	A'cxni' huanica Herodes tū tlahualh Jesús, xla' huanli:
MRK.6.16	―Ū'tza' Juan tī icmā'a'cchu'cunīni'lh. Xla' lacastālancuana'nī't ē taxtulh na ixpu'nan nīnī'n.
MRK.6.17	Herodes ū'tza' ixmāpa'ksīnī't ē ixmāchi'panīni'nī't Juan ē ixmāchī'nīni'nī't nac pūlāchī'n ixpālacata Herodías tī ixpuscāt Felipe ixuanī't. Huā'mā' Felipe ixtā'tin Herodes. Herodes ixtā'tahui'la tzamā' puscāt. 
MRK.6.18	Juan ixuaninī't Herodes:
MRK.6.18	―Jā minī'ni' chī tā'tahui'la'ya' ixpuscāt mintā'tin.
MRK.6.19	Ū'tza' Herodías līlalh ixtā'lāquiclhlaktzi' Juan ē ixmaknīcu'tun. Jāla ixmaknī 
MRK.6.20	ixpālacata Herodes ixjicua'ni' Juan. Ixca'tzī tzeya chi'xcu' ixuanī't Juan ē līlacatejtin ixlatlā'huan. Ū'tza' Herodes jā līmakxtekli Herodías natlahuani' Juan tū ixtlahuacu'tun. Masqui Herodes tamakchuyīlh ixpālacata tū māsu'yulh Juan, ixkexmatcu'tun. 
MRK.6.21	Milh a'ktin quilhtamacuj a'cxni' Herodías tzē tlahualh ixtapāxuhuān. Herodes tlahualh ixcā'tani' a'cxni' chā'lh ixcā'ta. Cā'invitarlīlh nacātā'huā'yan na ixchic xanapuxcu'nu' ē xamāpa'ksīni'nī'n ē generales tī ixtatā'scuja nac estado Galilea. 
MRK.6.22	Ixtzu'ma'jāt Herodías tanūlh ē tlīlh ē cāmakapāxuīlh Herodes ē tī ixcātā'huā'yamā'lh. Rey Herodes huanilh tzu'ma'jāt:
MRK.6.22	―Caquisqui'ni' tū lacasqui'na' ē quit na'icmaxquī'yān.
MRK.6.23	Lacatejtin huanilh:
MRK.6.23	―Ixlīcāna' tū icuanin. Na'icmaxquī'yān tū naquisqui'ni'ya' masqui i'tāt jā quit icmāpa'ksī.
MRK.6.24	Tzu'ma'jāt taxtulh ē kelhasqui'nīlh ixtzī':
MRK.6.24	―¿Tū na'icsqui'ni'?
MRK.6.24	Xla' huanilh:
MRK.6.24	―Nasqui'na' ixa'kxāk Juan Mā'kpaxīni'.
MRK.6.25	Tzu'ma'jāt palaj tunca tanūlh jā ixuī'lh rey ē huanli:
MRK.6.25	―Iclacasqui'n ixa'kxāk Juan Mā'kpaxīni'. Chuhua'j palaj tunca naquimaxquī'ya' a'ktin nac pulātu.
MRK.6.26	Ū'tza' līlīpuhuanli rey Herodes ixpālacata tū ixmālacnūni'nī't tzu'ma'jāt. Masqui līlīpuhuanli, jātza' la lakpalīlh ixtachihuīn ixpālacata ixtakexmatnī'ttza' tī ixcā'invitarlīcanī't. 
MRK.6.27	Palaj tunca rey māpa'ksīlh chā'tin mayūlh nalīmin ixa'kxāk Juan. Xla' a'lh nac pūlāchī'n ē a'cchu'culh. 
MRK.6.28	Līminca ixa'kxāk a'ktin nac pulātu ē maxquī'ca tzu'ma'jāt. Tzu'ma'jāt maxquī'lh ixtzī'.
MRK.6.29	A'cxni' cāmāca'tzīnīca ī'scujnu'nī'n Juan, xlaca'n tamilh ē tasacli ixmacni' ē tamā'cnūlh nac a'ktin pūtā'cnūn.
MRK.6.30	A'cxni' apóstoles talaktaspi'tli Jesús, tahuanikō'lh pō'ktu tū ixtatlahuanī't ē tū ixtamāsu'yunī't. 
MRK.6.31	Jesús cāhuanilh:
MRK.6.31	―Cata'ntit xmān hui'xina'n ē caquilātā'miuj jā nūn chā'tin lahuī'lh ē najaxāuj macsti'na'j.
MRK.6.31	Lhūhua' tachi'xcuhuī't ixtaquīlakla Jesús ē chuntza' ī'scujnu'nī'n jāla ixtahuā'yan. 
MRK.6.32	Tatojōlh a'ktin nac barco xmān xlaca'n ē ixta'a'mā'nalh jā jā tī ixa'nancan. 
MRK.6.33	Lhūhua' tachi'xcuhuī't talaktzī'lh a'cxni' ixta'a'mā'nalh ē talakapasli. Xalanī'n ā'lacatunu' cā'lacchicni' catujan tatu'jnulh a'ntza' ē tachā'lh pūla. 
MRK.6.34	A'cxni' Jesús taxtulh nac barco, cālaktzī'lh lhūhua' tachi'xcuhuī't ē cālakalhu'manli ixpālacata tatasu'yulh hua'chi purecu' tū jā taka'lhī tī nacāmaktaka'lha. Tzuculh cāmāsu'yuni' lhūhua' catūhuālh. 
MRK.6.35	A'cxni' ī'smalanka'namā'lhtza', scujnu'nī'n talakmilh Jesús ē tahuanilh:
MRK.6.35	―Kōtanūtza' ē huā'tzā' jā nac cā'lacchicni'. 
MRK.6.36	Cacāmacapi tachi'xcuhuī't nata'a'n natatamāhua ixlīhua'ca'n calhāhuālh jā yākō'lh chic ixpālacata jā taka'lhī tū natahua'.
MRK.6.37	Jesús cākelhtīlh:
MRK.6.37	―Hui'xina'n cacāmāhuī'tit.
MRK.6.37	Tahuanilh:
MRK.6.37	―Lhūhua' tachi'xcuhuī't. Ixlacasqui'nca makās namakscujcan ē chuntza' tzē nalītamāhuacan pāntzīn tū na'iccāmāhuī'yāuj xlaca'n.
MRK.6.38	Jesús cāhuanilh:
MRK.6.38	―¿Chī maclā't pāntzīn ka'lhī'yā'tit? Caquīlaktzī'ntit.
MRK.6.38	Taquīlaktzī'lh ē a'cxni' taca'tzīlh, tahuanilh:
MRK.6.38	―Macquitzis pāntzīn ē tantu' squī'ti'.
MRK.6.39	Xla' cāmāpa'ksīlh ī'scujnu'nī'n:
MRK.6.39	―Cacāmāpitzitit ē xtum catatahuī'lh pūlacatunu' nac cā'seketni'.
MRK.6.40	Ixuī'lh pūlacatunu' jā tatahuī'lh a'ktin cientu. Nā ixuī'lh ā'makapitzīn pūlacatunu' jā tatahuī'lh tu'pu'xamacāuj. 
MRK.6.41	Jesús cātayalh macquitzis pāntzīn ē tantu' squī'ti' ē talacayāhualh nac a'kapūn ē maxquī'lh tapāxcatca'tzīn Dios. Cāche'keni'lh pāntzīn ē cāmaxquī'lh ī'scujnu'nī'n. Xlaca'n tamāpitzilh na ixpu'nanca'n tachi'xcuhuī't. Nā cāmāpitzini'lh tantu' squī'ti' ixlīpō'ktuca'n. 
MRK.6.42	Tahua'lh ixlīpō'ktuca'n ē taka'sli. 
MRK.6.43	A'cxni' tahuā'yankō'lh, scujnu'nī'n tasacli xalacpītzun pāntzīn ē squī'ti'. Lītatzumalh pācāujtu' chā'xta tū quītāxtūni'lh. 
MRK.6.44	Tī tahuā'yalh a'kquitzis mil chi'xcuhuī'n ixtahuanī't.
MRK.6.45	Palaj tunca Jesús cāhuanilh ī'scujnu'nī'n:
MRK.6.45	―Catojō'tit nac barco ē capūla'tit ixtuntacut nac mar nac Betsaida līhuan quit na'iccāmacā'n tachi'xcuhuī't.
MRK.6.46	A'cxni' ixcāmacā'nkō'nī'ttza', xla' tā'cxtunu'lh nac sipej na'orarlī. 
MRK.6.47	A'cxni' tā'cnūlh chi'chini', Jesús ixlīmān ixuī'lh nac ti'ya't līhuan ī'scujnu'nī'n ixta'a'mā'nalh nac barco ixpu'nan mar. 
MRK.6.48	Jesús laktzī'lh chī jāla ixa'n barco ixpālacata ixū'numā'lh. A'cxni' ī'xkakamā'lhtza', Jesús cālakmilh. Ixkelhtlā'huantēlha xcān ē ixcālaktalacatzuna'jīlh. 
MRK.6.49+MRK.6.50	Xlaca'n talaktzī'lh ē tajicua'nli ē tata'salh. Ixlīpō'ktuca'n talaktzī'lh catīhuālh ixkelhtlā'huantēlha xcān ē tapuhuanli ixtalakachuyamā'nalh ē ū'tza' talījicua'nli. Palaj tunca Jesús cātā'chihuīna'nli xlaca'n ē cāhuanilh:
MRK.6.49+MRK.6.50	―Catahuixcānī'tit ē jā cajicua'ntit. Quit tī icmimā'lh.
MRK.6.51	Tojōlh nac barco jā ixtahui'lāna'lh xlaca'n ē ca'cslalh ū'ni'. Xlaca'n talī'a'cnīlh. 
MRK.6.52	Masqui ixtalaktzī'nī't chī Jesús mālhuhuīlh pāntzīn, jā ixta'a'ka'ī'ni'lh ixlītli'hui'qui Jesús.
MRK.6.53	A'cxni' Jesús ē ī'scujnu'nī'n ta'a'lh ixtuntacut nac xcān, ē tachā'lh nac ti'ya't jā huanican Genesaret ē tachī'jūlh ixbarcoca'n. 
MRK.6.54	A'cxni' tataxtulh nac barco, tachi'xcuhuī't talakapasli Jesús. 
MRK.6.55	Palaj ta'a'lh calhāxcuhuālh ē tzucuca cālīmincan ta'jatatlanī'n nac talajni'. Cālē'nca jā ixuī'lh Jesús. 
MRK.6.56	Calhāxcuhuālh Jesús tanūlh nac lacsti'na'j cā'lacchicni' ē nac xaka'tla' cā'lacchicni' ē masqui nac ranchuj, ixcāmāpī'can ta'jatatlanī'n nac talajni' ē ī'squi'ni'can xmān cacāmakxtekli nataxa'ma ixtampān ixlu'xu'. Ixlīpō'ktuca'n tī taxa'malh ixlu'xu' tatzeyankō'lh.
MRK.7.1	Talaktalacatzuna'jīlh Jesús fariseos ē makapitzīn xamākelhtahua'kē'ni'nī'n līmāpa'ksīn xalanī'n nac Jerusalén tī ixtalakminī't Jesús. 
MRK.7.2	Ixtalaktzī'nī't makapitzīn ī'scujnu'nī'n Jesús tī ixtahuā'yamā'nalh ē jā pūla ixtamakacha'ka'nī't. 
MRK.7.3	Jā chuntza' ixtatlahua fariseos ē ixlīpō'ktuca'n ā'makapitzīn israelitas. Palh xlaca'n jā pūla ixtamakacha'ka'n chuntza' chī ixlacasqui'nca, jā ixtahuā'yan ixpālacata ixtalakachi'xcuhuī' ixtahui'latca'n ī'xū'nāpapca'n. 
MRK.7.4	A'cxni' ixtaquītaspi'ta nac lītamāuj, jā ixtahuā'yan palh jā tzej ixtamakacha'ka'n pūla. Ixtamākentaxtū lhūhua' ixtahui'latca'n ī'xū'nāpapca'n hua'chi chī talīpūche'kē' vasos ē tla'ma'nc ē tamacatzucun līcā'n ē ixpūtama'ca'n. 
MRK.7.5	Takelhasqui'nīlh Jesús fariseos ē xamākelhtahua'kē'ni'nī'n līmāpa'ksīn:
MRK.7.5	―¿Tū ixpālacata miscujnu'nī'n jā tamākentaxtū tū quixū'nāpapca'n quincātamāsu'yuni'n? Tahuā'yan ē jā pūla tamakacha'ka'n chī ixlacasqui'nca.
MRK.7.6	Jesús cākelhtīlh:
MRK.7.6	―Hui'xina'n tlahua'yā'tit a'ktu' milacanca'n. Mimpālacataca'n lītzo'kli profeta Isaías jā tatzo'kni':
MRK.7.6	Tzamā' tachi'xcuhuī't xmān tahuan quintalakachi'xcuhuī'.
MRK.7.6	Jā talacapāstaca tū iccālīmāpa'ksīlh.
MRK.7.7	Jā tū līmacuan chī quintalaktaquilhpūta.
MRK.7.7	Tū tamāsu'yu, ū'tza' xmān ixtalacapāstacni'ca'n chi'xcuhuī'n.
MRK.7.7	Chuntza' tzo'kli Isaías.
MRK.7.8	Jesús cāhuanipālh:
MRK.7.8	―Hui'xina'n mākēnū'yā'tit ixlīmāpa'ksīn Dios ē mākentaxtūyā'tit ixtahui'latca'n mixū'nāpapca'n. Hui'xina'n pūche'kē'yā'tit tla'ma'nc ē vasos chī ixlacasqui'nca ē tlahua'yā'tit lhūhua' ā'makapitzīn tahui'lat.
MRK.7.9	Nā cāhuanilh:
MRK.7.9	―Puhua'nā'tit tze chī mākēnū'yā'tit ixlīmāpa'ksīn Dios ē mākentaxtūyā'tit mintahui'latca'n. 
MRK.7.10	A'ntza' jā tzo'kli Moisés, chuntza' huanli:
MRK.7.10	Cacālakachi'xcuhuī' mintāta' ē mintzī'.
MRK.7.10	Moisés nā huanli:
MRK.7.10	Camāmaknīnīnca tī cachīhuālh huani ixtāta' o ixtzī'.
MRK.7.11	Hui'xina'n xtum hua'nā'tit. Māsu'yu'yā'tit palh chā'tin chi'xcu' tzē nahuani ixtāta' o ixtzī': “Jāla icmaktāyayān ixpālacata ixlīpō'ktu tū icka'lhī, ū'tza' Corbán.” (Huā'mā' tachihuīn huanicu'tun: icmālacnūni'nī'ttza' Dios.) 
MRK.7.12	Chuntza' jā makxtekā'tit nacāmaktāya ixtāta' ē ixtzī'. 
MRK.7.13	Hui'xina'n mākēnū'yā'tit ixlīmāpa'ksīn Dios ixpālacata māsu'yu'yā'tit ixlacasqui'nca namākentaxtūcan ixtahui'latca'n mixū'nāpapca'n. Lhūhua' tū tlahua'yā'tit hua'chi tzamā' ―huanli Jesús.
MRK.7.14	Jesús cāmāta'satīnīni'lh tachi'xcuhuī't ē cāhuanilh:
MRK.7.14	―Caquilākexmatni'uj milīpō'ktuca'n ē caca'tzītit. 
MRK.7.15	Jā tū a'nan tū naquilhtanū chi'xcu' hua'chi līhua' ē chuntza' nalīka'lhī ixcuenta. Tū naquilhtaxtu chā'tin chi'xcu' tū jā tze tachihuīn, ū'tza' nalīka'lhī ixcuenta. 
MRK.7.16	Cuenta catlahua'tit tū kexpa'tā'tit ―huanli Jesús.
MRK.7.17	A'cxni' Jesús ixtanūnī't nac chic, jātza' ixa'nan lhūhua' tachi'xcuhuī't. Ī'scujnu'nī'n takelhasqui'nīlh tūchu ixuanicu'tun tū līca'tzīni'can. 
MRK.7.18	Jesús cāhuanilh:
MRK.7.18	―Nā hui'xina'n ¿ē jā kexpa'tā'tit? Ca'tzīyā'tit catūxcuhuālh tū naquilhtanū chā'tin chi'xcu', ū'tza' jā catilactlahualh. 
MRK.7.19	Ū'tza' xmān tajō na ixpān ē chuntza' taxtu. Jā catitanūlh na ixtalacapāstacni'.
MRK.7.19	Chuntza' līmāsu'yulh pō'ktu tze tū hua'yāuj. 
MRK.7.20	Jesús chihuīna'mpālh:
MRK.7.20	―Tū quilhtaxtu chā'tin chi'xcu', ū'tza' nalactlahua. 
MRK.7.21	Palh jā tze ixtalacapāstacni' chā'tin chi'xcu', xla' napuhuan tū jā tze. Ū'tza' nalīka'lhīcu'tun ixtā'lāpāxquī'n ē nalītlahua tū jā tze ē nalīmaknīni'n. 
MRK.7.22	Naka'lhāna'n ē naka'lhīcu'tun tū ixla' ā'chā'tin ē natlahua tū jā tze. Natampi'lhīni'n ē na'a'kskāhuī'nin ē natlahua tū jā tze ē nalakca'tzāna'n ē na'a'ksa'nini'n ē ka'tla' namakca'tzī ē jā tze ixtalacapāstacni' naka'lhī. 
MRK.7.23	Pō'ktu tzamā' tū jā tze ē tamātlahuī jā tze chā'tin chi'xcu'. Nā tzamā' tataxtu na ixpūlacni' chā'tin chi'xcu' ixpālacata jā tze ixtalacapāstacni' ―huanli Jesús.
MRK.7.24	A'cxni' Jesús huankō'lh, xla' taxtulh ē a'lh ā'lacatin jā tahui'lāna'lh a'ktu' cā'lacchicni' tū huanican Tiro ē Sidón. Tanūlh a'ktin nac chic. Masqui ixlacasqui'n jā tī chā'tin ixca'tzīlh ixuī'lh a'ntza', jāla tatzē'kli. 
MRK.7.25	Palaj tunca milh chā'tin puscāt. Ixtzu'ma'jāt puscāt ixka'lhī jā tzeya ū'ni'. Māca'tzīnīca a'cxni' chilh Jesús ē lakmilh ē tatzokostani'lh. 
MRK.7.26	Puscāt jā israelita ixuanī't; xla' sirofenicia ixuanī't. Ī'squi'ni' talakalhu'mān camāxtuni'lh ixtzu'ma'jāt jā tzeya ū'ni'. 
MRK.7.27	Jesús huanilh:
MRK.7.27	―Pūla cataka'sli lacstīn. Jā minī'ni' maktīcan ixpāntzīnca'n lacstīn ē nacāmaxquī'can chichī'n.
MRK.7.28	Puscāt kelhtīlh:
MRK.7.28	―Ixlīcāna', Māpa'ksīni'. Masqui icca'tzītza', chichī'n tzē tasacua' tū tamakā'n lacstīn na ixtampīn mesa.
MRK.7.29	Palaj tunca Jesús huanilh:
MRK.7.29	―Tze chī hua'na'. Tzētza' napina' na minchic. Jā tzeya ū'ni' taxtuni'nī'ttza' mintzu'ma'jāt.
MRK.7.30	Puscāt a'lh na ixchic. Ixtzu'ma'jāt ixmā'lh nac tama' ē ixtasu'yu ixtaxtuni'nī'ttza' jā tzeya ū'ni'.
MRK.7.31	Jesús taxtulh nac cā'lacchicni' tū huanican Tiro ē tētaxtulh nac Sidón ē jā ixmāpa'ksī Decápolis. Taspi'tli nac mar tū huanican Galilea. 
MRK.7.32	Līmini'ca chā'tin chi'xcu' tī jā ixa'kahuāna'n ē kō'ko' ixuanī't. Squi'ni'ca caxa'malh. 
MRK.7.33	Jesús lē'lh chi'xcu' lacapunchuna'j jā jā ixtatakēstoka tachi'xcuhuī't ē mānūni'lh ixmakaspulh na ixa'ka'xko'lh. Chojmanīlh ixmacan ē nā xa'malh na ī'sī'makā't chi'xcu'. 
MRK.7.34	Jesús talacayāhualh nac a'kapūn. Jaxapānīlh ē huanli:
MRK.7.34	―¡Efata! (Huā'mā' tachihuīn huanicu'tun: ¡Catalaquī'lh!)
MRK.7.35	Palaj tunca tatzeyalh ixa'ka'chakān chi'xcu' ē kexmatli. Tzeyanli ī'sī'makā't ē tzētza' ixchihuīna'n. 
MRK.7.36	Jesús lacatejtin cāhuanilh tachi'xcuhuī't:
MRK.7.36	―Jā tī chā'tin tihua'ni'yā'tit.
MRK.7.36	Jā takexmatni'lh, ē ā'chulā' tamāca'tzīnīni'lh. 
MRK.7.37	Xlaca'n tī cāmāca'tzīnīca ixtalī'a'cnī ē tahuanli:
MRK.7.37	―Pō'ktu tū tlahuanī't, pō'ktu tze. Ū'tza' cāmā'a'kahuanī tī a'katāp ē cāmāchihuīnī tī kō'ko'.
MRK.8.1	Tzamā' quilhtamacuj ixtatakēstoknī't tachi'xcuhuī't ē jā tū ixa'nan tū natahua'. Jesús cāta'sani'lh ī'scujnu'nī'n ē cāhuanilh:
MRK.8.2	―Iccālakalhu'man tachi'xcuhuī't. Tu'tuma'jtza' quintatā'lahui'lāna'lh huā'tzā' ē jātza' taka'lhī tū tahua'. 
MRK.8.3	Palh xa'iccāmacā'lh na ixchicca'n ē jā tahuā'yanī't, ixtaxlajua'nalh nac tej ē jā ixtatāyani'lh. Makapitzīn xlaca'n taminī'ta'ncha' makat.
MRK.8.4	Ī'scujnu'nī'n takelhtīlh:
MRK.8.4	―¿Chī nacālīmāhuī'yāuj tachi'xcuhuī't huā'tzā' jā jā tī huī'lh?
MRK.8.5	Xla' cākelhasqui'nīlh:
MRK.8.5	―¿Chī maclā't pāntzīn ka'lhī'yā'tit?
MRK.8.5	Xlaca'n takelhtīlh:
MRK.8.5	―Mactojon.
MRK.8.6	Palaj tunca Jesús māpa'ksīlh catatahui'lalh tachi'xcuhuī't nac ti'ya't. Cātayalh mactojon pāntzīn ē maxquī'lh tapāxcatca'tzīn Dios. Cāmāpitzini'lh ē cāmaxquī'lh ī'scujnu'nī'n natamāpitzi tachi'xcuhuī't. Chuntza' tatlahualh. 
MRK.8.7	Nā ixtaka'lhī makapitzīn xalacstīn squī'ti' ē Jesús maxquī'lh tapāxcatca'tzīn Dios ixpālacata squī'ti'. Cāhuanilh ī'scujnu'nī'n:
MRK.8.7	―Cacāmāpitzini'tit.
MRK.8.8	Ixlīpō'ktuca'n tahuā'yalh ē talīka'sli. Tamākēstokli xalacpītzun tū quītāxtūlh ē tamātzumalh pātojon chā'xta. 
MRK.8.9	Tī tahuā'yalh hua'chi a'ktā'ti' mil ixtahuanī't. Jesús cāmacā'lh tachi'xcuhuī't na ixchicca'n. 
MRK.8.10	Palaj tunca xla' ē ī'scujnu'nī'n tatojōlh nac barco ē tachā'lh jā ixmāpa'ksī cā'lacchicni' Dalmanuta.
MRK.8.11	Fariseos talakmilh ē tatzuculh tatā'lāhuani Jesús. Tasqui'nli a'ktin lī'a'cnīn tū nalītasu'yu xla' xala' nac a'kapūn. Tasqui'nli ixpālacata xmān ixtalīlaktzī'ncu'tun. 
MRK.8.12	Jesús cājiclhuanini'lh ē huanli:
MRK.8.12	―¿Tū ixpālacata tachi'xcuhuī't tasqui'n lī'a'cnīn? Ixlīcāna' tū iccāhuaniyān. Hui'xina'n tī hui'lāna'ntit chuhua'j jā caticātamāsu'yuni'n lī'a'cnīn.
MRK.8.13	Cāmakxtekli ē tojōpālh nac barco ē a'lh ixtuntacut nac xcān.
MRK.8.14	Xmān mactin ixuī'lh pāntzīn nac barco ixpālacata ixtapātza'nkānī't ē jā talē'lh pāntzīn. 
MRK.8.15	Jesús cāmaxquī'lh talacapāstacni' ē cāhuanilh:
MRK.8.15	―Cuenta catlahua'tit ē camaktaka'lhtit ixlevaduraca'n fariseos ē Herodes.
MRK.8.16	Scujnu'nī'n talātā'chihuīna'nli ē talāhuanilh:
MRK.8.16	―Chuntza' huanli ixpālacata jā līmiuj pāntzīn.
MRK.8.17	Jesús ixca'tzī tū ixtalāhuanimā'nalh. Ū'tza' līca'tzīlh jā ixtakexmata xla' ixlīchihuīna'mā'lh ixtamāsu'yun fariseos. Ū'tza' cālīhuanilh ī'scujnu'nī'n:
MRK.8.17	―¿Tū ixpālacata lī'a'ktuyunā'tit pāntzīn tū jā līta'ntit? ¿Jā cuenta tlahua'yā'tit nūn kexpa'tā'tit? ¿Jā ka'lhī'yā'tit milīstacna'ca'n nalīlacapāstacna'nā'tit? 
MRK.8.18	Ka'lhī'yā'tit milakastapunca'n. ¿Ē jā laktzī'nā'tit? Ka'lhī'yā'tit mina'ka'xko'lhca'n. ¿Ē jā a'kahuā'na'nā'tit? ¿Ē jāla lacapāstacna'nā'tit? 
MRK.8.19	A'cxni' iccāche'kelh macquitzis pāntzīn ē ū'tza' iccālīmāhuī'lh a'kquitzis mil chi'xcuhuī'n, ¿chī pālā't chā'xta mātzuma'tit xalacpītzun tū mākēstoktit?
MRK.8.19	Xlaca'n takelhtīlh:
MRK.8.19	―Pācāujtu'.
MRK.8.20	Xla' huanli:
MRK.8.20	―A'cxni' iccāche'kelh mactojon pāntzīn ē ū'tza' iccālīmāhuī'lh a'ktā'ti' mil, ¿chī pālā't chā'xta mātzuma'tit xalacpītzun tū mākēstoktit?
MRK.8.20	Xlaca'n takelhtīlh:
MRK.8.20	―Pātojon.
MRK.8.21	Cāhuanilh:
MRK.8.21	―¿Ē jāna'j kexpa'tā'tit?
MRK.8.22	Jesús ē ī'scujnu'nī'n tachā'lh nac cā'lacchicni' tū huanican Betsaida ē līmini'ca Jesús chā'tin lakatzī'n ē squi'ni'ca caxa'malh. 
MRK.8.23	Makachi'palh ē pekechi'palē'lh lakatzī'n na ixquilhtūn cā'lacchicni'. Chojmanīlh ixlakastapun ē xa'mani'lh na ixlakastapun ē kelhasqui'nīlh:
MRK.8.23	―¿Tū la'ktzī'na'?
MRK.8.24	Xla' lacahuāna'nli ē huanli:
MRK.8.24	―Iccālaktzī'n chi'xcuhuī'n tī talatlā'huan. Tatasu'yu hua'chi xalaka'tla' qui'hui'.
MRK.8.25	Palaj tunca xa'mani'pālh na ixlakastapun. Chi'xcu' lacahuāna'mpālh ē tzeyanli ē lacahuāna'nkō'lh.
MRK.8.26	Jesús huanilh:
