GEN.1.1	Mwanzo Mwenyezimungu komba bingu na duniya. 
EXO.30.4	Na novyo utende vikum viwiri vya oru sini yake mwautaire misambo-mo. Utende upande wa kuno na kuno, emo ndi mwaisaka kuswekiwa misukuriro yakusukurira uralu. 
EXO.30.5	Miti ya misukuriro utende ya mpegu, neyo upake oru. 
EXO.30.6	Uralu-wo útula mbere ya pazira iri mbere ya Kashoti ya Ushahidi, mbere ya Kiti ca Rehema ciri julu ya Ushahidi-wo, mahala panija kuwonana nawe. 
EXO.30.7	Aruna akoca nomo lubani rakunuwira sana. Kila subuu, pakutengeza kandiyeru, ndi paajuzi koca. 
EXO.30.8	Jironi, pakukoreza kandiyeru, akoca novyo, rikuwa lubani rakufukiza mbere ya Mola, daima vizazi vyenu piya. 
EXO.30.9	Musilavye kufukiza uvumba namuna nyengine, wala swadaka ya nyama, wala swadaka ya ufu, wala amumiminira julu yake swadaka ya kinywaji. 
EXO.30.10	Mara moja kila mwaka, Aruna atenda kupatanisa julu ya manyanga a pauralu. Na damu ya swadaka ya dambi, mara moja kila mwaka atenda jambo ra kupatanisa, kwa vizazi vyenu piya. Ndi kinu takatifu pakulu ka Mola.”
EXO.30.11	Mola kamwambira tena Musa: 
EXO.30.12	“Pausaka kuwawalanga wana wa Iziraeli, kila mmoja ákumpa Mola maripo a komboriwa uhai wake isiwapate balayi isaka kuwa yonse pakuwawalanga-po. 
EXO.30.13	Kila mwenyé kuwalangiwa ájuzi aripe garama sita za parata, kadiri ya kipimo cituriwe mahala patakatifu. Garama sita-zo ndi swadaka ka Mola. 
EXO.30.14	Kila mwenyé kwandikiwa, mwanzo wa hirimu ya myaka shirini kuka mbere, ájuzi alavye swadaka ka Mola. 
EXO.30.15	Tajiri asiripe kupundisa nusu sikulu, wala masikini asiripe aba ya garama sita-zo, pakuripa maripo a roho zenu. 
EXO.30.16	Upokerere nzuruku wakupatanisa mmakono mwa wana waIziraeli, nzuruku-wo utumira kutendera kazi za Ema ya Kusimanana. Ikuwa kumbu-kumbu ka wana wa Iziraeli mbere ya Mola, ipate mutende kupatanisa kwa ajili ya roho zenu.”
EXO.30.17	Mola kamwambira tena Musa javi: 
EXO.30.18	“Utende novyo basiya ra shaba na nkono wake wa shaba, ra kutawadira. Útula kati ya kuno Ema ya Kusimanana kuno uralu, na nkatimo utaye maji. 
EXO.30.19	Mbasiya-mo, Aruna na wanawe ndi mwawasaka kutawadira. 
EXO.30.20	Pamusaka kwingira muEma ya Kusiminana, watawade, na pawasaka kufika pauralu kutumika koca swadaka ka Mola watawade novyo, ipate wasifwe. 
EXO.30.21	Watawade mmakono na mmaulu ipate wasifwe. Neyo ikuwa ndi shuruti yawo ya daima, iye na ujukulu wake kwa vizazi piya.”
EXO.30.22	Mola kamwambira tena Musa javi: 
EXO.30.23	“Utwala manukatu a kunuwira pakulu: mane-mane sikulu miya ntanu, nlalasini wakunuwira, nusu ya noco kipimo-co, yani sikulu miyateni na amusini, na miwa miyateni na amusini. 
EXO.30.24	Na kida sikulu miya ntanu, kwa kufulata sikulu ya Mahala Takatifu, na mafuta a nzaituni kiyasi ca lituru nne. 
EXO.30.25	Kwa piya-vyo, útenda mafuta takatifu a kutawaza, mafuta a kusanganyika kunuwira kwa kufulata ufundi wa mwenye kutenda mafuta. Eya akuwa mafuta matakatifu a kutawaza. 
EXO.30.26	Kwa noyo mafuta-yo, utawaza Ema ya Kusimanana, Kashoti ya Miyadi, 
EXO.30.27	meza pamoja na vyombo vyake, kandiyeru pamoja na vyombo vyake, uralu wa kufukizira, 
EXO.30.28	uralu wa swadaka pamoja na piya vyombo vyake, basiya, na nkono wake 
EXO.30.29	Evi vinu-vi, ujuzi utakatifu, ipate viwe takatifu pakulu. Piya vyamukumbula vyonse vikuwa takatifu. 
EXO.30.30	Na novyo untawaza Aruna pamoja na wanawe, úwatakatisa wanitumike wawe walongozi wa dini. 
EXO.30.31	Uwambira wana wa Iziraeli javi: ‘Eya akuwa mafuta takatifu a kutawaza kati ya vizazi vyenu piya. 
EXO.30.32	Aatawaziriwa mwanadamu saari nlongozi wa dini, wala musifulatize kutenda kutaya vilungo vimoja novyo. Eya mafuta-ya takatifu, nomwe mujuzi muture kuwa takatifu. 
EXO.30.33	Asaka kutenda onse na akimmiminira munu mmojawapo atuwisiwa kati ya wanu wake.’ ”
EXO.30.34	Mola kamwambira tena Musa javi: “Twala manukatu meema, natafi, shekeleti, kelbena, vilungo vya manukatu meema, pamoja na lubani swafi. Evyo vinu-vyo piya kipimo cawo ciwe kimoja. 
EXO.30.35	Nevi ufukiza lubani, ufukiza kamba vyauri ufundi wa mwenyé kutenda mafuta a kunuwira, ukisanganya na munyu, swafi na takatifu. 
EXO.30.36	Rengine mufumbure ritende ufu, muture mbere ya ushahidi nkati ya Ema ya Kusimanana panija kusimanana nowe. Kwenu umwe vikuwa takatifu pakulu. 
EXO.30.37	Na kufukiza kamusaka kufukiza ka namuna-yo, amurifukizira umwe. Kwenu umwe, kukuwa kutakatifu munfukizira Mola. 
EXO.30.38	Mwenyé kutenda nfano kamba ewu kunuwiza, atuwisiwa kati ya wanu wake.”
EXO.31.1	Ikisa Mola kamwambira Musa, kaamba: 
EXO.31.2	“Ona, nimwita kwa zina rake, Bezaleli mwana wa Uri, mwana wa Huri wa kabila ya Yuda. 
EXO.31.3	Nimwijaza Roho wa Mwenyezimungu, nimwijaza wijiwifu, werevu na ufundi wa kutenda kila kinu, 
EXO.31.4	awonerere misambo, awe urivi akore kazi na oru, parata, pamoja na shaba. 
EXO.31.5	Niwapa wijiwifu wasinje mawe akung'anira, watenge miti, na watende kila aina ya kazi za kuwaja. 
EXO.31.6	Ona, omi nintondola awe pamoja naye Oholiyabu, mwana wa Ahisamaki, wa kabila ya Dani. Niwapa uwezo piya mafundi wa vifure watende piya vyaniwashurutise; 
EXO.31.7	kuhusu Ema ya Kusimanana, Kashoti ya Miyadi, kifiniko ciri julu yake, na vyombo piya vya muEma, 
EXO.31.8	meza na vyombo vyake, uralu ca oru swafi ca kandiyeru pamoja na vyombo vyake piya, uralu wa kufukiza, 
EXO.31.9	uralu wa kafara na vyombo vyake piya, uralu ca uvumba kandirinya na cakwikazira cake, 
EXO.31.10	mavazi a kupakasiwa akusitawi, mavazi matakatifu a Aruna, nkulungwa wa dini na mavazi a wana wawo a kutumikira kazi za kulongoza dini, 
EXO.31.11	na mafuta a kutawaza, na fukizo rakunuwira sana rifukiziwe Mahala Patakatifu. Sawa-sawa na piya vyamwamuriwe, ewo watenda.”
EXO.31.12	Mola kamwambira Musa, 
EXO.31.13	“Uwe, sowera uwambire wana wa Iziraeli javi: ‘Kweli-kwelini, mujuzi muture suku zangu za Sabadu. Kamana eyo ndi alama kati yangu omi nomwe, kizazi ka kizazi, ipate mwijiwe kuwa omi niwa Mola wakukuswafini. 
EXO.31.14	Tukuzani suku ya sabadu konta kwenu umwe suku takatifu. Asáka kutaya haramu suku-yo, akulaiiwa. Asáka kukola kazi mojawapo suku ya sabadu-yo, afujisiwa kati ya kaumu ya wanu wake. 
EXO.31.15	Suku sita zitendiwa kazi, fala suku ya saba ndi sabadu, suku ya kupumula sana, suku takatifu ya Mola. Aténda kazi onse suku ya sabadu, kusema kweli akufwa. 
EXO.31.16	Basi, wanu wa Iziraeli suku ya sabadu wature, iwe suku yakutukuza kati ya vizazi vyawo, kamba miyadi ya milele. 
EXO.31.17	Ndi alama kwa milele kati yangu na wanu wa Iziraeli, kuwa kwa suku sita Mola komba bingu na ardhi, na suku ya saba kapumula.’ ” 
EXO.31.18	Mola, pesire kusowera na Musa mwango wa Sinayi, kampa maluwawo mawiri a ushahidi, maluwawo a riwe, akwandikiwa na cala ca Mwenyezimungu.
EXO.32.1	Wanu wa Iziraeli ware, pawawonire kuwa Musa kankukawa kwisuka pamwango pare, wakinjumanira Aruna, wakimwambira javi: Lamuka! Utitendere milungu itilongorere mbere yetu. Eyu Musa, mwananlume atilavire inti ya Miswiri-yu, atijiwa cinkunire. 
EXO.32.2	Kwa javyo, Aruna akiwajibu javi: “Vulani birinku za oru zawavarire mmasikiro waka wenu, na wanenu walume na waka-zo, muje nazo.” 
EXO.32.3	Basi wanu piya wakivula birinku zawo za oru zawavarire mmasikiro mwawo vuri-vuri-vuri, wakija wakimpa Aruna doyaa. 
EXO.32.4	Iye akipokerera oru mmakono mwawo, akisulusa akifiyanga na foroma, akintenda ncamba wa ng'ombe wakufuriwa na oru. Wanu ware wakamba: “Umwe waIziraeli, eyi ndi milungu yenu yukulavireni inti ya Miswiri!” 
EXO.32.5	Aruna pawonire javire, akijenga uralu mbere yake. Ikisa Aruna akitangaza, akamba: “Makeshamungu ndi suku ya sherehe ya Mola.” 
EXO.32.6	Subuu yake wakipwesera alufajiri, wakilavya kafara yakoca, na wakija na swadaka kwa salama. Wanu wakikala wakirya na wakinywa, ikisa wakilamuka wakiseza.
EXO.32.7	Mola akimwambira Musa: “Isuka uke, konta wanu wako wauwalavire inti ya Miswiri, wariharamisha. 
EXO.32.8	Wankwangupa kusapuka njira yaniwamurire. Waritendera ncamba wa ng'ombe wakufuriwa wa oru, newo wankumwabudu, wantendera kafara, wamba: ‘Umwe waIziraeli, eyi ndi milungu yenu yukulavireni inti ya Miswiri!’ ” 
EXO.32.9	Ikisa tena Mola kamwambira Musa: “Nankuwawona ewa wanu-wa vyawatenda, ewa wanu wagumu. 
EXO.32.10	Epa, asa inikore nyongo yangu, newo niwamarize, ipate nukutende kuwa kabila ulu.”
EXO.32.11	Falakini Musa akintafadali Mola, Nlungu wake, akamba: “Yarabi Mola, mbana ikukola nyongo julu ya wanu wako wauwalavire inti ya Miswiri kwa nguvu nyingi na uwezo wako? 
EXO.32.12	WaMiswiri ikiwa wamba: ‘Kawalavya na niya mbaya, akawolaire mmyango, awapoteze duniya-yi’, kuwa nawo shariya sababuni? Basi, asa kukimiwa ka nyongo yako, wase usiwatende wanu wako mambo a ubaya. 
EXO.32.13	Wakumbukire watumisi wako Iburahima, Izaki na Iziraeli
EXO.32.14	Basi Mola akigairi ubaya wâmbire kuwatenda wanu wake ure.
EXO.32.15	Ikisa Musa akizungunuka, akisuka pamwango pare na maluwawo mawiri a ushahidi asukure mmakono mwake. Maluwawo-wo andikiwa kuno na kuno, kuno na kuno andikiwa. 
EXO.32.16	Ewo maluwawo-wo ikiwa kazi ya Mwenyezimungu, na mandiko-yo akiwa mandiko a Mwenyezimungu, a kuwajiwa mmaluwawo. 
EXO.32.17	Yoshwa, paasikire lukuto ra wanu ware, akimwambira Musa javi: “Kumangisha-ko kuwa lukuto ra vita.” 
EXO.32.18	Fala Musa akijíbu: “Sizo nyimbo za kutema, wala nyimbo za kutemiwa. Ila nyimbo zaniri kusikira ndi nyimbo za sherehe!” 
EXO.32.19	Musa paafikire pamangisha pare, nakummona ncamba wa ng'ombe ire na wanu wakivina, akikimiwa pakulu futi. Maluwawo are akefya pansi nanyenje ya mwango, akipanjika panji-panji-panji. 
EXO.32.20	Akintwala ncamba wa ng'ombe wawantendire ire, akimmoca pamoto, akinsaya akitenda ufu. Ufu ure akitawanyira mmaji, akiwalazimisha waIziraeli wanywe maji are.
EXO.32.21	Sambi Musa akindairi Aruna javi: “Namunani? Ewa wanu-wa wakutenda kinani uwe, mpaka ukifíka kuwakoresa dambi ulu javi?” 
EXO.32.22	Aruna akijibu: “ Tafadali mwenye wangu, usinikimwire omi. Ukwijiwa namuna vyawari ewa wanu-wa, daima wawa tayari kutenda ubaya. 
EXO.32.23	Kamana wanambira javi: ‘Titendere nlungu atilongoze. Eyu Musa, mwananlume atilavire inti ya Miswiri-yu, atijiwa cinkunire.’ 
EXO.32.24	Basi nikiwambira: ‘Ari na oru onse, avure anipe!’ Kwa javyo, wakinipa, nikisulusa pamoto, mpunde nowo akilawa eyu ncamba wa ng'ombe-yu!”
EXO.32.25	Musa, akiwona kuwa wanu watenda uanswi (kamana Aruna kawasa wanu watenda uanswi, vyakutenza maaduwi wawo kuwashupa). 
EXO.32.26	Kwa javyo, Musa akimira panryango wa mangisha, akisema: “Ari upande wa Mola onse, aje kwangu omi kuno.” Na waLawi piya wakijumana upande wake. 
EXO.32.27	Na akiwambira javi: “Mola, Nlungu wa Iziraeli, akwamba javi: ‘Kila mmoja ature upanga pampaja wake. Muludire kumangisha, mukapite nryango mpaka nryango, kila mmoja amulaye nduye, rafiki yake, na jirani wake!’ ” 
EXO.32.28	WaLawi wasikiriza ámuri ya Musa, na noyo suku-yo wolaiwa wanawalume kiyasi ca alufu natu. 
EXO.32.29	Musa akiwambira waLawi javi: “Epa rero umwe muritawaza mutende kazi za Mola. Kila munu aripe julu ya kuwolaya mwanawe na nduye, ipate rero Mwenyezimungu akujanliyeni.”
EXO.32.30	Subuu yake, Musa kawambira wanu ware javi: “Umwe mukola dambi yakofya. Epa sambi-pa nikwera, nikuka ka Mola. Dalili ninkidiri akuswamiini dambi yenu.” 
EXO.32.31	Basi, Musa akiludira ka Mola nokure, akamba: “Kweli-kwelini, ewa wanu-wa wakola dambi ulu futi! Wantenda nlungu wa oru. 
EXO.32.32	Fala sambi nukulebela uwaswamii dambi yawo! Ikíwa aukubali, futa zina rangu nkitabu cawandike mazina a wanu wako!” 
EXO.32.33	Fala Mola akinjibu Musa javi: “Munu asaka kuwa onse akorire dambi kwangu omi, nkitabu cangu nínfuta. 
EXO.32.34	Epa sambi uka, ukawalongoze wanu-wo mahala kanisaka kukwambira. Ona, laika wangu ákulongoza. Novyo-sivyo, paifika suku ya kuwahukumu, níwahukumu wanu-wo kwa dambi yawo.”
EXO.32.35	Ikisa Mola akiwaperekera wanu ware maradi a ulwere, konta wânshurutisa Aruna kuntenda ncamba wa ng'ombe ire.
EXO.33.1	Mola kamwambira Musa javi: “Lawa, utende safari pamoja na wanu waulawire nawo inti ya Miswiri, muke inti yaniwalapire Iburahima, Izaki pamoja na Yankubu, kuwa níwapa vining'ini vyawo. 
EXO.33.2	Nímpereka laika akulongoze, na noyo inti-yo níwatuwisa waKanaa, waAmori, waHiti, waPerezi, waHivi, pamoja na waYebusi. 
EXO.33.3	Ukani inti ya mali na rutuba. Fala omi mwanyewe suka pamoja namwe ipate nisije kukwangamizani munjira, kamana umwe muwa wabishi pakulu.”
EXO.33.4	Wanu ware, pawasikire usemi ngumu ure, uwengira uzuni. Awerepo anta mmoja ayerere kuvala vifure vyake. 
EXO.33.5	Kamana Mola kâmwambira Musa: “Wambire waIziraeli javi: ‘Umwe muwa wabishi pakulu. Nukuka pamoja nomwe, kwa muda ntoto javi nukwangamizani. Kwa javyo vulani vifure vyenu-vyo, nakisa níwona kinani canijuzi kukutendani.’ ” 
EXO.33.6	Ndimana, kulawa mwanzo wa Mwango wa Horebu, waIziraeli wakasa kutumira vifure vyawo vire.
EXO.33.7	Sambi, Musa kâzowererera kujenga Ema-yo panja ya mangisha, baidi futi. Ema-yo akiíta zina “Ema ya Kusimanana”. Wanu piya wasakúla mashauri a Mola wonse, wákilawa pamangisha, wakuka paEma ya Kusimanana nopare. 
EXO.33.8	Musa, paakuka ponse kuEma kure, wanu piya wakilamuka, wakimira mmiryango ya ema zawo, wakinnang'aníza ryuu, mpaka engire muEma mure. 
EXO.33.9	Musa, paakingira muEma mure, ribwi ra wingu rikisuka, rikimira panryango wa Ema ire, na Mola ákisowera na Musa. 
EXO.33.10	Wanu piya, pawakiwona ribwi ra wingu rire panryango wa Ema ire, kila mmoja ákisujudi panryango wa ema yake. 
EXO.33.11	Javyo Mola ndi vyaákisowera na Musa javi ka javi, kamba munu na rafiki yake. Ikisa, Musa paákiludira kumangisha, mwanafunzi wake, nnemba wakwitiwa Yoshwa, mwana wa Nuni, aákilawa muEma mure.
EXO.33.12	Musa kamwambira Mola javi: “Ona, uwe kunambira: ‘Walongoze ewa wanu-wa kwawo’, fala aunambire nani ajuzi kunipereka. Na tena kunambira kuwa: ‘Nukwijiwa sana-sana, na niwa radi nawe’. 
EXO.33.13	Basi, ikíwa kweli-kwelini kuwa radi nami, tafadali nolotere njira zako, ipate nukwijiwe sana-sana, na uzidi kuwa radi nami. Kumbukira novyo kuwa ewa wanu wako.” 
EXO.33.14	Akinjibu: “Omi mwanyewe nukúka pamoja nowe, nukupa pumuzi.” 
EXO.33.15	Musa akambira: “Kamba uwe mwanyewe auka pamoja nofwe, usitilavye mahala-pa. 
EXO.33.16	Kamana ikíwa autipereka, vijiwikanaja kamba kuwa radi nomi pamoja na wanu wako? Fala ukitiperéka, omi na wanu-wa, ndi patisaka kwijiwikana kuwa tisiyana na piya kabila za mulumwengu. Sinovyo?”
EXO.33.17	Mola akimwambira Musa: “Vyaûnilebele-vyo, núkutendera novyo-novyoni, kamana niwa radi nawe, na nukwijiwa sana-sana.” 
EXO.33.18	Musa akamba: “Tafadali, nukulebela unolotere nuru ya utukufu wako.” 
EXO.33.19	Akinjibu: “Omi nítenza piya wema wangu upita mbere yako. Nítangaza mbere yako zina rangu, ‘Mola’. Omi nínrehemu waninsaka onse, na níntendera huruma waninsaka onse. 
EXO.33.20	Fala amuna nafasi ya kuniwona javi uso ka wajii, konta munu, ikiwa kaniwona na maso ake, akufwa nfululu”, ndi vyaambire. 
EXO.33.21	Visitoshe, Mola akisema tena: “Ona, pawapo mahala karibu nami, na nopo ukuja kwimira julu ya mwala. 
EXO.33.22	Paisaka kupita nuru ya utukufu wangu kumaso kwako, núkutaya nvungu ra mawe, na núkufinika na nkono wangu mpaka nipite. 
EXO.33.23	Ikisa, panisaka kulavya nkono wangu, úniwona kuminyongo tu basi. Fala uso wangu auwona.”
EXO.34.1	Mola kamwambira Musa, kaamba: “Sinja maluwawo mawiri a mawe kamba a kwanza are, omi nukwandika masemo noware-nowareni anandike maluwawo a kwanza aupanjire are. 
EXO.34.2	Ritengeze ipate muwe tayari makeshamungu subuu. Uje ukwere mmwango Sinayi, tiwonane julu ya mwango-wu. 
EXO.34.3	Usikwere na munu anta mmoja, wala asiwepo wakuwoneka mahala pamojawapo pamwango. Wala mifuwo ya makondoo au ng'ombe isisungiriwe kuka kurisiwa karibu ya mwango-wu.” 
EXO.34.4	Basi Musa akiwaja maluwawo mawiri a mawe a kuringana na a kwanza are. Pakucere subuu namapema, akipwesera, akikwera mwango wa Sinayi, kamba vyamuriwe na Mola. Akisukula mmakono mwake maluwawo mawiri a mawe are. 
EXO.34.5	Mola akisuka na wingu, akimira pamoja naye kure, akiritaja zina rake, “Mola”. 
EXO.34.6	Mola akipita mbere ya Musa, akimwambira javi:
EXO.34.6	“Omi Mola, Mola wawenye,
EXO.34.6	Nlungu wa huruma na rehema,
EXO.34.6	Saniri mpesi wakukimiwa,
EXO.34.6	Mwingi wa pendo rakwaminika na mwaminifu.
EXO.34.7	Nanawo pendo rakwaminika mpaka tarehe alufu,
EXO.34.7	niswamii makosa, ubishi, na madambi.
EXO.34.7	Fala sasa futi kuwahukumu wenye kosa.
EXO.34.7	Niwahukumu wana na ujukulu
EXO.34.7	mpaka tarehe ya tatu na ya ane,
EXO.34.7	sababu ya madambi a wapongozi.”
EXO.34.8	Mpunde noure, Musa akinama akintukuza, 
EXO.34.9	akamba: “Yarabi Mola! Tafadali tuke onse. Ingawa ewa wanu-wa wabishi, fala tiswamii makosa na dambi zetu. Ikisa titware tiwe irati yako.”
EXO.34.10	Mola akinjibu: “Ona! Omi nísaka kutula miyadi yakupatana namwe. Kumaso ka wanu wako piya, nítenda maajuza saanamba kutendiwa tangu mulumwengu-mu piya, wala inti íwa yonse. Na wanu piya wauri nawo wáwona maajuza a Mola, kamana canisaka kukutendani umwe kinu cakofya.
EXO.34.11	Rero canukwamuru-ci, sikiriza sana-sana. Ona, níwatuwisa mbere yako waAmori, waKanaa, waHiti, waPerezi, waHivi, pamoja na waYebusi. 
EXO.34.12	More-more, usishubutu kuka kutenda miyadi na wenye kaya wa inti yaúka-yo, konta miyadi kamba-yo ikuwa nambo zenu. 
EXO.34.13	Mukabomore mauralu a kafara-yo, na muvunje maribwi awo awatukuzanga-yo pamoja na miti yawo yakuwajiwa, alama za nlungu wawo wakwitiwa Ashera. 
EXO.34.14	Kamana musimwambudu nlungu mwengine asáka kuwa onse. Omi Mola, zina rangu ndi ‘Mwenyé wivu’. Wanu pawamwabudu nlungu mwengine, nikuwa na wivu. 
EXO.34.15	Mujuzi mudangure vinu vyawo vya dini ipate pawafulata milungu yawo na wakitenda kafara ka milungu yawo, nomwe wakukwarifuni, musirye kafara yawo-yo. 
EXO.34.16	Wala musiwatondore wana wawo waka kuwapa wanenu walume, wasije wanawaka-wo kufúlata milungu yawo kuwatenza wanenu walume kufulata milungu yawo novyo.
EXO.34.17	Musitware kifure kimojawapo kuntenda swanamu.
EXO.34.18	Mutende Sherehe ya Mikate Saitaiwe Furumento. Muda wa suku saba, tafunani mikate saitayiwe furumento, kamba vyanukwamurire. Tendani javyo kila mwezi wakwanza, kwa kuwa ndi mwezi wamulawire Miswiri. 
EXO.34.19	Piya wana watanzi kupongoriwa, wangu omi: piya mirumbi ya kwanza kupongoriwa, wana wa ng'ombe na wa makondoo. 
EXO.34.20	Mwana ntanzi wa buru, ikiwa kusaka kubaki naye, unripe mwana wa kondoo. Ikiwa ausakire, nvunje singo. Womboreni piya wana walume watanzi kupongoriwa. Asiwepo munu wa kufika mbere yangu saajire nawo swadaka mojawapo.
EXO.34.21	Kola kazi suku sita, fala suku ya saba pumula. Wakati wa kutagela na wakati wa kuvuna, upumure. 
EXO.34.22	Tenda Sherehe ya Sumana, na visumo vyakwanza vya mavuno a tirigu. Na tenda Sherehe ya Kuvuna mwinsho wa mwaka. 
EXO.34.23	Mara natu kila mwaka, walume wenu wáfika mbere ya Mola Mwenyezimungu, Nlungu wa Iziraeli. 
EXO.34.24	Kamana niwatuwisa mataifa mbere yenu, na nikurisa inti yenu. Pamuja kukwera mara natu kila mwaka kurolota mbere ya Mola, Nlungu wenu, aapo waija kumwajibu inti yako.
EXO.34.25	Musinitendere kafara ya damu yakusanganyiwa na kinu kimojawapo ca furumento. Wala kinu cakutenderiwa kafara ya Sherehe ya Pashukwa, usase kurema kufika suku nyengine. 
EXO.34.26	Visumo vyema-vyema vya kwanza vya kuvuna kwenu, muje nawo mahala patakatifu pa Mola, Nlungu wenu. Musimwipike mbuzi mmaziwa a mamaye.”
EXO.34.27	Ikisa Mola kamwambira Musa javi: “Andika eya masemo-ya, kamana kwa nowo masemo-wo, niturira miyadi ya kupatana nowe pamoja na Iziraeli.” 
EXO.34.28	Basi, Musa kekala noparepare na Mola suku arubaini usiku na nsana. Saarire cakurya wala sanywere maji. Na akandika mmaluwawo masemo a miyadi ya kupatana, Ámuri Kumi.
EXO.34.29	Musa, pesuke Mwango Sinayi, asukure mmakono maluwawo mawiri a ushahidi, aakijiwa kuwa uso wake wankung'aníra kwa sababu yakupakanira na Mwenyezimungu. 
EXO.34.30	Aruna pamoja na waIziraeli piya wammona Musa. Ona, uso wake uking'aníra, ndimana wakopa kunfika karibu. 
EXO.34.31	Fala Musa kaweta, na Aruna pamoja na walongozi jumula ya waIziraeli wakimwitika, Musa akisowera nawo. 
EXO.34.32	Ikisa waIziraeli piya wakijumana karibu naye, akiwereza ámuri piya zaapewe na Mola paMwango Sinayi pare. 
EXO.34.33	Musa, paamarize kusowera nawo, akirikonga lemba akirifinika kumaso.
EXO.34.34	Na daima-zi, Musa paákingira muEma awe mbere ya Mola kupakanira naye, akivula lemba rire mpaka pakulawa. Bandi ya kulawa, ndi paákiwereza waIziraeli ámuri piya zaapéwe na Mola. 
EXO.34.35	Wanu wa Iziraeli wákiwona uso wa Musa ure, kuwa uking'aníra. Basi, ákirikonga tena uso na lemba, mpaka mara nyengine yakuka kupakanira na Mola.
EXO.35.1	Musa akiwajumanisa piya jumula ya wanu wa Iziraeli, akiwambira javi: “Ewu ndi usowezi wamurire Mola mutimize: 
EXO.35.2	Suku sita zitendiwa kazi, fala suku ya saba ikuwa suku ya sabadu, suku ya kupumula, suku takatifu mbere ya Mola. Aténda kazi onse, akulaiiwa.” 
EXO.35.3	Suku ya sabadu, mmanyumba mwenu musikoreze moto.
EXO.35.4	Ikisa, Musa akiwambira piya jumula ya wanu wa Iziraeli javi: “Ewu ndi usowezi wamurire na Mola: 
