MAT.1.1	Kĩtabũ kya wĩleli wa kĩYesu Kilisito, umuana wa kĩDaudi, umuana wa kĩIbũlahimu. 
LUK.6.22	“Mualiukũ inie pĩna ĩantu ĩkakumusuukĩlua nukukumukamatula nukukumutukĩla nukukulĩtaaga kunzi ĩliina liani kĩna byĩĩ kunsooko ya muana-muntu. 
LUK.6.23	Lumbĩkiĩ palutondo luasio, mupũũte-pũũte, kunsooko laaĩ, uupeegua waani wingĩ mwigyulu. Kuitĩ yoi ĩatata aao alĩ aatendile ĩanakĩdagu.
LUK.6.24	“Ĩpa ukĩa kumuani inie namuagolĩ, kuitĩ mwaligagiaa ipyumbulio liani.
LUK.6.25	“Ukĩa kumuani iinie namwikyutile ĩpaino, kuitĩ mukikolua ĩnzala.
LUK.6.25	“Ukĩa kumuani inie namwisheka ĩpaino, kuitĩ mukilĩla suuka nukwilĩla.
LUK.6.26	“Ukĩa kumuani inie pĩna ĩantu tũlũ akumutambulaa naiiza, kuitĩ iio ĩatata aao alĩ aatendile ĩanakĩdagu a ulongo.”
LUK.6.27	“Ĩpa inie namukigyũlia namuĩĩla, alooguĩ ĩalugu aani; atendelĩ maaza naakumusuukĩlua inie. 
LUK.6.28	Akembetĩ nakumuzũmaa inie, alompeelĩ naakumutukĩlaa inie. 
LUK.6.29	Nukukuile muluakasa, mupĩlulĩlie nuluua; nduzo nukukuleegelagia umunkũmbĩ, uleke kumũima nĩntiila. 
LUK.6.30	Wensi nukukulompaa umupeele, nduzo nukukuleegelagiaa ĩzaako, ulekishiia zishookigue. 
LUK.6.31	Kĩna musiiile ĩantu amutendele inie, niniinie muatendele iio-iioo.
LUK.6.32	“Kanga ĩmualoilue ĩaasio naamuloilue inie, ukoolĩ uuza kĩ kumuani? Kuitĩ sunga ĩanamĩlandu aaloilue ĩaasio naaaloilue. 
LUK.6.33	Kanga ĩmuatendĩĩle naiiza ĩo naakumutendelaa inie naiiza, ukoolĩ uuza kĩ kumuani? Sunga ĩanamĩlandu akutendaa iio-iioo. 
LUK.6.34	Kanga mualĩĩsie antu ĩmpaa kunu ĩmutũngĩĩle kwiligia kĩntu kumuao, ukoolĩ uuza kĩ kumuani? Sunga ĩanamĩlandu akualĩĩsagia mpaa ĩanamĩlandu, koona ashookeligue iio-iioo.” 
LUK.6.35	Ĩpa alooguĩ ĩanaulugu aani, atendelĩ naiiza, nukukualĩĩsia ĩmpaa mulekitũngĩla kakĩntu, nuupeegua waani ukitũla wingĩ, niniinie mukitũla aana aakue Nwa kukiania, kunsooko uyo ingĩ muuza kumuao naagila kausongelio, nĩalaku. 
LUK.6.36	Tulĩ nĩkĩsuusu kĩna uTata waani nwa kĩsuusu.
LUK.6.37	“Mulekilamula, niniinie sika mukilamulua; mulekishokia, niniinie sika mukishokigua; ĩlekelĩ; niniinie mukilekelua. 
LUK.6.38	Peelanĩ, niniinie mukipeegua; ĩngele nanjuligue nukwikanangĩlua nukwishũkũnsigua sunga kwiitĩka, ĩĩo ĩkakumupeelela mũikũa yaani. Kuitĩ ĩngele ĩo namukugelelelanaa, ĩo-ĩĩoo mukigelelelua niniinie.”
LUK.6.39	Nuaĩĩla mpiani, “Usũũmilene umupokũ kukumutongeela umupokũ muua. Sika ikiguĩla tũlũ uubĩlĩ waao mũlyĩndĩne? 
LUK.6.40	uMumanigua sikukumukĩlaa umumania waakue, ĩpa wensi pĩna wakondia kwimaniguaa ukitũla ilikalĩmuĩ numumania waakue. 
LUK.6.41	Nĩkĩ ukukalaaa ĩkapalala muliiso lya munũna waako, numugamba naukoolĩ muliiso liako sikuuoonie? 
LUK.6.42	Wishũũma mbii kukumuĩĩla umunũna waako, munũna waane, ndeka nĩkaleegie ĩkapalala nakakoolĩ muliiso liako, paapo ukionekia kwileegia ĩkapalala nakakoolĩ muliiso lya munũna waako. 
LUK.6.43	Kuitĩ kutilĩ kikyota naliiza nalĩkupĩaa inkali nambĩĩ, sunga kutilĩ kikyota nibyĩĩ nalĩkupĩaa inkali nanziiza. 
LUK.6.44	Kuitĩ ikyota liensi likigyelelaa kunkali zaakue. Kuitĩ sika akukalaa inkuu mwikota lya miigia, katia izabiibu mumĩambangoma. 
LUK.6.45	uMuntu namuuza mukĩuto nakĩĩza kya nkolo yaakue ukupũnagiaa namaaza, numuntu namubĩĩ mukĩuto kiakue nakĩbĩĩ ukupũnagiaa namabĩĩ; kuitĩ umulomo waakue ukumatambulaa namijuile munkolo.”
LUK.6.46	“Nĩkĩ gua mwinjĩta ‘Shekulu, Shekulu,’ ĩpa nanitambula sika mwitenda. 
LUK.6.47	Wensi nũjile kumuane nukukuziigia inkaani zaane nukukuzitenda, nĩkakumulagĩĩla inie kĩna uyo wĩpianile niyaani. 
LUK.6.48	Wĩpianile zĩ muntu nukuzengaa ĩnumba, nukwishĩmbuula pansĩ zigi, nuĩĩka umukũlĩla mwipyampa. ĩMaazĩ pĩna namijula, umongo naukuanga ĩnumba niasio; sika nausũũma kukumĩsũngũsia kunsooko alĩ nzengue iiza. 
LUK.6.49	Ĩpa nduyo nukigyũlagiaa nusiita kukuzitenda wĩpianile zĩ muntu naaluzengile ĩnumba mumusanga pĩna kutilĩ kamukũlĩla. Umongo numĩkuanga, ĩkamuĩ nĩgua, nuoononeki wa numba niasio nautũla ukulu.”
LUK.7.1	Pĩna nukondia kukuzitambula inkaani zaakue zensi muakutuĩ a antu, nũingĩla muKapelinaũmũ. 
LUK.7.2	Numusese wa mutongeeli wa ĩlasi gyana, umuĩ alĩ mulemeeligue piipĩ kwikia, naalĩ muloogekigue nduyo. 
LUK.7.3	Pĩna nũigia impola za kĩYesu, nutuma kumuakue anampala a Ayahũdi kukumulompa waaze wamukamie umusese waakue. 
LUK.7.4	Pĩna naapika kwa kĩYesu naĩĩ kumupeepia naaũga, “Yumũjĩpĩĩle umutendele yaasio 
LUK.7.5	kuitĩ umĩloilue ĩndugu yĩĩtu, nduyo nukuzengelia ishũnagogi liĩtu.” 
LUK.7.6	Paapo ũYesu nuenda palumuĩ ndĩo. Pĩna nupigamĩĩla piipĩ nĩnumba yaakue, umutongeeli wa ĩlasi gyana nutuma asuaĩĩa kumuakue numuĩĩla, “Shekulu uleke kĩkunkunalia, kuitĩ sika injĩpĩĩle ĩne ue wingĩle mwityembe liane. 
LUK.7.7	Luulo gua, aza nĩoonie kĩna sika injĩpĩĩle ĩne uneene kwiiza kumuako; ĩpa tambula ulukaani udũũ, numusese waane ukikamia. 
LUK.7.8	Kuitĩ ĩne nineene nĩmuntu numuĩĩkue nsĩlĩlĩ ya usũũmi wa kĩtemi, ntĩĩte ĩĩlaasi naĩĩlĩ nsĩlĩlĩ yaane; nukumuĩĩlaa uyu, ‘Lenda,’ ukuendaa; numuua, ‘Nzuu,’ ukuuzaa; nukumusese waane, Tenda itĩ ukutendaa.” 
LUK.7.9	ũYesu pĩna nũigia izi numukulĩlua, nulĩkea iyũmbĩ naalĩ lyumutiatile, nuũga “Namuĩĩla inie, sunga muĩSilaeli sika nalaona nĩnainiino uusuĩĩle naukulu kĩna uu.” 
LUK.7.10	Nĩaasio naalĩ atumue pĩna naashooka kukaa naamuagaana umusese wakamagiaa.
LUK.7.11	Pembele nulongola sunga kukaa nyukuĩtaguaa Naini, nĩamanigua akue alĩ ĩtiatile nunduyo palumuĩ niyũmbĩ kyulu. 
LUK.7.12	Pĩna nusũgamĩĩla palyumulango lya kaa, paasio alĩ ukoolĩ muimba mukenkue kunzi, muana wing'ene kwa kĩnina naalĩ mukiĩlua, nĩantu iingĩ a kaa alĩ yĩpalumuĩ nduyo. 
LUK.7.13	ũShekulu pĩna numuona, numukolelua kĩsuusu, numuĩĩla “Lekilĩla.” 
LUK.7.14	Nusũgamĩĩla nulĩamba ikyenkelo, ĩaasio naalĩ alĩkenkile naĩĩmĩka. Nuũga, “Musumbatĩ nakuĩĩla, Uuka!” 
LUK.7.15	uMuimba nauuuka, nwikyalansa, nuandia kwitambula. Numupeela unina waakue 
LUK.7.16	Tũlũ naingĩĩlua nuooa, naĩĩ kumukulia uNzua naiũga “Munakĩdagu mukulu wigyelelaa kunsĩĩtu;” kangĩ, “uNzua waagaanaa ĩantu aakue.” 
LUK.7.17	iMpola zaakue izi nazishapatĩla mu Uyahũdi wensi numunsĩĩ tũlũ nazipilimĩkĩlĩĩlie.
LUK.7.18	ĩAmanigua a kĩYohana naamutualĩla ĩzaasio tũlũ. 
LUK.7.19	Paapo uYohana nuĩĩta abĩlĩ muamanigua aakue, nuatuma kwa kĩYesu nukolia “Ue uuene unuasio nwijile, katia kumulaaĩĩle wĩngĩ?” 
LUK.7.20	Nindĩo pĩna naapika kumuakue naaũga, “uYohana Mubadĩĩzia ukutumile kumuako uũgile itĩ Ue uuene nwijile katia kumulaaĩĩle wĩngĩ.” 
LUK.7.21	Nityũngo lĩĩlo-lĩĩloo alĩ waakamilie iingĩ ĩmauluĩle maao ninjago nĩmasĩĩmuĩ, nĩapokũ iingĩ nualaĩlia. 
LUK.7.22	Paapo nushookeelia nuaĩĩla, “Lendĩ, mumuĩĩle uYohana namuzioonie nukukuziigia ĩapokũ iona, ĩanakĩtele igenda, ĩanamatana ieeligua, ĩanakĩlĩmba iiigia, ĩakiu iiiukigua, ĩatũka itanantĩligua impola na Nziiza. 
LUK.7.23	Muliukũ unuasio nasika mukũmpigue kunsooko yaane.”
LUK.7.24	Pĩna nalega naalĩ atumue nuYohana, nuandia kukumaĩĩla ĩmaũmbĩ impola za kĩYohana, “Alĩ mupũnile kwienda kumbuga kwilaaa yaani? Lunangine naalĩ lwishũngũsigua nĩnzega? 
LUK.7.25	Ĩpa alĩ mupũnile kwienda kwilaaa yaani, muntu namujialue intiila nantitimũne? Laaĩ, ĩantu naajialile intiila za ukulu, naakulĩaa kumamona akoolĩ mumazumba ma kĩtemi. 
LUK.7.26	Ĩpa alĩ mupũnile kwienda kwilaaa yaani? munakĩdagune? Eeze namuaĩĩla inie, nukĩlile munakĩdagu. 
LUK.7.27	Uyu wayu naalĩ muandĩkĩlue izi,
LUK.7.27	‘Laaa, namutuma umutumua waane
LUK.7.27	ntongela ya usiu waako,
LUK.7.27	nukijĩpĩĩlia ĩnzĩla yaako ntongela yaako.’”
LUK.7.28	Nineene namuĩĩla, “Muaasio naalĩ alelue nĩasungu kutilĩ namukulu kwikĩla uYohana; ĩpa namuniino muutemi wa kĩNzua ingĩ mukulu kwikĩla uyo.”
LUK.7.29	(Nĩantu tũlũ nĩasangulia-koodi pĩna naigyũlia izi naamĩkuĩla ĩkulukuuluu ya kĩNzua, kuitĩ abadĩzĩgue kuubadiizo wa kĩYohana. 
LUK.7.30	Ĩpa ĩApalisayo nĩanakialo naalĩsiita ishiio lya kĩNzua mumiao, kuitĩ sika alĩ abadĩĩzigue nunduyo.) 
LUK.7.31	ũShekulu nuũga, “Nĩapianĩkĩĩlie ĩantu a wĩleli uu niyaani, ndĩo ĩpianile niyaani?” 
LUK.7.32	Ĩpianile nĩang'inia naikyalansile pigyulaanĩlo nukukĩĩta eene kueene naiũga, aza kukumukuĩla inie impembe ĩpa sika mwaina; aza kukomilie ĩsuuka ĩpa sika mwalĩla. 
LUK.7.33	Kuitĩ uYohana Mubadĩĩzia nuuza sika alukulĩaa uugalĩ katia kwikopa umubinio, niniinie namuũga, munalĩsĩĩmuĩ. 
LUK.7.34	uMuana-muntu nuuza nwilĩa nukwikopa, niniinie namuũga, Laaĩ, mulakũ uyu, kangĩ mukopekia mubinio, musuamuua wa asangulia-koodi nĩanamĩlandu! 
LUK.7.35	Nĩmasala migyelĩĩle kĩna ma kulukuuluu kwĩaana aakue tũlũ.
LUK.7.36	Muntu umuĩ wa Apalisayo alumusũgamĩlĩlie walĩe india kumuakue, nũingĩla munumba ya Mupalisayo, nwikyalansa pandia. 
LUK.7.37	Laaa, musungu umuĩ wa kaa niasio, naalĩ munamĩlandu, pĩna nuligia impola ya kĩna wikyalansile pandia munumba ya Mupalisayo, nuleeta kasali ka makũta, 
LUK.7.38	nuĩmĩka kunũma yaakue piipĩ nĩmĩgulu yaakue nũilĩla, nuandia kukumusonontekelia ĩmisholi mumĩgulu yaakue nukukuuĩpiagula kumatũmbĩ mityũe liakue, nuĩsunĩkia ĩmĩgulu yaakue nukukuĩpaka ĩmakũta. 
LUK.7.39	Ĩpa uMupalisayo nalumusũgamĩlĩĩlie pĩna nuona yaasio, nuũga munkolo yaakue, “uMuntu uyu kanga ĩazaa munakĩdagu azũjile kumumana umusungu uyu nukumuapaatia kĩna waani, kangĩ nduyo muntu kĩ, ya kĩna ingĩ, munamĩlandu.” 
LUK.7.40	ũYesu nushookeelia numuĩĩla, “Simoni, ntĩĩte lukaani lwa kukuĩĩla.” Nuũga “Lukaani kĩ, Mumania.” 
LUK.7.41	Nuũga, “Muntu umuĩ nukupeelanaa ĩmpaa alutĩĩte antu abĩlĩ naalĩ alĩĩle ĩmpaa; umuĩ alulĩĩle magana mataano ma shilinge, nwa kabĩlĩ makumi mataano. 
LUK.7.42	Nĩndĩo pĩna alĩ agila kya kumushookelia, nualekela alekilĩpa tũlũ uubĩlĩ waao. Muaasio naabĩlĩ nuĩmbi nukakumuloekigua?” 
LUK.7.43	uSimoni nushookeelia nuũga, “Nĩmbũge uyu namulekelue iingĩ.” Numuĩĩla “Ulamuĩle ĩtai.” 
LUK.7.44	Numupĩlukĩĩla umusungu, numuĩĩla uSimoni, “Wamuonaane umusungu uyu. Aza ningĩĩle munumba yaako; ĩpa uyu wansonontekelia ĩmisholi mumĩgulu yaane nukukuĩpiagula kumatũmbĩ mityũe liakue. 
LUK.7.45	Ue sika azunsunile, ĩpa uyu kwipũna pĩna ningĩlĩlaa, sika waleke kwinshunĩkia ĩmĩgulu yaane. 
LUK.7.46	Sika wampaka ĩmakũta mwityũe liane, ĩpa uyu azumpakile ĩmĩgulu yaane ĩmakũta. 
LUK.7.47	Kunsooko ĩĩ nakuĩĩla waleegelagiguaa ĩmĩlandu yaakue namingĩ kunsooko muloekigue; ĩpa nukuleegelagiguaa iniino, uyo ukuloaguaa iniino.” 
LUK.7.48	Paapo numuĩĩla umusungu, “Waleegelagiguaa ĩmĩlandu yaako.” 
LUK.7.49	Nĩaasio naalĩ ikyalansile pandia palumuĩ ninduyo naandia kukĩĩĩla eene kueene, “Waani uyu sunga waĩleegelania ĩmĩlandu.” 
LUK.7.50	Numuĩĩla umusungu, “uUsuĩĩli waako wakugũnaa, lenda nĩmatiliga.”
LUK.8.1	Pĩna naikĩla yaasio, alĩ wipilima-pilima mukaa numuũishaalĩ nũitanantia iMpola Nanziiza ĩza utemi wa kĩNzua. Nĩaasio naikyumi naabĩlĩ alĩ yĩpalumuĩ ninduyo, 
LUK.8.2	nĩasungu ĩĩa naalĩ akamigue ĩmasĩĩmuĩ nĩmauluĩle; nĩndĩo alĩ Malia nukuĩtaguaa Magidalene naalĩ mupũnue nĩmasĩĩmuĩ mupũngatĩ, 
LUK.8.3	nũJoana umusungu wa kĩKuuza muilisua wa kĩHelode, nuSũsana nĩnaĩngĩ iingĩ naalĩ akumutumĩla kunsao zaao.
LUK.8.4	iYũmbĩ kyulu pĩna nalĩlunda, nĩaasio naalĩ apũnile mukaa yensi naamuagaana, nũitambula kumpiani 
LUK.8.5	“Mumizi alupũnile kwienda kwiminza imbeu zaakue. Nduyo pĩna alĩ wiminza, injia nazigua panzĩla nazitilangĩlua, ninoni za mukiania nazizilĩa. 
LUK.8.6	iNjia nazigua mwipyampa; pĩna nazilia nazuuma kunsooko ya kuulia uugũndũ 
LUK.8.7	iNjia nazigua pakatĩ ya miigia, nĩmiigia namaliania ndizo namazishopa. 
LUK.8.8	iNjia nazigua muulongo nauuza, nazilia nazipĩa mpeke gyana.” Pĩna alĩ witambula izi, nwĩtunta kululi nuũga “Nutĩĩte ĩakutuĩ a kuigĩlia, nũigie.” 
LUK.8.9	ĩAmanigua aakue naaamukolia ĩndogolelio ya mpiani ĩĩ. 
LUK.8.10	Nuũga, “Inie mwapeegilue kwimana uunkũnkũ wa utemi wa kĩNzua ĩpa naĩngĩ kumpiani, koona naalaaa alekiona, kangĩ naiigia alekilĩnga. 
LUK.8.11	Nĩmpiani ĩĩ ĩndogolelio yaakue ntĩĩ, ĩmbeu ingĩ uLukaani lwa kĩNzua. 
LUK.8.12	ĩAasio a panzĩla ingĩ ao naakũigagiaa, paapo nuuza ũShetani nululeegia ulukaani munkolo zaao, alekiizishũĩĩla nukwigũnika. 
LUK.8.13	Nĩaasio mwipyampa ingĩ aao naakũigagiaa naaluanũnkula ulukaani kuulumbi; nĩndĩo agila kamĩli, naasuĩĩla kwityũngo niino, numwityũngo lya ugemua naĩkamatula. 
LUK.8.14	Nindizo naziguile pakatĩ ya miigia ingĩ aao naakũigagiaa, numulugendo luao naasopua nuukunkunali nuugolĩ, nuwĩloeelia wa uumĩ uu, sika naapĩa kakĩntu. 
LUK.8.15	Nĩzaasio muulongo nauuza ingĩ aao kunkolo nangolokũ nuuuza akũigagiaa ulukaani nukukuluamba, naakupĩĩsagiaa inkali kuugigimĩlia.”
LUK.8.16	“Kutilĩ nukusonsagiaa ĩntala nukukumĩkũnĩkĩla munsĩ ya kĩseme katia kukumĩĩĩka muulũngũ, ĩpa ukumĩĩĩkaa muuĩĩko wa ntala, itĩ naiingĩla auone uweelu. 
LUK.8.17	Kuitĩ kutilĩ ulukaani nalupisigue nasika lũjilikũnukulua, sunga lwa unkũnkũ nasika lũjile kigyelela nukwipũnĩla kualiĩ. 
LUK.8.18	Ĩlaaĩkiĩ gua kĩna mwiiigia; kuitĩ umukola kĩntu ukiongeeligua nunuasio namugila ĩkĩntu, sunga kĩĩkio nusĩĩgile kĩna utĩĩte ukileegeligua.”
LUK.8.19	Naamuagana unina nĩanũna aakue, naalemua kukumusũgamĩĩla kunsooko ya mulundo. 
LUK.8.20	Nuleetelua impola, nuĩĩlua “uMaau waako nĩanũna aako ĩĩmĩkile panzi asiiile kukĩona ninduue.” 
LUK.8.21	Nushookeelia nuaĩĩla “uMaau waane nĩanũna aane aao naakũigagiaa ulukaani lwa kĩNzua nukukulutenda.”
LUK.8.22	Lutondo lumuĩ nunankĩla mwipyango umuene nĩamanigua aakue, nuaĩĩla “Kuĩni, kupũũte sunga kwityumbĩ lĩĩa lya nanza.” Naalĩganĩĩlia ipyango, naalongola. 
LUK.8.23	Nĩndĩo pĩna alĩ alonguĩle nugona indoolo, nĩnzega nkulu nĩkũnka munanza sunga ipyango naliandia kukijulaa ĩmaazĩ, naĩĩma muluago. 
LUK.8.24	Naamuagaana naamulaĩlia, naaũga, “Shekulu Shekulu, kwikapĩla!” Nulaĩla, numĩtakĩla ĩnzega, nĩmaĩngo ma maazĩ namatuula; naipola naituula dũũ. 
LUK.8.25	Nuaĩĩla, “uUsuĩĩli waani wĩĩlĩ mpĩĩ?” Naoopoka naakulĩlua, naĩĩ kĩtambuĩla eene kueene, “Waani uyu, sunga ukumĩlagĩĩlia ĩnzega nĩmaazĩ nĩndayo mamũigĩa.”
LUK.8.26	Naapika kunsĩĩ ya Agelasi nĩtungĩnkĩĩne nĩGalĩlaya. 
LUK.8.27	Nunduyo pĩna nupika kwityumbĩ, naataagana numuntu wa kaa niasio nutĩĩte masĩĩmuĩ, sika alukĩtũngaa kantiila ntondo ningĩ, sunga sika alukikyalaa munumba ĩpa paibĩĩla. 
LUK.8.28	Pĩna numuona ũYesu, nuzogolia nugua ntongela yaakue, nulikitia kululi lukulu, “Kwĩmbii ninduue Yesu, Muana wa kĩNzua nwa kukiania. Nakupeepia ulekinjagia.” 
LUK.8.29	Kunsooko alĩ walĩlagĩĩlagiaa ĩlĩsĩĩmuĩ lĩmupũne umuntu nuasio. Kuitĩ alukuambaguaa nĩlĩsĩĩmuĩ nkua ningĩ, sunga nulindĩĩlua mukĩtũngo nukwitũngua ĩmatendele nĩmĩkoa; nutianga iitũngo yaasio, numankangigua nĩlĩsĩĩmuĩ kumbuga. 
LUK.8.30	ũYesu numukolia “ĩLiina liako uue waani.” Nuũga “ĩLiina liane neene Legioni;” kunsoko masĩĩmuĩ mingĩ mamũingĩlĩĩle. 
LUK.8.31	Namamupeepia waleke kumaĩĩla mapũne kwienda kuulungu. 
LUK.8.32	Ĩpaasio alĩ lĩkoolĩ dyale lya ngũlũĩ ningĩ naalĩ zidĩĩma munkonko; namamupeepia wamalekele maziingĩle. Numagombia. 
LUK.8.33	ĩMasĩĩmuĩ namamupũna umuntu namingĩla mungũlũĩ, nidyale nalĩtinĩntĩkĩla pigyĩlĩlĩ kuukaaũ sunga munanza, nazikapĩla mumaazĩ sue. 
LUK.8.34	ĩAdĩĩmi pĩna naaona naalĩ zitendekile, naamanka naasapatĩlia impola mukaa numũishaalĩ. 
LUK.8.35	ĩAntu naapũna ende aone naalĩ zitendekile, naamuagaana ũYesu, naamuona umuntu naaza mupũnue nĩmasĩĩmuĩ wikyalansaa pamĩgulu ya kĩYesu ujialile intiila, waazaa nĩmasala, naoopoka. 
LUK.8.36	Nĩaasio naalĩ azioonie ĩzaasio naaaganuĩla kĩna alĩ mukamigue unuasio naalĩ muambue nĩmasĩĩmuĩ. 
LUK.8.37	Nĩantu ensi a nsĩĩ nĩpilimĩkĩlĩĩlie ĩAgelasi naamulompa walege kunsiao kuitĩ alĩ ingĩĩlagua nuooa wingĩ; nunankĩla mwipyango, nushooka. 
LUK.8.38	Numuntu naalĩ mupũnue nĩmasĩĩmuĩ numupeepia ĩtiate nunduyo, ĩpa numulaga nuũga 
LUK.8.39	“Lenda kumuako, uganule namakulu uNzua naazukutendĩĩle. Nulongola nũitanantia mukaa yensi namakulu ũYesu naazumutendĩĩle.”
LUK.8.40	ũYesu pĩna nushooka, iyũmbĩ nalĩmusũgamĩĩlia kuulumbi kuitĩ tũlũ alĩ atũngĩĩle wapike. 
LUK.8.41	Laaa muntu nuuza, ĩliina liakue Yailo, mukulu wishũnagogi, nugua pamĩgulu ya kĩYesu, numupeepia wapike kunumba yaakue 
LUK.8.42	kuitĩ alutĩĩte munanso wing'ene, nĩmiaka yaakue alĩ zĩ kyumi nĩbĩlĩ, nduyo alĩ wĩpiipĩ kwikia.
LUK.8.42	Nĩpĩna alulonguĩle, iyũmbĩ nalĩtũla kumuzũga-zũga. 
LUK.8.43	Nuuza numusungu naalukupũnagiaa ĩmĩgali miaka kyumi nĩbĩlĩ, sika nusũũma kwikamigua numuntu wensi; 
LUK.8.44	nuenda kunũma yakue nulĩamba ishogolo lya ntiila yaakue; ĩkamuĩ uupũni wa mĩgali yaakue nautipa. 
LUK.8.45	ũYesu nuũga, “Waani wampaatia.” Pĩna tũlũ naasiita, uPetelo nuũga “Shekulu, iyũmbĩ lyukupilimĩkĩlĩĩlie nukukukupĩnga-pĩnga.” 
LUK.8.46	Ĩpa ũYesu nuũga “Ukoolĩ naazumpaatilie, kuitĩ moonie ya kĩna ngũlũ zampũnaa.” 
LUK.8.47	uMusungu pĩna nuona ya kĩna sika wĩpisile, nupoloka wikĩkĩma, nugua ntongela yaakue, numulondooselia ntongela ya antu tũlũ ĩnsooko ya kumupaatia, nĩkĩna aza mukamigue ĩkamuĩ. 
LUK.8.48	Numuĩĩla “Maau, uusuĩĩli waako wakukamagia;” lenda nĩmatiliga. 
LUK.8.49	Pĩna alĩ kĩlĩ witambula, nuuza muntu kwipũna kunumba ya mutemi nuũnga “uMunanso waako wakiaa, leka kumuagia uMumania.” 
LUK.8.50	Ĩpa ũYesu Pĩna nwigyũlia ĩzaasio, numushookeelia “Lekioopoka, suĩĩla udũũ, ninduyo ukipangata,” 
LUK.8.51	Pĩna nupika kunumba, sika numugombia kaumuĩ wingĩle palumuĩ ninduyo isiititũla uPetelo nuYohana nuYakobo nũshee nunina wa muana. 
LUK.8.52	ĩAntu tũlũ alĩ ilĩla nukukumulĩĩla ĩsuuka, ĩpa nuũga “Lekilĩlĩ, sikukiile uyu, ĩpa ugonile ndoolo.” 
LUK.8.53	Naamusekekia kuitĩ alĩ amanile kĩna ukiile. 
LUK.8.54	Numũtyapa umukono, nwĩtunta kululi nuũga, “Munanso, uuka!” 
LUK.8.55	uMuau waakue naumushookela, ĩkamuĩ nuuuka; nulagĩĩlia wapeegue india. 
LUK.8.56	ĩAleli aakue naakulĩlua; ĩpa nualagĩĩlia aleke kumuĩĩla kaumuĩ naaza zitendekile.
LUK.9.1	Pĩna nuĩĩta ĩaasio naikyumi naabĩlĩ, nuapeela ingũlũ nuusũũmi mumasĩĩmuĩ tũlũ nukwikamia ĩmauluĩle. 
LUK.9.2	Nuatuma autanantie uutemi wa kĩNzua nukukuakamia ĩaluĩle. 
LUK.9.3	Nuaĩĩla “Mulekishola kakĩntu kya musĩnzo waani, si nkome, si mpĩnda, si mapũli, simpiia; sunga kaumuĩ waani walekishola ĩmĩnkũmbĩ ĩbĩlĩ. 
LUK.9.4	Nĩnumba yensi namukiingĩla, kyalĩ muumo sunga mupũne muasio. 
LUK.9.5	Nĩaasio nasika ĩkakumusũgamĩĩlia inie, pĩna mwipũna mukaa niasio lukũnũntĩ ulukundĩ mumĩgulu yaani wĩĩukuĩli kumiao.” 
LUK.9.6	Naalongola, naakĩlĩla mũishaalĩ, naitanantia iMpola naNziiza nukwikamania ĩantu tũlũ pensi.
LUK.9.7	uMutemi Helode nũigia impola tũlũ naalĩ zitendekile nukunguala kunsooko naĩngĩ alĩ iũgaa ya kĩna uYohana wiiukile kwipũna muakiu, 
LUK.9.8	ĩĩĩa ya kĩna uElia wigyelile, nĩĩĩa ya kĩna umuĩ wa anakĩdagu a kalĩ wiiukile. 
LUK.9.9	uHelode nuũga; “uYohana alĩ namudumuĩle ityũe, ĩpa waani uyu naniigia impola kĩna izi?” Nudũũma wamuone.
LUK.9.10	ĩAtumua pĩna naashooka, naamuganuĩla impola tũlũ naalĩ azitendile. Nuasola nulongola nĩndĩo ing'ene sunga kukaa nĩkuĩtaguaa Betisaida. 
LUK.9.11	Ĩpa ĩmaũmbĩ pĩna namamana namamutiata; nuasũgamĩĩlia nuĩ kuatambuĩla impola za utemi wa kĩNzua, nuakamia ĩaasio naalĩ asiiile kwikamigua.
LUK.9.12	Pĩna ĩmpasu alishaalĩĩla, ĩaasio naikyumi naabĩlĩ naamuagaana namuĩĩla, “Malage ĩmaũmbĩ malongole kũishaalĩ nukumĩgunda nĩpilimĩkĩlĩĩlie aligie pakugona nindia, kuitĩ ĩpa pĩna kuĩlĩ mbuga ntilĩ.” 
LUK.9.13	Nuaĩĩla; “Apeelĩ uniinie india.” Naaũga; “Kuagila kakĩntu nakiĩngĩ isiititũla ĩmapũli mataano ninshiĩ zibĩlĩ kanga kusiitienda kuagulĩlie ĩantu ĩa tũlũ india.” 
LUK.9.14	Kuitĩ ĩagoosia naalĩ akolĩ alĩ zĩ magana ma nzogũ mataano. Nuaĩĩla ĩamanigua aakue; “Ikyalansiĩ ĩantu nkĩlĩlĩ-nkĩlĩlĩ, zensi ĩzitĩĩte antu makumi mataano.” 
LUK.9.15	Naatenda iio, naaikyalansia tũlũ. 
LUK.9.16	Numasola ĩmapũli mataano ninshiĩ zibĩlĩ, nulangamĩla kwigyulu nuikembeta nuiega, nuapeela ĩamanigua aakue aatengelie ĩanamulundo. 
LUK.9.17	Naalĩa naikyuta tũlũ; naamasoleela ĩmaminamgulua naalĩ masaagile, itooto kyuminaibĩlĩ.
LUK.9.18	Pĩna alĩ wilompa wing'ene, ĩamanigua aakue naalĩ ĩpalumuĩ ninduyo, nuakolia; “ĩMaũmbĩ makuũgaa ĩne neene waani?” 
LUK.9.19	Naamushookelia naaũga; “Yohana Mubadĩĩzia, ĩpa ĩĩĩa akuũgaa Elia, nĩĩĩa ya kĩna umuĩ wa anakĩdagu a kalĩ wiiukile.” 
