MAT.1.1	Yesu Kristo a ofi ɔhene Dawid ne Abraham abusua mu no mpanyimfo din na edidi so yi: 
MRK.6.16	Herode kae se, “Dabi, ɛyɛ Yohane Osuboni a mitwaa ne ti no. Wanyan afi owu mu.”
MRK.6.17	Saa bere no, na Herode asoma asraafo ma wɔakɔkyere Yohane de no ato afiase, efisɛ, na Yohane akasa atia Herode ne Herodia a ɔyɛ Herode ne nua Filipo yere no aware. 
MRK.6.18	Yohane Osuboni ka kyerɛɛ Herode se, “Wunni ho kwan sɛ woware wo nua yere.” 
MRK.6.19	Asɛm a Yohane kae no anyɛ Herodia nso dɛ, ma onyaa ne ho menasepɔw kae se, ɛsɛ sɛ wokum Yohane. Nanso, ɔrentumi nkum no, gye sɛ Herode ama no tumi. 
MRK.6.20	Na Herode bu Yohane, efisɛ, onim sɛ ɔyɛ onipa trenee. Eyi nti, ɔbɔɔ ne ho ban. Bere biara a Herode ne Yohane bɛkasa no, na ne ho yeraw no nanso eyi nyinaa akyi no, ɔde boasetɔ tiee no.
MRK.6.21	Nea Herodia pɛe sɛ ɛnyɛ Yohane no baa mu. Ɛne sɛ, na Herode redi nʼawoda na ɔtow pon wɔ nʼahemfi maa ne mpanyimfo, nʼasafohene ne Galilea mpanyimfo. 
MRK.6.22	Herodia babea bɛsaw kyerɛɛ wɔn ma ɛyɛɛ wɔn nyinaa fɛ. 
MRK.6.23	Herode de ntam ka kyerɛɛ ababaa no se, “Bisa me biribiara a wopɛ, sɛ mʼaheman mu fa mpo na wopɛ koraa a, mede bɛma wo!”
MRK.6.24	Ababaa yi kɔɔ ne na nkyɛn kobisaa no nea ommisa, ma ɔka kyerɛɛ no se, “Bisa Yohane Osuboni ti.”
MRK.6.25	Ababaa yi de ahoɔhare san baa ɔhene no nkyɛn bɛka kyerɛɛ no se, “Mepɛ sɛ wode Yohane Osuboni ti to prɛte mu ma me mprempren ara!”
MRK.6.26	Eyi maa ɔhene no werɛ howee, nanso esiane sɛ na waka ntam wɔ nnipa no anim no nti, wammu bɔ a ɔhyɛɛ ne babea no so. 
MRK.6.27	Herode somaa nʼasrafo no mu baako sɛ ɔnkɔ afiase hɔ nkotwa Yohane ti mfa mmrɛ no. Ɔsraani no kotwaa Yohane Osuboni ti, 
MRK.6.28	na ɔde too prɛte mu de brɛɛ ababaa no ma ɔde kɔmaa ne na.
MRK.6.29	Bere a Yohane asuafo no tee nea asi no, wɔbɛfaa nʼamu no kosiee no wɔ ɔboda bi mu.
MRK.6.30	Asuafo no san baa Yesu nkyɛn bɛkaa nea wɔyɛe, ne nea wɔkyerɛkyerɛɛ nnipa a wɔkɔɔ wɔn nkyɛn no nyinaa kyerɛɛ no.
MRK.6.31	Yesu tiee wɔn amanneɛ no wiei no, ɔka kyerɛɛ wɔn se, “Momma yɛntwe yɛn ho mfi nnipakuw yi ho na yɛnkɔhome kakra.” Nea ɛma ɔkaa saa ne sɛ, na nnipa a wɔba wɔn nkyɛn no to ntwa da. Wonnya kwan mpo na wɔadidi. 
MRK.6.32	Yesu ne nʼasuafo no tenaa ɔkorow mu kɔɔ baabi a obiara nni hɔ. 
MRK.6.33	Nanso, bere a wɔrekɔ no, nnipa pii huu wɔn na wotuu mmirika faa mpoano hɔ kohyiaa wɔn. 
MRK.6.34	Eyi nti, bere a Yesu sii fam no, na nnipakuw ahyia wɔ hɔ. Ohuu wɔn no, ne yam hyehyee no maa wɔn, efisɛ, na wɔte sɛ nguan a wonni hwɛfo. Ɔkyerɛkyerɛɛ wɔn nneɛma bebree a ɛsɛ sɛ wohu.
MRK.6.35	Onwini reyɛ adwo no, nʼasuafo no baa ne nkyɛn bɛka kyerɛɛ no se, “Ade resa. Aduan biara nso nni ha. 
MRK.6.36	Ka kyerɛ nnipa no na wɔnkɔ nkurow mu ne nkuraa a atwa yɛn ho ahyia yi ase, na wɔnkɔtɔ aduan bi nni.”
MRK.6.37	Yesu ka kyerɛɛ wɔn se, “Momma wɔn aduan nni.” Wobisaa no se, “Aduan bɛn? Sɛ yese yɛbɛma wɔn aduan a, yɛrennya saa nnipa dodow yi ho sika!”
MRK.6.38	Yesu bisaa wɔn se, “Abodoo ahe na yɛwɔ? Monkɔ na monkɔhwɛ.” Wɔsan ba bɛka kyerɛɛ no se, wɔwɔ abodoo anum ne mpataa abien. 
MRK.6.39	Afei Yesu ka kyerɛɛ wɔn se wɔmma nnipa no ntenatena ase akuwakuw wɔ sare no so. 
MRK.6.40	Enti wɔtenatenaa ase akuwakuw a ebi yɛ ɔha na ebi yɛ aduonum.
MRK.6.41	Yesu faa abodoo anum ne mpataa abien no, na ɔhwɛɛ soro bɔɔ mpae hyiraa so. Obubuu abodoo no mu de maa asuafo no sɛ wɔnkyɛ mma nnipa no. Na ɔkyɛɛ mpataa no nso mu maa wɔn. 
MRK.6.42	Nnipa no dii aduan no maa obiara mee!
MRK.6.43	Nnipa a wodii aduan no bɛyɛ mmarima mpemnum; 
MRK.6.44	na wɔtasee ase nnikae no, ɛyɛɛ nkɛntɛmma dumien.
MRK.6.45	Adidi no akyi pɛ, Yesu ka kyerɛɛ nʼasuafo no se, wɔnkɔtena ɔkorow no mu, na wonni kan nkɔ Betsaida, na ɔregya nnipakuw no kwan na watiw wɔn.
MRK.6.46	Akyiri yi, ɔkɔɔ bepɔw no so kɔbɔɔ mpae. 
MRK.6.47	Anadwo no a asuafo no te ɔkorow mu adu nsu no mfinimfini no, na Yesu nko ara na ɔwɔ mpoano. 
MRK.6.48	Ohui sɛ na wɔn ho akyere wɔn; ɛne sɛ, mframa a ano yɛ den ne asorɔkye bɔ dwiradwiraa ɔkorow no, enti na wɔrebrɛ ɔkorow no hare mu. Ahemanakye bɛyɛ sɛ nnɔn abiɛsa bere mu no, ɔnantewee nsu no ani baa wɔn nkyɛn. Ɔyɛe sɛ ɔretwa wɔn ho. 
MRK.6.49	Bere a asuafo no huu obi sɛ ɔnam nsu no ani no, wɔde hu teɛteɛɛm, efisɛ, na wosusuw sɛ wɔahu ɔsaman. 
MRK.6.50	Wɔn nyinaa huu no. Ɛhɔ ara, Yesu ka kyerɛɛ wɔn se, “Momma mo bo ntɔ mo yam. Ɛyɛ me! Munnsuro!” 
MRK.6.51	Afei ɔkɔɔ wɔn nkyɛn wɔ ɔkorow no mu no, mframa no gyaee! Asuafo no ho dwiriw wɔn. 
MRK.6.52	Anwonwade a na Yesu ayɛ akyerɛ wɔn no nyinaa akyi no, na wonhu onipa ko a ɔyɛ ara. Nea ɛwom ne sɛ, na wɔmpɛ sɛ wogye di.
MRK.6.53	Wotwaa asu no baa Genesaret na woduu hɔ no, wɔde ɔkorow no baa mpoano.
MRK.6.54	Na wosi fii ɔkorow no mu no, nnipa a wogyina hɔ no huu no. 
MRK.6.55	Wotuu mmirika faa nkurow a atwa ho ahyia no nyinaa so, kae se waba hɔ. Afei, wofitii ase soaa nnipa a wɔyare da wɔn kɛtɛ so brɛɛ no sɛ ɔnsa wɔn yare. 
MRK.6.56	Na nkuraase anaa nkurow baabiara a ɔkɔɔ so no, wɔde ayarefo beguu mmɔnten so, srɛɛ no sɛ ɔmma wɔmfa wɔn nsa nka nʼatade ano kɛkɛ. Ayarefo dodow a wotumi de wɔn nsa kaa nʼatade ano no, ho yɛɛ wɔn den.
MRK.7.1	Da bi, Farisifo mpanyin bi ne mmara no akyerɛkyerɛfo fi Yerusalem baa Yesu nkyɛn bɛpɛɛ no asɛm. 
MRK.7.2	Woduu hɔ no, wohui sɛ nʼasuafo no bi redidi a wɔanhohoro wɔn nsa, wɔ ɔkwan a Farisifo no fa so hohoro wɔn nsa, ansa na wɔadidi no so. 
MRK.7.3	Na Yudafo no, ne titiriw no, Farisifo no, nnidi da gye sɛ wɔahohoro wɔn nsa ho nyinaa, sɛnea wɔn amanne kyerɛ, ansa na wɔadidi. 
MRK.7.4	Na sɛ wofi gua so ba a, wɔhohoro wɔn nsa ansa na wɔadidi. Eyi yɛ mmara bebree a wofi tete adi so no mu baako. Na mmara no bi ne sɛ, wɔhohoro nkuruwa, asɛn ne nwowa mu.
MRK.7.5	Enti, mmara no akyerɛkyerɛfo no bisaa Yesu se, “Adɛn nti na wʼasuafo no nni yɛn amanne a efi tete no so? Efisɛ, wodidi a, wonni kan nhohoro wɔn nsa sɛnea amanne kyerɛ no.”
MRK.7.6	Yesu buaa wɔn se, “Mo nyaatwomfo! Asɛm a Yesaia ka faa mo ho se, ‘Saa nnipa yi de wɔn ano na edi me ni, nanso wɔn koma mmɛn me ho babiara. 
MRK.7.7	Wɔsom me kwa, na wɔn nkyerɛkyerɛ yɛ nnipa nsa ano mmara’ no yɛ nokware turodoo! 
MRK.7.8	Mugyaw Onyankopɔn mmara a wahyehyɛ no de mo ankasa mo amanne si ananmu. 
MRK.7.9	Moahyɛ da sɛ mobɛpo Onyankopɔn mmara no, na moatiatia so, ama mo amanne no atim.
MRK.7.10	“Ɛho nhwɛso bi ne sɛ, Mose nam Onyankopɔn a ɔde mmara a ɛka se, ‘Di wo agya ne wo na ni’ no maa mo! Ɔkae se, obiara a ɔbɛkasa atia nʼagya anaa ne na no, ɛsɛ sɛ wokum no. 
MRK.7.11	Nanso, muse, eye sɛ obi bɛka akyerɛ nʼagya anaa ne na a ade bi hia no no se, ‘Merentumi mmoa mo! Efisɛ, mede nea anka ɛsɛ sɛ mede ma mo no, ama Onyankopɔn.’ 
MRK.7.12	Enti, mubu Onyankopɔn mmara a ɔhyɛɛ no so, sɛnea ɛbɛyɛ a mubetumi abɔ mo amanne ho ban. 
MRK.7.13	Eyi yɛ nhwɛso baako pɛ. Nanso, bebree ka ho.”
MRK.7.14	Afei, Yesu frɛɛ nnipakuw no baa ne nkyɛn, ka kyerɛɛ wɔn se, “Mo nyinaa muntie asɛm a mereka yi yiye, na monte ase. 
MRK.7.15	Ade biara a ɛkɔ onipa mu no, ngu ne ho fi. Na mmom, nea ebefi onipa mu aba no, na egu ne ho fi. 
MRK.7.16	Nea ɔwɔ aso a obetie no ntie.”
MRK.7.17	Afei, Yesu fii nnipakuw no mu kɔɔ fie no, nʼasuafo no bisaa no asɛm a ɔkae no ase.
MRK.7.18	Obisaa wɔn se, “Mo nso monte asɛm a mekae no ase? Munhu sɛ, nea mudi no ngu mo ho fi anaa? 
MRK.7.19	Efisɛ, nea mudi biara no ne mo koma nni hwee yɛ, na mmom, ɛfa ɔyafunu no mu kɛkɛ.”
MRK.7.20	Ɔtoaa so se, “Nea mudwen no na ɛhaw ɔkra no. 
MRK.7.21	Afei, nea efi nnipa koma mu ba no, ɛde adwemmɔne, korɔn, awudi, aguamammɔ, 
MRK.7.22	adifudepɛ, amumɔyɛ, nsisi, ahohwi, anibere, abususɛm, ahantan ne nkwaseasɛm ba. 
MRK.7.23	Saa nnebɔne yi nyinaa fi onipa mu na ɛba, na ɛnonom na egu onipa ho fi a, enti ɛmma ɔmfata Onyankopɔn anim no.”
MRK.7.24	Yesu fi hɔ no, ɔkɔɔ Tiro ne Sidon fam pɛe sɛ ɔkɔhyɛ hɔ komm a, obiara nte ne nka, nanso anyɛ ye. Da a oduu hɔ ara pɛ, na nkurɔfo tee ne nka sɛ waba hɔ.
MRK.7.25	Ɛhɔ ara na ɔbea bi a hohommɔne hyɛ ne babea ketewa bi mu baa ne nkyɛn. Na wate Yesu nka enti, obebuu no nkotodwe. 
MRK.7.26	Ɔbea no srɛɛ no sɛ ontu saa hohommɔne no mfi ne ba no mu mma no. Na saa ɔbea yi yɛ Siro-Foinikeni.
MRK.7.27	Yesu ka kyerɛɛ no se, “Ɛsɛ sɛ mma mee ansa. Na enye sɛ wɔde mma aduan ma akraman.”
MRK.7.28	Ɔbea no nso buaa no se, “Owura, ɛyɛ nokware de, nanso ɛyɛ a wɔde aduan a aka wɔ mmofra no prɛte mu no bi ma akraman a, wɔhyehyɛ ɔpon no ase no.”
MRK.7.29	Yesu ka kyerɛɛ no se, “Wo mmuae pa no nti, masa wo babea no yare. Kɔ fie. Hohommɔne no afi ne mu afi.”
MRK.7.30	Oduu fie no, ohui sɛ ne babea no da mpa so dinn a, honhommɔne no afi ne mu ampa ara.
MRK.7.31	Yesu fi Tiro no, ɔfaa Sidon mansin a emu nkurow yɛ du no so, beduu Galilea po so. 
MRK.7.32	Wɔde ɔsotifo bi a ɔsan yɛ mumu brɛɛ no. Wɔn a wɔwɔ hɔ no nyinaa srɛɛ Yesu sɛ, ɔmfa ne nsa nka ɔyarefo no, na ɔnsa no yare.
MRK.7.33	Yesu soo ne mu de no fii nnipakuw no mu. Afei, ɔde ne nsateaa hyɛɛ ɔbarima no asom, tew ntasu de kaa ne tɛkrɛma. 
MRK.7.34	Ɔhwɛɛ soro, guu ahome teɛɛm se, “Hefata!” Ase ne Bue. 
MRK.7.35	Amonom hɔ ara, ɔbarima no tumi tee asɛm, kasae!
MRK.7.36	Yesu bɔɔ nnipakuw no ano se, wɔmmɔ asɛm no dawuru nkyerɛ obiara. Nanso, mpɛn dodow a ɔbraa wɔn no, na trɛw ara na wɔn nso wɔretrɛw asɛm no mu. 
MRK.7.37	Saa asɛm yi maa wɔn ho dwiriw wɔn yiye. Enti, wɔkae se, “Yesu yɛ biribiara yiye. Ɔma asotifo te asɛm, na mumu nso kasa!”
MRK.8.1	Da koro bi a nnipakuw bi aba Yesu nkyɛn no, aduan a wodi no sae. 
MRK.8.2	Yesu frɛɛ nʼasuafo ka kyerɛɛ wɔn se, “Nnipa yi yɛ me mmɔbɔ. Wɔabedi nnansa wɔ ha a, wonni aduan biara a wobedi bio. 
MRK.8.3	Sɛ migya wɔn kwan sɛ wɔnkɔ a wonnidii a, anhwɛ a na wɔn mu bi atotɔ piti wɔ kwan so, efisɛ, wɔn mu bi fi akyirikyiri na wɔbae.”
MRK.8.4	Nʼasuafo no bisaa no se, “Ɛhefa na yebenya aduan ama saa nnipa dodow yi wɔ sare yi so ha?”
MRK.8.5	Obisaa wɔn se, “Abodoo ahe na mowɔ?” Wobuaa no se, “Yɛwɔ ason.” 
MRK.8.6	Yesu ka kyerɛɛ nnipakuw no se wɔntenatena ase, wɔ sare no so. Afei, ɔfaa abodoo ason no, na ohyiraa so, bubuu mu de maa nʼasuafo no ma wɔkyɛ maa nnipa no. 
MRK.8.7	Na wɔwɔ mpataa kakra, wɔ hɔ, enti Yesu hyiraa ɛno nso so, de maa asuafo no se wɔnkyɛ ɛno nso mma wɔn.
MRK.8.8	Nnipakuw no didi mee no, ogyaa wɔn kwan. 
MRK.8.9	Nnipa a wodii aduan no dodow bɛyɛ mpemnan. Na wɔtasee ase nnikae no, ɛyɛɛ nkɛntɛmma ason.
MRK.8.10	Eyi akyi no, ɔne nʼasuafo no kɔtenaa ɔkorow mu baa Dalmanuta fam.
MRK.8.11	Farisifo no tee sɛ Yesu aba hɔ no, wɔbaa ne nkyɛn bebisabisaa no nsɛm de sɔɔ no hwɛe. Wɔka kyerɛɛ no se, “Yɛ nsɛnkyerɛnne bi kyerɛ yɛn. Ma nsɛnkyerɛnne bi nna adi wɔ wim nkyerɛ yɛn. Ɛno ansa na yebegye wo adi.”
MRK.8.12	Yesu tee nea wɔkae no, oguu ahome ka kyerɛɛ wɔn se, “Nsɛnkyerɛnne biara nni hɔ a mɛyɛ akyerɛ mo. Mpɛn ahe na mopɛ sɛ meyɛ nsɛnkyerɛnne kyerɛ mo?”
MRK.8.13	Ɔsan kɔtenaa ɔkorow no mu, gyaw wɔn, twa kɔɔ asuogya nohɔ.
MRK.8.14	Asuafo no werɛ fii sɛ wɔfa aduan bi kita ansa na wɔakɔ. Aduan a na wokurae wɔ ɔkorow no mu no yɛ abodoo baako pɛ.
MRK.8.15	Wɔretwa asu no no, Yesu ka kyerɛɛ wɔn se, “Monhwɛ mo ho so yiye wɔ ɔhene Herode ne Farisifo mmɔkaw ho.”
MRK.8.16	Asuafo no bisabisaa wɔn ho wɔn ho se, “Asɛm a ɔreka yi ase ne dɛn?” Nea wɔn adwene kyerɛɛ wɔn ne sɛ, ebia ɔreka aduan a wɔn werɛ fii sɛ wɔbɛfa akita no ho asɛm.
MRK.8.17	Yesu huu nea wodwinnwen no, ɔka kyerɛɛ wɔn se, “Ɛnyɛ ɛno ho asɛm na mereka! Monte eyi ase anaa? Mo koma da so pirim? 
MRK.8.18	Mowɔ ani nso munhu ade? Mowɔ aso nso momfa nte asɛm? Adɛn na mummue mo asom mfa ntie asɛm? Monkae biribiara?
MRK.8.19	“Mo werɛ afi abodoo anum a mibubuu mu maa nnipa mpemnum no? Nnikae nkɛntɛmma ahe na motasee?” Wɔkae se, “Dumien.”
MRK.8.20	“Na mesan de abodoo ason maa nnipa mpemnan no nso, ahe na ɛkae?” Wɔkae se, “Nkɛntɛmma ason.”
MRK.8.21	Obisaa wɔn bio se, “Monte ase ara?”
MRK.8.22	Bere a woduu Betsaida no, nnipa bi de onifuraefo bi brɛɛ no, srɛɛ no sɛ ɔmfa ne nsa nka no, na ɔnsa no yare. 
MRK.8.23	Yesu soo onifuraefo yi nsa de no kɔɔ akuraa no kurotia. Ɔtew ntasu guu onifuraefo no ani so, de ne nsa kataa nʼani no so. Oyii ne nsa no, obisaa no se, “Wuhu ade anaa?”
MRK.8.24	Onifuraefo no twitwaa nʼani buae se, “Yiw, mihu nnipa! Nanso minhu wɔn yiye; mihu wɔn sɛ nnua bi na wɔnenam hɔ.”
MRK.8.25	Afei, Yesu de ne nsa kataa nʼani no so bio. Onifuraefo no buee nʼani, na bere a ɔrehwɛ ade haa no, nʼani no yɛɛ yie a, afei de na ohu biribiara kann.
MRK.8.26	Yesu ma ɔkɔɔ fie, ka kyerɛɛ no se, ɔnnsan nnkɔ akuraa no ase bio.
MRK.8.27	Yesu ne nʼasuafo no fii Galilea kɔɔ Kaesarea ne Filipi nkuraa ase. Wɔnam ɔkwan so rekɔ no, obisaa wɔn se, “Nnipa ka se mene hena?”
MRK.8.28	Asuafo no buae se, “Ebinom se wone Yohane Osuboni no, na afoforo nso se woyɛ Elia anaasɛ tete adiyifo no mu bi a wasan aba.”
MRK.8.29	Na obisaa wɔn se, “Na mo nso muse meyɛ hena?” Petro buaa no se, “Wone Kristo no.” 
MRK.8.30	Ɔbɔɔ wɔn kɔkɔ se, wɔnnka nnkyerɛ obiara.
MRK.8.31	Afei, ofitii ase kaa wɔn amane a obehu ne mpanyimfo ne asɔfo mpanyin ne mmara no akyerɛkyerɛfo no po a wɔbɛpo no, na wɔakum no, na nnansa so wasɔre no ho asɛm. 
MRK.8.32	Ɔkaa asɛm no pefee a, wamfa biribiara ansie wɔn. Petro twee no gyinaa nkyɛn bisaa no se, “Adɛn nti na woka asɛm a ɛte sɛɛ?”
MRK.8.33	Yesu danee ne ho hwɛɛ nʼasuafo no, kaa Petro anim se, “Fi me so, ɔbonsam! Wʼadwene yɛ nea efi onipa na ɛnyɛ nea efi Onyankopɔn.”
MRK.8.34	Afei, ɔfrɛɛ nʼasuafo no ne nnipakuw no baa ne nkyɛn, ka kyerɛɛ wɔn se wommetie no. Ɔka kyerɛɛ wɔn se, “Sɛ obi pɛ sɛ odi mʼakyi a, ɛsɛ sɛ ɔpa ne ho akyi, na ɔsoa nʼasennua, na odi mʼakyi. 
MRK.8.35	Nea ɔma ne kra som no bo no, ebefi ne nsa. Na wɔn a me ne Asɛmpa no nti, wɔbɛhwere wɔn kra no, wɔn na wobenya asetena pa.
MRK.8.36	“Na sɛ onipa nya wiase nyinaa, na ɔhwere ne kra a, mfaso bɛn na obenya? 
MRK.8.37	Dɛn na ɛsom bo sen ne kra? 
MRK.8.38	Na obiara a saa nna bɔne yi mu nʼani wu me ne me nsɛm ho no, ne ho bɛyɛ, me Onipa Ba, no aniwu bere a me ne mʼabɔfo kronkron no bɛsan aba wɔ mʼagya anuonyam mu no.”
MRK.9.1	Yesu kɔɔ so ka kyerɛɛ nʼasuafo no se, “Mo a mugyina ha yi mu bi bɛtena ase akosi sɛ mubehu sɛ, Onyankopɔn Ahenni no reba tumi mu!”
MRK.9.2	Nnansia akyi, Yesu faa Petro, Yakobo ne Yohane de wɔn kɔɔ bepɔw tenten bi atifi. Saa bere no, na obiara nni hɔ ka wɔn ho. Amonom hɔ ara, Yesu sakrae anuonyam mu. 
MRK.9.3	Nʼatade hyerɛn yɛɛ fitafita sen sɛnea obi betumi ahoro saa atade no ama ayɛ fitaa no. 
MRK.9.4	Afei Elia ne Mose befii hɔ. Na wɔne Yesu kasae!
MRK.9.5	Petro ka kyerɛɛ Yesu se, “Kyerɛkyerɛfo, eye sɛ yɛwɔ ha. Yɛbɛbɔ asese abiɛsa wɔ ha, na mo mu biara anya baako.”
MRK.9.6	Esiane sɛ na wɔabɔ hu no nti, na ɛma ɔkaa saa.
MRK.9.7	Petro gu so rekasa no, omununkum bɛkataa wɔn so. Ɛnne bi fii omununkum no mu kae se, “Oyi ne me Dɔ Ba a ɔsɔ mʼani. Muntie no.”
MRK.9.8	Prɛko pɛ, wɔtotoo wɔn ani no, na Mose ne Elia kɔ, ama aka wɔne Yesu nko ara.
MRK.9.9	Wɔresian afi bepɔw no so no, Yesu bɔɔ wɔn ano se wɔnnka nea wɔahu no nnkyerɛ obiara kosi sɛ, ɔbɛsɔre afi awufo mu. 
MRK.9.10	Asuafo no anka ankyerɛ obiara, na mmom, ɛyɛ a, na wɔtaa bisabisa wɔn ho wɔn ho se, nʼasɛm a ɔkae se, “Menyan afi awufo mu” no, na ɔkyerɛ dɛn?
MRK.9.11	Afei, nʼasuafo no bisaa no nea enti a daa Yudafo mpanyin no ka se, ɛsɛ sɛ Elia san ba ansa na Onipa Ba no aba no. 
MRK.9.12	Yesu gye too mu sɛ, ɛsɛ sɛ Elia di kan ba bɛtoto nneɛma nyinaa yiye.
MRK.9.13	Na mpo, Elia aba dedaw! Na wɔne no anni no yiye sɛnea adiyifo no hyɛɛ ho nkɔm no. Afei, Yesu bisaa wɔn nkɔm a adiyifo no hyɛe se, Onipa Ba no behu amane, na wɔabu no animtia no ase.
MRK.9.14	Bere a wosian beduu bepɔw no ase hɔ no, wohui sɛ nnipakuw atwa asuafo baakron a wɔaka no ho ahyia, na wɔne Yudafo mpanyin no regye wɔn ho wɔn ho akyinnye. 
MRK.9.15	Bere a Yesu reba nnipakuw no nkyɛn no, wɔde ahodwiriw hwɛɛ no, tuu mmirika, kohyiaa no. 
MRK.9.16	Yesu bisaa wɔn se, “Akyinnye a na moregye no fa dɛn ho?”
MRK.9.17	Nnipa no mu baako kae se, “Kyerɛkyerɛfo, mede me ba aba ha sɛ sa no yare. Honhommɔne bi a ɛwɔ ne so nti, ontumi nkasa. 
MRK.9.18	Sɛ honhommɔne no ka ne ho wɔ ne mu a, etwa no hwe fam, ma nʼano twa ahuru, ma ɔtwɛre ne se, ma osinsen. Ɛno nti, mesrɛɛ wʼasuafo no sɛ wontu honhommɔne no mfi ne mu, nanso wɔantumi.”
MRK.9.19	Yesu ka kyerɛɛ nʼasuafo no se, “O, mo a mo gyidi sua, me ne mo ntena nkosi da bɛn ansa na mo gyidi atim? Momfa abarimaa no mmrɛ me.”
MRK.9.20	Wɔde abarimaa no brɛɛ Yesu. Bere a wɔde no duu Yesu anim pɛ no, ɔyare no bae denneenen, twaa no hwee fam, ma ɔperee a nʼano retwa ahuru.
MRK.9.21	Yesu bisaa abrimaa no agya se, “Nna ahe ni a ɔyare yi baa ne so?” Abarimaa no agya buaa Yesu se, “Efi ne mmofraase pɛɛ; 
MRK.9.22	na ɛtɔ da bi koraa a, ɔyare no tumi twa no hwe ogya anaa nsu mu, pɛ sɛ ekum no. Enti sɛ wubetumi asa no yare de a, hu yɛn mmɔbɔ, na sa no yare ma yɛn.”
MRK.9.23	Yesu bisaa no se, “Adɛn nti na woka se, sɛ metumi a? Obiara a ɔwɔ gyidi no betumi ayɛ biribiara.”
MRK.9.24	Abarimaa no agya buae se, “Mewɔ gyidi no nanso esua, enti boa me, na hyɛ me gyidi mu den!”
MRK.9.25	Yesu hui sɛ nnipa no dɔ ara na wɔredɔɔso no, ɔteɛɛ honhommɔne no se, “Honhommɔne sotifo ne mumu, mehyɛ wo sɛ, fi abofra yi mu fi. Nkɔhyɛ ne mu bio!”
MRK.9.26	Afei, ɔyare no bae denneenen ansa na ɛrefi ne mu, enti ɛmaa abarimaa no yɛɛ sɛ owufo. Enti, nnipakuw no kasae huhuhuhu se “wawu.” 
MRK.9.27	Nanso, Yesu soo ne nsa, pagyaw no ma ogyinaa ne nan so a ne ho atɔ no. 
MRK.9.28	Eyi akyi a Yesu ne nʼasuafo no nko ara wɔ fie no, wobisaa no se, “Adɛn nti na yɛn de yɛantumi antu saa honhommɔne no?”
MRK.9.29	Yesu buaa wɔn se, “Mpaebɔ ho hia wɔ ɔyare a ɛte sɛɛ sa mu.”
MRK.9.30	Yesu fii hɔ no, ɔfaa Galilea, efisɛ, na ɔmpɛ sɛ nnipa te ne nka. 
MRK.9.31	Na ɔpɛ sɛ onya bere ma nʼasuafo no de kyerɛkyerɛ wɔn. Ɔka kyerɛɛ wɔn se, “Wobeyi me a meyɛ Onipa Ba no ama, na wɔakum me, na nnansa so, mɛsɔre aba nkwa mu bio.”
MRK.9.32	Asuafo no ante asɛm a ɔkae yi ase, nanso na wosuro sɛ wobebisa no ase.
MRK.9.33	Yesu ne nʼasuafo no baa Kapernaum. Bere a woduu ofi a wɔbɛtena mu no mu na wɔregye wɔn ahome no, Yesu bisaa nʼasuafo no se, “Yɛreba no, dɛn akyinnye na na moregye wɔ kwan so no?”
MRK.9.34	Asuafo no antumi ammua efisɛ, na wɔredwinnwen nea ɔbɛyɛ wɔn mu kɛse no ho.
MRK.9.35	Ɔtenaa ase, frɛɛ wɔn baa ne nkyɛn, ka kyerɛɛ wɔn se, “Obiara a ɔpɛ sɛ ɔyɛ ɔpanyin wɔ mo mu no, ɛsɛ sɛ ɔyɛ abofra anaa ɔsomfo wɔ mo mu!”
MRK.9.36	Afei, ɔde abofra ketewa bi begyinaa wɔn mfinimfini. Ɔde abofra no kyerɛɛ wɔn kae se, 
MRK.9.37	“Mo mu biara a me nti obegye abofra ketewa sɛ oyi no, agye me, na nea obegye me no nso agye mʼagya a ɔsomaa me no!”
MRK.9.38	Yohane a ɔyɛ asuafo no mu baako no ka kyerɛɛ Yesu se, “Kyerɛkyerɛfo, yehuu ɔbarima bi a ɔde wo din retu ahonhommɔne; enti yɛka kyerɛɛ no se onnyae, efisɛ, ɔnka yɛn ho.”
MRK.9.39	Yesu kae se, “Munnsiw no kwan. Efisɛ, obiara nni hɔ a ɔreyɛ anwowade wɔ me din mu na obetwa ne ho atia me. 
MRK.9.40	Na obiara a ontia yɛn no wɔ yɛn afa. 
MRK.9.41	Obiara a esiane sɛ, moyɛ Kristo de no nti, ɔbɛma mo nsu kuruwa ma anom no, nʼakatua remmɔ no da. 
MRK.9.42	Enti, sɛ obi to mmofra nketewa a wogye me di yi mu bi hintidua a, eye ma no sɛ anka wɔde ɔbo duruduru bɛsɛn ne kɔn mu, atow no akyene po mu.
MRK.9.43	“Sɛ wo nsa ma woyɛ bɔne a, twa na tow kyene. Eye ma wo sɛ wode dɛm bɛkɔ nkwa mu sen sɛ wɔde wo nipadua bɛto ogyatanaa 
MRK.9.44	a ennum da no mu. 
MRK.9.45	Na sɛ wo nan ma woyɛ bɔne a, twa na tow kyene. Eye ma wo sɛ wode nansin bɛkɔ nkwa mu sen sɛ, wode nan abien bɛkɔ ogyatanaa 
MRK.9.46	a ennum da no mu.
MRK.9.47	“Na sɛ wʼani ma woyɛ bɔne a, tu na tow kyene. Eye ma wo sɛ wode ani baako bɛkɔ Onyankopɔn Ahenni mu sen sɛ wowɔ ani abien na wɔde wo bɛto ogyatanaa 
MRK.9.48	a ennum da na ɛhɔ asonson nso nwu da no mu. 
