MAT.1.1	Авраампа Давид йӑхӗнчен ҫуралнӑ Иисус Христосӑн йӑх-несӗл тымарӗ. 
MRK.9.47	Сана куҫу ҫылӑх тума илӗртет пулсан, ӑна чавса кӑларса пӑрах: икӗ куҫупа тамӑк вутне пӑрахнинчен Турӑ Патшалӑхне хӑрах куҫлӑн кӗни саншӑн лайӑхрах. 
MRK.9.48	Унта, тамӑкра, вӗсене ҫиекен хурчӗ те вилмест, ҫунтаракан вучӗ те сӳнмест. 
MRK.9.49	Турра кӳмелли кирек епле выльӑх-чӗрлӗхе те тӑварпа тӑварланӑ пекех кашниннех вутпа тӑварланмалла пулӗ. 
MRK.9.50	Тӑвар – ырӑ япала, анчах вӑл хӑватне ҫухатсан унӑн тутине эсир епле тавӑрӑр? Чун-чӗрӗрте ӗненӳ тӑварӗ пултӑр, пӗр-пӗринпе килӗштерсе пурӑнӑр».
MRK.10.1	Унтан кайсан Иисус Иордан леш енчи ҫӗрсем урлӑ Иудея тӑрӑхне пынӑ. Каллех Ун патне халӑх пуҫтарӑннӑ, каллех, яланхи пекех, Вӑл ҫынсене вӗрентнӗ. 
MRK.10.2	Ҫавӑнта Иисус патне фарисейсем пынӑ та, Ӑна илӗртсе тӗрӗслес тесе, ҫапла ыйтнӑ: «Упӑшкин хӑй арӑмне уйӑрса яма юрать-и?» 
MRK.10.3	«Моисей саккунӗ ун пирки мӗн калать?» – тавӑрнӑ вӗсене Иисус. 
MRK.10.4	«Уйӑрӑлу хучӗ ҫырса парсан уйӑрӑлма Моисей ирӗк панӑ», – тенӗ вӗсем. 
MRK.10.5	Вара Иисус вӗсене ҫапла тавӑрса каланӑ: «Моисей сире ҫав йӗркене чунӑрсем уҫӑлса ҫитейменрен парса хӑварнӑ. 
MRK.10.6	Чӑн малтанах вара, тӗнчене пултарнӑ чухне, Турӑ ҫынсене арҫын тата хӗрарӑм пулмалла тунӑ. 
MRK.10.7	Ҫавӑнпа ҫын хӑйӗн ашшӗ-амӑшне хӑварать те 
MRK.10.8	арӑмӗпе пӗрлешет. Вара иккӗшӗ пӗр ӳт пулаҫҫӗ, ӗнтӗ вӗсем иккӗн мар, пӗр ӳт. 
MRK.10.9	Ҫапла вара, Турӑ пӗрлештернине этем ан уйӑртӑр». 
MRK.10.10	Каярахпа пӗр килте Унӑн вӗренекенӗсем каллех ҫавӑн ҫинчен ыйтнӑ. 
MRK.10.11	Иисус вӗсене ҫапла каланӑ: «Кам хӑй арӑмне уйӑрса ярса урӑх арӑм илет, ҫав малтанхи арӑмне урӑх хӗрарӑмпа улталать. 
MRK.10.12	Арӑмӗ те упӑшкинчен уйӑрӑлса урӑххине качча кайсан мӑшӑрне улталать».
MRK.10.13	Иисус аллипе сӗртӗнсе пиллетӗр тесе Ун патне ачасене илсе пынӑ, анчах та вӗренекенӗсем ача-пӑча илсе пыракансене Иисуса кансӗрлеме чарнӑ. 
MRK.10.14	Ҫавна курсан Иисус, ҫилленсе, вӗсене каланӑ: «Ачасене Ман патӑма ярӑр, килме ан чарӑр, мӗншӗн тесен Турӑ Патшалӑхӗ вӗсем пеккисемшӗн. 
MRK.10.15	Чӑн калатӑп сире: Турӑ Патшалӑхне кам ача пек йышӑнмасть, ҫав унта кӗреймӗ». 
MRK.10.16	Унтан Вӑл ачасене ыталанӑ та вӗсем ҫине аллине хурса пилленӗ.
MRK.10.17	Иисус ҫула кайма тухнӑ чухне пӗр ҫын чупса пынӑ та Ун умне чӗркуҫленсе ларса Унран ҫапла ыйтнӑ: «Ырӑ Вӗрентекен! Ӗмӗрлӗх пурӑнӑҫлӑ пулас тесен манӑн мӗн тумалла-ши?» 
MRK.10.18	«Мӗншӗн эсӗ Мана ырӑ тетӗн? – тавӑрнӑ ӑна Иисус. – Пӗр Турӑсӑр пуҫне никам та ырӑ мар. 
MRK.10.19	„Мӑшӑрна ан ултала, ҫынна ан вӗлер, ан вӑрла, судра суйса ан пӗлтер, ӗҫе тӳрӗ татса пар, аҫу-аннӳне хисепле“ текен пил-хушусене эсӗ пӗлетӗн». 
MRK.10.20	«Вӗрентекен, – тавӑрса каланӑ вӑл, – эпӗ вӑл пил-хушусене мӗн ачаранпах пӑхӑнса пурӑнатӑп». 
MRK.10.21	Вара Иисус ӑна тинкерсе пӑхнӑ та ӑшшӑн каланӑ: «Ӗнтӗ сана пӗр япала кӑна ҫитеймест: кай та пӗтӗм пурлӑхна сутса чухӑнсене валеҫсе пар, вара сан валли пурлӑх пӗлӗт ҫинче пулӗ. Ху кил те, асап хӗресне йӑтса, Ман хыҫҫӑн пыракан пул». 
MRK.10.22	Ҫак сӑмахсене илтсен вӑл аптӑраса кайнӑ та салхуллӑн пӑрӑнса утнӑ, мӗншӗн тесен вӑл питӗ пуян пулнӑ.
MRK.10.23	Вара Иисус йӗри-тавралла пӑхса илсе Хӑйӗн вӗренекенӗсене ҫапла каланӑ: «Пуян ҫынсене Турӑ Патшалӑхне кӗмешкӗн епле йывӑр!» 
MRK.10.24	Иисусӑн ҫак сӑмахӗсене илтсен вӗренекенӗсем тӗлӗнсе хытсах кайнӑ. Анчах та Иисус вӗсене татах ҫапла каланӑ: «Ачамсем, пуянлӑха шанакансене Турӑ Патшалӑхне кӗмешкӗн епле йывӑр! 
MRK.10.25	Пуяна Турӑ Патшалӑхне кӗрессинчен тӗвене йӗп ҫӑрти витӗр тухма ҫӑмӑлрах». 
MRK.10.26	«Эппин кам ҫӑлӑнма пултарӗ?» – шалт аптӑранипе пӗр-пӗринпе калаҫнӑ вӗренекенӗсем. 
MRK.10.27	Иисус вӗсем ҫине тинкерсе пӑхса ҫапла каланӑ: «Этем ӑна тума пултараймӗ, анчах та Турӑ тӑваять, мӗншӗн тесен Турӑ пурне те пултарать». 
MRK.10.28	Вара Петр Ӑна кала пуҫланӑ: «Акӑ эпир хамӑрӑн мӗн пуррине пӗтӗмпех хӑвартӑмӑр та Сан хыҫҫӑн пыракансем пултӑмӑр». 
MRK.10.29	«Чӑн калатӑп сире, – тенӗ Иисус, – кам та кам Маншӑн тата Ырӑ Хыпаршӑн е кил-ҫуртне, е тӑванӗсене, е ашшӗ-амӑшне, е арӑмне, е ачисене, е ани-ҫаранне хӑварать, ҫавӑ 
MRK.10.30	халех, ҫак хӗсӗрлев саманинчех кил-ҫуртне те, тӑванне те, ашшӗ-амӑшне те, ачисене те, ани-ҫаранне те ҫӗр хут ытларах илӗ. Лери пурӑнӑҫра вара вӑл ӗмӗрлӗх чӗрӗлӗхлӗ пулӗ. 
MRK.10.31	Малтисем чылайӑшӗ кайра пулӗҫ, кайрисем малта пулӗҫ».
MRK.10.32	Вӗсем Иерусалима каякан ҫулпа пынӑ. Сехӗрленсе ӳкнӗ вӗренекенӗсем умӗнче Иисус пынӑ, вӗсем хыҫҫӑн вара хӑраса кайнӑ халӑх утнӑ. Иисус Вун иккӗшне чӗнсе илсе вӗсене каллех Хӑйне мӗн кӗтнине кала пуҫланӑ: 
MRK.10.33	«Акӑ ӗнтӗ эпир Иерусалималла хӑпарса пыратпӑр, унта Этем Ывӑлне аслӑ священниксемпе саккун вӗрентӳҫисен аллине тытса парӗҫ. Вӗсем Ӑна суд туса вӗлерме йышӑнӗҫ, унтан урӑх халӑх ҫыннисен аллине парӗҫ. 
MRK.10.34	Лешӗсем Ӑна мӑшкӑл кӑтартӗҫ, чӗн пушӑпа хӗнӗҫ, питрен сурса пӗтерӗҫ. Ӑна вӗлерӗҫ, виҫҫӗмӗш кунне Вӑл чӗрӗлсе тӑрӗ».
MRK.10.35	Ҫавӑн чухне Ун патне Зеведей ывӑлӗсем Иаковпа Иоанн пынӑ та ҫапла каланӑ: «Вӗрентекен! Эпир мӗн ыйтнине туса парсамччӗ». 
MRK.10.36	«Сирӗншӗн мӗн тумалла вара Манӑн?» – ыйтнӑ Иисус. 
MRK.10.37	«Эсӗ Хӑвӑн чаплӑ Патшалӑхунта пире пӗрне Хӑвӑнтан сылтӑм енне, теприне сулахай енне лармалла тусамччӗ!» – тенӗ вӗсем Ӑна. 
MRK.10.38	Анчах та Иисус вӗсене ҫапла тавӑрнӑ: «Хӑвӑр мӗн ыйтнине хӑвӑр та пӗлместӗр. Эпӗ ӗҫес асап куркине ӗҫме, Эпӗ кӗрес асап шывӗпе тӗне кӗме пултарайӑр-и эсир?» 
MRK.10.39	«Пултаратпӑр», – тенӗ вӗсем. «Эпӗ ӗҫес асап куркине сире те ӗҫме лекӗ, Эпӗ кӗрес асап шывӗпе сире те тӗне кӗме тивӗ. 
MRK.10.40	Анчах Хамран сылтӑм е сулахай енне лартаканӗ Эпӗ мар. Турӑ кам валли хатӗрленӗ, ҫавсем ларӗҫ». 
MRK.10.41	Ҫакна илтсен тепӗр вунӑ вӗренекенӗ Иаковпа Иоана тарӑхса кайнӑ. 
MRK.10.42	Иисус вара вӗренекенӗсене чӗнсе илсе ҫапла каланӑ: «Халӑхсен княҫӗсем пулма тивӗҫнисем халӑхпа хуҫаланнине, пуҫлӑхсем те халӑха пӑхӑнтарнине эсир пӗлетӗр. 
MRK.10.43	Анчах сирӗн хушшӑрта апла пулмалла мар: хӑвӑр хушшӑрта асли пулас текенӗн ыттисемшӗн тарҫӑ пулмалла. 
MRK.10.44	Хӑвӑр хушшӑрта малти пулас текенӗн ыттисемшӗн чура пулмалла. 
MRK.10.45	Мӗншӗн тесен Этем Ывӑлӗ те Хӑйшӗн тӑрӑштарма килмен, Хӑй ҫынсемшӗн тӑрӑшас тесе, нумайӑшне ҫӑлмашкӑн Хӑй чунне тӳлевлӗхе пама килнӗ».
MRK.10.46	Вӗсем Иерихона ҫитнӗ. Иисуспа вӗренекенӗсем тата темӗн чухлӗ халӑх хуларан тухнӑ чухне пӗр суккӑр ҫын, Тимей ывӑлӗ Вартимей, ҫул хӗрринче ыйткаласа ларнӑ. 
MRK.10.47	«Иртсе пыраканни – Иисус Назорей», – тенине илтсен Вартимей кӑшкӑрса каланӑ: «Давид йӑхӗнчи Иисус! Хӗрхенсем мана!» 
MRK.10.48	Нумайӑшӗ ӑна шӑпланма хушнӑ, анчах вӑл тата хытӑрах: «Давид йӑхӗн Ывӑлӗ! Хӗрхенсем мана!» – тесе кӑшкӑрнӑ. 
MRK.10.49	Иисус чарӑннӑ та ӑна чӗнсе илме хушнӑ. Вара ҫынсем хайхи суккӑра: «Ан хӑра, тӑр, Вӑл сана пыма хушать», – тенӗ. 
MRK.10.50	Вартимей ҫиелти тумне хывса пӑрахсах сиксе тӑнӑ та Иисус патне пынӑ. 
MRK.10.51	«Эсӗ Мана мӗншӗн чӗнетӗн?» – тенӗ ӑна Иисус. «Вӗрентекен! Манӑн куракан пуласчӗ», – тенӗ Ӑна суккӑр ҫын. 
MRK.10.52	Иисус ӑна ҫапла каланӑ: «Ӗнтӗ каях, ӗненӗвӳ ҫӑлчӗ сана». Вӑл вара ҫав самантрах куракан пулнӑ та ҫулпа Иисус хыҫҫӑн кайнӑ.
MRK.11.1	Иисуспа вӗренекенӗсем Иерусалималла ҫывхарса пынӑ. Ҫавӑн чухне, Елеон тӑвӗ патӗнчи Виффагипе Вифани тӗлне ҫитсен, Иисус икӗ вӗренекенне 
MRK.11.2	ҫапла хушса янӑ: «Ҫак хӑвӑр умӑрти яла кайӑр, кӗнӗ-кӗменех унта эсир кӑкарса хунӑ ҫамрӑк ашака асӑрхӑр, ун ҫине ку таранччен никам та утланса ҫӳремен. Эсир ӑна вӗҫертсе ҫавӑтса килӗр. 
MRK.11.3	Кам та пулин сире: „Мӗн хӑтланатӑр?“ – тесен, эсир ҫапла калӑр: „Вӑл Хуҫамӑра кирлӗ, Хуҫамӑр часах ӑна каялла тавӑрса парӗ“». 
MRK.11.4	Вӗсем кайнӑ та урамра хапха умне кӑкарса хунӑ ҫамрӑк ашака тупса, ӑна вӗҫертсе илнӗ. 
MRK.11.5	«Мӗн хӑтланатӑр? – тенӗ вӗсене ҫавӑнта тӑракансенчен хӑшӗ-пӗрисем. – Ашака мӗншӗн вӗҫертетӗр?» 
MRK.11.6	Вӗсем Иисус хушнӑ пек хуравланӑ та, ҫынсем вӗсене янӑ. 
MRK.11.7	Унтан хайхи ҫамрӑк ашака Иисус патне ҫавӑтса пынӑ, ашак ҫине хӑйсен тумтирӗсене хунӑ. Иисус вара ун ҫине утланса ларнӑ. 
MRK.11.8	Темӗн чухлӗ халӑх хӑйсен тумтирӗсене Иисус умне ҫул тӑрӑх сарса пынӑ, теприсем тата йывӑҫ турачӗсем касса ҫул тӑрӑх пӑрахса пынӑ. 
MRK.11.9	Умӗнче пыракансем те, хыҫалта пыракансем те мухтаса ҫапла кӑшкӑрнӑ: «Осанна!
MRK.11.10	Мӑн асаттемӗрӗн Давидӑн Хуҫа Турӑ ячӗпе килекен Патшалӑхӗ мухтавлӑ! Ҫӳл тӳпере те осанна!» 
MRK.11.11	Иисус Иерусалима кӗрсен Турӑ Ҫуртне пынӑ та пӗтӗмпех тӗплӗн пӑхса ҫавӑрӑннӑ. Вара тӗттӗм пулса киличчен хуларан тухса Вун иккӗшӗпе пӗрле Вифание кайнӑ.
MRK.11.12	Тепӗр кунне, вӗсем Вифанирен тухсан, Иисусӑн ҫиесси килнӗ. 
MRK.11.13	Вӑл аякранах ешӗл ҫулҫӑллӑ смоква йывӑҫҫине асӑрханӑ та ун ҫинче ҫимӗҫ пур-ши тесе йывӑҫ патне пынӑ. Анчах та патнерех пырсан ун ҫинче ҫулҫӑсӑр пуҫне урӑх ним те тупайман, мӗншӗн тесен смоква ҫимӗҫне пухас вӑхӑт ҫитеймен пулнӑ-ха. 
