MAT.1.1	Iya na itu kapangkatan si Isa Almasi, panubu' si Daud iya panubu' si Ibrahim.
MRK.14.72	Saruun-duun du nigauk manuk, kaminduwa na na, bo' taintōm uk si Petros iya bayi halling si Isa ma iya, iya bayi uk na, “Ma 'nsa' le' nigauk manuk min duwa, mayilu du kau min tallu in aku 'nsa' katauhan nu.” Pag-intōm itu uk si Petros, magtuwi iya nangis, magkarukkaan tōōd.
MRK.15.1	Taabut peen pagkallat 'llaw, magtuwi pasaut manga kaimaman langkaw magtipun maka kamaasan maka manga guru ma sara' agama. Jari mag-isun sigam maka palhimpunan pagsaraan kamemon bang inay sigam ma si Isa. Pag-isun peen, bilangguan iya uk sigam bo' biyo pahi', tiyukbalan ni si Pilatu. 
MRK.15.2	Mahi' peen, tiyaw si Pilatu ma si Isa, uk na, “Kau iyu, sultan kau baha' ma bangsa Yahudi?”.
MRK.15.2	Nambung si Isa, uk na, “Iya na uk nu iyu.”
MRK.15.3	Na, heka panuntut manga kaimaman langkaw ian ma iya, 
MRK.15.4	hangkan iya tīyaw pabing uk si Pilatu, uk na, “'Nsa' niya' panambung nu? 'Ndaun kaheka panuntut sigam itu ma kau.”
MRK.15.5	Suga' 'nsa' niya' sambung si Isa hangkan inu-inu tōōd si Pilatu hi'.
MRK.15.6	Na, kahaba' tahun, ma waktu paghinang bangsa Yahudi ma hinang Pangintōman, iya kabiyaksahan si Pilatu subay niya' dakayo' pilisu palappa na, sayi-sayi pene' uk manga aa Yahudi. 
MRK.15.7	Jari ma waktu ian niya' aa bayi tajil, ōn na si Barabbas. Ian iya maka manga sehe' na bayi mapatay aa ma waktu panagga' sigam ma parinta. 
MRK.15.8	Sakali itu heka manga aa paalōp ni si Pilatu ngamu' subay pilappa uk na dakayo' pilisu sali' kabiyaksahan kahaba'-haba' tahun. 
MRK.15.9	Tīyaw sigam uk si Pilatu, uk na, “Baya' kaam baha' bang palappahan ku kaam sultan bangsa Yahudi itu?” 
MRK.15.10	Hangkan sigam tiyaw na salaihi' sabab katauhan na asal bang ayi sababan na hangkan si Isa bayi pitakka ni iya. Tuud sigam ngimbu ma si Isa.
MRK.15.11	Suga' baanan aa ian bayi pitnahan asal uk kaimaman langkaw, siyoho' ngamu' si Barabbas pilappa uk si Pilatu, 'nsa' si Isa. 
MRK.15.12	Missala si Pilatu ni sigam pabing, uk na, “Inay ku na baha' aa itu, iya ōnan bi sultan bangsa Yahudi?”
MRK.15.13	Ngōlang sigam pakōsōg, uk na hi', “Lansangun iya ni hag!”
MRK.15.14	“Angay?” uk si Pilatu. “Ayi bayi hinang na laat?”
MRK.15.14	Pasong pakōsōg pangōlang sigam hi'. Uk sigam, “Lansangun iya ni hag!”
MRK.15.15	Manjari si Pilatu baya' marul ma manga aa magtipunan hi' hangkan palappa na si Barabbas ni sigam. Bo' si Isa iya siyoho' liyapdōsan bo' iyampa tiyukbalan pilansang ni hag piyatay.
MRK.15.16	Manjari si Isa biyo na uk manga sundalu pahi' ni halaman ma diyōm luma' gubnul bo' linganan patipun pahi' dambaan sundalu ian kamemon. 
MRK.15.17	Pijubahan iya manta taluk sali' dagbōs pakayan sultan. Liyubid isab bahan itingan uk sigam, hinang sali' panumping sultan pibōtang ni kok na. 
MRK.15.18	Jari nagna' sigam magbawu'-bawu' mag-addat ma iya. Uk sigam, “Assalamu alaykum, Appa' Sultan Yahudi!” 
MRK.15.19	Pigpappōk kok na uk sigam maka kayu-kayu, maka liyuraan iya. Pasujud sigam pagmahaltabat sigam ma iya. 
MRK.15.20	Na, ubus peen uk sigam magtungging ma iya, hiyurusan uk sigam manta taluk bayi pajuba na bo' iyampa iya pisammekan maka bayi sammek na tagna'. Puwas hi' biyo iya paluwas minnihi' bo' liyansang ni hag pamapatayan iya.
MRK.15.21	Manjari niya' aa palabay minnian, ōn na si Simun, palud min de tudju ni Awrusalam. (Si Simun itu 'mma' si Iskandal maka si Rupus, aa iya min lahat Kirini.) Jari liyōgōs iya uk manga sundalu, siyoho' nanggung hag song pangalansangan si Isa. 
MRK.15.22	Biyo iya patukad ni jadjahan lahat iyōnan Golgota, hati na lahat “Baung Kok”. 
MRK.15.23	Mahi' peen, niya' arak pamainum sigam ma si Isa bohe' anggul (sali' tuba') kalamuran tambal iyōnan mira, suga' 'nsa' tayima' na. 
MRK.15.24	Puwas hi' liyansang iya ni hag uk manga sundalu bo' iyampa pitangge hag na. Pigbahagian uk sigam manga sammek na, pigkoot-kootan uk sigam bo' kitauhan bang sammek ingga ma sigam dangan maka dangan. 
MRK.15.25	Iya waktu kapangalansang sigam ma si Isa ian bayi ma ōtan waktu subu maka waktu lattu 'llaw. 
MRK.15.26	Salaitu iya sulat bayi pibōtang panuntut iya, uk na hi': “Sultan bangsa Yahudi.” 
MRK.15.27	Niya' isab duwangan mundu bayi pibe' ma si Isa liyansang ma hag sigam. Dakayo' hag ian bayi pitangge ma bihing si Isa sakap ni katau, dakayo' ma sakap ni kayi. [ 
MRK.15.28	Minnihi' niya' kamaksuran ma bayi tasulat ma diyōm kitab, iya uk na hi', “Talapay iya ma manga aa langgal sara'”.]
MRK.15.29	Na, piggunyak-gunyak si Isa uk aa maglawulabay. Pighanduk-handukan iya uk sigam pangudju'. “Ne!” uk sigam. “Kau na iya bilang ngalangkat langgal pagkulbanan ian bo' pabangun nu kono' pabing ma diyōm tallu 'llaw! 
MRK.15.30	Pareyo' kau min hag iyu bo' kau ngalappasan di nu!”
MRK.15.31	Iya du magpangudju' manga imam langkaw maka manga guru ma sara' agama. Uk bissala sigam ma pasal na, “Aa itu,” uk sigam, “tau ngalappas ma aa saddi suga' 'nsa' makalappasan di na! 
MRK.15.32	Si Almasi kono' iya, sultan bangsa Israil. Subay iya mareyoan di na min hag ian. Jari bang iya tanda' tabi pareyo' ngahagad du kitabi ma iya!”
MRK.15.32	Iya du duwangan aa bayi liyansang ni hag pibe' ma si Isa, me'-me' isab ngudju' iya.
MRK.15.33	Jari itu, lattu peen 'llaw, tawwa' lindōm kalohahan lahat hi' sampay ni lisag tallu kohap. 
MRK.15.34	Paglisag tallu kōsōg uk si Isa ngalingan, uk na, “Eloi, eloi, lama sabaktani?” Hati na, “Tuhan ku, O Tuhan ku, angay na aku pasaran nu?”
MRK.15.35	Pagtake itu uk manga aa magtanggehan may'an, uk sigam kasehean, “Pake kaam. Ngalinganan iya si Nabi Eliyas.” 
MRK.15.36	Magtuwi niya' dakayo' aa parayi'-dayi' ngahagōman lappus ni diyōm inuman kissōm (sali' tuba'). Puwas hi' pisagnat uk na ni tong kayu-kayu bo' iyampa songan na ni si Isa pamasassōp na ma iya. Uk aa hi', “Ngagad le' kaam. 'Nda' ta le' bang paluwas si Nabi Eliyas mareyo' iya min hag.”
MRK.15.37	Sakali ngōlang si Isa min tadda, magtuwi bakkat napas na.
MRK.15.38	Saruun-duun du iya kulambu' bayi pangagpang ma diyōm langgal pagkulbanan ian gese' paruwa min diyata' na tudju pareyo'. 
MRK.15.39	Tanda' peen uk kapitan iya nangge paharap ma hag ian bang salaingga kabakkat napas si Isa, halling uk na, “Bannal aa itu Anak Tuhan!”
MRK.15.40	Niya' isab may'an manga danda nganda'-nganda' min katahan. Ian ma sigam di si Mariyam min Magdala maka si Salome, ian isab si Mariyam ina' si Joses maka si Ya'kub dakayo' iya bata' le'. 
MRK.15.41	Manga danda itu bayi me' paumpig ma si Isa ngadjalan iya waktu kamahi' na le' ma lahat Jalil. Heka isab manga danda saddi may'an, aa bayi me' ma iya tudju ni Awrusalam.
MRK.15.42	'Llaw Pagsakap ko' ian, hati na dangallaw dahu min 'llaw Sabtu'. Jari itu, pagkohap peen 'llaw ian, 
MRK.15.43	takka pay'an si Yusup aa min kalumaan Arimati. Dakayo' maas iya ma Palhimpunan, aa pig-addatan. Tuyu' asal iya ngagaran waktu pamabōtang parinta Tuhan. Sakali magtawakkal iya paalōp ni si Pilatu ngamu' patay si Isa. 
MRK.15.44	Inu-inu si Pilatu pagka take na matay na si Isa. Linganan uk na kapitan bo' tiyaw na bang bannal matay na si Isa. 
MRK.15.45	Pagtake si Pilatu ma lapal kapitan in si Isa matay na, jari diyulan uk na si Yusup ngallo' patay na. 
MRK.15.46	Malli si Yusup kakana' panaput bo' pireyo' uk na patay si Isa min diyata' hag bo' iyampa siyaput uk na. Puwas hi' pibōtang uk na ma diyōm pagkubulan bayi kiyalihan ma diyōm pampang batu bo' giyulungan uk na batu panaplōk bo' lowang hi'. 
MRK.15.47	Ian nganda'-nganda' si Mariyam min Magdala maka si Mariyam ina' si Joses, bo' tanda' uk sigam bang maingga pangubulan si Isa.
MRK.16.1	Palabay peen 'llaw Sabtu', ian si Mariyam aa Magdala maka si Salome maka si Mariyam ina' si Joses malli laksi' maka 'nsallan pahamut pamalihala' sigam ma mayat si Isa. 
MRK.16.2	Manjari pagkallat 'llaw Ahad, bo' subu-subu tōōd, pahi' sigam ni pagkubulan. 
MRK.16.3	Magbissala na peen sigam ma labayan. Uk na hi', “Sayi baha' nganggulungan batu panaplōk lowang hi' bo' kitabi makasōd?” Mehe asal batu ian. 
MRK.16.4	Pagtakka sigam pay'an tanda' uk sigam batu hi' bayi giyulungan. 
MRK.16.5	Jari pasōd sigam ni diyōm lowang kubul bo' niya' tanda' uk sigam dakayo' lalla bata' le', magjuba pote', ningko' tampal ni katau. Magtuwi sigam kiyōblaan tōōd.
MRK.16.6	Uk lalla itu ma sigam, “Daa kaam tiyāw. Katauhan ku, iya peha bi si Isa aa Nasaret iya bayi liyansang ni hag piyatay. 'Nsa' na iya ma itu. 'Llum na iya pabing min kamatay na. 'Ndaun bi bayi pamalegehan iya. 
MRK.16.7	Na, pahi' na kaam,” uk na, “mo lapal itu ni manga mulid na maka ni si Petros. Uk bi ni sigam, ‘Parahu du iya min kaam ni lahat Jalil. Mahi' du kaam nganda' ma iya sali' bayi halling na ma kaam.’ ”
MRK.16.8	Manjari paluwas manga danda hi' bo' paragan sigam min kubul. Midpid asal sigam sabab min kōbla' sigam. 'Nsa' niya' halling sigam ni sayi-sayi sabab tiyāw sigam.
MRK.16.9	Na, 'llum peen si Isa pabing min kamatay na ma dayi'-llaw Ahad ian, magtuwi iya magpanda' dahu ni si Mariyam danda min Magdala, iya bayi piluwasan uk na pitu' sayitan. 
MRK.16.10	Manjari si Mariyam itu bayi pahi' ni manga mulid si Isa ma'-ma' ma sigam. Ian asal sigam magkarukkaan maka magtangis. 
MRK.16.11	Suga' biyaan peen sigam uk si Mariyam in si Isa 'llum maka bayi kono' tanda' na, 'nsa' sigam kahagad ma iya.
MRK.16.12	Puwas hi' paluwas isab si Isa ni duwangan mulid na pasalta' sigam mangngan tudju karehan, bo' saddi dagbōs na. 
MRK.16.13	Manjari pabayik duwangan mulid hi' ni Awrusalam ma'-ma' ma manga sehe' sigam. Suga' iya du sigam 'nsa' kahagad uk kasehean ian.
MRK.16.14	Puwas hi' paluwas na si Isa ni mulid na sangpu' kadda pasalta' peen sigam mangan. Pihallingan sigam uk na sabab 'nsa' sigam ngahagad maka tuwas kok sigam. 'Nsa' sigam baya' magkahagad minsan sigam biyaan uk manga aa bayi makanda' si Isa 'llum na pabing min kamatay na. 
MRK.16.15	Manjari missala iya ni sigam, uk na, “Pahi' kaam ni sabarang lahat ma kalohahan dunya bo' nasihatun bi lapal hap itu ni manusiya' kamemon. 
MRK.16.16	Sayi-sayi magkahagad sampay piyandi tanda' in sigam mangandōl ma aku,” uk si Isa, “lappasan du iya saumul-umul. Suga' sayi-sayi 'nsa' magkahagad, pibōtangan du iya hukuman Tuhan. 
MRK.16.17	Manga aa mangandōl ma aku kabuwanan du kawasa maghinang manga hinang makainu-inu. Makapakallo' du sigam manga sayitan sabab min kawasa ōn ku. Makabissala isab sigam ma manga bahasa saddi 'nsa' bayi kitauhan uk sigam. 
MRK.16.18	Bang sigam ganta' makaantanan so, atawa makainum ayi-ayi makamula, 'nsa' du makainay ma sigam. Maka bang piabut tangan sigam ni aa taga saki kaulian du manga aa ian.”
MRK.16.19	Manjari itu, ubus peen si Panghu' Isa bayi magbissala maka manga mulid na, tabo iya paangkat tudju ni sulga' bo' ningko' iya ma bihing Tuhan sakap ni katau, ma tingkoan bangsahan. 
MRK.16.20	Jari mangngan na manga mulid na magnasihat ma sabarang lahat. Tiyabangan sigam uk si Panghu' Isa, biyuwanan sigam barakat maghinang manga hinang kawasahan bo' supaya kitauhan in pandu' sigam asal bannal.
MRK.16.20	Tammat
LUK.1.1	Asal heka aa bayi nulat pasal kamemon bayi tahinang ma diyōman kami. 
LUK.1.2	Iya siyulat uk sigam ian iya bayi pangalapal ni kami uk manga aa bayi makanda' kahinangan si Isa sataggōl min katagna', maka sigam itu bayi magnasihat isab ma palman Tuhan. 
LUK.1.3	Na, tuwan Teyopilus, pagka tapaliksa' ku pahap kamemon bayi tahinang itu sataggōl min katagna' na, tapikil ku in aku isab wajib nulatan kau ma pasal na. Subay usul ku min katagna' na sampay ni katapusan na 
LUK.1.4	bo' supaya katauhan nu kasabannalan na tōōd pasal kamemon bayi pamandu' ma kau.
LUK.1.5	Salaitu iya tagnaan na: ma timpu le' bayi pagsultan si Sultan Herod ma lahat Yahudiya niya' imam iyōnan si Jakariya. Dakayo' imam iya ma tumpukan manga imam me' maka si Imam Abiya. Iya du handa na si Elesabet, min panubu' kaimaman isab sabab tubu' min si 'Mbo' Harun. 
LUK.1.6	Bōntōl sadja sigam duwangan ma panganda' Tuhan. Biyōgbōgan uk sigam sara' na maka panohoan na kamemon ma 'nsa' niya' sā' na. 
LUK.1.7	Suga' 'nsa' sigam taga anak sabab 'nsa' makaanak si Elesabet, maka toa na sigam duwangan.
LUK.1.8	Jari itu niya' dakayo' 'llaw paghinang si Jakariya maka kasehean na ma langgal pagkulbanan, bo' si Jakariya na paganti' mag-imam. 
LUK.1.9	Iya addat manga imam hi' subay magkoot ōn bo' kitauhan bang sayi iya pene' nugtug kamanyan tudju ni Tuhan. Jakariya iya tapene' pasōd ni diyōm langgal Tuhan hi'. 
LUK.1.10	Maka heka aa magtipun may'an ma halaman langgal nambahayang ma waktu panugtug kamanyan hi'. 
LUK.1.11	Jari niya' panyata' ni iya dakayo' malaikat min Tuhan nangge ma bihing panugtugan kamanyan, ma bihing na ni katau. 
LUK.1.12	Pag'nda' si Jakariya ma malaikat, magtuwi iya kiyōblaan maka tiyāw. 
LUK.1.13	Suga' halling malaikat ni iya, uk na, “Daa kau tiyāw, Jakariya, sabab take uk Tuhan iya bayi amu' nu iyu. In handa nu si Elesabet nganak du dakayo' anak lalla, bo' si Yahiya iya pangōn bi ma iya. 
LUK.1.14	Mehe du kakōgan bi, maka heka aa isab kiyōgan bang iyanakan na si Yahiya hi'. 
LUK.1.15	Sabab pilangkaw du iya ma panganda' Tuhan. 'Nsa' du iya nginum ayi-ayi makalango. Sataggōl min 'llaw panganak ma iya kahōpan asal iya uk Nyawa Sutsi. 
LUK.1.16	Maka heka manga aa Israil tabo na du magtaat pabing ni Tuhan iya pagpanghuan sigam. 
LUK.1.17	Anak nu si Yahiya itu parahu du min Panghu'. Kapag-agihan iya uk Nyawa Sutsi sali' si Nabi Eliyas ma awwal jaman hi', maka pisukuan iya barakat isab sali' bayi ma si Eliyas hi'. Manga maas maka anak sigam bayi magsagga', pipaghap du uk na. Sampay manga aa bayi mabiyal ma panohoan Tuhan, tabo du uk na mindahan pikilan sigam ni pikilan bōntōl. Pisakap uk na manga aa bo' mammōs na bang takka Panghu' sigam.”
LUK.1.18	Uk si Jakariya ni malaikat hi', “Salaingga katauhan ku in bissala nu iyu bannal? Toa na aku maka handa ku toa isab.”
LUK.1.19	Iya sambung malaikat hi', uk na, “Aku itu si Jibrail. Aku iya nangge ma haddarat Tuhan. Bayi aku siyoho' uk na paitu missala ni kau masampay lapal hap itu. 
LUK.1.20	Pake kau. Pagka kau iyu 'nsa' magkahagad ma bissala ku, ngumaw du kau. 'Nsa' kau makabissala min 'llaw itu sampay tahinang bayi pangalapal ku ma kau. Hangkan salaihi', sabab 'nsa' kau magkahagad ma bayi lapal ku ma kau, iya lapal tantu katumanan du bang taabut waktu na.”
LUK.1.21	Sabu peen ian hi' ngagad kahekahan aa hi' ma si Jakariya. Inu-inu sigam bang ayi kataggōlan na ma diyōm langgal hi'. 
LUK.1.22	Taabut peen iya paluwas 'nsa' na iya makabissala ma sigam, hangkan kitauhan uk sigam niya' bayi pinyata' ni iya ma diyōm langgal ian. Ninyal sadja iya ma sigam sabab 'nsa' na iya makapaluwas bissala.
LUK.1.23	Manjari, ubus peen waktu paghinang na ma diyōm langgal pagkulbanan hi', magtuwi iya mowe' ni lahat na. 
LUK.1.24	Taggōl-taggōl peen minnihi' battōng na si Elesabet bo' ma diyōm limam bulan 'nsa' iya bayi magluwas-luwas min diyōm luma'. 
LUK.1.25	Uk na, “Hap tabang Tuhan ma aku. Kapakalloan na uk na kaiyaan bayi pamakaiya' aku uk manga pagkahi ku, sabab tiya' na aku song taga anak.”
LUK.1.26	Taabut peen 'nnōm bulan ma si Elesabet, siyoho' uk Tuhan malaikat na si Jibrail pahi' ni dakayo' kalumaan ma lahat Jalil iyōnan Nasaret. 
LUK.1.27	Siyoho' iya panyata' ni dakayo' budjang, ōn na si Mariyam. Si Mariyam itu magtunang maka si Yusup, dakayo' panubu' si Sultan Daud iya bayi sultan bangsa Israil ma awwal jaman. 
LUK.1.28	Pagpahi' malaikat hi' ni si Mariyam, uk na ni iya, “Assalamu alaykum. Mehe kahapan Tuhan ma kau, Mariyam. Kau iya tapene' uk Tuhan.”
LUK.1.29	Suga' pagtake peen itu uk si Mariyam magtuwi sasaw pikilan na, bo' pikil-pikil uk na bang ayi hati na hangkan iya bissalahan salaihi'. 
LUK.1.30	Manjari halling malaikat ni iya, uk na, “Daa kau giyawa, Mariyam, sabab kasulutan Tuhan ma kau. 
LUK.1.31	Pake kau. Song kau battōng. Nganak du kau lalla bo' si Isa iya pangōn nu iya. 
LUK.1.32	Bangsahan du iya tōōd, iyōnan du iya Anak Tuhan Mahatinggi. Pibōtang iya magsultan uk panghu' Tuhan, sali' bayi kapagsultan 'mbo' na si Daud ma masa awwal hi'. 
LUK.1.33	Bo' magsultan du iya ma bangsa Israil, iya panubu' si Ya'kub, sampay ni kasaumulan. 'Nsa' du patōbtōb pagsultan na.”
LUK.1.34	Uk si Mariyam ni malaikat, “Salaingga paniya' iya uk nu iyu, sabab masi le' aku budjang?”
LUK.1.35	Iya sambung malaikat, uk na, “Patakka du ni kau Nyawa Sutsi maka kalandungan kau uk barakat Tuhan Mahatinggi, hangkan sutsi du onde' iya iyanakan uk nu bo' iyōnan iya Anak Tuhan. 
LUK.1.36	Intōmun isab kampung nu si Elesabet. Battōng iya buttihi' minsan toa na. Kannōm na bulan ma iya, iya bayi iyōnan danda 'nsa' makaanak. 
LUK.1.37	Sabab bang ma Tuhan 'nsa' niya' hunit,” uk malaikat hi'.
LUK.1.38	Jari halling si Mariyam, uk na, “Aku itu sosohoan Tuhan. Maglilla' du aku ma pama' nu iyu.” Magtuwi pakallo' malaikat hi'.
LUK.1.39	Na, 'nsa' taggōl minnihi', magsakap si Mariyam bo' parayi'-dayi' pahi' ni dakayo' kalumaan ni de ma hi' ma lahat Yahudiya. 
LUK.1.40	Pagtakka na pahi' magtuwi iya pariyata' ni luma' si Jakariya bo' siyum uk na si Elesabet hi'. 
LUK.1.41	Take peen uk si Elesabet bissala si Mariyam, magtuwi magsikal na onde' ma diyōm battōng na bo' kahōpan iya uk Nyawa Sutsi. 
LUK.1.42	Missala iya pakōsōg ma si Mariyam, uk na, “Kau iyu kabuwanan kahapan uk Tuhan labi min danda kamemon ma dunya itu. Damikkiyan du isab onde' iya song iyanakan uk nu, maglabi-labi isab kahapan iya pamuwan ma iya. 
LUK.1.43	Angay aku subay pimehe uk ina' Panghu' ku, pagka tiya' iya nibaw ma aku? 
LUK.1.44	Pagtake ku ma bissala nu sini' magtuwi onde' ma diyōm battōng ku itu magsikal tōōd sabab kiyōgan na. 
LUK.1.45	Mehe kahapan nu sabab magkahagad du kau in palman Tuhan ma kau tiyuman du.”
LUK.1.46	Manjari halling si Mariyam, uk na,
LUK.1.46	“Sanglitan ku Tuhan min diyōm atay ku.
LUK.1.47	Kiyōgan aku ni Tuhan iya ngalappas ma aku.
LUK.1.48	Sabab taintōm uk na aku, dakayo' sosohoan na deyo' pangatayan na.
LUK.1.48	Puwas min 'llaw itu bista uk aa kamemon,
LUK.1.48	in aku asal danda bayi pisukuan kahapan,
LUK.1.49	sabab makainu-inu kahinangan Tuhan Kawasa iya panabang na ma aku.
LUK.1.49	Asal iya landu' sutsi.
LUK.1.50	Maase' iya ma sasuku magpamehe ma iya
LUK.1.50	min panubu' dakayo' sampay ni dakayo'.
LUK.1.51	Pindaan uk na kawasa na ma manga kahinangan na,
LUK.1.51	bo' pigkawukanat uk na manga aa abbuhan maka paggara' sigam.
LUK.1.52	Pikalloan uk na manga sultan min pagsultanan sigam,
LUK.1.52	maka aa deyo'-deyo' pilangkaw uk na.
LUK.1.53	Manga aa tiksa' biyuwanan uk na lidjiki' heka,
LUK.1.53	maka aa dayahan pipowe' uk na ma 'nsa' niya' tabo sigam.
LUK.1.54	Tatuman uk Tuhan bayi janji' na ma ka'mbo'-mboan tabi,
LUK.1.54	hangkan tiyabang uk na sosohoan na, iya bangsa tabi Israil.
LUK.1.55	Bayi iya nganjanji' ma si Ibrahim in iya subay kaasean na saumul-umul.
LUK.1.55	Damikkiyan na isab kitabi panubu' na.”
LUK.1.56	Na, kulang-labi tallum bulan iya kahanti' si Mariyam ma si Elesabet bo' iyampa mowe'.
LUK.1.57	Taabut peen 'llaw panganak si Elesabet, jari nganak iya lalla. 
LUK.1.58	Pagtake peen uk manga kampung maka lungan si Elesabet pasal mehe kahapan Tuhan ma iya, magbe' sigam maka iya kiyōgan.
LUK.1.59	Na, pagka walu' 'llaw na onde' ma luwasan, magtipun manga aa ian mag-islam ma iya. Arak iya iyōnan si Jakariya uk sigam, sali' ōn 'mma' na, 
LUK.1.60	suga' ngalāng ina' na. Uk na, “Daa. Subay iya iyōnan si Yahiya.”
LUK.1.61	“Angay?” uk sigam. “'Nsa' niya' min lung-kampung nu iyōnan si Yahiya.” 
LUK.1.62	Manjari ninyal sigam ni 'mma' onde' ian bang ayi kabayaan na pangōn ma onde' ian.
LUK.1.63	Ninyal isab si Jakariya ngamu' panulatan bo' salaitu iya panulat na: “Ōn na si Yahiya!” Inu-inu makalandu' manga aa ian kamemon. 
LUK.1.64	Saruun-duun du makabissala si Jakariya pabayik maka siyanglitan uk na Tuhan. 
LUK.1.65	Takkahan tāw manga lung-kampung di si Jakariya, maka habal pasal bayi tahinang ian patanyag na peen ni kare-rehan lahat Yahudiya hi'. 
LUK.1.66	Sasuku isab makake habal ian magpikilan tōōd. Uk sigam, “Ayi baha' pangangganta' Tuhan ma onde' ian?” Sabab pasti' in onde' ian kaniyaan barakat uk Tuhan.
LUK.1.67	Manjari si Jakariya, 'mma' si Yahiya hi', bayi kahōpan uk Nyawa Sutsi bo' piluwas uk na palman Tuhan, uk na,
LUK.1.68	“Sanglitan tabi Panghu', iya pagtuhanan bangsa tabi Israil.
LUK.1.68	Sabab na paitu na iya nabangan kitabi manga aa suku' na bo' piyuwasan na kitabi uk na min kasigpitan.
LUK.1.69	Biyuwanan du isab kitabi uk na aa makagaōs ngalappas ma kitabi.
LUK.1.69	Tubu' du aa itu min si Sultan Daud iya bayi sosohoan Tuhan hi'.
LUK.1.70	Janji' Tuhan ko' itu, bayi pilatun uk manga nabi na sutsi.
LUK.1.71	Iya uk janji' hi', in kitabi piyuwasan du uk na min manga banta tabi,
LUK.1.71	sampay min pangantanan manga aa bansihan kitabi.
LUK.1.72	Uk Tuhan isab in bayi ka'mbo'-mboan tabi ian kaasean na du,
LUK.1.72	maka tuman na du bayi janji' na pagsulutan na maka sigam.
