MAT.1.1	Jisu Krista ni phagararao ni greng: bo David ni basa, ar David, Abraham ni basa.
MRK.15.27	Makhao mithim gini khebo bonsi Jisu jang baosi dikpha ba, boni yaoda gede saosi ar yaosi gede saosi. 
MRK.15.28	Odelei ning Madai ni grao hade, Bobo phaphirao jang baosi sainpha jao kha thiyaba grao sophai ba.
MRK.15.29	Odehe, thangyarao phaiyarao nuhi, bokhro thingkhrai dada, musu ba, Yao, ning ning Madai khoh khe saintham ni bising ha dangphin ma thiyaba! 
MRK.15.30	Duha ning jarkhe sogo hi kross ni phrang nakhai bu sang.
MRK.15.31	Odelei ning Jonthairao jang Dara khe slingriyarao Jisukhe mlaohi thi ba, Bo malai khe sogo phu du, jar khe la sogo phuya. 
MRK.15.32	Jing nuhi lonphu mane Messiah, Israelraoni Raja duha kross ni phrang akhai bu thing, thihi bonsi thi ba.
MRK.15.32	Bo jang baosi gini dikpha jaoyababo bokhe musu ba.
MRK.15.33	Odehe, sainjer bubli magin phrang sainbli ni bubli matham sosi mulug andar ja ba. 
MRK.15.34	Bubli matham ha Jisu bak jang jirik khao hi, Eloi, Eloi, Lama sabakthani (boni ortho de ‘Ani Madai, Ani Madai, snadi jabani ning angkhe dangkhlai ba’?)
MRK.15.35	Oraha songhi dongyarao gejesi khnahi thi ba, Khna sang, bo Elija khe long ba se. 
MRK.15.36	Bonsini bising ha saosi subung khai phalang dada grep bidih khe jemyaba sponj lang hi goda buju ha khepre dada, bo Jisuni khujer ha sugu hi bone ling riba, ar thi ba, Jon kho, Elija bokhe dikhlai mane phai nang na phaiya jing nai nang.
MRK.15.37	Jisu bak jang jirik khao dada hang jam kha.
MRK.15.38	Madaikhoh bising ha dimphongyaba rih phi gin khlaihi basao ni phrang bakhla sosi jigao lang la ba. 
MRK.15.39	Boni rogong ha songhi dongyaba siphaiyarao ni hoja, bo olei thiba khe nuhi bo thi ba, Gibi jang ebode Madai ni basa se.
MRK.15.40	Odehe, gajain ni phrang masainjik buthu bo naihi dong ba. Bonsi ni bising ha Mari Magdalin, gidi daoyaba Jakob ar Josep ni buma Mari ar Salomi bonsi ni bising ha dong ba. 
MRK.15.41	Jisu Galili rajiha dongbaha bo jang baosi rikbaipha dada khusi dang juruyarao ar masainjik gabang Jerusalem ni phrang phai phayaraobo oraha dong ba.
MRK.15.42	Sainblibo ja kha ode Lenggo basain ni khlai hi, salai hi deng mani bubli bo jakha, 
MRK.15.43	Boha, Arimathai nolei ni bisardar, man gnangyaba Josep, Madai ni raji khe asa khlai hi dongyaba subung, khinya hi Pilat niha hapsing dada Jisu ni manggathi khe sain ba. 
MRK.15.44	Pilat Jisu srap thih bani grao khe khna hi hamsisi gmang ba. Bo siphaiyarao ni hoja khe longha hi thihba lao kha na laoya thihi bokhe sing ba. 
MRK.15.45	Siphaiyarao ni hoja ni phrang grao khe khnaba ni yaohonha manggathi khe Josep ne ri kha. 
MRK.15.46	Josep rih miyao dudu barai hi, manggathi khe dekhlai dada rih miyao dudu ha merai hi longthaima khe jaoyaba mangkhlong ha thu ri ba, ode mangkhlong derga khe longphlai jang khlip phung ba. 
MRK.15.47	Mari Magdalin ar Josep ni buma Mari Jisu ni manggathi thu riyaba khe naihi ning dong ba.
MRK.16.1	Lenggo Basain jamba ni yaohon ha Mari Magdalin, Jakob ni buma ar Salomi bonsi khrip Jisu ni manggathi khe hu mane muli midim khe barai ba. 
MRK.16.2	Odehe, basain sain sni ni basain sagangthao ha, sain baigo bani yaohon ha bonsi mangkhlong ha thang ba. 
MRK.16.3	Bonsi masainjikrao thangsai baha sainlai ba, Sere jinthane mangkhlongni longthai derga gedeba khe disai ri nang? 
MRK.16.4	Ode, bonsi naihaba ha, longthai disai jaohi dongba khe nuha ba. 
MRK.16.5	Bonsi mangkhlong ni bisingha hapba ha naga saosi, rih guphu phin dada yaoda gede khamba khe nu ba, bonsi hamsi ning khin kha.
MRK.16.6	Thikhabo, bo thi ba, Da khin, dikphayaba Nazareth Jisu khe nisi smaiba thihi ang mithi du. Bode baijaphin kha. Bo eraha giri kha, bokhe thu riyaba khe naila phai. 
MRK.16.7	Odebani duha nisi thang hi boni yaohon rikphayarao ode Peter niha sainthi lah. Bo nisi niha sainthi ba lai, Galili raji gede nisi ni sagang ha thang kha, oraha bokhe nisi nu nang.
MRK.16.8	Gmanghi khinhi mangkhlong ni phrang khailang kha. Bonsi khin bang bani saosi niha bo musi thiya.
MRK.16.9	Lenggo Basain phorongma ha Jisu baijaphin bani yaohon ha sagangthao bo Mari, boni sao bising ni phrang bese gusu masni khe rikkhlaiyaba saosi niha bo nujao ba. 
MRK.16.10	Bo masainjik thang dada boni lugurao niha khna ri ba. Bonsi waimu dukhu nang hi gra ba. 
MRK.16.11	Bo masainjik bonsi niha bode baijaphin kha ang nu ba, thihi khna ri khabo bonsi lonya.
MRK.16.12	Boni yaohonha, bonsini bising ha subung gini nolei gede thangba ha mukhang gibin khlai hi nujao ba. 
MRK.16.13	Bonsi gini thangphin hi boni yaohon rikphayarao niha sainthi khabo, bonsi londaoya.
MRK.16.14	Odehe, yaohonthao ha, boni yaohon rikphaya jhiseh, makham jihi kham laiba ha, Jisu bonsi niha nujao ba, ar bo baijaphin bani sainthiyarao ni grao khe khna hi lonya bani bonsi khe jophlung ba. 
MRK.16.15	Bo bonsi khe thi ba, Nisi khrip habsao ha thanghi khrip sangsai jaoyaba buthu niha hamba graojma khe sainthi lah. 
MRK.16.16	Sere bokhe lonhi baptisma la ha re, bo go nang; sere bokhe lonya re gajai jahi dongma se. 
MRK.16.17	Lonyarao ne gmang thaosisi khusi dang mane raothai ri nang. Bonsi ani bumu jang bese gusu buthu khe rikkhlai nang. Bonsi gmang thaosisi grao jo nang. 
MRK.16.18	Jbu buthu khebo yao jang rem khabo, thiginyaba bis khe ling khabo musi ja nang niya. Bonsi limyarao sayarao ni basaoha yao deng nang ar bonsi ham lang la nang.
MRK.16.19	Gabra Jisu bonsi niha grao jo blai bani yaohonha bo sorgo ha sugu langjao dada Madaini yaoda gede khamhi kha. 
MRK.16.20	Odehe, yaohon rikphayarao khrip bo rajiha thanghi grao sainthi phalang kha, ode Gabra bonsi jang khusi dangpha ba, ar gmang thaosisi yaoblai jang bonsi sainthiyaba grao gibi thihi phnu ba. Amen.
LUK.1.1	O Mayani Theophil,
LUK.1.1	Jini bisingha japhaiyaba grao khe gabang subung rebma bao ba. 
LUK.1.2	Jenba ni phrang ebo buthu khe nuyarao ar boni khusi dangyaba ni graojma jini ha sainthiyaba khe reb ba. 
LUK.1.3	Odebani, ebo buthu khe hamsisi khlai hi nai dada jenba ni phrang yaohonthao sosi, ninthane reb khade ham nang thihi ang bao ba. 
LUK.1.4	Sagang ha ninthane, bonsi riyaba grao khe, gibi ning thihi ning tharmaihi buji mani khlai hi ang reb ba.
LUK.1.5	Juda rajiha, Herod Raja khamba ha, Abijah dol ni subung Zakaria thiyaba jonthai saosi dong ba. Bo Aron ni greng khe noh ja ba. Boni bihih ni bumu Elizabeth se. 
LUK.1.6	Bonsi gini jang Gabra ni muh ha hamba subung se. Odebani, Gabra ni dara disa khe hamsisi manihi dong ba. 
LUK.1.7	Elizabeth sagrima jabani, sasik maiya. Bonsi gini bo grasa grajik ja kha.
LUK.1.8	Zakaria nalai dangba lai sainsi khali Jonthai ni khusi dang mane Madaikhoh ha hap ba. 
LUK.1.9	Odehe, Jonthai ni dara ha dongba lai, Gabra ni bikhoh ni bising ha hap hi bahai midim sao mane sama naiba ha boni saoha galai ba. 
LUK.1.10	Bo duna saosaiba ha baji ha subung buthu Madai bi ba. 
LUK.1.11	Gabra ni sorgo degla masi nujao phai ba, ode Madai huthan ni yaoda gede songpha phai ba. 
LUK.1.12	Zakaria bokhe nu dada, waimu nang ba. Odehe hamsi ning khinbo khin ba. 
LUK.1.13	Thikhabo, sorgo ni degla bokhe thi ba, Zakaria, da khin, Madai ning biyaba khe khna kha. Nini nohbrajik Elizabeth ninthane basa saosi mai ri nang. Ning bokhe Johan thihi bumu deng lah. 
LUK.1.14	Bo hajai bani ning hamsi ning khaja nang, ode subung buthu gabang khaja nang. 
LUK.1.15	Bede thikhade, bode Gabrani sagang ha subung gedeba ja nang. Bo grep bidih ar ju musi khebo ling nang niya. Hajaiya sani sagang ha ning Bese Gathar jang gablai ba se. 
LUK.1.16	Bode Israelrao ni bising ha gabang subung khe jarni Gabra Madai niha khah phin rihi labuphin nang. 
LUK.1.17	Bupharao ni khah khe basathu nihah phin phin ri nang. Ode, subung grao maniyayarao khe girikyarao ni gede phin phin ri mani Gabrani khlai hi subung buthu salai hi deng mani, Elija ni bese jang khusi dang phu mani Gabra ni sagang ha bo thang da ma.
LUK.1.18	Zakaria degla khe thi ba, Bede khlai hi ang tharmai phu nang? Ang bo grasa ja kha, ani nohbrajik bo grajik ja kha.
LUK.1.19	Degla bokhe thiphin ba, Ang ning Gabriel, Madai ni sagang ha songyaba. Ebo hamba graojma khe sainthi mane angkhe haiha ba. 
LUK.1.20	Khna lah, bubli sophai ginyaba grao khe ning lonya bani, boni grao sophaiya si ning grao jophuya hi thao ma.
LUK.1.21	Zakaria khe subung buthu jonhi dong ba. Bikhoh bising ha budu lao bang bani bonsi hamsi ning gmang lai ba. 
LUK.1.22	Bo baigo buba jang, grao jophuya kha. Odebani bikhoh bising ha nujaoyaba nu ba thihi bonsi tharmai ba, ode bo yao jang se grao jo si ba.
LUK.1.23	Bo jonthai ni khusi dangblai hi jarni noh gede thangphin kha. 
LUK.1.24	Khaisa yaohon ha, boni nohbrajik Elizabeth sao khonggin ja kha, ar nokha dain bowa noh niphrang baigoya hi dong ba. 
LUK.1.25	Duhade subung ni sagang ha musi jajaoya mane ani laji khe Gabra lang la kha, bo thi ba.
LUK.1.26	Odehe, Elizabeth sao khonggin daindo soba ha, Madai jarni degla saosi Gabriel thiyaba khe Galili raji ni nolei masi, Nazareth thiyaba ha, 
LUK.1.27	mala gathar saosi niha haiha ba. Bode David ni sarik surik, Josep thiyaba jang noh jamane sandi dangseng hi dengyaba se. Bo mala ni bumu Mari se. 
LUK.1.28	Degla boni ha phai hi thi ba, Juthai, nini ha santi dong thing. Ning jang Gabra dongpha du. Ninthane hamsi ning hamthai bo riha du.
LUK.1.29	Mari de olei sainthiyaba grao ni khlai hi hamsi ning khah waimu nang hi, Ebo khlimthai la sumjadi khlimthai ja kha thi hi bo khah ha bao ba. 
LUK.1.30	Degla bokhe thi ba, Mari, da khin, Madai ning khe nangjao du. 
LUK.1.31	Khna lah, ning sao khonggin jahi basa miyah mai nang, boni bumu Jisu thihi ning deng la nang. 
LUK.1.32	Bode subung gede ja ma. Judao thaoyaba Madai ni Basa thijao ma, ode Gabra Madai bokhe boni phagara David ni khamthan khe ri ma. 
LUK.1.33	Ode, Jakob ni sarik surikrao ni basao ha thaoglao jang bo Raja ja nang. Boni raji jam nang niya.
LUK.1.34	Mari degla niha thi ba, Bede khlai hi olei ja phu ma? Ang la basai ning maiya kho?
LUK.1.35	Degla boniha thiphin ba, Bese Gathar nini basaoha akhai phai nang, ar judaothao ni raothai jang nini basao ha sainkhlim ja nang. Odebani hajai phaiginyaba nana de subung gathar, Madai ni basa thijao ma. 
LUK.1.36	Nai lah, nini sengphongjik Elizabeth bo, grajik jaba ni yaohon ha duha sao khonggin ja ba daindo ja kha. 
LUK.1.37	Madai ni khlai hi dang phuyayaba khusi musi bo giri.
LUK.1.38	Odehe, Mari thi ba, Angde Gabrani lengjik se. Ning thiba lai ning ani basao ha sophai thing. Ode sorgoni degla thang la kha.
LUK.1.39	Boni yaohon ha, Mari de salai dada Juda raji ni nolei masi ha sangga thang kha. 
LUK.1.40	Bo Zakaria ni noh ha hap dada Elizabeth khe khlim ba. 
LUK.1.41	Mari khlimba ni khurang khe khna hi, Elizabeth ni hoh bising ha nana dongyaba mao kha. Ode, Elizabeth niha Bese Gathar gablai ba. 
LUK.1.42	Bo bol jang jirik khaohi thi ba, Masainjikrao ni bising ha nini khophal hamdao thao. 
LUK.1.43	Ani Gabra ni buma ani ha phaiba la sumjadi ni grao kho? 
LUK.1.44	Ning khlimyaba khurang khe khnaba jang ani bohoh bising ha dongyaba nana baijlom kha. 
LUK.1.45	Gabra boni ha grao sainthiyaba khe sophai ma thihi lon bani, boni khophal hambi.
LUK.1.46	Mari thi ba,
LUK.1.46	“Ani khah ha Gabra khe bakhan khlai du,
LUK.1.47	Ani bese sogoyahba Madai ni khlai hi ang khaja du!
LUK.1.48	Bede thikhade, bode boni lengjik khasi daothaoyaba khe wainso du.
LUK.1.48	Duha ni phrang khrip subung buthu ang khe khajayaba thi ba.
LUK.1.49	Raodaoyaba Madai anthane khusi gede dang ri kha,
LUK.1.49	Boni bumu bo gathar se.
LUK.1.50	Bokhe khin hi dongyarao ni basaoha
LUK.1.50	Jug jug khasaoma phnu nang.
LUK.1.51	Bo jarni yao ni bol khe phnu kha,
LUK.1.51	ar bonsini khah ha baoyaba sanggama buthu khe bo dra dri khlai kha.
LUK.1.52	Bo Raja gedebarao khe nekhlai hi,
LUK.1.52	Gibin jadi khasiyarao khe sugu kha.
LUK.1.53	Hukhri jaoyarao khe hamba jimu jang hoh gablai ri kha,
LUK.1.53	Ode, gnangrao khe yao khongja khlai hi haiha kha.
LUK.1.54	Jini phagrarao niha bo grao hanggai ba lai,
LUK.1.54	Boni leng Israelrao khe naiso la kha.
LUK.1.55	Abraham ar boni sarik surik niha,
LUK.1.55	thaoglao jang boni khasaoma khe phnu nang”.
LUK.1.56	Mari Elizabeth ni noh ha daintham lai dong hi jarni noh ha thangphin la kha.
LUK.1.57	Elizabeth nana mai mani bubli sophai hi bo nana miyah mai kha. 
LUK.1.58	Boni noharirao ode hainthirao khna dada Gabra boni basaoha hamba khusi dang ri kha thihi hamsi ning bonsi bo jang khajapha ba.
LUK.1.59	Odehe sainjai so ba ha, nana khe bujuh raso mane bonsi phai ba. Bupha ni bumu lahi Zakaria thihi bonsi dengma bao ba. 
LUK.1.60	Thikhabo, boni buma thi ba, Niya, boni bumu Johan deng nang.
LUK.1.61	Bonsi Elizabeth khe thi ba, Elai bumu de nisini daphlungrao ni bising ha saosi bo giri kho! 
LUK.1.62	Odehe, bonsi boni bupha niha yao jang grao johi nana ni bumu khe sumjadi deng ma thihi sing ba.
LUK.1.63	Zakaria reb mane longthai bakhlap sain hi, oraha Boni bumu Johan se thihi reb ba. Bonsi khrip bo gmang lai ba. 
LUK.1.64	Boha ning khuh slai khru dada grao johi Madai khe bakhan khlai ba. 
LUK.1.65	Noharirao khinthar hi Juda raji ni nolei buthu ha bo grao gublung thar kha. 
LUK.1.66	Ode, khnayarao si khah ha baohi, bo grao khe sing ba, Ebo nana bede jahi thao nang? bonsi thilai ba. Gabra ni yao boni basao ha dongpha du.
LUK.1.67	Boni bupha Zakaria, Bese Gathar jang gablai hi dong ba. Bo edehe grao sainthi da ba:
LUK.1.68	“Gabra, Israel ni Madai khe bakhan jahi dong thing!
LUK.1.68	Bo jarni subungrao khe juru hi sogo kha,
LUK.1.69	Boni leng David ni sarik surik ni phrang
LUK.1.69	sogoma ni bogrong bo song ri kha.
LUK.1.70	Odehe, gada habo jarni gorasali ni khuh jang
LUK.1.70	grao hanggai ba lai jasosi,
LUK.1.71	Jini sotrurao, jing khe naisleyarao ni
LUK.1.71	yao ni phrang jing khe sogo kha.
LUK.1.72	Jini phagararao ni basao ha khasaoma phnu mani, ode
LUK.1.72	boni grao gathar khayaba khe wainso mani
LUK.1.73	Jini phagara Abraham niha
LUK.1.73	smai dang hi grao hanggai ba.
LUK.1.74	Bo jing khe sotrurao ni yao ni phrang sogo nang
LUK.1.75	Jing thanghi dongba ha ning, gathar jang ragaosisi dongphu mani
LUK.1.75	Boni muh ha bo jingkhe saikho ba.
LUK.1.76	Ode nanadao, ning khe judao thaoyaba ni gorasali thihi thi nang,
LUK.1.76	ar boni lama khe slam mane
LUK.1.76	Gabrani sagang ha ning thang nang.
LUK.1.77	Bonsi ni phap map jama ni
LUK.1.77	sogo jaomane grao khe mithi ri nang.
LUK.1.78	Jini Madai ni khasaoma jang
LUK.1.78	ar magain dik dikyaba basao ni phrang
LUK.1.78	sain baigo hi jini ha jnama ri nang.
LUK.1.79	Andar jang githi ni sainkhlim ha khamyarao
LUK.1.79	ar bonsini igah khe santhi ni lama gede hem ri mani basao ni phrang jnama sophai nang”.
LUK.1.80	Ansa dephalang hi juphalang hi sao jang bese gede raodao phalang ba. Odehe basain soya side Israel sarao niha nujaoya hi bo hajengling ha dong ba.
LUK.2.1	Bo bubli ha Kaisar Augasta, habsao raji khrip dongba si ha, khrip subung ni bumu khe rebkhu mane hukhum ri ba. 
LUK.2.2	Boha Suria raji ni Kurini latsap ni bubli ha bumu reb khu jen ba. 
LUK.2.3	Khripbo jar jar ni nolei ha bumu rebkhu jao mane thang ba.
LUK.2.4	Odehe, Josepbo David ni sarik surik ar greng se bani Galili raji ni nolei masi Nazareth ni phrang Judai raji ni David ni nolei Bethlehem thiyaba ha, 
LUK.2.5	Jar ni bihih Mari, sao khonggin jayaba khe langpha hi, bumu reb khu jao mane thang ba. 
LUK.2.6	Bonsi oraha dongba ha ning hajai mani bublibo sophai ba. 
LUK.2.7	Ode, hajai jenyaba basa sagra mai ba. Bokhe rih merai hi mihrung ha thu ri ba. Bede thikhade naorai thaothan ha bonsi dongthan maiya.
LUK.2.8	Odehe bo raji ni hathan masi ha gejesi melma raokhiyarao hor ha jarni melma khe raokhi hi dong ba. 
LUK.2.9	Gabra ni phrang degla masi, bonsi niha songpha phai ba, ode sersi giding bonsi niha sring sring jdanpha ba. Odebani bonsi hamsi ning khin ba. 
LUK.2.10	Thikhabo degla bonsi khe thi ba, Nisi da khin ar khna lah. Ang khrip jadi ni khlai hi khaja sisiyaba hamba graojma khe labuba se. 
LUK.2.11	Dini ha nisi ne khlai hi David ni nolei ha sogoyah Gabra Krista hajai kha. 
LUK.2.12	Odehe, nisi ni khlai hi mithi mani sin ebo se, nana khe rih merai hi mihrung ha thu riba khe nisi nuhi nang.
LUK.2.13	Boha ning, degla niha sorgo ni subung gabang nujao hi Madai khe edehe bakhan ri ba,
LUK.2.14	Judaothao ni Madai niha muima ja thing
LUK.2.14	Ode, habsao habo hamjaoyaba subungrao ni basaoha milima dong thing, thihi bonsi thi ba.
LUK.2.15	Deglarao sorgo ha thangla bani yaohon ha, melma raokhiyarao thi lai ba, Tha, jing Bethlehem ha thang nang, sumjadi japhai ba Gabra sainthiyaba grao khe naihi nang.
LUK.2.16	Ode, bonsi srap thang hi, Mari jang Josep, mih ni ahar riyaba mihrung ha nana thu riba khe bonsi nuhi kha. 
LUK.2.17	Melma raokhiyarao bokhe nuba jang nana ni basao ha degla sainthiyaba graojma khe bonsi niha sainthi ba. 
LUK.2.18	Khnayarao si melma raokhiyarao sainthiyaba grao khe khna hi gmang ba. 
LUK.2.19	Thikhabo, Mari ebo grao buthu khe khrip jarni khah bisingha deng ba. 
LUK.2.20	Melma raokhiyarao degla bonsi niha sainthiba lai jasosi nuhi bani Madai khe bakhan rihi bonsi thangphin la kha.
LUK.2.21	Sainjai so ba ha, bujuh raso bani basain so bani, bo sathip ha dongyaba ni ha degla bumu dengma saniba lai bumu khe Jisu thihi deng ba.
LUK.2.22	Odebani, Moses ni dara ha dongba lai bokhe thar mani basain sokha bani bokhe Jerusalem ha langpha hi thang ba. 
LUK.2.23	Gabra ni dara ni grao ha dongba lai hajai jenyaba basa sagra khede Gabrani khlai hi gathar se thihi reb ba lai. 
LUK.2.24	Gabra niha yaopha mani khlai hi daothu jorsi thikhabo, daophri basa magin thikhabo, Gabra ni dara ni grao ha reb ba lai labu hi bandai ri ba.
LUK.2.25	Bo bubli ha, Jerusalem ha subung saosi Simeon thiyaba dong ba. Bo dormo ni subung se. Bo Madai khe mani hi Israelrao khe sogo ri mane jon hi dongyaba se. Ar boni basaoha Bese Gathar dongpha ba. 
LUK.2.26	Gabra Krista khe nuya side thi nang niya thihi Bese Gathar jang bokhe mithi ri ba. 
LUK.2.27	Bese jang langpha jao hi, Simeon Madai khoh ha hap hiba. Dara ha dongba lai dang ri mane nana Jisu khe buma jang bupha labu ba ha, 
LUK.2.28	Simeon nana khe bam dada Madai niha hamjaoma ri ba:
LUK.2.29	Gabra, duhade nini grao lai,
LUK.2.29	nini leng khe khah santi jang haiha la ga.
LUK.2.30	Bede thikhala nini sogoyah khe
LUK.2.30	ani muthai jang nu la kha.
LUK.2.31	Ebo khe khrip jadi ni muthai ha
LUK.2.31	ning ning salai rihi deng ba.
LUK.2.32	Jentailrao nini ha nini jnama khe nuphu mani khlai hi
LUK.2.32	ar Israelrao niha nini muima japhu mane.
LUK.2.33	Nana ni basao ha grao thiyaba khe buma bupha gini jang hamsi ning gmang ba. 
LUK.2.34	Simeon bonsi khe hamthai ri dada boni buma Mari khe thi ba, Khna lah, ebo nana de Israelrao ni bising ha gabang subung buthu khuda mane ar sogo mane saikho ba. Ar malai jang siji jaomane sinbo phnu nang. 
LUK.2.35	Nini khah bo seng jang iphlaba lai sa ma se. Ode gabang subung ni khah khebo baothai phnu nang.
LUK.2.36	Ode, Asher jadi ni Phanuel ni bisik gorasali saosi, Anna thiyaba dong ba. Bo hamsi ning grajik jakha. Bo noh jahi basai jang maithai sni mang mang dongpha ba. 
LUK.2.37	Bo nokha maithai jang bisa bri maithai bri banjik jahi dong ba. Ar Madaikhoh khe garyahi nalaibo hoh khongja donghi bo Madai niha bi re. 
LUK.2.38	Ode, okhali ni basain ha ning bo phai dada Madai niha hamjaoma ri ba, ode Jerusalem khe sogo mane lonhi jonyarao niha khrip nana ni balam khe sainthi ba.
LUK.2.39	Gabra ni dara ha dongba lai khrip khusi khe dangblai bani yaohon ha bonsi Galili raji, jarni nolei Nazareth ha thangphin la kha. 
LUK.2.40	Nana de dedao phalang ba, ar raodao phalang hi bo girikthai jang gablai ba, ar Madai ni khasaoma boni basao ha dong ba.
LUK.2.41	Maithai phrong Jisu ni buma bupha Baiglai ni Mel mani mane Jerusalem ha thang re. 
LUK.2.42	Bo maithai jhigin soba ha dara ha dongba lai Baiglai ni Mel mani mane bonsi thang ba. 
LUK.2.43	Ode mel jamhi phaiphin ba ha, ansa Jisu Jerusalem ha dongthao la kha, bo khe buma jang bupha mithiya. 
LUK.2.44	Odebani, sainsi ni lama ha thang hi bonsi subung buthu ni bising ha ar lugurao ni dol ha ar basao mithiyarao niha bo khe smai hi nuya kha. 
LUK.2.45	Ode, bonsi bo khe nuyabani smai phalang hi Jerusalem gede thangphin kha. 
LUK.2.46	Saintham ni yaohon ha Jisu khe Madaikhoh bising ha bonsi slingriyarao ni gejer ha khamba khe nuhi ba, ar bonsini grao khe khnahi singbo sing ba. 
LUK.2.47	Bo joyaba grao khe khnayarao ar boni girikthai jang grao thiphinyaba khe khnayarao khrip bo gmang ba. 
LUK.2.48	Odehe, buma jang bupha, bo khe nuba jang hamsi ning gmang ba. Odebani, buma bo khe thi ba, Ani basa, sumjabani jing khe elai dukhu ri ba? Nai lah, napha jang ang waimu jang ning khe smai ba.
