MAT.1.1	Lhibro de l’ourige de Jasus Cristo, filho de Dabide, filho de Abraan.
MRK.6.47	Yá cun de nuite, l barco andaba ne l meio de l mar i el staba el solo an tierra. 
MRK.6.48	Al bé-los mui afergolhados a remar, puis tenien l aire contra eilhes, ende pula quarta dúnia de la nuite fui-se a tener cun eilhes, andando porriba l mar i querie-los arrepassar. 
MRK.6.49	Mas eilhes, quando l bírun a caminar porriba l mar, cuidórun que era ũa pantasma i gritórun, 
MRK.6.50	porque todos l habien bido i quedórun assustados. Mas lhougo falou cun eilhes i dixo-le: «Tenei cunfiança, sou you, nun téngades miedo.» 
MRK.6.51	Apuis chubiu-se ne l barco para an pie deilhes i l aire aplaquiou. Eilhes inda quedában muito mais admirados, 
MRK.6.52	puis nada habien antendido de l que se habie passado cul pan, porque l coraçon deilhes staba tapado.
MRK.6.53	Quando chegórun a tierra, benírun para Genesaré i ancostórun a la borda. 
MRK.6.54	Mal apenas habien salido de l barco, lhougo ls coincírun 
MRK.6.55	i correndo toda aqueilha region, ampeçórun a traier an padiuolas todos ls que tenien algun mal para adonde oubien dezir que el andaba. 
MRK.6.56	Adondequiera que antrasse, fura cidade, aldé ou lhugarico, ponien ls que stában malos nas praças i pedien-le que al menos le deixasse topar na franja de la sue bestimienta; i todos ls que le topában, quedában sanos.
MRK.7.1	Ajuntórun-se alredror de Jasus ls fariseus i alguns scribas que habien benido de Jarusalen. 
MRK.7.2	I bírun alguns deciplos del a quemer pan culas manos ampuras, quier dezir, sien las lhabar.
MRK.7.3	Ye que ls fariseus i todos ls judius nun cómen sien purmeiro habéren lhabado bien las manos, cunsante era la questume de ls antigos, 
MRK.7.4	i apuis de benir de la praça nun cómen sien se lhabar i hai inda muita cousa que fáien por questume cumo la lhabaige de ls copos i de las jarras i ls cacharros de metal.
MRK.7.5	Anton, preguntában-le ls fariseus i ls scribas: «Porque rezon ls tous deciplos nun ándan al son de las tradiçones de ls antigos i cómen culas manos sien las tener lhabado?» 
MRK.7.6	El respundiu-le: «Bien porfetizou Eisaías a respeito de bós, sous falsos, tal cumo stá screbido:
MRK.7.8	Çpreziando la lei de Dius, agarrais-bos a la tradicion de ls homes.» 
MRK.7.9	Dezie-le, tamien: «Bós nun fazeis causo de la lei de Dius, solo para respeitar la buossa tradicion. 
MRK.7.10	Ye berdade que Moisés dixo: 
MRK.7.11	mas bós dezis: “Se un home le dezir al pai ou a la mai: La cousa cun que you te poderie ajudar ye 
MRK.7.12	yá nun le deixais fazer nada pul pai ou pula mai, 
MRK.7.13	nun respeitando, assi, la palabra de Dius cula buossa tradicion, que fustes bós que trasmitistes; i fazeis muita cousa aparecida cun esta.»
MRK.7.14	Chamando outra beç todo aquel juntouro de pessonas, dezie-le: «Oubi-me todos i antendei: 
MRK.7.15	Nun hai nada que steia fuora dũa pessona que, apuis d’antrar neilha, la puoda fazer ampura; mas las cousas que sálen d’andrento dũa pessona, essas si la puoden fazer ampura. 
MRK.7.16	Quien ten oubidos para oubir, ouba.»
MRK.7.17	Apuis d’antrar an casa, deixando aqueilha giente, ls deciplos preguntában-le l que querie dezir la parábola. 
MRK.7.18	El respundiu-le: «Tamien bós teneis tan pouco antendimiento? Anton nun bedes que todo l que ben de fuora i entra nũa pessona nun la puode tornar ampura, 
MRK.7.19	porque nun entra ne l coraçon deilha, mas bai pa la barriga i sal por un sítio scundido?» Assi, dezie que todo l que se come ye puro. 
MRK.7.20	Dezie, apuis: «L que sal dũa pessona, ye que faç la pessona ampura, 
MRK.7.21	porque ye d’andrento, de l coraçon de las pessonas, que sálen ls pensamientos malos, las cousas zounestas, ls roubos, las muortes, 
MRK.7.22	ls adultérios, l’ambiçon, la maldade, ls anganhos, ls pensamientos puorcos, l’ambeija, las malas palabras, la sobérbia, la falta de sentido: 
MRK.7.23	todas estas cousas malas bénen d’andrento i fáien l home ampuro.»
MRK.7.24	Apuis alhebantou-se i fui-se deilhi pa ls lhados de Tiro i Sidónia. Antrou nũa casa i nun quijo que naide l soubira, mas nun fui capaç de se scunder. 
MRK.7.25	Mal apenas ũa mulhier, que tenie la filhica cun un sprito malo andrento, oubiu falar del bieno i atirou-se als pies del. 
MRK.7.26	Eilha era ũa mulhier griega, de ourige sírio-fenícia, i pedie-le que le botasse l demonho para fuora a la sue filhica. 
MRK.7.27	El dezie-le: «Sien purmeiro se fartáren ls filhos, nun stá cierto tirá-le l pan als filhos i botá-se-lo als perricos.» 
MRK.7.28	Mas eilha respundiu-le, dezindo: «Senhor, tamien ls perricos cómen, ambaixo la mesa, las forfalhicas de ls filhos.» 
MRK.7.29	El dixo-le, anton: «Por bias dessa tue palabra, bai; l demonho saliu de la tue filha.»
MRK.7.30	Quando eilha tornou para sue casa, achou la filhica deitada na cama i yá sien l diabro andrento.
MRK.7.31	Tornou outra beç a salir de la region de Tiro i bieno por Sidónia pa l mar de la Galileia, pul meio de la region de la Decápole. 
MRK.7.32	Traírun-le, anton, ũa pessona xorda i tata i pedírun-le que le ponisse las manos porriba. 
MRK.7.33	El agarrou-la, lhebou-la d’aparte, metiu-le ls dedos nas oureilhas i cun cuçpinha topou-le na lhéngua. 
MRK.7.34	Apuis, alhebantando ls uolhos pa l cielo, suspirou i dixo: «
MRK.7.35	Lhougo s’abrírun ls oubidos del i falaba dreito. 
MRK.7.36	El mandou-le que nun le cuntáran a naide l que se passara, mas quanto mais el le mandaba, mais eilhes lo apregonában. 
MRK.7.37	I todos, mui admirados, dezien: «Faç todo bien: tanto pon ls xordos a oubir, cumo pon ls tatos a falar.»
MRK.8.1	Por aqueilhes dies, cumo fura mui grande l juntouro de pessonas i nun tubíran de quemer, chamou ls deciplos i dixo-le: 
MRK.8.2	«Tengo pena desta giente, puis yá trés dies que m’acumpánhan i nien ténen de quemer; 
MRK.8.3	se you ls ampuntar para casa an ayunas, ban a çfalhecer pul camino, porque hai giente que bieno de loinge.» 
MRK.8.4	Respundírun-le ls deciplos del: «I adonde ye que un puode fartá-los de pan, neste ermo?» 
MRK.8.5	El, assi i todo, preguntou-le: «Quantas fogaças teneis?» Eilhes respundírun-le: «Siete.»
MRK.8.6	Mandou-le a aqueilha giente toda que se sentasse na tierra; adepuis, agarrando las siete fogaças i dando grácias, partie-las, daba-se-las als sous deciplos pa que las çtribuíran i eilhes dórun-se-las a las pessonas. 
MRK.8.7	Tenien tamien uns pouquitos de peixicos; el beneziu-los i mandou-se-los dar tamien a las pessonas. 
MRK.8.8	Todos quemírun até fartar i ajuntórun l que sobrou i anchírun siete cestas. 
MRK.8.9	Al todo éran arrimado a quatro mil. Apuis mandou-los ambora, 
MRK.8.10	chubiu-se mui debrebe nũa barca i fui-se culs sous deciplos pa ls lhados de Dalmanuta.
MRK.8.11	Aparecírun ls fariseus i ampeçórun a çcutir cun el, pedindo-le ũa seinha de l cielo, solo pa l atentáren. 
MRK.8.12	Arrebolhiçou-se-le la cabeça i dixo-le: «Porquei pide esta giraçon ũa seinha? Quedai bien ciertos de l que bos digo: Nun le será dada niũa seinha a esta giraçon.» 
MRK.8.13	Apuis deixou-los, chubiu-se outra beç na barca i fui-se pa l outro lhado.
MRK.8.14	Eilhes squecírun-se de lhebar l pan i nun tenien cun eilhes ne l barco mais do que ũa fogaça. 
MRK.8.15	El daba-le cunseilho, dezindo-le: «Mirai, acoutelai-bos cul furmiento de ls fariseus i cul furmiento de Harodes.» 
MRK.8.16	I çcutien uns culs outros por nun tenéren pan.
MRK.8.17	El mal apenas se dou de cuonta, dixo-le: «Que stais par’ende a çcutir por nun tenerdes pan? Será que nun antendeis nien puxais pula cabeça? Teneis l buosso coraçon ciego? 
MRK.8.18	Teneis uolhos i nun bedes i teneis oubidos i nun oubis? Yá nun bos lhembrais 
MRK.8.19	de quando parti las cinco fogaças para cinco mil i quanto cesto cheno de carolos arrecolhistes?» I eilhes respónden-le: «Doze.» 
MRK.8.20	«I de quando parti las siete fogaças para cinco mil, quanto cesto cheno de carolos arrecolhistes?» Eilhes respónden-le: «Siete.» 
MRK.8.21	I dezie-le: «Inda nun antendistes?»
MRK.8.22	Chégan a Betsaida. Ende tráien-le un ciego i píden-le que tope nel. 
MRK.8.23	El agarrou-le la mano al ciego i lhebou-lo para fuora de l lhugar. Apuis, cuçpiu-le ne ls uolhos, puso-le las manos porriba i preguntou-le: «Bés algo?» 
MRK.8.24	El arregalaba ls uolhos i dezie: «Beio homes, beio-los a andar a modo arbles.» 
MRK.8.25	A seguir tornou a poner outra beç las manos porriba ls uolhos del i ampeçou a ber quedando curado, de modo que bie todo bien claro. 
MRK.8.26	Apuis mandou-lo para casa del, dezindo-le: «Nien t’atentes sequiera a antrar ne l lhugar.»
MRK.8.27	Fui-se Jasus culs sous deciplos pa las aldés de Cesareia de Felipe i, anquanto íban pul camino, preguntaba-le als sous deciplos: «Las pessonas quien dízen que sou you?» 
MRK.8.28	Eilhes respundírun-le: «Juan Batista, outros Eilias i outros un de ls porfetas.» 
MRK.8.29	Adepuis, preguntou-le a eilhes: «I bós quien dezis que sou you?» Respundiu-le Pedro, dezindo: «Tu sós l Cristo.» 
MRK.8.30	Anton, dou-le orde para que nun le dezíran nada a naide a respeito del.
MRK.8.31	Ampeçou-le a ansinar: «Ye neçairo que l Filho de l Home benga a padecer muita cousa i que seia cundanado puls mais bielhos i ls puls xefes de ls saçardotes i puls scribas, que seia muorto i que rucecite trés dies apuis.» 
MRK.8.32	El falaba-le de modo mui çclarado. Anton Pedro, agarrando-lo d’aparte, ampeçou a renher cun el. 
MRK.8.33	Bolbendo-se i mirando pa ls sous deciplos, renhiu cun Pedro, dezindo-le: «Sal-me delantre, Satanás, puis nun dás aprécio a las cousas que son de Dius, mas solo a las que son de ls homes.»
MRK.8.34	Apuis chamou toda la giente i ls sous deciplos i dixo-le: «Se alguien quejir benir atrás de mi, çprézie-se a el mesmo, agarre la sue cruç i apuis benga atrás de mi. 
MRK.8.35	Quien quejir salbar la sue alma, ha de perdé-la; mas quien perdir la sue alma por bias de mi i de l Eibangeilho, salbará-se. 
MRK.8.36	Que le adelantra a un home ganhar l mundo anteiro se perdir la sue alma? 
MRK.8.37	L que dará un home an troca de la sue alma?
MRK.8.38	Aquel que tubir bergonha de mi i de las mies palabras delantre desta giraçon adúltara i pecadora, tamien l Filho de l Home s’ambergonhará del, quando benir na glória de sou Pai culs anjos santos.»
MRK.9.1	I dezie-le: «Quedai bien ciertos de l que bos digo: Hai pessonas que stan eiqui que nun ban a spurmentar la muorte, até que béian l reino de Dius a benir an toda la sue pampoleza.»
MRK.9.2	Seis dies apuis, Jasus agarrou cun el a Pedro, a Tiago i a Juan, i lhebou-los a eilhes solicos para un cabeço alto. Apuis strefigurou-se delantre deilhes, 
MRK.9.3	i las bestimientas del quedórun relhuzientes, mui albas, a puntos de nun haber lhabadeira na tierra capaç de las abranquiar assi. 
MRK.9.4	Adepuis, apareciu-le Eilias cun Moisés, que se ponírun a falar cun Jasus. 
MRK.9.5	Antoce Pedro, ampeçou a falar, dezindo-le a Jasus: «Mestre, stá-se bien eiqui: Bamos a fazer trés cabanhas, ũa para ti, outra para Moisés i outra para Eilias.» 
MRK.9.6	El nun sabie l que habie de dezir porque staba cheno de miedo. 
MRK.9.7	Formou-se apuis ũa nubre que ls asselumbrou a todos i saliu ũa boç de la nubre: «Este ye l miu filho mais querido, oubi-lo.» 
MRK.9.8	I nun sfergante, mirando alredror, nun bírun a mais naide, sien ser a Jasus, cun eilhes.
MRK.9.9	Anquanto abaixában de l cabeço, dou-le orde para nun le cuntáren a naide l que habien bido, senó apuis que l Filho de l Home rucecitara de ls muortos. 
MRK.9.10	Eilhes guardórun l que bírun solo par’eilhes, mas preguntában uns als outros l que quererie dezir cun «rucecitar de ls muortos».
MRK.9.11	I fazien-le preguntas, dezindo-le: «Porque dízen ls scribas que ye neçairo que purmeiro benga Eilias?» 
MRK.9.12	Ende, el dixo-le: «Eilias, cumo benirá purmeiro, bai a poner todo cumo nuobo; i nun stá screbido a respeito de l Filho de l Home, de que el ten de padecer muito i ser çpreziado? 
MRK.9.13	Mas you digo-bos: Eilias yá bieno i fazírun-le l que le dou la gana, tal i qual cumo stá screbido a respeito del.»
MRK.9.14	Quando chegórun an pie ls deciplos bírun un grande juntouro de pessonas alredror deilhes i ls scribas a çcutir cun eilhes. 
MRK.9.15	Mas, mal apenas aqueilha giente toda l biu quedou mui admirada i fui-se alhá a saludá-lo. 
MRK.9.16	Anton, preguntou-le: «L que stais a çcutir uns culs outros?» 
MRK.9.17	Respundiu-le un de ls de l pobo: «Mestre, trouxe-te l miu filho que ten un sprito mudo andrento; 
MRK.9.18	adonde quiera que lo agarra, bota-lo abaixo i el scuma, terrinca ls dientes i pon-se teso. Anton, dixe-le als tous deciplos para l botáren pa la rue, mas eilhes nun fúrun capazes.»
MRK.9.19	El respundiu-le, dezindo-le: «Á giraçon sien fé, até quando starei cun bós? Até quando tenerei que bos aturar? Traiei-me-lo acá.» 
MRK.9.20	I traírun-se-lo. Mal apenas l biu, lhougo l sprito l puso albrotado i botou-lo por tierra, arrebolcando-se cheno de scumaralho. 
MRK.9.21	El preguntou-le al pai del: «Hai quanto tiempo que ten estas cousas?» El dixo-le: «Zde mui pequeinho; 
MRK.9.22	i muita beç l ten botado al fuogo i a l’auga, pa l matar; mas se tenes algun poder, ajuda-mos, ten pena de nós.» 
MRK.9.23	Mas Jasus dixo-le: «“Se tenes poder...” todo ye possible a quien acradita.» 
MRK.9.24	I lhougo l pai de l pequeinho ampeçou a gritar, dezindo: «Acradito, ajuda la mie pouca fé.»
MRK.9.25	Jasus, quando biu mais giente a correr par’el, dou-le orde al sprito malo, dezindo-le: «Sprito mudo i xordo, mando-te you: Sal del i nun tornes a antrar andrento del.» 
MRK.9.26	Ouliando i sacudindo-lo cun to la fuorça, saliu del; el quedou-se cumo muorto, de modo que muita giente dezie: «Morriu-se.» 
MRK.9.27	Anton, Jasus agarrou-le la mano, alhebantou-lo i el puso-se de pies.
MRK.9.28	Quando antrou andrento de casa, ls deciplos preguntában-le, d’aparte: «Porque ye que nun fumus capazes de l botar pa la rue?» 
MRK.9.29	El dixo-le: «Esta culidade nun hai modo de ls fazer salir, a nun ser que seia cun ouracion.»
MRK.9.30	Salindo deilhi, andában pula Galileia, mas el nun querie que naide soubira. 
MRK.9.31	Ansinaba, anton, ls sous deciplos, dezindo-le: «L Filho de l Home será antregado a las manos de ls homes i mataran-lo, mas trés dies apuis de muorto rucecitará.» 
MRK.9.32	Mas eilhes nun antendien aqueilha palabra i tenien miedo de le preguntar.
MRK.9.33	I chegórun a Cafarnaún. Quando yá stában an casa, preguntaba-le: «Que beniedes a çcutir pul camino?» 
MRK.9.34	Mas eilhes quedában calhados. Eilhes habien çcutido pul camino qual era l mais grande. 
MRK.9.35	Anton, el sentou-se, chamou ls doze i dixo-le: «Se alguien quier ser l purmeiro, debe de ser l redadeiro de todos i l criado de todos.»
MRK.9.36	Agarrando un rapazico, puso-lo al meio deilhes i, abraçando-lo, dixo-le a eilhes: 
MRK.9.37	«Quien recebir un destes meninos an miu nome, ye a mi que me recibe; i quien me recebir a mi, nun me recibe a mi, mas a aquel que me mandou.»
MRK.9.38	Dixo-le Juan: «Mestre, bimos un que andaba, an tou nome, a botar ls demonhos pa la rue i nós dezimos-le que nun fazira essas cousas, porque nun andaba cun nós.» 
MRK.9.39	Jasus, anton, dixo-le: «Nun lo ampídades, puis nun hai naide que faga un milagre an miu nome i apuis baia a falar mal de mi; 
MRK.9.40	porque nun stá contra nós, stá a nuosso fabor. 
MRK.9.41	Quienquiera que bos deia a buer un copo d’auga, porque sodes de Cristo, quedai bien ciertos de l que bos digo: Nun perderá la sue pinha.»
MRK.9.42	«I quien scandelizar un destes pequeinhos que acradítan an mi, a esse mais le balie que le poníran ũa piedra dũa tafona al cachaço i fura botado al mar. 
MRK.9.43	I se la tue mano te scandelizar, corta-la, puis ye melhor para ti, que entres coto na bida do que tener las dues manos i ir pa la geena, pa l lhume que nunca s’apaga, 
MRK.9.44	adonde l brugo nun se muorre i l lhume nun s’apaga. 
MRK.9.45	I se l tou pie te scanadaliza, corta-lo, puis ye melhor para ti que entres manco na bida, do que tener ls dous pies i ser atirado pa la geena, 
MRK.9.46	adonde l brugo nun se muorre i l lhume nun s’apaga. 
MRK.9.47	Porque se l tou uolho te scandaliza, arrinca-lo, puis ye melhor para que entres na bida solo cun un uolho, do que tener ls dous uolhos i ser atirado pa la geena, 
MRK.9.48	adonde l brugo nun se muorre i l lhume nun s’apaga.»
MRK.9.49	«Porque toda la pessona será salada cun fuogo i toda la bítima será salada. 
MRK.9.50	L sal ye buono, mas se l sal quedar ansosso, cun que lo habeis de temprar? Tenei l sal an bós i bibi an paç uns culs outros.»
MRK.10.1	Apuis de salir deilhi, fui-se pa la marra de la Judeia i par’alhá de l Jordan. Bieno outra beç a tener cun el un grande juntouro de pessonas i, cumo era la questume del, puso-se outra beç a ansiná-los.
MRK.10.2	Benírun a tener cun el ls fariseus i preguntában-le, pa lo atentáren, se staba cierto un home mandar ambora la sue mulhier. 
MRK.10.3	Anton, el respundiu-le: «L quei bos mandou fazer Moisés?» 
MRK.10.4	I eilhes dezírun-le: «Moisés deixaba 
