MAT.1.1	Awa ndiwo makholo a dzindza ya Yezu Kirixtu, Mwana wa Dhavidhi, Mwana wa Abharaamu.
MRK.11.16	Nkhabe munthu m'bodzi akhasiya Iye kuti agwande na malonda ace mu Nyumba ya Mulungu. 
MRK.11.17	Buluka penepo, Iye atoma kupfundzisa anthu onsene kuti: “Pidalembwa tayu m'Bukhu ya Mulungu kuti: ‘Nyumba yanga inadza kacemerwa nyumba ya kuphemberera ya madzindza onsene?’ Mbwenye imwe musaisanduza kuti ikhale ‘mphako ya kubisalira mambava.’ ” 
MRK.11.18	Akulu aanyantsembe, na anyakudziwisa a Mwambo mudabva iwo penepyo atoma kusaka njira ya kupha nayo Yezu. Mbwenye akhan'gopa, thangwi mbumba ikhadadzumatirwa pikulu na mapfundzisiro ace. 
MRK.11.19	Mudadoka dzuwa, Yezu na anyakupfundza ace abuluka mu nzinda.
MRK.11.20	Mangwana mwace na macibese, Yezu na anyakupfundza ace, mudapita iwo dhuzi na muti wa nsambvu, auona kuti iwo wamala kuuma na michici ene. 
MRK.11.21	Na tenepo, Pedhru akumbukira pire pikhadacitika, mbalonga tenepa kuna Yezu: “Lang'anani Mpfundzisi! Nsambvu udapikirira imwe, waumadi!” 
MRK.11.22	Penepo Yezu aapanga kuti: “Khulupirani Mulungu! 
MRK.11.23	Ndimo mwene ndisakupangani kuti mungapanga phiri iyi kuti: ‘Buluka penepo, ugwe m'bara,’ mbamuleka kupenula m'mitima mwanu, mbwenye mbamutawira kuti pinacitika pinalonga imwe, ipyo pinacitikadi. 
MRK.11.24	Mphapo Ine ndisakupangani kuti: Pyonsene pinaphemba imwe na maphembero, khulupirani kuti mwamala kupitambira, pontho pyonsene pinacitika. 
MRK.11.25	Na tenepo, mungakhala muli kuphembera, lekererani ale adakudawisirani, toera Baba wanu wa kudzulu akulekererenimbo kudawa kwanu. 
MRK.11.26	[Mbwenye mungakhonda kulekerera andzanu, Baba wanu wa kudzulu nkhabe kudza kakulekereranimbo madawi anu.
MRK.11.27	Pakumala, Yezu na anyakupfundza ace abwerera pontho ku Djerusalema. Pikhafamba Yezu mu Nyumba ya Mulungu, afendedzerwa dhuzi na akulu aanyantsembe na anyakudziwisa a Mwambo na mathubu, 
MRK.11.28	mbam'bvundza tenepa: “Kodi iwe uli kucita pinthu penepi na mphambvu za utongi wa ani? Mbani akupasa mphambvu za utongi toera kucita pinthu penepi?” 
MRK.11.29	Yezu atawira tenepa: “Ine ndisafuna ndikubvundzeni cinthu cibodzi. Nditawireni, Ine ndinakupangani mbani adandipasa mphambvu za utongi zinacita na Ine pinthu penepi. 
MRK.11.30	Nditawireni! Batixmu ya Juwau ikhali ya kudzulu peno ya anthu?” 
MRK.11.31	Iwo akhaketesana okha-okha mbakhalonga tenepa: “Tingalonga kuti ndi ya kudzulu, Iye anadza kabvundza kuti: Mphapo thangwi yanji imwe mwakhonda kuntawira Juwau? 
MRK.11.32	Mbwenye tingalonga kuti: Ndi ya anthu, mbaticiteni mphole na mbumba. Thangwi onsene akhan'dziwa Juwau ninga mporofeta.” 
MRK.11.33	Na thangwi eneyo, iwo antawira tenepa: “Ife nkhabe kupidziwa.” Na tenepo, Yezu alonga kuti: “Ine nkhabe kukupanganimbo na pang'ono pene, kuti ndi mphambvu za utongi wa ani zinacita na Ine pinthu penepi.”
MRK.12.1	Buluka penepo, Yezu atoma kulonga na misanje kuti: “Mamuna m'bodzi acheka miti ya mauva m'munda mwace. Auzungulira na mpanda, mbacita mbuto ibodzi ya kukamuliramo mauva toera kucita vinyu, pontho mbamanga cirindo. Buluka penepo, akwata munda mbaurikisa na anthu anango anyakulima, pidamala iye mbaenda ulendo wace. 
MRK.12.2	Pidakwana iwo n'dzidzi wa kubulusa mauva, mwanacinthu munda atuma nyabasa wace m'bodzi kuna anyakulima, toera aende kapaswe na iwo phindi yace ya mauva. 
MRK.12.3	Mbwenye anyakulima amphata, am'menya, mbam'bweza cimanja-manja. 
MRK.12.4	Na tenepo, mwanacinthu munda atuma pontho nyabasa unango m'bodzi. Mbwenye anyakulima amphata nyabasa unowu, mbam'menya munsolo mbantikana. 
MRK.12.5	Penepo, mwanacinthu munda atuma pontho unango, mbwenye iwo amupha. Na tenepo, azinji adatumwa pa nsoka wawo, anango aphekeswa, anango aphiwa. 
MRK.12.6	Mwanacinthu munda akhadasala na mwana wace m'bodzi ekha basi wakufunika, toera kuntuma. Pakumalisa, iye atuma mwana wace mbalonga kuti: ‘Mwana wanga, iwo anati amulemedze.’ 
MRK.12.7	Mbwenye anyakulima alonga okha-okha kuti: ‘Uyu ndiye mwanaciro unthaka. Bwerani, tendeni timuphe, unthaka ukhale wathu.’ 
MRK.12.8	Na tenepo, iwo amphata, mbamupha, mbamponya kunja kwa munda wa mauva.” 
MRK.12.9	Penepo, Yezu abvundza kuti: “Ndi ninji pinafuna kucita mwanacinthu munda? Iye anabwera, mbapha anyakulima ale, mbakwata munda wa mauva mbaupasa anango. 
MRK.12.10	Imwe mudapyona tayu pidalembwa m'Bukhu ya Mulungu kuti: ‘Mwala udakhondiwa na anyakumanga nyumba, ndiwo udadza kakhala mwala wakufunika kakamwe? 
MRK.12.11	Penepi pyabuluka kuna Mbuya, pontho ndi cinthu cakudzumisa kuna ife.
MRK.12.12	Akulu a madjuda akhapidziwa kuti nsanje unowu ukhalongera iwo. Na tenepo, akhasaka kuti anam'manga tani, mbwenye akhagopa mbumba. Na thangwi eneyo, ansiya, iwo mbaenda pyawo.
MRK.12.13	Pakumala, madjuda atuma afarisi na anthu anango a pa nsoka wa mambo Herodhi kuna Yezu, toera amuone ngakhala anadodomeka pa malongero ace. 
MRK.12.14	Pidafika iwo pana Yezu ampanga tenepa: “Mpfundzisi, ife tisadziwa kuti imwe ndimwe munthu wa ndimo mwene, mbamukhonda kunyengererwa na munthu unango, thangwi imwe nkhabe kulang'ana nkhope ya munthu. Mbwenye musapfundzisa njira ya Mulungu mwa ndimo mwene. Mphapo tipangeni: Pisatawirirwa kulipa nsonkho kuna Mambo Sezari peno nkhabe? 
MRK.12.15	Pisatongwa peno nkhabe?” Mbwenye Yezu na kudziwa uthambi wawo, aatawira tenepa: “Thangwi yanji imwe musandilesera? Bweresani kobiri ibodzi ya parata
MRK.12.16	Iwo am'bweresera kobiri. Penepo Yezu aabvundza kuti: “Kodi nkhope na dzina iyi nja ani?” Iwo antawira kuti: “Mphya Sezari.” 
MRK.12.17	Na tenepo, Yezu aapanga tenepa: “Pya Sezari pasani Sezari, pya Mulungu pasani Mulungu.” Penepo iwo adzumatirwa na kutawira kudacita Yezu.
MRK.12.18	Buluka penepo, nsoka wa asadhusi, ale analonga kuti anthu nkhabe kulamuka pa kufa, afendedzera Yezu mbampanga kuti: 
MRK.12.19	“Mpfundzisi, Mozesi asiya amala kutilembera mwambo wa kuti, mamuna angafa mbasiya nkazi mbadzati kubala na iye, m'bale wace wa mamuna asatongwa kuti acite banja na manferwa wa nkazi, toera ansiyire dzindza. 
MRK.12.20	Mphapo akhalipo amuna anomwe muubale mwawo. Wakutoma acita banja, mbafa mbakhonda kunsiya na ana. 
MRK.12.21	Penepo m'bale wace waciwiri akwata manferwa mbampitisa n'nyumba. Mbwenye iye afambo, mbakhonda kubala na iye ana. Pibodzi-bodzi pyacitikambo na wacitatu. 
MRK.12.22	Mphapo pa onsene anomwe muubale mwawo acita banja na nkazi m'bodzi ene, mbafa onsene mbakhonda kubala na iye ana. Pa kumalisira nkazi afambo. 
MRK.12.23	Mphapo, pa ntsiku ya kulamuka kwa anyakufa, nkazi unowu anadza kakhala wa ani? Thangwi pa unomwe wawo, acita na iye banja.”
MRK.12.24	Yezu aatawira tenepa: “Mwadodomeka, na thangwi yakukhonda kudziwa kwanu Bukhu ya Mulungu na mphambvu za Mulungu! 
MRK.12.25	Thangwi anyakufa angalamuka pa kufa, nkhabe kudza kacitabve banja, peno kuperekwa m'mabanja. Mbwenye ndi ninga anju za kudzulu. 
MRK.12.26	Pa thangwi ya kulamuka kwa anyakufa, imwe mudzati kupiona pidalembwa m'bukhu ya Mozesi, pidalonga Mulungu pa thundudzi yakugaka mbampanga kuti: ‘Ine ndine Mulungu wa Abharaamu, ndine Mulungu wa Izaki, pontho ndine Mulungu wa Djakobo?
MRK.12.27	Iye si Mulungu wa anyakufa tayu, mbwenye ndi Mulungu wa am'maso. Imwe mwadodomeka pikulu kakamwe!”
MRK.12.28	M'bodzi wa anyakudziwisa a Mwambo aafendedzera dhuzi mbabva pikhaketesana iwo. Penepo, na kubva kuti Yezu akhatawira mwadidi, am'bvundza kuti: “Kodi mbapi matongero makulu kakamwe kupita onsene?” 
MRK.12.29	Yezu antawira kuti: “Matongero makulu kakamwe kupita onsene mbawa: ‘Bvesera iwe Izarayeli! Mbuya Mulungu wathu, ndiye basi Mbuya wathu. 
MRK.12.30	Funa Mbuya Mulungu wako na ntima wako onsene, na uunthu wako onsene, na ndzeru zako zonsene, pontho na mphambvu zako zonsene.
MRK.12.31	Matongero aciwiri ndi awa: ‘Funa ndzako ninga iwe ene.
MRK.12.32	Penepo, nyakudziwisa wa Mwambo alonga kuna Yezu kuti: “Ande, Mpfundzisi! Pinalonga imwe kuti Mulungu ndi m'bodzi basi ekha, nkhabebve unango kunja kwace, ndimo mwenedi. 
MRK.12.33	Pontho kufuna Mulungu na ntima wathu onsene, na ndzeru zathu zonsene, na mphambvu zathu zonsene, pontho na kufuna ndzako ninga iwe ene, mphyadidi kakamwe kupiringana kupisa ntsembe za pinyama na kucita ntsembe zinango.” 
MRK.12.34	Yezu na kuona kuti nyakudziwisa wa Mwambo atawira mwa ndzeru, ampanga kuti: “Iwe uli dhuzi na Umambo wa Mulungu.” Bulukira penepo kwenda kutsogolo, hadaonekabve tayu munthu akhali na cipapu ca kum'bvundzisa.
MRK.12.35	Mukhapfundzisa Yezu mu Nyumba ya Mulungu, abvundzisa tenepa: “Kodi ndi thangwi yanji anyakudziwisa a Mwambo asalonga kuti, Kirixtu ndi mwana wa Dhavidhi? 
MRK.12.36	Thangwi iye ene Dhavidhi, alonga na mphambvu za Nzimu Wakucena kuti: ‘Mbuya alonga kuna Mbuya wanga kuti: Khala ku nkono wanga wa madyo, mpaka panaikha ine anyamalwa ako pantsi pa manyalo ako.
MRK.12.37	Lang'anani, iye ene Dhavidhi asancemera ‘Mbuya’. Apo anakhala tani pontho mwana wace?” Penepo mbumba ikham'bvesera na kukomerwa.
MRK.12.38	Pa kupfundzisa, Yezu akhalonga tenepa: “Citani mphole na anyakudziwisa a Mwambo. Iwo asafuna kufamba na nguwo zakulapha, asafuna kumwanyikwa na anthu m'mphambano, 
MRK.12.39	asafuna kusankhula mipando yakutoma mu nyumba za kuphemberera, pontho na kusankhula mbuto za kulemebza m'maphwandu. 
MRK.12.40	Iwo ndi anthu ana nsambo wa kukwata n'dzidzi ukulu na kuphembera m'manyumba mwa akazi adaferwa na amuna awo, toera kuatapata na kuabera pinthu pyawo. Enewa anadza kaoneswa nyatwa zikulu.”
MRK.12.41	Ntsiku inango Yezu akhakhala mu Nyumba ya Mulungu. Iye akhakhala pantsi dhuzi na combo cinaikhirwa miyoni, mbakhalang'ana maikhiro akhacita mbumba kobiri zawo. Penepo anthu azinji akupfuma akhaikhambo kobiri zawo zizinji. 
MRK.12.42	Penepo afikambo nkazi m'bodzi wakucherenga adaferwa na mamuna wace, mbaikhambo pikobiri pyace piwiri pya ntengo ung'ono. 
MRK.12.43	Na tenepo, Yezu acemera anyakupfundza ace mbaapanga tenepa: “Ndimo mwene, ndisakupangani kuti nkazi uyu, manferwa wakucherenga, apasa pikulu kakamwe kupita onsene. 
MRK.12.44	Thangwi onsene awa apasa mbasala na pinango. Mbwenye nkazi uyu, na ucherengi wace, apereka pyonsene pikhakhala na iye, pire pikhafuna kudya iye.”
MRK.13.1	Mukhabuluka Yezu mu Nyumba ya Mulungu, m'bodzi wa anyakupfundza ace ampanga tenepa: “Mpfundzisi, lang'anani kubalika kwa nyumba izi na myala zidamangwa na izo!” 
MRK.13.2	Mbwenye Yezu atawira tenepa: “Iwe usaziona nyumba zikulu izi? Pano nkhabe mwala ubodzi unafuna sala padzulu pa mwala unango. Pyonsene ipi pinamala kugomolwa.”
MRK.13.3	Yezu akhakhala nawa pa phiri ya Mulivera, mbakhalang'ana ku Nyumba ya Mulungu, pa n'dzidzi ukhabvundziwa iye pa khundu na Pedhru, na Tiyago, na Juwau, na Andereya, kuti: 
MRK.13.4	“Pinacitika lini pinthu penepi? Pontho ndi cidzindikiro canji cinafuna kudza kaoneka, toera kupangisa kuti pyonsene ipi piri dhuzi na kufuna kucitika?” 
MRK.13.5	Yezu aapanga tenepa: “Cenjerani! Lekani kunyengezwa na munthu. 
MRK.13.6	Azinji anati abwere na dzina yanga mbalonga kuti: ‘Ndine pano,’ pontho anati anyengeze anthu azinji. 
MRK.13.7	Mphapo lekani kugopa mungabva mbapilongwa pya nkhondo na mabvabva a nkhondo. Pisafunika kuti picitike tenepo, mbwenye si kumala kwa pinthu tayu. 
MRK.13.8	Dziko na dziko inadza kamenyana, pontho umambo na umambo unadza kamenyana. Kunaoneka citeke-teke mu mbuto zizinji pontho na njala. Pinthu penepi ndi kutoma kwa nyatwa. 
MRK.13.9	Imwe musafuna mucenjere, thangwi munadza kaperekwa n'nyumba zakutongera miseru, mbamukwapulwa na michamu n'kati mwa nyumba zawo za kuphemberera. Na thangwi yanga, imwe munati muperekwe pamaso pa atongi na pa amambo, toera mukhale amboni anga. 
MRK.13.10	Thangwi pyonsene ipi mbipidzati kucitika, pakutoma pisafunika kuti Mphangwa Zadidi zimwazwe madziko onsene a pantsi pano. 
MRK.13.11	Mungadza kamangwa mbamuperekwa m'manja mwa anyakutonga, lekani kunentseka kuti munadza kalonganji. N'dzidzi ungafika longani pire basi pinadza kakupangani Mulungu n'dzidzi unowu. Thangwi simwe tayu anadza kafuna kulonga, mbwenye ndi Nzimu Wakucena. 
MRK.13.12	Anthu azinji anadza kapereka abale awo ene toera aphiwe, pontho ababa na amai anadza kacitambo pibodzi-bodzi kuna anawo. Anambo anadza kasandukira ababa awo na amai awo, mbaapha. 
MRK.13.13	Anthu onsene anati akuideni na thangwi ya dzina yanga. Mbwenye ule anapirira mpaka pa kumalisa, anapulumuswa.”
MRK.13.15	Ule anagumanika pa ntsoyi ya nyumba yace, mbaleke kuchita toera kubulusa cinthu cibodzi n'nyumba mwace. 
MRK.13.16	Ule anagumanika ku munda, mbaleke bwerera n'nduli toera akhakwate nguwo zace. 
MRK.13.17	Ntsiku zenezo zinati zikhale za nyatwa ikulu kuna ale ali na pathupi, na ale anayamwisa! 
MRK.13.18	Phemberani kuna Mulungu, kuti nyatwa zenezo zileke kucitika pa n'dzidzi wa khoni. 
MRK.13.19	Thangwi ntsiku zenezo zinadza kakhala za nyatwa ikulu kuti cipo idzati kuoneka, kutomera padacita Mulungu dziko mpaka n'dzidzi uno, pontho na lini inadza kaoneka pontho. 
MRK.13.20	Pontho Mbuya mbadakhonda kuzigwandira ntsiku zenezi, nkhabe m'bodzi akhafuna kupulumuka! Mbwenye na thangwi ya anyakusankhulwa adasankhula Iye, azigwandira ntsiku zenezi.
MRK.13.21	“Na tenepo, munthu angakupangani kuti: ‘Kirixtu ali pano!’ peno kuti: ‘Uyo ali kule!’ lekani kum'bvera. 
MRK.13.22	Thangwi anadza kabulukira akirixtu a uthambi na maporofeta a uthambi kuti anadza kacita pirengo na pinthu pyakudzumisa, toera pingakwanisika, anyengeze na ale ene anyakusankhulwa a Mulungu. 
MRK.13.23	Na thangwi eneyo, cenjerani. Ndisakucenjezani pyonsene ipi mbipidzati kucitika.”
MRK.13.24	“
MRK.13.25	nyenyezi za kudzulu zinagwa, pontho mphambvu za kudzulu zinatekenyeka.’ 
MRK.13.26	Na tenepo, anadza kaona Ine, Mwana wa Munthu, mbandikhabwera m'makole na mphambvu zikulu za utongi, pontho na mbiri. 
MRK.13.27	Penepo, Ine, Mwana wa Munthu ndinadza katuma maanju anga, mbandigumanya anyakusankhulwa anga a makhundu manai a dziko, mpaka kudadhoroma mataka na thambo.”
MRK.13.28	“Pfundzani nsanje wa muti wa nsambvu. Mungaona nthawi zace mbazigubudzika, masamba ace mbatoma kuphwikira, imwe musadziwa kuti malimwe ali dhuzi. 
MRK.13.29	Tenepambo imwe, mungaona mbapicitika pinthu penepi, dziwani kuti ali dhuzi, ali pa nsuwo. 
MRK.13.30	Ndimo mwene ndisakupangani kuti pinthu pyonsene ipi pinacitika, anthu a midzidzi ino mbadzati kumala. 
MRK.13.31	Kudzulu na pantsi panamala, mbwenye mafala anga nkhabe kudza kamala.
MRK.13.32	“Mbwenye pya thangwi ya ntsiku eneyi peno pya n'dzidzi, nkhabe munthu anapidziwa. Izo anju kudzulu, peno Ine Mwana wa Munthu, nkhabe kupidziwa. Anapidziwa ndi Baba ekha basi. 
MRK.13.33	Lang'anirani! Khalani mbamudacenjera! Thangwi imwe nkhabe kupidziwa unafika lini n'dzidzi unowu. 
MRK.13.34	Pinakhala ninga mamuna m'bodzi adabuluka pa nyumba mbacita ulendo wa kutali. Mbwenye mbadzati kwenda, abulusa ntemo wace, mbagawiza mabasa kuna m'bodzi na m'bodzi, mbapanga nyakuonera pa nsuwo kuti aonere. 
MRK.13.35	Na tenepo, lang'anirani, thangwi imwe nkhabe kupidziwa kuti anabwera lini mwana cinthu nyumba. Peno na maulo, peno chiti-chiti, peno munalira madzongwe, peno na macibese. 
MRK.13.36	Kuti iye angabwera na mwansanga, akhonde kukugumanani mbamugona. 
MRK.13.37	Penepi pinakupangani Ine, ndisapanga anthu onsene kuti: Lang'anirani!”
MRK.14.1	Zikhadasala ntsiku ziwiri basi kuti ifike ntsiku ya phwandu ya Paxkwa, ntsiku ikhadya iwo mikate yakusowa ntombwe wakutupisa. Akulu aanyantsembe na anyakudziwisa a Mwambo akhasaka njira ya kumanga nayo Yezu n'cibiso-biso na kumupha. 
MRK.14.2	Mbwenye akhalonga tenepa: “Mbapileke kucitika pa n'dzidzi wa phwandu, gopa mbumba inacita cikuti.”
MRK.14.3	Yezu akhakhala ku Bhetanya, ku nyumba ya Simau akhacemerwa nyamatanya. Na tenepo, pa n'dzidzi ukhadya iwo, afika nkazi m'bodzi na ntete wace wa mafuta akudzola akucitwa na alabhaxtu, wakudzala na mafuta akununkhira, akucitwa na nardu wakukhonda kubvungazwa, a ntengo ukulu. Nkazi auswa ntete mbakhutula mafuta munsolo mwa Yezu. 
MRK.14.4	Anthu anango akhali penepo, atoma kuipirwa napyo mbakhalonga okha-okha kuti: “Thangwi yanji ali kubvunga mafuta onsene awa?” 
MRK.14.5	Iwo atoma kunsandika nkazi mbamulongera kuti: “Mafuta awa akhakwanira kuguliswa na ntengo wa kupiringana madzana matatu a kobiri ya parata, kobiri eneyo mbipaswa anyakucherenga.” 
MRK.14.6	Mbwenye Yezu aapanga kuti: “Nsiyeni nkazi acite pinafuna iye! Munansanyeranji? Iye andicitira cinthu cadidi kakamwe. 
MRK.14.7	Thangwi anyakucherenga imwe munakhala na iwo ntsiku zonsene, pontho munakwanisa kuaphedza ntsiku zonsene zinafuna imwe. Mbwenye Ine nkhabebve kudza kakhala na imwe midzidzi yonsene tayu. 
MRK.14.8	Nkazi uyu acita pidakwanisa iye kucita. Adzoza nyapantsi manungo anga na mafuta akununkhira, mbindidzati kufa, kusasanyira ntsiku ya kuikhwa kwanga n'nthumbi. 
MRK.14.9	Ndimo mwene ndisakupangani kuti m'mbuto zonsene zinafuna kudza kamwazwa Mphangwa Zadidi izi pantsi pano, pinati pilongwembo pidacita nkazi uyu, toera anthu ankumbukire.”
MRK.14.10	Na tenepo, Djuda Xikariyoti, m'bodzi wa anyakupfundza khumi na awiri a Yezu, aenda kalonga na akulu aanyantsembe, toera kupereka Yezu m'manja mwawo. 
MRK.14.11	Penepyo iwo akomerwa napyo pikulu kakamwe mbabverana kumpasa kobiri. Na tenepo, iye akhasaka n'dzidzi wadidi toera ampereke.
MRK.14.12	Ntsiku yakutoma ya phwandu ya mikate ya kusoweka ntombwe wa kutupisa, mukhaikha iwo ntsembe ya mwana bira wa Paxkwa, anyakupfundza a Yezu am'bvundzisa kuti: “Ndi kupi kunafuna imwe kuti tiyende kakusasanyireni phwandu ya Paxkwa?” 
MRK.14.13	Na tenepo, Yezu atuma anyakupfundza ace awiri, mbaapanga kuti: “Ndokoni mu nzinda. Mwenemu, anadza kuna imwe mamuna m'bodzi na nkhali ya madzi. Ntowereni. 
MRK.14.14	Mungafika longani na mwanacinthu nyumba inafuna pita iye kuti: Mpfundzisi ali kubvundzisa kuti: Iri kupi mbuto inafuna ine kudyera phwandu ya Paxkwa pabodzi na anyakupfundza anga? 
MRK.14.15	Iye anakupangisani mbuto ibodzi ikulu ya n'dzulu, yakumala kupakwa na pyombo pyonsene pinafunika. Sasanyirani mwenemu phwandu ya Paxkwa.” 
MRK.14.16	Na tenepo, anyakupfundza ace abulukadi mbapita mu nzinda, mbagumanadi pyonsene ninga mudalongera Yezu, mbatoma kusasanyira phwandu ya Paxkwa. 
MRK.14.17	Mukhadoka dzuwa Iye abwera na anyakupfundza ace khumi na awiri. 
MRK.14.18	Pikhadya iwo, Iye alonga kuti: “Ndimo mwene ndisakupangani kuti m'bodzi wanu anadya na ine pano, anati andisandukire.” 
MRK.14.19	Mphapo iwo akhala akutsukwala pikulu, mbatoma m'bodzi na m'bodzi kum'bvundzisa kuti: “Kodi ndine, Mbuya?” 
MRK.14.20	Penepo Yezu atawira kuti: “Ndi m'bodzi wa imwe khumi na awiri, ule anadya na Ine mu mbale ibodzi ene. 
MRK.14.21	Ndimo mwene. Ine, Mwana wa Munthu ndinati ndife, ninga mudalemberwa ipyo m'Bukhu ya Mulungu na thangwi yanga. Mbwenye nyatwa ndi yace ule anafuna kusandukira Ine, Mwana wa Munthu! Mphyadidi mbadakhonda kubaliwa.”
MRK.14.22	Mukhadya iwo, Yezu akwata nkate mbapereka takhuta kuna Mulungu, aumenya, mbaupasa anyakupfundza ace, mbalonga kuti: “Kwatani, ici ndi manungo anga.” 
MRK.14.23	Buluka penepo, akwata ndiko, apereka takhuta kuna Mulungu, mbaipasa anyakupfundza ace, onsene mbamwa. 
MRK.14.24	Penepo Yezu aapanga kuti: “Ici ndi ciropa canga ca cibverano [cipsa.
MRK.14.25	Ndimo mwene ndisakupangani kuti, Ine nkhabe kudza kamwabve vinyu iyi, mpaka ntsiku inadza kamwa ine vinyu ipsa mu Umambo wa Mulungu.” 
MRK.14.26	Pakumala kuimba nyimbo, abuluka mbaenda ku phiri ya Mulivera.
MRK.14.27	Penepo Yezu apanga anyakupfundza ace kuti: “Imwe monsene munati mundithawe. Thangwi pyalembwa m'Bukhu ya Mulungu kuti: ‘Ndinadza kapha nkumbidzi, mabira mbamala kubalalika.
MRK.14.28	Mbwenye ndingamala kulamuka pa kufa, ndinatsogola kwenda ku Galileya.” 
MRK.14.29	Penepo Pedhru ampanga tenepa: “Peno andzanga anakuthawani. Mbwenye ine cipo ndinadza kakuthawani.” 
MRK.14.30	Mbwenye Yezu antawira tenepa: “Ndimo mwene ndisakupanga kuti lero ene, masiku ano, dzongwe mbidzati kulira kawiri, iwe unati undikhonde katatu.” 
MRK.14.31	Mbwenye Pedhru athimiza pontho na kulonga na mphambvu kuti: “Pingafunika kuti ine ndife pabodzi na imwe, ndinafa. Mbwenye ine nkhabe kudza kakukhondani.” Penepo andzace onsene atawirambo sawa-sawa.
MRK.14.32	Buluka penepo, Yezu na anyakupfundza ace aenda ku mbuto ibodzi inacemerwa Djesimani. Mudafika iwo penepo, apanga anyakupfundza ace kuti: “Khalani pano, Ine ndiri kwenda kaphembera.” 
MRK.14.33	Penepo Yezu akwata Pedhru, na Tiyago, na Juwau, mbatoma kubva kunentseka na kutsukwala muntima. 
MRK.14.34	Iye alonga tenepa: “Khalani pano mbamulang'anira, thangwi ntima wanga uli kutsukwala pikulu mpaka kufa.” 
MRK.14.35	Abuluka mbaenda patsogolo pang'ono, agodama mbalambira mpaka kufikisa nkhope yace pantsi, mbakhaphembera kuti pingakwanisika abulusirwe n'dzidzi unowu wa nyatwa. 
MRK.14.36	Pontho akhaphembera tenepa: “Abha, Baba, imwe musakwanisa pyonsene. Ndithawisireni ndiko iyi ya nyatwa. Mphapo mbakuleke kucitika kufuna kwanga, mbwenye citani pinafuna imwe.” 
MRK.14.37	Buluka penepo, abwerera kuna anyakupfundza ace, mbaagumana mbakhagona. Penepo Yezu alonga kuna Pedhru kuti: “Simau, uli kugona? Nkhabe kwanisa kulang'anira pa n'dzidzi ubodzi basi? 
MRK.14.38	Lang'anirani pontho muphembere toera mukhonde kugwa m'manyengerero. Thangwi nzimu usafuna, mbwenye nyama yaneta.” 
MRK.14.39	Penepo Yezu abuluka pontho, aphembera mbakhalonga mafala mabodzi ene. 
MRK.14.40	Mudabwerera Iye, aagumana pontho mbakhagona, thangwi maso awo akhadalemerwa na citulo. Na tenepo, iwo akhasowa cakulonga kuna Yezu. 
MRK.14.41	Yezu pidabwerera Iye pontho kacitatu kuna anyakupfundza ace, aapanga tenepa: “Kodi imwe muli kupuma mbamugona pyanu basi? Pyakwana! Wafika n'dzidzi wa kuperekwa kwa Ine, Mwana wa Munthu m'manja mwa anyakudawa. 
