MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
MRK.4.32	Lā' a'xni'ca' cha'ncanī'ttza', lā' nastaca, lej ka'tla' nala lā' lhūhua' ixpekenī'n naka'lhī. Lā' chuntza' huan spūnnu' tzē natatlahua ixmāsekca'n a'nlhā skē'knin.
MRK.4.33	Lā' chuntza' ixcālīmāsu'ni' lhūhua' a'ntū lītalacastuca lā' lacatzucu cāmāsu'ni'lh chu a'nchī tzē ixtasca'ta. 
MRK.4.34	Lā' xmān a'ntū lītalacastuca ixcālītā'chihuīna'n huan tachi'xcuhuī't. Pero a'xni'ca' ixa'cstuca'n xla' lā' ī'sca'txtunu'nī'n, xa'nca ixcāmāstū'ncni' ixlīhuāk.
MRK.4.35	Lā' kōtanūtza' ixuanī't huanmā' chi'chini' lā' Jesús cāhuanilh ī'sca'txtunu'nī'n:
MRK.4.35	―Cāhuitit tintacut.
MRK.4.36	Lā' como Jesús ixuī'cus nac barco, lā' chuntza' talīlē'lh nac barco lā' cāmakxtekli huan lhūhua' tachi'xcuhuī't. Lā' ā'makapitzīn barco nā tatā'a'lh tintacut. 
MRK.4.37	Lā' līhuan ixtatacutmā'na lej palha' tzuculh ū'nun. Lā' huan xasipej xcān tasno'kli huan barco lā' ixlītatzumamā' de xcān. 
MRK.4.38	Lā' Jesús xtunc ixmā' nac barco lā' ī'lhtatamā' lā' ixa'ktzi'mā' nac lakatin ixa'ktzi'. Lā' tamālakahuanīlh lā' tahuanilh:
MRK.4.38	―Mākalhtō'kē'ni', tā'cnūmā'nauj lā' hui'x tū' cuenta tlahua'ya'.
MRK.4.39	Lā' Jesús tā'kaquī'lh lā' lacaquilhnīlh huan ū'ni' lā' huanilh huan mar:
MRK.4.39	―Caca'csla' lā' tzē'k cala't.
MRK.4.39	Lā' ca'cslalh huan ū'ni'. Lā' tzē'k tamā'lh huan mar. 
MRK.4.40	Lā' Jesús cāhuanilh ī'sca'txtunu'nī'n:
MRK.4.40	―¿A'chī' jicua'nā'tit? Tū' lej quilālīpāhuanāuj.
MRK.4.41	Lā' lej talē'cnīlh lā' talāhuanilh chā'tunu' de xlaca'n:
MRK.4.41	―¿Tichūyā chi'xcu' huā'mā'? Hasta cāmāpa'ksī huan ū'ni' lā' huan xasipej xcān lā' ta'a'kahuāna'ni'.
MRK.5.1	Lā' tachā'lh xlaca'n tintacut huan mar nac lakatin ti'ya't a'nlhā huanican Gadara. 
MRK.5.2	Lā' a'xni'ca' Jesús tacutli de huan barco, tuncan pāxtokli kalhatin chi'xcu' a'ntī taxtulh na ixpu'nan de huan taponkni'. Ixka'lhī huan tlajana'. 
MRK.5.3	Lā' xla' ixlahuī' nac lhu'cu' a'nlhā ixcāmā'cnūcanī't huan nīnī'n. Nīn tintī' tzē ixchī' lā' a'yuj ixlīchī'can cadenas. 
MRK.5.4	Maklhūhua' ixtūpixchī'canī't lā' ixmacatūpixchī'canī't con līcā'n lā' cadenas pero xla' lactu'cxli huan cadenas lā' lactzina'j tlahualh huan līcā'n lā' nīn tintī' tzē ixtlaja. 
MRK.5.5	Lā' tzī'sa lā' tuncuj a'nlhā tayāna' lhu'cu' lā' cā'o'kspū'yān pō'ktu ixa'cta'satā'kchoko lā' ixlīmātakāhuī'can chihuix. 
MRK.5.6	Makatcus ixmimā'cha' Jesús a'xni'ca' huan chi'xcu' laktzī'lh lā' laktu'jnulh lā' a'cnīni'ni'lh. 
MRK.5.7	Lā' tā'chihuīna'lh palha' lā' hualh:
MRK.5.7	―¿A'chī' ta'na' hui'x a'nlhā icuī', Jesús? Hui'x ixO'kxa' Dios xala' tālhmā'n. ¿Chu quit mimaca'tzi? Lej icsqui'ni'yāni' que tū' naquimāpātīnī'ya'.
MRK.5.8	Chuntza' ī'squi'ni'mā'ca Jesús como xla' ixuaninī't huan tlajana':
MRK.5.8	―Cataxtu de huā' chi'xcu'.
MRK.5.9	Lā' Jesús kalhasqui'nīlh:
MRK.5.9	―¿Chī mintacuīni'?
MRK.5.9	Lā' xla' kalhtīlh:
MRK.5.9	―Quihuanican Legión como quina'n lhūhua' tlajana'nī'n.
MRK.5.10	Lā' lej ixtasqui'ni'mā'na Jesús que tū' cacāmacā'lh makat. 
MRK.5.11	Lā' lhūhua' pa'xnī'n ixtahuā'yamā'na pajtzu a'ntza' na ixlacapān kēstīn. 
MRK.5.12	Lā' huan tlajana'nī'n tasqui'ni'lh Jesús:
MRK.5.12	―Caquilāmacamini'uj huan lhūhua' pa'xni' para que tzē na'ictanūpalayāuj na ixchakānca'n huan tamā'na pa'xni'.
MRK.5.13	Lā' tuncan cāmakxtekli natatanū. Lā' huan tlajana'nī'n tataxtukō'lh de huan chi'xcu' lā' tatanūlh ixchakānca'n huan pa'xni'. Lā' xlaca'n tatu'jnulh nac cā'pūtatonkopūn lā' tatojōcha' nac xcān lā' tajicsua'kō'lh. Lā' hua'chi lakatu' mil pa'xnī'n ixtahuanī't.
MRK.5.14	Lā' huan chi'xcuhuī'n a'ntī ixtamaktaka'lhmā'na huan pa'xnī'n lā' tatzā'lalh lā' tamāca'tzīnīni'lh nac cā'lacchicni' lā' pajtzu huanmā' cā'lacchicni'. 
MRK.5.15	Lā' a'xni'ca' ā'makapitzīn tachā'lh a'nlhā ixuī' Jesús, xlaca'n talaktzī'lh huan chi'xcu' a'ntīn tū'tza' ixka'lhī huan tlajana'nī'n. Lā' xla' tzē'k ixuī' lā' ixlhakā'nanī'ttza'. Lā' xlaca'n tajicua'lh. 
MRK.5.16	Lā' huan a'ntī ixtalaktzī'nī't tahuanilh a'ntū ixpātle'keni'nī't huan chi'xcu' a'ntī ixka'lhīnī't huan tlajana'nī'n lā' nā a'ntū ixcāpātle'keni'nī't huan pa'xnī'n. 
MRK.5.17	Lā' tuncan tatzuculh tasqui'ni' Jesús que nataxtu de a'ntza'.
MRK.5.18	Lā' a'xni'ca' Jesús ixtojōmā' huan nac barco, milh huan chi'xcu' a'ntī ixka'lhīnī't huan tlajana'nī'n lā' squi'ni'lh camakxtekli que natā'a'n. 
MRK.5.19	Pero Jesús tū' makxtekli natā'a'n lā' huanilh:
MRK.5.19	―Cataspi'tti' na minchic lā' nacāhua'ni'kō'ya' mifamilia lā' mi'amigos huanmā' laka'tla'n catūhuā a'ntū huan Māpa'ksīni' tlahuani'nī'ta'ni' lā' a'nchī lakalhu'manī'ta'ni' hui'x.
MRK.5.20	Huan chi'xcu' a'lh lā' lakachu nac cā'lacchicni' a'nlhā huanican Decápolis xla' tzuculh līchihuīna'n a'ntū Jesús tlahuani'lh. Lā' ixlīhuākca'n huan tachi'xcuhuī't talē'cnīlh.
MRK.5.21	Lā' a'xni'ca' Jesús pūtacutchokopā tintacut nac barco, talaktakēstokli lhūhua' tachi'xcuhuī't a'nlhā xla' ixuī' pajtzu nac mar. 
MRK.5.22	Lā' milh kalhatin xapuxcu' de ixlītokpānca'n israelitas lā' ixtacuīni' Jairo. Lā' a'xni'ca' laktzī'lh Jesús, tatzokostani'lh. 
MRK.5.23	Lā' lej squi'ni'lh lā' huanilh:
MRK.5.23	―Quintzu'ma'jāt nīmā'tza'. Cata't lā' namacaxa'ma'ya' para que natzeyan lā' nalatahui'lapala.
MRK.5.24	Lā' Jesús tā'a'lh. Lā' ixtastālani' lhūhua' tachi'xcuhuī't lā' ixtalāpi'ta'tēlha. 
MRK.5.25	Lā' na ixlaclhni'ca'n ixuī' kalhatin puscāt a'ntī ixī'tza'can. Ixka'lhītza' lakacāujtu' cā'ta tūla ixcāsni' ixka'lhni'. 
MRK.5.26	Lā' lhūhua' doctornu' ixtamāpātīnīnī't lā' ixmakasputkō'nī'ttza' ixtumīn lā' nīn tuntū' macuani'lh pero ā'chulā' ixlamā'. 
MRK.5.27	Ixkaxmatnī't a'nchī ixtlahua Jesús lā' laktapajtzūlh na ixkēn na ixlaclhni'ca'n lhūhua' tachi'xcuhuī't lā' xa'malh ixlu'xu'. 
MRK.5.28	Chuntza' tlahualh como puhualh: “Xmān ca'icxa'malh ixlu'xu' lā' na'ictzeyan”. 
MRK.5.29	Lā' chuntza' chu tuncan tzeyalh. Lā' u'cxca'tzīlh na ixmacni' que ixtzeyanī'ttza' de ixta'jatat. 
MRK.5.30	Lā' tuncan Jesús u'cxca'tzī'lh a'nchī ixlīmātzeyīni'nī't ixlīmāpa'ksīn. Cālaktalakspi'tli huan tachi'xcuhuī't lā' cāhuanilh:
MRK.5.30	―¿Tichū xa'malh quilu'xu'?
MRK.5.31	Lā' tahuanilh ī'sca'txtunu'nī'n:
MRK.5.31	―Laktzī'na' a'nchī lhūhua' tachi'xcuhuī't tapi'ta'yāni'. Lā' ¿a'chī' hua'na'?: “¿Tichū quixa'malh?”
MRK.5.32	Lā' xla' lakachu ixlacaputza para nalaktzī'n a'ntī ī'xa'manī't. 
MRK.5.33	Lā' huan puscāt ixca'tzī a'ntū ixpātle'keni'nī't māni' ū'tza' lā' a'nchī ixtzeyanī'ttza' lā' xla' ixjicua'n. Lā' ixpipitēlha laka'lh lā' tatzokostani'lh Jesús lā' huanikō'lh. 
MRK.5.34	Lā' xla' huanilh:
MRK.5.34	―Quintzu'ma'jāt, tzeyanī'ta' como kalhlaka'ī'nī'ta'. Capit lā' Dios calē'n. Tzeyanī'ta' de minta'jatat.
MRK.5.35	Ixchihuīna'mā'cus Jesús a'xni'ca' tamilh makapitzīn de na ixchic Jairo. Lā' tahuanilh Jairo:
MRK.5.35	―Mintzu'ma'jāt nīlhtza'. ¿A'chī' māmakchu'yī'ya'cus huan mākalhtō'kē'ni'?
MRK.5.36	Pero Jesús tū' cuenta cātlahuani'lh a'ntū ixtahuan. Lā' huanilh huan xapuxcu' de huan lītokpān:
MRK.5.36	―Tū' caji'cua', xmān cakalhlaka'i'.
MRK.5.37	Lā' Jesús tū' makxtekli nīn tintī' nastālani', xmān Pedro lā' Jacobo lā' Juan ixtā'tin Jacobo. 
MRK.5.38	Ta'a'lh na ixchic huan xapuxcu' ixlītokpānca'n israelitas. Lā' a'xni'ca' tachā'lh, Jesús laktzī'lh lhūhua' tachi'xcuhuī't. Lā' ixtacalhuamā'na lā' ixtata'samā'na. 
MRK.5.39	Lā' Jesús a'xni'ca' tanūlh, cāhuanilh:
MRK.5.39	―¿A'chī' ta'sayā'tit lā' calhua'nā'tit? Huan tzu'ma'jāt tū' nīnī't, xmān lhtatamā'.
MRK.5.40	Lā' xmān talīlītzī'nli. Lā' a'xni'ca' Jesús cāmāxtukō'lh ixlīhuākca'n, cālē'lh ixtāta' huan tzu'ma'jāt lā' ixtzī't lā' a'ntī ixtatā'minī't. Lā' tatanūlh a'nlhā ixmā' huan tzu'ma'jāt. 
MRK.5.41	Lā' macachi'palh huan tzu'ma'jāt lā' huanilh:
MRK.5.41	―Talita cumi ―huā'mā' tachihuīn huanicu'tun: Tzu'ma'jāt, icuaniyāni' catā'kaqui'.
MRK.5.42	Lā' chu tuncan tā'kaquī'lh huan tzu'ma'jāt lā' xla' ixlatlā'huan como ixka'lhī lakacāujtu' cā'ta. Lā' huan tachi'xcuhuī't talē'cnīlh lā' lej tajicua'lh. 
MRK.5.43	Lā' Jesús lej stu'tu'lu' cāhuanilh que nīn tintī' ixtamāca'tzīnīlh lā' cāhuanilh:
MRK.5.43	―Camā'huī'tit huan tzu'ma'jāt.
MRK.6.1	Lā' Jesús taxtulh de a'ntza' lā' a'lh na ixā'lacchicni' a'nlhā ī'stacnī't lā' tastālani'lh ī'sca'txtunu'nī'n. 
MRK.6.2	Lā' a'xni'ca' chilh huan chi'chini' a'ntū pūjaxcan, tanūlh na ixlītokpānca'n israelitas lā' tzuculh māsu'yu. Lā' lhūhua' tachi'xcuhuī't a'ntīn takaxmatli lā' talē'cnīlh lā' tahualh:
MRK.6.2	―¿Lhachū sca'tli huā'mā' chi'xcu' huan tamā'na catūhuā? Lā' ¿tuchūyā tapāstacna' maxquī'canī't? Lā' ¿chichū tzē lītlahua huan tamā'na? 
MRK.6.3	U'tza' huā'mā' huan sitni' lā' María ixtzī't. Lā' nā xla' ixpuxcu'ca'n Jacobo lā' José lā' Judas lā' Simón. Lā' tahui'lāna' huā'tzā' xanastancunu' puscan.
MRK.6.3	Lā' ta'a'kchā'lh por ixpālacata lā' talakmaka'lh Jesús. 
MRK.6.4	Pero xla' cāhuanilh:
MRK.6.4	―Kalhatin a'cta'sana' na'a'cnīni'ni'can chuxalhā na'a'n. Xmān xalanī'n na ixā'lacchicni' lā' ixfamiliares tū' ta'a'cnīni'ni'cu'tun.
MRK.6.5	Lā' a'ntza' na ixā'lacchicni' Jesús tūlalh tlahualh lē'cnīn. Xmān cāxa'malh makapitzīn ī'tza'ca'nī'n lā' cāmātzeyīlh. 
MRK.6.6	Lā' Jesús lej lē'cnīlh como tū' ixtakalhlaka'ī' ixlīmāpa'ksīn. Lā' ixmāsu'yutēlha nac lakatunu' lacti'na'j cā'lacchicni'.
MRK.6.7	Lā' Jesús cāmāta'sīlh huan kalhacāujtu' ī'sca'txtunu'nī'n lā' tzuculh cāmacā'n kalhatu'yūn lā' cāmaxquī'lh līmāpa'ksīn para natamāxtu huan tlajana'nī'n. 
MRK.6.8	Lā' cāhuanilh:
MRK.6.8	―Tū' tilī'pinā'tit nīn tuntū' huan nac tej, nīn morralh, nīn pāntzi, nīn tumīn na mimbolsaca'n. Xmān nalī'pinā'tit mimpāla'cca'n. 
MRK.6.9	Lā' natatūnū'yā'tit mihuarachica'n pero tū' nalhakā'yā'tit kalhtu' milu'xu'ca'n.
MRK.6.10	Lā' Jesús cāhuanipā:
MRK.6.10	―Chuxatūya chic a'nlhā nachipinā'tit, a'ntza' natachokoyā'tit hasta a'xni'ca' nataxtuyā'tit de huanmā' cā'lacchicni'. 
MRK.6.11	Lā' palh calhāhuā tū' cātamānūyāni' nac chakān chic lā' palh tū' cātakaxmatni'cu'tunāni' a'ntū hua'nā'tit, cataxtutit de huanmā' cā'lacchicni'. Lā' a'xni'ca' nataxtuyā'tit, catincxtit mintojonca'n para que nayuja huan pokxni' na ixlakxtampūn mintojonca'n. Chuntza' nalīmāsu'yu'yā'tit que xlaca'n natalē'n cuenta como tū' takaxmatcu'tulh. Ixlīstu'ncua' a'ntū iccāhuaniyāni'. Lā' a'xni'ca' namin huan chi'chini' a'xni'ca' Dios nalacāxtlahuakō', xlaca'n lej natapātīni'n como tū' takaxmatcu'tulh. A'chulā' natapātīni'n xlaca'n que huan tū' tzeyā tachi'xcuhuī't xalanī'n nac Sodoma lā' Gomorra ―hualh Jesús.
MRK.6.12	Ta'a'lh huan sca'txtunu'nī'n lā' ixtamāsu'ni' tachi'xcuhuī't que tasqui'nī nataxtāpalī ixtapāstacna'ca'n. 
MRK.6.13	Lā' tamāxtulh lhūhua' tlajana'nī'n. Lā' ixcālīmūtlahua aceite lhūhua' ī'tza'ca'nī'n lā' cāmātzeyīlh.
MRK.6.14	Lā' huan rey Herodes kaxmatli ixpālacata Jesús como lhūhua' a'ntī ixtalīchihuīna'mā'na Jesús lā' a'ntū ixtlahua. Lā' Herodes hualh:
MRK.6.14	―Juan a'ntī ixmā'kpaxīni'n lakahuanchokonī't de huan līnīn. U'tza' līka'lhī līmāpa'ksīn a'ntū lītlahua huan lē'cnīn.
MRK.6.15	Lā' makapitzīn ixtahuan:
MRK.6.15	―U'tza' Elías a'ntī ixa'cta'sana' Dios xala' makāntza'.
MRK.6.15	Lā' ā'makapitzīn ixtahuampala:
MRK.6.15	―U'tza' a'cta'sana' hua'chi huan xala' makāntza'.
MRK.6.16	Lā' a'xni'ca' huanica Herodes a'ntū tlahualh Jesús, xla' hualh:
MRK.6.16	―U'tza' Juan a'ntī icmā'a'cchu'cunīni'lh. Xla' lakahuanchokonī't lā' taxtulh na ixlaclhni' nīnī'n.
MRK.6.17	Huan Herodes māni' ū'tza' māpa'ksīlh lā' māchi'panīni'lh Juan lā' māchī'nīni'lh nac pūlāchī'n por ixpālacata Herodías a'ntī ixpuscāt Felipe ixuanī't. Lā' huā'mā' Felipe ixtā'tin Herodes. Lā' Herodes ixtā'tahui'lanī't huanmā' puscāt. 
MRK.6.18	Lā' Juan ixuaninī't Herodes:
MRK.6.18	―Tū' līmakuan a'nchī tā'tō'la'nī'ta' ixpuscāt mintā'tin.
MRK.6.19	U'tza' Herodías līlalh ixtā'ca'tza Juan lā' ixmaknīcu'tun. Lā' tūla ixmaknī 
MRK.6.20	porque Herodes ixjicua'ni' Juan. Ixca'tzī que lej tzeyā chi'xcu' ixuanī't Juan lā' līlacatejtin ixlatlā'huan. Lā' Herodes tū' makxtekli Herodías natlahuani' Juan nīn tuntū'. Lā' a'yuj Herodes māmakchuyīlh ixpālacata a'ntū māsu'yulh Juan, pero ixkaxmatcu'tun. 
MRK.6.21	Pero milh lakatin chi'chini' a'xni'ca' Herodías tlahualh a'ntū ixtlahuacu'tun. Herodes tlahualh ixcā'tani' a'xni'ca' chā'lh ixcā'ta. Cākantāyalh para nacātā'huā'yan na ixchic xanapuxcu'nu' lā' xamāpa'ksīni'nī'n lā' generales a'ntī ixtatā'scuja nac estado de Galilea. 
MRK.6.22	Lā' ixtzu'ma'jāt Herodías tanūlh lā' lu'cxli lā' cāmakapāxuhualh Herodes lā' a'ntī ixcākantāyacanī't. Lā' huan rey huanilh huan tzu'ma'jāt:
MRK.6.22	―Caquisqui'ni' chu a'ntū lacasqui'na' lā' quit na'icmaxquī'yāni'.
MRK.6.23	Lā' stu'tu'lu' huanilh:
MRK.6.23	―Lej stu'ncua' a'ntū icuanini'. Na'icmaxquī'yāni' a'ntū naquisqui'ni'ya' a'yuj i'tāt a'nlhā quit icmāpa'ksī.
MRK.6.24	Lā' huan tzu'ma'jāt taxtulh lā' kalhasqui'nīlh ixtzī't:
MRK.6.24	―¿Tuchū na'icsqui'n?
MRK.6.24	Lā' xla' huanilh:
MRK.6.24	―Nasqui'na' ixa'kxāk Juan huan Mā'kpaxīni'.
MRK.6.25	Lā' huan tzu'ma'jāt tuncan tanūlh a'nlhā ixuī' huan rey lā' hualh:
MRK.6.25	―Iclacasqui'n ixa'kxāk Juan huan Mā'kpaxīni'. Chuhua'j tuncan naquimaxquī'ya' nac lakatin pulātu.
MRK.6.26	Lā' ū'tza' lej līlakaputzalh huan rey pero como stu'tu'lu' ixuanicanī't huan tzu'ma'jāt lā' como huan a'ntī ixcākantāyacanī't takaxmatli a'ntū ixuanicanī't, tūlalh xtāpalīlh ixtachihuīn. 
MRK.6.27	Lā' tuncan huan rey māpa'ksīlh kalhatin mayūlh para nalīmin ixa'kxāk Juan. Lā' xla' a'lh nac pūlāchī'n lā' a'cchu'culh. 
MRK.6.28	Lā' līminca ixa'kxāk nac lakatin pulātu lā' maxquī'ca huan tzu'ma'jāt. Lā' huan tzu'ma'jāt maxquī'lh ixtzī't.
MRK.6.29	Lā' a'xni'ca' cāmācatzīnīca ī'sca'txtunu'nī'n Juan, xlaca'n tamilh lā' tasacli ixmacni' lā' tamā'cnūlh nac lakatin taponkni'.
MRK.6.30	Lā' a'xni'ca' ī'sca'txtunu'nī'n Jesús talaktaspi'tli, tahuanikō'lh huāk a'ntū ixtatlahuanī't lā' a'ntū ixtamāsu'yunī't. 
MRK.6.31	Lā' Jesús cāhuanilh:
MRK.6.31	―Cata'ntit xmān hui'xina'n lā' caquilātā'miuj a'nlhā nīn tintī' a'nan lā' najaxāujtit macsti'na'j.
MRK.6.31	Lej lhūhua' tachi'xcuhuī't ixtaquīlakla Jesús lā' chuntza' ī'sca'txtunu'nī'n tūla ixtahuā'yan. 
MRK.6.32	Lā' tatojōlh nac lakatin barco xmān xlaca'n lā' ixta'a'mā'na a'nlhā tintī' ixa'nan. 
MRK.6.33	Lā' lhūhua' tachi'xcuhuī't talaktzī'lh a'xni'ca' ixta'a'mā'na lā' talakapasli. Lā' xalanī'n lakatunu' cā'lacchicni' catojon tatu'jnulh a'ntza' lā' tachā'lh pū'la. 
MRK.6.34	Lā' a'xni'ca' Jesús taxtulh de huan barco, cālaktzī'lh lhūhua' tachi'xcuhuī't lā' cālakalhu'malh como tatasu'yulh hua'chi borregos a'ntūn tū' ixtaka'lhī a'ntī nacāmaktaka'lha. Lā' tzuculh cāmāsu'ni' lhūhua' catūhuā. 
MRK.6.35	Lā' a'xni'ca' ī'smalanka'namā', huan sca'txtunu'nī'n talakmilh Jesús lā' tahuanilh:
MRK.6.35	―Kōtanūtza' lā' huā'tzā' tū' nac cā'lacchicni'. 
MRK.6.36	Cacāmacapi huan tachi'xcuhuī't para que nata'a'n natatamāhua ixlīhua'tca'n nac cā'ranchujnu' lā' nac cā'lacchicni' como tū' taka'lhī a'ntū natahua' xlaca'n.
MRK.6.37	Pero Jesús cākalhtīlh:
MRK.6.37	―Hui'xina'n cacāmāhuī'tit.
MRK.6.37	Lā' tahuanilh:
MRK.6.37	―Lej lhūhua' huan tachi'xcuhuī't. Lā' tasqui'nī lej makān namakscujcan lā' chuntza' tzē nalītamāhuacan pāntzi a'ntū na'iccāmāhuī'yāuj xlaca'n.
MRK.6.38	Lā' Jesús cāhuanilh:
MRK.6.38	―¿Lhā maclā't pāntzi ka'lhī'yā'tit? Caquīlaktzī'ntit.
MRK.6.38	Lā' taquīlaktzī'lh lā' a'xni'ca' taca'tzīlh, tahuanilh:
MRK.6.38	―Macquitzis pāntzi lā' tantu' squī'ti'.
MRK.6.39	Lā' xla' cāmāpa'ksīlh ī'sca'txtunu'nī'n:
MRK.6.39	―Cacāmālacpitzitit lā' xtuncnu' catatahui'lh pūlacatunu' nac cā'seketni'.
MRK.6.40	Lā' ixa'nan pūlacatunu' a'nlhā tatahui'lh lakatin ciento. Lā' nā ixa'nan ā'makapitzīn pūlacatunu' a'nlhā tatahui'lh tu'pu'xamacāuj. 
MRK.6.41	Lā' Jesús cātayalh huan macquitzis pāntzi lā' huan tantu' squī'ti' lā' talacayāhualh nac a'kapūn lā' maxquī'lh pāxcatca'tzī Dios lā' che'kelh huan pāntzi lā' cāmaxquī'lh ī'sca'txtunu'nī'n. Lā' xlaca'n tamālacpitzini'lh na ixlaclhni'ca'n tachi'xcuhuī't. Lā' nā cāmālacpitzini'lh huan tantu' squī'ti' ixlīhuākca'n. 
MRK.6.42	Lā' tahua'lh ixlīhuākca'n lā' taka'sli. 
MRK.6.43	Lā' a'xni'ca' tahuā'yankō'lh, tamākēstokli huan sca'txtunu'nī'n xalacpītzin pāntzi lā' squī'ti'. Lā' lītatzumalh pācāujtu' cha'xta a'ntū a'katāxtūni'lh. 
MRK.6.44	Lā' a'ntīn tahuā'yalh lakaquitzis mil chi'xcuhuī'n ixtahuanī't.
MRK.6.45	Lā' chu tuncan Jesús cāhuanilh ī'sca'txtunu'nī'n:
MRK.6.45	―Catojō'tit nac barco lā' capū'la'tit tintacut huan mar para nac Betsaida līhuan quit na'iccāmacā'n huan tachi'xcuhuī't.
MRK.6.46	Lā' a'xni'ca' ixcāmacā'nkō'nī'ttza', xla' a'lh huan nac kēstīn para nakalhtō'ka'. 
MRK.6.47	Lā' a'xni'ca' tā'cnūlh huan chi'chini', Jesús ixa'cstu ixuī' nac ti'ya't līhuan ī'sca'txtunu'nī'n ixta'a'mā'na nac barco ixpu'nan mar. 
MRK.6.48	Lā' Jesús laktzī'lh a'nchī tūlalh xa'nca ixa'n huan barco como lej ixū'numā'. Lā' a'xni'ca' ixtuncuīni'mā'tza', Jesús cālakmilh. Lā' ixtlā'huantēlha na ixkalhni' huan xcān lā' ixcātēlakataxtumā'. 
MRK.6.49+MRK.6.50	Lā' xlaca'n talaktzī'lh lā' tajicua'lh lā' tata'salh. Como ixlīhuākca'n talaktzī'lh catīhuā ixkalhtlā'huantēlha huan xcān, tapuhualh ixtalakachuyamā'na lā' ū'tza' lej talījicua'lh. Lā' chu tuncan Jesús cātā'chihuīna'lh xlaca'n lā' cāhuanilh:
MRK.6.49+MRK.6.50	―Huixcāna'j caca'tzītit lā' tū' cajicua'ntit. Quit a'ntī icmimā'.
MRK.6.51	Lā' tojōlh nac barco a'nlhā ixtahui'lāna' xlaca'n lā' ca'cslalh huan ū'ni'. Lā' xlaca'n lej talē'cnīlh. 
MRK.6.52	Lā' a'yuj ixtalaktzī'nī't a'nchī Jesús mālhuhuīlh huan pāntzi, lā' tū' ixtamāchekxī tichū Jesús.
MRK.6.53	Lā' a'xni'ca' Jesús lā' ī'sca'txtunu'nī'n ta'a'lh tintacut huan xcān, lā' tachā'lh huan nac ti'ya't a'nlhā huanican Genesaret lā' tachī'jūlh ixbarcoca'n. 
MRK.6.54	Lā' a'xni'ca' tataxtulh de nac barco, huan tachi'xcuhuī't talakapasli Jesús. 
MRK.6.55	Lā' palaj ta'a'lh lakachu lā' tzucuca cālīmincan ī'tza'ca'nī'n nac laclajna'. Cālē'nca chu a'nlhā huanca que ixuī' Jesús. 
MRK.6.56	Lā' chu calhāhuā tanūlh nac lacti'na'j cā'lacchicni' lā' nac xcānsipejni' lā' cā'ranchujnu', ixcāmāpī'can huan ī'tza'ca'nī'n nac lītamāuj lā' ī'squi'ni'can Jesús que cacāmakxtekli xmān taxa'ma ixtampān ixlu'xu'. Lā' ixlīhuākca'n a'ntīn taxa'malh ixlu'xu' tatzeyankō'lh.
MRK.7.1	Lā' talaktakēstokli Jesús fariseosnu' lā' xamākalhtō'kē'ni'nī'n huan ley xalanī'n nac Jerusalén a'ntī ixtalakminī't Jesús. 
MRK.7.2	Ixtalaktzī'nī't makapitzīn ī'sca'txtunu'nī'n Jesús a'ntī ixtahuā'yamā'na lā' tū' xa'nca ixtamakacha'ka'nī't pū'la. 
MRK.7.3	Tū' chuntza' ixtatlahua huan fariseosnu' lā' ixlīhuākca'n huan ā'makapitzīn israelitas. Palh xlaca'n tū' pū'la ixtamakacha'ka'n chu a'nchī tasqui'nī, tū' ixtahuā'yan como ixta'a'cnīni'ni' ixtalanānca'n ī'xū'yāpapna'ca'n. 
MRK.7.4	Lā' a'xni'ca' ixtaquītaspi'ta de nac lītamāuj, tū' ixtahuā'yan palh tū' xa'nca ixtamakacha'ka'n pū'la. Lā' ixtatlōkentaxtū lhūhua' ixtalanānca'n ī'xū'yāpapna'ca'n hua'chi a'nchī talīpūche'kē' vasos lā' xālu lā' tamacatzucun de līcā'n lā' ī'xti'catca'n. 
MRK.7.5	Lā' takalhasqui'ni'lh Jesús huan fariseosnu' lā' huan xamākalhtō'kē'ni'nī'n ley:
MRK.7.5	―¿A'chī' misca'txtunu'nī'n tū' tatlōkentaxtū a'ntū quixū'yāpapna'ca'n quincātamāsu'ni'n? Chu tahuā'yan lā' tū' pū'la tamakacha'ka'n a'nchī tasqui'nī.
MRK.7.6	Lā' Jesús cākalhtīlh:
MRK.7.6	―Hui'xina'n tlahua'yā'tit lakatu' milacanca'n. Mimpālacataca'n lītzo'kli huan profeta Isaías a'nlhā tatzo'kni':
MRK.7.6	Huā' tamā'na tachi'xcuhuī't xmān tahuan palh quinta'a'cnīni'ni' pero tū' tapāstaca a'ntū iccālīmāpa'ksīlh.
MRK.7.7	Chu tlakaj quintamācā'tanī como a'ntūn tamāsu'yu hua'chilh quilīmāpa'ksīn, ū'tza' xmān ixtapuhuānca'n huan chi'xcuhuī'n.
MRK.7.7	Chuntza' tzo'kli Isaías.
MRK.7.8	Lā' Jesús cāhuanipā:
MRK.7.8	―Lā' hui'xina'n mākēnū'yā'tit ixlīmāpa'ksīn Dios para natlōkentaxtūyā'tit ixtalanānca'n mixū'yāpapna'ca'n. Hui'xina'n pūche'kē'yā'tit xālusnu' lā' vasosnu' a'nchī tasqui'nī lā' tlahua'yā'tit lhūhua' ā'makapitzīn talanān.
MRK.7.9	Lā' nā cāhuanilh:
