LUK.1.1	Гьал ппараттар алучӀуная ахъакьас че мисаъ хьуна, ккеттушу курарихъас. 
LUK.9.13	– Чав фера фадава, Ӏаре гӀифу гунира Ӏу балугъ дала, гьал ягӀайдава чин ушуна джалла ге инсанарис гъуланчин Ӏелеф.
LUK.9.14	Гебур гӀифу агъзур дегьен инсан ахьуная. Ӏисайи пуная Учин ученикарис:
LUK.9.14	– Гьер усагь гӀифцӀур инсан аркьай, экьвас акье гебур.
LUK.9.15	Гьегиштти акьуна, гебури джаллабур экьвас акьуная.
LUK.9.16	Гъушуна гӀифу гунира Ӏу балугъ, аккедурфуна завариккди, Ӏисайи акьуная дуьгӀе, ая баракатис шукур аркьай. Хуппай пай акьуна йиная ученикарилди, инсанарис алихьас. 
LUK.9.17	ӀуьтӀуна, джаллабур тухъ хьуная, хъара цӀеӀу кӀватт ацӀу кьурцар амилгуна, завал акьуная гебури.
LUK.9.18	Сагелай Ӏиса ахьуная дуьгӀебур аркьай инсанар адава сакин мукьуйиъ. Гихъай ахьуная Учин ученикара. Ӏисайи хабар гъушуная гебурифас:
LUK.9.18	– Фуш хӀисаб аркьа Зун халкьди?
LUK.9.19	Ученикари пуная:
LUK.9.19	– Сури агъа, Вун – хьеттигӀ гӀучӀуна гӀайчӀва гӀедат аркьа ЯхӀъя э пуна, сури – Илйа э пуна, сасрабури агъа, Те авалдин са пайгъамбар э джан керхьуна гъайшинаф.
LUK.9.20	Ӏисайи хабар гъушуная ученикарифас:
LUK.9.20	– Ппай чун фуш хӀисаб аркьа Зун?
LUK.9.20	– Вун – Аллагьдин Месигь э, – пуная Петтруйи.
LUK.9.21	Ӏисайи кьацӀра сайисра гихъас варттал маркьа пуна, 
LUK.9.22	пуная Учин ученикарис:
LUK.9.22	– Инсандин КӀиркӀ ацӀуна гӀезабарикк ккихуна ккандея, хӀа къуджабурира, хӀа маллабурира, Ӏелимарира Ге кьабул акьасттава, гебури Ге кӀесе, амма хьибудпе ягъас Ге джан керхьуна гъайшасе.
LUK.9.23	Хуппай джаллабурис Ӏисайи пуная:
LUK.9.23	– Захъай вес кканетти, учихъас кӀвалас гьатуна кканде, гьер ягъа ге хӀезурди кканде четинвеларин къакъ гъадивас, герек хьучин, учин Ӏуьмур есра кехӀей. Тагьа гьетегуна ге Захъай вей ахьасе. 
LUK.9.24	Учин Ӏуьмур ухӀас кканеттифас Ӏуьмур фаттархьасе. Зун бадала Ӏуьмур фаттархьетти, Ӏуьмур ухӀасе. 
LUK.9.25	Фи муфиӀет кея инсандис, кӀилди дуьнйа фацуна, учи уч пуч акьухаб, яра учис зарар хьехаб? 
LUK.9.26	Захъасра, Зе гафарихъасра неч хье инсан, Инсандин КӀиркӀасра неч хьасе кьабул акьас, Учинна, Учин Даданна гирами малайикаринна тегӀриф хъай адегуна. 
LUK.9.27	Зун чвас агъая, мисагь гъузунаттаригӀас са Ӏу инсанар, джилил Аллагьдин Паччагьвел дагуна, кӀесттава.
LUK.9.28	Ге гафар пуна, са муя ягъалас, Ӏиса хъай Петтрура, ЯхӀъяра, Якьубра алгъушуная сувалди дуьгӀе акьас. 
LUK.9.29	ДуьгӀе аркьа арайи, Ӏисайин сурат садпуна джуьре хьуная, кунар нур ичай, ибхь суман, джагвар хьуная. 
LUK.9.30	Ӏу инсан гъургъай ахьуная Ӏисайихъай, гебур хьуная Мусана Илйа, 
LUK.9.31	заварин нуругӀай адинаттар. Гебур гъургъай хьуная Ерусалимдиъ хьас ккея, Ӏисайин Ӏеджалихъас. 
LUK.9.32	Петтруна гин илдешар цӀуьппи гъархьуна ахьуная, кетӀугуна, гебурис агуная Ӏисайин Ӏекун нура, Ӏисайин багулив гъузуна Ӏу инсанна. 
LUK.9.33	Мусана Илйа Ӏисайигьас верегуна, Петтруйи пуная Ӏисайис:
LUK.9.33	– Е МегӀелим, фи иджи ая хьин мисаъ! Див чин хьибу чардах акьас: сад Вас, сад Мусайис, сад Илйайис. Петтруйис учис ягӀай хьуна адава, фи ичин учи агъаяф.
LUK.9.34	Петтру гъургъа арайи, алчадина къири, кичадивуная гебур учин эхъуьккди. Къири ахтт аладина, ученикар дифугӀ гӀачархьегуна, ученикарис гучӀ хьуная. 
LUK.9.35	КъиригӀас унихьуная сес: «Ле Зе КӀиркӀ э, Ле Зун гӀаттивунаф э. Лил юркӀв алихь!» 
LUK.9.36	Ле сес хъайшугуна, Ӏиса хаб сатти ахьуная. Ученикари джин акьуна, сайисра те вахттуни ахъакьуна адава те чиппис агуттарихъас.
LUK.9.37	Сасра ягъас, гебур сувалас алаверегунас, Ӏисайигьди гьучадина гъузуна ахьуная ппара халкь. 
LUK.9.38	Садпуна халкьдигӀас са инсанди гьараяр акьуна пуная:
LUK.9.38	– МегӀелим, Вас миннат э, хъуттурф зе кӀиркӀахъ! Ге хъая са кӀиркӀ э зе! 
LUK.9.39	ШейтӀан архьуна, кӀиркӀа садпуна вевер аркьа. ШейтӀанди гин джан зурзас аркьа, сивигӀас гъурт гӀархьасттегьен. АцӀуна гӀезаб егуна дала, сакинди артайдава кӀиркӀ шейтӀанди. 
LUK.9.40	Зун тӀалаб акьунуйи Ве ученикарис шейтӀан адик пуна, амма гебурифас хьундава.
LUK.9.41	Ӏисайи пуная:
LUK.9.41	– Агь чун инсанар, хъудугъаттар, чӀир хьунаттар! Фидегьен вахттунисттегьен Зун чвахъай ахьасе? Фидегьен Зун чвакк ккиха? Фаша мич ве кӀиркӀ.
LUK.9.42	КӀиркӀ гьучаверегуна, шейтӀанди гин джан зурзас акьуна, фадихьуная ге джилилди. Ӏисайи къадагъа акьуная шейтӀандис, кӀиркӀ сагъ акьуна гьикуная дадалди.
LUK.9.43	Джалла муьхӀтал хьуная Аллагьдин кьудратил. КӀилди Ӏисайи аркьа курарил муьхӀтал хьуна арайи, Ӏисайи пуная Учин ученикарис:
LUK.9.44	– Ме гафарил юркӀв алийина кӀвалди ате: Инсандин КӀиркӀ инсанарин гъилиъ ихьасе.
LUK.9.45	Амма ученикар ге гафарин гъавурдиъ архьуна адава, ге гафарин мегӀна ягӀар акьас вей хьуна адава гебурифас. Ӏисайифас хабар гъушанасра, фиттихъас ичин Ги пеф, гебурис гучӀай хьуная.
LUK.9.46	Ученикарин арайиъ хӀуьджат хьуная, фуш ичин чиппигӀас ке зурба. 
LUK.9.47	Ӏисайи, гебурин фикирар ягӀай, гъушуна бицӀи шиниккв, атуна Учин багулив, 
LUK.9.48	пуная ученикарис:
LUK.9.48	– Зун бадалди гьина ме бицӀи шиниккв кьабул аркьаячин, ти Зунна кьабул аркьая, гьина Зун кьабул акьучин, ти Варттал Алефра кьабул аркьая, Зун джилилди Гьикунаеф. ЧвагӀас ке бицӀи инсан – джаллабурилас зурба инсан э.
LUK.9.49	ЯхӀъяйи пуная Ӏисайис:
LUK.9.49	– МегӀелим, час ве ттур гъургъай, шейтӀанар адика са инсан агуне, амма чин гис къадагъа акьуне, ге хьехъай аяф давахӀела.
