MAT.1.1	Yomba i Yesus Krais
LUK.23.34	Ana Yesus dungwa, “Nina, yomba taragl erikwa i ye pirpogl sikre erikwa. Ipre ye tandaglmeno kindekondo to.” Yegl dungo ana ye gaglmo yumbusi inamunedi pre satu singwa.
LUK.23.35	Yomba igle andigl kanmeglko ana Juda yomba mina ende okuna eingwa ye eremogl Yesus nangiye ka-singwa, “Ye yomba tau ere-yungura, ana God pinde yungwa yomba Mesaia kaima moran kade yene ere-yondo.”
LUK.23.36	Ana kimbirnem ombugl ende egli undre ana Yesus bakagl teingwa. Ye wain geu orkwa ninambuka pre tendre, 
LUK.23.37	ana yegl dingwa, “Ene Juda yomba kingno kaima motn enene ere-yo!”
LUK.23.38	Ana ka i muno bogl Yesus endi-prak mina pamara bre mina egli pandiglkwa, “Yagl i Juda Yomba Kingno.”
LUK.23.39	Ana kunogl gogl nembrika yagl suwo endi-prak mina egli pambrika ikra ta Yesus ka-tongwa, “Ene Mesaia moglkitno? Ana enene ere indre, no akiye ere-yo.”
LUK.23.40	Ba kunogl gogl yagl ta eremogl angigle ta ka-tendre dungwa, “Ene God kunduglmo goglkitno? Nono prapra yumbun kuno yumga. 
LUK.23.41	Ana nono yumbun yumbuglka i kuno orkwa, sraglpre, nono tandaglme ouglara pre yumbuglka. Ba yagl i aglau ta erekrukwa.”
LUK.23.42	Ana yagle i dungwa, “Yesus ene kingdomnen mina suna enatnga enge na wedi poglodi pro.”
LUK.23.43	Yesus di ikine ende tongwa, “Na ka kaima ene diteinga, erme ene na bogl akiye dumo wakaile suna moratnga.”
LUK.23.44	Ande kuiya 12 klok orko, ana makan koglkoglo mim waidi were kondungo pai endpi ande kuiya 3 klok orkwa. 
LUK.23.45	Ana ande gongungo God holi yungumo mina gagl alap keglkwa sunawom yei arglandi wu koglkoglo ongwa. 
LUK.23.46	Ana Yesus agle binan bogl dungwa, “Nina! Na spiritna ene ongun mina yeinga.” Enge igle ye yegl dindre, ana mur iyenda ende goglkwa.
LUK.23.47	Ana kimbirnem ende okuna ongwa yagle taragl plau dungwa i kandre, God dembiye sindre ana dungwa, “Kaima, yagl i du-yene mogl aglau ta erekrukwa.” 
LUK.23.48	Yomba prapra kanapre igle makaisi meglkwa, ana taragl plau dungwa i kandre, ana kinde pir piutno tagla sindre, ana ende ikine yungunomugl eingwa. 
LUK.23.49	Ba Yesus yeinongwa yomba prapra ya, te ambu wagle Galili yei mambuno bogl mokomugl wingwa ikra ana tau eglke dagl andigl mogltre, ana taragl prapra orkwa i kanmeglkwa.
LUK.23.50	Yagl ta kangiye Josep we dingwa. Ye kaunsol meglmara suna igle yagl du yene wakai ta moglkwa. 
LUK.23.51	Ye Judia taun ta kangiye Arimatia we dimara igle mogltre ungwa. Ana ye eremogl kaunsol wagle nomano pir taragl ta eramne dingwa i ye prawe dikrukwa yagle. Ye God kingdomo unambuka pre sugl moglkwa yagle. 
LUK.23.52	Ana ye ende Pailat moglmara pindre, Yesus nangiye pre krapoglko ana Pailat prawe dungwa. 
LUK.23.53	Josep eremogl Yesus nangiye i-atne ende, ana gagl alap kruwo ta mina were tendre, ana ipi kombuglo dra yomba geglko pandiglmara kor ta waugl yeimara sunakra yongwa. Igle yomba ta geglko pandiglkrimara. 
LUK.23.54	Sraglpre, Sabat enge mangigl ungo ana akekun eraglkwa enge yongwa.
LUK.23.55	Ana ambu wagle Yesus bogl akiye Galili yei wingwa ikra Josep bogl pindre, ana nangiye sraglmere ere kombuglo dra mina suna yongwa i kanigwa. 
LUK.23.56	Ana ye ende ikine yungunomugl pindre, kungo wakai ya taragl demine orkwa akekun erikwa. Ba Sabat enge yongwa pre ye lo pamere pinande ere ana wakan meglkwa.
LUK.24.1	Sande enge tangina kinde kana ambu wagle taragl demine orkwa akekun ere yeingwa indre ana ende kombuglo dra Yesus pandiglmara dumo eingwa. 
LUK.24.2	Ana ye kanigwa kombuglo dra mina kombuglo siget-dingwa ikra berandi eglke endingwa pango, 
LUK.24.3	ana ye ende suna eingwa, ba Yaglkande Yesus nangiye briye pango kankrikwa. 
LUK.24.4	Ye ipre kinano gundo igle andigl meglko ana oglandi kaima yagl suwo gatno suna kruwo mundu pango ye meglmara mangigl igle andigl miurka. 
LUK.24.5	Ambu wagle kundugl pond gogl ana mangidi gumano kan makandle endingwa, ba yagl suwo i ditembrika, “Ene sraglpre yomba kor-moglkwa ye pre geglkwa mina dokime? 
LUK.24.6	Ye yawagle ta pai moglkrukwa. Ye andigl ukor ongwa! Ye Galili kamun mogl pangwa enge, ka sragl we ditongwa, i ene piryo, 
LUK.24.7	‘Yomba Wam tekoglo tandaglme erikwa yomba mina endimbi ana endi-prak mina sigoraglkwa, ana ande enge suwota eran andigl ukor enambuka.’” 
LUK.24.8	Ana ambu wagle Yesus ka okuna dungwa ikra poglodi pirkwa.
LUK.24.9	Ana ye kombuglo dra kondo ende ikine pindre, ana taragl i prapra disaipelmo 11 wagle ya yomba tau akiye diteingwa. 
LUK.24.10	Ana Maria Makdala kamun mam ya, Joana ya, Jems mam Maria ya, te ambu tau ye bogl akiye eingwa i ye taragl orko kanigwa i di aposel wagle teingwa. 
LUK.24.11	Ba aposel wagle ambu ka dingwa i pir gidikrikwa. Sraglpre, ye kayoko dimedi pirkwa. 
LUK.24.12	Ba Pita andigltre ana mukundi ende kombuglo dra ongwa. Ana ye goinge ere kan kombuglo dra endungwa igle gagl alap were teingwa i keunde yongo kangwa. Ana ye ende ikine yungugl pindre, ana taragl kangwa ikra pre nomane sungun prukwa.
LUK.24.13	Ana ande enge suwara i keunde disaipelmo mina yagl suwo ende yungu epigl kangiye Emeus we dimara igle embrika, ana Jerusalem yei ende dumo igle enaglkwa 11 kilomita yongwa. 
LUK.24.14	Ana yaglmo suwo konbauna ende pindre, ana taragl prapra plau dungwa ikra pre yene dipir embrika. 
LUK.24.15	Ye ka i di imboriya ende pir embriko, ana Yesus ye yene embirara wu suna ongo akiye eingwa. 
LUK.24.16	Ba ye suwo ongumutno ake kumbugl kambugl orko ana Yesus umedi ta kanpogl sikiurka.
LUK.24.17	Yesus krapogl tongwa, “Ene sragl taragl pre denbi di imbor ya ende umbre?”
LUK.24.17	Ye andigl diglkindi miurko ana gumano drano wu kinde ongwa. 
LUK.24.18	Ana yaglmo suwo i ta kangiye Kliopas we dingwa, ye krapogl tongwa, “Ene suwara yomba kor ta Jerusalem kamun suna ungwa. Ana enge igle taragl prapra egliro plau dungwa i ene kankitn kana?”
LUK.24.19	Ana ye krapogl tongwa, “Sragl taragl ne?”
LUK.24.19	Ye di ikine endimbrika, “Yesus Nasaret kamun nem ye mina taragl plau dungwa. Ye propet ta moglkwa. Ana God ya yomba prapra ongumutno mina ka dungwa ya kongun orkwa i yombuglo pond pangwa. 
LUK.24.20	Pris kande wagle ya nono kaungo yomba ye tekoglo endingo ana gavman pra gorambe dungo, ana Yesus endi-prak mina singwa. 
LUK.24.21	Ana ye suwara Israel yomba toposi ikine endinambedi no okuna yegl punga, ba ka ta ama pangwa i taragl prapra plau dingura i erme ande enge suwota orkwa. 
LUK.24.22	Ana no epitno mina ambu tau no sipuglo dinamga ka dingwa. Ana erme tangina kana kombuglo dra pandiglmara eingwa. 
LUK.24.23	Ba Yesus nangiye briye pango kankrikwa, ye ende ikine undre dinerikwa, no ongumutno-mugl orko kamga angelo suwo yegl dimbrika, ‘Yesus andigl ukor ongwa.’ 
LUK.24.24	Ana no akiye nigle i wamga tau ende kombuglo dra pi doko kanigwa, ama ambu dimere yeglkra kuno orkwa, ba ye Yesus kankrikwa.”
LUK.24.25	Yesus di yagl suwo tongwa, “Ene du eur kana, propet okuna ka prapra dingwa i kra ene nomano mina suna paikruko, ana pirngidi kiurika! 
LUK.24.26	Krais geu prapra goglkran ana okuwo ende God ambuglangemo mina suna enambuka kuno orumo?” 
LUK.24.27	Ana ye mambuno bogl Moses ya propet wagle prapra ka okuna muno beglko pangwa i yene pre dipene ende yagl suwo tekondungwa.
LUK.24.28	Ana ye kamun ta enambugledi embirara igle ye mangigl eingo, Yesus ama konbauna tau ende eglke dagl ena mere orkwa. 
LUK.24.29	Ba ye manedi akegi dindre, dimbrika, “Ene no bogl moramna, sraglpre, ande beingo mim era orkwa.” Ana ye bogl akiye moraglkwa pre ende yungugl ongwa.
LUK.24.30	Ana Yesus eremogl ye akiye bogl mina amedi meglko, ana bret indre God diwakai yeite, ana bukondi yagl suwo tongwa. 
LUK.24.31	Ana ye ongumutno pirkam dungo, Yesus kanpogl simbriko ana oglandi ye ongumutno-mugl i-mimdaglkwa. 
LUK.24.32	Ana ye yene di imboriya endimbrika, “Ye nono bogl konbauna akiye umgo, ana kamambuno okuna muno beglko pamara igle di yauro norko, ana nono nomano mina donga mereyegl dekrutuno?”
LUK.24.33	Ana ye tambre kana andigl ende ikine Jerusalem embrika. Eglire pindre ana kambriko disaipel 11 wagle ya yomba tau ye akiye waningwa bogl makaisi meglko, 
LUK.24.34	ana dingwa, “I kaima! Yaglkande andigl ukor pindre, ana Saimon Pita moglmara wu nongugl pi tongwa.” 
LUK.24.35	Ana yagl suwo konbauna bange taragl orkwa ikra ya, te ye bret buko dungwa enge i ye kanpogl simbrika ikra boglo kiurika.
LUK.24.36	Ana ye ka i boglo kugl miurko, ana Yesus yene disaipelma wagle meglmara suna igle andigl mogltre, ana ditongwa, “Nomano pokndi ene mina yenano.”
LUK.24.37	Ana ye sipuglo dindre, kundugl pond gogl ye gigl ta kanmunedi pirkwa. 
LUK.24.38	Ba Yesus disaipelma wagle ditongwa, “Ene sraglpre sipuglodi nomano suwo yeme? 
LUK.24.39	Na onguna ya katna mina kaniyo. I na, nana! Na kandre ana ake piryo, na nangina pango ene kanigwa yeglmere, ana gigl ta nangino ya te yomburo ta panan kankraglkwa.”
LUK.24.40	Ana ye ka yegl dindre, ana ongo ya kagle ye ombuno ditongwa. 
LUK.24.41	Ana ye gun kaima yeingwa ba nomano kugl ongo ana pirngidi dikrikwa. Yeglpre ye krapogl tongwa, “Ana taragl ninaglkwa ta igle yeimbi yomo?” 
LUK.24.42	Ana ye fis gaiglko dongwa ikine ta i teingwa. 
LUK.24.43	Ana ye pra indre kanmeglko nongwa.
LUK.24.44	Okuwo Yesus di ye tongwa, “Na ene bogl akiye wanmounga enge, ka i ene diteinga, na mina sragl i prapra wu giu dinambuka i Moses lomo mina ya propet wagle kanno mina ya te kamambuno giglange mina ka muno beglko pangwa.”
LUK.24.45	Ana kamambuno mina okuna muno beglko pangwa i ye pirpogl sinaglkwa pre, Yesus nomano ake audi tendre 
LUK.24.46	ana ditongwa, “Kamambuno mina muno yegl beglko pangwa Krais giu gogltre, ana ande enge suwota eran andigl ukor enambuka. 
LUK.24.47	Ana ye kangiye mina Jerusalem mambuno bogl kamambuno dipene ende dumo kamun koglkoglo embi ana yomba nomano yake tembi ana God tandaglmeno kindekondo tenambuka. 
LUK.24.48	Ana ene taragl orkwa i prapra diwai dinaglkwa. 
LUK.24.49	Ana na Nina okuna taragl ene tenagledi ka dipanduglkwa ikra na di ene mina endinaglka. Yeglpre ene siti sugl kan meglmbi kamun mitna yombuglo ende atne ene mina unambuka.”
LUK.24.50	Yesus eremogl dumo kande kondo disaipelma wagle auro yend Betani kamun mangigl pindre, ana igle yene ongo mitna ende ana ere wakai ere tongwa. 
LUK.24.51	Ye ere wakai ere temoglko, ana God eremogl Yesus yend heven suna ongo ana disaipelma wagle kondungwa. 
LUK.24.52	Ana ye dembiye karaugl ere tendre, gun argan bogl ende ikine Jerusalem eingwa. 
LUK.24.53	Ye ende ikine Jerusalem pindre, ana God holi yungumo mina yungugl mogltre, God dembiye engenge site meglkwa.
JHN.1.1	Okuna imbo Ka i pai moglkwa. Ana Ka i God bogl moglkwa. Ana Ka i God moglkwa. 
JHN.1.2	Ye okuna imbo God bogl moglkwa.
JHN.1.3	Ye mina taragl prapra God ere yongwa, taragl kanekane ere yongwa i ye moglko keunde ere yongwa. 
JHN.1.4	Kor meglkwa ye mina yongwa ana kor-meglkwa i yomba ambuglangeno. 
JHN.1.5	Ana ken i mim ormara suna ambuglange sungwa, ba mim i wu sigongonagledi orkwa manga.
JHN.1.6	Yagl ta wu pene pi moglkwa ye God diendungo ungwa, kangiye Jon. 
JHN.1.7	Ye ken ambuglange kamo i dipene endinan ana ye mina yomba prapra pirngi dinaglkwa pre ye ka-singiye yomba ungwa. 
JHN.1.8	Jon yene ken ambuglange ta moglkrukwa, ba ken ambuglange i kamo ana ye dipene endina pre ungwa. 
JHN.1.9	Ana ken ambuglange kaima i ambuglangesi yomba makan uglo koglkoglo tenapre ungwa.
JHN.1.10	Ye makandle moglko ana ye mina God dumo makan koglkoglo ere yongwa ba makan yomba ye pirkanpogl sikrikwa. 
JHN.1.11	Yene dumo makanmo mina ungwa. Ba yene yombama diwakai yeitekrikwa. 
JHN.1.12	Yomba tau ye di-ingwa ana ye kangiye mina pirngi dingwa, yeglpre ye pra God nangiglma meglme dungwa. 
JHN.1.13	God nangiglma i neno mano bormaino mina kugl yei kiurika te yomba ka dikogl erimere i manga te enene pirmere i manga ba God yene prumere ere i nangiglma endungwa.
JHN.1.14	Ana Ka wu yomba pindre nono mina suna moglkwa. No ye ambuglangemo kamga. Ana ambuglange i ye suwara, Nem diendungo ungwa. Yeglpre ye wakaimo ya Ka kaima ye mina kau sungwa. Ye God Wam kaima moglkwa.
JHN.1.15	Jon eremogl Yesus pre dinongugl endungwa, ye ka kande dindre dungwa, “Na yomba ipre dingra, na komnaiye winga ba yomba i na mokonamugl ungwa, ye okuna imbo mogltre ana mogl-mitna ende na engrukwa.” 
JHN.1.16	Ye wakaimo kausi moglko i mina no prapra ere wakai ere mundu-mundu yumga. 
JHN.1.17	God lomo Moses tongwa ba ye wakaimo ya ka kaima i Yesus Krais mina ungwa. 
JHN.1.18	Yomba ta God kankrikwa, ba God Wam suwara ye Nem bogl akiye miurka pre ye mina Nem ombuno dipene endungwa.
JHN.1.19	Jerusalem dumo suna Juda yomba eremogl pris ya Levai wagle diende ana Jon ira moglmda krapogl piryo dingwa. 
JHN.1.20	Ye uglmange erekre dinongugl ende dungwa, “Na Krais ta moglkrikwa.”
JHN.1.21	Ana ye krapeglkwa, “Ene irane? Ene Elaija motno?”
JHN.1.21	Jon di ikine endungwa, “Na tamanga.”
JHN.1.21	Ana ye dingwa, “Ene Propet ta motno?”
JHN.1.21	Ye di ikine ende dungwa, “Na tamanga.”
JHN.1.22	Ana okuwo ye dingwa, “Ene irane? Dinotn no pi diendigo umga yomba ye ene ira motnga i ka mongo ditenamga.”
JHN.1.23	Jon eremogl propet Aisaia ka muno boglkwa i di ikine endungwa, “Makan waule suna yomba ta wiyau dungwa i na mina pai yungwa. Yaglkande pre konbo si-ake du endiyo.”
JHN.1.24	Parisi wagle yomba diendingo wingwa ikra 
JHN.1.25	krapogl Jon teingwa, “Ene Krais mo Elaija, mo Propet ta moglkitn ana ene sraglpre yomba baptais tene?”
JHN.1.26	Jon di ikine ende yegl dungwa, “Na nigl mina baptais teinga, ba ene meglmara suna i yomba ta moglkwa ene pirkan erekrikwa. 
JHN.1.27	Ye mokonamugl ungwa, na yomba wakai ta moglmbo kade ye kagle towo mina kan tonguma pangwa i na ta pirka sinaglka kuno erekrukwa.”
JHN.1.28	Taragl prapra plau dungwa i Jodan Nigle koglo imbo Betani makan Jon yomba baptais ere tomara igle.
JHN.1.29	Ana enge tangina Jon kango Yesus ende ye moglmara ungwa. Ana Jon yegl dungwa, “Kaniyo, Yomba i God Sipsipmo Nangigle makandle yomba tandaglmeno koko endina pre ungwa. 
JHN.1.30	Na ka dinga ikra yomba ipre mendigl digra, ‘Yomba ta na mokonamugl ungwa i mogl-mitna ende na engrukwa. Sraglpre na moglkriko ye okuna imbo moglkwa.’ 
JHN.1.31	Na nana ye ira moglkwa i ta pir kanpogl sikrika, ba na mambuno ta pango wu nigl mina baptais teinga i Israel yomba meglmara igle wu pene enan kanaglkwa pre erika.”
JHN.1.32	Ana Jon yene mambunomo dipene ende tongwa, “Na kaninga Holi Spirit kua yumugl mereyegl heven imbo ende atne undre ye mina moglkwa. 
JHN.1.33	Yomba i ira moglkwa, i ta pirkan erekrika, ba God na diende nigl mina baptais to dindre ana yegl dinarkwa, “Ene kanmin Holi Spirit ende atne wu yagl ta mina ake morambuka i ye yomba Holi Spirit mina baptais tenambuka. 
JHN.1.34	Na i kandre, ana ye God Wam kaima moglme dinga.
JHN.1.35	Ana tangina Jon eremogl disaipelmo suwo bogl akiye aglke kordagl igle meglkwa. 
JHN.1.36	Jon kango Yesus konbauna ende wongo ana ye dungwa, “Kaniro, i God Sipsipmo Nangigle.”
JHN.1.37	Ye disaipelmo suwo ka i dungo pirmbrika enge, ana Yesus omara mokomugl embrika. 
JHN.1.38	Yesus kan ikine endungo yagl suwo i mokomugl embriko ana krapogl tongwa, “Ene aglokra moglpai etne?”
JHN.1.38	Ye dimbrika, “Rabai” (i mambuno yegl, Beke Notnga), “Ene yungu aglokra motne?”
JHN.1.39	Ye di ikine endungwa, “Ene undre, ana kanambrika.”
JHN.1.39	Yeglpre ye endpi moglmara igle kanbriko ana ande enge mundu ye akiye igle meglko ana ande kuiya 4 klok yongwa.
JHN.1.40	Ana Jon ka dungo pirtre, Yesus omara mokomugl embrika ikra ta Andru, ye Saimon Pita angigle. 
JHN.1.41	Ana komnaiye Andru ta orkwa i, ye angigle Saimon doko kan indre ana ditongwa, “No Mesaia kan imbuglka.” (I mambuno Krais we dingwa.)
JHN.1.42	Ana Andru eremogl Saimon auro yu Yesus moglmara ungo ana ye Saimon kandre dungwa, “Ene Saimon, Jon wam. Ene kangin Sipas we dinaglkwa.” Sipas i Aram ka mina kangiye yeingwa, i Juda yomba kanno pangwa. Te Grik ka mina Pita.
JHN.1.43	Ana tangina Yesus ende Galili kamun enagledi orkwa. Ye pi Pilip kan indre yegl ditongwa, “Na wimara wo.”
JHN.1.44	Pilip, ye Betsaida taun nem, dumo igle ombugl Andru ya Pita ye kamuno yongwa. 
JHN.1.45	Pilip eremogl Nataniel kandre yegl ditongwa, “Yomba ta pre Moses lo mina pepa muno boglko te propet wagle ye pre ama pepa beglko pangwa ikra no kan yumga. I Yesus ye Josep wam. Nasaret kamun nem.”
JHN.1.46	Ana Nataniel ye ka kra yegl pogl tongwa, “Taragl wakai ta Nasaret kamun plau dinambo?”
JHN.1.46	Pilip ye di ikine ende tongwa, “Ene undre ana kano.”
JHN.1.47	Ana Yesus kango Nataniel ye moglmara ungo ana ye pre yegl dungwa, “Kaniyo, yagl i Israel yomba kaima, ye mina suna kakimbi ta paikrukwa.”
JHN.1.48	Nataniel kra yegl poglkwa, “Ene sraglmere na pirkan etne?”
JHN.1.48	Yesus di ikine endungwa, “Okuna imbo Pilip ene aglendi ikrukwa enge ene endi kogla mambuno mina mogl panga enge ikra, ana na ene kan-kondinga.” 
JHN.1.49	Nataniel di ikine endungwa, “Beke Notnga, ene God Wam, Israel yomba Kingno.”
JHN.1.50	Ana Yesus dungwa, “Ene endi kogla mambuno mina motngo, ene kaniye dinga ikra pre ene pirngi dinga ba kanere yeglmere okuwo taragl giglendi ama kanatnga.” 
JHN.1.51	Yesus ka ta aine yegl dungwa, “Na ka kaima ene diteinga, okuwo heven audinan ana Yomba Wam mina God angelomo ende mitna pi ende atne wu erimbi ene kanaglkwa.”
JHN.2.1	Ande enge suwo endongo ana enge ta mina Galili dumo kande Kena kamun suna igle yaglambu suwo bogl inambrika enge plau dungo, ana Yesus mam ombugl suna igle moglkwa. 
JHN.2.2	Ana Yesus ya disaipelma wagle bogl ama wiyo dingo, ye wu yaglambu bogl imbrara igle meglkwa. 
JHN.2.3	Enge igle wain neingwa dundungo, ana Yesus mam pi wam ditongwa, “Wain dundungo yomba ninaglkwa ta yeikrukwa.”
JHN.2.4	Ana Yesus di ikine endungwa, “Ambu ya, na taragl yegl ero dikro, na engena ta magl ukrukwa.”
JHN.2.5	Ana Yesus mam eremogl nigl-kongun yomba ditongwa, “Ye taragl ta eriyo dinambere i ene pra eriyo.”
JHN.2.6	Ana makan singala 6 magl wora bondugl yeingwa, i we Juda yomba engeno kande yongwa enge nigl kogl yei pai-pai erikwa. I suwarandi nigl 80 ya 120 lita suna morambuka, te niglmo i-suwara endimbi yumbun murki dinambuka.
JHN.2.7	Ana Yesus yegl di nigl-kongun yomba tongwa, “Ene sin gala i prapra nigl kogl kau siyo.” Ana ye nigl kogl sin i prapra sikau singwa.
JHN.2.8	Ana ye ditongwa, “Nigl tau kogl ipi wain sugl moglkwa yagle moglmara piyo.”
JHN.2.8	Ye dumere yegl eriko, 
JHN.2.9	ana sugl moglkwa yagle nigl yoko ikra ne pruko wain kuglo wakai orkwa.
JHN.2.10	ana dungwa, “Yomba prapra wain wakai komuno kana yumbu sindre ana ne du eriko kade okuwo wain kinde te-te erikwa. Ba ene wain wakai tawa teke yei pandigltre erme i-pene endingwa.”
JHN.2.11	Yesus kimagl koragle kaima Kena kamun Galili dumo kande suna igle orkwa, i ye yombuglomo ombuno dungo disaipelma wagle kandre ana Yesus pirngi dingwa.
JHN.2.12	Ana okuwo Yesus ya mam ya angiglma ya te disaipelma bogl akiye end-ime Kaperneam kamun eingwa. Ye ande enge suwomta igle meglkwa.
JHN.2.13	Juda yomba Pasova kaiya mokna bir ninaglkwa enge kande magl orko. Yesus ende imbo Jerusalem ongwa. 
JHN.2.14	Ana ye kango God holi yungumo mina sunakra yomba eremogl bulmakau, ya sipsip ya te kua yumugl maket pandiglkwa. Ana yomba tau botno mina amedi mogl ye moni topo ere te imboriya ende meglkwa. 
JHN.2.15	Yegl eriko ana ye baklain ta indre ake kumbuyambsi kumba ende, ana sipsip ya bulmakau te yomba ikra pra God holi yungumo mina simenda ende, ana yomba moni topo ere imboriya ende meglkwa ikra sitoindindre ana botno ake i-yake tongwa. 
JHN.2.16	Ana ye ka giglendi di kua yumugl maket erikwa yomba tongwa, “Ene taragl kanekane i prapra imenda piyo! Na Nina yungumo i ene maket yungu mereyegl endekriyo!”
JHN.2.17	Yesus disaipelma wagle ye mambuno yegl orkwa i kandre, ana kamambuno pepa mina muno ta beglko pangwa ikra pirkwa. Ana ka i yegl: ‘Ene yungun holi na wakai kaima pirtre ana wakai yenambedi kongunmo erika i donga bauglo mereyegl na mina suna dongwa.’
JHN.2.18	Ana Juda yomba kande wagle krapogl Yesus teingwa, “Ene sragl kimagl ertre no ombuno dimin ana ene yombutn yegl pangwa pamiwodi no kanamne?”
JHN.2.19	Ana Yesus yegl di ikine ende tongwa, “God holi yungumo i ene siterke atne endimbi ana ande enge suwota mina na aglkekor kei bondraglka.”
JHN.2.20	Ana Juda yomba yegl di ikine endingwa, “Yawagle, God holi yungumo i kei eingo buglayungu 46 orko ana kei dundingwa, ba ene ande enge suwota mina yungu i kei bondragle dinga.” 
