GEN.1.1	Deusũ nai inũ mai dami wakĩ eska wakĩ taewanikiaki. 
2KI.18.23	Haskawẽ taeshũ ẽ tsuma Assíria nawa shanẽ ibuhairabe yubakanamekãwẽ. 2.000 hunibu cavalo katsaumetirubu mĩ hayakẽ 2.000 cavalo ẽ mia inãshanaii. 
2KI.18.24	Hamẽ miarã, hawa hayamabia hawa kushipawẽ ẽ shanẽ ibu beshmasbu mĩ hawa hatu kushimatirumaki. Mĩ daka haki mapuabu detenameti cavalo Egito anua bikatsis ikai? Haska shinãma hakimawe. 
2KI.18.25	Ha inũ, na mai pakea txakabuwakĩ yamawanũ, iwanã, matukiri Senhor Deus ẽ yukama ikima dabanẽ mĩ shinaĩ? Txakabuwakĩ yamawakĩ keyutãkãwẽ, iwanã, txanima Senhor Deusũ ea yunuimaki”, haska ẽ shanẽ ibuhairatũ ea yuishinaki. Hawẽ hãtxa nĩkahairakãwẽ— hatu wa
2KI.18.26	Hilquiasĩ bake Eliaquim inũ, Sebna inũ, Joá kemakĩ yuikĩ:
2KI.18.26	—Nũ mia ea akaii. Arameu hãtxawẽ nukube hãtxawe, nũ nĩkairã. Mishki kenebaunibu mamaki manishũ nukunabũ nĩkakanikiki. Haskawẽ taea Hebreu hãtxawẽ nukube hãtxayamawe— akabu
2KI.18.27	hakia Assíria nawa detenamenika shanẽ ibũ hatu ana yuikĩ:
2KI.18.27	—Matũ tsuma inũ matu besti anu Assíria nawa shanẽ ibuhairatũ ea yunuamaki. Haska ẽ dama yuishurã, mishki kenebaunibu anu mapushũ hau habũri nĩkarianũbũwẽ. Habia mã nĩkai keskari nĩkatã habubetã nuitapakĩ ibubis matũ pui pikĩ matũ isũ mã ariakubaĩshanaii, ma matũ maewã nũ atxi keyukenã— iwanã,
2KI.18.28	nishũ habias Hebreu hãtxa kushipawẽ ana hatu yuikĩ:
2KI.18.28	—Assíria nawa shanẽ ibuhaira Rabsaquẽ eska matu yuikiki. Nĩkahairakãwẽ. 
2KI.18.29	“Ẽ kushipawẽ matu detekĩ ẽ matu itxakawai haska washũ matũ shanẽ ibu Ezequiasĩ matu pashawatirumaki. Hawẽ txani hãtxawẽ matu paraĩ ana nĩkayamakãwẽ.” 
2KI.18.30	Hamẽ nuku nĩkama matũ shanẽ ibu Ezequiasĩ shinãkĩ matu yuikĩ: “Senhor Deusũnã, txanima kayabi nuku merabewashanikiki, hatu nuku nemashũkinã. Na maewã Jerusalém Assíria nawa shanẽ ibuhairatũ hau atxiyamashanũ Senhor Deusũ amama hatu nemahairashanikiki”, akĩ matu yuibia 
2KI.18.31	hawa nĩkayamakãwẽ. Ẽ shanẽ ibuhairatũ ea yunukinã, ẽ matu yuinũ ea yuishinaki: “Habe unanuma hiwekũkaĩkatsi daenamebukuĩ tashnibirã ea anu beshũ ea kẽwãri bekãwẽ. Nũ ma haskai peaburã, matu tibitũ matũ uva bimi inũ matũ hi bimi figueira pikĩ matũ txatxa ũpash mã akubaĩshanaii. 
2KI.18.32	Txipu misi inũ, uva vinho hau washanũbũ shekiwã trigo bai inũ, uva bimi bai haya ha inũ, piti sheni wati oliva hi inũ, buna bata itxapa hayari mai pakea pepa matuna keskari anu ẽ shanẽ ibuhairatũ matu dasibi iyushanikiki. Matu haska wa mã hiwei pekubaĩtirubuki. Buni mã mawama ikũkaĩshanaii.” Hamẽ mã nuku nĩkama Ezequiasĩ matu parãkĩ yuikĩ: “Senhor Deus hushũ nuku merabewaiwẽ taea hawa dateyamakubaĩshãkãwẽ”, matu wakubainairã, 
2KI.18.33	eskamisbukiri matu yuinũ nĩkakãwẽ. Assíria nawa shanẽ ibuhairatũ kushipa nemakĩ yura betsa betsapabũ mekenika yushibubũ hatu merabewama ipaunibuki. Ẽ uiniki. 
2KI.18.34	Ha mae dabe Hamate inũ Arpade hatũ mekenika yushiburã, hania? Hawa hayamaki. Ha inũ, mai pakea Sefarvaim mekenika yushibu inũ, mae betsa Hena mekenika yushibu inũ, mae betsa Iva mekenika yushibuburã, hania? Hawa hayabumariki. Assíria nawabu kushipahairabũ Samaria atxiaibu haskatã merabewatirubuma irianiki. 
2KI.18.35	Haratu mekenika yushibubũ hatũ mae hatu nemashuni mã uĩmamẽ, Assíria nawabũ hatũ kushipawẽ hatu itxakawaitianã? Yushibũ hawa hatu merabewama iyamaki. “Senhor Deusũ Jerusalém merabewakĩ nuku mekeikiki”, ikinã, haskakĩ mã shinã txakariai?— hatu wa
2KI.18.36	hau hatu hãtxa kemayamanũbũ shanẽ ibuhaira Ezequiasĩ bebũkiri yurabu yunushinawẽ taea mishki kenebaunibu anu mapushũ detenamenikabũ nĩkai pes hawa hãtxa taskama mapuabũ 
2KI.18.37	hanushũ Eliaquim hatũ shanẽ ibũ hiwe mekemis inũ, Sebnã shaba tibi ikaibukiri keneshũkubaĩmis inũ, Asafẽ bake Joá shanẽ ibu keneshunikatũ hatũ hãtxa nĩkatã huĩti nishmahairatã hatũ tari ushnibaini haska Assíria detenamenika shanẽ ibu Rabsaquẽ ma hatu yuishu Ezequiaski txanikĩ yuitanũ ika Jerusalém anu hikibaĩ yuinibukiaki.
2KI.19.1	Hatũ hãtxa nĩkatã shanẽ ibu Ezequiasĩ hawẽ tari hawẽrua sawea ushnitã pekatã huĩti nishmahaira haska nuihairai hatũ beyawẽ taea hatu uĩmai besha tari sawetã Senhor Deus kẽwãti hiwe anu kai hikitã 
2KI.19.2	Eliaquim ha hatũ shanẽ ibuhairatũ hiwe mekemis inũ, Sebnã shaba tibi ikaibukiri kenekubaĩmis inũ, hawenabu Deusbe hãtxashunika mestebubu besha tari saweriabu hatu itxawashũ Amozĩ huni bake Isaías Deusũ hãtxa yuishunika anu hatu yunukĩ 
2KI.19.3	hau shanẽ ibu yuishũtanũbũ hatu yuikĩ: “Natiã nũ pemahairaki. Nũ ma bika teneaii. Dakewakĩ nuku ma atxitã nuku babu wakĩ aĩbu bake kaĩ ana kushipa hayaisma keska nuku ma wakanikiki. Ma Senhor Deusũ nuku kupimẽkaĩ. 
2KI.19.4	Assíria shanẽ ibuhairatũ hawẽ tsuma Rabsaqué yunushina nukũ mekenika Deus hiweaki hãtxa txakabui shetxakai hawẽ detenamenika shanẽ ibu hãtxai mĩ mekenika Senhor Deusũ nĩkashumẽkaĩ”, ishũ, “Ẽ shinaiĩ. Hawẽ hãtxa nĩkashĩshũ Senhor Deus mĩ mekenikatũ hau ibubis hatu kupishanũwẽ. Nuku eskarabes nũ hiweyuabu Assíria nawabũ nuku atxiriama hau nuku merabewashanũ Senhor Deus dayuikĩ nuku yukashũwẽ, akĩ ea yuishũtãkãwẽ”, atã hatu yunua
2KI.19.5	Isaías anu bushũ Ezequiasĩ hãtxa yuishunabu 
2KI.19.6	nĩkatã hau hatũ shanẽ ibu yuitanũbũ Isaíasĩ hatu kemakĩ: “Senhor Deusũ eska hatukiri yuikiki: ‘Assíria nawa shanẽ ibuhairatũ hawẽ shanẽ ibu beshmasbu hatu yunua beshiã ekiri shetxakai hãtxa txakabukĩ matu yuishuwẽ taea hawa dateyamawe. 
2KI.19.7	Uĩkãwẽ. Hawẽ maewã anu hau hawaira txĩtũkaĩtanũ kaka txakabu Assíria nawa shanẽ ibuhaira ẽ banabimaii. Hanua hari kai harishũ txatxi txatxi akabu mawai kaikiki’, akĩ matũ shanẽ ibu ha hãtxa ea yuishũtãkãwẽ”, hatu wa
2KI.19.8	Laquis mae anua Assíria nawa shanẽ ibuhaira ma kaĩkaĩshina hawẽ shanẽ ibu beshmasbũ bana nĩkatã Jerusalém anua Assíria detenamenika shanẽ ibu Rabsaqué haki nukui kai maewã betsa Libna atxinũ ika hawẽ detenamenika betsabube Assíria nawa shanẽ ibuhairatũ hatu yunukubainaiki nukuabu 
2KI.19.9	Assíria detenamenikabu maemanũ ika Egito nawabu merabewai Etiópia nawa shanẽ ibuhaira Tiraca hawẽ detenamenikabu itxapabube beaibukiri Libna anushũ Assíria nawa shanẽ ibuhairatũ nĩkatã hatu nemai kariama Judá enabu shanẽ ibuhaira Ezequias anu hau hawẽ hãtxa bushũtanũbũ hawẽ hãtxa yuishunikabu yunukatsi 
2KI.19.10	hawẽ kenenika kenemakĩ yuikĩ: “Jerusalém ẽ kushipawẽ ẽ atxitiruma dabanẽ mĩ mekenika Deus mĩ ha ikũwainã, harã, txaniki. Ana hawẽ parã hãtxa ikũwãyamawe. 
2KI.19.11	Mai pakea tibi Assíria nawa shanẽ ibuhairabũ yamawakatsi ikĩ hatu yamawanibu mĩ nĩkama inimẽ? Hatu haska waniwẽ taearã, earã, ea nemakĩ binutã mĩ hiwetirumẽ? Ibubis haska shinãyamawe. 
2KI.19.12	Mae betsa betsapa Gozã inũ, Harã inũ, Rezefe inũ, Éden enabu Telassar anu hiweabu habũ yushibubũ hatu merabewabumakẽ enabu shanẽ ibukĩ atxikĩ hatu dasibi yamawakĩ tenãkĩ txanima keyunibuki. 
2KI.19.13	Hamate shanẽ ibu inũ, Arpade shanẽ ibu inũ, Sefarvaim shanẽ ibu inũ, Hena shanẽ ibu inũ, Iva shanẽ ibuburã, hania? Hayabumẽ?”, ashũ hawẽ hãtxa kenetã Ezequias anu hatu bumaya
2KI.19.14	shanẽ ibu beshmasbu Jerusalém anu bushũ hikiti shui anushũ Ezequias inãbu bitã hawẽ hiwe anu kashũ txuretã hawẽ hãtxa uĩkĩ keyutã Deus kẽwãti hiwe merã kashũ Deus bebũ bepẽshũ hanatã haskakiri Deusbe hãtxakĩ: 
2KI.19.15	“Israelĩ enabu mekenika Senhor Deusuũ, mĩ hatube yubakani hãtxa aruti bau mamaki querubin dabe tsaua anu hatu mamaki shanẽ ibu mĩ tsauaki. Nai inũ mai hirabi mĩ dami waniwẽ taea mai hirabi anu shanẽ ibu tibitũ enabu dasibi miã besti mĩ hatu yunumis mekenika Deuski, Deus betsa hayamarã. 
2KI.19.16	Senhor Deusuũ, ea uĩkĩ ea nĩkawe. Mĩ beru bepeshetã hawẽ hãtxa kene uĩwẽ. Mĩ mia Deus hiweaki mikiri hãtxa txakabukĩ mia danãkĩ kenea dasibi eanu Senaqueribẽ hatu bemashuki. Uĩwẽ. 
2KI.19.17	Senhor Deusuũ, txanimaki. Hatũ mai pakea anu hiwebaunabũ inũ hawara yurabũ anibu Assíria nawa shanẽ ibubũ hatu dasibi tenãkĩ yamawanibuki. 
2KI.19.18	Txanima Deus kayabima habũ mekenika yushibubu dami txi anu napukĩ hatu menukĩ keyurianibuki. Ha haska wakinã, mekenika deus kayabima anibuki. Hi inũ mishki dami wakĩ hunibũ akĩ kẽwãti mekenika yushibubu akubainibuwẽ taeshũ Assíria nawabũ hatũ dami teke teke akĩ menukĩ keyunibuki, yamawakinã. 
2KI.19.19	Senhor Deusuũ, mia besti mĩ mekenika Deuski”, iwanã, “Mai hirabi anu yurabu shukua betsa betsapabũ hau mia unãkĩ tapĩkubaĩshanũbũ Senhor Deusuũ, mĩ nukũ mekenika Deuswẽ taeshũ ikis Assíria nawabu kushipabu nuku nemashũkĩ nuku mekekubaĩshãwẽ”, ikaya
2KI.19.20	hanushũ Amozĩ bake Isaíasĩ haska Senhor Deusũ yuishu hau Ezequias yuitanũbũ Isaíasĩ hatu yunukĩ: “ ‘Assíria nawa shanẽ ibuhaira Senaqueribe ikaikiri mĩ ea yukakĩ yuishu ẽ nĩkashuki’, akĩ Israelĩ enabu mekenika Senhor Deusũ mia yuikiki”, akĩ ẽ mia yuiaii.
2KI.19.21	Haska Assíria nawa shanẽ ibuhaira ishanaikiri Senhor Deusũ hakiri hãtxakĩ yuishurã, eska washanikiaki. Nĩkawe:
2KI.19.21	“Senaqueribeẽ, ha maewã Sião txipash keskatũ mikiri usaĩkiki.
2KI.19.21	Senaqueribeẽ, mĩ kaĩkainaya buri buri ikĩ
2KI.19.21	Jerusalém anu hiweabũ mikiri kasheshãkanikiki.
2KI.19.22	Tsuki sinatai mĩ hãtxa txakabushinamẽ?
2KI.19.22	Keinã, tsuki beru txãkãtã ha iki mĩ kũyã ishiãmẽ?
2KI.19.22	Enabu Israel hatu ha aki txanima mĩ eki ishiãki, hatũ mekenika meribi pepa hiweakirã.
2KI.19.23	Mĩ hãtxa bushunika hatu yunukĩ ea Senhor Deus mĩ ekiri hatu hãtxa txakabumashinaki.
2KI.19.23	Kẽkĩ hatu yuimakĩ:
2KI.19.23	‘Líbano mati matipa mamaki hanu tsua mapeketiruma anu
2KI.19.23	ẽ cavalõ tarãbaĩtiki detenamenikabu mapubaini
2KI.19.23	mirimabube ẽ mapekeimaki.
2KI.19.23	Hanushũ hatũ kusha keyatapahaira inũ hatũ hi betsa cedro hawẽruahaira ẽ hatu meshtemaimaki.
2KI.19.23	Mati keyatapa mapekeyutã ha mamaki bai bana keska ni shukua anu nukui ẽ hanu hikimaki.
2KI.19.24	Mai pakea betsa ẽ haska uĩriama betsa betsapa anushũ
2KI.19.24	ũpash pukĩ keyutã ha ũpash ẽ akubainimaki.
2KI.19.24	Ẽ pai pai ikainai tsuã ea nematiruma
2KI.19.24	Egito hene tibi ẽ netsukubainimaki’,
2KI.19.24	ikĩ mĩ hatu yuimashinaki.
2KI.19.25	Hakia mĩ haska hatu wamaimarã,
2KI.19.25	ẽ Senhor Deus ma bebũkiri yubakanishũ ẽ mia amaima
2KI.19.25	mĩ unãmamẽ?
2KI.19.25	Nenumahaira mĩ shenipabutiã ẽ hatukiri yubakani
2KI.19.25	natiã miã mĩ hatu akubainimaki.
2KI.19.25	Maewã mishki kenebaunibu betsa betsapa txakabuwakĩ
2KI.19.25	dasibi teke teke akĩ
2KI.19.25	hanus mishki mãtxiã keska
2KI.19.25	mĩ hatu yamawakubainimaki.
2KI.19.26	Ha mae betsa betsapa anu hiweabu minabuki dakei mesehairakubainimaburã,
2KI.19.26	ha yurabu mĩ atxia hawa kushipa hayama ikimabuki,
2KI.19.26	bai anua basi keska ina awã piti basi nãketapa keska inũ
2KI.19.26	basi betsa ha hiwe wakĩ shewamisbu hukuĩma bari huaikiria
2KI.19.26	niwe shũku ibirãkĩ tsusĩ wãmis keskarã.
2KI.19.27	Hanira mĩ kamis inũ hawara aki mĩ nimis ẽ unaiĩ.
2KI.19.27	Mĩ eki sinatai pubẽhairaima ẽ unãriaii.
2KI.19.28	Ibubis kẽkĩ mĩ hatu txakabuwakĩ itxakawakubaĩmisri
2KI.19.28	ẽ unãriaii.
2KI.19.28	Haskawẽ taeshũ ina awa pubẽ amisbu keska wakĩ
2KI.19.28	mia depestã ẽ mia mane deuwamashanaii,
2KI.19.28	mĩ keshari mia shewesheriakinã.
2KI.19.28	Mia haska watã ha baiwẽ mĩ huimawẽri ana hawẽri mĩ mae anu ẽ mia nitxĩshanaii”,
2KI.19.28	akĩ Senhor Deusũ hãtxa keyuaya
2KI.19.29	hanushũ Isaíasĩ shanẽ ibuhaira Ezequias yuikĩ:
2KI.19.29	“Haska wakĩ Senhor Deusũ matu merabewashanai hawẽ unãmati Senhor Deusũ mia unãmaikiki.
2KI.19.29	Na habia ano inũ ua ano ha katxu huaiki
2KI.19.29	shekiwã trigo ibubis hukũtã bimiyatã kaniai
2KI.19.29	tsekashũ mã piyukubaĩshanaii.
2KI.19.29	Hakia ano dabe inũ besti taeaitiã
2KI.19.29	hanu ibubis mã bana hukuĩ bimitã kaniai tsekashũ
2KI.19.29	mã pikubaĩshanaii.
2KI.19.29	Ha inũ, uva banatã hawẽ bimi tsekatã
2KI.19.29	mã pikubaĩshanai.
2KI.19.30	Judá enabu habu debuama itxapa hiweriabu
2KI.19.30	mibã hawẽ tatxa txaipatã bimiai keskai
2KI.19.30	hatũ mae sheni anu manishũ pe hiwekĩ
2KI.19.30	ana bake itxapa wakubaĩshãkanikiki.
2KI.19.31	Mati Sião anu habu mawama ikimabu hiweriabu
2KI.19.31	hatiri Jerusalém anu bashikui hiweimabuwẽ taea
2KI.19.31	Senhor Deus kushipa dasibi binu keyuatũ hatu mekekubaĩshanikiki,
2KI.19.31	hawẽ nui paewenã”, atã
2KI.19.32	hanua betsarã, “Assíria nawa shanẽ ibuhairakiri eska wakatsi Senhor Deusũ yuikiki:
2KI.19.32	‘Jerusalém anu bebia hikiama ishãkanikiki.
2KI.19.32	Jerusalém uke merã hawa pia betsa bishkuama ishãkanikiki.
2KI.19.32	Atxikĩ txakabuwanũ ika
2KI.19.32	hawẽ pia nemati hawa betsã tsumatã hawẽ yura huneama ishãkanikiki.
2KI.19.32	Hanu hikibaĩ hatu tsakakatsi hawẽ mishki kenebaunibu dapi
2KI.19.32	mai mãtxĩkĩ maspuama ishãkanikiki.
2KI.19.33+2KI.19.34	Ẽ tsuma pepa shanẽ ibuhaira Davi inũ haska ibubis ẽ yubakamis shinãkĩ
2KI.19.33+2KI.19.34	na maewã ẽ mekekubaĩshanaiwẽ taea
2KI.19.33+2KI.19.34	habias baiwẽ tsakanametanũ ika beimabu
2KI.19.33+2KI.19.34	ana hawẽri hawenabube Assíria nawa shanẽ ibuhaira txĩtũbaĩshãkanikiki,
2KI.19.33+2KI.19.34	Jerusalém anu hikiamarã.
2KI.19.33+2KI.19.34	Ẽ Senhor Deusũ eska ẽ mia yuiaii’ ”, aka
2KI.19.33+2KI.19.34	nĩkatã Isaíasĩ shanẽ ibu Ezequias yuinikiaki.
2KI.19.35	Habias meshu merã Assíria nawabũ hatũ tari hiwe pũtebaunimabu anu Senhor Deusũ nai tsuma debuwanika bututã kauãkĩ 185.000 detenamenikabu hatu tenã keyubaini kakẽ penamahaira habu hiweabu ma bestẽbaũ mirimahaira mawabu uĩbaunaibuwẽ 
2KI.19.36	taea datei Assíria nawa shanẽ ibuhaira Senaqueribẽ hatũ tari hiwe hatu pewamatã hawenabu dasibibube Judá enabũ mai pakea anua kaĩbaini bui maewã hanushũ shanẽ ibuhairabũ hatu yunumis anu hawẽ maewã Nínive anu txĩtũbaini hari hikinibukiaki. 
2KI.19.37	Hanua shaba betsatiã hawẽ mekenika yushibu Nisroque kẽwãti hiwe anu Senaqueribẽ kẽwaĩ ka hawẽ huni bake dabe Adrameleque inũ Sarezer hikishũ hatũ epa txatxi txatxi akĩ tenãtã pashai mai pakea hawẽ kena Ararate anu hunei buimabũ shanẽ ibuhaira Senaqueribẽ shãtukũ hawẽ huni bake betsa Esar-Hadom shanẽ ibuhairanikiaki.
2KI.21.23	Josiasĩ epa shanẽ ibuhaira Amom tenanũ itã hawẽ merabewanika shanẽ ibu beshmasbu haki yubakatã shanẽ ibũ hiwe hawẽrua meranushũ Amom tenãbũ 
2KI.21.24	yurã kaianẽ hatũ shanẽ ibu tenãbu nĩkatã habũ akãshu atxitã haburi kupikĩ tenãtã hanushũ hau hatũ shanẽ ibuhaira ikũkainũ Amomnẽ huni bake Josias katunibukiaki.
2KI.21.25	Judá enabu shanẽ ibuhairabu ikubainaibukiri una betsa merã hatuki kenemisbu hawẽ daya betsa betsapa Amom hiweshũ akubainikiri hakiri kenenibu hayaki. 
2KI.21.26	Mibã bana anu hawẽ kena Uzá anu Amom mawa maiwanibukiaki. Hanua Amom shãtukũ hawẽ huni bake Josias Judá enabu shanẽ ibuhaira inikiaki.
2KI.22.1	Josias 8 anobia shanẽ ibui taeni 31 ano Jerusalém anushũ hatu yunui shanẽ ibuhairakũkainikiaki. Hawẽ ewa Bozcate anua kaini hawẽ kenarã, Jedida inikiaki, Adaíasĩ bakerã. 
2KI.22.2	Haska hawẽ shenipabu Davi pe hiwekũkaini keskai hatũ txibãkĩ hawa shinã betsa betsapa wama Josias hawa hiwe txakama pe dayakũkainai Senhor Deusũ haska betxipaiai ashuaĩ uĩ hawẽ benimakũkainikiaki.
2KI.22.3	Josias shanẽ ibuhairani ma 18 ano kaya hanushũ shaba tibi ikai hatũ keneshũmis Safã kenashũ Senhor Deus kẽwãti hiwe anu yununikiaki. Safãnẽ eparã, Azalias inikiaki. Hawẽ hutxirã, Mesulão inikiaki. Josiasĩ Safã yunukĩ yuikĩ:
2KI.22.4	—Nukunabu Deusbe hãtxashunika shanẽ ibu Hilquias anu kashũ uĩtãwẽ. Eska ẽ hãtxa ea yuishũtãwẽ: “Senhor Deus kẽwãti hiwe habũ beputi tibi mekeshũ yurabũ pei hatu inãkuiaĩbu itxawamisbu hau haki dasiwanũbũwẽ. 
2KI.22.5	Senhor Deus kẽwãti hiwe hau pewakĩ benawamanũbũ Senhor Deus kẽwãti hiwe habũ pewaibu ha pei hatu inãwẽ, dayarubu ha peiwẽ hau hatu pakanũbunã. Habũ dayaru pepa benabaũkĩ katushũ hau habũ hawẽ dayaruburi pakakubaĩshanũbũwẽ. 
2KI.22.6	Hawẽ kẽwãti hiwe hau hawẽ pewanũ, iwanã, mishki datsa bishanaibu inũ hi nisa bishanaibu hatu pakakĩ hanushũ habu dayaibu yununikabu inũ, hi dayanika habũ Templo pewaibu hatu pakakubaĩtirubuki. 
2KI.22.7	Huni pepa hawa yumetsuisbumawẽ taeshũ hawẽ kẽwãti hiwe mekenikabu peikiri hau hatu unãti wakĩ yukayamashanũ Hilquias ea yuishũriatãwẽ”— aka Safã kashũ hawẽ shanẽ ibũ hãtxa Hilquias yuia
2KI.22.8	hanushũ hawenabu Deusbe hãtxashunika shanẽ ibu Hilquiasĩ Safã yuikĩ:
2KI.22.8	—Senhor Deus kẽwãti hiwe anu hawẽ yunuti inũ hawẽ nemati hãtxa Senhor Deusũ Moisés yuia una merã keneni ẽ betxishinaki. Butãwẽ— akĩ inã Safãnẽ mebĩbaini kashũ ha una uĩ keyutã 
2KI.22.9	txipu hawẽ shanẽ ibu yuinũ, iwanã, Safã kashũ yuikĩ:
2KI.22.9	—Senhor Deus kẽwãti hiwe anua pei betxikĩ itxawatã hau pewanũbũ hawẽ kẽwãti hiwe mekenikabu mĩ dayarubu Deusbe hãtxashunikabũ pei hatu inãkãshuki— iwanã,
2KI.22.10	—Ha dikabi nukunabu Deusbe hãtxashunika Hilquiasĩ ea una inãshuki— atã shanẽ ibuhaira Josias ha una Safãnẽ yui keyushuna 
2KI.22.11	hawẽ yunuti inũ hawẽ nemati Moisĩ keneni hãtxa nĩkatã datekĩ shanẽ ibuhaira Josiasĩ hawẽ tari ushnitã 
2KI.22.12	Hilquias inũ, Safãnẽ huni bake Aicão inũ, Micaíasĩ huni bake Acbor inũ, kenekubaĩmis Safã inũ, hawẽ merabewanika Asaías hatu kenakĩ itxawashũ hawaira hatu yunukĩ 
2KI.22.13	yuikĩ:
2KI.22.13	—Haska hawẽ yunuti inũ hawẽ nemati na una merã keneni ẽ nĩkashukiri bushũ eakiri inũ, na Jerusalém anu hiweabu inũ, Judá enabũ mai pakea anu hiweabu dasibi Senhor Deus nukukiri yukashũtãkãwẽ. Na una merã Moisĩ keneni nukũ shenipabũ hawa nĩkabuma inũ hawa txibãkĩ akama inibuwẽ taea Senhor Deus nukuki sinatahairaimẽkainã— hatu wa
2KI.22.14	Deusbe hawenabu hãtxashunika Hilquias inũ, Aicão inũ, Acbor inũ, Safã inũ, Asaíasĩ yukai bui Deusũ hãtxa yuishunika aĩbu hawẽ kena Hulda anu bunibukiaki. Hawẽ benẽ kenarã, Salum inikiaki. Hawẽ eparã, Ticva inikiaki. Hawẽ hutxirã, Harás inikiaki. Salumnẽ Senhor Deus kẽwãti hiwe anushũ Deusbe hawenabu hãtxashunikabũ hatũ tari mekekubaĩmistũ Jerusalém maewã bekesh betsa bena anu Hulda hiwea anu hikishũ haska shanẽ ibu Josiasĩ hatu yunua yuiabu 
2KI.22.15+2KI.22.16	Deusũ hãtxa hatu yuishũkĩ Huldã hatu yuikĩ:
2KI.22.15+2KI.22.16	—Israelĩ enabu mekenika Senhor Deusũ kemati hãtxa nĩkakãwẽ: “Txanima haska mã ea yukayushurã, hau mã ea yukayunũ hatũ matu yunushu ẽ hãtxa eska yuiritãkãwẽ. Haska txanima ẽ yuini hawẽ kupiti ishanai unaki kenenibu Judá enabu shanẽ ibũ yuishu keska wakĩ ẽ matu ashanaii, na mae anu yurabu hiweabu kupikĩ txakabuhaira wakinã, haska ẽ txanini yuikĩ nĩkashu keskarã. 
2KI.22.17	Matũ shenipabũ ea henetã yushibu betsa betsapabu kẽwãkĩ hatu bebũshũ sheni ininipa kuashũkĩ ea sinatamahairanibuki. Haskawẽ taea na maeki ẽ sinatahairani ibubis haskatã ẽ hawa daetirumahairaki. 
2KI.22.18+2KI.22.19+2KI.22.20	Ha inũ, hau mã Senhor Deus yukai benũbũ Judá enabu shanẽ ibuhairatũ matu yunushu eska hãtxa yuitãkãwẽ. Israelĩ enabu mekenika Senhor Deusũ mia yuiriakĩ: Ẽ hãtxa kenenibu una anua Safãnẽ mia yuishuna nĩka pehaira watã mĩ shinã datei mĩ eki mesebiayarã, haska watã ha ẽ hatu yupuni txakabuwakĩ ẽ keyushanaii, na mae inũ nenu hiweriabu ha una kenenibu anua ẽ hatukiri ha iniwenã. Haska shinaĩ mĩ saki saki ikĩ mĩ shinã betsa watã ẽ shinã txibãkĩ mĩ ea ikũwaĩ ẽ ma mia nĩkashuki. Mĩ tari mĩ ushnitã ea bebũ nia huĩti nishma mĩ kashahairaya ẽ miwẽ nuiai ẽ mia yuiaii. Haskawẽ taea kupikĩ na mae txakabuwakĩ ẽ hatu itxakawashanai mĩ uĩriama unanuma mĩ mawashanaii, mĩ shenipabuki nukuirã. Ẽ Senhor Deusũ txanima ẽ mia yuiaii”— ikai Huldanẽ nĩkatã hatu yuia hanua habũ shanẽ ibuhairatũ hatu nitxiã beabu hanua txĩtũbaĩ Senhor Deusũ kemati hãtxa Josias yuinibukiaki.
2KI.23.1	Hanushũ hau dasibi habe itxai benũbũ Judá enabũ mai pakea anua mae tibi inũ Jerusalém anua anibu unanepabu hau hatuki txanitanũbũ shanẽ ibuhaira Josiasĩ hatu kena bea ma haki itxabu 
2KI.23.2	Judá enabu hunibu dasibi inũ, Jerusalém anu hiweabu inũ, hawenabu Deusbe hãtxashunikabu inũ, Deusũ hãtxa yuishunikabu inũ, mae hirabi bake mishtĩbu inũ, yura ewabu betsa shanẽ ibubu inũ, betsa nuitapaibu dasibi Senhor Deus kẽwãti hiwe hemaĩtĩ anu shanẽ ibuhaira Josiasbe bua mapuabu Senhor Deus hatũ shenipabube yubakani hãtxa una merã kenenibu Senhor Deus kẽwãti hiwe anua betxishinabu bua Josias tsaushũ ha una meranu hãtxa dasibi hui kushipawẽ hatu yuishũkĩ keyutã 
2KI.23.3	shanẽ ibuhaira benikaũ Senhor Deus kẽwãti hiwe utati mane txibu dapi nishũ dasibibũ nĩkaibũ Senhor Deus yubakĩ yuikĩ: “Eanã, hawẽ yubakani hãtxa Moisĩ unaki keneni dasibi hawara Senhor Deusũ betxipaiai ẽ akubainaii, hawa kanekĩ betsa wama heneama hawẽ yunuti inũ hawẽ nemati inũ haska pe hiwekĩ yusĩti hãtxa nĩkakĩ txibãkinã. Txanimahaira eã ẽ akubaĩshanaii”, ikaya yura dasibibũ nĩkatã:
2KI.23.3	“Mĩ haska hãtxakĩ yuiayarã, nukubunã, nũ mibetã habiaskari txibãkubaĩshanaii”, iki hãtxanibukiaki.
2KI.23.4	Hanushũ Senhor Deus kẽwãti hiwe hemaĩtĩ anua yushibu Baal inũ Poste-ídolo inũ bishi shukua tibi ha kẽwãti dami wanibu bikĩ keyushũ hau putanũbũ hawenabu Deusbe hãtxashunika shanẽ ibu Hilquias inũ, hawenabu Deusbe hãtxashunika shanẽ ibu ha katxu inũ, hikiti shui mekenikabu habu shanẽ ibuhaira Josiasĩ hatu yunua hawẽ hãtxa txibãkĩ Senhor Deus kẽwãti hiwe hemaĩtĩ anua yushibu kẽwãti dami sharabu Jerusalém anua kaĩmabaĩkĩ benãta bushũ Cedrom napaku anu hanus mãtxĩtã kuashũ txipu hawẽ mapu beabaĩ Betel anu bunibukiaki. 
