MAT.1.1	ibrāhīmaḥ santānō dāyūd tasya santānō yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśrēṇī|
MRK.14.2	kintu lōkānāṁ kalahabhayādūcirē, nacōtsavakāla ucitamētaditi|
MRK.14.3	anantaraṁ baithaniyāpuुrē śimōnakuṣṭhinō gr̥hē yōśau bhōtkumupaviṣṭē sati kācid yōṣit pāṇḍarapāṣāṇasya sampuṭakēna mahārghyōttamatailam ānīya sampuṭakaṁ bhaṁktvā tasyōttamāṅgē tailadhārāṁ pātayāñcakrē|
MRK.14.4	tasmāt kēcit svāntē kupyantaḥ kathitavaṁntaḥ kutōyaṁ tailāpavyayaḥ?
MRK.14.5	yadyētat taila vyakrēṣyata tarhi mudrāpādaśatatrayādapyadhikaṁ tasya prāptamūlyaṁ daridralōkēbhyō dātumaśakṣyata, kathāmētāṁ kathayitvā tayā yōṣitā sākaṁ vācāyuhyan|
MRK.14.6	kintu yīśuruvāca, kuta ētasyai kr̥cchraṁ dadāsi? mahyamiyaṁ karmmōttamaṁ kr̥tavatī|
MRK.14.7	daridrāḥ sarvvadā yuṣmābhiḥ saha tiṣṭhanti, tasmād yūyaṁ yadēcchatha tadaiva tānupakarttāṁ śaknutha, kintvahaṁ yubhābhiḥ saha nirantaraṁ na tiṣṭhāmi|
MRK.14.8	asyā yathāsādhyaṁ tathaivākarōdiyaṁ, śmaśānayāpanāt pūrvvaṁ samētya madvapuṣi tailam amarddayat|
MRK.14.9	ahaṁ yuṣmabhyaṁ yathārthaṁ kathayāmi, jagatāṁ madhyē yatra yatra susaṁvādōyaṁ pracārayiṣyatē tatra tatra yōṣita ētasyāḥ smaraṇārthaṁ tatkr̥takarmmaitat pracārayiṣyatē|
MRK.14.10	tataḥ paraṁ dvādaśānāṁ śiṣyāṇāmēka īṣkariyōtīyayihūdākhyō yīśuṁ parakarēṣu samarpayituṁ pradhānayājakānāṁ samīpamiyāya|
MRK.14.11	tē tasya vākyaṁ samākarṇya santuṣṭāḥ santastasmai mudrā dātuṁ pratyajānata; tasmāt sa taṁ tēṣāṁ karēṣu samarpaṇāyōpāyaṁ mr̥gayāmāsa|
MRK.14.12	anantaraṁ kiṇvaśūnyapūpōtsavasya prathamē'hani nistārōtmavārthaṁ mēṣamāraṇāsamayē śiṣyāstaṁ papracchaḥ kutra gatvā vayaṁ nistārōtsavasya bhōjyamāsādayiṣyāmaḥ? kimicchati bhavān?
MRK.14.13	tadānīṁ sa tēṣāṁ dvayaṁ prērayan babhāṣē yuvayōḥ puramadhyaṁ gatayōḥ satō ryō janaḥ sajalakumbhaṁ vahan yuvāṁ sākṣāt kariṣyati tasyaiva paścād yātaṁ;
MRK.14.14	sa yat sadanaṁ pravēkṣyati tadbhavanapatiṁ vadataṁ, gururāha yatra saśiṣyōhaṁ nistārōtsavīyaṁ bhōjanaṁ kariṣyāmi, sā bhōjanaśālā kutrāsti?
MRK.14.15	tataḥ sa pariṣkr̥tāṁ susajjitāṁ br̥hatīcañca yāṁ śālāṁ darśayiṣyati tasyāmasmadarthaṁ bhōjyadravyāṇyāsādayataṁ|
MRK.14.16	tataḥ śiṣyau prasthāya puraṁ praviśya sa yathōktavān tathaiva prāpya nistārōtsavasya bhōjyadravyāṇi samāsādayētām|
MRK.14.17	anantaraṁ yīśuḥ sāyaṁkālē dvādaśabhiḥ śiṣyaiḥ sārddhaṁ jagāma;
MRK.14.18	sarvvēṣu bhōjanāya prōpaviṣṭēṣu sa tānuditavān yuṣmānahaṁ yathārthaṁ vyāharāmi, atra yuṣmākamēkō janō yō mayā saha bhuṁktē māṁ parakērēṣu samarpayiṣyatē|
MRK.14.19	tadānīṁ tē duḥkhitāḥ santa ēkaikaśastaṁ praṣṭumārabdhavantaḥ sa kimahaṁ? paścād anya ēkōbhidadhē sa kimahaṁ?
MRK.14.20	tataḥ sa pratyavadad ētēṣāṁ dvādaśānāṁ yō janō mayā samaṁ bhōjanāpātrē pāṇiṁ majjayiṣyati sa ēva|
MRK.14.21	manujatanayamadhi yādr̥śaṁ likhitamāstē tadanurūpā gatistasya bhaviṣyati, kintu yō janō mānavasutaṁ samarpayiṣyatē hanta tasya janmābhāvē sati bhadramabhaviṣyat|
MRK.14.22	aparañca tēṣāṁ bhōjanasamayē yīśuḥ pūpaṁ gr̥hītvēśvaraguṇān anukīrtya bhaṅktvā tēbhyō dattvā babhāṣē, ētad gr̥hītvā bhuñjīdhvam ētanmama vigraharūpaṁ|
MRK.14.23	anantaraṁ sa kaṁsaṁ gr̥hītvēśvarasya guṇān kīrttayitvā tēbhyō dadau, tatastē sarvvē papuḥ|
MRK.14.24	aparaṁ sa tānavādīd bahūnāṁ nimittaṁ pātitaṁ mama navīnaniyamarūpaṁ śōṇitamētat|
MRK.14.25	yuṣmānahaṁ yathārthaṁ vadāmi, īśvarasya rājyē yāvat sadyōjātaṁ drākṣārasaṁ na pāsyāmi,tāvadahaṁ drākṣāphalarasaṁ puna rna pāsyāmi|
MRK.14.26	tadanantaraṁ tē gītamēkaṁ saṁgīya bahi rjaitunaṁ śikhariṇaṁ yayuḥ
MRK.14.27	atha yīśustānuvāca niśāyāmasyāṁ mayi yuṣmākaṁ sarvvēṣāṁ pratyūhō bhaviṣyati yatō likhitamāstē yathā, mēṣāṇāṁ rakṣakañcāhaṁ prahariṣyāmi vai tataḥ| mēṣāṇāṁ nivahō nūnaṁ pravikīrṇō bhaviṣyati|
MRK.14.28	kantu madutthānē jātē yuṣmākamagrē'haṁ gālīlaṁ vrajiṣyāmi|
MRK.14.29	tadā pitaraḥ pratibabhāṣē, yadyapi sarvvēṣāṁ pratyūhō bhavati tathāpi mama naiva bhaviṣyati|
MRK.14.30	tatō yīśuruktāvān ahaṁ tubhyaṁ tathyaṁ kathayāmi, kṣaṇādāyāmadya kukkuṭasya dvitīyavāraravaṇāt pūrvvaṁ tvaṁ vāratrayaṁ māmapahnōṣyasē|
MRK.14.31	kintu sa gāḍhaṁ vyāharad yadyapi tvayā sārddhaṁ mama prāṇō yāti tathāpi kathamapi tvāṁ nāpahnōṣyē; sarvvē'pītarē tathaiva babhāṣirē|
MRK.14.32	aparañca tēṣu gētśimānīnāmakaṁ sthāna gatēṣu sa śiṣyān jagāda, yāvadahaṁ prārthayē tāvadatra sthānē yūyaṁ samupaviśata|
MRK.14.33	atha sa pitaraṁ yākūbaṁ yōhanañca gr̥hītvā vavrāja; atyantaṁ trāsitō vyākulitaśca tēbhyaḥ kathayāmāsa,
MRK.14.34	nidhanakālavat prāṇō mē'tīva daḥkhamēti, yūyaṁ jāgratōtra sthānē tiṣṭhata|
MRK.14.35	tataḥ sa kiñciddūraṁ gatvā bhūmāvadhōmukhaḥ patitvā prārthitavānētat, yadi bhavituṁ śakyaṁ tarhi duḥkhasamayōyaṁ mattō dūrībhavatu|
MRK.14.36	aparamuditavān hē pita rhē pitaḥ sarvvēṁ tvayā sādhyaṁ, tatō hētōrimaṁ kaṁsaṁ mattō dūrīkuru, kintu tan mamēcchātō na tavēcchātō bhavatu|
MRK.14.37	tataḥ paraṁ sa ētya tān nidritān nirīkṣya pitaraṁ prōvāca, śimōn tvaṁ kiṁ nidrāsi? ghaṭikāmēkām api jāgarituṁ na śaknōṣi?
MRK.14.38	parīkṣāyāṁ yathā na patatha tadarthaṁ sacētanāḥ santaḥ prārthayadhvaṁ; mana udyuktamiti satyaṁ kintu vapuraśaktikaṁ|
MRK.14.39	atha sa punarvrajitvā pūrvvavat prārthayāñcakrē|
MRK.14.40	parāvr̥tyāgatya punarapi tān nidritān dadarśa tadā tēṣāṁ lōcanāni nidrayā pūrṇāni, tasmāttasmai kā kathā kathayitavyā ta ētad bōddhuṁ na śēkuḥ|
MRK.14.41	tataḥparaṁ tr̥tīyavāraṁ āgatya tēbhyō 'kathayad idānīmapi śayitvā viśrāmyatha? yathēṣṭaṁ jātaṁ, samayaścōpasthitaḥ paśyata mānavatanayaḥ pāpilōkānāṁ pāṇiṣu samarpyatē|
MRK.14.42	uttiṣṭhata, vayaṁ vrajāmō yō janō māṁ parapāṇiṣu samarpayiṣyatē paśyata sa samīpamāyātaḥ|
MRK.14.43	imāṁ kathāṁ kathayati sa, ētarhidvādaśānāmēkō yihūdā nāmā śiṣyaḥ pradhānayājakānām upādhyāyānāṁ prācīnalōkānāñca sannidhēḥ khaṅgalaguḍadhāriṇō bahulōkān gr̥hītvā tasya samīpa upasthitavān|
MRK.14.44	aparañcāsau parapāṇiṣu samarpayitā pūrvvamiti saṅkētaṁ kr̥tavān yamahaṁ cumbiṣyāmi sa ēvāsau tamēva dhr̥tvā sāvadhānaṁ nayata|
MRK.14.45	atō hētōḥ sa āgatyaiva yōśōḥ savidhaṁ gatvā hē gurō hē gurō, ityuktvā taṁ cucumba|
MRK.14.46	tadā tē tadupari pāṇīnarpayitvā taṁ dadhnuḥ|
MRK.14.47	tatastasya pārśvasthānāṁ lōkānāmēkaḥ khaṅgaṁ niṣkōṣayan mahāyājakasya dāsamēkaṁ prahr̥tya tasya karṇaṁ cicchēda|
MRK.14.48	paścād yīśustān vyājahāra khaṅgān laguḍāṁśca gr̥hītvā māṁ kiṁ cauraṁ dharttāṁ samāyātāḥ?
MRK.14.49	madhyēmandiraṁ samupadiśan pratyahaṁ yuṣmābhiḥ saha sthitavānatahaṁ, tasmin kālē yūyaṁ māṁ nādīdharata, kintvanēna śāstrīyaṁ vacanaṁ sēdhanīyaṁ|
MRK.14.50	tadā sarvvē śiṣyāstaṁ parityajya palāyāñcakrirē|
MRK.14.51	athaikō yuvā mānavō nagnakāyē vastramēkaṁ nidhāya tasya paścād vrajan yuvalōkai rdhr̥tō
MRK.14.52	vastraṁ vihāya nagnaḥ palāyāñcakrē|
MRK.14.53	aparañca yasmin sthānē pradhānayājakā upādhyāyāḥ prācīnalōkāśca mahāyājakēna saha sadasi sthitāstasmin sthānē mahāyājakasya samīpaṁ yīśuṁ ninyuḥ|
MRK.14.54	pitarō dūrē tatpaścād itvā mahāyājakasyāṭṭālikāṁ praviśya kiṅkaraiḥ sahōpaviśya vahnitāpaṁ jagrāha|
MRK.14.55	tadānīṁ pradhānayājakā mantriṇaśca yīśuṁ ghātayituṁ tatprātikūlyēna sākṣiṇō mr̥gayāñcakrirē, kintu na prāptāḥ|
MRK.14.56	anēkaistadviruddhaṁ mr̥ṣāsākṣyē dattēpi tēṣāṁ vākyāni na samagacchanta|
MRK.14.57	sarvvaśēṣē kiyanta utthāya tasya prātikūlyēna mr̥ṣāsākṣyaṁ dattvā kathayāmāsuḥ,
MRK.14.58	idaṁ karakr̥tamandiraṁ vināśya dinatrayamadhyē punaraparam akarakr̥taṁ mandiraṁ nirmmāsyāmi, iti vākyam asya mukhāt śrutamasmābhiriti|
MRK.14.59	kintu tatrāpi tēṣāṁ sākṣyakathā na saṅgātāḥ|
MRK.14.60	atha mahāyājakō madhyēsabham utthāya yīśuṁ vyājahāra, ētē janāstvayi yat sākṣyamaduḥ tvamētasya kimapyuttaraṁ kiṁ na dāsyasi?
MRK.14.61	kintu sa kimapyuttaraṁ na datvā maunībhūya tasyau; tatō mahāyājakaḥ punarapi taṁ pr̥ṣṭāvān tvaṁ saccidānandasya tanayō 'bhiṣiktastratā?
MRK.14.62	tadā yīśustaṁ prōvāca bhavāmyaham yūyañca sarvvaśaktimatō dakṣīṇapārśvē samupaviśantaṁ mēgha māruhya samāyāntañca manuṣyaputraṁ sandrakṣyatha|
MRK.14.63	tadā mahāyājakaḥ svaṁ vamanaṁ chitvā vyāvaharat
MRK.14.64	kimasmākaṁ sākṣibhiḥ prayōjanam? īśvaranindāvākyaṁ yuṣmābhiraśrāvi kiṁ vicārayatha? tadānīṁ sarvvē jagadurayaṁ nidhanadaṇḍamarhati|
MRK.14.65	tataḥ kaścit kaścit tadvapuṣi niṣṭhīvaṁ nicikṣēpa tathā tanmukhamācchādya capēṭēna hatvā gaditavān gaṇayitvā vada, anucarāśca capēṭaistamājaghnuḥ
MRK.14.66	tataḥ paraṁ pitarē'ṭṭālikādhaḥkōṣṭhē tiṣṭhati mahāyājakasyaikā dāsī samētya
MRK.14.67	taṁ vihnitāpaṁ gr̥hlantaṁ vilōkya taṁ sunirīkṣya babhāṣē tvamapi nāsaratīyayīśōḥ saṅginām ēkō jana āsīḥ|
MRK.14.68	kintu sōpahnutya jagāda tamahaṁ na vadmi tvaṁ yat kathayami tadapyahaṁ na buddhyē| tadānīṁ pitarē catvaraṁ gatavati kuेkkuṭō rurāva|
MRK.14.69	athānyā dāsī pitaraṁ dr̥ṣṭvā samīpasthān janān jagāda ayaṁ tēṣāmēkō janaḥ|
MRK.14.70	tataḥ sa dvitīyavāram apahnutavān paścāt tatrasthā lōkāḥ pitaraṁ prōcustvamavaśyaṁ tēṣāmēkō janaḥ yatastvaṁ gālīlīyō nara iti tavōccāraṇaṁ prakāśayati|
MRK.14.71	tadā sa śapathābhiśāpau kr̥tvā prōvāca yūyaṁ kathāṁ kathayatha taṁ naraṁ na jānē'haṁ|
MRK.14.72	tadānīṁ dvitīyavāraṁ kukkuṭō 'rāvīt| kukkuṭasya dvitīyaravāt pūrvvaṁ tvaṁ māṁ vāratrayam apahnōṣyasi, iti yadvākyaṁ yīśunā samuditaṁ tat tadā saṁsmr̥tya pitarō rōditum ārabhata|
MRK.15.1	atha prabhātē sati pradhānayājakāḥ prāñca upādhyāyāḥ sarvvē mantriṇaśca sabhāṁ kr̥tvā yīśuृṁ bandhayitva pīlātākhyasya dēśādhipatēḥ savidhaṁ nītvā samarpayāmāsuḥ|
MRK.15.2	tadā pīlātastaṁ pr̥ṣṭavān tvaṁ kiṁ yihūdīyalōkānāṁ rājā? tataḥ sa pratyuktavān satyaṁ vadasi|
MRK.15.3	aparaṁ pradhānayājakāstasya bahuṣu vākyēṣu dōṣamārōpayāñcakruḥ kintu sa kimapi na pratyuvāca|
MRK.15.4	tadānīṁ pīlātastaṁ punaḥ papraccha tvaṁ kiṁ nōttarayasi? paśyaitē tvadviruddhaṁ katiṣu sādhyēṣu sākṣaṁ dadati|
MRK.15.5	kantu yīśustadāpi nōttaraṁ dadau tataḥ pīlāta āścaryyaṁ jagāma|
MRK.15.6	aparañca kārābaddhē kastiṁścit janē tanmahōtsavakālē lōkai ryācitē dēśādhipatistaṁ mōcayati|
MRK.15.7	yē ca pūrvvamupaplavamakārṣurupaplavē vadhamapi kr̥tavantastēṣāṁ madhyē tadānōṁ barabbānāmaka ēkō baddha āsīt|
MRK.15.8	atō hētōḥ pūrvvāparīyāṁ rītikathāṁ kathayitvā lōkā uccairuvantaḥ pīlātasya samakṣaṁ nivēdayāmāsuḥ|
MRK.15.9	tadā pīlātastānācakhyau tarhi kiṁ yihūdīyānāṁ rājānaṁ mōcayiṣyāmi? yuṣmābhiḥ kimiṣyatē?
MRK.15.10	yataḥ pradhānayājakā īrṣyāta ēva yīśuṁ samārpayanniti sa vivēda|
MRK.15.11	kintu yathā barabbāṁ mōcayati tathā prārthayituṁ pradhānayājakā lōkān pravarttayāmāsuḥ|
MRK.15.12	atha pīlātaḥ punaḥ pr̥ṣṭavān tarhi yaṁ yihūdīyānāṁ rājēti vadatha tasya kiṁ kariṣyāmi yuṣmābhiḥ kimiṣyatē?
MRK.15.13	tadā tē punarapi prōccaiḥ prōcustaṁ kruśē vēdhaya|
MRK.15.14	tasmāt pīlātaḥ kathitavān kutaḥ? sa kiṁ kukarmma kr̥tavān? kintu tē punaśca ruvantō vyājahrustaṁ kruśē vēdhaya|
MRK.15.15	tadā pīlātaḥ sarvvāllōkān tōṣayitumicchan barabbāṁ mōcayitvā yīśuṁ kaśābhiḥ prahr̥tya kruśē vēddhuṁ taṁ samarpayāmbabhūva|
MRK.15.16	anantaraṁ sainyagaṇō'ṭṭālikām arthād adhipatē rgr̥haṁ yīśuṁ nītvā sēnānivahaṁ samāhuyat|
MRK.15.17	paścāt tē taṁ dhūmalavarṇavastraṁ paridhāpya kaṇṭakamukuṭaṁ racayitvā śirasi samārōpya
MRK.15.18	hē yihūdīyānāṁ rājan namaskāra ityuktvā taṁ namaskarttāmārēbhirē|
MRK.15.19	tasyōttamāṅgē vētrāghātaṁ cakrustadgātrē niṣṭhīvañca nicikṣipuḥ, tathā tasya sammukhē jānupātaṁ praṇōmuḥ
MRK.15.20	itthamupahasya dhūmravarṇavastram uttāryya tasya vastraṁ taṁ paryyadhāpayan kruśē vēddhuṁ bahirninyuśca|
MRK.15.21	tataḥ paraṁ sēkandarasya ruphasya ca pitā śimōnnāmā kurīṇīyalōka ēkaḥ kutaścid grāmādētya pathi yāti taṁ tē yīśōḥ kruśaṁ vōḍhuṁ balād dadhnuḥ|
MRK.15.22	atha gulgaltā arthāt śiraḥkapālanāmakaṁ sthānaṁ yīśumānīya
MRK.15.23	tē gandharasamiśritaṁ drākṣārasaṁ pātuṁ tasmai daduḥ kintu sa na jagrāha|
MRK.15.24	tasmin kruśē viddhē sati tēṣāmēkaikaśaḥ kiṁ prāpsyatīti nirṇayāya
MRK.15.25	tasya paridhēyānāṁ vibhāgārthaṁ guṭikāpātaṁ cakruḥ|
MRK.15.26	aparam ēṣa yihūdīyānāṁ rājēti likhitaṁ dōṣapatraṁ tasya śiraūrdvvam ārōpayāñcakruḥ|
MRK.15.27	tasya vāmadakṣiṇayō rdvau caurau kruśayō rvividhātē|
MRK.15.28	tēnaiva "aparādhijanaiḥ sārddhaṁ sa gaṇitō bhaviṣyati," iti śāstrōktaṁ vacanaṁ siddhamabhūta|
MRK.15.29	anantaraṁ mārgē yē yē lōkā gamanāgamanē cakrustē sarvva ēva śirāṁsyāndōlya nindantō jagaduḥ, rē mandiranāśaka rē dinatrayamadhyē tannirmmāyaka,
MRK.15.30	adhunātmānam avitvā kruśādavarōha|
MRK.15.31	kiñca pradhānayājakā adhyāpakāśca tadvat tiraskr̥tya parasparaṁ cacakṣirē ēṣa parānāvat kintu svamavituṁ na śaknōti|
MRK.15.32	yadīsrāyēlō rājābhiṣiktastrātā bhavati tarhyadhunaina kruśādavarōhatu vayaṁ tad dr̥ṣṭvā viśvasiṣyāmaḥ; kiñca yau lōkau tēna sārddhaṁ kruśē 'vidhyētāṁ tāvapi taṁ nirbhartsayāmāsatuḥ|
MRK.15.33	atha dvitīyayāmāt tr̥tīyayāmaṁ yāvat sarvvō dēśaḥ sāndhakārōbhūt|
MRK.15.34	tatastr̥tīyapraharē yīśuruccairavadat ēlī ēlī lāmā śivaktanī arthād "hē madīśa madīśa tvaṁ paryyatyākṣīḥ kutō hi māṁ?"
MRK.15.35	tadā samīpasthalōkānāṁ kēcit tadvākyaṁ niśamyācakhyuḥ paśyaiṣa ēliyam āhūyati|
MRK.15.36	tata ēkō janō dhāvitvāgatya spañjē 'mlarasaṁ pūrayitvā taṁ naḍāgrē nidhāya pātuṁ tasmai dattvāvadat tiṣṭha ēliya ēnamavarōhayitum ēti na vēti paśyāmi|
MRK.15.37	atha yīśuruccaiḥ samāhūya prāṇān jahau|
MRK.15.38	tadā mandirasya javanikōrdvvādadhaḥryyantā vidīrṇā dvikhaṇḍābhūt|
MRK.15.39	kiñca itthamuccairāhūya prāṇān tyajantaṁ taṁ dr̥ṣdvā tadrakṣaṇāya niyuktō yaḥ sēnāpatirāsīt sōvadat narōyam īśvaraputra iti satyam|
MRK.15.40	tadānīṁ magdalīnī marisam kaniṣṭhayākūbō yōsēśca mātānyamariyam śālōmī ca yāḥ striyō
MRK.15.41	gālīlpradēśē yīśuṁ sēvitvā tadanugāminyō jātā imāstadanyāśca yā anēkā nāryō yīśunā sārddhaṁ yirūśālamamāyātāstāśca dūrāt tāni dadr̥śuḥ|
MRK.15.42	athāsādanadinasyārthād viśrāmavārāt pūrvvadinasya sāyaṁkāla āgata
MRK.15.43	īśvararājyāpēkṣyarimathīyayūṣaphanāmā mānyamantrī samētya pīlātasavidhaṁ nirbhayō gatvā yīśōrdēhaṁ yayācē|
MRK.15.44	kintu sa idānīṁ mr̥taḥ pīlāta ityasambhavaṁ matvā śatasēnāpatimāhūya sa kadā mr̥ta iti papraccha|
MRK.15.45	śatasēmanāpatimukhāt tajjñātvā yūṣaphē yīśōrdēhaṁ dadau|
MRK.15.46	paścāt sa sūkṣmaṁ vāsaḥ krītvā yīśōḥ kāyamavarōhya tēna vāsasā vēṣṭāyitvā girau khātaśmaśānē sthāpitavān pāṣāṇaṁ lōṭhayitvā dvāri nidadhē|
MRK.15.47	kintu yatra sōsthāpyata tata magdalīnī mariyam yōsimātr̥mariyam ca dadr̥śatr̥ḥ|
MRK.16.1	atha viśrāmavārē gatē magdalīnī mariyam yākūbamātā mariyam śālōmī cēmāstaṁ marddayituṁ sugandhidravyāṇi krītvā
MRK.16.2	saptāhaprathamadinē'tipratyūṣē sūryyōdayakālē śmaśānamupagatāḥ|
MRK.16.3	kintu śmaśānadvārapāṣāṇō'tibr̥han taṁ kō'pasārayiṣyatīti tāḥ parasparaṁ gadanti!
MRK.16.4	ētarhi nirīkṣya pāṣāṇō dvārō 'pasārita iti dadr̥śuḥ|
MRK.16.5	paścāttāḥ śmaśānaṁ praviśya śuklavarṇadīrghaparicchadāvr̥tamēkaṁ yuvānaṁ śmaśānadakṣiṇapārśva upaviṣṭaṁ dr̥ṣṭvā camaccakruḥ|
MRK.16.6	sō'vadat, mābhaiṣṭa yūyaṁ kruśē hataṁ nāsaratīyayīśuṁ gavēṣayatha sōtra nāsti śmaśānādudasthāt; tai ryatra sa sthāpitaḥ sthānaṁ tadidaṁ paśyata|
MRK.16.7	kintu tēna yathōktaṁ tathā yuṣmākamagrē gālīlaṁ yāsyatē tatra sa yuṣmān sākṣāt kariṣyatē yūyaṁ gatvā tasya śiṣyēbhyaḥ pitarāya ca vārttāmimāṁ kathayata|
MRK.16.8	tāḥ kampitā vistitāśca tūrṇaṁ śmaśānād bahirgatvā palāyanta bhayāt kamapi kimapi nāvadaṁśca|
MRK.16.9	aparaṁ yīśuḥ saptāhaprathamadinē pratyūṣē śmaśānādutthāya yasyāḥ saptabhūtāstyājitāstasyai magdalīnīmariyamē prathamaṁ darśanaṁ dadau|
MRK.16.10	tataḥ sā gatvā śōkarōdanakr̥dbhyō'nugatalōkēbhyastāṁ vārttāṁ kathayāmāsa|
MRK.16.11	kintu yīśuḥ punarjīvan tasyai darśanaṁ dattavāniti śrutvā tē na pratyayan|
MRK.16.12	paścāt tēṣāṁ dvāyō rgrāmayānakālē yīśuranyavēśaṁ dhr̥tvā tābhyāṁ darśana dadau!
MRK.16.13	tāvapi gatvānyaśiṣyēbhyastāṁ kathāṁ kathayāñcakratuḥ kintu tayōḥ kathāmapi tē na pratyayan|
MRK.16.14	śēṣata ēkādaśaśiṣyēṣu bhōjanōpaviṣṭēṣu yīśustēbhyō darśanaṁ dadau tathōtthānāt paraṁ taddarśanaprāptalōkānāṁ kathāyāmaviśvāsakaraṇāt tēṣāmaviśvāsamanaḥkāṭhinyābhyāṁ hētubhyāṁ sa tāṁstarjitavān|
MRK.16.15	atha tānācakhyau yūyaṁ sarvvajagad gatvā sarvvajanān prati susaṁvādaṁ pracārayata|
MRK.16.16	tatra yaḥ kaścid viśvasya majjitō bhavēt sa paritrāsyatē kintu yō na viśvasiṣyati sa daṇḍayiṣyatē|
MRK.16.17	kiñca yē pratyēṣyanti tairīdr̥g āścaryyaṁ karmma prakāśayiṣyatē tē mannāmnā bhūtān tyājayiṣyanti bhāṣā anyāśca vadiṣyanti|
MRK.16.18	aparaṁ taiḥ sarpēṣu dhr̥tēṣu prāṇanāśakavastuni pītē ca tēṣāṁ kāpi kṣati rna bhaviṣyati; rōgiṇāṁ gātrēṣu karārpitē tē'rōgā bhaviṣyanti ca|
MRK.16.19	atha prabhustānityādiśya svargaṁ nītaḥ san paramēśvarasya dakṣiṇa upavivēśa|
MRK.16.20	tatastē prasthāya sarvvatra susaṁvādīyakathāṁ pracārayitumārēbhirē prabhustu tēṣāṁ sahāyaḥ san prakāśitāścaryyakriyābhistāṁ kathāṁ pramāṇavatīṁ cakāra| iti|
LUK.1.1	prathamatō yē sākṣiṇō vākyapracārakāścāsan tē'smākaṁ madhyē yadyat sapramāṇaṁ vākyamarpayanti sma
LUK.1.2	tadanusāratō'nyēpi bahavastadvr̥ttāntaṁ racayituṁ pravr̥ttāḥ|
LUK.1.3	ataēva hē mahāmahimathiyaphil tvaṁ yā yāḥ kathā aśikṣyathāstāsāṁ dr̥ḍhapramāṇāni yathā prāpnōṣi
LUK.1.4	tadarthaṁ prathamamārabhya tāni sarvvāṇi jñātvāhamapi anukramāt sarvvavr̥ttāntān tubhyaṁ lēkhituṁ matimakārṣam|
LUK.1.5	yihūdādēśīyahērōdnāmakē rājatvaṁ kurvvati abīyayājakasya paryyāyādhikārī sikhariyanāmaka ēkō yājakō hārōṇavaṁśōdbhavā ilīśēvākhyā
LUK.1.6	tasya jāyā dvāvimau nirdōṣau prabhōḥ sarvvājñā vyavasthāśca saṁmanya īśvaradr̥ṣṭau dhārmmikāvāstām|
LUK.1.7	tayōḥ santāna ēkōpi nāsīt, yata ilīśēvā bandhyā tau dvāvēva vr̥ddhāvabhavatām|
LUK.1.8	yadā svaparyyānukramēṇa sikhariya īśvāsya samakṣaṁ yājakīyaṁ karmma karōti
LUK.1.9	tadā yajñasya dinaparipāyyā paramēśvarasya mandirē pravēśakālē dhūpajvālanaṁ karmma tasya karaṇīyamāsīt|
LUK.1.10	taddhūpajvālanakālē lōkanivahē prārthanāṁ kartuṁ bahistiṣṭhati
LUK.1.11	sati sikhariyō yasyāṁ vēdyāṁ dhūpaṁ jvālayati taddakṣiṇapārśvē paramēśvarasya dūta ēka upasthitō darśanaṁ dadau|
LUK.1.12	taṁ dr̥ṣṭvā sikhariya udvivijē śaśaṅkē ca|
LUK.1.13	tadā sa dūtastaṁ babhāṣē hē sikhariya mā bhaistava prārthanā grāhyā jātā tava bhāryyā ilīśēvā putraṁ prasōṣyatē tasya nāma yōेhan iti kariṣyasi|
LUK.1.14	kiñca tvaṁ sānandaḥ saharṣaśca bhaviṣyasi tasya janmani bahava ānandiṣyanti ca|
LUK.1.15	yatō hētōḥ sa paramēśvarasya gōcarē mahān bhaviṣyati tathā drākṣārasaṁ surāṁ vā kimapi na pāsyati, aparaṁ janmārabhya pavitrēṇātmanā paripūrṇaḥ
LUK.1.16	san isrāyēlvaṁśīyān anēkān prabhōḥ paramēśvarasya mārgamānēṣyati|
LUK.1.17	santānān prati pitr̥ṇāṁ manāṁsi dharmmajñānaṁ pratyanājñāgrāhiṇaśca parāvarttayituṁ, prabhōḥ paramēśvarasya sēvārtham ēkāṁ sajjitajātiṁ vidhātuñca sa ēliyarūpātmaśaktiprāptastasyāgrē gamiṣyati|
