MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIzukhrISTastasya pUrvvapuruSavaMzazreNI|
LUK.13.22	tataH sa yirUzAlamnagaraM prati yAtrAM kRtvA nagare nagare grAme grAme samupadizan jagAma|
LUK.13.23	tadA kazcijjanastaM papraccha, he prabho kiM kevalam alpe lokAH paritrAsyante?
LUK.13.24	tataH sa lokAn uvAca, saMkIrNadvAreNa praveSTuM yataghvaM, yatohaM yuSmAn vadAmi, bahavaH praveSTuM ceSTiSyante kintu na zakSyanti|
LUK.13.25	gRhapatinotthAya dvAre ruddhe sati yadi yUyaM bahiH sthitvA dvAramAhatya vadatha, he prabho he prabho asmatkAraNAd dvAraM mocayatu, tataH sa iti prativakSyati, yUyaM kutratyA lokA ityahaM na jAnAmi|
LUK.13.26	tadA yUyaM vadiSyatha, tava sAkSAd vayaM bheाjanaM pAnaJca kRtavantaH, tvaJcAsmAkaM nagarasya pathi samupadiSTavAn|
LUK.13.27	kintu sa vakSyati, yuSmAnahaM vadAmi, yUyaM kutratyA lokA ityahaM na jAnAmi; he durAcAriNo yUyaM matto dUrIbhavata|
LUK.13.28	tadA ibrAhImaM ishAkaM yAkUbaJca sarvvabhaviSyadvAdinazca Izvarasya rAjyaM prAptAn svAMzca bahiSkRtAn dRSTvA yUyaM rodanaM dantairdantagharSaNaJca kariSyatha|
LUK.13.29	aparaJca pUrvvapazcimadakSiNottaradigbhyo lokA Agatya Izvarasya rAjye nivatsyanti|
LUK.13.30	pazyatetthaM zeSIyA lokA agrA bhaviSyanti, agrIyA lokAzca zeSA bhaviSyanti|
LUK.13.31	aparaJca tasmin dine kiyantaH phirUzina Agatya yIzuM procuH, bahirgaccha, sthAnAdasmAt prasthAnaM kuru, herod tvAM jighAMsati|
LUK.13.32	tataH sa pratyavocat pazyatAdya zvazca bhUtAn vihApya rogiNo'rogiNaH kRtvA tRtIyehni setsyAmi, kathAmetAM yUyamitvA taM bhUrimAyaM vadata|
LUK.13.33	tatrApyadya zvaH parazvazca mayA gamanAgamane karttavye, yato heto ryirUzAlamo bahiH kutrApi kopi bhaviSyadvAdI na ghAniSyate|
LUK.13.34	he yirUzAlam he yirUzAlam tvaM bhaviSyadvAdino haMsi tavAntike preritAn prastarairmArayasi ca, yathA kukkuTI nijapakSAdhaH svazAvakAn saMgRhlAti, tathAhamapi tava zizUn saMgrahItuM kativArAn aicchaM kintu tvaM naicchaH|
LUK.13.35	pazyata yuSmAkaM vAsasthAnAni procchidyamAnAni parityaktAni ca bhaviSyanti; yuSmAnahaM yathArthaM vadAmi, yaH prabho rnAmnAgacchati sa dhanya iti vAcaM yAvatkAlaM na vadiSyatha, tAvatkAlaM yUyaM mAM na drakSyatha|
LUK.14.1	anantaraM vizrAmavAre yIzau pradhAnasya phirUzino gRhe bhoktuM gatavati te taM vIkSitum Arebhire|
LUK.14.2	tadA jalodarI tasya sammukhe sthitaH|
LUK.14.3	tataH sa vyavasthApakAn phirUzinazca papraccha, vizrAmavAre svAsthyaM karttavyaM na vA? tataste kimapi na pratyUcuH|
LUK.14.4	tadA sa taM rogiNaM svasthaM kRtvA visasarja;
LUK.14.5	tAnuvAca ca yuSmAkaM kasyacid garddabho vRSabho vA ced gartte patati tarhi vizrAmavAre tatkSaNaM sa kiM taM notthApayiSyati?
LUK.14.6	tataste kathAyA etasyAH kimapi prativaktuM na zekuH|
LUK.14.7	aparaJca pradhAnasthAnamanonItatvakaraNaM vilokya sa nimantritAn etadupadezakathAM jagAda,
LUK.14.8	tvaM vivAhAdibhojyeSu nimantritaH san pradhAnasthAne mopAvekSIH| tvatto gauravAnvitanimantritajana AyAte
LUK.14.9	nimantrayitAgatya manuSyAyaitasmai sthAnaM dehIti vAkyaM ced vakSyati tarhi tvaM saGkucito bhUtvA sthAna itarasmin upaveSTum udyaMsyasi|
LUK.14.10	asmAt kAraNAdeva tvaM nimantrito gatvA'pradhAnasthAna upaviza, tato nimantrayitAgatya vadiSyati, he bandho proccasthAnaM gatvopaviza, tathA sati bhojanopaviSTAnAM sakalAnAM sAkSAt tvaM mAnyo bhaviSyasi|
LUK.14.11	yaH kazcit svamunnamayati sa namayiSyate, kintu yaH kazcit svaM namayati sa unnamayiSyate|
LUK.14.12	tadA sa nimantrayitAraM janamapi jagAda, madhyAhne rAtrau vA bhojye kRte nijabandhugaNo vA bhrAtRृgaNo vA jJAtigaNo vA dhanigaNo vA samIpavAsigaNo vA etAn na nimantraya, tathA kRte cet te tvAM nimantrayiSyanti, tarhi parizodho bhaviSyati|
LUK.14.13	kintu yadA bhejyaM karoSi tadA daridrazuSkakarakhaJjAndhAn nimantraya,
LUK.14.14	tata AziSaM lapsyase, teSu parizodhaM karttumazaknuvatsu zmazAnAddhArmmikAnAmutthAnakAle tvaM phalAM lapsyase|
LUK.14.15	anantaraM tAM kathAM nizamya bhojanopaviSTaH kazcit kathayAmAsa, yo jana Izvarasya rAjye bhoktuM lapsyate saeva dhanyaH|
LUK.14.16	tataH sa uvAca, kazcit jano rAtrau bheाjyaM kRtvA bahUn nimantrayAmAsa|
LUK.14.17	tato bhojanasamaye nimantritalokAn AhvAtuM dAsadvArA kathayAmAsa, khadyadravyANi sarvvANi samAsAditAni santi, yUyamAgacchata|
LUK.14.18	kintu te sarvva ekaikaM chalaM kRtvA kSamAM prArthayAJcakrire| prathamo janaH kathayAmAsa, kSetramekaM krItavAnahaM tadeva draSTuM mayA gantavyam, ataeva mAM kSantuM taM nivedaya|
LUK.14.19	anyo janaH kathayAmAsa, dazavRSAnahaM krItavAn tAn parIkSituM yAmi tasmAdeva mAM kSantuM taM nivedaya|
LUK.14.20	aparaH kathayAmAsa, vyUDhavAnahaM tasmAt kAraNAd yAtuM na zaknomi|
LUK.14.21	pazcAt sa dAso gatvA nijaprabhoH sAkSAt sarvvavRttAntaM nivedayAmAsa, tatosau gRhapatiH kupitvA svadAsaM vyAjahAra, tvaM satvaraM nagarasya sannivezAn mArgAMzca gatvA daridrazuSkakarakhaJjAndhAn atrAnaya|
LUK.14.22	tato dAso'vadat, he prabho bhavata AjJAnusAreNAkriyata tathApi sthAnamasti|
LUK.14.23	tadA prabhuH puna rdAsAyAkathayat, rAjapathAn vRkSamUlAni ca yAtvA madIyagRhapUraNArthaM lokAnAgantuM pravarttaya|
LUK.14.24	ahaM yuSmabhyaM kathayAmi, pUrvvanimantritAnamekopi mamAsya rAtribhojyasyAsvAdaM na prApsyati|
LUK.14.25	anantaraM bahuSu lokeSu yIzoH pazcAd vrajiteSu satsu sa vyAghuTya tebhyaH kathayAmAsa,
LUK.14.26	yaH kazcin mama samIpam Agatya svasya mAtA pitA patnI santAnA bhrAtaro bhagimyo nijaprANAzca, etebhyaH sarvvebhyo mayyadhikaM prema na karoti, sa mama ziSyo bhavituM na zakSyati|
LUK.14.27	yaH kazcit svIyaM kruzaM vahan mama pazcAnna gacchati, sopi mama ziSyo bhavituM na zakSyati|
LUK.14.28	durganirmmANe kativyayo bhaviSyati, tathA tasya samAptikaraNArthaM sampattirasti na vA, prathamamupavizya etanna gaNayati, yuSmAkaM madhya etAdRzaH kosti?
LUK.14.29	noced bhittiM kRtvA zeSe yadi samApayituM na zakSyati,
LUK.14.30	tarhi mAnuSoyaM nicetum Arabhata samApayituM nAzaknot, iti vyAhRtya sarvve tamupahasiSyanti|
LUK.14.31	aparaJca bhinnabhUpatinA saha yuddhaM karttum udyamya dazasahasrANi sainyAni gRhItvA viMzatisahasreH sainyaiH sahitasya samIpavAsinaH sammukhaM yAtuM zakSyAmi na veti prathamaM upavizya na vicArayati etAdRzo bhUmipatiH kaH?
LUK.14.32	yadi na zaknoti tarhi ripAvatidUre tiSThati sati nijadUtaM preSya sandhiM karttuM prArthayeta|
LUK.14.33	tadvad yuSmAkaM madhye yaH kazcin madarthaM sarvvasvaM hAtuM na zaknoti sa mama ziSyo bhavituM na zakSyati|
LUK.14.34	lavaNam uttamam iti satyaM, kintu yadi lavaNasya lavaNatvam apagacchati tarhi tat kathaM svAduyuktaM bhaviSyati?
LUK.14.35	tada bhUmyartham AlavAlarAzyarthamapi bhadraM na bhavati; lokAstad bahiH kSipanti|yasya zrotuM zrotre staH sa zRNotu|
LUK.15.1	tadA karasaJcAyinaH pApinazca lokA upadezkathAM zrotuM yIzoH samIpam Agacchan|
LUK.15.2	tataH phirUzina upAdhyAyAzca vivadamAnAH kathayAmAsuH eSa mAnuSaH pApibhiH saha praNayaM kRtvA taiH sArddhaM bhuMkte|
LUK.15.3	tadA sa tebhya imAM dRSTAntakathAM kathitavAn,
LUK.15.4	kasyacit zatameSeSu tiSThatmu teSAmekaM sa yadi hArayati tarhi madhyeprAntaram ekonazatameSAn vihAya hAritameSasya uddezaprAptiparyyanataM na gaveSayati, etAdRzo loko yuSmAkaM madhye ka Aste?
LUK.15.5	tasyoddezaM prApya hRSTamanAstaM skandhe nidhAya svasthAnam AnIya bandhubAndhavasamIpavAsina AhUya vakti,
LUK.15.6	hAritaM meSaM prAptoham ato heto rmayA sArddham Anandata|
LUK.15.7	tadvadahaM yuSmAn vadAmi, yeSAM manaHparAvarttanasya prayojanaM nAsti, tAdRzaikonazatadhArmmikakAraNAd ya AnandastasmAd ekasya manaHparivarttinaH pApinaH kAraNAt svarge 'dhikAnando jAyate|
LUK.15.8	aparaJca dazAnAM rUpyakhaNDAnAm ekakhaNDe hArite pradIpaM prajvAlya gRhaM sammArjya tasya prAptiM yAvad yatnena na gaveSayati, etAdRzI yoSit kAste?
LUK.15.9	prApte sati bandhubAndhavasamIpavAsinIrAhUya kathayati, hAritaM rUpyakhaNDaM prAptAhaM tasmAdeva mayA sArddham Anandata|
LUK.15.10	tadvadahaM yuSmAn vyAharAmi, ekena pApinA manasi parivarttite, Izvarasya dUtAnAM madhyepyAnando jAyate|
LUK.15.11	aparaJca sa kathayAmAsa, kasyacid dvau putrAvAstAM,
LUK.15.12	tayoH kaniSThaH putraH pitre kathayAmAsa, he pitastava sampattyA yamaMzaM prApsyAmyahaM vibhajya taM dehi, tataH pitA nijAM sampattiM vibhajya tAbhyAM dadau|
LUK.15.13	katipayAt kAlAt paraM sa kaniSThaputraH samastaM dhanaM saMgRhya dUradezaM gatvA duSTAcaraNena sarvvAM sampattiM nAzayAmAsa|
LUK.15.14	tasya sarvvadhane vyayaM gate taddeze mahAdurbhikSaM babhUva, tatastasya dainyadazA bhavitum Arebhe|
LUK.15.15	tataH paraM sa gatvA taddezIyaM gRhasthamekam Azrayata; tataH sataM zUkaravrajaM cArayituM prAntaraM preSayAmAsa|
LUK.15.16	kenApi tasmai bhakSyAdAnAt sa zUkaraphalavalkalena piciNDapUraNAM vavAJcha|
LUK.15.17	zeSe sa manasi cetanAM prApya kathayAmAsa, hA mama pituH samIpe kati kati vetanabhujo dAsA yatheSTaM tatodhikaJca bhakSyaM prApnuvanti kintvahaM kSudhA mumUrSuH|
LUK.15.18	ahamutthAya pituH samIpaM gatvA kathAmetAM vadiSyAmi, he pitar Izvarasya tava ca viruddhaM pApamakaravam
LUK.15.19	tava putra_iti vikhyAto bhavituM na yogyosmi ca, mAM tava vaitanikaM dAsaM kRtvA sthApaya|
LUK.15.20	pazcAt sa utthAya pituH samIpaM jagAma; tatastasya pitAtidUre taM nirIkSya dayAJcakre, dhAvitvA tasya kaNThaM gRhItvA taM cucumba ca|
LUK.15.21	tadA putra uvAca, he pitar Izvarasya tava ca viruddhaM pApamakaravaM, tava putra_iti vikhyAto bhavituM na yogyosmi ca|
LUK.15.22	kintu tasya pitA nijadAsAn Adideza, sarvvottamavastrANyAnIya paridhApayatainaM haste cAGgurIyakam arpayata pAdayozcopAnahau samarpayata;
LUK.15.23	puSTaM govatsam AnIya mArayata ca taM bhuktvA vayam AnandAma|
LUK.15.24	yato mama putroyam amriyata punarajIvId hAritazca labdhobhUt tatasta Ananditum Arebhire|
LUK.15.25	tatkAle tasya jyeSThaH putraH kSetra AsIt| atha sa nivezanasya nikaTaM Agacchan nRtyAnAM vAdyAnAJca zabdaM zrutvA
LUK.15.26	dAsAnAm ekam AhUya papraccha, kiM kAraNamasya?
LUK.15.27	tataH sovAdIt, tava bhrAtAgamat, tava tAtazca taM suzarIraM prApya puSTaM govatsaM mAritavAn|
LUK.15.28	tataH sa prakupya nivezanAntaH praveSTuM na sammene; tatastasya pitA bahirAgatya taM sAdhayAmAsa|
LUK.15.29	tataH sa pitaraM pratyuvAca, pazya tava kAJcidapyAjJAM na vilaMghya bahUn vatsarAn ahaM tvAM seve tathApi mitraiH sArddham utsavaM karttuM kadApi chAgamekamapi mahyaM nAdadAH;
LUK.15.30	kintu tava yaH putro vezyAgamanAdibhistava sampattim apavyayitavAn tasminnAgatamAtre tasyaiva nimittaM puSTaM govatsaM mAritavAn|
LUK.15.31	tadA tasya pitAvocat, he putra tvaM sarvvadA mayA sahAsi tasmAn mama yadyadAste tatsarvvaM tava|
LUK.15.32	kintu tavAyaM bhrAtA mRtaH punarajIvId hAritazca bhUtvA prAptobhUt, etasmAt kAraNAd utsavAnandau karttum ucitamasmAkam|
LUK.16.1	aparaJca yIzuH ziSyebhyonyAmekAM kathAM kathayAmAsa kasyacid dhanavato manuSyasya gRhakAryyAdhIze sampatterapavyaye'pavAdite sati
LUK.16.2	tasya prabhustam AhUya jagAda, tvayi yAmimAM kathAM zRNomi sA kIdRzI? tvaM gRhakAryyAdhIzakarmmaNo gaNanAM darzaya gRhakAryyAdhIzapade tvaM na sthAsyasi|
LUK.16.3	tadA sa gRhakAryyAdhIzo manasA cintayAmAsa, prabhu ryadi mAM gRhakAryyAdhIzapadAd bhraMzayati tarhi kiM kariSye'haM? mRdaM khanituM mama zakti rnAsti bhikSituJca lajjiSye'haM|
LUK.16.4	ataeva mayi gRhakAryyAdhIzapadAt cyute sati yathA lokA mahyam AzrayaM dAsyanti tadarthaM yatkarmma mayA karaNIyaM tan nirNIyate|
LUK.16.5	pazcAt sa svaprabhorekaikam adhamarNam AhUya prathamaM papraccha, tvatto me prabhuNA kati prApyam?
LUK.16.6	tataH sa uvAca, ekazatADhakatailAni; tadA gRhakAryyAdhIzaH provAca, tava patramAnIya zIghramupavizya tatra paJcAzataM likha|
LUK.16.7	pazcAdanyamekaM papraccha, tvatto me prabhuNA kati prApyam? tataH sovAdId ekazatADhakagodhUmAH; tadA sa kathayAmAsa, tava patramAnIya azItiM likha|
LUK.16.8	tenaiva prabhustamayathArthakRtam adhIzaM tadbuddhinaipuNyAt prazazaMsa; itthaM dIptirUpasantAnebhya etatsaMsArasya santAnA varttamAnakAle'dhikabuddhimanto bhavanti|
LUK.16.9	ato vadAmi yUyamapyayathArthena dhanena mitrANi labhadhvaM tato yuSmAsu padabhraSTeSvapi tAni cirakAlam AzrayaM dAsyanti|
LUK.16.10	yaH kazcit kSudre kAryye vizvAsyo bhavati sa mahati kAryyepi vizvAsyo bhavati, kintu yaH kazcit kSudre kAryye'vizvAsyo bhavati sa mahati kAryyepyavizvAsyo bhavati|
LUK.16.11	ataeva ayathArthena dhanena yadi yUyamavizvAsyA jAtAstarhi satyaM dhanaM yuSmAkaM kareSu kaH samarpayiSyati?
LUK.16.12	yadi ca paradhanena yUyam avizvAsyA bhavatha tarhi yuSmAkaM svakIyadhanaM yuSmabhyaM ko dAsyati?
LUK.16.13	kopi dAsa ubhau prabhU sevituM na zaknoti, yata ekasmin prIyamANo'nyasminnaprIyate yadvA ekaM janaM samAdRtya tadanyaM tucchIkaroti tadvad yUyamapi dhanezvarau sevituM na zaknutha|
LUK.16.14	tadaitAH sarvvAH kathAH zrutvA lobhiphirUzinastamupajahasuH|
LUK.16.15	tataH sa uvAca, yUyaM manuSyANAM nikaTe svAn nirdoSAn darzayatha kintu yuSmAkam antaHkaraNAnIzvaro jAnAti, yat manuSyANAm ati prazaMsyaM tad Izvarasya ghRNyaM|
LUK.16.16	yohana AgamanaparyyanataM yuSmAkaM samIpe vyavasthAbhaviSyadvAdinAM lekhanAni cAsan tataH prabhRti IzvararAjyasya susaMvAdaH pracarati, ekaiko lokastanmadhyaM yatnena pravizati ca|
LUK.16.17	varaM nabhasaH pRthivyAzca lopo bhaviSyati tathApi vyavasthAyA ekabindorapi lopo na bhaviSyati|
LUK.16.18	yaH kazcit svIyAM bhAryyAM vihAya striyamanyAM vivahati sa paradArAn gacchati, yazca tA tyaktAM nArIM vivahati sopi paradArAna gacchati|
LUK.16.19	eko dhanI manuSyaH zuklAni sUkSmANi vastrANi paryyadadhAt pratidinaM paritoSarUpeNAbhuMktApivacca|
LUK.16.20	sarvvAGge kSatayukta iliyAsaranAmA kazcid daridrastasya dhanavato bhojanapAtrAt patitam ucchiSTaM bhoktuM vAJchan tasya dvAre patitvAtiSThat;
LUK.16.21	atha zvAna Agatya tasya kSatAnyalihan|
LUK.16.22	kiyatkAlAtparaM sa daridraH prANAn jahau; tataH svargIyadUtAstaM nItvA ibrAhImaH kroDa upavezayAmAsuH|
LUK.16.23	pazcAt sa dhanavAnapi mamAra, taM zmazAne sthApayAmAsuzca; kintu paraloke sa vedanAkulaH san UrddhvAM nirIkSya bahudUrAd ibrAhImaM tatkroDa iliyAsaraJca vilokya ruvannuvAca;
LUK.16.24	he pitar ibrAhIm anugRhya aGgulyagrabhAgaM jale majjayitvA mama jihvAM zItalAM karttum iliyAsaraM preraya, yato vahnizikhAtohaM vyathitosmi|
LUK.16.25	tadA ibrAhIm babhASe, he putra tvaM jIvan sampadaM prAptavAn iliyAsarastu vipadaM prAptavAn etat smara, kintu samprati tasya sukhaM tava ca duHkhaM bhavati|
LUK.16.26	aparamapi yuSmAkam asmAkaJca sthAnayo rmadhye mahadvicchedo'sti tata etatsthAnasya lokAstat sthAnaM yAtuM yadvA tatsthAnasya lokA etat sthAnamAyAtuM na zaknuvanti|
LUK.16.27	tadA sa uktavAn, he pitastarhi tvAM nivedayAmi mama pitu rgehe ye mama paJca bhrAtaraH santi
LUK.16.28	te yathaitad yAtanAsthAnaM nAyAsyanti tathA mantraNAM dAtuM teSAM samIpam iliyAsaraM preraya|
LUK.16.29	tata ibrAhIm uvAca, mUsAbhaviSyadvAdinAJca pustakAni teSAM nikaTe santi te tadvacanAni manyantAM|
LUK.16.30	tadA sa nivedayAmAsa, he pitar ibrAhIm na tathA, kintu yadi mRtalokAnAM kazcit teSAM samIpaM yAti tarhi te manAMsi vyAghoTayiSyanti|
LUK.16.31	tata ibrAhIm jagAda, te yadi mUsAbhaviSyadvAdinAJca vacanAni na manyante tarhi mRtalokAnAM kasmiMzcid utthitepi te tasya mantraNAM na maMsyante|
LUK.17.1	itaH paraM yIzuH ziSyAn uvAca, vighnairavazyam AgantavyaM kintu vighnA yena ghaTiSyante tasya durgati rbhaviSyati|
LUK.17.2	eteSAM kSudraprANinAm ekasyApi vighnajananAt kaNThabaddhapeSaNIkasya tasya sAgarAgAdhajale majjanaM bhadraM|
LUK.17.3	yUyaM sveSu sAvadhAnAstiSThata; tava bhrAtA yadi tava kiJcid aparAdhyati tarhi taM tarjaya, tena yadi manaH parivarttayati tarhi taM kSamasva|
LUK.17.4	punarekadinamadhye yadi sa tava saptakRtvo'parAdhyati kintu saptakRtva Agatya manaH parivartya mayAparAddham iti vadati tarhi taM kSamasva|
LUK.17.5	tadA preritAH prabhum avadan asmAkaM vizvAsaM varddhaya|
LUK.17.6	prabhuruvAca, yadi yuSmAkaM sarSapaikapramANo vizvAsosti tarhi tvaM samUlamutpATito bhUtvA samudre ropito bhava kathAyAm etasyAm etaduDumbarAya kathitAyAM sa yuSmAkamAjJAvaho bhaviSyati|
LUK.17.7	aparaM svadAse halaM vAhayitvA vA pazUn cArayitvA kSetrAd Agate sati taM vadati, ehi bhoktumupaviza, yuSmAkam etAdRzaH kosti?
LUK.17.8	varaJca pUrvvaM mama khAdyamAsAdya yAvad bhuJje pivAmi ca tAvad baddhakaTiH paricara pazcAt tvamapi bhokSyase pAsyasi ca kathAmIdRzIM kiM na vakSyati?
LUK.17.9	tena dAsena prabhorAjJAnurUpe karmmaNi kRte prabhuH kiM tasmin bAdhito jAtaH? netthaM budhyate mayA|
LUK.17.10	itthaM nirUpiteSu sarvvakarmmasu kRteSu satmu yUyamapIdaM vAkyaM vadatha, vayam anupakAriNo dAsA asmAbhiryadyatkarttavyaM tanmAtrameva kRtaM|
LUK.17.11	sa yirUzAlami yAtrAM kurvvan zomiroNgAlIlpradezamadhyena gacchati,
LUK.17.12	etarhi kutracid grAme pravezamAtre dazakuSThinastaM sAkSAt kRtvA
LUK.17.13	dUre tiSThanata uccai rvaktumArebhire, he prabho yIzo dayasvAsmAn|
LUK.17.14	tataH sa tAn dRSTvA jagAda, yUyaM yAjakAnAM samIpe svAn darzayata, tataste gacchanto rogAt pariSkRtAH|
LUK.17.15	tadA teSAmekaH svaM svasthaM dRSTvA proccairIzvaraM dhanyaM vadan vyAghuTyAyAto yIzo rguNAnanuvadan taccaraNAdhobhUmau papAta;
LUK.17.16	sa cAsIt zomiroNI|
LUK.17.17	tadA yIzuravadat, dazajanAH kiM na pariSkRtAH? tahyanye navajanAH kutra?
LUK.17.18	IzvaraM dhanyaM vadantam enaM videzinaM vinA kopyanyo na prApyata|
LUK.17.19	tadA sa tamuvAca, tvamutthAya yAhi vizvAsaste tvAM svasthaM kRtavAn|
LUK.17.20	atha kadezvarasya rAjatvaM bhaviSyatIti phirUzibhiH pRSTe sa pratyuvAca, Izvarasya rAjatvam aizvaryyadarzanena na bhaviSyati|
LUK.17.21	ata etasmin pazya tasmin vA pazya, iti vAkyaM lokA vaktuM na zakSyanti, Izvarasya rAjatvaM yuSmAkam antarevAste|
LUK.17.22	tataH sa ziSyAn jagAda, yadA yuSmAbhi rmanujasutasya dinamekaM draSTum vAJchiSyate kintu na darziSyate, IdRkkAla AyAti|
LUK.17.23	tadAtra pazya vA tatra pazyeti vAkyaM lokA vakSyanti, kintu teSAM pazcAt mA yAta, mAnugacchata ca|
LUK.17.24	yatastaDid yathAkAzaikadizyudiya tadanyAmapi dizaM vyApya prakAzate tadvat nijadine manujasUnuH prakAziSyate|
LUK.17.25	kintu tatpUrvvaM tenAnekAni duHkhAni bhoktavyAnyetadvarttamAnalokaizca so'vajJAtavyaH|
LUK.17.26	nohasya vidyamAnakAle yathAbhavat manuSyasUnoH kAlepi tathA bhaviSyati|
LUK.17.27	yAvatkAlaM noho mahApotaM nArohad AplAvivAryyetya sarvvaM nAnAzayacca tAvatkAlaM yathA lokA abhuJjatApivan vyavahan vyavAhayaMzca;
LUK.17.28	itthaM loTo varttamAnakAlepi yathA lokA bhojanapAnakrayavikrayaropaNagRhanirmmANakarmmasu prAvarttanta,
LUK.17.29	kintu yadA loT sidomo nirjagAma tadA nabhasaH sagandhakAgnivRSTi rbhUtvA sarvvaM vyanAzayat
LUK.17.30	tadvan mAnavaputraprakAzadinepi bhaviSyati|
LUK.17.31	tadA yadi kazcid gRhopari tiSThati tarhi sa gRhamadhyAt kimapi dravyamAnetum avaruhya naitu; yazca kSetre tiSThati sopi vyAghuTya nAyAtu|
LUK.17.32	loTaH patnIM smarata|
LUK.17.33	yaH prANAn rakSituM ceSTiSyate sa prANAn hArayiSyati yastu prANAn hArayiSyati saeva prANAn rakSiSyati|
LUK.17.34	yuSmAnahaM vacmi tasyAM rAtrau zayyaikagatayo rlokayoreko dhAriSyate parastyakSyate|
LUK.17.35	striyau yugapat peSaNIM vyAvarttayiSyatastayorekA dhAriSyate parAtyakSyate|
LUK.17.36	puruSau kSetre sthAsyatastayoreko dhAriSyate parastyakSyate|
LUK.17.37	tadA te papracchuH, he prabho kutretthaM bhaviSyati? tataH sa uvAca, yatra zavastiSThati tatra gRdhrA milanti|
LUK.18.1	aparaJca lokairaklAntai rnirantaraM prArthayitavyam ityAzayena yIzunA dRSTAnta ekaH kathitaH|
LUK.18.2	kutracinnagare kazcit prADvivAka AsIt sa IzvarAnnAbibhet mAnuSAMzca nAmanyata|
LUK.18.3	atha tatpuravAsinI kAcidvidhavA tatsamIpametya vivAdinA saha mama vivAdaM pariSkurvviti nivedayAmAsa|
LUK.18.4	tataH sa prADvivAkaH kiyaddinAni na tadaGgIkRtavAn pazcAccitte cintayAmAsa, yadyapIzvarAnna bibhemi manuSyAnapi na manye
LUK.18.5	tathApyeSA vidhavA mAM kliznAti tasmAdasyA vivAdaM pariSkariSyAmi nocet sA sadAgatya mAM vyagraM kariSyati|
LUK.18.6	pazcAt prabhuravadad asAvanyAyaprADvivAko yadAha tatra mano nidhadhvaM|
LUK.18.7	Izvarasya ye 'bhirucitalokA divAnizaM prArthayante sa bahudinAni vilambyApi teSAM vivAdAn kiM na pariSkariSyati?
LUK.18.8	yuSmAnahaM vadAmi tvarayA pariSkariSyati, kintu yadA manuSyaputra AgamiSyati tadA pRthivyAM kimIdRzaM vizvAsaM prApsyati?
LUK.18.9	ye svAn dhArmmikAn jJAtvA parAn tucchIkurvvanti etAdRgbhyaH, kiyadbhya imaM dRSTAntaM kathayAmAsa|
LUK.18.10	ekaH phirUzyaparaH karasaJcAyI dvAvimau prArthayituM mandiraM gatau|
LUK.18.11	tato'sau phirUzyekapArzve tiSThan he Izvara ahamanyalokavat loThayitAnyAyI pAradArikazca na bhavAmi asya karasaJcAyinastulyazca na, tasmAttvAM dhanyaM vadAmi|
LUK.18.12	saptasu dineSu dinadvayamupavasAmi sarvvasampatte rdazamAMzaM dadAmi ca, etatkathAM kathayan prArthayAmAsa|
LUK.18.13	kintu sa karasaJcAyi dUre tiSThan svargaM draSTuM necchan vakSasi karAghAtaM kurvvan he Izvara pApiSThaM mAM dayasva, itthaM prArthayAmAsa|
LUK.18.14	yuSmAnahaM vadAmi, tayordvayo rmadhye kevalaH karasaJcAyI puNyavattvena gaNito nijagRhaM jagAma, yato yaH kazcit svamunnamayati sa nAmayiSyate kintu yaH kazcit svaM namayati sa unnamayiSyate|
LUK.18.15	atha zizUnAM gAtrasparzArthaM lokAstAn tasya samIpamAninyuH ziSyAstad dRSTvAnetRn tarjayAmAsuH,
LUK.18.16	kintu yIzustAnAhUya jagAda, mannikaTam AgantuM zizUn anujAnIdhvaM tAMzca mA vArayata; yata IzvararAjyAdhikAriNa eSAM sadRzAH|
LUK.18.17	ahaM yuSmAn yathArthaM vadAmi, yo janaH zizoH sadRzo bhUtvA IzvararAjyaM na gRhlAti sa kenApi prakAreNa tat praveSTuM na zaknoti|
LUK.18.18	aparam ekodhipatistaM papraccha, he paramaguro, anantAyuSaH prAptaye mayA kiM karttavyaM?
LUK.18.19	yIzuruvAca, mAM kutaH paramaM vadasi? IzvaraM vinA kopi paramo na bhavati|
LUK.18.20	paradArAn mA gaccha, naraM mA jahi, mA coraya, mithyAsAkSyaM mA dehi, mAtaraM pitaraJca saMmanyasva, etA yA AjJAH santi tAstvaM jAnAsi|
LUK.18.21	tadA sa uvAca, bAlyakAlAt sarvvA etA AcarAmi|
LUK.18.22	iti kathAM zrutvA yIzustamavadat, tathApi tavaikaM karmma nyUnamAste, nijaM sarvvasvaM vikrIya daridrebhyo vitara, tasmAt svarge dhanaM prApsyasi; tata Agatya mamAnugAmI bhava|
LUK.18.23	kintvetAM kathAM zrutvA sodhipatiH zuzoca, yatastasya bahudhanamAsIt|
LUK.18.24	tadA yIzustamatizokAnvitaM dRSTvA jagAda, dhanavatAm IzvararAjyapravezaH kIdRg duSkaraH|
LUK.18.25	IzvararAjye dhaninaH pravezAt sUcezchidreNa mahAGgasya gamanAgamane sukare|
LUK.18.26	zrotAraH papracchustarhi kena paritrANaM prApsyate?
LUK.18.27	sa uktavAn, yan mAnuSeNAzakyaM tad IzvareNa zakyaM|
LUK.18.28	tadA pitara uvAca, pazya vayaM sarvvasvaM parityajya tava pazcAdgAmino'bhavAma|
