GEN.1.1	In den beginne schiep God de hemel en de aarde. 
1KI.4.9	Ben-Deker in Makas, Saälbim, Bet-Semes en Elon-Bet-Chanan; 
1KI.4.10	Ben-Chesed in Arubbot, hij had Soko en het gehele land Chefer; 
1KI.4.11	Ben-Abinadab: de gehele heuvelstreek van Dor; Salomo’s dochter Tafat had hij tot vrouw; 
1KI.4.12	Baäna, de zoon van Achilud: Taänak, Megiddo en geheel Bet-Sean, dat naast Saretan is, beneden Jizreël, van Bet-San tot Abel-Mechola, tot aan gene zijde van Jokmeam; 
1KI.4.13	Ben-Geber te Ramot in Gilead; hij had de dorpen van Jaïr, de zoon van Manasse, in Gilead, hij had de streek van Argob in Basan, zestig grote steden met muren en koperen grendels; 
1KI.4.14	Achinadab, de zoon van Iddo, te Machanaïm; 
1KI.4.15	Achimaäs in Naftali; ook hij had een dochter van Salomo, Basemat, tot vrouw genomen; 
1KI.4.16	Baäna, de zoon van Chusai, in Aser en Alot; 
1KI.4.17	Josafat, de zoon van Paruach, in Issakar; 
1KI.4.18	Simi, de zoon van Ela, in Benjamin; 
1KI.4.19	Geber, de zoon van Uri, in het land Gilead, het land van Sichon, de koning der Amorieten, en van Og, de koning van Basan, en wel als enige landvoogd in dit land. 
1KI.4.20	Juda en Israël waren talrijk als het zand aan de zee in menigte; zij aten en dronken en waren blijde.
1KI.4.21	En Salomo was heerser over al de koninkrijken van de Rivier af tot het land der Filistijnen, tot de grens van Egypte; zij brachten geschenken en dienden Salomo, zijn leven lang.
1KI.4.22	De spijze nu van Salomo voor één dag bedroeg: dertig kor fijn meel en zestig kor meel, 
1KI.4.23	tien gemeste runderen en twintig weiderunderen en honderd schapen, behalve herten, gazellen, damherten en gemeste ganzen, 
1KI.4.24	want hij heerste over alles aan deze zijde van de Rivier, van Tifsach tot Gaza, over alle koningen aan deze zijde van de Rivier, en hij had vrede rondom aan alle zijden, 
1KI.4.25	zodat Juda en Israël gerust woonden, ieder onder zijn wijnstok en onder zijn vijgeboom, van Dan tot Berseba, gedurende het gehele leven van Salomo.
1KI.4.26	Voorts had Salomo veertigduizend kribben voor de paarden van zijn wagenpark, en twaalfduizend ruiters. 
1KI.4.27	En die landvoogden voorzagen koning Salomo en allen die aan de tafel van koning Salomo kwamen, van spijze, ieder in zijn maand; zij lieten niets ontbreken. 
1KI.4.28	En de gerst en het stro voor de trekpaarden en renpaarden brachten zij naar de plaats, waar het wezen moest, ieder volgens het hem gegeven voorschrift.
1KI.4.29	En God gaf Salomo wijsheid en zeer veel verstand en een begrip, zo wijd als het zand aan de oever der zee, 
1KI.4.30	zodat de wijsheid van Salomo groter was dan die van allen uit het Oosten, en dan al de wijsheid van Egypte. 
1KI.4.31	Ja, hij was wijzer dan alle mensen, dan de Ezrachiet Etan en Heman en Kalkol en Darda, de zonen van Machol, zodat hij naam had onder al de volken rondom. 
1KI.4.32	Hij sprak immers drieduizend spreuken, en liederen van hem waren er duizend vijf. 
1KI.4.33	Hij sprak over de bomen, van de ceder op de Libanon af tot de hysop toe, die aan de muur uitschiet; hij sprak ook over het vee, het gevogelte, het kruipend gedierte en de vissen. 
1KI.4.34	En uit alle volken kwamen er om de wijsheid van Salomo te horen, van al de koningen der aarde, die van zijn wijsheid gehoord hadden.
1KI.5.1	Chiram nu, de koning van Tyrus, zond zijn dienaren naar Salomo, omdat hij gehoord had, dat men hem tot koning gezalfd had in de plaats van zijn vader, want Chiram was altijd met David zeer bevriend geweest. 
1KI.5.2	En Salomo liet aan Chiram zeggen: 
1KI.5.3	Gij weet, dat mijn vader David niet in staat was voor de naam van de 
1KI.5.4	En nu heeft de 
1KI.5.5	En zie, ik denk voor de naam van de 
1KI.5.6	Gebied dan, dat men voor mij cederen van de Libanon velle, en laat mijn knechten uw knechten helpen, en het loon uwer knechten zal ik u geven geheel zoals gij het bepalen zult, want gij weet, dat onder ons niemand is, die zoveel verstand heeft van bomen vellen als de Sidoniërs.
1KI.5.7	Zodra Chiram de woorden van Salomo hoorde, verheugde hij zich zeer en zeide: Geprezen zij heden de 
1KI.5.8	En Chiram liet aan Salomo zeggen: Ik heb gehoord wat gij mij hebt laten zeggen; ik zal alles doen wat gij wenst, betreffende het cederhout en het cypressehout. 
1KI.5.9	Mijn knechten zullen het van de Libanon naar de zee brengen, en ik zal het in de zee aan vlotten leggen (en ze vervoeren) tot aan de plaats die gij mij zult opgeven, en ze daar uit elkander slaan, zodat gij het kunt halen; gij echter moet mijn wens vervullen door spijze te leveren voor mijn hof. 
1KI.5.10	Zo gaf Chiram aan Salomo voortdurend cederhout en cypressehout, zoveel als hij wenste, 
1KI.5.11	terwijl Salomo aan Chiram twintigduizend kor tarwe als voedsel voor zijn hof gaf en twintig kor olie van gestoten olijven; dit gaf Salomo aan Chiram jaar op jaar. 
1KI.5.12	De 
1KI.5.13	En koning Salomo riep uit geheel Israël een lichting op voor herendienst; de lichting bedroeg dertigduizend man. 
1KI.5.14	Van hen zond hij maandelijks bij afwisseling tienduizend naar de Libanon, zodat zij één maand in de Libanon waren en twee maanden thuis; en Adoniram stond over de herendienst. 
1KI.5.15	Voorts had Salomo zeventigduizend lastdragers en tachtigduizend steenhouwers in het gebergte, 
1KI.5.16	behalve Salomo’s hoofdopzichters over de arbeid, drieduizend driehonderd, die aangesteld waren over het volk dat de arbeid verrichtte. 
1KI.5.17	En de koning gebood, dat men grote, kostbare stenen zou uitbreken om het huis op gehouwen stenen te grondvesten. 
1KI.5.18	De bouwlieden van Salomo en van Chiram en de Giblieten behieuwen de boomstammen en de stenen, en maakten ze pasklaar voor de bouw van het huis.
1KI.6.1	In het vierhonderd tachtigste jaar na de uittocht der Israëlieten uit het land Egypte, in het vierde jaar van Salomo’s regering over Israël, in de maand Ziw, dat is de tweede maand, bouwde hij het huis voor de 
1KI.6.2	Het huis dat koning Salomo voor de 
1KI.6.3	De voorhal aan de voorzijde van de hoofdzaal van het huis was twintig el lang over de breedte van het huis en tien el diep, vóór aan het huis. 
1KI.6.4	Ook maakte hij aan het huis vensters van eng latwerk. 
1KI.6.5	Voorts bouwde hij tegen de muur van het huis een aanbouw, rondom tegen de muren van het huis, rondom tegen de hoofdzaal en de achterzaal; en hij maakte die rondom met verdiepingen. 
1KI.6.6	De benedenste verdieping had een breedte van vijf el, de middelste van zes el en de derde van zeven el, want hij bracht aan het huis rondom van buiten inkortingen aan om niet in de muren van het huis in te hoeven grijpen. 
1KI.6.7	Toen het huis gebouwd werd, werd het opgetrokken van steen, afgewerkt aan de groeve, en geen hamer of beitel of enig ijzeren gereedschap werd gehoord bij het bouwen van het huis. 
1KI.6.8	De toegang tot de benedenste verdieping was aan de rechtervleugel van het huis, en met wenteltrappen ging men op naar de middelste en van de middelste naar de derde. 
1KI.6.9	Toen hij de bouw van het huis voltooid had, dekte hij het huis bij wijze van vakken en rijen met cederhout. 
1KI.6.10	En nadat hij de aanbouw tegen het gehele huis opgetrokken had, (elke verdieping) vijf el hoog, betimmerde hij het huis met cederhout.
1KI.6.11	En het woord des 
1KI.6.12	Aangaande dit huis, dat gij bezig zijt te bouwen – indien gij in mijn inzettingen wandelt, mijn verordeningen doet en al mijn geboden in acht neemt door daarnaar te wandelen, zal Ik aan u het woord gestand doen, dat Ik tot uw vader David gesproken heb, 
1KI.6.13	dat Ik te midden der Israëlieten zal wonen en mijn volk Israël niet zal verlaten.
1KI.6.14	Toen Salomo de bouw van het huis voltooid had, 
1KI.6.15	betimmerde hij de muren van het huis van binnen met cederen planken; van de vloer van het huis af tot de balken van de zoldering overtrok hij ze van binnen met hout; hij bedekte echter de vloer van het huis met cypressen planken. 
1KI.6.16	Voorts schoot hij de twintig el achter aan het huis af met cederen planken, van de vloer af tot de balken, en bouwde het daarbinnen tot een achterzaal, tot het heilige der heiligen. 
1KI.6.17	En veertig el mat het huis, namelijk de hoofdzaal, daarvóór. 
1KI.6.18	En cederhout was aan het huis van binnen: beeldwerk van kolokwinten en open bloemknoppen; het was alles cederhout, er was geen steen te zien. 
1KI.6.19	Zo richtte hij binnen in het huis een achterzaal in, om daar de ark van het verbond des 
1KI.6.20	De achterzaal nu was twintig el lang, twintig el breed en twintig el hoog, en hij overtrok die met gedegen goud; hij maakte ook een altaar van cederhout. 
1KI.6.21	En Salomo overtrok het huis van binnen met gedegen goud, en liet (een voorhangsel) lopen aan gouden kettingen vóór de achterzaal, die hij met goud overtrokken had. 
1KI.6.22	Ja, het gehele huis overtrok hij met goud, totdat het gehele huis daarmede bedekt was; ook overtrok hij het gehele altaar dat bij de achterzaal behoorde, met goud.
1KI.6.23	Voorts maakte hij in de achterzaal twee cherubs van oleasterhout van tien el hoog. 
1KI.6.24	Vijf el was de ene vleugel van de cherub en vijf el was de andere vleugel van de cherub; tien el van het ene tot het andere einde van zijn vleugels. 
1KI.6.25	De andere cherub was ook tien el; de beide cherubs hadden dezelfde maat en dezelfde gedaante. 
1KI.6.26	De hoogte van de ene cherub was tien el en evenzo die van de andere cherub. 
1KI.6.27	Hij plaatste de cherubs in het binnenste vertrek en zij spreidden hun vleugels uit, zodat de vleugel van de ene aan de ene muur raakte, en de vleugel van de andere cherub aan de andere muur, terwijl hun vleugels aan elkander raakten in het midden van het huis. 
1KI.6.28	En hij overtrok de cherubs met goud.
1KI.6.29	En op al de muren van het huis rondom, die van de binnenste en van de buitenste zaal, bracht hij ingesneden beeldwerk aan: cherubs, palmen en open bloemknoppen. 
1KI.6.30	Ook de vloer van het huis, die van de binnenste en van de buitenste zaal, bedekte hij met goud. 
1KI.6.31	Als toegang tot de achterzaal maakte hij deuren van oleasterhout; het geraamte der posten vormde een vijfhoek. 
1KI.6.32	De beide deurvleugels waren van oleasterhout, en hij bracht daar beeldwerk op aan: cherubs, palmen en open bloemknoppen, en overtrok ze met goud; hij legde het goud op de cherubs en de palmen. 
1KI.6.33	Evenzo maakte hij voor de toegang naar de hoofdzaal posten van oleasterhout, die een vierhoek vormden, 
1KI.6.34	en twee deurvleugels van cypressehout, de ene deurvleugel met twee draaibare vleugelhelften en de andere deurvleugel met twee draaibare vleugelhelften. 
1KI.6.35	En hij bracht daar cherubs, palmen en open bloemknoppen op aan en overtrok het met goud, dun uitgeslagen over het graveerwerk.
1KI.6.36	Hij ommuurde de binnenste voorhof met drie rijen gehouwen stenen en één rij gehouwen cederen balken.
1KI.6.37	In het vierde jaar werd het huis des 
1KI.6.38	en in het elfde jaar, in de maand Bul, dat is de achtste maand, was het huis in al zijn onderdelen en geheel volgens bestek voltooid; hij bouwde het dus in zeven jaar.
1KI.7.1	Maar over zijn eigen huis bouwde Salomo dertien jaar; toen had hij zijn gehele huis voltooid. 
1KI.7.2	Hij bouwde namelijk het huis: Woud van de Libanon, honderd el lang, vijftig el breed en dertig el hoog, met vier rijen van cederen zuilen, terwijl er gehouwen cederen balken op de zuilen lagen. 
1KI.7.3	Het was van boven met cederhout gedekt, op de verdiepingen, die op de zuilen rusten, vijfenveertig (vertrekken), vijftien op een rij. 
1KI.7.4	Voorts drie rijen vensters van latwerk, en driemaal een open venster tegenover een open venster. 
1KI.7.5	En al de toegangen en de open vensters waren vierhoekig, van houtwerk; driemaal een open venster tegenover een open venster. 
1KI.7.6	Ook maakte hij de zuilenhal van vijftig el lengte en dertig el breedte en een hal daarvóór, namelijk zuilen met een vooruitstekend afdak. 
1KI.7.7	En hij maakte de troonzaal, waar hij recht sprak, de rechtszaal, die van de vloer tot de zoldering met cederhout bekleed was. 
1KI.7.8	Ook zijn woonhuis in de andere voorhof, meer binnenwaarts gelegen dan de zaal, was van hetzelfde maaksel. Salomo maakte ook een huis, gelijk aan deze zaal, voor Farao’s dochter, die hij gehuwd had. 
1KI.7.9	Dit alles was van kostbare stenen in de afmeting van gehouwen steen, die zowel aan de binnenzijde als aan de buitenzijde met de zaag bezaagd waren, en dat van het fundament af tot de nok toe, en ook van de straat af tot de grote voorhof. 
1KI.7.10	Het was gegrondvest op kostbare stenen, grote stenen, stenen van tien el en van acht el. 
1KI.7.11	Doch daarboven lagen kostbare stenen, in de afmeting van gehouwen steen, en cederhout. 
1KI.7.12	De grote voorhof nu had rondom (een muur) van drie rijen gehouwen stenen en één rij gehouwen cederen balken; en evenzo de binnenste voorhof van het huis des 
1KI.7.13	En koning Salomo ontbood Chiram uit Tyrus. 
1KI.7.14	Hij was de zoon van een weduwe uit de stam Naftali, terwijl zijn vader een Tyriër was, een koperslager; hij was vervuld met de wijsheid, het verstand en de kennis, nodig om elk werk in koper te verrichten; deze nu kwam tot koning Salomo en voerde al diens werk uit.
1KI.7.15	Hij vormde namelijk de beide koperen zuilen; achttien el was de ene zuil hoog, en een meetsnoer van twaalf el kon haar omspannen, en evenzo was het bij de tweede zuil. 
1KI.7.16	Ook maakte hij twee kapitelen om die op de toppen der zuilen te plaatsen, gietwerk van koper; vijf el was de hoogte van het ene kapiteel en vijf el de hoogte van het andere kapiteel. 
1KI.7.17	Voorts maakte hij twee vlechtwerken voor de kapitelen die op de top der zuilen waren; het vlechtwerk was gemaakt van gedraaide snoeren, op de wijze van slingers: zeven voor het ene kapiteel en zeven voor het andere kapiteel. 
1KI.7.18	Dan maakte hij nog de granaatappelen, en wel twee rijen rondom op het ene vlechtwerk, om de kapitelen op de top der zuilen te bedekken; evenzo deed hij met het andere kapiteel. 
1KI.7.19	En de kapitelen aan de voorhal, vier el hoog, op de top der zuilen, waren lelievormig, 
1KI.7.20	namelijk de kapitelen op de beide zuilen, geheel bovenaan, voorbij het vlechtwerk dat vlak op de bol zat; granaatappelen waren er tweehonderd aan rijen rondom op het ene kapiteel en evenzo op het andere kapiteel. 
1KI.7.21	Daarna stelde hij de zuilen op bij de voorhal der hoofdzaal; toen hij de rechterzuil opstelde, noemde hij haar Jakin; toen hij de linkerzuil opstelde, noemde hij haar Boaz. 
1KI.7.22	Nadat het leliewerk op de top der zuilen was aangebracht, was de arbeid aan de zuilen voltooid.
1KI.7.23	Voorts maakte hij de zee, van gietwerk, tien el van rand tot rand, geheel rond, vijf el hoog, terwijl een meetsnoer van dertig el haar rondom kon omspannen. 
1KI.7.24	Beneden de rand waren kolokwinten, die haar geheel omgaven, tien in een el, geheel rondom de zee; in twee rijen zaten de kolokwinten, in één gietsel met haar gegoten. 
1KI.7.25	Zij stond op twaalf runderen, waarvan drie noordwaarts gekeerd waren, drie westwaarts, drie zuidwaarts en drie oostwaarts, en de zee rustte boven op hen, en al hun achterdelen waren binnenwaarts gewend. 
1KI.7.26	Haar dikte was een handbreed en haar rand was in de vorm van een bekerrand, een leliekelk. Zij had een inhoud van tweeduizend bath.
1KI.7.27	Verder maakte hij de onderstellen, en wel tien, van koper; vier el was de lengte van één onderstel, vier el de breedte en drie el zijn hoogte. 
1KI.7.28	Aldus was de vorm van een onderstel: er waren sluitplaten aan, en wel sluitplaten tussen de stijlen. 
1KI.7.29	Op de sluitplaten tussen de stijlen stonden leeuwen, runderen en cherubs, en op de stijlen evenzo; boven en beneden de leeuwen en de runderen waren afhangende kransen. 
1KI.7.30	Dan waren aan één onderstel vier koperen raderen alsmede koperen assen; ook waren aan de vier hoekstijlen handvatten, onder het bekken waren de handvatten gegoten, tegenover elk waren kransen. 
1KI.7.31	En de opening daarvan was binnen de handvatten en een el verderop, en zijn opening was rond, bij wijze van een voetstuk, anderhalve el (diep); en ook aan de opening was beeldwerk, doch hun sluitplaten vormden een vierkant, waren dus niet rond. 
1KI.7.32	De vier raderen waren beneden de sluitplaten, en de steunsels der raderen waren aan het onderstel; en de hoogte van één rad was anderhalve el. 
1KI.7.33	De vorm van de raderen was als die van een wagenrad; hun steunsels echter, velgen, spaken en naven, waren geheel van gietwerk. 
1KI.7.34	Wat nu de vier handvatten betreft aan de vier hoeken van elk onderstel: aan het onderstel zaten zijn handvatten vast. 
1KI.7.35	En aan de bovenkant van het onderstel was een rand van een halve el hoog, geheel rond; en boven aan het onderstel zaten zijn handvatten en zijn sluitplaten vast. 
1KI.7.36	En hij graveerde op de vlakken van zijn handvatten en op zijn sluitplaten cherubs, leeuwen en palmen, naardat elk ruimte bood, en kransen rondom. 
1KI.7.37	Aldus maakte hij de tien onderstellen; zij waren alle van één gietsel, één maat, één vorm.
1KI.7.38	Verder maakte hij tien koperen bekkens, veertig bath kon elk bekken bevatten, vier el (mat) elk bekken, één bekken op elk van de tien onderstellen. 
1KI.7.39	En hij plaatste de onderstellen: vijf aan de rechtervleugel van het huis en vijf aan de linkervleugel; en de zee plaatste hij aan de rechtervleugel van het huis, naar het zuidoosten. 
1KI.7.40	Ook maakte Chiram de potten, scheppen en sprengbekkens.
