MAT.1.1	Si Abraham gëlok nennë, Dabid gë oli, Jisu Kristo gë hürum ë. 
MRK.16.11	Bulu Jisu bü turdu okkë mü Jisu ne kaarük sito ëmnam ëm tarë nammë, bulu ëgum jijja bë mëëma to.
MRK.16.12	Kookü bëkuda nyidum anyi go doolu bë inmotula Jisu bü binyi ëm adëk bëkuda kaatom sito. 
MRK.16.13	Ogo binyi inkur dookula nyi këbë gaddëmchin mentom sitoku, ëmbë rülachin bulu binyik agom ëmchin jijja naana ëmla mëënya maato.
MRK.16.14	Kookü yaaru bëku, nyidum ürü gola aken gë donam dopomla duuko lo Jisu bü bullëpë nenji toku. Okkë Jisu bük turku nammëm buluk mëëtin sila gorma nam lëga bë bullëm bü rotoku. 
MRK.16.15	 Ogo bü bullëm kanamla mentoku, “Nonu tani mooko buppü sim ingo la taken në niitom sim turnë sagnë buppülo mengo jittaka. 
MRK.16.16	Yë bulu mëëtin sila Baptis rëdü ëgë bulu tushü baalë nam ëm paarë. Okkë yë bulu jijja bë mëëla mëëtin simarëdü bulu ngerë. 
MRK.16.17	Okë kookü bë mëëgë sinë gadë lo sim rürü sinyo rünam tornam gadësim jilük rë: Ngok amin lokë bulu ui gaddëm minpak larë: bulu ali bë agom menrë. 
MRK.16.18	Buluk aü gë alak lokë tabüh ëm serë, okkë chumdük reko gënnëm bulu tülachin bullëm yo gochin rümarë. Buluk alakë chinë ramnëm hiipo rëmchin, ëgë bulu porëku.”
MRK.16.20	Okë kookü bë Jisu bük rëgënam gaddë inlen to okkë mooko rëgo buppülo niitom dooyü mengo to. Ogo buluk rürü sinyo rünamë jijja kaapa doobë Rutum bü bullëm rügur to.
MRK.16.20	Aku Ekpin Aken Gonnë
MRK.16.9	Nëli anë gaddë indokula buluk kaanam buppü ëm Pitor ne okkë bük ajen gaddëm adëk bë menjito. 
MRK.16.10	Sokë kookü bë Jisu bü aü ë bük rëgnam gaddëm, chaagoh aagoh bë okkë chëënyu baarë buppü lo, turyar në okkë tushü baalë gënë në niitom dooyü ëm mengo jido bë kanam lükto.
LUK.1.1	Ayanam Theophilus: Ngonuk penko so yaaka në nyi ë jijja gë agër ëm küka naabë eklë pë ëmla hardë daka situ. 
LUK.1.2	Agom bë menji nëla okkë lëkkë lokë rëcho në aü gë anyik ë kaasi në gadë lokë yo ëm menji badü ëgum ekgap tu. 
LUK.1.3	Okë lëga bë, nyitë nyigom a, lëkkë lokkëi ngo sim buppü güdu süar sim dinchi rubë küka la kaanamë, nokë lëga bë alë rubë menken ëm ekji kendo ëmla ngo mëëto. 
LUK.1.4	Ngok sëmbë rünam si nom mentom nam gadë buppü ëm jijja bë buupü bë no chendo bë ëmla rüduna.
LUK.1.6	Anyi ë Yürnë gëlo daadi bë rënë ëkë, bulu Rutum gë niitom okkë Ayon gaddëm menka sa kaama bë mëëlük kaalük bë rüla rëto. 
LUK.1.7	Rülachin Elijabeth nëpo nam lëga bë binyik aaji oloh kaama to; okkë binyi nyikam nyijü bëchin rütoku.
LUK.1.8	Alo golo Jekariah gë nyibuh bë rüla agër rüddü ë aalük to, bük Yürnë gë kaaga lo nyibuh bë agër rüla rëdak ëm, 
LUK.1.9	Nyibuh gaddëk rüchü bë lümë suka sila rükolokë, Rutum ne kumko namë lo bük pëmü pëa müdü ë rülük to. 
LUK.1.10	Okkë pëmü pëa romdü ë rüdak ogo kumsi deenë buppü ë agum lo kumla duuto.
LUK.1.11	Okë kookü lo Rutum gë taayo lampoh gonnë pëmü pëa rompom soogü lokkë lakbëk peelë lo dagla bü ëm kaatom sitoku. 
LUK.1.12	Jakariah bü bü ëm kaarë nammë, achen maabë bosola paden gëto, 
LUK.1.13	Rülachin taayo lampoh ë mento, “Jakariah no boso yooka nokë kumnam ëm tapa toba, nokë nyimë Elijabeth mü oroh go orë, ëgum no Jon ëmla nëmin minlaka. 
LUK.1.14	Bü nokë mëëken kengë bë okkë mëëyum yumgë gobë rürë, okkë bü ëm aajur ogar lëga bë nyi gaddë majja bë mëëken rë. 
LUK.1.15	 Yo lëga ëmrëm bü Rutum gë kaagalo kai runë nyi gobë rürë. Bü anggur ola ëmla opop lüknam opo ëm tümarë, okkë bü ëm olendak lokkëi Dëën Doü ë duugë rë.” 
LUK.1.16	Bü Israel nyi gaddëm yaaka go Yürnë Rutum gëlo aagë jirëku. 
LUK.1.17	 Okkë bü nyijük Elijah gë nyirek ëm okkë tornam aapuk ëm gëla, Rutum ne incho la ingërë. Bü abo gaddëm la aaji oloh gaddëm goodum sirë ku; okkë bü tamanë nyi gaddëm lëëmo sila duudo bë rürë ku.
LUK.1.18	Jekariah bü taayo lampoh ëm takato, “Ngo ëgë yo chë ëm bë bërok bë chensi porë na? ngo nyijü kaaku okkë ngok nyimë ëchin nyikam duuku.” 
LUK.1.19	 Taayo lampoh ë menjito, “Ngo Gabriel, ngo Yürnë gë kaagalo dagnë, okkë nom menrük sido bë okkë nom sim alëna menlük sim menken sidobë ëmla ngom kënam lükpa nammë. 
LUK.1.20	Okë ijja ngok mennam gadë si püma tëttë lobë no agom menla maabë gommala duuchorë, yo lëga, rüdü paklo jijja bë püdenë ngok agom ëm no jijja bë mëëmato.”
LUK.1.21	Ëmbë rüddüëm, agum lokë Jekariah büëm toranë nyi gaddë yo jaa bëdü bü Yürnë ne kumko namë ara alo ëkë nago nërü lükka në ëmla mëëto. 
LUK.1.22	Agum lokë bük nendo kuëm, bü bullëm agom menji siken kumato. Bü Yürnë ne kumko namë aralo kaarüh kaanyo nam yëra go kaato eben ëmla bulu mëëka, yo lëga bü agom mentom sila kuma to, rürürüma nyum lokë bullëm rüji toku.
LUK.1.23	Bük agër rüsë ru ëm rüngam ro bë bü namë lo intoku. 
LUK.1.24	Okë kookü bë bük nyimë Elijabeth mük kiinë mambu lo ungnga gëtoku, ogo poolo püngngo go kasila duuto. 
LUK.1.25	“Rutum mum ngom sëmbë rüji tunë,” müi ëmtoku “Sogo alo gadë sogo mü ngom ayato okkë ngok nyi gaddëk aralokë hanyü enso ëm laapak jitoku.”
LUK.1.26	Poolo pükkë go Elijabeth gë ungnga gëla duuro bë, Yürnë bü taayo lampoh Gabriel ne Galili lokë Najarath ëmnam taon golo indo bë kanam lükto. 
LUK.1.27	 Dabid gë ope lokë nennë Joseph gëlo daagag jinam Mari ëmnam taamü golo menji sago kaato. 
LUK.1.28	Taayo lampoh ë taamü ogo inla mento, “Alë runë aya ëm paanë taamü no, mëëken laka! Rutum bü nokë lo duudu!”
LUK.1.29	Bük agom ëm tala Mari mü mëëchen moren maabë rüka okkë si agom si yo ëdü ëmla mëësi to. 
LUK.1.30	Rüdak kom taayo lampoh ë mü ëm mento, Mari, no boso maabëka, Yürnë gëlokë alë runë aya ëm no paatu. 
LUK.1.31	 No ungnga go gëla oroh gobë orë, okkë no bük amin ëm Jisu ëmlaka. 
LUK.1.32	Bü kai ru nago bë rürë okkë bü ëm odom yaarunë Yürnë gë oroh ë ëmrë, Yürnë Rutum bü bük abo Dabid gë duutëm ëm bü ëm jirë. 
LUK.1.33	 Ogo bü Jakob gë ali apen gaddëk taayolo rutum bë rüyar gërë, bük mooko ë yaddü lochin ngela maarë.
LUK.1.34	Ngo jürdi nyum ë, yo ëmbë sëmbë rürë na? ëmla Mari taayo lampoh ëm menrük sito.
LUK.1.35	Ogo taayo lampoh ë menrük sila mento kuda, Dëën Doü ë nokëlo aarë, okkë odom yaaru në Yürnë gë tornam ë nom duugërë, sokë lëga bë otë gëdo nam Dëën aaji ëgum Yürnë gë Oroh ë ëmrë. 
LUK.1.36	Nokë rumtum Elijabeth müchin nyikam tola oroh go otëdu. Mükë ungnga gëro ë poolo pükkë gobë rükaku. 
LUK.1.37	 Ëkë lëga bë Yürnë gë rülamaanamë kaama.
LUK.1.38	Mari bü menrük sitokuda, “Ngo Rutum gë paknë, ngoklo nokë mëënam garü bë rümo laka,” Okë kookü bë taayo lampoh ë innyo toku.
LUK.1.39	Ëmbë rüro ëm Mari mü anni gochin nërü maabë lëëmo sidala Judia mooko gë moodi lokë doonë doolu bë into. 
LUK.1.40	Okkë Jakariah gë namë lo aala Elijabeth bë mëëken la kumrük siato, 
LUK.1.41	Yadü lo Elijabeth mü Mari gë mëëkenla kumrük sia nam ëm menrük sito dü, ogo kiinë mambu lokë dagnë ungnga ë gulu gëlëla rürükto, ogoi Elijabeth gëlo Dëën Doü ë duulük rëpto. 
LUK.1.42	Ogo lomrükla mü dutë rubë gogtoo la mento; “No nëli nëngo atür ru lokë rülibongo gëya yaaru nago, okkë nokë ungnga osë ëgëchin rülibongo gënë ru ë. 
LUK.1.43	Rülachin yo ëmbë Rutum gë annë, ngok bë mëëmin gëla kaatë bë aaka në? 
LUK.1.44	Yo lëga ëmrëm yadü lo nokë mëëken agom adduë ngok nyeru lo tapala aalük kaadü, ngok kiinë mambu gë ungnga ë mëëkenla gulu gëlë rëpkai. 
LUK.1.45	Yürnë gë mennam ë jijja bë rürurë ëmla jijja bë mëënë no rülibongo gënnë!”
LUK.1.46	Okkë ogo Mari menrük sila mento,
LUK.1.46	“Rutum ne ngo ngok yaloh gë muurum aara lokkë koikdu; 
LUK.1.47	Ngom tushü baalë ne Yürnë gëlo ngok yaloh ëchin mëëken du,
LUK.1.48	Ijja gëlokë rüla buppü hürum hürum lobë rülibongo gënë ru ë nyi ë ëmrë.
LUK.1.49	Yo lëga ëmrëm tornë leenë rutum bü ngom kai runë aba go rüjika.
LUK.1.49	Bük amin ë Dëën ë;
LUK.1.50	Bük paknam riinam ë bü ëm boso në buppü lo hürum hürum lobë duudu.
LUK.1.51	Bü bük gorbü gortë gë tornamlokë kai runë agër ëm rüto.
LUK.1.51	Muurum aara lokkë chëësi rekksi nëm bü ngepen simo do.
LUK.1.52	Rülachin ajji bë mëësi në gaddëm gërëp moto.
LUK.1.53	Bü tülü këno nëm alë në yëra ëm jito.
LUK.1.53	Rülachin nyitë në gaddëm kënola inmo toku.
LUK.1.54	Bü ngonuk ato abo gadë lo chesi nam ëm dinchi bë abë to,
LUK.1.54	Bü bük Israel nyi gaddëm ai amar mëëpala rügur to.
LUK.1.55	Okkë buluk oli gadë lobëchin aya mëëpa yaar rë!”
LUK.1.56	Mari poolo püum gobë Elijabeth gë duukolo duumin gëto
LUK.1.56	Okkë aü gë namë bë inkur toku.
LUK.1.57	Yadü lo Elijabeth gë ungnga odü bë rüto kudü, mü ungnga ëm yaame gobë oto. 
LUK.1.58	Mük rumtum gaddë la mük rëbam nam ajen gaddë Rutum gë kai runë aya ëm kaatom la jinam ëm tala müëm bulu mëëken mingë to.
LUK.1.60	Bük annë mento, “Ma! bük amin ëm Jon ëmla mindo bë ëmla mentu.”
LUK.1.61	Ogo bulu müëm, “Nonuk ope aralo sikënë amin gënë aken gochin kaama!” emto. 
LUK.1.62	Okë kookü bë bük abboëm yo në amin go minsadü ëmla rürü rümala hükato.
LUK.1.63	Ogo Jekariah bü ekgë atak go kogë doola, “Bük amin ë Jon” ëmla ekjito. 
LUK.1.64	Ëmbë rüro pik bë Jekariah gë gomma nammë alë laku Yürnë ne koik toku. 
LUK.1.65	Ëmbë rünam ëm kaapala bük ajen rëbam gaddë bosso ë rüto, okkë Judia mooko gë moodi lokë doolu gaddë buppü lo mengo jitoku. 
LUK.1.66	Ëgum tapa në nyimü ë yaa ëmla, “Ëgë boolo yo jaa në ome gobë rüde nago dü?” ëmla aü aü ë taka sito, yo lëga Rutum bük tornam ë büklo duulük mingë to.
LUK.1.67	Bük abo Jekariah gëlo Dëën Doü ë duulük nam lëga bë,
LUK.1.67	bü kaalu taor agom ëm menlen to:
LUK.1.68	Kaju Israel gë, Yürnë Rutum ne koik laju!
LUK.1.68	yo lëga bü aü gë nyi gadë lo aala bullëm lülen toku.
LUK.1.69	Bü bük gëbë rüra në Dabid gë Oli lokë,
LUK.1.69	ngonuk lëga bë tornë leenë rubë tushü baalë deenë go gërëp moto.
LUK.1.70	Sigim bü lëkkë ogoi bük dërëk në nyijük gadë lokëi mencho jito
LUK.1.71	Bü ngonuëm nyimak alak lokkë,
LUK.1.71	okkë chü meelo gënë lokkë tushü baalë deenë.
LUK.1.72	Ngonuk ato abo lo aya saëm chesi nam ëm
LUK.1.72	okkë Dërëk në gomrëk ëm mëëpa sido kubë bü ëmto.
LUK.1.73	Bük ngonuk abo Abraham gëlo dinla chesinam ëm,
LUK.1.74	Ngonnuëm nyiroh gadëk alak lokkë turbu daalë doobë
LUK.1.74	okkë yo boso kaama tola bük agër ëm rügur doobë,
LUK.1.75	Ngonuk rënam aloë hünam buppülo dërëk bëla
LUK.1.75	okkë dërëk nëbë bük kaaga lo rëdobë ëmla chesito.
LUK.1.76	Yo lëga no Rutum gë kaagalo bük bëda ëm pëkcho jirë,
LUK.1.77	Buluk rümur gaddëm paknyo bë pakjila
LUK.1.77	bük nyi gaddëm turbu daalë naanëm mëëchen modo kubë menji nëbë.
LUK.1.78	Ngonuk Yürnë gë aapuk lo rënyak jikolokë,
LUK.1.78	taayo tolokë tushü baalë gënë rokom doonyi ë taayo tolo chaaka rë
LUK.1.79	Ngonuk alë në bëda ëm rëkenko bëda gë ingë naabë rürë.
LUK.1.80	Okë kookü bë ome ë hüchala amür lokëla doü lokë hardëka, okkë bü ë Israel ope aralo kaatom sidü alo lobë mooruk moosen nyomra lo rëto.
LUK.2.1	Ëmbë rüdak ogo Tëbo rutum Agostos bü Rom aralokë nyi buppü ëm küka doobë, amin ekgap sitoka ëmla kënam lükto. 
LUK.2.2	Kiurinas gë Sairia lo mooko rutum bë rüdaklo nyi küka nam lëga bë ekgap ëm rütu rükë bë rülento. 
LUK.2.3	Ëkë lëga bë nyi buppü ë aü aü gë amin ëm aü gë doolu lo ekgap sitë bë inngam toku.
LUK.2.4	Ëmbë rünamë Josephchin Galili gë Najarath taon lokkë Judia gë Bethlehem taon Dabid roja ne olük kolo into, yo lëga bü Dabid gë namë rumtum oli lokkë. 
LUK.2.5	Nyimë bë laado bë daagag nam okkë ungnga ode në, Mari binyi ekgap bisi doobë into. 
LUK.2.6	Buluk alo duudolo, ungnga ëm odü ë dünük rükap toku, 
LUK.2.7	okkë Mari gë oroh otu okë ëm oroh gobë otoku, okkë mü bü ëm ejë gonnë leebum gëlla soë dopa golo ato, yo lëga bulu nyibo bë duulük deeko namë paamato.
LUK.2.8	Ogo mooko ogo solar kaara në gadë gë aü aü gë solar ëm ayoh ëm yupgë la rëto. 
LUK.2.9	Ogo Rutum gë taayo lampoh go bullëm kaatom to, ëmbë rüdak ogo bulu bosso ë rüto. 
LUK.2.10	Rülachin taayo lampoh ë bullëm mendato, “Boso maabëka, ngo nyi buppü gë lëga bë mëëkensa taken runë menlük go aagë jidu. 
LUK.2.11	Silo, Dabid gë taon lo nonuk lëga bë turbu daalë deenë Rutum go aajur ogar tu; bü Rutum Kristo! 
LUK.2.12	Nonuk bü ëm kaachen gënënëm sëmbë rürë; ungnga ëm ejë golo payekla Soë dopa golo doodo bë kaaparë.”
LUK.2.13	Ogo lomdo bë taayo mooko lokë atür go taayo lampoh gë dagkolo dagbam doola Yürnë ne koik doola sëmbë mento: 
LUK.2.14	“Taayo yaaru gë Yürnë gë lou ë tani mooko gë nyi gadë lo bük aya mëëken ë duulük kaalaka.”
LUK.2.15	Bullëm ëpak tola taayo lampoh gaddë taayo mooko bë chaaro bëku solar kaara në gaddë nyimü ë sëmbë mensito, “Kaju Rutum bük ngonnuëm mentom nammë yo në yëra godü ëgum kaaka doobë Bethlehem bë inlaju.”
LUK.2.16	Ogo bulu büba bë indola, Mari, Joseph okkë dopa lo doomonam ungnga ëm mapato. 
LUK.2.17	Bulu ome ëm kaarë nammë, bük lëga ëm taayo lampoh ë yoyo në agom ëkë dü mentom nammë ëgum buppü ëm menji ngamto, 
LUK.2.18	Solar Kaara në gadë lokë bullëm mennam ëm tanë buppü ë addü ëmla mëëngam to. 
LUK.2.19	Mari mü sim buppü sim aü gë asin aapuk lo mëëkumla achü sirato. 
LUK.2.20	Solar Kaara në gaddë buluk tanam kaanam chë bë yëra buppü ëm jijja bë rünam ëm kaapala Yürnë ne hürga rubë koikla intoku.
LUK.2.22	Moses gë Ayon lokë pëdër soko la adin morüh siddü ë yadü lo pünük tokudü, Joseph okkë Mari binyi bü ëm Yürnë gëlo tolük doobë Jerusalem lo ingë to. 
LUK.2.23	 Sigi Yürnë gë Ayon lo ekchola anam garü bë rüto: “Oroh ocho yaaru ëm nyimü ë Rutum gëlo jilük jisë ru ë.” 
LUK.2.24	 Okë taayo lo, Rutum gë Ayon boi lo mennam garü bë, “Taakü pünyi gola paro pünyi go” peesür lükdo bë ëmla bulu into.
LUK.2.25	Ogo alo ogo, Jerusalem lo Simon ëmmnam nyi go hünam ëm dërëk rubë rënë go rëto, bü Israel nyi gaddëm tushü baalë kussëm torala rëto, ogo bü ëm Dëën Doü ë duulük mingë to. 
LUK.2.26	Bü Rutum gë Kristo ne kaama tëttë ëm sinyo gorma rë ëmla bü ëm chesinam ëm bërok sito. 
LUK.2.27	Doü lokë bü chenla Simon Yürnë ne kumko namë lo into, yadü lo anë abbo ë Ayon lokë menkor bë Jisu ne ara lo aagë todü, 
LUK.2.28	Ogo Simon bü ome ëm alak lo joodala Yürnë ne koik doola mento;
LUK.2.29	“Ijja, Rutum, no noükë gomu ëm alërubë jugum moka,
LUK.2.29	okkë no nokë bë agër rünë ngom alë rubë mëëken la inmo toku.
LUK.2.30	Yo lëga ngok aü gë anyik ë nokë turbu daalë deekunëm kaasitoku,
LUK.2.31	Ëgë nokë nyi buppü gë anyik kaagalo lëmken nammë,
LUK.2.32	okkë noükë Israel nyi gaddëk lëga bë tornam ëm rüji nammë.”
LUK.2.33	Bük lëga ëm Simon gë mennam ëm ome okë anë abo sinyi ë arüsinyo garü bë mëëto. 
LUK.2.34	Okë kookü bë Simon bü rülibongo jidula, bük anë Mari ne mento, “Sim ome sim Israel nyi gadë lokë atu gonnëm holo doobë okkë atu gonnëm gërëp doobë okë lëga bë nyi buppü ë bü ëm rëbë rëlo gëkërla sipuh pukër doobë ëmla todum lüktu. 
LUK.2.35	Yo lëga bü yaaka në nyi ëm nyi gë asin aapuk gë biji boolo ëm kaatom jirë. Okkë si roksë si aü gë aapuk ëmchin nükkë korë.”
LUK.2.36	Ogo dada Asher ope lokë Panuel gë omë Anna ëmnam nëli nyijük go rëto, mü anyü kanü gonyum nyilo ëm duugë tola, okkë mü nyikam dooku bë tumbola duuto 
LUK.2.37	Okkë mü nyürü acham piinü gola nyüpi lobë tumbola duusito, alo ayoh bë doma tüma bë rüla nyola Yürnë ne kumyaarla rëto. 
LUK.2.38	Ëmbë rüdak ëm bü buluklo aala, Yürnë ne koikla okkë Jerusalem ëm turbu daalë deekunëm torala duunë gaddë nyi buppü gë penkolo ome okë lëga ëm menken sito.
LUK.2.40	Okë kookü bë ome ë kaila okkë hürëp to; bü chennam paanam ë rüto, okkë Yürnë gë aya ë bük lo duulük to.
LUK.2.42	Yadü lo Jisu bük anyü ë nyürü gola nyünyi tokudü, ogochin buluk inbë sinam bë, güdü süpë lëga bë into. 
LUK.2.43	Güdü süpë donam doddü ë inro bëku bük anë abboë namë bë intoku, ëmbë indakku ogo Jisu gë ome ë Jerusalem lo rëlük nyooto, ëmbë rünamëm bük anë abboë chenmato; 
LUK.2.44	Bü nyi gaddëk atür penkolo inmin gëdu kucho ëmla mëëla alo buppü bëda go intoku. Okë kookü lo bulu buluk rumtum gaddëk okkë ajen gaddëk penkolokë maka toku. 
LUK.2.45	Bulu bü ëm mapa maarë ku ogo, bulu Jerusalem lo bü ëm maka taku bë ëmla inkur toku. 
LUK.2.46	Bulu bü ëm loum naanë alolo Yürnë ne kumko namë lo menyür rüyürla tomsürnë gaddëm duubam sila, buluk agom ëm tagapla okkë buluëmchin hüka nyompak la rüla duudo bë mapa toku. 
LUK.2.47	Bük chennam paanam ëm okkë hüka nyompak la jabrük menrük sinam ëm tanë buppü ë arüsinyo bë tato. 
LUK.2.48	Bük anë abbo ë bü ëm kaapala arüsinyo garü bë mëëto. Bük annë bü ëm mento, Oroh ë, yo bë rüla ngonnuëm sëmbë rümo kaanë? Ngo la nokë abo ngonyi nom mëëdük ë rüla madür siduna.
LUK.2.49	Ngok lëga bë nonu yo rüla makü duuna? ëmla bü menrük sira to. Ngok Abo gë namë lo ngo duuru deenë ëmla nonu sim chenma larem? ëmto. 
LUK.2.50	Rülachin bük agom mennam ëm bulu tachen maato.
LUK.2.51	Okë kookü bë bü buluk inkolo Najarath bë inmin gëtoku, okkë buluk agom lokë rëtoku, bük annë sëmbë rünam buppü lëga ëm aü gë asin aapuk aralo gërup sito. 
LUK.2.52	 Okë kookü bë Jisu Yürnë gëlola nyi gadë gë goralo muupuk asin gë chennam paanam bëla aü amür ë hüchala rëtoku.
LUK.3.1	Tiberius Kaisar gë nyürü gola nyüngo gobornor bë rüduëm, Pontus Pailat bü Judia lokë rutum bë, Herod bü Galili lokë rutum bë, okkë bük abür Philip bü Ituria gëla Trakoniti mooko lokë rutum bë, okkë Lusani bü Abilen lokë rutum bë rüto. 
LUK.3.2	Anna la Kaipa binyik buutë lërü bë rüdak ogo, Yürnë gë agom go Jakariah gë oroh Jon gë rëko mooruk moosen nyomra lo aato. 
LUK.3.3	Ëmbë rünam ë Jon bü Jordon sibu rui gë mooko buppü lo, sëmbë dooyü mengo to, Nonu aü gë rümur lokkë mëëdek sitokuka okkë Baptis tokuka, okkë mëëdek siku boolo nonuk rümur ëm Yürnë paknyo bë pakrë.
LUK.3.4	Ëgë Isaiah nyijük gë boi lo ekcho nam garü bë rütu,
LUK.3.4	Mooruk moosen nyomra lokë sidu dulen në sigi:
LUK.3.4	Rutum gë bëbü bëtë gë dendo ëm,
LUK.3.4	denda bë bü ëm denji toka!
LUK.3.5	ru ëm rüjo doobë mërrü rë,
LUK.3.5	dërgu baryë në bëda ëm dendo bë,
LUK.3.5	okkë bëda rarrë nëm rëmab doobë moken do.
LUK.3.6	Ogo buppü nyi ë Yürnë gë tushü baalë nam ëm kaapa rëku!
LUK.3.8	Aapuk mëëdek kussëm büba bëka, okkë nonu aü ëm mëëmur la mëërü sima bëka, ngonuk ato abboë Abraham ëmla. Ngo nonnuëm jijja ëm mendu, Yürnë bü ülü gadë sokëchin Abraham gë aaji olo ëmchin bülü bolo jilarë! 
LUK.3.9	 Yo yo në nësük nëmü ëdü alë në apü ahe seema duuna ëgum sütë süngur ë ngurpak paala mëllü mëor lo rompak doobë ëmla si na gütum ëm aji tunam ë.
LUK.3.10	Ëgë boolo ngonu yo bë rübolo alë rëdü? Ëmla nyi gaddë hükato.
LUK.3.11	Jon menrikla mento, Laklük bornyi gënë nyi ë aü gë laklük akennëm kaama në akennëm jinyo bë orsi sikendo, okkë donam doya nëchin ëmbë dada orsi rüken do.
LUK.3.13	Bü bullëm mento, “Nonuk hurchü ëm hurben maabëka.”
LUK.3.14	Okë kookü bë sipai gaddëchin bü ëm hüka to, “Ngonuk baab ëm yo? ngonu ë kom yo bë rübo lodü?”
LUK.3.14	Bü bullëm menrük sila mento, “Yëmchin ain murko ëm laarek rekkam yooka, okkë nyi ëm mënam lokë mëgum maabëka. Nonuk rüjo paapë nam lo mëëtë sitoka.”
