GEN.1.1	Abatelipuna elana Yabowaine labulabum ge panayawi i ginolil. 
2SA.9.9	Inoke kin Deibid Siba i yogaan ge i baek elana i ba, “Bugul gegewena toto valila i minaa Sol ge ana un elal, iyaka ya pek wam tonowak tubuna Mepiboset elana. 
2SA.9.10	Owa alomwau natumwau ge wam totuwalali bilibili nuku eyowaan, yaka enowana nuku pwatanim wam tonowak tubuna Mepiboset kaiwena. Ge iya sauga gegewena ni aanana no teibola.” He Siba natunau bolau ali gewi piptin (15) ge wana totuwalali ali gewi tuwenti (20).
2SA.9.11	Yaka Siba i baek elana i ba, “No babala ge no kin, nau wam totuwalali hauna ebo nu baunan nasi na ginol.” Inoke sauga o ge i nok Mepiboset i aanana Deibid wana teibola i ola natuna etega.
2SA.9.12	Mepiboset natuna geman etega i gan alana Mika. Inoke sauga o ge i nok, Siba alonau wana limi ana heniheni gegewel hi totuwalali Mepiboset elana. 
2SA.9.13	Iya i miminaa Yelusalema ge sauga gegewena i aanana kin wana teibola. He aena labui hi nak nige bosowaina ni nawanawa bubun.
2SA.11.1	Baliman ana abatelipuna elana,
2SA.11.2	Lan etega vekokoyaviya, Deibid i kenu lutem wana abaveveyahowa, yaka i na i ha limi pwatanaa toto hi tal paabwab ge i nononawanawa. Yaka abwe matana i nok, inoke yova etega i kite i highig, ana awa i waisi hot. 
2SA.11.3	Yaka elopapatuna etega i patuna i nok ge i loyaan yova o iya henala. Inoke Deibid wana wasa i pek i ba, “Yova alana Baseba Eliyam natuna, ge lagona alana Ulaiya, boda Hiti gamagalina.” 
2SA.11.4	Yaka elopapatuna enuna i patunal hi nok ge yova o hi pwatanik elana. Inoke alona hi kenu toyawa, yaka abwe yova i sikal wana limiya. (He abwe wana weikena kasiyebwa i mowasi, ge ana abububun i pwamowasi haba.)
2SA.11.5	Yaa saliyana i ota, inoke Deibid ana baaba i patuna i ba, “Nau iyaka ya liyan.”
2SA.11.6	Inoke Deibid baaba i patuna Yowab elana i ba, “Ulaiya Hiti gamagalina u patuna ni nem eliyau.” Yaka Yowab i ginol ola to. 
2SA.11.7	Sauga Ulaiya i vin, yaka Deibid i nel eliyana Yowab ge tolohaveyan wali minamina kaiwena, ge haveyan ga i ola.
2SA.11.8	Yaka i baek Ulaiya elana i ba, “U na wam limiya, aem u ul ge u veyaho.” Inoke kin wana limi i eguluwai, enaa abwe ana mulolu aanan enuna Deibid i patuna wana limiya. 
2SA.11.9	He Ulaiya nige i nana wana limiya, yaa i kenuwa kin wana limi ana abauluulutuka tomatahikan wali lum elana, alonau ge nog ana tomatahikan.
2SA.11.10	Yaka abwe Deibid wana wasa hi pek hi ba, “Ulaiya nige i nana wana limiya.”
2SA.11.10	Yaka Ulaiya i yogaan ge i nel i ba, “Hauna kaiwena nige u nana wam limiya? He owa abwe u sikalem labi yayapona elana.”
2SA.11.11	Yaka Ulaiya i baek Deibid elana i ba, “He Bateli ana Dedewaga i minaa ya epanapana gamwanaa, i ola al Isileli ge Yuda wali tolohaveyan heliya iyoho hi miminaa epanapana gamwaliyaa. No tonowak Yowab alonau wam tohouwa ona heliya iyoho hi holaviya uleya abalohaveyana. Inoke nige bosowaiu na nok no limiya na aanan, na imwim ge alou lagou naha kenu. He ya papasila Yehoba yawalina gaganina alanaa ge owa alamwa, nige na giginol oola!”
2SA.11.12	Inoke Deibid i baek elana i ba, “Lan maisena ga u mina yaka bwaligumwa abwe na patunawa nu sikal.” Yaka Ulaiya i minaa Yelusalema i ola Deibid wana baaba. 
2SA.11.13	Inoke Deibid Ulaiya i yogaan alona hi anan ge hi imwim, yaka Ulaiya i paim pakokona. Yaa bulin o nige i sisikal wana limiya, he i kenuwa wana helagi pwatanaa alonau ge nog ana tomatahikan.
2SA.11.14	Lan i gan mweluluga, Deibid Yowab wana leta i leli, yaka i pek Ulaiya elana ge i patuna i egon. 
2SA.11.15	He leta o gamwanaa Deibid i leli i ba, “Ulaiya nu teli ni mihouwa labi toto haveyan i gasisi hot elana, yaka nuku misikal inoke nihi lopaaliga.”
2SA.11.16	He Yowab ge wana tolohaveyan heliya iyoho panuwa bwabwatana Laba hi mipainan, yaka Ulaiya i teliya labi toto ali topihigelgel wali tolohaveyan waiwaisal hi minaa. 
2SA.11.17	Sauga panuwa o wali tolohaveyan hi tagil avaliyau Yowab ge wana tolohaveyan hi lohaveyan, inoke Deibid wana tolohaveyan enuna hi howa paaligal. He Ulaiya Hiti gamagalina al ge hi howa paaliga.
2SA.11.18	Inoke Yowab haveyan o wasana gegewena i patuna Deibid elana. 
2SA.11.19	I baek elopapatuna elana i ba, “Sauga ebo haveyan wasana nu baunan kin elana, 
2SA.11.20	he bosowaina ya te ni huga ge ni neliwa ni ba, ‘Hauna kaiwena ku mituk panuwa bebenaa hot haveyan kaiwena? Age nige ku aatena bosowailiya ya egipoyo gauina nihi alitagilanem ganaa ge nihi howamiu? 
2SA.11.21	He liwanina ku atena bubun ga i ola ge valila Gidiyon natuna Abimelek i yaomal. Panuwa Tibes elana yova etega pat bwabwatana witi ana ewowowol i alilowanem ganaa, yaka i tala pwatanaa ge i aliga. Inoke hauna kaiwena ku mituk gana bebenaa?’ Ebo ni nel ola o, yaka nu baek elana nu ba, ‘Ulaiya Hiti gamagalina al ge iyaka i aliga.’”
2SA.11.22	Sauga elopapatuna i na i vin Yelusalema, inoke bugul gegewena toto Yowab i patuna ge ni pamasal, i wasaan Deibid eliyana. 
2SA.11.23	He i ba ola hiwe, “Ama topihigelgel hi gasisi hot nige bosowaima naha palil, yaka hi tagilem wali panuwaa alomeyau ha lohaveyan. Yaka abwe ha bibin pasikalil hi na wali panuwa ana gana ana abauluulutuka. 
2SA.11.24	Inoke toloegipoyo gau enuna hi alihinem eliyama yaka wam tolohaveyan enuna hi howa paaligal. He Ulaiya Hiti gamagalina al ge iyaka i aliga.”
2SA.11.25	Yaka Deibid i baek elopapatuna elana i ba, “Nu baek Yowab elana nu ba, ‘Bahi nu nuwanuwatu nabi hauna gun i gan kaiwena, nige nak hot i oola. Sauga gegewena gamagalau hi aligaa haveyan elana, ge nige ta aatena henala nasi ni pwawa. Nuku haveyan gagasisi yaka nuku pakokovel ge wali panuwa nuku apapanak-an.’ Baaba ya nu baunan inoke eliyana Yowab nu ba pagasisi.”
2SA.11.26	Sauga Ulaiya lagona wasa i hago wana tonowak iyaka i aliga, inoke i kahikahin ge nuwanak paganina i ginol. 
2SA.11.27	He nuwanak paganina o ana sauga i mowasi, yaka Deibid gamagalau enuna i patunal ge yova o hi en pwatanik wana limiya ge i alolonan. Inoke abwe Deibid natuna tauina etega i ab. Yaa ginol toto Deibid i ginol, Yehoba nige i yayaliyaya-an, i nak hot matanaa.
2SA.12.1	Yehoba palopita Neitan i patuna i na Deibid elana i ba, “Bolau labui hi miminaa panuwa maisena elana, etegana togogomwau ge eluwana togulagula. 
2SA.12.2	Togogomwau wana sipi ge bulumwakau hi gewi nabi. 
2SA.12.3	Yaa togulagula wana gogomwau iyai ya te sipi natuna maisena hot, valila i pwamola. I matahikan bubun yaka i bwataa alonau ge natunau elal. Alona hi aanan toyawa, hi imwimwa kom maisena elana, ge i papakenuwa aenaa. He i ola te natuna meluyovana etega.
2SA.12.4	“Lan etegana bwabwali etega i na togogomwau wana limiya. He togogomwau nige nuwana totona wana bwasumu etega ni lol ana bwabwali ni an. Yaka i na togulagula wana sipi i ahe i lol ge i liga ana bwabwali kaiwena.”
2SA.12.5	Deibid i huga nabi tau o wana ginol kaiwena, yaka i baek Neitan elana i ba, “Ya papasila Yehoba yawalina gaganina alanaa, tau toto ginol ya i ginol bosowaina ta ba ni aliga. 
2SA.12.6	Pagan o i ginol alona nige i atilomwana-an, inoke paesopali sipi ni pwamola pasikal elana.”
2SA.12.7	Inoke Neitan i baek Deibid elana i ba, “Tau o heiya te owa! He Yehoba Isileli wala Yabowaine i ba ola hiwe: ‘Enonu ya hol kokowamwa u tabwa Isileli wali kin ge ya pwamwaliwa Sol nimanaa. 
2SA.12.8	He wam tonowak Sol wana limi ana gogomwau gegewena ya pewa, i ola al lagonau ya pewa nimwamwa. Abalogugui Isileli ge Yuda ya pewa u logugui-an. Binimala u nuwatu bugul bolo ya nige mananana, bosowaiu ya te na paetulan al. 
2SA.12.9	Hauna kaiwena nau Yehoba no logugui u awatautau-an, yaka pagan i nak nabi eliyau u ginol matawa? Ulaiya Hiti gamagalina u paaliga ge lagona u ahe lagom. Amoni wali haveyan u patuwalali ge u paaliga. 
2SA.12.10	Inoke sauga gegewena haveyan ge lopaaliga ni gangan am un gamwanaa. Am lahi i ola to, kaiwena u awatautau eliyau yaka Ulaiya lagona u ahe lagom.’
2SA.12.11	“He Yehoba i ba ola hiwe: ‘Na ba nak ni masal eliyam, ni neem am un gamagalina etega elana. Lagomwau na aheliya eliyam yaka na pek alom etega elana, inoke alonau nihi kenu toyawa lan gamwanaa. 
2SA.12.12	Owa gegi u ginol sume, yaa nau am lahi ya na ginol pamasal lan gamwanaa, boda Isileli gegewel mataliyaa.’”
2SA.12.13	Inoke Deibid i baek Neitan elana i ba, “Iyaka ya gegi Yehoba elana.”
2SA.12.13	Anana Neitan i lahe i ba, “Yehoba wam gegi iyaka i nuwayoho, yaka nige nu aaliga. 
2SA.12.14	Yaa kaiwena u awatautau nabi Yehoba elana, inoke natum tauina toto abwe ku ab, nasi ni aliga.”
2SA.12.15	Inoke Neitan i egon i na wana limiya. Yaka abwe wawaya toto Deibid ge Ulaiya lagona natuliya, Yehoba i pakasiyebwa nabiyan. 
2SA.12.16	Inoke Deibid i awanun gagasisi Yehoba elana wawaya kaiwena. Ana galebu i palahikan ge bulin gegewena i kekenuwa bilibiliya. 
2SA.12.17	Yaka wana totuwalali alaliya bwabwatal hi nok elana ge hi palawakik tage ni lutem bilibiliya, yaa i towa, nige nuwana ni lut ge alonau nihi anan.
2SA.12.18	He lan seben-ina elana yaka wawaya i aliga. Inoke wana totuwalali hi lovakun te wana wasa nihi pek, kaiwena hi nuwatu hi ba, “Sauga wawaya nigeya ga i aliga, ta baaba elana yaa nige i lalaegan elala. He nasi ga ta ola ge wana wasa ta pek natuna iyaka i aliga? Ebo wana wasa ta pek, tab eba nak etega ni ginol?”
2SA.12.19	Sauga Deibid i kite wana totuwalali hi lolowalwalgumu gamwaliyaa, inoke i nuwatu te wawaya iyaka i aliga. Yaka i nel i ba, “Wawaya iyaka i aliga?”
2SA.12.19	Anana hi lahe hi ba, “E! Iyaka i aliga.”
2SA.12.20	Inoke Deibid i lutem bilibiliya. Yaka i na i highig, tuwana i paenonu, ge kaliko vavaluna i galoi, yaka i na i tuk Yehoba wana limiya ge i tapwalolo. Inoke i sikal i na wana limiya, i ba aanan hi loviviva-an, yaka abwe i aanan.
2SA.12.21	Yaka wana totuwalali hi neli hi ba, “Ga i ola u ginol ola o? Sauga wawaya nigeya ga i aliga, galebu u palahikan ge u kahikahin, yaa sauga iyaka i aliga, inoke u lut u anan.”
2SA.12.22	Analiya i lahe i ba, “Sauga wawaya nigeya ga i aliga, galebu ya palahikan ge ya kahikahin, kaiwena ya nuwatu te tab eba Yehoba ni mulolu-agau inoke natu ni molu. 
2SA.12.23	Yaa sauga e wawaya iyaka i aliga, he hauna kaiwena galebu na palahikan? Tab i bosowaiu yawalina na pasikal? Sauga etega abwe na na elana, yaa iya nige ni sisikalim eliyau.”
2SA.12.24	Inoke Deibid lagona Baseba i payaliyaya ge alona hi kenukenu yaka abwe natuna tauina etega al i ab ge alana hi tun Solomon. He Yehoba wawaya o i nunuwana-an. 
2SA.12.25	Inoke baaba i patuna palopita Neitan eliyana wawaya alana nihi tun Yedidaiya,
2SA.12.25	He Yowab ge wana tolohaveyan hi lohalohaveyan Amoni wali taun bwabwatana Laba elana ana siga labena toto kin i miminaa ge labena toto ali wewel ana abanem hi ahe. Yaka Yowab baaba i patuna Deibid elana i ba, “Alomwau tolohaveyan enuna al nuku nem panuwa Laba gegewena nuku ahe. Bahi nau alawa ge panuwa naha aahe.” Inoke Deibid i ginol ola ge Amoni hi paloloyowan-agil hi tuwalali Isileli kaiweliya. (puna 26-31)
2SA.13.1	Deibid natuna Absalom nuna i gan alana Tama, iya ana awa i waisi hot. He sauga etega abwe Amnon yova ya i hebabale. Amnon iya Deibid natuna etega al, yaa hinan getoga.
2SA.13.1	Amnon i nuwanuwatu nabi yova o kaiwena ge nuwana hot alona nihi mitoyawa. Inoke wana heliyam etega nuwatu etega i liwanan elana ge ni ginol. (puna 2-5)
2SA.13.1	Amnon i kakawi tage i kasiyebwa. Sauga Deibid i nok i kite, Amnon i awanun Tama ni nem aanan etega ni ginol kaiwena. Yaka Tama i nok ge Amnon matanaa beleid labui i ginolil. Yaa sauga mwahaa i ahe i nok, Amnon i ba gamagalau gegewel al hi tagilan ge i ba Tama aanan ni pwatanik wana lumwa. Yaka Amnon Tama i lib ge sigasiga paganina i ginol elana. Yaka abwe Amnon nige al Tama i yayaliyaya-an inoke i patuna owaowani, yaka Tama totona ana kaliko i kukuleli ge alona wana kahin i nawa egon. (puna 6-19)
2SA.13.1	Nuna Absalom i baek elana i ba, “Nu, bahi nu wawasa pwapwati, kaiwena iya num. Bahi nu nuwanuwatu kaiwena.” Sauga Deibid wasa i hago, inoke i huga nabi, yaa nige Amnon i lalahe. Yaa Absalom Amnon i pihigelgel-an, nige sauga etega baaba etega i babaunanik elana. (puna 20-22)
2SA.13.1	Baliman labui i mowasi, Absalom wana sipi pupunoliya wana totuwalali hi tomwatomwa un Ipileimi wali siga labenaa, yaka Absalom kin natunau gegewel i awanunil tuwalali o ana yaliyaya etega elana. Inoke i na Deibid elana ge i papatalam lawalawakik, yaka abwe Deibid Amnon alonau kin natunau gegewel al i patunal avaliya Absalom hi nok. (puna 23-27)
2SA.13.1	Yaliyaya o gamwanaa, inoke Absalom i ba wana totuwalali Amnon hi lopaaliga. Yaka Deibid natunau gegewel al, hi lou ge hi sikal Yelusalema. (puna 28-36)
2SA.13.37	He Absalom i lou i na i minaa tubuna Talmai panuwa Gesul wali kin elana, iya Amihud natuna. Yaa lan hi gewi Deibid i lolonuwanak natuna kaiwena.
2SA.13.38	Sauga Absalom i lou i na Gesul, yaka baliman eton i miminaa to. 
2SA.13.39	He kin Deibid wana lonuwanak i so ge i yaliyaya al, yaka amnana gegewena te Absalom ni kite.
2SA.14.1	Seluwaiya natuna Yowab i atena te kin Deibid nuwana hot Absalom ni kite.
2SA.14.1	Inoke Yowab gamagalau enuna i patunal hi na panuwa Tekowa, yaka evenak tonuwa sapu etega hi en pwatanik elana. Yaka Yowab i baek elana ni kakawi tage iyoho i lolonuwanak yaomal etega kaiwena, yaka ni nok Deibid elana ge liwan etega ni liwanan. Inoke i na Deibid elana i ba, “Nu labeyau! Nau abuabul, natuwau bolau labui. He ali toto labui hi lohaveyan yaka etega alona i lol ge i aliga. Inoke tutunau nuwaliya nihi lopaaliga talina wana yaomal lahena. Ebo nihi ginol ola, inoke nasi ni ola no emwatugal iyaka hi pabolu ge nige no waisi puna al i gagan.” (puna 2-7)
2SA.14.1	Yaka Deibid i ba, “Nu sikal wam limiya. Nau logugui na ginol bahi gamagal etega ni lalahe ge nak etega ni giginol eliyana.” (puna 8-11)
2SA.14.1	Anana evenak i lahe i ba, “He u ba ola o, yaka totom wam gegi u pamasal, kaiwena natum ana bwaga i yapu nige bosowaina ni nem, yaa nige u aahe pasikal.” (puna 12-17)
2SA.14.1	Yaka Deibid i nel elana i ba, “Yowab wana nuwatu eliyana te u ginol i ola e, age?” Yaka evenak i talam. (puna 18-20)
2SA.14.21	Inoke abwe kin i baek Yowab elana i ba, “I waisi, na ginol ni ola wam nuwatu. He nu nok nu na heval Absalom nu en pasikalim.”
2SA.14.22	Yaka kin ana awatauwan kaiwena Yowab i kululu maninina i pahanalowanek bilibiliya. Inoke i ba, “No babala ge no kin, Yehoba ni mulolu-agiwa! Lan ebe nau wam totuwalali ya atena u yaliyaya-agau bubun, kaiwena no awanun eliyam iyaka u paolaolaek.”
2SA.14.23	Inoke Yowab i na panuwa Gesul Absalom i en pasikalim Yelusalema. 
2SA.14.24	Yaa kin i ba, “Ni noek ya wana limiya ge ni miminaa to, bahi ni nenem ni kikiteyau.” Inoke i na wana limiya ge nige i nana kin i kikite.
2SA.14.25	Isileli gegewel gamwaliyaa, Absalom ana tobal i bwata te iya ana awa i waisi hot. He nige potpot etega i gagan tuwanaa, i telipunaa kokowanaa i lau i na aenaa. 
2SA.14.26	Baliman maisena ge maisena pamaisena kokowana ni tomwa yoho, kaiwena i balu ge i pupulowan. Yaka ana pulowan ni luvi ni ola tu kiloglem (2 kg) ge pwatanaa al. He ana pulowan i sikeli eluviluvi toto kin i ba gamagalau nihi patuwalali elana.
2SA.14.27	Absalom natunau bolau ali gewi eton ge yovana maisena, lagona i abil. Toto yovana alana Tama, ge sauga i bwata ana awa i waisi hot.
2SA.14.28	Baliman labui Absalom i miminaa Yelusalema, yaa nige i nana kin i kikite. 
2SA.14.29	Inoke baaba i patuna Yowab elana tage ni na eliyana yaka ni patuna kin elana, yaa Yowab i towa nige i nonok. He palabuina al baaba i patuna, yaa i towa nige i nonok. 
2SA.14.30	Yaka Absalom i baek wana totuwalali elal i ba, “Ku atena te Yowab wana bali ana eyowa i minaa no eyowa bebenaa. He ku na ku ton.” Yaka hi ginol ola wana baaba.
2SA.14.31	Inoke Yowab i na Absalom wana limiya ge i neli i ba, “Hauna kaiwena wam totuwalali no bali ana eyowa hi ton?”
2SA.14.32	Yaka Absalom i baek elana i ba, “Am baaba ya patuna nu nem eliyau, yaa nige u nenem. Tage na patunawa nu na kin nu neli hauna kaiwena Gesul ya eguluwai ge ya nem e. Binimala na minek to. He sauga ya nuwau na na kin na kite. Ebo bugul etega kaiwena ni pwawaagau ya gegi, he ya talam ni tagapaaligau.”
2SA.14.33	Inoke Yowab i na kin wana wasa i pek Absalom ga i ba ola. Yaka kin Absalom i yogaan ni na eliyana. Sauga i vin, inoke i kululu maninina i pahanalowanek bilibiliya kin awonaa. Yaka abwe kin Absalom i nalo ge i yaliyaya-an.
2SA.15.1	Sauga etega al, Absalom waga momomol etega ge hosi enuna i ahel iya kaiwena ge i patuwalali-agil, yaka i ba bolau ali gewi pipti (50) hi patalelu houwa manininaa. 
2SA.15.2	I ola al, mweluluga kekeisi ni lut, yaka ni na ni talmilil panuwa ana gana ana abauluulutuk ana kamwasa bebenaa. Ebo gamagal etega ni nem ana pulowan ni pwatanik kin elana kot kaiwena, yaka ni yoga nok elana ni ba, “Hapanuwa gamagalina owa?” Inoke anana ni lahe ni ba, “Nau wam totuwalali ya noem Isileli ana un panuwana etega elana.” 
2SA.15.3	Yaka Absalom ni baek elana ni ba, “Nuwatu toto u pwapwatanik kin elana i sapu ge i waisi, yaa nige gamagal etega i gagan kin ge wana totuwalali gamwaliyaa tage wam kot ni hago.” 
2SA.15.4	Inoke ni ba vevehe al ni ba, “Binimala nau nihi hileyau na tabwa topapayatala wala labiya! Yaka henala ebo ana pulowan i gan kot kaiwena ni nem elau, inoke na pasapu kaiwena.”
2SA.15.5	I ola al, ebo gamagal etega ni noha elana ge tage ni kululu manininaa, yaka nimana ni paelu ni holatomwa ge ni nalo. 
2SA.15.6	He i ginoginol ola to Isileli gegewel bolo hi nana kin elana kot kaiwena elal, inoke nuwaliya i gove ge hi olak elana.
2SA.15.7	Baliman esopali ana abapwamowasi elana, yaka Absalom i baek kin elana i ba, “U talamwagau na na Hebiloni inoke no bateli Yehoba elana na patunahot. 
2SA.15.8	Sauga ya miminaa Gesul labi Alam, yaka ya bateli ya ba, ‘Ebo Yehoba ni ahe pasikalau Yelusalema, inoke na na na tapwalolo elana Hebiloni.’”
2SA.15.9	Yaka kin i baek elana i ba, “He u nok ginebi wam laumwal.” Inoke Absalom i na Hebiloni.
2SA.15.10	Yaka Absalom wana elopapatuna i patunal sumel hi na un Isileli gegewel elal nihi ba, “Sauga ebo bwagigi anana nuku hago, yaka nuku ba, ‘Absalom iyaka i tabwa wala kin panuwa Hebiloni.’” 
2SA.15.11	He bolau ali gewi tu handeled (200) iyaka i aheliya Yelusalema hi toulil, i awanunil ana bwabwali powon kaiwena, yaa wana nuwatu gamwana nige hi aatena. 
2SA.15.12	Sauga iya iyoho Hebiloni bwasumu i powopowon, yaka Ahitopel gagama Gilo, iya Deibid wana totuwalali bwabwatana etega i lalabe nuwatu loyaloya elana, ana baaba i patuna i noem wana panuwa Gilo i na elana. He Absalom wana nuwatu toto kin Deibid abana ni ahe iyaka i gagasisi nawa, yaka gamagalau hi gewi hi tubwi elana.
2SA.15.13	Yaka abwe elopapatuna etega i na i baek Deibid elana i ba, “Isileli iyaka hi olak Absalom elana.”
2SA.15.14	Inoke Deibid i baek wana totuwalali alaliya bwabwatana bolo alonau hi miminaa Yelusalema elal i ba, “Ta egon ta lou! Ebo nigeya, nige etega ta mwamwal Absalom elana. Etimwawa, eba ni mweyaha ge ni pwawala, yaka ni apapanak-agila ge Yelusalema ana tomina ni gopapaaliga-agil haveyan kilepana elana.”
2SA.15.15	Inoke anana wana totuwalali hi lahe hi ba, “Wama babala ge wama kin, hauna ebo u nuwatuan i waisi, ama wam totuwalali naha ginol ola.”
2SA.15.16	Yaka kin i egon ge wana limi ana heniheni gegewel hi toulil, yaa lagonau al ali gewi elulutega (10) i tataluwagil kin limena nihi matahikan. 
2SA.15.17	He kin i nawanawa ge wana gamagalau gegewel hi toulil, hi na panuwa buhunaa limi mowamowasena elana, yaka kin ge alonau enuna hi notalmilil. 
2SA.15.18	Yaka wana tolohaveyan gegewel hi nopalegi hi noek awonaa, avaliyau al boda Keleti ge Peleti.
2SA.15.19	Inoke kin i baek wali tohouwa Itai, gagama Gat elana i ba, “Ga i ola ge u nem aloma owa? U sikal u na alom kin Absalom. He owa bwabwali, nige u miminaa wam panuwaa. 
2SA.15.20	Abwe u vin ya te nolu. Inoke lan ebe, bahi na babaa aloma owa ta nonobwagabwaga, kaiwena nige ya aatena ga ya nonoek. U sikal, wam gamagalau u en pasikalil, ge ya awanun Yehoba wana nunuwana tutunahotina ni minaa eliyam.”
2SA.15.21	Yaka anana Itai i lahe i ba, “No babala ge no kin, ya papasila Yehoba yawalina gaganina alanaa ge owa alamwa, hauna labi elana nu noek, bwagana ebo molu o yaomal, nasi alou owa ya.”
2SA.15.22	Inoke Deibid i baek Itai elana i ba, “I waisi. Ku nem ku nok.” Yaka Itai alonau wana tolohaveyan ge natuliyau bolo avaliyau, hi nopalegi hi noek awonaa.
2SA.15.23	Yelusalema ge awanina ona ana tomina hi kahin analiya i bwata, sauga Deibid alonau wana gamagalau gegewel hi nopalegel ge hi nok. Yaka hi na hi lau sinawel Kidilon hi kalapanet-an, hi heheya ula kekevana kaiwena.
2SA.15.24	He Seidok alonau un Libai gegewel heliya al iyoho, Yabowaine wana Bateli ana Dedewaga hi kalivai. Sauga hi kaval palo, yaka Abaiyada bwasumu i powonagil Yehoba elana ana siga gamagalau gegewel Yelusalema hi eguluwan ge hi nok.
2SA.15.25	Inoke kin i baek Seidok elana i ba, “Yabowaine wana Bateli ana Dedewaga u kalivai pasikal panuwaa. Ebo Yehoba ni yaliyaya-agau, yaka abwe ni pasikalau inoke wana limi ge wana Bateli ana Dedewaga na kite al. 
