MAT.1.1	Yesu Kristo, Owíe 
MRK.9.31	Tsúfɛ́ ɔdɛ akasɩ́pʋ́ amʋ atɔ́ suná ɔbɛ́ɛ, “Bɛ́lɛ mɩ́, Nyankpʋsa-Mʋ-Bi ánfɩ há adʋ́n bɔ́mɔ mɩ́, támɛ Bulu ɔbɛ́lakʋ́sʋ́a mɩ ɛkɛ sáásɩ́.”
MRK.9.32	Akasɩ́pʋ́ amʋ bʋmonu mʋ́ asɩ, ifú ɛ́ dɛ amʋ́ ánɩ́ bɛfɩtɛ́ mʋ.
MRK.9.33	Bɛba Kapernaum wúlutɔ. Brɛ́á bowie wóyítɔ́ á, Yesu lɛ́fɩtɛ́ amʋ́ ɔbɛ́ɛ, “Ntɔ nwɛ́ɛn mlɩdégyí ɔkpatɔ?”
MRK.9.34	Bɛkpa ɔnɔ́ bun mʋ́sʋ́, tsúfɛ́ ɩhandɛ bʋdɛprɩ́ɩ. 
MRK.9.35	Yesu létsiá asɩ, ɔlɛtɩ akasɩ́pʋ́ dúanyɔ ámʋ, ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Nɩ́ mlɩtɔ ɔkʋ dékléá ɔbɔ́bwɛ mlɩ nkpá ogyápʋ a, ɔbwɛ́ɛ mʋ ɩwɩ ɔma ogyápʋ pʋ́ mlɩ fɛ́ɛ́ osúmpʋ́.” 
MRK.9.36	Ɩnʋ ɔlɛkpa kebi ɔkʋ bɛlɩɩ́ amʋ́ ansɩ́tɔ́, látá mʋ pútá, ɔlɛbláa amʋ́ ɔbɛ́ɛ, 
MRK.9.37	“Ɔhagyíɔha ánɩ́ ɔlɔhɔ kebiá ogyi alɩ mɩ́ dátɔ́ lahɔ mɩ. Ɔhagyíɔha ánɩ́ ɔhɔ mɩ á, megyí mɩ́ ɔlɔhɔ, mboún ɔhá ámʋ́ʋ́ ɔlɔwa mɩ́ ámʋ.”
MRK.9.38	Yohane lɛ́bláa Yesu ɔbɛ́ɛ, “Osunápʋ́, anɩlówun oyin ɔkʋ dɛ́pʋ fʋ́ dá gya ɔŋɛ laláhɛ, anɩlɛ́ka mʋ tin, tsúfɛ́ ɔma anɩtɔ.”
MRK.9.39	Támɛ Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mlɩmáka mʋ itin! Tsúfɛ́ ɔhaa má ɩnʋá ɔbɔ́bwɛ ofúla mɩ́ dátɔ́, láblɩ́ mɩ́ ɩwɩ asʋn laláhɛ. 
MRK.9.40	Tsúfɛ́ ɔhá ánɩ́ ɔmɔkʋsʋ́ lɩ́ɩ́ anɩsʋ buo anɩ. 
MRK.9.41	Ɔnɔkwalɩ ndɛ mlɩ bláa mbɛ́ɛ, nɩ́ ɔkʋ ɔhá mlɩ ntsu-owebi mlonu, mɩ́ dá ánɩ́ ɩdɩn mlɩsʋ sʋ á, ɔmɔ́ɔhʋlɩ́ɩ mʋ ɩpán.
MRK.9.42	“Nɩ́ ɔkʋ lɛ́ha ahá ánfɩ bʋmɔkʋ́dan mɩ́sʋ́ hógyitɔ ánfɩtɔ ɔkʋ lɔ́bwɛ lakpan á, nɩ́ bɛda nfúókwɛbʋ síán mʋ ɔmɛtɔ, tswɩ mʋ wá ɔpʋtɔ pó á, ɩbʋ alɛ́ dʋn. 
MRK.9.43+MRK.9.44	Nɩ́ fʋ́ ɩbɩ kʋlɛ tɛ́há fʋ́tɔbwɛ́ lakpan á, ka mʋ́ lɛ! Ɩbʋ alɛ́á fɔ́pʋ ɩbɩ kʋlɛ nyá nkpa ánɩ́ ɩtamatá, dʋn ánɩ́ fɔ́pʋ ɩbɩ anyɔ wíé ɩsʋbɩtɩ́ ogyá ánɩ́ ɩtamaduntɔ.
MRK.9.45+MRK.9.46	Nɩ́ fʋ́ yabi kʋlɛ tɛ́há fʋ́tɔbwɛ́ lakpan á, ka mʋ́ tswɩ tsalɩfwɩ! Ɩbʋ alɛ́á fɔ́pʋ yabi kʋlɛ nyá nkpa ánɩ́ ɩtamatá, dʋn ánɩ́ fɔ́pʋ ayabi anyɔ wíé ɩsʋbɩtɩ́ ogyá ánɩ́ ɩtamaduntɔ.
MRK.9.47	Nɩ́ fʋ́ nsíbi tɛ́há fʋ́tɔbwɛ́ lakpan á, loti mʋ́ lɛ. Ɩbʋ alɛ́á fɔ́pʋ nsibi kʋlɛ wíé Bulu iwíegyí ámʋtɔ, dʋn ánɩ́ fɔ́pʋ ansibi anyɔ wíé ɩsʋbɩtɩ́ ogyá ánɩ́ ɩtamaduntɔ. 
MRK.9.48	Ɔtɩ́nɛ́á ɩnʋ anyambi bʋtamawú, ɩnʋ ogyá ɛ́ ɩtamadun.
MRK.9.49	“Tsúfɛ́ bɔ́pʋ ogyá tɩn ɔhagyíɔha ɩwɩ, fɛ́ alɩá bʋtɔpʋ́ nfɔ́lɩ tɩn afɔdɩɛ ɩwɩ.
MRK.9.50	“Nfɔ́lɩ bʋ ɔdwɛ, támɛ nɩ́ ɩtá ɔdwɛ á, ntɔ bɛ́lapʋ́wá mʋ́ ɔdwɛ?
MRK.9.50	“Mlɩha ɔdwɛ itsia mlɩtɔ fɛ́ nfɔ́lɩ, iwilwii itsia mlɩa mlɩ aba nsɩnɛ́.”
MRK.10.1	Yesu lɔ́kʋsʋ́ tsú ɩnʋ yɔ́ Yudea ɔmátɔ́, Yordan ntsu ɔbɩn. Ɔdɔm bɛtrá befia bomlí mʋ, ɔlɛtrá suná amʋ́ atɔ́ fɛ́ alɩá ɔtɔbwɛ́ yáɩ́.
MRK.10.2	Farisifɔ akʋ bɛba mʋ wá, bʋdekléá bɔ́sɔ mʋ kɩ. Mʋ́ sʋ bɛfɩtɛ́ mʋ bɛɛ, “Anɩ Mbla lɛha ɔkpa ánɩ́ oyin ɔbɛ́talɩ́ kíná mʋ ka?”
MRK.10.3	Yesu lɛ́fɩtɛ́ amʋ́ ɔbɛ́ɛ, “Nkálɩ anɩ náin Mose lɔ́wa mbla há mlɩ?”
MRK.10.4	Bɛlɛ mʋ ɔnɔ́ bɛɛ, “Mose lɛ́ha ɔkpa ánɩ́ oyin ɔwánlɩn ɔkákiná ɔwʋlʋ́ pʋkina mʋ ka.”
MRK.10.5	Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mlɩ klʋntɔ-odwin sʋ́ Mose lɔ́wanlɩ́n mbla ánfɩ há mlɩ. 
MRK.10.6	Tsú brɛ́á Bulu lɛ́lɛ ɔyɩ́ á, ɔtsɩ mʋ́a oyin ɔ́lɔbwɛ. 
MRK.10.7	Ɩ́nɩ sʋ oyin obótu sí mʋ sɩ mʋa mʋ yin yɛ́mantá mʋ kasʋ, 
MRK.10.8	amʋ́ abanyɔ́ bɔ́bwɛ ɔyʋlʋ́ʋ kʋlɛ nɩ. Bʋtráa bʋmegyí abanyɔ́, mboún babwɛ́ ɔbakʋ́lɛ. 
MRK.10.9	Ɩ́nɩ sʋ ahá ánɩ́ Bulu labwɛ́ amʋ́ ɩkʋlɛ a, ɔhaa mámaɩ́n amʋ́ abasʋ.”
MRK.10.10	Brɛ́á beyinkí ba wóyítɔ́ a, Yesu akasɩ́pʋ́ amʋ bɛtrá fɩtɛ́ mʋ asʋ́n tsú asʋ́n ánfɩ ɩwɩ. 
MRK.10.11	Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Nɩ́ oyin okíná mʋ ka láyétsiá ɔtsɩ bámbá á, alatɔ́ mbʋa. 
MRK.10.12	Alɩ kɛ́n nɩ́ ɔtsɩ okíná mʋ kulu láyétsiá oyin bámbá á, alatɔ́ mbʋa nɩ́.”
MRK.10.13	Aha akʋ bɛkpa nyebí ba Yesu bɛɛ, ɔpʋ́ʋ ɩbɩ dɩnka amʋ́sʋ́, támɛ mʋ akasɩ́pʋ́ amʋ bɔwa ɩyɩn wá amʋ́. 
MRK.10.14	Brɛ́á Yesu lówun a, ɔblɔ́ lɛkɩtá mʋ. Mʋ́ʋ́ ɔlɛbláa akasɩ́pʋ́ amʋ ɔbɛ́ɛ, “Mlɩha nyebí ámʋ ɔkpa abʋba mɩ́ wá. Mlɩmátin amʋ́ ɔkpa, tsúfɛ́ ahá ánfɩ odu bʋ́ Bulu iwíegyí ámʋ nɩ. 
MRK.10.15	Ɔnɔkwalɩ ndɛ mlɩ bláa. Ɔhá ánɩ́ ɔmɔhɔ Bulu iwíegyí amʋ fɛ́ kebi á, omóowie mʋ́tɔ́.” 
MRK.10.16	Mʋ́ʋ́ ɔlɛlatá amʋ́ pútá, pʋ́ ɩbɩ dɩ́ndɩ́nka amʋ́sʋ́, oloyulá amʋ́ á.
MRK.10.17	Brɛ́á Yesu lɔ́pʋ ɔkpa ɔyɔ́ á, oyin ɔkʋ lɛ́srɩ́ ba bɛda akpawunu mʋ ayabitɔ fɩ́tɛ́ mʋ ɔbɛ́ɛ, “Osunápʋ́ yilé, ntɔ nɔ́bwɛ asa nénya nkpa ánɩ́ ɩtamatá?”
MRK.10.18	Yesu lɛ́fɩtɛ́ mʋ ɔbɛ́ɛ, “Ntogyi sʋ́ fʋdɛ mɩ́ tɩ ɔha yilé? Ɔhaa mégyí ɔha yilé, nkɛ́tɩ Bulu nkʋlɛ. 
MRK.10.19	Yɛ́ɛ fʋyin Bulu mbla ámʋ dodo? Ɔbɛ́ɛ, mámɔ ɔha, mátɔ mbʋa, máwi atɔ́, máka asʋ́n dɩ́nká fʋ́ básʋ́, másisíi ɔha, bu fʋ́ sɩ́ mʋa fʋ́ yín.”
MRK.10.20	Oyin ámʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Osunápʋ́, tsú mɩ́ nyebitɔ ɔpá ndɛ ɩ́nɩ fɛ́ɛ́sʋ́ gyí.”
MRK.10.21	Yesu lɛ́kɩ mʋ díín, mʋ asʋ́n lɔwa mʋ ɔdwɛ. Mʋ́ʋ́ ɔlɛbláa mʋ ɔbɛ́ɛ, “Ɩlasí tokukʋlɛá fɔ́bwɛ. Yɛfɛ fʋ́ ɩwɩsʋ atɔ́ fɛ́ɛ́, afʋye kɔ́ba amʋ ha ahiánfɔ, mɛ́nɩ fénya siadɩɛ ɔsʋ́sʋ́. Fɔbwɛ́ mʋ́ tá á, ba afʋbobuo mɩ.” 
MRK.10.22	Brɛ́á oyin ámʋ lónu asʋ́n ánfɩ á, ɩwɩ lowu mʋ. Mʋ́ sʋ ɔlɛnatɩ́ díín, tsúfɛ́ ɔhɩ́ɛ́ ɔbʋ atɔ́.
MRK.10.23	Yesu lɛ́kɩ bomlí, ɔlɛbláa mʋ akasɩ́pʋ́ amʋ ɔbɛ́ɛ, “Ɩbɛ́hɩɛ wá ɔnlɩn asa ɩwɩ onyapʋ́ obówie Bulu iwíegyí ámʋtɔ!”
MRK.10.24	Brɛ́á akasɩ́pʋ́ amʋ bonu asʋ́n ánfɩ á, ɔnɔ́ lobwie amʋ́. Támɛ Yesu lɛ́labláa amʋ́ ɔbɛ́ɛ, “Mɩ́ abí, Bulu iwíegyí ámʋtɔ wie ɩbɛ́hɩɛ wá ɔnlɩn! 
MRK.10.25	Ɩlɔpɔn ha 
MRK.10.26	Asʋ́n ánfɩ lɛha ɔnɔ́ lɛhɩɛ bwíé amʋ́. Mʋ́ sʋ bɛfɩtɛ́ aba bɛɛ, “Mʋ́mʋ́ ma mɛɛ Bulu ɔbɔ́hɔ nkpa?”
MRK.10.27	Yesu lɛ́kɩ amʋ́ díín, ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Tɔ́á ɩdʋn nyankpʋsa bwɛ mɔdʋ́n Bulu, tsúfɛ́ Bulu mʋ́ tɛtálɩ́ bwɛ́ tógyítɔ́.”
MRK.10.28	Mʋ́ʋ́ Petro lɛ́bláa mʋ ɔbɛ́ɛ, “Yɛ́ɛ anɩ mʋ́ anɩlasí tógyítɔ́ tswɩ bobuo fʋ o!”
MRK.10.29	Yesu lɛ́bláa mʋ ɔbɛ́ɛ, “Ɔnɔkwalɩ ndɛ mlɩ bláa. Ɔhagyíɔha ánɩ́ olesi mʋ wóyí, mʋ apíó, mʋ sɩ mʋa mʋ yin, mʋ abí ntɛ́ɛ mʋ ɔsʋlʋ́ʋ ɔmagyáa, mɩ́a mɩ́ 
MRK.10.30	ɔbɛ́lanyá mʋ wóyí, mʋ apíó, mʋ ayín, mʋ abí pʋ́ mʋ agyapadɩɛ ámʋ odu tsé lafa séi. Bɛ́dɩnká mʋsʋ ɛ́ séi, támɛ obénya nkpa ánɩ́ ɩtamatá brɛ́ ámʋ́ʋ́ ɩbá ámʋtɔ. 
MRK.10.31	Támɛ agyankpapʋ tsɔtsɔɔtsɔ bɛ́ba bemlí amapʋ, amapʋ ɛ́ bɛ́ba bemlí agyankpapʋ.”
MRK.10.32	Yesu mʋa mʋ akasɩ́pʋ́ amʋ bɔpʋ ɔkpa bɔyɔ́ Yerusalem wúlutɔ, Yesu gyánkpá. Ɩlɔwa amʋ́ wánwan, ifú lɛkɩtá ahá ámʋ́ʋ́ bʋbuo amʋ́ ámʋ. Mʋ́ʋ́ ɔlɛkpa akasɩ́pʋ́ dúanyɔ ámʋ ya ɩtsɛ́tɔ́, ɔlɛtrá bláa amʋ́ tɔ́á ɩbɛ́ba mʋsʋ. 
MRK.10.33	Ɔbɛ́ɛ, “Mlɩnu! Nɩ́ awíé Yerusalem a, bɛ́lɛ mɩ́, Nyankpʋsa-Mʋ-Bi ánfɩ há Bulu 
MRK.10.34	Bɔ́bwɛ mɩ́ ahinlá, tú atsʋnɔ́ wʋ́lɩ́ mɩ́, nwɛ́n mɩ́ mplɩ, mɔ́ mɩ́, támɛ ɛkɛ sáásɩ́ a, Bulu ɔbɔ́kʋsʋ́a mɩ tsú afúlitɔ.”
MRK.10.35	Sebedeo abí Yakobo mʋa Yohane bɔkpʋkpɛ́ mantáa Yesu bláa mʋ bɛɛ, “Osunápʋ́, anɩdékléá fʋbwɛ́ɛ tɔkʋ ha anɩ.”
MRK.10.36	Mʋ́ʋ́ Yesu lɛ́fɩtɛ́ amʋ́ ɔbɛ́ɛ, “Ntɔ mlɩdéklé mlɩaa mbwɛ́ɛ ha mlɩ?”
MRK.10.37	Bɛbláa mʋ bɛɛ, “Ha anɩtɔ ɔkʋlɛ otsia fʋ́ gyɔpɩsʋ, ɔkʋlɛ ɛ́ otsia fʋ́ bɩnasʋ brɛ́á Bulu ɔwá fʋ́ numnyam.”
MRK.10.38	Támɛ Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mlɩméyín tɔ́á mlɩdɛ́kʋlɩ́! Mlɛ́talɩ́ wun ɩwɩɔsɩn ámʋ́ʋ́ nɛbá bowun amʋ, ntɛ́ɛ mlɛ́talɩ́ wú lowu ámʋ́ʋ́ nówu ámʋ?”
MRK.10.39	Bɛlɛ mʋ́ ɔnɔ́ bɛɛ, “Ee abɛ́talɩ́.”
MRK.10.39	Mʋ́ʋ́ ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlówun ɩwɩɔsɩn ámʋ́ʋ́ nɛbá bowun amʋ, wú lowu ámʋ́ʋ́ nówu ámʋ ɛ́, 
MRK.10.40	támɛ mma túmi ánɩ́ nɛ́lɛ ɔhá ánɩ́ obétsiá mɩ́ gyɔpɩ ntɛ́ɛ bɩnasʋ. Alɩ otsiákpá anfɩ mʋ́ ɩda gyo ahá ámʋ́ʋ́ Bulu lalá ɩnʋ yáɩ́ há ámʋ.”
MRK.10.41	Brɛ́á akasɩ́pʋ́ idú atráhɛ amʋ bonu asʋ́n ánfɩ á, Yakobo mʋa Yohane ɩwɩ lɔ́wa amʋ́ ɔblɔ́. 
MRK.10.42	Yesu lɛ́tɩ amʋ́ fɛ́ɛ́ ba mʋ ɩwɩ wá, ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlɩyin ánɩ́ ahá ánɩ́ bʋtobú amʋ́á bʋgyi ɔmátɔ́fɔsʋ agyípʋ́ bʋtɛhɩ́ɛ́ amʋ́ ahá, amʋ́ ahandɛ ɛ́ bʋtenyá túmi amʋ́sʋ́. 
MRK.10.43	Támɛ mlɩtɔ mʋ́ á, ɩmába alɩ. Ɔhá ánɩ́ odekléá ɔbɔ́bwɛ mlɩtɔ ɔhandɛ ɔbwɛ́ɛ mlɩ fɛ́ɛ́ ɔkpábi. 
MRK.10.44	Nɩ́ mlɩtɔ ɔkʋ ɛ́ dékléá ɔbɔ́bwɛ mlɩ nkpá ogyápʋ a, ɔbwɛ́ɛ mlɩ fɛ́ɛ́ ɔkpábi. 
MRK.10.45	Tsúfɛ́ mɩ́, Nyankpʋsa-Mʋ-Bi ánfɩ ɛ́ mmɛba mbɛ́ɛ, bʋsúm mɩ́. Ahá osúmkpá nɛba, ampʋ mɩ́ nkpa hɔ ahá tsɔtsɔɔtsɔ nkpa.”
MRK.10.46	Boyówie Yeriko wúlutɔ. Brɛ́á mʋa mʋ akasɩ́pʋ́ pʋ́ ɔdɔm kpɔnkpɔɔnkpɔntɩ ámʋ́ʋ́ bʋbuo mʋ amʋ bʋdɛdalɩ ɩnʋ á, bowun Timeo mʋ bi Bartimeo. Mʋ ansíbi labwíé, otsie ɔkpatɔ ɔdɛ atɔ́ kʋlɩ́. 
MRK.10.47	Brɛ́á olonu ánɩ́ Yesu Nasaretyin amʋ dɛ́tsʋ́ʋn a, ɔlɔwa kplʋ́n bɩ ɔbɛ́ɛ, “Anɩ Wíe 
MRK.10.48	Amʋ́tɔ́ ahá tsɔtsɔɔtsɔ bɔkplʋ́n wa mʋ bɛɛ, ɔkpá ɔnɔ́ bun, támɛ mʋ mʋ́ ɔlɛlakplʋ́n dʋn alɩ ɔbɛ́ɛ, “Anɩ Wíe Dawid mʋ na, wun mɩ nwɛ!”
MRK.10.49	Yesu lési lɩɩ́, ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlɩtɩ mʋ ha mɩ.”
MRK.10.49	Bokpolí ansibi obwiepʋ́ ámʋ, bɛbláa mʋ bɛɛ, “Fʋ́ klʋn ɩdɩ́ fʋ́ asɩ, afʋkʋsʋ ba. Ɔdɛ fʋ́ tɩ!”
MRK.10.50	Ɩnʋ oyin ámʋ lɔ́tswɩ mʋ ɔsʋ́sʋ́ atadɩɛ tsálɩ́fwɩ́, wáan kʋsʋ́ ba Yesu wá.
MRK.10.51	Yesu lɛ́fɩtɛ́ mʋ ɔbɛ́ɛ, “Ntɔ fʋdeklé fɛɛ mbwɛ́ɛ ha fʋ?”
MRK.10.51	Ɩnʋ ansibi obwiepʋ́ ámʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Osunápʋ́, ha mɩ́ anwun atɔ́!”
MRK.10.52	Ɩnʋ Yesu lɛ́bláa mʋ ɔbɛ́ɛ, “Natɩ, fʋ́ hógyi latsá fʋ́ ɩlɔ.”
MRK.10.52	Ɩnʋnʋ mʋ ansíbi lobwií, ɔlɛkplá buo Yesu.
MRK.11.1	Brɛ́á bowie Betfage mʋ́a Betania, awúlu ánɩ́ ɩbʋ Nfɔ-nyíbʋ ámʋ
MRK.11.2	Ɔbɛ́ɛ, “Mlɩyɔ wúlu anfɩ́ ɩda mlɩ ansɩ́tɔ́ ánfɩtɔ. Nɩ́ mlowíe wúlu amʋ ɔnɔ́ á, mlówun afrímú kanáhɛ ɔkʋ da ɔfɛ́tɔ́, ɔhaa mɔ́kʋ́tsíá mʋsʋ kɩ. Mlɩsankɩ mʋ, amlɩkpa mʋ ba mɩ. 
MRK.11.3	Nɩ́ ɔkʋ ɔfɩ́tɛ́ mlɩ ɔbɛ́ɛ, ‘Ntogyi sʋ́ mlɩdɛ́ mʋ sankɩ́?’ á, mlɩbla mʋ mlɩaa, ‘Anɩ Wíe dɛ́ mʋ hián. Obéyinkía mʋ ba séi.’ ”
MRK.11.4	Bɔyɔ á, bɔyɔ́tʋ afrímú ibí ámʋ da ɔfɛ́tɔ́ wóyí ámʋ ɔnɔ́ ɔkpabáɩ. 
MRK.11.5	Brɛ́á bʋdɛ mʋ sankɩ́ á, aha akʋá bʋlɩɩ́ ɩnʋ bɛfɩtɛ́ amʋ́ bɛɛ, “Ntogyi sʋ́ mlɩdɛ́ afrímú ibí ámʋ sankɩ́.”
MRK.11.6	Bɛlɛ mʋ́ ɔnɔ́ alɩ ámʋ́ʋ́ Yesu lɛ́bláa amʋ́ ámʋ pɛ́pɛ́ɛ́pɛ́. Besi amʋ́; akasɩ́pʋ́ amʋ bɛsankɩ́ mʋ́. 
MRK.11.7	Bɛkpa afrímú ibí ámʋ ba Yesu. Bɛyaɩ́ amʋ́ atati dɩ́nká mʋsʋ, ɔlɔdʋ bian mʋsʋ. 
MRK.11.8	Amʋ́tɔ́ ahá tsɔtsɔɔtsɔ bɛyaɩ́ amʋ́ atati tswɩ ɔkpatɔ, akʋ ɛ́ bebiabía afɩtáa bunbun ɔkpa ámʋsʋ. 
MRK.11.9	Ahá ámʋ́ʋ́ bʋgya Yesu nkpá mʋ́a ɔma amʋ bɔsʋrá okitikíti bɛɛ, “
MRK.11.10	Bulu oyúla anɩ náin 
MRK.11.11	Brɛ́á Yesu lówie Yerusalem a, ɔlɔyɔ 
MRK.11.12	Ɔyɩ kɛhɛ brɛ́á beyinkí tsú Betania bɛbá á, akʋ́n dɛ Yesu. 
MRK.11.13	Olowun pɔntɔ kʋá ɩlahɩ́ɛ́ pɔ́ɩ́ sɩ́sɩ́, ɩlɩɩ́ mantáa ɔkpa. Ɔlɔyɔ yɛ́kɩ bɛɛ obénya kʋ mʋ́tɔ́. Támɛ olowie mʋ́ asɩ á, afɩtáa sɔ́ɔ́n bʋ mʋ́sʋ́, tsúfɛ́ oyí ámʋ swiebɩ́ mɔkʋ́fʋn. 
MRK.11.14	Ɩnʋ ɔlɛbláa oyí ámʋ ɔbɛ́ɛ, “Tsú ndɛ pʋ́ya a, ɔhaa mɛ́ɛtrá gyi fʋ́ abi swiehɛ́.”
MRK.11.14	Mʋ akasɩ́pʋ́ amʋ ɛ́ bonu asʋ́n ánfɩ.
MRK.11.15	Brɛ́á bowie Yerusalem a, Yesu lɔ́yɔ Bulu ɔtswɛ́kpa wunsɩnɛ́sʋ́. Ɩnʋnʋ ɔlɔwa atɔ́ afɛpʋ́ pʋ́ atɔ́ ahɔ́pʋ amʋ aná fɛ́ɛ́ gyáa dalɩ ɩnʋ bɩ. Olowuwúta kɔ́ba atsɛ́pʋ mpʋ́nʋ́ dá, súnsúnki abrɔ́dʋma afɛpʋ́ mbíá dá. 
MRK.11.16	Ɔmɛha atɔ́ ɔfɛpʋ́ ɔkʋkʋ ɔsʋra mʋ atɔ fɛhɛ́ ka tsʋn Ɔtswɛ́kpa wunsɩnɛ́sʋ́ ɩnʋ kʋ́ráá. 
MRK.11.17	Olosuná amʋ́ atɔ́ ɔbɛ́ɛ, “Bʋmɔwanlɩ́n wá Bulu asʋn wanlɩ́nhɛ́ amʋtɔ bɛɛ, ‘Bɛ́tɩ mɩ́ ɔtswɛ́kpa bɛɛ, ɔmá fɛ́ɛ́ mpáɩ ɔbɔkpá?’ Támɛ mlɩlapʋ́ ɩnʋ mlí awikplu ɔŋaínkpá.”
MRK.11.18	Brɛ́á Bulu 
MRK.11.19	Brɛ́á owí lɔpɔn a, Yesu mʋa mʋ akasɩ́pʋ́ bɛdalɩ wúlu amʋtɔ.
MRK.11.20	Brɛ́á bʋdɛtsʋ́ʋn nyankɩ a, bowun ánɩ́ pɔntɔ oyí ámʋ ɩlawú tsú mʋ́ ɔsʋ́ beyi asɩ. 
MRK.11.21	Ɩnʋ Petro lɛ́kaɩ́n asʋ́n ánɩ́ Yesu lɛ́bláa pɔntɔ oyí ámʋ. Mʋ́ʋ́ ɔlɛbláa Yesu ɔbɛ́ɛ, “Osunápʋ́, kɩ, pɔntɔ oyí ámʋ́ʋ́ fɔlwɩɩ́ ámʋ ɩlawú!”
MRK.11.22	Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mlɩhɔ Bulu gyi. 
MRK.11.23	Ɔnɔkwalɩ ndɛ mlɩ bláa, ɔhagyíɔha ánɩ́ ɔbɛ́bláa ɩbʋ ánfɩ ɔbɛ́ɛ, ‘Púli yowie ɔpʋtɔ’, omegyi nwɛ́ɛn mʋ klʋntɔ, olohogyi ánɩ́ asʋ́n ámʋ́ʋ́ mablɩ́ ámʋ ɩbɛ́ba mʋ́tɔ́ á, ibópulí yɔ́. 
MRK.11.24	Ɩ́nɩ sʋ ndɛ mlɩ bláa mbɛ́ɛ, tógyítɔ́á mlɔkʋ́lɩ́ Bulu á, mlɩhogyi ánɩ́ mlɩlanyá mʋ́ dodo. Mlɩ ɩbɩ bɛ́da mʋ́. 
MRK.11.25+MRK.11.26	Nɩ́ mlɩlɩ́ɩ́ mlɩdɛ́ mpáɩ bɔ, ɔkʋ asʋ́n bʋ mlɩ klʋntɔ á, mlɩsi ɔhá ámʋ lakpan kie mʋ, mɛ́nɩ mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ ɛ́ obési mlɩ klɛ́ kíé mlɩ.
MRK.11.27	Yesu mʋa mʋ akasɩ́pʋ́ amʋ bɛtrá yinkí ba Yerusalem. Brɛ́á ɔna odeki Bulu ɔtswɛ́kpa wunsɩnɛ́sʋ́ ɩnʋ á, Bulu igyí ahapʋ́ dɛhɛn, Mose mbla asunápʋ́ pʋ́ Yudafɔ ahandɛ amʋ bɛba mʋ wá. 
MRK.11.28	Bɛfɩtɛ́ mʋ bɛɛ, “Túmi mɔmʋ fʋ́dɛpʋbwɛ́ ntobí ánfɩ? Ma lɛ́ha fʋ́ túmi ámʋ?”
MRK.11.29	Yesu lɛ́lɛ́ mʋ́ ɔnɔ́ ɔbɛ́ɛ, “Nfɩ́tɛ mlɩ asʋn kua kʋlɛ. Nɩ́ mlɛlɛ́ mʋ́ ɔnɔ́ há mɩ́ á, mɩ́ ɛ́ nɛ́bláa mlɩ túmi oduá ndɛpʋbwɛ́ ntobí ánfɩ. 
MRK.11.30	Bulu wá Asú Ɔbɔpʋ́ Yohane lénya túmi pʋ́bɔ́ ahá 
MRK.11.31	Amʋ́ wʋlɛwʋlɛ bɔyɔ asʋ́n ánfɩtɔ bɛɛ, “Nɩ́ ablɩ́ anɩaa itsú Bulu wá á, ɔbɛ́fɩtɛ́ anɩ ɔbɛ́ɛ, mʋ́ ntogyi sʋ́ mlɩmɔ́hɔ mʋ gyi? 
MRK.11.32	Ntɛ́ɛ ablɩ́ɩ anɩaa itsú anyánkpʋ́sa wá?” Támɛ bʋdɛ ahá ámʋ ifú nya, tsúfɛ́ amʋ́ fɛ́ɛ́ bohogyi ánɩ́ lɛ́lɛ́ Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ onutó Yohane gyí. 
MRK.11.33	Mʋ́ sʋ bɛlɛ mʋ́ ɔnɔ́ bɛɛ, “Ohwée! Anɩméyín ɔtɩ́nɛ́á olenya mʋ túmi tsú.”
MRK.11.33	Mʋ́ʋ́ Yesu ɛ́ lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mʋ́mʋ́ mɩ́ ɛ́ mmɛ́ɛbláa mlɩ túmi oduá ndɛpʋbwɛ́ ntobí ánfɩ.”
MRK.12.1	Yesu lɔ́wa amʋ́ asʋ́n bláa ayébitɔ bɩ. Ɔbɛ́ɛ, “Oyin ɔkʋ lɔ́dɔ 
MRK.12.2	Brɛ́á wáɩn-abí ámʋ kpɔtɩ́bɩ lɔfʋn a, ɔlɔwa mʋ osúmpʋ́ apafɔ ámʋ wá ɔbɛ́ɛ, ɔyɔ́hɔ mʋ ogyíkpá ba mʋ. 
MRK.12.3	Támɛ apafɔ ámʋ bɛkɩtá mʋ, dá mʋ, gya mʋ sɩ́sɩ́ ɩbɩkpan. 
