GEN.1.1	A fɔlɔfɔlɛ la, Ala ka saŋɛ nun duge da.
GEN.50.26	Yusufu la simaya be san kɛmɛ san tan, a fagata. Anu ka boore ladon a bali kɔtɔ alako a kana bɔrɔ, anu ka a sa kuru kankira butɔ Misira duge tɔ.
EXO.1.1	Isirayila, min tɔgɔ Yaguba, a la deŋɛnu tɔgɛnu le mu ka minnu tagata Misira, anun anu baaba Yaguba, bɛ nun a la denbaya: 
EXO.1.2	Rubɛn, Simeyɔn, Lewi, Juda, 
EXO.1.3	Isakari, Sabulɔn, Bunyamin, 
EXO.1.4	Dan, Nafutali, Gadi anun Aseri. 
EXO.1.5	Yaguba juruya kɔnte be tabɛnden mɔgɔ bi wɔrɔwila le ma. Wo ka a taran Yusufu be Misira nun. 
EXO.1.6	Yusufu naata na faga, ale nun a baabadɔndɛnu bɛ, sa ale nun a filaɲɔgɛnu la. 
EXO.1.7	Kɔnɔ wo bɛ butɔ, bani Isirayila kaanu mata le den sɔtɔlanu la, anu jiidita, anu naata siya anu ka sɛnbɛ sɔtɔ han anu ɲan ka duge lafa.
EXO.1.8	Wo kɔma, mansa nama do naata na sɔ Misira jamanɛ tɔ min ma Yusufu la ko lɔn. 
EXO.1.9	A ka a fɔ a la jama ye: «Wo ka a yen bani Isirayila jama bata siya han, anu mɛn bata sɛnbɛ sɔtɔ mɔ ko. 
EXO.1.10	Fɔ wo mɔ ni hakkili ɲinma ɲini anu la ko la alako anu kana siya. Bayi ka kɛlɛ wulita, anu si naa kafu le mɔ jaguenu ma anu ni mɔ kɛlɛ. Wo kɔma, anu ni bɔɔ duge tɔ.» 
EXO.1.11	Awa, anu nata kuŋɛnu sɔ bani Isirayila jama kunma anu tɔɔrɔ koe wali bɛlɛŋɛ la. Wo butɔ, bani Isirayila kaanu ka saanu labɔɔ dɔmɔ mandi dula la Misira mansa ye, ka minnu tɔgɔ Pitɔmu anun Ramisɛsi. 
EXO.1.12	Kɔnɔ wali bɛlɛŋɛ be sɔla bani Isirayila kaanu ma ki min na, anu be siyala ɲɔgɔnna le, anu mɛn be mafatanna duge kunma ɲɔgɔnna le. Wo butɔ, Misira kaanu kilanta anu la, anu ka anu kɔn. 
EXO.1.13	Misira kaanu ka bani Isirayila kaanu ma joŋɛ la a bɛlɛma la. 
EXO.1.14	Wo butɔ, anu ka dunuya labɛlɛya bani Isirayila kaanu ma wali bɛlɛŋɛ la: anu ni bangue ɲiɲa birike la, ka sɛnɛ wale mɔɔle bɛ ma. Fayida, Misira kaanu ka jonya wale mɔɔle bɛ don bani Isirayila kaanu bolo a bɛlɛma la.
EXO.1.15	Hebure kaanu
EXO.1.16	«Ka wo be Hebure musenu dɛmanna den sɔtɔ dula, wo ni deŋɛ fɛlɛ koola, ka kaye le mu wo ni a faga, ka muse le wo ni a to a ni balu.» 
EXO.1.17	Kɔnɔ den nabitala musenu be kilanden Ala la. Anu ma sɔn Misira mansa la yamɔre labatula; anu ka kayenu to ɲɔ, anu ma anu faga. 
EXO.1.18	Wo kɔma, Misira mansa ka anu kele, a ko anu ma: «Wo ka kayenu to fenna anu baluta? Wo ka wo ma fenna?» 
EXO.1.19	Den nabitala musenu ka Misira mansa jaabi, anu ko: «I ni diɲa, bayi Hebure musenu bele toren iko Misira musenu. Sɛnbɛ be Hebure musenu la. Yannun den nabitala muse ni ke anu ma, wo si a taran anu bata deŋɛ sɔtɔ.»
EXO.1.20	Wo butɔ, Ala ka a la ko ɲinma lakoti wo den nabitala musenu ye. Bani Isirayila jama nata siya anu ka sɛnbɛ sɔtɔ han. 
EXO.1.21	Den nabitala musenu to kilanta Ala la, Ala tugun ka anu kɔ deŋɛnu la. 
EXO.1.22	Wo butɔ, Misira mansa ka kɛ yamɔre don a la jama bɛ bolo, a ko: «Hebure den kayireŋɛ min bɛ be sɔtɔla, wo ni a bɛ lafili Nili je tɔ, kɔnɔ wo ni musenu kan to anu ni balu.»
EXO.2.1	Wo wagate, kaye do be ɲɔ, Lewi bɔnsɛ le mu a la, a ka Lewi bɔnsɛ la den musereŋɛ do jigan fute la. 
EXO.2.2	Ale muse nata bue jigan, a ka den kayireŋɛ sɔtɔ. A to ka a yen deŋɛ majabuta, a ka a dogon kari saba. 
EXO.2.3	Kɔnɔ a to te nɔ a dogonna bitugun, a ka kalin kankira jigan a ye, a ka dole nun kolitarɛ madon wo kankira ma, a ka bɔɔbɛ sa a butɔ, a nata a sigi je tɔ kaliŋɛnu tɛma Nili kɔɛɛ dala. 
EXO.2.4	Wo kɔma, bɔɔbɛ barenmuse naata sɔ kan sutuma tɔ, alako a ni a lɔn fen min be naala kela a dɔgɛ ma.
EXO.2.5	Wo butɔ, Ala ka a ma, Misira mansa la den musereŋɛ jigita kɔɛɛ tɔ a kodula. A la jon musenu to be anu matagamanna kɔɛɛ dala, a ka kankira yen kaliŋɛnu tɛma kisanna. A ka a la walilá dɔndɔ kii a ni taga a nati. 
EXO.2.6	A to ka a nati, Misira mansa la den musereŋɛ ka a laka, a ka bɔɔbɛ yen, kaye le mu, a be dila. A kinikinita a ma, a ko: «Hebure kaanu la bɔɔbɛ le mu!» 
EXO.2.7	Bɔɔbɛ barenmuse ka a madon Misira mansa la den musereŋɛ la, a ka a fɔ a ye, a ko: «N ni taga konbira kele i ye ba Hebure musenu tɛma, alako a ni naa kɛ bɔɔbɛ lasusu i ye?» 
EXO.2.8	Misira mansa la den musereŋɛ ka a jaabi: «Awa, taga.»
EXO.2.8	Wo butɔ, bɔɔbɛ barenmuse tagata bɔɔbɛ nɛɛnɛ kele. 
EXO.2.9	Wo la nareŋɛ, Misira mansa la den musereŋɛ ko a ma: «Kɛ bɔɔbɛ jigan i ni taga a lasusu n ɲɛ, nde si i sɔŋɛ dii i la wale la.» Wo butɔ, muse ka bɔɔbɛ jigan, a tagata a fɛ, a ka a lasusu.
EXO.2.10	Bɔɔbɛ la koloyareŋɛ, muse ka a nati Misira mansa la den musereŋɛ ye, wo ka a jigan a ka a ma a la deŋɛ la. A ka a tɔgɔ sa Musa, bayi a ko: «N ka a bɔɔ je tɔ le.»
EXO.2.11	Lun do, Musa la kamarenyareŋɛ, a bɔɔta, a tagata a bareŋɛnu fɛlɛdula, a ka a yen wali bɛlɛŋɛ be sigila anu ma. A mɛn ka a yen a bareŋɛnu tɛma Misira kaa do be Hebure kaye botegela. 
EXO.2.12	Musa naata a lamiliŋɛ fɛlɛ a ma mɔgɔ yen. Wo butɔ, a ka Misira kaa faga, a tagata a fure mandi mɛɲɛŋɛ tɔ. 
EXO.2.13	Wo tabantaka a mɛn bɔɔta, a ka a taran kɔtɛ, Hebure kayi mɔgɔ fila be ɲɔgɔn botegela. A ka a fɔ kaye ye tɔɲa bele min bolo: «I be i bareŋɛ botegela fenna?» 
EXO.2.14	Kaye ka a jaabi, a ko: «Ɲɔmɔ le ɲan ka i sɔ mansa la mɔ makiiti koe la? Bɔ i be diren de i ni nde tugun faga iko i ka Misira kaa faga ki min na?» Musa to ka wo mɔɛ, a kilanta, a ko a yɛtɛ ma: «N bata laa a la kɛ koe bata lɔn.» 
EXO.2.15	Misira mansa la a mɔɛreŋɛ koe min be tanbiren, a ka Musa ɲini alako a ni a faga. Wo butɔ, Musa borita, a ni yanfaya Misira mansa la, a tagata Madiyana jamanɛ tɔ alako a ni to ɲɔ.
EXO.2.15	Lun do, a keta kɔlɔŋɛ do kɛnna ɲɔ, a sigita. 
EXO.2.16	Wo ka a taran, Madiyana sarika lakelá be ɲɔ min tɔgɔ Yetoro, den musereŋɛ mɔgɔ wɔrɔwila le be a bolo. Wonu nata ji sori dula wo lun, anu ni kolofeŋɛnu la ji minfeŋɛnu lafa, alako ka je dii anu baaba la kolofeŋɛnu ma. 
EXO.2.17	Kɔnɔ kolofen kantalá donu nata, anu ka anu bee. Wo butɔ, Musa wulita a ka wo den musereŋɛnu dɛman, a naata na je dii anu la kolofeŋɛnu ma. 
EXO.2.18	Anu to saagita anu baaba Rehuyɛli
EXO.2.19	Anu ka a jaabi: «Misira kaa do ka mɔ latanga kolofen kantalanu ma, hali je yati ale len ka a sori mɔ ye, a mɛn ka a dii kolofeŋɛnu ma.» 
EXO.2.20	Anu baaba ka anu maɲininka, a ko: «Bɔ, ale kaye be mina le? Wo ka a to ɲɔ la fenna? Wo taga a kele, wo ni a nati alako a ni dɔmɛ dɔmɔ mɔ fɛ.»
EXO.2.21	Musa la nareŋɛ, a sɔnta tola Yetoro bata. Yetoro naata na a la den musereŋɛ Sefura dii Musa ma, a ni a ma a la muse la. 
EXO.2.22	Wo ka den kayiren dɔndɔ sɔtɔ Musa ye. Musa ka a fɔ: «N to bata ma boribaga la luntan jamanɛ do tɔ, n be a tɔgɔ sala le ‹Gɛrɛsɔmu›
EXO.2.23	A la mɛreŋɛ kɔma, Misira mansa naata na faga. Wo bɛ bani Isirayila kaanu be kutunna jon wale la, anu mɛn be belebelela. Anu kulɛ yɛlɛta anu dɛman koe la jonya tɔ han a keta Ala ma. 
EXO.2.24	Ala ka anu kutun kulɛ mɔɛ, a ka a hakkile to a la lahire ma a ka min kiti a nun Iburahima nun Isiyaka nun Yaguba tɛma. 
EXO.2.25	Ala ka a ɲa sɔ bani Isirayila kaanu la, anu be ki min na. A ka a lɔn anu be lahala min na.
EXO.3.1	Musa tota a bitan kaye Yetoro la kolofeŋɛnu da ɲinila min mu sarika lakela la Madiyana. Lun do, Musa ka kolofeŋɛnu doni janfue butɔ kan yanfa, a tagata han a keta Hɔrɛbi
EXO.3.2	Alatala la maleka bɔɔta a ma ɲɔ le kisanna ta mɛlɛŋɛ tɔ bapɛ do tɛma. Musa ka a fɛlɛ, a ka a yen ta be bapɛ ma, kɔnɔ bapɛ kan bele bintanna. 
EXO.3.3	Musa ko: «N ni kila bɔɔ a ma yan tagala kɛ kabanako makilandeŋɛ fɛlɛ dula. N ma a lɔn fen min be a maren kɛ bapɛ bele bintanna.» 
EXO.3.4	Alatala to ka a yen Musa be kila bɔɔla a ma tagala ɲɔ fɛlɛ dula, wo butɔ a ka Musa kele bapɛ tɛma, a ko: «Musa! Musa!» Musa ko: «Naamu!» 
EXO.3.5	Ala ko Musa ma: «I kana i madon yan na. I la samatanu bɔɔ i kɛŋɛnu tɔ, bayi i be sɔren dula min tɔ, a mu dugu saniyandeŋɛ le la.» 
EXO.3.6	A mɛn ko: «Nde le mu i baaba la Ala la, anun Iburahima la Ala, anun Isiyaka la Ala anun Yaguba la Ala.»
EXO.3.6	Wo butɔ, Musa ka a ɲakɔtɔ dogon, bayi a kilanta a ɲa sɔla Ala la. 
EXO.3.7	Alatala mɛn ko: «N bata a yen yati anu be n na jama ɲagankatala ki min na Misira. N bata anu diri kulɛ mɔɛ, anu ɲagankatalanu sabu la. Iyon, n ka anu la tɔɔrɛ lɔn. 
EXO.3.8	Awa, n be jigiren anu lakisi dula Misira kaanu bolo. N ni anu labɔɔ Misira duge tɔ n ni anu doni dugu ɲinma lawasareŋɛ do tɔ, nɔnɛ nun kumɛ te ban ka min na. Kanana kaanu, anun Hɛti kaanu, anun Amɔri kaanu, anun Feresi kaanu, anun Hiwi kaanu, anun Jebusi kaanu be sabatiren wo duge le tɔ ka. 
EXO.3.9	Kɔtɛ, bani Isirayila kaanu diri kulɛ bata yɛlɛ han a bata ke n ma. N mɛn bata a yen yati Misira kaanu be anu jihadila mɔɔle min na. 
EXO.3.10	Kɔtɛ n be i kiila Firauna ma, i ni taga n na jama bani Isirayila kaanu labɔɔ Misira.»
EXO.3.11	Kɔnɔ Musa ko Ala ma: «Nde mɔgɔndeŋɛ, n si nɔ tagala ba Firauna bata n ni bani Isirayila kaanu labɔɔ Misira?» 
EXO.3.12	Ala ka a jaabi, a ko: «N be i fɛ. A lɔn koe la, ko nde le be i lasanbaren, a tɔnkuma le ka: i tini bani Isirayila kaanu labɔɔ Misira, wo si naa nde Ala batu kɛ kɔnkɛ tɔ.» 
EXO.3.13	Musa ka Ala maɲininka, a ko: «Kɔnɔ, n tini taga bani Isirayila kaanu taran, n tini a fɔ anu ye: ‹Wo benbanu la Ala le be n nasanbaren wo ma›, ka anu ka n maɲininka: ‹A tɔgɔ kama?›, wo butɔ, n si anu jaabi kama le?» 
EXO.3.14	Ala ka Musa jaabi kɛ kuma le la, a ko: «NDE LEN MU MIN BE SABATIREN. A fɛlɛ i si naa min fɔ bani Isirayila kaanu ye, i ko: MIN BE SABATIREN, wolo be n nasanbaren wo ma.» 
EXO.3.15	Ala mɛn ko Musa ma: «I si a fɔ bani Isirayila kaanu ye, i ko: ‹Alatala
EXO.3.16	Taga bani Isirayila kuntigenu madɛn, i ni a fɔ anu ye, i ko: ‹Alatala, wo benbanu la Ala, anun Iburahima, anun Isiyaka, anun Yaguba la Ala bɔɔta n ma. A ko, aa a si naa hinnɛ wo la, aa a bata a yen anu be min mala wo la Misira. 
EXO.3.17	Kɔtɛ a bata a fɔ: aa a si wo labɔɔ jihade tɔ wo be min tɔ ka Misira. Aa a ni wo doni Kanana kaanu, anun Hɛti kaanu, anun Amɔri kaanu, anun Feresi kaanu, anun Hiwi kaanu, anun Jebusi kaanu la jamanɛ tɔ. Nɔnɛ anun kumɛ te ban wo jamanɛ tɔ.› 
EXO.3.18	Awa, bani Isirayila kaanu si i kulɛ mɔɛ le. Wo kɔma, ile nun bani Isirayila kuntigenu si taga Misira mansa bata, wo ni a madiya, wo ko: ‹Alatala, Heburenu la Ala, a bata a yɛtɛ labɔɔ mɔ ma. Kɔtɛ, i ni a to yandi, mɔ ni taga tele saba tagamaŋɛ ma janfue butɔ, alako mɔ ni sarika bɔɔ Alatala ye, mɔ la Ala.› » 
EXO.3.19	Ala mɛn ko Musa ma: «N ka a lɔn yati Firauna te naa wo boloka fɔ ka min sɛnbɛ fisa a sɛnbɛ ko. 
EXO.3.20	N si n bole sɛnbɛ yita Firauna la jamanɛ la, n ni a botege jihade mɔɔle bɛ la. Wo kɔma, a si wo boloka wo ni taga. 
EXO.3.21	N si dɛmare ma le yati bani Isirayila jama ye, Misira kaanu ni hinnɛ anu la. Wo butɔ, wo be tagala lun min na wo te taga wo bolo tɛsɛŋɛ la. 
EXO.3.22	Wo lun, bani Isirayila kaa musu yo musu si a sigiɲɔgɛ Misira musenu tárán, minnu be sabatiren ɲɔ. Anu si Misira musenu tárán fondonu la iko kaalise, iko sanuɛ anun donfeŋɛnu, wo si naa min najigi wo la den kayireŋɛnu, anun wo la den musereŋɛnu ma. Wo si wo bosi Misira kaanu bolo ɲɔgɔn na.»
EXO.4.1	Musa mɛn ka Ala jaabi, a ko: «Kɔnɔ ee! bani Isirayila kaanu te naa laa n na, anu mɛn te naa n kulɛ lamɔɛ. Anu mɛn si naa a fɔ aa Alatala ma a fan nabɔɔ n ma.» 
EXO.4.2	Alatala ko a ma: «I be fen bitaren i bole la?» A ko: «Tungare le.» 
EXO.4.3	Alatala ko: «A lafili duge tɔ!» Musa ka a lafili duge tɔ, tungare yɛlɛmanta kaa la. Musa ka a matuntun a la kisanna. 
EXO.4.4	Alatala ko Musa ma: «I bole lafonti i ni kaa bita a fɔɲɛ ma.» A ka a bole lafonti a ka kaa bita. Kaa tamata tungare la a bole tɔ kisanna. 
EXO.4.5	Alatala ko: «Ka i ka wo ma, anu si laa le ka a fɔla nde Alatala ka n fan nabɔɔ le i ma, nde min mu anu benbanu la Ala la, Iburahima anun Isiyaka anun Yaguba la Ala.»
EXO.4.6	Alatala mɛn ko Musa ma: «I bole sa i jusukuŋɛ tɔ ba.» A ka a bole lasori a la doroke kɔtɔ a jusukuŋɛ tɔ, a mɛn ka a tabɔɔ. A ka a yen, baliwuleŋɛ mɔɔle do be a bole ma, a be beeyaaren iko nɔnɛ. 
EXO.4.7	Alatala ko: «I mɛn ni i bole sa i jusukuŋɛ tɔ.» A mɛn ka a bole lasori a la doroke kɔtɔ a jusukuŋɛ tɔ, a mɛn ka a tabɔɔ. A ka a yen, a bole mɛn tasaagita a la, iko a be ki min na nun. 
EXO.4.8	Alatala ko: «Ka bani Isirayila kaanu ma laa i la, anu ma i kulɛ lamɔɛ kabanako fɔlɛ la, anu si laa i la, kabanako filaɲɔgɛ kan na. 
EXO.4.9	Ka anu ma laa kɛ kabanako fila bɛ la, anu mɛn ma i kulɛ lamɔɛ, i si Nili kɔɛɛ je do jigan i ni a bɔn kɛnɛ tɔ. Wo tɛmuɛ, i ka je min jigan Nili kɔɛɛ tɔ, a si yɛlɛman base la kɛnɛ tɔ.»
EXO.4.10	Kɔnɔ Musa ko Alatala ma: «Ee! n Marige, n bata i tárán i ni diɲa n ɲɛ. Nde sɛnbɛ ma kolo kumare la, bɔɔla n be dendenya tɔ, han n na koloyareŋɛ, han i be kumala nde i la jondeŋɛ ye ka min na ka, n sɛnbɛ ma kolo kumare la. N da nun n nɛŋɛ be biliyaren kuma la.» 
EXO.4.11	Alatala ko Musa ma: «Ɲɔmɔ le ka da dii mɔgɛ ma? Ɲɔmɔ le be mɔgɛ mala bobe la, ka wo ma tolobɔnɛ la? Ɲɔmɔ le be a ɲanu lakala, ka wo ma a ni a ma ɲabɔnɛ la? Kaa nde Alatala ma? 
EXO.4.12	Awa kɔtɛ taga. I tini be kumala, n si to i fɛ. A bɛnta i ni min fɔ n si i degen a la.»
EXO.4.13	Musa mɛn ka a fɔ: «Ee, n Marige, n bata i tárán, mɔgɔ do lasanba!» 
EXO.4.14	Wo kɔma, Alatala juse yɛlɛta Musa ma han, a ko a ma: «I kɔtɔ Harona go? i nun min mu Lewi bɔnsɛ la? N ka a lɔn, a kusan kumala a ɲinma la, a ɲan a fɛlɛ ale yɛtɛ be nala i fɛlɛ dula. Ka a ka i yen, a si sɛwa a juse tɔ. 
EXO.4.15	Wo tanbi kɔma, i si naa kuma a ye. A bɛnta min fɔla, i si naa wo fɔ a ye. Nde yati si naa to wo fɛ ka wo be kumala wagate min tɔ, n mɛn si wo degen de wo be naala min mala. 
EXO.4.16	Ale le be naala kumala jama ye i faliŋɛ la. A si naa ma i la kuma matanbilá la, ile si naa to iko nde Ala le be kumala a ye. 
EXO.4.17	Awa, wo tungare bita i bole la, i si naa kabanakoenu ma min na.»
EXO.4.18	Wo kɔma, Musa saagita a bitan kaye Yetoro bata, a ka a fɔ a ye: «I ni diɲa, n ni saagi n bareŋɛnu dula Misira, alako n ni a yen ka han kɔtɛ anu be baluren.» Yetoro ko Musa ma: «Awa, taga hɛra tɔ.»
EXO.4.19	Alatala ka a fɔ Musa ye Madiyana duge tɔ: «Saagi, i ni taga Misira, bayi min bɛ dita i fagala ɲɔ, a bɛ bata faga.» 
EXO.4.20	Wo butɔ, Musa ka a la muse nun a la den kayireŋɛnu jigan, a ka anu layɛlɛ sofale kanna, anu saagita Misira jamanɛ tɔ. Ala ka tungare min jigan koe fɔ a ye nun, a ka wo bita a bole la. 
EXO.4.21	Alatala mɛn ko Musa ma: «N ka yamɔre don i bolo kabanakoe mɔɔlenu bɛ ma koe la. I to be saagila Misira, i ni i hakkile to a ma, i ni anu ma Firauna ɲala. Wo kɔma, nde si Firauna hakkile labɛlɛya, a te bani Isirayila kaanu boloka anu ni taga. 
EXO.4.22	Wo butɔ, i si naa a fɔ Firauna ye, i ko: ‹A fɛlɛ, Alatala be min yitaren, a ko: aa a la den kayiren fɔlɛ le mu bani Isirayila jama la. 
EXO.4.23	Aa a bata a fɔ i ye i ni a la den kayireŋɛ boloka a ni taga a batu, kɔnɔ i ma sɔn a bolokala a ni taga. Awa aa a si naa i la den kayiren fɔlɛ faga.› »
EXO.4.24	Kɔnɔ Musa la tagamaŋɛ butɔ, a kita kan do. Alatala ka a madon Musa la, a dita a fagala. 
EXO.4.25	Wo butɔ, a la muse Sefura ka kuru ŋaɲama jigan a ka a la den kayireŋɛ sunna, a ka a maga Musa wote la, a ka a fɔ, a ko: «I mu n na kaye la, kɛ base le la ko la!» 
EXO.4.26	Wo ma kɔma, Alatala ka a tuntun Musa la, a ma a faga. Sefura to ka a la deŋɛ sunna, wolo mu a ka a fɔ nun: «I mu n na kaye la, kɛ base le la ko la.»
EXO.4.27	Alatala ka a fɔ Harona ye: «Taga Musa labɛn dula janfue tɔ.» A tagata, a bɛnta Musa la Ala la kɔnkɛ tabɛŋɛ tɔ, anu milimilita ɲɔgɔn ma. 
EXO.4.28	Alatala ka Musa kii kuma minnu la, anun a ka a yamɔri kabanakoenu minnu la, a ka wonu bɛ ɲamakaran Harona ye.
EXO.4.29	Wo kɔma, Musa nun Harona tagata Misira. Anu la kereŋɛ ɲɔ, anu ka bani Isirayila kuntige bɛ madɛn. 
EXO.4.30	Harona ka kuma bɛ fɔ anu ye dɔndɔ dɔndɔ iko Alatala ka a yita Musa la ki min na. A mɛn ka kabanakoenu ma jama ɲala. 
EXO.4.31	Jama laata. Anu to ka a lɔn, ko Alatala bata bani Isirayila kaanu la tɔɔrɛ yen, a mɛn nata hinnɛ anu la, anu ka anu majigi, anu sujuduta duge ma.
EXO.5.1	Wo tanbi kɔma, Musa nun Harona tagata Firauna taran Misira, anu ka a fɔ a ye: «Alatala la kuma le ka, bani Isirayila kaanu la Ala, a ko: aa i ni a la jama boloka anu ni taga, alako anu ni sale ma a la biliya butɔ, janfue tɔ.» 
EXO.5.2	Firauna ka anu jaabi, a ko: «Ɲɔmɔ le mu kɛ Alatala la n si min kulɛ lamɔɛ han n ni bani Isirayila kaanu boloka? N ɲan ma Alatala lɔn, n mɛn te bani Isirayila kaanu boloka feu!» 
EXO.5.3	Anu ka a jaabi, anu ko: «Heburenu la Ala bata a fan nabɔɔ mɔ ma. Yandi mɔ boloka, mɔ ni tele saba tagamaŋɛ ma janfue butɔ, sarika bɔɔ dula Alatala ye, mɔ la Ala, alako a kana kaaka bandiya latugu mɔ la ka wo ma a ni mɔ faga faŋɛ la.» 
EXO.5.4	Misira mansa ka a fɔ anu ye: «Musa nun Harona, wo be jama bɔɔla a la wale tɔ fenna? Wo ɲan ni taga wo la jon walenu ma dula.» 
EXO.5.5	Firauna mɛn ko: «Bi, bani Isirayila kaanu to bata siya han, kɔtɛ wo be diren anu lasulenna anu la jon walenu la ba?»
EXO.5.6	Ale wo lun yati le, Firauna ka kɛ yamɔre dii Misira wali kuŋɛnu ma, anun bani Isirayila jama kun lanmanu ma, a ko: 
EXO.5.7	«Wo kana biŋɛ don bitugun bani Isirayila jama bolo birike botege koe la, iko wo darita a la ki min na. Kɔtɛ, ande len yati bɛnta tagala anu ni biŋɛ bɔɔ anu yɛtɛ la. 
EXO.5.8	Anu darita birike min kɔnte botegela nun wo mɛn si wo kɔnte le don anu bolo, wo kana fenfen bɔɔ a la, bayi anu mu fuyante le la. Wolo be a maren anu be belebelela, anu be a fɔla anu ni taga sarika bɔɔ dula anu la Ala ye. 
EXO.5.9	Wo do sa kɛ mɔgɛnu la ɲagankata wale kunma, anu ni sɔɔbɛ bita, alako anu kana anu hakkile to kɛ foniya kumanu ma.» 
EXO.5.10	Misira wali kuŋɛnu anun bani Isirayila jama kun lanmanu tagata wo fɔ bani Isirayila jama ye, anu ko: «Firauna la kuma le ka, a ko: aa biŋɛ te don wo bolo bitugun. 
EXO.5.11	Wole len yati ká taga biŋɛ ɲini wo yɛtɛ la, wo ka a yen kan do kan, kɔnɔ fenfen te bɔɔ wo la lɔɛ la.»
EXO.5.12	Wo butɔ, bani Isirayila jama mafatanta Misira duge butɔ bɛ tɔ, anu tagata kɔrɔ baka tɔnbɔndula biŋɛ faliŋɛ la. 
EXO.5.13	Misira wali kuŋɛnu be anu lagbataala, anu tota a fɔla: «Wo wo la tele muru lɔɛ ban iko biŋɛ to be donna nun wo bolo.» 
EXO.5.14	Hali Firauna la wali kuŋɛnu ka minnu sɔ bani Isirayila kaanu tɛma wali kun lanmanu la, anu ka wonu yati botege le, anu be a fɔla anu ma: «Fen de birikenu min kɔnte be saren wo ma, wo ma a ban botegela kunun nun bi, iko a fɔlɔnɛŋɛ?»
EXO.5.15	Wo butɔ, bani Isirayila kaanu la kuŋɛnu tagata anu fan madi Firauna ma, anu ko a ma: «Fen de i be i la joŋɛnu mala kɛ mɔɔle la? 
EXO.5.16	Anu bele bin yo donden i la joŋɛnu bolo, anu nɔn be a fɔla le mɔ ye aa mɔ ni birikenu botege! Bɔɔ wo la, anu be i la joŋɛnu botegela. Kɔnɔ i la jama le bata tantan.» 
EXO.5.17	Firauna ka anu jaabi, a ko: «Fuyante le mu wo la, fuyantenu! Wolo mu wo be a fɔla aa wo ni taga sarika bɔɔ dula Alatala ye! 
EXO.5.18	Kɔtɛ wo taga wo la lɔɛ tɔ, biŋɛ te don wo bolo bitugun, birikenu nɔn min kɔnte be saren wo ma wo be wolo botegela.»
EXO.5.19	Wo butɔ, bani Isirayila kaanu la kuŋɛnu ka a yen anu be ɲagankata le tɔ, bayi anu bata a fɔ anu ye, fenfen kɔnte te bɔɔ birikenu la min be saren anu ma lun go lun. 
EXO.5.20	Anu bɔɔ tɛmuɛ Firauna bata, anu tagata Musa nun Harona taran; wonu be anu kɔnɔnden. 
EXO.5.21	Anu ka a fɔ anu ye: «Alatala ni wo fɛlɛ a ni kiite sa. Wo bata mɔ lasɛɛya Firauna nun a la walilanu ye. Wo ɲan bata faŋɛ sa anu bolo butɔ anu ni mɔ faga.»
EXO.5.22	Musa saagita, a tagata wo fɔ Alatala ye, a ko: «Marige, i be ɲagankata sigiren kɛ jama ma fenna? I ka n kii wo la fenna? 
EXO.5.23	Bɔɔla n tagata Firauna dula, n kumata a ye i tɔgɛ la, a be ɲagankata le tun sigila bani Isirayila kaanu ma. I ma fenfen ma alako i ni i la jama lafulen.»
EXO.6.1	Alatala ka a fɔ Musa ye: «I si a yen kɔtɛ n be naala min mala Firauna la, n sɛnbɛ le be naala a mala a ni bani Isirayila jama boloka, wo sɛnbɛ le mɛn be a mala a ni anu bee a la duge tɔ.»
EXO.6.2	Ala mɛn kumata Musa ye, a ko a ma: «Nde le mu Alatala la, nde. 
EXO.6.3	N ka n yɛtɛ makɛnɛn de nun Iburahima nun Isiyaka nun Yaguba ye iko Ala sɛnbɛ tige, kɔnɔ n ma nde Alatala tɔgɛ kan nabɔɔ anu ma. 
EXO.6.4	N mɛn ka n na lahire tugun kiti nde nun anu tɛma, n si naa Kanana duge dii anu ma, anu ka anu la simaya takuntu luntanya la ka min na. 
EXO.6.5	Kɔtɛ, nde bata bani Isirayila kaanu la ɲagankata dire mɔɛ, Misira kaanu be jonya sigila anu ma, n mɛn ka n na wo lahire talɔn. 
EXO.6.6	Wolo mu, i si a fɔ bani Isirayila kaanu ye, i ko: ‹Nde len mu Alatala la, n si naa wo labɔɔ le wali bɛlɛŋɛ tɔ Misira kaanu be min sigiren wo ma. N si naa wo lafulen jonya tɔ, Misira kaanu be min sigiren wo ma. N si naa wo kunka le n bolo sɛnbɛma la, n si Misira kaanu bita le kiiti bɛlɛŋɛ la. 
EXO.6.7	N si naa wo jigan de wo ni ma n na jama la, nde tugun si ma le wo la Ala la. Wo mɛn si a lɔn de ka a fɔla, nde len mu Alatala la, wo la Ala, min ka wo bɔɔ wali bɛlɛŋɛnu tɔ Misira. 
EXO.6.8	N si naa wo ladon de duge tɔ n bata n kali duge min dii koe la Iburahima, Isiyaka anun Yaguba ma. N si naa a dii le wo ma a ni to wo sagoe tɔ. Nde len mu Alatala la.› »
EXO.6.9	Awa, Musa ka Ala la kuma latanbi bani Isirayila kaanu ma ɲɔgɔnna le. Kɔnɔ anu ma Musa kulɛ lamɔɛ, bayi jonya wali bɛlɛŋɛ bata sigi anu ma, wolo ka limaniya ban anu bolo.
EXO.6.10	Wo kɔma, Alatala kumata Musa ye, a ko: 
EXO.6.11	«Taga kuma Firauna ye Misira mansa, alako a ni bani Isirayila kaanu boloka anu ni bɔɔ a la duge tɔ.» 
