GEN.1.1	Sa kapinonan, kan lalangon nin Dios an kalangitan asin an daga, 
JOS.15.3	minapadagos sa Dalan nin Akrabim sagkod sa Zin. Minapasiring sa habagat kan Kades-barnea, dangan sa Hezron saka sa Addar; minaliko pasiring sa Karka, 
JOS.15.4	padagos sa Asmon, asin minasunod sa sapa na nasa pagdolonan nin Egipto dangan minatapos sa Dagat nin Mediteraneo. Iyo ini an pagdolonan sa habagat kan daga ni Juda.
JOS.15.5	An pagdolonan kan daga sa sirangan iyo an Gadan na Dagat sagkod sa sadit na sapa na binubulosan kan Salog nin Jordan.
JOS.15.5	An pagdolonan kan daga sa amihan minapoon sa sadit na sapa, 
JOS.15.6	padagos sa Bet-hogla, asin minaagi sa amihan kan Bet-Araba. Dangan minatukad sa Gapo ni Bohan (si Bohan sarong aki ni Ruben); 
JOS.15.7	hale sa Kapantayan nin Acor minapasiring sa Debir, dangan minaliko paamihan pasiring sa Gilgal, na kahampang kan Dalan nin Adummim sa habagat na parte kan kapantayan. An pagdolonan minaabot sa mga burabod nin En-semes, asin minatapos sa En-rogel; 
JOS.15.8	dangan minatukad sa may Kapantayan nin Hinnom, na nasa habagat kan bulod na pinatindogan kan Jerusalem, an Jebuseong syudad. Dangan minadagos an pagdolonan sa alitoktok kan bulod na nasa solnopan kan Kapantayan nin Hinnom, sa amihan na poro kan Kapantayan nin Refaim. 
JOS.15.9	Hale duman, minadagos iyan sa mga burabod nin Neftoa asin sa mga syudad na harani sa Bukid nin Efron. Dangan minaliko iyan pasiring sa Baala (o Kiriat-jearim), 
JOS.15.10	saen minalibot pasolnopan kan Baala pasiring sa mabulod na daga nin Edom, minaagi sa amihan na parte kan Bukid nin Jearim (o Kesalon), dangan minababa pasiring sa Bet-semes, asin minalampas sa Timna. 
JOS.15.11	Dangan an pagdolonan minapasiring sa bulod sa amihan kan Ekron, minaliko pasiring sa Sikkeron, minaagi sa Bukid nin Baala, padagos sa Jamnia, sagkod sa Dagat nin Mediteraneo, 
JOS.15.12	na iyo an pagdolonan sa solnopan.
JOS.15.12	Sa laog kan mga pagdolonan na ini nag-erok an mga pamilya kan tribu ni Juda.
JOS.15.13	Siring sa ipinagboot nin 
JOS.15.14	Pinahale ni Caleb sa syudad an tolong aking lalaki ni Anak: si Sesai, Ahiman, asin Talmai. 
JOS.15.15	Hale duman, sinalakay niya an mga tawo na nag-erok sa Debir. (Kaidto an syudad na ini inapod Kiriat-sefer.) 
JOS.15.16	Nagsabi si Caleb, “Ipapakasal ko an aki kong si Acsa sa lalaking makakasakop kan Kiriat-sefer.” 
JOS.15.17	Si Otniel, na aki ni Kenaz na tugang ni Caleb, iyo an nakasakop kan syudad kaya ipinakasal ni Caleb si Acsa ki Otniel. 
JOS.15.18	Sa aldaw kan kasal, sinabihan ni Otniel si Acsa
JOS.15.19	Nagsimbag si Acsa, “Boot kong magkaigwa nin mga burabod nin tubig. An dagang itinao mo sako yaon sa habagat na parte kan Canaan.” Kaya itinao saiya ni Caleb an mga burabod sa itaas asin sa ibaba.
JOS.15.20	Ini an kahirasan na daga kan mga pamilya kan tribu ni Juda. 
JOS.15.21	An mga syudad na nasa porong habagat na sadiri ninda, idtong nasa harani kan pagdolonan nin Edom iyo an Kabzeel, Eder, Jagur, 
JOS.15.22	Kina, Dimona, Adada, 
JOS.15.23	Kedes, Hazor, Itnan, 
JOS.15.24	Zif, Telem, Bealot, 
JOS.15.25	Hazor-hadatta, Keriot-hezron (o Hazor), 
JOS.15.26	Amam, Sema, Molada, 
JOS.15.27	Hazar-gadda, Hesmon, Bet-pelet, 
JOS.15.28	Hazar-sual, Beer-sheba, Biziotia, 
JOS.15.29	Baala, Iim, Ezem, 
JOS.15.30	Eltolad, Kesil, Horma, 
JOS.15.31	Ziklag, Madmanna, Sansanna, 
JOS.15.32	Lebaot, Silhim, Ain, saka Rimmon; beynte y nuebeng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.33	An mga syudad sa kababan iyo an Estaol, Zora, Asna, 
JOS.15.34	Zanoa, Engannim, Tappua, Enam, 
JOS.15.35	Jarmut, Adullam, Soco, Azeka, 
JOS.15.36	Saaraim, Aditaim, Gedera, asin Gederotaim: katorseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.37	Kairiba pa kan mga ini iyo an Zenan, Hadasa, Migdalgad, 
JOS.15.38	Dilean, Mizpa, Jokteel, 
JOS.15.39	Lakis, Bozkat, Eglon, 
JOS.15.40	Cabbon, Lamam, Kitlis, 
JOS.15.41	Gederot, Bet-dagon, Naama, asin Makkeda: dyes y seis na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.42	Kairiba pa kan mga ini iyo an Libna, Eter, Asan, 
JOS.15.43	Ifta, Asna, Nezib, 
JOS.15.44	Keila, Aczib, asin Maresa: siyam na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.45	Kaiba man an Ekron, dangan an mga banwa saka an mga baryo kaiyan, 
JOS.15.46	asin an gabos na syudad saka mga banwa na harani sa Asdod, magpoon sa Ekron sagkod sa Dagat nin Mediteraneo.
JOS.15.47	Kairiba man an Asdod saka Gaza, dangan an mga banwa asin an mga baryo na abot sa sapa na nasa pagdolonan kan Egipto sagkod sa baybayon kan dagat nin Mediteraneo.
JOS.15.48	Sa mga syudad sa mabulod na daga, kairiba an Samir, Jattir, Soco, 
JOS.15.49	Danna, Kiriat-sefer (o Debir), 
JOS.15.50	Anab, Estemoa, Anim, 
JOS.15.51	Gosen, Holon, asin Gilo: onseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.52	Kairiba pa kan mga ini iyo an Arab, Duma, Esan, 
JOS.15.53	Janim, Bet-tappua, Afeka, 
JOS.15.54	Humta, Hebron, asin Zior: siyam na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.55	Kairiba man an Maon, Carmelo, Zif, Jutta, 
JOS.15.56	Jezreel, Jokdeam, Zanoa, 
JOS.15.57	Kain, Gibea, asin Timna: sampolong syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.58	Kairiba pa an Halhul, Bet-zur, Gedor, 
JOS.15.59	Maarat, Bet-anot, asin Eltekon: anom na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.60	Kairiba man an Kiriat-baal (o Kiriat-jearim) asin an Rabba: duwang syudad, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.61	Sa kalangtadan, nakaiba an Bet-araba, Middin, Secaca, 
JOS.15.62	Nibsan, an Syudad nin Asin, saka an Engedi: anom na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.15.63	Alagad dai napahale kan banwaan nin Juda an mga Jebuseo na nag-eerok sa Jerusalem. Sagkod ngunyan duman sinda nag-erok kaiba an mga tawo na gikan sa tribu ni Juda.
JOS.16.1	An pagdolonan sa habagat kan dagang itinao sa kapagarakian ni Jose minapoon sa Jordan harani sa Jerico, sa sirangan kan mga burabod nin Jerico, asin minaabot sa kalangtadan. Hale sa Jerico, minatukad an pagdolonan sa mabulod na daga sagkod sa Betel. 
JOS.16.2	Hale sa Betel minapadagos sa Luz dangan sa Atarot Addar, saen nag-erok an mga Arkita. 
JOS.16.3	Dangan minapasolnopan sa daga kan mga Jafaletita, sagkod sa daga kan Ibabang Bet-horon. Hale duman, minapadagos sa Gezer sagkod sa Dagat nin Mediteraneo.
JOS.16.4	An dagang idto inako bilang pamana kan kapagarakian ni Jose, an mga tribu ni Efraim asin ni Manases sa solnopan.
JOS.16.5	Ini an daga kan mga pamilya ni Efraim: an pagdolonan kan saindang daga minapoon sa Atarot Addar pasiring sa Itaas na Bet-horon, 
JOS.16.6	asin sagkod sa Dagat nin Mediteraneo. Nasa amihan ninda an Micmetat. Sa parteng sirangan, an pagdolonan minaliko pasiring sa Taanat-silo, asin minadagos sa Janoa. 
JOS.16.7	Hale sa Janoa, minapaibaba sa Atarot asin Naara, minaduta sa Jerico asin minatapos sa Jordan. 
JOS.16.8	Hale sa Tappua, an pagdolonan minapasiring sa solnopan sagkod sa sapa nin Kana asin minatapos sa Dagat nin Mediteraneo. Iyo ini an daga na itinao bilang pamana sa mga pamilya kan tribu ni Efraim, 
JOS.16.9	kaiba an nagkapirang banwa saka mga baryo na yaon sa laog kan mga pagdolonan ni Manases, alagad itinao sa mga Efraimita. 
JOS.16.10	Alagad dai ninda pinahale an mga Cananeo na nag-erok sa Gezer kaya sagkod ngunyan an mga Cananeo nag-eerok kaiba kan mga Efraimita, alagad pinirit sindang maglingkod bilang mga oripon.
JOS.17.1	Sarong parte kan daga sa solnopan kan Jordan an itinao sa nagkapirang pamilya na gikan ki Manases, an matuang aki ni Jose. An Gilead asin an Basan sa sirangan kan Jordan itinao ki Makir na aking matua ni Manases asin ama ni Gilead, huli ta si Makir sarong lalaking paralaban. 
JOS.17.2	An daga sa solnopan kan Jordan itinao sa natadang mga pamilya kan tribu ni Manases na iyo si Abiezer, Helek, Asriel, Shekem, Hefer, asin Semida. Sinda an mga aking lalaki ni Manases na aki ni Jose; mga pamayo sinda nin mga pamilya. 
JOS.17.3	Alagad mayo nin aking lalaki si Zelofehad na aki ni Hefer, asin makoapo ni Gilead na aki ni Makir saka makoapo ni Manases. Babae gabos an aki niya asin an ngaran ninda iyo si Mala, Noe, Hogla, Milca, asin Tirza. 
JOS.17.4	Nagduman sinda sa pading si Eleazar, ki Josue na aki ni Nun asin sa mga lider nin Israel dangan nagsabi, “Pinagbotan nin 
JOS.17.5	Ini an dahelan kun tano ta si Manases nagkaigwa nin sampolong parte, laen pa kan Gilead asin Basan sa sirangan kan Jordan, 
JOS.17.6	huli ta an kapagarakian niyang mga babae hinirasan man nin daga arog kan kapagarakian niyang mga lalaki. An daga nin Gilead napaduman sa ibang kapagarakian ni Manases.
JOS.17.7	An daga ni Manases minapoon sa Asher sagkod sa Micmetat, sa sirangan nin Shekem. Dangan minapahabagat, kaya nasasakopan an mga nag-eerok sa En-tappua. 
JOS.17.8	An daga sa palibot kan Tappua sadiri ni Manases, alagad an banwa kan Tappua na nasa pagdolonan, sadiri kan kapagarakian ni Efraim. 
JOS.17.9	Dangan an pagdolonan minapaibaba sa sapa nin Kana. Sadiri ni Efraim an mga syudad na nasa habagat kan sapa, maski nasa daga ni Manases an mga idto. An pagdolonan ni Manases minadagos sa amihan na parte kan sapa, asin minatapos sa Dagat nin Mediteraneo. 
JOS.17.10	Nasa habagat an daga ni Efraim asin nasa amihan an daga ni Manases. An Dagat nin Mediteraneo iyo an saindang pagdolonan sa solnopan. Nasa amihan-solnopan an daga ni Asher asin nasa amihan-sirangan an daga ni Issakar. 
JOS.17.11	Sa laog kan daga ni Issakar asin ni Asher, nasadirihan ni Manases an mga syudad kan Bet-sean asin Ibleam, kaiba an mga banwa sa palibot kan mga iyan, siring man an Dor (an nasa baybayon), Endor, Taanac, Megido, asin an mga banwa sa palibot kan mga iyan. 
JOS.17.12	Alagad dai napahale kan kapagarakian ni Manases an mga Cananeo, kaya padagos sindang nag-erok duman. 
JOS.17.13	Maski kan makosog na an mga Israelita, dai ninda pinahale an gabos na Cananeo, alagad inoripon ninda an mga ini.
JOS.17.14	Nagsabi ki Josue an mga kapagarakian ni Jose, “Tano ta sarong parte sana kan daga an itinao mo samo bilang pamana? Kadakul mi nang marahay huli ta benendisyonan kami nin 
JOS.17.15	Nagsimbag si Josue, “Kun dakul na kamong marahay asin sadit na para saindo an mabulod na daga ni Efraim, magduman kamo sa kadlagan asin hawanan nindo para saindo an daga kan mga Perezeo saka kan mga Refaim.”
JOS.17.16	Nagsimbag sinda, “Dai magkakanigo para samo an mabulod na daga, alagad igwa nin mga karwaheng lansang an mga Cananeo na nag-eerok sa kapatagan; igwa man an mga nag-eerok sa Bet-sean asin sa mga banwa sa palibot kaiyan, siring man an mga nag-eerok sa Kapantayan nin Jezreel.”
JOS.17.17	Sinabihan ni Josue an mga tribu ni Efraim asin ni Manases sa solnopan, “Dakul na mananggad kamo asin mapangyari. Magkakaigwa kamo nin sobra sa sarong kahirasan. 
JOS.17.18	Mapapasaindo an mabulod na daga. Maski iyan sarong kadlagan, hahawanan nindo asin sasadirihon iyan magpoon sa sarong poro sagkod sa ibong na poro. Papahaleon nindo an mga Cananeo maski igwa sinda nin mga karwaheng lansang asin maski makokosog sinda.”
JOS.18.1	Kan masakop na ninda an daga, an bilog na Israel nagtiripon sa Shilo asin pinatindog duman an Tabernakulo nin 
JOS.18.2	Igwa pa nin pitong tribu sa banwaan nin Israel na dai pa natatawan kan saindang kahirasan sa daga. 
JOS.18.3	Kaya sinabihan ni Josue an mga Israelita, “Sagkod nuarin kamo maghahalat bago nindo laogon asin sakopon an dagang itinao saindo nin 
JOS.18.4	Tawe ako nindo nin tolong lalaki hale sa lambang tribu. Papadumanon ko sinda sa bilog na daga tanganing maggibo nin mapa kan lugar na boot nindang magin kahirasan. Dangan mabalik sinda sako. 
JOS.18.5	Babangaon ninda sa pitong parte an bilog na daga; mag-eerok si Juda sa saiyang teritoryo sa habagat, asin si Jose sa saiyang teritoryo sa amihan. 
JOS.18.6	Isurat nindo an ngaran asin kamugtakan kan pitong parteng ini asin darahon nindo sako. Dangan riripahon ko iyan tanganing aramon an parteng boot nin 
JOS.18.7	Alagad an mga Levita dai mag-aako kan daga huli ta an kahirasan ninda iyo an maglingkod bilang mga padi nin 
JOS.18.8	Nagralakaw an mga lalaki tanganing gumibo nin mapa kan daga, pakatawan sainda ni Josue kaining mga togon, “Magduman kamo sa bilog na daga asin gumibo kamo nin mapa. Pakatapos bumalik kamo sako digdi sa Shilo, asin hahapoton ko an 
JOS.18.9	Kaya linibot ninda an bilog na daga asin isinurat kun paano an pagbanga ninda kaiyan sa pitong parte; ilinista ninda an mga banwa. Dangan nagbalik sinda ki Josue duman sa kampo sa Shilo. 
JOS.18.10	Nagripa si Josue tanganing hapoton an 
JOS.18.11	An daga na manongod sa mga pamilya kan tribu ni Benjamin iyo an enot na itinao. An saindang daga nasa tahaw kan mga daga kan tribu ni Juda saka ni Jose. 
JOS.18.12	Sa parteng amihan, an pagdolonan ninda minapoon sa Salog nin Jordan dangan minatukad pasiring sa amihan nin Jerico; sa solnopan, lampas ini sa mabulod na daga asin sagkod sa kalangtadan nin Bet-aven. 
JOS.18.13	Dangan an pagdolonan minapasiring sa tukadon na nasa habagat na parte kan Luz (inapod man Betel), dangan minaibaba sa Atarot Addar, sa bukid na nasa habagat kan Ibabang Bet-horon. 
JOS.18.14	Dangan minaliwat nin direksyon an pagdolonan, minaliko sa habagat hale sa solnopan kan bukid asin minaduman sa Kiriat-baal (o Kiriat-jearim), na sakop kan tribu ni Juda. Iyo ini an pagdolonan sa solnopan. 
JOS.18.15	Sa habagat, an pagdolonan minapoon sa gilid kan Kiriat-jearim asin minapasiring sa mga burabod nin Neftoa. 
JOS.18.16	Minaibaba ini pasiring sa pamitisan kan bukid na nakadungaw sa Kapantayan nin Hinnom, sa amihan na poro kan Kapantayan nin Refaim, dangan minapasiring sa habagat, na minaagi sa Kapantayan nin Hinnom, sa habagat kan tukadon kan mga Jebuseo, pasiring sa En-rogel. 
JOS.18.17	An pagultanan minaliko pasiring sa amihan dangan minadagos sa En-semes, asin sa Gelilot na kahampang kan Dalan nin Adummim. Minaibaba ini sa Gapo ni Bohan (si Bohan sarong aki ni Ruben) 
JOS.18.18	asin minaagi sa amihan kan tukadon na nakadungaw sa Kapantayan nin Jordan. Dangan minaibaba sa kapantayan, 
JOS.18.19	na minaagi sa amihan na parte kan tukadon nin Bet-hogla asin sagkod sa amihan, sa sadit na sapa kan Gadan na Dagat na binubulosan kan Salog nin Jordan. Iyo ini an pagdolonan sa habagat. 
JOS.18.20	An Salog nin Jordan iyo an pagdolonan sa sirangan. Ini an mga pagdolonan kan dagang itinao bilang pamana sa mga pamilya kan tribu ni Benjamin.
JOS.18.21	An mga syudad na itinao sa mga pamilya kan tribu ni Benjamin iyo an Jerico, Bet-hogla, Emek-keziz, 
JOS.18.22	Bet-araba, Zemaraim, Betel, 
JOS.18.23	Avvim, Para, Ofra, 
JOS.18.24	Kefar-ammoni, Ofni, asin Geba: doseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.18.25	Kairiba man an Gibeon, Rama, Beerot, 
JOS.18.26	Mizpa, Kefira, Moza, 
JOS.18.27	Rekem, Irpeel, Tarala, 
JOS.18.28	Zela, Haelef, Jebus, (o Jerusalem), Gibea, asin Kiriat-jearim: katorseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. Iyo ini an daga na itinao bilang pamana sa mga pamilya kan tribu ni Benjamin.
JOS.19.1	An ikaduwang kahirasan iyo an para sa mga pamilya kan tribu ni Simeon. An teritoryo ninda sagkod sa daga na itinao sa tribu ni Juda. 
JOS.19.2	Sakop kaini an Beer-sheba, Sheba, Molada, 
JOS.19.3	Hazar-sual, Bala, Ezem, 
JOS.19.4	Eltolad, Betul, Horma, 
JOS.19.5	Ziklag, Bet-marcabot, Hazar-susa, 
JOS.19.6	Bet-lebaot, asin Saruhen: treseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan.
JOS.19.7	Napasainda man an Ain, Rimmon, Eter, saka Asan: apat na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.19.8	Napasainda man an gabos na banwa sa palibot kan mga syudad na idto sagkod sa Baalat-beer (o Rama), sa habagat. Ini an dagang inako bilang kahirasan kan mga pamilya kan tribu ni Simeon. 
JOS.19.9	Huli ta an dagang inako ni Juda sobra sa saiyang kaipuhan, an ibang parte kan saindang daga itinao sa tribu ni Simeon.
JOS.19.10	An ikatolong kahirasan iyo an para sa mga pamilya kan tribu ni Zabulon. An dagang inako ninda nakaabot sa Sarid. 
JOS.19.11	Hale duman, an pagdolonan minapasiring sa solnopan, sa Mareal, minaduta sa Dabbeset asin sa sapa sa sirangan kan Jokneam. 
JOS.19.12	Sa ibong kan Sarid, minapasiring iyan sa sirangan, sa pagdolonan nin Kislot-tabor, dangan sa Daberat asin minatukad pasiring sa Jafia. 
JOS.19.13	Minadagos iyan sa sirangan, sa Gat-hefer asin sa Etkazin saka minaliko sa direksyon kan Nea pasiring sa Rimmon. 
JOS.19.14	Sa amihan, an pagdolonan minaliko pasiring sa Hannaton, asin minatapos sa Kapantayan nin Iftahel. 
JOS.19.15	Sakop kaiyan an Kattat, Nahalal, Simron, Idala, asin an Betlehem: doseng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.19.16	An mga syudad asin mga banwang ini nasa laog kan dagang itinao bilang pamana sa mga pamilya kan tribu ni Zabulon.
JOS.19.17	An ikaapat na kahirasan iyo an para sa mga pamilya kan tribu ni Issakar. 
JOS.19.18	Sakop kan saindang daga an Jezreel, Kesullot, Sunem, 
JOS.19.19	Hafaraim, Sion, Anaharat, 
JOS.19.20	Rabbit, Kision, Ebez, 
JOS.19.21	Remet, En-gannim, En-hadda, asin Bet-pazzez. 
JOS.19.22	An pagdolonan minaduta man sa Tabor, Sahazuma, saka Bet-semes, asin sagkod sa Jordan. Sakop kaiyan an dyes y seis na syudad, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.19.23	An mga syudad asin an mga banwang sakop kan mga ini nasa dagang itinao bilang pamana sa mga pamilya kan tribu ni Issakar.
JOS.19.24	An ikalimang kahirasan iyo an para sa mga pamilya kan tribu ni Asher. 
JOS.19.25	Sakop kan saindang daga an Helkat, Hale, Beten, Acsaf, 
JOS.19.26	Allam-melec, Amad, saka an Misal. Sa solnopan, an pagdolonan kan daga minaduta sa Carmelo asin sa Sihor-libnat. 
JOS.19.27	Pagliko pasiring sa sirangan, an pagdolonan minapasiring sa Bet-dagon, minaduta sa Zabulon asin sa Kapantayan nin Iftahel mantang pasiring sa Bet-emek saka sa Neiel. Minadagos iyan sa amihan pasiring sa Cabul, 
JOS.19.28	Ebron, Rehob, Hammon, asin Kana, sagkod sa Sidon. 
JOS.19.29	Dangan minaliko an pagdolonan pasiring sa Rama, sagkod sa pinapusog na syudad nin Tiro; dangan minaliko pasiring sa Hosa asin minatapos sa Dagat nin Mediteraneo. Sakop pa kan saindang daga an Mahalab, Aczib, 
JOS.19.30	Umma, Afek, asin Rehob: beynte y dos na syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.19.31	An mga syudad na ini asin an saindang mga banwa nasa dagang itinao bilang pamana sa mga pamilya kan tribu ni Asher.
JOS.19.32	An ikaanom na kahirasan iyo an para sa mga pamilya kan tribu ni Neftali. 
JOS.19.33	An pagdolonan kan daga minapoon sa Helef pasiring sa kahoy na hamurawon na nasa Zaanannim, minadagos sa Adaminekeb saka sa Jamnia, sa Lakkum, asin sagkod sa Salog nin Jordan. 
JOS.19.34	Dangan minaliko an pagdolonan pasiring sa solnopan, sa Aznot-tabor; hale duman minapasiring sa Hukkok, minaduta sa Zabulon sa habagat, sa Asher sa solnopan, asin sa Jordan
JOS.19.35	An mga pinapusog na syudad iyo an Ziddim, Zer, Hammat, Rakkat, Kinneret, 
JOS.19.36	Adama, Rama, Hazor, 
JOS.19.37	Kedes, Edrei, En-hazor, 
JOS.19.38	Yiron, Migdalel, Horem, Bet-anat, asin an Bet-semes: dyes y nuebeng syudad gabos, kaiba an mga banwa sa palibot kan mga iyan. 
JOS.19.39	An mga syudad na ini asin an saindang mga banwa nasa dagang itinao bilang pamana sa mga pamilya kan tribu ni Neftali.
JOS.19.40	An ikapitong kahirasan iyo an para sa mga pamilya kan tribu ni Dan. 
JOS.19.41	Sakop kan saindang daga an Zora, Estaol, Ir-semes, 
JOS.19.42	Saalabim, Aijalon, Itla, 
JOS.19.43	Elon, Timna, Ekron, 
JOS.19.44	Elteke, Gibbeton, Baalat, 
JOS.19.45	Jehud, Beneberak, Gat-rimmon, 
JOS.19.46	Mejarkon, asin Rakkon, siring man an daga sa palibot kan Jope. 
JOS.19.47	Kan mawaraan nin daga an mga taga Dan nagduman sinda sa Lais asin sinalakay idto. Nasakop ninda idto, ginaradan an mga tawo, dangan sinadiri an daga. Nag-erok sinda duman asin rinibayan ninda an ngaran kan syudad nin Lais. Inapod nindang Dan, sunod sa ngaran ni Dan na saindang ginikanan. 
