MAT.1.1	Yesu Kristo gɔ nɖe Igara David ɔwa tɛtɛ, fiɛ David ɔ̃ wũ ɔɖe Abraham ɔwa ɔɣekparɛ i ngbe ne.
MAT.23.1	Ne Yesu ɔɖegu maturi gbodzoo gu ɔ̃ marasuãdze ika ne. 
MAT.23.2	Ɔɣere ma sɔ, “Mmara matedze gu ma Farisise nɖe mma maɖi ɔri sɔ mate Mose mmara. 
MAT.23.3	Ne ɔso mikã ma atsue si mibara ibiara nɛ maɣere mi sɔ mibara, ɣɛɛ ne, midaasiai ma kurabarara, alasɔ maisɛ mabara i nnɛ masɛ mate iso. 
MAT.23.4	Masɛ manyi ato wa mba ɔrɔrã fiɛ asɛ aɖa isore masorera maturi, ɣɛɛ maisɛ mabie sɔ maapiagu ma kɔrɔ̃ si mabuai ma masore.
MAT.23.5	“Masɛ mabara ira biara sɔ maturi aanyɔ ma. Minyɔ Ɣaa atɔ̃me siare wa matsɛrɛ i ɔkati iso masu manyi so iti gu nrɔɔ̃ si minyɔ kumɛgɔ i ma awu atsueti amɔ fiɛ akarã! 
MAT.23.6	Si makpere ma i ɔpɔrɔ̃ katukɔ̃ ne, masɛ maɖɔɛ kusɛkɔ̃ kɔlɛa. Masɛ maɖɔɛ masɛ i kusɛkɔ̃ sɛɛ gu kusɛkɔ̃ kɔlɛa i ma kusarɛkɔ̃ ana. 
MAT.23.7	Masɛ maɖɔɛ sɔ maturi si maya ma ku ibu i kuɣa ame si makpere ma ratedze.
MAT.23.8	“Madaakpere mi sɔ ratedze, alasɔ mi ɔɖuɖu ne, manyii miɖe fiɛ ratedze ɔwɛ̃ saã miba. 
MAT.23.9	Midaakpere kuwɛ̃ i karɔ̃ iso ngbe sɔ Tete alasɔ ɔse ɔwɛ̃ saã miba gɔ mpia i kato. 
MAT.23.10	Madaakpere mi sɔ Tɔ̃ɖedze alasɔ mi tɔ̃ɖedze ɔwɛ̃ saã gɔ miba nɖe Kristo. 
MAT.23.11	Ngɔ nto ɔbie iyere i mi ndɛ̃ si ɔkpese mi ɔɖabo 
MAT.23.12	Ɔbiara gɔ lokɔlɛ so kato ne, maabɔ wũ karɔ̃ fiɛ ɔbiara gɔ lobɔ so karɔ̃ ne, makɔlɛ wũ kato.
MAT.23.13	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Miɖɔɛ Ɣaa i anɔmi anɔmi ame kere! Misɛ misɛ̃ Ɣaa sigara kaɖekɔ̃ kayogodɔ̃ sɔ maturi si madaabo ku ɔwi gɔ i mi mɔmɔ ana ɔsɛ̃ sɔ miito mibo fiɛ misɛ̃ sɔ mma nto mabie sɔ maabo ana sɔ madaabo! 
MAT.23.14	Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Miɖɔɛ Ɣaa i anɔmi anɔmi ame kere! Alasɔ misɛ miɖe makpise mare amumu, fiɛ misɛ mikparama kayi dzoroo i iteso ame. Nwagbe ɔso ne, mi kutsue ikpadzɛ̃ to iamɔ!
MAT.23.15	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Miɖɔɛ Ɣaa i anɔmi anɔmi ame kere! Alasɔ misɛ miwara ɔpo misɛ nrɔ̃ agbãagbã iso misɛ miaɖi ɔturi ɔwɛ̃ mitã Ɣaa, ɣɛɛ si mibara ngbɔ miro ne, misɛ mibara wũ ngɔ lonyanyarĩ ɔɖo mi i itɔkpe ame ikɛlɛ ame!
MAT.23.16	“Ndzo miɖe mitã mi ma nto mikɔ maturi ɣɛɛ manɔbiɛdze miɖe! Misɛ mite sɔ, ‘Si ɔturi ɔtarĩgu Ɣaa isɔrɛyo ne, mmara iinyi wũ, ɣɛɛ si ɔtarĩgu sikã dzɛ nse i isɔrɛyo ne, ɔ̃ i mmara ɔnyi ne.’ 
MAT.23.17	Manɔbiɛdze dzimifɔ! Imele lonya iɖo? Sikã ɛɛbɛrɛ isɔrɛyo nɛ losekelera sikã? 
MAT.23.18	Misɛ mite ana sɔ, ‘Si ɔturi ɔtarĩgu isɔrɛkasege ga iso masɛ mafɛ̃ ara matã Ɣaa ne, mmara iinyi wũ, ɣɛɛ si ɔtarĩgu karatã ga nsia i isɔrɛkasege iso ɣɛɛ ne, mmara ɔnyi wũ.’ 
MAT.23.19	Anɔmi ɔbiɛ mi gbaã! Imele lonya iɖo? Karatã ɛɛbɛrɛ isɔrɛkasege ga losekelera karatã? 
MAT.23.20	Ne ɔso si ɔturi ɔtarĩgu isɔrɛkasege ne, ta ara wa nsia i isɔrɛkasege iso ɔɖuɖu iɖe ɔtarĩgu. 
MAT.23.21	Fiɛ si ɔturi ɔtarĩgu Ɣaa isɔrɛyo ne, ɔtarĩgu ta Ɣaa gɔ nsi i mmɔ. 
MAT.23.22	Fiɛ si ɔrere ɔtarĩgu Kato ne, ɔtarĩgu Ɣaa sigaraiyara gu ngɔ nsi iso.
MAT.23.23	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Mi ma nsɛ mibara ara sɔ si mibo maturi anɔ! Misɛ miɖi mi araɖea ika weova ta aposarɛbi, ibura sikɔma agbãagbã mitã Ɣaa. Ɣɛɛ misɛ̃ sɔ miibabara ara wa lonya aɖo i mmara ame wa nɖe nnyainyɔ, atɔ̃me iɣɛ i ɔri iso gu ɔnukuare ame. Ara wagbe ikote sɔ miasu mibua i nwa mimɔɛ̃ mito iso ne. Ɣɛɛ miibanyua kuiwɛ̃ misɛ. 
MAT.23.24	Matɔ̃ɖedze nɔbiɛdze! Misɛ mitua ɔnidzɔ gɔ lobo i mi ndã ame ɣɛɛ misɛ mimɛ kapuipɔngɔ!
MAT.23.25	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Mi ma nsɛ mibara ara sɔ si mibo maturi anɔ! Misɛ mifore mi akɔi gu arɔi kama, ɣɛɛ wã kame ɔyi ku ara wa miɖe maturi amumu mifɔ ku so ɔle. 
MAT.23.26	Farisise nɔbiɛdze, fore ikɔi ame tɔtɔ, iyɔ kama ka ito iare sekelee!
MAT.23.27	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Mi ma nsɛ mibara ara sɔ si mibo maturi anɔ! Mise lɛ maturi akpibiɔ wa matsue makua kukaakɔ, ɣɛɛ wã ame ɔyi ku makpise buria ku akui. 
MAT.23.28	Ngbɔ ame i maturi ɔɖuɖu anɔmi ame ne, mire maturi sɛɛ, ɣɛɛ mi ame ɔyi ku mila gu akpi.
MAT.23.29	“Ndzo miɖe mitã mi mmara matedze gu ma Farisise! Mi ma nsɛ mibara ara sɔ si mibo maturi anɔ! Misɛ mitsue akpibiɔ mitã Ɣaa kanyamaɖidze fiɛ misɛ miledza mma losɛ ngbã sɛɛ akpibiɔ kukaakɔ. 
MAT.23.30	Misɛ miɣɛ sɔ, ‘Si bo nsi ngbã ku bo mawa ɔwi ne, tee boiɖoe kanyamaɖidze mamɔ lɛ bo mawa awe.’ 
MAT.23.31	Ne ɔso mito misia ita sɔ mma loɖoe Ɣaa kanyamaɖidze mawa miɖe. 
MAT.23.32	Mikɛlɛ i katɔ̃ si mibara ara wa i mi mawa ɔsɛ karɔ̃ miwiri.
MAT.23.33	“Maturi lalaa! Mise lɛ maɣɛ gu ma mabi. Mifɔ miɖe sɔ miawo ɔtere i itɔkpe kutsue ikpadzɛ̃ nɛ nto iba kanya? 
MAT.23.34	Ne ɔso nto loɣere mi sɔ nto loasese mi kanyamaɖidze gu manɔgbadze gu mmara matedze. Mito miaɖoe mawɛ̃, mipɛ mawɛ̃ mimatãra i kudziri iso, mipɛ mawɛ̃ i mi kusarɛkɔ̃, mitere misa ma ita i ɔmagɛ̃ ɔwɛ̃ ame ikpa ɔmama ame. 
MAT.23.35	Ne ɔso ne, maturi sɛɛ ma ɔɖuɖu maɔɖoe ita i Abel bɔlɔlɔa iso isɛ iabo Zakaria gɔ nɖe Berakia ɔbi gɔ miɖoe i Ɣaa isɔrɛyo ku Isɔrɛkasege ndɛ̃ kutsue ikpadzɛ̃ to iaba mi iso. 
MAT.23.36	Nto losia ita lotã mi sɔ ituriɖoe nɛgbe ɔɖuɖu ne, ne kutsue ikpadzɛ̃ to iaba kiniɔgbe maturi iso!
MAT.23.37	“Yerusalem, Yerusalem, asɛ aɖoe kanyamaɖidze ma i Ɣaa sɛ ɔpia fɔ kɔrɛ, fiɛ asɛ apɛ Ɣaa maɖabo ma ɔsɛ ɔpia-ɔ ata. Loɔkpɛ̃ sɔ si losu nrɔɔ̃ lofu-ɔ lɛ kumɛgɔ i kɔkɔ ɔnyi sɛ ɔwarɛ abue ɔfu akɔkɔibi, ɣɛɛ asɛ̃ me. 
MAT.23.38	Ne ɔso fɔ Isɔrɛyo to iakpese iyoku. 
MAT.23.39	Ita i kiniɔ ne, aisibanya me gbɔgbɔɔgbɔ miaɣɛ sɔ, ‘Ɣaa kusɛkusɛ si kuwegu ngɔ nto ɔba i Bosate iyere ame.’ ”
MAT.24.1	Gɔ Yesu ɔbɔrɛ i Ɣaa isɔrɛyo ɔto ɔkɛlɛ ne, ɔ̃ marasuãdze ɔba maakarɛ wũ si ɔkarã inɔ i kumɛgɔ matsue ne ayo iso. 
MAT.24.2	Ne ɔɣere ma sɔ, “Minyɔ ara wagbe ɔɖuɖu kukaakɔ. Alasɔ gbaã nto loɣere mi sɔ mato maabiɛbiɛ wã ɔɖuɖu gɔ ita kuiwɛ̃ iibakuti isia i ne ɔlaa iso sɔ maibasisi mapɛyu.”
MAT.24.3	Gɔ Yesu ɔsɛ ɔ̃asɛ i Nnɔĩ Adziri Kube iso ne, ɔ̃ marasuãdze ɔba maakarɛ wũ pɔkɔsɔɔ sɔ, “Ɣere bo ɔwi gɔ i ara wagbe aaba, ɔwi gɔ aakpese aba gu nnɛ loate sɔ kawirikɔ̃ ɔɔɣo.”
MAT.24.4	Yesu ɔɣere ma sɔ, “Midzuɛ̃ so sɔ kuwɛ̃ iibasɔsɔla mi. 
MAT.24.5	Alasɔ maturi gbodzoo to maasu wũ iyere maba maaɣere mi sɔ, ‘Mme nɖe Kristo,’ fiɛ maasɔsɔla maturi gbodzoo. 
MAT.24.6	Mito mianɔ kakpã gu kakpã iso atɔ̃me i mi kɔrɛ gu kadzorokɔ̃ ɣɛɛ midaamararã so, ara wagbe igbã to aaba ɣɛɛ iite sɔ kawirikɔ̃ ɔɔɣo. 
MAT.24.7	Karɔ̃ kawɛ̃ iso maturi to maakpɛ̃gu karɔ̃ mama iso maturi, sigarakaɖekɔ̃ to siakpɛ̃gu sigarakaɖekɔ̃, kukã gu karɔ̃ iti to iaba i karɔ̃ agbãagbã iso. 
MAT.24.8	Nwagbe ɔɖuɖu se lɛ kuɣe iɖoɖo ibo ɖeakatɔ̃.
MAT.24.9	“Mato maamɔɛ̃ mi matã makpadzɛ̃ kutsue fiɛ maaɖoe mi. Nrɔ̃ ɔɖuɖu iso maturi to maatsiri mi ala wũ ɔso. 
MAT.24.10	Maturi gbodzoo to maasɛ̃ ma kafɔkaɖe ku ɔwi gɔmɔ ame fiɛ maaɖi ma malaa matã, matsiri so. 
MAT.24.11	Mila kanyamaɖidze gbodzoo to maabɔrɛ masɔsɔla maturi gbodzoo. 
MAT.24.12	Ara lalaa ibara to iakɔlɛ kato sɔ maturi gbodzoo iisibaɖɔɛ so. 
MAT.24.13	Ɣɛɛ mma loaya teteree isɛ iabo kawirikɔ̃ to maana iɖi. 
MAT.24.14	Mato maaɣɛ Sigarakaɖekɔ̃ iso Itɔ̃me Bielea nɛgbe i kayiiso ɔɖuɖu sɔ iaɖe ikparĩ itã nrɔ̃ ɔɖuɖu iso maturi, ne kama ne, kawirikɔ̃ aaba.
MAT.24.15	“Mito mianya Ɣaa itsirira ɔba iaya i kasekelekɔ̃, ngbegɔ iikote sɔ iaya lɛ kumɛgɔ i Ɣaa kanyaɖidze Daniel ɔɣɛ ɔsɛ. Ngɔ nto ɔka ɔko gɔgbe si ɔpia kubɛ sɔ ɔ̃anɔ karɔ̃.
MAT.24.16	“Ɔwi gɔmɔ ame ne, mma mpia i Yudea si matere makɛlɛ abe iso. 
MAT.24.17	Ngɔ nsia i ɔ̃ iyo isã si ɔdaaso ɔba iyo ame sɔ ɔto ɔba ɔ̃asu ɔ̃ ara. 
MAT.24.18	Ngɔ mpia i sia ana si ɔdaakɛlɛ ayo ame sɔ ɔ̃asu ɔ̃ awu. 
MAT.24.19	Ndzo miɖe mitã mayirise gu matalɛpo ma nto mabi ɣɛtɛ ku ɔwi gɔmɔ ame! 
MAT.24.20	Mitã Ɣaa iti sɔ ɔwi gɔ miatere iibaɖe ɔyu ɔwi ɣee iwarãyi iso. 
MAT.24.21	Alasɔ inyɛwe siare nɛ loaba ku ɔwi gɔmɔ ne, ne igbã iiba inya ita i kayi karɔ̃kasɛkɔ̃ iba iabo nɔme, fiɛ ne igbã iisibaba inya ana. 
MAT.24.22	Ɣɛɛ ne, Ɣaa ɔɔtu ayi wamɔ koko alasɔ si iiɖe ngbɔ ne, kuwɛ̃ iibana iɖi, ɣɛɛ Ɣaa maturi ma ɔɖi ɔsɛ so ɔso ne, ɔ̃abɛrɛkɛ i ayi wamɔ iso. 
MAT.24.23	Ne ɔso si ɔrere ɔba ɔ̃aɣere mi sɔ, ‘Nyɔ, ɔɔnya Kristo i ngbe,’ ɣee ɔrere ɔɣere mi sɔ, ‘Ɔpia i mmɔ’ ne, midaafɔ miɖe. 
MAT.24.24	Alasɔ mila ma Kristo gu kanyamaɖidze to maaba. Mato maabara awawãra siare gu ara wa loabara maturi ɣii sɔ si masu masɔsɔla ta mma nɖe Ɣaa maturi si maawo. 
MAT.24.25	Mikã me atsue! Alasɔ loɔɣere mi loɖegu katɔ̃ fiɛ ɔwi gɔmɔ aaɣo.
MAT.24.26	“Si maɣere mi sɔ, ‘Ɔpia i fafuĩ ame’ ne, midaakɛlɛ sɔ mianyɔ. Si maɣere mi sɔ, ‘Ɔwɛrɛ i iyo kame i ngbe’ ne, midaafɔ miɖe. 
MAT.24.27	Alasɔ mme, Ɔturi Awune Ɔbi ne, nto loaba lɛ kumɛgɔ i kado sɛ ɔma i kuɖokpo ɔbɔrɛ i kuɣɛ̃kabɔrɛkɔ̃ isɛ iabo kuɣɛ̃ iyo kabokɔ̃. 
MAT.24.28	Ngbegɔ i ira kpia se ne, mmɔ i akolomo sɛ asakanya ne.
MAT.24.29	“Si inyɛwe ɔwi gɔmɔ ɔfe ɔro kere ne, kuɣɛ̃ to kuagudu, ɔgbaworeti iisibafiɛ, awãmi to aakpakpase abɔrɛ i kato fiɛ kato sile to siati sibɔrɛ i sɛ̃ kawekɔ̃.
MAT.24.30	“Iyɔ Ɔturi Awune Ɔbi ikparĩ to iabɔrɛ i kato fiɛ kayiiso maturi aapɛ kaku kumɛgɔ manya wũ to ɔba i ɔle gu ifiɛ siare ame. 
MAT.24.31	Kadadã siare to kaare fiɛ ɔ̃apia ɔ̃ makpabo kayi akpakpai wã ana ɔɖuɖu sɔ masa ɔ̃ maturi ma ɔɖi ɔsɛ kanya ita i kayi iti nɛ isɛ iabo nnɛgbe.
MAT.24.32	“Mitã kuɖedziri si kute mi ara. Si kuɔtsɛ akpa ɣɛtɛ itsue fiɛ ka kuto kuɖi aɣata ɣɛtɛ ne, mitsue sɔ kado ɔwi ɔɔbore ɔbo. 
MAT.24.33	Ngbɔ ame si minya sɔ ara wagbe ɔɖuɖu ka ato aba ne, mitsue sɔ kawirikɔ̃ ka kaba kaasɛ karɔ̃. 
MAT.24.34	Mitsue sɔ ara wagbe ɔɖuɖu to aaba fiɛ maturi ma nsi ku kiniɔ aakpi maro. 
MAT.24.35	Kato gu karɔ̃ to kaafe, ɣɛɛ wũ atɔ̃me iibafe anya.
MAT.24.36	“Kuwɛ̃ iiɣe iyi ɣee ɔwi gɔ i nwagbe aaba. Ɣaa makpabo ma i kato, ɣee Ɔturi Awune Ɔbi kɔra iiɣe iɖo wũ Ɔse ɔnɔwɛ̃ nɣe. 
MAT.24.37	Ɔturi Awune Ɔbi iba to iase lɛ kumɛgɔ i Noa ɔwi ɔse awe. 
MAT.24.38	Si kado aaba ɔ̃apɛ ndu ayi minina kayiiso ɔɖuɖu ne, maturi ɔla maɔɖe ara maɔnɛ ndã, marɛrɛ̃ gu marɔ̃go to mayiri so gbɔgbɔɔgbɔ iyi nɛ i Noa ɔya ɔbo i ɔkolo ame. 
MAT.24.39	Ɣɛɛ maitsue nnɛ nto iba gbɔgbɔɔgbɔ ndu ɔyi miba miasore ma ɔɖuɖu miruigu. Ngbɔ ame i Ɔturi Awune Ɔbi ɔbawi ana aase ne. 
MAT.24.40	Ɔwi gɔmɔ ame ne, marɛrɛ̃ inyɔ to maaya i kakpɛkɔ̃, Ɣaa aasu ɔwɛ̃ ɔruigu ɔnyua ɔwɛ̃ ɔɣedza. 
MAT.24.41	Marɔ̃go inyɔ to maaya i kukɔtɛ katɔ̃ mala maɔkɔtɛ ara, Ɣaa to ɔ̃asu ɔwɛ̃ ɔruigu ɔnyua ɔwɛ̃ ɔsɛ.
MAT.24.42	“Ne ɔso midzuɛ̃ so alasɔ miiɣe iyi nɛ i Bosate aaba. 
MAT.24.43	Si iyosate ɣe iyi nɛ i yukukpe aaba ɔ̃ayu wũ ne, tee ɔ̃ibarɛ sirɛ, ɔ̃asɛ ɔdzuɛ̃ sɔ ɔ̃ibatã yukukpe ɔbiɛ ɔ̃ iyo ɔbo ɔyu ara. 
MAT.24.44	Ne ɔso mi wũ midzuɛ̃ so alasɔ Ɔturi Awune Ɔbi to ɔ̃aba ku ɔwi gɔ miito minyɔ wũ ɔri ame.
MAT.24.45	“Kiniɔ ne, nna nɖe ɔɖabo nukuarese gu nɔgbadze? Ɔ̃ nɖe ngɔ si makɔse ɔsu maɖabo tsɔra ɔpia i ɔ̃ kayirinɔ ne, ɔ̃atã ma aɖera i ɔwi sɛɛ iso. 
MAT.24.46	So aaɣɔ ɔɖabo gɔmɔ si makɔse ɔkpese ɔba ɔ̃anya sɔ ɔto ɔbara ngbɔ. 
MAT.24.47	Nto losia ita lotã mi sɔ makɔse to ɔ̃asu ɔ̃ karana ɔɖuɖu ɔpia wũ i nrɔɔ̃ ame sɔ ɔnyɔ iso. 
MAT.24.48	Ɣɛɛ si ɔɖabo lalaa ɔɖe ne, ɔto ɔ̃aɣere so sɔ, ‘Bokɔse to ɔ̃ana ɔpã fiɛ ɔ̃aba!’ 
MAT.24.49	Ne ɔso ɔto ɔ̃atsɛ ɔ̃ maɖabo laa ipɛ, itsɛ aɖera iɖe, inɛ ndã ku matarɛ̃dze. 
MAT.24.50	Ɔ̃ ɔkɔse to ɔ̃aba ku iyi nɛ ɔ̃ito ɔnyɔ wũ ɔri ku ɔwi gɔ ɔ̃iɣe. 
MAT.24.51	Makɔse to ɔ̃akpadzɛ̃ wũ kutsue gbaã fiɛ ɔ̃ inyɛwe to iakotegu mma nsɛ mabie sɔ mabo maturi anɔ ɔkpɛ i ngbegɔ i kaku gu inyɛwe pia!
MAT.25.1	“I ɔwi gɔmɔ ame ne, Ɣaa sigarakaɖekɔ̃ aase lɛ ngbe. Ɔwi ɔwɛ̃ ame ne, mabitɛ iweo mawɛ̃ ɔsu ma sikaniɛ sɔ maasarɛgu ɔrɛrɛ̃ ɔwɛ̃ gɔ nto ɔkɔ ɔrɔ̃go. 
MAT.25.2	Mabitɛ iweo magbe ame ne, iru ɖe madzimifɔ fiɛ iru ana ɖe manɔgbadze. 
MAT.25.3	Madzimifɔ ɔsu ma sikaniɛ, ɣɛɛ maisu nnɔĩ mabua i sikaniɛ iso. 
MAT.25.4	Manɔgbadze ɣɛɛ ne, mato nnɔĩ i abui ame mabua i mmɛ mpia i ɔkaniɛ ame iso. 
MAT.25.5	Gɔ ɔrɔ̃go kɔdze ɔgbikama ku iba ɔso ne, mabitɛ ɔtsɛ sirɛ itua kere ne marɛ sirɛ ne.
MAT.25.6	“Lɛ kasɛ̃ ndɛ̃ ne, kulu ɔsia sɔ, ‘Ɔrɔ̃go kɔdze ɔɔba ɔ̃abo ne miba miasarɛgu wũ!’
MAT.25.7	“Mabitɛ iweo ɔɖuɖu ɔta, ne mayara ma sikaniɛ ne. 
MAT.25.8	Ne madzimifɔ to maɣere manɔgbadze sɔ, ‘Mitã bo mi nnɔĩ kɛkɛĩ alasɔ bo sikaniɛ ka sinyi.’
MAT.25.9	“Ne manɔgbadze ɔɣere ma sɔ, ‘Ooɣo! Bo nnɔĩ iibaɣo bo gu mi inyɔ ne mikɛlɛ mma nto marɔdɛ̃ kɔrɛ miaɣa.’
MAT.25.10	“Ku marui kere ne, ɔrɔ̃go kɔdze ɔba ɔ̃abo. Mabitɛ iru ma nɣɛ masia wũ ɔsiai wũ makɛlɛ ɔrɔ̃go kakɔkɔ̃ kere ne masɛ̃ kayogodɔ̃ ne.
MAT.25.11	“Ne kama ne, mabitɛ dzimifɔ iru mamɔ ɔba maabo, ne makpere sɔ, ‘Tete! Tete! Sese bo!’
MAT.25.12	“Ne ɔrɔ̃go kɔdze ɔtã ma mmuai sɔ, ‘Ooɣo! Loiɣe mi!’ ”
MAT.25.13	Ne Yesu ɔwirigu ma igbã sɔ, “Ne ɔso midzuɛ̃ so alasɔ miiɣe iyi ɣee ɔwi gɔ ame loaba.
MAT.25.14	“Ɔwi gɔmɔ ame ne, Ɣaa sigarakaɖekɔ̃ aase lɛ ngbe. Ɔwi ɔwɛ̃ ame ne, ɔrɛrɛ̃ ɔwɛ̃ to ɔkɛlɛ ɔri dzoroa, ne ɔso ɔkpere ɔ̃ maɖabo ɔsu ɔ̃ karana ɔpia ma i nrɔɔ̃ ame. 
MAT.25.15	Ɔtã ma ɔbiara i ma ɔle kanya. Ɔwɛ̃ ne, ɔtã wũ sikã sikoto iru, ɔwɛ̃ ana ikoto inyɔ fiɛ ɔwɛ̃ ana ɔkoto ɔwɛ̃ fiɛ ɔrui ɔkɛlɛ ɔri. 
MAT.25.16	Ɔɖabo gɔ lofɔ ikoto iru ɔkɛlɛ ɔsɛ ɔ̃afinikira nrɔɔ̃ i ɔ̃ sikã iso ɔna ikoto iru mama ɔsia i iso. 
MAT.25.17	Ngbɔ ame ngɔ lofɔ ikoto inyɔ ana ɔsɛ ɔ̃ana ikoto inyɔ ɔbua ne. 
MAT.25.18	Ɣɛɛ ɔɖabo gɔ lofɔ ɔkoto ɔwɛ̃ ne, ɔkɛlɛ ɔsɛ ɔ̃akuri iwo ɔsu makɔse sikã ɔkɔla.
MAT.25.19	“Ayi gbodzoo kama ne, makɔse ɔba sɔ si ɔba ɔ̃akigu ma i siko ame ɔnyɔ nnɛ maɔna masia. 
MAT.25.20	Ɔɖabo gɔ lofɔ sikã ikoto iru ɔsu sikoto iru nɛ ɔna ɔsia i iso ɔbɔ. Ɔɣere makɔse sɔ, ‘Tete, sikã ikoto iru atã me ɣɛɛ loɔna ikoto iru mama lobua iso.’
MAT.25.21	“Makɔse ɔɣere wũ sɔ, ‘Ɖafe, ɔɖabo sɛɛ gu nukuarese aɖe! Gɔ aɖe ɔnukuare i ara kosoi ame ɔso ne, loasu ara siare lopia i fɔ nrɔɔ̃ ame. Ba nagu me isoɣɔ!’
MAT.25.22	“Ɔɖabo gɔ matã sikã ikoto inyɔ ana ɔba ɔ̃abo, ne ɔɣɛ sɔ, ‘Tete, sikã ikoto inyɔ iɖe atã me, ɣɛɛ ne, nyɔ, loɔna ikoto inyɔ losia i iso.’
MAT.25.23	“Makɔse ɔɣere wũ sɔ, ‘Ɖafe, ɔɖabo sɛɛ gu nukuarese aɖe. Kumɛgɔ aɖe ɔnukuare i ara kosoi ame ɔso ne, loasu ara siare lopia-ɔ i nrɔɔ̃ ame. Ba nagu me isoɣɔ!’
MAT.25.24	“Ne ɔɖabo gɔ matã sikã ɔkoto ɔwɛ̃ ana ɔba ɔ̃abo ne. Ɔɣɛ sɔ, ‘Tete, loɣe sɔ ɔturi gɔ itɔ̃me mba ɔle aɖe. Asɛ asu aɖera i ngbegɔ aikpɛ̃, fiɛ asɛ asa ɔraɖui kanya i ngbegɔ aisa ɔraɖui. 
MAT.25.25	Ne ɔso gɔ loto lonigã-ɔ ɔso ne, lokuri karɔ̃ losu fɔ sikã lobiara. Nya fɔ sikã i ngbe!’
MAT.25.26	“Ne makɔse ɔfɔ kanya sɔ, ‘Ɔɖabo lalaa gu dãdze aɖe. Aɣe sɔ nsɛ losu aɖera i ngbegɔ loikpɛ̃ fiɛ nsɛ losa ɔraɖui kanya i ngbegɔ loisa ɔraɖui? 
MAT.25.27	Iyɔ be ɔso fiɛ aisu wũ sikã asɛ aasɛ i sikã kakɔlakɔ̃ sɔ si loba ne, loasɛ loafɔ sɛ̃ ku kusia?’
MAT.25.28	“Ne ɔ̃ ɔkɔse ɔɣɛ sɔ, ‘Mimɔɛ̃ sikã mifɔ i ɔ̃ kɔrɛ misu mitã ngɔ mba ikoto iweo.’ 
MAT.25.29	Alasɔ ɔbiara gɔ mba ira ne, maatã wũ mabua ɔna isi gbodzoo, ɣɛɛ ngɔ nna kuira ne, kɛkɛĩ gɔ ame ɔba ne, maamɔɛ̃ mafɔ wũ iso. 
MAT.25.30	Ɔɖabo gɔ nna kusia kukuwɛ̃ i ngbe ɣɛɛ ne, mifuĩdza wũ mipia i idududu ame ngbegɔ i kaku gu arɔĩ iɖo ikpa pia.
MAT.25.31	“Ɔwi gɔ i Ɔturi Awune Ɔbi aaba lɛ igara gu ɔ̃ makpabo ne, ɔto ɔ̃asɛ i ɔ̃ sigaraiyara iso. 
MAT.25.32	Fiɛ kayiiso maturi ɔɖuɖu aaya i ɔ̃ katɔ̃. Mmɔ ɔ̃aɣɛ ma ame lɛ kumɛgɔ i ngɔ nto ɔɣedza masɛrɛ sɛ ɔɣɛ kutepuĩ gu masɛrɛrerɔ̃ ame ne. 
MAT.25.33	Ɔto ɔ̃atã maturi bɔlɔlɔa ɔya i ɔ̃ kuɖearɔ̃ iso fiɛ malalaa ana aaya i ɔ̃ kubena iso.
MAT.25.34	“Ne igara aaɣere mma nɣɛ wũ i kuɖearɔ̃ iso sɔ, ‘Miba, mi ma i Tete ɔtã isobuɛ, miba miabo i sigarakaɖekɔ̃ ga maledza masɛ mi ta kayi karɔ̃kasɛkɔ̃ ame. 
MAT.25.35	Alasɔ kukã ɔkpɛ̃ me, mitã me aɖera, ɔme ɔkore me, mitã me ndu lonɛ, loɖe ɔfɔ lobo mi, mifɔ me. 
MAT.25.36	Minya me losɛ isɔ̃, mitã me arapia, gɔ lonyɛ ne, minyɔ me iso fiɛ gɔ mamɔɛ̃ me marara i iyo ne, miba minyɔ me.’
MAT.25.37	“Mmɔ i maturi bɔlɔlɔa aakarɛ wũ sɔ, ‘Bosate, ku mme ɔwi bonya-ɔ sɔ kukã to-ɔ botã-ɔ aɖera ɣee ɔme ɔkore-ɔ botã-ɔ ndu? 
MAT.25.38	Ku mme ɔwi bonya-ɔ aɖe ɔfɔ aba bo kɔrɛ fiɛ bofɔ-ɔ ɣee asɛ isɔ̃ botã-ɔ arapia? 
MAT.25.39	Ku mme ɔwi bonɔ sɔ ato anyɛ boba boaya-ɔ ɣee mamɔɛ̃-ɔ marara i iyo boba boaya-ɔ?’
MAT.25.40	“Mmɔ i igara aatã ma mmuai sɔ, ‘Ira biara nɛ miabara mitã manyii ma loire kuira i ngbe ne, mme mibara mitã.’
MAT.25.41	“Ne ka ɔ̃aɣere mma i ɔ̃ kubena iso sɔ, ‘Mirui me i kɔrɛ mi ma i Ɣaa ɔgbarĩ. Mikɛlɛ itɔkpe nɛ mapia masɛ Ɔbosam gu ɔ̃ makpabo fiɛ iisɛ inyi ame! 
MAT.25.42	Alasɔ kukã ɔkpɛ̃ me, miitã me aɖera, ɔme ɔkore me, miitã me ndu. 
