MAT.1.1	Arepa Abraham Chha, ngale Devit Chha, Jisu Krista te awa heh nginkong.
MAT.19.25	Chenthu dijunte hehma erengin pa chohtatko, thin bârit rewakwah, ngale thinma chhienwah, “Eroh medang ako henkho tâpemin a?”
MAT.19.26	Jisu ma thinnâng thongthong sûkat lahma ngatwah, “Arepa mihnyan ma chenthumin letamin, rohkomin Joban rãngma chenjo letathin aho.”
MAT.19.27	Erediko Piter ma loatjab lahma ngatwah, “Sûtan” “nima chentôpa thînphethien lihma nang dijun eki. Phumma nima chenni chohmin a?”
MAT.19.28	Jisu ma thinnâng ngatwah, “Ngama nenâng nginlinlin thôkoh eka, chenthu roannyan pa mehong tahko, Mihnyan Chhapa ate tôngthin phiakko etonga, ngale ngadijunte nekhu echhi wanii pa, ngademko johtong letma echhi jatnii Isrial mihnyan heh pênmin. 
MAT.19.29	Ngale henhenma ngarãngma ate hum ahah, pho nya, nyong awa, chhuchha, ngale pitthin jolem heh thînphe eka, erehehma châthe nomemin depjah engakchoh a, ngale roantang roanjêng roandôngmin echohwak a. 
MAT.19.30	Rohkomin, athângheh ajahthem khekho dangeka heh khedinâng elit danga, ngale athângheh ajahthem khedi dangeka heh khekho elit danga.
MAT.20.1	“Rangkhethung Hahsông pa arerãngrãng. Rekthenâng rangkhah rangkhoma wathe mihnyan ate angurthong moatrãng dekbi bite lemchhoan eka. 
MAT.20.2	Atema dekbi thãpa jengre wah rãngrãngjô jâtheko phathe ngunpha koh a ngama thômîn lahma ate angurthong moatrãng chienkat eka. 
MAT.20.3	Ngale eredikomin atema wan ekhu sanpoatko bôjatnâng wientheka lahma khuthe mihnyan chenjô lemo thangma phoangchep lahma chohkhe wah, 
MAT.20.4	Phumma atema thinnâng ngatwah, ‘nemin nga angurthong ko kaletma moka en, ngama dekbi thãpa senthem themjô koh a.’ 
MAT.20.5	Ephumma thin katwakwah. Eredikomin echhi wannii sanpoat ngale wanrem sanpoat komin erohjô thômîn lahma chienkatwah. 
MAT.20.6	Wanbangâ sanpoat komin bôjat nâng kalahma mihnyan khuthe chenjô lemo phoangchep lahma khekatwah. Phumma atema thinnâng thôngphâ wah, ‘nekhu aretheko ngihliangma chenjô lemo chenrãngma mahtong eken a?’ 
MAT.20.7	Thinma dânthâng wah. ‘Henmemin ni dekbi birãng sietmahhi,’ ephumma atema thinnâng ngatwah. ‘Roh medang ako, nemin nga angurthong ko kaletma moka en,’
MAT.20.8	“Phumma chenthu sanhêmthah hokko, tângtewa pumma dekbi bite heh sokrãng thieneka mihnyan ko ngatwah, ‘Dekbi bite heh roolohma thinnâng dekbi thãpa koh o, khedithôan wah chepte hehnâng bengkoh lohma khema thôanwah chepte hehnâng khedi koh o.’ 
MAT.20.9	Wanbangâ sanpoatko dekbi birãng chepte hehnângmin phatherujô kohwah. 
MAT.20.10	Ephumma dekbi birãng khekhothôan chepte mihnyan heh nângkoh sanpoat hokko, nima ajah echoh e ngama thinma thonghunwah; rohkomin thinnângmin dekbi thãpa phatherujô kohwah. 
MAT.20.11	Thinma ngun thalahma thinnâng dekbi bithukte demko chhiakmîn wah. 
MAT.20.12	Thinma ngatwah, ‘Are khedithôan wah chepte mihnyan hehma koantathe loloba mowaktah,’ ‘phumma nia ngihliang sanko sahrii lihma moatwah-phumma nangma ninâng chentô kohehia eretôjô thinnângmin koh eko!’ 
MAT.20.13	Tângte pumma thinkhuwah wathe nâng dânthâng wah, ‘Lemruchha, tattan,’ ‘Ngama nenâng diapchhahmah. Nangma ngihtheko phathenâng mo ang ngama nyoaktoh. 
MAT.20.14	Nang dekbi thãpa thalohma humnâng wãngo. Ngama nangnâng chentô koh ekia eretôjô are khedithôan chepte komin kohhun ekang. 
MAT.20.15	Ngadede ngunpa ngama chenroh kohhun ekanga eroh leta kohminne? roh akole nga chhahme dâng phumma nema phetwân eha?’”
MAT.20.16	Ngale Jisu ma jekthôwah, “Erohwah henhen khedinâng dangeka, ereheh khema nâng edangwak a, ngale henhen khema nâng dangeka, ereheh khedinâng edangwak a.”
MAT.20.17	Jisu Jeroselem nâng wângthuko, atema echhi wanii ate dijunte heh khhesiet chhoan lahma thinlolo nâng khoam nungnungko thôkoh wah. 
MAT.20.18	Atema thinnâng ngatwah, “Tattan en, nãnga jeroselem nâng wãngeki, enâng Mihnyan Chhapa soam aroakte adong, ngale Niemarang hethôte hehnâng elo thuk a. Ngale thinma hôanjôan lahma ritphe erea 
MAT.20.19	ngale erediko Jews ledangjat heh deknâng ekoh a, phumma thinma atenâng jôjêm, buh awat, ngale bãngphakko etek a; rohkomin, jârem diko ate ngakhîn erea.”
MAT.20.20	Erediko Zibidi tangnyu ate chha dela wanii pa sietlahma Jisu mathahko khupjup lahma chenni akomin mammo mêngkohhang ngama roatsep wah.
MAT.20.21	Jisu ma atenâng ngatwah, “nangma chenni hun ekoa?” Dihiaknyu ma dânthâng wah, “Nang Lowang medang tohko, are ngachha wanii pa nang dekhit wathe ngale dekchah wathe tongthuk ang ngama toam mamsem o.”
MAT.20.22	Jisu ma ere dihiaknyu chha waniiko dânthâng wah, “Nema chenni thaeken a erepa jetmet” “Ngama chêmchei chohmin pa nema tatha ena?”
MAT.20.22	Thinma “Nima tathae” ngama danthângwah. 
MAT.20.23	Jisu ma thinnâng thôkoh wah, “Ngama chohmin chêmchei pa linlin nechhe memin etatha en”, “Rohkomin nga dekchahko hentôngmin a, ngale dekhitko hentôngmin a arepa rênrãng nganâng chaan aho. Erethepa nga Wa Joban ma henrãng khoakhem koheka ereheh rãngba.”
MAT.20.24	Chenthu ahan waechhi dijunte hehma erengin pa leptat phumma, ere pho anaa wanii demko rinkhah wah. 
MAT.20.25	Ephumma Jisu ma phangtang roamroo lahma thinnâng ngatwah, “nemajet Jews ledangjat mihnyan heh khoko thin pênte heh leng achaanrii lahma pên eka, ngale thin lemsente khhepho phannang heh thinkhoko leng achaanrii wakeka. 
MAT.20.26	Phumma arerãngrãng pa nekhu tungnâng nekdangen. Nekhuwah henkomin adongdâng mehun enko, atea anga ngarãngma haa rãngrãng chendanga; 
MAT.20.27	ngale nekhuwah hen komin wathe khekhodâng mehun enko, atea nekhu haa dângmin- 
MAT.20.28	Mihnyan Chha pemin mihnyan hehma atenâng khoakhêm rãng katwah dangmah, atema mihnâng khoakhêm rãng ngale ate roandông pa kohlahma ajahthem mihnyan heh pêsietrãng katwah.”
MAT.20.29	Jisu le ate dijunte heh Jeriko hahwah loatchhoan poatko, loangchhang dong thin diko junkhôam wah. 
MAT.20.30	Lemkah kowah tôngte mitdoak wanii pumma Jisu thinkê pumma dânkhôam pa tat lahma rakwah, “Devit Chha! ninâng mammînchen hi!”
MAT.20.31	Loangchhang pumma thinnâng ritnga lahma kihchepchep tongen ngatwah. Phumma mitdoak wannii pumma, “Devit Chha! ninâng mammînchen hi!” ngama jêngchaan chaanrak rakwakwah.
MAT.20.32	Jisu ma tahchep lahma thinnâng roolahma chhienwah, “Ngama nerãng chenni moatkoh hun eken a?” 
MAT.20.33	Thinma dânthâng wah, “Teso, nimit sensiet kohhi!”
MAT.20.34	Jisu ma thinnâng mînchen lahma thin mitko sahloat kohwah; ephumma lemlienma jienkhe wakwah, ngale Jisu didiko junkhôam wakwah.
MAT.21.1	Jisu le ate dijunte heh Jeroselem nâng hunemnem dângko, Oliv hahho wah Batphas theko hokwah. Erethe kowah Jisu ma ate dijunte wanii pa thinmako chienwên lâwah 
MAT.21.2	Atema thinnâng aroh thôkoh wah, “Ne mawah hahdaangko wãngen, eko nema Gado thiet lahma echohkhe en, ngale ate chha pemin ate kêko edanga. Erepa jânletma ngatânâng sietkat kohha. 
MAT.21.3	Ngale henma komin chenjô mechhien hen komin, ‘Teso ma lemeka’; ngama thôkoh en, phumma atema lemlienma echhien katra.”
MAT.21.4	Arepa mõng ma jabtah nginpa chûrãng dângwah:
MAT.21.5	“Zion chha hehnâng thôkoh en,
MAT.21.5	sû en, ne Lowang pa netânâng hûera!
MAT.21.5	atea numnene ngale Gado khohko chhang eka
MAT.21.5	Ngale Gado chha khohko chhang eka.”
MAT.21.6	Ephumma dijunte heh chhoan lahma Jisu ma chenroh thôkotah a eroh moatwah: 
MAT.21.7	Thinma Gado le ate chhanii sietkat wah, erediko thinma khet akhu heh Gado khohko kêmwên wakwah, ngale Gado khohko Jisu chhangwah. 
MAT.21.8	Jahmõang mihnyan hehma thin khet akhu heh lemko kêm rewakwah, ngale khaka hehma bãngphak doaklahma lemko kêmwakwah. 
MAT.21.9	Jisu diama wah khôamte mihnyan hehma, rakwah “Devit Chha nâng rôe! Teso mînko hokteko Joban ma rangkoh eka! Joban nângrôe!”
MAT.21.10	Chenthu Jisu Jeroselem nâng nyuphok phumma, hahdaang phangtang hahjam tijam dangwah. Mihnyan hehma, “Atea hen a?” ngama thôngphâ wah.
MAT.21.11	Loangchhang pumma, “Arepa Galilijaa wah Nazarat hah wah mõng Jisu” ngama dânthâng wah.
MAT.21.12	Jisu ma Rangsoamhum khenko wãng lahma phinsâng thãsengte heh phangma junloat wah. Ngale atema ngun litmînte khoangheh dâthin phekoh rewah, erediko phariwo sângte tôngthin heh rephekoh rewah, 
MAT.21.13	ngale thinnâng ngatwah, “Joban nyapraang nâng Joban ma aroh jablahma raangeka, ‘Nga Hum pa Rangsoamhum ngama ngatmin.’ Phumma nekhuma arepa huh aliak heh huhtôngthin therãng hôan eken!”
MAT.21.14	Mitdoak dakò heh ate tâko rangsoamhum ko hokwakwah, phumma atema ereheh sênsietwah. 
MAT.21.15	Soam aroakte adong ngale Niemarang hethôte hehma chenthu Jisu ma patritli moatlem moat kheko, ngale leta lechhih hehma Rangsoamhum khenko, “Devit Chha nâng rô lahma rak tatphumma!” thin rinkhah wah 
MAT.21.16	Ephumma thinma Jisu nâng ngatwah, “Thinma chenni ngaeka erepa nangma tat ekole?”
MAT.21.16	Jisu ma “Tat ekang” ngama dânthâng wah, ngale atema thinnâng ngatwah, “Nema are Joban nyapraang pa mathat weihne? ‘nangma leta lechhih ngale naajengchha hehnâng Joban nâng chenroh senthemthem jienrômin a arepa hethô wakeko ngama raang ekapa.’ ”
MAT.21.17	Jisu ma thin phethien lahma Bathani hahnâng katwah, ngale ere rangpenko ate enâng jêmwah.
MAT.21.18	Eredijâko ate rangkhah rangkhoma hahdaang nâng ngakwângko, lemnâng rêmritwah. 
MAT.21.19	Tema lemkahko phukbãng khelahma phukri lêmsokrãng katwah, phumma phukri lechoh thangma adek lolo tônglâwah. Ephumma atema bãngko “nangma chenthumin penri leri tumin!” ngama ngatwah, ephumma lemlienma phukbãngpa choakjâwah.
MAT.21.20	Dijunte hehma arepa khelahma patrit rewah. Thinma thôngphâ wah, “Phukbãngpa lemlienma chenroh jienchoak jâeka?”
MAT.21.21	Jisu ma dânthâng wah, “Ngama nenâng nginlinlin thôkoh eka, nememin meputedâlem enko, ngama are phukbãngpa chenroh jienchoaksiet ekanga ererãngrãng nememin tamo en. Atô lolo ledang, nema are hahkong komin, ‘josi ko rutjâkao’ ngama tanga en, eko hahkõngpa erutjâka a. 
MAT.21.22	Nema meputedâlem enko, rangsoam letma chenni thaeken a arepa echoh en.”
MAT.21.23	Jisu Rangsoamhum nâng ngakhû lahma atema hethô thuko, soam roakte adong ngale khhepho phannang heh hûlahma atenâng thôngphâ wah, “Nangma areheh chenni chaan junma tamo ekoa? are chaanpa henma koh ehoa?”
MAT.21.24	Jisu ma dânthâng wah, “Ngama nenâng ngin khapthe chhien a, phumma nema nganâng mejien dânthang hako, ngama areheh chenni chaan junko tamo ekanga ereheh nenâng thôkoh a. 
MAT.21.25	Jon ma baptijem kohrãng henwah chaan chohwah a: Joban wah chohwah ale, mihnyan wah chohwah a?”
MAT.21.25	Ephumma thindede tungko chhiakmîn wah, “nãngma chenroh dânthangea? Nãngma, ‘Joban wah,’ ngama medânthang eko, atema nãngnâng, ‘eroh medang ako Jon nâng chenrãngma putedâlem met a ngama engahi?’ 
MAT.21.26	Ngale nãngma, ‘mihnyan wah menga eko,’ nãngdemnâng are mihnyan heh rin ekhahwak a, chenrãngma ngako, are mihnyan hehma Jon nâng mõng ngama thonghun eka.” 
MAT.21.27	Ephumma, thinma Jisu nâng, “Nima jetmih” ngama dânthâng wah.
MAT.21.27	Ngale atema thinnâng ngatwah, “Eroh medang ako ngamemin chenni chaanma moekãnga erepa nenângmin thôkomah.
MAT.21.28	“Nema chenroh thonghun eken a? rekthenâng mihnyan wathenãng chhepho wanii dângwah. Atema khhepho chha tâko kalahma ngatwah, ‘echha thejâ nangma angurthong mokao.’ 
MAT.21.29	Phumma ate chha pumma, ‘nga moatkat hunmek’ ngama dânthâng wah, rohkomin khediko hungngaklit lahma atema moatkatwah. 
MAT.21.30	Erediko wapa naadiwa tâko kalahma erohjô ngatkatwah. Phumma naadiwa pumma ‘moka ang’ ngama dânthang lahma mokaho. 
MAT.21.31	Are chhepho wanii kowah henma thinwa ngin kepeka?”
MAT.21.31	“Khhepho chha pumma,” ngama thinma dânthâng wah.
MAT.21.31	Ephumma Jisu ma thinnâng ngatwah. “Ngama nenâng thôkoh eka: thãkho thâte ngale phoangseng chhahte dihiak heh nemako Joban Hahsông thenâng wãngwak eka.” 
MAT.21.32	Chenrãngma ngako Jon baptisma nenâng toangtangko sôngtông rãngma hethô ehèn, phumma nema atenâng putedâlem met; rohkomin thãkho thâte ngale phoangsâng chhahte dihiak hehma putedâlem eka. Nema ereheh kheletma jômin khediko nehung litletma atenâng putedâlem met.
MAT.21.33	Jisu ma ngatwah. “Nginthakthô ahânmin jetat tan en,” “Rekthenâng pit tângte wathema ate pitko angur khiet lahma dângwah, angurthong pa panma tûmhoan rewah, ngale angurti koakthin koan thienrãng hahken thu rewah, erediko angurthong bemte tôngrãng humchoangpa hoan rewah. Erediko tângte pumma mih khuthe nâng aroamrãng mothukthien lahma atea hahtaang nâng chhoanwah.” 
MAT.21.34	Chenthu angur chum lahma khôanpûn rangkuh hokphumma, tângte pumma aroamrãng mothuk thientah heh tâko ate thiak thârãng ate haaheh chienkat wah. 
MAT.21.35	Aroamrãng motah mihnyan hehma tângtewa haaheh lolahma watheko buh awat, wathepa ritphe, ngale wathepa longma ritpet rewah. 
MAT.21.36	Eredikomin tângte pumma ate haa ahan heh khema wah noma ajah ngakchien katwah, phumma aroamrãng motah mihnyan hehma khema wah rãngrãngjô hôanjôan wah. 
MAT.21.37	Khedithôanko tângte pumma ate chhapa chienkatwah, atema, ‘Ngachha ran echei wakthem a’ ngama thonghunwah. 
MAT.21.38	Phumma ate chhapa khelahma erekowah moatte heh thindede tungko thômîn wah, ‘Tângte chhapa lâkatha, chepen, nãngma ate chhapa ritphe lihma are angurthongpa nãngrãng kep e!’ 
MAT.21.39	Ephumma thinma lolahma, angurthong panlien nâng phekat lahma, ritphewah.
MAT.21.40	Jisu ma thinnâng chhienwah. “Phumma, angurthong tângte wapa mehû theko, atema aroamrãng mothuktah mihnyan hehnâng chenni rêmin a?”
MAT.21.41	Thinma dânthâng wah, “Ere mihnyan chhih heh atema ritphe erea”, “ngale angurthong pa angur chum sanpoatko atenâng senthemthem kohte mihnyan hânnâng aroamrãng engak mothuk a.”
MAT.21.42	Jisu ma thinnâng ngatwah, “Joban nyapraang nâng chenroh raangeka arepa nema mathat chohweihne?
MAT.21.42	‘Humhôante ma achhih ngama petphe eka longpa chentô noma alemthôan longrãng dangeka;
MAT.21.42	Arepa Teso ma moeka;
MAT.21.42	Phumma arepa chentô nyoaksok lisên moeka!’
MAT.21.43	Jisu ma ngatwah, “Ngama nenâng thôkoh eka,” “Joban Hahsông pa newah toanchhoan lahma kaamsen moatte hehnâng ekoh a.” 
MAT.21.45	Jisu ma nginthakthô thôkoh ekapa soam aroakte adong ngale Farasi hehma tatlahma thinma ninâng ngaehi ngama jetwah, 
MAT.21.46	Ephumma thinma Jisu loatkhhek rãng phungwah. Rohkomin Jisu pa mõng ngama thônghunte loangchhang heh ran thin chei rewah.
MAT.22.1	Jisu ma nginthakthô wienkep lahmejô mihnyan heh demnâng jabmînwah. 
MAT.22.2	“Rangkhethung Hahsông pa arerãngrãng. Rekthenâng lowang wathema ate chharãng nemnyansiet kuhhôan khoakhêm wah. 
MAT.22.3	Lowang pumma nemnyansiet thinnâng hokrãng bisuntah mihnyan heh roorãng ate haaheh chienchhoan wah, phumma ere mihnyan heh ahok hunwak ho. 
MAT.22.4	Phumma Lowang pumma ate haa ahan hehnâng nginthôko lahma chienchhoan wah: Atema aroh thôkoh en ngama ngatwah, ‘Ngama phhekchhah heh lâta khoakhemtek, ngama leepongdong pemin lâjoattek, ngale chentôpa phangtang lâta khoakhemtek. Nemnyansiet kuhhôan thinko phhekchhah rãng hûren!’ 
MAT.22.5	Rohkomin bitangtah mihnyan hehma nâletha thangma mâmâ moatlem nâng choanwak wah: wathepa ate pitnâng katwah, ahan wathepa ate duken nâng katwah, 
MAT.22.6	Ahan hehma bisun hokte haaheh lolahma buh awat relahma ritphewah. 
MAT.22.7	Phumma Lowang pa nyahrãng rinkhah wah; ngale ate haa ritphete mihnyan heh ritphe letma thin hahdaang pa wenma rokphe en ngama ate sipâhi heh chienchhoan wah. 
MAT.22.8	Erediko Lowang pumma ate haa ahan heh khôanroo lahma thinnâng ngatwah, ‘Ngama phhekchhah heh lâta khoakhemtek, rohkomin ngama bisuntek mihnyan hehma arepa chhahrãng punwakmah. 
MAT.22.9	Erohwah noknyu lemdongnâng chhoan letma nema chentô mihnyan chohmîn eken a ereheh phangtang roohuren.’ 
MAT.22.10	Ephumma haaheh chhoan lahma thinma noknyu lemdongnâng chentô chohmîn eka ereheh phangtang chhih asen mihnyan khoakthe siethok wah; ephumma nemnyansiet kuhhôan humpa mihnyan ma mênchong dângwah.
MAT.22.11	“Lowang pumma humkhen nâng wãng lahma mihnyan khôanhutah hehnâng sokwângko nemnyansiet kuhhôankhet lekep thangma hûlahma chohkhe wah. 
MAT.22.12	Phumma Lowang pumma atenâng ngatwah, ‘lemruchha, nemnyansiet kuhhôankhet lekep thangma chenroh jienhu eroa?’ ngama thôngphâ wah. Phumma ere mihnyan pumma chenmin dânthangmah. 
MAT.22.13	Erediko lowang pumma ate haaheh nâng ngatwah, ‘Ate dek ada heh khhek letma rangsâ wah rangnyek khenko petphekat en. Ereko ate pâchupkek lahma seplahma chentonga.’ ”
MAT.22.14	Jisu ma aroh jekthô wah, “Aroo pa ajah rooeka, rohkomin arenpa amãnchha ren eka.”
MAT.22.15	Farasi heh chhoan lahma Jisu atedede jabkhab junko bukrit thukrãng buthi hôanwah. 
MAT.22.16	Erediko Farasi hehma thin dijunte ngale Hirot mihnyan hehwah khuthe Jisu tânâng chienkat wah, thinma Jisu nâng ngatwah, “Hethôte, nima jet nanga toangtang ko thôte. Ngale hennâng min adong arin roak atoak weihmoh, erediko mihnyan hehma manga hango, ngamemin lesoang thangma hethô eko, nangma mihnyan hehnâng Joban nginpa toangtangma phoangthôkoh eko. 
MAT.22.17	Nangma chenroh thonghun eko erepa ninâng thôkoh tanhi? Nima Roman Chofa nâng thãkho takoh ele takohmih a?”
MAT.22.18	Thinma achhih themawa wak ekapa Jisu ma jetlahma, thinnâng ngatwah, “Ahuhkhoanglep heh! Nema nga chenrãngma thethuk huneha? 
MAT.22.19	Thãkho kohthin janngun pa nganâng khesok tanha!”
MAT.22.19	Ephumma thinma Jisu nâng janngun kohhokwah, 
MAT.22.20	Ngale Jisu ma thinnâng chhienwah, “Arepa hen thhenphanga, ngale arepa henmîn raangeka?”
MAT.22.21	Thinma, “Chofa thhenphãng ngale atemîn raangeka” ngama dânthâng wah. Ephumma Jisu ma thinnâng ngatwah, “Eroh medang ako Chofa thiakpa Chofa nâng koh en, ngale Joban thiakpa Joban nâng koh en.”
MAT.22.22	Ere mihnyan hehma Jisu nginpa tat lahma bârit rewah; ngale thinma Jisu phethien lahma ngakchhoan wah.
MAT.22.23	Erejâjâ ko, Saduki khuthe Jisu tânâng hûlahma mihnyan pa riichoanwah ngakhinmah ngama ngathok wah. 
MAT.22.24	Thinma ngatwah, “Hethôte, Mosa ma ngatwah, delawa wathe chha machhama merii ako, atema phethien eka janthoinyu pa ate naa pumma chhachhat rãngma ngakkepmin, phumma ere wanii pumma chhaeka pa rit retahwa chha ngama ngatmin. 
MAT.22.25	Phumma rekthenâng chhepho waengit dângwah. Phumma khhepho thôan pumma dihiak keplahma chha machhama ritwah. Phumma ate tangnyu pa naako phethien kohwah. 
MAT.22.26	Phumma medemwa pemin erohjô ritwah, ere diwah pemin erohjô ritwah, ngale chhepho waengitlat eroh thôanrit wah. 
MAT.22.27	Athôanko dihiaknyu pemin ritwah. 
MAT.22.28	Phumma chenthu ritte heh ngakhîn jâko, atea hen tangnyu dângmin a? chenrãngma ngako chhepho waengitlat ma ate kepwah.”
MAT.22.29	Jisu ma thinnâng dânthâng wah, “Nea nyahrãng athe! Nema Joban nyapraang pa lejet junko arepa jetmet! ngale Joban chaan pemin nema jetmet. 
MAT.22.30	Chenthu ritte heh mengakhin tahko, thin a rangkhethung wah ngintatte heh rãngrãng dângmin ngale dihiak delamin lekepmîn tumin. 
MAT.22.31	Aritte heh ngakhîn junma Joban ma nenâng thôkohthen pa nema mathat chohweihne? Joban ma ngatwah, 
MAT.22.32	‘Nga a Abraham Joban, Isak Joban, ngale Jakob Joban.’ Atea ahînte heh Joban, aritte heh Joban dangmah.”
MAT.22.33	Chenthu loangchhang pumma erepa chohtat phumma, Jisu ma hethôeka junko thin bârit rewakwah.
MAT.22.34	Jisu ma Saduki heh jienchhiak pa Farasi hehma tatlahma, thin aroamma chohmîn wah, 
MAT.22.35	Thinkhuchhang wah Niemarang hethôte wathema Jisu bukritthuk rãng atenâng ngin chhienwah. 
