GEN.1.1	In the beginning
1SA.10.26	Saul also went to his home in Gibeah,
1SA.10.27	But some wicked men said, “How can this guy save us?” They despised him and did not bring him a gift,
1SA.11.1	Nahash
1SA.11.2	Nahash the Ammonite replied, “I’ll make one with you on this condition: that I gouge out everyone’s right eye
1SA.11.3	“Don’t do anything to us for seven days,” the elders of Jabesh said to him, “and let us send messengers throughout the territory of Israel. If no one saves us, we will surrender to you.”
1SA.11.4	When the messengers came to Gibeah,
1SA.11.5	Just then Saul was coming in from the field behind his oxen. “What’s the matter with the people? Why are they weeping?” Saul inquired, and they repeated to him the words of the men from Jabesh.
1SA.11.6	When Saul heard these words, the Spirit of God suddenly came powerfully on him,
1SA.11.7	He took a team of oxen, cut them in pieces,
1SA.11.8	Saul counted them at Bezek.
1SA.11.9	He told the messengers who had come, “Tell this to the men of Jabesh-gilead: ‘Deliverance will be yours tomorrow by the time the sun is hot.’” So the messengers told the men of Jabesh, and they rejoiced.
1SA.11.10	Then the men of Jabesh said to Nahash, “Tomorrow we will come out, and you can do whatever you want
1SA.11.11	The next day Saul organized the troops into three divisions.
1SA.11.12	Afterward, the people said to Samuel, “Who said that Saul should not
1SA.11.13	But Saul ordered, “No one will be executed this day, for today the 
1SA.11.14	Then Samuel said to the people, “Come, let’s go to Gilgal, so we can renew the kingship there.” 
1SA.11.15	So all the people went to Gilgal, and there in the 
1SA.12.1	Then Samuel said to all Israel, “I have carefully listened to everything you said to me and placed a king over you.
1SA.12.2	Now you can see that the king is leading you. As for me, I’m old and gray, and my sons are here with you. I have led you from my youth until now. 
1SA.12.3	Here I am. Bring charges against me before the 
1SA.12.4	“You haven’t wronged us, you haven’t mistreated us, and you haven’t taken anything from anyone,” they responded.
1SA.12.5	He said to them, “The 
1SA.12.5	“He is a witness,” they said.
1SA.12.6	Then Samuel said to the people, “The 
1SA.12.7	Now present yourselves, so I may confront you before the 
1SA.12.8	“When Jacob went to Egypt,
1SA.12.9	But they forgot the 
1SA.12.10	Then they cried out to the 
1SA.12.11	So the 
1SA.12.12	But when you saw that Nahash king of the Ammonites was coming against you, you said to me, ‘No, we must have a king reign over us’ — even though the 
1SA.12.13	“Now here is the king you’ve chosen,
1SA.12.14	If you fear the 
1SA.12.15	However, if you disobey the 
1SA.12.16	“Now, therefore, present yourselves and see this great thing that the 
1SA.12.17	Isn’t the wheat harvest today?
1SA.12.18	Samuel called on the 
1SA.12.19	They pleaded with Samuel, “Pray to the 
1SA.12.20	Samuel replied, “Don’t be afraid. Even though you have committed all this evil, don’t turn away from following the 
1SA.12.21	Don’t turn away to follow worthless
1SA.12.22	The 
1SA.12.23	“As for me, I vow that I will not sin against the 
1SA.12.24	Above all, fear the 
1SA.12.25	However, if you continue to do what is evil, both you and your king will be swept away.”
1SA.13.1	Saul was thirty years
1SA.13.2	He chose three thousand men from Israel for himself: two thousand were with Saul at Michmash
1SA.13.3	Jonathan attacked the Philistine garrison
1SA.13.4	And all Israel heard the news, “Saul has attacked the Philistine garrison, and Israel is now repulsive to the Philistines.” Then the troops were summoned to join Saul at Gilgal.
1SA.13.5	The Philistines also gathered to fight against Israel: three thousand
1SA.13.6	The men of Israel saw that they were in trouble because the troops were in a difficult situation. They hid in caves, in thickets, among rocks, and in holes and cisterns.
1SA.13.7	Some Hebrews even crossed the Jordan to the land of Gad and Gilead.
1SA.13.7	Saul, however, was still at Gilgal, and all his troops were gripped with fear. 
1SA.13.8	He waited seven days for the appointed time that Samuel had set,
1SA.13.9	So Saul said, “Bring me the burnt offering and the fellowship offerings.” Then he offered the burnt offering.
1SA.13.10	Just as he finished offering the burnt offering, Samuel arrived. So Saul went out to greet him, 
1SA.13.11	and Samuel asked, “What have you done?”
1SA.13.11	Saul answered, “When I saw that the troops were deserting me and you didn’t come within the appointed days and the Philistines were gathering at Michmash, 
1SA.13.12	I thought, ‘The Philistines will now descend on me at Gilgal, and I haven’t sought the 
1SA.13.13	Samuel said to Saul, “You have been foolish.
1SA.13.14	but now your reign will not endure.
1SA.13.15	Then Samuel went
1SA.13.16	Saul, his son Jonathan, and the troops who were with them were staying in Geba
1SA.13.17	Raiding parties
1SA.13.18	The next division headed toward the Beth-horon
1SA.13.19	No blacksmith could be found in all the land of Israel
1SA.13.20	So all the Israelites went to the Philistines to sharpen their plows, mattocks, axes, and sickles.
1SA.13.21	The price was two-thirds of a shekel
1SA.13.22	So on the day of battle not a sword or spear could be found in the hand of any of the troops who were with Saul
1SA.13.23	Now a Philistine garrison
1SA.14.1	That same day Saul’s son Jonathan said to the attendant who carried his weapons, “Come on, let’s cross over to the Philistine garrison on the other side.” However, he did not tell his father.
1SA.14.2	Saul was staying under the pomegranate tree in Migron
1SA.14.3	Ahijah,
1SA.14.4	There were sharp columns
1SA.14.5	one stood to the north in front of Michmash and the other to the south in front of Geba. 
1SA.14.6	Jonathan said to the attendant who carried his weapons, “Come on, let’s cross over to the garrison of these uncircumcised men.
1SA.14.7	His armor-bearer responded, “Do what is in your heart. You choose. I’m right here with you whatever you decide.”
1SA.14.8	“All right,” Jonathan replied, “we’ll cross over to the men and then let them see us. 
1SA.14.9	If they say, ‘Wait until we reach you,’ then we will stay where we are and not go up to them. 
1SA.14.10	But if they say, ‘Come on up,’ then we’ll go up, because the 
1SA.14.11	They let themselves be seen by the Philistine garrison, and the Philistines said, “Look, the Hebrews are coming out of the holes where they’ve been hiding!” 
1SA.14.12	The men of the garrison called to Jonathan and his armor-bearer. “Come on up, and we’ll teach you a lesson!” they said.
1SA.14.12	“Follow me,” Jonathan told his armor-bearer, “for the 
1SA.14.13	Jonathan climbed up using his hands and feet, with his armor-bearer behind him. Jonathan cut them down, and his armor-bearer followed and finished them off. 
1SA.14.14	In that first assault Jonathan and his armor-bearer struck down about twenty men in a half-acre field.
1SA.14.15	Terror spread through the Philistine camp and the open fields to all the troops. Even the garrison and the raiding parties
1SA.14.16	When Saul’s watchmen in Gibeah of Benjamin looked, they saw the panicking troops scattering in every direction. 
1SA.14.17	So Saul said to the troops with him, “Call the roll and determine who has left us.” They called the roll and saw that Jonathan and his armor-bearer were gone.
1SA.14.18	Saul told Ahijah, “Bring the ark of God,” for it was with the Israelites
1SA.14.19	While Saul spoke to the priest,
1SA.14.20	Saul and all the troops with him assembled and marched to the battle, and there the Philistines were, fighting against each other in great confusion!
1SA.14.21	There were Hebrews from the area who had gone earlier into the camp to join the Philistines, but even they joined the Israelites
1SA.14.22	When all the Israelite men who had been hiding in the hill country of Ephraim
1SA.14.23	So the 
1SA.14.23	The battle extended beyond Beth-aven, 
1SA.14.24	and the men of Israel were worn out that day, for Saul had
1SA.14.25	Everyone
1SA.14.26	When the troops entered the forest, they saw the flow of honey, but none of them ate any of it
1SA.14.27	However, Jonathan had not heard his father make the troops swear the oath. He reached out with the end of the staff he was carrying and dipped it into the honeycomb.
1SA.14.28	Then one of the troops said, “Your father made the troops solemnly swear, ‘The man who eats food today is cursed,’ and the troops are exhausted.”
1SA.14.29	Jonathan replied, “My father has brought trouble to the land.
1SA.14.30	How much better if the troops had eaten freely today from the plunder they took from their enemies! Then the slaughter of the Philistines would have been much greater.”
1SA.14.31	The Israelites struck down the Philistines that day from Michmash
1SA.14.32	they rushed to the plunder,
1SA.14.33	Some reported to Saul: “Look, the troops are sinning against the 
1SA.14.33	Saul said, “You have been unfaithful. Roll a large stone over here at once.” 
1SA.14.34	He then said, “Go among the troops and say to them, ‘Let each man bring me his ox or his sheep. Do the slaughtering here and then you can eat. Don’t sin against the 
1SA.14.35	Then Saul built an altar to the 
1SA.14.36	Saul said, “Let’s go down after the Philistines tonight and plunder them until morning. Don’t let even one remain!”
1SA.14.36	“Do whatever you want,”
1SA.14.36	But the priest
1SA.14.37	So Saul inquired of God,
1SA.14.38	Saul said, “All you leaders of the troops, come here. Let us investigate
1SA.14.39	As surely as the 
1SA.14.40	So he said to all Israel, “You will be on one side, and I and my son Jonathan will be on the other side.”
1SA.14.40	And the troops replied, “Do whatever you want.”  
1SA.14.41	So Saul said to the 
1SA.14.42	Then Saul said, “Cast the lot between me and my son Jonathan,” and Jonathan was selected. 
1SA.14.43	Saul commanded him, “Tell me what you did.”
1SA.14.43	Jonathan told him, “I tasted a little honey
1SA.14.44	Saul declared to him, “May God punish me and do so severely
1SA.14.45	But the people said to Saul, “Must Jonathan die, who accomplished such a great deliverance for Israel? No, as the 
1SA.14.46	Then Saul gave up the pursuit of the Philistines, and the Philistines returned to their own territory.
1SA.14.47	When Saul assumed the kingship over Israel, he fought against all his enemies in every direction: against Moab, the Ammonites,
