GEN.1.1	 In the beginning
SNG.2.10	 My lover spoke to me, saying:
SNG.2.10	“Arise, my darling;
SNG.2.10	My beautiful one, come away with me!
SNG.2.11	 Look! The winter has passed,
SNG.2.11	the winter rains are over and gone.
SNG.2.12	 The pomegranates have appeared
SNG.2.12	the time for pruning and singing
SNG.2.12	the voice of the turtledove is heard in our land.
SNG.2.13	 The fig tree has budded,
SNG.2.13	the vines have blossomed and give off their fragrance.
SNG.2.13	Arise, come away my darling;
SNG.2.13	my beautiful one, come away with me!”
SNG.2.14	 O my dove,
SNG.2.14	in the hiding places of the mountain crags,
SNG.2.14	let me see your face,
SNG.2.14	let me hear your voice;
SNG.2.14	for your voice is sweet,
SNG.2.14	and your face is lovely.
SNG.2.15	 Catch
SNG.2.15	the little foxes,
SNG.2.15	that ruin the vineyards
SNG.2.15	for our vineyard is in bloom.
SNG.2.16	 My lover is mine and I am his;
SNG.2.16	he grazes among the lilies.
SNG.2.17	 Until the dawn arrives
SNG.2.17	turn,
SNG.2.17	be like a gazelle or a young stag
SNG.2.17	on the mountain gorges.
SNG.3.1	 All night long
SNG.3.1	I longed for
SNG.3.1	I longed for
SNG.3.2	 “I will arise
SNG.3.2	and throughout the streets
SNG.3.2	I will search for my beloved.”
SNG.3.2	I searched for him but I did not find him.
SNG.3.3	 The night watchmen found me – the ones who guard the city walls.
SNG.3.3	“Have you seen my beloved?”
SNG.3.4	 Scarcely
SNG.3.4	when I found my beloved!
SNG.3.4	I held onto him
SNG.3.4	until I brought him to my mother’s house,
SNG.3.4	to the bedroom chamber
SNG.3.5	 I admonish you, O maidens of Jerusalem,
SNG.3.5	by the gazelles and by the young does of the open fields:
SNG.3.5	“Do not awake or arouse love until it pleases!”
SNG.3.6	 Who is this coming up from the desert
SNG.3.6	like a column of smoke,
SNG.3.6	like
SNG.3.6	every kind of fragrant powder
SNG.3.7	 Look! It is Solomon’s portable couch!
SNG.3.7	It is surrounded by sixty warriors,
SNG.3.7	some of Israel’s mightiest warriors.
SNG.3.8	 All of them are skilled with a sword,
SNG.3.8	well-trained in the art of warfare.
SNG.3.8	Each has his sword at his side,
SNG.3.8	to guard against the terrors of the night.
SNG.3.9	 King Solomon made a sedan chair
SNG.3.9	of wood imported from Lebanon.
SNG.3.10	 Its posts were made
SNG.3.10	its back
SNG.3.10	Its seat was upholstered with purple wool;
SNG.3.10	its interior was inlaid
SNG.3.11	 Come out, O maidens of Zion,
SNG.3.11	and gaze upon King Solomon!
SNG.3.11	He is wearing the crown with which his mother crowned him
SNG.3.11	on his wedding day,
SNG.3.11	on the most joyous day of his life!
SNG.4.1	 Oh,
SNG.4.1	Oh, you are beautiful!
SNG.4.1	Your eyes behind your veil are like doves.
SNG.4.1	Your hair is like a flock of female goats
SNG.4.1	descending
SNG.4.2	 Your teeth are like a flock of newly-shorn sheep
SNG.4.2	coming up from the washing place;
SNG.4.2	each of them has a twin,
SNG.4.2	and not one of them is missing.
SNG.4.3	 Your lips are like a scarlet thread;
SNG.4.3	your mouth is lovely.
SNG.4.3	Your forehead
SNG.4.3	is like a slice of pomegranate.
SNG.4.4	 Your neck is like the tower
SNG.4.4	built with courses of stones;
SNG.4.4	one thousand shields are hung on it – 
SNG.4.4	all shields of valiant warriors.
SNG.4.5	 Your two breasts are like two fawns,
SNG.4.5	twins of the gazelle
SNG.4.5	grazing among the lilies.
SNG.4.6	 Until the dawn arrives
SNG.4.6	and the shadows flee,
SNG.4.6	I will go up to the mountain of myrrh,
SNG.4.6	and to the hill of frankincense.
SNG.4.7	 You are altogether beautiful, my darling!
SNG.4.7	There is no blemish in you!
SNG.4.8	 Come with me from Lebanon, my bride,
SNG.4.8	come with me from Lebanon.
SNG.4.8	Descend from the crest of Amana,
SNG.4.8	from the top of Senir, the summit of Hermon,
SNG.4.8	from the lions’ dens
SNG.4.8	and the mountain haunts of the leopards.
SNG.4.9	 You have stolen my heart,
SNG.4.9	You have stolen my heart with one glance of your eyes,
SNG.4.9	with one jewel of your necklace.
SNG.4.10	 How delightful is your love, my sister, my bride!
SNG.4.10	How much better is your love than wine;
SNG.4.10	the fragrance of your perfume is better than any spice!
SNG.4.11	 Your lips drip sweetness like the honeycomb, my bride,
SNG.4.11	honey and milk are under your tongue.
SNG.4.11	The fragrance of your garments is like the fragrance of Lebanon.
SNG.4.12	 You are a locked garden,
SNG.4.12	you are an enclosed spring, a sealed-up fountain.
SNG.4.13	 Your shoots are a royal garden
SNG.4.13	with choice fruits:
SNG.4.13	henna with nard,
SNG.4.14	 nard and saffron;
SNG.4.14	calamus and cinnamon with every kind of spice,
SNG.4.14	myrrh and aloes with all the finest spices.
SNG.4.15	 You are a garden spring,
SNG.4.15	a well
SNG.4.16	 Awake, O north wind; come, O south wind!
SNG.4.16	Blow on my garden so that its fragrant spices may send out their sweet smell.
SNG.4.16	May my beloved come into his garden
SNG.4.16	and eat its delightful fruit!
SNG.5.1	 I have entered my garden, O my sister, my bride;
SNG.5.1	I have gathered my myrrh with my balsam spice.
SNG.5.1	I have eaten my honeycomb and my honey;
SNG.5.1	I have drunk my wine and my milk!
SNG.5.1	Eat, friends, and drink!
SNG.5.1	Drink freely, O lovers!
SNG.5.2	 I was asleep, but my mind
SNG.5.2	Listen!
SNG.5.2	“Open
SNG.5.2	my dove, my flawless one!
SNG.5.2	My head is drenched with dew,
SNG.5.2	my hair with the dampness of the night.”
SNG.5.3	 “I have already taken off my robe – must I put it on again?
SNG.5.3	I have already washed my feet – must I soil them again?”
SNG.5.4	 My lover thrust his hand
SNG.5.4	and my feelings
SNG.5.5	 I arose to open for my beloved;
SNG.5.5	my hands dripped with myrrh – 
SNG.5.5	my fingers flowed with myrrh
SNG.5.5	on the handles of the lock.
SNG.5.6	 I opened for my beloved,
SNG.5.6	but my lover had already turned
SNG.5.6	I fell into despair
SNG.5.6	I looked for him but did not find him;
SNG.5.6	I called him but he did not answer me.
SNG.5.7	 The watchmen found me as they made their rounds in the city.
SNG.5.7	They beat me, they bruised me;
SNG.5.7	they took away my cloak, those watchmen on the walls!
SNG.5.8	 O maidens of Jerusalem, I command you – 
SNG.5.8	If you find my beloved, what will you tell him?
SNG.5.8	Tell him that I am lovesick!
SNG.5.9	 Why is your beloved better than others,
SNG.5.9	O most beautiful of women?
SNG.5.9	Why is your beloved better than others,
SNG.5.9	that you would command us in this manner?
SNG.5.10	 My beloved
SNG.5.10	he stands out
SNG.5.11	 His head is like the most pure gold.
SNG.5.11	His hair is curly
SNG.5.12	 His eyes are like doves by streams of water,
SNG.5.12	washed in milk, mounted like jewels.
SNG.5.13	 His cheeks are like garden beds full of balsam trees
SNG.5.13	His lips are like lilies dripping with drops of myrrh.
SNG.5.14	 His arms are like rods of gold set with chrysolite.
SNG.5.14	His abdomen
SNG.5.15	 His legs are like pillars of marble set on bases of pure gold.
SNG.5.15	His appearance is like Lebanon, choice as its cedars.
SNG.5.16	 His mouth is very sweet;
SNG.5.16	he is totally desirable.
SNG.5.16	This is my beloved!
SNG.5.16	This is my companion, O maidens of Jerusalem!
SNG.6.1	 Where has your beloved gone,
SNG.6.1	O most beautiful among women?
SNG.6.1	Where has your beloved turned?
SNG.6.1	Tell us,
SNG.6.2	 My beloved has gone down to his garden,
SNG.6.2	to the flowerbeds of balsam spices,
SNG.6.2	to graze
SNG.6.2	and to gather lilies.
SNG.6.3	 I am my lover’s
SNG.6.3	he grazes among the lilies.
SNG.6.4	 My darling, you are as beautiful as Tirzah,
SNG.6.4	as lovely as Jerusalem,
SNG.6.4	as awe-inspiring
SNG.6.5	 Turn your eyes away from me – 
SNG.6.5	they overwhelm
SNG.6.5	Your hair is like a flock of goats
SNG.6.5	descending from Mount Gilead.
SNG.6.6	 Your teeth are like a flock of sheep
SNG.6.6	coming up from the washing;
SNG.6.6	each has its twin;
SNG.6.6	not one of them is missing.
SNG.6.7	 Like a slice of pomegranate
SNG.6.7	is your forehead
SNG.6.8	 There may be sixty
SNG.6.8	and eighty concubines,
SNG.6.8	and young women
SNG.6.9	 But she is unique!
SNG.6.9	My dove, my perfect one!
SNG.6.9	She is the special daughter
SNG.6.9	she is the favorite
SNG.6.9	The maidens
SNG.6.9	the queens and concubines praised her:
SNG.6.10	 “Who
SNG.6.10	Beautiful as the moon,
SNG.6.10	awe-inspiring
SNG.6.11	 I went down to the orchard of walnut trees,
SNG.6.11	to look for the blossoms of the valley,
SNG.6.11	to see if the vines had budded
SNG.6.11	or if the pomegranates were in bloom.
SNG.6.12	 I was beside myself with joy!
SNG.6.12	There please give me your myrrh,
SNG.6.12	O daughter of my princely people.
SNG.6.13	Turn, turn, that I
SNG.6.13	Why
SNG.6.13	like the dance of the Mahanaim?
SNG.7.1	O nobleman’s daughter!
SNG.7.1	The curves
SNG.7.1	the work of the hands of a master craftsman.
SNG.7.2	 Your navel
SNG.7.2	may it never lack
SNG.7.2	Your belly
SNG.7.2	encircled
SNG.7.3	 Your two breasts are like two fawns,
SNG.7.3	twins of a gazelle.
SNG.7.4	 Your neck is like a tower made of ivory.
SNG.7.4	Your eyes are the pools in Heshbon
SNG.7.4	by the gate of Bath-Rabbim.
SNG.7.4	Your nose is like the tower of Lebanon
SNG.7.4	overlooking Damascus.
SNG.7.5	 Your head crowns
SNG.7.5	The locks of your hair
SNG.7.5	the king is held captive
SNG.7.6	 How beautiful you are! How lovely,
SNG.7.6	O love,
SNG.7.7	 Your stature
SNG.7.7	and your breasts are like clusters of grapes.
SNG.7.8	 I want
SNG.7.8	and take hold of its fruit stalks.
SNG.7.8	May your breasts be like the clusters of grapes,
SNG.7.8	and may the fragrance of your breath be like apricots!
SNG.7.9	 May your mouth
SNG.7.9	flowing smoothly for my beloved,
SNG.7.9	gliding gently over our lips as we sleep together.
SNG.7.10	 I am my beloved’s,
SNG.7.10	and he desires me!
SNG.7.11	 Come, my beloved, let us go to the countryside;
SNG.7.11	let us spend the night in the villages.
SNG.7.12	 Let us rise early to go to the vineyards,
SNG.7.12	to see if the vines have budded,
SNG.7.12	to see if their blossoms have opened,
SNG.7.12	if the pomegranates are in bloom – 
SNG.7.12	there I will give you my love.
SNG.7.13	 The mandrakes
SNG.7.13	over our door is every delicacy,
SNG.7.13	both new and old, which I have stored up for you, my lover.
SNG.8.1	 Oh, how I wish you were
SNG.8.1	nursing at my mother’s breasts;
SNG.8.1	if I saw
SNG.8.1	surely
SNG.8.2	 I would lead you and bring you to my mother’s house,
SNG.8.2	the one who taught me.
SNG.8.2	I would give you
SNG.8.2	the nectar of my pomegranates.
SNG.8.3	 His left hand caresses my head,
SNG.8.3	and his right hand stimulates me.
SNG.8.4	 I admonish you, O maidens
SNG.8.4	“Do not
SNG.8.5	 Who is this coming up from the desert,
SNG.8.5	leaning on her beloved?
SNG.8.5	Under the apple tree I aroused you;
SNG.8.5	there your mother conceived you,
SNG.8.5	there she who bore you was in labor of childbirth.
SNG.8.6	 Set me like a cylinder seal
SNG.8.6	like a signet
SNG.8.6	For love is as strong as death,
SNG.8.6	passion
SNG.8.6	Its flames burst forth,
SNG.8.6	it is a blazing flame.
SNG.8.7	 Surging waters cannot quench love;
SNG.8.7	floodwaters
SNG.8.7	If someone were to offer all his possessions
SNG.8.7	the offer
SNG.8.8	 We have a little sister,
SNG.8.8	and as yet she has no breasts.
SNG.8.8	What shall we do for our sister
SNG.8.8	on the day when she is spoken for?
SNG.8.9	 If she is a wall,
SNG.8.9	we will build on her a battlement
SNG.8.9	but if she is a door,
SNG.8.9	we will barricade
SNG.8.10	 I was a wall,
SNG.8.10	and my breasts were like fortress towers.
SNG.8.10	Then I found favor
SNG.8.11	 Solomon had a vineyard at Baal-Hamon;
SNG.8.11	he leased out
SNG.8.11	Each was to bring a thousand shekels of silver for its fruit.
SNG.8.12	 My vineyard,
SNG.8.12	The thousand shekels belong to you, O Solomon,
SNG.8.12	and two hundred shekels belong to those who maintain it for its fruit.
SNG.8.13	 O you who stay in the gardens,
SNG.8.13	my companions are listening attentively
SNG.8.13	let me be the one to
SNG.8.14	 Make haste, my beloved!
SNG.8.14	Be like a gazelle or a young stag
SNG.8.14	on the mountains of spices.
ISA.1.1	 Here is the message about Judah and Jerusalem
ISA.1.2	 Listen, O heavens,
ISA.1.2	pay attention, O earth!
ISA.1.2	For the 
ISA.1.2	“I raised children,
ISA.1.2	but
ISA.1.3	 An ox recognizes its owner,
ISA.1.3	a donkey recognizes where its owner puts its food;
ISA.1.3	but Israel does not recognize me,
ISA.1.3	my people do not understand.”
ISA.1.4	 The sinful nation is as good as dead,
ISA.1.4	the people weighed down by evil deeds.
ISA.1.4	They are offspring who do wrong,
ISA.1.4	children
ISA.1.4	They have abandoned the 
ISA.1.4	and rejected the Holy One of Israel.
ISA.1.4	They are alienated from him.
ISA.1.5	 Why do you insist on being battered?
ISA.1.5	Why do you continue to rebel?
ISA.1.5	Your head has a massive wound,
ISA.1.5	your whole body is weak.
ISA.1.6	 From the soles of your feet to your head,
ISA.1.6	there is no spot that is unharmed.
ISA.1.6	There are only bruises, cuts,
ISA.1.6	and open wounds.
ISA.1.6	They have not been cleansed
ISA.1.6	nor have they been treated
ISA.1.7	 Your land is devastated,
ISA.1.7	your cities burned with fire.
ISA.1.7	Right before your eyes your crops
ISA.1.7	are being destroyed by foreign invaders.
ISA.1.7	They leave behind devastation and destruction.
ISA.1.8	 Daughter Zion
ISA.1.8	like a hut in a vineyard,
ISA.1.8	or a shelter in a cucumber field;
ISA.1.8	she is a besieged city.
ISA.1.9	 If the 
ISA.1.9	we would have quickly become like Sodom,
ISA.1.9	we would have become like Gomorrah.
ISA.1.10	 Listen to the 
ISA.1.10	you leaders of Sodom!
ISA.1.10	Pay attention to our God’s rebuke,
ISA.1.10	people of Gomorrah!
ISA.1.11	 “Of what importance to me are your many sacrifices?”
ISA.1.11	says the 
ISA.1.11	“I am stuffed with
ISA.1.11	of rams and the fat from steers.
ISA.1.11	The blood of bulls, lambs, and goats
ISA.1.11	I do not want.
ISA.1.12	 When you enter my presence,
ISA.1.12	do you actually think I want this – 
ISA.1.12	animals trampling on my courtyards?
ISA.1.13	 Do not bring any more meaningless
ISA.1.13	I consider your incense detestable!
ISA.1.13	You observe new moon festivals, Sabbaths, and convocations,
ISA.1.13	but I cannot tolerate sin-stained celebrations!
ISA.1.14	 I hate your new moon festivals and assemblies;
ISA.1.14	they are a burden
ISA.1.14	that I am tired of carrying.
ISA.1.15	 When you spread out your hands in prayer,
ISA.1.15	I look the other way;
ISA.1.15	when you offer your many prayers,
ISA.1.15	I do not listen,
ISA.1.15	because your hands are covered with blood.
ISA.1.16	 Wash! Cleanse yourselves!
ISA.1.16	Remove your sinful deeds
ISA.1.16	from my sight.
ISA.1.16	Stop sinning!
ISA.1.17	 Learn to do what is right!
ISA.1.17	Promote justice!
ISA.1.17	Give the oppressed reason to celebrate!
ISA.1.17	Take up the cause of the orphan!
ISA.1.17	Defend the rights of the widow!
ISA.1.18	 Come, let’s consider your options,”
ISA.1.18	“Though your sins have stained you like the color red,
ISA.1.18	you can become
ISA.1.18	though they are as easy to see as the color scarlet,
