GEN.1.1	In the beginning God created the heaven and the earth. 
PRO.26.27	And he that rolleth a stone, it shall return upon him.
PRO.26.28	A lying tongue hateth those whom it hath wounded;
PRO.26.28	And a flattering mouth worketh ruin.
PRO.27.1	Boast not thyself of tomorrow;
PRO.27.1	For thou knowest not what a day may bring forth.
PRO.27.2	Let another man praise thee, and not thine own mouth;
PRO.27.2	A stranger, and not thine own lips.
PRO.27.3	A stone is heavy, and the sand weighty;
PRO.27.3	But a fool's vexation is heavier than them both.
PRO.27.4	Wrath is cruel, and anger is outrageous;
PRO.27.4	But who is able to stand before jealousy?
PRO.27.5	Better is open rebuke
PRO.27.5	Than love that is hidden.
PRO.27.6	Faithful are the wounds of a friend:
PRO.27.6	But the kisses of an enemy are profuse.
PRO.27.7	The full soul loatheth an honeycomb:
PRO.27.7	But to the hungry soul every bitter thing is sweet.
PRO.27.8	As a bird that wandereth from her nest,
PRO.27.8	So is a man that wandereth from his place.
PRO.27.9	Ointment and perfume rejoice the heart:
PRO.27.9	So doth the sweetness of a man's friend 
PRO.27.10	Thine own friend, and thy father's friend, forsake not;
PRO.27.10	And go not to thy brother's house in the day of thy calamity:
PRO.27.10	Better is a neighbour that is near than a brother far off.
PRO.27.11	My son, be wise, and make my heart glad,
PRO.27.11	That I may answer him that reproacheth me
PRO.27.12	A prudent man seeth the evil, 
PRO.27.13	Take his garment that is surety for a stranger;
PRO.27.13	And hold him in pledge 
PRO.27.14	He that blesseth his friend with a loud voice, rising early in the morning,
PRO.27.14	It shall be counted a curse to him.
PRO.27.15	A continual dropping in a very rainy day
PRO.27.15	And a contentious woman are alike:
PRO.27.16	He that would restrain her restraineth the wind,
PRO.27.16	And his right hand encountereth oil.
PRO.27.17	Iron sharpeneth iron;
PRO.27.17	So a man sharpeneth the countenance of his friend.
PRO.27.18	Whoso keepeth the fig tree shall eat the fruit thereof;
PRO.27.18	And he that waiteth on his master shall be honoured.
PRO.27.19	As in water face 
PRO.27.19	So the heart of man to man.
PRO.27.20	Sheol and Abaddon are never satisfied;
PRO.27.20	And the eyes of man are never satisfied.
PRO.27.21	The fining pot is for silver, and the furnace for gold,
PRO.27.21	And a man is 
PRO.27.22	Though thou shouldest bray a fool in a mortar with a pestle among bruised corn,
PRO.27.22	Yet will not his foolishness depart from him.
PRO.27.23	Be thou diligent to know the state of thy flocks,
PRO.27.24	For riches are not for ever;
PRO.27.24	And doth the crown endure unto all generations?
PRO.27.25	The hay is carried, and the tender grass sheweth itself,
PRO.27.25	And the herbs of the mountains are gathered in.
PRO.27.26	The lambs are for thy clothing,
PRO.27.26	And the goats are the price of the field:
PRO.27.27	And 
PRO.27.27	And maintenance for thy maidens.
PRO.28.1	The wicked flee when no man pursueth:
PRO.28.1	But the righteous are bold as a lion.
PRO.28.2	For the transgression of a land many are the princes thereof:
PRO.28.2	But by men of understanding 
PRO.28.3	A needy man that oppresseth the poor
PRO.28.3	Is 
PRO.28.4	They that forsake the law praise the wicked:
PRO.28.4	But such as keep the law contend with them.
PRO.28.5	Evil men understand not judgement:
PRO.28.5	But they that seek the 
PRO.28.6	Better is the poor that walketh in his integrity,
PRO.28.6	Than he that is perverse in 
PRO.28.7	Whoso keepeth the law is a wise son:
PRO.28.7	But he that is a companion of gluttonous men shameth his father.
PRO.28.8	He that augmenteth his substance by usury and increase,
PRO.28.8	Gathereth it for him that hath pity on the poor.
PRO.28.9	He that turneth away his ear from hearing the law,
PRO.28.9	Even his prayer is an abomination.
PRO.28.10	Whoso causeth the upright to go astray in an evil way,
PRO.28.10	He shall fall himself into his own pit:
PRO.28.10	But the perfect shall inherit good.
PRO.28.11	The rich man is wise in his own conceit;
PRO.28.11	But the poor that hath understanding searcheth him out.
PRO.28.12	When the righteous triumph, there is great glory:
PRO.28.12	But when the wicked rise, men hide themselves.
PRO.28.13	He that covereth his transgressions shall not prosper:
PRO.28.13	But whoso confesseth and forsaketh them shall obtain mercy.
PRO.28.14	Happy is the man that feareth alway:
PRO.28.14	But he that hardeneth his heart shall fall into mischief.
PRO.28.16	The prince that lacketh understanding is also a great oppressor:
PRO.28.17	A man that is laden with the blood of any person
PRO.28.17	Shall flee unto the pit; let no man stay him.
PRO.28.18	Whoso walketh uprightly shall be delivered:
PRO.28.18	But he that is perverse in 
PRO.28.19	He that tilleth his land shall have plenty of bread:
PRO.28.19	But he that followeth after vain 
PRO.28.20	A faithful man shall abound with blessings:
PRO.28.20	But he that maketh haste to be rich shall not be unpunished.
PRO.28.21	To have respect of persons is not good:
PRO.28.21	Neither that a man should transgress for a piece of bread.
PRO.28.22	He that hath an evil eye hasteth after riches,
PRO.28.22	And knoweth not that want shall come upon him.
PRO.28.23	He that rebuketh a man shall afterward find more favour
PRO.28.23	Than he that flattereth with the tongue.
PRO.28.24	Whoso robbeth his father or his mother, and saith, It is no transgression;
PRO.28.24	The same is the companion of a destroyer.
PRO.28.25	He that is of a greedy spirit stirreth up strife:
PRO.28.25	But he that putteth his trust in the 
PRO.28.26	He that trusteth in his own heart is a fool:
PRO.28.26	But whoso walketh wisely, he shall be delivered.
PRO.28.27	He that giveth unto the poor shall not lack:
PRO.28.27	But he that hideth his eyes shall have many a curse.
PRO.28.28	When the wicked rise, men hide themselves:
PRO.28.28	But when they perish, the righteous increase.
PRO.29.1	He that being often reproved hardeneth his neck
PRO.29.1	Shall suddenly be broken, and that without remedy.
PRO.29.2	When the righteous are increased, the people rejoice:
PRO.29.2	But when a wicked man beareth rule, the people sigh.
PRO.29.3	Whoso loveth wisdom rejoiceth his father:
PRO.29.3	But he that keepeth company with harlots wasteth 
PRO.29.4	The king by judgement establisheth the land:
PRO.29.4	But he that exacteth gifts overthroweth it.
PRO.29.5	A man that flattereth his neighbour
PRO.29.5	Spreadeth a net for his steps.
PRO.29.6	In the transgression of an evil man there is a snare:
PRO.29.6	But the righteous doth sing and rejoice.
PRO.29.7	The righteous taketh knowledge of the cause of the poor:
PRO.29.7	The wicked hath not understanding to know 
PRO.29.8	Scornful men set a city in a flame:
PRO.29.8	But wise men turn away wrath.
PRO.29.9	If a wise man hath a controversy with a foolish man,
PRO.29.9	Whether he be angry or laugh, there will be no rest.
PRO.29.10	The bloodthirsty hate him that is perfect:
PRO.29.10	And as for the upright, they seek his life.
PRO.29.11	A fool uttereth all his anger:
PRO.29.11	But a wise man keepeth it back and stilleth it.
PRO.29.12	If a ruler hearkeneth to falsehood,
PRO.29.12	All his servants are wicked.
PRO.29.13	The poor man and the oppressor meet together:
PRO.29.13	The 
PRO.29.14	The king that faithfully judgeth the poor,
PRO.29.14	His throne shall be established for ever.
PRO.29.15	The rod and reproof give wisdom:
PRO.29.15	But a child left to himself causeth shame to his mother.
PRO.29.16	When the wicked are increased, transgression increaseth:
PRO.29.16	But the righteous shall look upon their fall.
PRO.29.17	Correct thy son, and he shall give thee rest;
PRO.29.17	Yea, he shall give delight unto thy soul.
PRO.29.18	Where there is no vision, the people cast off restraint:
PRO.29.18	But he that keepeth the law, happy is he.
PRO.29.19	A servant will not be corrected by words:
PRO.29.19	For though he understand he will not give heed.
PRO.29.20	Seest thou a man that is hasty in his words?
PRO.29.20	There is more hope of a fool than of him.
PRO.29.21	He that delicately bringeth up his servant from a child
PRO.29.21	Shall have him become a son at the last.
PRO.29.22	An angry man stirreth up strife,
PRO.29.22	And a wrathful man aboundeth in transgression.
PRO.29.23	A man's pride shall bring him low:
PRO.29.23	But he that is of a lowly spirit shall obtain honour.
PRO.29.24	Whoso is partner with a thief hateth his own soul:
PRO.29.24	He heareth the adjuration and uttereth nothing.
PRO.29.25	The fear of man bringeth a snare:
PRO.29.25	But whoso putteth his trust in the 
PRO.29.26	Many seek the ruler's favour:
PRO.29.26	But a man's judgement 
PRO.29.27	An unjust man is an abomination to the righteous:
PRO.29.27	And he that is upright in the way is an abomination to the wicked.
PRO.30.1	The words of Agur the son of Jakeh; the oracle.
PRO.30.1	The man saith unto Ithiel, unto Ithiel and Ucal:
PRO.30.2	Surely I am more brutish than any man,
PRO.30.2	And have not the understanding of a man:
PRO.30.3	And I have not learned wisdom,
PRO.30.3	Neither have I the knowledge of the Holy One.
PRO.30.4	Who hath ascended up into heaven, and descended?
PRO.30.4	Who hath gathered the wind in his fists?
PRO.30.4	Who hath bound the waters in his garment?
PRO.30.4	Who hath established all the ends of the earth?
PRO.30.4	What is his name, and what is his son's name, if thou knowest?
PRO.30.5	Every word of God is tried:
PRO.30.5	He is a shield unto them that trust in him.
PRO.30.6	Add thou not unto his words,
PRO.30.6	Lest he reprove thee, and thou be found a liar.
PRO.30.7	Two things have I asked of thee;
PRO.30.7	Deny me 
PRO.30.8	Remove far from me vanity and lies:
PRO.30.8	Give me neither poverty nor riches;
PRO.30.8	Feed me with the food that is needful for me:
PRO.30.9	Lest I be full, and deny 
PRO.30.9	Or lest I be poor, and steal,
PRO.30.9	And use profanely the name of my God.
PRO.30.10	Slander not a servant unto his master,
PRO.30.10	Lest he curse thee, and thou be held guilty.
PRO.30.11	There is a generation that curseth their father,
PRO.30.11	And doth not bless their mother.
PRO.30.12	There is a generation that are pure in their own eyes;
PRO.30.12	And 
PRO.30.13	There is a generation, Oh how lofty are their eyes!
PRO.30.13	And their eyelids are lifted up.
PRO.30.14	There is a generation whose teeth are 
PRO.30.14	To devour the poor from off the earth, and the needy from among men.
PRO.30.15	The horseleach hath two daughters, 
PRO.30.15	There are three things that are never satisfied,
PRO.30.16	The grave; and the barren womb;
PRO.30.16	The earth that is not satisfied with water;
PRO.30.16	And the fire that saith not, Enough.
PRO.30.17	The eye that mocketh at his father,
PRO.30.17	And despiseth to obey his mother,
PRO.30.17	The ravens of the valley shall pick it out,
PRO.30.17	And the young eagles shall eat it.
PRO.30.18	There be three things which are too wonderful for me,
PRO.30.18	Yea, four which I know not:
PRO.30.19	The way of an eagle in the air;
PRO.30.19	The way of a serpent upon a rock;
PRO.30.19	The way of a ship in the midst of the sea;
PRO.30.19	And the way of a man with a maid.
PRO.30.20	So is the way of an adulterous woman;
PRO.30.20	She eateth, and wipeth her mouth,
PRO.30.20	And saith, I have done no wickedness.
PRO.30.21	For three things the earth doth tremble,
PRO.30.21	And for four, 
PRO.30.22	For a servant when he is king;
PRO.30.22	And a fool when he is filled with meat;
PRO.30.23	For an odious woman when she is married;
PRO.30.23	And an handmaid that is heir to her mistress.
PRO.30.24	There be four things which are little upon the earth,
PRO.30.24	But they are exceeding wise:
PRO.30.25	The ants are a people not strong,
PRO.30.25	Yet they provide their meat in the summer;
PRO.30.26	The conies are but a feeble folk,
PRO.30.26	Yet make they their houses in the rocks;
PRO.30.27	The locusts have no king,
PRO.30.27	Yet go they forth all of them by bands;
PRO.30.28	The lizard taketh hold with her hands,
PRO.30.28	Yet is she in kings' palaces,
PRO.30.29	There be three things which are stately in their march,
PRO.30.29	Yea, four which are stately in going:
PRO.30.30	The lion, which is mightiest among beasts,
PRO.30.30	And turneth not away for any;
PRO.30.31	The greyhound; the he-goat also;
PRO.30.31	And the king, against whom there is no rising up.
PRO.30.32	If thou hast done foolishly in lifting up thyself,
PRO.30.32	Or if thou hast thought evil,
PRO.30.33	For the churning of milk bringeth forth butter,
PRO.30.33	And the wringing of the nose bringeth forth blood:
PRO.30.33	So the forcing of wrath bringeth forth strife.
PRO.31.1	The words of king Lemuel; the oracle which his mother taught him.
PRO.31.2	What, my son? and what, O son of my womb,
PRO.31.2	And what, O son of my vows?
PRO.31.3	Give not thy strength unto women,
PRO.31.3	Nor thy ways to that which destroyeth kings.
PRO.31.4	It is not for kings, O Lemuel, it is not for kings to drink wine;
PRO.31.4	Nor for princes 
PRO.31.5	Lest they drink, and forget the law,
PRO.31.5	And pervert the judgement of any that is afflicted.
PRO.31.6	Give strong drink unto him that is ready to perish,
PRO.31.6	And wine unto the bitter in soul:
PRO.31.7	Let him drink, and forget his poverty,
PRO.31.7	And remember his misery no more.
PRO.31.8	Open thy mouth for the dumb,
PRO.31.8	In the cause of all such as are left desolate.
PRO.31.9	Open thy mouth, judge righteously,
PRO.31.9	And minister judgement to the poor and needy.
PRO.31.10	A virtuous woman who can find?
PRO.31.10	For her price is far above rubies.
PRO.31.11	The heart of her husband trusteth in her,
PRO.31.11	And he shall have no lack of gain.
PRO.31.12	She doeth him good and not evil
PRO.31.12	All the days of her life.
PRO.31.13	She seeketh wool and flax,
PRO.31.13	And worketh willingly with her hands.
PRO.31.14	She is like the merchant-ships;
PRO.31.14	She bringeth her food from afar.
PRO.31.15	She riseth also while it is yet night,
PRO.31.15	And giveth meat to her household,
PRO.31.15	And their task to her maidens.
PRO.31.16	She considereth a field, and buyeth it:
PRO.31.16	With the fruit of her hands she planteth a vineyard.
PRO.31.17	She girdeth her loins with strength,
PRO.31.17	And maketh strong her arms.
PRO.31.18	She perceiveth that her merchandise is profitable:
PRO.31.18	Her lamp goeth not out by night.
PRO.31.19	She layeth her hands to the distaff,
PRO.31.19	And her hands hold the spindle.
PRO.31.20	She spreadeth out her hand to the poor;
PRO.31.20	Yea, she reacheth forth her hands to the needy.
