GEN.1.1	In the beginning God created the heaven and the earth. 
1CH.12.9	Ezer the chief, Obadiah the second, Eliab the third; 
1CH.12.10	Mishmannah the fourth; Jeremiah the fifth; 
1CH.12.11	Attai the sixth, Eliel the seventh; 
1CH.12.12	Johanan the eighth, Elzabad the ninth; 
1CH.12.13	Jeremiah the tenth, Machbannai the eleventh. 
1CH.12.14	These of the sons of Gad were captains of the host: he that was least was equal to an hundred, and the greatest to a thousand. 
1CH.12.15	These are they that went over Jordan in the first month, when it had overflown all its banks; and they put to flight all them of the valleys, both toward the east, and toward the west. 
1CH.12.16	And there came of the children of Benjamin and Judah to the hold unto David. 
1CH.12.17	And David went out to meet them, and answered and said unto them, If ye be come peaceably unto me to help me, mine heart shall be knit unto you: but if 
1CH.12.18	Then the spirit came upon Amasai, who was chief of the thirty, 
1CH.12.19	Of Manasseh also there fell away some to David, when he came with the Philistines against Saul to battle, but they helped them not: for the lords of the Philistines upon advisement sent him away, saying, He will fall away to his master Saul to the jeopardy of our heads. 
1CH.12.20	As he went to Ziklag, there fell to him of Manasseh, Adnah, and Jozabad, and Jediael, and Michael, and Jozabad, and Elihu, and Zillethai, captains of thousands that were of Manasseh. 
1CH.12.21	And they helped David against the band of rovers: for they were all mighty men of valour, and were captains in the host. 
1CH.12.22	For from day to day there came to David to help him, until it was a great host, like the host of God.
1CH.12.23	And these are the numbers of the heads of them that were armed for war, which came to David to Hebron, to turn the kingdom of Saul to him, according to the word of the 
1CH.12.24	The children of Judah that bare shield and spear were six thousand and eight hundred, armed for war. 
1CH.12.25	Of the children of Simeon, mighty men of valour for the war, seven thousand and one hundred. 
1CH.12.26	Of the children of Levi four thousand and six hundred. 
1CH.12.27	And Jehoiada was the leader of 
1CH.12.28	and Zadok, a young man mighty of valour, and of his father's house twenty and two captains. 
1CH.12.29	And of the children of Benjamin, the brethren of Saul, three thousand: for hitherto the greatest part of them had kept their allegiance to the house of Saul. 
1CH.12.30	And of the children of Ephraim twenty thousand and eight hundred, mighty men of valour, famous men in their fathers' houses. 
1CH.12.31	And of the half tribe of Manasseh eighteen thousand, which were expressed by name, to come and make David king. 
1CH.12.32	And of the children of Issachar, men that had understanding of the times, to know what Israel ought to do; the heads of them were two hundred; and all their brethren were at their commandment. 
1CH.12.33	Of Zebulun, such as were able to go out in the host, that could set the battle in array, with all manner of instruments of war, fifty thousand; and that could order 
1CH.12.34	And of Naphtali a thousand captains, and with them with shield and spear thirty and seven thousand. 
1CH.12.35	And of the Danites that could set the battle in array, twenty and eight thousand and six hundred. 
1CH.12.36	And of Asher, such as were able to go out in the host, that could set the battle in array, forty thousand. 
1CH.12.37	And on the other side of Jordan, of the Reubenites, and the Gadites, and of the half tribe of Manasseh, with all manner of instruments of war for the battle, an hundred and twenty thousand. 
1CH.12.38	All these, being men of war, that could order the battle array, came with a perfect heart to Hebron, to make David king over all Israel: and all the rest also of Israel were of one heart to make David king. 
1CH.12.39	And they were there with David three days, eating and drinking: for their brethren had made preparation for them. 
1CH.12.40	Moreover they that were nigh unto them, 
1CH.13.1	And David consulted with the captains of thousands and of hundreds, even with every leader. 
1CH.13.2	And David said unto, all the assembly of Israel, If it seem good unto you, and if it be of the 
1CH.13.3	and let us bring again the ark of our God to us: for we sought not unto it in the days of Saul. 
1CH.13.4	And all the assembly said that they would do so: for the thing was right in the eyes of all the people. 
1CH.13.5	So David assembled all Israel together, from Shihor 
1CH.13.6	And David went up, and all Israel, to Baalah, 
1CH.13.7	And they carried the ark of God upon a new cart, 
1CH.13.8	And David and all Israel played before God with all their might: even with songs, and with harps, and with psalteries, and with timbrels, and with cymbals, and with trumpets.
1CH.13.9	And when they came unto the threshing-floor of Chidon, Uzza put forth his hand to hold the ark; for the oxen stumbled. 
1CH.13.10	And the anger of the 
1CH.13.11	And David was displeased, because the 
1CH.13.12	And David was afraid of God that day, saying, How shall I bring the ark of God home to me? 
1CH.13.13	So David removed not the ark unto him into the city of David, but carried it aside into the house of Obed-edom the Gittite. 
1CH.13.14	And the ark of God remained with the family of Obed-edom in his house three months: and the 
1CH.14.1	And Hiram king of Tyre sent messengers to David, and cedar trees, and masons, and carpenters, to build him an house. 
1CH.14.2	And David perceived that the 
1CH.14.3	And David took more wives at Jerusalem: and David begat more sons and daughters. 
1CH.14.4	And these are the names of the children which he had in Jerusalem; Shammua, and Shobab, Nathan, and Solomon; 
1CH.14.5	and Ibhar, and Elishua, and Elpelet; 
1CH.14.6	and Nogah, and Nepheg, and Japhia; 
1CH.14.7	and Elishama, and Beeliada, and Eliphelet.
1CH.14.8	And when the Philistines heard that David was anointed king over all Israel, all the Philistines went up to seek David: and David heard of it, and went out against them. 
1CH.14.9	Now the Philistines had come and made a raid in the valley of Rephaim. 
1CH.14.10	And David inquired of God, saying, Shall I go up against the Philistines? and wilt thou deliver them into mine hand? And the 
1CH.14.11	So they came up to Baal-perazim, and David smote them there; and David said, God hath broken mine enemies by mine hand, like the breach of waters. Therefore they called the name of that place Baal-perazim. 
1CH.14.12	And they left their gods there; and David gave commandment, and they were burned with fire. 
1CH.14.13	And the Philistines yet again made a raid in the valley. 
1CH.14.14	And David inquired again of God; and God said unto him, Thou shalt not go up after them: turn away from them, and come upon them over against the mulberry trees. 
1CH.14.15	And it shall be, when thou hearest the sound of marching in the tops of the mulberry trees, that then thou shalt go out to battle: for God is gone out before thee to smite the host of the Philistines; 
1CH.14.16	And David did as God commanded him: and they smote the host of the Philistines from Gibeon even to Gezer. 
1CH.14.17	And the fame of David went out unto all lands; and the 
1CH.15.1	And 
1CH.15.2	Then David said, None ought to carry the ark of God but the Levites: for them hath the 
1CH.15.3	And David assembled all Israel at Jerusalem, to bring up the ark of the 
1CH.15.4	And David gathered together the sons of Aaron, and the Levites: 
1CH.15.5	of the sons of Kohath; Uriel the chief, and his brethren an hundred and twenty: 
1CH.15.6	of the sons of Merari; Asaiah the chief, and his brethren two hundred and twenty: 
1CH.15.7	of the sons of Gershom; Joel the chief, and his brethren an hundred and thirty: 
1CH.15.8	of the sons of Elizaphan; Shemaiah the chief, and his brethren two hundred: 
1CH.15.9	of the sons of Hebron; Eliel the chief, and his brethren fourscore: 
1CH.15.10	of the sons of Uzziel; Amminadab the chief, and his brethren an hundred and twelve. 
1CH.15.11	And David called for Zadok and Abiathar the priests, and for the Levites, for Uriel, Asaiah, and Joel, Shemaiah, and Eliel, and Amminadab, 
1CH.15.12	and said unto them, Ye are the heads of the fathers' 
1CH.15.13	For because ye 
1CH.15.14	So the priests and the Levites sanctified themselves to bring up the ark of the 
1CH.15.15	And the children of the Levites bare the ark of God upon their shoulders with the staves thereon, as Moses commanded according to the word of the 
1CH.15.16	And David spake to the chief of the Levites to appoint their brethren the singers, with instruments of music, psalteries and harps and cymbals, sounding aloud and lifting up the voice with joy. 
1CH.15.17	So the Levites appointed Heman the son of Joel; and of his brethren, Asaph the son of Berechiah; and of the sons of Merari their brethren, Ethan the son of Kushaiah; 
1CH.15.18	and with them their brethren of the second degree, Zechariah, Ben, and Jaaziel, and Shemiramoth, and Jehiel, and Unni, Eliab, and Benaiah, and Maaseiah, and Mattithiah, and Eliphelehu, and Mikneiah, and Obed-edom, and Jeiel, the doorkeepers. 
1CH.15.19	So the singers, Heman, Asaph, and Ethan, 
1CH.15.20	and Zechariah, and Aziel, and Shemiramoth, and Jehiel, and Unni, and Eliab, and Maaseiah, and Benaiah, with psalteries set to Alamoth; 
1CH.15.21	and Mattithiah, and Eliphelehu, and Mikneiah, and Obed-edom, and Jeiel, and Azaziah, with harps set to the Sheminith, to lead. 
1CH.15.22	And Chenaniah, chief of the Levites, was over the song: he instructed about the song, because he was skilful. 
1CH.15.23	And Berechiah and Elkanah were doorkeepers for the ark. 
1CH.15.24	And Shebaniah, and Joshaphat, and Nethanel, and Amasai, and Zechariah, and Benaiah, and Eliezer, the priests, did blow with the trumpets before the ark of God: and Obed-edom and Jehiah were doorkeepers for the ark.
1CH.15.25	So David, and the elders of Israel, and the captains over thousands, went to bring up the ark of the covenant of the 
1CH.15.26	And it came to pass, when God helped the Levites that bare the ark of the covenant of the 
1CH.15.27	And David was clothed with a robe of fine linen, and all the Levites that bare the ark, and the singers, and Chenaniah the master of the song 
1CH.15.28	Thus all Israel brought up the ark of the covenant of the 
1CH.15.29	And it came to pass, as the ark of the covenant of the 
1CH.16.1	And they brought in the ark of God, and set it in the midst of the tent that David had pitched for it: and they offered burnt offerings and peace offerings before God. 
1CH.16.2	And when David had made an end of offering the burnt offering and the peace offerings, he blessed the people in the name of the 
1CH.16.3	And he dealt to every one of Israel, both man and woman, to every one a loaf of bread, and a portion 
1CH.16.4	And he appointed certain of the Levites to minister before the ark of the 
1CH.16.5	Asaph the chief, and second to him Zechariah, Jeiel, and Shemiramoth, and Jehiel, and Mattithiah, and Eliab, and Benaiah, and Obed-edom, and Jeiel, with psalteries and with harps; and Asaph with cymbals, sounding aloud; 
1CH.16.6	and Benaiah and Jahaziel the priests with trumpets continually, before the ark of the covenant of God.
1CH.16.7	Then on that day did David first ordain to give thanks unto the 
1CH.16.8	O give thanks unto the 
1CH.16.9	Sing unto him, sing praises unto him; talk ye of all his marvelous works. 
1CH.16.10	Glory ye in his holy name: let the heart of them rejoice that seek the 
1CH.16.11	Seek ye the 
1CH.16.12	Remember his marvelous works that he hath done; his wonders, and the judgements of his mouth; 
1CH.16.13	O ye seed of Israel his servant, ye children of Jacob, his chosen ones. 
1CH.16.14	He is the 
1CH.16.15	Remember his covenant for ever, the word which he commanded to a thousand generations; 
1CH.16.16	 which he made with Abraham, and his oath unto Isaac; 
1CH.16.17	And confirmed the same unto Jacob for a statute, to Israel for an everlasting covenant: 
1CH.16.18	Saying, Unto thee will I give the land of Canaan, the lot of your inheritance: 
1CH.16.19	When ye were but a few men in number; yea, very few, and sojourners in it; 
1CH.16.20	And they went about from nation to nation, and from one kingdom to another people. 
1CH.16.21	He suffered no man to do them wrong; yea, he reproved kings for their sakes; 
1CH.16.22	, Touch not mine anointed ones, and do my prophets no harm. 
1CH.16.23	Sing unto the 
1CH.16.24	Declare his glory among the nations, his marvelous works among all the peoples. 
1CH.16.25	For great is the 
1CH.16.26	For all the gods of the peoples are idols: but the 
1CH.16.27	Honour and majesty are before him: strength and gladness are in his place. 
1CH.16.28	Give unto the 
1CH.16.29	Give unto the 
1CH.16.30	Tremble before him, all the earth: the world also is stablished that it cannot be moved. 
1CH.16.31	Let the heavens be glad, and let the earth rejoice; and let them say among the nations, The 
1CH.16.32	Let the sea roar and the fulness thereof; let the field exult, and all that is therein; 
1CH.16.33	Then shall the trees of the wood sing for joy before the 
1CH.16.34	O give thanks unto the 
1CH.16.35	And say ye, Save us, O God of our salvation, and gather us together and deliver us from the nations, to give thanks unto thy holy name, and to triumph in thy praise. 
1CH.16.36	Blessed be the 
1CH.16.37	So he left there, before the ark of the covenant of the 
1CH.16.38	and Obed-edom with their brethren, threescore and eight; Obed-edom also the son of Jeduthun and Hosah to be doorkeepers: 
1CH.16.39	and Zadok the priest, and his brethren the priests, before the tabernacle of the 
1CH.16.40	to offer burnt offerings unto the 
1CH.16.41	and with them Heman and Jeduthun, and the rest that were chosen, who were expressed by name, to give thanks to the 
1CH.16.42	and with them Heman and Jeduthun 
1CH.16.43	And all the people departed every man to his house: and David returned to bless his house.
1CH.17.1	And it came to pass, when David dwelt in his house, that David said to Nathan the prophet, Lo, I dwell in an house of cedar, but the ark of the covenant of the 
