JHN.1.1	Tsidyodaghsawen ne Logos
JHN.18.31	Ethone Pilate wahshakawenhaghse, faghtsisewayadenhha, oni tʼeghtsisewayadòreghte tsi nʼise ne sewarihhòten. Ne Jewshaga kadi wahhonwenhaghse, onwaghtyawenràtigh nʼIih ne Law ne ne ongwe enyakhiryo: 
JHN.18.32	Nene aontakarighwayèrine tsinihoihhòten ne Jesus, tsitehawenninegeni, ranadòni tsinikenhheyontseròten aghrenhheyen. 
JHN.18.33	Ethone Pilate sahhadaweyade tsiteyondadyadoreghthen, oni tahhònonke Jesus, oni wahhawenhaghse, ise ken ne Ronwakòrah ne Jewshaga? 
JHN.18.34	Jesus tentahhawenhaghse, ise ken sanigonra tsi ne sadon, kadoh akòren etho ne yesarihhotensten? 
JHN.18.35	Pilate tentahhawen, Jewshaga ken nʼIih? nene ise tsinisoghwhentjòden oni ne radikowanenghse ne Cohenason Iihne yesaghtkawen, oghnahhoten serighwanhìgen? 
JHN.18.36	Jesus tentahhadadi, akyànertsera yaghne tegen ne ken ogwhentjage. Togat nonken akyaner-sera kenntho oghwhentjage enkenhak, ethòne aontehonattoryàneron ne khenhase, nene yaghten aontayongwaghtkàwen ne Jewshagàge; ok nonwa yagh egh ten gàyen ne akyanersera. 
JHN.18.37	Pilate kadi wahhowenhaghse, Korah kadi ken ne ise? Jesus tentahhadadi, ne wahhy Korah takenadonghkwa. Ne wakenyende tsi wakenakeràton, oni ne yoderihhòni tsi oghwhentjage wàkewe, nene aontakerighwatròry tsiniyought ne togensketsera. Agwegon ne ongwe nene togenske tsiniyakonigonghròten yonkewennaghronken. 
JHN.18.38	Pilate wahhawenhaghse, oghnahhoten ne togensketsera? Ok ne onen tsi ne wahhenron, etho àre sàreghde ne Jewshagàge, oni wahshakawenhaghse, yaghothènon ten kerighwatfhenryese nene aontehorighwàyendak ne wahhetken. 
JHN.18.39	Ok denghnon sewaríwayen aontakwaghtkàwenne tsyongwedat, ethone tsi èren waondongoghte: sewanonwese kadi ken nene aontahiyaghtkàwen ne isege ne Ronwakòrah ne Jewshaga? 
JHN.18.40	Ethone sahhondewennayèndon àre, rondouyon, yaghten ne kengayen rongwe, ok denghnon ne Barabbas. Ok ne Barabbas, nene sʼhakoghkwens ne hayadoten.
JHN.19.1	Ethone kadi Pilate sahhoyadenhhawe ne Jesus, ok wahhoghsoghkwawisson. 
JHN.19.2	Ok ne shodar wahhonwanonghwaròrotserronyon ne ohhíkta, oni wahhonwanonghwàròrohke, oni wahhonwaghíerronyate nene yodàgon ne waghsiròten. 
JHN.19.3	Oni wahhoniron, wakwanotighweràton, Korah ne Jewshaga! oni radisnonke rontha wahhonwàyenghte. 
JHN.19.4	Pilate kadi sahhayagenne àre, ok wahshakawenhaghse, tsyatkaghtho, isege sahhiyathewe, nene aontesewadogense yaghothènon ten kerighwatshenryese ne aontehoyendak ne wahhetken. 
JHN.19.5	Ethone Jesus tensahhayàgenne, rononghwaroron ne ohhíkten oni rotyatawìda ne yodagon ne kanennòten. Ok Pilate wahshakàwenhhàghse, Tsyatkaghtho ne rongwe? 
JHN.19.6	Neonen kadi ne Radikòwanenghse ne Cohenason, oni ne radighsennaweghtennyon wahhowatkaghtho, wahhondewennayendonwe rondonyon, eghtsisevvayenclanharen, eghtsisewayendannaren. Pilate wahshakawenhhaghse, saghtsisewayadenhhen nʼise, oni eghtsisewayendanharen: iken yaghothènon nʼIih ten kerighwatshenryese aontehoyendak newahhetken. 
JHN.19.7	Ne Jewshaga tentahhondadi, ongwariwayen ne yoghtyawenratsera, oni tsiniyakwarihhòten etho ne aghrenhheye, ne wahhone rodaddonyon ne Yehovah Ronwayeah.
JHN.19.8	Neonen kadi Pilate tsiroghronken nʼetho ne karihhòten, senhha wathodonghharènron; 
JHN.19.9	Ok are sahhadaweyade tsi teyondadyadoreghthen, oni wahhawenhaghse ne Jesus, kah nonwe tesaghdenntyon? Ok denghnon Jesus yaghten tʼhodadi. 
JHN.19.10	Ethone Pilate sahhawenhhaghse, yagh ken ten sadadigh, tsi wakowennara-on? yagh ken ten serighwayendèri tsi wakegwennyontserayen nene aontayesayendanharen, oni wakegwennyohtserayen nene aontayesaghtkawen? 
JHN.19.11	Jesus tentahhadadi, yaghothenon, aontaghsgwennyon Iihne, nene yagh eneken ten yesagwennyontserawigh: ne kadi raonhha nene wahhakwaghtkawe isege, senhha karihhowanen rorighwannerakserayen. 
JHN.19.12	Ok ethone tejodaghsawen Pilate wahhodondaghkwane aontahhoghtkawen: ok ne Jewshaga wahhondewennayendon, rondonyon, togat enghtsisewaghtkawe ne ken rongwe, yagh ne tsyadènron te gen ne Cesar; onghka kiok Korah wahhadaddonyon rorighwayesaghthen wahhy ne Cesar. 
JHN.19.13	Neonen kadi Pilate roghronken nʼetho tsinaèyere, sahhoyathewe ne Jesus, ok egh wahhatyen tsi rontyendaghkwa ne teyeyadoreghthà, tsinonwe ne konwayats Tekanenyadenghtarhon, ok denghnon tsiniyewennòten ne Hebrew, Gabbatha. 
JHN.19.14	Ok ethone tsinihondenrharats ne yondennyodane tsi èren waondengoghte, oni ne yayakhadont hour: ok wahshakawenhaghse ne Jewshaga, tsyatkaghtho, ne sewakòrah! 
JHN.19.15	Ok sahhondewennayendon, eren eghtsisewahhawighte, eren eghtsisewahhawighte, eghtsisewayendanharen. Pilate wahshakawenhhaghse, enhiyendanharen ken ne sewakorah? ne Radikowanense Cohenason tentahhondadi, yaghten ongwakorahtserayen neok ne Cesar. 
JHN.19.16	Ethone kadi wahhodewenndeghte rononhage nene enhonwayendanharen. Ok wahhowayena ne Jesus, oni eren tahhonwanontshíneghte.
JHN.19.17	Ok raonhha tsi rahhawe ne raoyaghsonde etho wareghte tsinonwe ne konwayats, Ononghwaragoghne, nene konwayats yaweght tsiniyewennòten ne Hebrew Golgotha: 
JHN.19.18	Etho nonwe wathonwadiyendanharen raonhha ok teghniyaghse ne òya, tetsyarongwa nongadih sʼhayadat, ok raonhha ne Jesus sadowaghsènna.
JHN.19.19	Ok ken ne kaghsennòten wahhaghyadon ne Pilate, ok eghwahharanendakte tsi tekayaghsonde. Ok tsinikawennoten ne kaghyadon, naah, JESUS NE NAZARETHAGA NE ROWAKORAH NE JEWSHAGA. 
JHN.19.20	Ne ken tsi kaghyadon ethone yawetowanen ne Jewshaga wa-ewennaghnòdon; iken tsinonwe wathonwayendanhàren ok niyorè-ah tsi kanàdayen: ok oni agwegon tsinihadiwènnage ne Hebrew, Greek oni ne Latin, etho niyought tsikaghsennaghyàdon. 
JHN.19.21	Ethone ne Radikowanenghse Cohenason wahhonwenhaghse ne Pilate toghsa syàdon, Neronwakorah ne Jewshaga; neok denghnon tsi rà-wen Iih naah ne ronwakorah ne Jewshaga. 
JHN.19.22	Pilate tentahhadadi, tsiniwakyàdon, ne naah ne wakyàdon.
JHN.19.23	Ethone ne shodar, neonen wathonwayendanhàren Jesus, wathàdighkwe ne raonèna, kayèri ne rodiyàkon, tsinihadi ne shodar skatshon; ok oni ne raodyatawed: ok ne raodyadawed kenhha yagh kanèga ten kanikhon, sewaghsírat yaweght tsi waeweyenendane. 
JHN.19.24	Wahhoníron kadi ok tsi rononha, toghsa dewàrighte, ok dedewàyenhha, onghka se akònwen enkenhak. Nene aontakayèríne ne kaghyadonghseradogenghti, tsi wàdon, wathadikhaghsyònkon akenéna, ok wathodiyenhha nene enhodiyèndane ne akwadyàdawid. Kengh kadi ne hodiyèren ne sʼhodar.
JHN.19.25	Ok egh yedaghkwe tsiraoyaghsonde ne Jesus ne Ronisdenhha, ne ronisdenhha yadennoshenha, Mary ne Cleophas ròne, oni Mary Magdalene. 
JHN.19.26	Neonen kadi Jesus wahshakòken ne ronistenhha, oni ne sʼhayadat ne raotyonghkwa nene ronoronghkwa ok egh inade, wahshakawenhaghse ne ronistenhha, senheghtyen, eghtsyatkaghtho ne eghtsye-ah! 
JHN.19.27	Ethone wahhawenhhaghse ne rongwe ne raotyonghkwa, scyatkaghthonesanistenhha! Ok ethone oksaok ne etho shayàdat ne raotyonghkwa wahshakoyadinyonte tsi agwagh rononghsode.
JHN.19.28	Oghnagenke ne kengàyen, Jesus tsi roderyendare nene yorighwagwegon onen watkayèríne, nene aontakarighwayèríne ne kaghyadonghseradogenghte, ràwen wakonyadathenghse. 
JHN.19.29	Ok egh kaksayendaghkwe kanànon ne teyoghnekaghyotsis (vinegar): ok wa-ènaghne oneraghsa ne vinegar, oni ne hyssop waakohhàren, ok egh waèyen tsiraghsakàronde. 
JHN.19.30	Neonen kadi Jesus wahhayena ne vinegar, wahhenron, onen se kaweyenenda-on; ok wathatsagete ne raonontsine, oni tahhonigonghrinnegenwe.
JHN.19.31	Ne Jewshaga kadi, ne wahhone tsi rondenrharatsgwe, nene yaghten aontahhodiyadaniyonthake tsi tekayaghsonde ne ne yawenndadogenglidonke, (iken ne etho yawenndadogenghton agwagh wenndowanenne) wahhonwarighwanekhen ne Pilate nene aontahhonwadirenghsyake, oni èren aontahhonwadihhawighte. 
JHN.19.32	Ethone wahhonewe ne shodar, ok wahhonwarenghsyake ne shayadat, ok oni nene òya nene wadogen wathonwadiyendanharen. 
JHN.19.33	Ok ne onen wahhonwayadòrenne ne Jesus, oni wahhontkaghtho onen tsi rawenhhèyon, yaghten honwarenghsyakon: 
JHN.19.34	Ok denghnon shayadat ne shodar aghsikwa wahhàyenghte wahhoghteghkaròngoghte, ok egh wakayàgenne onegwenghsa oni oghnekanonghs te-kayeston. 
JHN.19.35	Ok raonhha nene rotkaghtho ne wahhatrori, ok togenske naah tsinihorihhòten: ok rarighwayenderi tsi togenske tsinihayerha, nene aontesewegho taghkon. 
JHN.19.36	Iken etho ne yorighwawe-on, nene, aontakarighwayèrine ne kaghyadonghseradogenghti, skaghtsyendat ne raoghstyen yaghten entayerighte, 
JHN.19.37	Ok àre òya ne kaghyadonghseradogenghti wadon, enthonwakànerek nene ronwa-ashon.
JHN.19.38	Ok oghnagen ne Joseph ne ne Arimatheahaga, tsi yaweght ne shayadat ne Raotyonghkwa ne Jesus, ok adaghseghtonke tsishakotsanise ne: Jewshaga, wahhorighwanekhen ne Pilate nene èren aontahahhàwighte ne raoyeronde kenhha ne Jesus: ok ne Pilate wahhathondadde. Egh kadi wàrawe, ok wàtraghkwe ne raoyeronde kenhha ne Jesus. 
JHN.19.39	Ok oni wàrawe ne Nicodemus, nene tsitontyèrenghte aghsennthage royadorè-on ne Jesus, oni rahhàwine tekayeston ne myrrh oni aloes, ensket tewennyawe ne kakontserage tsiniyokste. 
JHN.19.40	Ethone wathàdighkwe ne raoyeronde kenhha ne Jesus, oni onyadara-on wahhadighwennonyate wadògen ne ononghkwa-soe, tsiniyakorihhòten ne Jewshaga ne enyondadyadathen. 
JHN.19.41	Ok egh nonwe tsiwathonwayendanharen egh kayenthone; ok oni tsikayentho ase ne sepulchre (tsi vondadyadatta-aghstha) tsinonwe arekho onghka ne ongwe ten wa-èyen. 
JHN.19.42	Etho kadi wahhonwàyen ne Jesus, ne wahhòne tsi onontohha tsinihondénrhharats ne Jewshaga; iken ok niyoréa tsi gayen ne sepulchre.
JHN.20.1	Tsi tonteghniferatyèrenghte tsini wennda orhonkeghtsi wa-onwe ne Mary Magdalene, aghson tsi tyokaras, tsi nonwe ne sepulchre, oni wa-ontkaghtho èren kaghkwíden ne onenya nene tsi sepulchre yekayendaghkwe. 
JHN.20.2	Ethone watyoraghdadde oni wa-onwe tsi íne ne Simon Peter, oni ne sʼhayadat ne raotyonghkwa nene Jesus ronoronghkwaghkwe, oni wa-akawen-haghse, eren ronwahhawighten ne Royaner tsinonwe ne sepuichre, oni yaghten yakwarighwayenderi tsinonwe wahhonwayen. 
JHN.20.3	Peter kadi oni ne shayadat egh wàneghte, oni wànewe tsinonwe ne sepulchre. 
JHN.20.4	Oghseronigh kadi waghnitakhe, ok ne shayadat wahhoyatkenni ne Peter, oni raonhha nyare yehhàrawe tsinonwe ne sepulchre. 
JHN.20.5	Ok tsi tahhatsàgete tsi tahhatkedòten, wahhatkaghtho ne onyadarà ok te gayen; shegon sàne yaghten yehodaweyàden. 
JHN.20.6	Ethone wàrawe ne Simon Peter toghnonderatyene, ok egh wahhadaweyade tsinonwe ne sepulchre, oni tahakànere ok te gayen ne onyadarà-ne kaghwennonyàtha. 
JHN.20.7	Ok ne onyadarà nene rodenontsistanhen, yagh wadògen ten gayen tsi kagèron ne òya onyadarasò-a, ok denghnon kaghrenònigh ok aonhhà te gayen isi nonwe. 
JHN.20.8	Ethone yehodaweyàdon oni ne shayadat, nene tontyèrenghte wàrawe tsinonwe ne sepulehre, ok wahhatkaghtho oni wathaweghtaghkon. 
JHN.20.9	Iken arekho se ethone ten hadiyenderi tsinikarilihòten ne kaghyadonghseradogenghte nene aonsahhatketskon tsi rawenhheyoghne. 
JHN.20.10	Ethone èren sàneghte tsi agwagh rodinonghsode.
JHN.20.11	Ok denghnon Mary atste kàdaghkwe tsinonwe ne sepulchre watstaràne: òk aghson tsi watstarha, wa-ontsàgete, oni wa-ontkedòten tsi nonwe ne sepulchre. 
JHN.20.12	Oni wa-akòken teghniaghseh Karonyagegh-rononeghnideron shayàdat ne raonontsine nongadih, ok shayadat ne raghsige nonga, tsinonwe ne raoyeronde kenhha ne Jesus yekayendaghkwe. 
JHN.20.13	Ok wakonwenhhaghse, senheghtyen, oghneyotyèren satstarha; wa-akawenhhaghse, ne wahhòne tsi eren ronwahhawighten ne akyanèda, ok yaghten kyenderi tsinonwe wa-èyen ne raoyeronde kenhha. 
JHN.20.14	Ok ne onen tsi etho ne yoyèren, sʼontkarhadèni, oni wahhotkaghtho Jesus írade, ok yaghten yoddedògen tsi ne naah ne Jesus. 
JHN.20.15	Jesus wahshakawenhhaghse, senheghtyen, oghne yotyèren tsi satstarha? Onghka eghtsyadì-saks? Aonhha, ok tsi wanonghtonyon ne ken ne Rayenthoghse, wahhoyenhaghse, sewenniyoh, togat èren waghtshawighton takròri tsinonwe tesàyen, ok èren enkhàwighte. 
JHN.20.16	Jesus wahshakawenhhaghse, Mary, sa-ont-karhadèni, oni wahhoyenhaghse, Rabboni; ne naah ne ayairon, Sewenniyoh. 
JHN.20.17	Jesus washakawenhhaghse, toghsa ken ne takwàyere; iken arekho enegen ten wakenonghton ne Ragenihnehha: ok denghnon egh yehàse tsi yederon akwadaddege ongonwa, oni sʼheghròri, enegen wakeghte ne Ragenihnehha, oni ise eghtsisewanihha; oni Iih Akeniyoh, ise oni Eghtsisewaniyoh. 
JHN.20.18	Mary Magdalene wa-onwe oni wa-akoghròri tsinikenntyoghkwa tsi wahhotkaghtho ne Royaner oni tsi etho ne yoríwage washakodadyese. 
JHN.20.19	Ethone sa-eghniserat tsi wa-ònkarawe, nene tsi tonteghniseratyerenght tsiniwènnda, onen tsikanhodon tsinonwe ronatkennison ne raotyonghkwa tsinishakoditsanise ne Jewshaga, wahhayon ne Jesus ok kanenherhen wathàdane, oni wahshakawenhhaghse, skennen kenhak tsi isewese. 
JHN.20.20	Ok ne onen tsi etho ne hoyéren, wahshakonadonhaghse ne rasnonke oni ne raoghteghkarrògon. Ethone wahhontshennoni ne raotyonghkwa neonen sahhonwatkaghtho ne Royaner. 
JHN.20.21	Ethone Jesus saghshakawenhhaghse, skènnen kenhak tsi isewese: tsiniyought tsi rakhenha-on ne Ragenihha, egh oni niyought enkwanhane nʼise. 
JHN.20.22	Ok ne onen etho ne hoyèren, wahhadoryen ne rononhhage, oni wahshakawenhhaghse, ne Kanigonghriyoston sewayèna: 
JHN.20.23	Onghka kiok akorighwanneren enyetshirongwas, enhonwadirongwase naah; ok Onghka kiok akorighwanneren enyetshirighwarhon, enhonwadirighwarhon se naah.
JHN.20.24	Ok denghnon Thomas shayadat tsinihadi ne tekeniyawenri, nene Didymus ronwayats, yagh wadògen ten hadiderondaghkwe Jesus tsi wahhayon. 
JHN.20.25	Nene òya kadi tsinikenntyonghkwa wahhonwaghròri, wairon onen waghsagwatkaghtho ne Royaner. Ok denghnon wahshakawenhhaghse, togat nonken yaghten enkatkaghtho ne rasnonke tsi yodongoghthon ne karonware, oni enkèghsnongh-sòroke tsi teyoghsonwennyoh tsi kaghnyòdaghkwe ne karònware, oni enkenontshòroke raoghtegh-karrògon, yaghten wadonse aontewakeghtaghkon. 
JHN.20.26	Ok oghnagènke sadègo ne weghniserage ne raotyonghkwa are radiderondaghkwe oni radigwegon ne Thomas: Ethone Jesus wahhayon, ok tsi kanhòdon, oni kanenherhen wathadane, oni wahhenron skènnen kenhak tsi isewese. 
JHN.20.27	Ethone wahhawenhaghse ne Thomas, ken tasesnonghsòroke, satkaghtho tsi kesnonke; ok ken tasenontshòroke tside wakteghkarrògon: toghsa sadennòwenght, ok denghnon teseghtaghkon. 
JHN.20.28	Ok Thomas tentahhadadi, oni wahhawenhhaghse, Akyanèda oni Akenìyoh. 
JHN.20.29	Jesus wahhawenhhaghse, Thomas ne wahhone teseghtaghkon tsi waskwatkaghtho: yakodaghskats naah aka-onha nene yaghten yakotkaghtho, ok sʼhégon teyakaweghtaghkon. 
JHN.20.30	Ok yawetowanen ne òya ne yorighwanneghragwaght tsinihoyèren togenske ne Jesus tsitehadikànere ne Raotyonghkwa, nene yagh kenntho ten kaghyadon: 
JHN.20.31	Ok kaghyadon ne kengayen, nene aonteseweghtaghkon tsi Jesus naah ne Christus ne Yehovah Roye-ah, ok tsi teseweghtaghkon aontesewayendane ne adonhèta ne yorihhone raoghsenna.
JHN.21.1	Oghnagen tsi etho niyàwènne Jesus saghshakoyadodaghsyon àre sahhonwaken ne raotyonghkwa tsi Kanyàdare ne Tiberias; ok ken niyawe-on tsi wahhadaddodaghsyon. 
JHN.21.2	Wadògen ronesgwe Simon Peter, oni Thomas nenè Didymus ronwayats, oni Nàthaniel ne Canahàga Galileetseràgon, oni Zebedee sʼhakoye-on-gonwe, ok teghniaghseh òya tsinihadi ne raotyonghkwa. 
JHN.21.3	Simon Peter wahshakawenhaghse, waketsyontisakhen. Sahhonwenhhaghse Iih oni endewegh. Wahhonghdendi ok oksaok kahhonwagon wahhonditta; ok etho waghsondàte yaghothènon ten hodiyèna. 
JHN.21.4	Ok denghnon neonen tsi wa-orhenne, Jesus etho ràdaghkwe atsyakten; ok ne tsinikenotyonghkwa yaghten honadedògen tsi ne naah ne Jesus. 
JHN.21.5	Ethone Jesus wahshakawenhhaghse, kwaye-a ongonwa, sewahkwayen ken? Ok tentahhondadigh, yaghten. 
JHN.21.6	Ok wahshakawenhaghse, èren ne kahhonwadi yatsyàdi ne adenyeghroghkwa, ok ensewatshenri. Wahhonàdi kadi, ok nonwa yaghten honatgwennyoh aontahodirònden tsinikenntyoghkowanen ne kentsyoh wahhodínawengh. 
JHN.21.7	Ne wahhone nʼetho shayadat nene Jesus ronoronghkwaghkwe, wahhawenhaghse Peter, Ne wahhy ne Royaner. Ok ne onen Simon Peter wahhàronke tsi ne naah ne Royaner, wahhodyàtawed
JHN.21.8	Ok ne òya tsinihadi ne raotyonghkwa tahhone kahhowaghnehha radiyadidaghkene; (iken yagh inon ten honesgwe tsi yoghwhentjàde, ok yaweght tekeni tewennyawe cubit tsiniyòre,) tsi radìsere ne adenyeghroghkwa tsi íkare ne kentsyoh. 
JHN.21.9	Kawenniyoh kadi sahhadighrarhon atsyakten, wahhontkaghtho egh kenntsistayen, ok kenntsyoh eghkahhere, oni kanàdarohk. 
JHN.21.10	Jesus wahshakawenhaghse, teshàwé tsini kenntsyòten nonwa sewayèna. 
JHN.21.11	Simon Peter enegen wàreghde, ok wahhondirònden ne adenyeghroghkwa atsyakten, ok tekanànon ne kenntsyowànenghse, enskat tewennyàwe wisk niyoghsenghserote ok aghsenyawenri. Ok se etho tsi yawetowanenne, sʼhegon sàne yaghten aontakàríne ne adennyeghroghkwa. 
JHN.21.12	Jesus wahshakawenhaghse, kalsseni tesewatskàhon. Ok yaghten yodòn onghka tsinihadi ne raotyonghkwa aontehonwarighwanondonse, onghka nʼise, tsi ronaderyendare ne se naah ne Royàner. 
JHN.21.13	Ethone Jesus ire, ok wàtraghkwe kanàdarohk, kenntsyoh oni, ok waghshakàwen. 
JHN.21.14	Onen nonwa kayèri yaweght ne hotnannetta ne Jesus tsi wahshakoyadodaghsyon ne raotyonghkwa enhonwàken, tsinahhe sʼhotketsgwen tsi rawenhèyoghne. 
JHN.21.15	Neonen kadi tsi wahhadihkwènndane, Jesus wahhawenhaghse ne Simon Peter, Simon Jonas ghyayèah, senhha ken takenoronghkwa tsiniyought ne kengayen? Sahhawenhhaghse, togenske, Sayàner; tsyendèri konoronghkwa. Sahhawenhhaghse, sʼhènonte aketsenénson ne sehh.
JHN.21.16	Sahhatnanetta sahhawenhhaghse àre, Simon, Jonas ghyaye-ah, takenoronghkwa ken?; Sahhawenhhaghse, togenske, Sayaner, tsyenderi konoronghkwa. Wahhawenhhaghse, shenonte aketsenénson ne werha. 
JHN.21.17	Ok sʼhegon sahhatnannetta, sahhawenhhaghse Simon Jonas ghyaye-ah, takenoronghkwa ken? Peter wahhaweryendaksen tsi aghsen nikon ne rowenni, takenoronghkwa ken? ok sahhawenhaghse, agwegon ne serighwayendèri; tsyendéri konoronghkwa, Jesus wahhawenhhaghse, shenonte ne aketsenénson ne werha. 
JHN.21.18	Agwagh togenske, togenske, wakwenhhaghse aghson tsi sadonniyoh, ise wasadyadanhen ok wasathahhine tsinonwe wasadondaghkwane: ok ne onen ensadyadissa, ensenontshagwarighsyon ok akòren enyesànerenke, ok egh enyesayathewe tsinonwe ne yaghten senonwese. 
JHN.21.19	Ne rodàdigh, yaweght ranadonyon, tsinenyoughton enhogloriste ne Yehovah tsi aghrenhheye. Ok ne onen tsi etho ne hoèren, wahhawenhhaghse, tak nonderatyeghte. 
JHN.21.20	Ethone Peter tsi tensahhatkarhadèni wahhatkaghtho raghnonderatye shayadat nene Jesus ronoronghkwa; ne ne etho ne rotkonhaghkwe ne raghsgwènàge tsi tehontskahon, oni ràwen, Sayàner, onghka ne aghyanikonghràsere? 
JHN.21.21	Peter tsiwahhotkaghtho, wahhawenhhaghse ne Jesus, Sayàner, ogh oni ne enhayere ne ken rongwe. 
JHN.21.22	Jesus wahhawenhhaghse, togat nonken enkerhek, ok aontahenderondak tsinenskewe oghnahhòten satsteristaghkwen? taknonderatyeghte ise. 
JHN.21.23	Ethone wa-onderighwarenyade ne kengayen tsi radìderondon ne rondaddegénson, nene etho shayadat ne raotyonghkwa yaghten aghrenhheye: sane yagh ne ten howenni Jesus, yaghten aghrenheye; ok togat nonken enkerhek ok aontahenderhondak tsinenskewe, oghnahhoten satsteristaghkwen ne ise.
JHN.21.24	Nene etho shayadat ne Raotyonghkwa, ne rorighhowanaghton ne kengayen, neoni ne ken ne karighhotense roghyadon: ok wakwaderyèndare togenske naah tsinihorighhòden. 
JHN.21.25	Yawetowanen oni òya ne yorìwage tsinihoyèren ne Jesus, ne naah togat agwègon aontekasghyadonke, ikeghre, yaghten aontakayerine tsiniyoghwhentja aontawèdake tsinikaghyadonghserage aontekaghyadonke. Etho nenyàwene.
