MAT.1.1	Tíhi mé chrónka nkexro kꞌuaxrjeníxin Jesucristo. Jesucristo mé kꞌuaxrjeníxin David la ko Abraham.
MAT.14.31	Ndá tuénxín itsé chꞌin Jesús itja ti chꞌin Pedro la ndáchro chꞌan:
MAT.14.31	―¿Nkekuènté chaxínhña titekaoan? ¿Nkekuènté nkoko̱ahya kjuénka̱yáxian?
MAT.14.32	La ti ó yóí sin kꞌui̱tꞌótjen sin ti ntabarco la tuénxín kꞌuixratá ti xri̱nto̱. 
MAT.14.33	La kaín ti sin tjejóyá ti ntabarco la kꞌuejóxin sin tochꞌin sin nkayakon chꞌin Jesús la ndáchro sin:
MAT.14.33	―Chaxín jaha ti Xje̱en Díos ―ichro sin.
MAT.14.34	Ndá ti ó kꞌuatsínka sin ti nda̱ñao la kjuíji sin Genesaret. 
MAT.14.35	Ndá ti chojni tjejó ntiha la kjuátso̱an sin kixin tíha la chꞌin Jesús, la tuénxín sákjuichronka sin kuenté chjasin la ko ti chjinaxón ntiha, la kaín sin kjui̱ka̱o sin chojni níhi ti itjen chꞌan. 
MAT.14.36	La chrónoéhe̱ sin chꞌan kixin chrókjuajon chꞌan kjuachaxin kixin, kjónté chrínta ti iké chꞌan ó, chrókuákóxi̱n sin, ndá kaín ti sin níhi kuákóxi̱n ti iké chꞌan la kuito̱he sin jína.
MAT.15.1	A̱ndá iso ti sin fariseo la ko ti maestro tjako ley tsíkji̱xi̱n Jerusalén mé kóchjinehe sin chꞌin Jesús la kjuanchankí sin, ndáchro sin:
MAT.15.2	―¿Nkekuènté kixin ti sin xriko̱a la nchexiteyáhya sin ti nkehe kjuako ti sin kꞌuaxrjeníxini kixin tꞌóntihya sin itja sin ti ó inie sin? ―ichro ti sin fariseo.
MAT.15.3	A̱ndá chꞌin Jesús kjuanchankí, ndáchro:
MAT.15.3	―¿Nkekuènté kixin kja̱xinra nchexiteyéhyara ti nkehe kꞌue̱to̱an Díos?, landá a̱ntsí nchexiteyára ti nkehe tsíchronka ti sin tsíkꞌaxrjeníxinra. 
MAT.15.4	*Kixin Díos la ndáchro: “Tjikosayéhéra itꞌára la ko ìnára”, “Ti nkexro tsꞌándaxínhi̱n itꞌé la ko ìñé la itsꞌen.” 
MAT.15.5	A̱ndá jahara ndáchrora kixin ti nkexro tsondáche itꞌé la ko ìñé: “Í xrokjuahya tsjinki̱tsani ti jaha kixin kaín ti nkehe chóntani chrókjuajoni la ó chjéheni Díos”, 
MAT.15.6	la í tsicháxi̱nhña tsjinki̱tsa sin ti itꞌé sin la ko ti ìñé sin. Ndá ti xi̱kaha ichꞌera la ti̱to̱héra ti nkehe kꞌue̱to̱an Díos kixin titekáonra ti nkehe tsíkꞌe̱to̱an ti sin tsíkꞌaxrjeníxinra. 
MAT.15.7	Jahara, chojni nkojinxónhña tjenka̱yáxin. Ndoá ndáchro Isaías:
MAT.15.8	a̱ndá ti a̱sén sin la ikjín kuito̱he.
MAT.15.9	Méxra̱ ó chónkó tjikosáyehe sin ti janhan
MAT.15.9	kixin ti nkehe tjako sin la nkehe kuènté chjasintajni.
MAT.15.10	Ndá chꞌin Jesús kꞌuéye̱he̱ ti chojni siín ntiha la ndáchro:
MAT.15.10	―Chrokuihínra la ko chrókiénxinra. 
MAT.15.11	Ti nkehe inie chojni la jehya ijie̱ tíha. Ti ijie̱ la ti nkehe tꞌaxrjexín a̱sén chojni ―ichro chꞌan.
MAT.15.12	A̱ndá ti sin kꞌuájiko chꞌin Jesús mé kóchjina la ndáchro:
MAT.15.12	―¿Á noha kixin ti sin fariseo la kónínkaon sin ti kuíhin sin ti nkehe chro̱nka ní?
MAT.15.13	Ndá kjuáte̱he chꞌan ndáchro chꞌan:
MAT.15.13	―Kaín ti kayoa jehya Tꞌaná itjen nkaya nka̱jní kꞌue̱nka̱xin, la tsꞌaxrjenkíxin nuèeí. 
MAT.15.14	*Méxra̱ ti̱to̱héra sin. Jehe sin la ntakótán
MAT.15.15	Ndá chꞌin Pedro ndáche ti chꞌin Jesús:
MAT.15.15	―Chro̱nkaxian nkehe tꞌaxrjexín tíhi.
MAT.15.16	Ndá chꞌin Jesús ndáchro:
MAT.15.16	―¿Kja̱xinra tiénxinhñara tíhi ní? 
MAT.15.17	¿Á tiénxinhñara kixin kaín ti nkehe inieni la sátji nkaya tse̱eni la chrꞌéxi̱n tsꞌaxrje ní? 
MAT.15.18	*A̱ndá ti nkehe tꞌaxrjexín irꞌua chojni la tꞌaxrjeníxin ndesi a̱sén sin, la tíha mé tjasinxín chojni ijie̱. 
MAT.15.19	Kixin nkaya a̱sén chojni mé tꞌaxrjexín ti nkehe jínahña tjenka̱yáxin chojni, ti tꞌóñá kícho, ti tja̱che̱he̱ kícho, ti chónta íjnko chojnichjin jehya ichjién, ti kjuache̱e, ti kjuachꞌia, la ko ti tꞌándaxíhi̱n kícho chojni. 
MAT.15.20	Kaín tíha mé tjasixín chojni ijie̱. A̱ndá ti nkehe sinie chojni, kjónté tꞌóntihya itja, la jehya ijie̱ tíha ―mé xi̱kaha ichro chꞌin Jesús.
MAT.15.21	Ndá chꞌin Jesús kꞌuaxrjexín ntiha la sákjuí chꞌan nó chjasin Tiro la ko Sidón. 
MAT.15.22	Ndá ijnko chojnichjin cananea kjuákꞌe chjinaxón ntiha, mé kóchjinehe tjan ti chꞌin Jesús la itsen, ndáchro tjan:
MAT.15.22	―Jaha, Xje̱en David, ti̱konoéhéni kixin ti xje̱eni la níhi tjan, chónta tjan ijnko ncha̱kuén jínahña ncheníhi ti jehe tjan ―ichro tjan.
MAT.15.23	A̱ndá chꞌin Jesús la kjuáte̱hya chꞌan. A̱ndá ti sin kꞌuájiko chꞌan la kóchjina sin, ndáchro sin kixin:
MAT.15.23	―Ndáche tjan sátsji tjan kixin tinkákꞌóyako tjan, chréhe̱ tjan nótoni ―ichro sin.
MAT.15.24	Ndá chꞌin Jesús ndáchro:
MAT.15.24	―Díos la ichrꞌán ti janhan kixin tsjínki̱tsa jehó ti kolélo tsíkꞌitjáña kuènté ti chjasin Israel ―ichro chꞌan.
MAT.15.25	A̱ndá jehe tjan la kóchjina tjan, la kjuákꞌexín tjan tochꞌin tjan nkayakon chꞌin Jesús, la ndáchro tjan:
MAT.15.25	―¡Tjinki̱tsani!
MAT.15.26	A̱ndá chꞌin Jesús kjuáte̱he, ndáchro:
MAT.15.26	―Jehya jína chrókuakítsja̱ha̱ ti nio̱tja̱ ijnko xjan ndá chrótja̱ha̱ ti koni̱a̱ chrókjonie ―ichro chꞌan.
MAT.15.27	A̱ndá jehe tjan ndáchro tjan:
MAT.15.27	―Chaxín tíha, kjánchó, ti koni̱a̱ la kjónté inie va ti nkehe to̱tꞌo̱ xèjinxín ti mesa kuènté ti ìnché va ―ichro tjan.
MAT.15.28	Ndá chꞌin Jesús ndáchro:
MAT.15.28	―Jaha la chaxín titekaoan ti janhan. Ti nkehe tjanchia la tsoxiteyá ―ichro chꞌan.
MAT.15.28	La tuénxín kuito̱he jína ti xje̱en tjan.
MAT.15.29	Ndá chꞌin Jesús sákjuixin ntiha la kjuíji chꞌan chrínta nda̱ñao Galilea. La chrìin chꞌan ijnko ijna̱ la ntiha kjuákꞌetja̱xi̱n chꞌan. 
MAT.15.30	Ndá nchónhña chojni kóchjina ti itjen chꞌan kjui̱ka̱o sin chojni xitjahya itji, chojni tꞌikonhña, chojni nixjahya, chojni tsíxénká la ko kaín íso si̱níhi, la chꞌin Jesús kjuínchekito̱he chꞌan jína. 
MAT.15.31	La kaín chojni imá chrákon sin ti ó kꞌuíkon sin kixin ti sin kꞌuénixjahya la ó nixja sin, ti sin tsíxénká la ó tsíkito̱he sin jína, ti sin xitjahya itji la ó itji sin la ko ti sin kuékꞌikonhña la ó tꞌikon sin. Ndá kjuankíxin chjéhe sin kjuasáya ti Díos kuènté ti sin Israel.
MAT.15.32	Ndá kꞌuéye̱he̱ chꞌin Jesús ti sin kꞌuájiko la ndáche:
MAT.15.32	―Imá ti̱konóa̱ha̱ ti chojni i, kixin ó iní ña̱o tjejókoni sin la chóntahya sin nkehe sinie sin. Tjinka̱konhña tsétua̱nha̱n sin sátsji sin ti na̱xa̱ kjoniehña sin; ti náhí la nti̱a ó tsꞌáñátexín sin kjinta ―ichro chꞌan.
MAT.15.33	Ndá ndáchro ti sin kꞌuájiko chꞌan:
MAT.15.33	―Jaha la ó noha kixin nte̱je̱ tjejóni, la kohya nkehe tsochjéheni kaín ti chojni i ―ichro sin.
MAT.15.34	Ndá chꞌin Jesús kjuanchankí, ndáchro:
MAT.15.34	―¿Nkekja̱ín nio̱tja̱ chontara? ―ichro chꞌan.
MAT.15.34	Ndá ndáchro sin:
MAT.15.34	―Jehó yato nio̱tja̱ la ko iso koche ntsíntsí ó chóntani.
MAT.15.35	Ndá chꞌin Jesús kꞌue̱to̱an kixin kaín chojni tsꞌixitja̱xi̱n nonte. 
MAT.15.36	Ndá kuákja chꞌan ti yato nio̱tja̱ la ko ti koche ntsíntsí la chjéhe chꞌan Díos kjuasáya. La kóchrítꞌo̱ chꞌan ti nio̱tja̱ la kꞌue̱tue̱hen chꞌan ti sin kꞌuájiko chꞌan kixin tsꞌóxíke̱he sin ti nio̱tja̱ la ko ti koche kaín ti chojni siín ntiha, kixin sinie sin. 
MAT.15.37	La kaín sin kjónie sin la kókje̱he sin, ndá ti ó kjuixin la ti sin kꞌuájiko chꞌin Jesús kjuenájín sin to̱tꞌo̱ ti nkehe tsíxehe̱ la kaón yato ntaxra. 
MAT.15.38	Ti chojni kjónie mé noó mil chojnindoa. La kuákjahya sin kuentá nkekja̱ín ti chojnichjin la ko chájan. 
MAT.15.39	Ndá ti ó kjuixin la chꞌin Jesús nixje̱he̱ sin la sákjuí sin, ndá kꞌui̱tꞌótjen chꞌan ijnko ntabarco la sákjuí chꞌan nó Magdala.
MAT.16.2	A̱ndá chꞌin Jesús, ndáchro:
MAT.16.2	―Ti ó ndá kójín la kontara nka̱jní la ndáchrora kixin itsi ijnko ña̱o jína kixin ti nka̱jní la kjátse tsjehe. 
MAT.16.3	La ti ó nchítjen la kontara nka̱jní la ndáchrora kixin ijie la tsꞌaniá ichrin kixin kjátse tsjehe ti nka̱jní la ko tjenkáya itji̱. Ndá xi̱kaha ti ó nohara nkehe tso̱hen kixin tjátso̱anra ti nkehe siín nka̱jní, la nkekuènté tjátso̱anhñara ti nkehe sítóhen ijie. 
MAT.16.4	*Ti chojni tjenka̱yáxin nkehe jínahña la ko ti chojni titekakonhña la tjanchia ijnko kjuaxroan ijié tsꞌikon. Kjánchó jehó ti nkehe kóhen chꞌin Jonás ó tsjákohá sin ―ichro chꞌin Jesús.
MAT.16.4	Ndá kuito̱he chꞌan sin la sákjuí chꞌan.
MAT.16.5	Ti sin kꞌuájiko chꞌin Jesús mé kꞌuatsínka sin tóhe nda̱ñao la tsíkꞌitjáñehen sin tsíkjikohya sin nio̱tja̱. 
MAT.16.6	*Ndá chꞌin Jesús ndáchro:
MAT.16.6	―Chrokóxakohanra chrókuákjáhyara ti nkehe tꞌánkíxin nio̱tja̱ kuènté ti sin fariseo la ko ti sin saduceo.
MAT.16.7	Ndá ti sin kꞌuájiko chꞌan mé ikjo kícho sin, ndáchro sin:
MAT.16.7	―¿Á xi̱kaha ichro chꞌan kixin tsíkjikohyani nio̱tja̱ ní?
MAT.16.8	Ndá chꞌin Jesús kónohe kixin xi̱kaha ikjo kícho sin, la ndáchro chꞌan:
MAT.16.8	―¿Nkekuènté itjóra kichuara ndáchrora kixin chontahyara nio̱tja̱? Jahara la chaxínhña titekaonra ti janhan. 
MAT.16.9	*¿Á na̱xa̱ tiénxinhñara ní? ¿Á xráxinkákonhñara ti inꞌó nio̱tja̱ kjónie inꞌó mil chojni la ko nkekja̱ín ntaxra kjuénájinra ti nkehe xehe̱ ní? 
MAT.16.10	*La ko, ¿xá xráxinkákonhñara ti yato nio̱tja̱ xika̱ye̱he kjónie noó mil chojni la ko á xráxinkákonhñara nkekja̱ín ntaxra kjuénájinra ti nkehe xehe̱ ní? 
MAT.16.11	A̱ndá, ¿nkekuènté tiénxinhñara kixin janhan la jehya kuènté ti nio̱tja̱ tjénixja ti ó ndáxrja̱n kixin chrókóxakohanra chrókuákjáhyara ti nkehe tꞌánkíxin nio̱tja̱ kuènté ti sin fariseo la ko ti sin saduceo? ―ichro chꞌan.
MAT.16.12	Ndá kienxín sin kixin nixjahya chꞌan kuènté ti nkehe tꞌánkíxin nio̱tja̱. Náhí. Nixja chꞌan kixin chrókóxakohen sin kixin chrókjuíchꞌiyehya ti nkehe tjako ti sin fariseo la ko ti sin saduceo ti jehe sin.
MAT.16.13	Ndá ti ó kjuíji chꞌin Jesús chjina ti chjasin Cesarea Filipo ndá kjuanchankíhi chꞌan ti sin kꞌuájiko chꞌan, ndáchro chꞌan:
MAT.16.13	―Nkehe itjo sin, ¿nkexro ti Xje̱en Díos kꞌóna Chojni? ―ichro chꞌan.
MAT.16.14	―Iso sin la ndáchro kixin chꞌin Juan Bautista. Íso sin la ndáchro kixin chꞌin Elías. A̱ndá íso sin la ndáchro kixin chꞌin Jeremías o̱ íjnko nkexro kꞌuéchronka itén Díos ósé ―ichro sin.
MAT.16.15	Ndá ndáchro chꞌin Jesús:
MAT.16.15	―A̱ndá jahara, ¿nkehe ichrora, nkexro ti janhan? ―ichro chꞌan.
MAT.16.16	―Jaha mé ti Cristo ti Xje̱en Díos tjechón ―ichro chꞌan.
MAT.16.17	Ndá kjuáte̱he chꞌin Jesús, ndáchro:
MAT.16.17	―Díos sincheñao ti jaha, Simón xje̱en Jonás, kixin nijnko chojni kjua̱ko̱ha tíha. Jehó Tꞌaná itjen nkaya nka̱jní mé kjua̱ko̱ha. 
MAT.16.18	Méxra̱ ndáxrja̱n kixin jaha mé Pedro mé tꞌaxrjexín kixin tíha ijnko “ixro̱”, la chritaón ti ixro̱ mé si̱tꞌána ti ni̱nko kuénta̱na, la ti kjuachaxin kuènté ti kjuachꞌén
MAT.16.19	*La tsotjahá ti llave kuènté ti kjuachaxin nkaya nka̱jní, la kaín ti nkehe tsjájonhña kjuachaxin tso̱hen chjasintajni la kja̱xin nkaya nka̱jní tsochóntahya kjuachaxin tso̱hen. A̱ndá kaín ti nkehe tsjánjua kjuachaxin tso̱hen ntihi chjasintajni la kja̱xin nkaya nka̱jní siín kjuachaxin tso̱hen.
MAT.16.20	Ndá ti ó kjuixin la chꞌin Jesús kꞌue̱tue̱hen ti sin kꞌuájiko kixin tsochenkahya ninkexró kixin jehe chꞌan mé ti Cristo.
MAT.16.21	Ndá chꞌin Jesús kjuankíxin chenka ti sin kꞌuájiko kixin ticháxi̱n sátsji̱ chꞌan Jerusalén la ntiha ti sin tꞌe̱to̱an kuènté ni̱nko la ko ti sin ncha̱tꞌá tjetoan la ko ti sin tjako ley mé sinchekjasóte sin ti jehe chꞌan. La chrónka chꞌan kixin tsꞌóñá sin chꞌan, kjánchó níxin ña̱o la tsoxechón chꞌan. 
MAT.16.22	A̱ndá chꞌin Pedro mé kuakitsjentá chꞌan ti chꞌin Jesús, la ndáchro chꞌan:
MAT.16.22	―Díos tsjajonhña kjuachaxin kixin xi̱kaha tso̱han, Ìnchéni, kixin jaha la xitjahya tsjasóte ―ichro chꞌin Pedro.
MAT.16.23	A̱ndá chꞌin Jesús kuinkátjíá la ndáche ti chꞌin Pedro:
MAT.16.23	―Sátjixian ntihi, Satanás. Tjiatéhya ti nkehe tso̱na. Jaha la tjinkaoan chrókꞌuinka̱kohén ti nkehe tjinkaon Díos la tjenka̱yáxinhña éxi tjenka̱yáxin Díos kixin tjénka̱yáxian éxi tjenka̱yáxin chojni ó ―ichro chꞌin Jesús.
MAT.16.24	―Ti nkojinra tjinkáonra tsochrehéra ti janhan la ticháxi̱n tsi̱to̱héra kaín ti nkehe tjaké a̱sánra, la tsamára ti ntacruz kuèntára, ndá tsochrehéra ti janhan. 
MAT.16.25	*Kixin ti nkexro tjinkaon sinchekaá a̱sén la sinchekꞌitjáña sin. A̱ndá ti nkexro hasta chrókjuinchekꞌitjáña a̱sén kixin tinkáchónki ti janhan mé tsaá sin. 
MAT.16.26	¿Nke tso̱hen chrókjuachara chróchontara kaín ti nkehe siín chjasintajni, ndá chrókjui̱nchekꞌitjáñara ti kjuachón? ¿O̱ nkehe chrókjuènkara kixin chróchontara ti kjuachón? 
MAT.16.27	*Kixin ti Xje̱en Díos kꞌóna Chojni mé tsi̱ka̱o chꞌan ti kjuachaxin ijié kuènté Itꞌé chꞌan itjen nkaya nka̱jní la tsi̱ka̱o chꞌan kaín ti sin ángel la tsje̱nke̱he chꞌan nkojnko chojni éxi ti ixra̱ kjuíchꞌe sin. 
MAT.16.28	Chaxín ndáxrja̱n kixin nkojinra tjejora ntihi la na̱xa̱ tsꞌenhñara tsꞌikonjñara ti kjuachaxin chónta ti Xje̱en Díos kꞌóna Chojni ti ó tsi̱ka̱o chꞌan ti kjuachaxin ijié kuènté chꞌan ―ichro chꞌin Jesús.
MAT.17.1	Ndá injon ña̱o chrꞌéxi̱n, la chꞌin Jesús sákjui̱ko ti chꞌin Pedro, Jacobo la ko ti kícho chꞌan Juan, chritaón ijnko ijna̱ imá noi. 
MAT.17.2	A̱ndá ntiha la kꞌuíkon sin kixin kꞌuíxitoxi̱n nkexrín tsjehe chꞌin Jesús. Ti nkayakon chꞌan la imá tjáki̱ni éxi ti ña̱o la ti iké chꞌan la kótjóá éxi ijnko xrohi tꞌinkaséña. 
MAT.17.3	La xrína̱hña kꞌuíkon sin kixin ntiha itjen Moisés la ko Elías tjejótjo sin ti chꞌin Jesús.
MAT.17.4	Ndá chꞌin Pedro ndáche ti chꞌin Jesús:
MAT.17.4	―Ìnchéni, jína kixin tjejóni ntihi. Ti tjinkaoan la sichꞌénani iyꞌá itsꞌuan, ijnko kuèntá la ijnko kuènté Moisés la íjnko kuènté Elías ―ichro chꞌan.
MAT.17.5	―Tíhi mé xja̱na. Imá tjua̱ha̱ la ko chàna kixin itjen chꞌan. Tihínra ti nkehe tjako chꞌan.
MAT.17.6	Ndá ti ó kuíhin ti sin kꞌuájiko chꞌin Jesús xi̱kaha. La xrakja̱niani sin nonte kixin imá chrakon sin. 
MAT.17.7	A̱ndá kóchjina chꞌin Jesús ti tjejó sin la kuákóxi̱n chꞌan ti jehe sin la ndáchro chꞌan:
MAT.17.7	―Chrakonhñara, tꞌàyára.
MAT.17.8	La ti ó tsjehe sin la í kohya ninkexró. Jehó chꞌin Jesús itjen.
MAT.17.9	Ndá ti ó kꞌuínkaji̱nxi̱n sin ti ijna̱ la chꞌin Jesús kꞌue̱to̱an, ndáchro:
MAT.17.9	―Ninkexró chenkahyara ti nkehe kꞌuíkonra hasta tsoxechónjña ti Xje̱en Díos kꞌóna Chojni ―ichro chꞌan.
MAT.17.10	―¿Nkekuènté ndáchro ti sin tjako ley kixin sa̱o itsi Elías ndá chrꞌéxi̱n itsi ti nkexro tsaáxini? ―ichro sin.
MAT.17.11	Ndá kjuáte̱he chꞌin Jesús, ndáchro:
MAT.17.11	―Chaxín tíha, sa̱o itsi Elías kixin tsjasiyóxin chꞌan kaín nkehe. 
MAT.17.12	*Kjánchó ndáxrja̱n kixin Elías la chaxín ó ikui la kjuátso̱anhña sin, la kjuínchekjasóte sin chꞌan éxi kóxríhi̱n sin. Mé xi̱kaha sinchekjasóte sin ti Xje̱en Díos kꞌóna Chojni kja̱xin ―ichro chꞌin Jesús.
MAT.17.13	Ndá xi̱kaha kienxín ti sin kꞌuájiko chꞌan kixin nixja chꞌan kuènté ti chꞌin Juan Bautista.
MAT.17.14	Ndá ti ó kjuíji sin ti siín itsjé chojni la kóchjina ijnko nkexro ti itjen chꞌin Jesús la kjuákꞌexín tochꞌin la ndáchro:
MAT.17.15	―Ti̱konoéhéni, tjinki̱tsa ti xje̱eni kixin níhi chꞌan, tꞌaniáte chꞌan. Nchónhña vece la titsínkate chꞌan xrohi la o̱ titsínkankí chꞌan ìnta̱. 
MAT.17.16	Ndá kꞌuinkakian chꞌan ntihi la ti sin xriko̱a la kjuachahya sin kjuínchekito̱he sin jína.
MAT.17.17	Ndá kjuáte̱he chꞌin Jesús, ndáchro:
MAT.17.17	―Jahara la chaxínhña titekáonra ti janhan la ko nduáhya tjénka̱yáxinra. ¿Xá hasta nkesá tjinkáonra tsꞌejóni? ¿Hasta nkesá tsjakꞌé tsjákohára? Xrákoana ti xjan ―ichro chꞌan.
MAT.17.18	Ndá kꞌue̱tue̱hen chꞌan ti ncha̱kuén jínahña la ti ncha̱kuén jínahña la tuénxín kꞌuaxrjexín ti chájan la kuíto̱he chꞌan jína.
MAT.17.19	Ndá ti ó kjuixin sákjuí ti chojni, la kóchjina ti sin kꞌuájiko chꞌan, la kjuanchankí sin, ndáchro sin:
MAT.17.19	―¿Nkekuènté kixin jeheni la kjuachahyani kuakitsjeni ti ncha̱kuén ti jínahña? ―ichro sin.
MAT.17.20	―Jahara la kjuáchahyara kuakítsjera ti ncha̱kuén jínahña kixin kanhñó titekáonra ti janhan. Chaxín ndáxrja̱n kixin ti chrókuitekáonra ti janhan, kjónté intsíkoá éxi ijnko itje mostaza, la chróndáchera ti ijna̱ í: “Sátjixian ntihi la sáchrokjui.” Mé xi̱kaha kaín nkehe chrókjuachara chrókjui̱chꞌera ti chaxín chrókuitekáonra ti janhan. 
MAT.17.21	Méxra̱ ti tsakítsjera ijnko ncha̱kuén jínahña la ticháxi̱n tsonixjehéra Díos la sintehyara.
MAT.17.22	Na̱xa̱ nkoko̱a ixri sin Galilea la ndáchro chꞌin Jesús:
MAT.17.22	―Ti Xje̱en Díos kꞌóna Chojni mé tsotsé sin la ko tsjikaán sin ti siín ti chojni tꞌe̱to̱an, la sinchekjasóte sin chꞌan 
MAT.17.23	la ko tsꞌóñá sin chꞌan. Kjánchó níxin ña̱o la tsoxechón chꞌan ínaá ―ichro chꞌin Jesús.
MAT.17.23	Ndá ti ó kuíhin ti sin kꞌuájiko chꞌan la imá kꞌuává sin.
MAT.17.24	―Ti maestro kuèntá la, ¿á tje̱nka̱hya chꞌan ti nkehe tjanchia ti sin nchekjènki̱ kuènté ni̱nko ní? ―ichro sin.
MAT.17.25	Ndá kjuáte̱he chꞌin Pedro, ndáchro:
MAT.17.25	―Jeén, tje̱nka̱ chꞌan.
MAT.17.25	Ndá kꞌuíxehen chꞌan ti nchia tjejó ti íso sin la chꞌin Jesús sa̱o kjuanchankí, ndáchro:
MAT.17.25	―¿Jaha Simón, nkechrua? ¿Nkexro tje̱nka̱ ti nkehe tjanchia ti sin tꞌe̱to̱an ntihi chjasintajni, á ti chojni chjasin ní o̱ á ti sin ti̱xi̱n ókjé nketí? ―ichro chꞌin Jesús.
MAT.17.26	Ndá kjuáte̱he chꞌin Pedro, ndáchro:
MAT.17.26	―Ti sin ti̱xi̱n ókjé ―ichro chꞌan.
MAT.17.26	Ndá ndáchro chꞌin Jesús:
MAT.17.26	―Ti xi̱kaha, la ti sin chjasén ntihi la ticháxi̱nhña tje̱nka̱. 
MAT.17.27	Kjánchó janhan la tjínka̱konhña tso̱nínkaon chojni ntihi. Méxra̱ sátjia ti nda̱ñao sátjiko̱a ti ichjo̱n chónta gancho tse̱xian koche la ntiha ité ti chjo̱n chrínkí ti nda̱ñao. Ndá ti koche sa̱oxín tso̱tsé la takítjehé ti irꞌua va la tsꞌitja ijnko chichaon. Tíha la tsjacha tsjènka kaín ti tjásikáha̱n sin la ko ti tjasikéhén sin ―ichro chꞌin Jesús.
MAT.18.1	―¿Nkexro ti a̱ntsí tjetoan ti tꞌe̱to̱axín Díos nkaya nka̱jní? ―ichro sin.
MAT.18.2	Ndá chꞌin Jesús kꞌuéye̱he̱ ijnko chájan la kjuákꞌe nko̱siñe ti tjejó sin, 
MAT.18.3	*la ndáchro:
MAT.18.3	―Chaxín ndáxrja̱n kixin ti tsꞌónahñara éxi ijnko chájan la xitjahya tsꞌixe̱hénra ti tꞌe̱to̱axín Díos itjen nkaya nka̱jní. 
MAT.18.4	Méxra̱ ti nkojinra tso̱hnkehyara éxi ti chájan i, la a̱ntsí tsotjetoanra nkaya nka̱jní. 
MAT.18.5	La ti nkexro tꞌáyéhe̱ ijnko chájan kixin tinkáchónki ti janhan la éxi chrókꞌuáyéhe̱ sin ti janhan.
MAT.18.6	’Kjánchó ti nkexro tsjachròe ijnko ti chájan intsí tinkáchónki ti janhan kixin tsjasin ijie̱ la ícha jína chrókjuincheteyá sin ijnko xro̱chre̱ iye ndá chrókjuakánkí sin nda̱ñao ni̱nka. 
MAT.18.7	Itsjé ti nkehe siín chjasintajni la tjachróe chojni kixin tsitekakuenhña sin Díos. Kjánchó nóa ti nkexro tjasin ti nkehe tsjasixín chojni ijie̱.
MAT.18.9	*A̱ndá ti ikuan tjásixian ijie̱ la ícha jína chrókuakitsjenkía chrókꞌué ikjín. Ícha jína kjónté ijnko ikuan chróchónta la chróchónta ti kjuachón, ke ti yóí ikuan chróchónta ndá sáchrókjuia ti siín xrohi nkochríxín tsꞌankahya.
MAT.18.11	Ti Xje̱en Díos kꞌóna Chojni la ikui kixin sinchekaá ti nkexro xrichroe.
MAT.18.12	’¿Jahara, nkechrora? Ti ijnko chojni chónta ciento kolélo ndá chrókjuinchekꞌitjáña chꞌan ijnko va, la, ¿á chrókuíto̱ehya chꞌan ti noventa y nueve va ti ijna̱ ndá sáchrókjuikjeyá chꞌan ti ijnko va kꞌuitjáña, ní? 
MAT.18.13	A̱ndá ti chrókjuacha chꞌan chrókꞌuitja chꞌan ti íjnko va la a̱ntsí chrókóchéhe̱ chꞌan kixin kꞌuitja ti kolélo, a̱ndá kanhñó chrókóchéhe̱ chꞌan kixin tjejó ti noventa y nueve va kjuíchròehya. 
MAT.18.14	Mé xi̱kaha kja̱xin ti Itꞌéni itjen nkaya nka̱jní la tjinkaon chꞌan kixin chrókꞌuitjáñahña ninkexró, kjónté ijnko chojni kanhñó tjetoan.
MAT.18.16	*A̱ndá ti tahya chꞌan kuentá ti nkehe ichrora la ndáchera ijnko o̱ yaá sin tjiko̱ara kixin tsihin sin á chaxín titekakonhña chꞌan. 
MAT.18.17	A̱ndá ti kjónté xi̱kaha ndá na̱xa̱ tsitekakonhña chꞌan, la chenkara ti sin tónkotsékoára ni̱nko nkehe ti ijie̱ kjuasin chꞌan, a̱ndá ti na̱xa̱ tsitekakuenhña chꞌan ti sin tónkotsé la chrókꞌuíkonra chꞌan éxi ijnko chojni tinkáchónkihya Díos o̱ éxi ijnko chojni nchekjènki̱.
MAT.18.19	’Kja̱xin ndáxrja̱n kixin ti yaára ntihi chjasintajni nkoko̱a tsjenka̱yáxinra kixin tjanchehéra Díos ijnko nkehe tjinkáonra la jehe chꞌan tsjajon chꞌan. 
MAT.18.20	Kixin ti tjejó yaá o̱ iyꞌá chojni nkoko̱a tso̱nkotséxin sin ni̱ná la janhan tsjakꞌé nko̱siñe ti tjejó sin.
MAT.18.21	―Ìnchéni, ¿nkekja̱ín vece chrókꞌuitjáñeheni ti ijie̱ kjuasin ijnko kíchóni? ¿Á yato vece ó ní? ―ichro chꞌan.
MAT.18.22	―Náhí, jehya yato vece ó, hasta setenta vece yato.
MAT.18.23	’Ti kjuachaxin kuènté Díos la yóhe̱ éxi ijnko rey tjinkaon tsjendoá kuentá kuènté ti sin chꞌehe ixra̱. 
MAT.18.24	Ndá ti ó kjuankíxin chꞌan kuaka̱xi̱n chꞌan kuentá, la kjui̱ka̱o sin ijnko nkexro síká nchónhña millones chichaon. 
