GEN.1.1	Alussa Jumala loi taivaat ja maan. 
JOS.3.6	Papeille hän sanoi: ”Ottakaa liitonarkku ja kulkekaa kansan edellä.” Niin he ottivat liitonarkun ja kulkivat kansan edellä. 
JOS.3.7	 Sitten 
JOS.3.8	Sinun on annettava liitonarkkua kantaville papeille tämä käsky: ’Kun tulette Jordanin veden ääreen, pysähtykää siihen seisomaan.’” 
JOS.3.9	Joosua sanoi israelilaisille: ”Tulkaa tänne ja kuulkaa 
JOS.3.10	 Joosua sanoi vielä: ”Tästä te tiedätte, että elävä Jumala on teidän keskellänne: hän karkottaa varmasti teidän tieltänne kanaanilaiset, heettiläiset, hivviläiset, perissiläiset, girgasilaiset, amorilaiset ja jebusilaiset. 
JOS.3.11	 Katsokaa, kaiken maan Herran liitonarkku kulkee teidän edellänne Jordaniin. 
JOS.3.12	 Valitkaa nyt kaksitoista miestä Israelin heimoista, kustakin heimosta yksi mies. 
JOS.3.13	 Niin pian kuin papit, jotka kantavat 
JOS.3.14	Sitten kansa lähti liikkeelle teltoistaan mennäkseen Jordanin poikki, ja liitonarkkua kantavat papit kulkivat kansan edellä. 
JOS.3.15	 Kun liitonarkun kantajat tulivat Jordanille ja arkkua kantavien pappien jalat painuivat rantaveteen, niin – vaikka Jordan koko elonleikkuuajan tulvii yli kaikkien äyräittensä – 
JOS.3.16	ylhäältäpäin virtaava vesi pysähtyi. Se seisoi yhtenäisenä muurina hyvin kaukana Aadamin luona, sen kaupungin, joka on Saaretanin vieressä. Vesi, joka virtasi alaspäin Aromereen, Suolamereen, hävisi näkyvistä, ja kansa kulki virran yli Jerikon kohdalta. 
JOS.3.17	Koko Israel kulki kuivaa myöten, ja 
JOS.4.1	Kun koko kansa oli kulkenut Jordanin yli, 
JOS.4.2	 ”Ottakaa kansan keskuudesta kaksitoista miestä, yksi mies kustakin heimosta, 
JOS.4.3	ja antakaa heille tämä käsky: ’Ottakaa kukin keskeltä Jordania, aivan pappien jalkojen juuresta, kaksitoista kiveä. Viekää ne mukananne ja asettakaa ne siihen paikkaan, johon jäätte ensi yöksi.’” 
JOS.4.4	Niin Joosua kutsui ne kaksitoista miestä, jotka hän oli israelilaisista määrännyt tähän tehtävään, yhden miehen kustakin heimosta. 
JOS.4.5	 Hän sanoi heille: ”Menkää 
JOS.4.6	 jotta niistä tulisi muistomerkki teidän keskellenne. Kun lapsenne vastaisuudessa kysyvät, mitä nämä kivet teille merkitsevät, 
JOS.4.7	vastatkaa heille: ’Sitä, että Jordanin vesien virtaus katkesi 
JOS.4.8	Israelilaiset tekivät juuri niin kuin Joosua oli käskenyt. He ottivat israelilaisten heimojen lukumäärän mukaan kaksitoista kiveä keskeltä Jordania, kuten 
JOS.4.9	 Joosua pystytti kaksitoista kiveä myös keskelle Jordania sille kohdalle, jossa liitonarkkua kantavat papit seisoivat. Ne kivet ovat siellä vielä tänäkin päivänä. 
JOS.4.10	 Arkkua kantavat papit seisoivat keskellä Jordania, kunnes kaikki, mitä 
JOS.4.11	Kun koko kansa oli kulkenut virran yli, 
JOS.4.12	 Ruubenilaiset, gaadilaiset ja toinen puoli Manassen heimoa kulkivat taisteluvalmiina israelilaisten etujoukkona, niin kuin Mooses oli heille puhunut. 
JOS.4.13	Noin nelikymmentuhantinen sotaan varustettu joukko kulki 
JOS.4.14	Sinä päivänä 
JOS.4.16	 ”Käske todistuksen arkkua kantavia pappeja nousemaan Jordanista.” 
JOS.4.17	 Niin Joosua käski pappeja: ”Nouskaa ylös Jordanista.” 
JOS.4.18	 Tuskin 
JOS.4.19	Kansa nousi ylös Jordanista ensimmäisen kuun kymmenentenä päivänä ja leiriytyi Gilgaliin, Jerikon alueen itälaidalle. 
JOS.4.20	Ne kaksitoista kiveä, jotka oli otettu Jordanista, Joosua pystytti Gilgaliin. 
JOS.4.21	 Hän sanoi israelilaisille: ”Kun lapsenne vastaisuudessa kysyvät isiltään, mitä nämä kivet ovat, 
JOS.4.22	 niin kertokaa heille: ’Israel kulki tästä Jordanin poikki kuivaa myöten, 
JOS.4.23	 kun 
JOS.4.24	Näin hän teki, jotta kaikki maan kansat tulisivat tietämään, kuinka väkevä on 
JOS.5.1	Kaikki amorilaisten kuninkaat, jotka asuivat Jordanin länsipuolella, ja kaikki meren rannikon kanaanilaisten kuninkaat kuulivat, kuinka 
JOS.5.2	Siihen aikaan 
JOS.5.3	Niin Joosua teki itselleen kiviveitsiä ja ympärileikkasi israelilaiset Esinahkakukkulan luona. 
JOS.5.4	 Syy siihen, miksi Joosua ympärileikkasi heidät, oli tämä: Kaikki Egyptistä lähteneen kansan miespuoliset jäsenet, kaikki sotakuntoiset miehet, jotka olivat olleet ympärileikattuja, olivat kuolleet matkalla autiomaassa Egyptistä lähdön jälkeen. 
JOS.5.5	 Mutta sitä kansaa, joka oli syntynyt matkalla autiomaassa Egyptistä lähdön jälkeen, ei ollut ympärileikattu. 
JOS.5.6	 Israelilaiset olivat näet vaeltaneet autiomaassa neljäkymmentä vuotta, kunnes oli hävinnyt koko se kansa, kaikki sotakuntoiset miehet, jotka olivat lähteneet Egyptistä. He eivät olleet totelleet 
JOS.5.7	Mutta Herra nosti heidän tilalleen heidän poikansa, jotka Joosua ympärileikkasi. He näet olivat ympärileikkaamattomia, sillä heitä ei ollut matkalla ympärileikattu. 
JOS.5.8	 Kun koko kansa oli saatu ympärileikatuksi, he pysyivät paikallaan leirissä, kunnes olivat toipuneet. 
JOS.5.9	Sitten 
JOS.5.10	Kun israelilaiset olivat leiriytyneet Gilgaliin, he viettivät pääsiäistä sen kuukauden neljännentoista päivän iltana Jerikon arolla. 
JOS.5.11	Pääsiäisen jälkeisenä päivänä, juuri sinä päivänä, he söivät Luvatun maan tuotteita, happamatonta leipää ja paahdettuja jyviä. 
JOS.5.12	Seuraavana päivänä loppui mannan tulo, koska he söivät sen maan tuotteita. Israelilaiset eivät enää saaneet mannaa vaan söivät sinä vuonna Kanaaninmaan satoa. 
JOS.5.13	Joosuan ollessa Jerikon luona tapahtui, että kun hän kohotti katseensa, hän näki miehen seisovan edessään, paljastettu miekka kädessään. Joosua meni hänen luokseen ja sanoi hänelle: ”Oletko sinä meikäläisiä vai vihollisiamme?” 
JOS.5.14	Mies sanoi: ”En. Minä olen 
JOS.6.1	Jeriko piti porttinsa tiukasti suljettuina israelilaisten vuoksi. Kukaan ei päässyt ulos eikä sisälle. 
JOS.6.2	Niin 
JOS.6.3	 Kulkekaa kaupungin ympäri, kaikki sotakuntoiset miehet. Kiertäkää kaupunki kerran ja tehkää niin kuutena päivänä. 
JOS.6.4	 Seitsemän pappia kantakoon seitsemää oinaansarvista pasuunaa liitonarkun edellä. Seitsemäntenä päivänä kulkekaa kaupungin ympäri seitsemän kertaa, ja papit puhaltakoot pasuunoihin. 
JOS.6.5	 Kun oinaansarviin puhalletaan pitkään ja te kuulette pasuunan äänen, huutakoon koko kansa suureen ääneen. Silloin kaupungin muuri sortuu siihen paikkaan ja kansa voi nousta sen yli, kukin kohdaltaan.” 
JOS.6.6	 Joosua, Nuunin poika, kutsui papit ja sanoi heille: ”Kantakaa liitonarkkua, ja seitsemän pappia kantakoon seitsemää oinaansarvista pasuunaa 
JOS.6.7	 Kansalle hän sanoi: ”Lähtekää liikkeelle ja kulkekaa kaupungin ympäri. Aseellinen etujoukko kulkekoon 
JOS.6.8	 Ja tapahtui niin kuin Joosua oli kansalle sanonut. Ne seitsemän pappia, jotka kantoivat seitsemää oinaansarvista pasuunaa 
JOS.6.9	 Etujoukko kulki pasuunaa puhaltavien pappien edellä, ja jälkijoukko kulki arkun jäljessä, samalla kun pasuunoihin puhallettiin taukoamatta. 
JOS.6.10	 Joosua oli antanut kansalle tämän käskyn: ”Älkää huutako, älkääkä antako äänenne kuulua. Älkää päästäkö sanaakaan suustanne ennen sitä päivää, jona sanon teille: ’Nostakaa sotahuuto!’ Silloin huutakaa.” 
JOS.6.11	 Näin hän käski kuljettaa 
JOS.6.12	 Varhain seuraavana aamuna Joosua nousi ja papit lähtivät kantamaan 
JOS.6.13	 ja ne seitsemän pappia, jotka kantoivat seitsemää oinaansarvista pasuunaa 
JOS.6.14	 Myös toisena päivänä he kiersivät kerran kaupungin ympäri ja palasivat sitten leiriin. Näin he tekivät kuutena päivänä. 
JOS.6.15	 Mutta seitsemäntenä päivänä he nousivat varhain aamun sarastaessa ja kulkivat samalla tavoin kaupungin ympäri, mutta nyt seitsemän kertaa. Ainoastaan sinä päivänä he kulkivat seitsemän kertaa kaupungin ympäri. 
JOS.6.16	 Kun papit seitsemännellä kerralla puhalsivat pasuunoihin, Joosua sanoi kansalle: ”Kohottakaa sotahuuto, sillä 
JOS.6.17	 Olkoon kaupunki ja kaikki, mitä siinä on, vihitty tuhon omaksi 
JOS.6.18	Mutta pysykää te erossa tuhon omaksi vihitystä, ettette itse joudu tuhon omiksi ottamalla tuhon omaksi vihittyä ja siten saata Israelin leiriä tuhon omaksi ja syökse sitä onnettomuuteen. 
JOS.6.19	Kaikki hopea ja kulta sekä kupari- ja rautaesineet ovat 
JOS.6.20	Kun soofar-torviin puhallettiin, kansa nosti sotahuudon. Kun siis kansa kuuli pasuunan äänen, se kohotti kovan sotahuudon. Silloin muuri sortui siihen paikkaansa, ja kansa ryntäsi ylös kaupunkiin, kukin suoraan eteensä. Niin he valloittivat kaupungin 
JOS.6.21	ja vihkivät miekalla tuhon omaksi kaiken, mitä kaupungissa oli: miehet ja naiset, nuoret ja vanhat, härät, lampaat ja aasit. 
JOS.6.22	 Joosua sanoi niille kahdelle miehelle, jotka olivat olleet vakoilemassa maata: ”Menkää sen porttonaisen taloon ja tuokaa nainen ja kaikki hänen omaisensa sieltä ulos, niin kuin olette hänelle vannoneet.” 
JOS.6.23	Silloin ne nuoret miehet, jotka olivat olleet vakoilemassa, menivät ja toivat ulos Raahabin sekä hänen isänsä, äitinsä, veljensä ja kaiken, mitä hänellä oli. He toivat ulos kaikki hänen sukulaisensa ja jättivät heidät Israelin leirin ulkopuolelle. 
JOS.6.24	 Mutta kaupungin ja kaiken, mitä siellä oli, he polttivat tulella. Ainoastaan hopean ja kullan sekä kupari- ja rautaesineet he antoivat 
JOS.6.25	 Portto Raahabin sekä hänen isänsä perheen ja kaikki hänen omaisensa Joosua jätti kuitenkin henkiin. Raahab asuu israelilaisten keskuudessa vielä tänäkin päivänä, koska hän oli piilottanut ne tiedustelijat, jotka Joosua oli lähettänyt vakoilemaan Jerikoa. 
JOS.6.26	Siihen aikaan Joosua vannotti tämän valan: ”Kirottu olkoon 
JOS.6.27	Ja 
JOS.7.1	Israelilaiset menettelivät kuitenkin uskottomasti tuhon omaksi vihityn suhteen. Aakan, jonka isä oli Karmi Serahin pojan Sabdin poika Juudan heimosta, otti itselleen tuhon omaksi vihittyä. Silloin 
JOS.7.2	Joosua lähetti miehiä Jerikosta Aihin, joka on lähellä Beet-Aavenia, Beetelin itäpuolella. Hän sanoi heille: ”Menkää vakoilemaan maata.” Niin miehet menivät ja vakoilivat Aita. 
JOS.7.3	Palattuaan Joosuan luo he sanoivat hänelle: ”Älköön koko kansa lähtekö sinne ylös. Menköön kaksi- tai kolmetuhatta miestä. He kyllä kukistavat Ain. Älä vaivaa sinne koko kansaa, sillä ailaisia on vähän.” 
JOS.7.4	 Niin kansasta lähti sinne noin kolmetuhatta miestä, mutta he joutuivat pakenemaan Ain miehiä. 
JOS.7.5	 Ain miehet löivät heitä kuoliaaksi noin kolmekymmentäkuusi miestä. He ajoivat israelilaisia takaa kaupungin portilta Sebarimiin asti ja löivät heidät rinteessä. Silloin kansan sydän raukesi pelosta ja muuttui kuin vedeksi. 
JOS.7.6	Joosua repäisi vaatteensa ja heittäytyi kasvoilleen maahan 
JOS.7.7	Joosua sanoi: ”Voi, Herra, 
JOS.7.8	 Voi, Herra, mitä voin enää sanoa, kun Israel on kääntynyt pakoon vihollistensa edessä! 
JOS.7.9	 Kun kanaanilaiset ja kaikki muut maan asukkaat sen kuulevat, he saartavat meidät ja hävittävät meidän nimemme maan päältä. Mitä sinä teet suuren nimesi puolesta?” 
JOS.7.11	 Israel on tehnyt syntiä. He ovat rikkoneet minun liittoni, jonka olen heille säätänyt, ja ovat ottaneet tuhon omaksi vihittyä. He ovat varastaneet ja valehdelleet ja panneet varastamansa tavarat omien tavaroittensa joukkoon. 
JOS.7.12	Sen vuoksi israelilaiset eivät voi kestää vihollistensa edessä. He joutuvat pakenemaan vihollisiaan, sillä heistä itsestään on tullut tuhon omaksi vihittyjä. Minä en ole enää teidän kanssanne, ellette hävitä keskuudestanne tuhon omaksi vihittyä. 
JOS.7.13	 Nouse, pyhitä kansa ja sano heille: Pyhittäytykää huomiseksi, sillä näin sanoo 
JOS.7.14	Astukaa siis huomenaamuna esiin heimoittain. Se heimo, jonka 
JOS.7.15	 Tehtäköön näin: Se, joka jää kiinni tuhon omaksi vihityn ottamisesta, poltettakoon tulessa, hänet ja kaikki hänelle kuuluva, sillä hän on rikkonut 
JOS.7.16	Varhain seuraavana aamuna Joosua käski Israelin astua esiin heimoittain ja kiinni jäi Juudan heimo. 
JOS.7.17	Hän käski Juudan heimon astua esiin, ja kiinni jäi serahilaisten suku. Sitten hän käski serahilaisten suvun astua esiin mies mieheltä, ja kiinni jäi Sabdi. 
JOS.7.18	Joosua käski Sabdin perhekunnan astua esiin mies mieheltä. Kiinni jäi Aakan, Karmin poika Juudan heimosta. Karmi oli serahilaisen Sabdin poika. 
JOS.7.19	 Joosua sanoi Aakanille: ”Poikani, anna nyt kunnia 
JOS.7.20	 Aakan vastasi Joosualle: ”Minä olen todella tehnyt syntiä 
JOS.7.21	 Kun huomasin saaliin joukossa yhden kauniin sinearilaisen viitan, kaksisataa sekeliä hopeaa ja kultapalan, jonka paino oli viisikymmentä sekeliä, aloin himoita niitä ja otin ne. Ne on kätketty maahan minun telttaani, hopea alimmaisena.” 
JOS.7.22	 Niin Joosua käski lähettien mennä teltalle. He juoksivat sinne, ja todellakin kätkö oli teltassa, hopea alimpana. 
JOS.7.23	 He ottivat tavarat teltasta, veivät ne Joosuan ja kaikkien israelilaisten luo ja asettivat ne 
JOS.7.24	 Silloin Joosua yhdessä koko Israelin kanssa otti mukaansa serahilaisen Aakanin ja kaiken, mikä oli hänelle kuuluvaa – hopean, viitan ja kultapalan, hänen poikansa ja tyttärensä, hänen härkänsä, aasinsa, lampaansa ja vuohensa sekä telttansa – ja vei ne Aakorinlaaksoon . 
JOS.7.25	 Joosua sanoi: ”Miksi olet syössyt meidät onnettomuuteen? 
JOS.7.26	 Kansa kasasi hänen päälleen suuren kiviröykkiön, joka on olemassa vielä tänäkin päivänä. Silloin 
JOS.8.1	Sitten 
JOS.8.2	Tee Aille ja sen kuninkaalle, niin kuin teit Jerikolle ja sen kuninkaalle. Saatte kuitenkin ryöstää itsellenne sieltä saalista ja karjaa. Aseta väijytys kaupungin taakse.” 
JOS.8.3	Niin Joosua ja koko sotaväki lähtivät liikkeelle mennäkseen Aihin. Joosua valitsi kolmekymmentätuhatta valiosoturia ja lähetti heidät matkaan yöllä. 
JOS.8.4	 Hän antoi heille tämän käskyn: ”Kuunnelkaa tarkoin! Te asetutte väijyksiin kaupungin taakse. Älkää menkö kovin kauas kaupungista, että olisitte kaikki valmiina. 
JOS.8.5	 Minä ja koko se väki, joka on kanssani, lähestymme kaupunkia. Kun he sitten lähtevät ulos meitä vastaan kuten ensimmäiselläkin kerralla, me käännymme pakoon heidän edestään. 
JOS.8.6	He lähtevät seuraamaan meitä, kunnes olemme saaneet heidät pois kaupungista, sillä he luulevat meidän pakenevan niin kuin edelliselläkin kerralla. Kun me näin pakenemme heidän edellään, 
JOS.8.7	 silloin te nousette väijyksistä ja otatte kaupungin haltuunne. 
JOS.8.8	 Kun olette saaneet kaupungin vallatuksi, sytyttäkää se palamaan, niin kuin 
JOS.8.9	 Joosua lähetti heidät, ja he menivät ja asettuivat väijyksiin Beetelin ja Ain välille, länteen päin Aista. Joosua vietti sen yön kansan parissa. 
JOS.8.10	Varhain seuraavana aamuna Joosua tarkasti väen ja lähti Israelin vanhinten kanssa väen edellä nousemaan Aihin. 
JOS.8.11	 Koko sotaväki, joka oli hänen kanssaan, lähti etenemään ja saapui kaupungin edustalle. He leiriytyivät Ain pohjoispuolelle, niin että heidän ja Ain väliin jäi laakso. 
JOS.8.12	 Joosua oli ottanut noin viisituhatta miestä ja asettanut heidät väijyksiin Beetelin ja Ain välille, kaupungin länsipuolelle. 
JOS.8.13	 Näin asetettiin asemiinsa kaupungin pohjoispuolella oleva pääleiri ja kaupungin länsipuolella oleva jälkijoukko. Joosua itse meni siksi yöksi keskelle laaksoa. 
JOS.8.14	 Kun Ain kuningas näki sen, niin kaupungin miehet, hän ja koko hänen joukkonsa, kiiruhtivat varhain aamulla taisteluun Israelia vastaan määrättyyn paikkaan, joka oli aromaan suunnalla. Hän ei näet tiennyt, että kaupungin taakse oli järjestetty häntä vastaan väijytys. 
JOS.8.15	 Niin Joosua ja koko Israel olivat joutuvinaan tappiolle ja pakenivat autiomaan suuntaan. 
JOS.8.16	 Silloin kaupungin koko väki kutsuttiin ajamaan heitä takaa. He ajoivat Joosuaa takaa ja joutuivat eristyksiin kaupungista. 
JOS.8.17	 Aihin ja Beeteliin ei jäänyt ainoatakaan miestä, vaan kaikki lähtivät israelilaisten perään. He jättivät kaupungin avoimeksi ja ajoivat Israelia takaa. 
JOS.8.19	 Kun Joosua oli ojentanut kätensä, väijyksissä olevat nousivat nopeasti paikaltaan ja lähtivät juoksemaan. He menivät kaupunkiin, valloittivat sen ja sytyttivät sen heti palamaan. 
JOS.8.20	 Ain miehet kääntyivät katsomaan taakseen ja näkivät savun nousevan kaupungista taivasta kohti. He eivät kyenneet pakenemaan minnekään, sillä se väki, joka oli paennut autiomaahan päin, kääntyi takaa-ajajiaan kohti. 
JOS.8.21	 Kun Joosua ja koko Israel näkivät, että väijyksissä ollut joukko oli valloittanut kaupungin ja että kaupungista nousi savu, he kääntyivät takaisin ja löivät Ain miehet. 
JOS.8.22	 Myös kaupungin valtaajat lähtivät ailaisia vastaan, joten nämä joutuivat israelilaisten väliin edestä ja takaa. Israelilaiset löivät heidät jättämättä jäljelle ainoatakaan; yksikään ei pelastunut eikä päässyt pakoon. 
JOS.8.23	Mutta Ain kuninkaan he ottivat kiinni elävänä ja toivat hänet Joosuan eteen. 
JOS.8.24	Kun israelilaiset olivat surmanneet kedolla, autiomaassa kaikki Ain asukkaat, jotka olivat ajaneet heitä takaa, ja kun nämä kaikki viimeiseen mieheen olivat kaatuneet miekkaan, kaikki israelilaiset palasivat Aihin ja tappoivat sinne jääneet miekalla. 
JOS.8.25	 Niitä, jotka sinä päivänä kaatuivat, miehiä ja naisia, oli kaikkiaan kaksitoistatuhatta, kaikki Ain asukkaat. 
JOS.8.26	 Joosua ei vetänyt takaisin kättään, jossa hänellä oli keihäs ojennettuna, ennen kuin oli vihkinyt tuhon omaksi kaikki Ain asukkaat. 
JOS.8.27	Ainoastaan karjan ja kaupungissa olevan saaliin Israel ryösti itselleen sen käskyn mukaan, jonka 
JOS.8.28	 Joosua poltti Ain ja teki siitä ikiajoiksi aution rauniokummun, jollainen se on vielä tänäkin päivänä. 
JOS.8.29	 Ain kuninkaan hän hirtti puuhun, ja siinä tämä riippui iltaan asti. Auringon laskiessa Joosua käski ottaa ruumiin alas puusta ja heittää kaupungin portin edustalle. Ruumiin päälle kasattiin suuri kiviröykkiö, joka on siellä vielä tänäkin päivänä. 
JOS.8.30	Sitten Joosua rakensi Eebalin-vuorelle alttarin 
JOS.8.31	 niin kuin 
JOS.8.32	Siellä, israelilaisten edessä, Joosua kirjoitti kiviin Mooseksen lain jäljennöksen. 
JOS.8.33	Koko Israel, niin muukalaiset kuin syntyperäisetkin, vanhimpineen, johtomiehineen ja tuomareineen, seisoi vastapäätä 
JOS.8.34	Sen jälkeen Joosua luki kaikki lain sanat, sekä siunauksen että kirouksen, aivan sen mukaan kuin lain kirjaan on kirjoitettu. 
JOS.8.35	Hän ei jättänyt lukematta sanaakaan siitä, mitä Mooses oli käskenyt, vaan luki kaiken koko Israelin seurakunnan edessä, myös naisten, lasten ja kansan keskuudessa kulkevien muukalaisten ollessa läsnä. 
JOS.9.1	Kun kaikki heettiläisten, amorilaisten, kanaanilaisten, perissiläisten, hivviläisten ja jebusilaisten kuninkaat, jotka asuivat Jordanin tällä puolella, vuoristossa, alankomaalla ja pitkin Suurenmeren koko rannikkoa Libanoniin päin, kuulivat, mitä oli tapahtunut, 
