MAT.1.1	Иисус Христостың ӧбекелері: Ол Давидтің паза Авраамның тӧлі полча. Аның ӧбекелері мындағлар: 
MAT.24.29	Ол кӱннердегі чобағ соонда кинетін кӱн пӱлестел парар, ай чарыбас, чылтыстар тигірдең тӱс парарлар, тигірнің кӱстері тітіри тӱзерлер. 
MAT.24.30	Андада тигірде Кізі Оолғының тании кӧріне тӱзер. Тигір пулуттарынҷа улуғ сабланызында паза кӱзінде парчатхан Кізі Оолғын кӧре, чир ӱстӱндегі прай чоннар ылғап сығарлар. 
MAT.24.31	Ол чирнің тӧрт пулиинзар Позының ангеллерін чоон табыстығ пырғылығ ызыбызар. Олар Аның таллап алған кізілерін тигірнің пір хыринаң пасха хырина теере чыып аларлар.
MAT.24.31	– 
MAT.24.32	Сірерге смоква ағазы кӧзідім ползын: аның салаалары, нымзап парып, пӱрлен сыхсалар, чайғы чағдап одырғанын пілчезер. 
MAT.24.33	Ідӧк, Минің чоохтаанымның толчатханын кӧр салзаңар, пілерзер – Кізі Оолғы чағын, ізік хыринда. 
MAT.24.34	Сынны чоохтапчам сірерге, прай пу ниме амғы тӧл ӱзілгелеккеӧк полар. 
MAT.24.35	Тигірнең чир чіт парарлар, Минің сӧзім, тізең, халар.
MAT.24.35	– 
MAT.24.36	Ол кӱннеңер, ол тустаңар пірдеезі, тигірдегі ангеллер дее пілбинчелер. Аны Пабам на чалғызан пілче. 
MAT.24.37	Нойның тузында хайди полған, ідӧк Кізі Оолғы килер туста полар. 
MAT.24.38	Суғ тазар кӱннернің алнында Ной позының улуғ кимезіне одырыбысханынҷа, ідӧк чееннер, іскеннер, ипчі алғаннар паза ирге парғаннар. 
MAT.24.39	Чир ӱстӱне суғ чайылып, прайзын хыр парыбысханҷа, олар ниме полчатханын піл тее полбааннар. Кізі Оолғы килзе, ідӧк полар. 
MAT.24.40	Андада хырадағы ікі кізідең пірсі алылар, паза пірсі – тасталар. 
MAT.24.41	Теербеннең ун тартчатхан ікі ипчінің пірсі алылар, паза пірсі – тасталар. 
MAT.24.42	Сірер пілбинчезер, ноо туста Хан-пигіңер килер, аннаңар сиргек полыңар. 
MAT.24.43	Че сірер пілчезер, тура ээзі оғырның килер тузын пілген полза, ол сиргек поларҷых, оғырға даа туразына кірерге пирбесчік. 
MAT.24.44	Кізі Оолғы сірер пір дее сағыбаан туста чиде салар, аннаңар хаҷан даа тимде полыңар.
MAT.24.44	– 
MAT.24.45	Кем андағда ізестіг паза хыйға нымысчы? Тура ээзі, чіҷең нимені нымысчыларға тузында пир турзын тіп, нымысчыны турғысхан. 
MAT.24.46	Ээзі киліп, нымысчының іди хайынчатханын кӧрзе, хайдағ часкалығ ол нымысчы! 
MAT.24.47	Андада, сынны чоохтапчам сірерге, ээзі андағ нымысчыны прай тура-хазаазын кӧрерге турғыс салар. 
MAT.24.48	Че хомай нымысчы полза, позы позына «Минің ээзім табырах килбес» тіп ала, 
MAT.24.49	арғыстарын соғып, ізеечілернең хада ізіп, чіп чӧрер. 
MAT.24.50	Андада мындағ нымысчының ээзі ол сағыбаан кӱнде, ол сағынмаан туста чиде салар, 
MAT.24.51	аны ыра-чара тартып, чойырхостарни осхас ӱлӱстіг идер. Анда сыыт паза тіс хыҷыразы полар.
MAT.25.1	Андада, чарытхыларын алып, ипчі алчатхан оолны удурлирға сыххан он хысха тӧӧй полар Тигір хан-чирі. 
MAT.25.2	Ол хыстарның пизі уғаа хыйға полған, халған пизі, тізең, нимее чарабаан. 
MAT.25.3	Нимее чарабааннар, чарытхыларны алып, кӧйдірҷең хайахтарын албин салтырлар. 
MAT.25.4	Хыйғалар, тізең, чарытхыларны паза ідістеріне толдыра хайах алып алғаннар. 
MAT.25.5	Че ипчі алчатхан оол орайлатчатханда, прайзы, сабыхсып, узубысхан. 
MAT.25.6	Орты хараада, тізең, «Мына ипчі алчатхан оол килир, аны удурлирға сығыңар» тіп хысхырған табыс истіл парған. 
MAT.25.7	Андада прай хыстар, усхун киліп, чарытхыларын иптебіскеннер. 
MAT.25.8	Нимее чарабаан хыстар, тізең, хыйғаларына тееннер: «Пістің чарытхыларыбыс ӱсчелер, аннаңар хайахтарыңнаң кӧп нимес піске пиріңер». 
MAT.25.9	«Андада ол хайах піске дее, сірерге дее читпес. Сірер, садығҷыларзар парып, постарыңа садып алыңар» тіп нандырғаннар хыйғалары. 
MAT.25.10	Олар хайах садызып аларға парыбысхан туста ипчі алчатхан оол чиде салған. Прай тимнен салған хыстар аннаң хада тойға кір парыбысханнар, ізік, тізең, чабыл парған. 
