GEN.1.1	Mulimu a kala ku bupa lihalimu ni lifasi ni ze ku zona kaufela. 
GEN.21.26	Abimeleke a li, “Taba yeo ne ni sa i zibi. N'o si ka ni bulelela yona, mi lo ki lona lwa pili ni i utwa.” 
GEN.21.27	Abrahama kih'a fa Abimeleke lingu ni likomu, mi bubeli bwa bona ba eza tumelelano. 
GEN.21.28	Abrahama a zwisa lingunyana ze supile mwa mutapi wa hae. 
GEN.21.29	Abimeleke a mu buza, a li, “Kiñi ha u ezize cwalo?”
GEN.21.30	Abrahama a alaba, a li, “U swanezi ku amuhela lingunyana ze supile ze. Ka ku eza cwalo, u lumela kuli ki na ya yepile siliba seo.” 
GEN.21.31	Kabakaleo, sibaka seo sa bizwa Beeresheba, kakuli ki fona fo ne ba tamezi litumelelano za bona, ba babeli bao.
GEN.21.32	Ha ba se ba ezize tumelelano yeo fa Beeresheba, Abimeleke ni Pikoli, muzamaisi wa mpi ya hae, ba kutela kwa naha ya Mafilisita. 
GEN.21.33	Cwale Abrahama a cala kota mwa Beeresheba, mi a lapela Muñ'a Bupilo, Mulimu wa Kamita. 
GEN.21.34	Abrahama a pila mwa naha ya Mafilisita nako ye telele.
GEN.22.1	 Mwamulahonyana, Mulimu a lika Abrahama. A li ku yena, “Abrahama!” Yena a alaba, a li, “Mulena, ki na yo, ni teelelize.”
GEN.22.2	 Mulimu a li ku yena, “U nge Isaka, mwan'a hao wa libanda y'o lata hahulu, mi u ye ni yena kwa naha ya Moria. Hona ko, u y'o mu eza sitabelo, mi u mu ciseze fa lilundu le ni ka ku bonisa.”
GEN.22.3	Habusa, i sa li kakusasa, Abrahama a beya sale fa mbongolo ya hae, mi a nga Isaka ni batanga ba hae ba babeli. A lwalela likota za sitabelo, mi a funduka ku ya kwa sibaka s'a n'a mu bulelezi Muñ'a Bupilo. 
GEN.22.4	Ka lizazi la bulalu, Abrahama a bona sibaka seo si li kwahulenyana. 
GEN.22.5	Kih'a li kwa batanga ba hae, “Mu ine fa ni mbongolo. Na, ni mushimani, lu ka ya kwale ku y'o lapela mi lu ta kutela ku mina hape.”
GEN.22.6	Abrahama a lwalisa Isaka likota za sitabelo, haili yena, n'a lwezi mashala a mulilo ni tipa. Cwale ba funduka bubeli bwa bona. 
GEN.22.7	Isaka kiha s'a bulela, a li, “Tate!”
GEN.22.7	Ndat'ahe a li, “Kiñi, mwan'a ka?”
GEN.22.7	Isaka a buza, a li, “Ni bona kuli u na ni mashala ni likota, kanti yona ngunyana ya sitabelo i kai?”
GEN.22.8	Abrahama a mu alaba, a li, “Mwan'a ka, Mulimu u ka lu bonela s'a ka lu fa ili yena.” Mi bubeli bwa bona ba zwelapili hamoho.
GEN.22.9	 Ha ba t'o fita fa sibaka f'a n'a mu bulelezi Mulimu, Abrahama a yaha katala mi a lukisa likota fateñi. Kiha s'a tama mwan'a hae, mi a mu beya fa katala, fahalimw'a likota. 
GEN.22.10	Cwale a comola tipa kuli a mu bulaye. 
GEN.22.11	Kono lingeloi la Muñ'a Bupilo la mu biza, li li kwa lihalimu, la li, “Abrahama, Abrahama!”
GEN.22.11	A alaba, a li, “Mulena, ki na yo.”
GEN.22.12	Lingeloi la li, “U si ke wa holofaza mushimani, kapa ku eza sifi ni sifi ku yena.” Mi la zwelapili, la li, “Cwale ni ziba hande kuli u saba Mulimu, kakuli ha u si ka ni hanisa mwan'a hao wa libanda.” 
GEN.22.13	Abrahama a talima-talima, mi a bona poho ya ngu i swasizwe kwa manaka mwa sicacani. A ya, a y'o i nga ku eza sitabelo, mi a i cisa mwa sibaka sa mwan'a hae. 
GEN.22.14	Abrahama a beya sibaka seo libizo la Jehova-Jire. Mane ni kacenu batu ba sa bulela kuli, “Fa Lilundu la Muñ'a Bupilo kwa iponelwa.”
GEN.22.15	Lingeloi la Muñ'a Bupilo la biza Abrahama lwa bubeli, li nze li li kwa lihalimu, la li, 
GEN.22.16	 “Ni ikonka ka libizo la ka, ku bulela Muñ'a Bupilo. Ni ka atisa hahulu limbuyoti za hao, kakuli u ezize cwalo, mi ha u si ka ni tima mwan'a hao wa libanda. 
GEN.22.17	 Ni ku sepisa kuli ni ta atisa lusika lwa hao, lu be lo lutuna sina linaleli ze kwahalimu, kamba sina mushabati wa kwa liwate. Lusika lwa hao lu ka fenya lila za lona. 
GEN.22.18	 Mi macaba a lifasi kaufela a ta ni kupa kuli ni a fuyaule sina mo ni fuyaulezi lusika lwa hao, kakuli u utwile litaelo za ka.” 
GEN.22.19	Abrahama a ya kwa batanga ba hae, mi hamoho ba kutela kwa Beeresheba kw'a n'a yahile.
GEN.22.20	Mwamulahonyana Abrahama a utwa kuli Milika u pepile bana ni munyan'a hae Nakori. 
GEN.22.21	Uzi ne li yena mweli, mi n'a tatamwa ki Buzi ni Kemuele, yena ndat'ahe Arami. 
GEN.22.22	Yo a latelelwa ki Kesedi, Hazo, Pilidashi, Jidilafi ni Betuele. 
GEN.22.23	Betuele ne li ndat'ahe Rebeka. Milika a pepa bashimani bao ba supile ka a li muñwi ku Nakori, munyan'a Abrahama. 
GEN.22.24	Musal'a Nakori wa bubeli, ya n'a bizwa Reumi, a pepa Teba, Gahami, Tahashi ni Maaka.
GEN.23.1	Sara u pilile lilimo ze mwanda ka mashumi a mabeli ni ze supile. 
GEN.23.2	A tokwahalela mwa Kiryati-Ariba kamba Heberoni, ili mwa naha ya Kanana. Abrahama a eza litukiso za kepelo, mi a silisa.
GEN.23.3	Cwale a siya situpu sa musal'a hae, mi a li kwa batu ba Heti, 
GEN.23.4	 “Na, ni muzwahule ya fitezi feela mo. A mu ni lekise sibaka fo ni ka eza mayumbelo, kuli ni kone ku buluka musal'a ka.”
GEN.23.5	Ba mu alaba, ba li, 
GEN.23.6	“Mwanesu, u lu teeleze hande. Wena u nduna ye tuna mwahal'a luna. Buluka musal'a hao mwa libita le linde ku fita a mañwi a mabita ao lu na ni ona. Ha ku na, nihaili a li muñwi ku luna ya ka ku tima libita l'a na ni lona, ku ku hanisa ku buluka musal'a hao.”
GEN.23.7	Abrahama kih'a yema, a kandelela fapil'a bona. 
GEN.23.8	A li, “Haiba mu lata kuli ni buluke musal'a ka mo, banabahesu, mu ni ambolele ni Eferoni wa Muhiti, mwan'a Zohari. 
GEN.23.9	Mu mu kupe kuli a ni lekise sikoti sa Makapela s'a na ni sona. Si kwa munjewela wa simu ya hae. Mu mu kupe kuli a ni lekise sona, ka teko ya teñi fapil'a mina, i be sibaka sa ka sa mayumbelo.”
GEN.23.10	Eferoni kasibili n'a inzi ni Mahiti mwa sibaka sa mikopano, kwatuko a munyako wa munzi. A alaba, batu kaufela ba nze ba utwa, a li, 
GEN.23.11	“Batili, isiñi cwalo, muñ'a ka. Ni ta ku fa simu kaufela, ni sikoti sa yona cwalo. Fapil'a banabahesu fa, ni li, ‘Ni ta ku fa yona kuli u buluke musal'a hao mwateñi.’ ”
GEN.23.12	Abrahama a kandelela fapil'a batu. 
GEN.23.13	Kiha s'a bulela ku Eferoni, ba nze ba ikutwela kaufela, a li, “Haiba mu lata, mu ni teeleze. Ni ta lekelela tifo ya ka, mi ni ta buluka musal'a ka mwateñi.”
GEN.23.14	Eferoni a alaba, a li, 
GEN.23.15	“Muñ'a ka, shangwe, mubu wo u likana mali a eza mianda ye mine ya muwaya-waya wa silivela feela. Cwale, seo ki sika mañi ku luna? Buluka musal'a hao mwateñi.” 
GEN.23.16	Abrahama a lumela. Kih'a zwisa mali a n'a bulezwi ki Eferoni batu ba Heti ba nze ba ikutwela, ili yona mianda ye mine ya muwaya-waya wa silivela, sina mo ba likanyezanga balekisi fa sikala.
GEN.23.17	Ki mo li zwezi liluwo la Eferoni wa mwa Makapela, kwa upa wa Mamare, ku ba la Abrahama. I n'e li ku kopanyeleza ni simu, sikoti se ne si li ku yona, ni likota ze mwateñi kaufela ku be ku y'o fita kwa minjewela ya yona. 
GEN.23.18	Mahiti kamukana ba ba ne ba li teñi fa kopano yeo, ba ziba kuli cwale ki liluwo la Abrahama.
GEN.23.19	Abrahama kih'a buluka musal'a hae Sara mwa sikoti seo, ili mwa naha ya Kanana. 
GEN.23.20	Cwale simu ye n'e li ya Mahiti ni sikoti sa yona ya ba mubu wa Abrahama wa mayumbelo.
GEN.24.1	Abrahama n'a s'a supezi luli, mi Muñ'a Bupilo n'a mu fuyauzi mwa lika kamukana. 
GEN.24.2	A bulelela mutang'a hae yo muhulu, ya n'a babalela liluwo la hae kaufela, a li, “Beya lizoho la hao mwahal'a lilupi za ka mi u itame ka luci. 
GEN.24.3	Ni bata kuli u ni sepise, ka ku konka fapil'a Muñ'a Bupilo, Mulimu wa lihalimu ni lifasi, kuli ha u na ku batela mwan'a ka musali mo, mwa Kanana, mo ni pila. 
GEN.24.4	U swanezi ku kutela haesu, u y'o batela mwan'a ka Isaka musali kwa banabahesu.”
GEN.24.5	Kono mutanga yo a buza, a li, “Cwale haiba musali yo a ka hana ku taha ni na kwanu, bo? Ha ku ka ba cwalo, na, ni kutiseze mwan'a hao kwa naha k'o zwa nji?”
GEN.24.6	Abrahama a alaba, a li, “U bone kuli u si ke wa kutiseza hape mwan'a ka kwateñi! 
GEN.24.7	Muñ'a Bupilo, Mulimu wa lihalimu, u ni zwisize mwa munzi wa bo ndate ni mwa naha ya banabahesu mi u ni sepisize, ka ku itama, kuli u ta fa lusika lwa ka naha ye. U ta tangeta lingeloi la hae fapil'a hao, mi u ta y'o fumanela mwan'a ka musali hona koo. 
GEN.24.8	Kono haiba musali a sa lumeli ku taha ni wena, fohe wena u lukuluhile mwa buitamo bwa hao ku na. Kono ku be cwañi ni cwañi, u si ke wa kutiseza mwan'a ka kwateñi hape.” 
GEN.24.9	Cwale mutanga yo a beya lizoho la hae mwahal'a lilupi za Abrahama, mulen'a hae, mi a itama ku eza mw'a n'a kupezi.
GEN.24.10	Mutanga yo a nga likamele za mulen'a hae ze lishumi ni limpo ze ñata za butokwa. A itukisa, mi a funduka ku ya kwa munzi o bizwa Nakori mwa naha ya Mesopotamia. 
GEN.24.11	Ha s'a fitile, a butisa likamele kwa siliba se si ne si li kwand'a munzi. N'e s'e li manzibwana, basali ha ba taha ku t'o ka mezi. 
GEN.24.12	Kih'a lapela, a li, “Muñ'a Bupilo, Mulimu wa muñ'a ka Abrahama, u ni kondiseze ze ni ta eza kacenu, mi u taleleze sepiso ya hao ku muñ'a ka. 
GEN.24.13	Ki na yo fa siliba fo ba ka t'o ka mezi likalibe za munzi. 
GEN.24.14	Ni ka li ku yo muñwi, ‘A ku sikeke piza ya hao, mi u ni fe mezi ni nwe!’ Haiba a ka li, ‘Nwa, mi ni ta nwisa ni likamele za hao,’ i be yena y'o ketezi mutang'a hao Isaka. Haiba ku ka ezahala cwalo, ni ta ziba kuli u bulukile s'o n'o sepisize muñ'a ka.”
GEN.24.15	A si ka feza kale ku lapela, Rebeka a fita ni piza ya hae fa liheta. I n'e li mwan'a Betuele, ya n'a pepilwe ki Milika, musal'a Nakori, munyan'a Abrahama. 
GEN.24.16	N'e li mwalanjo yo munde ya n'a si ka ziba munna, wa sibupeho se sinde hahulu. A shetumukela kwa siliba, a taza piza ya hae, mi a kuta. 
GEN.24.17	Mutanga a mu matela ku y'o mu katanyeza, mi a li ku yena, “Ni kupa mezi a ku nwa.”
GEN.24.18	Rebeka a li, “Ki a, u nwe muñ'a ka,” mi a lula kapili piza ya hae y'a n'a lwezi fa liheta, mi a i sikamisa kuli a nwe. 
GEN.24.19	Ha s'a felize ku nwa, Rebeka a li, “Ni ta fa ni likamele za hao kuli li nwe mo li konela kaufela.” 
GEN.24.20	Cwale a sela mezi mwa sikungu, mo li nwela lifolofolo, mi a kutela kapili kwa siliba ku y'o ka a mañwi, ku fitela likamele kamukana li kolwa. 
GEN.24.21	Mutu yo, n'a nz'a mu kelyekile a kuzize, ku bona kapa Muñ'a Bupilo n'a s'a kondisize za hae.
GEN.24.22	Ha s'a felize ku nwisa likamele, mutu yo a nga lisale la gauda, le li tula, mi a li beya fa ngo ya musizana. A mu beya hape ni maseka a mabeli a matuna a gauda kwa mazoho. 
GEN.24.23	Mi a mu buza, a li, “Ndat'aho ki mañi? A ku ni bulelele, mwanesu. Kana na, ni batu ba ka, lu ka fumana malobalo haenu, nji?”
GEN.24.24	Musizana a alaba, a li, “Na, ni mwan'a Betuele ya pepwa ki Nakori ni Milika. 
GEN.24.25	Mawawayi ni bucwañi ki ze ñata hahulu haesu, mi ni mina mu ka fumana malobalo.”
GEN.24.26	Cwale mutu yo a kubama mi a lapela Muñ'a Bupilo. 
GEN.24.27	A li, “Ku lumbwe Muñ'a Bupilo, Mulimu wa muñ'a ka Abrahama, ya bulukile ka ku sepahala sepiso ya hae ku muñ'a ka. Muñ'a Bupilo u ni tisize mwa ndu ya munyan'a muñ'a ka.”
GEN.24.28	Mwalyanjo a matela kwa ndu ya bo m'ahe, mi a y'o ba bulelela litaba kaufela. 
GEN.24.29	Labani, kaizel'a Rebeka, a matela kwa siliba kw'a n'a inzi mutu yo. 
GEN.24.30	A bona lisale ni maseka a kwa mazoho a kaizel'a hae, mi a utwa z'a n'a mu bulelezi munna yo. Cwale a ya kw'a n'a yemi mutang'a Abrahama ni likamele za hae, ili hona koo kwa siliba. 
GEN.24.31	Kih'a li, “Taha! Wena u mutu ya fuyauzwi ki Muñ'a Bupilo. Kiñi s'o yemezi kwande, kanti ni se ni ku lukiselize matibelelo mwa ndu ni sibaka sa likamele za hao?”
GEN.24.32	Cwale munna yo kih'a kena mwa ndu. Labani, yena, a tulula libyana fa likamele, mi a li fa mawakushu ni bucwañi. Cwale a tiseza mutang'a Abrahama ni batu ba hae mezi a ku tapa kwa mahutu. 
GEN.24.33	Lico ha li se li tisizwe, mutu yo a li, “Ha ni na ku ca, konji ha ni se ni bulezi ze ni na ni ku li bulela.”
GEN.24.33	Labani a li, “Bulela z'o bata ku bulela.”
GEN.24.34	Kiha s'a li, “Na, ni mutang'a Abrahama. 
GEN.24.35	Muñ'a Bupilo u tohonolofalize hahulu muñ'a ka, mi u mu ezize mutu yo mutuna. U mu file mitapi ya likomu, ya lingu ni lipuli, silivela ni gauda, batanga ba banna ni basali, likamele ni limbongolo. 
GEN.24.36	Sara, musal'a hae, u mu pepezi mwana wa mushimani mwa bucembele. Muñ'a ka u file mwanana yo liluwo la hae kaufela. 
GEN.24.37	U ni bulelezi kuli ni sepise ka ku itama kuli ni ta eza taelo ya hae, mi a li, ‘U si ke wa batela mwan'a ka musali kwa basizana ba ba mwa Kanana mo, mo ni yahile. 
GEN.24.38	Ha u sa kuteli kwa banabahesu ku y'o batela mwan'a ka musali, u kutiwe.’ 
GEN.24.39	Cwale kiha ni ize ku muñ'a ka, ‘Haiba musali a hana ku taha ni na bo?’ 
GEN.24.40	Yena a alaba, a li, ‘Muñ'a Bupilo, ye ni zamaile ka litaelo za hae kamita, u ta luma lingeloi la hae le li ta ya ni wena ku kondisa za musipili wa hao. Cwale wena u ta fumanela mwan'a ka musali kwa batu bahesu, mwa lusika lwa ndate. 
GEN.24.41	Haiba u ka eza cwalo, u ta be u lukuluhile kwa sikuto sa ka. Mi haiba u ya kwa lusika lwa hesu, mi ba ku tima musali, ni hona ha u na ku kutiwa.’
GEN.24.42	“Kacenu, ha ni t'o fita fa siliba, ni lapezi, ni ize, ‘Muñ'a Bupilo, Mulimu wa muñ'a ka Abrahama, na ku lapela, u ni tuse ku ze ni eza ze. 
GEN.24.43	Ki na yo fa siliba. Ha ku ka taha mwalyanjo ku t'o ka mezi, ni ta mu bulelela cwana, ni li, A ku ni nwise kwateñi mezi mwa piza ya hao. 
GEN.24.44	Haiba a ka li, Nwa, mi ni ta nwisa ni likamele za hao, ki yena yo ya ketilwe ki Muñ'a Bupilo ku ba musal'a mwan'a muñ'a ka.’ 
GEN.24.45	Honafo, ni si ka feza tapelo ya ka, Rebeka kih'a taha ni piza ya mezi fa liheta la hae, mi a shetumuka ku y'o ka mezi. Kiha ni li ku yena, ‘Ni kupa mezi a ku nwa.’ 
GEN.24.46	A lula piza ya hae kapili, mi a li, ‘Nwa, mi ni ta nwisa ni likamele za hao.’ Cwalehe na nwa, mi a nwisa ni likamele. 
GEN.24.47	Na mu buza, na li, ‘Ndat'aho ki mañi?’ A ni alaba, a li, ‘Ni mwan'a Betuele ya pepwa ki Nakori ni Milika.’ Cwale na mu beya lisale fa ngo ni maseka mwa mazoho. 
GEN.24.48	Na kubama, mi na lapela Muñ'a Bupilo. Na lumba Muñ'a Bupilo, Mulimu wa muñ'a ka, mo ni til'o fumanela mwan'a hae musali. 
GEN.24.49	Cwale, ha ni zibi kamba mu ka tabela ku eza muñ'a ka ka musa ni ka busepahali, mu ni bulelele. Ha mu sa lati, ni hona hape mu bulele, mi ni ta nahana se ni ta eza.”
GEN.24.50	Labani ni Betuele ba alaba, ba li, “Haili ka mo taba ye i zwa ku Muñ'a Bupilo, ha si luna ba ba lukela ku i feza. 
GEN.24.51	Rebeka ki yo. U mu nge, u zamaye ni yena. A y'o ba musal'a mwan'a muñ'a hao, sina yena Mun'a Bupilo kasibili h'a bulezi cwalo.” 
GEN.24.52	Mutang'a Abrahama h'a utwa manzwi ao, a inamela fafasi, mi a lapela Muñ'a Bupilo. 
GEN.24.53	Cwale a zwisa mikabo ya silivela ni gauda, ni liapalo cwalo, mi a li fa Rebeka. Bo m'ahe ni kaizel'a hae, ni bona ba fiwa limpo za mali a mañata.
GEN.24.54	Cwale mutang'a Abrahama ni batu ba hae kihona ba ca ni ku nwa, mi ba lobala hona mo. Ha ba zuha kakusasa, a li, “Mu ni lukulule ni kutele ku muñ'a ka.”
GEN.24.55	Kono kaizel'a Rebeka ni m'ahe ba li, “U tuhele kalibe a ine ni luna sunda kamba mazazi a lishumi. Kihona a ka zamaya.”
GEN.24.56	Kono yena a li, “Mu si ke mwa ni liyehisa. Muñ'a Bupilo s'a kondisize musipili wa ka. Mu ni tuhele ni kutele ku muñ'a ka.”
GEN.24.57	Ba alaba, ba li, “A lu bizeñi yena musizana lu t'o utwa mwa mulomo wa hae.” 
GEN.24.58	Cwale ba biza Rebeka, mi ba mu buza, ba li, “Kikuli u bata ku ya ni mutu yo hona fa, nji?”
GEN.24.58	Rebeka a alaba, a li, “Eni, na ya.”
GEN.24.59	Cwale ba tuhela kaizel'a bona Rebeka ni mubeleki wa hae wa musizana, ba ya ni mutang'a Abrahama ni batu ba hae. 
GEN.24.60	Kiha ba tohonolofaza Rebeka ka manzwi a, ba li, “Kaizel'a luna, lu ku lakaleza ku y'o ba mushemi wa likiti-kiti za batu. Lu lakaza kuli lusika lwa hao lu tule minzi ya lila za bona.” 
GEN.24.61	Rebeka ni basizana ba hae ba itukisa, mi ba pahama fa likamele ku ya ni mutu yo. Mutanga yo a mu nga cwalo, mi ba funduka.
GEN.24.62	Isaka n'a ile mwa naheñi kwa siliba sa Ya Pila ya ni bona, mi n'a inzi mwa sibaka sa Negebe. 
GEN.24.63	Ha n'a nz'a zamaya-zamaya mwa masimu manzibwana, a bona ku taha likamele. 
GEN.24.64	Rebeka a bona Isaka. Kiha s'a tuluka fa kamele ya hae. 
GEN.24.65	A buza mutanga, a li, “Munna yani, ya mwa masimu, ya t'o lu katanyeza, ki mañi?”
GEN.24.65	Yena a alaba, a li, “Ki muñ'a ka.” Kiha s'a nga lisila, mi a ikwahela kwa pata.
GEN.24.66	Mutanga a bulelela Isaka lika kaufela z'a n'a ezize. 
GEN.24.67	Cwale Isaka a isa Rebeka mwa tende ya hae, mi a ba musal'a hae. Isaka a lata hahulu Rebeka, mi kamukwaocwalo a omba-ombiwa hande mwamulaho a lifu la bo m'ahe.
GEN.25.1	Abrahama a nyala musali yo muñwi ya n'a bizwa Ketura. 
GEN.25.2	Yena a mu pepela Zimerani, Jokeshani, Medani, Midiani, Ishibaki ni Shua. 
GEN.25.3	Jokeshani a pepa Seba ni Dedani, mi Dedani a pepa Maashurimi, Maletushimi ni Maleumimi. 
GEN.25.4	Bana ba Midiani n'e li Efa, Efere, Hanoki, Abida ni Elida. Bao kamukana n'e li baikulu ba Ketura.
GEN.25.5	Abrahama a siyela Isaka liluwo la hae kaufela. 
GEN.25.6	Kono a si ka shwa kale, a aba limpo ku fa bana ba hae b'a n'a pepile kwa basali ba bañwi, mi a ba lumelela kwa naha ya kwa upa, ili kwahule ni mwan'a hae Isaka.
GEN.25.7	Abrahama u pilile lilimo ze mwanda ka mashumi a supile ni ze ketalizoho. 
GEN.25.8	A shwa a li mucembele luli, wa lilimo ze ñata ze nde, mi a y'o kopana cwalo ni bafu bahabo. 
GEN.25.9	Bana ba hae, bo Isaka ni Ishimaele, ba mu buluka mwa sikoti sa licwe sa Makapela, mwa simu ye n'e li ya Eferoni mwan'a Zohari wa Muhiti, kwa upa wa Mamare. 
GEN.25.10	 Ki yona simu y'a n'a lekile Abrahama kwa Mahiti, mi bubeli bwa bona, Abrahama ni musal'a hae Sara, ba bulukilwe hona mo. 
GEN.25.11	Mwamulaho wa lifu la Abrahama, Mulimu a fuyaula Isaka mwan'a hae, ya n'a yahile fakaufi ni siliba sa Ya Pila ya ni bona.
GEN.25.12	Ki lo lusika lwa Ishimaele, mwan'a Abrahama ya pepilwe ki Hagare wa Muegepita mutang'a Sara. 
GEN.25.13	A, ki ona mabizo a bana ba Ishimaele ka ku tatamana kwa bona. Mweli wa Ishimaele n'e li Nebajoti. Yena a tatamwa ki Kedare, Abideela, Mibisamu, 
GEN.25.14	Mishima, Duma, Masa, 
GEN.25.15	Hadadi, Tema, Jeturi, Nafishi, ni Kedema. 
GEN.25.16	Bao ki bona bana ba Ishimaele, mi ao ki ona mabizo a bona, a minzi ni mafulo a bona cwalo. Hamoho ki malena ba lishumi ka ba babeli, ni masika a bona. 
GEN.25.17	Ishimaele a tokwahala a na ni lilimo ze mwanda ka mashumi a malalu ni ze supile, mi a y'o kopana ni bafu bahabo. 
GEN.25.18	Lusika lwa Ishimaele ne lu yahile mwa naha ye mwahal'a Havila ni Shuri, kwa upa wa Egepita mwa nzila ye ya kwa Asiria. Ba ne ba kauhani ni bahabo bona.
GEN.25.19	Ye ki yona taba ya Isaka, mwan'a Abrahama. 
GEN.25.20	Isaka n'a na ni lilimo ze mashumi a mane h'a nyala Rebeka, mwan'a Betuele wa Muarami wa kwa Mesopotamia, ili kaizel'a Labani wa Muarami. 
GEN.25.21	Kakuli musal'a hae n'a si na bana, Isaka a mu lapelela ku Muñ'a Bupilo. Muñ'a Bupilo a alaba tapelo ya hae, mi Rebeka a itwala. 
GEN.25.22	Cwale mambile ao a sundana mwa mba ya hae, mi a li, “Haiba ki mona mo ku ta inela, kanti cwale tuso ya ku pila ki ifi?” Kih'a y'o lapela ku Muñ'a Bupilo, a kupa kalabo.
GEN.25.23	 Muñ'a Bupilo a li ku yena,
GEN.25.23	“Mwa mba ya hao ku na ni macaba
GEN.25.23	a mabeli.
GEN.25.23	U ta pepa batu ba babeli ba ba toyani.
GEN.25.23	Yo muñwi u ta ba ni maata ku fita
GEN.25.23	yo muñwi,
GEN.25.23	mi yo muhulu u ta ba mutang'a
GEN.25.23	yo munyinyani.”
GEN.25.24	Nako ya hae ya ku puluha ya fita, mi a pepa mambile. 
GEN.25.25	Wa pili kwa ku pepwa n'e li yo mufubelu, mi mubili wa hae n'o na ni buambo sina siapalo sa boya, kih'a beiwa libizo la Isau. 
GEN.25.26	Munyan'a hae h'a pepwa, n'a swalelezi ka tata lisito la Isau, mi a bizwa Jakobo. Bana bao ha ba pepiwa Isaka n'a s'a na ni lilimo ze mashumi a silezi.
GEN.25.27	Bashimani ba hula, mi Isau a ba muzumi yo mutuna, mutu wa mwa naheñi, kanti haili yena Jakobo n'a kuzize, n'a itolelanga feela mwa hae. 
GEN.25.28	Isaka n'a olisa Isau, kakuli n'a ikolanga ku ca lifolofolo z'a n'a bulayanga, kono haili Rebeka, yena n'a olisa Jakobo.
GEN.25.29	Zazi le liñwi Jakobo n'a apeha lico, mi Isau a fita a zwa kwa ku zuma mwa naheñi. 
GEN.25.30	N'a shwile tala. Kiha s'a li ku Jakobo, “Ni lapile. A ku ni fe kwa lico zeo, ze eza ike ki ze fubelu.” Kikabakaleo h'a bizwa Edomo.
GEN.25.31	Kono Jakobo a alaba, a li, “Ni ta ku fa kwateñi, haiba wena u ni fa litukelo za hao za mweli.”
GEN.25.32	Isau a li, “Ku lukile! Ni na, ni tuha ni shwa. Cwale litukelo zeo li ta ni tusa sika mañi?”
GEN.25.33	 Jakobo a alaba, a li, “U konke pili kuli u ni fa litukelo za hao.”
GEN.25.33	Isau a konka, mi a lekisa litukelo za hae za mweli ku Jakobo. 
GEN.25.34	Cwale Jakobo a mu fa buhobe ni busunso. A ca ni ku nwa. Kiha s'a yema, a zwa. Isau ki mw'a n'a nyaziselize cwalo litukelo za hae za ku ba mweli.
GEN.26.1	Kwa ba ni tala hape mwa naha, kwand'a tala ya nako ya Abrahama. Isaka a ya kwa Gerari ku Abimeleke, mulena wa Mafilisita. 
GEN.26.2	Muñ'a Bupilo n'a iponahalize ku Isaka, mi n'a ize, “U si ke wa ya kwa Egepita. U ine mwa naha, ye ni ta ku bulelela kuli u ine mwateñi. 
GEN.26.3	 U ine hona mo nakonyana, ni ta ba ni wena, mi ni ta ku tohonolofaza, kakuli ni ta ku fa manaha a kaufela, wena ni lusika lwa hao. Ni ta buluka buitamo bo ne ni itamile ku ndat'aho Abrahama. 
GEN.26.4	Ni ta ku fa lusika lo luñata sina linaleli za kwahalimu, mi ni ta ba fa manaha kamukana. Macaba kaufela a lifasi a ta ni kupa kuli ni a fuyaule sina mo ni fuyaulezi lusika lwa hao. 
GEN.26.5	Ni ta ku fuyaula, kakuli Abrahama u ni utwile mi u bulukile litaelo za ka kamukana.”
GEN.26.6	Isaka a yaha cwalo mwa Gerari. 
GEN.26.7	 Banna ba mwa naha mo, ha ba mu buza ka musal'a hae, a li, “Ki kaizel'a ka,” kakuli n'a saba ku bulela kuli, “Ki musal'a ka.” N'a saba kuli mwendi banna bao ba ka swana ba mu bulaya ku ikungela Rebeka, kakuli n'e li yo munde hahulu. 
GEN.26.8	Cwale, Isaka ha s'a ngile nakonyana mo, Abimeleke mulena wa Mafilisita, h'a talima mwa lihaulo la ndu ya hae, a bona Isaka a nz'a yongelani ni Rebeka, ba bapala. 
GEN.26.9	Abimeleke kiha sa lumela Isaka, mi a li ku yena, “Bona, luli ki musal'a hao. Cwale kiñi ha n'o li ki kaizel'a hao?”
