MAT.1.1	Kitabu cha mbuli ya Yesu Kilisito, ṅwana Dawidi, ṅwana Abulahamu: 
LUK.17.26	Sa mbuli ziγendilevyo mwe mishi ya Nowa, ne ndivyo ziγende mwe mishi ya ṅwanangwa ywa muntu. 
LUK.17.27	Wazaja, wazanywa, wazateγula, wazateγulwa, mpaka uja mushi, Nowa akiingila mwe chiya kibweta, mlaho wa mazi ukigwa na kuwabinda woshe. 
LUK.17.28	Vivyoho mbuli zizaγenda mwe mishi ya Loti, wazaja, wazanywa, wazaγula, wazataγa, wazahanda, wazazenga; 
LUK.17.29	miya uja mushi Loti akilawa Sodoma, moto uzalawa mwe lwingu, uzagwa na mawe ya vibiliti, uzawabinda woshe. 
LUK.17.30	Ne ndivyo mbuli ziγende uja mushi, ṅwanangwa ywa muntu ahozalawila. 
LUK.17.31	Mushi uja mweikala mwe nyumba yakwe ulanga, ati ntanu zakwe zi nyumbai, asheshindeingila kwa ziγuwa! Vivyoho mwe nkoi ashezauya na nyuma! 
LUK.17.32	Fukilai mkaza Loti! 
LUK.17.33	Ndiye alonde, ndivyo akihonye, atazakiaza; kangi ndiye akiaze atazakihonya, aone nkalamo. 
LUK.17.34	Namiti: Chiya kilo waili wegona mwe lusazi lunwe muṅwe aiahokelwa, muṅwe ataashiγwa. 
LUK.17.35	Waili webunduγa haṅwe, muṅwe atahokelwa, muṅwe ataashiγwa. 
LUK.17.36	Waili we haṅwe nkoi muṅwe atahokelwa, muṅwe ataashiγwa. 
LUK.17.37	Wazamlandula aṅgwe: Kuhi, Zumbe? Azawati: Hena vundile ne ngwilizi zihokaungananilana.
LUK.18.1	Azawaγambila lushimo lwa kuγamba: Shuti wavike, washedile, washetibuke! 
LUK.18.2	Angwe: Kuna muzi, muja muna mlaha masa ashiyemwogoha Mulungu, hata muntu nkana shoni naye. 
LUK.18.3	Mwe uja muzi ne mwina mvyelengwa afilweye ni mulume, uyu azamtimila, azamuti: Nivunila mwe masa, ṅwiyangu ayonigela! 
LUK.18.4	Mishi mingi nkakundile. Vikibinda azafanyanya mwe moyo wakwe kuγamba: Ati Mulungu nashemwogoha, ati sina shoni na muntu, 
LUK.18.5	miya yuja mvyele, kwa kuti aisa kunipisha, nenimvunile, kangwe ashezaiza akinitula vuzo. 
LUK.18.6	Zumbe azawati: Teγelezai, yuja mlaha masa muwiwi avyolonga! 
LUK.18.7	Mulungu ashevunile washaγulwewo ndiye, wemkemela kilo na mushi? Atazunganya mbuli yawe? 
LUK.18.8	Namiti: Atafikawavunila kinyanyi. Kumbe ṅwanangwa ywa muntu akizaiza neaone wemtozesha kunu shi?
LUK.18.9	Wantu kuṅwe wakifanyanyizewo wenye, kuti ni watanda, haṅwe na kubela waja watuhu azawazisa ulu lushiino angwe: 
LUK.18.10	Wantu waili wazakwela vikiloi, wavike; muṅwe ni Faliseyo, muṅwe ni mngelu. 
LUK.18.11	Yuja Faliseyo azaγoloka, azavika mwe moyo wakwe angwe: Mulungu, nakulaviliza ntogolo kuti: Sifanana na wantu watuhu, ati ni wampoko, ati ni watungulu, ali ni watesi, hata ni uyu mngelu. 
LUK.18.12	Kila juma nifunga kaili, vyoshe nivyoonela navilavya fungu ja kumi. 
LUK.18.13	Miya yuja mngelu azaγoloka hale, mesho du nkakundile kuyainula na kwe lwingu, miya azatowa kifuwa chakwe angwe: Mulungu, nifa mbazi imi mhuza! 
LUK.18.14	Namiti: Uyu asheele na kaya kwakwe ai mtanda kumzinka yuja. Hambu kila mwekikuza ṅwenye atazapunguziγwa, kangi mwekipunguza ṅwenye atazakuziγwa.
LUK.18.15	Wazamletela hata vizana, kangwe avibadikile mikono; wahina wakwe wakiona wazawavaila. 
LUK.18.16	Miya Yesu azaviitanga angwe: Lekai, vizana viize kwangu, mshevifingize! Hambu we ivyoho uzumbe wa Mulungu ni wawe. 
LUK.18.17	Kweli namiti: Ndiye ashehokele uzumbe wa Mulungu, viya ni kazana, nkezeauingile.
LUK.18.18	Kuna mfuṅwa, azamwuza angwe: Mfuzi mtana, nitende zeze, kangwe nezenipale nkalamo ya kale na kale? 
LUK.18.19	Yesu azamuti: Nini ukiniitanga mtana? Nkakuna mtana kushima Mulungu ike du. 
LUK.18.20	Milomongwa waitaila ija ya kuγamba: Ushetende kilanga! Ushekome! Ushebawe! Ushemshinge ṅwiyawo ukilonga uwona wa lulimi! Gimbika isho na nyokwe! 
LUK.18.21	Angwe ndiye: Ivi vyoshe nizaviγolokela, vivyo nikuzilevyo. 
LUK.18.22	Yesu akiviiva azamuti: Ukeshiγaze mbuli ṅwenga; vyoshe, uvyona navyo, vitaγe, ukavipangile wakiwal Ne ndivyo utende mali mwe lwingu; ukibinda uize, unitongele! 
LUK.18.23	Yuja akiiva izi mbuli azaona ukiwa ukulu, hambu ne ai mzuli kabisa.
LUK.18.24	Yesu azamwolela, azalonga: Wena kitende wana ntoγo nyingi za kuingila mwe uzumbe wa Mulungu. 
LUK.18.25	Ngameya ntoγo zakwe za kuingila mwe kihula cha singano nkaziinga sa ziya, mzuli azoona za kuingila mwe uzumbe wa Mulungu. 
LUK.18.26	Waviivilewo wazalonga: Lushe ndiye adahe kuzahona, ni ndai? 
LUK.18.27	Angwe: Vishivyodahikana kwa wantu vyadahikana kwa Mulungu.
LUK.18.28	Angwe ni Petelo: Olela! Ishwi tizaasha vyetu, tizakutongela. 
LUK.18.29	Azawati: Kweli namiti: Mweasha nyumba yakwe ao muke ao wakuluwe ao wanduγuze ao wavyazi wakwe ao wanae kwa mbuli ya uzumbe wa Mulungu, 
LUK.18.30	nkakuna ndiye asheviuziziγwe kangi muno mwe mishi inu, kangi mishi ija, ndiyo nezeibule, atazainkwa nkalamo ya kale na kale.
LUK.18.31	Azaγuwa waja kumi na waili azawati: Olelai! Takwela Yelusalemu, vyoshe ṅwanangwa ywa muntu agondelwavyo ni wateγanyingwa nevibontoke. 
LUK.18.32	Hambu neainkilwe kwa wamzimu, afyulilwe, akankwe, ashwelwe mate; 
LUK.18.33	vikibinda watamtowa, watamkoma, miya mushi wa ntatu atafufuka. 
LUK.18.34	Waja izi mbuli nkawaziivile hata ṅwenga, ziifishiγwe, washezione bontokelo, nkawataile walongiγwevyo.
LUK.18.35	Akibula hehi na Yeliko, kuna muntu afileye mesho, azaikala silai, aakalombeza. 
LUK.18.36	Akiiva shindo ya wantu wangi weomboka azauza, ati kuna mbwai. 
LUK.18.37	Wazamwukwila, kuti Yesu ywa Nazaleti aomboka. 
LUK.18.38	Azakema angwe: Yesu, ṅwana Dawidi, nifa mbazi! 
LUK.18.39	Waja walongolewo wazamvaila, kangwe aleke lwashu; miya azaisiiza kukema vivyoho: Yesu, ṅwana Dawidi, nifa mbazi! 
LUK.18.40	Yesu azaγoloka, azalaγiliza, aletiγwe na haja, aliho. Akibula, azamwuza: 
LUK.18.41	Ukunda, nikuγoshwele mbwai? Angwe: Zumbe, nakunda, nione! 
LUK.18.42	Yesu azamuti: Ona! Mitozesheze yako izakuhonya. 
LUK.18.43	Viya du lushe azaona, azamtongela akimtogola Mulungu. Hata wantu woshe wavienewo wazamunka Mulungu ntogolo.
LUK.19.1	Azaingila Yeliko, azazunguluka mumo. 
LUK.19.2	Ne mwina muntu mweitangwa Zakeyo, ni mkulu ywawangelu, kangi ni mzuli. 
LUK.19.3	Azalonda, ndivyo amwone Yesu alivyo, miya nkadahile kwa mbuli ya wantu wakiγeneia, hambu ni mzihi. 
LUK.19.4	Azaγuluka na mazu, azakwela mwe msoso, kangwe amwone, hambu haja Yesu azakunda kuhaomboka. 
LUK.19.5	Yesu akibula haja hantu azaolela na ulanga, azamuti: Zakeyo, fikasheela! Hambu lelo nenifikile kwako. 
LUK.19.6	Azafikasheela, azamhokela na nyemi. 
LUK.19.7	Woshe wavienewo wazaṅuna angwe: Azafikila mwa muntu mhuza. 
LUK.19.8	Zakeyo azainuka, azamγamba Zumbe: Zumbe, hindi gima ja viya, nivyona navyo, niyakajiinkila kwa wakiwa; ati kuna nimfutileye, navimwuziza kane. 
LUK.19.9	Yesu azamuti: Lelo uvunizi uzaoneka umu nyumbai, kwa kuti uyu ṅwenye yohe ni ṅwana Abulahamu. 
LUK.19.10	Hambu ṅwanangwa ywa muntu aizile kwa londa na kuvunila viya viaγilevyo.
LUK.19.11	Waja wakiteγeleza izi mbuli, azabadika ntuhu, azawazisa lushimo, hambu kwa viya ṅwenye abuzizevyo hehi na Yelusalemu, waja wazafanyanya kuti: Uzumbe wa Mulungu nunga kulawila ivi lushe aha. 
LUK.19.12	Azawati: Kuna mkilindi, azahita mwe shi hale, akaγuwe uzumbe γuko, akibinda, aγotoke. 
LUK.19.13	Azaitanga wapuna wakwe kumi, azawainka magana kumi ya shilingi azawati: Chuluzai nazo, mpaka ndiho niuye! 
LUK.19.14	Waja wakaya wazaihilwa ndiye, uko nyuma wazamtumila walau angwe: Nkatikunda, uyu akitoza uzumbe kwetu. 
LUK.19.15	Akibinda kuγuwa uja uzumbe azaγotoka, azalaγiliza, waja wapuna, ainkilewo feza, waitangwe na kwakwe, ataile, kila achuluzevyo. 
LUK.19.16	Yuja ywa bosi akibula azamuti: Zumbe, gana jako ja shilingi jizamota magana kumi. 
LUK.19.17	Azamuti: Hongela! U mupuna mtana iwe! Kwa kuti uzasimamiza viya viγeke, utainkwa uzumbe wa mizi kumi. 
LUK.19.18	Kuzaiza yuja ywa mbili angwe: Zumbe, gana jako ja shilingi jizamota magana mashano. 
LUK.19.19	Azamuti: Iwe nawe uγaluke zumbe ywa mizi mishano! 
LUK.19.20	Kuzaiza mtuhu angwe: Zumbe, shiji gana jako ja shilingi! Nizajikanta na mhaluma, nizajiika. 
LUK.19.21	Hambu nizakuogoha, kwa kuti u muntu muwiwi, uhaγuwa ushiikilevyo, uhaγobola ushihandilevyo. 
LUK.19.22	Azamuti: Nikulaha na viya, uvyolonga, mupuna mubada iwe! Ati uzataila kuti: Ni muntu muwiwi imi, nihaγuwa nishiikilevyo, nihaγobola nishihandilevyo, 
LUK.19.23	nini ukisheinkila feza zangu kwa wachuluzi wa feza, lushe imi nikiiza, anga nizaziγuwa na kuwo? 
LUK.19.24	Waja waγolokewo azawati: Muhokei jiya gana ja shilingi, mujimunke yuja mwena magana kumi! 
LUK.19.25	Wazamuti: Zumbe, kangi ana magana kumi? 
LUK.19.26	Angwe: Namiti: Kila mwena kitende atainkwa, miya ashinaye hata viya, avyona navyo, atavihokwa. 
LUK.19.27	Lushe waja wankulu wangu washikundilewo, nikitoza uzumbe kwawe, waletei na kunu, muwakome, niiolele!
LUK.19.28	Akibinda kuvilonga azahita sila yakwe, akwele Yelusalemu. 
LUK.19.29	Akibula kuja Betifage na Betaniya he mulima weitangwa wa miziyaγembe, azatuma wahina wakwe waili 
LUK.19.30	angwe: Hitai mwe kaja kazizi haja sheja! Mkikaingila mtaona ṅwana mpunda ashungiγweye, ashizatiye apandwe; mdoholei, mumlete! 
LUK.19.31	Ati muntu amiuza: Nini mkimdohola?, mtamuti: Zumbe aagiziγwa ndiye! 
LUK.19.32	Waja watumiγwewo wazahita, wazaona sa viyaho, awaγambilevyo. 
LUK.19.33	Wakidohola yuja ṅwampunda, waja wenye wazawati: Nini mkidohola uyo ṅwampunda? 
LUK.19.34	Wazawati: Zumbe aagiziγwa ndiye. 
LUK.19.35	Wazamwiγala kwa Yesu, wazamtandika shuke zawe, vikibinda wazamkweza Yesu. 
LUK.19.36	Akihita, wazatandika shuke zawe silai. 
LUK.19.37	Akibula haja ha kusheela he mulima wa miziyaγembe, bumba joshe ja wahina wakwe jizaandiila kuona nyemi na kumtogola Mulungu na vyanwavikulu kwa ziya nguvu zoshe, waenezo, 
LUK.19.38	angwe: Zumbe atogolwe mweiza mwe zina ja Zumbe! Mwe lwingu ni utondolo, hata utana u kuja ulanga! 
LUK.19.39	Mafaliseyo kuṅwe we haṅwe na waja wantu wazamuti: Mfuzi, shunda wahina wako! 
LUK.19.40	Azawalandula angwe: Namiti: Awa wakileka lwashu, mawe yatakema.
LUK.19.41	Akibula hehi, akiolela muzingwa, 
LUK.19.42	azaulilila angwe: Anga iwe nawe uzataila mishi inu vyekunka utondolo, miya lushe vizafishiγwa he mesho yako! 
LUK.19.43	Hambu mishi neiize, ndiho wankulu wako wakuzengele boma, jikudenganile, wakufinte koshe koshe, 
LUK.19.44	wakuchakule iwe na wanawo, uwona nawo, nkewaleke, iwe jikiandakana na ṅwiyae vivyoho, kwa kuti nkutaile mishi, ufilweho mbazi.
LUK.19.45	Azaingila mwe vikilongwa, azaandiila kuγulushawajaweγuzanyanawetaγizanyamuja, 
LUK.19.46	azawati: Kuigondiγwe: Nyumbayangu ni nyumba ya vikila! Miya inywi mzaiγalusha mpanga ya wampoko. Kila mushi azaikala mwe vikilongwa akifuza, 
LUK.19.47	miya wavikizi wakulu na watabaluwangwa na wafuṅwa wambalingwa wazamlondela lukomele, miya nkawaene sila; 
LUK.19.48	hambu wantu wosheni wazamtongelatongela, wamwive.
LUK.20.1	Mushi siku akifuza wantu vikiloi na kuwabilikila, kuzainuka wavikizi wakulu na watabaluwangwa haṅwe na waγolokezi, 
LUK.20.2	wazamuti: Tiγambile: Ivi uviγoshola kwa nguvu ani? Akunkileye unu ufuṅwa ni ndai? 
LUK.20.3	Azawalandula angwe: Nami nimiuze mbuli ṅwenga, mwiniγambile: 
LUK.20.4	Ubatizi wa Yohana uanduke mwe lwingu, hambu kwa wantu? 
LUK.20.5	Waja wazafanyanya mwe myoyo yawe kuγamba: Ati tamuti: Mwe lwingu, atatiti: Nini mkishemtozesha? 
LUK.20.6	Ati tamuti: Kwa wantu, wantu wosheni watatihomela mawe, hambu wazaisa kutozesha kuti: Yohana ni mteγanyingwa. 
LUK.20.7	Wazalandula: Nkatitaila, ukoanduka nako. 
LUK.20.8	Yesu azawati: Lushe nami simiγambila, ati niviγoshola kwa nguvu ani.
LUK.20.9	Azaandiila kulonga wantu lushimo ulu: Muntu azahanda mizabibu, azaiinkila kwa walimi, ṅwenye azahita mwe shi ntuhu mishi mingi. 
LUK.20.10	Mishi ikitimiza, azatuma mubwanga kwa waja walimi, kangwe wamunke mazabibu. Miya waja walimi wazamluta, vikibinda wazamγotosha mikono du. 
LUK.20.11	Azatuma vituhu mubwanga mtuhu, miya waja wazamluta yohena, wazamkanka, wazamγotosha mikono du. 
LUK.20.12	Azauγiza kutuma ywa ntatu, miya uyu yohena waja wazamγulusha na kumlavya vilonda. 
LUK.20.13	Ne yuja ṅwenye mizabibu ahoγamba: Nitende zeze? Nenimtume ṅwanangu, niyemkundisha, minga uyu newaingilwe ni shoni naye. 
LUK.20.14	Miya waja walimi wakimwona wazafanyanya, kangi wazaγambilana: Uyu ni mupazi; ndokoi, timkome, kangwe ufa uγaluke wetu! 
LUK.20.15	Wazamluγusha, alawe mwe mizahibu, wazamkoma. Lushe yuja ṅwenye mizabibu atawatenda zeze? 
LUK.20.16	Atabita, akome waja walimi, ainkile ija mizabibu kwa watuhu. Wakiviiva wazaγamba: Vikashetaγosholwa kwetu! 
LUK.20.17	Azawaolela, azawati: He ija mbuli igondiγweyo kuγamba: Iwe, wazengo wabentilejo, jizaγaluka shikizi ja heta? 
LUK.20.18	Kila ndiye akine mwe iji iwe, atabanika, kangi ndiye jinikinile, jitamtiγinta. 
LUK.20.19	Ija ngela watabaluwangwa na wavikizi wakulu wazalonda, ndivyo wamgwile, miya wazaogoha wantu; hambu wazataila, kuti luja lushimo alulongile kwa mbuli yawe.
LUK.20.20	Wazamγoj aγoja, wazatuma, ndiwo wamnyatile, wekionyaonya viya watatozesha, kangwe wamgwize na mbuli, ndiyo alonge, wadahemwinkila kitala na bomani kwa mtoza shi. Wazamwuza angwe: 
LUK.20.21	Mfuzi, tataila kuti: Ulonga na kufuza vyeγolokela, nkuolela vyeni vya wantu, miya ufuza sila ya Mulungu, ilivyo kweli. 
LUK.20.22	Vina ṅwiko, tikimunka Kaiza kodi, hambu nkavina? 
LUK.20.23	Miya azataila ubada wawe, azawati: Nini mkiniγeza? 
LUK.20.24	Nionyeshai sumni! Ina chapa na ugonde wa ndai? Angwe: Wa Kaiza. 
LUK.20.25	Azawati: Kwa ivyoho munkei Kaiza viya vya Kaiza, kangi Mulungu mumunke viya vya Mulungu! 
LUK.20.26	Nkawadahile kumgwila na inu mbuli yakwe, wantu wai hsho, wazamaka milandwile yakwe, wazaleka lwashu.
LUK.20.27	Masadukeyo wazamwizila, ni waja wekela nkani kuti: 
LUK.20.28	Nkahana ufufuki, wazamwuza angwe: Mfuzi, Mose azatigondela kuγamba: Mkuluwe ja muntu akifa aina mvyele na kusheasha ṅwana, shuti nduγuye amupale yuja muke, amwinulile mkuluwe mbeleko! 
LUK.20.29	Ne kwina wanduγu mfungate; yuja ywa bosi azaγuwa mvyele, azafa aishina ṅwana. 
LUK.20.30	Yuja ywa mbili azamupala, yohe azafa aishina ṅwana. 
LUK.20.31	Hata yuja ywa ntatu azamupala, vivyoho waja woshe mfungate, niiya wakifa nkawaashize wana. 
LUK.20.32	Kushilikiza yuja mvyele yohena azafa. 
LUK.20.33	Lushe mwe ufufuki neaγaluke ywa ndai? 
LUK.20.34	Hambu woshe mfungate, ne waina naye. Yesu azawati: Wana wa inu shi waγuwa kangi waγwiγwa. 
LUK.20.35	Miya ndiwo wakundiziγwe kuikala mwe ija shi, ndiyo nezeilawile, wafilewo wahozafufuka, waja nkawaγuwa, nkawaγwiγwa. 
LUK.20.36	Hambu nkezewafe vingi, wafanana na walaungwa, kangi ni wana Mulungu, kwa kuti ni wanangwa wa ufufuki. 
LUK.20.37	Inu mbuli kuti: Wafilewo wafufuka, hata Mose azabuliza kuilonga haja he jiya shafi, akimwitanga Zumbe: Mulungu ywa Abulahamu na Mulungu ywa Isaka na Mulungu ywa Yakobo. 
LUK.20.38	Kangi Mulungu SO ywa wafilewo, ni ywa we moyo. Hambu kwakwe woshe wa moyo. 
LUK.20.39	Watabaluwangwa kuṅwe wazamwitikila angwe: Mfuzi, uzalonga vitana. 
LUK.20.40	Nkawaγezize vituhu kumwuza mbuli.
LUK.20.41	Azawati: Wantu walonga zeze kuti: Kilisito ni ṅwana Dawidi? 
LUK.20.42	Hambu Dawidi ṅwenye azalonga mwe kitabu cha mazumo kuti: Zumbe azamlonga Zumbe ywangu: Ikala kulume kwangu, 
LUK.20.43	mpaka ndiho nezeniike wankulu wako shi he milundi yako! 
LUK.20.44	Dawidi ṅwenye amwitanga Zumbe, lushe ni ṅwanae vivihi?
LUK.20.45	Wantu woshe wakimteγeleza, azalonga wahina wakwe: Kiγojeshei kwa mbuli ya watabaluwangwa! 
LUK.20.46	Watamilwa ni kuanga waizwikile shuke za kizumbe, watamilwa ni kuluγushiγwa lwazoi, mwe mavikilo waikala mwe viti vya wazumbe, hata wakilalikwa kwe nkande waikala ha wafuṅwa. 
LUK.20.47	Waaja nyumba za wavyelengwa wafilwewo ni waγoshi, kangi wakionyaonya, viya wataisiiza kuwahembelezeza. Awa watazalahwa masa yezinka ya weyae wawe.
LUK.21.1	Azainula mesho, azaolela, wazuli wavyoika matulo yawe mwe chiya kisanduku cha ntogolo. 
LUK.21.2	Azaona mvyele mkiwa afilweye ni mγoshi ywakwe, avyogela visenti vili. 
LUK.21.3	Ne aholonga: Kweli namiti: Uyu mvyelengwa mkiwa azagela vikulu kuzinka wosheni. Hambu awa wosheni wazausha mahela kuṅwe mwe mali yawe nyingi, wazayagela mwe ntogolo, 
LUK.21.4	wantu wazomunka Mulungu, miya uyu ṅwenye ni mkiwa vikulu, kangi nkande zakwe zoshe, azona nazo, azazigela.
LUK.21.5	Kuṅwe wakilonga kuti: Vikilongwa jihambiγwe na mawe matana na luhambo lutuhu, azalonga: 
LUK.21.6	Ivi muvyoona, kuna mishi, ndiyo iize, ne ndiho hashelekwe iwe, jikiandakana na ṅwiyae vivyoho, jikishechakulwa. 
LUK.21.7	Wazamwuza angwe: Mfuzi, ni lini, ziya mbuli zikizabontoka? Kangi lwitangilo ni luhi, viya vikiunga kubontoka? 
LUK.21.8	Azawati: Oleleshai, mshezaazaγanyiγwa! Hambu wantu wangi watazalawila mwe zina jangu wakiγamba: Imi ndiye; vituhu wataγamba: Mishi izatimiza; miya mshewatongele! 
LUK.21.9	Miya ndiho nezemwivile, kuti kuna nkondo na kiva, msheingilwe ni woγa! Hambu viya shuti vinebontoka, miya hata vivyo bindilizo nkajizati jibule. 
LUK.21.10	Akibinda azawati: Mbali na mbali zitazainukilana, hata uzumbe utazainukila uzumbe ṅwiyae. 
LUK.21.11	Shi zitazadidima kabisa, kangi hantu haṅwe na haṅwe kutagwa sala na humpa; hata kwe lwingu kutaoneka vilozo vikulu vyegwiza woγa. 
LUK.21.12	Viya vyoshe vishizati vibule, watamigwila, wamiγulushe, waleke, mshungwe mwe mafyomelo, mgelwe mwe vyumba, mwiγalwe kwa wazumbe ṅa kwa watoza shi kwa mbuli ya zina jangu. 
LUK.21.13	Ivi nevimiγalukile uwona! Toγwai ni myoyo! 
LUK.21.14	Msheandiile kuja sungu kwa viya, ndivyo mkikanile navyo! 
LUK.21.15	Hambu imi neniminke milongele yena viyuγo, ndiyo waja woshe wemikeleza nkani washedahe kuikeleza nkani na kuilandula. 
LUK.21.16	Inywi nezemwinkilwe ni wavyazi na wakuluwe wenyu na wanduγuze wenyu na wanduγu wenyu na wambuya wenyu; wenyu kuṅwe watawakoma. 
LUK.21.17	Nezemshukiziγwe ni wantu woshe kwa mbuli ya zina jangu. 
LUK.21.18	Kangi luzwili luṅwe du mwe mitwi yenyu nkelubaniγwe. 
LUK.21.19	Mkizizimiza, ne ndivyo muhonye myoyo yenyu.
LUK.21.20	Ndiho nezemwone, Yelusalemu mkidenganyiziγwa ni ntimizi, aho mtataila kuti: Kuchakulwa kwakwe ku hehi. 
LUK.21.21	Mishi ija we mwe shi ya Yudeya wanyilike kwe milima! We muja kaya wamlawe! 
LUK.21.22	We tanga washeuye na muja! Hambu mishi ija ni mishi ya mlaho, vibontoke vyoshe vigondiγwevyo. 
LUK.21.23	Wena nda na weonkeza nezewaone ukiwa mishi ija; hambu kutaoneka nkondo nkulu mwe inu shi, mayangwa yakilawila inu mbali; 
LUK.21.24	watakoṅwa ni shime zekolesha, watuhu watatahiγwa na kwa wamzimu woshe, Yelusalemu mtajatiγwa ni wamzimu, mpaka ndiho mishi ya wamzimu itimize.
LUK.21.25	Kutazaoneka ntangilo he zuwa na he ṅwezi na he ntondwe; kunu shi wantu watavivilwa wakishetaila, ndivyo vibontoke, hambu hata bahali itavumila na kuvuwanika. 
LUK.21.26	Wantu watafanana, viya watefa, kwa woγa na kwa kuafiza viya, ndivyo vilawile uko, wakoikala; hambu hata nguvu za lwingu zitavuwanika. 
LUK.21.27	Ne ndiho wamwone ṅwanangwa ywa muntu, avyoiza mwe zunde na nguvu nyingi na utana ungi. 
LUK.21.28	Viya vikiandiila kulawila, olezai mesho yenyu na ulanga haṅwe na kuinula mitwi yenyu, kwa kuti ukombozi wenyu u hehi!
LUK.21.29	Azawazisa lushimo angwe: Olelai mkuyu na miti yoshe! 
LUK.21.30	Ndiho iandiile kushuka, mkiviona mwataila wenye kuti: Vuli ji hehi. 
LUK.21.31	Vivyoho hata inywi mkizaona, viya vikibontoka, tailai kuti: Uzumbe wa Mulungu u hehi! Kweli na 
LUK.21.32	miti: Inu mbali nkeibanike, mpaka mbuli zoshe zinebontoka. 
LUK.21.33	Lwingu nezelubanike, hata inu shi, miya mbuli zangu nkezezihanike. 
LUK.21.34	Kiγojeshei, myoyo yenyu ishezatoγeshiγwa ni kujilisha na kunywelesha na sungu za kiinushi, uja mushi ukizamitutukanya! 
LUK.21.35	Hambu viya ni mteγo, utazawagwila woshe weikala koshe koshe kunu shi. 
LUK.21.36	Gonai mesho, muvike na kushedila, kangwe nezemdahe kunyilika viya vyoshe vyeunga kulawila, kangi mdaheγoloka he mesho ya ṅwanangwa ywa muntu!
LUK.21.37	Mishi ija azafuza vikiloi na mushii, miya na kilo azakulawa, azagona he mulima weitangwa wa miziyaγembe. 
LUK.21.38	Wantu woshe wazachainuka, wazamtimiia, wamteγeleze muja vikiloi.
LUK.22.1	Mviko wa migate ishigezilweyo shimbi weitangwa Pasa uzabula hehi. 
LUK.22.2	Wavikizi wakulu na watabaluwangwa wazapisha, ndivyo wamkome; hambu wazaogoha wantu.
LUK.22.3	Satani azamwingila Yuda mweitangwa Isikaliyota, waja kumi na waili ni ṅwiyae ywawe. 
LUK.22.4	Azahita, azalonga na wavikizi wakulu na wafuṅwa wa washilikali, ndivyo amwinkile na kwawe. 
LUK.22.5	Wazatamilwa, wazamwikila msuhi wa kumunka feza. 
LUK.22.6	Azaivana nawo, akibinda azalonda lwinkilile lushinalo vuzo.
LUK.22.7	Mushi wa migate ishigezilweyo shimbi uzabula, ni uja weagiza kukoma ngoto ya Pasa. 
LUK.22.8	Azamtuma Petelo na Yohana angwe: Hitai, mtiliγanyize ngolo ya Pasa, tiije! 
LUK.22.9	Wazamuti: Ukunda, tiliγanyize hi? 
LUK.22.10	Azawati: Olelai! Mkiingila mwe uja muzi nemkintane na muntu ainuleye iγa ja mazi; mtongelei na mwe iyo nyumba, ndiyo aingile! 
LUK.22.11	Mulongei ṅwenye nyumba kuti: Kangwe ni mfuzi: Fikilo ni jihi, ndijo nijiile ngoto ya Pasa haṅwe na wahina wangu? 
LUK.22.12	Lushe yuja atamionyesha chumba kikulu chibindilecho kutandikwa; ne ndicho mtiliγanyize! 
LUK.22.13	Wakihita wazaona sa viyaho, awaγambilevyo, wazaliγanya ngoto ya Pasa. 
LUK.22.14	Ha jiila hakibula, azaikala haṅwe na ziya ntuṅwa kumi na mbili. 
LUK.22.15	Azawati: Nizaheheleziγwa ni kihelehele cha kuja inu ngoto ya Pasa haṅwe na inywi, nishizati nilumiziγwe.
LUK.22.16	Hambu namiti: Sezenikeija, mpaka vihozatimiza mwe uzumbe wa Mulungu. 
LUK.22.17	Azaγuwa kinywelo, azalavya ntogolo, angwe: Chiγuwei, mupangilane! 
LUK.22.18	Hambu namiti: Kuandiila ivi lushe sezeninywe lute lwa mazabibu, mpaka uzumbe wa lwingu uhozaizila. 
LUK.22.19	Vikibinda azaγuwa mgate, azalavya ntogolo, azaubendula, azawainka angwe: Unu ni ṅwili wangu weinkilwa kwa mbuli ya inywi, γosholai ivyoho, kangwe mkenifukila! 
LUK.22.20	Wakibinda kuja azawainka kinywelo chohe vivyoho, angwe: Ichi kinywelo ni kilaγa kihya che mwe mpome yangu yeitilwa kwa mbuli ya inywi. 
LUK.22.21	Miya olelai! Mkono wa yuja mweniinkila u haṅwe na imi aha he meza. 
LUK.22.22	Kweli ṅwanangwa ywa muntu ahita sila yakwe, sa afanyanyiziγwevyo, miya yuja muntu mwemwinkila nezeaone ukiwa. 
LUK.22.23	Waja wazaandiila kuuzanya wenye na wenye, ati yuja mweunga kuγoshola viya ni ṅwiyae ywawe yuhi.
