GEN.1.1	Ndre mamunen Petngendrei ihnan lok eleng pe lokpoi, pe sane ndre sulo-on. 
GEN.22.3	Abraham itlang maping ndre lik pe iyuwen horu lewen marai tadan rumuu ndrodan Aisak pe su hetpili yih odo tune-en yohou odo ofa, pe heduwei ile pule-en donki. Inum pe su ndre hamou halla hala Morayah.
GEN.22.4	Su halla rang ihndre tul ti pe Abraham indre-et ile munen pe indroni lok erti mapwi ile-en. 
GEN.22.5	Iy ipe ile ta horu lewen marai tadan ihpah, “Ermin ndre ketih ndrodan ndre donki. Yu oru Aisak we arla ilsou. Oru arlapo lotu kinum oh pe arsa yi.”
GEN.22.6	Abraham ikuni yihin ofa ndre hopus ti pe iduwe ile ndrongon Aisak, pe Aisak isorii. Pe iy ti kene-en yih inai pe semel peris. Inum pe horu horso ke hesel harla. 
GEN.22.7	Aisak inlou ihpah, “Tomo!”
GEN.22.7	Pe Abraham ipe ihpa, “Homosa, nedu?”
GEN.22.7	Pe Aisak ihndremte, “Yih inai pe yih odo tune ti hodo, odoke sipsip odo ofa ti inna kehe?”
GEN.22.8	Abraham ihpa, “Lapan Iy ndre Iy we kiduwei.” Ile pe horu harlila ile.
GEN.22.9	Lapan indrepahran puliy ndre horu we harla eriy ti inna tan Abraham munen. Horu herihir eriy, pe Abraham ikuni pat se pe ihtungon alta odo tune-en ofa. Inum pe idapanan yih ile pule-en alta. Inum oh pe Abraham ihndrusi lumwen pe ndriken Aisak, pe isori iy ile pule-en yih ise pule-en alta.
GEN.22.10	Inum pe iy ikuni semel pe ipe kah kilyen kile tan Aisak. 
GEN.22.11	Odoke engel ta Lapan iyuw odo heven ihpa, “Ei, Abraham!”
GEN.22.11	Abraham ihpa, “Homosa? Yu udu ketih.”
GEN.22.12	Pe engel ipe ihpah, “Nombrun eruhe nedum kimet. Opo yi hangka-an kile tadan kolwii. Lapan kah tunon ihpa ndre ou ti entawe Iy ine-en munen, ile pe endrehmbrusen nedum ke ndre homou odo ndrongon Iy pwi tih.”
GEN.22.13	Abraham madan ile pe iltuwe sipsip kamal homou su-en ihndrepit ise ndrandran kei he-ei. Ile pe Abraham iltakunii pe iruhei imet. Iy itlumwii ndre homou ile ofa ile ngo Lapan, pe nedun ti immin. 
GEN.22.14	Ile pe Abraham iyuwen lok erti ile “Lapan Iduwei.” Mahkele ti sa ma hoyuw puliy erti ile “Puliy odo Lapan Intudou.”
GEN.22.15	Engel ta Lapan iyuw Abraham petsih yi odo lom parar 
GEN.22.16	ihpah, “Abraham! Ohrung pohon Lapan. Lapan ipe ihpah, ‘Yu upu poromis pe udemumoi ile rongo, ihpa ndre ou ti we okun huyen sulo-on odo hu Yu. Ou ohrung nolou Todo pe edim inna tan nedum ke ndre homou ti pwi tih. 
GEN.22.17	Ile pe Yu upu poromis ile tadam: Yu we kuhnan pe yayam su we hohor hala sulo-on hahpa ndre pudiy hosso lom parar pe on odo ngerin ndras. Su we hopo pahun pe hohkohon lok hokor pe hokor. 
GEN.22.18	Kantri ndre sulo-on we hehndremte hapa Yu kupu blesim su kihpa ndre Yu upu blesim yayam su tih, odosa ou ohrung nolou Todo pe ahnan ihpa ndre Yu upwe ile tadam tih.’”
GEN.22.19	Inum pe Abraham ile yi ndre ndroda horu lewen marai tadan, pe su ha-au hala yi ndre Berseba, pe Abraham imin eriy.
GEN.22.20	Isto omur yi eri pe Abraham ke ihrung ihpa ndre Milkah, mbrulun tinton ke Nahor, eri ipu kom yi. Nedun su eri ndre ndrorumuu: 
GEN.22.21	Us eri kom ndrihou. Tinton su eri Bus, Kemwel ndre iduwe Aram tih, 
GEN.22.22	Keset, Haso, Pildas, Jitlap, pe Betuel 
GEN.22.23	ndre iduwe Rebekah. Milkah nedun su ndre ndrorumuu kurti tan mbrulun ke Nahor, tinton Abraham. 
GEN.22.24	Reumah peluwen Milkah eri iduwe nedun Nahor ndre hamou yi. Ranga’ su ti Tebah, Gaham, Tahas pe Makah.
GEN.23.1	Sarah imin iyenon ndre krismas puken sangat-rungeh-pe-ondrotoloh (127). 
GEN.23.2	Iy imet imin Hebron, ise lon lok mandra-an Kenan, pe Abraham ikarndrum ile mo-on pe ideng mbrulun.
GEN.23.3	Inum oh ti pe Abraham itlang iyeu odo koson mbrulun pe ile ilndre-et su lau Hit, pe ipe ihpa, 
GEN.23.4	“Yu ndramat hokor yi pe umwin lenga’ oduu, use usehndremte oduu upwe kusih hombrul poi, kile we kudoni mbrulu kidu eriy.”
GEN.23.5	Ile pe su hapa ihpa, 
GEN.23.6	“Ohrung odu lau il, ou kakah homou tadu. Odu we etpehre sih ngat odo lok kerti, kile we ou odoni mbrulum ti kile eriy. Hombrul lok iy ndre huyen lakopwi eri odu we atpahran kile tadam.”
GEN.23.7	Abraham idu eleng pe ipu ruru ile ta su 
GEN.23.8	pe ipe ihpa, “Ipe ye ndre ndrokene oduu atpa yu we kudoni mbrulu kidu kede, eri yu uhwasu-u upwe oduu edehndremte Efron, nedun Sohar, 
GEN.23.9	pe kipahran pehliy Makpelah ilso mukehe ngerin lok tadan ti kise todo pe yu kusihnen. Edehndremte iy uh, pe iy ipe yu kusihnen, eri iy kidehepuse mbrunen kolwii. Oduu ede-en pe yu kuduwe rehen poi ti kile tadan kihpa ndre iy irih ti, kile we lok erti we kile ndruhun tunton ndramat todo.”
GEN.23.10	Efron, eri iy lapan Hit pe imin ndre lenga’ su lewen hodo ndruhun sohou ise pohngkuwen siti. Ile pe iy isohou ile ndralngan ndramat ndre sulo-on ndre he-en eriy ti ihpah, 
GEN.23.11	“Ohrung lau il, we kindrehpa ndre ou ereh ti pwi. Yu we kuduwe lok ndre mandra-an ndrodan ndre pehliy. Ile pe mahkele idu madan lau ndre sulo-on todo kudu, eri yu uduwe tadam, kile we ou odoni mbrulum kile eriy.”
GEN.23.12	Ile pe Abraham ipu ruru petsih yi ile ta su Hit 
GEN.23.13	pe ipe ile tan Efron, kile we sa ndramat hohrungii, “Yu uhndremte ou, ipe ye ou apahran ndre ndrokene kise todo eri yu we kusihnen pe kudoni mbrulu kile eriy.”
GEN.23.14	Efron ihpa, 
GEN.23.15	“Ohrung oh, lau il, rehen poi eri ndralahan silwa ke hangat (400). Yu we kuduwe kile poyim. Ou esihnen kolwii. Odoni mbrulum kile eriy.”
GEN.23.16	Efron idu lenga’ su Hit ndre sulo-on hantahrung ti pe ipahran mbrunen poi. Abraham ihwaso-on tawene tadan, ile pe isihnen poi ti ile ndralahan silwa ndre hangat (400). Pede-en tadan ihpa ndre sa bisnis ndramat odo kalmene-en erti henesihsih ihpa eriy tih.
GEN.23.17	Ile pe sane ndre sulo-on tan Efron he-en Makpelah, ise rai odo Mamre, eri ke ile tan Abraham. Poi ndre mandra-an ilto ndre kapetne-et, ndrodan pehliy sih pe kei ndre sulo-on he-en eriy ti Abraham ke indresihnen pe kah tadan. 
GEN.23.18	Su Hit ndre sulo-on ndre hala sohou idu rang eriy, eri hohtuno su ihpa ndre lok eri ke inna lonen Abraham.
GEN.23.19	Inum ti pe Abraham idoni mbrulun ke Sarah ile lon pehliy odo Makpelah, rai odo Mamre, ise pule-en poi odo Kenan. 
GEN.23.20	Ile pe lok ta su Hit kudu eri ke ile lonen tunton ndramat tan Abraham.
GEN.24.1	Abraham ke inna lopun pe krismas tadan ke indrehrukam puke sangat, pe maryan ndre sulo-on ti Lapan ihnan hala ke huyen. 
GEN.24.2	Abraham iyuwen lewen marai homou ipu marai elwe-en lakopwi imin hun iy pe madan isso sane ndre sulo-on, pe ipe ile tadan ihpa, “Eduwe lumwem kise pahndran ndrimpo pe adamumoi kile todo. 
GEN.24.3	Ou adamumoi kile rangan Lapan Petngendrei, Mandra-an odo lok eleng pe lokpoi, ihpa ndre ou we endrepondrih homou mbrulun nedu odo lok Kenan keti pwi. 
GEN.24.4	Ou ala ndre lin lone pe opondrih homou pedih odo lenga’ su ndromto, pe ekuni iy kise kesuwon Aisak.”
GEN.24.5	Odoke lewen marai ipe ihpa, “Uh pedih mboren pe kindru-us yu kinsa Kenan pwi, eri we kihpa kehe? Iyenon yu we kukuni nedum kile ndre lin lonem yi?”
GEN.24.6	Abraham ipe ihpa, “Konan! Ou eduwe nedu kile ndre lin lone kolwii. 
GEN.24.7	Lapan Petngendrei odo lok eleng ikuni yu uweu odo lonen tomo pe morlo-i su pe iy idemumoi ndre ndrokene ipe we kiduwe poi keti kile tan papu su. Iy ke ndre Lapan erti we kiduwe engel Tadan ki-in munen ou, pe ou we ala ndre lilin lone, kile we ou altakun homou mbrulun nedu odo ndre eriy. 
GEN.24.8	Uh, ipe ye pedih ti kindru-us ou kinsa pwi, eri huyen. Yu we kundrehtuduwen ou kile horut tam poromis kuti pwi. Odoke we kinna ke hesel sal uu pe okuni nedu kile ti pwi.” 
GEN.24.9	Ile pe lewen marai tadan ke iduwe lumwen ile pahndran pan Abraham, mandra-an tadan, pe idemumoi ile tan Abraham ipe we kihnan kihpa ndre iy ipe tih.
GEN.24.10	Lewen marai ikuni kamel ndre sungoh ile ndroda sane longou se huyene. Pe iy illa ile taon Harran ndre Nahor imin eriy odo Mesopotemia. 
GEN.24.11	Iy ihir ile lok ndre Nahor imin eriy ti pe iduwe su kamel hemyau hoso peltin wo ngat sih ise ngerin taon. Into pehon, mukehe mundroi illa poi, eri sa pedih halla pe helengkah wo halla eriy.
GEN.24.12	Iy isurok ihpa, “O Lapan Petngendrei ta mandra-an todo Abraham, ehnuwii yu odo marai ndre yu use odo eriy, pe opo huyen kile tan Abraham, mandra-an todo. 
GEN.24.13	Yu kah unsa pe umwin peltin wo ngat iy ndre sa pedih odo taon ka we hasa pe hasikah wo tih. 
GEN.24.14	Uh, yu kuhndremte homou pedih kihpa, ‘Ou osori wo kowek tadam kise pwoi pe yu ku-ing hepe,’ pe iy kipe kihpa, ‘Owing, yu we kupu wayen su kamel tadam yi,’ eri iy pedih eriy, eri we kile mbrulun elehwem ke Aisak. Ipe ye kihir kihpa ndre eriy, eri yu we kuhtuno ihpa ndre poromis Tadam eri Ou eduwei iyin ihpa ndre Ou apa ile tan mandra-an todo tih.”
GEN.24.15	Lewen marai indrinum surok mapwi ti pe Rebekah ihir. Iy ikuni wo kowek idu ngondrun. Rebekah eri taman ti Betuel, pe Betuel eri taman ti Nahor pe tinen Milkah. Nahor eri tinton ti Abraham. 
GEN.24.16	Rebekah ti iy rahyen pedih, pe indre-en ndrodan kamal mapwi. Iy ile pwoi ile wo ngat pe iltehen wo oh pe ise ndre eleng yi.
GEN.24.17	Lewen marai tan Abraham iporitai ile hun iy pe ipe ihpa, “Oh, iyenon ou opo hepe wo kise pe yu ku-ing?”
GEN.24.18	Rebekah ipe ihpa, “Lau il, ewing,” pe iy iporitai isori kowek ise pwoi odo ngondrun pe indretowei ise lumwen pe iy iying. 
GEN.24.19	Iy iying wo inum ti pe Rebekah ipe ile tadan yi ihpa, “Yu we kutou wo kile ta su kamel tadam yi, kenon ndre su he-ing kah.” 
GEN.24.20	Inum ti pe iy iporitai itndrangan wo ile kenil pat sa ka-an heni-ing wo odo eriy, pe ihtot ile ilkah ndre wo yi. Iy impo kopwi uu iyenon ndre su kamel he-ing kah. 
GEN.24.21	Lewen marai inehlilis Rebekah pe insohou pwi. Iy ipe kihtunon ihpa ndre marai iy inelila-an ti Lapan ihnan ile huyen ndre pwi.
GEN.24.22	Kamel hendri-ing ndre wo kah ti pe lewen marai isini ring gol sih odo ndrongoi pe iduwe ile ndrongon Rebekah, ile ndre ndrodan nah gol ruweh pe inswi ile kendrulumwen Rebekah. Pede-en tan ring odo ndrongoi eri iyenon ndre 5 gram, pe pede-en tan nah sih sih eri iyenon ndre 100 gram. 
GEN.24.23	Inum pe lewen marai ihndremte Rebekah ihpa, “Ou tamam si? Pe um taduu ti mandra-an iyenon yu pe su ndramat todo we otso eriy lukumwen ti ndre pwi?”
GEN.24.24	Rebekah ipe ihpa, “Yu ti tomo Betuel. Iy ti taman Nahor pe tinen Milkah. 
GEN.24.25	Sane mundriu anan kamel eri sulo-on hele-en um tadu, pe um eri mandra-an iyenon oduu we otso eriy yi.”
GEN.24.26	Ile pe lewen marai tan Abraham iduwe pandrulku-un ile poi, pe palan ile iltu-uu ndre poi, pe ide urehen Lapan. 
GEN.24.27	Iy ipe ihpa, “Lapan, yu uhposan rangam. Ou Mandra-am tan mandra-an todo, Abraham. Ou akarndrundrumwi Abraham pe opo huyen lakopwi ile tadan. Lapan, Ou eduwe yu usihir use ndre um ta lewen Abraham.”
GEN.24.28	Ile pe enihin ti ihtot ile emwen tinen, pe inen sane ndre sulo-on. 
GEN.24.29+GEN.24.30	Rebekah timso-on homou rangan Laban. Laban iltuwe ring odo ndrongoi idu ndrongon Rebekah, pe nah ndre ruweh idu kendrulumwen. Pe iy indrehrungi Rebekah indreninen nolou ndre sulo-on ndramat kuti ipe ile tadan tih. Ile pe iy ihtot ile kiu ile ndrongon lewen marai tan Abraham, pe indroni iy ndrodan kamel tadan ma hodo peltin wo ngat. 
GEN.24.31	Pe Laban ipe ihpah, “Tarla um. Lapan ti indrehposon ou. Ihpa kehe pe ou odo kerti? Yu uhnan rum sih tadam ilso um pe uduwe ndruhu su kamel tadam ti ilsou yi.”
GEN.24.32	Ile pe orngon kurti ile lon um, pe Laban isori sane hala pwoi odo pule-e’ su kamel, pe itou mundriu pe sane song ile ta su. Pe Laban ipu wo ile ta lewen marai tan Abraham ndrodan ndre su lewen odo singi ndrike’ su. 
GEN.24.33	Inum pe su hekuni song ise, odoke lewen marai tan Abraham ipe ihpah, “Yu we kunyo-on song mapwi kenon ndre yu kundrepahran sa nolou ndre yu use odo eriy ti oh.”
GEN.24.33	Laban ihpa, “Huyen. Eri ka enen oh.”
GEN.24.34	Ile pe iy ke inen ihpa, “Yu ti lewen marai tan Abraham. 
GEN.24.35	Lapan ipu huyen lakopwi ile tadan pe ihlingi iy sane sulo-on. Lapan ihlingi iy sipsip, meme, makau, silwa, gol, pedih pe kamal lewen marai ke porah, pe kamel pe donki sulo-on. 
GEN.24.36	Pe mbrulun ke Sarah eri ile ndre lopun pe iduwe nedun homou kamal. Pe Abraham indretawe sane ndre sulo-on tadan inna tan kom kutih. 
GEN.24.37+GEN.24.38	Pe iy inlou puko-on ile todo ipe yu we kuhnan kihpa ndre iy ipe ile todo tih. Iy ihpah, ‘Ou we endrepondrih homou kompihin kile mbrulun nedu odo Kenan pwi. Ou we ala ndrongo’ su lewen tomo pe olpondrih homou pedih kile mbrulun nedu.’ 
GEN.24.39	Pe yu upwe ile tan Abraham ihpa, ‘Uh, pedih mboren pe kindru-us yu pwi, eri we kihpa kehe?’ 
GEN.24.40	Pe iy ipe ihpa, ‘Lapan ndre ine-en munen yu odo lilo-o ndre sulo-on, eri we kiduwe engel Tadan ki-us ou pe we kiduwe lila-am kihir kile ke huyen, pe ou we olkuni homou pedih odo ndre lon emwen tomo su kile mbrulun nedu. 
GEN.24.41	Uh ou elihir ndre ndrongo’ su lewen tomo, pe su hendretawe pedih kinna tadam pwi, eri pede-en odo nolou kuti we kindresini ou pwi.’”
GEN.24.42	“Yu uhir wo ngat mahkele ti pe usurok ihpa, ‘Lapan, Mandra-an tan mandra-an todo Abraham, ahnan marai todo yu unelila-an kurti kihir kile huyen. 
GEN.24.43	Yu ko umwin peltin wo ngat. Uh homou kompihin kise kisikah wo, eri we yu kuhndremte iy kile wo odo ing. 
GEN.24.44	Uh iy kipe kihpa, “Ewing pe yu kulkah wo kile ta su kamel tadam yi.” Eri, iy pedih tapa erti Ou apa we kile mbrulun nedun Abraham.’ 
GEN.24.45	Yu mapwi unesurok idu ke lon tawene todo ti pe Rebekah isori kowek imin ngondrun pe illa ile pe iltehen wo odo ngat. Pe yu upwe ile tadan, ‘Enihin, opo hepe wo kise pe yu ku-ing.’ 
GEN.24.46	Iy sowin kopwi ikuni wo ise pwoi odo ngondrun pe ipe ihpah, ‘Huyen, ou ewing. Yu we kutou wo kile ta su kamel tadam yi.’ Ile pe yu uwing inum oh ti pe iy itou wo ile ta su kamel todo yi. 
GEN.24.47	Yu uhndremtan iy ihpa, ‘Ou tamam si?’ Iy ipe ihpa, ‘Yu tomo Betuel. Iy ti taman Nahor pe tinen Milkah.’ Inum pe yu uduwe ring ile ndrongon pe nah ile kendrulumwen ndre rukei. 
GEN.24.48	Yu uduwe pandrulku-u ile poi, pe polo ile iltu-uu ndre poi, pe ude urehen Lapan, pe yu usori rangan Lapan, Mandra-an tan mandra-an todo, Abraham. Iy iduwe yu ummel use ndre lon um kamal tan Abraham pe usetureh pihin homou odo eriy we kile mbrulun nedun. 
GEN.24.49	Ile pe uh oduu etreh pe otpo huyen kile tan Abraham, eri atpa kimmel kile todo. Pe uh oduu etndrereh pwi, eri atpa kile todo yi, kile we yu kundre-et kile se sal yi.”
GEN.24.50	Ile pe Laban horu Betuel harpa ihpah, “Lapan Iy ndre Iy iyin munen sal kurti, ile pe oru we arndrepa handrai nolou pwi. 
GEN.24.51	Rebekah ti imin. Ou ekuni iy kile. Iy we kile mbrulun nedun Abraham, ihpa ndre Lapan irih tih.”
GEN.24.52	Ndramta marai tan Abraham ihrungi nolwo-o’ su kuti, pe iy pandrulku-un ile poi, pe mbrulin iltu-uu ndre poi, pe ide urehen Lapan. 
GEN.24.53	Inum ti pe iy ikuni silwa pe gol, pe kolos huyene pe iduwe hala ta Rebekah. Iy ingahang sane longou mbrune’ sa mandra-an ile tan timso-on pe tinen yi.
GEN.24.54	Inum ti pe ndramta marai tan Abraham ndroda ndre lewen su hoyo-on song, pe su hemtir hoso ndre eriy idu lukumwen ertih. Su hatlang maping ti pe ndramta marai tan Abraham ihpa, “Yu upwe kule ndre ndrongon mandra-an todo yi.”
GEN.24.55	Odoke tinen pe timso-on Rebekah harpa ihpa, “Eduwe Rebekah kimin ndrodan odu oh, kihpa ndre sande sih ndre pwi rang sungoh oh, kinum pe kah iy ki-us ou kile.”
GEN.24.56	Pe ndramta marai tan Abraham ipe ihpah, “Oduu edehndrepti yu kumwin kelau kolwii. Handrai sa ndre yu use odo eriy ti Lapan indruponunson. Yu ku-eu yi sowin.”
GEN.24.57	Pe su hapa ihpah, “Tidu tityuwen Rebekah pe tidehndramtan iy kile reh tadan.” 
GEN.24.58	Su heyuwen Rebekah ise, pe hahndramtan iy ihpa, “Ou apa owus ndramat kuti ndre pwi?”
GEN.24.58	Iy ihpa, “Yu we ku-us iy.”
GEN.24.59	Ile pe su heduwe Rebekah ndrodan pedehnen marai homou, harla ndrodan ndramtan marai tan Abraham pe lewen su. 
GEN.24.60	Pe su hapatihteh Rebekah ihpah:
GEN.24.60	“Ou timso-o’ odu! Ou we ehir ala tine’ sa ndramat posungoh pe posungoh yi!
GEN.24.60	Yayam su we horotawei lok kehe ndre su hopo pahun kile eriy,
GEN.24.60	pe su we hohkohon sa lau pe hokuni lone’ su!”
GEN.24.61	Inum pe Rebekah ndroda su pedehnen hadakukuhe, pe hanak hala pule-en kamel, pe ho-us ndruwen ndramta marai tan Abraham, pe su ha-au hala Kenan.
GEN.24.62	Idu mundrun eti, Aisak ke indra-au odo wo ngat sa heneyuwen “Lapan Moren Ndre Ineltuwe Yu.” Pe iy ile ilmin lok sehir odo Negev. 
GEN.24.63	Pehon sei ti iy inelila odo lok mundriu murune he-en eriy, pe indroni su kamel hapai. 
GEN.24.64	Rebekah indroni Aisak eri pe iyeu ise pwoi odo pule-en kamel, 
GEN.24.65	pe ihndremte ndramta marai tan Abraham ihpah, “Iy si kamal inelila ipei lo tidu tih?”
GEN.24.65	Ndramta marai ipe ihpa, “Iy kirti mandra-an todo tih.” Ile pe Rebekah isini kolau odo palan pe itnguyon purmadan ile eriy.
GEN.24.66	Ndramta marai innen sane ndre sulo-on iy ihnan ti ile tan Aisak. 
GEN.24.67	Inum pe Aisak ikuni Rebekah ile um pelei tan tinen ke Sarah, pe iyesuwon iy. Aisak waso-on Rebekah lakopwi, ile pe iy kolon ke isumwen mat tan tinen.
GEN.25.1	Abraham ti iyesuwon pedih homou yi, rangan Keturah. 
GEN.25.2	Pedih kuti iduwe Simran, Joksan, Medan, Midian, Isbak pe Suah. 
GEN.25.3	Joksan ti tama Seba pe Dedan. Dedan ti papo’ su Asur, su Letus pe su Leum. 
GEN.25.4	Su nedun Midian kamal ti, Efah, Efer, Hanok, Abida pe Elda. Su kom kuti hopo ndre nedu’ su ea pe hohor hala sulo-on lakopwi. Su hokou pe hokou ti hehir odo ndrayen Keturah, mbrulun Abraham omur tih.
GEN.25.5	Abraham iduwe sane ndre sulo-on tadan ti ile tan Aisak. 
GEN.25.6	Odoke Abraham indrimat mapwi eri pe iy ihngahang sane longou hala tan nedun su se yi ta horu pedih ndre iy iduwe kom ile ta horu ti yi. Inum pe iy idepipan su ha-au hala mahun odo ndrongon Aisak, hala rai ea.
GEN.25.7	Abraham krismas tadan ihndre puke sangat-pe-ndrotulngeh-pe-limweh (175). 
GEN.25.8	Iy ile ndre lopun lakopwi pe iy imet pe indra-au inna ndrongon taman pe papon su.
GEN.25.9	Nedun ndre rumuu, Aisak pe Ismael, hortoni iy ile pehliy odo Makpelah, ile kangahan poi hombrul rai odo lok Mamre. Pehliy kuti ise poi tan Efron, nedun Sohar kamal odo lo’ su Hit. 
GEN.25.10	Abraham isihnen poi kuti ta su Hit. Aisak pe Ismael hertoni Abraham ile pehliy ndre Abraham idoni Sarah ile eriy.
GEN.25.11	Ndruwen Abraham imet ti pe Lapan ipu huyen ile tan Aisak yi. Aisak ti immin mukehe wo ngat heneyuwen, “Lapan Moren Ndre Ineltuwe Yu.”
GEN.25.12	Iy kurti pohtidi-iy tan Ismael. Ismael eri taman ti Abraham pe tinen Hagar. Hagar ti iy pedih odo Isip pe ile ndramtan marai ta Sarah.
GEN.25.13	Pe ranga’ su nedun Ismael kamal, idu tolun kom pe ilto kom omur ti ihpa: Nebaiot ti tolun kom tan Ismael, pe ndruwen eri Kedar, Atbel, Mipsam, 
GEN.25.14	Misma, Dumah, Masa, 
GEN.25.15	Hadat, Tema, Jetur, Nafis pe Kedemah.
GEN.25.16	Su ndramat ndre sungoh-pe-rumuu kuti hala tama’ lok ndre kukuro sungoh-pe-rukur. Ranga’ lok hokor pe hokor kuti heneyuwen hala ndre pala’ ranga’ su ndramat ndre sungoh-pe-rumuu kurtih.
GEN.25.17	Ismael krismas tadan ile ndre sangat-pe-tulngeh-pe-onndrotoloh (137) pe iy imet pe indra-au inna ndrongon taman pe papon su. 
GEN.25.18	Inum ti pe su papon Ismael ti hamandro hodo poi hombrul odo lengan Havilah pe Sur, ile rai ea odo Isip, ile wuron sal ile Asiria ea. Su ndramat kuti hondronto hondroh ndroda su papon Abraham se yi ti pwi.
GEN.25.19	Kuti pohtidiyen Aisak, nedun Abraham. 
GEN.25.20	Aisak ti krismas tadan hangoh idu iy iyesuwon Rebekah. Rebekah eri taman Betuel, ndramat homou odo Aram, ilso Mesopotemia. Pe Rebekah ti timso-on Laban. 
GEN.25.21	Mbrulun Aisak eri indripo nedun pwi, ile pe Aisak isurok ipe Lapan kihnuwii iy. Lapan ihrungi surok tan Aisak pe Rebekah ile ndriyen. 
GEN.25.22	Iy nedun ndrapol, pe indretawei mapwi, eri pe horu kom kurti horompo sisihi horu eri pe homou intohat iy ile ta homou hermin lon ndrinen. Ile pe Rebekah ipe ihpa, “Ihpa kehe iy kurti ihir todo?” Iy ipe kihtunon, ile pe iy ilsurok ile ta Lapan.
GEN.25.23	Lapan ipe ile tadan ihpa,
GEN.25.23	“Kantri ruweh ka hermin lon ndrinem.
GEN.25.23	Ndramat ndre rimir we herihir odo mundrem pe we herentadai ke horu.
GEN.25.23	Hemir we puko-o’ su lakopwi pe we hantapelwen su hemir.
GEN.25.23	Kom munen ti we kile lewen marai tan kom omur.”
GEN.25.24	Rang odo tudow kom ti ihir pe Rebekah iduwe kom kamal ndre rumuu ndrapol. 
GEN.25.25	Mundren iy munen eri okuwon pe lemum mundren sulo-on. Ile pe su heduwe rangan ile Iso?
GEN.25.26	Ndruwen Iso ihir ise moleu ti pe Rebekah iduwe ye homou. Lumwen kom omur kuti indritakorwe kambrulken Iso indrehndrepit. Ile pe su horson rangan ile Yakop?
GEN.25.27	Horu kom ti harmandra eri pe Iso ihir ndramat odo pondrih yohou. Iy ndramat mundren isenehwaso-on min um pwi. Pe Yakop ti innus ke iy, pe iyeu ine-en ke um. 
GEN.25.28	Aisak inehwaso-on Iso, odo iy waso-on yo-on yohou Iso inerupoi, odoke Rebekah eri waso-on Yakop.
GEN.25.29	Rang sei eri pe Yakop intahing song pe Iso indreh ndrakei ise um. 
GEN.25.30	Iy imet song ile mo-on pe ipe ile ta Yakop ihpa, “Yu undrumat song inna mo-on. Opo hepe song tadam rama-an ou antahing ti kise.” Iy erti uu pe sa heneyuwen rangan Iso handrai yi ti Idom?
GEN.25.31	Yakop ipe ihpa, “Huyen, ou we oyo-on, odoke we ndre apahran pe yu kusuni ndruhum kule kom ndrihou oh tih. Pwi ti we onyo-on song todo ti pwi.”
GEN.25.32	Iso ihpa, “Eri huyen. Kom ndrihou ti ngeri sa? Opo ke song kise. Yu ko umwet!”
GEN.25.33	Yakop ipe ihpa, “Eri adamumoi ki-in munen oh ihpa ndre ou we eduwe yu kusini ndruhum.”
GEN.25.33	Iso idemumoi. Iy ke ndre indrepatuwen huyen tang kom tolun ti inna ta lusiyen ke Yakop.
GEN.25.34	Inum pe Yakop ihngahang Iso bret pe suwin pin. Iso iyo-on song pe iying suw, inum pe iy itlang iyeu. Kolon Iso ti ipei yi kom tolun ti hangka-an ke porah.
