MAT.1.1	Chitabu cho lukolo lwa Yesu Kilisito, imwana wa Daudi, imwana wa Ibulahimu. 
MRK.8.2	“Nikuwonela ubasi amatewa kosoko wekala hamwedu na niye, gafika majuwa madatu, na wechaka chinhu cha kudiya. 
MRK.8.3	Ninghawelaga walute kusikwawo, wafungile, wakusilika munjila, na wamonga walawa kutali.” 
MRK.8.4	Awefusa wakwe wamusa, wakugamba, “Togola kwina munhu yakudaha kuwegusa mikate awanhu ahano hanyika?” 
MRK.8.5	Kawosa, “Mwina mikate mingahi?” Hawagamba, “Mufungate.”
MRK.8.6	Yawalonga wanhu wekale hasi, na kulonda imikate iya mufungate, yamulumba Mulungu, na kwibendula, na kuwengha awefusa wakwe wawagawile wanhu ditewa. 
MRK.8.7	Hawowa na fisomba fikefu hakafilungutisa na kuwagamba wawagawile afyo nafyo. 
MRK.8.8	Weja wadiya na kwiguta na kudondola ifibedu fye mikate fisigale, fisege mufungate fimemile. 
MRK.8.9	Awanhu awadiyile wakufika figulu fine. Hakawelaga. 
MRK.8.10	Chimwande hakakwila muchiya, hamwedu na wefusa wakwe, na kuluta ulwandi lwa Dalumanusa.
MRK.8.11	Howalawanisa Mafalisayo, na hawakonga kuwa na lukani naye, wakuhananga kulawa ukwakwe ijumo dikulawa kulanga, wakumugesa. 
MRK.8.12	Hakona usungu muchidoga chakwe, “Nhani icheleko chino chikuhananga ijumo? Chawelu nikumutamilani! Chisikwinghigwa chitangilo icheleko chino!”
MRK.8.13	Hakawaleka, na kwingila kahi muchiya, hakaluta mpaka umwambu;
MRK.8.14	Hawasimilwa kulonda mikate, kahi muchiya hawowa chaka ninga mukate umwedu du. 
MRK.8.15	Hakawajama, yakugamba, “Muwe meso ne inungo ya Mafalisayo na ya Helode.”
MRK.8.16	Hawowa na lukani wene kwa wene yagamba Chichaka mikate.
MRK.8.17	Yesu hakamanya, hoyowagamba, “Nhani mwina lukani kosoko mwechaka mukate? Musinati mumanye, kahi musikutanga? Togoleni! Fidoga fyenu fisito? 
MRK.8.18	Mwina meso musikona. Mwina nghutwi musikuhulika; kahi musikugelegela. 
MRK.8.19	Fonabendule haya imikate mishano na kuwengha awaya wanhu figulu fishano hamulonda fisege fingahi fimemile ifibendu?” Wamugamba, “Ikumi na fili.”
MRK.8.20	Na iya mufungate na kuwengha wanhu figulu fine, Hamulonda fisege fingahi fimemile fibesu? Howomugamba, “Mufungate.” 
MRK.8.21	Yawagamba, “Musinati mumanye, mukali?”
MRK.8.22	Hawafika Betisaida, wamwigalila munhu nghakona, wamutasa yamukwafe. 
MRK.8.23	Hakamukola mukono, hakamusegesa kunje ye chikaya na kumutwila mate kumeso, yamwikila mikono yakwe, yamusa, “Ukona chinhu?”
MRK.8.24	Hakalanga kuchanhya hoyogamba, “Nikona wanhu kifana mabiki gakugenda.”
MRK.8.25	Hakeka kahi mikono yakwe mumeso gakwe, na kulanga lugano; na kuwa mumi, hakona ifinhu fyose fiswanu. 
MRK.8.26	Yesu hakamugamba yalute ukaya ukwakwe, na kumugamba, “Unghengile kahe mufijiji fya munjila.”
MRK.8.27	Yesu hakaleuke na wefusa wakwe, na kuluta ku fikaya fya Kaisalia, Filipi, munjila yawosa awefusa wakwe, yakugamba, “Awanhu wakunigamba niye nene nani?”
MRK.8.28	Hawamubidula wakugamba, “Yohana Mubatisaji, wamonga Eliya, wamonga, yumwedu wa wagonesi.”
MRK.8.29	Yawosa: “Anyeye mukugamba niye nene nani?” Petulo hakamubidula, yekumugamba, “Agweye no Kilisito.”
MRK.8.30	Hakawalemesa wanghamutamile munhu wowose simbuli sakwe.
MRK.8.31	Hakakonga kuwafusa fina: Imwagila iMwana we munhu yapate magayo mengi, na kulemigwa na wasehe, na wakulu wa watambiki, na watulumi. Na kukomigwa, na fogakuloka majuwa madatu yakwinuka muchilalo. 
MRK.8.32	Yendeyolonga imbuli iyo bila chifiso. iPetulo hakamulonda na kukonga kumugombela. 
MRK.8.33	Hakabiduka, yakuwalanga awefusa wakwe na kumugombela Petulo, yakugamba, “Luta kunyuma yangu Luhoma, Kosoko nghukudoga simbuli se Mulungu ninga sa wanhu!”
MRK.8.34	Hakawenanga ditewa hamwedu na wefusa wakwe, hakawagamba, “I munhu wowose iyekuhananga kunyandamila yakileme imwecho na yalonde umusalaba wakwe, yanyandamile.” 
MRK.8.35	Kosoko imunhu iyakuhananga kuhonya ichidoga chakwe, yakuchagilisa, imunhu yakwagilisa chidoga chakwe kosoko yangu na kosoko ya imbuli iswanu, ayo yakuchihonya. 
MRK.8.36	Kosoko ikwenda imutase nhani imunhu yanghapata ichilunga chose na kwagilisa ichidoga chakwe? 
MRK.8.37	Kahe imunhu yalafe choni ahanhu hokulafa ichidoga chakwe. 
MRK.8.38	Kosoko chila munhu yakunyonela chinyala, aniye na simbuli sangu mucheleko chino ichisikumuhuwila Mulungu na wihi, iMwana we Munhu yakwija yomonela chinyala imunhu yuyo nghona yakiyokwija mu ditunyo dye Babakwe, hamwedu na malaika wasunhile.
MRK.9.1	Hakawagamba, “Chawelu, nikuwatamilani, mu wanhu wemile hano hena wanhu awene wasikwenda wafe ugele wanghali kuwona undewa we Mulungu ukwija kwa ludole.”
MRK.9.2	Gakaloke majuwa mutandatu, Yesu hakawalonda Petulo, na Yakobo, na Yohana, yawegala kuditunda ditali wemwene, hakahiluka ifuta yakwe, kumwande yao, 
MRK.9.3	sisuke sakwe hasikonga kwakaika, njelu swe, kwechaka munhu mu iisi yakudaha kusigolosa suwe njelu nheifo. 
MRK.9.4	Kamei hawalawanisila Eliya, hamwedu na Musa, awene wawo wakusimulila na Yesu. 
MRK.9.5	Petulo hakabidula, yakumugamba: “Mukulu, ni fiswamu aseye chuwe hano. Chijenge fibanda fidatu, chimwedu chako gweye, chimwedu cha Musa, na chimwedu cha Eliya.” 
MRK.9.6	Kosoko, nghamanyile choyakulonga, kosoko hawengiligwa na itisi ikulu.
MRK.9.7	Hadilawanisa ifunde, hadiwagubika, dijwi hadilawa umuya mwifunde, “Ayuno no Mwanangu mwendigwa, mumuhulike imwene.” 
MRK.9.8	Ugele uwo wakalange kuno na kuno wasonile munhu hamwedu nawo; ninga Yesu du yemwene.
MRK.9.9	Ugele fowadulikage kulawa kwitunda, hakawalemesa wanghamutamile munhu wowose gowonile, mpaka iMwana we Munhu ugele woyakuwa kafulusa kwinuka kulawa kuwanhu wafile.
MRK.9.10	Hawaikola imbuli iya, wakiyusa awecho kwa wecho, “Akuno kukwinuka kulawa kuwafile no choni?” 
MRK.9.11	Hawamusa wakugamba, “Awatulumi wakugamba fina iwagila Eliya yakonge kwija?”
MRK.9.12	Hakawabidula, yawagamba, “Chawelu, Eliya yakulongola kwija, na kugolosa usha finhu fyose, ninga, hamwedu na gago, foyatulumigwe nhani Mwana we Munhu fina yakwende yadumangisigwe madumangiso mengi na kubesigwa? 
MRK.9.13	Ninga nikumutamilani, fina Eliya kafulusa kwija, nawo wamugolosela gose gowendile fina foitulumigwe.”
MRK.9.14	Ugele fowejile kuwefusa wamonga hawona itewa ikulu diwasunguluta na watulumi wena lukani nawo. 
MRK.9.15	Chimwande ditewa dyose wakamone hawakisina, hawamubilimila, kumulamusa. 
MRK.9.16	Hakawosa, “Mwina lukani lwa choni nawano?”
MRK.9.17	Imunhu yumonga kulawa muditewa hakabidula, “Mwalimu nimwigala imwanangu ukwako, kena igini kahi chimumu.” 
MRK.9.18	Chila ugele foikumwijila ikumukinya hasi, yakulawa ifulo kumulomo na kugwegwejula meno kahi yakugagamala. Nilonga na wefusa wako wadilafe digini, waduga.
MRK.9.19	Hakabidula yakuwagamba, “Anyeye cheleko chichaka dihuwi! Nikale nanyeye mpaka milaki? Nimulondeni fomuwile mpaka milaki? Mwigaleni ukwangu!” 
MRK.9.20	Hawamwigala imujelelo ukwakwe. Kamei digini dikamone hadimuguma chisilisi na kugwa mpaka hasi, hakasambalagata na kulawa ifulo kumulomo. 
MRK.9.21	Yesu hakamusa iBabakwe, “Kakongigwa milaki?” Hakagamba, “Kulawa udodo.” 
MRK.9.22	Ugele mwingi dimuguma mumoto na mumeji uleke dimukome, ninga unghadaha mbuli yoyose, uchonele ubasi na uchitase!
MRK.9.23	Yesu yamugamba, “Unghadaha! Gose gakudahika ukwakwe yena dihuwi.”
MRK.9.24	Chimwande iBabakwe we mujelelo yuya yenula dijwi, yakugamba, “Nikuhuwila, nitase kusumigwa kuhuwila kwangu!”
MRK.9.25	Yesu yakone ditewa dikubilima dikwija, hakadigombela digini diya dihile, yakugamba, “Agwe go digini, chimumu na chihuli,” nikukugamba, “Mulawe yuno, kahi unghamuwile!”
MRK.9.26	Hakalapa, hadimuguma chisilisi lugano na kulawa. Naye hakowa kifana kafa, hata wengi hawagamba, “Kofa!” 
MRK.9.27	Ninga Yesu hakamukola mukono na kumwinula, naye hakemanyima.
MRK.9.28	Yakengile munyumba, awefusa wakwe hawamusa wemwene, “Nhani seye chisadahile kuilafa?”
MRK.9.29	Hoyawagamba, “Digini difanile dino disikulawa kwa njila yoyose iya, ninga kwa mawombi du.”
MRK.9.30	Hawaleuka uko hawalokela mugatigati ya Galilaya. Nghahanange munhu wowose yamanye, 
MRK.9.31	kosoko yendeyowafusa awefusa wakwe: Yakuwagamba, “Mwana we Munhu yakuluta kugumigwa mumikono ya wanhu. Nawo wakumukoma, yanghafulusa kukomigwa, ganghaloka majuwa madatu yakwinuka muchilalo.” 
MRK.9.32	Ninga wasaimanyile imbuli iyo, hawogoha kumusa.
MRK.9.33	Hawaje Kapelinaumu, yakowe munyumba hakawosa, “Mwende mutowa lukani lwaki munjila?” 
MRK.9.34	hawanyamala, kosoko munjila wendewotowa lukani awecho kwa wecho, imukulusi no nani. 
MRK.9.35	Hoyokwikala hasi, na kuwenanga awaya ikumi na weli na kuwagamba, “I munhu yakuhananga kulongola yakuwa wa kunyuma kusuma wose, mutogomi wa wose.” 
MRK.9.36	Hakalonda chana chidodogi, na kuchika muchiligati chawo. Hakachidinghula, na kukawagamba, 
MRK.9.37	“I munhu yanghachihokela chana chimwedu fina chino kwi sina dyangu, kanihokela niye; na imunhu yanghanihokela niye, yakumuhokela, si niye du, ninga ayuya imwene yanitumile.”
MRK.9.38	Yohana kamubidula, yakugamba, “Mwalimu, chimona munhu yakulafa simhepo kwa disina dyako, hachimulemesa kosoko nghakiyandamila naseye.”
MRK.9.39	Yesu hakagamba, “Munghamulemese. Kosoko kwachaka munhu yakudaha kugolosa ijumo kwa disina dyangu kahi ugele uwo na kunilonga mbuli sihile. 
MRK.9.40	Kosoko inghowile chinyume chetu ka ulwandi ulwetu. 
MRK.9.41	Kosoko wowose iyakumwinghani ichikombe cha meji, kosoko nyeye mwina disina dya Kilisito, chawelu; nikumutamilani, nghakuswela digelo dyakwe.”
MRK.9.42	“Ne munhu yakwenda yamugolose yumwedu wa wadodogi wano awanihuwile yagolose wihi, kagiligwa yohigwe ulwala musingo yakwe na kukubitigwa mubahali. 
MRK.9.43	Na umukono wako unghakugolosa ugolose wihi, udumule! Ibeka kwingila kuumi kwina mukono umwedu, kusuma kuwa na mikono yose mili na kuluta Jehanumu.
MRK.9.44	Namo umo sinhende sakwe sisikufa ninga umoto wakwe uusikusima 
MRK.9.45	Na umugulu wako unghakugolosa ugolose wihi, udumule! Ibeka kwingila kuumi na kwina mugulu umwedu, kusuma kuwa na migulu mili na kutagigwa kwi jehanumu. 
MRK.9.46	Namo sinhende sakwe sisikufa kahiumoto usikusima 
MRK.9.47	Na digiso dyako dinghakutenda ugolose wihi, ding'ole uditage! Ibeka kwingila kuundewa wa Mulungu kwina igiso dimwedu, kusuma kuwa na meso meli na kutagigwa kwi jehanumu. 
MRK.9.48	Amo umo Sinhende sakwe sisikufa, kahiumoto wakwe usikusima. 
MRK.9.49	Kosoko chila munhu kokwikigwa digoya kwa munyu na kusunhigwa kwa moto.
MRK.9.50	“Umunyu muswanu; ninga umunyu unghasusuka, si munyu kahi wogumigwa choni ukolele? Muwe munyu mugati yenu, mukekale kwa digoya muwecho kwa wecho.”
MRK.10.1	Yesu yaleuka uko yaluta ulwandi lwa Uyahudi, yaloka ulwandi lwa Yolodani. Ditewa dya wanhu dyawandamila, kahi fina foyasowela yakonga kuwafusa.
MRK.10.2	Amafalisayo weja wamulutila, wakumusa, “Togola! Ni fiswanu imunhu kumuleka imuke? Wakumugesa.”
MRK.10.3	Naye yawabidula yekugamba, “I Musa hakawalagisa choni?”
MRK.10.4	Hawagamba fina, “Musa hakafumisa fina munhu yawandike kalatasi ya malekeni kumuleka.”
MRK.10.5	Yesu yawagamba, “Kosoko ya ukugutu we fidoga fyenu hakamwinghani dilagiso dino. 
MRK.10.6	Ninga kulawa kukumba iisi Mulungu hakagolosa mugosi na mwanamuke. 
MRK.10.7	‘Kosoko iyo imunhu yakumuleka iBabakwe ne ing'ina wakiyandamila ne imuke. 
MRK.10.8	Nawo aweli wakuwa mutufi umwedu. Wagaluka si weli kahi, ninga mutufi umwedu.’ 
MRK.10.9	Choyahasile Mulungu, imunhu yanghachitemanule.”
MRK.10.10	Wakowe ukaya kahi awefusa wakwe hawomusa muchanhya ye simbuli siso. 
MRK.10.11	Hakawagamba, “Chila munhu yakumuleka imuke na kutola mwanamuke yungi, basi yakugolosa ugoni na yuya. 
MRK.10.12	Na imwanamuke yanghamuleka imulume na kutoligwa na mugosi yungi, yakugolosa ugoni naye.”
MRK.10.13	Kamei, hawamwigalila awana wadodogi uleke yawakwafe, awefusa wakwe hawawagombela. 
MRK.10.14	Yesu yakone nheifo hakona nyono lugano, hakawagamba, “Walekeni awana wadodogi weje ukwangu, munghawalemese, kosoko awana fina wano undewa wa Mulungu ni wao. 
MRK.10.15	Chawelu, nikumutamilani, imunhu inghakuhokela undewa wa Mulungu kifana mwana mudodogi, nghakuwingila ng'o.” 
MRK.10.16	Hakawadinghula, na kwika mikono yakwe muchanhya yawo na kuwalugutisa.
MRK.10.17	Ugele foyalawage kuluta kunjila, munhu yumonga hakamwijila lumangho, na kumufugamila, yakumusa, “Mwalimu muswamu nigolose nhani uleke niuhokele uwumi wa majuwa gose?”
MRK.10.18	Yesu hakamugamba, “Nhani ukuninanga muswamu?” Kwachaka imunhu muswanu ninga yumwedu du ni Mulungu. 
MRK.10.19	Kugamanya amalagiso: “Unghakome; unghagolose dihabwa; unghahije; unghamusigile munhu udasi, Wogohe iBabako ne ng'inako.”
MRK.10.20	Hoyomugamba, “Mwalimu! Aga gose nigakola kulawa udodo wangu.”
MRK.10.21	iYesu yamukumhulila meso, hakamwenda na, kumugamba, “Kuhungukiligwa na mbuli imwedu. Luta ukambase fyose fyowinafyo, uwenghe awakiwa imali yako, nagwe ukuwa na ugoli kulanga; kamei wije unyandamile.” 
MRK.10.22	Ninga imwene hakakunyanghala ichihanga chakwe kosoko ye imbuli yo, hakaleuka kwa usungu kosoko hakowa na sawo nyingi.
MRK.10.23	Yesu hoyalanga kose kose, hakawagamba awefusa wakwe, “Foikuwa nghugutu ku wanhu wagoli kukwingila kuundewa we Mulungu!”
MRK.10.24	Awefusa hawakisina kosoko ya simbuli siso isakwe. Yesu hakawabidula kahi, yakugamba: “Mowana, fikugutu lugano kwingila ku undewa wa Mulungu! 
MRK.10.25	Fihufu inhembo kwingila muchihengele che singano, kusuma imugoli kwingila mu undewa we Mulungu.”
MRK.10.26	Nawo hawakisina lugano, wakumugamba, “No nani yekudaha kuhona?”
MRK.10.27	Yesu yawakumhulila meso, yagamba, “Ku wanhu isikudahika, ninga kwa Mulungu si nhaifo; kosoko gose gakudahika kwa Mulungu.”
MRK.10.28	Petulo yakonga kumugamba, “Langa, aseye chileka fyose chikwandamila gweye.”
MRK.10.29	Yesu hakagamba, “Chawelu nikumutamilani Hechaka munhu yalekile nyumba, ama wanduguse wagosi, ama walumbu sakwe, ama ng'ina, ama Babakwe, ama wanagwe, ama migunda, kosoko yangu na kosoko ya imbuli swanu. 
MRK.10.30	Inghakwinghigwa mikono igana muchigele chino cha hambiya; nyumba, na wandugu wagosi, na wechike, wang'ina munhu, na wana, na migunda hamwedu ne migogolo. Na muchilunga chikwija uwumi wa majuwa gose. 
MRK.10.31	Ninga wengi wakunghonga wakuwa wakunyuma, na wakunyuma wakuwa wa wakunghonga.”
MRK.10.32	Nawo hawowa munjila wakukwila kuluta Yelusalemu, na Yesu, hakowa yawalongolele, hawakisina, awaya fowamwandamilage hawogoha. Hakawalonda kahi awaya ikumi na weli hakakonga kuwatamila agakwenda gamupate. 
MRK.10.33	Hakagamba, “Langeni chikuluta Yelusalemu, iMwana we munhu yakwenda yagumigwe mumikono ya wakulu wa watambiki na watulumi, nawo wakulamula fina yakomigwe, wakumuguma mu mikono ya wamemb, 
MRK.10.34	nawo, wakwenda wamuhowe na kumutwila mate, kumutowa na mikotya, na kumukoma; ganghaloka majuwa madatu yekwinuka muchilalo.”
MRK.10.35	Yakobo na Yohana, awana wa Sebedayo, hawamulutila, wakugamba, “Mwalimu! Chikuhananga uchigolosele dyo dyose dyochikukutasa.”
MRK.10.36	Yawagamba, “Mukuhananga niwagoloseleni choni?”
MRK.10.37	Hawamugamba, “Uchinghe seye kwikala, yumonga kumukono wako wo kulume na yumonga kumukono wako wokumoso muditunyo dyako.”
MRK.10.38	Yesu hakawagamba, “Musimanyile chomukutasa. Mukudaha kunywila ichikombe chonikunywila niye? Kahe kubatisigwa ubatiso wonikubatisigwa niye?”
MRK.10.39	Hawamugamba, “Chikudaha.” Yesu hakawagamba, “Ichikombe chonikunywila niye mukuchunywila, na ubatiso wonikubatisigwa niye mobatiswa. 
MRK.10.40	Ninga imbuli yo kwikala ku mukono wangu wo kulume ama wo kumoso, si dyangu kuwenghani, ninga wakwenda wenghigwe awafulusa kwikiligwa.”
MRK.10.41	Awaya ikumi wakahulike hawakonga kuwasuhila Yakobo na Yohana. 
MRK.10.42	Yesu hakawenanga, na kuwagamba, “Mumanya fina awaya awakutaligwa kuwa wakulu wa Mataifa, wakutawala kwa ludole, na wakulu wawo wakuwatumagisa. 
MRK.10.43	Ninga isikuwa nhaifo ukwenu; 
MRK.10.44	ninga imunhu yakuhananga yowe mukulu kwenu, yakuwa munhu mutogomi wenu. 
MRK.10.45	Kosoko iMwana we munhu naye nghejile kutogomeligwa; ninga kutogoma na kulafa uumi wakwe udahe kuhonya wengi.”
MRK.10.46	Wakafike Yeliko, yakowe yekuleuka kulawa Yeliko, hamwedu na wefusa wakwe, ditewa ikulu dya wanhu, imwana wa Timayo, Batolomayo, ayuya imutasaji imudula, hakekala hanghanda ye injila. 
MRK.10.47	Naye yakahulike fina no Yesu Munasaleti, Hakakonga kutula chowe na kugamba, “Mwana wa Daudi, Yesu, Nyonele ubasi!” 
MRK.10.48	Wengi hawamugombela uleke yanyamale. Ninga hakongesa kwinula dijwi, “Mwana wa Daudi nyonele ubasi!”
MRK.10.49	Yesu hakema, yokugamba, “Mwinangeni.” Hawamwinanga ayuya imudula, wakumugamba, “Kiinghe moyo! Inuka, yakukwinanga.”
MRK.10.50	Hakakubita dikasu dyakwe, na kujumha, na kumulutila Yesu.
MRK.10.51	Yesu yamubidula, yamugamba, “Ukuhananga nikugolosele choni?” Ayuya imudula yamugamba, “Mwalimu wangu! Nikuhananga nidahe kona.”
MRK.10.52	Yesu hakamugamba, “Luta, dihuwi dyako dikuhonya.” Chimwande hakona; hakamwandamila Yesu munjila.
MRK.11.1	Ichigele fowasegele habehi na Yelusalemu, Betifage na Betania, habehi ne ditunda dya Miseituni, baho hawatuma weli wa wefusa wakwe 
MRK.11.2	hoyawagamba: “Luteni kuchikaya chiya chuwile kumwande yenu. Fomukwingila umo mofika mwana we dipunda, dyohigwe, idyene disinati dikwiligwe na munhu. Didoholeni munigalile. 
MRK.11.3	Ne munhu yanghamusani Nhani mukutenda nheifo, gambeni, iMundewa yakudihananga yakwenda yadyuwise lulubaha.”
MRK.11.4	Kamei howoluta, na kudyona dipunda diya didodogi, dyohigwa hamulango, kunje, hawadidohola, 
MRK.11.5	awanhu awemile uko weja wawagamba, “Mukugolosa choni kudidohola dipunda didodogi?”
MRK.11.6	Hawawatamila fina Yesu foyawasigilile, nawo howowengha. 
MRK.11.7	Hawamwigalila Yesu dipunda diya didodogi, na kutandika sisuke sawo muchanhya yakwe. 
MRK.11.8	Wanhu itewa hawatandalike sisuke sawo munjila, na wamonga amatambi gowabenile mumigunda. 
MRK.11.9	Na awanhu awalongole na waya awandamile kunyuma howokwinula amajwi, “Hosana! Noyamotesigwe iyakwija kudisina dye Mundewa! 
MRK.11.10	Umotesigwa na undewa ukwija we Baba yetu Daudi! Hosana kuchanhya kulanga!”
MRK.11.11	Naye hakengila Yelusalemu mpaka kugati ya dihekalu, yakafuluse kulanga kose kose. Kosoko hayuwa ugele wa hegulo, hakalawa, hakaluta Betania hamwedu nawaya ikumi na weli.
MRK.11.12	Dijuwa dyandamile fowalawile Betania, hakowa na njala. 
MRK.11.13	Hakona kwa hatali musada wina manyagala, hoyoluta kosoko, nhegela kokona chinhu muchanhya yakwe. Yakafike bahaya nghonile chinhu ila manyagala; kosoko usowile ugele wo kwifa kwa masada. 
MRK.11.14	Hakaugamba nhafi, “Kulawa diyelo na majuwa gose imunhu yanghadiye imudyo ukwako.” Awefusa wakwe hawahulika.
MRK.11.15	Hawafika Yelusalemu, naye foyengile kwihekalu, yakonga kuwawinga awaya awenda wokwambasa na wenda wogula kwihekalu kugati. Hakasibidula si mesa sawaya awende wobadili mapesa, na magoda gawo wambasage si njiwa, 
MRK.11.16	ninga nghalekile munhu yalonde chinhu mwihekalu. 
MRK.11.17	Hakawafusa, hakagamba: “Togoleni! Isitulumigwe, fina, ‘Inyumba yangu yokwinangigwa nyumba ya kutasila ku mataifa gose.’ Ninga anyeye muyigolosa kifana ipango dya wahiji!”
MRK.11.18	Awakulu wa watambiki na watulumi hawahulika, hawahananga njila ya kumukoma kosoko hawamogoha. Kosoko amatewa gose hawajuma ku mafuso gakwe.
MRK.11.19	Ikafike hegulo hakaleuka mukaya.
MRK.11.20	Nhosikusiku wakowe wakuloka howowona umusada uya unyala kulawa kwisina. 
MRK.11.21	iPetulo hakagelegela, hakamugamba, “Labi, langa, dibiki dowaligitise dinyala nya.”
MRK.11.22	Yesu hakabidula, “Muhuwileni Mulungu.” 
MRK.11.23	Chawelu nikumutamilani, wowose yakugamba ditunda dino Ng'oka ukakubitigwe kubahali yaleke kuwa na manhonge muchidoga chakwe ninga yahuwile gago goyalongile gogoloseka, gakuwa gakwe. 
MRK.11.24	Kosoko iyo nikumutamilani: Gogose gomukutasa huwileni fina mukugahokela. 
MRK.11.25	Nanye chila fomukwima na kufuga, lekeleleni hona mwina mbuli yoyose na munhu, uleke iBaba yenu yowile kulanga yawalekelele nanyeye kubana kwenu. 
MRK.11.26	Ninga nghonaga nyeye musikulekelela, iBaba yenu yowile kulanga nghakumulekelelani na nyeye kubana kwenu.
MRK.11.27	Kahi haweja Yelusalemu. Kamei foyagendage mwihekalu, howomulutila awakulu wa watambiki na watulumi, na wasehe, 
MRK.11.28	wakumugamba, “Kwa udaha waki ukugolosa gano? No nani yakwinghile udaha uwo ugolose gano?”
MRK.11.29	Yesu hakawagamba, “Nikumusani mbuli imwedu, munibidule, kamei nikwenda niwatamileni kwa udaha waki nikugolosa gano. 
MRK.11.30	Ubatiso wa Yohana haulawa kulanga ama kuwanhu? Nhamileni.”
MRK.11.31	Howokonga kuwanga awecho kwa wecho wakugamba fina chinghagamba, “Haulawa kulanga,” yakwenda yachigambe, “Nhani musamuhuwile?” 
MRK.11.32	Chinghagamba, “Haulawa kuwanhu,” (Hawogoha wanhu, kosoko awanhu wose hawona iYohana fina mugonesi we chawelu.) 
MRK.11.33	Hawamubidula Yesu, wakugamba, “Chisimanyile.” Yesu hakawagamba, “Aniye nani sikuwatamilani nyeye ni kwa udaha waki nikugolosa gano.”
MRK.12.1	Hakakonga kulonga nawo kwa mbasi, “Munhu yumonga yahanda mugunda wakwe wa misabibu, hakasungulusila ikigo, na kukata ikolongo dya kukamila, hakajenga ilingo, hoyokwika wemilisi, hoyoluta ku iisi ya kutali. 
MRK.12.2	Ugele wakwe ukafike hakatuma imutumwa wakwe kuwaya wakwimilisa umugunda wakwe, yamwigalile si sabibu. 
MRK.12.3	Hawamulonda, hawamutowa, hawamutaga kunje, mikono muhala. 
MRK.12.4	Hakatuma kahi ukwawo mutumwa yungi, ayu naye hawamubulaga na kumuguma malonda mwitwi na kumugolosela wihi. 
