MAT.1.1	Xuꞌu é Mateú u ne, iꞌa kakaꞌán u iña táta viꞌi Jesucristu, iꞌxá ika Dāvii, iꞌxá ika Ābraan.
MRK.9.19	—¡Ña ntâꞌví nto, ñaꞌa é ña ntákuintiꞌxe nto! É tɨ̄tɨ́n ntuvi tuví u ni ntō ne, váta kuintīꞌxe nto ko. ¿Tɨtɨ̄n ntú ntuvi kutuví ka ú ni ntō da nté kuīntiꞌxe nto ko? Kixniꞌi nto īꞌxá san —kaꞌan Jésuu.
MRK.9.20	Kidáā ne, xee níꞌi ntīꞌxe ña iꞌxá san. Dā íni e ña váꞌā san Jesuú ne, īde é xiꞌi míi iꞌxá san ne, ntáva ñuꞌu kān. Dōó itsuꞌūn ne, tiñu kéne xuꞌu i. 
MRK.9.21	Kidáā né, tsixeꞌe Jēsuu úva ī:
MRK.9.21	—¿Ē tɨ́tɨn ntu ntuvi kuán ó kakuvi iꞌxá nto? —kaꞌan Jésuu.
MRK.9.21	Kakaꞌan úva īꞌxá san:
MRK.9.21	—Nté dā ku lúꞌntī. 
MRK.9.22	É dōó kiꞌin itō nakóꞌxo nuu é ña váꞌā san i nchúꞌun kān, nú ntute kān dɨ, é ncho kaꞌní iꞌxá ko. Ntá tsi te kūvi vií nto é ntūváꞌa ne, vií nto da xeꞌé, xntii ntō ntɨ —kaꞌan úva ī.
MRK.9.23	—¡Míꞌi ntū é ña kuvi vií u! tsí te kākuintiꞌxe o ne, ña túvī nee iña é ña kuvi vií Xuva kō —kaꞌan Jésuu.
MRK.9.24	Kidáā ne, un ntii tsi kākaꞌan úva īꞌxá san:
MRK.9.24	—¡Kakuintiꞌxe ko! ¡Xntii ntō ko é dií ka na kuīntiꞌxe ko! —kaꞌan ña.
MRK.9.25	Dā íni Jesuu tsi dóo ntánataká nuu ñaꞌa sán ne, de tíi ña nī é ña váꞌā san, kakaꞌan ña:
MRK.9.25	—Xōꞌon, é ña váꞌā é kaden é ñɨꞌɨ īꞌxá sa nī é loꞌō dɨ́, xuꞌu é kadē kûꞌvé u ne, káꞌān u é ntīin nima íꞌxá san. Ña kúvi nakunúun xtukun nima i —kaꞌan Jésuu ni é ña váꞌā san.
MRK.9.26	E ña váꞌā sán ne, kachuꞌu ntáa. Nākuio iꞌxá san ne, dā ntíi e ña váꞌā san. Iꞌxá san ne, vata kaa ntɨ́xɨ kāa. Ñaꞌa sán ne, ntákaꞌan ña:
MRK.9.26	—¡E xíꞌi īꞌxá san! —kaꞌan ña.
MRK.9.27	Ntá tsi Jesuú ne, írkāa ña ntaꞌa i, ntániꞌi ña i ne, da nakuntítsi.
MRK.9.28	Dá kūkɨ́ꞌvi Jesuu má viꞌi kān ne, diin diin tsi tsixeꞌe ña ntɨniꞌi ña ñā:
MRK.9.28	—¿Nté kui ña ni kuvi vií ntu ntɨ é nakūnu ntɨ é ña váꞌā san? —kaꞌan ña.
MRK.9.29	Kakaꞌan Jésuu:
MRK.9.29	—E ña váꞌā é kuān ntáa sán ne, ña kúvi vīi o é nakūnu o í tē ña káꞌan ntaꞌví ō, tē ña kuntoó ixu ō dɨ —kaꞌan ña.
MRK.9.30	Kidáā né, ntāka Jesuu íkān, kueꞌen níꞌi ña ña ntɨniꞌi ñā. Kuéꞌen ñā, ítā ntiꞌxin ña ñuú Galilea. Ña ni ntío Jesuu é kūtuni ñaꞌa san mí ntaíka ña. 
MRK.9.31	Tsí Jesuú ne, kaxéꞌe ña kuenta é kūtuni ñá ntɨniꞌi ñā nté koo kuví ña:
MRK.9.31	—Xuꞌu é vēxkúvi ú ñatīí ne, ntuví u kuenta ntáꞌa ñaꞌa, ña é kāꞌní ko. Ntá tsi tē kúvi uni ntúvi xiꞌí u ne, ntoto xtuku u —kaꞌan Jésuu.
MRK.9.32	Ntá tsi ña ntɨniꞌi ñā ne, ñá nī ñeꞌe dɨkɨ ña nee iña é kākaꞌan ñá, ne, úꞌvī ña é tsixeꞌe ña ñā.
MRK.9.33	Xée ñā ñuú Capernau. Dā intóo ña má viꞌi kān né, katsixeꞌe Jēsuu ña ntɨníꞌi ñā:
MRK.9.33	—¿Nee iñá ntu ntatíin nto dá vēꞌxi o itsi kan? —kaꞌan ña.
MRK.9.34	Ña ntɨniꞌi ñā ne, diin diin tsi intóo ña; nté uun ña ña ni káꞌan ñā. Tsi dá vēꞌxí ña itsi kān ne, ntatíin mii ñā xoo é dií ka kaꞌnu ñaꞌa i. 
MRK.9.35	Kidáā ne, katuví daꞌna Jēsuú ne, kāna ña uxuvi ñáꞌa, ña ntɨniꞌi ñā, kakaꞌan ñá ni ñā:
MRK.9.35	—Te iō nto é ncho kodo nuū ntó ne, vií nto ña tuví ata i kān. Vií nto ña ntáde tsiñu iña un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san —kaꞌan ña.
MRK.9.36	Kidáā né, kīꞌi Jesuu uun iꞌxá san ne, dā xntítsī ñá i méꞌñu ña ntɨniꞌi ñā. Kánīꞌi nteé ña iꞌxá san ne, kakaꞌan ñá ni ña ntɨniꞌi ñā:
MRK.9.37	—Xoo é kantuntāꞌví ini i iꞌxá vata kaa sáꞌa kuenta iñá ko ne, vata tsi te miī ú kantuntāꞌví ini ña kó, ni ñā táxnūu kó dɨ —kaꞌan Jésuu ni ña.
MRK.9.38	Juaán san ne, kakaꞌan ña:
MRK.9.38	—Mastru, iní ntɨ uun ñaꞌa, ña é kanakūnu é ña váꞌā san kuenta iña nto. Ntá tsi ña tsīkán ne, ñá te ntɨniꞌi ña kō. Dukuān ne, ñá ni xēꞌé ntɨ itsi é kuān koo vií ña —kaꞌán Juaan.
MRK.9.39	Ntá tsi nantiko koó Jesuu, kakáꞌan ña:
MRK.9.39	—Ñá ku kāꞌnté nuu nto é kuān koo vií ña. Te kuēnta iñá ko kade ña nuu i e dóo kaꞌnu ne, ña kúvi kāꞌan kíni ña iñá ko. 
MRK.9.40	Tē xoó ñaꞌa ña kainchuꞌvi ñá kō ne, kaduku ntée ña kō. 
MRK.9.41	Nuu é ntaā i é kākaꞌán u ni ntō. Da xōó ka ñaꞌa, ña é kataꞌxi ntute é kōꞌo nto tsí ntántīkɨn ntó ko ne, níꞌi ñā é vāꞌá ntaꞌa Xuva kō.
MRK.9.42	ʼDa xōó ka é kade i é vīi iꞌxa é kākuintiꞌxe i ko é kīni kaa ne, dií ka váꞌā o iña ñá te kunūꞌní nuu xuu dúkun ñā, dá nakuītá nuu ña ña nú ntute ñuꞌu kān. 
MRK.9.43	Te ntāꞌa nto kade i é viī nto é kīni kaa ne, dií ka váꞌā ó te kaꞌntē ntó ntaꞌa nto. Tsí dií ka váꞌā o é kɨ̄ꞌɨn ntó ntaꞌa Xuva kō é ūun tsi ntaꞌa nto, naa i é kɨ̄ꞌɨn nto dôꞌvi kán nī ntuvi ntáꞌa nto, tsí ikān kaiꞌxi ñúꞌū é ña kantáꞌva. 
MRK.9.44	Ikān né, ñá kākukadin é ntaéꞌxi tɨntákū san; ntē ña kantáꞌva ñúꞌú san. 
MRK.9.45	Te dɨ̄ꞌɨ́n nto kade i é viī nto é kīni kaa ne, dií ka váꞌā o é kaꞌntē ntó dɨ. Tsí dií ka váꞌā o é kɨ̄ꞌɨn ntó ntaꞌa Xuva kō é uꞌntu nto, naa i é kɨ̄ꞌɨn ntó nī ntuvi dɨ́ꞌɨn ntō dôꞌvi kan, mí ña kantáꞌva ñúꞌú san. 
MRK.9.46	Ikān ne, ñá kākukadin é ntaéꞌxi tɨntákū san; ntē ña kantáꞌva ñúꞌú san. 
MRK.9.47	Te ntuxnūú nto kade i ne, dií ka váꞌā o é tāva nto. Tsí dií ka váꞌā o é kɨ̄ꞌɨn ntó ntaꞌa Xuva kō é ūun tsi ntúxnūú nto, naa i é kɨ̄ꞌɨn nto dôꞌvi kán nī ntuvi ntúxnūú nto. 
MRK.9.48	Ikān ne, ñá kākukadin é ntaéꞌxi tɨntákū san; ntē ña kantáꞌva ñúꞌú san.
MRK.9.49	ʼVatā ó idiáꞌvi ñɨɨ́ san é ña tɨ́vi kúñū é kuēꞌe o doméni iña Xuva kó ne, kuān ó kaidiáꞌvi nuu i é ntoꞌo kō, vata koo é ña tɨ́vi nima kó dɨ. 
MRK.9.50	Ñɨ́ɨ̄ sán ne, váꞌā. Ntá tsi tē ña véñɨɨ́ ka ne, ¿míꞌi ntū kaidiáꞌvi ká i? ¿Nté ntu koo ntuveñɨɨ xtúku? Vií nto vata kaa ñɨɨ váꞌa. Kuenta tsí vií nto é ña natɨví nto nima nto. Váꞌa koo kuntoo nto ni tāꞌan nto —kaꞌan Jésuu ni ña.
MRK.10.1	Ntāka Jesuu ñuú Capernau, kuéꞌen ña dīñɨ ñuú Judeá dā nté xee ña xio diñɨ ntute Jordaán san. Ñá te da dīi ñaꞌá xee xtúku ña, nātaká nuu ña mí tuví ña ne, nakuáꞌa Jēsuu ña vatā xkoó ini ña. 
MRK.10.2	Kidáā ne, xée ētsin ña fariseú san dɨ é kōto nteé ña Jesuu. Tsixeꞌe ña ña tē ña xíi kaa é naxtuvī mii ñátīí san ñadɨꞌɨ̄ ña. 
MRK.10.3	Nantíko kōó Jesuu, kakáꞌan ña:
MRK.10.3	—¿Nte ntū ó kakaꞌan Muísee é viī nto? —kaꞌan Jésuu.
MRK.10.3	Kakaꞌan ñá fariseú san:
MRK.10.4	—Muiseé ne, tāꞌxi ña itsi é ntaváꞌa o tūtu iña ñadɨꞌɨ́ kō ne, dá kūvi ntii nteé xio taꞌan o ni ñadɨꞌɨ̄ ko —kaꞌan ña.
MRK.10.5	Ntá tsi Jesuú ne, kakaꞌan ña:
MRK.10.5	—Un váꞌa tsi doꞌo ntō. Dukuān é xntéku kūꞌvé Muisee é viī nto. 
MRK.10.6	Ntá tsi ntē dá de kûꞌvé Xuva ko ñūxiví sa ne, “de kúꞌvē ñá ñatīí ni ñadɨ̄ꞌɨ”. 
MRK.10.7	“Dukuān ne, xtúvī mii ñátīí san uva ña ni dɨꞌɨ ñā vata koo é kuntoo ña ni ñadɨꞌɨ̄ ñá ne, 
MRK.10.8	uun tsi kúñū kúvi ña ntuvi ña.” Sáꞌā ne, kani túꞌun é ñā té uvi ñaꞌá ka ña, tsí uun tsi kúñū kúvi ña ntuvi ña. 
MRK.10.9	Dukuān né, nēe é teé taꞌan Xuva kō ne, ña kúvi nātsoo xio ñaꞌa san —kaꞌan Jésuu.
MRK.10.10	Dá ntōo ña nú viꞌi kān né, tsixeꞌe xtuku ña ntɨniꞌi ñā nuu i sáꞌa. 
MRK.10.11	Kakaꞌan Jésuu ni ña:
MRK.10.11	—Xoó ñaꞌa é natsoo mii ña ñadɨꞌɨ̄ ña, dá nātántaꞌa xtuku ña ne, dōó kinī ó kade ña nuu ñadɨꞌɨ́ ña. 
MRK.10.12	O te ñadɨ̄ꞌɨ́ san naxtuvī mii ña xɨɨ ña, dá nātántaꞌa xtuku ña ni tuku ñatīí san ne, dɨvi ñā kade ña é kīni kaa nuu xɨɨ ña dɨ —kaꞌan ña.
MRK.10.13	Ñaꞌa sán ne, xee níꞌi ña iꞌxá kuetsī nuu Jésuu vata koo é tɨɨn ntaꞌa ña ī. Ntá tsi ña ntɨniꞌi Jēsuú ne, ntáde tíi ña nī ña xee niꞌi iꞌxá i san. 
MRK.10.14	Ntá tsi dā kútuni Jésuú ne, dōó dutsi kuiní ña ni ña ntɨniꞌi ñā. Kakaꞌan ñá ni ñā:
MRK.10.14	—Kuéꞌe ntō itsi é na kīꞌxi iꞌxá kuetsī san mí tuví u. Ñá ku kādɨ́ nuu nto itsi é kīꞌxi; tsí mí kadē kûꞌvé Xuva kō ne, kaduku ntée ña vata ntáa iꞌxá kuetsī san. 
MRK.10.15	Nuu é ntaā i é kākaꞌán u ni ntō tsí te xōo ñáꞌa é ña kákuintiꞌxe ña vatā ó de uun iꞌxa luꞌntí ne, ñá kadūku ntée ña mí kadē kûꞌvé Xuva kō —kaꞌan Jésuu.
MRK.10.16	Īdo nteé Jesuu iꞌxá san xe un xé ūn, da tɨ́ɨn ntaꞌa ña ī e náxnuu viko ña i.
MRK.10.17	Dā nákaka Jesuu ítsi kān é kɨ̄ꞌɨn ñá ne, uun ñatīí ne, koó da kaxkaīnu ña xee ña, inchɨ́tɨ ña nūu Jésuu, tsíxeꞌe ña ñā:
MRK.10.17	—Mastrû, ntoꞌó e dóo vaꞌá nto, ¿nté ntu koo vií u é nīꞌí ko ntuvi vāꞌa iñá ko ntii dañu ntūvi? —kaꞌan ña.
MRK.10.18	Ntá tsi Jesuú ne, kakaꞌan ñá ni ñā:
MRK.10.18	—¿Nté kui kakaꞌan ntun e dóo vaꞌá u? Tsí da mii tsi Xuva kō e dóo vaꞌá ña. 
MRK.10.19	É īnín lei e xtúvi Xuva kō é kākaꞌan: “Ñá kāꞌní o ñāꞌa; ñá viī o é kini kaa ni ñadɨ̄ꞌɨ; ñá kīꞌi dúꞌu ō; ñá dāꞌví o ñāꞌa dovete; ñá kanī ntaꞌví o ñāꞌa, ne, na kuiko ñuꞌu o uva ko ni dɨꞌɨ kō” —kaꞌan Jésuu.
MRK.10.20	Ñatīí san ne, nantíko koō ñá, kakaꞌan ña:
MRK.10.20	—Mastru, é un ntɨꞌɨ̄ lei tsíkan káde ntaa ú nte da ku lúꞌntī u —kaꞌan ña kuiká san. 
MRK.10.21	Dā íto Jesuu ñá ne, dōó kuinima ñá ña. Kakaꞌan ña:
MRK.10.21	—Uun sá nuu i é kākunaá ka: Kuēꞌén, kunadikon un ntɨꞌɨ̄ é kāduku ntée o ne, dá kuēꞌén diuꞌun i iña ña ntâꞌví san. Kidáā ne, niꞌi o nee iña é dokuika ntiꞌxé san e dukún kān. Dá kiꞌxin, kixntīkɨ́n ko —kaꞌan Jésuu.
MRK.10.22	Ntá tsi dōo ntɨ́ꞌɨ iní ña é kuān ó kakaꞌan Jésuu. Dōó ntaꞌxa kunúꞌu ña, tsi dóo īo iña ña e dóo nuu áꞌvi.
MRK.10.23	Kidáā né, xkokōto Jesuu, kakáꞌan ñá ni ña ntɨniꞌi ñā:
MRK.10.23	—¡Ñá tē nté kaa ntii tūꞌun é kɨ̄ꞌɨn ña kuiká san mí kadē kûꞌvé Xuva kō! —kaꞌan ña.
MRK.10.24	Koó dā kúduꞌva ña ntɨniꞌi ñā é kuān ó kakaꞌan ña. Ntá tsi kakaꞌan xtúku Jesuu:
MRK.10.24	—Kini nto, īꞌxá ko, ¡ñá tē nté kaa ntii tūꞌun é kɨ̄ꞌɨn ñáꞌa, ña é kākuinima í diuꞌún san, mí kadē kûꞌvé Xuva kō! 
MRK.10.25	Dií ka ña ntii tuꞌun é kɨ̄ꞌví kameú san xavi xɨ́kɨ natēe é kɨ̄ꞌɨn ñá kuiká san mí kadē kûꞌvé Xuva kō —kaꞌan ña.
MRK.10.26	Koó dā kúdana iní ña ntɨniꞌi ñā é kuān ó kakaꞌan ña. Ntátsixeꞌe tāꞌan ña:
MRK.10.26	—Kidáā né, ¿xoó ñaꞌa ntu kuvi vií ña é nākáku ña kuan? —kaꞌan ña.
MRK.10.27	Īto Jesuu núu ñá ne, dá kakāꞌan ñá ni ñā:
MRK.10.27	—Ñaꞌa sán ne, ña kúvi viī ña é nākáku mii ñā. Ntá tsi Xuva kō ne, kuvi vií ña, tsí ña tuví nee iña é ña kuvi vií ña —kaꞌan ña.
MRK.10.28	Kidáā ne, kakaꞌán Pedru ni ña:
MRK.10.28	—Ntɨꞌɨ́ ne, tsoo mii ntɨ̄ꞌɨ ntɨ́ iñá ntɨ é vēxntíkɨ́n ntɨ nto —kaꞌan ña.
MRK.10.29	Nantíko kōó Jesuu, kakáꞌan ña:
MRK.10.29	—Nuu é ntaā i é kākaꞌán u ni ntō: Tē xoó ñaꞌa tsoo mii ña vīꞌi ña, ení ña, taꞌan ña, uva ña, dɨꞌɨ ñā, iꞌxá ña, o ñūꞌu ña kuenta iñá ko ni kuēnta iña túꞌūn vaꞌá san ne, 
MRK.10.30	dií dií ka kueꞌe níꞌi ña ñuxiví a é vata kaa viꞌi ñá, ení ña, taꞌan ña, dɨꞌɨ ñā, iꞌxá ña, ni ñūꞌu ña. Ntá tsi dóo ntoꞌo ña dɨ, tsí kada xení ñaꞌa san ni ñā. Ntá tsi tē ntɨ́ꞌɨ ñuxiví sa ne, níꞌi ñā é kuntoo ña ni Xuva ko ntii dañu ntūvi. 
MRK.10.31	Ntá tsi ña te da díi ñaꞌa, ña e dóo naꞌnu ñaꞌa vevií ne, ñá vādá nuu áꞌvi ká ña kídaā; ñaꞌa, ña é ña vádā nuu áꞌvi vevií ne, dōó naꞌnu ñaꞌa kuvi ña rkontûvi —kaꞌan Jésuu.
MRK.10.32	Kuéꞌen ña itsi kan, kūntáa ña ñuú Jerusaleen. Odo nūú Jesuú ne, áta ña vēꞌxí ña ntɨniꞌi ñā. Koó dā ntákuduꞌva ña ntɨniꞌi ñā san. Dōo ûꞌví ña nguiī san, ña ntántīkɨn ña. Kidáā ne, xio kueꞌen níꞌi xtuku Jésuu ña ntɨníꞌi ñā né, dā éni ntuꞌu ña kākaꞌan ñá ni ñā nté koo ntoꞌo ña:
MRK.10.33	—Ntaa o ñūú Jerusaleén ne, xuꞌu é vēxkúvi ú ñatīí ne, ikan ntāda ña kó kuenta ntáꞌa dutu ñá odo nūú nī mastrú leí san ne, dɨvi ña kāꞌan ña é kūví u. Ntada ña kó kuenta ntáꞌa ñaꞌa, ña é ña te ña Israee. 
MRK.10.34	Ña tsīkán ne, kini dɨkɨ́ ña kó ne, tɨꞌvi dɨɨ́ ña nuú ko. Kani diín ña ko, dá kāꞌní kueꞌen ñá ko. Kidáā né, tē kúvi uni ntúvi ne, ntoto xtuku u —kaꞌan Jésuu.
MRK.10.35	Kidáā ne, xée ētsin Santiau ní Juaan, iꞌxá Zebedeu, ntákaꞌan ñá ni Jēsuu:
MRK.10.35	—Mastru, vií nto da xeꞌe, tāꞌxi nto nee iña é kākán ntɨ ntaꞌa nto ve —kaꞌan ña.
MRK.10.36	—¿Nee iñá ntu ntio nto é tāꞌxi u? —kaꞌan ña.
MRK.10.37	—Tāꞌxi nto é kuntōo ntɨ́ diñɨ nto tē xee nto mí kadā kúꞌvē nto. Uun ñaꞌā ntɨ́ ne, diñɨ kuaꞌa nto kutuví ntɨ; uun ñaꞌā ntɨ́ ne, diñɨ datsin nto kutuví ntɨ —kaꞌan ña.
MRK.10.38	Ntá tsi kakaꞌan Jésuu ni ña:
MRK.10.38	—Ñá īni ntó nee iña é ntaíkan nto. ¿Kūtií ntu nto é dadɨɨ ntoꞌo nto nī kó un ntɨɨ́ ntɨ̄ɨ́ nuu i é ntōꞌo ko? —kaꞌan ña.
MRK.10.39	—Kutíi ntɨ, ¿nté kui ñaꞌa? —kaꞌan Sántiau ní Juaan.
MRK.10.39	Kakaꞌan Jésuu ni ña:
MRK.10.39	—Ntoꞌo ntiꞌxe nto vata tsi koo ntoꞌo ko. 
MRK.10.40	Ntá tsi é kuntōo nto diñɨ kuaꞌa ko o diñɨ datsin kó ne, ña kúvi tāꞌxi u, tsí mii Uva ko īni ña xoo é kuntōo i diñɨ ko —kaꞌan Jésuu ni ña.
MRK.10.41	Dā téku ña uꞌxi ñáꞌa ká san ne, dōo kúdiin ña ni Sāntiau ní Juaan. 
MRK.10.42	Kidáā né, kāna Jesuu ñá uxuvi ñáꞌa san, kakaꞌan ñá ni ñā:
MRK.10.42	—Ini nto tsí ñaꞌa, ña odo nūu iña ñaꞌa, ña é ña te ña Israeé ne, dōo ntáde kaꞌnu ña kúñu ñā. Ña tsiñu i sán ne, dōó ntii ntádē kúꞌvē ña iña ñaꞌa ña. 
MRK.10.43	Ntá tsi dɨvi ntō ne, ñá te kuan koo viī nto. Tē xoó ñaꞌa ncho vií kaꞌnu ña ne, kantio é xntii ña ntō un ntɨɨ́ ntɨɨ̄ nto. 
MRK.10.44	Xoó ñaꞌa, ña ncho kodo nūu iña ntó ne, kantio é viī ñá vata kaa ña ntáde tsiñu iña ñá nguiī san. 
MRK.10.45	Nté xūꞌu é vēxkúvi ú ñatīí ne, ñá te vēꞌxí u ñuxiví a é vīí kaꞌnu u, tsí véꞌxi ú vata koo é xntīi ú ñaꞌa san. Xuꞌú ne, véꞌxi u e ntáꞌvi u kuétsi ī é ña te da díi ñaꞌa san —kaꞌan Jésuu.
MRK.10.46	Kidáā ne, xée ña ñūu é nani Jerīcoo. Ntāka xtuku Jesuu ni ña ntɨníꞌi ñā ne, ñá te da dīi ñaꞌa ntántīkɨn ñá ña. Diñɨ itsi mí kuēꞌen ñá ne, tuví uun ña kuāá, kaikan ña diuꞌun. Bartimeu nani ña, tsí uva ñā ne, Timeu nani ña. 
MRK.10.47	Dā kútuni ña tsi véꞌxi Jesuu, ña ñuú Nazareé san ne, dōó ntii kākaꞌan ña:
MRK.10.47	—¡Ō Jésuu, Iꞌxá Davii, ntuntāꞌví ini nto ko! —kaꞌan ña.
MRK.10.48	Ñaꞌa sán ne, dē tíi ña ni ñā:
MRK.10.48	—¡Duꞌxēn! ¡Ñá ku kuān xkoó kaꞌan! —kaꞌan ña.
MRK.10.48	Ntá tsi ña kuāá san ne, da dií dií ka ntii kākaꞌan ña:
MRK.10.48	—¡O Iꞌxá Davii, ntuntāꞌví ini nto ko! —kaꞌan ña.
MRK.10.49	Íntītsí Jesuu, kakáꞌan ña:
MRK.10.49	—Kana nto ña —kaꞌan ña.
MRK.10.49	Kana ña ña kuāá san ne, ntákaꞌan ñá ni ñā:
MRK.10.49	—Nāxnuu kaꞌnu nto iní nto. Nakuntítsi nto, tsí kakana ña nto —kaꞌan ñáꞌa san nī á ña kuāá san.
MRK.10.50	Kidáā né, xtuvī mii ña kútuun ñá ne, nákuntītsí ntaa ña, kueꞌen ña mí ntitsí Jesuu. 
MRK.10.51	Dā tsíxeꞌe Jēsuu ña:
MRK.10.51	—¿Nee iñá ntu ntio o é vīí u iña o? —kaꞌan ña.
MRK.10.51	—Mastrû, ntio ko é nāxiꞌi ntúxnūú ko —kaꞌan ñá ni Jēsuu.
MRK.10.52	Jesuú ne, kakaꞌan ñá ni ñā:
MRK.10.52	—Kūnúꞌun ve. Tsí e kuíntiꞌxe o kó ne, ntuváꞌan ve —kaꞌan Jésuu.
MRK.10.52	Ura dúꞌva tsi i náxiꞌí ntuxnūu ñá kuāá san ne, dá kuēꞌen ñá, kuntikɨ̄n ñá Jesuu mí kuēꞌen ña.
MRK.11.1	Xée ētsin ña ñuú Jerusaleen, mí ntoo ñuú Befagee ni ñuú Betania má xūku é nani Ōlivu. Jesuú ne, taxnūu ña uvi ñaꞌa ñá ntɨniꞌi ñā, 
MRK.11.2	kakaꞌan ñá ni ñā:
MRK.11.2	—Kueꞌēn ntó ñuú luꞌnti é tuví daꞌa san. Ura tsí i te kūkɨ́ꞌvi nto ikān ne, naniꞌi nto uun a búru kɨtɨ ntee tɨ́ɨn é ntē vata xoó kunteku í tɨ. Nantuté nto tɨ ne, kixníꞌi nto tɨ īꞌa. 
MRK.11.3	Tē xoó ñaꞌa tsixeꞌe ña ntō é kuān ó de nto ne, káꞌan ntō tsi Tóꞌo ko kāntio ña tɨ; vevií nantiko koō ñá tɨ, koo kaꞌan ntó ni ñā —kaꞌan Jésuu.
MRK.11.4	Kuéꞌen ñā né, nāniꞌi ña uun a búru san, ntee tɨ́ɨn tɨ atá viꞌi é tuví itsi kān. 
MRK.11.5	Ña ntâñɨ́ ikān ne, ntátsixeꞌe ñā:
MRK.11.5	—¿Nté koo vií nto burú san é kānantuté nto tɨ? —kaꞌan ña.
MRK.11.6	Nantíko koō ñá, kakaꞌan ñá vatā ó kakaꞌan Jésuu ni ñá ne, xéꞌe ñāꞌa san itsi é kɨ̄ꞌɨn niꞌi ña búrú san. 
MRK.11.7	Nāxee niꞌi ña búrú san mí kāntétu Jesuu. Xntekū ñá kutuun ña áta tɨ́ ne, dā kantéku Jesuu tɨ. 
MRK.11.8	Ñá te da dīi ñaꞌá san tsóo ña kutuun ñá itsi kān dɨ. Iō ñá ne, kātsin ña nta utun má kūꞌu kán ne, tsoo ña itsi kān. 
MRK.11.9	Ñá tē nté kaa ñaꞌa odo nuū ñá nuu Jésuú ne, ñá te da dīi ña véꞌxi ata ñá dɨ. Un ntɨɨ́ ntɨɨ̄ ña koó dā vantiñɨ ña ntákaꞌan ña:
MRK.11.9	—¡Dōó kaꞌnu Xuva kō! ¡Ñá tē nté kaa váꞌā o iña ñá véꞌxi ntaꞌa Xuva kō! 
MRK.11.10	¡Na naxnuu viko Xuva kō ña vexkádā kûꞌvé iña ko, é viī ñá Rei naa úvata ko Dāvii! ¡Dōó kaꞌnu Xuva kō, ña tuví e dukún kān! —kaꞌan ña.
MRK.11.11	Xée Jēsuu ñuú Jerusaleén ne, dá kūkɨ́ꞌvi ña ini ukún kaꞌnu san. Ito ña un ntɨꞌɨ̄ é īó iní i kān. Dā kuáā né, ntīi ña, kueꞌen ña ñuú Betania ni ña uxuvi ñáꞌa san.
MRK.11.12	Tévāá tsi ntáka ña ñuú Betaniá ne, kakakɨn Jesuu. 
MRK.11.13	Īni ika ña tsí ntitsi uun tun ígū é ūve xuku i. Kūkóto ntōdó ña tē ntaꞌá kɨtɨ i. Ntá tsi dā xee ñá ne, da mii xūku í uve, tsí vata xee ntúvī é kīi kɨtɨ i. 
MRK.11.14	Kidáā né, kakaꞌan Jésuu ni tun ígū san:
MRK.11.14	—Nté uun ito ña koó ka kɨtɨ o é kāꞌxí ñaꞌa san —kaꞌan ñá ni ūtun san.
MRK.11.14	Tēkú ña ntɨniꞌi ñā é kuān ó kakaꞌan ña.
MRK.11.15	Nāxee xtúku ña ñuú Jerusaleén ne, kuéꞌen Jēsuu má ūkún kaꞌnu san. Ikān éni ntuꞌu ñā nakunu ña ña ntádiko ni ñā ntáñii ini ukún san. Nantáva ña mesa mí ntoo ña ntánadama diuꞌún san ne, nantáva ña sia mí ntoo ña ntádiko palomá san. 
MRK.11.16	Ñá ni xēꞌé ña itsi é kuīta ntíꞌxin ñaꞌa san má ūkún san tē nee iñá odo ñā. 
MRK.11.17	Dá kanakuāꞌa ña ñaꞌa, ña ntoo ini ukún san ne, kakaꞌan ñá ni ñā:
MRK.11.17	—¿Ñā ntu te uve náꞌa nte díꞌna é kākaꞌan Xúva kō: “Tsí viꞌi kó ne, viꞌi mí kaꞌan ntâꞌví ñaꞌa, ña dā míꞌī ká ñuu i”, kaꞌan ña? Ntá tsi ntōꞌó ne, viꞌi ña dūꞌu káde nto —kaꞌan Jésuu.
MRK.11.18	Dā téku dutu ñá odo nūú nī mastrú leí san ne, kidáā né, ntukū nuu iní ña nté koo kaꞌní ña Jesuu. Tsí ntaúꞌvī ñá Jesuu, tsí un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa sán ne, ncho kini ká ña túꞌūn é kanakuāꞌa Jesuu ña. 
MRK.11.19	Ntá tsi dā kuáa ne, Jesuu ni ña ntɨníꞌi ñā né, ntāka ña ñuú Jerusaleen.
MRK.11.20	Utén san ne, dā ntíko kōo xtúku ña ni ña ntɨniꞌi ñā ne, ítā ntiꞌxin ña mí ntitsi tun ígū san. Īní ña tsí xiꞌi dií kueꞌen, un tsi nte dítsin i. 
MRK.11.21	Kidáā ne, nánūꞌú Pedrú san iní ña é kākaꞌan Jésuú ne, kakaꞌan ña:
MRK.11.21	—Un kaa, Mastru. Dɨvī tun ígū san é kāꞌan ntée nto i ne, e xiꞌi dîi —kaꞌan ña.
MRK.11.22	Kakaꞌan Jésuu ni ña:
MRK.11.22	—Kuintiꞌxe nto Xuva kō. 
